,column_name,type_of_data,type_of_string,avg_mon_values (0 if not monetary),avg_length_of_field,var_length,std_dev_length,ratio_white_space_length,ratio_num_val,is_country,is_sector,min_val(int),max_val(int),avg(int),variance,std_dev,incremetal_int,is_year
0,ambitiobox-name,0.0,1.0,1.2598441614550483e-09,0.15170413091060694,0.024837610677974617,0.15759952626189783,0.13396744999691895,0.0023128830978594566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ambitiobox-industry,0.0,1.0,1.2598441614550483e-09,0.13812840913038946,0.020080712843670006,0.14170643190649465,0.11522126373768972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ambitiobox-headquarter,0.0,1.0,1.2598441614550483e-09,0.2113052843692457,0.026751952862519402,0.1635602423039273,0.1553662365894539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ambitiobox-ownership,0.0,1.0,1.2598441614550483e-09,0.05859361428621061,0.00029669723047345923,0.01722490146484035,0.0002816443578676468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ambitiobox-foundation_year,0.5,0.0,1.2598441614550483e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017275890599029563,8.019617001406833e-09,4.473378084901911e-07,1.9383992510116055e-18,1.3922640737344353e-09,1.0,1.0
5,ariregister-url,0.0,0.5,1.2598441614550483e-09,0.8254004099642149,0.022265331965326682,0.14921572291594032,0.0,0.17100988308442142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ariregister-id,0.5,0.0,1.2598441614550483e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8859494664277498e-06,5.8320878094389294e-09,1.6910719517608523e-07,3.1611001695195636e-16,1.7779483033878017e-08,0.5,0.0
7,ariregister-name,0.0,1.0,1.2598441614550483e-09,0.25365667234131256,0.023101809412721722,0.15199279394998214,0.0,0.32855178732833923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ariregister-code,0.5,0.0,1.2598441614550483e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0003573217930875927,0.0041267594331073475,6.062347802844021e-07,0.000778610801546191,1.0,0.0
9,ariregister-legal_form,0.0,1.0,1.2598441614550483e-09,0.19384706250217143,0.004578355534714396,0.06766354657209743,0.15885787330555734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ariregister-status,0.0,1.0,1.2598441614550483e-09,0.15023625056456935,0.016777614391998937,0.1295284308250468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ariregister-registration_date,1.0,0.0,1.2598441614550483e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,ariregister-capital,0.0,1.0,1.2598441614550483e-09,0.24359865198207273,0.00023546442894258412,0.015344850241777667,0.0,0.16633651614118236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,ariregister-address,0.0,1.0,1.2598441614550483e-09,1.0,0.016477456063066574,0.1283645436367324,0.9999999999999999,0.07070594547749649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,ariregister-deletion_date,1.0,0.0,1.2598441614550483e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,cbinsights-valuation,0.0,0.6666666666666666,2.277328152103866e-09,0.08255741236146336,0.0005465333272745528,0.023378052255792245,0.20890346146539646,0.21429812356239508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,cbinsights-totalraised,0.0,0.6666666666666666,2.0952202385682223e-09,0.12931244137164297,0.008550825597313518,0.09247067425575266,0.13829684054371752,0.4743829487469001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,cbinsights-city,0.0,1.0,1.2598441614550483e-09,0.07474029809262413,0.002484585589099373,0.04984561755158996,0.07120456799427793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,cbinsights-founded,0.5,0.0,1.2598441614550483e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019813535819509137,8.023587108833272e-09,4.530799654372806e-07,5.107812358034507e-20,2.2600469813777115e-10,0.5,1.0
19,cbinsights-country,0.0,1.0,1.2598441614550483e-09,0.08990549977417225,0.004333923996643669,0.0658325451174696,0.09139371370732523,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,cbinsights-stage,0.0,1.0,1.2598441614550483e-09,0.09297154570406142,0.005888316082346644,0.07673536396177869,0.24285374872311072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,cbinsights-investors,0.0,1.0,1.2598441614550483e-09,0.4381231977208769,0.07749576887097234,0.27838061870570724,0.19779786091330168,0.0036198735986449487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,cbinsights-datejoined,1.0,0.0,1.2598441614550483e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,cbinsights-name,0.0,1.0,1.2598441614550483e-09,0.08012542125560226,0.007434603055327391,0.08622414427135472,0.04409978159255365,0.005263852041525856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,cbinsights-industry,0.0,1.0,1.2598441614550483e-09,0.1562641142340965,0.03971230554556745,0.19927946594059173,0.09186002037864952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,companiesmarketcap-id,0.0,1.0,1.2598441614550483e-09,0.1721067991522774,0.05916245525060221,0.24323333499050293,0.0,0.8193134786731928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,companiesmarketcap-employees,0.5,0.0,1.2598441614550483e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.951549884233619e-07,2.3178122372739265e-06,4.345551149820707e-06,5.008970496678623e-12,2.238072942662643e-06,0.5,0.0
27,companiesmarketcap-pricecap,0.0,0.6666666666666666,4.793927520543434e-09,0.10107528749609145,0.0019918680294296223,0.04463034874868919,0.16721123993369905,0.3360614539160143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,companiesmarketcap-revenue,0.0,0.6666666666666666,4.728347426052872e-09,0.1024563110169197,0.0025531319021696065,0.05052852562829839,0.1659704421029652,0.3419640669778159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,companiesmarketcap-earnings,0.0,0.6666666666666666,1.7447474543314426e-09,0.11220164680540597,0.005988190340053028,0.07738339834908407,0.15657450777513549,0.3867557755567864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,companiesmarketcap-name,0.0,1.0,1.2598441614550483e-09,0.12442240211235799,0.017817568541023,0.13348246529422134,0.10630305292566813,0.0034336981708779123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,companiesmarketcap-change_1day,0.0,0.16666666666666666,1.2598441614550483e-09,0.08175832956953756,8.80637336925864e-05,0.009384227922028877,0.0,0.3631952691968889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,companiesmarketcap-change_1year,0.0,0.16666666666666666,1.2598441614550483e-09,0.09166869332592154,0.00015625392975292856,0.012500157189128806,0.0,0.40992508540731104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,companiesmarketcap-share_price,0.0,0.8333333333333333,1.4810377284150994e-08,0.08306118194767745,0.00025056420425359385,0.0158292199508881,0.0,0.4198728052635719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,companiesmarketcap-url,0.0,0.5,1.2598441614550483e-09,0.6056960705972275,1.0,1.0,0.003700439573405637,0.06854628569834885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
