05-MalPatSaj-market_value,07-silvestri-market_value_apr_2022,05-MalPatSaj-profit,08-slytherin-revenue,07-silvestri-revenue_2022,05-MalPatSaj-assets,05-MalPatSaj-sales
doll_15.11 b,doll_15.11 b,doll_1.6 b,doll_24.3 b,doll_24.33 b,doll_27.45 b,doll_24.33 b
doll_13.96 b,doll_13.96 b,doll_1.44 b,doll_8.7 b,doll_8.7 b,doll_218.42 b,doll_8.7 b
doll_7.28 b,doll_7.28 b,doll_1.05 b,doll_54.6 b,doll_54.62 b,doll_129.34 b,doll_54.62 b
doll_108.6 b,doll_108.6 b,doll_2 b,doll_7.7 b,doll_7.75 b,doll_24.23 b,doll_7.75 b
doll_21.93 b,doll_21.93 b,doll_2.95 b,doll_9.6 b,doll_9.63 b,doll_31.02 b,doll_9.63 b
doll_19.04 b,doll_19.04 b,doll_1.22 b,doll_12.1 b,doll_12.14 b,doll_55.32 b,doll_12.14 b
doll_15.18 b,doll_15.18 b,doll_3.75 b,doll_22.4 b,doll_22.35 b,doll_19.77 b,doll_22.35 b
doll_7.03 b,doll_7.03 b,doll_3.6 b,doll_32.9 b,doll_32.9 b,doll_41.06 b,doll_32.9 b
doll_13.58 b,doll_13.58 b,doll_1.59 b,doll_12.5 b,doll_12.47 b,doll_63.56 b,doll_12.47 b
doll_14.5 b,doll_14.5 b,doll_2.29 b,doll_21.3 b,doll_21.31 b,doll_24.32 b,doll_21.31 b
doll_7.25 b,doll_7.25 b,doll_2.47 b,doll_36.5 b,doll_36.46 b,doll_45.34 b,doll_36.46 b
doll_26.51 b,doll_26.51 b,doll_905 m,doll_15.5 b,doll_15.46 b,doll_39.72 b,doll_15.46 b
doll_12.76 b,doll_12.76 b,doll_2.49 b,doll_17.8 b,doll_17.76 b,doll_29.56 b,doll_17.76 b
doll_44.83 b,doll_44.83 b,doll_1.87 b,doll_11.1 b,doll_11.06 b,doll_21.25 b,doll_11.06 b
doll_15.48 b,doll_15.48 b,doll_1.99 b,doll_18.9 b,doll_18.94 b,doll_26.02 b,doll_18.94 b
doll_90.52 b,doll_90.52 b,doll_1.17 b,doll_11 b,doll_10.96 b,doll_23.64 b,doll_10.96 b
doll_16.11 b,doll_16.11 b,doll_58.3 m,doll_78.2 b,doll_78.17 b,doll_101 b,doll_78.17 b
doll_28.21 b,doll_28.21 b,doll_1.54 b,doll_5.5 b,doll_5.53 b,doll_187.12 b,doll_5.53 b
doll_13.52 b,doll_13.52 b,doll_2.6 b,doll_9.7 b,doll_9.67 b,doll_56.55 b,doll_9.67 b
doll_61.42 b,doll_61.42 b,doll_2.11 b,doll_12.9 b,doll_12.92 b,doll_15.1 b,doll_12.92 b
doll_61.05 b,doll_61.05 b,doll_417 m,doll_13.9 b,doll_13.88 b,doll_82.93 b,doll_13.88 b
doll_8.74 b,doll_8.74 b,doll_1.48 b,doll_34.6 b,doll_34.61 b,doll_47.4 b,doll_34.61 b
doll_19.63 b,doll_19.63 b,doll_776 m,doll_17.9 b,doll_17.86 b,doll_57.99 b,doll_17.86 b
doll_19.16 b,doll_19.16 b,doll_1.33 b,doll_16.2 b,doll_16.22 b,doll_31.04 b,doll_16.22 b
doll_6.02 b,doll_6.02 b,doll_945.5 m,doll_109.6 b,doll_109.61 b,doll_94.53 b,doll_109.61 b
doll_42.88 b,doll_42.88 b,doll_2.41 b,doll_15.6 b,doll_15.6 b,doll_14.08 b,doll_15.6 b
doll_4.36 b,doll_4.36 b,doll_966.7 m,doll_40.9 b,doll_40.91 b,doll_174.92 b,doll_40.91 b
doll_34.25 b,doll_34.25 b,doll_468.2 m,doll_37 b,doll_36.98 b,doll_43.43 b,doll_36.98 b
doll_36.31 b,doll_36.31 b,doll_2.09 b,doll_17.9 b,doll_17.91 b,doll_14.19 b,doll_17.91 b
doll_27.21 b,doll_27.21 b,doll_5.4 b,doll_151 m,doll_151 m,doll_47.83 b,doll_151 m
doll_22.04 b,doll_22.04 b,doll_1.41 b,doll_23.8 b,doll_23.85 b,doll_19.63 b,doll_23.85 b
doll_59.18 b,doll_59.18 b,doll_2.02 b,doll_10 b,doll_9.96 b,doll_18.77 b,doll_9.96 b
doll_24.11 b,doll_24.11 b,doll_-88 m,doll_20.6 b,doll_20.64 b,doll_111.75 b,doll_20.64 b
doll_41.81 b,doll_41.81 b,doll_1.29 b,doll_11.3 b,doll_11.3 b,doll_24.95 b,doll_11.3 b
doll_36.35 b,doll_36.35 b,doll_1.72 b,doll_18.9 b,doll_18.92 b,doll_14.62 b,doll_18.92 b
doll_32.8 b,doll_32.8 b,doll_1.3 b,doll_8.3 b,doll_8.32 b,doll_39.87 b,doll_8.32 b
doll_17.06 b,doll_17.06 b,doll_555 m,doll_171.3 b,doll_171.29 b,doll_43.68 b,doll_171.29 b
doll_14.61 b,doll_14.61 b,doll_1.15 b,doll_31.9 b,doll_31.9 b,doll_26.67 b,doll_31.9 b
doll_10.52 b,doll_10.52 b,doll_1.25 b,doll_12.8 b,doll_12.76 b,doll_125.01 b,doll_12.76 b
doll_31.76 b,doll_31.76 b,doll_1.61 b,doll_3.2 b,doll_3.23 b,doll_86.76 b,doll_3.23 b
doll_49.81 b,doll_49.81 b,doll_5.71 b,doll_6.3 b,doll_6.35 b,doll_22.15 b,doll_6.35 b
doll_10.13 b,doll_10.13 b,doll_2.36 b,doll_14.1 b,doll_14.11 b,doll_46.08 b,doll_14.11 b
doll_29.61 b,doll_29.61 b,doll_1.86 b,doll_22.7 b,doll_22.74 b,doll_14.1 b,doll_22.74 b
doll_43.56 b,doll_43.56 b,doll_966 m,doll_13.9 b,doll_13.87 b,doll_24.69 b,doll_13.87 b
doll_54.13 b,doll_54.13 b,doll_1.61 b,doll_2.7 b,doll_2.69 b,doll_51.22 b,doll_2.69 b
doll_31.37 b,doll_31.37 b,doll_1.08 b,doll_17.2 b,doll_17.23 b,doll_21.89 b,doll_17.23 b
doll_2.81 b,doll_2.81 b,doll_889.8 m,doll_76 b,doll_75.97 b,doll_106.8 b,doll_75.97 b
doll_50.16 b,doll_50.16 b,doll_1.13 b,doll_12.7 b,doll_12.73 b,doll_21.21 b,doll_12.73 b
doll_6.77 b,doll_6.77 b,doll_1.2 b,doll_80.8 b,doll_80.8 b,doll_52.63 b,doll_80.8 b
doll_31.7 b,doll_31.7 b,doll_1.03 b,doll_23.9 b,doll_23.87 b,doll_18.25 b,doll_23.87 b
doll_2.86 b,doll_2.86 b,doll_1.33 b,doll_26.4 b,doll_26.4 b,doll_85.06 b,doll_26.4 b
doll_37.87 b,doll_37.87 b,doll_965.5 m,doll_8.5 b,doll_8.52 b,doll_45.28 b,doll_8.52 b
doll_4.17 b,doll_4.17 b,doll_1.01 b,doll_49.8 b,doll_49.75 b,doll_82.98 b,doll_49.75 b
doll_52.26 b,doll_52.26 b,doll_50.8 m,doll_17.9 b,doll_17.89 b,doll_47.44 b,doll_17.89 b
doll_131.75 b,doll_131.75 b,doll_3.02 b,doll_8.3 b,doll_8.3 b,doll_15.03 b,doll_8.3 b
doll_19.88 b,doll_19.88 b,doll_1.22 b,doll_6.4 b,doll_6.42 b,doll_176.86 b,doll_6.42 b
doll_17.86 b,doll_17.86 b,doll_2.14 b,doll_8.9 b,doll_8.88 b,doll_37.49 b,doll_8.88 b
doll_3.93 b,doll_3.93 b,doll_3.44 b,doll_8.8 b,doll_8.85 b,doll_375.48 b,doll_8.85 b
doll_15.87 b,doll_15.87 b,doll_1.87 b,doll_5.8 b,doll_5.82 b,doll_210.92 b,doll_5.82 b
doll_34.77 b,doll_34.77 b,doll_1.42 b,doll_14.1 b,doll_14.14 b,doll_18.06 b,doll_14.14 b
doll_21.2 b,doll_21.2 b,doll_477.9 m,doll_33.7 b,doll_33.7 b,doll_60.36 b,doll_33.7 b
doll_46.92 b,doll_46.92 b,doll_2.16 b,doll_13.3 b,doll_13.33 b,doll_12.39 b,doll_13.33 b
doll_30.86 b,doll_30.86 b,doll_1.56 b,doll_10.4 b,doll_10.35 b,doll_23.88 b,doll_10.35 b
doll_15.81 b,doll_15.81 b,doll_1.21 b,doll_13.9 b,doll_13.87 b,doll_37.35 b,doll_13.87 b
doll_1.7 b,doll_1.7 b,doll_786.8 m,doll_46.1 b,doll_46.14 b,doll_170.24 b,doll_46.14 b
doll_24.17 b,doll_24.17 b,doll_1.63 b,doll_12.4 b,doll_12.36 b,doll_22.04 b,doll_12.36 b
doll_56.8 b,doll_56.8 b,doll_406.6 m,doll_15 b,doll_14.98 b,doll_48.72 b,doll_14.98 b
doll_16.04 b,doll_16.04 b,doll_1.88 b,doll_11.8 b,doll_11.83 b,doll_29.96 b,doll_11.83 b
doll_60.27 b,doll_60.27 b,doll_-496 m,doll_17.5 b,doll_17.45 b,doll_38.77 b,doll_17.45 b
doll_34.46 b,doll_34.46 b,doll_2.01 b,doll_12.8 b,doll_12.78 b,doll_15.54 b,doll_12.78 b
doll_9.58 b,doll_9.58 b,doll_1.34 b,doll_14.3 b,doll_14.32 b,doll_71.52 b,doll_14.32 b
doll_9.71 b,doll_9.71 b,doll_999.1 m,doll_14.4 b,doll_14.42 b,doll_125.48 b,doll_14.42 b
doll_11.13 b,doll_11.13 b,doll_1.2 b,doll_40.4 b,doll_40.44 b,doll_25.94 b,doll_40.44 b
doll_18.04 b,doll_18.04 b,doll_596.6 m,doll_43.4 b,doll_43.37 b,doll_37.27 b,doll_43.37 b
doll_31.02 b,doll_31.02 b,doll_2.61 b,doll_10.2 b,doll_10.2 b,doll_17.65 b,doll_10.2 b
doll_11.11 b,doll_11.11 b,doll_-4.64 b,doll_52.9 b,doll_52.9 b,doll_177.59 b,doll_52.9 b
doll_21.51 b,doll_21.51 b,doll_1.44 b,doll_13.6 b,doll_13.59 b,doll_22.88 b,doll_13.59 b
doll_11.58 b,doll_11.58 b,doll_795.1 m,doll_34.1 b,doll_34.06 b,doll_44.43 b,doll_34.06 b
doll_16.98 b,doll_16.98 b,doll_3.89 b,doll_20.4 b,doll_20.43 b,doll_13.06 b,doll_20.43 b
doll_100.89 b,doll_100.89 b,doll_2.58 b,doll_6.4 b,doll_6.43 b,doll_19.06 b,doll_6.43 b
doll_51.73 b,doll_51.73 b,doll_1.5 b,doll_11.8 b,doll_11.76 b,doll_16.05 b,doll_11.76 b
doll_56.35 b,doll_56.35 b,doll_-44 m,doll_18.2 b,doll_18.2 b,doll_36.5 b,doll_18.2 b
doll_16.3 b,doll_16.3 b,doll_2.06 b,doll_14 b,doll_14.03 b,doll_22.3 b,doll_14.03 b
doll_8.21 b,doll_8.21 b,doll_1.51 b,doll_35.4 b,doll_35.4 b,doll_34.91 b,doll_35.4 b
doll_42.6 b,doll_42.6 b,doll_2.05 b,doll_4.8 b,doll_4.77 b,doll_36.37 b,doll_4.77 b
doll_22.12 b,doll_22.12 b,doll_-2.44 b,doll_39 b,doll_39.04 b,doll_42.32 b,doll_39.04 b
doll_10.54 b,doll_10.54 b,doll_1.4 b,doll_7.5 b,doll_7.46 b,doll_662.22 b,doll_7.46 b
doll_41.33 b,doll_41.33 b,doll_2.25 b,doll_5.1 b,doll_5.12 b,doll_33.78 b,doll_5.12 b
doll_6.97 b,doll_6.97 b,doll_2.11 b,doll_9.4 b,doll_9.44 b,doll_334.87 b,doll_9.44 b
doll_24.76 b,doll_24.76 b,doll_1.09 b,doll_10.8 b,doll_10.8 b,doll_30.76 b,doll_10.8 b
doll_25.78 b,doll_25.78 b,doll_1.22 b,doll_3.8 b,doll_3.82 b,doll_110.92 b,doll_3.82 b
doll_32.06 b,doll_32.06 b,doll_776.7 m,doll_11.8 b,doll_11.84 b,doll_34.99 b,doll_11.84 b
doll_28.64 b,doll_28.64 b,doll_3.15 b,doll_7.8 b,doll_7.84 b,doll_21.27 b,doll_7.84 b
doll_20.04 b,doll_20.04 b,doll_1.49 b,doll_8.4 b,doll_8.35 b,doll_38.48 b,doll_8.35 b
doll_44.95 b,doll_44.95 b,doll_1.39 b,doll_7.1 b,doll_7.14 b,doll_27.52 b,doll_7.14 b
doll_6.47 b,doll_6.47 b,doll_1.87 b,doll_10.3 b,doll_10.29 b,doll_245.44 b,doll_10.29 b
doll_11.72 b,doll_11.72 b,doll_1.28 b,doll_21.8 b,doll_21.79 b,doll_28.14 b,doll_21.79 b
doll_10.9 b,doll_10.9 b,doll_1.09 b,doll_27.7 b,doll_27.72 b,doll_30.64 b,doll_27.72 b
doll_16.81 b,doll_16.81 b,doll_-1.98 b,doll_29 b,doll_28.98 b,doll_69.04 b,doll_28.98 b
doll_17.88 b,doll_17.88 b,doll_1.18 b,doll_9.7 b,doll_9.68 b,doll_44.09 b,doll_9.68 b
doll_28.7 b,doll_28.7 b,doll_1.98 b,doll_10.9 b,doll_10.88 b,doll_18.21 b,doll_10.88 b
doll_31.88 b,doll_31.88 b,doll_1.73 b,doll_10 b,doll_10.02 b,doll_19.45 b,doll_10.02 b
doll_7.55 b,doll_7.55 b,doll_2.63 b,doll_34.1 b,doll_34.07 b,doll_26.24 b,doll_34.07 b
doll_11.51 b,doll_11.51 b,doll_2.02 b,doll_6.7 b,doll_6.7 b,doll_113.57 b,doll_6.7 b
doll_19.14 b,doll_19.14 b,doll_1.4 b,doll_16.9 b,doll_16.89 b,doll_19.79 b,doll_16.89 b
doll_23.28 b,doll_23.28 b,doll_2.55 b,doll_9.8 b,doll_9.79 b,doll_19.65 b,doll_9.79 b
doll_9.18 b,doll_9.18 b,doll_2.19 b,doll_26.9 b,doll_26.9 b,doll_23.18 b,doll_26.9 b
doll_21.18 b,doll_21.18 b,doll_1.36 b,doll_4.5 b,doll_4.51 b,doll_111.08 b,doll_4.51 b
doll_9.67 b,doll_9.67 b,doll_930.5 m,doll_25.3 b,doll_25.27 b,doll_48.59 b,doll_25.27 b
doll_12.74 b,doll_12.74 b,doll_2.06 b,doll_6 b,doll_6.04 b,doll_126.57 b,doll_6.04 b
doll_23.53 b,doll_23.53 b,doll_1.49 b,doll_14.2 b,doll_14.18 b,doll_18.18 b,doll_14.18 b
doll_37.83 b,doll_37.83 b,doll_1.38 b,doll_16.5 b,doll_16.52 b,doll_12.94 b,doll_16.52 b
doll_14.8 b,doll_14.8 b,doll_877 m,doll_17.6 b,doll_17.61 b,doll_38.05 b,doll_17.61 b
doll_16.35 b,doll_16.35 b,doll_1.29 b,doll_14.3 b,doll_14.27 b,doll_26.15 b,doll_14.27 b
doll_11.78 b,doll_11.78 b,doll_1.39 b,doll_23.4 b,doll_23.39 b,doll_24.31 b,doll_23.39 b
doll_34.52 b,doll_34.52 b,doll_-2.34 b,doll_17.6 b,doll_17.64 b,doll_43.11 b,doll_17.64 b
doll_26.55 b,doll_26.55 b,doll_1.76 b,doll_11.6 b,doll_11.61 b,doll_17.86 b,doll_11.61 b
doll_12.8 b,doll_12.8 b,doll_1.47 b,doll_16.6 b,doll_16.56 b,doll_25.78 b,doll_16.56 b
doll_20.31 b,doll_20.31 b,doll_-3.34 b,doll_17.7 b,doll_17.67 b,doll_78.23 b,doll_17.67 b
doll_19.45 b,doll_19.45 b,doll_1.38 b,doll_4.2 b,doll_4.23 b,doll_119.87 b,doll_4.23 b
doll_4.43 b,doll_4.43 b,doll_1.7 b,doll_10.3 b,doll_10.26 b,doll_217.18 b,doll_10.26 b
doll_13.08 b,doll_13.08 b,doll_1.04 b,doll_20.5 b,doll_20.52 b,doll_27.52 b,doll_20.52 b
doll_9.56 b,doll_9.56 b,doll_1.99 b,doll_7.8 b,doll_7.8 b,doll_116.88 b,doll_7.8 b
doll_6.23 b,doll_6.23 b,doll_1.76 b,doll_17.5 b,doll_17.5 b,doll_50.17 b,doll_17.5 b
doll_3.9 b,doll_3.9 b,doll_985.4 m,doll_25.4 b,doll_25.39 b,doll_75.22 b,doll_25.39 b
doll_20.39 b,doll_20.39 b,doll_1.7 b,doll_3.1 b,doll_3.07 b,doll_70.58 b,doll_3.07 b
doll_32.16 b,doll_32.16 b,doll_1.02 b,doll_11.8 b,doll_11.84 b,doll_21.73 b,doll_11.84 b
doll_24.04 b,doll_24.04 b,doll_1.03 b,doll_7.5 b,doll_7.54 b,doll_46.72 b,doll_7.54 b
doll_10.82 b,doll_10.82 b,doll_2.09 b,doll_14.6 b,doll_14.63 b,doll_26 b,doll_14.63 b
doll_12.8 b,doll_12.8 b,doll_5.05 b,doll_8.7 b,doll_8.68 b,doll_25.73 b,doll_8.68 b
doll_56.14 b,doll_56.14 b,doll_848.1 m,doll_2.7 b,doll_2.71 b,doll_68.31 b,doll_2.71 b
doll_31.15 b,doll_31.15 b,doll_306 m,doll_20.6 b,doll_20.59 b,doll_34.99 b,doll_20.59 b
doll_37.32 b,doll_37.32 b,doll_906.8 m,doll_8.1 b,doll_8.05 b,doll_33.34 b,doll_8.05 b
doll_12.67 b,doll_12.67 b,doll_1.36 b,doll_11.9 b,doll_11.87 b,doll_35.62 b,doll_11.87 b
doll_41.49 b,doll_41.49 b,doll_1.59 b,doll_10.9 b,doll_10.88 b,doll_14.68 b,doll_10.88 b
doll_13.1 b,doll_13.1 b,doll_-2.38 b,doll_34.8 b,doll_34.77 b,doll_67.4 b,doll_34.77 b
doll_48.87 b,doll_48.87 b,doll_2.99 b,doll_8.2 b,doll_8.16 b,doll_11.68 b,doll_8.16 b
doll_29.26 b,doll_29.26 b,doll_1.09 b,doll_11.8 b,doll_11.84 b,doll_20.46 b,doll_11.84 b
doll_17.87 b,doll_17.87 b,doll_1.14 b,doll_13.6 b,doll_13.64 b,doll_24.5 b,doll_13.64 b
doll_3.01 b,doll_3.01 b,doll_1.34 b,doll_10.6 b,doll_10.56 b,doll_248.5 b,doll_10.56 b
doll_10.82 b,doll_10.82 b,doll_1.18 b,doll_8.1 b,doll_8.14 b,doll_124.31 b,doll_8.14 b
doll_12.88 b,doll_12.88 b,doll_1.52 b,doll_5.6 b,doll_5.64 b,doll_205.24 b,doll_5.64 b
doll_22.85 b,doll_22.85 b,doll_2.02 b,doll_7 b,doll_7.01 b,doll_26.47 b,doll_7.01 b
doll_33.32 b,doll_33.32 b,doll_1.23 b,doll_6.1 b,doll_6.07 b,doll_37.46 b,doll_6.07 b
doll_10.46 b,doll_10.46 b,doll_2.69 b,doll_17.4 b,doll_17.39 b,doll_20.03 b,doll_17.39 b
doll_4.1 b,doll_4.1 b,doll_1.86 b,doll_10.1 b,doll_10.15 b,doll_106.71 b,doll_10.15 b
doll_85.74 b,doll_85.74 b,doll_2.04 b,doll_7.8 b,doll_7.78 b,doll_13.9 b,doll_7.78 b
doll_48.01 b,doll_48.01 b,doll_3.22 b,doll_5.9 b,doll_5.92 b,doll_18.32 b,doll_5.92 b
doll_9.86 b,doll_9.86 b,doll_918.4 m,doll_22.7 b,doll_22.69 b,doll_38.41 b,doll_22.69 b
doll_7.08 b,doll_7.08 b,doll_1.44 b,doll_24.4 b,doll_24.41 b,doll_36.73 b,doll_24.41 b
doll_68.84 b,doll_68.84 b,doll_2.34 b,doll_7.6 b,doll_7.6 b,doll_13.43 b,doll_7.6 b
doll_20.39 b,doll_20.39 b,doll_-205 m,doll_19.6 b,doll_19.65 b,doll_48.09 b,doll_19.65 b
doll_4.19 b,doll_4.19 b,doll_1.18 b,doll_16.8 b,doll_16.77 b,doll_67.9 b,doll_16.77 b
doll_3.98 b,doll_3.98 b,doll_1.51 b,doll_9.1 b,doll_9.05 b,doll_218.46 b,doll_9.05 b
doll_10.16 b,doll_10.16 b,doll_1.78 b,doll_22 b,doll_21.98 b,doll_20.29 b,doll_21.98 b
doll_14.43 b,doll_14.43 b,doll_-541.3 m,doll_32.5 b,doll_32.51 b,doll_51.25 b,doll_32.51 b
doll_13.27 b,doll_13.27 b,doll_868.4 m,doll_19.3 b,doll_19.3 b,doll_29.08 b,doll_19.3 b
doll_7.36 b,doll_7.36 b,doll_980 m,doll_18.3 b,doll_18.34 b,doll_78.89 b,doll_18.34 b
doll_8.75 b,doll_8.75 b,doll_4.17 b,doll_20.4 b,doll_20.45 b,doll_17.82 b,doll_20.45 b
doll_18.74 b,doll_18.74 b,doll_1.52 b,doll_11.6 b,doll_11.6 b,doll_20.44 b,doll_11.6 b
doll_16.21 b,doll_16.21 b,doll_1.37 b,doll_13.1 b,doll_13.1 b,doll_21.63 b,doll_13.1 b
doll_14.96 b,doll_14.96 b,doll_266 m,doll_40.9 b,doll_40.91 b,doll_41.69 b,doll_40.91 b
doll_16.49 b,doll_16.49 b,doll_1.35 b,doll_10.3 b,doll_10.29 b,doll_26.8 b,doll_10.29 b
doll_7.85 b,doll_7.85 b,doll_687.7 m,doll_20.3 b,doll_20.27 b,doll_158.47 b,doll_20.27 b
doll_6.24 b,doll_6.24 b,doll_904.5 m,doll_23.5 b,doll_23.48 b,doll_65.7 b,doll_23.48 b
doll_39.09 b,doll_39.09 b,doll_1.49 b,doll_11.2 b,doll_11.19 b,doll_11.57 b,doll_11.19 b
doll_12.58 b,doll_12.58 b,doll_1.29 b,doll_8.4 b,doll_8.42 b,doll_49.53 b,doll_8.42 b
doll_16.34 b,doll_16.34 b,doll_2.01 b,doll_11.8 b,doll_11.78 b,doll_18.46 b,doll_11.78 b
doll_30.79 b,doll_30.79 b,doll_1.83 b,doll_4.8 b,doll_4.83 b,doll_30.5 b,doll_4.83 b
doll_22.72 b,doll_22.72 b,doll_1.39 b,doll_9.7 b,doll_9.72 b,doll_20.85 b,doll_9.72 b
doll_23.08 b,doll_23.08 b,doll_2.18 b,doll_6.8 b,doll_6.8 b,doll_22.9 b,doll_6.8 b
doll_31.04 b,doll_31.04 b,doll_1.25 b,doll_14.3 b,doll_14.3 b,doll_12.28 b,doll_14.3 b
doll_4.46 b,doll_4.46 b,doll_1.48 b,doll_8.7 b,doll_8.68 b,doll_198.67 b,doll_8.68 b
doll_27.77 b,doll_27.77 b,doll_878 m,doll_13.9 b,doll_13.93 b,doll_19.71 b,doll_13.93 b
doll_15.68 b,doll_15.68 b,doll_1.49 b,doll_12 b,doll_12.01 b,doll_21.64 b,doll_12.01 b
doll_15.1 b,doll_15.1 b,doll_5.92 b,doll_11.9 b,doll_11.95 b,doll_13.89 b,doll_11.95 b
doll_7.93 b,doll_7.93 b,doll_-1.18 b,doll_33.5 b,doll_33.53 b,doll_440.48 b,doll_33.53 b
doll_38.44 b,doll_38.44 b,doll_1.64 b,doll_10.1 b,doll_10.07 b,doll_13.69 b,doll_10.07 b
doll_20.57 b,doll_20.57 b,doll_2.19 b,doll_5.6 b,doll_5.61 b,doll_34.56 b,doll_5.61 b
doll_8.83 b,doll_8.83 b,doll_1.2 b,doll_9 b,doll_9.04 b,doll_102.81 b,doll_9.04 b
doll_12.07 b,doll_12.07 b,doll_5.03 b,doll_16.2 b,doll_16.18 b,doll_12.16 b,doll_16.18 b
doll_8.61 b,doll_8.61 b,doll_964.5 m,doll_30 b,doll_29.99 b,doll_31.92 b,doll_29.99 b
doll_9.31 b,doll_9.31 b,doll_394.3 m,doll_24.4 b,doll_24.42 b,doll_210.82 b,doll_24.42 b
doll_14.77 b,doll_14.77 b,doll_877.5 m,doll_12.3 b,doll_12.35 b,doll_36.94 b,doll_12.35 b
doll_21.23 b,doll_21.23 b,doll_5.58 b,doll_751 m,doll_751 m,doll_24.09 b,doll_751 m
doll_19.32 b,doll_19.32 b,doll_921.2 m,doll_2.6 b,doll_2.62 b,doll_150.66 b,doll_2.62 b
doll_16.05 b,doll_16.05 b,doll_1.29 b,doll_27.1 b,doll_27.15 b,doll_13.41 b,doll_27.15 b
doll_4.88 b,doll_4.88 b,doll_811 m,doll_15.6 b,doll_15.59 b,doll_169.34 b,doll_15.59 b
doll_20.82 b,doll_20.82 b,doll_1.35 b,doll_7.4 b,doll_7.4 b,doll_28.75 b,doll_7.4 b
doll_4.84 b,doll_4.84 b,doll_2.49 b,doll_8.5 b,doll_8.46 b,doll_72.47 b,doll_8.46 b
doll_12.57 b,doll_12.57 b,doll_884.1 m,doll_18.7 b,doll_18.69 b,doll_26.67 b,doll_18.69 b
doll_41.33 b,doll_41.33 b,doll_1.33 b,doll_2.1 b,doll_2.13 b,doll_29.03 b,doll_2.13 b
doll_13.04 b,doll_13.04 b,doll_746.1 m,doll_13.9 b,doll_13.95 b,doll_43.37 b,doll_13.95 b
doll_11.85 b,doll_11.85 b,doll_883.4 m,doll_12.7 b,doll_12.7 b,doll_43.83 b,doll_12.7 b
doll_36.14 b,doll_36.14 b,doll_1.14 b,doll_6.1 b,doll_6.14 b,doll_28.34 b,doll_6.14 b
doll_12.01 b,doll_12.01 b,doll_1.12 b,doll_16.3 b,doll_16.26 b,doll_24.42 b,doll_16.26 b
doll_12.09 b,doll_12.09 b,doll_-394.8 m,doll_12.9 b,doll_12.89 b,doll_392.65 b,doll_12.89 b
doll_3.73 b,doll_3.73 b,doll_1.09 b,doll_15.6 b,doll_15.58 b,doll_61.03 b,doll_15.58 b
doll_5.79 b,doll_5.79 b,doll_548.1 m,doll_47.9 b,doll_47.93 b,doll_109.05 b,doll_47.93 b
doll_22.9 b,doll_22.9 b,doll_988.6 m,doll_20.8 b,doll_20.82 b,doll_13.2 b,doll_20.82 b
doll_46.07 b,doll_46.07 b,doll_1.48 b,doll_9 b,doll_8.97 b,doll_10.41 b,doll_8.97 b
doll_42.06 b,doll_42.06 b,doll_2 b,doll_7.9 b,doll_7.91 b,doll_10.04 b,doll_7.91 b
doll_8.57 b,doll_8.57 b,doll_1.56 b,doll_18.3 b,doll_18.29 b,doll_25.2 b,doll_18.29 b
doll_19.98 b,doll_19.98 b,doll_929.7 m,doll_12.3 b,doll_12.28 b,doll_22.92 b,doll_12.28 b
doll_39.01 b,doll_39.01 b,doll_488.4 m,doll_24.5 b,doll_24.5 b,doll_20.05 b,doll_24.5 b
doll_18.02 b,doll_18.02 b,doll_1.02 b,doll_9.5 b,doll_9.46 b,doll_28.49 b,doll_9.46 b
doll_59.77 b,doll_59.77 b,doll_2.21 b,doll_6.2 b,doll_6.22 b,doll_14.68 b,doll_6.22 b
doll_18.97 b,doll_18.97 b,doll_926.9 m,doll_19.7 b,doll_19.7 b,doll_16.27 b,doll_19.7 b
doll_37.02 b,doll_37.02 b,doll_880 m,doll_4.7 b,doll_4.75 b,doll_46.43 b,doll_4.75 b
doll_9.13 b,doll_9.13 b,doll_754.4 m,doll_41.8 b,doll_41.84 b,doll_30.18 b,doll_41.84 b
doll_8.41 b,doll_8.41 b,doll_613.5 m,doll_26 b,doll_26.01 b,doll_72.67 b,doll_26.01 b
doll_70.56 b,doll_70.56 b,doll_1.88 b,doll_3.4 b,doll_3.42 b,doll_17.38 b,doll_3.42 b
doll_53.27 b,doll_53.27 b,doll_1.08 b,doll_10.4 b,doll_10.37 b,doll_8.68 b,doll_10.37 b
doll_49.37 b,doll_49.37 b,doll_1.15 b,doll_10.1 b,doll_10.12 b,doll_11.95 b,doll_10.12 b
doll_14.95 b,doll_14.95 b,doll_1.07 b,doll_2.5 b,doll_2.48 b,doll_121.85 b,doll_2.48 b
doll_30.58 b,doll_30.58 b,doll_3 b,doll_7.7 b,doll_7.67 b,doll_12.51 b,doll_7.67 b
doll_31.74 b,doll_31.74 b,doll_268 m,doll_11.7 b,doll_11.66 b,doll_39.66 b,doll_11.66 b
doll_20.11 b,doll_20.11 b,doll_739.9 m,doll_6.2 b,doll_6.21 b,doll_97.97 b,doll_6.21 b
doll_47.95 b,doll_47.95 b,doll_1.1 b,doll_6.1 b,doll_6.09 b,doll_23.71 b,doll_6.09 b
doll_21.72 b,doll_21.72 b,doll_2.28 b,doll_5.2 b,doll_5.18 b,doll_26.8 b,doll_5.18 b
doll_43.87 b,doll_43.87 b,doll_859.8 m,doll_9.4 b,doll_9.42 b,doll_18.79 b,doll_9.42 b
