,market_value_jan_2020,market_value_jan_2021,annual_revenue_usd,annual_net_income_usd,revenue,market_capitalization_2022,total_assets_in_usd,total_equity_in_usd,total_liabilities_in_usd
768,0,0,doll_0.028007999999999998 b,doll_0.001435 b,0,0,doll_0.037133 b,doll_0.013207 b,doll_0.023926 b
769,0,0,doll_0.005258 b,doll_0.802 b,0,0,doll_0.009949 b,doll_0.002664 b,doll_0.007285 b
770,0,0,doll_0.032667 b,doll_0.001485 b,0,0,doll_0.037273 b,doll_0.022602 b,doll_0.014671 b
771,0,0,doll_0.006739 b,doll_0.001009 b,0,0,doll_0.009626 b,doll_0.004585 b,doll_0.00504 b
772,0,0,doll_0.01654 b,doll_0.001498 b,0,0,doll_0.023621 b,doll_0.0060149999999999995 b,doll_0.017606 b
773,0,0,doll_0.018621 b,doll_0.0010429999999999999 b,0,0,doll_0.022508 b,doll_0.009692000000000001 b,doll_0.012815 b
774,0,0,doll_0.014823000000000001 b,doll_0.0028290000000000004 b,0,0,doll_0.067289 b,doll_0.014092 b,doll_0.053197 b
775,0,0,doll_0.001577 b,doll_0.826 b,0,0,doll_0.010474 b,doll_0.003785 b,doll_0.0066879999999999995 b
776,0,0,0,0,0,0,0,0,0
777,0,0,doll_0.011018 b,doll_0.001399 b,0,0,doll_0.03529 b,doll_0.02019 b,doll_0.015099 b
778,0,0,doll_0.001177 b,doll_0.667 b,0,0,doll_0.004301 b,doll_0.0035150000000000003 b,doll_0.785 b
779,0,0,doll_0.011944000000000001 b,doll_0.88 b,0,0,doll_0.012728 b,doll_0.004574 b,doll_0.008154 b
780,0,0,doll_0.002611 b,doll_0.52 b,0,0,doll_0.003973 b,doll_0.002376 b,doll_0.001597 b
781,0,0,doll_0.020642 b,doll_-0.088 b,0,0,doll_0.10333 b,doll_0.020971 b,doll_0.082356 b
782,0,0,doll_0.024404 b,doll_0.004441 b,0,0,doll_0.064971 b,doll_0.019081 b,doll_0.04589 b
783,0,0,doll_0.015864 b,doll_-0.002343 b,0,0,doll_0.039258 b,doll_-0.0025710000000000004 b,doll_0.041829 b
784,0,0,doll_0.005552 b,doll_0.67 b,0,0,doll_0.013682 b,doll_0.006545 b,doll_0.007136999999999999 b
785,0,0,doll_0.003327 b,doll_0.123 b,0,0,doll_0.010974 b,doll_0.005625 b,doll_0.0053479999999999995 b
786,0,0,doll_0.011382999999999999 b,doll_0.622 b,0,0,doll_0.008888 b,doll_0.004065 b,doll_0.004824 b
787,0,0,doll_0.03703 b,doll_0.469 b,0,0,doll_0.043218000000000006 b,doll_0.018848 b,doll_0.02437 b
788,0,0,doll_0.902 b,doll_-0.3 b,0,0,0,0,0
789,0,0,doll_0.214 b,doll_0.001539 b,0,0,doll_0.057337000000000006 b,doll_0.223 b,doll_0.057114 b
790,0,0,doll_0.018013 b,doll_0.0014399999999999999 b,0,0,doll_0.030943000000000002 b,doll_0.013759 b,doll_0.017184 b
791,0,0,doll_0.0026320000000000002 b,doll_0.616 b,0,0,0,0,0
792,0,0,doll_0.0021509999999999997 b,doll_0.652 b,0,0,doll_0.003677 b,doll_0.0016950000000000001 b,doll_0.001982 b
793,0,0,doll_0.00347 b,doll_0.491 b,0,0,doll_0.006131 b,doll_0.004043 b,doll_0.002088 b
794,0,0,doll_0.008598000000000001 b,doll_0.012 b,0,0,doll_0.021547999999999998 b,doll_0.002057 b,doll_0.019489999999999997 b
795,0,0,doll_0.0074210000000000005 b,doll_0.001943 b,0,0,doll_0.016181 b,doll_0.009788999999999999 b,doll_0.006391 b
796,0,0,doll_0.08818300000000001 b,0,0,0,0,0,0
797,0,0,doll_0.0081 b,doll_0.841 b,0,0,doll_0.012557 b,doll_0.0061719999999999995 b,doll_0.006385 b
798,0,0,doll_0.016120000000000002 b,doll_0.0023769999999999998 b,0,0,doll_0.020385 b,doll_0.010273 b,doll_0.010112 b
799,0,0,doll_0.001624 b,doll_0.761 b,0,0,doll_0.005684 b,doll_0.0038079999999999998 b,doll_0.0018759999999999998 b
800,0,0,doll_0.006464 b,doll_0.001545 b,0,0,doll_0.18389 b,doll_0.012016 b,doll_0.17187 b
801,0,0,doll_0.02082 b,doll_0.988 b,0,0,doll_0.013199 b,doll_0.705 b,doll_0.012493 b
802,0,0,doll_0.01849 b,doll_0.003876 b,0,0,doll_0.12663 b,doll_0.067098 b,doll_0.059534 b
803,0,0,doll_0.007901 b,doll_-0.543 b,0,0,doll_0.021958 b,doll_0.013417 b,doll_0.008539999999999999 b
804,0,0,doll_0.0055049999999999995 b,doll_0.78 b,0,0,doll_0.007521 b,doll_0.004482 b,doll_0.003038 b
805,0,0,doll_0.041347 b,doll_0.002003 b,0,0,doll_0.07344400000000001 b,doll_0.018678 b,doll_0.054765999999999995 b
806,0,0,0,0,0,0,0,0,0
807,0,0,doll_0.011385999999999999 b,doll_0.908 b,0,0,doll_0.012695999999999999 b,doll_0.006972000000000001 b,doll_0.005723 b
808,0,0,doll_0.022468 b,doll_0.006381 b,0,0,doll_0.84333 b,doll_0.07108 b,doll_0.77209 b
809,0,0,doll_0.042472 b,doll_0.001498 b,0,0,doll_0.029247 b,doll_0.009245 b,doll_0.020003 b
810,0,0,doll_0.029960999999999998 b,doll_0.00198 b,0,0,doll_0.032576999999999995 b,doll_0.017362 b,doll_0.015215 b
811,0,0,doll_0.0054139999999999995 b,doll_0.702 b,0,0,doll_0.014393000000000001 b,doll_0.006535 b,doll_0.007857 b
812,0,0,doll_0.007836000000000001 b,doll_0.401 b,0,0,doll_0.023456 b,doll_0.01266 b,doll_0.010795 b
813,0,0,doll_0.988 b,doll_0.732 b,0,0,doll_0.016968 b,doll_0.010271 b,doll_0.006841 b
814,0,0,doll_0.007473 b,doll_0.559 b,0,0,doll_0.020515000000000002 b,doll_0.0063 b,doll_0.014215 b
815,0,0,doll_0.01579 b,doll_0.977 b,0,0,doll_0.03632 b,doll_0.010414 b,doll_0.025906 b
816,0,0,doll_0.005407 b,doll_0.001132 b,0,0,doll_0.081947 b,doll_0.011254 b,doll_0.07069299999999999 b
817,0,0,doll_0.024179 b,doll_0.001833 b,0,0,doll_0.053833 b,doll_0.009469 b,doll_0.044363 b
818,0,0,doll_0.0021070000000000004 b,doll_-0.069 b,0,0,doll_0.002541 b,doll_0.275 b,doll_0.002265 b
819,0,0,doll_0.016297 b,doll_0.007958999999999999 b,0,0,doll_0.021288 b,doll_0.011385 b,doll_0.009903 b
820,0,0,doll_0.024519 b,doll_0.721 b,0,0,doll_0.14227 b,doll_0.016991 b,doll_0.12528 b
821,0,0,doll_0.029899000000000002 b,doll_0.28 b,0,0,doll_0.07245900000000001 b,doll_0.003887 b,doll_0.06857200000000001 b
822,0,0,doll_0.053916 b,doll_0.001863 b,0,0,doll_0.058548 b,doll_0.024423999999999998 b,doll_0.034124 b
823,0,0,doll_0.028811 b,doll_0.00226 b,0,0,doll_0.030603 b,doll_0.008338 b,doll_0.022264 b
824,0,0,doll_0.053162999999999995 b,doll_0.003439 b,0,0,doll_0.055356 b,doll_0.030664 b,doll_0.024692 b
825,0,0,0,0,0,0,0,0,0
826,0,0,doll_0.010962999999999999 b,doll_0.934 b,0,0,doll_0.012721 b,doll_0.005393 b,doll_0.007328 b
827,0,0,doll_0.00481 b,doll_0.41 b,0,0,doll_0.008737 b,doll_0.006392 b,doll_0.0023450000000000003 b
828,0,0,doll_0.006847000000000001 b,doll_0.002348 b,0,0,doll_0.27359 b,doll_0.0145 b,doll_0.25909 b
829,0,0,doll_0.0038929999999999998 b,doll_0.002222 b,0,0,doll_0.011623 b,doll_0.01085 b,doll_0.773 b
830,0,0,doll_0.007138 b,doll_0.0013939999999999998 b,0,0,doll_0.027556 b,doll_0.009507 b,doll_0.018049 b
831,0,0,doll_0.004799 b,doll_-0.24 b,0,0,doll_0.015144999999999999 b,doll_0.005543 b,doll_0.009601 b
832,0,0,doll_0.376 b,doll_0.064 b,0,0,doll_0.553 b,doll_0.302 b,doll_0.25 b
833,0,0,doll_0.13988 b,doll_-0.523 b,0,0,0,0,0
834,0,0,doll_0.007907 b,doll_0.001123 b,0,0,doll_0.010403 b,doll_0.004189 b,doll_0.006214000000000001 b
835,0,0,doll_0.01472 b,doll_0.004179 b,0,0,doll_0.095748 b,doll_0.013654999999999999 b,doll_0.082093 b
836,0,0,doll_0.001327 b,doll_0.784 b,0,0,doll_0.001983 b,doll_-0.00126 b,doll_0.0032440000000000004 b
837,0,0,doll_0.015167 b,doll_0.001082 b,0,0,doll_0.032057 b,doll_0.00775 b,doll_0.024307 b
838,0,0,doll_0.001042 b,doll_0.191 b,0,0,0,0,0
839,0,0,doll_0.061473 b,doll_0.005698000000000001 b,0,0,doll_0.03485 b,doll_0.035463999999999996 b,doll_0.03485 b
840,0,0,doll_0.904 b,doll_-0.002083 b,0,0,doll_0.024893000000000002 b,doll_0.014335 b,doll_0.010558 b
841,0,0,doll_0.006268 b,doll_-0.65 b,0,0,doll_0.014402 b,doll_-0.582 b,doll_0.014984 b
842,0,0,doll_0.035794 b,doll_0.004268 b,0,0,doll_0.15466 b,doll_0.08211 b,doll_0.07255400000000001 b
843,0,0,doll_0.007841 b,doll_0.614 b,0,0,doll_0.009158 b,doll_0.003479 b,doll_0.005679 b
844,0,0,doll_0.013022 b,doll_0.0010429999999999999 b,0,0,doll_0.006592 b,doll_0.001874 b,doll_0.004718 b
845,0,0,doll_0.0013720000000000002 b,doll_0.122 b,0,0,doll_0.005941 b,doll_0.0013779999999999999 b,doll_0.004562999999999999 b
846,0,0,doll_0.002002 b,doll_0.77 b,0,0,doll_0.003328 b,doll_0.002801 b,doll_0.527 b
847,0,0,doll_0.019739999999999997 b,doll_0.0013160000000000001 b,0,0,doll_0.055655 b,doll_0.029348 b,doll_0.026306999999999997 b
848,0,0,doll_0.12386 b,doll_0.813 b,0,0,doll_0.16493 b,doll_0.013368 b,doll_0.15156 b
849,0,0,doll_0.001574 b,doll_-0.674 b,0,0,doll_0.0037189999999999996 b,doll_0.003065 b,doll_0.654 b
850,0,0,doll_0.012731 b,doll_0.997 b,0,0,doll_0.0077670000000000005 b,doll_0.002002 b,doll_0.005764 b
851,0,0,doll_0.035462 b,doll_0.001618 b,0,0,doll_0.061642 b,doll_0.022468 b,doll_0.039174 b
852,0,0,doll_0.001083 b,doll_0.045 b,0,0,doll_0.869 b,doll_0.354 b,doll_0.515 b
853,0,0,doll_0.001832 b,doll_0.268 b,0,0,doll_0.001028 b,doll_0.261 b,doll_0.767 b
854,0,0,doll_0.003702 b,doll_0.001014 b,0,0,doll_0.0038090000000000003 b,doll_0.002563 b,doll_0.001245 b
855,0,0,doll_0.005254 b,doll_0.608 b,0,0,doll_0.016465 b,doll_0.009512 b,doll_0.006953 b
856,0,0,doll_0.0285 b,doll_0.404 b,0,0,doll_0.053061 b,doll_0.012766 b,doll_0.040295000000000004 b
857,0,0,doll_0.00519 b,doll_0.827 b,0,0,doll_0.007996 b,doll_0.003233 b,doll_0.004763 b
858,0,0,doll_0.001873 b,doll_0.159 b,0,0,doll_0.010962999999999999 b,doll_0.0018189999999999999 b,doll_0.009143 b
859,0,0,doll_0.002339 b,doll_0.571 b,0,0,doll_0.0024129999999999998 b,doll_0.001898 b,doll_0.515 b
860,0,0,doll_0.0063170000000000006 b,doll_0.755 b,0,0,doll_0.012905 b,doll_0.004411 b,doll_0.008494 b
861,0,0,doll_0.043283 b,doll_0.008967000000000001 b,0,0,doll_0.12035 b,doll_0.024472 b,doll_0.095881 b
862,0,0,doll_0.011493999999999999 b,doll_0.002278 b,0,0,doll_0.10413 b,doll_0.024600999999999998 b,doll_0.07953199999999999 b
863,0,0,doll_0.025637 b,doll_0.001567 b,0,0,doll_0.034667 b,doll_0.022609 b,doll_0.012058 b
864,0,0,doll_0.185 b,doll_0.033 b,0,0,doll_0.248 b,doll_0.173 b,doll_0.075 b
865,0,0,doll_0.009085000000000001 b,doll_0.606 b,0,0,doll_0.016977 b,doll_0.008332 b,doll_0.008565 b
866,0,0,doll_0.005109 b,doll_0.001498 b,0,0,doll_0.00859 b,doll_0.005297 b,doll_0.0032930000000000004 b
867,0,0,doll_0.001908 b,doll_-0.009500999999999999 b,0,0,doll_0.053344 b,doll_0.012144 b,doll_0.0412 b
868,0,0,doll_0.001996 b,doll_0.261 b,0,0,doll_0.018536999999999998 b,doll_0.009797 b,doll_0.00874 b
869,0,0,doll_0.024814 b,doll_0.005054 b,0,0,doll_0.001091 b,doll_0.08319 b,doll_0.001008 b
870,0,0,doll_0.010698000000000001 b,doll_0.001081 b,0,0,doll_0.030556999999999997 b,doll_0.016145 b,doll_0.014411 b
871,0,0,doll_0.001778 b,doll_0.533 b,0,0,doll_0.011285 b,doll_0.005995 b,doll_0.005288999999999999 b
872,0,0,doll_0.058239 b,doll_0.0026829999999999996 b,0,0,doll_0.76267 b,doll_0.014374000000000001 b,doll_0.7483 b
873,0,0,doll_0.015962999999999998 b,doll_0.761 b,0,0,doll_0.021105 b,doll_0.010778000000000001 b,doll_0.01027 b
874,0,0,doll_0.008675 b,doll_0.097 b,0,0,doll_0.012737 b,doll_0.003371 b,doll_0.009367 b
875,0,0,doll_0.0071600000000000006 b,doll_0.611 b,0,0,doll_0.007038 b,doll_0.0031869999999999997 b,doll_0.003851 b
876,0,0,doll_0.006418 b,doll_0.597 b,0,0,doll_0.008099 b,doll_0.004573000000000001 b,doll_0.0035259999999999996 b
877,0,0,doll_0.513 b,doll_0.14 b,0,0,doll_0.866 b,doll_0.403 b,doll_0.464 b
878,0,0,doll_0.004982 b,doll_0.001082 b,0,0,doll_0.007854 b,doll_0.006114 b,doll_0.00174 b
879,0,0,doll_0.006824 b,doll_-0.379 b,0,0,doll_0.06896 b,doll_0.026337 b,doll_0.042624 b
880,0,0,doll_0.005991 b,doll_0.001153 b,0,0,doll_0.17406 b,doll_0.019297 b,doll_0.15477000000000002 b
881,0,0,doll_0.004732999999999999 b,doll_0.793 b,0,0,doll_0.007416000000000001 b,doll_0.371 b,doll_0.007045 b
882,0,0,doll_0.051761 b,doll_0.002454 b,0,0,doll_0.017504000000000002 b,doll_0.00302 b,doll_0.014484 b
883,0,0,doll_0.011706 b,doll_0.001245 b,0,0,doll_0.03352 b,doll_0.008413 b,doll_0.025107 b
884,0,0,doll_0.014905 b,doll_0.925 b,0,0,doll_0.074745 b,doll_0.015888 b,doll_0.058857 b
885,0,0,doll_0.011661 b,doll_0.001649 b,0,0,doll_0.008944 b,doll_0.109 b,doll_0.008835 b
886,0,0,doll_0.0035369999999999998 b,doll_0.648 b,0,0,doll_0.009029 b,doll_0.001232 b,doll_0.007798 b
887,0,0,doll_0.008695999999999999 b,doll_0.001314 b,0,0,doll_0.010273999999999998 b,doll_-0.002625 b,doll_0.012898999999999999 b
888,0,0,doll_0.014343 b,doll_0.002832 b,0,0,doll_0.023297000000000002 b,doll_0.014426 b,doll_0.008871 b
889,0,0,doll_0.0052450000000000005 b,doll_0.721 b,0,0,doll_0.00802 b,doll_0.0038380000000000003 b,doll_0.004183 b
890,0,0,doll_0.002554 b,doll_-0.066 b,0,0,doll_0.01799 b,doll_0.0067220000000000005 b,doll_0.011268 b
891,0,0,doll_0.001556 b,doll_0.627 b,0,0,doll_0.011911 b,doll_0.0077480000000000005 b,doll_0.004163 b
892,0,0,doll_0.0 b,doll_-0.001754 b,0,0,doll_0.80345 b,doll_0.046723 b,doll_0.75673 b
893,0,0,doll_0.003988 b,doll_0.846 b,0,0,doll_0.0051470000000000005 b,doll_0.0045 b,doll_0.647 b
894,0,0,doll_0.012686 b,doll_-0.082 b,0,0,doll_0.01576 b,doll_0.010521 b,doll_0.0052380000000000005 b
895,0,0,doll_0.009862 b,doll_0.0010129999999999998 b,0,0,doll_0.018705 b,doll_0.006503 b,doll_0.012201 b
896,0,0,doll_0.011634 b,doll_0.899 b,0,0,doll_0.013973000000000001 b,doll_0.007914 b,doll_0.006059 b
897,0,0,doll_0.007038 b,doll_0.002519 b,0,0,doll_0.18635 b,doll_0.017422999999999998 b,doll_0.16892 b
898,0,0,doll_0.02239 b,doll_0.0023650000000000003 b,0,0,doll_0.07657800000000001 b,doll_0.017843 b,doll_0.058735 b
899,0,0,doll_0.00183 b,doll_0.191 b,0,0,doll_0.006915 b,doll_0.004432 b,doll_0.002484 b
900,0,0,doll_0.0013 b,doll_0.733 b,0,0,doll_0.006208999999999999 b,doll_0.006025 b,doll_0.184 b
901,0,0,doll_0.001409 b,doll_0.157 b,0,0,doll_0.0045190000000000004 b,doll_0.002503 b,doll_0.002016 b
902,0,0,0,0,0,0,0,0,0
903,0,0,doll_0.00515 b,doll_0.562 b,0,0,doll_0.01515 b,doll_0.009068 b,doll_0.0060810000000000005 b
904,0,0,doll_0.00195 b,doll_0.46 b,0,0,doll_0.005033 b,doll_0.003313 b,doll_0.00172 b
905,0,0,doll_0.006809 b,doll_0.652 b,0,0,doll_0.007448000000000001 b,doll_0.0011870000000000001 b,doll_0.006261 b
906,0,0,doll_0.002764 b,doll_0.242 b,0,0,doll_0.004082 b,doll_0.0027660000000000002 b,doll_0.001315 b
907,0,0,doll_0.005853 b,doll_-0.0011 b,0,0,doll_0.012699 b,doll_0.005488000000000001 b,doll_0.00721 b
908,0,0,doll_0.009532 b,doll_0.0024860000000000004 b,0,0,doll_0.018942 b,doll_0.014047 b,doll_0.004894999999999999 b
909,0,0,doll_0.004771 b,doll_0.0015789999999999999 b,0,0,doll_0.07797899999999999 b,doll_0.016124 b,doll_0.061855 b
910,0,0,doll_0.007673 b,doll_0.38 b,0,0,doll_0.010561 b,doll_0.005023 b,doll_0.005538 b
911,0,0,doll_0.024558 b,doll_0.001501 b,0,0,doll_0.058625 b,doll_0.018015999999999997 b,doll_0.040609 b
912,0,0,doll_0.057341 b,doll_0.002987 b,0,0,doll_0.48074 b,doll_0.032168999999999996 b,0
913,0,0,doll_0.008154 b,doll_0.001044 b,0,0,doll_0.019731000000000002 b,doll_0.009497 b,doll_0.010234 b
914,0,0,doll_0.004425 b,doll_0.747 b,0,0,doll_0.005051 b,doll_0.002797 b,doll_0.0022530000000000002 b
915,0,0,doll_0.006356 b,doll_0.0024 b,0,0,doll_0.16294 b,doll_0.018326000000000002 b,doll_0.14461000000000002 b
916,0,0,doll_0.025553 b,doll_0.002301 b,0,0,doll_0.03552 b,doll_0.009734 b,doll_0.025786 b
917,0,0,doll_0.0 b,doll_0.005759 b,0,0,doll_0.7494 b,doll_0.039004 b,doll_0.7104 b
918,0,0,doll_0.0013 b,doll_-0.077 b,0,0,doll_0.0021739999999999997 b,doll_0.873 b,doll_0.0013009999999999999 b
919,0,0,doll_0.005332 b,doll_0.001813 b,0,0,doll_0.21101 b,doll_0.020387 b,doll_0.19062 b
920,0,0,doll_0.0012549999999999998 b,doll_0.445 b,0,0,doll_0.003645 b,doll_0.003285 b,doll_0.36 b
921,0,0,doll_0.0023290000000000003 b,doll_0.493 b,0,0,doll_0.0038309999999999998 b,doll_0.628 b,doll_0.0032029999999999997 b
922,0,0,doll_0.0045839999999999995 b,doll_0.243 b,0,0,doll_0.01142 b,doll_0.006542 b,doll_0.004876999999999999 b
923,0,0,doll_-0.0029860000000000004 b,doll_-0.002996 b,0,0,doll_0.019919 b,doll_0.017379000000000002 b,doll_0.002539 b
924,0,0,doll_0.002948 b,doll_0.0011040000000000002 b,0,0,doll_0.10908 b,doll_0.013048 b,doll_0.096029 b
925,0,0,doll_0.009715999999999999 b,doll_0.0013859999999999999 b,0,0,doll_0.020292 b,doll_0.005991 b,doll_0.014301 b
926,0,0,doll_0.010617000000000001 b,doll_0.0012829999999999999 b,0,0,doll_0.045432 b,doll_0.008675 b,doll_0.036575 b
927,0,0,doll_0.020449000000000002 b,doll_0.001641 b,0,0,doll_0.031724 b,doll_0.017193999999999997 b,doll_0.01453 b
928,0,0,doll_0.010138999999999999 b,doll_0.00357 b,0,0,doll_0.030341999999999997 b,doll_0.010804000000000001 b,doll_0.019537 b
929,0,0,doll_0.028844 b,doll_0.001357 b,0,0,doll_0.09135800000000001 b,doll_0.013097 b,doll_0.078261 b
930,0,0,doll_0.004963 b,doll_0.173 b,0,0,doll_0.013191000000000001 b,doll_0.005812 b,doll_0.00738 b
931,0,0,doll_0.006647 b,doll_0.002206 b,0,0,doll_0.18841 b,doll_0.023420000000000003 b,doll_0.16499 b
932,0,0,doll_0.002648 b,doll_0.778 b,0,0,doll_0.071465 b,doll_0.007078 b,doll_0.064383 b
933,0,0,doll_0.014964 b,doll_0.907 b,0,0,doll_0.039719000000000004 b,doll_0.008705000000000001 b,doll_0.031014 b
934,0,0,doll_0.0048200000000000005 b,doll_-0.169 b,0,0,doll_0.007541 b,doll_0.006261 b,doll_0.00128 b
935,0,0,doll_0.001176 b,doll_-0.001413 b,0,0,doll_0.008645 b,doll_0.006242 b,doll_0.002402 b
936,0,0,doll_0.015295 b,doll_0.0014570000000000002 b,0,0,doll_0.022321 b,doll_0.006713 b,doll_0.015608 b
937,0,0,doll_0.012826 b,doll_0.731 b,0,0,doll_0.014276 b,doll_0.006112 b,doll_0.008164 b
938,0,0,doll_0.032138 b,doll_0.363 b,0,0,doll_0.071252 b,doll_0.008496 b,doll_0.062754 b
939,0,0,doll_0.023031 b,doll_0.001581 b,0,0,doll_0.044045 b,doll_0.005929 b,doll_0.038116 b
940,0,0,doll_0.008405 b,doll_0.703 b,0,0,doll_0.012451 b,doll_0.007572 b,doll_0.00488 b
941,0,0,doll_0.013549 b,doll_0.0015609999999999999 b,0,0,doll_0.053 b,doll_0.01252 b,doll_0.040479 b
942,0,0,doll_0.017991 b,doll_0.00107 b,0,0,doll_0.026513000000000002 b,doll_0.008088 b,doll_0.018425 b
943,0,0,doll_0.006738 b,doll_0.001898 b,0,0,doll_0.12079000000000001 b,doll_0.014327999999999999 b,doll_0.10646 b
944,0,0,doll_0.002655 b,doll_0.322 b,0,0,doll_0.0035299999999999997 b,doll_0.0025470000000000002 b,doll_0.983 b
945,0,0,doll_0.007923 b,doll_0.002741 b,0,0,doll_0.071036 b,doll_0.04838 b,doll_0.022656 b
946,0,0,doll_0.029620999999999998 b,doll_0.0013469999999999999 b,0,0,doll_0.040316000000000005 b,doll_0.014983 b,doll_0.025332999999999998 b
947,0,0,doll_0.003492 b,doll_0.674 b,0,0,doll_0.005802 b,doll_0.002525 b,doll_0.003276 b
948,0,0,doll_0.006483 b,doll_0.002368 b,0,0,doll_0.18712 b,doll_0.022734 b,doll_0.16438999999999998 b
949,0,0,doll_0.027809999999999998 b,doll_0.0033079999999999997 b,0,0,0,0,0
950,0,0,doll_0.004777 b,doll_0.747 b,0,0,doll_0.009861 b,doll_0.007641 b,doll_0.002221 b
951,0,0,doll_0.006394 b,doll_0.99 b,0,0,doll_0.035735 b,doll_0.009699999999999999 b,doll_0.026035 b
952,0,0,doll_0.0022719999999999997 b,doll_0.392 b,0,0,doll_0.013493999999999999 b,doll_0.006912 b,doll_0.006581 b
953,0,0,doll_0.005991 b,doll_0.001776 b,0,0,doll_0.15511000000000003 b,doll_0.017903 b,doll_0.1372 b
954,0,0,doll_0.005133 b,doll_0.001942 b,0,0,doll_0.11738 b,doll_0.022123999999999998 b,doll_0.095261 b
955,0,0,doll_0.0 b,doll_0.002191 b,0,0,doll_0.28881999999999997 b,doll_0.016975 b,doll_0.27183999999999997 b
956,0,0,doll_0.007150999999999999 b,doll_0.686 b,0,0,doll_0.023908000000000002 b,doll_0.010914 b,doll_0.012994 b
957,0,0,doll_0.006148 b,doll_0.002185 b,0,0,doll_0.11515 b,doll_0.021921 b,doll_0.093227 b
958,0,0,doll_0.005067 b,doll_0.932 b,0,0,doll_0.015015 b,doll_0.00713 b,doll_0.007885 b
959,0,0,doll_0.001105 b,doll_0.852 b,0,0,doll_0.010445 b,doll_0.006043 b,doll_0.0044009999999999995 b
960,0,0,doll_0.014181 b,doll_0.001488 b,0,0,doll_0.018178 b,doll_0.00372 b,doll_0.014458 b
961,0,0,doll_0.0014399999999999999 b,doll_0.488 b,0,0,doll_0.012997 b,doll_0.005993 b,doll_0.007004 b
962,0,0,doll_0.00991 b,doll_0.001403 b,0,0,doll_0.061891 b,doll_0.008244999999999999 b,doll_0.053646 b
963,0,0,doll_0.011742 b,doll_0.001118 b,0,0,doll_0.059454 b,doll_0.011923999999999999 b,doll_0.047529 b
964,0,0,doll_0.012796 b,doll_0.905 b,0,0,doll_0.01838 b,doll_0.006287 b,doll_0.012093 b
965,0,0,doll_0.002513 b,doll_0.169 b,0,0,doll_0.010877000000000001 b,doll_0.008731 b,doll_0.002146 b
966,0,0,doll_0.006457 b,doll_0.001592 b,0,0,doll_0.11228 b,doll_0.009993 b,doll_0.10228 b
967,0,0,doll_0.005783 b,doll_-0.00148 b,0,0,doll_0.033222999999999996 b,doll_0.013723 b,doll_0.0195 b
968,0,0,doll_0.055564999999999996 b,doll_0.002372 b,0,0,doll_0.52851 b,doll_0.019442 b,doll_0.50907 b
969,0,0,doll_0.020502 b,doll_-0.219 b,0,0,doll_0.035308 b,doll_0.016607 b,doll_0.018701 b
970,0,0,doll_0.0049900000000000005 b,doll_0.002137 b,0,0,doll_0.024853 b,doll_0.015688 b,doll_0.009165 b
971,0,0,doll_0.003226 b,doll_0.534 b,0,0,doll_0.008676999999999999 b,doll_0.004672 b,doll_0.004005 b
972,0,0,doll_0.014441 b,doll_-0.693 b,0,0,doll_0.06634000000000001 b,doll_0.017645 b,doll_0.048695 b
973,0,0,0,0,0,0,0,0,0
974,0,0,doll_0.013419 b,doll_0.001083 b,0,0,doll_0.028584 b,doll_0.021149 b,doll_0.007436 b
975,0,0,doll_0.1686 b,doll_0.004338 b,0,0,doll_0.21389 b,doll_0.043219 b,doll_0.17067 b
976,0,0,doll_0.007386 b,doll_0.572 b,0,0,doll_0.013897 b,doll_0.004197 b,doll_0.009699999999999999 b
977,0,0,doll_0.0054800000000000005 b,doll_0.153 b,0,0,doll_0.017387 b,doll_0.008066 b,doll_0.00932 b
978,0,0,doll_0.87 b,doll_-0.43 b,0,0,doll_0.004866 b,doll_0.002581 b,doll_0.002285 b
979,0,0,doll_0.004200000000000001 b,0,0,0,0,0,0
980,0,0,doll_0.0030859999999999998 b,doll_0.001606 b,0,0,doll_0.08685999999999999 b,doll_0.012613 b,doll_0.07424800000000001 b
981,0,0,doll_0.006797 b,doll_0.002182 b,0,0,doll_0.022897999999999998 b,doll_0.012088 b,doll_0.01081 b
982,0,0,doll_0.005588 b,doll_0.697 b,0,0,doll_0.0056159999999999995 b,doll_0.003427 b,doll_0.002189 b
983,0,0,doll_0.018174 b,doll_0.626 b,0,0,doll_0.022116 b,doll_0.012987 b,doll_0.009129 b
984,0,0,doll_0.0 b,doll_0.0020499999999999997 b,0,0,doll_0.35141 b,doll_0.019079000000000002 b,doll_0.33232999999999996 b
985,0,0,doll_0.0071070000000000005 b,doll_0.462 b,0,0,doll_0.006158 b,doll_0.729 b,doll_0.005429000000000001 b
986,0,0,doll_0.043116 b,doll_0.0025729999999999998 b,0,0,doll_0.46924 b,doll_0.025135 b,doll_0.44411 b
987,0,0,doll_0.004463 b,doll_0.521 b,0,0,doll_0.005762 b,doll_0.002499 b,doll_0.003263 b
988,0,0,doll_0.027784 b,doll_0.003427 b,0,0,doll_0.057699 b,doll_0.019971 b,doll_0.037728000000000005 b
989,0,0,doll_0.0020009999999999997 b,doll_0.88 b,0,0,doll_0.07388800000000001 b,doll_0.005826 b,doll_0.06806100000000001 b
990,0,0,doll_0.007547 b,doll_0.001034 b,0,0,doll_0.046058 b,doll_0.015407 b,doll_0.030651 b
991,0,0,doll_0.005057000000000001 b,doll_0.769 b,0,0,doll_0.005136 b,doll_0.002919 b,doll_0.002216 b
