,sales,assets,market_value,profit
2797,doll_21.98 b,,doll_10.16 b,
2798,doll_32.51 b,,doll_14.43 b,
2799,doll_19.3 b,,doll_13.27 b,
2800,doll_18.34 b,,doll_7.36 b,
2801,doll_20.45 b,,doll_8.75 b,
2802,doll_11.6 b,,doll_18.74 b,
2803,doll_13.1 b,,doll_16.21 b,
2804,doll_40.91 b,,doll_14.96 b,
2805,doll_10.29 b,,doll_16.49 b,
2806,doll_20.27 b,,doll_7.85 b,
2807,doll_23.48 b,,doll_6.24 b,
2808,doll_11.19 b,,doll_39.09 b,
2809,doll_8.42 b,,doll_12.58 b,
2810,doll_11.78 b,,doll_16.34 b,
2811,doll_4.83 b,,doll_30.79 b,
2812,doll_9.72 b,,doll_22.72 b,
2813,doll_6.8 b,,doll_23.08 b,
2814,doll_14.3 b,,doll_31.04 b,
2815,doll_8.68 b,,doll_4.46 b,
2816,doll_13.93 b,,doll_27.77 b,
2817,doll_12.01 b,,doll_15.68 b,
2818,doll_11.95 b,,doll_15.1 b,
2819,doll_33.53 b,,doll_7.93 b,
2820,doll_10.07 b,,doll_38.44 b,
2821,doll_5.61 b,,doll_20.57 b,
2822,doll_9.04 b,,doll_8.83 b,
2823,doll_16.18 b,,doll_12.07 b,
2824,doll_29.99 b,,doll_8.61 b,
2825,doll_24.42 b,,doll_9.31 b,
2826,doll_12.35 b,,doll_14.77 b,
2827,doll_751 m,,doll_21.23 b,
2828,doll_2.62 b,,doll_19.32 b,
2829,doll_27.15 b,,doll_16.05 b,
2830,doll_15.59 b,,doll_4.88 b,
2831,doll_7.4 b,,doll_20.82 b,
2832,doll_8.46 b,,doll_4.84 b,
2833,doll_18.69 b,,doll_12.57 b,
2834,doll_2.13 b,,doll_41.33 b,
2835,doll_13.95 b,,doll_13.04 b,
2836,doll_12.7 b,,doll_11.85 b,
2837,doll_6.14 b,,doll_36.14 b,
2838,doll_16.26 b,,doll_12.01 b,
2839,doll_12.89 b,,doll_12.09 b,
2840,doll_15.58 b,,doll_3.73 b,
2841,doll_47.93 b,,doll_5.79 b,
2842,doll_20.82 b,,doll_22.9 b,
2843,doll_8.97 b,,doll_46.07 b,
2844,doll_7.91 b,,doll_42.06 b,
2845,doll_18.29 b,,doll_8.57 b,
2846,doll_12.28 b,,doll_19.98 b,
2847,doll_24.5 b,,doll_39.01 b,
2848,doll_9.46 b,,doll_18.02 b,
2849,doll_6.22 b,,doll_59.77 b,
2850,doll_19.7 b,,doll_18.97 b,
2851,doll_4.75 b,,doll_37.02 b,
2852,doll_41.84 b,,doll_9.13 b,
2853,doll_26.01 b,,doll_8.41 b,
2854,doll_3.42 b,,doll_70.56 b,
2855,doll_10.37 b,,doll_53.27 b,
2856,doll_10.12 b,,doll_49.37 b,
2857,doll_2.48 b,,doll_14.95 b,
2858,doll_7.67 b,,doll_30.58 b,
2859,doll_11.66 b,,doll_31.74 b,
2860,doll_6.21 b,,doll_20.11 b,
2861,doll_6.09 b,,doll_47.95 b,
2862,doll_5.18 b,,doll_21.72 b,
2863,doll_9.42 b,,doll_43.87 b,
2864,doll_15.31 b,,doll_11.45 b,
2865,doll_8.72 b,,doll_13.25 b,
2866,doll_8.37 b,,doll_7.83 b,
2867,doll_10.81 b,,doll_8.9 b,
2868,doll_2.38 b,,doll_24.3 b,
2869,doll_6.39 b,,doll_25 b,
2870,doll_7.54 b,,doll_34.87 b,
2871,doll_11.07 b,,doll_29.86 b,
2872,doll_17.64 b,,doll_9.76 b,
2873,doll_11.72 b,,doll_6.61 b,
2874,doll_11.37 b,,doll_17.33 b,
2875,doll_14.84 b,,doll_9.18 b,
2876,doll_8.64 b,,doll_32.15 b,
2877,doll_19.95 b,,doll_4.73 b,
2878,doll_26.09 b,,doll_5.38 b,
2879,doll_21.74 b,,doll_6.89 b,
2880,doll_12.2 b,,doll_1.7 b,
2881,doll_8.73 b,,doll_37.09 b,
2882,doll_14.12 b,,doll_4.47 b,
2883,doll_12.25 b,,doll_3.2 b,
2884,doll_16.68 b,,doll_16.64 b,
2885,doll_15.98 b,,doll_8.59 b,
2886,doll_10.9 b,,doll_23.39 b,
2887,doll_21.7 b,,doll_9.3 b,
2888,doll_9.05 b,,doll_20.81 b,
2889,doll_10.05 b,,doll_46.2 b,
2890,doll_16.89 b,,doll_4.08 b,
2891,doll_5.58 b,,doll_5.49 b,
2892,doll_13.2 b,,doll_26.31 b,
2893,doll_8.01 b,,doll_19.21 b,
2894,doll_5.66 b,,doll_12.22 b,
2895,doll_12.43 b,,doll_25.87 b,
2896,doll_21.77 b,,doll_3.08 b,
2897,doll_5.85 b,,doll_9.87 b,
2898,doll_5.7 b,,doll_9.86 b,
2899,doll_731 m,,doll_9.53 b,
2900,doll_29.38 b,,doll_18.25 b,
2901,doll_8.25 b,,doll_24.77 b,
2902,doll_10.51 b,,doll_2.79 b,
2903,doll_5.77 b,,doll_11.06 b,
2904,doll_24.9 b,,doll_3.49 b,
2905,doll_12.05 b,,doll_10.81 b,
2906,doll_11.97 b,,doll_18.04 b,
2907,doll_12 b,,doll_11.24 b,
2908,doll_3.76 b,,doll_15.04 b,
2909,doll_9.31 b,,doll_16.03 b,
2910,doll_68.46 b,,doll_5.72 b,
2911,doll_14.05 b,,doll_6.49 b,
2912,doll_10.71 b,,doll_13.03 b,
2913,doll_19.16 b,,doll_9.22 b,
2914,doll_18.99 b,,doll_16.58 b,
2915,doll_9.6 b,,doll_22 b,
2916,doll_3.61 b,,doll_10.03 b,
2917,doll_26.77 b,,doll_11.4 b,
2918,doll_11.04 b,,doll_11.77 b,
2919,doll_18.8 b,,doll_8.65 b,
2920,doll_23.38 b,,doll_6.99 b,
2921,doll_4.61 b,,doll_57.93 b,
2922,doll_43.4 b,,doll_4.22 b,
2923,doll_14.59 b,,doll_19.43 b,
2924,doll_13.02 b,,doll_25.52 b,
2925,doll_12.68 b,,doll_5.53 b,
2926,doll_17.86 b,,doll_12.43 b,
2927,doll_3.93 b,,doll_29.84 b,
2928,doll_7.63 b,,doll_20.33 b,
2929,doll_11.62 b,,doll_21.23 b,
2930,doll_5.91 b,,doll_90.64 b,
2931,doll_3.9 b,,doll_18.32 b,
2932,doll_18.42 b,,doll_28.23 b,
2933,doll_25.15 b,,doll_11.61 b,
2934,doll_14 b,,doll_2.46 b,
2935,doll_10.59 b,,doll_17.76 b,
2936,doll_19.89 b,,doll_10.86 b,
2937,doll_5.51 b,,doll_16.03 b,
2938,doll_4.45 b,,doll_10.9 b,
2939,doll_14.44 b,,doll_14.99 b,
2940,doll_27.29 b,,doll_8.86 b,
2941,doll_13.59 b,,doll_17.53 b,
2942,doll_24.03 b,,doll_2.81 b,
2943,doll_8.64 b,,doll_7.68 b,
2944,doll_11.63 b,,doll_11.5 b,
2945,doll_2.11 b,,doll_31.95 b,
2946,doll_4.95 b,,doll_10.34 b,
2947,doll_14.42 b,,doll_9.09 b,
2948,doll_7.86 b,,doll_14.07 b,
2949,doll_3.91 b,,doll_16.94 b,
2950,doll_8.17 b,,doll_37.7 b,
2951,doll_5.77 b,,doll_9.28 b,
2952,doll_19.57 b,,doll_6.76 b,
2953,doll_12.06 b,,doll_7.54 b,
2954,doll_23.98 b,,doll_9.91 b,
2955,doll_12.96 b,,doll_23.18 b,
2956,doll_9.88 b,,doll_10.27 b,
2957,doll_19.64 b,,doll_7.08 b,
2958,doll_15.62 b,,doll_28.85 b,
2959,doll_4.23 b,,doll_7.04 b,
2960,doll_17.67 b,,doll_3.37 b,
2961,doll_14.52 b,,doll_10.16 b,
2962,doll_2.43 b,,doll_34.27 b,
2963,doll_1.82 b,,doll_16.4 b,
2964,doll_11.97 b,,doll_29.2 b,
2965,doll_6.81 b,,doll_5.46 b,
2966,doll_16.65 b,,doll_7.59 b,
2967,doll_10.68 b,,doll_16.16 b,
2968,doll_13.52 b,,doll_10.12 b,
2969,doll_6.95 b,,doll_21.29 b,
2970,doll_2.19 b,,doll_17.6 b,
2971,doll_6.4 b,,doll_33.91 b,
2972,doll_15.54 b,,doll_15.28 b,
2973,doll_10.28 b,,doll_11.66 b,
2974,doll_25.29 b,,doll_6.91 b,
2975,doll_6.08 b,,doll_10.89 b,
2976,doll_7.62 b,,doll_41.75 b,
2977,doll_25.3 b,,doll_5.48 b,
2978,doll_31.47 b,,doll_7.46 b,
2979,doll_5.74 b,,doll_27.23 b,
2980,doll_10.1 b,,doll_6.44 b,
2981,doll_12.91 b,,doll_19.19 b,
2982,doll_11.52 b,,doll_1.85 b,
2983,doll_34.48 b,,doll_7.57 b,
2984,doll_14.88 b,,doll_8.54 b,
2985,doll_19.45 b,,doll_7.98 b,
2986,doll_10.27 b,,doll_4.78 b,
2987,doll_17.65 b,,doll_17.53 b,
2988,doll_15.76 b,,doll_14.82 b,
2989,doll_20.28 b,,doll_5.96 b,
2990,doll_3.16 b,,doll_12.38 b,
2991,doll_7.59 b,,doll_14.66 b,
2992,doll_1.47 b,,doll_18.28 b,
2993,doll_6.58 b,,doll_35.28 b,
2994,doll_8.29 b,,doll_19.43 b,
2995,doll_4.52 b,,doll_12.59 b,
2996,doll_3.15 b,,doll_12.21 b,
2997,doll_9.88 b,,doll_10.34 b,
2998,doll_27.77 b,,doll_19.08 b,
2999,doll_11.28 b,,doll_3.62 b,
3000,doll_276.1 b,,,
3001,doll_208.1 b,,,
3002,doll_400.4 b,,,
3003,doll_124.5 b,,,
3004,doll_202.1 b,,,
3005,doll_469.8 b,,,
3006,doll_378.7 b,,,
3007,doll_181.4 b,,,
3008,doll_96.8 b,,,
3009,doll_281.7 b,,,
3010,doll_257.5 b,,,
3011,doll_184.9 b,,,
3012,doll_152.4 b,,,
3013,doll_244.2 b,,,
3014,doll_280.5 b,,,
3015,doll_261.8 b,,,
3016,doll_181.4 b,,,
3017,doll_84.1 b,,,
3018,doll_134.3 b,,,
3019,doll_163 b,,,
3020,doll_380.3 b,,,
3021,doll_297.6 b,,,
3022,doll_572.8 b,,,
3023,doll_71.1 b,,,
3024,doll_295.7 b,,,
3025,doll_156.3 b,,,
3026,doll_79.9 b,,,
3027,doll_86.9 b,,,
3028,doll_185.1 b,,,
3029,doll_77.6 b,,,
3030,doll_131.5 b,,,
3031,doll_116.4 b,,,
3032,doll_129.8 b,,,
3033,doll_117.9 b,,,
3034,doll_138.6 b,,,
3035,doll_60.2 b,,,
3036,doll_62.8 b,,,
3037,doll_59.3 b,,,
3038,doll_127.4 b,,,
3039,doll_94.9 b,,,
3040,doll_178.9 b,,,
3041,doll_292 b,,,
3042,doll_81.5 b,,,
3043,doll_96.9 b,,,
3044,doll_384.8 b,,,
3045,doll_45.2 b,,,
3046,doll_95.3 b,,,
3047,doll_145.2 b,,,
3048,doll_117.3 b,,,
3049,doll_158 b,,,
3050,doll_79 b,,,
3051,doll_38.5 b,,,
3052,doll_110.4 b,,,
3053,doll_86.9 b,,,
3054,doll_60.5 b,,,
3055,doll_89.9 b,,,
3056,doll_78.2 b,,,
3057,doll_48.3 b,,,
3058,doll_61.5 b,,,
3059,doll_136.3 b,,,
3060,doll_75.9 b,,,
3061,doll_76 b,,,
3062,doll_79.6 b,,,
3063,doll_131.5 b,,,
3064,doll_83.9 b,,,
3065,doll_128.6 b,,,
3066,doll_56.2 b,,,
3067,doll_51.6 b,,,
3068,doll_127 b,,,
3069,doll_88.4 b,,,
3070,doll_130.5 b,,,
3071,doll_68.7 b,,,
3072,doll_45.2 b,,,
3073,doll_71.1 b,,,
3074,doll_65.5 b,,,
3075,doll_151.2 b,,,
3076,doll_46.3 b,,,
3077,doll_76.5 b,,,
3078,doll_176.6 b,,,
3079,doll_69.6 b,,,
3080,doll_111.4 b,,,
3081,doll_63.5 b,,,
3082,doll_78.8 b,,,
3083,doll_174.3 b,,,
3084,doll_70.9 b,,,
3085,doll_79.5 b,,,
3086,doll_50.4 b,,,
3087,doll_144.3 b,,,
3088,doll_30.4 b,,,
3089,doll_52.1 b,,,
3090,doll_203.4 b,,,
3091,doll_51.5 b,,,
3092,doll_54.3 b,,,
3093,doll_73 b,,,
3094,doll_41 b,,,
3095,doll_91.2 b,,,
3096,doll_58.5 b,,,
3097,doll_67.3 b,,,
3098,doll_44.6 b,,,
3099,doll_97.2 b,,,
3100,doll_35.3 b,,,
3101,doll_35.2 b,,,
3102,doll_130.2 b,,,
3103,doll_146.9 b,,,
3104,doll_205.8 b,,,
3105,doll_54.4 b,,,
3106,doll_21.9 b,,,
3107,doll_54.8 b,,,
3108,doll_64.4 b,,,
3109,doll_99.4 b,,,
3110,doll_90.5 b,,,
3111,doll_32.1 b,,,
3112,doll_46.4 b,,,
3113,doll_38.7 b,,,
3114,doll_41.8 b,,,
3115,doll_57.4 b,,,
3116,doll_26.5 b,,,
3117,doll_54.4 b,,,
3118,doll_99.8 b,,,
3119,doll_39.2 b,,,
3120,doll_73.6 b,,,
3121,doll_61.6 b,,,
3122,doll_210.2 b,,,
3123,doll_214.6 b,,,
3124,doll_62 b,,,
3125,doll_51.7 b,,,
3126,doll_35.5 b,,,
3127,doll_46.1 b,,,
3128,doll_46.9 b,,,
3129,doll_47.8 b,,,
3130,doll_47.2 b,,,
3131,doll_23.1 b,,,
3132,doll_92.9 b,,,
3133,doll_37.8 b,,,
3134,doll_44.5 b,,,
3135,doll_46.2 b,,,
3136,doll_52 b,,,
3137,doll_36 b,,,
3138,doll_51 b,,,
3139,doll_108.3 b,,,
3140,doll_108 b,,,
3141,doll_19 b,,,
3142,doll_23.2 b,,,
3143,doll_37.6 b,,,
3144,doll_91.9 b,,,
3145,doll_49.2 b,,,
3146,doll_102.7 b,,,
3147,doll_57 b,,,
3148,doll_25.5 b,,,
3149,doll_106 b,,,
3150,doll_42 b,,,
3151,doll_53.8 b,,,
3152,doll_44.5 b,,,
3153,doll_22.5 b,,,
3154,doll_30.2 b,,,
3155,doll_84.9 b,,,
3156,doll_103.6 b,,,
3157,doll_135.9 b,,,
3158,doll_30.3 b,,,
3159,doll_102.1 b,,,
3160,doll_62 b,,,
3161,doll_96.2 b,,,
3162,doll_91.5 b,,,
3163,doll_96.6 b,,,
3164,doll_19.9 b,,,
3165,doll_28.5 b,,,
3166,doll_125.1 b,,,
3167,doll_31.8 b,,,
3168,doll_33.2 b,,,
3169,doll_37.5 b,,,
3170,doll_68.4 b,,,
3171,doll_65.8 b,,,
3172,doll_20.3 b,,,
3173,doll_20.5 b,,,
3174,doll_25.1 b,,,
3175,doll_106.8 b,,,
3176,doll_59.1 b,,,
3177,doll_50.6 b,,,
3178,doll_48.4 b,,,
3179,doll_91.4 b,,,
3180,doll_41.5 b,,,
3181,doll_28.3 b,,,
3182,doll_21.5 b,,,
3183,doll_56.7 b,,,
3184,doll_34.4 b,,,
3185,doll_26.8 b,,,
3186,doll_30.8 b,,,
3187,doll_76.7 b,,,
3188,doll_18.7 b,,,
3189,doll_42.9 b,,,
3190,doll_31.2 b,,,
3191,doll_18.4 b,,,
3192,doll_33.2 b,,,
3193,doll_68.2 b,,,
3194,doll_59.7 b,,,
3195,doll_58.4 b,,,
3196,doll_46.4 b,,,
3197,doll_71.4 b,,,
3198,doll_15.8 b,,,
3199,doll_34.5 b,,,
3200,doll_36 b,,,
3201,doll_38.2 b,,,
3202,doll_50.6 b,,,
3203,doll_121.4 b,,,
3204,doll_21.9 b,,,
3205,doll_42.4 b,,,
3206,doll_27.4 b,,,
3207,doll_68.1 b,,,
3208,doll_26.9 b,,,
3209,doll_26 b,,,
3210,doll_22.7 b,,,
3211,doll_66.7 b,,,
3212,doll_46.9 b,,,
3213,doll_31.5 b,,,
3214,doll_31.5 b,,,
3215,doll_25.6 b,,,
3216,doll_33.6 b,,,
3217,doll_22.9 b,,,
3218,doll_50.6 b,,,
3219,doll_35.3 b,,,
3220,doll_28.3 b,,,
3221,doll_28.7 b,,,
3222,doll_23.2 b,,,
3223,doll_74.1 b,,,
3224,doll_35.6 b,,,
3225,doll_34.2 b,,,
3226,doll_35.4 b,,,
3227,doll_22.1 b,,,
3228,doll_66.3 b,,,
3229,doll_23.2 b,,,
3230,doll_36.7 b,,,
3231,doll_70.6 b,,,
3232,doll_36.1 b,,,
3233,doll_24 b,,,
3234,doll_29.8 b,,,
3235,doll_35.7 b,,,
3236,doll_85.3 b,,,
3237,doll_119.8 b,,,
3238,doll_50.1 b,,,
3239,doll_62.5 b,,,
3240,doll_30.4 b,,,
3241,doll_48.1 b,,,
3242,doll_34.8 b,,,
3243,doll_12.4 b,,,
3244,doll_51.8 b,,,
3245,doll_108.4 b,,,
3246,doll_17.9 b,,,
3247,doll_39.3 b,,,
3248,doll_84.1 b,,,
3249,doll_38.5 b,,,
3250,doll_57.9 b,,,
3251,doll_14.2 b,,,
3252,doll_52.1 b,,,
3253,doll_19 b,,,
3254,doll_81.1 b,,,
3255,doll_23.7 b,,,
3256,doll_33.9 b,,,
3257,doll_166.5 b,,,
3258,doll_65 b,,,
3259,doll_13.6 b,,,
3260,doll_78.5 b,,,
3261,doll_31.2 b,,,
3262,doll_26.5 b,,,
3263,doll_27.6 b,,,
3264,doll_49.5 b,,,
3265,doll_16.1 b,,,
3266,doll_18.9 b,,,
3267,doll_29.5 b,,,
3268,doll_126 b,,,
3269,doll_18.5 b,,,
3270,doll_24.3 b,,,
3271,doll_23.3 b,,,
3272,doll_14.6 b,,,
3273,doll_28.9 b,,,
3274,doll_43.4 b,,,
3275,doll_26 b,,,
3276,doll_20.8 b,,,
3277,doll_257 b,,,
3278,doll_29.3 b,,,
3279,doll_20.7 b,,,
3280,doll_27.6 b,,,
3281,doll_12.8 b,,,
3282,doll_61 b,,,
3283,doll_52.2 b,,,
3284,doll_22.4 b,,,
3285,doll_66.7 b,,,
3286,doll_19 b,,,
3287,doll_89.4 b,,,
3288,doll_90.1 b,,,
3289,doll_14 b,,,
3290,doll_137.9 b,,,
3291,doll_55.5 b,,,
3292,doll_14.6 b,,,
3293,doll_50.9 b,,,
3294,doll_13.7 b,,,
3295,doll_23.4 b,,,
3296,doll_46.2 b,,,
3297,doll_20.1 b,,,
3298,doll_27.8 b,,,
3299,doll_221.1 b,,,
3300,doll_23.4 b,,,
3301,doll_32.6 b,,,
3302,doll_30.4 b,,,
3303,doll_40 b,,,
3304,doll_10.1 b,,,
3305,doll_48.6 b,,,
3306,doll_14.8 b,,,
3307,doll_84.2 b,,,
3308,doll_33.8 b,,,
3309,doll_15.5 b,,,
3310,doll_16.6 b,,,
3311,doll_11.2 b,,,
3312,doll_72.3 b,,,
3313,doll_46 b,,,
3314,doll_19.8 b,,,
3315,doll_51.8 b,,,
3316,doll_15.7 b,,,
3317,doll_111.7 b,,,
3318,doll_49.5 b,,,
3319,doll_58.8 b,,,
3320,doll_48.2 b,,,
3321,doll_29.4 b,,,
3322,doll_21.1 b,,,
3323,doll_24.2 b,,,
3324,doll_47 b,,,
3325,doll_37.2 b,,,
3326,doll_8.6 b,,,
3327,doll_19.8 b,,,
3328,doll_20.9 b,,,
3329,doll_18.5 b,,,
3330,doll_28.7 b,,,
3331,doll_57.5 b,,,
3332,doll_37.3 b,,,
3333,doll_12.8 b,,,
3334,doll_58.7 b,,,
3335,doll_26.4 b,,,
3336,doll_22.4 b,,,
3337,doll_100.3 b,,,
3338,doll_44.3 b,,,
3339,doll_20.3 b,,,
3340,doll_13.9 b,,,
3341,doll_19.9 b,,,
3342,doll_66 b,,,
3343,doll_41.9 b,,,
3344,doll_22.7 b,,,
3345,doll_11.7 b,,,
3346,doll_8.3 b,,,
3347,doll_18.7 b,,,
3348,doll_23.7 b,,,
3349,doll_18.3 b,,,
3350,doll_12.8 b,,,
3351,doll_18.9 b,,,
3352,doll_31 b,,,
3353,doll_19.4 b,,,
3354,doll_28.6 b,,,
3355,doll_17.9 b,,,
3356,doll_16.7 b,,,
3357,doll_27.9 b,,,
3358,doll_72.2 b,,,
3359,doll_34.2 b,,,
3360,doll_26 b,,,
3361,doll_65.8 b,,,
3362,doll_62.2 b,,,
3363,doll_27.9 b,,,
3364,doll_21.2 b,,,
3365,doll_37.5 b,,,
3366,doll_8.9 b,,,
3367,doll_50.8 b,,,
3368,doll_114 b,,,
3369,doll_13.1 b,,,
3370,doll_24.8 b,,,
3371,doll_20.9 b,,,
3372,doll_157.7 b,,,
3373,doll_18.4 b,,,
3374,doll_38.8 b,,,
3375,doll_26 b,,,
3376,doll_16.1 b,,,
3377,doll_22.4 b,,,
3378,doll_11.5 b,,,
3379,doll_6.7 b,,,
3380,doll_70.3 b,,,
3381,doll_17.2 b,,,
3382,doll_16.2 b,,,
3383,doll_16.1 b,,,
3384,doll_90.3 b,,,
3385,doll_25.7 b,,,
3386,doll_35.7 b,,,
3387,doll_42 b,,,
3388,doll_23.5 b,,,
3389,doll_15.9 b,,,
3390,doll_9.4 b,,,
3391,doll_17.9 b,,,
3392,doll_10.3 b,,,
3393,doll_22.4 b,,,
3394,doll_15.9 b,,,
3395,doll_23.4 b,,,
3396,doll_35.2 b,,,
3397,doll_19.6 b,,,
3398,doll_85.9 b,,,
3399,doll_24.2 b,,,
3400,doll_65 b,,,
3401,doll_16.9 b,,,
3402,doll_35.9 b,,,
3403,doll_11.5 b,,,
3404,doll_17.1 b,,,
3405,doll_26.2 b,,,
3406,doll_40.3 b,,,
3407,doll_79.2 b,,,
3408,doll_31.1 b,,,
3409,doll_25.9 b,,,
3410,doll_26.8 b,,,
3411,doll_14.5 b,,,
3412,doll_28.8 b,,,
3413,doll_14.9 b,,,
3414,doll_15.4 b,,,
3415,doll_84.5 b,,,
3416,doll_29 b,,,
3417,doll_26.9 b,,,
3418,doll_26.3 b,,,
3419,doll_19.3 b,,,
3420,doll_27 b,,,
3421,doll_32 b,,,
3422,doll_28.4 b,,,
3423,doll_12.2 b,,,
3424,doll_20.3 b,,,
3425,doll_12.7 b,,,
3426,doll_8.5 b,,,
3427,doll_7.8 b,,,
3428,doll_18.5 b,,,
3429,doll_22.7 b,,,
3430,doll_62.3 b,,,
3431,doll_18.6 b,,,
3432,doll_11.4 b,,,
3433,doll_9 b,,,
3434,doll_17.8 b,,,
3435,doll_33.4 b,,,
3436,doll_23.6 b,,,
3437,doll_25.1 b,,,
3438,doll_28.1 b,,,
3439,doll_11.1 b,,,
3440,doll_14.3 b,,,
3441,doll_13.1 b,,,
3442,doll_132.9 b,,,
3443,doll_14.8 b,,,
3444,doll_28.9 b,,,
3445,doll_17.8 b,,,
3446,doll_7 b,,,
3447,doll_15.9 b,,,
3448,doll_10.5 b,,,
3449,doll_17.8 b,,,
3450,doll_26.2 b,,,
3451,doll_17.9 b,,,
3452,doll_23.7 b,,,
3453,doll_17.7 b,,,
3454,doll_24.8 b,,,
3455,doll_30.2 b,,,
3456,doll_13.4 b,,,
3457,doll_15.7 b,,,
3458,doll_11.4 b,,,
3459,doll_69.5 b,,,
3460,doll_23.3 b,,,
3461,doll_38.7 b,,,
3462,doll_38.5 b,,,
3463,doll_70.4 b,,,
3464,doll_29.5 b,,,
3465,doll_8.6 b,,,
3466,doll_38.9 b,,,
3467,doll_147.6 b,,,
3468,doll_16.6 b,,,
3469,doll_42.6 b,,,
3470,doll_8.3 b,,,
3471,doll_10.2 b,,,
3472,doll_87.8 b,,,
3473,doll_32.8 b,,,
3474,doll_7.6 b,,,
3475,doll_19.3 b,,,
3476,doll_34.4 b,,,
3477,doll_11.9 b,,,
3478,doll_29 b,,,
3479,doll_51.7 b,,,
3480,doll_53.6 b,,,
3481,doll_15.2 b,,,
3482,doll_13.7 b,,,
3483,doll_36.4 b,,,
3484,doll_17 b,,,
3485,doll_9.2 b,,,
3486,doll_4.7 b,,,
3487,doll_12.4 b,,,
3488,doll_11.6 b,,,
3489,doll_9.5 b,,,
3490,doll_27.4 b,,,
3491,doll_23.5 b,,,
3492,doll_13.7 b,,,
3493,doll_18.3 b,,,
3494,doll_17.5 b,,,
3495,doll_24.5 b,,,
3496,doll_22.3 b,,,
3497,doll_70.6 b,,,
3498,doll_19.3 b,,,
3499,doll_9.3 b,,,
3500,doll_6.6 b,,,
3501,doll_45.1 b,,,
3502,doll_19.9 b,,,
3503,doll_22.6 b,,,
3504,doll_11.4 b,,,
3505,doll_16.7 b,,,
3506,doll_11.4 b,,,
3507,doll_19.2 b,,,
3508,doll_20.6 b,,,
3509,doll_17.9 b,,,
3510,doll_35.9 b,,,
3511,doll_39.9 b,,,
3512,doll_21.3 b,,,
3513,doll_16.3 b,,,
3514,doll_20.5 b,,,
3515,doll_10.8 b,,,
3516,doll_13.6 b,,,
3517,doll_6.1 b,,,
3518,doll_32.9 b,,,
3519,doll_14.6 b,,,
3520,doll_11 b,,,
3521,doll_24 b,,,
3522,doll_10.6 b,,,
3523,doll_21.5 b,,,
3524,doll_4.8 b,,,
3525,doll_19.1 b,,,
3526,doll_44.4 b,,,
3527,doll_10.6 b,,,
3528,doll_8.3 b,,,
3529,doll_50.3 b,,,
3530,doll_35.9 b,,,
3531,doll_59.2 b,,,
3532,doll_25.4 b,,,
3533,doll_12.9 b,,,
3534,doll_71.9 b,,,
3535,doll_34.8 b,,,
3536,doll_27.7 b,,,
3537,doll_30.1 b,,,
3538,doll_30.1 b,,,
3539,doll_16.3 b,,,
3540,doll_26.5 b,,,
3541,doll_16.9 b,,,
3542,doll_6.4 b,,,
3543,doll_14.7 b,,,
3544,doll_17.1 b,,,
3545,doll_66.1 b,,,
3546,doll_10.6 b,,,
3547,doll_36.2 b,,,
3548,doll_8.4 b,,,
3549,doll_20 b,,,
3550,doll_10.9 b,,,
3551,doll_12.2 b,,,
3552,doll_15.2 b,,,
3553,doll_12.2 b,,,
3554,doll_13.4 b,,,
3555,doll_26.3 b,,,
3556,doll_7.4 b,,,
3557,doll_9.6 b,,,
3558,doll_16 b,,,
3559,doll_25.4 b,,,
3560,doll_32.6 b,,,
3561,doll_51.8 b,,,
3562,doll_6.1 b,,,
3563,doll_16.4 b,,,
3564,doll_12.8 b,,,
3565,doll_11.3 b,,,
3566,doll_19.8 b,,,
3567,doll_6.7 b,,,
3568,doll_18.5 b,,,
3569,doll_14.1 b,,,
3570,doll_13.7 b,,,
3571,doll_6.9 b,,,
3572,doll_13.7 b,,,
3573,doll_20.4 b,,,
3574,doll_17.1 b,,,
3575,doll_19.7 b,,,
3576,doll_6.6 b,,,
3577,doll_6.3 b,,,
3578,doll_10.4 b,,,
3579,doll_32.8 b,,,
3580,doll_14.5 b,,,
3581,doll_14.6 b,,,
3582,doll_8.8 b,,,
3583,doll_10.5 b,,,
3584,doll_17.4 b,,,
3585,doll_10.3 b,,,
3586,doll_14.7 b,,,
3587,doll_11.3 b,,,
3588,doll_12.8 b,,,
3589,doll_25 b,,,
3590,doll_31.4 b,,,
3591,doll_15.6 b,,,
3592,doll_15.3 b,,,
3593,doll_16.4 b,,,
3594,doll_11.5 b,,,
3595,doll_60.7 b,,,
3596,doll_15.8 b,,,
3597,doll_30.1 b,,,
3598,doll_11.8 b,,,
3599,doll_5.9 b,,,
3600,doll_11.9 b,,,
3601,doll_14.9 b,,,
3602,doll_23.4 b,,,
3603,doll_10.7 b,,,
3604,doll_11.7 b,,,
3605,doll_12.2 b,,,
3606,doll_38 b,,,
3607,doll_13 b,,,
3608,doll_19.5 b,,,
3609,doll_16.8 b,,,
3610,doll_17.3 b,,,
3611,doll_13.9 b,,,
3612,doll_12.2 b,,,
3613,doll_32.1 b,,,
3614,doll_35.1 b,,,
3615,doll_43.2 b,,,
3616,doll_16.1 b,,,
3617,doll_77.3 b,,,
3618,doll_6.6 b,,,
3619,doll_22.1 b,,,
3620,doll_16.8 b,,,
3621,doll_9.9 b,,,
3622,doll_17.6 b,,,
3623,doll_10.6 b,,,
3624,doll_21.8 b,,,
3625,doll_38.8 b,,,
3626,doll_17.1 b,,,
3627,doll_27.8 b,,,
3628,doll_7.9 b,,,
