,sales,assets,market_value,profit
821,doll_5.61 b,doll_34.56 b,doll_20.57 b,doll_2.19 b
822,doll_9.04 b,doll_102.81 b,doll_8.83 b,doll_1.2 b
823,doll_16.18 b,doll_12.16 b,doll_12.07 b,doll_5.03 b
824,doll_29.99 b,doll_31.92 b,doll_8.61 b,doll_964.5 m
825,doll_24.42 b,doll_210.82 b,doll_9.31 b,doll_394.3 m
826,doll_12.35 b,doll_36.94 b,doll_14.77 b,doll_877.5 m
827,doll_751 m,doll_24.09 b,doll_21.23 b,doll_5.58 b
828,doll_2.62 b,doll_150.66 b,doll_19.32 b,doll_921.2 m
829,doll_27.15 b,doll_13.41 b,doll_16.05 b,doll_1.29 b
830,doll_15.59 b,doll_169.34 b,doll_4.88 b,doll_811 m
831,doll_7.4 b,doll_28.75 b,doll_20.82 b,doll_1.35 b
832,doll_8.46 b,doll_72.47 b,doll_4.84 b,doll_2.49 b
833,doll_18.69 b,doll_26.67 b,doll_12.57 b,doll_884.1 m
834,doll_2.13 b,doll_29.03 b,doll_41.33 b,doll_1.33 b
835,doll_13.95 b,doll_43.37 b,doll_13.04 b,doll_746.1 m
836,doll_12.7 b,doll_43.83 b,doll_11.85 b,doll_883.4 m
837,doll_6.14 b,doll_28.34 b,doll_36.14 b,doll_1.14 b
838,doll_16.26 b,doll_24.42 b,doll_12.01 b,doll_1.12 b
839,doll_12.89 b,doll_392.65 b,doll_12.09 b,doll_-394.8 m
840,doll_15.58 b,doll_61.03 b,doll_3.73 b,doll_1.09 b
841,doll_47.93 b,doll_109.05 b,doll_5.79 b,doll_548.1 m
842,doll_20.82 b,doll_13.2 b,doll_22.9 b,doll_988.6 m
843,doll_8.97 b,doll_10.41 b,doll_46.07 b,doll_1.48 b
844,doll_7.91 b,doll_10.04 b,doll_42.06 b,doll_2 b
845,doll_18.29 b,doll_25.2 b,doll_8.57 b,doll_1.56 b
846,doll_12.28 b,doll_22.92 b,doll_19.98 b,doll_929.7 m
847,doll_24.5 b,doll_20.05 b,doll_39.01 b,doll_488.4 m
848,doll_9.46 b,doll_28.49 b,doll_18.02 b,doll_1.02 b
849,doll_6.22 b,doll_14.68 b,doll_59.77 b,doll_2.21 b
850,doll_19.7 b,doll_16.27 b,doll_18.97 b,doll_926.9 m
851,doll_4.75 b,doll_46.43 b,doll_37.02 b,doll_880 m
852,doll_41.84 b,doll_30.18 b,doll_9.13 b,doll_754.4 m
853,doll_26.01 b,doll_72.67 b,doll_8.41 b,doll_613.5 m
854,doll_3.42 b,doll_17.38 b,doll_70.56 b,doll_1.88 b
855,doll_10.37 b,doll_8.68 b,doll_53.27 b,doll_1.08 b
856,doll_10.12 b,doll_11.95 b,doll_49.37 b,doll_1.15 b
857,doll_2.48 b,doll_121.85 b,doll_14.95 b,doll_1.07 b
858,doll_7.67 b,doll_12.51 b,doll_30.58 b,doll_3 b
859,doll_11.66 b,doll_39.66 b,doll_31.74 b,doll_268 m
860,doll_6.21 b,doll_97.97 b,doll_20.11 b,doll_739.9 m
861,doll_6.09 b,doll_23.71 b,doll_47.95 b,doll_1.1 b
862,doll_5.18 b,doll_26.8 b,doll_21.72 b,doll_2.28 b
863,doll_9.42 b,doll_18.79 b,doll_43.87 b,doll_859.8 m
864,doll_15.31 b,doll_146.16 b,doll_11.45 b,doll_-1.22 b
865,doll_8.72 b,doll_25 b,doll_13.25 b,doll_1.86 b
866,doll_8.37 b,doll_176.57 b,doll_7.83 b,doll_1.16 b
867,doll_10.81 b,doll_22.2 b,doll_8.9 b,doll_4.67 b
868,doll_2.38 b,doll_72.55 b,doll_24.3 b,doll_854.4 m
869,doll_6.39 b,doll_35.73 b,doll_25 b,doll_990 m
870,doll_7.54 b,doll_18.54 b,doll_34.87 b,doll_1.28 b
871,doll_11.07 b,doll_14.36 b,doll_29.86 b,doll_1.27 b
872,doll_17.64 b,doll_26.64 b,doll_9.76 b,doll_1.05 b
873,doll_11.72 b,doll_84.86 b,doll_6.61 b,doll_1.06 b
874,doll_11.37 b,doll_22.5 b,doll_17.33 b,doll_1.04 b
875,doll_14.84 b,doll_537.95 b,doll_9.18 b,doll_509.4 m
876,doll_8.64 b,doll_41.54 b,doll_32.15 b,doll_566.7 m
877,doll_19.95 b,doll_31.16 b,doll_4.73 b,doll_1.28 b
878,doll_26.09 b,doll_32.1 b,doll_5.38 b,doll_1.04 b
879,doll_21.74 b,doll_31.26 b,doll_6.89 b,doll_1.18 b
880,doll_12.2 b,doll_44.87 b,doll_1.7 b,doll_1.53 b
881,doll_8.73 b,doll_49 b,doll_37.09 b,doll_-648 m
882,doll_14.12 b,doll_25.84 b,doll_4.47 b,doll_2.66 b
883,doll_12.25 b,doll_95.42 b,doll_3.2 b,doll_946.6 m
884,doll_16.68 b,doll_7.61 b,doll_16.64 b,doll_1.42 b
885,doll_15.98 b,doll_17.1 b,doll_8.59 b,doll_3.8 b
886,doll_10.9 b,doll_54.13 b,doll_23.39 b,doll_451.5 m
887,doll_21.7 b,doll_23.6 b,doll_9.3 b,doll_1.08 b
888,doll_9.05 b,doll_20.9 b,doll_20.81 b,doll_1.16 b
889,doll_10.05 b,doll_13.89 b,doll_46.2 b,doll_1.05 b
890,doll_16.89 b,doll_90.33 b,doll_4.08 b,doll_740.6 m
891,doll_5.58 b,doll_152.48 b,doll_5.49 b,doll_3.55 b
892,doll_13.2 b,doll_13.01 b,doll_26.31 b,doll_1.1 b
893,doll_8.01 b,doll_28.31 b,doll_19.21 b,doll_1.02 b
894,doll_5.66 b,doll_149.28 b,doll_12.22 b,doll_1.04 b
895,doll_12.43 b,doll_11.05 b,doll_25.87 b,doll_1.2 b
896,doll_21.77 b,doll_26.28 b,doll_3.08 b,doll_1.35 b
897,doll_5.85 b,doll_84.08 b,doll_9.87 b,doll_1.68 b
898,doll_5.7 b,doll_93.71 b,doll_9.86 b,doll_1.68 b
899,doll_731 m,doll_76.76 b,doll_9.53 b,doll_2.39 b
900,doll_29.38 b,doll_15.2 b,doll_18.25 b,doll_746.1 m
901,doll_8.25 b,doll_81.51 b,doll_24.77 b,doll_-931.9 m
902,doll_10.51 b,doll_61.73 b,doll_2.79 b,doll_1.35 b
903,doll_5.77 b,doll_109.26 b,doll_11.06 b,doll_1.25 b
904,doll_24.9 b,doll_25.87 b,doll_3.49 b,doll_1.21 b
905,doll_12.05 b,doll_15.04 b,doll_10.81 b,doll_4.58 b
906,doll_11.97 b,doll_9.38 b,doll_18.04 b,doll_1.84 b
907,doll_12 b,doll_30.13 b,doll_11.24 b,doll_1.03 b
908,doll_3.76 b,doll_56.27 b,doll_15.04 b,doll_1.37 b
909,doll_9.31 b,doll_22.6 b,doll_16.03 b,doll_1.28 b
910,doll_68.46 b,doll_25.27 b,doll_5.72 b,doll_894.6 m
911,doll_14.05 b,doll_86.11 b,doll_6.49 b,doll_824 m
912,doll_10.71 b,doll_17.89 b,doll_13.03 b,doll_2 b
913,doll_19.16 b,doll_18.22 b,doll_9.22 b,doll_1.59 b
914,doll_18.99 b,doll_22.78 b,doll_16.58 b,doll_654 m
915,doll_9.6 b,doll_64.27 b,doll_22 b,doll_471.8 m
916,doll_3.61 b,doll_101.95 b,doll_10.03 b,doll_1.62 b
917,doll_26.77 b,doll_21.57 b,doll_11.4 b,doll_792.4 m
918,doll_11.04 b,doll_292.26 b,doll_11.77 b,doll_-439 m
919,doll_18.8 b,doll_18.03 b,doll_8.65 b,doll_1.91 b
920,doll_23.38 b,doll_294.55 b,doll_6.99 b,doll_114.2 m
921,doll_4.61 b,doll_13.34 b,doll_57.93 b,doll_2.91 b
922,doll_43.4 b,doll_55.51 b,doll_4.22 b,doll_584.4 m
923,doll_14.59 b,doll_19.33 b,doll_19.43 b,doll_795.1 m
924,doll_13.02 b,doll_6.59 b,doll_25.52 b,doll_1.04 b
925,doll_12.68 b,doll_164.71 b,doll_5.53 b,doll_730.6 m
926,doll_17.86 b,doll_54.84 b,doll_12.43 b,doll_-1.27 b
927,doll_3.93 b,doll_27.01 b,doll_29.84 b,doll_1.26 b
928,doll_7.63 b,doll_16.79 b,doll_20.33 b,doll_2 b
929,doll_11.62 b,doll_13.54 b,doll_21.23 b,doll_1.4 b
930,doll_5.91 b,doll_13.68 b,doll_90.64 b,doll_1.64 b
931,doll_3.9 b,doll_30.55 b,doll_18.32 b,doll_1.77 b
932,doll_18.42 b,doll_22.42 b,doll_28.23 b,doll_197.4 m
933,doll_25.15 b,doll_29.47 b,doll_11.61 b,doll_593.2 m
934,doll_14 b,doll_54.31 b,doll_2.46 b,doll_946.2 m
935,doll_10.59 b,doll_19.32 b,doll_17.76 b,doll_1.09 b
936,doll_19.89 b,doll_10.71 b,doll_10.86 b,doll_1.73 b
937,doll_5.51 b,doll_36.08 b,doll_16.03 b,doll_1.67 b
938,doll_4.45 b,doll_103.73 b,doll_10.9 b,doll_1.26 b
939,doll_14.44 b,doll_15.69 b,doll_14.99 b,doll_1.2 b
940,doll_27.29 b,doll_19.41 b,doll_8.86 b,doll_1.07 b
941,doll_13.59 b,doll_17.14 b,doll_17.53 b,doll_949 m
942,doll_24.03 b,doll_36.74 b,doll_2.81 b,doll_830.2 m
943,doll_8.64 b,doll_60.04 b,doll_7.68 b,doll_1.41 b
944,doll_11.63 b,doll_8.75 b,doll_11.5 b,doll_4.07 b
945,doll_2.11 b,doll_30.22 b,doll_31.95 b,doll_983.3 m
946,doll_4.95 b,doll_127.65 b,doll_10.34 b,doll_1.18 b
947,doll_14.42 b,doll_64.88 b,doll_9.09 b,doll_640.5 m
948,doll_7.86 b,doll_33.17 b,doll_14.07 b,doll_1.03 b
949,doll_3.91 b,doll_62.07 b,doll_16.94 b,doll_955 m
950,doll_8.17 b,doll_12.19 b,doll_37.7 b,doll_1.25 b
951,doll_5.77 b,doll_164.28 b,doll_9.28 b,doll_1.18 b
952,doll_19.57 b,doll_16.62 b,doll_6.76 b,doll_2.59 b
953,doll_12.06 b,doll_167.76 b,doll_7.54 b,doll_686.7 m
954,doll_23.98 b,doll_15.81 b,doll_9.91 b,doll_1.2 b
955,doll_12.96 b,doll_7.69 b,doll_23.18 b,doll_1 b
956,doll_9.88 b,doll_72.31 b,doll_10.27 b,doll_698.8 m
957,doll_19.64 b,doll_20.04 b,doll_7.08 b,doll_1.73 b
958,doll_15.62 b,doll_18.01 b,doll_28.85 b,doll_590 m
959,doll_4.23 b,doll_158.53 b,doll_7.04 b,doll_2.11 b
960,doll_17.67 b,doll_26.24 b,doll_3.37 b,doll_1.27 b
961,doll_14.52 b,doll_13.25 b,doll_10.16 b,doll_2.87 b
962,doll_2.43 b,doll_21.17 b,doll_34.27 b,doll_1.33 b
963,doll_1.82 b,doll_52.86 b,doll_16.4 b,doll_1.01 b
964,doll_11.97 b,doll_12.83 b,doll_29.2 b,doll_926.1 m
965,doll_6.81 b,doll_94.3 b,doll_5.46 b,doll_1.46 b
966,doll_16.65 b,doll_89.59 b,doll_7.59 b,doll_617 m
967,doll_10.68 b,doll_13.44 b,doll_16.16 b,doll_1.87 b
968,doll_13.52 b,doll_22.8 b,doll_10.12 b,doll_1.12 b
969,doll_6.95 b,doll_24.9 b,doll_21.29 b,doll_990.6 m
970,doll_2.19 b,doll_57.48 b,doll_17.6 b,doll_919.8 m
971,doll_6.4 b,doll_14.77 b,doll_33.91 b,doll_1.67 b
972,doll_15.54 b,doll_24.7 b,doll_15.28 b,doll_643.6 m
973,doll_10.28 b,doll_27.62 b,doll_11.66 b,doll_1.01 b
974,doll_25.29 b,doll_18.85 b,doll_6.91 b,doll_1.43 b
975,doll_6.08 b,doll_71.22 b,doll_10.89 b,doll_1.09 b
976,doll_7.62 b,doll_8.17 b,doll_41.75 b,doll_1.2 b
977,doll_25.3 b,doll_24.21 b,doll_5.48 b,doll_1.03 b
978,doll_31.47 b,doll_78.57 b,doll_7.46 b,doll_-1.99 b
979,doll_5.74 b,doll_23.25 b,doll_27.23 b,doll_1.25 b
980,doll_10.1 b,doll_99.32 b,doll_6.44 b,doll_863.7 m
981,doll_12.91 b,doll_14.8 b,doll_19.19 b,doll_997.8 m
982,doll_11.52 b,doll_49.67 b,doll_1.85 b,doll_1.04 b
983,doll_34.48 b,doll_19.54 b,doll_7.57 b,doll_1.11 b
984,doll_14.88 b,doll_75.32 b,doll_8.54 b,doll_589.1 m
985,doll_19.45 b,doll_26.65 b,doll_7.98 b,doll_957 m
986,doll_10.27 b,doll_90.15 b,doll_4.78 b,doll_879.7 m
987,doll_17.65 b,doll_27.9 b,doll_17.53 b,doll_374.4 m
988,doll_15.76 b,doll_21.08 b,doll_14.82 b,doll_731.9 m
989,doll_20.28 b,doll_36.69 b,doll_5.96 b,doll_805.9 m
990,doll_3.16 b,doll_75.98 b,doll_12.38 b,doll_1.04 b
991,doll_7.59 b,doll_21.36 b,doll_14.66 b,doll_1.6 b
992,doll_1.47 b,doll_27.99 b,doll_18.28 b,doll_1.49 b
993,doll_6.58 b,doll_5.97 b,doll_35.28 b,doll_1.57 b
994,doll_8.29 b,doll_25.27 b,doll_19.43 b,doll_833.4 m
995,doll_4.52 b,doll_74.57 b,doll_12.59 b,doll_1 b
996,doll_3.15 b,doll_88.66 b,doll_12.21 b,doll_962 m
997,doll_9.88 b,doll_32.31 b,doll_10.34 b,doll_986.5 m
998,doll_27.77 b,doll_12.22 b,doll_19.08 b,doll_659 m
999,doll_11.28 b,doll_148.94 b,doll_3.62 b,doll_673.2 m
1000,doll_19.72 b,doll_25.73 b,doll_7.77 b,doll_975.7 m
1001,doll_17.66 b,doll_13.93 b,doll_59.55 b,doll_166.3 m
1002,doll_6.97 b,doll_33.42 b,doll_13.42 b,doll_1.05 b
1003,doll_13.66 b,doll_15.39 b,doll_21.62 b,doll_778.6 m
1004,doll_14.99 b,doll_53.62 b,doll_3.39 b,doll_759.3 m
1005,doll_3.05 b,doll_116.78 b,doll_15.06 b,doll_736 m
1006,doll_5.8 b,doll_85.02 b,doll_8.49 b,doll_1.5 b
1007,doll_8.14 b,doll_26.31 b,doll_20.01 b,doll_781 m
1008,doll_10.9 b,doll_26.63 b,doll_31.24 b,doll_-2.18 b
1009,doll_5.23 b,doll_8.5 b,doll_73.55 b,doll_1.5 b
1010,doll_2.67 b,doll_160.26 b,doll_13.41 b,doll_735.1 m
1011,doll_8.82 b,doll_25.86 b,doll_46.99 b,doll_-40.4 m
1012,doll_14.01 b,doll_64.64 b,doll_4.04 b,doll_724.5 m
1013,doll_6.52 b,doll_14.79 b,doll_31.36 b,doll_1.43 b
1014,doll_12.63 b,doll_57.93 b,doll_1.66 b,doll_828.3 m
1015,doll_8.27 b,doll_15.95 b,doll_24.35 b,doll_1.07 b
1016,doll_33.36 b,doll_25.64 b,doll_6.02 b,doll_787.8 m
1017,doll_15.45 b,doll_23.15 b,doll_8.47 b,doll_1.13 b
1018,doll_23.76 b,doll_34.62 b,doll_2.8 b,doll_717.5 m
1019,doll_25.84 b,doll_16.55 b,doll_6.29 b,doll_1.43 b
1020,doll_1.27 b,doll_13.93 b,doll_32.02 b,doll_2.46 b
1021,doll_13.28 b,doll_73.19 b,doll_6.13 b,doll_679.6 m
1022,doll_12.01 b,doll_59.53 b,doll_6.75 b,doll_824.2 m
1023,doll_7.65 b,doll_9.83 b,doll_31.9 b,doll_1.2 b
1024,doll_5.82 b,doll_19 b,doll_21.35 b,doll_1.66 b
1025,doll_11.06 b,doll_97.85 b,doll_8.19 b,doll_643.6 m
1026,doll_45.24 b,doll_24.46 b,doll_6.56 b,doll_735.6 m
1027,doll_19.49 b,doll_15.51 b,doll_11.12 b,doll_961.6 m
1028,doll_6.21 b,doll_24.89 b,doll_12.28 b,doll_2 b
1029,doll_5.82 b,doll_229.39 b,doll_7.59 b,doll_1.16 b
1030,doll_19.87 b,doll_49.46 b,doll_9.3 b,doll_-2.59 b
1031,doll_7.01 b,doll_32.69 b,doll_9.38 b,doll_1.63 b
1032,doll_5.77 b,doll_20.82 b,doll_27.43 b,doll_1.17 b
1033,doll_12.29 b,doll_13.14 b,doll_21.51 b,doll_905.6 m
1034,doll_2.95 b,doll_89.17 b,doll_10.61 b,doll_1 b
1035,doll_4.34 b,doll_126.03 b,doll_9.75 b,doll_987 m
1036,doll_2.92 b,doll_17.78 b,doll_15.99 b,doll_4.25 b
1037,doll_4.24 b,doll_11.62 b,doll_33.56 b,doll_2.24 b
1038,doll_5.36 b,doll_19.16 b,doll_32.23 b,doll_1.22 b
1039,doll_7.65 b,doll_14.78 b,doll_26.45 b,doll_1.18 b
1040,doll_12.1 b,doll_178.94 b,doll_5.1 b,doll_571.2 m
1041,doll_11.27 b,doll_13.2 b,doll_21.84 b,doll_959.3 m
1042,doll_8.29 b,doll_28 b,doll_38.47 b,doll_375.8 m
1043,doll_42.15 b,doll_28.72 b,doll_9.61 b,doll_436.4 m
1044,doll_7.47 b,doll_17.28 b,doll_18.92 b,doll_1.29 b
1045,doll_13.93 b,doll_13.35 b,doll_10.12 b,doll_1.93 b
1046,doll_8.16 b,doll_9.31 b,doll_13.01 b,doll_3.7 b
1047,doll_6.64 b,doll_27.92 b,doll_67.84 b,doll_500.2 m
1048,doll_14.09 b,doll_9.54 b,doll_11.93 b,doll_1.41 b
1049,doll_14.65 b,doll_22.57 b,doll_6.58 b,doll_1.41 b
1050,doll_2.76 b,doll_123.28 b,doll_5.39 b,doll_1.56 b
1051,doll_15.85 b,doll_47.67 b,doll_10.63 b,doll_423.1 m
1052,doll_23.1 b,doll_7.03 b,doll_13.14 b,doll_844.2 m
1053,doll_5.65 b,doll_19.46 b,doll_35.6 b,doll_1.03 b
1054,doll_2.96 b,doll_93.2 b,doll_9.23 b,doll_1.12 b
1055,doll_4.69 b,doll_115.52 b,doll_9.08 b,doll_1.07 b
1056,doll_331 m,doll_16.62 b,doll_16.82 b,doll_3.83 b
1057,doll_1.91 b,doll_46.21 b,doll_21.53 b,doll_722.2 m
1058,doll_8.28 b,doll_25 b,doll_15.03 b,doll_904.2 m
1059,doll_21.95 b,doll_16.9 b,doll_2.11 b,doll_1.36 b
1060,doll_10.88 b,doll_44.93 b,doll_2.55 b,doll_952.4 m
1061,doll_16.95 b,doll_18.58 b,doll_13.09 b,doll_711.7 m
1062,doll_11.59 b,doll_22.36 b,doll_14.96 b,doll_731.7 m
1063,doll_12.98 b,doll_25.6 b,doll_20.41 b,doll_237.8 m
1064,doll_6.83 b,doll_16.16 b,doll_22.35 b,doll_1.25 b
1065,doll_10.24 b,doll_19.91 b,doll_13.81 b,doll_952.8 m
1066,doll_11.44 b,doll_17.41 b,doll_15.61 b,doll_889.6 m
1067,doll_8.54 b,doll_11.97 b,doll_15.42 b,doll_1.89 b
1068,doll_2.33 b,doll_19.9 b,doll_35.58 b,doll_1 b
1069,doll_29.12 b,doll_12.76 b,doll_10.41 b,doll_907.8 m
1070,doll_11.64 b,doll_9.59 b,doll_10.27 b,doll_2.23 b
1071,doll_2.94 b,doll_135.16 b,doll_12.38 b,doll_706.7 m
1072,doll_6.44 b,doll_16.05 b,doll_36.73 b,doll_963.6 m
1073,doll_25.46 b,doll_18.18 b,doll_7.78 b,doll_1.01 b
1074,doll_11.4 b,doll_44.35 b,doll_14.14 b,doll_398 m
1075,doll_6.45 b,doll_10.33 b,doll_36.41 b,doll_1.21 b
1076,doll_11.74 b,doll_24.2 b,doll_8.59 b,doll_1.16 b
1077,doll_14.5 b,doll_38.88 b,doll_1.62 b,doll_787.2 m
1078,doll_20.56 b,doll_23.05 b,doll_6.46 b,doll_924 m
1079,doll_9.73 b,doll_11.64 b,doll_19.36 b,doll_1.11 b
1080,doll_6.06 b,doll_71.04 b,doll_7.39 b,doll_1.5 b
1081,doll_42.22 b,doll_40.95 b,doll_4.88 b,doll_160.7 m
1082,doll_4.07 b,doll_6.04 b,doll_56.3 b,doll_1.31 b
1083,doll_5.86 b,doll_8.36 b,doll_36.8 b,doll_1.42 b
1084,doll_9.07 b,doll_12.9 b,doll_25.56 b,doll_955.7 m
1085,doll_3.48 b,doll_72.95 b,doll_29.56 b,doll_483.8 m
1086,doll_17.18 b,doll_16.5 b,doll_12.33 b,doll_788.3 m
1087,doll_13.09 b,doll_12.61 b,doll_14.07 b,doll_1.09 b
1088,doll_24.12 b,doll_52.96 b,doll_7.71 b,doll_-205.7 m
1089,doll_25.19 b,doll_12.08 b,doll_8.53 b,doll_1.25 b
1090,doll_11.68 b,doll_55.96 b,doll_8.52 b,doll_640 m
1091,doll_1.69 b,doll_131.4 b,doll_2.69 b,doll_1.32 b
1092,doll_28.08 b,doll_26.09 b,doll_4.53 b,doll_691.9 m
1093,doll_18.18 b,doll_78.68 b,doll_6.56 b,doll_-10.19 b
1094,doll_4.98 b,doll_87.89 b,doll_5.85 b,doll_1.57 b
1095,doll_5.33 b,doll_155.42 b,doll_9.49 b,doll_860.6 m
1096,doll_15.76 b,doll_50.71 b,doll_9.46 b,doll_-1.88 b
1097,doll_5.75 b,doll_16.17 b,doll_56.73 b,doll_914.5 m
1098,doll_23.2 b,doll_59.02 b,doll_7.53 b,doll_349 m
1099,doll_4.5 b,doll_10.28 b,doll_47.42 b,doll_1.36 b
1100,doll_7.83 b,doll_83.2 b,doll_1.95 b,doll_904 m
1101,doll_5.54 b,doll_7.86 b,doll_45.34 b,doll_1.38 b
1102,doll_5.72 b,doll_29.7 b,doll_16.82 b,doll_993 m
1103,doll_10.54 b,doll_14.05 b,doll_13.01 b,doll_1.42 b
1104,doll_4.28 b,doll_69.48 b,doll_11.32 b,doll_904.2 m
1105,doll_26.69 b,doll_9.36 b,doll_6.53 b,doll_1.5 b
1106,doll_10.86 b,doll_48.93 b,doll_446 m,doll_838.2 m
1107,doll_7.32 b,doll_11.01 b,doll_11.08 b,doll_6.33 b
1108,doll_13.04 b,doll_7.03 b,doll_17.76 b,doll_857.5 m
1109,doll_3.68 b,doll_101.32 b,doll_8.46 b,doll_1.09 b
1110,doll_4.89 b,doll_61.35 b,doll_11.7 b,doll_915.7 m
1111,doll_2.08 b,doll_43.14 b,doll_43.97 b,doll_350.3 m
1112,doll_10.35 b,doll_28.58 b,doll_4.33 b,doll_1.28 b
1113,doll_3.67 b,doll_20.27 b,doll_23.49 b,doll_1.16 b
1114,doll_5.43 b,doll_101.37 b,doll_8.34 b,doll_1.09 b
1115,doll_4.6 b,doll_5.16 b,doll_60.71 b,doll_1.11 b
1116,doll_36.13 b,doll_38.39 b,doll_171 m,doll_-582.7 m
1117,doll_15.73 b,doll_81.75 b,doll_4.45 b,doll_504.5 m
1118,doll_10.97 b,doll_68.62 b,doll_3.77 b,doll_668.5 m
1119,doll_9.39 b,doll_19.83 b,doll_11.1 b,doll_1.12 b
1120,doll_7.29 b,doll_10.74 b,doll_30.27 b,doll_1 b
1121,doll_10.49 b,doll_10.43 b,doll_9.23 b,doll_2.93 b
1122,doll_13.77 b,doll_76.84 b,doll_7.14 b,doll_543.8 m
1123,doll_11.55 b,doll_10.18 b,doll_16.65 b,doll_950 m
1124,doll_7.31 b,doll_12.53 b,doll_36.93 b,doll_898 m
1125,doll_4.96 b,doll_7.93 b,doll_23.38 b,doll_2.26 b
1126,doll_6.26 b,doll_4.94 b,doll_46.52 b,doll_975.3 m
1127,doll_11.05 b,doll_6.03 b,doll_12.74 b,doll_1.33 b
1128,doll_30.74 b,doll_17.43 b,doll_8.11 b,doll_807.5 m
1129,doll_12.53 b,doll_16.9 b,doll_5.52 b,doll_2.06 b
1130,doll_3.2 b,doll_5.3 b,doll_31.4 b,doll_1.6 b
1131,doll_2.92 b,doll_6.78 b,doll_45.69 b,doll_1.21 b
1132,doll_17.23 b,doll_53.88 b,doll_5.24 b,doll_539 m
1133,doll_8.09 b,doll_10.5 b,doll_20.61 b,doll_1.12 b
1134,doll_1.91 b,doll_62.24 b,doll_11.02 b,doll_905.6 m
1135,doll_40.82 b,doll_34.62 b,doll_7.17 b,doll_389.9 m
1136,doll_9.55 b,doll_49.39 b,doll_751 m,doll_847.8 m
1137,doll_11.24 b,doll_246.09 b,doll_3.89 b,doll_58.7 m
1138,doll_13.27 b,doll_15.35 b,doll_6.04 b,doll_2.2 b
1139,doll_8.63 b,doll_5.34 b,doll_21.23 b,doll_985.8 m
1140,doll_3.06 b,doll_69.01 b,doll_3.51 b,doll_1.54 b
1141,doll_1.51 b,doll_15.44 b,doll_18.42 b,doll_2.26 b
1142,doll_27.27 b,doll_28.38 b,doll_2.48 b,doll_597.1 m
1143,doll_2.99 b,doll_47.53 b,doll_32.98 b,doll_-415.3 m
1144,doll_11.14 b,doll_32.96 b,doll_15.01 b,doll_-413 m
1145,doll_13.49 b,doll_9.85 b,doll_1.52 b,doll_3.04 b
1146,doll_16.71 b,doll_32.27 b,doll_6.26 b,doll_692.6 m
1147,doll_8.59 b,doll_8.89 b,doll_11.04 b,doll_2.42 b
1148,doll_15.82 b,doll_19.24 b,doll_5.41 b,doll_1.18 b
1149,doll_3.84 b,doll_5.23 b,doll_58.05 b,doll_1.03 b
1150,doll_15.43 b,doll_38.84 b,doll_9.84 b,doll_218.7 m
1151,doll_22.33 b,doll_22.07 b,doll_11.33 b,doll_518.1 m
1152,doll_10.09 b,doll_34.05 b,doll_5.13 b,doll_990.3 m
1153,doll_4.82 b,doll_67.7 b,doll_12.13 b,doll_762.4 m
1154,doll_11.62 b,doll_17.87 b,doll_10.73 b,doll_978.5 m
1155,doll_16.75 b,doll_65.19 b,doll_3.74 b,doll_450.4 m
1156,doll_9.85 b,doll_13.22 b,doll_17.41 b,doll_990 m
1157,doll_25.55 b,doll_14.16 b,doll_7.44 b,doll_1.19 b
1158,doll_16.5 b,doll_15.92 b,doll_7.4 b,doll_1.42 b
1159,doll_18.12 b,doll_16.57 b,doll_6.77 b,doll_1.16 b
1160,doll_13.77 b,doll_87.86 b,doll_4.54 b,doll_363.2 m
1161,doll_9.31 b,doll_10.21 b,doll_16.72 b,doll_1.04 b
1162,doll_7.72 b,doll_20.52 b,doll_32.97 b,doll_559 m
1163,doll_30.11 b,doll_35.29 b,doll_2.39 b,doll_240.1 m
1164,doll_15.1 b,doll_25.16 b,doll_7.27 b,doll_857 m
1165,doll_18.41 b,doll_8.64 b,doll_24.7 b,doll_-1.54 b
1166,doll_1.83 b,doll_27.92 b,doll_15.2 b,doll_1 b
1167,doll_1.04 b,doll_25.43 b,doll_9.99 b,doll_2.16 b
1168,doll_4.73 b,doll_34.91 b,doll_43.1 b,doll_336.1 m
1169,doll_18.21 b,doll_19.62 b,doll_5.64 b,doll_941.5 m
1170,doll_12.98 b,doll_15.87 b,doll_5.48 b,doll_1.79 b
1171,doll_9.48 b,doll_38.03 b,doll_14.26 b,doll_-1.02 b
1172,doll_8.85 b,doll_82.05 b,doll_9.96 b,doll_204.4 m
1173,doll_12.38 b,doll_15.83 b,doll_14.69 b,doll_746 m
1174,doll_14.65 b,doll_26.65 b,doll_6.69 b,doll_800.1 m
1175,doll_5.13 b,doll_16.03 b,doll_36.39 b,doll_947.7 m
1176,doll_10.73 b,doll_9.84 b,doll_6.53 b,doll_4.64 b
1177,doll_20.54 b,doll_25.21 b,doll_8.52 b,doll_581.2 m
1178,doll_6.3 b,doll_4.47 b,doll_32.78 b,doll_984 m
1179,doll_4.74 b,doll_4.71 b,doll_25.21 b,doll_1.58 b
1180,doll_9.55 b,doll_16.25 b,doll_15.21 b,doll_854.8 m
1181,doll_21.02 b,doll_15.3 b,doll_4.35 b,doll_1.07 b
1182,doll_39.15 b,doll_29.45 b,doll_1.92 b,doll_-1.41 b
1183,doll_4.1 b,doll_7.55 b,doll_29.96 b,doll_1.38 b
1184,doll_11.86 b,doll_9.77 b,doll_6.07 b,doll_3.12 b
1185,doll_8.74 b,doll_5.83 b,doll_14.39 b,doll_1.24 b
