,name,codice,pricecap,price,country
1478,Deutsche Wohnen,DWNI.DE,$10.21 B,$25.74,Germany
1479,Hindustan Aeronautics,HAL.NS,$10.19 B,$30.49,India
1480,Suntory,2587.T,$10.19 B,$32.98,Japan
1481,PKO Bank Polski,P9O.F,$10.18 B,$8.15,Poland
1482,Qorvo,QRVO,$10.17 B,$100.40,USA
1483,Country Garden,2007.HK,$10.15 B,$0.37,China
1484,Vail Resorts,MTN,$10.15 B,$251.84,USA
1485,Rheinmetall,RHM.F,$10.14 B,$234.36,Germany
1486,JD Sports Fashion,JD.L,$10.14 B,$1.96,UK
1487,Omron,6645.T,$10.12 B,$50.96,Japan
1488,Adevinta,ADE.OL,$10.10 B,$7.93,Norway
1489,Prysmian Group,PRY.MI,$10.10 B,$38.35,Italy
1490,West Japan Railway,9021.T,$10.08 B,$41.37,Japan
1491,Bruker,BRKR,$10.07 B,$68.51,USA
1492,ANA Holdings,9202.T,$10.06 B,$21.40,Japan
1493,Evonik Industries,EVK.DE,$10.04 B,$21.55,Germany
1494,Halma,HLMA.L,$10.02 B,$26.41,UK
1495,ENKA,ENKAI.IS,$9.99 B,$1.71,Turkey
1496,Allegion,ALLE,$9.99 B,$113.76,Ireland
1497,Liberty Global,LBTYB,$9.98 B,$22.20,UK
1498,Koç Holding,KCHOL.IS,$9.98 B,$3.94,Turkey
1499,(HLBank) Hong Leong Bank,5819.KL,$9.97 B,$4.78,Malaysia
1500,InterGlobe Aviation,INDIGO.NS,$9.96 B,$25.85,India
1501,Northern Star,NST.AX,$9.95 B,$8.66,Australia
1502,Twilio,TWLO,$9.95 B,$54.02,USA
1503,Lattice Semiconductor,LSCC,$9.95 B,$72.62,USA
1504,Eiffage,FGR.PA,$9.93 B,$104.24,France
1505,Asahi Kasei,3407.T,$9.92 B,$7.15,Japan
1506,Computershare,CPU.AX,$9.92 B,$16.44,Australia
1507,Wolfspeed,WOLF,$9.92 B,$79.87,USA
1508,Repligen,RGEN,$9.88 B,$178.06,USA
1509,Novocure,NVCR,$9.86 B,$93.99,Jersey
1510,Jazz Pharmaceuticals,JAZZ,$9.85 B,$156.47,Ireland
1511,Kikkoman,2801.T,$9.83 B,$51.40,Japan
1512,Israel Chemicals,ICL,$9.81 B,$7.61,Israel
1513,Chr. Hansen,51C.F,$9.78 B,$72.55,Denmark
1514,Ares Capital,ARCC,$9.77 B,$18.90,USA
1515,Reinsurance Group of America,RGA,$9.75 B,$145.96,USA
1516,East West Bancorp,EWBC,$9.75 B,$69.20,USA
1517,Tingyi (master kang),0322.HK,$9.75 B,$1.73,China
1518,Gjensidige Forsikring,XGJ.F,$9.74 B,$19.21,Norway
1519,AutoNation,AN,$9.73 B,$110.51,USA
1520,Red Eléctrica,RED.MC,$9.69 B,$17.98,Spain
1521,AngloGold Ashanti,AU,$9.69 B,$23.18,South Africa
1522,Umicore,UMI.VI,$9.67 B,$38.47,Belgium
1523,Hong Kong Telecom,6823.HK,$9.66 B,$1.28,Hong Kong
1524,Alcoa,AA,$9.66 B,$54.61,USA
1525,Varun Beverages,VBL.NS,$9.65 B,$14.86,India
1526,China Oilfield Services,2883.HK,$9.65 B,$1.32,China
1527,Sage Group,SGE.L,$9.64 B,$9.42,UK
1528,WillScot,WSC,$9.64 B,$46.17,USA
1529,ESR,1821.HK,$9.64 B,$2.18,Hong Kong
1530,Zendesk,ZEN,$9.62 B,$77.48,USA
1531,AMEC,688012.SS,$9.62 B,$15.62,China
1532,Rémy Cointreau,RCO.PA,$9.62 B,$191.03,France
1533,Cochlear,COH.AX,$9.62 B,$146.29,Australia
1534,Plug Power,PLUG,$9.61 B,$16.49,USA
1535,Legend Biotech,LEGN,$9.60 B,$57.37,USA
1536,Westrock,WRK,$9.56 B,$37.57,USA
1537,Vipshop,VIPS,$9.56 B,$15.67,China
1538,Svenska Cellulosa Aktiebolaget (SCA),SCA-B.ST,$9.53 B,$13.89,Sweden
1539,Kesko,KESKOA.HE,$9.53 B,$23.73,Finland
1540,Ipsen,IPN.PA,$9.52 B,$112.51,France
1541,HELLA,HLE.F,$9.51 B,$85.14,Germany
1542,Ampol,ALD.AX,$9.49 B,$19.80,Australia
1543,A. O. Smith,AOS,$9.49 B,$62.13,USA
1544,Al Dar Properties,ALDAR.AE,$9.48 B,$1.21,UAE
1545,Keppel,BN4.SI,$9.47 B,$5.41,Singapore
1546,Quanta Computer,2382.TW,$9.43 B,$2.45,Taiwan
1547,CubeSmart,CUBE,$9.43 B,$41.72,USA
1548,Lenovo,0992.HK,$9.42 B,$0.78,Hong Kong
1549,Central Pattana,CPN.BK,$9.41 B,$2.10,Thailand
1550,President Chain Store (PSCS),2912.TW,$9.37 B,$9.02,Taiwan
1551,Yuanta Financial Holding,2885.TW,$9.37 B,$0.75,Taiwan
1552,TFI International,TFII,$9.37 B,$107.47,Canada
1553,Black Knight,BKI,$9.36 B,$60.00,USA
1554,JBS,JBSS3.SA,$9.35 B,$4.22,Brazil
1555,Performance Food Group,PFGC,$9.35 B,$60.12,USA
1556,XP Inc.,XP,$9.32 B,$16.65,Brazil
1557,Bharat Petroleum,BPCL.NS,$9.31 B,$4.29,India
1558,International Consolidated Airlines,BABWF,$9.31 B,$1.88,Spain
1559,James Hardie Industries,JHX,$9.30 B,$20.86,Ireland
1560,BJ's Wholesale Club,BJ,$9.28 B,$69.05,USA
1561,NEC Corp,6701.T,$9.25 B,$34.64,Japan
1562,Schroders,SDR.L,$9.25 B,$5.74,UK
1563,ASX,ASX.AX,$9.24 B,$47.74,Australia
1564,Cognex,CGNX,$9.19 B,$53.20,USA
1565,Abu Dhabi Islamic Bank (ADIB),ADIB.AE,$9.19 B,$2.53,UAE
1566,Bharat Electronics,BEL.NS,$9.18 B,$1.26,India
1567,Origin Energy,ORG.AX,$9.18 B,$5.33,Australia
1568,Metso Outotec (Mo Group),MOCORP.HE,$9.18 B,$11.12,Finland
1569,Toray Industries,3402.T,$9.16 B,$5.73,Japan
1570,Lincoln Electric,LECO,$9.15 B,$158.07,USA
1571,Jefferies Financial Group,JEF,$9.15 B,$40.47,USA
1572,NOV,NOV,$9.14 B,$23.28,USA
1573,Bangkok Bank,BBL.BK,$9.14 B,$4.79,Thailand
1574,Fertiglobe,FERTIGLB.AE,$9.13 B,$1.10,UAE
1575,Genting Singapore,G13.SI,$9.12 B,$0.76,Singapore
1576,Sofina,SOF.VI,$9.12 B,$251.52,Belgium
1577,VAT Group,VACN.SW,$9.11 B,$304.14,Switzerland
1578,Hasbro,HAS,$9.11 B,$66.02,USA
1579,Ford Otosan,FROTO.IS,$9.11 B,$25.97,Turkey
1580,SIG Combibloc,SIGN.SW,$9.10 B,$23.81,Switzerland
1581,Adani Wilmar,AWL.NS,$9.09 B,$6.99,India
1582,Havells India,HAVELLS.NS,$9.08 B,$14.50,India
1583,Regal Rexnord,RRX,$9.08 B,$137.33,USA
1584,STORE Capital,STOR,$9.07 B,$32.12,USA
1585,Yaskawa,6506.T,$9.04 B,$34.61,Japan
1586,IMCD,IMCD.AS,$9.03 B,$158.61,Netherlands
1587,Largan Precision,3008.TW,$9.03 B,$67.70,Taiwan
1588,Spring Airlines,601021.SS,$9.03 B,$9.23,China
1589,Penumbra,PEN,$9.03 B,$237.78,USA
1590,Elisa,ELISA.HE,$9.02 B,$56.32,Finland
1591,Mowi,MNHVF,$9.01 B,$16.85,Norway
1592,SBI Card,SBICARD.NS,$9.01 B,$9.54,India
1593,Floor & Decor,FND,$8.99 B,$84.80,USA
1594,Mondi,MNDI.L,$8.98 B,$18.28,UK
1595,Comerica,CMA,$8.97 B,$68.54,USA
1596,Lennox,LII,$8.96 B,$253.08,USA
1597,Yandex,YNDX.ME,$8.95 B,$24.77,Netherlands
1598,Recordati,REC.MI,$8.95 B,$43.58,Italy
1599,Advance Auto Parts,AAP,$8.94 B,$151.03,USA
1600,Fisher & Paykel Healthcare,FPH.NZ,$8.94 B,$15.45,New Zealand
1601,Mizrahi-Tefahot,MZTF.TA,$8.94 B,$34.69,Israel
1602,ADT,ADT,$8.94 B,$9.79,USA
1603,Federal Realty Investment Trust,FRT,$8.93 B,$109.15,USA
1604,Taiwan Mobile,3045.TW,$8.93 B,$3.17,Taiwan
1605,Antero Resources,AR,$8.92 B,$29.74,USA
1606,Vistra,VST,$8.90 B,$22.38,USA
1607,SG Holdings,9143.T,$8.90 B,$14.06,Japan
1608,LG Household & Health Care,051905.KS,$8.90 B,$246.92,S. Korea
1609,Huntington Ingalls Industries,HII,$8.90 B,$223.07,USA
1610,Advantech,2395.TW,$8.90 B,$11.44,Taiwan
1611,Dr. Reddy's,RDY,$8.90 B,$53.60,India
1612,Mitsui O.S.K. Lines,9104.T,$8.86 B,$24.50,Japan
1613,Knight-Swift,KNX,$8.86 B,$55.14,USA
1614,Logitech,LOGI,$8.84 B,$54.74,Switzerland
1615,F5 Networks,FFIV,$8.84 B,$146.57,USA
1616,Coca-Cola HBC,CCH.L,$8.84 B,$23.78,Switzerland
1617,Sagax,SAGA-B.ST,$8.84 B,$26.68,Sweden
1618,China Zheshang Bank,2016.HK,$8.84 B,$0.36,China
1619,Catalent,CTLT,$8.83 B,$49.08,USA
1620,New Hope Liuhe,000876.SZ,$8.81 B,$1.94,China
1621,Invesco,IVZ,$8.81 B,$19.39,USA
1622,Cullen/Frost Bankers,CFR,$8.81 B,$137.09,USA
1623,OpenText,OTEX,$8.81 B,$32.61,Canada
1624,Samsung Electro-Mechanics,009155.KS,$8.81 B,$56.82,S. Korea
1625,Sumitomo Denki Kōgyō,5802.T,$8.80 B,$11.30,Japan
1626,Mediobanca,MB.MI,$8.80 B,$10.49,Italy
1627,Getlink,GET.PA,$8.80 B,$16.28,France
1628,Commerce Bancshares,CBSH,$8.77 B,$70.06,USA
1629,Ascendas Reit,A17U.SI,$8.77 B,$2.09,Singapore
1630,Isuzu,7202.T,$8.77 B,$11.32,Japan
1631,DCP Midstream,DCP,$8.74 B,$41.98,USA
1632,Genpact,G,$8.74 B,$47.72,Bermuda
1633,Life Storage,LSI,$8.73 B,$101.57,USA
1634,Japan Airlines,9201.T,$8.72 B,$19.97,Japan
1635,Gecina,GFC.PA,$8.72 B,$118.16,France
1636,Abu Dhabi Ports,ADPORTS.AE,$8.71 B,$1.71,UAE
1637,Grupo Aeroportuario del Pacífico,PAC,$8.71 B,$172.40,Mexico
1638,SK Group,034730.KS,$8.71 B,$157.21,S. Korea
1639,Sibanye-Stillwater,SBSW,$8.71 B,$12.31,South Africa
1640,Fresnillo,FNLPF,$8.67 B,$11.60,Mexico
1641,RenaissanceRe,RNR,$8.66 B,$198.25,Bermuda
1642,Owens Corning,OC,$8.65 B,$91.63,USA
1643,Nitto Denko,6988.T,$8.65 B,$58.45,Japan
1644,Euronext,ENX.PA,$8.64 B,$80.74,Netherlands
1645,KT&G (Korea Tobacco),033780.KS,$8.64 B,$74.36,S. Korea
1646,Covestro,1COV.F,$8.62 B,$44.66,Germany
1647,Taiwan Cement,1101.TW,$8.62 B,$1.21,Taiwan
1648,United Utilities,UU.L,$8.60 B,$12.62,UK
1649,T&D Holdings,8795.T,$8.60 B,$15.43,Japan
1650,Meridian Energy,MEZ.AX,$8.59 B,$3.33,New Zealand
1651,Kazatomprom,0ZQ.F,$8.58 B,$30.84,Kazakhstan
1652,Becle,CUERVO.MX,$8.58 B,$2.39,Mexico
1653,Unibail-Rodamco-Westfield,URW.AS,$8.58 B,$61.86,France
1654,XPeng,XPEV,$8.55 B,$9.99,China
1655,Intertek,ITRK.L,$8.55 B,$53.03,UK
1656,Williams-Sonoma,WSM,$8.55 B,$128.51,USA
1657,Tata Consumer Products,TATACONSUM.NS,$8.55 B,$9.20,India
1658,UGI Corporation,UGI,$8.53 B,$40.72,USA
1659,Lifco,LIFCO-B.ST,$8.53 B,$18.78,Sweden
1660,Pinnacle West Capital,PNW,$8.52 B,$75.37,USA
1661,Traton,8TRA.DE,$8.52 B,$17.05,Germany
1662,Banco Santander México,BSMX,$8.51 B,$6.28,Mexico
1663,Doosan Enerbility,034020.KS,$8.51 B,$13.34,S. Korea
1664,National Retail Properties,NNN,$8.50 B,$47.56,USA
1665,Hang Lung Properties,0101.HK,$8.49 B,$1.89,Hong Kong
1666,Penske Automotive,PAG,$8.46 B,$118.65,USA
1667,HMM,011200.KS,$8.45 B,$17.30,S. Korea
1668,ICICI Prulife,ICICIPRULI.NS,$8.45 B,$5.88,India
1669,Signify Health,SGFY,$8.44 B,$28.88,USA
1670,Royal Gold,RGLD,$8.44 B,$128.65,USA
1671,Korea Zinc,010130.KS,$8.43 B,$451.82,S. Korea
1672,Plains All American Pipeline,PAA,$8.42 B,$12.07,USA
1673,Robert Half,RHI,$8.40 B,$77.50,USA
1674,Jones Lang LaSalle,JLL,$8.40 B,$177.16,USA
1675,Americold,COLD,$8.40 B,$31.18,USA
1676,Whirlpool,WHR,$8.40 B,$154.29,USA
1677,Telefónica Deutschland (O2),O2D.DE,$8.40 B,$2.82,Germany
1678,KEPCO,9503.T,$8.40 B,$9.41,Japan
1679,Celsius Holdings,CELH,$8.39 B,$110.18,USA
1680,Choice Properties REIT,CHP-UN.TO,$8.39 B,$11.61,Canada
1681,Churchill Downs,CHDN,$8.39 B,$224.40,USA
1682,Azrieli Group,AZRG.TA,$8.39 B,$69.20,Israel
1683,US Foods,USFD,$8.38 B,$37.29,USA
1684,QNB Finansbank,QNBFB.IS,$8.38 B,$2.50,Turkey
1685,Casey's General Stores,CASY,$8.37 B,$224.77,USA
1686,Want Want China,0151.HK,$8.36 B,$0.70,Hong Kong
1687,SEI Investments,SEIC,$8.36 B,$62.07,USA
1688,Dropbox,DBX,$8.36 B,$23.07,USA
1689,OTP Bank,OTP.F,$8.36 B,$29.31,Hungary
1690,Wharf Holdings,0004.HK,$8.35 B,$2.73,Hong Kong
1691,Webster Financial,WBS,$8.35 B,$48.01,USA
1692,Oracle Corp Japan,4716.T,$8.34 B,$65.03,Japan
1693,Dentsu,4324.T,$8.33 B,$31.47,Japan
1694,Tōkyō Gas,9531.T,$8.32 B,$19.21,Japan
1695,Shimadzu,7701.T,$8.32 B,$28.26,Japan
1696,St. James's Place,STJ.L,$8.32 B,$15.30,UK
1697,Pentair,PNR,$8.31 B,$50.52,UK
1698,Qantas Airways,QAN.AX,$8.30 B,$4.57,Australia
1699,Jardine Cycle & Carriage,C07.SI,$8.29 B,$21.00,Singapore
1700,Indutrade,INDT.ST,$8.29 B,$22.70,Sweden
1701,Insurance Australia Group,IAG.AX,$8.27 B,$3.38,Australia
1702,China Gas,0384.HK,$8.27 B,$1.52,China
1703,Switch,SWCH,$8.27 B,$34.25,USA
1704,Capri Holdings,CPRI,$8.27 B,$64.23,UK
1705,Admiral Group,ADM.L,$8.26 B,$26.06,UK
1706,Masimo,MASI,$8.23 B,$156.75,USA
1707,Unum,UNM,$8.23 B,$41.37,USA
1708,Dino Polska,DNP.WA,$8.22 B,$83.91,Poland
1709,Française des Jeux,FDJ.VI,$8.21 B,$43.07,France
1710,Grupo ACS,ACS.MC,$8.17 B,$31.00,Spain
1711,Agilon Health,AGL,$8.16 B,$19.83,USA
1712,Pearson,PSO,$8.15 B,$11.35,UK
1713,Organon,OGN,$8.15 B,$32.06,USA
1714,Lear Corporation,LEA,$8.14 B,$137.78,USA
1715,Tata Power,TATAPOWER.NS,$8.13 B,$2.55,India
1716,Middleby,MIDD,$8.13 B,$151.00,USA
1717,Grupo Aeroportuario del Sureste,ASR,$8.12 B,$270.86,Mexico
1718,ST Engineering,SJX.F,$8.11 B,$2.61,Singapore
1719,New Fortress Energy,NFE,$8.10 B,$38.84,USA
1720,SK Telecom,SKM,$8.10 B,$20.62,S. Korea
1721,Coty,COTY,$8.08 B,$9.51,USA
1722,Ally,ALLY,$8.08 B,$27.06,USA
1723,Banque Cantonale Vaudoise,BCVN.SW,$8.07 B,$94.05,Switzerland
1724,WH Group,0288.HK,$8.03 B,$0.63,Hong Kong
1725,Ooredoo,ORDS.AE,$8.02 B,$2.50,UAE
1726,Sinopharm,1099.HK,$8.01 B,$2.57,China
1727,Indofood CBP,ICBP.JK,$8.01 B,$0.69,Indonesia
1728,Pure Storage,PSTG,$8.00 B,$26.46,USA
1729,OGE Energy,OGE,$7.99 B,$39.94,USA
1730,Punjab National Bank,PNB.NS,$7.98 B,$0.72,India
1731,CCL Industries,CCL-B.TO,$7.97 B,$45.03,Canada
1732,Bajaj Holdings & Investment,BAJAJHLDNG.NS,$7.96 B,$71.59,India
1733,Megacable Holdings,MEGACPO.MX,$7.96 B,$3.10,Mexico
1734,Accor,AC.PA,$7.95 B,$30.25,France
1735,SRF Limited,SRF.NS,$7.94 B,$26.81,India
1736,S-OIL,010950.KS,$7.93 B,$69.03,S. Korea
1737,Marico,MARICO.NS,$7.92 B,$6.13,India
1738,Fortune Brands Home & Security,FBHS,$7.92 B,$61.90,USA
1739,Avis Budget Group,CAR,$7.91 B,$190.90,USA
1740,Hamamatsu,6965.T,$7.89 B,$51.02,Japan
1741,SKF (Svenska Kullagerfabriken),SKF-B.ST,$7.89 B,$17.72,Sweden
1742,Sealed Air,SEE,$7.88 B,$54.48,USA
1743,Ocado,OCDO.L,$7.87 B,$9.53,UK
1744,Nissin Foods,2897.T,$7.87 B,$77.65,Japan
1745,Tetra Tech,TTEK,$7.87 B,$148.56,USA
1746,Healthcare Realty,HR,$7.85 B,$20.65,USA
1747,Shoprite,SHP.JO,$7.85 B,$14.48,South Africa
1748,Dentsply Sirona,XRAY,$7.85 B,$36.55,USA
1749,Pershing Square Holdings,PSHZF,$7.85 B,$36.42,USA
1750,Türkiye Petrol Rafinerileri,TUPRS.IS,$7.85 B,$28.52,Turkey
1751,Xero,XRO.AX,$7.85 B,$51.78,New Zealand
1752,Auckland Airport,AIA.AX,$7.84 B,$5.33,New Zealand
1753,GAIL,GAIL.NS,$7.84 B,$1.19,India
1754,Ralph Lauren,RL,$7.83 B,$118.81,USA
1755,Acadia Healthcare,ACHC,$7.82 B,$86.00,USA
1756,NCsoft,036570.KS,$7.82 B,$385.13,S. Korea
1757,PetGas (Petronas Gas),6033.KL,$7.78 B,$3.94,Malaysia
1758,Robinhood,HOOD,$7.78 B,$9.32,USA
1759,Grifols,GRFS,$7.78 B,$9.26,Spain
1760,GEA Group,G1A.F,$7.78 B,$43.91,Germany
1761,Crocs,CROX,$7.76 B,$125.82,USA
1762,RaiaDrogasil,RADL3.SA,$7.75 B,$4.71,Brazil
1763,Yamaha Motor,7272.T,$7.74 B,$22.91,Japan
1764,DiaSorin,DIA.MI,$7.74 B,$141.45,Italy
1765,Olin,OLN,$7.74 B,$56.56,USA
1766,Iridium Communications,IRDM,$7.74 B,$61.64,USA
1767,Edison,EDNR.MI,$7.74 B,$1.62,Italy
1768,ARC Resources,ARX.TO,$7.73 B,$12.14,Canada
1769,YPF (Yacimientos Petrolíferos Fiscales),YPF,$7.73 B,$11.08,Argentina
1770,Americana Restaurants International,AMR.AE,$7.72 B,$0.92,UAE
1771,WEX,WEX,$7.69 B,$176.54,USA
1772,Sinopac Financial Holdings,2890.TW,$7.69 B,$0.57,Taiwan
1773,Rakuten,4755.T,$7.69 B,$4.84,Japan
1774,Dish Network,DISH,$7.68 B,$14.49,USA
1775,Zions Bancorporation,ZION,$7.68 B,$51.39,USA
1776,Medical Properties Trust,MPW,$7.67 B,$12.83,USA
1777,MasTec,MTZ,$7.67 B,$98.04,USA
1778,Rational AG,RAA.F,$7.66 B,$674.42,Germany
1779,Allegro.eu,ALE.WA,$7.65 B,$7.25,Poland
1780,Orion Corporation,ORNAV.HE,$7.65 B,$54.52,Finland
1781,Phoenix Group,PHNX.L,$7.65 B,$7.65,UK
1782,AGC,5201.T,$7.65 B,$34.53,Japan
1783,Manhattan Associates,MANH,$7.63 B,$122.40,USA
1784,UiPath,PATH,$7.63 B,$13.81,USA
1785,Elbit Systems,ESLT,$7.62 B,$172.01,Israel
1786,Canadian Utilities,CU.TO,$7.62 B,$28.26,Canada
1787,Japan Exchange Group,8697.T,$7.61 B,$14.44,Japan
1788,Kingdom Holding,4280.SR,$7.61 B,$2.05,S. Arabia
1789,Melrose Industries,MRO.L,$7.61 B,$1.88,UK
1790,Kakao Pay,377300.KS,$7.61 B,$57.22,S. Korea
1791,Amkor Technology,AMKR,$7.60 B,$31.03,USA
1792,Apollo Hospitals,APOLLOHOSP.NS,$7.60 B,$52.86,India
1793,Arabian Internet and Communications Services,7202.SR,$7.59 B,$63.94,S. Arabia
1794,Woori Financial Group,WF,$7.58 B,$31.26,S. Korea
1795,Ciena,CIEN,$7.58 B,$51.09,USA
1796,Banco Santander-Chile,BSAC,$7.56 B,$16.05,Chile
1797,Hess Midstream,HESM,$7.55 B,$31.51,USA
1798,ICICI Lombard,ICICIGI.NS,$7.55 B,$15.38,India
1799,Chubu Electric Power,9502.T,$7.55 B,$9.99,Japan
1800,Mohawk Industries,MHK,$7.53 B,$118.65,USA
1801,Genscript Biotech,1548.HK,$7.52 B,$3.56,China
1802,Arkema,AKE.PA,$7.52 B,$100.63,France
1803,Fosun,0656.HK,$7.51 B,$0.91,China
1804,Donaldson,DCI,$7.50 B,$61.71,USA
1805,Concentrix,CNXC,$7.49 B,$145.14,USA
1806,MISC Berhad,3816.KL,$7.49 B,$1.68,Malaysia
1807,Berry Global,BERY,$7.49 B,$61.55,USA
1808,Shanghai Commercial and Savings Bank,5876.TW,$7.49 B,$1.55,Taiwan
1809,Planet Fitness,PLNT,$7.49 B,$83.69,USA
1810,ABB India,ABB.NS,$7.49 B,$35.35,India
1811,Indian Overseas Bank,IOB.NS,$7.49 B,$0.40,India
1812,Symbotic,SYM,$7.47 B,$13.44,USA
1813,Whitbread,WTB.L,$7.46 B,$36.96,UK
1814,Tokyu,9005.T,$7.46 B,$12.39,Japan
1815,RTL Group,RRTL.F,$7.45 B,$48.18,Luxembourg
1816,Signature Bank,SBNY,$7.44 B,$118.37,USA
1817,AptarGroup,ATR,$7.44 B,$113.97,USA
1818,Globus Medical,GMED,$7.42 B,$74.40,USA
1819,Old Republic International,ORI,$7.42 B,$24.40,USA
1820,Monotaro,3064.T,$7.42 B,$14.94,Japan
1821,Inspire Medical Systems,INSP,$7.42 B,$256.93,USA
1822,Rohm,6963.T,$7.42 B,$75.64,Japan
1823,Jindal Steel & Power,JINDALSTEL.NS,$7.40 B,$7.26,India
1824,Mitsubishi Chemical Holdings,4188.T,$7.40 B,$5.21,Japan
1825,Chemed,CHE,$7.39 B,$497.45,USA
1826,New World Development Company,0017.HK,$7.39 B,$2.94,Hong Kong
1827,Nippon Building Fund,8951.T,$7.38 B,"$4,343",Japan
1828,Orkla,ORKLF,$7.38 B,$7.41,Norway
1829,BKW AG,BKW.SW,$7.38 B,$139.88,Switzerland
1830,Erdemir,EREGL.IS,$7.36 B,$2.17,Turkey
1831,United Spirits,UNITDSPR.BO,$7.36 B,$10.38,India
1832,Advanced Drainage Systems,WMS,$7.35 B,$88.73,USA
1833,IDBI Bank,IDBI.NS,$7.35 B,$0.68,India
1834,Alfamart,AMRT.JK,$7.35 B,$0.18,Indonesia
1835,Singapore Exchange,S68.SI,$7.34 B,$6.87,Singapore
1836,NRG Energy,NRG,$7.34 B,$31.88,USA
1837,Zoomlion,1157.HK,$7.34 B,$0.57,China
1838,Bâloise,BALN.SW,$7.33 B,$162.42,Switzerland
1839,Futu Holdings,FUTU,$7.33 B,$52.25,Hong Kong
1840,Pandora,3P7.F,$7.33 B,$82.02,Denmark
1841,Nestle Malaysia,4707.KL,$7.33 B,$31.26,Malaysia
1842,UnipolSai,US.MI,$7.32 B,$2.59,Italy
1843,Sabesp,SBS,$7.31 B,$10.70,Brazil
1844,Merdeka Copper Gold,MDKA.JK,$7.30 B,$0.30,Indonesia
1845,Cemex,CX,$7.29 B,$4.98,Mexico
1846,Oak Street Health,OSH,$7.29 B,$30.05,USA
1847,ShockWave Medical,SWAV,$7.29 B,$201.91,USA
1848,Aisin Seiki,7259.T,$7.29 B,$27.06,Japan
1849,ITT,ITT,$7.29 B,$88.15,USA
1850,Etihad Etisalat (Mobily),7020.SR,$7.28 B,$9.46,S. Arabia
1851,Emcor,EME,$7.27 B,$152.69,USA
1852,GoTo,GOTO.JK,$7.27 B,$0.01000,Indonesia
1853,Hanwha Solutions,009830.KS,$7.26 B,$37.99,S. Korea
1854,CPFL Energia,CPFE3.SA,$7.24 B,$6.29,Brazil
1855,New Oriental,EDU,$7.24 B,$42.64,China
1856,IGM Financial,IGM.TO,$7.24 B,$30.48,Canada
1857,Santander Polska,BZI.F,$7.23 B,$68.80,Poland
1858,China Development Financial,2883.TW,$7.23 B,$0.43,Taiwan
1859,Skechers,SKX,$7.22 B,$46.56,USA
1860,Dolby,DLB,$7.21 B,$75.55,USA
1861,Canara Bank,CANBK.NS,$7.21 B,$3.98,India
1862,Valmont Industries,VMI,$7.21 B,$338.09,USA
1863,OCI,OCI.AS,$7.20 B,$34.32,Netherlands
1864,Generac Power Systems,GNRC,$7.20 B,$113.66,USA
1865,Indorama Ventures,I93A.F,$7.19 B,$1.26,Thailand
1866,KT Corporation,KT,$7.18 B,$14.04,S. Korea
1867,Skanska,SKA-B.ST,$7.18 B,$17.92,Sweden
1868,Washington H. Soul Pattinson and Company (WHSP),SOL.AX,$7.18 B,$19.91,Australia
1869,Mattel,MAT,$7.18 B,$20.26,USA
1870,Far EasTone,4904.TW,$7.16 B,$2.20,Taiwan
1871,Daito Trust Construction,1878.T,$7.16 B,$105.05,Japan
1872,Roivant Sciences,ROIV,$7.15 B,$9.87,UK
1873,Wacker Chemie,WCH.F,$7.15 B,$144.12,Germany
1874,Restoration Hardware,RH,$7.15 B,$310.38,USA
1875,Idemitsu Kosan,5019.T,$7.15 B,$24.08,Japan
1876,Bid Corp,BID.JO,$7.15 B,$21.43,South Africa
1877,Treasury Wine Estates,TWE.AX,$7.14 B,$9.90,Australia
1878,Amorepacific,090430.KS,$7.14 B,$115.18,S. Korea
1879,Bancolombia,CIB,$7.13 B,$29.67,Colombia
1880,Yes Bank,YESBANK.NS,$7.13 B,$0.25,India
1881,Reece Group,REH.AX,$7.12 B,$11.04,Australia
1882,DWS Group,DWS.F,$7.12 B,$35.64,Germany
1883,Korean Air Lines,003495.KS,$7.12 B,$25.22,S. Korea
1884,DaVita,DVA,$7.12 B,$79.03,USA
1885,Procore,PCOR,$7.11 B,$51.58,USA
1886,Medpace,MEDP,$7.10 B,$228.56,USA
1887,Meiji Holdings,2269.T,$7.10 B,$50.63,Japan
1888,Elm Company,7203.SR,$7.09 B,$88.71,S. Arabia
1889,GlobalWafers,6488.TWO,$7.09 B,$16.30,Taiwan
1890,Q Holding,QHOLDING.AE,$7.09 B,$1.03,UAE
1891,Matador Resources,MTDR,$7.08 B,$60.00,USA
1892,Canadian Tire,CTC.TO,$7.07 B,$216.58,Canada
1893,Roku,ROKU,$7.07 B,$50.82,USA
1894,KGHM Polska Miedź,KGHA.F,$7.07 B,$34.88,Poland
1895,JFE Holdings,5411.T,$7.07 B,$12.29,Japan
1896,Sainsbury's,SBRY.L,$7.06 B,$2.98,UK
1897,ZOZO,3092.T,$7.05 B,$23.53,Japan
1898,Sanlam,SLM.JO,$7.04 B,$3.19,South Africa
1899,Cathay Pacific,0293.HK,$7.04 B,$1.09,Hong Kong
1900,Yang Ming,2609.TW,$7.04 B,$2.02,Taiwan
1901,Klépierre,LI.PA,$7.04 B,$24.66,France
1902,Aselsan,ASELS.IS,$7.04 B,$3.09,Turkey
1903,Western Alliance Bancorporation,WAL,$7.03 B,$64.60,USA
1904,Globant,GLOB,$7.02 B,$168.26,Luxembourg
1905,KBR,KBR,$7.02 B,$51.21,USA
1906,Ternium,TX,$7.01 B,$35.75,Luxembourg
