,employees_number_2017,employees_number_2020,sector,revenue_2017_eu,name,country,link,revenue_2020_eu,compound_annual_growth_rate_cagr_pct,founding_year,absolute_growth_rate_pct
7278,,84,technology,,softelligence,romania,https://www.softelligence.net/,doll_0.00574 b,,2006,
7279,,98,retail,,bebeboutik,france,https://bebeboutik.com/,doll_0.029079999999999998 b,,2012,
7280,,26,cyber security,,venticento,italy,https://www.venticento.com,doll_0.009699999999999999 b,,2005,
7281,,38,technology,,6point6,united kingdom,https://www.6point6.co.uk,doll_0.017 b,,2012,
7282,,9,management consulting,,terre et lac conseil,france,https://conseil.terreetlac.com/,doll_0.0016899999999999999 b,,2012,
7283,,122,technology,,radar cyber security,austria,https://www.radarcs.com/,doll_0.01273 b,,2011,
7284,,121,aerospace & defence,,clair group,france,https://www.clair-group.com/,doll_0.03896 b,,2004,
7285,,348,health,,pharmacy2u,uk,https://www.pharmacy2u.co.uk,doll_0.0895 b,,1999,
7286,,1,food & beverage,,gandolfi international trading,italy,https://www.gandolfiparma.com,doll_0.039799999999999995 b,,2004,
7287,,24,technology,,hexawin,france,https://www.hexawin.fr/,doll_0.00175 b,,2013,
7288,,136,restaurants,,cuinatur activa,spain,https://www.cuinatur.com/wp/,doll_0.00309 b,,2003,
7289,,221,technology,,appsfactory,germany,https://appsfactory.de/,doll_0.01804 b,,2009,
7290,,55,construction,,impre.do,italy,https://www.impredo.it,doll_0.0252 b,,2014,
7291,,54,retail,,c & j direct,germany,https://www.cjdirect.de,doll_0.0213 b,,2005,
7292,,43,advertising,,young digitals,italy,https://www.youngdigitals.com,doll_0.0028 b,,2010,
7293,,46,industrial goods,,alpitronic,italy,https://www.alpitronic.it/,doll_0.00807 b,,2009,
7294,,616,health,,hartford care group,united kingdom,https://www.hartfordcare.co.uk/,doll_0.02395 b,,2014,
7295,,250,interiors,,stiltz homelifts,uk,https://www.stiltz.co.uk/,doll_0.03696 b,,2010,
7296,,9,retail,,a.u.e. genc,germany,https://www.weg-ist-weg.com,doll_0.01098 b,,2009,
7297,,50,fintech,,instantor,sweden,https://www.instantor.com,doll_0.0028 b,,2010,
7298,,60,construction,,cd elektromontagen,germany,https://www.cd-elektro.de/,doll_0.00458 b,,2006,
7299,,105,construction,,star stone,romania,https://www.starstone.ro/,doll_0.00441 b,,2012,
7300,,22,aerospace & defence,,coptrz,uk,https://coptrz.com/,doll_0.0063 b,,2016,
7301,,39,management consulting,,advance capital,france,https://advance-capital.fr,doll_0.00747 b,,2007,
7302,,59,industrial goods,,duetti packaging,italy,https://www.duettipackaging.com,doll_0.0136 b,,2008,
7303,,10,travel & leisure,,pitchup.com,united kingdom,https://www.pitchup.com/,doll_0.00379 b,,2008,
7304,,35,technology,,nurole,uk,https://www.nurole.com/,doll_0.00325 b,,2014,
7305,,22,support services,,heissen becker & friends,germany,https://www.hb-friends.com,doll_0.00267 b,,2014,
7306,,47,technology,,sellsy,france,https://www.sellsy.com,doll_0.0035 b,,2009,
7307,,61,automobiles,,multimoto motor portugal,portugal,https://www.multimoto.pt/pt,doll_0.00262 b,,1990,
7308,,15,construction,,abao energy,germany,https://www.abao.energy/,doll_0.0024100000000000002 b,,2016,
7309,,22,construction,,vertia,finland,https://www.vertia.fi,doll_0.00215 b,,2011,
7310,,15,advertising,,paseo marketing,germany,https://www.paseo-marketing.de,doll_0.0072 b,,2005,
7311,,1,agricultural commodities,,rak & spa services,france,https://www.raketspaservices.com/,doll_0.00533 b,,2008,
7312,,32,technology,,welol next,italy,https://www.welol.it/,doll_0.00269 b,,2011,
7313,,454,management consulting,,anthesis consulting group,uk,https://www.anthesisgroup.com/,doll_0.03152 b,,2013,
7314,,411,technology,,learning technologies group,united kingdom,https://www.ltgplc.com,doll_0.0611 b,,2013,
7315,,45,management consulting,,mind7 consulting,france,https://www.mind7.com/,doll_0.00421 b,,2011,
7316,,75,technology,,intent hq,uk,https://intenthq.com/,doll_0.0057599999999999995 b,,2010,
7317,,57,agricultural commodities,,naïo technologies,france,https://www.naio-technologies.com,doll_0.00176 b,,2011,
7318,,38,construction,,eco bat,france,https://www.eco-bat-71.fr,doll_0.0045 b,,2009,
7319,,16,industrial goods,,dgs,italy,https://www.dgs-srl.it/,doll_0.00237 b,,2014,
7320,,20,ecommerce,,café du cycliste,france,https://www.cafeducycliste.com/,doll_0.00745 b,,2009,
7321,,12,telecoms,,intech microwaves,italy,https://www.intech-mw.com,doll_0.00264 b,,2014,
7322,,6,fashion,,takiston,italy,https://www.tstudiotherapy.com,doll_0.003 b,,1997,
7323,,16,interiors,,progetto,italy,https://www.laprogetto.it/,doll_0.00529 b,,2012,
7324,,8,construction,,langer lüftungs- und klimaanlagen,germany,https://www.langer-rlt.de/,doll_0.00461 b,,2016,
7325,,130,cyber security,,formind,france,https://www.formind.fr/fr/,doll_0.01685 b,,2010,
7326,,1400,support services,,kbs group,germany,https://www.kbs-group.de,doll_0.0346 b,,2011,
7327,,142,technology,,s4m,france,https://www.s4m.io,doll_0.0233 b,,2011,
7328,,20,technology,,we tech,italy,https://www.we-tech.com/,doll_0.00333 b,,2014,
7329,,8,industrial goods,,continental wood ,hungary,http://www.continentalwood.hu/,doll_0.00206 b,,1996,
7330,,20,telecoms,,oasis smart sim europe**,france,https://www.oasis-smartsim.com/,doll_0.00307 b,,2010,
7331,,2,beauty,,e-stock,italy,https://www.e-stock.net,doll_0.0205 b,,2013,
7332,,25,ecommerce,,bodeboca,spain,https://www.bodeboca.com,doll_0.0079 b,,2010,
7333,,69,industrial goods,,tremak,croatia,https://tremak.eu/,doll_0.01159 b,,2012,
7334,,13,health,,aferetica,italy,https://www.aferetica.com/,doll_0.00638 b,,2013,
7335,,165,health,,bentley innomed,germany,https://www.bentley.global,doll_0.038979999999999994 b,,2009,
7336,,550,support services,,equal personal ,germany,https://www.equal-personal.de,doll_0.019100000000000002 b,,2013,
7337,,72,property,,hundt consult,germany,https://www.hundt-consult.de/,doll_0.005900000000000001 b,,2003,
7338,,37,energy,,zero,italy,https://ubroker.it/,doll_0.042 b,,2014,
7339,,70,support services,,skills,france,https://www.skills-rh.fr/,doll_0.01165 b,,2011,
7340,,35,industrial goods,,c.m.b. montaggi,italy,http://www.cmbmontaggi.it,doll_0.007980000000000001 b,,2015,
7341,,14,interiors,,filippo uecher,italy,https://www.filippouecher.it,doll_0.00344 b,,2015,
7342,,12,ecommerce,,nettbureau,norway,https://www.nettbureau.no,doll_0.0047 b,,2011,
7343,,228,property,,iad,france,https://www.iadfrance.fr/,doll_0.22493000000000002 b,,2008,
7344,,212,support services,,geosat,france,https://www.geo-sat.com/,doll_0.013380000000000001 b,,2000,
7345,,22,support services,,3e studio,italy,https://www.3estudio.eu/,doll_0.0028 b,,2015,
7346,,5,construction,,pannonia steel,slovakia,https://www.pannoniasteel.sk/,doll_0.00177 b,,2013,
7347,,37,support services,,lengoo,germany,https://www.lengoo.de,doll_0.00256 b,,2014,
7348,,38,retail,,clabrun,italy,https://www.clabrun.it,doll_0.005 b,,2000,
7349,,14,cyber security,,redshift consulting,portugal,https://www.redshift-consulting.com.pt/,doll_0.0016899999999999999 b,,2010,
7350,,21,fashion,,kronos,italy,https://www.nicefootwear.it/,doll_0.023579999999999997 b,,2009,
7351,,22,beauty,,lasaponaria,italy,https://www.lasaponaria.it/,doll_0.0063 b,,2007,
7352,,108,fintech,,xceptor,uk,https://www.xceptor.com,doll_0.02277 b,,2003,
7353,,26,games industry,,ammo by mig jimenez,spain,https://www.migjimenez.com,doll_0.0027 b,,2013,
7354,,29,technology,,communicate technology,united kingdom,https://communicateplc.com/,doll_0.00391 b,,2011,
7355,,28,law,,3cs corporate solicitors,united kingdom,https://www.3hrcs.com/,doll_0.00283 b,,2012,
7356,,95,health,,die wuhlewanderer,germany,https://wuhlewanderer.de/,doll_0.00497 b,,2013,
7357,,27,technology,,imint vidhance,sweden,https://www.weareimint.com/,doll_0.004849999999999999 b,,2007,
7358,,18,travel & leisure,,globalis viagens,portugal,https://globalisviagens.pt,doll_0.009789999999999998 b,,2015,
7359,,5,construction,,rcube,france,not found,doll_0.0019 b,,2008,
7360,,23,industrial goods,,hensing,germany,https://www.hensing-get-it.com/,doll_0.006019999999999999 b,,2014,
7361,,58,technology,,explicatis,germany,https://www.explicatis.com/,doll_0.00391 b,,1999,
7362,,47,restaurants,,arte e passione,italy,https://artepassioneristorazione.it/,doll_0.0016699999999999998 b,,2016,
7363,,87,retail,,paul marius,france,https://www.paulmarius.fr/,doll_0.02487 b,,2011,
7364,,12,interiors,,giopato & coombes,italy,https://www.giopatocoombes.com,doll_0.00391 b,,2010,
7365,,65,technology,,green energy options,united kingdom,https://www.geotogether.com,doll_0.0345 b,,2006,
7366,,90,technology,,soluzioni prodotti sistemi,italy,https://www.spsistemi.net/,doll_0.00642 b,,2009,
7367,,730,technology,,scalefocus,bulgaria,https://www.scalefocus.com/,doll_0.03314 b,,2012,
7368,,119,food & beverage,,antichi sapori dell'etna,italy,https://www.pisti.it,doll_0.04453 b,,2000,
7369,,3,health,,nordfit sporternährung,germany,https://www.nordfit.de,doll_0.0027 b,,2006,
7370,,650,financial services,,mogo finance,latvia,https://mogo.finance/,doll_0.054 b,,2012,
7371,,45,construction,,proditherm,france,not found,doll_0.0107 b,,1998,
7372,,16,retail,,whiskyzone,germany,https://www.whiskyzone.de/,doll_0.01075 b,,2014,
7373,,65,aerospace & defence,,acc aviation,uk,https://www.accaviation.com,doll_0.19406 b,,2002,
7374,,184,travel & leisure,,klass wagen,romania,https://www.klasswagen.com,doll_0.015099999999999999 b,,2005,
7375,,15,support services,,epi group,france,https://www.epigroupe.com,doll_0.01 b,,2002,
7376,,10,financial services,,nau securities,united kingdom,https://www.nau-securities.com/,doll_0.00237 b,,2011,
7377,,4,agricultural commodities,,tiama,slovenia,http://www.tiama.si/?lang=en,doll_0.00263 b,,2013,
7378,,113,technology,,targa telematics,italy,https://www.targatelematics.com/,doll_0.03739 b,,2002,
7379,,16,travel & leisure,,we exhibit,italy,https://www.weexhibit.biz,doll_0.00283 b,,2015,
7380,,56,advertising,,make marketing y comunicación,spain,https://www.make.es,doll_0.0033 b,,2000,
7381,,35,transport,,meta4log,germany,https://www.meta4log.de/,doll_0.02453 b,,2014,
7382,,180,support services,,atheneum partners,germany,https://atheneum-partners.com/,doll_0.016059999999999998 b,,2010,
7383,,50,transport,,sian wholesale ltd,uk,https://www.sianwholesale.com/,doll_0.07472 b,,2003,
7384,,306,health,,humanas pflege,germany,https://www.humanas.de,doll_0.023829999999999997 b,,2006,
7385,,154,advertising,,doveconviene,italy,https://www.doveconviene.it,doll_0.0145 b,,2011,
7386,,118,support services,,ant personalservice,germany,https://www.ant-personal.de/,doll_0.006 b,,2011,
7387,,104,technology,,visage technologies,sweden,https://www.visagetechnologies.com/,doll_0.005679999999999999 b,,2002,
7388,,46,technology,,mind7 consulting,france,https://www.mind7.com,doll_0.00561 b,,2011,
7389,,25,industrial goods,,dms technologie,germany,https://www.dms-tec.de,doll_0.0067 b,,2010,
7390,,196,restaurants,,grind,united kingdom,https://grind.co.uk/,doll_0.012119999999999999 b,,2011,
7391,,1,games industry,,riotloc,lithuania,https://www.riotloc.com/,doll_0.00155 b,,2016,
7392,,42,management consulting,,adameo pm,france,https://www.adameo.com,doll_0.00398 b,,2011,
7393,,285,restaurants,,tresmes eco activa,spain,https://www.tresmes.com,doll_0.0034 b,,2010,
7394,,170,financial services,,delta capita,united kingdom,https://www.deltacapita.com/,doll_0.01604 b,,2014,
7395,,34,precious metals,,bullionvault,uk,https://www.bullionvault.com/,doll_0.0162 b,,2003,
7396,,30,cyber security,,7layers,italy,https://www.7layers.it/,doll_0.0078 b,,2012,
7397,,21,ecommerce,,eurotone,germany,https://www.druckertanke-berlin.de,doll_0.0033 b,,2005,
7398,,39,support services,,marlin green,united kingdom,https://www.marlingreen.com/,doll_0.03032 b,,2010,
7399,,23,chemicals & pharmaceuticals,,3a antioxidants,spain,https://www.tres-a.net/index.asp,doll_0.0077 b,,2000,
7400,,45,industrial goods,,ergos technology,spain,http://ergostechnology.es,doll_0.00432 b,,2011,
7401,,13,health,,laboratorio la vallonea,italy,https://www.laboratoriolavallonea.net,doll_0.003 b,,2009,
7402,,18,construction,,urban tp,france,https://www.urbantp.com/,doll_0.00352 b,,2014,
7403,,not found,support services,,propulse it,france,https://www.propulse-it.fr/,doll_0.0034 b,,2014,
7404,,6,industrial goods,,on metall,germany,https://on-metall.de/,doll_0.00259 b,,2016,
7405,,78,education,,die wuhlewanderer,germany,https://wuhlewanderer.de,doll_0.00432 b,,2013,
7406,,17,ecommerce,,bluespoon,germany,https://www.bluespoon.de,doll_0.0056 b,,2011,
7407,,not found,technology,,gac technology,france,https://www.gac-technology.com/,doll_0.00405 b,,2007,
7408,,69,technology,,sellsy,france,https://go.sellsy.com/,doll_0.0045899999999999995 b,,2009,
7409,,39,education,,scribbr,the netherlands,https://www.scribbr.com/,doll_0.00886 b,,2012,
7410,,56,technology,,lightfoot innovations,uk,https://www.lightfoot.co.uk,doll_0.00508 b,,2013,
7411,,31,support services,,acanthe conseil,france,https://www.acanthe-conseil.com,doll_0.0034 b,,2013,
7412,,6,support services,,sacee,italy,https://www.sacee.it/,doll_0.00199 b,,2011,
7413,,32,telecoms,,icom,italy,https://www.icom-srl.com/,doll_0.003 b,,2011,
7414,,1000,energy,,selectra,france,https://www.selectra.info/,doll_0.06295 b,,2007,
7415,,13,energy,,energetic,italy,https://energeticefficiency.com/,doll_0.00171 b,,2010,
7416,,111,support services,,vindex,sweden,https://www.vindex.se,doll_0.013529999999999999 b,,2006,
7417,,45,support services,,green park interim & executive,united kingdom,https://www.green-park.co.uk,doll_0.07429999999999999 b,,2006,
7418,,27,automobiles,,city motors,italy,https://www.citymotors.it/,doll_0.03068 b,,1998,
7419,,40,industrial goods,,allesklardruck,germany,https://www.allesklardruck.de/,doll_0.00318 b,,2012,
7420,,9,support services,,faveod,france,https://www.faveod.com/,doll_0.0026 b,,2007,
7421,,15,energy,,cye energia,spain,https://www.cye-energia.com/,doll_0.02367 b,,2013,
7422,,15,chemicals,,phenofarm,italy,https://www.phenofarm.it,doll_0.00239 b,,2009,
7423,,22,support services,,effegi service group*,italy,https://www.effegiservicegroup.com/it,doll_0.0024 b,,2014,
7424,,782,support services,,gevekom,germany,https://gevekom.de/,doll_0.02162 b,,2006,
7425,,15,cyber security,,zebra systems,czech republic,https://www.zebra.cz/,doll_0.00463 b,,1993,
7426,,105,financial services,,integrata oy,finland,https://www.integrata.fi/,doll_0.00941 b,,2008,
7427,,25,retail,,regular trade,germany,https://www.regular-trade.de/,doll_0.01167 b,,2010,
7428,,40,telecoms,,affa.com,france,https://affacom.fr,doll_0.00526 b,,2009,
7429,,12,pharmaceuticals,,galenicum special ingredients,spain,https://www.galenicum.com,doll_0.0114 b,,2010,
7430,,114,travel & leisure,,gs star,germany,https://www.gsh-hotels.com/,doll_0.02745 b,,2012,
7431,,15,energy,,expleo,hungary,http://www.expleo.hu/,doll_0.0027 b,,2011,
7432,,22,technology,,soft & cloud,germany,https://www.softandcloud.com,doll_0.02345 b,,2014,
7433,,119,aerospace & defence,,clair group,france,https://www.clair-group.com,doll_0.02791 b,,2004,
7434,,10,media,,mawsonia,united kingdom,https://www.mawsonia.com,doll_0.0024 b,,2010,
7435,,188,health,,società e salute,italy,https://www.cmsantagostino.it/,doll_0.03074 b,,2009,
7436,,13,technology,,technoworld,united kingdom,https://www.technoworld.com/,doll_0.036840000000000005 b,,1995,
7437,,21,fashion,,confezioni velvet,italy,https://www.confezionivelvet.com/,doll_0.0033599999999999997 b,,2015,
7438,,10,property,,activ bilanz,germany,https://activbilanz.de/,doll_0.01729 b,,1998,
7439,,123,advertising,,once upon a time global,uk,https://www.onceuponatime.agency,doll_0.044469999999999996 b,,2013,
7440,,6,personal & household goods,,laca trade,italy,http://www.lacatrade.com,doll_0.01856 b,,2013,
7441,,4,energy,,cb energie,germany,https://www.cbenergie.de,doll_0.004900000000000001 b,,2011,
7442,,6,retail,,clôture ares,france,https://www.cloture-ares.fr/,doll_0.0025 b,,2011,
7443,,12,ecommerce,,family nation,italy,https://www.family-nation.it/,doll_0.0053 b,,2011,
7444,,19,technology,,majar – matzaridis bros,greece,https://www.majar.gr/,doll_0.01322 b,,1994,
7445,,not found,agricultural commodities,,fsp,france,http://www.fsp-winemerchant.com,doll_0.01249 b,,2012,
7446,,40,advertising,,adtraction marketing,sweden,https://www.adtraction.com,doll_0.029 b,,2007,
7447,,94,transport,,sticker transporte,germany,not found,doll_0.00382 b,,2012,
7448,,791,technology,,izertis,spain,https://www.izertis.com/,doll_0.05074 b,,1996,
7449,,5,ecommerce,,fashion commerce,italy,https://www.fashion-commerce.it/,doll_0.00235 b,,2016,
7450,,10,automobiles,,phobos,slovakia,https://www.autohaus.sk,doll_0.00296 b,,1992,
7451,,36,advertising,,the media image,united kingdom,https://www.the-media-image.com,doll_0.032299999999999995 b,,2009,
7452,,36,management consulting,,next consult,bulgaria,https://next-consult.com/en/about-us,doll_0.00217 b,,2010,
7453,,105,transport,,bulk tainer logistics limited,uk,https://bulktainerlogistics.com/,doll_0.056049999999999996 b,,2009,
7454,,474,support services,,humanus personalservice,germany,https://www.humanus-personalservice.de,doll_0.01486 b,,2013,
7455,,23,media,,pumpup,france,https://www.pumpup.fr,doll_0.0021000000000000003 b,,2010,
7456,,74,financial services,,regulatory finance solutions,united kingdom,https://www.rfs.co.uk,doll_0.0605 b,,2005,
7457,,3,financial services,,industrieleasing deutschland,germany,https://industrieleasing.eu/,doll_0.00901 b,,2014,
7458,,22,industrial goods,,wingeco,italy,https://wingeco.it/,doll_0.0034100000000000003 b,,2016,
7459,,25,ecommerce,,meblobranie.pl,poland,https://www.meblobranie.pl/,doll_0.0193 b,,2021,
7460,,13,construction,,carreau concept,france,https://www.carreauconcept.com,doll_0.00505 b,,2011,
7461,,22,technology,,lex persona,france,https://www.lex-persona.com,doll_0.0029500000000000004 b,,2005,
