id,name,address,nation,hhid,industry,sic_code,type,est_of_ownership
eca11abf6cfa43e1b8bd1f6d178559f5,Banca Monte Dei Paschi Di Siena Spa,"PIAZZA SALIMBENI 3, SIENA, 53100, SIENA, ITALY",IT00884060526,H-IT0028646150,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,1472
56ddb7d42db749f784887cbf9005a580,Rai Radiotelevisione Italiana Spa,"VIALE GIUSEPPE MAZZINI 14, ROMA, 00195, ROMA, ITALY",IT06382641006,H-IT0052507467,"Transportation, Communications, Electric, Gas, and Sanitary Services",Television station (4833),Corporation,2001
85f90062e7964b0c9cd8039df0cdb2d0,De La Costa Srl,"VIA PORTICI UMBERTO I 5/3, MALCESINE, 37018, VERONA, ITALY",IT04579370232,H-IT0062449729,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2018
6c6c528efb904d0dac2421bf36ae6659,Calzedonia Holding Spa,"VIA MONTE BALDO 20, VILLAFRANCA DI VERONA, 37062, VERONA, ITALY",IT03742500238,H-IT0002216302,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2008
a7402eaf803f48c0a47b0c082f8a5684,Eurizon Capital Sgr Spa,"PIAZZETTA GIORDANO DELL'AMORE 3, MILANO, 20121, MILANO, ITALY",IT12914730150,H-IT0036432156,"Finance, Insurance, and Real Estate",Investment advisory service (6282),Corporation,1983
9e4b8f9ca351401882c2d63f7ca081dd,Finiper Canova Group Spa,"VIA AMILCARE PONCHIELLI 7, MILANO, 20129, MILANO, ITALY",IT06154870965,H-IT0004175387,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2008
c9e57445c5d34866aeb77ba03a986c2f,Bper Banca Spa,"VIA SAN CARLO 8/20, MODENA, 41121, MODENA, ITALY",IT01153230360,H-IT0051823365,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,1867
c8241254deef44768b28426537929ffc,Gecos - Generale Di Commercio E Servizi Spa,"VIA DELLE INDUSTRIE 8, SPINEA, 30038, VENEZIA, ITALY",IT01581890272,H-IT0034418431,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1958
909d8090e18d45d8a6219b953e120b1d,Gruppo Pam Spa,"VIA DELLE INDUSTRIE 8, SPINEA, 30038, VENEZIA, ITALY",IT01534730278,H-IT0000168572,Wholesale Trade,Whol general groceries (5141),Corporation,1980
af03f70269094506b1ef8509a3560ac1,Ibm Italia Spa,"CIRCONVALLAZIONE IDROSCALO SNC, SEGRATE, 20054, MILANO, ITALY",IT10914660153,H-IT0070576246,Services,Custom computer programming (7371),Corporation,1927
cfdb83f7fda942dfa5bc48c39ea6949c,Brembo Spa,"VIALE EUROPA 2, STEZZANO, 24040, BERGAMO, ITALY",IT00222620163,H-IT0014781409,Manufacturing,Mfg motor vehicle parts/accessories (3714),Corporation,1971
af2cd16d1913418da232747c9111a378,Nuova Fourb Srl,"VIA MONTE ORTIGARA 5, BERGAMO, 24121, BERGAMO, ITALY",IT03165690169,H-IT0002214997,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2004
bb7494b765af4ff6a155e5cc17c9d213,Sky Italia Srl,"VIA MONTE PENICE 7, MILANO, 20138, MILANO, ITALY",IT04619241005,H-IT0071659145,"Transportation, Communications, Electric, Gas, and Sanitary Services",Television station (4833),Corporation,1993
b61cdb8c43014186b71b3644f7f23c33,Barilla G. E R. Fratelli Spa,"VIA MANTOVA 166, PARMA, 43122, PARMA, ITALY",IT01654010345,H-IT0049411330,Manufacturing,Mfg macaroni/spaghetti (2098),Corporation,1988
e6794257ca6e47da97b40151e58c7b49,Alitalia Societa' Aerea Italiana Spa,"VIA ALBERTO NASSETTI PAL.ALFA SNC, FIUMICINO, 00054, ROMA, ITALY",IT13029381004,H-IT0043242537,"Transportation, Communications, Electric, Gas, and Sanitary Services",Scheduled air transportation (4512),Corporation,1999
145fcba667d34759aff7dddd906f56b9,Bolton Group Srl,"VIA GIOVANNI BATTISTA PIRELLI 19, MILANO, 20124, MILANO, ITALY",IT05983890152,H-IT0068385552,Services,Business services (7389),Corporation,1980
aee5b1cb6a93435b90c97fa724fb1ae3,Factor Holding Srl,"VIA GIOVANNI BATTISTA PIRELLI 19, MILANO, 20124, MILANO, ITALY",IT07224860960,H-IT0020453108,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2010
994f15ffaf734caab20a9328b6a1231a,Anas Spa,"VIA MONZAMBANO 10, ROMA, 00185, ROMA, ITALY",IT02133681003,H-IT0049402331,"Transportation, Communications, Electric, Gas, and Sanitary Services",Transportation services (4789),Corporation,1950
d5c303821a4b41849090de1e8ed26a56,Maire Tecnimont Spa,"VIA GAETANO DE CASTILLIA 6/A, MILANO, 20124, MILANO, ITALY",IT07673571001,H-IT0074296558,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2003
1b57d535bfcf436e9db7fd5eb9da4e94,Samsung Electronics Italia Spa,"VIA MIKE BONGIORNO 9, MILANO, 20124, MILANO, ITALY",IT11325690151,H-IT0065500911,Wholesale Trade,Whol appliances/tv/radio (5064),Corporation,1991
2777034b4f004c8eb6ab91b0c4941512,Renault Italia Spa,"VIA TIBURTINA 1159, ROMA, 00156, ROMA, ITALY",IT05811161008,H-IT0011169516,Retail Trade,Ret new/used automobiles (5511),Corporation,1962
794c788fac1d4556bfca7609ac479ee2,Axa Assicurazioni Spa,"CORSO COMO 17, MILANO, 20154, MILANO, ITALY",IT00902170018,H-IT0010264795,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1947
3ca34bb50cab4c54893faf69c025fb47,Mediamarket Spa,"VIA FURLANELLI 69, VERANO BRIANZA, 20843, MONZA E BRIANZA, ITALY",IT02630120166,H-IT0062356658,Retail Trade,Ret misc general merchandise (5399),Corporation,1990
35172be73d5d46be871c49068d4af31f,Finarvedi Spa,"PIAZZA LODI 7, CREMONA, 26100, CREMONA, ITALY",IT04587230154,H-IT0020650884,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1979
1387ef3a77594498b00880f2a8ade801,Inalca Spa,"VIA SPILAMBERTO 30/C, CASTELVETRO DI MODENA, 41014, MODENA, ITALY",IT02562260360,H-IT0047540028,Manufacturing,Meat packing plant (2011),Corporation,1988
b62f8930aa1c4ec3b161290c39cc2005,Banca Nazionale Del Lavoro Spa,"VIALE ALTIERO SPINELLI 30, ROMA, 00157, ROMA, ITALY",IT09339391006,H-IT0075933586,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,2007
c56b8034cbeb46f49f3c0a6a48c913a1,Fastweb Spa,"VIA FRANCESCO CARACCIOLO 51, MILANO, 20155, MILANO, ITALY",IT12878470157,H-IT0073082406,"Transportation, Communications, Electric, Gas, and Sanitary Services",Telephone communications (4813),Corporation,1999
91d1ad7574924de4988c70825812a33e,Finbre Spa,"VIALE DEL LAVORO 20, BELFIORE, 37050, VERONA, ITALY",IT01907700239,H-IT0053224930,"Finance, Insurance, and Real Estate",Subdivider/developer (6552),Corporation,1986
2b82158ca0b94ee3ad88b2c2cfdeecc4,Maxi Di Srl,"VIALE DEL LAVORO 20, BELFIORE, 37050, VERONA, ITALY",IT00542090238,H-IT0037877445,Retail Trade,Ret groceries (5411),Corporation,1975
3df7bd4f5a4a4d17b501ba82f13abd9d,Swisscom Italia Srl,"PIAZZA ADRIANO OLIVETTI 1, MILANO, 20139, MILANO, ITALY",IT09412871007,H-IT0073228761,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2007
764ca2b6213d4a7eb0fd127ed593d86d,Zurich Investments Life Spa,"VIA BENIGNO CRESPI 23, MILANO, 20159, MILANO, ITALY",IT08921640150,H-IT0065538978,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1952
6c468d4fcbae4546bcb2e3928d5245ea,Arca Vita Spa,"VIA DEL FANTE 21, VERONA, 37122, VERONA, ITALY",IT01947090237,H-IT0056068484,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1987
3271d226c9ca4eb7b3f34cd05ddc807e,Agricola Tre Valli Societa' Cooperativa,"VIA VALPANTENA 18/G, VERONA, 37142, VERONA, ITALY",IT02447620234,H-IT0050197304,Manufacturing,Poultry processing (2015),Corporation,1983
01fe3375665c4f8ab34ac84f054bc0ff,Conad Consorzio Nazionale Dettaglianti Soc Coop,"VIA MICHELINO 59, BOLOGNA, 40127, BOLOGNA, ITALY",IT03320960374,H-IT0017623804,Wholesale Trade,Whol non durable goods (5199),Corporation,1962
e01889562ccb43f5b7cbb71ffdc7b148,Sesa Spa,"VIA DELLA PIOVOLA 138, EMPOLI, 50053, FIRENZE, ITALY",IT07116910964,H-IT0021553033,Services,Management consulting services (8742),Corporation,2010
773945dd609e491c983f2b9281e7a1db,Terna Rete Elettrica Nazionale Spa,"VIALE EGIDIO GALBANI 70, ROMA, 00156, ROMA, ITALY",IT05779661007,H-IT0009518258,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1999
af2d40579f5d459ba3be1546e8f98440,Moncler Spa,"VIA ENRICO STENDHAL 47, MILANO, 20144, MILANO, ITALY",IT04642290961,H-IT0002491664,"Finance, Insurance, and Real Estate",Patent owner/lessor (6794),Corporation,2004
323660c5dfd94f68b063a5bf3b9a5ae7,Michelin Italiana S.a.m.i. Spa,"CORSO GIULIO CESARE 424/95/C, TORINO, 10156, TORINO, ITALY",IT00570070011,H-IT0010302581,Manufacturing,Mfg tires/inner tubes (3011),Corporation,1930
9fbe03fc8be9407e97fc11c87906ea54,Brt Spa,"VIA ENRICO MATTEI 42, BOLOGNA, 40138, BOLOGNA, ITALY",IT04507990150,H-IT0022984526,"Transportation, Communications, Electric, Gas, and Sanitary Services",Trucking operator-non local (4213),Corporation,1979
0e199472f7b249f9bcd1d71ee7b9b2b2,De' Longhi Appliances Srl,"VIA LODOVICO SEITZ 47, TREVISO, 31100, TREVISO, ITALY",IT00698370962,H-IT0009358986,Manufacturing,Mfg electric housewares/fans (3634),Corporation,1968
c689777d9e1c43698934d1ddd13db07e,Ford Italia Spa,"VIA DEL SERAFICO 89, ROMA, 00142, ROMA, ITALY",IT00894451004,H-IT0008847908,Retail Trade,Ret new/used automobiles (5511),Corporation,1929
5a9d37a4bf75455684c20d79b7043044,So.fi.d.a. Spa,"CONTRADA DELLA MISERICORDIA 14, VICENZA, 36100, VICENZA, ITALY",IT02037780240,H-IT0039940438,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,1988
585c648d71a246489b9bf80fa1c6cf55,Arianna 2001 Spa,"VIA LEOPOLDO SERRA 32, ROMA, 00153, ROMA, ITALY",IT01690551005,H-IT0002323834,Services,Business services (7389),Corporation,1985
3e4f3f7c43514064ada65981169066a6,Recordati Industria Chimica E Farmaceutica Spa,"VIA MATTEO CIVITALI 1, MILANO, 20148, MILANO, ITALY",IT00748210150,H-IT0009754954,Manufacturing,Mfg pharmaceutical preparations (2834),Corporation,1926
7226dc97f98d4ac295479d26cd6f02ff,Leroy Merlin Italia Srl,"STRADA 8 PALAZZO N MILANOFIORI, ROZZANO, 20089, MILANO, ITALY",IT05602710963,H-IT0001474030,Retail Trade,Ret misc general merchandise (5399),Corporation,1993
c2cc682cce3f41c18c9afa3a46dd47c9,Vittoria Assicurazioni Spa,"VIA IGNAZIO GARDELLA 2, MILANO, 20149, MILANO, ITALY",IT01329510158,H-IT0009852255,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Corporation,1921
b7e73eb8aec54987877c5bcc59c26c4a,Vanini Holding Srl,"VIA ANSPERTO 7, MILANO, 20123, MILANO, ITALY",IT04626420964,H-IT0024524522,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2004
60230f7ea07545c2a577dfc6c970efdd,Fedrigoni Spa,"VIA ENRICO FERMI 13/F, VERONA, 37135, VERONA, ITALY",IT01664630223,H-IT0073057495,Manufacturing,Paper mill (2621),Corporation,1961
a432b88cf3774fa1a45838cbd52ead94,Gruppo Ipg Holding Spa,"VIALE BIANCA MARIA 24, MILANO, 20129, MILANO, ITALY",IT05830220967,H-IT0024173657,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2007
dba5b63157364f0485cb8635fbb24131,Bg Holding Srl,"VIA BORGONUOVO 14, MILANO, 20121, MILANO, ITALY",IT11400920960,H-IT0587875608,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2020
6ce35f6ab11a4eeeb9197e1276a5d6eb,Burgo Group Spa,"VIA PIAVE 1, ALTAVILLA VICENTINA, 36077, VICENZA, ITALY",IT13051890153,H-IT0075590115,Manufacturing,Paper mill (2621),Corporation,1905
cfaa7e030e544ef58a18821177d57aaa,Gruppo Lactalis Italia Srl,"VIA FLAVIO GIOIA 8, MILANO, 20149, MILANO, ITALY",IT04889820967,H-IT0007749643,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2002
5c953eba33eb483eb27be325831548a9,Megaholding Srl,"STRADA PROVINCIALE 130 ANDRIA-TRANI, TRANI, 76125, BARLETTA ANDRIA TRANI, ITALY",IT01149290726,H-IT0013320254,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1979
1ced98d31f494943a28ab1709387dd43,Betflag Spa,"ZONA INDUSTRIALE DI BARAGIANO SNC, BALVANO, 85050, POTENZA, ITALY",IT01779160769,H-IT0020126247,Services,Amusement/recreation services (7999),Corporation,2010
087ec348dbad4951b93e3ea3b8cdbc58,Computer Gross Spa,"VIA DEL PINO 1, EMPOLI, 50053, FIRENZE, ITALY",IT04801490485,H-IT0075070049,Wholesale Trade,Whol computers/peripherals (5045),Corporation,1993
cc9b2813055c43b5b974a79eea632c0c,Publitalia 80 Concessionaria Pubblicita' Spa,"VIALE EUROPA 46, COLOGNO MONZESE, 20093, MILANO, ITALY",IT04529390157,H-IT0025357808,Services,Advertising representative (7313),Corporation,1979
a410e33db4804bacb565ed8451170450,Papiniano Spa,"VIA GUGLIELMO MARCONI 36, BOLOGNA, 40122, BOLOGNA, ITALY",IT03527610376,H-IT0030349982,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,1985
7975a53680424bdb8f9f43cc3f05d29c,Ies Italiana Energia E Servizi Spa,"STRADA CIPATA 79, MANTOVA, 46100, MANTOVA, ITALY",IT03123470100,H-IT0036784486,Manufacturing,Petroleum refiner (2911),Corporation,1975
fad8788dc4eb43bab89dd9e2c50d4f8e,Commercianti Indipendenti Associati Soc Coop,"VIA DEI MERCANTI 3, FORLI', 47122, FORLI'-CESENA, ITALY",IT00138950407,H-IT0035389850,Wholesale Trade,Whol general groceries (5141),Corporation,1959
c25538ed2d1445f3b5754e2a7582dfa5,Casillo Partecipazioni Spa,"VIA ANTONIO SANT'ELIA, CORATO, 70033, BARI, ITALY",IT05287570724,H-IT0071883754,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1998
22d191dff58c4adaab0cca6a934f4b2b,Otb Spa,"VIA DELL'INDUSTRIA 2, BREGANZE, 36042, VICENZA, ITALY",IT01571110244,H-IT0034407464,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1981
302c2b2aad4647cc9590a8c38c42c005,Ansaldo Energia Spa,"VIA NICOLA LORENZI 8, GENOVA, 16152, GENOVA, ITALY",IT03279700102,H-IT0009920250,Manufacturing,Mfg turbines/generator sets (3511),Corporation,1953
bb2cc936e1984de8873b81349419cc47,Romeo Gas Spa,"VIA VERIZZO 1030, PIEVE DI SOLIGO, 31053, TREVISO, ITALY",IT12060630964,H-IT0888727319,"Transportation, Communications, Electric, Gas, and Sanitary Services",Gas transmission/distribution (4923),Corporation,2021
09b93eda74f14dc98cd4a27c3f5ce32e,Sg Distribuzione Srl,"VIA GIORGIO PERLASCA 20/C, FIDENZA, 43036, PARMA, ITALY",IT03000750343,H-IT1038511118,"Transportation, Communications, Electric, Gas, and Sanitary Services",Gas transmission/distribution (4923),Corporation,2022
48ef8062c1b14cb4a20233da61cd1bda,Radicifin Sapa,"VIA GIUSEPPE VERDI 11, BERGAMO, 24121, BERGAMO, ITALY",IT01612320166,H-IT0062801449,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1985
39ff47ac4fe64642bf151cd77be98bb2,Alpha Trading Spa,"VIA BRIGATA LIGURIA 3/19, GENOVA, 16121, GENOVA, ITALY",IT11879090154,H-IT0021467846,Wholesale Trade,Whol petroleum products (5172),Corporation,1985
e3331814d9e44cb1960b9c9a95fe8f80,Credit Agricole Italia Spa,"STRADA DELL'UNIVERSITA' 1, PARMA, 43121, PARMA, ITALY",IT02113530345,H-IT0066706513,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,1860
bbf207f7b0444a418401c27d06d28ac2,Manpower Srl,"VIA GIOACCHINO ROSSINI 6/8, MILANO, 20122, MILANO, ITALY",IT11947650153,H-IT0072914947,Services,Help supply services (7363),Corporation,1996
de47f7e4f2884237a79e7585dd4c82a6,Bennet Holding Spa,"PIAZZA DELLA REPUBBLICA 28, MILANO, 20124, MILANO, ITALY",IT07069120967,H-IT0025923595,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2010
0dc7be4420ed4404923561769f3ebb72,Finmeg Srl,"PIAZZA DELLA REPUBBLICA 28, MILANO, 20124, MILANO, ITALY",IT05951430965,H-IT0003010643,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2007
6a8ec71f51354659955b58ac7ddd3426,Bennet Spa,"VIA ENZO RATTI 2, MONTANO LUCINO, 22070, COMO, ITALY",IT07071700152,H-IT0050435167,Retail Trade,Ret groceries (5411),Corporation,1983
299845faf5de4424b9d8031e1d4f2e64,Servizi In Rete 2001 Srl,"VIA LEOPOLDO SERRA 32, ROMA, 00153, ROMA, ITALY",IT09251361003,H-IT0075759675,Services,Business services (7389),Corporation,1988
7a0b42a826444bc0b99e385534111058,Cosulich International Srl,"PONTE FRANCESCO MOROSINI 41, GENOVA, 16126, GENOVA, ITALY",IT01764000996,H-IT0020978235,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2007
3ae889975e83405ab9d01418d3d627b8,Fratelli Cosulich Spa,"VIA DANTE ALIGHIERI 5, TRIESTE, 34122, TRIESTE, ITALY",IT00051020329,H-IT0010655727,"Transportation, Communications, Electric, Gas, and Sanitary Services",Water freight transportation (4449),Corporation,1948
2c575a4a7f844fbaa27beb8244967f6f,Dolomiti Energia Trading Spa,"VIA FERSINA 23, TRENTO, 38123, TRENTO, ITALY",IT03027910235,H-IT0075537567,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,2000
a0e0a8654d384e00bcaed1d3c80926c9,Ferrero Commerciale Italia Srl,"PIAZZALE PIETRO FERRERO 1, ALBA, 12051, CUNEO, ITALY",IT03629090048,H-IT0048640867,Wholesale Trade,Whol confectionery (5145),Corporation,2015
a248b4c827b44862ad70a713fc926c72,Arcelormittal Commercial Italy Srl,"ZONA INDUSTRIALE SNC, LUOGOSANO, 83040, AVELLINO, ITALY",IT00947260154,H-IT0039603474,Wholesale Trade,Metals service center (5051),Corporation,1971
9f232090cbb349b8bd89f526423927b9,Arval Service Lease Italia Spa,"VIA DELLE SETTE REGOLE 21, SCANDICCI, 50018, FIRENZE, ITALY",IT04911190488,H-IT0075579588,Services,Passenger car rental (7514),Corporation,1995
25efe189979042db9c559b1cfadc16b6,Reti Televisive Italiane Spa,"VIALE EUROPA 44/46 48, COLOGNO MONZESE, 20093, MILANO, ITALY",IT03976881007,H-IT0029655471,"Transportation, Communications, Electric, Gas, and Sanitary Services",Radio broadcast station (4832),Corporation,1983
71ef35994d0c4c6f9bf7bec62cf3ce05,Caltagirone Spa,"VIA BARBERINI 28, ROMA, 00187, ROMA, ITALY",IT00891131005,H-IT0008049726,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1908
aaf1467f367b42e481ec3b3a6d0a0e32,Nexi Payments Spa,"CORSO SEMPIONE 55, MILANO, 20149, MILANO, ITALY",IT04107060966,H-IT0074072633,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,1985
1dc3d7b146904dd191f85bb94a824379,Unicomm Srl,"VIA ADELE BEI 340, CESENA, 47522, FORLI'-CESENA, ITALY",IT01274580248,H-IT0012575569,Retail Trade,Ret mail-order house (5961),Corporation,1980
6b327d2f3f9143a2b352d72f63ddd1d6,Hdi Assicurazioni Spa,"PIAZZA GUGLIELMO MARCONI 25, ROMA, 00144, ROMA, ITALY",IT04349061004,H-IT0069832633,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Corporation,1927
c74be9b7bffc4f1c800d5791b6b0a4cd,Iper Montebello Spa,"VIA MARCO ULPIO TRAIANO 57, MILANO, 20149, MILANO, ITALY",IT03585750155,H-IT0013955748,Retail Trade,Ret groceries (5411),Corporation,1963
87bb23a153ef400f8b3eb58bf954ab88,Egea Ente Gestione Energia E Ambiente Spa,"VIA VIVARO 2, ALBA, 12051, CUNEO, ITALY",IT01817090044,H-IT0016323181,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1924
1411a54db3a447169067b6f087a9cd02,Sdf Spa,"VIALE FRANCESCO CASSANI 14, TREVIGLIO, 24047, BERGAMO, ITALY",IT00215890161,H-IT0008057494,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1927
c825771230314ca88929c44c5bbbc108,Reply Spa,"VIA CARDINALE GUGLIELMO MASSAIA 83, TORINO, 10147, TORINO, ITALY",IT08013390011,H-IT0051305976,Services,Custom computer programming (7371),Corporation,1997
9dad9837ff9d478f835d3ede2678e3a9,Sdf Holding Spa,"VIA XX SETTEMBRE 58/C, BERGAMO, 24122, BERGAMO, ITALY",IT04261470167,H-IT0058547967,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2017
0852e24b6d0840b48fc32d668ec1b056,Compagnia Siderurgica Italiana Srl,"ZONA INDUSTRIALE, OSOPPO, 33010, UDINE, ITALY",IT02448660304,H-IT0024431869,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2006
47fde6d5508b494fb4dc0fac76545ac6,Fin.fer. Spa,"ZONA INDUSTRIALE SNC, OSOPPO, 33010, UDINE, ITALY",IT00490250305,H-IT0047159456,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1977
35538b85687e411ebcf6eeb577cd92f5,Credemvita Spa,"VIA LUIGI SANI 1, REGGIO EMILIA, 42121, REGGIO EMILIA, ITALY",IT01437550351,H-IT0072039167,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1990
7f3522a4c34b4d0da06c4862f1a4acba,Ge Italia Holding Srl,"VIA I MAGGIO 99, RIVALTA DI TORINO, 10040, TORINO, ITALY",IT12061090010,H-IT0065323149,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2019
f4ef06d61e2f42feb662dfa2fac4e11a,Alperia Smart Services Srl,"VIA DODICIVILLE 8, BOLZANO, 39100, BOLZANO, ITALY",IT01745520211,H-IT0069572062,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1999
22e12780cf334c5ca9276af04ddb2efb,Ovs Spa,"VIA TERRAGLIO 17, VENEZIA, 30174, VENEZIA, ITALY",IT04240010274,H-IT0042059909,Retail Trade,Ret misc general merchandise (5399),Corporation,2014
b427a9aa721645f889113ce5c8fd45ee,Candy Hoover Group Srl,"VIA EDEN FUMAGALLI, BRUGHERIO, 20861, MONZA E BRIANZA, ITALY",IT00786860965,H-IT0012031763,Manufacturing,Mfg electric housewares/fans (3634),Corporation,1945
12519db6fb094f78becc874b37acf4b7,Francesco Spa,"VIA DEL RIO 400, CESENA, 47522, FORLI'-CESENA, ITALY",IT03724250406,H-IT0004677358,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2008
a2e9a69fa2064d2597a777e8825f2398,Amadori Spa,"PIAZZA BORROMEO 14, MILANO, 20123, MILANO, ITALY",IT10139280969,H-IT0058696008,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2017
6d9eeb1772ca48a38e550912fd4188b2,Cooperativa Esercenti Farmacia Soc. Coop. A Rl,"VIA ACHILLE GRANDI 18, BRESCIA, 25125, BRESCIA, ITALY",IT00272680174,H-IT0034820485,Wholesale Trade,Whol drugs/sundries (5122),Cooperative,1934
db2126ffcbb844169edf0697beb324d7,Centauro Srl,"VIA AGOSTINO BERTANI 2, MILANO, 20154, MILANO, ITALY",IT11258310157,H-IT0042957966,"Finance, Insurance, and Real Estate",Subdivider/developer (6552),Corporation,1994
0291458735164f0a975aa28178f338c9,Tesya Spa,"VIA PADANA SUPERIORE 19, VIMODRONE, 20055, MILANO, ITALY",IT00156280026,H-IT0009265147,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1952
c4794cbef0284490bddaef5fa0d15b1b,Alpiq Energia Italia Spa,"VIA MAROSTICA 1, MILANO, 20146, MILANO, ITALY",IT12930940155,H-IT0072874368,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1999
d5ae56b5b3344e25b8c58fade942729d,Alpiq Italia Srl,"VIA MAROSTICA 1, MILANO, 20146, MILANO, ITALY",IT13264630156,H-IT0074441337,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,2000
93153b51773a4b1fadf0006c1ffce87e,Impresa Pizzarotti & C. Spa,"VIA MADRE ANNA MARIA ADORNI 1, PARMA, 43121, PARMA, ITALY",IT00533290342,H-IT0008738297,Construction,Operative builders (1531),Corporation,1910
f27becc8d16a4d5abf373bc80c0287d3,Autotorino Spa,"VIA STAZIONE 4, COSIO VALTELLINO, 23013, SONDRIO, ITALY",IT10024610155,H-IT0064668533,Retail Trade,Ret new/used automobiles (5511),Corporation,1990
4b16363c098346d6bf6acffa39d93cc9,Philip Morris Manufacturing & Technology Bologna Spa,"VIA GIACOMO VENTURI 1-2, VALSAMOGGIA, 40053, BOLOGNA, ITALY",IT00737070151,H-IT0009644059,Manufacturing,Mfg chewing/smoking tobacco (2131),Corporation,1962
cc9ca10c873c4cc38203e6e1c011ac4d,Sanofi Srl,"VIALE LUIGI BODIO 37/B, MILANO, 20158, MILANO, ITALY",IT00832400154,H-IT0055781381,Manufacturing,Mfg pharmaceutical preparations (2834),Corporation,1938
880bde71cc754f5f9e839c1693280d97,Leasys Spa,"CORSO ORBASSANO 367, TORINO, 10137, TORINO, ITALY",IT06714021000,H-IT0058324453,Services,Passenger car rental (7514),Corporation,2000
023fd7c156e14cf7a773d400dd05aa49,Unilever Italia Mkt. Operations Srl,"VIA PAOLO DI DONO 3/A, ROMA, 00142, ROMA, ITALY",IT06397510964,H-IT0002837900,Wholesale Trade,Whol non durable goods (5199),Corporation,1996
adeb0c9c7ce543789c60faa1fe28fa3d,Decathlon Italia Srl,"VIA LAVORATORI AUTOBIANCHI 1, DESIO, 20832, MONZA E BRIANZA, ITALY",IT11005760159,H-IT0069732612,Retail Trade,Ret sporting goods/bicycles (5941),Corporation,1991
796837083ce543cd8bec0c2c35cbba75,Hb Trading Spa,"PIAZZA GIUSEPPE GARIBALDI 4, SARZANA, 19038, LA SPEZIA, ITALY",IT06076100962,H-IT0003003698,"Transportation, Communications, Electric, Gas, and Sanitary Services",Natural gas distribution (4924),Corporation,2008
7100e2c8bfc743f1a8b8ec0959c72ca8,Eurospin Lazio Spa,"VIA FRANCESCO BARACCA 2/4 6, APRILIA, 04011, LATINA, ITALY",IT04766841003,H-IT0071511059,Retail Trade,Ret groceries (5411),Corporation,1994
fffe1deb724c493184249cfd65e6cc0c,Megamark Srl,"STRADA PROVINCIALE 130 ANDRIA-TRANI, TRANI, 76125, BARLETTA ANDRIA TRANI, ITALY",IT02969690615,H-IT0003441288,Wholesale Trade,Whol non durable goods (5199),Corporation,2003
