id,name,address,nation,hhid,industry,sic_code,type,est_of_ownership
4e03f5ca3577450680d9d84397d897c9,Iveco Spa,"VIA PUGLIA 35, TORINO, 10156, TORINO, ITALY",IT09709770011,H-IT0002560860,Manufacturing,Mfg motor vehicle/car bodies (3711),Corporation,1974
604ffdac0214421dbe8a498bf7039bc8,Lidl Italia Srl,"VIA AUGUSTO RUFFO 36, ARCOLE, 37040, VERONA, ITALY",IT02275030233,H-IT0061825417,Wholesale Trade,Whol non durable goods (5199),Corporation,1991
a6a6889903a34ad4bf0cbf9dbfdf71c3,Webuild Spa,"CENTRO DIREZIONALE MILANOFIORI SNC, ROZZANO, 20089, MILANO, ITALY",IT02895590962,H-IT0008505748,Construction,Heavy construction (1629),Corporation,1959
42c4ce8e9a664d0fae9c8be389bc0db7,Atlantia Spa,"PIAZZA DI SAN SILVESTRO 8, ROMA, 00187, ROMA, ITALY",IT03731380261,H-IT0072354208,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1950
57f3bc041632436e95486e6db5568eaf,Salini Costruttori Spa,"VIA DEL LAURO 3, MILANO, 20121, MILANO, ITALY",IT00892101007,H-IT0011203706,Construction,Operative builders (1531),Corporation,1972
b0b56b7502114ae1a282683030001144,Amazon Web Services Emea Sarl,"VIALE MONTE GRAPPA 3/5, MILANO, 20124, MILANO, ITALY",IT10119840964,H-IT0058458530,Services,Computer related services (7379),Foreign Company,2017
a62e7d2a1354476a822e39643bbfb807,Allianz Spa,"PIAZZA TRE TORRI 3, MILANO, 20145, MILANO, ITALY",IT05032630963,H-IT0007923414,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,1911
9c2fef2b687649f997c2e9b6e01d916a,Mediolanum Vita Spa,"VIA FRANCESCO SFORZA, BASIGLIO, 20079, MILANO, ITALY",IT01749470157,H-IT0065539494,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Corporation,1972
0fd8290faf56448ca74fbf9b55090923,Engie Italia Spa,"VIALE FULVIO TESTI 280, MILANO, 20126, MILANO, ITALY",IT06289781004,H-IT0061508462,Services,Engineering services (8711),Corporation,2000
18ff6a6f91294566a4a058e6bc47b98a,Enel Global Trading Spa,"VIALE REGINA MARGHERITA 125, ROMA, 00198, ROMA, ITALY",IT05918271007,H-IT0067042627,Wholesale Trade,Whol petroleum products (5172),Corporation,1999
2f9e78016bbc415580022225c4de572d,Hera Trading Srl,"VIA MOLINO ROSSO 8, IMOLA, 40026, BOLOGNA, ITALY",IT02060500390,H-IT0074565141,"Transportation, Communications, Electric, Gas, and Sanitary Services",Natural gas distribution (4924),Corporation,2001
1ad3bb1ad4264ca585e4bf46de3d60ca,Alleanza Assicurazioni Spa,"PIAZZA FIDIA 1, MILANO, 20159, MILANO, ITALY",IT10908160012,H-IT0037371592,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Corporation,2009
f00ea327ca4440398769d7395f67cdae,Marco Polo International Italy Srl,"VIA SAN PRIMO 4, MILANO, 20121, MILANO, ITALY",IT10449990968,H-IT0062549707,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2018
2486a3b00cfa4cccba3034b117431045,Fincantieri Spa,"VIA GENOVA 1, TRIESTE, 34121, TRIESTE, ITALY",IT00629440322,H-IT0009238654,Manufacturing,Shipbuilding/repairing (3731),Corporation,1959
8142ea313f08481c8768847853ccdcbe,Eurospin Italia Spa,"VIA CAMPALTO 3/D, SAN MARTINO BUON ALBERGO, 37036, VERONA, ITALY",IT02536510239,H-IT0075267381,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1994
bcf164aec658499eb6fb49e7fe76cf02,E-distribuzione Spa,"VIA CARLO FELICE 35, SASSARI, 07100, SASSARI, ITALY",IT05779711000,H-IT0072864532,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1999
acb148205c004d37bd32aa1e56cc9a25,Saipem Spa,"VIA MARTIRI DI CEFALONIA 67, SAN DONATO MILANESE, 20097, MILANO, ITALY",IT00825790157,H-IT0012466115,Construction,Building equipment installation (1796),Corporation,1969
677da39f1b944128964541dd2153c70e,Enel Produzione Spa,"VIALE REGINA MARGHERITA 125, ROMA, 00198, ROMA, ITALY",IT05617841001,H-IT0012768553,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1962
670771c19fb54b95a910bb9ffaea6674,Guccio Gucci Spa,"VIA DON LORENZO PEROSI 6, SCANDICCI, 50018, FIRENZE, ITALY",IT04294710480,H-IT0049515195,Manufacturing,Mfg luggage (3161),Corporation,1939
1d799196c9d6416384ab7aad98d9ef93,Pirelli & C. Spa,"VIALE PIERO E ALBERTO PIRELLI 25, MILANO, 20126, MILANO, ITALY",IT00860340157,H-IT0049412493,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1883
136d9e676c6b45b980fa5a4fc4e8c63b,Unicredit Allianz Vita Spa,"PIAZZA TRE TORRI 3, MILANO, 20145, MILANO, ITALY",IT11931360157,H-IT0018259456,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1995
6c1335be73244fbfb8ca8b417520bf54,Acquirente Unico Spa,"VIA GUIDUBALDO DEL MONTE 45, ROMA, 00197, ROMA, ITALY",IT05877611003,H-IT0067043127,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1999
9431ce738c2040f7a7a90e85b7ba38e2,Volkswagen Group Italia Spa,"VIALE GERARD RICHARD GUMPERT 1, VERONA, 37137, VERONA, ITALY",IT01779120235,H-IT0010567739,Retail Trade,Ret new/used automobiles (5511),Corporation,1984
c861f82a86284dc0aa7ec95cd8a1f9ba,Versalis Spa,"PIAZZA MARCELLO BOLDRINI 1, SAN DONATO MILANESE, 20097, MILANO, ITALY",IT01768800748,H-IT0064072819,Manufacturing,Mfg chemical preparations (2899),Corporation,1989
25bd083f919f49bbb34c115e24880251,A. Menarini Industrie Farmaceutiche Riunite Srl,"VIA DEI SETTE SANTI 3, FIRENZE, 50131, FIRENZE, ITALY",IT00395270481,H-IT0022029265,Manufacturing,Mfg pharmaceutical preparations (2834),Corporation,1886
15f323b04f4f4d82882f624ae49811ae,Barilla Holding Srl,"VIA MANTOVA 166, PARMA, 43122, PARMA, ITALY",IT00489540344,H-IT0029320852,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1978
f24025db02c945e489b61c4116cb915a,Guido M. Barilla E F.lli Sapa,"VIA MANTOVA 166, PARMA, 43122, PARMA, ITALY",IT01736530344,H-IT0064643417,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1984
f5cfb82da75f4a8aa348ab83a1edd4d3,Cremonini Spa,"VIA MODENA 53, CASTELVETRO DI MODENA, 41014, MODENA, ITALY",IT00162810360,H-IT0013386905,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1966
74bd44bf04504dd68b6a2fd7f065bfec,Cremofin Srl,"VIA MODENA 53, CASTELVETRO DI MODENA, 41014, MODENA, ITALY",IT01598040366,H-IT0075279762,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1985
5f0843949d914a7f9da23e396084176e,Societa' Europea Veicoli Leggeri Sevel Spa,"VIALE AVVOCATO GIOVANNI AGNELLI 10, ATESSA, 66041, CHIETI, ITALY",IT00297220691,H-IT0011629053,Manufacturing,Mfg motor vehicle/car bodies (3711),Corporation,1978
6192d419add34cc2a3327718157a02f5,Ferrari - Societa'per Azioni Esercizio Fabbriche Automobili E Corse,"VIA ABETONE INFERIORE 2, MARANELLO, 41053, MODENA, ITALY",IT00159560366,H-IT0010782370,Manufacturing,Mfg motor vehicle/car bodies (3711),Corporation,1947
19d9fec43cd44a8fb013b52006adc41b,Credit Agricole Vita Spa,"STRADA DELL'UNIVERSITA' 1, PARMA, 43121, PARMA, ITALY",IT01966110346,H-IT0069830649,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1988
b82eb3083b9c448ab728d8e3f70a9959,Sonatrach Raffineria Italiana Srl,"CONTRADA MARCELLINO C.P. 88 SNC, AUGUSTA, 96011, SIRACUSA, ITALY",IT10410680960,H-IT0062076590,Manufacturing,Petroleum refiner (2911),Corporation,2018
68b2ae2f3243401db49cb9ad0a03a145,Coop Alleanza 3.0 Soc Coop,"VIA VILLANOVA 29/7, CASTENASO, 40055, BOLOGNA, ITALY",IT03503411203,H-IT0048664421,Retail Trade,Ret groceries (5411),Corporation,1923
3ae7c897aa2a4f2ba3a037e8fa0923b4,Chimet Spa,"VIA DEI LAGHI 31/33, CIVITELLA IN VAL DI CHIANA, 52041, AREZZO, ITALY",IT00155440514,H-IT0010938249,Manufacturing,Primary nonferrous metal producer (3339),Corporation,1974
517216c3c2cf4b818ac114d8f0136796,Riva Forni Elettrici Spa,"VIALE CERTOSA 249, MILANO, 20151, MILANO, ITALY",IT07969220966,H-IT0007097441,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2012
409983a155f34590a2fe6cf584d702e0,Nuovo Pignone Holding Spa,"VIA FELICE MATTEUCCI 2, FIRENZE, 50127, FIRENZE, ITALY",IT00395360480,H-IT0008020531,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1954
2bceb5c326d841fea00a2888c14e1a55,Zeor Finanziaria Spa,"VIA DI PORTA PINCIANA 4, ROMA, 00187, ROMA, ITALY",IT05678591008,H-IT0071035370,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1999
89cfe3446df9452084033bea47876c79,Autostrade Per L'italia Spa,"VIA ALBERTO BERGAMINI 50, ROMA, 00159, ROMA, ITALY",IT07516911000,H-IT0072798300,"Transportation, Communications, Electric, Gas, and Sanitary Services",Transportation services (4789),Corporation,1950
c2fb6cafc94443e6a5c1bdbd62dd9e56,Trenitalia Spa,"PIAZZA DELLA CROCE ROSSA 1, ROMA, 00161, ROMA, ITALY",IT05403151003,H-IT0008914621,"Transportation, Communications, Electric, Gas, and Sanitary Services",Railroad line-haul operator (4011),Corporation,1905
666abbfdaf484e12b6e55e756a1367ad,Fideuram Vita Spa,"VIA ENNIO QUIRINO VISCONTI 80, ROMA, 00193, ROMA, ITALY",IT10830461009,H-IT0003516644,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1980
23a88a47b38c4f5ea15e0056ee84a4a6,Marcegaglia Holding Srl,"VIA BRESCIANI 16, GAZOLDO DEGLI IPPOLITI, 46040, MANTOVA, ITALY",IT02466980204,H-IT0046685529,Manufacturing,Mfg steel pipe/tubes (3317),Corporation,2015
63672032c7c142b2aa189a38c519ab06,Vodafone Italia Spa,"VIA GUGLIELMO JERVIS 13, IVREA, 10015, TORINO, ITALY",IT08539010010,H-IT0065547691,"Transportation, Communications, Electric, Gas, and Sanitary Services",Telephone communications (4813),Corporation,2002
4e27dd9577a54e398dd66ef3ec16eafd,Edison Energia Spa,"FORO BUONAPARTE 31, MILANO, 20121, MILANO, ITALY",IT08526440154,H-IT0073491527,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1986
e094f47b765b4feba1911ca2c0f7275e,Italpreziosi Spa,"LOCALITA' SAN ZENO ZONA INDUSTRIALE STRADA A 32, AREZZO, 52100, AREZZO, ITALY",IT01111420517,H-IT0034827331,Manufacturing,Primary nonferrous metal producer (3339),Corporation,1984
e7e6dcbc08eb41628ea75db954747f67,Assicurazioni Generali Spa,"PIAZZA LUIGI AMEDEO DUCA DEGLI ABRUZZI 2, TRIESTE, 34132, TRIESTE, ITALY",IT00079760328,H-IT0009234624,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1831
813a01325cc749e3a522e388f414c982,Groupe Psa Italia Spa,"VIA PLAVA 80, TORINO, 10135, TORINO, ITALY",IT00882090152,H-IT0009740473,Retail Trade,Ret new/used automobiles (5511),Corporation,1969
6eaece66b49f48dcb618c17996aec218,Finanziaria D'investimento Fininvest Spa,"VIA PIETRO PALEOCAPA 3, MILANO, 20121, MILANO, ITALY",IT04942331002,H-IT0009613331,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,1978
7c83583329024e6a86763c53980495b7,Cassa Depositi E Prestiti Spa,"VIA GOITO 4, ROMA, 00185, ROMA, ITALY",IT07756511007,H-IT0067760325,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,1946
ebdfea55795d435d9250a06eb4724d03,Aurelia Srl,"STRADA STATALE PER NOVI LIGURE 3/13, TORTONA, 15057, ALESSANDRIA, ITALY",IT01899810061,H-IT0038913984,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1983
5c89c3bef27847dbba03de49fa902d67,A.i.a. Agricola Italiana Alimentare Spa,"VIA VALPANTENA 18/G, VERONA, 37142, VERONA, ITALY",IT00233470236,H-IT0008022720,Wholesale Trade,Whol meats/products (5147),Corporation,1967
3a6bebe39bfa4ccfacc7f2d811b38007,Banco Bpm Spa,"PIAZZA NOGARA 2, VERONA, 37121, VERONA, ITALY",IT09722490969,H-IT0053576578,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,2016
ffae8944561442849e7bf46047082f84,Acea Spa,"PIAZZALE OSTIENSE 2, ROMA, 00154, ROMA, ITALY",IT05394801004,H-IT0025525573,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1908
6f4756d03e37490a9a66c26a19f8a2f2,B&d Holding Spa,"VIA GIOVANNI DA VERRAZZANO 15, NOVARA, 28100, NOVARA, ITALY",IT02324900030,H-IT0005985013,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2012
42c6ce2e10fb46cea68d15d1229ecdf9,De Agostini Spa,"VIA GIOVANNI DA VERRAZZANO 15, NOVARA, 28100, NOVARA, ITALY",IT01257120038,H-IT0049388177,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1901
af16c1f6c96e4cbb864aa2f3d78988bd,Gs Spa,"VIA CALDERA 21, MILANO, 20153, MILANO, ITALY",IT12683790153,H-IT0074764403,Retail Trade,Ret groceries (5411),Corporation,1965
12647c5e2f5741b4b160ec7a44c573c3,Cnp Vita Assicurazione Spa,"VIA ANGELO SCARSELLINI 14, MILANO, 20161, MILANO, ITALY",IT10210040159,H-IT0069629781,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1990
6d0934cb43894277ba62f491f017867c,Cnp Vita Assicura Spa,"VIA ANGELO SCARSELLINI 14, MILANO, 20161, MILANO, ITALY",IT09269930153,H-IT0061929387,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1988
9a5d10be3997400bae828ff55a286777,Pac 2000 A Soc Coop,"VIA DEL RAME SNC, PERUGIA, 06134, PERUGIA, ITALY",IT00163040546,H-IT0023035021,Wholesale Trade,Whol groceries (5149),Cooperative,1972
aeb4b4d8f5324cf8837a67bbd89e2f81,Ludo Spa,"VIA ANTONIO FOGAZZARO 28, MILANO, 20135, MILANO, ITALY",IT08566460963,H-IT0044271190,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2014
d81c1a129cc94416942986471692d1db,Prada Spa,"VIA LUNGARNO 1213-61, TERRANUOVA BRACCIOLINI, 52028, AREZZO, ITALY",IT10115350158,H-IT0026598132,Retail Trade,Ret family clothing (5651),Corporation,1990
fda6fb7f5f844a70b10ef16e4cdb64d1,Acciaierie D'italia Spa,"VIALE CERTOSA 239, MILANO, 20151, MILANO, ITALY",IT10354890963,H-IT0061222844,Manufacturing,Blast furnace-steel works (3312),Corporation,1995
b8f83ba1b9bf46e4a529f027449ef31d,Acciaierie D'italia Holding Spa,"VIALE CERTOSA 239, MILANO, 20151, MILANO, ITALY",IT09520030967,H-IT0051081903,Manufacturing,Blast furnace-steel works (3312),Corporation,2016
dcf723e289774803a813e4e44302525b,Allianz Global Investors Gmbh,"VIA DURINI 1, MILANO, 20122, MILANO, ITALY",IT08009620967,H-IT0007437188,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Foreign Company,2012
1f1a2bae130343308fd174bf35db765e,Sony Europe B.v.,"VIA ANGELO RIZZOLI 4, MILANO, 20132, MILANO, ITALY",IT10496660969,H-IT0063085380,Wholesale Trade,Whol non durable goods (5199),Foreign Company,2018
beae9155dd0045ba97e5dfda83c30a72,Sorgenia Spa,"VIA ALESSANDRO ALGARDI 4, MILANO, 20148, MILANO, ITALY",IT12874490159,H-IT0008852677,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1999
4bea9bbe49144967a7214ceaebe3af2c,F2i Er 1 Spa,"VIA SAN PROTASO 5, MILANO, 20121, MILANO, ITALY",IT08731340967,H-IT0042738679,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2014
98cc2c21030e4ca28ea07ac1bdb1d708,Fimedi Spa,"CORSO RE UMBERTO 10, TORINO, 10121, TORINO, ITALY",IT01123470013,H-IT0003008487,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1974
3f8df268707a401588ba5fa01643380e,Buzzi Unicem Spa,"VIA LUIGI BUZZI 6, CASALE MONFERRATO, 15033, ALESSANDRIA, ITALY",IT01772030068,H-IT0034644245,Manufacturing,Mfg hydraulic cement (3241),Corporation,1907
599cdef9ac5c45cfbbed2bd580739a67,Genertellife Spa,"VIA MAROCCHESA 14, MOGLIANO VENETO, 31021, TREVISO, ITALY",IT06515871009,H-IT0071050442,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Corporation,1999
e160172aaa2b4879824b6eb07850bf0a,Logista Italia Spa,"VIA VALADIER 37, ROMA, 00193, ROMA, ITALY",IT06741351008,H-IT0058278001,Wholesale Trade,Whol tobacco products (5194),Corporation,2001
b6927443a712490cbae2119415dd6f86,Pirelli Tyre Spa,"VIALE PIERO E ALBERTO PIRELLI 25, MILANO, 20126, MILANO, ITALY",IT07211330159,H-IT0037438514,Manufacturing,Mfg tires/inner tubes (3011),Corporation,1983
547f26811f4a42c789fa2f449d406104,Hera Comm Spa,"VIA MOLINO ROSSO 8, IMOLA, 40026, BOLOGNA, ITALY",IT02221101203,H-IT0074275860,"Transportation, Communications, Electric, Gas, and Sanitary Services",Natural gas distribution (4924),Corporation,2001
7a871e67040a43e5b14669c27c9ead09,Autogrill Spa,"GALLERIA SAN BABILA 4/A, MILANO, 20122, MILANO, ITALY",IT01630730032,H-IT0072773472,Retail Trade,Drinking place (5813),Corporation,1946
4e842080df594726ad12e754569c2979,Rete Ferroviaria Italiana Spa,"PIAZZA DELLA CROCE ROSSA 1, ROMA, 00161, ROMA, ITALY",IT01008081000,H-IT0059184531,"Transportation, Communications, Electric, Gas, and Sanitary Services",Local/suburban transportation (4111),Corporation,1992
c57368e66cbe4a8382a6d9f30832b39b,Swietelsky Baugesellschaft M.b.h.,"VIA DEL SOLE 34, ANDRIANO, 39010, BOLZANO, ITALY",IT02606390215,H-IT0018329365,Construction,Trade contractor (1799),Foreign Company,2008
f609e6275db0451b872ac38f364be71b,Cnh Industrial Italia Spa,"VIALE DELLE NAZIONI 55, MODENA, 41122, MODENA, ITALY",IT00370290363,H-IT0009369996,Manufacturing,Mfg farm machinery/equipment (3523),Corporation,1973
f38f0dc617804afdaf807aa5161f1a04,Iren Mercato Spa,"VIA DEI SANTI GIACOMO E FILIPPO 7, GENOVA, 16122, GENOVA, ITALY",IT01178580997,H-IT0074908405,"Transportation, Communications, Electric, Gas, and Sanitary Services",Natural gas distribution (4924),Corporation,2000
8d10716e48f5458c961db21803f09932,Duferco Italia Holding Spa,"VIA ARMANDO DIAZ 248, SAN ZENO NAVIGLIO, 25010, BRESCIA, ITALY",IT00948900329,H-IT0054109205,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1990
768024981b5f48a78227440073280be0,Trasporti Internazionali Agenzia Marittima Savino Del Bene Spa,"VIA DEL BOTTEGHINO 24/26, SCANDICCI, 50018, FIRENZE, ITALY",IT05300610481,H-IT0072354240,"Transportation, Communications, Electric, Gas, and Sanitary Services",Transportation services (4789),Corporation,1920
bb12095703864918ad2d91bcae889881,Unieuro Spa,"VIA PIERO MARONCELLI 10, FORLI', 47121, FORLI'-CESENA, ITALY",IT00876320409,H-IT0012529079,Retail Trade,Ret misc general merchandise (5399),Corporation,1935
c0cd5522e5f5477abc7869f43df4e715,Axpo Italia Spa,"VIA XII OTTOBRE 1, GENOVA, 16121, GENOVA, ITALY",IT01141160992,H-IT0061745170,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,2000
db371787344a49c2a253bedd628f9171,Sind International Srl,"VIA BIGLI 21, MILANO, 20121, MILANO, ITALY",IT11073430156,H-IT0071805583,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1993
a4bda0d4a63448b298f508d3d0e17804,Danieli & C. Officine Meccaniche Spa,"VIA NAZIONALE 41, BUTTRIO, 33042, UDINE, ITALY",IT00167460302,H-IT0018276334,Manufacturing,Mfg rolling mill machinery (3547),Corporation,1962
0a3f6005b26a4bb482f8821ed3a9daaf,Md Spa,"ZONA A.S.I.CAPANNONE 18, GRICIGNANO DI AVERSA, 81030, CASERTA, ITALY",IT03185210618,H-IT0072485272,Retail Trade,Ret groceries (5411),Corporation,2005
ea4f3ced223145d2bc435b3155498557,Isab Srl,"EX S.S. 114 KM 146 SNC, PRIOLO GARGALLO, 96010, SIRACUSA, ITALY",IT01629050897,H-IT0002560844,Manufacturing,Petroleum refiner (2911),Corporation,2008
0e0f0ba80e5c45208a794d934263836e,Astm Spa,"CORSO REGINA MARGHERITA 165, TORINO, 10144, TORINO, ITALY",IT00488270018,H-IT0021352054,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1928
c6578332a4f14995a9fc247db6cca655,Alessandro Patane' Srl,"VIA AMASENO 24, LATINA, 04100, LATINA, ITALY",IT01943060598,H-IT0071980229,Services,Computer related services (7379),Corporation,1999
afb8cf87cd7e47d0b1bc583f525263e8,Fpt Industrial Spa,"VIA PUGLIA 15, TORINO, 10156, TORINO, ITALY",IT09397710014,H-IT0002560879,Manufacturing,Mfg motor vehicle/car bodies (3711),Corporation,1974
e3bed9497f514b1b82003445badec506,Luxottica Group Spa,"PIAZZALE LUIGI CADORNA 3, MILANO, 20123, MILANO, ITALY",IT10182640150,H-IT0049397494,Wholesale Trade,Whol photo equipment/supplies (5043),Corporation,1981
0cdf2fe323ba4912bd2932f631cd70e9,De' Longhi Spa,"VIA LODOVICO SEITZ 47, TREVISO, 31100, TREVISO, ITALY",IT03162730265,H-IT0075487071,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1992
b4e7fa0a80ac4c0290732b1e0322f711,Bridgestone Europe Nv Sa,"VIA ENERGY PARK 14, VIMERCATE, 20871, MONZA E BRIANZA, ITALY",IT09712150961,H-IT0053437772,Manufacturing,Mfg tires/inner tubes (3011),Foreign Company,2013
0b1db8eced084aee9e9c4616e932cf7f,Gi Group Spa,"PIAZZA IV NOVEMBRE 5, MILANO, 20124, MILANO, ITALY",IT11629770154,H-IT0073103470,Services,Help supply services (7363),Corporation,1995
91e9d9d7e2c8456f9b4f2b89c4b9802f,Cnp Unicredit Vita Spa,"VIA EMILIO CORNALIA 30, MILANO, 20124, MILANO, ITALY",IT13362170154,H-IT0073419680,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1996
b83ea16f920d4972b6fb0d2a6a2adcb4,Mapei Spa,"VIALE EDOARDO JENNER 4, MILANO, 20159, MILANO, ITALY",IT01649960158,H-IT0008538875,Manufacturing,Mfg paints/allied products (2851),Corporation,1961
0276f4d3a1c04530bc7028250796f87c,Emme Esse Vi Srl,"VIA SASSOFERRATO 1, MILANO, 20135, MILANO, ITALY",97462220159,H-IT1046469591,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2007
7ba23247cae040779bfc20f8417e1d3f,Nintendo Of Europe Gmbh,"VIA TORRI BIANCHE 6, VIMERCATE, 20871, MONZA E BRIANZA, ITALY",IT03359860966,H-IT0072796405,Services,Advertising agency (7311),Foreign Company,2002
a4087828229e4d8e9e2cfa2973b1766e,Snam Spa,"PIAZZA SANTA BARBARA 7, SAN DONATO MILANESE, 20097, MILANO, ITALY",IT13271390158,H-IT0057455139,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1941
bbe7e0d16d9848cea24687fe067dbbdc,A2a Energia Spa,"CORSO DI PORTA VITTORIA 4, MILANO, 20122, MILANO, ITALY",IT12883420155,H-IT0051290006,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1999
226d2657a7ce4c54aed82d3c16ad17fc,Grimaldi Group Spa,"VIA MARCHESE CAMPODISOLA 13, NAPOLI, 80133, NAPOLI, ITALY",IT00117240820,H-IT0029356407,"Transportation, Communications, Electric, Gas, and Sanitary Services",Water freight transportation (4449),Corporation,1945
c1bff23c2a2c48b5a8e813dd92c19fc3,Veronesi Holding Spa,"VIA VALPANTENA 18/G, VERONA, 37142, VERONA, ITALY",IT02429770239,H-IT0029714915,Services,Data processing/preparation (7374),Corporation,1984
e46ecf78a6d44d8e96ec21b5e022e40b,Nuovo Pignone International Srl,"VIA FELICE MATTEUCCI 2, FIRENZE, 50127, FIRENZE, ITALY",IT04880930484,H-IT0073428639,Manufacturing,Mfg general industrial machinery (3569),Corporation,1954
bf1af57c69924ba58f688d629243c801,Gruppo Unicomm Spa,"VIA ENRICO MATTEI 50, DUEVILLE, 36031, VICENZA, ITALY",IT00169710241,H-IT0027831833,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1969
c74e6e1b0ed2438391f85ec540f5cc92,Chiesi Farmaceutici Spa,"VIA PALERMO 26/A, PARMA, 43122, PARMA, ITALY",IT01513360345,H-IT0061929093,Manufacturing,Mfg pharmaceutical preparations (2834),Corporation,1935
1634bafa51f94e1f8cfc86354d3bb10c,Valline Srl,"STRADELLO MARCHE 6, PARMA, 43121, PARMA, ITALY",08995890152,H-IT0009252584,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1990
1bcc893caa0f4c1e94e6b5b165a7f6eb,Eni Fuel Spa,"VIALE GIORGIO RIBOTTA 51, ROMA, 00144, ROMA, ITALY",IT02701740108,H-IT0008914168,Retail Trade,Gasoline service station (5541),Corporation,1985
d539580f626e47debc17a2447bd3b8a8,Comifar Spa,"VIA FRATELLI DI DIO 2, NOVATE MILANESE, 20026, MILANO, ITALY",IT00724400155,H-IT0008052069,"Finance, Insurance, and Real Estate",Misc business credit institutions (6159),Corporation,1944
e659bb27ebaf44b8b80c63a598566148,Whirlpool Emea Spa,"STRADA PROVINCIALE ARCEVIESE 139/A, FABRIANO, 60044, ANCONA, ITALY",IT00693740425,H-IT0011430680,Manufacturing,Mfg electric housewares/fans (3634),Corporation,1930
0a28f211887e434cbb3e06998b502aa6,Bmw Italia Spa,"VIA DELL'UNIONE EUROPEA 1, SAN DONATO MILANESE, 20097, MILANO, ITALY",IT12532500159,H-IT0009532196,Retail Trade,Ret new/used automobiles (5511),Corporation,1973
66831b6bfb2a4e37a4a02c2493c9813a,Conad Nord Ovest Societa' Cooperativa A R.l.,"VIA BURE VECCHIA NORD 10, PISTOIA, 51100, PISTOIA, ITALY",IT01977130473,H-IT0216517075,Wholesale Trade,Whol general groceries (5141),Corporation,1964
7f25f4ac7eba4e699e7d7be8b428c216,Unicoop Firenze Soc Coop,"VIA SANTA REPARATA 43, FIRENZE, 50129, FIRENZE, ITALY",IT00407780485,H-IT0027424928,"Finance, Insurance, and Real Estate",Real property lessor (6519),Corporation,1891
161c6f5d28bd45cf85b6ee4adecfaa3b,Spesa Intelligente Spa,"VIA CAMPALTO 3/D, SAN MARTINO BUON ALBERGO, 37036, VERONA, ITALY",IT02416840235,H-IT0069606331,Wholesale Trade,Whol groceries (5149),Corporation,1992
