,pricecap,revenue,earnings,share_price,url
51765,doll_0.51 b,doll_0.28 b,doll_33.73 m,doll_2.29,https://companiesmarketcap.com/heidelbergcement-india/marketcap/
51766,doll_0.30 b,doll_0.10 b,doll_9.09 m,doll_3.51,https://companiesmarketcap.com/astra-microwave/marketcap/
51767,doll_0.17 b,doll_0.17 b,doll_31.74 m,doll_13.87,https://companiesmarketcap.com/excel-industries/marketcap/
51768,doll_0.32 b,,,doll_12.01,https://companiesmarketcap.com/cosmo-films/marketcap/
51769,doll_1.53 b,doll_1.55 b,doll_0.24 b,doll_3.70,https://companiesmarketcap.com/chambal-fertilisers/marketcap/
51770,doll_3.79 b,doll_2.44 b,doll_0.23 b,doll_5.52,https://companiesmarketcap.com/gujarat-gas/marketcap/
51771,doll_0.56 b,,,doll_3.24,https://companiesmarketcap.com/phillips-carbon-black/marketcap/
51772,doll_0.53 b,doll_0.12 b,doll_10.3 m,doll_22.44,https://companiesmarketcap.com/safari-industries-india/marketcap/
51773,doll_0.11 b,doll_44.5 m,doll_11.04 m,doll_2.16,https://companiesmarketcap.com/quick-heal/marketcap/
51774,doll_0.38 b,doll_0.23 b,doll_20.64 m,doll_25.42,https://companiesmarketcap.com/automotive-axles/marketcap/
51775,doll_2.34 b,doll_0.51 b,doll_0.30 b,doll_5.94,https://companiesmarketcap.com/sun-tv-network/marketcap/
51776,doll_0.12 b,doll_0.20 b,doll_12.66 m,doll_1.88,https://companiesmarketcap.com/capacite-infraprojects/marketcap/
51777,doll_0.15 b,doll_38 m,-doll_4.07 m,doll_2.51,https://companiesmarketcap.com/yatra/marketcap/
51778,doll_1.23 b,doll_2.91 b,doll_0.20 b,doll_5.01,https://companiesmarketcap.com/allcargo-logistics/marketcap/
51779,doll_0.43 b,doll_30.63 m,doll_14.99 m,doll_0.96,https://companiesmarketcap.com/paisalo-digital/marketcap/
51780,doll_1.06 b,doll_73.99 m,-doll_17.37 m,doll_6.95,https://companiesmarketcap.com/tejas-networks/marketcap/
51781,doll_0.14 b,doll_0.19 b,-doll_3.54 m,doll_9.91,https://companiesmarketcap.com/sml-isuzu/marketcap/
51782,doll_0.36 b,doll_78.39 m,-doll_55.96 m,doll_1.32,https://companiesmarketcap.com/inox-wind/marketcap/
51783,doll_2.00 b,doll_0.15 b,doll_0.15 b,doll_22.54,https://companiesmarketcap.com/iifl-wealth-management/marketcap/
51784,doll_0.69 b,doll_0.32 b,doll_20.73 m,doll_3.28,https://companiesmarketcap.com/orient-electric/marketcap/
51785,doll_0.17 b,doll_77.41 m,doll_35.76 m,doll_2.85,https://companiesmarketcap.com/repco-home-finance/marketcap/
51786,doll_0.18 b,doll_34.91 m,doll_1.61 m,doll_1.83,https://companiesmarketcap.com/ashiana-housing/marketcap/
51787,doll_0.17 b,doll_0.27 b,doll_22.54 m,doll_1.36,https://companiesmarketcap.com/kcp/marketcap/
51788,doll_53.95 m,doll_0.13 b,-doll_14.62 m,doll_1.60,https://companiesmarketcap.com/hinduja-ventures/marketcap/
51789,doll_0.52 b,doll_0.33 b,doll_93.88 m,doll_13.52,https://companiesmarketcap.com/heg-india/marketcap/
51790,doll_0.24 b,doll_0.11 b,doll_6.43 m,doll_6.23,https://companiesmarketcap.com/apollo-pipes/marketcap/
51791,doll_0.10 b,doll_93.46 m,doll_10.89 m,doll_8.76,https://companiesmarketcap.com/india-motor-parts-and-accessories/marketcap/
51792,doll_0.74 b,doll_0.12 b,doll_16.89 m,doll_48.50,https://companiesmarketcap.com/esab-india/marketcap/
51793,doll_0.29 b,doll_26.47 m,doll_8.26 m,doll_3.74,https://companiesmarketcap.com/emudhra/marketcap/
51794,doll_0.52 b,doll_0.11 b,doll_34.8 m,doll_2.78,https://companiesmarketcap.com/midhani/marketcap/
51795,doll_0.23 b,doll_0.15 b,-doll_10.32 m,doll_0.91,https://companiesmarketcap.com/sanghi-industries/marketcap/
51796,doll_0.28 b,doll_0.15 b,doll_14.79 m,doll_27.67,https://companiesmarketcap.com/honda-siel-power-products/marketcap/
51797,doll_2.09 b,doll_0.35 b,doll_91.57 m,doll_68.42,https://companiesmarketcap.com/fine-organics/marketcap/
51798,doll_0.58 b,doll_0.21 b,doll_18.68 m,doll_0.22,https://companiesmarketcap.com/infibeam-avenues/marketcap/
51799,doll_91.46 m,doll_0.10 b,doll_7.73 m,doll_0.88,https://companiesmarketcap.com/bliss-gvs-pharma/marketcap/
51800,doll_0.17 b,doll_0.11 b,doll_7.1 m,doll_5.05,https://companiesmarketcap.com/oriental-aromatics/marketcap/
51801,doll_0.18 b,doll_0.39 b,doll_7.84 m,doll_7.87,https://companiesmarketcap.com/shankara-building/marketcap/
51802,doll_0.18 b,doll_0.32 b,doll_35.58 m,doll_1.65,https://companiesmarketcap.com/gtpl-hathway/marketcap/
51803,doll_3.56 b,doll_1.45 b,doll_0.28 b,doll_5.10,https://companiesmarketcap.com/indraprastha-gas/marketcap/
51804,doll_1.26 b,doll_0.32 b,doll_0.30 b,doll_0.63,https://companiesmarketcap.com/hudco/marketcap/
51805,doll_0.58 b,doll_0.16 b,doll_15.5 m,doll_3.33,https://companiesmarketcap.com/syrma-sgs-technology/marketcap/
51806,doll_0.82 b,doll_0.15 b,doll_25.66 m,doll_11.80,https://companiesmarketcap.com/symphony-limited/marketcap/
51807,doll_0.18 b,doll_0.18 b,-doll_0.22 b,doll_0.01000,https://companiesmarketcap.com/gtl-infrastructure/marketcap/
51808,doll_0.23 b,doll_0.12 b,doll_16.77 m,doll_32.82,https://companiesmarketcap.com/vadilal-industries/marketcap/
51809,doll_3.76 b,doll_0.42 b,doll_0.24 b,doll_10.35,https://companiesmarketcap.com/oberoi-realty/marketcap/
51810,doll_0.36 b,doll_0.23 b,doll_17.85 m,doll_0.20,https://companiesmarketcap.com/hathway/marketcap/
51811,doll_0.12 b,doll_0.36 b,doll_5.48 m,doll_1.05,https://companiesmarketcap.com/mangalore-chemicals-and-fertilizers/marketcap/
51812,doll_0.24 b,doll_0.11 b,doll_13.61 m,doll_27.94,https://companiesmarketcap.com/vst-tillers-tractors/marketcap/
51813,doll_0.15 b,doll_70.39 m,-doll_1.11 m,doll_4.99,https://companiesmarketcap.com/igarashi-motors/marketcap/
51814,doll_0.84 b,doll_0.78 b,doll_80.61 m,doll_0.81,https://companiesmarketcap.com/network18/marketcap/
51815,doll_0.18 b,doll_85.04 m,doll_34.8 m,doll_0.90,https://companiesmarketcap.com/spic/marketcap/
51816,doll_0.79 b,doll_88.28 m,doll_24.83 m,doll_6.06,https://companiesmarketcap.com/borosil/marketcap/
51817,doll_0.25 b,doll_0.34 b,doll_39.93 m,doll_5.14,https://companiesmarketcap.com/gulf-oil-lubricants/marketcap/
51818,doll_0.18 b,doll_30.33 m,doll_5.64 m,doll_21.55,https://companiesmarketcap.com/hester-biosciences/marketcap/
51819,doll_0.36 b,doll_46.86 m,doll_5.21 m,doll_4.24,https://companiesmarketcap.com/itdc/marketcap/
51820,doll_0.10 b,doll_80.99 m,doll_8.18 m,doll_4.67,https://companiesmarketcap.com/india-nippon-electricals/marketcap/
51821,doll_0.14 b,doll_81.61 m,doll_6.6 m,doll_3.93,https://companiesmarketcap.com/sterling-tools/marketcap/
51822,doll_0.78 b,doll_0.12 b,doll_21.87 m,doll_24.78,https://companiesmarketcap.com/ingersoll-rand-india/marketcap/
51823,doll_0.26 b,doll_0.40 b,-doll_0.21 b,doll_0.05000,https://companiesmarketcap.com/rattanindia-power/marketcap/
51824,doll_4.04 b,doll_6.92 b,doll_0.59 b,doll_2.70,https://companiesmarketcap.com/petronet-lng/marketcap/
51825,doll_0.70 b,doll_30.95 m,doll_15.88 m,doll_13.16,https://companiesmarketcap.com/mapmyindia/marketcap/
51826,doll_0.21 b,doll_0.22 b,doll_20.79 m,doll_12.24,https://companiesmarketcap.com/tide-water-oil/marketcap/
51827,doll_1.20 b,doll_44.07 m,doll_22.24 m,doll_0.69,https://companiesmarketcap.com/easemytrip/marketcap/
51828,doll_5.55 b,doll_0.48 b,doll_92.64 m,doll_170.99,https://companiesmarketcap.com/procter-gamble-india/marketcap/
51829,doll_0.38 b,doll_0.10 b,doll_17.1 m,doll_19.87,https://companiesmarketcap.com/astec-lifesciences/marketcap/
51830,doll_4.89 b,doll_3.72 b,doll_3.04 b,doll_1.85,https://companiesmarketcap.com/power-finance-corp/marketcap/
51831,doll_0.11 b,doll_0.11 b,doll_15.77 m,doll_0.76,https://companiesmarketcap.com/navkar-corp/marketcap/
51832,doll_3.92 b,doll_6.32 b,doll_0.94 b,doll_2.24,https://companiesmarketcap.com/gic/marketcap/
51833,doll_1.03 b,doll_0.65 b,doll_92.67 m,doll_10.47,https://companiesmarketcap.com/mahanagar-gas/marketcap/
51834,doll_0.89 b,doll_0.10 b,doll_39.01 m,doll_6.58,https://companiesmarketcap.com/bse/marketcap/
51835,doll_0.67 b,doll_45.13 m,doll_21.35 m,doll_4.38,https://companiesmarketcap.com/mahindra-lifespaces/marketcap/
51836,doll_0.17 b,doll_0.30 b,doll_46.38 m,doll_10.21,https://companiesmarketcap.com/ineos-styrolution/marketcap/
51837,doll_81.5 m,,,doll_7.31,https://companiesmarketcap.com/ebixcash-india/marketcap/
51838,doll_0.25 b,doll_0.23 b,-doll_17.28 m,doll_4.00,https://companiesmarketcap.com/azure-power/marketcap/
51839,doll_0.15 b,doll_76.27 m,-doll_33.09 m,doll_0.86,https://companiesmarketcap.com/omaxe/marketcap/
51840,doll_50.52 b,doll_0.51 b,doll_83.91 m,doll_45.92,https://companiesmarketcap.com/adani-total-gas/marketcap/
51841,doll_75.05 m,doll_67.03 m,-doll_25.54 m,doll_0.03000,https://companiesmarketcap.com/reliance-communications/marketcap/
51842,doll_0.19 b,doll_0.28 b,doll_50.77 m,doll_6.33,https://companiesmarketcap.com/ig-petrochemicals/marketcap/
51843,doll_0.40 b,doll_0.16 b,doll_14.98 m,doll_19.82,https://companiesmarketcap.com/vesuvius-india/marketcap/
51844,doll_0.18 b,doll_42.83 m,doll_6.53 m,doll_4.43,https://companiesmarketcap.com/aptech/marketcap/
51845,doll_0.23 b,doll_33.46 m,doll_14.88 m,doll_7.93,https://companiesmarketcap.com/cares-ratings/marketcap/
51846,doll_0.65 b,doll_64.74 m,doll_5.14 m,doll_4.48,https://companiesmarketcap.com/sunteck-realty/marketcap/
51847,doll_4.00 b,doll_2.00 b,doll_1.63 b,doll_1.52,https://companiesmarketcap.com/rec-india/marketcap/
51848,doll_0.28 b,doll_88.12 m,doll_9.17 m,doll_12.21,https://companiesmarketcap.com/ethos-watches/marketcap/
51849,doll_72.54 m,doll_25.68 m,doll_1.38 m,doll_0.21,https://companiesmarketcap.com/radio-city-india/marketcap/
51850,doll_0.82 b,doll_19.15 m,-doll_30.33 m,doll_2.54,https://companiesmarketcap.com/sparc/marketcap/
51851,doll_0.18 b,doll_24.18 m,doll_5.27 m,doll_92.60,https://companiesmarketcap.com/wendt-india/marketcap/
51852,doll_0.40 b,doll_0.33 b,-doll_0.29 b,doll_0.22,https://companiesmarketcap.com/dish-tv/marketcap/
51853,doll_2.03 b,doll_0.14 b,doll_42.33 m,doll_1.04,https://companiesmarketcap.com/tata-teleservices/marketcap/
51854,doll_0.49 b,doll_0.12 b,doll_10.22 m,doll_6.04,https://companiesmarketcap.com/olectra-greentech/marketcap/
51855,doll_1.19 b,doll_0.43 b,doll_83.03 m,doll_8.83,https://companiesmarketcap.com/tanla/marketcap/
51856,doll_0.31 b,doll_0.16 b,doll_26.53 m,doll_31.17,https://companiesmarketcap.com/voltamp-transformers/marketcap/
51857,doll_1.73 b,-doll_9.6 m,doll_59.48 m,doll_1.08,https://companiesmarketcap.com/idfc/marketcap/
51858,doll_0.26 b,doll_36.3 m,doll_37.1 m,doll_3.76,https://companiesmarketcap.com/mstc-limited/marketcap/
51859,doll_1.00 b,doll_57.97 m,doll_28.01 m,doll_19.67,https://companiesmarketcap.com/mcx/marketcap/
51860,doll_0.22 b,doll_11.46 m,doll_10.33 m,doll_0.87,https://companiesmarketcap.com/alembic/marketcap/
51861,doll_0.24 b,doll_9.93 m,doll_3.91 m,doll_1.11,https://companiesmarketcap.com/sundaram-finance/marketcap/
51862,doll_57.34 m,doll_68.8 m,-doll_55.82 m,doll_0.02000,https://companiesmarketcap.com/unitech-group/marketcap/
51863,doll_1.37 b,doll_74.41 m,doll_50.74 m,doll_13.17,https://companiesmarketcap.com/cdsl/marketcap/
51864,doll_0.19 b,doll_0.16 b,doll_6.69 m,doll_16.03,https://companiesmarketcap.com/kingfa-science-technology/marketcap/
51865,doll_0.15 b,doll_49.92 m,doll_7.2 m,doll_24.43,https://companiesmarketcap.com/foseco-india/marketcap/
51866,doll_0.45 b,doll_92.64 m,doll_18.66 m,doll_1.41,https://companiesmarketcap.com/anant-raj/marketcap/
51867,doll_26.89 m,doll_36.98 m,doll_0.29 m,doll_0.08000,https://companiesmarketcap.com/zee-learn/marketcap/
51868,doll_39.96 m,doll_92.03 m,-doll_36.35 m,doll_0.22,https://companiesmarketcap.com/mep-infrastructure/marketcap/
51869,doll_0.59 b,,,doll_22.65,https://companiesmarketcap.com/pds-multinational/marketcap/
51870,doll_0.12 b,doll_37.37 m,doll_7.16 m,doll_12.33,https://companiesmarketcap.com/anup-engineering/marketcap/
51871,doll_44.90 b,doll_223.78 b,doll_6.74 b,doll_3.24,https://companiesmarketcap.com/foxconn/marketcap/
51872,doll_15.11 b,doll_22.68 b,doll_3.39 b,doll_7.05,https://companiesmarketcap.com/ase-group/marketcap/
51873,doll_450.14 b,doll_70.44 b,doll_33.81 b,doll_86.80,https://companiesmarketcap.com/tsmc/marketcap/
51874,doll_20.22 b,doll_17.10 b,doll_3.20 b,doll_1.38,https://companiesmarketcap.com/cathay-financial-holding/marketcap/
51875,doll_24.31 b,doll_13.52 b,doll_4.16 b,doll_1.96,https://companiesmarketcap.com/fubon-financial/marketcap/
51876,doll_6.24 b,doll_4.56 b,doll_1.24 b,doll_4.23,https://companiesmarketcap.com/unimicron/marketcap/
51877,doll_14.90 b,doll_6.88 b,doll_1.89 b,doll_0.76,https://companiesmarketcap.com/ctbc-financial-holding/marketcap/
51878,doll_29.23 b,doll_7.36 b,doll_1.62 b,doll_37.68,https://companiesmarketcap.com/chunghwa-telecom/marketcap/
51879,doll_18.72 b,doll_9.17 b,doll_3.31 b,doll_7.50,https://companiesmarketcap.com/united-microelectronics/marketcap/
51880,doll_4.55 b,doll_5.58 b,doll_0.55 b,doll_0.29,https://companiesmarketcap.com/shin-kong-financial-holding/marketcap/
51881,doll_9.37 b,doll_3.35 b,doll_1.09 b,doll_0.75,https://companiesmarketcap.com/yuanta-financial-holding/marketcap/
51882,doll_7.23 b,doll_4.97 b,doll_1.13 b,doll_0.43,https://companiesmarketcap.com/china-development-financial/marketcap/
51883,doll_10.45 b,doll_1.81 b,doll_0.68 b,doll_0.77,https://companiesmarketcap.com/hua-nan-financial-holdings/marketcap/
51884,doll_6.24 b,doll_2.18 b,doll_0.46 b,doll_0.52,https://companiesmarketcap.com/taishin-financial-holdings/marketcap/
51885,doll_11.66 b,doll_2.27 b,doll_0.79 b,doll_0.88,https://companiesmarketcap.com/first-financial-holding/marketcap/
51886,doll_11.52 b,doll_1.85 b,doll_0.69 b,doll_0.81,https://companiesmarketcap.com/esun-bank/marketcap/
51887,doll_14.73 b,doll_1.90 b,doll_0.72 b,doll_1.06,https://companiesmarketcap.com/mfhc/marketcap/
51888,doll_12.42 b,doll_1.77 b,doll_0.78 b,doll_0.89,https://companiesmarketcap.com/taiwan-cooperative-financial/marketcap/
51889,doll_7.69 b,doll_1.57 b,doll_0.66 b,doll_0.57,https://companiesmarketcap.com/sinopac-financial-holdings/marketcap/
51890,doll_1.49 b,doll_1.20 b,doll_0.13 b,doll_0.89,https://companiesmarketcap.com/formosa-taffeta/marketcap/
51891,doll_3.56 b,doll_0.90 b,doll_0.33 b,doll_0.44,https://companiesmarketcap.com/taiwan-business-bank/marketcap/
51892,doll_5.38 b,doll_1.19 b,doll_0.11 b,doll_0.96,https://companiesmarketcap.com/taiwan-high-speed-rail/marketcap/
51893,doll_1.25 b,doll_1.39 b,doll_0.41 b,doll_7.20,https://companiesmarketcap.com/himax/marketcap/
51894,doll_1.03 b,doll_0.40 b,-doll_90.12 m,doll_4.17,https://companiesmarketcap.com/gogoro/marketcap/
51895,doll_2.29 b,doll_0.32 b,doll_86.32 m,doll_7.27,https://companiesmarketcap.com/visera-technologies/marketcap/
51896,doll_14.59 m,doll_5.74 m,-doll_3.5 m,doll_1.32,https://companiesmarketcap.com/gigamedia/marketcap/
51897,doll_15.88 b,doll_16.55 b,doll_1.92 b,doll_1.52,https://companiesmarketcap.com/china-steel/marketcap/
51898,doll_7.16 b,doll_3.04 b,doll_0.38 b,doll_2.20,https://companiesmarketcap.com/far-eastone/marketcap/
51899,doll_12.76 b,doll_17.42 b,doll_1.31 b,doll_2.25,https://companiesmarketcap.com/uni-president-enterprises/marketcap/
51900,doll_5.68 b,doll_48.41 b,doll_1.10 b,doll_2.13,https://companiesmarketcap.com/pegatron/marketcap/
51901,doll_7.09 b,doll_2.30 b,doll_0.51 b,doll_16.30,https://companiesmarketcap.com/globalwafers/marketcap/
51902,doll_2.39 b,doll_10.36 b,doll_0.41 b,doll_0.80,https://companiesmarketcap.com/acer/marketcap/
51903,doll_9.03 b,doll_1.57 b,doll_0.97 b,doll_67.70,https://companiesmarketcap.com/largan-precision/marketcap/
51904,doll_0.59 b,doll_42.24 m,-doll_8.79 m,doll_8.10,https://companiesmarketcap.com/gorilla-technology/marketcap/
51905,doll_0.79 b,doll_0.94 b,doll_0.18 b,doll_21.82,https://companiesmarketcap.com/chipmos-technologies/marketcap/
51906,doll_0.85 b,doll_36.32 m,-doll_0.16 b,doll_7.21,https://companiesmarketcap.com/perfect-corp/marketcap/
51907,doll_5.04 b,doll_4.52 b,doll_0.73 b,doll_0.94,https://companiesmarketcap.com/eva-air/marketcap/
51908,doll_5.88 b,doll_2.42 b,doll_0.91 b,doll_1.90,https://companiesmarketcap.com/nanya-technology/marketcap/
51909,doll_3.72 b,doll_0.10 b,doll_58.39 m,doll_49.87,https://companiesmarketcap.com/ememory-technology/marketcap/
51910,doll_4.54 b,doll_8.88 b,doll_0.54 b,doll_25.99,https://companiesmarketcap.com/wiwynn/marketcap/
51911,doll_0.49 b,doll_0.22 b,doll_27.34 m,doll_7.53,https://companiesmarketcap.com/bafang-yunji/marketcap/
51912,doll_62.62 m,doll_25.83 m,doll_3.45 m,doll_1.49,https://companiesmarketcap.com/gamesparcs/marketcap/
51913,doll_19.17 m,doll_39.07 m,doll_4.07 m,doll_1.59,https://companiesmarketcap.com/netmarble-joybomb/marketcap/
51914,doll_9.43 b,doll_44.01 b,doll_1.48 b,doll_2.45,https://companiesmarketcap.com/quanta-computer/marketcap/
51915,doll_4.97 b,doll_2.10 b,doll_0.77 b,doll_7.69,https://companiesmarketcap.com/nan-y-pcb/marketcap/
51916,doll_4.83 b,doll_1.87 b,doll_0.70 b,doll_2.95,https://companiesmarketcap.com/vanguard-international-semiconductor/marketcap/
51917,doll_3.64 b,doll_8.80 b,-doll_0.22 b,doll_0.38,https://companiesmarketcap.com/innolux/marketcap/
51918,doll_2.50 b,doll_0.75 b,doll_0.14 b,doll_5.91,https://companiesmarketcap.com/win-semiconductors/marketcap/
51919,doll_4.98 b,doll_3.21 b,doll_0.70 b,doll_1.41,https://companiesmarketcap.com/asia-cement/marketcap/
51920,doll_26.36 b,doll_28.34 b,doll_1.36 b,doll_2.77,https://companiesmarketcap.com/formosa-petrochemical/marketcap/
51921,doll_12.10 b,doll_0.73 b,doll_1.33 b,doll_7.65,https://companiesmarketcap.com/chailease-holding/marketcap/
51922,doll_24.14 b,doll_12.31 b,doll_1.46 b,doll_9.30,https://companiesmarketcap.com/delta-electronics/marketcap/
51923,doll_4.24 b,doll_2.78 b,doll_1.11 b,doll_1.07,https://companiesmarketcap.com/powerchip-semiconductor-manufacturing/marketcap/
51924,doll_6.83 b,doll_9.92 b,doll_5.66 b,doll_2.43,https://companiesmarketcap.com/wan-hai-lines/marketcap/
51925,doll_58.04 m,doll_5.97 m,doll_1.23 m,doll_2.61,https://companiesmarketcap.com/wayi-international-digital-entertainment/marketcap/
51926,doll_6.59 b,doll_19.20 b,doll_1.39 b,doll_8.88,https://companiesmarketcap.com/asus/marketcap/
51927,doll_14.08 b,doll_13.26 b,doll_0.81 b,doll_2.41,https://companiesmarketcap.com/formosa-chemicals-and-fibre/marketcap/
51928,doll_6.15 b,doll_1.09 b,doll_0.41 b,doll_0.58,https://companiesmarketcap.com/chang-hwa-commercial-bank/marketcap/
51929,doll_6.93 b,doll_4.28 b,doll_1.49 b,doll_11.39,https://companiesmarketcap.com/novatek-microelectronics/marketcap/
51930,doll_10.58 b,doll_22.91 b,doll_15.51 b,doll_5.00,https://companiesmarketcap.com/evergreen-marine/marketcap/
51931,doll_8.62 b,doll_3.72 b,doll_0.41 b,doll_1.21,https://companiesmarketcap.com/taiwan-cement/marketcap/
51932,doll_0.13 b,doll_12.53 m,-doll_0.85 m,doll_1.57,https://companiesmarketcap.com/chinese-gamer-international/marketcap/
51933,doll_6.47 b,doll_0.87 b,doll_0.28 b,doll_32.40,https://companiesmarketcap.com/airtac-international/marketcap/
51934,doll_26.47 m,doll_12.7 m,doll_2.27 m,doll_1.40,https://companiesmarketcap.com/fun-yours-technology/marketcap/
51935,doll_0.16 b,doll_61.31 m,doll_44.79 m,doll_2.06,https://companiesmarketcap.com/softstar-entertainment/marketcap/
51936,doll_7.04 b,doll_14.29 b,doll_9.77 b,doll_2.02,https://companiesmarketcap.com/yang-ming/marketcap/
51937,doll_11.53 m,doll_20.67 m,-doll_1.12 m,doll_0.42,https://companiesmarketcap.com/game-hours/marketcap/
51938,doll_37.00 b,doll_19.39 b,doll_5.06 b,doll_23.25,https://companiesmarketcap.com/mediatek/marketcap/
51939,doll_14.95 m,doll_0.11 m,-doll_0.47 m,doll_0.64,https://companiesmarketcap.com/interserv-international/marketcap/
51940,doll_7.49 b,doll_1.42 b,doll_0.83 b,doll_1.55,https://companiesmarketcap.com/shanghai-commercial-and-savings-bank/marketcap/
51941,doll_0.11 b,doll_54.93 m,doll_11.84 m,doll_2.42,https://companiesmarketcap.com/userjoy-technology/marketcap/
51942,doll_0.41 b,doll_0.39 b,doll_65.02 m,doll_2.39,https://companiesmarketcap.com/gamania-digital/marketcap/
51943,doll_5.73 b,doll_9.05 b,doll_0.60 b,doll_1.07,https://companiesmarketcap.com/far-eastern-new-century/marketcap/
51944,doll_0.14 b,doll_76.05 m,doll_2.71 m,doll_1.36,https://companiesmarketcap.com/x-legend-entertainment/marketcap/
51945,doll_8.90 b,doll_2.28 b,doll_0.43 b,doll_11.44,https://companiesmarketcap.com/advantech/marketcap/
51946,doll_5.68 b,doll_4.01 b,doll_1.05 b,doll_16.94,https://companiesmarketcap.com/yageo/marketcap/
51947,doll_11.30 b,doll_7.39 b,doll_0.14 b,doll_20.71,https://companiesmarketcap.com/hotai-motor/marketcap/
51948,doll_8.93 b,doll_5.69 b,doll_0.57 b,doll_3.17,https://companiesmarketcap.com/taiwan-mobile/marketcap/
51949,doll_18.56 b,doll_9.43 b,doll_2.51 b,doll_2.92,https://companiesmarketcap.com/formosa-plastics/marketcap/
51950,doll_0.32 b,doll_0.20 b,doll_35.8 m,doll_2.64,https://companiesmarketcap.com/soft-world-international/marketcap/
51951,doll_20.62 m,doll_3.8 m,-doll_2.87 m,doll_0.48,https://companiesmarketcap.com/astro-corp/marketcap/
51952,doll_5.43 b,doll_4.00 b,doll_0.66 b,doll_10.60,https://companiesmarketcap.com/realtek/marketcap/
51953,doll_19.56 b,doll_13.28 b,doll_2.43 b,doll_2.47,https://companiesmarketcap.com/nan-ya-plastics/marketcap/
51954,doll_3.78 b,doll_5.44 b,doll_0.57 b,doll_0.63,https://companiesmarketcap.com/china-airlines/marketcap/
51955,doll_92.82 m,doll_56.42 m,doll_13.32 m,doll_3.09,https://companiesmarketcap.com/macrowell-omg-digital-entertainment/marketcap/
51956,doll_9.37 b,doll_9.64 b,doll_0.48 b,doll_9.02,https://companiesmarketcap.com/president-chain-store-pscs/marketcap/
51957,doll_2.19 b,doll_0.39 b,doll_0.21 b,doll_15.59,https://companiesmarketcap.com/international-games-system/marketcap/
51958,doll_1.90 b,doll_0.51 b,doll_0.17 b,doll_4.92,https://companiesmarketcap.com/formosa-sumco-technology/marketcap/
51959,doll_0.61 b,doll_0.47 b,doll_47.88 m,doll_0.53,https://companiesmarketcap.com/cathay-real-estate-development/marketcap/
51960,,doll_138.28 b,doll_38.74 b,doll_2.22,https://companiesmarketcap.com/gazprom/marketcap/
51961,,doll_24.90 b,doll_0.83 b,doll_59.59,https://companiesmarketcap.com/magnit/marketcap/
51962,,doll_39.24 b,doll_18.50 b,doll_1.95,https://companiesmarketcap.com/sberbank/marketcap/
51963,,doll_15.49 b,-doll_7.76 b,doll_0.30,https://companiesmarketcap.com/surgutneftegas/marketcap/
51964,doll_1.60 b,doll_13.48 b,doll_4.37 b,doll_1.10,https://companiesmarketcap.com/evraz/marketcap/
51965,doll_0.23 b,doll_0.11 b,-doll_9.54 m,doll_3.40,https://companiesmarketcap.com/cian-plc/marketcap/
51966,doll_53.58 b,doll_0.96 b,doll_0.11 b,doll_63.30,https://companiesmarketcap.com/united-heavy-machinery/marketcap/
51967,,doll_16.19 b,doll_6.38 b,doll_1.54,https://companiesmarketcap.com/novolipetsk-steel/marketcap/
51968,,doll_5.68 b,doll_2.16 b,doll_89.80,https://companiesmarketcap.com/phosagro/marketcap/
51969,,doll_7.87 b,doll_0.89 b,doll_3.25,https://companiesmarketcap.com/mobile-telesystems/marketcap/
51970,,doll_15.63 b,doll_6.84 b,doll_14.51,https://companiesmarketcap.com/novatek/marketcap/
51971,,doll_17.11 b,doll_3.65 b,doll_4.81,https://companiesmarketcap.com/tatneft/marketcap/
51972,,doll_4.96 b,doll_2.75 b,doll_108.50,https://companiesmarketcap.com/polyus/marketcap/
51973,,doll_124.77 b,doll_13.07 b,doll_56.31,https://companiesmarketcap.com/lukoil/marketcap/
51974,,doll_111.11 b,doll_16.98 b,doll_5.06,https://companiesmarketcap.com/rosneft/marketcap/
51975,,doll_14.60 b,doll_2.00 b,,https://companiesmarketcap.com/rosseti/marketcap/
51976,doll_1.20 b,doll_5.44 b,doll_1.50 b,doll_2.25,https://companiesmarketcap.com/mechel-pao/marketcap/
51977,,doll_17.85 b,doll_9.28 b,doll_211.35,https://companiesmarketcap.com/nornickel/marketcap/
51978,,doll_10.31 b,doll_4.15 b,doll_12.16,https://companiesmarketcap.com/severstal/marketcap/
51979,doll_2.62 b,doll_6.37 b,doll_0.11 b,doll_3.58,https://companiesmarketcap.com/pick-n-pay/marketcap/
51980,doll_8.71 b,doll_10.83 b,doll_2.99 b,doll_12.31,https://companiesmarketcap.com/sibanye-stillwater/marketcap/
51981,doll_16.97 b,doll_8.35 b,doll_2.40 b,doll_10.22,https://companiesmarketcap.com/standard-bank-group/marketcap/
51982,doll_11.35 b,doll_7.30 b,doll_2.79 b,doll_13.41,https://companiesmarketcap.com/impala-platinum/marketcap/
51983,doll_42.03 b,doll_2.53 b,doll_8.12 m,doll_40.07,https://companiesmarketcap.com/naspers/marketcap/
51984,doll_4.55 b,doll_4.24 b,doll_0.27 b,doll_6.10,https://companiesmarketcap.com/mediclinic-international/marketcap/
51985,doll_3.22 b,doll_37.43 b,doll_3.25 b,doll_0.68,https://companiesmarketcap.com/old-mutual/marketcap/
51986,doll_11.11 b,doll_17.01 b,doll_3.42 b,doll_17.35,https://companiesmarketcap.com/sasol/marketcap/
