,pricecap,revenue,earnings,share_price,url
21247,doll_17.35 b,,,doll_9.0,
21248,doll_17.35 b,,,doll_29.0,
21249,doll_17.34 b,,,doll_4.0,
21250,doll_17.33 b,,,doll_163.0,
21251,doll_17.29 b,,,doll_75.0,
21252,doll_17.24 b,,,doll_110.0,
21253,doll_17.24 b,,,doll_367.0,
21254,doll_17.24 b,,,doll_221.0,
21255,doll_17.22 b,,,doll_20.0,
21256,doll_17.21 b,,,doll_108.0,
21257,doll_17.21 b,,,doll_233.0,
21258,doll_17.21 b,,,doll_55.0,
21259,doll_17.2 b,,,doll_287.0,
21260,doll_17.18 b,,,doll_381.0,
21261,doll_17.16 b,,,doll_34.0,
21262,doll_17.13 b,,,doll_18.0,
21263,doll_17.13 b,,,doll_5.0,
21264,doll_17.1 b,,,doll_1.0,
21265,doll_17.09 b,,,doll_51.0,
21266,doll_17.08 b,,,doll_44.0,
21267,doll_17.07 b,,,doll_57.0,
21268,doll_17.03 b,,,doll_345.0,
21269,doll_17.03 b,,,doll_4.0,
21270,doll_17.03 b,,,doll_54.0,
21271,doll_16.98 b,,,doll_26.0,
21272,doll_16.97 b,,,doll_30.0,
21273,doll_16.9 b,,,doll_280.0,
21274,doll_16.89 b,,,doll_27.0,
21275,doll_16.86 b,,,doll_134.0,
21276,doll_16.8 b,,,doll_4.0,
21277,doll_16.8 b,,,doll_38.0,
21278,doll_16.78 b,,,doll_30.0,
21279,doll_16.76 b,,,doll_81.0,
21280,doll_16.73 b,,,doll_40.0,
21281,doll_16.71 b,,,doll_157.0,
21282,doll_16.71 b,,,doll_72.0,
21283,doll_16.69 b,,,doll_31.0,
21284,doll_16.68 b,,,doll_4.0,
21285,doll_16.66 b,,,doll_59.0,
21286,doll_16.64 b,,,doll_12.0,
21287,doll_16.62 b,,,doll_31.0,
21288,doll_16.61 b,,,doll_14.0,
21289,doll_16.61 b,,,doll_21.0,
21290,doll_16.6 b,,,doll_18.0,
21291,doll_16.58 b,,,doll_24.0,
21292,doll_16.56 b,,,doll_32.0,
21293,doll_16.56 b,,,doll_84.0,
21294,doll_16.54 b,,,doll_73.0,
21295,doll_16.53 b,,,doll_6.0,
21296,doll_16.51 b,,,doll_2.0,
21297,doll_16.5 b,,,doll_3.0,
21298,doll_16.49 b,,,doll_25.0,
21299,doll_16.47 b,,,doll_65.0,
21300,doll_16.44 b,,,doll_3.0,
21301,doll_16.41 b,,,doll_14.0,
21302,doll_16.36 b,,,doll_200.0,
21303,doll_16.34 b,,,doll_699.0,
21304,doll_16.3 b,,,doll_2068.0,
21305,doll_16.27 b,,,doll_129.0,
21306,doll_16.25 b,,,doll_1.0,
21307,doll_16.23 b,,,doll_27.0,
21308,doll_16.17 b,,,doll_2.0,
21309,doll_16.17 b,,,doll_9.0,
21310,doll_16.16 b,,,doll_11.0,
21311,doll_16.13 b,,,doll_84.0,
21312,doll_16.13 b,,,doll_137.0,
21313,doll_16.12 b,,,doll_1.0,
21314,doll_16.08 b,,,doll_533.0,
21315,doll_16.08 b,,,doll_8.0,
21316,doll_16.07 b,,,doll_128.0,
21317,doll_15.99 b,,,doll_10.0,
21318,doll_15.99 b,,,doll_3.0,
21319,doll_15.94 b,,,doll_16.0,
21320,doll_15.92 b,,,doll_7.0,
21321,doll_15.91 b,,,doll_47.0,
21322,doll_15.89 b,,,doll_2.0,
21323,doll_15.88 b,,,doll_38.0,
21324,doll_15.86 b,,,doll_113.0,
21325,doll_15.83 b,,,doll_2.0,
21326,doll_15.8 b,,,doll_125.0,
21327,doll_15.79 b,,,doll_17.0,
21328,doll_15.75 b,,,doll_47.0,
21329,doll_15.75 b,,,doll_282.0,
21330,doll_15.72 b,,,doll_31.0,
21331,doll_15.7 b,,,doll_5.0,
21332,doll_15.62 b,,,doll_30.0,
21333,doll_15.6 b,,,doll_29.0,
21334,doll_15.6 b,,,doll_168.0,
21335,doll_15.59 b,,,doll_8.0,
21336,doll_15.53 b,,,doll_31.0,
21337,doll_15.52 b,,,doll_2.0,
21338,doll_15.51 b,,,doll_32.0,
21339,doll_15.48 b,,,doll_602.0,
21340,doll_15.41 b,,,doll_67.0,
21341,doll_15.4 b,,,doll_404.0,
21342,doll_15.4 b,,,doll_110.0,
21343,doll_15.38 b,,,doll_15.0,
21344,doll_15.36 b,,,doll_2.0,
21345,doll_15.36 b,,,doll_9.0,
21346,doll_15.36 b,,,doll_2.0,
21347,doll_15.35 b,,,doll_68.0,
21348,doll_15.33 b,,,doll_17.0,
21349,doll_15.33 b,,,doll_4797.0,
21350,doll_15.28 b,,,doll_95.0,
21351,doll_15.27 b,,,doll_306.0,
21352,doll_15.25 b,,,doll_5.0,
21353,doll_15.24 b,,,doll_188.0,
21354,doll_15.24 b,,,doll_94.0,
21355,doll_15.23 b,,,doll_79.0,
21356,doll_15.21 b,,,doll_22.0,
21357,doll_15.21 b,,,doll_33.0,
21358,doll_15.2 b,,,doll_2.0,
21359,doll_15.15 b,,,doll_121.0,
21360,doll_15.11 b,,,doll_2.0,
21361,doll_15.1 b,,,doll_61.0,
21362,doll_15.04 b,,,doll_1.0,
21363,doll_15.03 b,,,doll_65.0,
21364,doll_15.0 b,,,doll_72.0,
21365,doll_14.99 b,,,doll_104.0,
21366,doll_14.98 b,,,doll_2.0,
21367,doll_14.98 b,,,doll_55.0,
21368,doll_14.94 b,,,doll_35.0,
21369,doll_14.91 b,,,doll_6.0,
21370,doll_14.9 b,,,doll_244.0,
21371,doll_14.9 b,,,doll_165.0,
21372,doll_14.87 b,,,doll_11.0,
21373,doll_14.87 b,,,doll_9.0,
21374,doll_14.87 b,,,doll_9.0,
21375,doll_14.87 b,,,doll_595.0,
21376,doll_14.87 b,,,doll_11.0,
21377,doll_14.86 b,,,doll_65.0,
21378,doll_14.84 b,,,doll_7.0,
21379,doll_14.81 b,,,doll_55.0,
21380,doll_14.78 b,,,doll_23.0,
21381,doll_14.77 b,,,doll_33.0,
21382,doll_14.73 b,,,doll_51.0,
21383,doll_14.69 b,,,doll_22.0,
21384,doll_14.67 b,,,doll_12.0,
21385,doll_14.65 b,,,doll_247.0,
21386,doll_14.63 b,,,doll_118.0,
21387,doll_14.62 b,,,doll_16.0,
21388,doll_14.59 b,,,doll_224.0,
21389,doll_14.52 b,,,doll_246.0,
21390,doll_14.49 b,,,doll_123.0,
21391,doll_14.48 b,,,doll_16.0,
21392,doll_14.48 b,,,doll_29.0,
21393,doll_14.47 b,,,doll_97.0,
21394,doll_14.46 b,,,doll_29.0,
21395,doll_14.41 b,,,doll_1.0,
21396,doll_14.39 b,,,doll_48.0,
21397,doll_14.39 b,,,doll_215.0,
21398,doll_14.38 b,,,doll_7.0,
21399,doll_14.37 b,,,doll_27.0,
21400,doll_14.36 b,,,doll_1.0,
21401,doll_14.35 b,,,doll_60.0,
21402,doll_14.34 b,,,doll_105.0,
21403,doll_14.34 b,,,doll_7.0,
21404,doll_14.33 b,,,doll_100.0,
21405,doll_14.32 b,,,doll_127.0,
21406,doll_14.32 b,,,doll_6.0,
21407,doll_14.28 b,,,doll_37.0,
21408,doll_14.24 b,,,doll_43.0,
21409,doll_14.22 b,,,doll_2.0,
21410,doll_14.21 b,,,doll_91.0,
21411,doll_14.19 b,,,doll_28.0,
21412,doll_14.13 b,,,0.0,
21413,doll_14.13 b,,,doll_1.0,
21414,doll_14.11 b,,,doll_273.0,
21415,doll_14.08 b,,,doll_155.0,
21416,doll_14.07 b,,,doll_16.0,
21417,doll_14.06 b,,,doll_44.0,
21418,doll_14.05 b,,,doll_1.0,
21419,doll_14.03 b,,,doll_55.0,
21420,doll_14.0 b,,,doll_22.0,
21421,doll_13.98 b,,,doll_22.0,
21422,doll_13.97 b,,,doll_64.0,
21423,doll_13.97 b,,,doll_15.0,
21424,doll_13.97 b,,,doll_21.0,
21425,doll_13.96 b,,,doll_34.0,
21426,doll_13.95 b,,,doll_5.0,
21427,doll_13.94 b,,,doll_4.0,
21428,doll_13.9 b,,,doll_2073.0,
21429,doll_13.89 b,,,doll_55.0,
21430,doll_13.87 b,,,doll_36.0,
21431,doll_13.82 b,,,doll_108.0,
21432,doll_13.81 b,,,doll_19.0,
21433,doll_13.8 b,,,doll_42.0,
21434,doll_13.8 b,,,doll_187.0,
21435,doll_13.8 b,,,doll_70.0,
21436,doll_13.79 b,,,doll_94.0,
21437,doll_13.78 b,,,doll_43.0,
21438,doll_13.77 b,,,doll_140.0,
21439,doll_13.76 b,,,doll_351.0,
21440,doll_13.76 b,,,doll_14.0,
21441,doll_13.72 b,,,doll_23.0,
21442,doll_13.69 b,,,doll_1.0,
21443,doll_13.66 b,,,doll_8.0,
21444,doll_13.64 b,,,doll_83.0,
21445,doll_13.63 b,,,doll_2.0,
21446,doll_13.6 b,,,doll_103.0,
21447,doll_13.58 b,,,doll_2.0,
21448,doll_13.53 b,,,doll_20.0,
21449,doll_13.5 b,,,doll_161.0,
21450,doll_13.49 b,,,doll_86.0,
21451,doll_13.49 b,,,doll_5.0,
21452,doll_13.47 b,,,doll_236.0,
21453,doll_13.46 b,,,doll_61.0,
21454,doll_13.45 b,,,doll_53.0,
21455,doll_13.42 b,,,doll_49.0,
21456,doll_13.41 b,,,doll_10.0,
21457,doll_13.4 b,,,doll_20.0,
21458,doll_13.38 b,,,doll_15.0,
21459,doll_13.37 b,,,doll_67.0,
21460,doll_13.36 b,,,doll_3.0,
21461,doll_13.35 b,,,doll_10.0,
21462,doll_13.31 b,,,doll_22.0,
21463,doll_13.31 b,,,doll_10.0,
21464,doll_13.31 b,,,doll_6.0,
21465,doll_13.3 b,,,doll_9.0,
21466,doll_13.24 b,,,doll_3.0,
21467,doll_13.21 b,,,doll_272.0,
21468,doll_13.2 b,,,0.0,
21469,doll_13.19 b,,,doll_271.0,
21470,doll_13.17 b,,,doll_25.0,
21471,doll_13.15 b,,,doll_1.0,
21472,doll_13.15 b,,,doll_1.0,
21473,doll_13.12 b,,,doll_251.0,
21474,doll_13.12 b,,,doll_3.0,
21475,doll_13.11 b,,,doll_14.0,
21476,doll_13.11 b,,,doll_40.0,
21477,doll_13.1 b,,,doll_123.0,
21478,doll_13.03 b,,,doll_19.0,
21479,doll_13.03 b,,,doll_37.0,
21480,doll_13.02 b,,,doll_51.0,
21481,doll_13.0 b,,,doll_178.0,
21482,doll_12.99 b,,,doll_3.0,
21483,doll_12.98 b,,,doll_201.0,
21484,doll_12.97 b,,,0.0,
21485,doll_12.96 b,,,doll_55.0,
21486,doll_12.96 b,,,doll_51.0,
21487,doll_12.95 b,,,doll_20.0,
21488,doll_12.95 b,,,doll_83.0,
21489,doll_12.94 b,,,doll_311.0,
21490,doll_12.91 b,,,doll_146.0,
21491,doll_12.89 b,,,doll_39.0,
21492,doll_12.87 b,,,doll_5.0,
21493,doll_12.87 b,,,doll_11.0,
21494,doll_12.85 b,,,doll_3.0,
21495,doll_12.82 b,,,doll_21.0,
21496,doll_12.81 b,,,doll_66.0,
21497,doll_12.8 b,,,doll_49.0,
21498,doll_12.79 b,,,doll_2.0,
21499,doll_12.77 b,,,doll_9.0,
21500,doll_12.71 b,,,doll_53.0,
21501,doll_12.7 b,,,doll_52.0,
21502,doll_12.68 b,,,doll_36.0,
21503,doll_12.65 b,,,doll_38.0,
21504,doll_12.65 b,,,doll_109.0,
21505,doll_12.64 b,,,doll_117.0,
21506,doll_12.61 b,,,doll_237.0,
21507,doll_12.6 b,,,doll_11.0,
21508,doll_12.58 b,,,doll_17.0,
21509,doll_12.58 b,,,doll_276.0,
21510,doll_12.58 b,,,doll_60.0,
21511,doll_12.56 b,,,doll_48.0,
21512,doll_12.55 b,,,doll_10.0,
21513,doll_12.53 b,,,doll_31.0,
21514,doll_12.52 b,,,doll_3.0,
21515,doll_12.52 b,,,doll_10.0,
21516,doll_12.51 b,,,doll_6.0,
21517,doll_12.5 b,,,doll_29.0,
21518,doll_12.5 b,,,doll_6.0,
21519,doll_12.5 b,,,doll_44.0,
21520,doll_12.48 b,,,doll_8.0,
21521,doll_12.48 b,,,doll_56.0,
21522,doll_12.48 b,,,doll_5.0,
21523,doll_12.48 b,,,doll_19.0,
21524,doll_12.47 b,,,doll_35.0,
21525,doll_12.44 b,,,doll_237.0,
21526,doll_12.41 b,,,doll_24.0,
21527,doll_12.41 b,,,doll_84.0,
21528,doll_12.39 b,,,doll_419.0,
21529,doll_12.39 b,,,doll_34.0,
21530,doll_12.36 b,,,doll_30.0,
21531,doll_12.35 b,,,doll_10.0,
21532,doll_12.32 b,,,doll_8.0,
21533,doll_12.32 b,,,doll_2.0,
21534,doll_12.31 b,,,doll_102.0,
21535,doll_12.31 b,,,doll_315.0,
21536,doll_12.3 b,,,doll_1.0,
21537,doll_12.3 b,,,doll_1.0,
21538,doll_12.29 b,,,doll_229.0,
21539,doll_12.27 b,,,0.0,
21540,doll_12.24 b,,,doll_4.0,
21541,doll_12.24 b,,,doll_60.0,
21542,doll_12.23 b,,,doll_33.0,
21543,doll_12.23 b,,,doll_132.0,
21544,doll_12.23 b,,,doll_37.0,
21545,doll_12.21 b,,,doll_48.0,
21546,doll_12.21 b,,,doll_208.0,
21547,doll_12.21 b,,,doll_4.0,
21548,doll_12.21 b,,,doll_32.0,
21549,doll_12.2 b,,,doll_9.0,
21550,doll_12.16 b,,,doll_171.0,
21551,doll_12.16 b,,,doll_228.0,
21552,doll_12.15 b,,,doll_7.0,
21553,doll_12.14 b,,,doll_1.0,
21554,doll_12.14 b,,,doll_114.0,
21555,doll_12.12 b,,,doll_343.0,
21556,doll_12.11 b,,,doll_27.0,
21557,doll_12.1 b,,,doll_58.0,
21558,doll_12.09 b,,,doll_258.0,
21559,doll_12.06 b,,,doll_18.0,
21560,doll_12.04 b,,,doll_188.0,
21561,doll_12.02 b,,,doll_29.0,
21562,doll_12.01 b,,,doll_141.0,
21563,doll_12.0 b,,,doll_123.0,
21564,doll_11.99 b,,,doll_1.0,
21565,doll_11.99 b,,,doll_81.0,
21566,doll_11.96 b,,,doll_9.0,
21567,doll_11.94 b,,,doll_55.0,
21568,doll_11.93 b,,,doll_48.0,
21569,doll_11.92 b,,,doll_5.0,
21570,doll_11.91 b,,,doll_6.0,
21571,doll_11.87 b,,,doll_69.0,
21572,doll_11.86 b,,,doll_61.0,
21573,doll_11.86 b,,,doll_7.0,
21574,doll_11.86 b,,,doll_7.0,
21575,doll_11.85 b,,,doll_15.0,
21576,doll_11.83 b,,,doll_10.0,
21577,doll_11.82 b,,,doll_60.0,
21578,doll_11.82 b,,,doll_42.0,
21579,doll_11.82 b,,,doll_44.0,
21580,doll_11.82 b,,,doll_123.0,
21581,doll_11.81 b,,,doll_314.0,
21582,doll_11.81 b,,,doll_41.0,
21583,doll_11.8 b,,,doll_37.0,
21584,doll_11.79 b,,,doll_61.0,
21585,doll_11.78 b,,,doll_64.0,
21586,doll_11.77 b,,,doll_130.0,
21587,doll_11.76 b,,,doll_170.0,
21588,doll_11.76 b,,,doll_88.0,
21589,doll_11.75 b,,,doll_22.0,
21590,doll_11.74 b,,,doll_15.0,
21591,doll_11.73 b,,,0.0,
21592,doll_11.73 b,,,doll_113.0,
21593,doll_11.73 b,,,doll_3.0,
21594,doll_11.72 b,,,doll_16.0,
21595,doll_11.71 b,,,doll_12.0,
21596,doll_11.7 b,,,doll_31.0,
21597,doll_11.68 b,,,doll_11.0,
21598,doll_11.66 b,,,doll_35.0,
21599,doll_11.66 b,,,doll_15.0,
21600,doll_11.63 b,,,0.0,
21601,doll_11.63 b,,,doll_12.0,
21602,doll_11.62 b,,,doll_6.0,
21603,doll_11.61 b,,,doll_146.0,
21604,doll_11.6 b,,,doll_75.0,
21605,doll_11.59 b,,,doll_9.0,
21606,doll_11.57 b,,,doll_38.0,
21607,doll_11.56 b,,,doll_5.0,
21608,doll_11.56 b,,,doll_63.0,
21609,doll_11.55 b,,,doll_69.0,
21610,doll_11.54 b,,,doll_7.0,
21611,doll_11.54 b,,,doll_16.0,
21612,doll_11.54 b,,,doll_56.0,
21613,doll_11.52 b,,,doll_83.0,
21614,doll_11.52 b,,,doll_17.0,
21615,doll_11.51 b,,,doll_177.0,
21616,doll_11.5 b,,,doll_2.0,
21617,doll_11.48 b,,,doll_41.0,
21618,doll_11.47 b,,,doll_30.0,
21619,doll_11.46 b,,,doll_17.0,
21620,doll_11.46 b,,,doll_5.0,
21621,doll_11.45 b,,,doll_148.0,
21622,doll_11.44 b,,,doll_82.0,
21623,doll_11.44 b,,,doll_109.0,
21624,doll_11.44 b,,,doll_79.0,
21625,doll_11.41 b,,,doll_1.0,
21626,doll_11.4 b,,,doll_4.0,
21627,doll_11.38 b,,,doll_50.0,
21628,doll_11.37 b,,,doll_11.0,
21629,doll_11.36 b,,,doll_45.0,
21630,doll_11.35 b,,,doll_44.0,
21631,doll_11.34 b,,,doll_788.0,
21632,doll_11.33 b,,,doll_78.0,
21633,doll_11.28 b,,,doll_22.0,
21634,doll_11.28 b,,,doll_1.0,
21635,doll_11.27 b,,,doll_31.0,
21636,doll_11.26 b,,,doll_13.0,
21637,doll_11.21 b,,,doll_28.0,
21638,doll_11.21 b,,,doll_8.0,
21639,doll_11.19 b,,,doll_50.0,
21640,doll_11.19 b,,,doll_64.0,
21641,doll_11.19 b,,,doll_52.0,
21642,doll_11.19 b,,,doll_3.0,
21643,doll_11.18 b,,,doll_220.0,
21644,doll_11.18 b,,,doll_30.0,
21645,doll_11.17 b,,,doll_87.0,
21646,doll_11.17 b,,,doll_1.0,
21647,doll_11.16 b,,,doll_38.0,
21648,doll_11.15 b,,,doll_1.0,
21649,doll_11.13 b,,,doll_21.0,
21650,doll_11.1 b,,,doll_14.0,
21651,doll_11.09 b,,,doll_92.0,
21652,doll_11.09 b,,,doll_4.0,
21653,doll_11.08 b,,,doll_51.0,
21654,doll_11.04 b,,,doll_42.0,
21655,doll_11.01 b,,,doll_38.0,
21656,doll_11.0 b,,,doll_48.0,
21657,doll_11.0 b,,,doll_34.0,
21658,doll_11.0 b,,,doll_2008.0,
21659,doll_10.98 b,,,doll_93.0,
21660,doll_10.98 b,,,doll_27.0,
21661,doll_10.97 b,,,doll_25.0,
21662,doll_10.97 b,,,doll_29.0,
21663,doll_10.97 b,,,doll_19.0,
21664,doll_10.96 b,,,doll_55.0,
21665,doll_10.96 b,,,doll_5.0,
21666,doll_10.94 b,,,doll_8.0,
21667,doll_10.93 b,,,doll_101.0,
21668,doll_10.92 b,,,doll_64.0,
21669,doll_10.89 b,,,doll_68.0,
21670,doll_10.88 b,,,doll_8.0,
21671,doll_10.86 b,,,doll_20.0,
21672,doll_10.86 b,,,doll_40.0,
21673,doll_10.85 b,,,doll_152.0,
21674,doll_10.83 b,,,doll_32.0,
21675,doll_10.8 b,,,doll_8.0,
21676,doll_10.76 b,,,doll_39.0,
21677,doll_10.76 b,,,doll_53.0,
21678,doll_10.75 b,,,doll_41.0,
21679,doll_10.73 b,,,doll_1.0,
21680,doll_10.73 b,,,doll_122.0,
21681,doll_10.72 b,,,doll_4.0,
21682,doll_10.71 b,,,0.0,
21683,doll_10.71 b,,,doll_61.0,
21684,doll_10.7 b,,,doll_1.0,
21685,doll_10.7 b,,,doll_56.0,
21686,doll_10.68 b,,,doll_66.0,
21687,doll_10.68 b,,,doll_17.0,
21688,doll_10.68 b,,,doll_128.0,
21689,doll_10.67 b,,,doll_23.0,
21690,doll_10.67 b,,,doll_41.0,
21691,doll_10.66 b,,,doll_5.0,
21692,doll_10.66 b,,,doll_5.0,
21693,doll_10.66 b,,,doll_69.0,
21694,doll_10.65 b,,,doll_24.0,
21695,doll_10.65 b,,,doll_12.0,
21696,doll_10.64 b,,,doll_2.0,
21697,doll_10.64 b,,,doll_89.0,
21698,doll_10.63 b,,,doll_56.0,
21699,doll_10.63 b,,,doll_3.0,
21700,doll_10.62 b,,,doll_69.0,
21701,doll_10.61 b,,,doll_25.0,
21702,doll_10.6 b,,,doll_94.0,
21703,doll_10.59 b,,,doll_10.0,
21704,doll_10.55 b,,,doll_25.0,
21705,doll_10.55 b,,,doll_22.0,
21706,doll_10.53 b,,,doll_46.0,
21707,doll_10.52 b,,,doll_13.0,
21708,doll_10.52 b,,,doll_5.0,
21709,doll_10.52 b,,,doll_398.0,
21710,doll_10.51 b,,,doll_67.0,
21711,doll_10.49 b,,,doll_42.0,
21712,doll_10.48 b,,,doll_8.0,
21713,doll_10.48 b,,,doll_70.0,
21714,doll_10.47 b,,,doll_9.0,
21715,doll_10.46 b,,,doll_17.0,
21716,doll_10.46 b,,,doll_38.0,
21717,doll_10.44 b,,,doll_27.0,
21718,doll_10.43 b,,,doll_20.0,
21719,doll_10.43 b,,,doll_36.0,
21720,doll_10.42 b,,,doll_289.0,
21721,doll_10.39 b,,,doll_66.0,
21722,doll_10.39 b,,,doll_17.0,
21723,doll_10.38 b,,,doll_10.0,
21724,doll_10.37 b,,,doll_1.0,
21725,doll_10.36 b,,,doll_32.0,
21726,doll_10.35 b,,,doll_22.0,
21727,doll_10.33 b,,,doll_39.0,
21728,doll_10.32 b,,,doll_286.0,
21729,doll_10.3 b,,,doll_41.0,
21730,doll_10.25 b,,,doll_1.0,
21731,doll_10.23 b,,,doll_8.0,
21732,doll_10.23 b,,,doll_16.0,
21733,doll_10.23 b,,,doll_8.0,
21734,doll_10.22 b,,,doll_45.0,
21735,doll_10.21 b,,,doll_51.0,
21736,doll_10.21 b,,,doll_35.0,
21737,doll_10.2 b,,,doll_57.0,
21738,doll_10.19 b,,,doll_95.0,
21739,doll_10.19 b,,,doll_17.0,
21740,doll_10.19 b,,,doll_33.0,
21741,doll_10.19 b,,,doll_262.0,
21742,doll_10.19 b,,,doll_64.0,
21743,doll_10.17 b,,,doll_21.0,
21744,doll_10.17 b,,,doll_16.0,
21745,doll_10.16 b,,,doll_8.0,
21746,doll_10.16 b,,,doll_136.0,
21747,doll_10.14 b,,,doll_186.0,
21748,doll_10.13 b,,,doll_1.0,
21749,doll_10.13 b,,,doll_30.0,
21750,doll_10.12 b,,,doll_3.0,
21751,doll_10.1 b,,,doll_43.0,
21752,doll_10.09 b,,,doll_2.0,
21753,doll_10.09 b,,,doll_3.0,
21754,doll_10.08 b,,,doll_22.0,
21755,doll_10.06 b,,,doll_84.0,
21756,doll_10.04 b,,,doll_73.0,
21757,doll_10.03 b,,,doll_2.0,
21758,doll_10.02 b,,,doll_248.0,
21759,doll_10.0 b,,,doll_180.0,
21760,doll_9.99 b,,,doll_159.0,
21761,doll_9.98 b,,,doll_94.0,
21762,doll_9.98 b,,,doll_77.0,
21763,doll_9.96 b,,,doll_1.0,
21764,doll_9.95 b,,,doll_17.0,
21765,doll_9.95 b,,,doll_26.0,
21766,doll_9.94 b,,,doll_6.0,
21767,doll_9.92 b,,,doll_64.0,
21768,doll_9.91 b,,,doll_13.0,
21769,doll_9.91 b,,,doll_67.0,
21770,doll_9.9 b,,,doll_1.0,
21771,doll_9.89 b,,,doll_67.0,
21772,doll_9.89 b,,,doll_41.0,
21773,doll_9.86 b,,,doll_26.0,
21774,doll_9.83 b,,,doll_177.0,
21775,doll_9.82 b,,,doll_36.0,
21776,doll_9.81 b,,,doll_21.0,
21777,doll_9.79 b,,,doll_10.0,
21778,doll_9.79 b,,,doll_74.0,
21779,doll_9.78 b,,,doll_111.0,
21780,doll_9.78 b,,,doll_111.0,
21781,doll_9.77 b,,,doll_96.0,
21782,doll_9.76 b,,,doll_65.0,
21783,doll_9.75 b,,,doll_10.0,
21784,doll_9.74 b,,,doll_8.0,
21785,doll_9.73 b,,,doll_21.0,
21786,doll_9.73 b,,,doll_35.0,
21787,doll_9.72 b,,,doll_146.0,
21788,doll_9.72 b,,,doll_20.0,
21789,doll_9.72 b,,,doll_5.0,
21790,doll_9.68 b,,,doll_60.0,
21791,doll_9.67 b,,,doll_7.0,
21792,doll_9.63 b,,,doll_68.0,
21793,doll_9.62 b,,,doll_62.0,
21794,doll_9.62 b,,,doll_18.0,
21795,doll_9.62 b,,,doll_77.0,
21796,doll_9.62 b,,,doll_129.0,
21797,doll_9.61 b,,,doll_19.0,
21798,doll_9.6 b,,,doll_48.0,
21799,doll_9.59 b,,,doll_21.0,
21800,doll_9.57 b,,,doll_19.0,
21801,doll_9.56 b,,,doll_221.0,
21802,doll_9.56 b,,,doll_50.0,
21803,doll_9.55 b,,,doll_100.0,
21804,doll_9.52 b,,,doll_5.0,
21805,doll_9.5 b,,,doll_60.0,
21806,doll_9.49 b,,,doll_1.0,
21807,doll_9.48 b,,,doll_99.0,
21808,doll_9.48 b,,,doll_223.0,
21809,doll_9.47 b,,,doll_71.0,
21810,doll_9.46 b,,,doll_1.0,
21811,doll_9.46 b,,,doll_93.0,
21812,doll_9.46 b,,,doll_44.0,
21813,doll_9.43 b,,,doll_24.0,
21814,doll_9.42 b,,,doll_85.0,
21815,doll_9.4 b,,,doll_4.0,
21816,doll_9.39 b,,,doll_15.0,
21817,doll_9.38 b,,,doll_61.0,
21818,doll_9.37 b,,,doll_9.0,
21819,doll_9.37 b,,,doll_45.0,
21820,doll_9.37 b,,,doll_27.0,
21821,doll_9.36 b,,,doll_2.0,
21822,doll_9.36 b,,,doll_17.0,
21823,doll_9.36 b,,,doll_61.0,
21824,doll_9.35 b,,,doll_30.0,
21825,doll_9.34 b,,,doll_37.0,
21826,doll_9.33 b,,,doll_25.0,
21827,doll_9.32 b,,,doll_60.0,
21828,doll_9.25 b,,,doll_69.0,
21829,doll_9.23 b,,,doll_50.0,
21830,doll_9.23 b,,,doll_7.0,
21831,doll_9.22 b,,,doll_2.0,
21832,doll_9.21 b,,,doll_14.0,
21833,doll_9.2 b,,,doll_8.0,
21834,doll_9.19 b,,,doll_108.0,
21835,doll_9.19 b,,,doll_9.0,
21836,doll_9.18 b,,,doll_69.0,
21837,doll_9.18 b,,,doll_230.0,
21838,doll_9.15 b,,,doll_139.0,
21839,doll_9.12 b,,,doll_34.0,
21840,doll_9.12 b,,,doll_55.0,
21841,doll_9.12 b,,,doll_154.0,
21842,doll_9.12 b,,,doll_68.0,
21843,doll_9.11 b,,,doll_67.0,
21844,doll_9.1 b,,,doll_104.0,
21845,doll_9.07 b,,,doll_17.0,
21846,doll_9.06 b,,,doll_32.0,
21847,doll_9.05 b,,,doll_4.0,
21848,doll_9.05 b,,,doll_14.0,
21849,doll_9.01 b,,,doll_2.0,
21850,doll_9.01 b,,,doll_10.0,
21851,doll_8.98 b,,,doll_21.0,
21852,doll_8.97 b,,,doll_3.0,
21853,doll_8.95 b,,,doll_65.0,
21854,doll_8.95 b,,,doll_23.0,
21855,doll_8.95 b,,,doll_25.0,
21856,doll_8.94 b,,,doll_7.0,
21857,doll_8.94 b,,,doll_5.0,
21858,doll_8.94 b,,,doll_17.0,
21859,doll_8.93 b,,,doll_1.0,
21860,doll_8.93 b,,,doll_13.0,
21861,doll_8.91 b,,,doll_14.0,
21862,doll_8.9 b,,,doll_39.0,
21863,doll_8.89 b,,,doll_154.0,
21864,doll_8.87 b,,,doll_2.0,
21865,doll_8.86 b,,,doll_9.0,
21866,doll_8.85 b,,,doll_68.0,
21867,doll_8.85 b,,,doll_295.0,
21868,doll_8.83 b,,,doll_9.0,
21869,doll_8.83 b,,,doll_3.0,
21870,doll_8.83 b,,,doll_18.0,
21871,doll_8.81 b,,,doll_5.0,
21872,doll_8.81 b,,,doll_53.0,
21873,doll_8.79 b,,,doll_22.0,
21874,doll_8.79 b,,,doll_24.0,
21875,doll_8.79 b,,,doll_36.0,
21876,doll_8.78 b,,,doll_11.0,
21877,doll_8.76 b,,,doll_22.0,
21878,doll_8.76 b,,,doll_71.0,
21879,doll_8.76 b,,,0.0,
21880,doll_8.76 b,,,doll_1.0,
21881,doll_8.76 b,,,doll_2.0,
21882,doll_8.75 b,,,doll_5.0,
