,Unnamed: 0,market_cap,revenue
624,624,doll_4.1 b,doll_1.3 b
625,625,doll_0.5222 b,doll_1.3 b
626,626,doll_9.9 b,doll_1.3 b
627,627,doll_26.2 b,doll_1.3 b
628,628,doll_1.7 b,doll_1.3 b
629,629,doll_0.6007 b,doll_1.3 b
630,630,doll_0.791 b,doll_1.4 b
631,631,0,doll_1.4 b
632,632,doll_1.4 b,doll_1.4 b
633,633,doll_10.3 b,doll_1.4 b
634,634,0,doll_1.4 b
635,635,doll_1.3 b,doll_1.4 b
636,636,0,doll_1.4 b
637,637,doll_2.8 b,doll_1.4 b
638,638,doll_1.4 b,doll_1.4 b
639,639,doll_2.1 b,doll_1.4 b
640,640,doll_1.8 b,doll_1.4 b
641,641,doll_0.411 b,doll_1.4 b
642,642,doll_1.9 b,doll_1.4 b
643,643,doll_2.0 b,doll_1.4 b
644,644,doll_4.1 b,doll_1.4 b
645,645,doll_3.7 b,doll_1.4 b
646,646,doll_0.8716 b,doll_1.4 b
647,647,doll_1.7 b,doll_1.4 b
648,648,doll_5.0 b,doll_1.4 b
649,649,doll_1.5 b,doll_1.4 b
650,650,doll_4.7 b,doll_1.4 b
651,651,doll_2.8 b,doll_1.4 b
652,652,doll_1.9 b,doll_1.4 b
653,653,doll_7.9 b,doll_1.4 b
654,654,doll_13.2 b,doll_1.4 b
655,655,doll_1.9 b,doll_1.4 b
656,656,doll_5.0 b,doll_1.4 b
657,657,doll_0.9254 b,doll_1.4 b
658,658,doll_1.2 b,doll_1.4 b
659,659,doll_0.5109 b,doll_1.4 b
660,660,doll_1.1 b,doll_1.4 b
661,661,doll_1.4 b,doll_1.4 b
662,662,doll_0.7283999999999999 b,doll_1.4 b
663,663,doll_45.6 b,doll_1.4 b
664,664,doll_3.0 b,doll_1.4 b
665,665,doll_3.3 b,doll_1.4 b
666,666,doll_7.0 b,doll_1.4 b
667,667,doll_0.9703999999999999 b,doll_1.4 b
668,668,0,doll_1.4 b
669,669,doll_1.3 b,doll_1.4 b
670,670,0,doll_1.4 b
671,671,doll_1.2 b,doll_1.4 b
672,672,doll_0.6143 b,doll_1.4 b
673,673,0,doll_1.4 b
674,674,doll_1.9 b,doll_1.4 b
675,675,doll_15.7 b,doll_1.4 b
676,676,doll_2.0 b,doll_1.4 b
677,677,doll_6.9 b,doll_1.4 b
678,678,doll_0.45289999999999997 b,doll_1.4 b
679,679,doll_0.2899 b,doll_1.4 b
680,680,doll_2.9 b,doll_1.4 b
681,681,doll_3.2 b,doll_1.4 b
682,682,doll_0.682 b,doll_1.4 b
683,683,doll_5.5 b,doll_1.4 b
684,684,doll_34.0 b,doll_1.4 b
685,685,doll_0.17909999999999998 b,doll_1.4 b
686,686,doll_7.3 b,doll_1.4 b
687,687,doll_0.1416 b,doll_1.4 b
688,688,doll_0.4735 b,doll_1.4 b
689,689,doll_3.2 b,doll_1.4 b
690,690,doll_0.8035 b,doll_1.4 b
691,691,doll_1.7 b,doll_1.4 b
692,692,doll_1.2 b,doll_1.4 b
693,693,doll_4.2 b,doll_1.4 b
694,694,doll_1.6 b,doll_1.4 b
695,695,doll_1.8 b,doll_1.4 b
696,696,doll_3.5 b,doll_1.4 b
697,697,doll_0.3236 b,doll_1.4 b
698,698,doll_1.8 b,doll_1.4 b
699,699,doll_3.0 b,doll_1.4 b
700,700,doll_1.1 b,doll_1.4 b
701,701,doll_2.1 b,doll_1.4 b
702,702,doll_1.0 b,doll_1.4 b
703,703,doll_0.5041 b,doll_1.4 b
704,704,doll_2.6 b,doll_1.4 b
705,705,doll_8.4 b,doll_1.4 b
706,706,doll_10.6 b,doll_1.4 b
707,707,doll_5.2 b,doll_1.4 b
708,708,doll_0.9055 b,doll_1.4 b
709,709,doll_11.7 b,doll_1.4 b
710,710,doll_1.9 b,doll_1.4 b
711,711,doll_2.5 b,doll_1.4 b
712,712,doll_0.2442 b,doll_1.4 b
713,713,doll_3.4 b,doll_1.4 b
714,714,doll_3.3 b,doll_1.4 b
715,715,doll_3.6 b,doll_1.4 b
716,716,0,doll_1.4 b
717,717,doll_7.6 b,doll_1.4 b
718,718,doll_4.3 b,doll_1.4 b
719,719,doll_3.6 b,doll_1.4 b
720,720,doll_2.8 b,doll_1.4 b
721,721,doll_0.055799999999999995 b,doll_1.4 b
722,722,0,doll_1.4 b
723,723,doll_1.2 b,doll_1.4 b
724,724,doll_1.1 b,doll_1.4 b
725,725,doll_1.7 b,doll_1.4 b
726,726,doll_0.8055 b,doll_1.4 b
727,727,doll_4.9 b,doll_1.4 b
728,728,doll_3.9 b,doll_1.4 b
729,729,doll_0.5498999999999999 b,doll_1.4 b
730,730,doll_6.6 b,doll_1.4 b
731,731,0,doll_1.4 b
732,732,doll_3.4 b,doll_1.4 b
733,733,doll_3.7 b,doll_1.4 b
734,734,doll_1.3 b,doll_1.4 b
735,735,doll_2.2 b,doll_1.4 b
736,736,doll_2.0 b,doll_1.4 b
737,737,doll_1.6 b,doll_1.4 b
738,738,doll_2.0 b,doll_1.4 b
739,739,0,doll_1.4 b
740,740,0,doll_1.4 b
741,741,doll_5.3 b,doll_1.4 b
742,742,doll_2.2 b,doll_1.4 b
743,743,doll_4.0 b,doll_1.4 b
744,744,doll_4.1 b,doll_1.4 b
745,745,doll_0.8942 b,doll_1.4 b
746,746,0,doll_1.4 b
747,747,doll_5.3 b,doll_1.4 b
748,748,doll_0.6382000000000001 b,doll_1.4 b
749,749,doll_1.8 b,doll_1.4 b
750,750,doll_7.1 b,doll_1.4 b
751,751,doll_0.1744 b,doll_1.4 b
752,752,doll_8.3 b,doll_1.4 b
753,753,doll_3.1 b,doll_1.4 b
754,754,doll_5.8 b,doll_1.4 b
755,755,doll_1.9 b,doll_1.4 b
756,756,doll_9.5 b,doll_1.4 b
757,757,doll_1.5 b,doll_1.4 b
758,758,doll_4.5 b,doll_1.4 b
759,759,doll_1.6 b,doll_1.4 b
760,760,doll_13.9 b,doll_1.4 b
761,761,doll_1.2 b,doll_1.4 b
762,762,0,doll_1.4 b
763,763,doll_13.5 b,doll_1.4 b
764,764,doll_3.1 b,doll_1.4 b
765,765,doll_0.3837 b,doll_1.4 b
766,766,doll_2.1 b,doll_1.4 b
767,767,doll_0.3979 b,doll_1.4 b
768,768,doll_0.7513 b,doll_1.4 b
769,769,doll_1.8 b,doll_1.4 b
770,770,doll_0.5916 b,doll_1.4 b
771,771,doll_2.4 b,doll_1.4 b
772,772,doll_0.3867 b,doll_1.5 b
773,773,doll_0.8539 b,doll_1.5 b
774,774,doll_3.8 b,doll_1.5 b
775,775,doll_2.3 b,doll_1.5 b
776,776,doll_4.0 b,doll_1.5 b
777,777,0,doll_1.5 b
778,778,doll_1.2 b,doll_1.5 b
779,779,doll_0.5612 b,doll_1.5 b
780,780,doll_4.8 b,doll_1.5 b
781,781,doll_3.5 b,doll_1.5 b
782,782,doll_3.1 b,doll_1.5 b
783,783,doll_5.3 b,doll_1.5 b
784,784,doll_6.0 b,doll_1.5 b
785,785,doll_2.0 b,doll_1.5 b
786,786,doll_0.3237 b,doll_1.5 b
787,787,doll_3.3 b,doll_1.5 b
788,788,doll_0.6364 b,doll_1.5 b
789,789,doll_1.1 b,doll_1.5 b
790,790,doll_0.7997000000000001 b,doll_1.5 b
791,791,doll_5.2 b,doll_1.5 b
792,792,doll_3.7 b,doll_1.5 b
793,793,doll_2.3 b,doll_1.5 b
794,794,doll_7.8 b,doll_1.5 b
795,795,doll_2.5 b,doll_1.5 b
796,796,doll_1.3 b,doll_1.5 b
797,797,doll_1.3 b,doll_1.5 b
798,798,doll_1.5 b,doll_1.5 b
799,799,doll_6.9 b,doll_1.5 b
800,800,doll_1.5 b,doll_1.5 b
801,801,doll_4.1 b,doll_1.5 b
802,802,doll_3.4 b,doll_1.5 b
803,803,doll_9.1 b,doll_1.5 b
804,804,doll_5.5 b,doll_1.5 b
805,805,doll_0.8206 b,doll_1.5 b
806,806,doll_12.1 b,doll_1.5 b
807,807,doll_3.3 b,doll_1.5 b
808,808,0,doll_1.5 b
809,809,doll_2.7 b,doll_1.5 b
810,810,doll_0.626 b,doll_1.5 b
811,811,doll_7.7 b,doll_1.5 b
812,812,doll_6.9 b,doll_1.5 b
813,813,doll_1.2 b,doll_1.5 b
814,814,doll_1.7 b,doll_1.5 b
815,815,doll_2.5 b,doll_1.5 b
816,816,doll_3.7 b,doll_1.5 b
817,817,0,doll_1.5 b
818,818,doll_3.0 b,doll_1.5 b
819,819,doll_1.5 b,doll_1.5 b
820,820,doll_10.1 b,doll_1.5 b
821,821,doll_2.8 b,doll_1.5 b
822,822,doll_1.9 b,doll_1.5 b
823,823,doll_19.1 b,doll_1.5 b
824,824,doll_3.3 b,doll_1.5 b
825,825,0,doll_1.5 b
826,826,doll_2.2 b,doll_1.5 b
827,827,doll_1.3 b,doll_1.5 b
828,828,doll_0.6144 b,doll_1.5 b
829,829,doll_5.5 b,doll_1.5 b
830,830,doll_17.0 b,doll_1.5 b
831,831,doll_1.4 b,doll_1.5 b
832,832,doll_2.1 b,doll_1.5 b
833,833,doll_2.3 b,doll_1.5 b
834,834,doll_0.1682 b,doll_1.5 b
835,835,doll_1.3 b,doll_1.5 b
836,836,doll_6.3 b,doll_1.5 b
837,837,doll_1.6 b,doll_1.5 b
838,838,doll_2.8 b,doll_1.5 b
839,839,doll_2.0 b,doll_1.5 b
840,840,doll_3.7 b,doll_1.5 b
841,841,doll_1.4 b,doll_1.5 b
842,842,doll_1.2 b,doll_1.5 b
843,843,doll_0.2166 b,doll_1.5 b
844,844,doll_0.3472 b,doll_1.5 b
845,845,0,doll_1.5 b
846,846,doll_1.5 b,doll_1.5 b
847,847,doll_4.8 b,doll_1.5 b
848,848,doll_1.3 b,doll_1.5 b
849,849,doll_0.7099 b,doll_1.5 b
850,850,doll_4.1 b,doll_1.5 b
851,851,doll_2.1 b,doll_1.5 b
852,852,doll_0.5913999999999999 b,doll_1.5 b
853,853,doll_2.0 b,doll_1.5 b
854,854,doll_1.3 b,doll_1.5 b
855,855,doll_1.9 b,doll_1.5 b
856,856,doll_1.2 b,doll_1.5 b
857,857,doll_16.5 b,doll_1.5 b
858,858,doll_1.1 b,doll_1.5 b
859,859,doll_1.2 b,doll_1.5 b
860,860,doll_2.3 b,doll_1.5 b
861,861,doll_0.763 b,doll_1.5 b
862,862,doll_4.6 b,doll_1.5 b
863,863,doll_0.8212999999999999 b,doll_1.5 b
864,864,doll_5.0 b,doll_1.5 b
865,865,doll_1.4 b,doll_1.5 b
866,866,0,doll_1.5 b
867,867,doll_4.2 b,doll_1.5 b
868,868,doll_5.7 b,doll_1.5 b
869,869,doll_3.5 b,doll_1.5 b
870,870,doll_37.0 b,doll_1.5 b
871,871,doll_0.849 b,doll_1.5 b
872,872,doll_4.7 b,doll_1.5 b
873,873,doll_1.3 b,doll_1.5 b
874,874,doll_0.4637 b,doll_1.5 b
875,875,doll_4.3 b,doll_1.5 b
876,876,doll_11.3 b,doll_1.5 b
877,877,0,doll_1.5 b
878,878,doll_0.1052 b,doll_1.5 b
879,879,doll_15.9 b,doll_1.5 b
880,880,0,doll_1.5 b
881,881,doll_3.5 b,doll_1.5 b
882,882,doll_2.7 b,doll_1.5 b
883,883,doll_0.5878 b,doll_1.5 b
884,884,0,doll_1.5 b
885,885,doll_4.0 b,doll_1.5 b
886,886,doll_0.1245 b,doll_1.5 b
887,887,doll_8.7 b,doll_1.5 b
888,888,doll_0.0248 b,doll_1.5 b
889,889,0,doll_1.5 b
890,890,doll_0.5626 b,doll_1.5 b
891,891,doll_1.3 b,doll_1.5 b
892,892,doll_1.2 b,doll_1.5 b
893,893,doll_13.0 b,doll_1.5 b
894,894,doll_0.7822 b,doll_1.5 b
895,895,doll_14.4 b,doll_1.5 b
896,896,doll_3.1 b,doll_1.5 b
897,897,doll_4.6 b,doll_1.5 b
898,898,doll_1.3 b,doll_1.5 b
899,899,doll_0.919 b,doll_1.5 b
900,900,doll_1.7 b,doll_1.5 b
901,901,doll_0.7467999999999999 b,doll_1.5 b
902,902,doll_8.1 b,doll_1.5 b
903,903,doll_1.3 b,doll_1.5 b
904,904,doll_5.2 b,doll_1.5 b
905,905,doll_3.4 b,doll_1.5 b
906,906,doll_1.6 b,doll_1.5 b
907,907,doll_4.2 b,doll_1.6 b
908,908,doll_3.3 b,doll_1.6 b
909,909,doll_9.5 b,doll_1.6 b
910,910,doll_1.3 b,doll_1.6 b
911,911,doll_1.8 b,doll_1.6 b
912,912,doll_1.9 b,doll_1.6 b
913,913,doll_3.9 b,doll_1.6 b
914,914,doll_1.2 b,doll_1.6 b
915,915,doll_0.7918999999999999 b,doll_1.6 b
916,916,doll_0.1426 b,doll_1.6 b
917,917,doll_2.5 b,doll_1.6 b
918,918,doll_1.2 b,doll_1.6 b
919,919,doll_1.4 b,doll_1.6 b
920,920,doll_2.0 b,doll_1.6 b
921,921,doll_6.4 b,doll_1.6 b
922,922,doll_1.3 b,doll_1.6 b
923,923,doll_0.3346 b,doll_1.6 b
924,924,doll_7.1 b,doll_1.6 b
925,925,doll_0.4501 b,doll_1.6 b
926,926,doll_2.6 b,doll_1.6 b
927,927,doll_25.1 b,doll_1.6 b
928,928,doll_1.3 b,doll_1.6 b
929,929,doll_0.6758 b,doll_1.6 b
930,930,doll_4.4 b,doll_1.6 b
931,931,doll_4.1 b,doll_1.6 b
932,932,doll_5.0 b,doll_1.6 b
933,933,doll_6.5 b,doll_1.6 b
934,934,doll_24.2 b,doll_1.6 b
935,935,doll_5.7 b,doll_1.6 b
936,936,doll_3.3 b,doll_1.6 b
937,937,doll_7.7 b,doll_1.6 b
938,938,doll_20.2 b,doll_1.6 b
939,939,doll_6.1 b,doll_1.6 b
940,940,doll_0.4721 b,doll_1.6 b
941,941,doll_0.966 b,doll_1.6 b
942,942,doll_4.4 b,doll_1.6 b
943,943,doll_1.3 b,doll_1.6 b
944,944,doll_4.0 b,doll_1.6 b
945,945,doll_0.18930000000000002 b,doll_1.6 b
946,946,doll_0.2531 b,doll_1.6 b
947,947,doll_4.4 b,doll_1.6 b
948,948,doll_3.1 b,doll_1.6 b
949,949,doll_12.7 b,doll_1.6 b
950,950,doll_2.3 b,doll_1.6 b
951,951,doll_0.0412 b,doll_1.6 b
952,952,doll_8.2 b,doll_1.6 b
953,953,doll_3.5 b,doll_1.6 b
954,954,doll_37.5 b,doll_1.6 b
955,955,doll_0.6267 b,doll_1.6 b
956,956,doll_6.2 b,doll_1.6 b
957,957,doll_8.6 b,doll_1.6 b
958,958,doll_0.6568999999999999 b,doll_1.6 b
959,959,0,doll_1.6 b
960,960,doll_0.37939999999999996 b,doll_1.6 b
961,961,doll_0.6387 b,doll_1.6 b
962,962,doll_4.2 b,doll_1.6 b
963,963,doll_0.5837 b,doll_1.6 b
964,964,doll_1.9 b,doll_1.6 b
965,965,doll_6.4 b,doll_1.6 b
966,966,doll_0.193 b,doll_1.6 b
967,967,doll_4.4 b,doll_1.6 b
968,968,doll_3.3 b,doll_1.6 b
969,969,doll_10.9 b,doll_1.6 b
970,970,0,doll_1.6 b
971,971,doll_1.1 b,doll_1.6 b
972,972,doll_0.6541 b,doll_1.6 b
973,973,doll_3.1 b,doll_1.6 b
974,974,0,doll_1.6 b
975,975,doll_6.1 b,doll_1.6 b
976,976,doll_1.3 b,doll_1.6 b
977,977,doll_1.0 b,doll_1.6 b
978,978,doll_1.0 b,doll_1.6 b
979,979,doll_1.6 b,doll_1.6 b
980,980,doll_1.4 b,doll_1.6 b
981,981,doll_0.5 b,doll_1.6 b
982,982,doll_5.1 b,doll_1.6 b
983,983,doll_4.5 b,doll_1.6 b
984,984,doll_0.997 b,doll_1.6 b
985,985,doll_1.4 b,doll_1.6 b
986,986,doll_1.7 b,doll_1.6 b
987,987,doll_1.8 b,doll_1.6 b
988,988,doll_0.096 b,doll_1.6 b
989,989,0,doll_1.6 b
990,990,doll_4.7 b,doll_1.6 b
991,991,doll_1.5 b,doll_1.6 b
992,992,doll_0.5492999999999999 b,doll_1.6 b
993,993,doll_0.279 b,doll_1.6 b
994,994,0,doll_1.6 b
995,995,doll_0.6362000000000001 b,doll_1.6 b
996,996,doll_7.9 b,doll_1.6 b
997,997,doll_2.3 b,doll_1.6 b
998,998,doll_2.5 b,doll_1.6 b
999,999,0,doll_1.6 b
1000,1000,doll_3.1 b,doll_1.6 b
1001,1001,doll_3.8 b,doll_1.6 b
1002,1002,doll_0.8287 b,doll_1.6 b
1003,1003,doll_11.9 b,doll_1.6 b
1004,1004,doll_2.2 b,doll_1.6 b
1005,1005,doll_4.1 b,doll_1.6 b
1006,1006,doll_0.265 b,doll_1.6 b
1007,1007,0,doll_1.6 b
1008,1008,doll_0.8694 b,doll_1.6 b
1009,1009,doll_1.5 b,doll_1.6 b
1010,1010,doll_0.9927999999999999 b,doll_1.6 b
1011,1011,0,doll_1.6 b
1012,1012,0,doll_1.6 b
1013,1013,doll_1.9 b,doll_1.6 b
1014,1014,doll_1.4 b,doll_1.6 b
1015,1015,doll_5.2 b,doll_1.6 b
1016,1016,doll_0.7237 b,doll_1.6 b
1017,1017,doll_2.1 b,doll_1.6 b
1018,1018,doll_0.3382 b,doll_1.7 b
1019,1019,doll_1.5 b,doll_1.6 b
1020,1020,0,doll_1.6 b
1021,1021,doll_0.1167 b,doll_1.7 b
1022,1022,doll_1.4 b,doll_1.7 b
1023,1023,0,doll_1.7 b
1024,1024,0,doll_1.7 b
1025,1025,doll_0.2355 b,doll_1.7 b
1026,1026,doll_1.1 b,doll_1.7 b
1027,1027,doll_1.1 b,doll_1.7 b
1028,1028,doll_10.7 b,doll_1.7 b
1029,1029,doll_2.6 b,doll_1.7 b
1030,1030,doll_3.9 b,doll_1.7 b
1031,1031,doll_2.7 b,doll_1.7 b
1032,1032,doll_11.6 b,doll_1.7 b
1033,1033,doll_2.0 b,doll_1.7 b
1034,1034,doll_1.4 b,doll_1.7 b
1035,1035,doll_7.0 b,doll_1.7 b
1036,1036,doll_2.9 b,doll_1.7 b
1037,1037,doll_7.1 b,doll_1.7 b
1038,1038,doll_19.4 b,doll_1.7 b
1039,1039,doll_0.631 b,doll_1.7 b
1040,1040,doll_20.1 b,doll_1.7 b
1041,1041,doll_1.7 b,doll_1.7 b
1042,1042,doll_4.2 b,doll_1.7 b
1043,1043,doll_2.2 b,doll_1.7 b
1044,1044,doll_5.3 b,doll_1.7 b
1045,1045,doll_2.3 b,doll_1.7 b
1046,1046,doll_0.6616000000000001 b,doll_1.7 b
1047,1047,doll_0.49360000000000004 b,doll_1.7 b
1048,1048,doll_0.9305 b,doll_1.7 b
1049,1049,doll_15.4 b,doll_1.7 b
1050,1050,doll_0.7365 b,doll_1.7 b
1051,1051,0,doll_1.7 b
1052,1052,doll_9.2 b,doll_1.7 b
1053,1053,doll_8.5 b,doll_1.7 b
1054,1054,doll_7.9 b,doll_1.7 b
1055,1055,doll_1.2 b,doll_1.7 b
1056,1056,doll_11.8 b,doll_1.7 b
1057,1057,doll_2.6 b,doll_1.7 b
1058,1058,doll_1.4 b,doll_1.7 b
1059,1059,doll_2.9 b,doll_1.7 b
1060,1060,doll_7.3 b,doll_1.7 b
1061,1061,doll_4.0 b,doll_1.7 b
1062,1062,doll_0.272 b,doll_1.7 b
1063,1063,doll_2.2 b,doll_1.7 b
1064,1064,doll_1.8 b,doll_1.7 b
1065,1065,doll_2.2 b,doll_1.7 b
1066,1066,doll_7.8 b,doll_1.7 b
1067,1067,doll_17.4 b,doll_1.7 b
1068,1068,doll_2.2 b,doll_1.7 b
1069,1069,doll_0.8552000000000001 b,doll_1.7 b
1070,1070,doll_3.6 b,doll_1.7 b
1071,1071,0,doll_1.7 b
1072,1072,doll_0.1763 b,doll_1.7 b
1073,1073,doll_2.8 b,doll_1.7 b
1074,1074,doll_6.8 b,doll_1.7 b
1075,1075,doll_1.3 b,doll_1.7 b
1076,1076,doll_2.6 b,doll_1.7 b
1077,1077,doll_0.942 b,doll_1.7 b
1078,1078,0,doll_1.7 b
1079,1079,doll_4.0 b,doll_1.7 b
1080,1080,doll_1.2 b,doll_1.7 b
1081,1081,doll_0.8001 b,doll_1.7 b
1082,1082,doll_10.2 b,doll_1.7 b
1083,1083,doll_4.9 b,doll_1.7 b
1084,1084,doll_2.9 b,doll_1.7 b
1085,1085,doll_0.6152000000000001 b,doll_1.7 b
1086,1086,doll_0.2238 b,doll_1.7 b
1087,1087,doll_10.6 b,doll_1.7 b
1088,1088,0,doll_1.7 b
1089,1089,doll_2.4 b,doll_1.7 b
1090,1090,doll_1.5 b,doll_1.7 b
1091,1091,0,doll_1.7 b
1092,1092,0,doll_1.7 b
1093,1093,doll_1.2 b,doll_1.7 b
1094,1094,0,doll_1.7 b
1095,1095,doll_1.7 b,doll_1.7 b
1096,1096,doll_0.0038 b,doll_1.7 b
1097,1097,doll_0.9267000000000001 b,doll_1.7 b
1098,1098,doll_21.4 b,doll_1.7 b
1099,1099,doll_3.7 b,doll_1.7 b
1100,1100,doll_10.9 b,doll_1.7 b
1101,1101,doll_4.0 b,doll_1.7 b
1102,1102,doll_2.2 b,doll_1.7 b
1103,1103,doll_0.0385 b,doll_1.7 b
1104,1104,doll_0.35919999999999996 b,doll_1.7 b
1105,1105,doll_3.5 b,doll_1.7 b
1106,1106,doll_4.6 b,doll_1.7 b
1107,1107,doll_13.4 b,doll_1.7 b
1108,1108,doll_0.43310000000000004 b,doll_1.7 b
1109,1109,doll_0.9713999999999999 b,doll_1.7 b
1110,1110,doll_2.6 b,doll_1.7 b
1111,1111,0,doll_1.7 b
1112,1112,doll_5.5 b,doll_1.7 b
1113,1113,doll_1.4 b,doll_1.7 b
1114,1114,0,doll_1.7 b
1115,1115,doll_23.6 b,doll_1.7 b
1116,1116,doll_6.7 b,doll_1.7 b
1117,1117,doll_1.9 b,doll_1.7 b
1118,1118,doll_6.2 b,doll_1.7 b
1119,1119,doll_0.5764 b,doll_1.7 b
1120,1120,doll_2.2 b,doll_1.7 b
1121,1121,doll_1.0 b,doll_1.7 b
1122,1122,doll_2.0 b,doll_1.7 b
1123,1123,doll_7.6 b,doll_1.7 b
1124,1124,doll_5.1 b,doll_1.7 b
1125,1125,doll_1.7 b,doll_1.7 b
1126,1126,0,doll_1.7 b
1127,1127,doll_5.0 b,doll_1.7 b
1128,1128,doll_12.1 b,doll_1.7 b
1129,1129,doll_4.5 b,doll_1.7 b
1130,1130,doll_0.5497000000000001 b,doll_1.7 b
1131,1131,doll_3.5 b,doll_1.7 b
1132,1132,doll_2.3 b,doll_1.7 b
1133,1133,doll_2.8 b,doll_1.7 b
1134,1134,doll_1.4 b,doll_1.7 b
1135,1135,doll_0.1141 b,doll_1.7 b
1136,1136,doll_0.4039 b,doll_1.7 b
1137,1137,doll_0.8877999999999999 b,doll_1.7 b
1138,1138,doll_6.5 b,doll_1.8 b
1139,1139,doll_6.1 b,doll_1.8 b
1140,1140,doll_1.0 b,doll_1.8 b
1141,1141,0,doll_1.8 b
1142,1142,doll_0.9226 b,doll_1.8 b
1143,1143,doll_2.7 b,doll_1.8 b
1144,1144,doll_3.3 b,doll_1.8 b
1145,1145,doll_2.3 b,doll_1.8 b
1146,1146,doll_1.3 b,doll_1.8 b
1147,1147,doll_4.4 b,doll_1.8 b
1148,1148,doll_0.1515 b,doll_1.8 b
1149,1149,doll_4.9 b,doll_1.8 b
1150,1150,0,doll_1.8 b
1151,1151,doll_1.1 b,doll_1.8 b
1152,1152,doll_3.7 b,doll_1.8 b
1153,1153,doll_3.3 b,doll_1.8 b
1154,1154,doll_4.4 b,doll_1.8 b
1155,1155,doll_1.2 b,doll_1.8 b
1156,1156,doll_0.3019 b,doll_1.8 b
1157,1157,doll_0.5356000000000001 b,doll_1.8 b
1158,1158,doll_0.5587000000000001 b,doll_1.8 b
1159,1159,doll_12.1 b,doll_1.8 b
1160,1160,doll_0.9745 b,doll_1.8 b
1161,1161,doll_4.0 b,doll_1.8 b
1162,1162,doll_3.8 b,doll_1.8 b
1163,1163,doll_0.6889 b,doll_1.8 b
1164,1164,doll_0.3419 b,doll_1.8 b
1165,1165,doll_0.405 b,doll_1.8 b
1166,1166,doll_0.5911000000000001 b,doll_1.8 b
1167,1167,doll_1.5 b,doll_1.8 b
1168,1168,doll_1.2 b,doll_1.8 b
1169,1169,doll_5.2 b,doll_1.8 b
1170,1170,doll_4.1 b,doll_1.8 b
1171,1171,doll_18.2 b,doll_1.8 b
1172,1172,doll_3.1 b,doll_1.8 b
1173,1173,doll_0.5034 b,doll_1.8 b
1174,1174,doll_2.0 b,doll_1.8 b
1175,1175,doll_0.8972 b,doll_1.8 b
1176,1176,doll_4.2 b,doll_1.8 b
1177,1177,doll_1.0 b,doll_1.8 b
1178,1178,doll_4.7 b,doll_1.8 b
1179,1179,doll_0.7276 b,doll_1.8 b
1180,1180,doll_1.8 b,doll_1.8 b
1181,1181,doll_1.3 b,doll_1.8 b
1182,1182,doll_0.9478 b,doll_1.8 b
1183,1183,doll_9.1 b,doll_1.8 b
1184,1184,doll_10.3 b,doll_1.8 b
1185,1185,doll_1.3 b,doll_1.8 b
1186,1186,doll_0.6625 b,doll_1.8 b
1187,1187,doll_1.3 b,doll_1.8 b
1188,1188,doll_1.9 b,doll_1.8 b
1189,1189,doll_2.5 b,doll_1.8 b
1190,1190,doll_2.5 b,doll_1.8 b
1191,1191,doll_1.2 b,doll_1.8 b
1192,1192,doll_0.0594 b,doll_1.8 b
1193,1193,doll_3.9 b,doll_1.8 b
1194,1194,doll_0.356 b,doll_1.8 b
1195,1195,doll_1.2 b,doll_1.8 b
1196,1196,doll_0.1745 b,doll_1.8 b
1197,1197,doll_5.1 b,doll_1.8 b
1198,1198,doll_3.2 b,doll_1.8 b
1199,1199,doll_7.0 b,doll_1.8 b
1200,1200,doll_0.5491 b,doll_1.8 b
1201,1201,doll_2.1 b,doll_1.8 b
1202,1202,doll_3.2 b,doll_1.8 b
1203,1203,doll_5.7 b,doll_1.8 b
1204,1204,doll_2.5 b,doll_1.8 b
1205,1205,doll_2.0 b,doll_1.8 b
1206,1206,doll_0.15480000000000002 b,doll_1.8 b
1207,1207,doll_4.9 b,doll_1.8 b
1208,1208,doll_0.5315 b,doll_1.8 b
1209,1209,doll_1.0 b,doll_1.8 b
1210,1210,doll_0.8192999999999999 b,doll_1.8 b
1211,1211,doll_5.2 b,doll_1.8 b
1212,1212,doll_1.7 b,doll_1.8 b
1213,1213,doll_1.3 b,doll_1.8 b
1214,1214,doll_9.8 b,doll_1.8 b
1215,1215,0,doll_1.8 b
1216,1216,doll_2.3 b,doll_1.8 b
1217,1217,doll_0.2014 b,doll_1.8 b
1218,1218,doll_1.4 b,doll_1.8 b
1219,1219,0,doll_1.8 b
1220,1220,doll_2.3 b,doll_1.8 b
1221,1221,doll_0.6306 b,doll_1.8 b
1222,1222,doll_0.8983 b,doll_1.8 b
1223,1223,doll_0.9298 b,doll_1.8 b
1224,1224,0,doll_1.8 b
1225,1225,doll_6.5 b,doll_1.8 b
1226,1226,doll_2.1 b,doll_1.8 b
1227,1227,doll_0.3971 b,doll_1.8 b
1228,1228,doll_0.3265 b,doll_1.8 b
1229,1229,doll_0.3152 b,doll_1.8 b
1230,1230,0,doll_1.8 b
1231,1231,doll_5.3 b,doll_1.8 b
1232,1232,doll_1.5 b,doll_1.8 b
1233,1233,doll_0.3773 b,doll_1.8 b
1234,1234,doll_16.4 b,doll_1.8 b
1235,1235,0,doll_1.8 b
1236,1236,doll_0.42719999999999997 b,doll_1.8 b
1237,1237,doll_0.0565 b,doll_1.8 b
1238,1238,doll_20.6 b,doll_1.8 b
1239,1239,doll_0.5579 b,doll_1.8 b
1240,1240,doll_0.7447999999999999 b,doll_1.8 b
