,market_cap,revenue,net_income,gbp
108,doll_100.84 b,,,0
109,doll_101.41 b,,,0
110,doll_£77.35 b,,,doll_101.44 b
111,doll_102.98 b,,,0
112,doll_¥12.711 t,,,doll_103.75 b
113,doll_sr390.12 b,,,doll_104.00 b
114,doll_cn¥664.45 b,,,doll_104.42 b
115,doll_104.97 b,,,0
116,doll_105.07 b,,,0
117,doll_sr399.01 b,,,doll_106.37 b
118,doll_106.77 b,,,0
119,doll_106.89 b,,,0
120,doll_107.99 b,,,0
121,rdoll_503.13 b,,,doll_107.99 b
122,doll_108.19 b,,,0
123,doll_€98.32 b,,,doll_108.63 b
124,doll_109.56 b,,,0
125,doll_£83.87 b,,,doll_109.98 b
126,doll_110.46 b,,,0
127,doll_€95.41 b,,,doll_110.65 b
128,adoll_147.72 b,,,doll_110.79 b
129,doll_112.71 b,,,0
130,doll_¥13.868 t,,,doll_113.20 b
131,hkdoll_895.27 b,,,doll_114.28 b
132,doll_€103.77 b,,,doll_114.66 b
133,doll_115.11 b,,,0
134,doll_£88.13 b,,,doll_115.58 b
135,doll_115.68 b,,,0
136,doll_115.98 b,,,0
137,doll_£89.86 b,,,doll_117.84 b
138,doll_119.20 b,,,0
139,doll_119.80 b,,,0
140,doll_121.12 b,,,0
141,doll_121.20 b,,,0
142,doll_€110.51 b,,,doll_122.11 b
143,doll_kr1.074 t,,,doll_122.74 b
144,doll_€123.59 b,,,doll_123.59 b
145,doll_124.13 b,,,0
146,doll_124.98 b,,,0
147,hkdoll_980.48 b,,,doll_125.16 b
148,doll_£95.96 b,,,doll_125.84 b
149,doll_¥15.514 t,,,doll_126.64 b
150,doll_¥9.754 t,,,doll_79.62 b
151,doll_80.16 b,,,0
152,doll_€72.85 b,,,doll_80.49 b
153,doll_80.92 b,,,0
154,adoll_108.03 b,,,doll_81.03 b
155,doll_82.60 b,,,0
156,doll_€75.34 b,,,doll_83.24 b
157,cdoll_104.90 b,,,doll_83.80 b
158,doll_84.67 b,,,0
159,doll_85.03 b,,,0
160,doll_86.49 b,,,0
161,doll_87.16 b,,,0
162,doll_87.17 b,,,0
163,doll_£66.57 b,,,doll_87.31 b
164,cdoll_109.48 b,,,doll_87.46 b
165,doll_87.64 b,,,0
166,cdoll_109.86 b,,,doll_87.76 b
167,doll_88.76 b,,,0
168,doll_88.77 b,,,0
169,adoll_119.58 b,,,doll_89.69 b
170,doll_89.82 b,,,0
171,doll_90.34 b,,,0
172,hkdoll_708.63 b,,,doll_90.46 b
173,doll_90.67 b,,,0
174,doll_€82.13 b,,,doll_90.74 b
175,doll_€84.18 b,,,doll_93.01 b
176,doll_€85.38 b,,,doll_94.34 b
177,cdoll_118.85 b,,,doll_94.94 b
178,cdoll_118.87 b,,,doll_94.96 b
179,doll_95.02 b,,,0
180,doll_cn¥606.62 b,,,doll_95.34 b
181,doll_£73.39 b,,,doll_96.24 b
182,doll_96.98 b,,,0
183,doll_73.38 b,,,0
184,doll_chf68.11 b,,,doll_73.58 b
185,doll_73.72 b,,,0
186,doll_73.99 b,,,0
187,doll_74.17 b,,,0
188,cdoll_93.61 b,,,doll_74.78 b
189,doll_74.79 b,,,0
190,doll_74.91 b,,,0
191,doll_76.15 b,,,0
192,doll_76.98 b,,,0
193,doll_77.10 b,,,0
194,doll_77.60 b,,,0
195,doll_78.38 b,,,0
196,doll_cn¥498.77 b,,,doll_78.39 b
197,doll_cn¥498.96 b,,,doll_78.42 b
198,doll_€71.19 b,,,doll_78.66 b
199,cdoll_99.16 b,,,doll_79.22 b
200,doll_62.69 b,,,0
201,doll_62.69 b,,,0
202,doll_€56.79 b,,,doll_62.75 b
203,doll_62.87 b,,,0
204,doll_63.08 b,,,0
205,doll_63.25 b,,,0
206,doll_¥7.770 t,,,doll_63.43 b
207,doll_kr.433.49 b,,,doll_64.40 b
208,doll_₩76.082 t,,,doll_64.60 b
209,doll_¥7.922 t,,,doll_64.66 b
210,doll_65.04 b,,,0
211,doll_65.53 b,,,0
212,doll_65.64 b,,,0
213,doll_65.74 b,,,0
214,doll_65.89 b,,,0
215,doll_66.35 b,,,0
216,doll_66.62 b,,,0
217,sdoll_90.55 b,,,doll_66.74 b
218,doll_cn¥425.49 b,,,doll_66.87 b
219,doll_66.95 b,,,0
220,doll_chf62.20 b,,,doll_67.19 b
221,adoll_89.59 b,,,doll_67.20 b
222,doll_67.31 b,,,0
223,doll_67.49 b,,,0
224,doll_67.49 b,,,0
225,doll_67.54 b,,,0
226,doll_€61.63 b,,,doll_68.09 b
227,doll_¥8.345 t,,,doll_68.11 b
228,doll_€61.75 b,,,doll_68.23 b
229,doll_68.68 b,,,0
230,doll_₽5.890 t,,,doll_68.69 b
231,doll_chf63.80 b,,,doll_68.93 b
232,doll_69.31 b,,,0
233,mxdoll_1.423 t,,,doll_69.45 b
234,doll_€63.26 b,,,doll_69.90 b
235,doll_€63.49 b,,,doll_70.15 b
236,doll_70.20 b,,,0
237,doll_€63.54 b,,,doll_70.20 b
238,doll_70.55 b,,,0
239,doll_70.81 b,,,0
240,doll_£54.51 b,,,doll_71.48 b
241,doll_€64.71 b,,,doll_71.50 b
242,doll_71.90 b,,,0
243,doll_rp1033.450 t,,,doll_71.91 b
244,mxdoll_1.429 t,,,doll_71.96 b
245,doll_72.16 b,,,0
246,doll_72.31 b,,,0
247,doll_¥8.958 t,,,doll_73.12 b
248,doll_73.25 b,,,0
249,doll_73.33 b,,,0
250,doll_£44.63 b,,,doll_58.53 b
251,doll_58.70 b,,,0
252,doll_€53.40 b,,,doll_59.01 b
253,doll_cn¥377.08 b,,,doll_59.26 b
254,doll_59.46 b,,,0
255,doll_sr223.07 b,,,doll_59.47 b
256,hkdoll_466.10 b,,,doll_59.50 b
257,doll_£42.77 b,,,doll_59.53 b
258,adoll_79.39 b,,,doll_59.55 b
259,doll_59.65 b,,,0
260,doll_59.66 b,,,0
261,doll_59.67 b,,,0
262,hkdoll_468.08 b,,,doll_59.75 b
263,hkdoll_468.16 b,,,doll_59.76 b
264,doll_€54.12 b,,,doll_59.80 b
265,doll_59.95 b,,,0
266,cdoll_75.18 b,,,doll_60.06 b
267,hkdoll_471.48 b,,,doll_60.19 b
268,doll_kr571.47 b,,,doll_60.97 b
269,doll_€55.31 b,,,doll_61.11 b
270,doll_€55.62 b,,,doll_61.46 b
271,doll_£47.02 b,,,doll_61.67 b
272,doll_61.73 b,,,0
273,doll_62.00 b,,,0
274,doll_62.17 b,,,0
275,doll_62.19 b,,,0
276,doll_¥7.621 t,,,doll_62.20 b
277,doll_62.58 b,,,0
278,doll_62.66 b,,,0
279,doll_62.66 b,,,0
280,adoll_74.65 b,,,doll_55.99 b
281,doll_€50.83 b,,,doll_56.17 b
282,doll_cn¥358.78 b,,,doll_56.38 b
283,doll_56.48 b,,,0
284,doll_56.55 b,,,0
285,cdoll_71.07 b,,,doll_56.77 b
286,doll_sr213.38 b,,,doll_56.89 b
287,doll_56.94 b,,,0
288,doll_57.09 b,,,0
289,doll_57.18 b,,,0
290,cdoll_71.61 b,,,doll_57.20 b
291,doll_¥7.011 t,,,doll_57.23 b
292,doll_cn¥365.26 b,,,doll_57.40 b
293,doll_57.43 b,,,0
294,doll_57.45 b,,,0
295,doll_€52.15 b,,,doll_57.62 b
296,doll_57.63 b,,,0
297,doll_€52.27 b,,,doll_57.75 b
298,doll_57.82 b,,,0
299,doll_58.36 b,,,0
300,doll_¥6.017 t,,,doll_49.11 b
301,doll_49.23 b,,,0
302,doll_49.32 b,,,0
303,doll_49.42 b,,,0
304,doll_49.66 b,,,0
305,ardoll_5.541 t,,,doll_49.83 b
306,doll_49.91 b,,,0
307,doll_€45.27 b,,,doll_50.02 b
308,doll_50.18 b,,,0
309,doll_₽4.304 t,,,doll_50.19 b
310,doll_50.29 b,,,0
311,doll_cn¥321.08 b,,,doll_50.46 b
312,twdoll_1.455 t,,,doll_50.75 b
313,adoll_67.68 b,,,doll_50.76 b
314,doll_50.95 b,,,0
315,doll_51.03 b,,,0
316,doll_£39.22 b,,,doll_51.43 b
317,doll_51.49 b,,,0
318,doll_51.51 b,,,0
319,doll_¥6.316 t,,,doll_51.55 b
320,doll_¥6.319 t,,,doll_51.58 b
321,cdoll_64.73 b,,,doll_51.71 b
322,doll_€46.88 b,,,doll_51.80 b
323,doll_€47.06 b,,,doll_52.00 b
324,doll_¥6.394 t,,,doll_52.19 b
325,doll_52.19 b,,,0
326,doll_52.28 b,,,0
327,doll_¥6.406 t,,,doll_52.29 b
328,doll_52.30 b,,,0
329,doll_52.30 b,,,0
330,doll_52.47 b,,,0
331,doll_€47.76 b,,,doll_52.76 b
332,cdoll_66.72 b,,,doll_53.30 b
333,doll_£40.67 b,,,doll_53.33 b
334,doll_chf49.76 b,,,doll_53.76 b
335,doll_€48.68 b,,,doll_53.78 b
336,doll_53.86 b,,,0
337,doll_53.86 b,,,0
338,doll_54.30 b,,,0
339,doll_54.31 b,,,0
340,doll_54.54 b,,,0
341,cdoll_68.34 b,,,doll_54.59 b
342,rdoll_254.79 b,,,doll_54.69 b
343,doll_€49.66 b,,,doll_54.87 b
344,doll_¥6.730 t,,,doll_54.93 b
345,doll_55.23 b,,,0
346,doll_55.28 b,,,0
347,doll_¥6.776 t,,,doll_55.31 b
348,doll_¥6.809 t,,,doll_55.58 b
349,doll_£42.61 b,,,doll_55.88 b
350,doll_₽3.855 t,,,doll_44.96 b
351,doll_sr168.80 b,,,doll_45.00 b
352,doll_¥5.524 t,,,doll_45.09 b
353,doll_45.13 b,,,0
354,doll_45.21 b,,,0
355,doll_€41.04 b,,,doll_45.35 b
356,doll_45.56 b,,,0
357,doll_45.64 b,,,0
358,doll_£34.88 b,,,doll_45.74 b
359,doll_45.74 b,,,0
360,doll_45.77 b,,,0
361,doll_45.83 b,,,0
362,doll_¥5.621 t,,,doll_45.89 b
363,hkdoll_360.16 b,,,doll_45.98 b
364,doll_chf42.59 b,,,doll_46.01 b
365,doll_€41.75 b,,,doll_46.13 b
366,doll_¥5.676 t,,,doll_46.33 b
367,rdoll_217.62 b,,,doll_46.71 b
368,doll_46.86 b,,,0
369,doll_46.86 b,,,0
370,doll_47.07 b,,,0
371,doll_₽4.043 t,,,doll_47.15 b
372,doll_47.17 b,,,0
373,doll_47.69 b,,,0
374,doll_r696.34 b,,,doll_47.73 b
375,doll_47.89 b,,,0
376,mxdoll_953.25 b,,,doll_48.00 b
377,doll_48.14 b,,,0
378,doll_48.15 b,,,0
379,doll_48.17 b,,,0
380,cdoll_60.42 b,,,doll_48.27 b
381,doll_48.46 b,,,0
382,doll_₽4.159 t,,,doll_48.50 b
383,doll_48.50 b,,,0
384,doll_48.52 b,,,0
385,twdoll_1.398 t,,,doll_48.74 b
386,adoll_65.11 b,,,doll_48.83 b
387,doll_¥5.993 t,,,doll_48.92 b
388,doll_43.90 b,,,0
389,doll_cn¥279.51 b,,,doll_43.93 b
390,doll_₹3.340 t,,,doll_43.98 b
391,doll_₩53.692 t,,,doll_44.01 b
392,doll_¥5.398 t,,,doll_44.06 b
393,doll_44.11 b,,,0
394,doll_44.23 b,,,0
395,doll_44.32 b,,,0
396,doll_44.32 b,,,0
397,doll_44.39 b,,,0
398,doll_44.78 b,,,0
399,doll_€40.68 b,,,doll_44.95 b
400,doll_39.97 b,,,0
401,hkdoll_313.28 b,,,doll_39.99 b
402,doll_40.13 b,,,0
403,doll_cn¥255.62 b,,,doll_40.17 b
404,doll_40.35 b,,,0
405,doll_40.49 b,,,0
406,doll_40.55 b,,,0
407,doll_40.64 b,,,0
408,sdoll_55.31 b,,,doll_40.77 b
409,doll_40.79 b,,,0
410,doll_40.83 b,,,0
411,doll_cn¥259.82 b,,,doll_40.83 b
412,doll_40.87 b,,,0
413,doll_₽3.529 t,,,doll_41.16 b
414,doll_€37.33 b,,,doll_41.25 b
415,doll_41.27 b,,,0
416,doll_€37.53 b,,,doll_41.47 b
417,doll_41.54 b,,,0
418,doll_41.60 b,,,0
419,doll_41.82 b,,,0
420,doll_41.91 b,,,0
421,doll_€37.95 b,,,doll_41.93 b
422,cdoll_52.55 b,,,doll_41.98 b
423,doll_42.03 b,,,0
424,doll_42.22 b,,,0
425,doll_cn¥268.85 b,,,doll_42.25 b
426,doll_42.39 b,,,0
427,doll_kr.285.98 b,,,doll_42.49 b
428,doll_¥5.210 t,,,doll_42.53 b
429,doll_42.65 b,,,0
430,doll_42.66 b,,,0
431,doll_cn¥271.57 b,,,doll_42.68 b
432,doll_42.81 b,,,0
433,doll_cn¥272.59 b,,,doll_42.84 b
434,doll_¥5.253 t,,,doll_42.88 b
435,doll_42.91 b,,,0
436,adoll_57.45 b,,,doll_43.09 b
437,hkdoll_337.65 b,,,doll_43.10 b
438,doll_43.21 b,,,0
439,doll_43.38 b,,,0
440,doll_¥5.318 t,,,doll_43.41 b
441,cdoll_54.46 b,,,doll_43.50 b
442,doll_43.59 b,,,0
443,doll_43.69 b,,,0
444,doll_£33.32 b,,,doll_43.70 b
445,doll_39.72 b,,,0
446,doll_cn¥252.80 b,,,doll_39.73 b
447,sdoll_53.91 b,,,doll_39.73 b
448,doll_39.76 b,,,0
449,doll_39.96 b,,,0
450,doll_35.27 b,,,0
451,adoll_47.11 b,,,doll_35.33 b
452,doll_35.37 b,,,0
453,doll_£26.99 b,,,doll_35.40 b
454,doll_35.44 b,,,0
455,doll_€32.19 b,,,doll_35.57 b
456,doll_cn¥228.05 b,,,doll_35.84 b
457,doll_€32.45 b,,,doll_35.86 b
458,doll_35.86 b,,,0
459,doll_35.92 b,,,0
460,doll_€32.52 b,,,doll_35.93 b
461,doll_35.96 b,,,0
462,doll_36.14 b,,,0
463,doll_36.14 b,,,0
464,doll_36.28 b,,,0
465,cdoll_45.52 b,,,doll_36.37 b
466,doll_cn¥232.96 b,,,doll_36.61 b
467,cdoll_45.90 b,,,doll_36.67 b
468,doll_cn¥233.62 b,,,doll_36.72 b
469,doll_36.74 b,,,0
470,doll_€33.38 b,,,doll_36.89 b
471,doll_cn¥234.80 b,,,doll_36.90 b
472,doll_cn¥234.82 b,,,doll_36.90 b
473,doll_¥4.220 t,,,doll_36.99 b
474,doll_37.05 b,,,0
475,doll_¥4.543 t,,,doll_37.08 b
476,doll_37.36 b,,,0
477,doll_37.38 b,,,0
478,doll_37.51 b,,,0
479,doll_rp535.638 t,,,doll_37.51 b
480,doll_€33.99 b,,,doll_37.55 b
481,doll_£28.77 b,,,doll_37.73 b
482,doll_¥4.630 t,,,doll_37.79 b
483,doll_€34.23 b,,,doll_37.82 b
484,doll_37.93 b,,,0
485,doll_38.00 b,,,0
486,doll_€34.40 b,,,doll_38.01 b
487,doll_€34.51 b,,,doll_38.13 b
488,hkdoll_298.85 b,,,doll_38.15 b
489,doll_38.16 b,,,0
490,doll_€34.62 b,,,doll_38.25 b
491,doll_38.39 b,,,0
492,doll_38.69 b,,,0
493,doll_chf36.00 b,,,doll_38.90 b
494,doll_£29.74 b,,,doll_39.00 b
495,doll_kr.262.69 b,,,doll_39.03 b
496,doll_chf36.37 b,,,doll_39.29 b
497,doll_39.34 b,,,0
498,cdoll_50.00 b,,,doll_39.56 b
499,doll_€35.94 b,,,doll_39.71 b
500,doll_chf31.19 b,,,doll_33.69 b
501,doll_33.73 b,,,0
502,doll_33.73 b,,,0
503,doll_33.95 b,,,0
504,doll_34.01 b,,,0
505,twdoll_977.01 b,,,doll_34.06 b
506,doll_34.11 b,,,0
507,doll_cn¥217.17 b,,,doll_34.13 b
508,doll_34.22 b,,,0
509,doll_¥4.194 t,,,doll_34.24 b
510,doll_34.39 b,,,0
511,adoll_47.36 b,,,doll_34.40 b
512,doll_€31.17 b,,,doll_34.44 b
513,doll_34.49 b,,,0
514,doll_34.58 b,,,0
515,doll_34.64 b,,,0
516,doll_34.66 b,,,0
517,hkdoll_272.04 b,,,doll_34.73 b
518,doll_cn¥221.69 b,,,doll_34.84 b
519,doll_34.89 b,,,0
520,doll_34.92 b,,,0
521,doll_34.94 b,,,0
522,hkdoll_274.46 b,,,doll_35.04 b
523,doll_35.12 b,,,0
524,cdoll_43.97 b,,,doll_35.13 b
525,doll_35.19 b,,,0
526,doll_€31.86 b,,,doll_35.20 b
527,doll_€31.87 b,,,doll_35.21 b
528,adoll_46.99 b,,,doll_35.24 b
529,doll_£24.95 b,,,doll_32.72 b
530,doll_32.81 b,,,0
531,doll_32.84 b,,,0
532,doll_€29.86 b,,,doll_32.99 b
533,cdoll_41.34 b,,,doll_33.02 b
534,doll_33.02 b,,,0
535,doll_33.05 b,,,0
536,cdoll_41.41 b,,,doll_33.08 b
537,doll_33.09 b,,,0
538,doll_33.22 b,,,0
539,hkdoll_260.54 b,,,doll_33.26 b
540,doll_kr312.00 b,,,doll_33.29 b
541,doll_33.32 b,,,0
542,doll_cn¥212.19 b,,,doll_33.35 b
543,doll_€30.26 b,,,doll_33.43 b
544,doll_฿1.122 t,,,doll_33.46 b
545,doll_¥4.101 t,,,doll_33.47 b
546,doll_33.49 b,,,0
547,doll_cn¥214.04 b,,,doll_33.64 b
548,hkdoll_263.67 b,,,doll_33.66 b
549,doll_¥4.126 t,,,doll_33.68 b
550,doll_€27.63 b,,,doll_30.53 b
551,doll_30.69 b,,,0
552,cdoll_38.43 b,,,doll_30.70 b
553,doll_30.76 b,,,0
554,doll_30.83 b,,,0
555,doll_kr289.74 b,,,doll_30.91 b
556,doll_cn¥196.78 b,,,doll_30.93 b
557,doll_30.95 b,,,0
558,doll_€28.06 b,,,doll_31.00 b
559,cdoll_38.81 b,,,doll_31.00 b
560,doll_cn¥197.41 b,,,doll_31.02 b
561,doll_31.03 b,,,0
562,doll_cn¥197.51 b,,,doll_31.04 b
563,doll_€28.17 b,,,doll_31.12 b
564,doll_31.15 b,,,0
565,doll_cn¥198.35 b,,,doll_31.17 b
566,twdoll_895.44 b,,,doll_31.22 b
567,doll_€28.28 b,,,doll_31.25 b
568,doll_chf28.94 b,,,doll_31.26 b
569,doll_31.35 b,,,0
570,doll_¥3.849 t,,,doll_31.41 b
571,doll_£23.98 b,,,doll_31.45 b
572,hkdoll_246.68 b,,,doll_31.49 b
573,doll_31.56 b,,,0
574,doll_cn¥200.96 b,,,doll_31.58 b
575,doll_¥3.870 t,,,doll_31.59 b
576,doll_31.60 b,,,0
577,adoll_42.19 b,,,doll_31.64 b
578,doll_31.66 b,,,0
579,doll_31.78 b,,,0
580,doll_31.78 b,,,0
581,doll_31.89 b,,,0
582,doll_¥3.911 t,,,doll_31.93 b
583,hkdoll_250.55 b,,,doll_31.98 b
584,doll_cn¥203.69 b,,,doll_32.01 b
585,doll_32.04 b,,,0
586,rdoll_149.30 b,,,doll_32.05 b
587,doll_32.07 b,,,0
588,doll_£24.55 b,,,doll_32.19 b
589,hkdoll_252.23 b,,,doll_32.20 b
590,sdoll_43.73 b,,,doll_32.23 b
591,doll_cn¥205.57 b,,,doll_32.31 b
592,doll_€29.26 b,,,doll_32.32 b
593,hkdoll_253.25 b,,,doll_32.33 b
594,hkdoll_253.87 b,,,doll_32.41 b
595,hkdoll_254.52 b,,,doll_32.49 b
596,doll_32.51 b,,,0
597,doll_32.54 b,,,0
598,doll_32.71 b,,,0
599,doll_30.53 b,,,0
600,doll_cn¥177.70 b,,,doll_27.93 b
601,hkdoll_218.91 b,,,doll_27.94 b
602,doll_฿938.89 b,,,doll_28.00 b
603,doll_28.05 b,,,0
604,doll_£21.44 b,,,doll_28.11 b
605,doll_€25.48 b,,,doll_28.15 b
606,doll_cn¥179.68 b,,,doll_28.24 b
607,doll_28.24 b,,,0
608,doll_£21.57 b,,,doll_28.28 b
609,doll_28.31 b,,,0
610,doll_28.52 b,,,0
611,adoll_38.06 b,,,doll_28.55 b
612,doll_€25.99 b,,,doll_28.71 b
613,hkdoll_225.23 b,,,doll_28.75 b
614,doll_28.90 b,,,0
615,doll_28.91 b,,,0
616,doll_cn¥184.09 b,,,doll_28.93 b
617,doll_€26.30 b,,,doll_29.06 b
618,doll_29.07 b,,,0
619,doll_cn¥185.15 b,,,doll_29.10 b
620,cdoll_36.47 b,,,doll_29.13 b
621,doll_€26.40 b,,,doll_29.17 b
622,doll_€26.42 b,,,doll_29.19 b
623,doll_¥3.579 t,,,doll_29.22 b
624,doll_29.40 b,,,0
625,doll_29.40 b,,,0
626,doll_sr110.34 b,,,doll_29.42 b
627,doll_29.42 b,,,0
628,doll_29.52 b,,,0
629,doll_29.56 b,,,0
630,doll_29.58 b,,,0
631,twdoll_848.49 b,,,doll_29.58 b
632,doll_€25.56 b,,,doll_29.65 b
633,doll_€26.98 b,,,doll_29.81 b
634,doll_29.82 b,,,0
635,doll_29.85 b,,,0
636,doll_sr112.01 b,,,doll_29.86 b
637,doll_kr.201.43 b,,,doll_29.93 b
638,doll_29.94 b,,,0
639,doll_€27.19 b,,,doll_30.05 b
640,doll_30.10 b,,,0
641,doll_€27.30 b,,,doll_30.16 b
642,doll_30.23 b,,,0
643,doll_¥3.709 t,,,doll_30.28 b
644,doll_30.43 b,,,0
645,doll_30.45 b,,,0
646,doll_30.46 b,,,0
647,doll_£23.27 b,,,doll_30.51 b
648,doll_£23.27 b,,,doll_30.52 b
649,doll_27.91 b,,,0
650,doll_26.09 b,,,0
651,doll_cn¥166.26 b,,,doll_26.13 b
652,doll_26.18 b,,,0
653,doll_chf24.27 b,,,doll_26.22 b
654,cdoll_32.92 b,,,doll_26.29 b
655,doll_26.38 b,,,0
656,doll_¥3.232 t,,,doll_26.38 b
657,doll_€23.88 b,,,doll_26.38 b
658,cdoll_33.05 b,,,doll_26.40 b
659,doll_26.41 b,,,0
660,doll_26.52 b,,,0
661,doll_€24.03 b,,,doll_26.55 b
662,doll_26.56 b,,,0
663,doll_26.59 b,,,0
664,doll_26.66 b,,,0
665,doll_26.68 b,,,0
666,doll_kr250.38 b,,,doll_26.71 b
667,doll_€24.24 b,,,doll_26.78 b
668,doll_cn¥170.54 b,,,doll_26.80 b
669,doll_kr251.36 b,,,doll_26.82 b
670,doll_¥3.293 t,,,doll_26.88 b
671,doll_26.94 b,,,0
672,doll_cn¥171.46 b,,,doll_26.95 b
673,doll_cn¥171.48 b,,,doll_26.95 b
674,doll_26.98 b,,,0
675,doll_chf25.06 b,,,doll_27.08 b
676,doll_27.09 b,,,0
677,twdoll_778.17 b,,,doll_27.13 b
678,doll_₽2.327 t,,,doll_27.14 b
679,doll_27.22 b,,,0
680,doll_cn¥173.31 b,,,doll_27.24 b
681,doll_cn¥173.38 b,,,doll_27.25 b
682,doll_¥3.340 t,,,doll_27.26 b
683,doll_27.29 b,,,0
684,doll_€24.70 b,,,doll_27.29 b
685,doll_cn¥173.87 b,,,doll_27.33 b
686,doll_27.33 b,,,0
687,doll_27.34 b,,,0
688,doll_€24.75 b,,,doll_27.35 b
689,doll_27.37 b,,,0
690,doll_€24.85 b,,,doll_27.46 b
691,doll_€24.96 b,,,doll_27.58 b
692,doll_27.63 b,,,0
693,doll_€25.03 b,,,doll_27.65 b
694,doll_27.67 b,,,0
695,doll_chf25.73 b,,,doll_27.80 b
696,sdoll_37.73 b,,,doll_27.81 b
697,cdoll_34.87 b,,,doll_27.85 b
698,doll_€25.25 b,,,doll_27.89 b
699,doll_27.90 b,,,0
700,doll_cn¥156.84 b,,,doll_24.65 b
701,doll_24.79 b,,,0
702,doll_24.81 b,,,0
703,doll_24.81 b,,,0
704,doll_24.84 b,,,0
705,doll_24.87 b,,,0
706,doll_24.91 b,,,0
707,doll_24.92 b,,,0
708,doll_€21.57 b,,,doll_25.01 b
709,doll_25.03 b,,,0
710,doll_25.04 b,,,0
711,doll_25.09 b,,,0
712,doll_kr235.73 b,,,doll_25.15 b
713,hkdoll_197.20 b,,,doll_25.17 b
714,doll_€22.80 b,,,doll_25.19 b
715,doll_25.20 b,,,0
716,hkdoll_197.49 b,,,doll_25.21 b
