,Unnamed: 0,revenue_2020_eu
2045,2045,doll_0.0025 b
2046,2046,doll_0.01648 b
2047,2047,doll_0.00859 b
2048,2048,doll_0.0038399999999999997 b
2049,2049,doll_0.0077800000000000005 b
2050,2050,doll_0.0259 b
2051,2051,doll_0.01331 b
2052,2052,doll_0.00213 b
2053,2053,doll_0.06422 b
2054,2054,doll_0.00475 b
2055,2055,doll_0.01166 b
2056,2056,doll_0.00744 b
2057,2057,doll_0.00401 b
2058,2058,doll_0.00514 b
2059,2059,doll_0.0069500000000000004 b
2060,2060,doll_0.009789999999999998 b
2061,2061,doll_0.01537 b
2062,2062,doll_0.03594 b
2063,2063,doll_0.00663 b
2064,2064,doll_0.00639 b
2065,2065,doll_0.01418 b
2066,2066,doll_0.05767 b
2067,2067,doll_0.10925 b
2068,2068,doll_0.00221 b
2069,2069,doll_0.004 b
2070,2070,doll_0.0051600000000000005 b
2071,2071,doll_0.00183 b
2072,2072,doll_0.00221 b
2073,2073,doll_0.020149999999999998 b
2074,2074,doll_0.04081 b
2075,2075,doll_0.0044599999999999996 b
2076,2076,doll_0.01176 b
2077,2077,doll_0.004900000000000001 b
2078,2078,doll_0.00387 b
2079,2079,doll_0.00484 b
2080,2080,doll_0.01002 b
2081,2081,doll_2.12007 b
2082,2082,doll_0.00564 b
2083,2083,doll_0.0035 b
2084,2084,doll_0.00729 b
2085,2085,doll_0.00369 b
2086,2086,doll_0.0238 b
2087,2087,doll_0.00261 b
2088,2088,doll_0.10786 b
2089,2089,doll_0.01257 b
2090,2090,doll_0.0057599999999999995 b
2091,2091,doll_0.00218 b
2092,2092,doll_0.07407 b
2093,2093,doll_0.0015300000000000001 b
2094,2094,doll_0.00332 b
2095,2095,doll_0.00188 b
2096,2096,doll_0.0030600000000000002 b
2097,2097,doll_0.00919 b
2098,2098,doll_0.00227 b
2099,2099,doll_0.0038599999999999997 b
2100,2100,doll_0.011529999999999999 b
2101,2101,doll_0.00873 b
2102,2102,doll_0.00285 b
2103,2103,doll_0.006889999999999999 b
2104,2104,doll_0.00547 b
2105,2105,doll_0.00379 b
2106,2106,doll_0.00172 b
2107,2107,doll_0.0793 b
2108,2108,doll_0.0030299999999999997 b
2109,2109,doll_0.015880000000000002 b
2110,2110,doll_0.00163 b
2111,2111,doll_0.00766 b
2112,2112,doll_0.00268 b
2113,2113,doll_0.01005 b
2114,2114,doll_0.0016 b
2115,2115,doll_0.02689 b
2116,2116,doll_0.0025099999999999996 b
2117,2117,doll_0.00161 b
2118,2118,doll_0.0029100000000000003 b
2119,2119,doll_0.00671 b
2120,2120,doll_0.00847 b
2121,2121,doll_0.00212 b
2122,2122,doll_0.006690000000000001 b
2123,2123,doll_0.00183 b
2124,2124,doll_0.00992 b
2125,2125,doll_0.00333 b
2126,2126,doll_0.02472 b
2127,2127,doll_0.01601 b
2128,2128,doll_0.00323 b
2129,2129,doll_0.00887 b
2130,2130,doll_0.028 b
2131,2131,doll_0.00574 b
2132,2132,doll_0.00373 b
2133,2133,doll_0.00764 b
2134,2134,doll_0.00601 b
2135,2135,doll_0.0036 b
2136,2136,doll_0.004889999999999999 b
2137,2137,doll_0.01758 b
2138,2138,doll_0.0022 b
2139,2139,doll_0.00684 b
2140,2140,doll_0.00662 b
2141,2141,doll_0.22138999999999998 b
2142,2142,doll_0.0016699999999999998 b
2143,2143,doll_0.02214 b
2144,2144,doll_0.01549 b
2145,2145,doll_0.00202 b
2146,2146,doll_0.003 b
2147,2147,doll_0.00172 b
2148,2148,doll_0.00564 b
2149,2149,doll_0.01279 b
2150,2150,doll_0.04381 b
2151,2151,doll_0.00252 b
2152,2152,doll_0.00157 b
2153,2153,doll_0.0020299999999999997 b
2154,2154,doll_0.026629999999999997 b
2155,2155,doll_0.02962 b
2156,2156,doll_0.020829999999999998 b
2157,2157,doll_0.00227 b
2158,2158,doll_0.0182 b
2159,2159,doll_0.07204 b
2160,2160,doll_0.00271 b
2161,2161,doll_0.0115 b
2162,2162,doll_0.005019999999999999 b
2163,2163,doll_0.06615 b
2164,2164,doll_0.00405 b
2165,2165,doll_0.01945 b
2166,2166,doll_0.00444 b
2167,2167,doll_0.0068 b
2168,2168,doll_0.00346 b
2169,2169,doll_0.00471 b
2170,2170,doll_0.004860000000000001 b
2171,2171,doll_0.00281 b
2172,2172,doll_0.00227 b
2173,2173,doll_0.00939 b
2174,2174,doll_0.02653 b
2175,2175,doll_0.00861 b
2176,2176,doll_0.00211 b
2177,2177,doll_0.01112 b
2178,2178,doll_0.15662 b
2179,2179,doll_0.02239 b
2180,2180,doll_0.00487 b
2181,2181,doll_0.0024100000000000002 b
2182,2182,doll_0.0026 b
2183,2183,doll_0.01159 b
2184,2184,doll_0.00198 b
2185,2185,doll_0.00488 b
2186,2186,doll_0.0055899999999999995 b
2187,2187,doll_0.0022400000000000002 b
2188,2188,doll_0.0034 b
2189,2189,doll_0.01803 b
2190,2190,doll_0.01706 b
2191,2191,doll_0.01525 b
2192,2192,doll_0.018940000000000002 b
2193,2193,doll_0.00246 b
2194,2194,doll_0.00218 b
2195,2195,doll_0.00263 b
2196,2196,doll_0.00158 b
2197,2197,doll_0.01109 b
2198,2198,doll_0.00394 b
2199,2199,doll_0.00664 b
2200,2200,doll_0.21095 b
2201,2201,doll_0.01268 b
2202,2202,doll_0.06007 b
2203,2203,doll_0.00674 b
2204,2204,doll_0.00898 b
2205,2205,doll_0.00197 b
2206,2206,doll_0.05072 b
2207,2207,doll_0.040310000000000006 b
2208,2208,doll_0.00352 b
2209,2209,doll_0.0105 b
2210,2210,doll_0.07018 b
2211,2211,doll_0.00902 b
2212,2212,doll_0.1556 b
2213,2213,doll_0.00632 b
2214,2214,doll_0.019420000000000003 b
2215,2215,doll_0.10363 b
2216,2216,doll_0.07776000000000001 b
2217,2217,doll_0.00392 b
2218,2218,doll_0.00396 b
2219,2219,doll_0.00175 b
2220,2220,doll_0.03041 b
2221,2221,doll_0.00392 b
2222,2222,doll_0.00425 b
2223,2223,doll_0.004070000000000001 b
2224,2224,doll_0.00213 b
2225,2225,doll_0.00166 b
2226,2226,doll_0.00574 b
2227,2227,doll_0.05738 b
2228,2228,doll_0.011859999999999999 b
2229,2229,doll_0.01565 b
2230,2230,doll_0.06388 b
2231,2231,doll_0.01943 b
2232,2232,doll_0.19726 b
2233,2233,doll_0.00411 b
2234,2234,doll_0.0202 b
2235,2235,doll_0.00732 b
2236,2236,doll_0.00216 b
2237,2237,doll_0.00656 b
2238,2238,doll_0.00415 b
2239,2239,doll_0.01587 b
2240,2240,doll_0.0025 b
2241,2241,doll_0.0076500000000000005 b
2242,2242,doll_0.00453 b
2243,2243,doll_0.00257 b
2244,2244,doll_0.00242 b
2245,2245,doll_0.00299 b
2246,2246,doll_0.01494 b
2247,2247,doll_0.0048 b
2248,2248,doll_0.00488 b
2249,2249,doll_0.00185 b
2250,2250,doll_0.024579999999999998 b
2251,2251,doll_0.00264 b
2252,2252,doll_0.11154 b
2253,2253,doll_0.00679 b
2254,2254,doll_0.35287999999999997 b
2255,2255,doll_0.01877 b
2256,2256,doll_0.002 b
2257,2257,doll_0.00652 b
2258,2258,doll_0.009550000000000001 b
2259,2259,doll_0.00234 b
2260,2260,doll_0.025670000000000002 b
2261,2261,doll_0.00181 b
2262,2262,doll_0.00151 b
2263,2263,doll_0.0019 b
2264,2264,doll_0.0044800000000000005 b
2265,2265,doll_0.11579 b
2266,2266,doll_0.03261 b
2267,2267,doll_0.00468 b
2268,2268,doll_0.019579999999999997 b
2269,2269,doll_0.00453 b
2270,2270,doll_0.14645 b
2271,2271,doll_0.0015300000000000001 b
2272,2272,doll_0.00653 b
2273,2273,doll_0.0017900000000000001 b
2274,2274,doll_0.00207 b
2275,2275,doll_0.030440000000000002 b
2276,2276,doll_0.009380000000000001 b
2277,2277,doll_0.010539999999999999 b
2278,2278,doll_0.00268 b
2279,2279,doll_0.00165 b
2280,2280,doll_0.03227 b
2281,2281,doll_0.02125 b
2282,2282,doll_0.0028599999999999997 b
2283,2283,doll_0.04523 b
2284,2284,doll_0.003 b
2285,2285,doll_0.00411 b
2286,2286,doll_0.006690000000000001 b
2287,2287,doll_0.0029100000000000003 b
2288,2288,doll_0.03204 b
2289,2289,doll_0.032170000000000004 b
2290,2290,doll_0.0027 b
2291,2291,doll_0.002 b
2292,2292,doll_0.00195 b
2293,2293,doll_0.00497 b
2294,2294,doll_0.03365 b
2295,2295,doll_0.02899 b
2296,2296,doll_0.0015300000000000001 b
2297,2297,doll_0.07351 b
2298,2298,doll_0.01103 b
2299,2299,doll_0.00199 b
2300,2300,doll_0.00239 b
2301,2301,doll_0.02289 b
2302,2302,doll_0.0057 b
2303,2303,doll_0.00369 b
2304,2304,doll_0.025 b
2305,2305,doll_0.00453 b
2306,2306,doll_0.00428 b
2307,2307,doll_0.0033799999999999998 b
2308,2308,doll_0.00779 b
2309,2309,doll_0.01 b
2310,2310,doll_0.0339 b
2311,2311,doll_0.00413 b
2312,2312,doll_0.00604 b
2313,2313,doll_0.00626 b
2314,2314,doll_0.00631 b
2315,2315,doll_0.0064800000000000005 b
2316,2316,doll_0.00292 b
2317,2317,doll_0.00536 b
2318,2318,doll_0.0070999999999999995 b
2319,2319,doll_0.00821 b
2320,2320,doll_0.0146 b
2321,2321,doll_0.0030600000000000002 b
2322,2322,doll_0.01217 b
2323,2323,doll_0.0034 b
2324,2324,doll_0.0198 b
2325,2325,doll_0.00498 b
2326,2326,doll_0.0020499999999999997 b
2327,2327,doll_0.0016699999999999998 b
2328,2328,doll_0.00509 b
2329,2329,doll_0.00256 b
2330,2330,doll_0.00272 b
2331,2331,doll_0.040549999999999996 b
2332,2332,doll_0.00367 b
2333,2333,doll_0.00199 b
2334,2334,doll_0.002 b
2335,2335,doll_0.0019 b
2336,2336,doll_0.00282 b
2337,2337,doll_0.018170000000000002 b
2338,2338,doll_0.01382 b
2339,2339,doll_0.0036 b
2340,2340,doll_0.01282 b
2341,2341,doll_0.00231 b
2342,2342,doll_0.016390000000000002 b
2343,2343,doll_0.00317 b
2344,2344,doll_0.00191 b
2345,2345,doll_0.00924 b
2346,2346,doll_0.02182 b
2347,2347,doll_0.05415 b
2348,2348,doll_0.01464 b
2349,2349,doll_0.00234 b
2350,2350,doll_0.015050000000000001 b
2351,2351,doll_0.0089 b
2352,2352,doll_0.004059999999999999 b
2353,2353,doll_0.00294 b
2354,2354,doll_0.07018 b
2355,2355,doll_0.0016 b
2356,2356,doll_0.00294 b
2357,2357,doll_0.0049900000000000005 b
2358,2358,doll_0.00174 b
2359,2359,doll_0.00188 b
2360,2360,doll_0.00705 b
2361,2361,doll_0.01607 b
2362,2362,doll_0.00464 b
2363,2363,doll_0.022949999999999998 b
2364,2364,doll_0.026199999999999998 b
2365,2365,doll_0.00726 b
2366,2366,doll_0.0034 b
2367,2367,doll_0.0054 b
2368,2368,doll_0.00783 b
2369,2369,doll_0.003 b
2370,2370,doll_0.1085 b
2371,2371,doll_0.01122 b
2372,2372,doll_0.03843 b
2373,2373,doll_0.0024100000000000002 b
2374,2374,doll_0.02179 b
2375,2375,doll_0.00297 b
2376,2376,doll_0.00204 b
2377,2377,doll_0.0314 b
2378,2378,doll_0.0043 b
2379,2379,doll_0.01564 b
2380,2380,doll_0.0034 b
2381,2381,doll_0.01247 b
2382,2382,doll_0.00734 b
2383,2383,doll_0.01107 b
2384,2384,doll_0.00667 b
2385,2385,doll_0.00558 b
2386,2386,doll_0.01309 b
2387,2387,doll_0.02207 b
2388,2388,doll_0.00172 b
2389,2389,doll_0.0042699999999999995 b
2390,2390,doll_0.00534 b
2391,2391,doll_0.00398 b
2392,2392,doll_0.02244 b
2393,2393,doll_0.012060000000000001 b
2394,2394,doll_0.028140000000000002 b
2395,2395,doll_0.0108 b
2396,2396,doll_0.038 b
2397,2397,doll_0.00381 b
2398,2398,doll_0.00151 b
2399,2399,doll_0.05842 b
2400,2400,doll_0.0017 b
2401,2401,doll_0.00302 b
2402,2402,doll_0.0025800000000000003 b
2403,2403,doll_0.03185 b
2404,2404,doll_0.009689999999999999 b
2405,2405,doll_0.00752 b
2406,2406,doll_0.00228 b
2407,2407,doll_0.01609 b
2408,2408,doll_0.0034300000000000003 b
2409,2409,doll_0.019170000000000003 b
2410,2410,doll_0.00551 b
2411,2411,doll_0.006809999999999999 b
2412,2412,doll_0.00331 b
2413,2413,doll_0.01467 b
2414,2414,doll_0.0070599999999999994 b
2415,2415,doll_0.01281 b
2416,2416,doll_0.01249 b
2417,2417,doll_0.00158 b
2418,2418,doll_0.01017 b
2419,2419,doll_0.026449999999999998 b
2420,2420,doll_0.00694 b
2421,2421,doll_0.00195 b
2422,2422,doll_0.00521 b
2423,2423,doll_0.018359999999999998 b
2424,2424,doll_0.00902 b
2425,2425,doll_0.00206 b
2426,2426,doll_0.0028 b
2427,2427,doll_0.0071600000000000006 b
2428,2428,doll_0.01946 b
2429,2429,doll_0.0035800000000000003 b
2430,2430,doll_0.017079999999999998 b
2431,2431,doll_0.0116 b
2432,2432,doll_0.00922 b
2433,2433,doll_0.02534 b
2434,2434,doll_0.00206 b
2435,2435,doll_0.005 b
2436,2436,doll_0.0023 b
2437,2437,doll_0.46826 b
2438,2438,doll_0.00264 b
2439,2439,doll_0.00365 b
2440,2440,doll_0.10173 b
2441,2441,doll_0.056119999999999996 b
2442,2442,doll_0.00321 b
2443,2443,doll_0.00592 b
2444,2444,doll_0.00483 b
2445,2445,doll_0.08363 b
2446,2446,doll_0.00429 b
2447,2447,doll_0.00337 b
2448,2448,doll_0.00484 b
2449,2449,doll_0.00508 b
2450,2450,doll_0.14851 b
2451,2451,doll_0.00182 b
2452,2452,doll_0.1916 b
2453,2453,doll_0.015380000000000001 b
2454,2454,doll_0.0159 b
2455,2455,doll_0.00701 b
2456,2456,doll_0.0029100000000000003 b
2457,2457,doll_0.00508 b
2458,2458,doll_0.00226 b
2459,2459,doll_0.00231 b
2460,2460,doll_0.0034500000000000004 b
2461,2461,doll_0.0033900000000000002 b
2462,2462,doll_0.00661 b
2463,2463,doll_0.0016 b
2464,2464,doll_0.03936 b
2465,2465,doll_0.00611 b
2466,2466,doll_0.00377 b
2467,2467,doll_0.00239 b
2468,2468,doll_0.00698 b
2469,2469,doll_0.009089999999999999 b
2470,2470,doll_0.04039 b
2471,2471,doll_0.00325 b
2472,2472,doll_0.004849999999999999 b
2473,2473,doll_0.0046 b
2474,2474,doll_0.0095 b
2475,2475,doll_0.00195 b
2476,2476,doll_0.01083 b
2477,2477,doll_0.00272 b
2478,2478,doll_0.00417 b
2479,2479,doll_0.00213 b
2480,2480,doll_0.0028399999999999996 b
2481,2481,doll_0.00296 b
2482,2482,doll_0.00189 b
2483,2483,doll_0.00393 b
2484,2484,doll_0.004849999999999999 b
2485,2485,doll_0.00726 b
2486,2486,doll_0.01348 b
2487,2487,doll_0.00401 b
2488,2488,doll_0.09344 b
2489,2489,doll_0.01745 b
2490,2490,doll_0.009720000000000001 b
2491,2491,doll_0.08224 b
2492,2492,doll_0.03468 b
2493,2493,doll_0.0033799999999999998 b
2494,2494,doll_0.0386 b
2495,2495,doll_0.022699999999999998 b
2496,2496,doll_0.11916 b
2497,2497,doll_0.00455 b
2498,2498,doll_0.00279 b
2499,2499,doll_0.08932999999999999 b
2500,2500,doll_0.01132 b
2501,2501,doll_0.00157 b
2502,2502,doll_0.00198 b
2503,2503,doll_0.01081 b
2504,2504,doll_0.0235 b
2505,2505,doll_0.00836 b
2506,2506,doll_0.004719999999999999 b
2507,2507,doll_0.0053 b
2508,2508,doll_0.00186 b
2509,2509,doll_0.00327 b
2510,2510,doll_0.02639 b
2511,2511,doll_0.00432 b
2512,2512,doll_0.00333 b
2513,2513,doll_0.02197 b
2514,2514,doll_0.004900000000000001 b
2515,2515,doll_0.00413 b
2516,2516,doll_0.00479 b
2517,2517,doll_0.00244 b
2518,2518,doll_0.014 b
2519,2519,doll_0.41139 b
2520,2520,doll_0.00677 b
2521,2521,doll_0.01261 b
2522,2522,doll_0.00753 b
2523,2523,doll_0.00182 b
2524,2524,doll_0.00436 b
2525,2525,doll_0.0022400000000000002 b
2526,2526,doll_0.00949 b
2527,2527,doll_0.00273 b
2528,2528,doll_0.0035 b
2529,2529,doll_0.0030600000000000002 b
2530,2530,doll_0.00281 b
2531,2531,doll_0.0059900000000000005 b
2532,2532,doll_0.00471 b
2533,2533,doll_0.012119999999999999 b
2534,2534,doll_0.005030000000000001 b
2535,2535,doll_0.00228 b
2536,2536,doll_0.118 b
2537,2537,doll_0.00225 b
2538,2538,doll_0.00337 b
2539,2539,doll_0.0029 b
2540,2540,doll_0.00263 b
2541,2541,doll_0.00525 b
2542,2542,doll_0.00975 b
2543,2543,doll_0.00329 b
2544,2544,doll_0.00856 b
2545,2545,doll_0.00242 b
2546,2546,doll_0.08178 b
2547,2547,doll_0.0019 b
2548,2548,doll_0.032100000000000004 b
2549,2549,doll_0.00279 b
2550,2550,doll_0.0149 b
2551,2551,doll_0.01331 b
2552,2552,doll_0.0020499999999999997 b
2553,2553,doll_0.01303 b
2554,2554,doll_0.11782 b
2555,2555,doll_0.008230000000000001 b
2556,2556,doll_0.00457 b
2557,2557,doll_0.022699999999999998 b
2558,2558,doll_0.02078 b
2559,2559,doll_0.00993 b
2560,2560,doll_0.00453 b
2561,2561,doll_0.0024 b
2562,2562,doll_0.01469 b
2563,2563,doll_0.00875 b
2564,2564,doll_0.00838 b
2565,2565,doll_0.02237 b
2566,2566,doll_0.00158 b
2567,2567,doll_0.03725 b
2568,2568,doll_0.01874 b
2569,2569,doll_0.00186 b
2570,2570,doll_0.03146 b
2571,2571,doll_0.04113 b
2572,2572,doll_0.00834 b
2573,2573,doll_0.07129 b
2574,2574,doll_0.00438 b
2575,2575,doll_0.00396 b
2576,2576,doll_0.02022 b
2577,2577,doll_0.00307 b
2578,2578,doll_0.02068 b
2579,2579,doll_0.0065899999999999995 b
2580,2580,doll_0.02586 b
2581,2581,doll_0.00654 b
2582,2582,doll_0.00222 b
2583,2583,doll_0.00278 b
2584,2584,doll_0.010060000000000001 b
2585,2585,doll_0.00442 b
2586,2586,doll_0.00152 b
2587,2587,doll_0.00807 b
2588,2588,doll_0.00335 b
2589,2589,doll_0.00254 b
2590,2590,doll_0.01228 b
2591,2591,doll_0.01377 b
2592,2592,doll_0.01759 b
2593,2593,doll_0.00478 b
2594,2594,doll_0.019649999999999997 b
2595,2595,doll_0.00501 b
2596,2596,doll_0.19982 b
2597,2597,doll_0.00421 b
2598,2598,doll_0.0020299999999999997 b
2599,2599,doll_0.00418 b
2600,2600,doll_0.00151 b
2601,2601,doll_0.0046 b
2602,2602,doll_0.0024300000000000003 b
2603,2603,doll_0.00458 b
2604,2604,doll_0.01675 b
2605,2605,doll_0.00811 b
2606,2606,doll_0.02152 b
2607,2607,doll_0.05514 b
2608,2608,doll_0.02025 b
2609,2609,doll_0.00591 b
2610,2610,doll_0.0030600000000000002 b
2611,2611,doll_0.013859999999999999 b
2612,2612,doll_0.0022299999999999998 b
2613,2613,doll_0.00207 b
2614,2614,doll_0.00364 b
2615,2615,doll_0.01989 b
2616,2616,doll_0.00401 b
2617,2617,doll_0.0015400000000000001 b
2618,2618,doll_0.01159 b
2619,2619,doll_0.00228 b
2620,2620,doll_0.0063 b
2621,2621,doll_0.0123 b
2622,2622,doll_0.026269999999999998 b
2623,2623,doll_0.02208 b
2624,2624,doll_0.0058200000000000005 b
2625,2625,doll_0.04336 b
2626,2626,doll_0.00365 b
2627,2627,doll_0.0024100000000000002 b
2628,2628,doll_0.00373 b
2629,2629,doll_0.011789999999999998 b
2630,2630,doll_0.11404 b
2631,2631,doll_0.00379 b
2632,2632,doll_0.00521 b
2633,2633,doll_0.01756 b
2634,2634,doll_0.00757 b
2635,2635,doll_0.008199999999999999 b
2636,2636,doll_0.00633 b
2637,2637,doll_0.031760000000000004 b
2638,2638,doll_0.00191 b
2639,2639,doll_0.00547 b
2640,2640,doll_0.00272 b
2641,2641,doll_0.00762 b
2642,2642,doll_0.01848 b
2643,2643,doll_0.006730000000000001 b
2644,2644,doll_0.00228 b
2645,2645,doll_0.00373 b
2646,2646,doll_0.02041 b
2647,2647,doll_0.0018700000000000001 b
2648,2648,doll_0.00899 b
2649,2649,doll_0.00156 b
2650,2650,doll_0.01814 b
2651,2651,doll_0.00266 b
2652,2652,doll_0.08859 b
2653,2653,doll_0.04147 b
2654,2654,doll_0.00619 b
2655,2655,doll_0.00352 b
2656,2656,doll_0.05164 b
2657,2657,doll_0.00495 b
2658,2658,doll_0.04251 b
2659,2659,doll_0.07736 b
2660,2660,doll_0.01307 b
2661,2661,doll_0.02504 b
2662,2662,doll_0.00233 b
2663,2663,doll_0.0291 b
2664,2664,doll_0.00319 b
2665,2665,doll_0.00329 b
2666,2666,doll_0.00852 b
2667,2667,doll_0.0020800000000000003 b
2668,2668,doll_0.03449 b
2669,2669,doll_0.01024 b
2670,2670,doll_0.00318 b
2671,2671,doll_0.00453 b
2672,2672,doll_0.00807 b
2673,2673,doll_0.00235 b
2674,2674,doll_0.01276 b
2675,2675,doll_0.0029500000000000004 b
2676,2676,doll_0.00453 b
2677,2677,doll_0.01485 b
2678,2678,doll_0.05745 b
2679,2679,doll_0.00874 b
2680,2680,doll_0.006690000000000001 b
2681,2681,doll_0.03511 b
2682,2682,doll_0.00265 b
2683,2683,doll_0.00323 b
2684,2684,doll_0.00621 b
2685,2685,doll_0.01486 b
2686,2686,doll_0.0025499999999999997 b
2687,2687,doll_0.004690000000000001 b
2688,2688,doll_0.00218 b
2689,2689,doll_0.013859999999999999 b
2690,2690,doll_0.00639 b
2691,2691,doll_0.00421 b
2692,2692,doll_0.01508 b
2693,2693,doll_0.024050000000000002 b
2694,2694,doll_0.02682 b
2695,2695,doll_0.00337 b
2696,2696,doll_0.0035099999999999997 b
2697,2697,doll_0.00268 b
2698,2698,doll_0.00227 b
2699,2699,doll_0.0033 b
2700,2700,doll_0.03239 b
2701,2701,doll_0.004030000000000001 b
2702,2702,doll_0.05709 b
2703,2703,doll_0.00401 b
2704,2704,doll_0.0059900000000000005 b
2705,2705,doll_0.018179999999999998 b
2706,2706,doll_0.0077800000000000005 b
2707,2707,doll_0.005860000000000001 b
2708,2708,doll_0.02614 b
2709,2709,doll_0.01019 b
2710,2710,doll_0.01705 b
2711,2711,doll_0.0029500000000000004 b
2712,2712,doll_0.20531 b
2713,2713,doll_0.0334 b
2714,2714,doll_0.15622999999999998 b
2715,2715,doll_0.0018 b
2716,2716,doll_0.004200000000000001 b
2717,2717,doll_0.0026 b
2718,2718,doll_0.00517 b
2719,2719,doll_0.0020099999999999996 b
2720,2720,doll_0.022019999999999998 b
2721,2721,doll_0.05706 b
2722,2722,doll_0.00719 b
2723,2723,doll_0.01293 b
2724,2724,doll_0.0054800000000000005 b
2725,2725,doll_0.03337 b
2726,2726,doll_0.00376 b
2727,2727,doll_0.00387 b
2728,2728,doll_0.01692 b
2729,2729,doll_0.0023 b
2730,2730,doll_0.0035 b
2731,2731,doll_0.0069299999999999995 b
2732,2732,doll_0.00354 b
2733,2733,doll_0.0025499999999999997 b
2734,2734,doll_0.038369999999999994 b
2735,2735,doll_0.03089 b
2736,2736,doll_0.0028 b
2737,2737,doll_0.00531 b
2738,2738,doll_0.00426 b
2739,2739,doll_0.00164 b
2740,2740,doll_0.040780000000000004 b
2741,2741,doll_0.00973 b
2742,2742,doll_0.032170000000000004 b
2743,2743,doll_0.0025499999999999997 b
2744,2744,doll_0.00957 b
2745,2745,doll_0.04958 b
2746,2746,doll_0.00181 b
2747,2747,doll_0.00439 b
2748,2748,doll_0.00213 b
2749,2749,doll_0.04919 b
2750,2750,doll_0.026010000000000002 b
2751,2751,doll_0.02075 b
2752,2752,doll_0.0027 b
2753,2753,doll_0.00209 b
2754,2754,doll_0.016370000000000003 b
2755,2755,doll_0.00636 b
2756,2756,doll_0.01046 b
2757,2757,doll_0.01585 b
2758,2758,doll_0.010199999999999999 b
2759,2759,doll_0.008119999999999999 b
2760,2760,doll_0.00366 b
2761,2761,doll_0.05777 b
2762,2762,doll_0.00788 b
2763,2763,doll_0.00197 b
2764,2764,doll_0.00314 b
2765,2765,doll_0.00563 b
2766,2766,doll_0.00674 b
2767,2767,doll_0.00657 b
2768,2768,doll_0.01326 b
2769,2769,doll_0.00398 b
2770,2770,doll_0.00335 b
2771,2771,doll_0.0077 b
2772,2772,doll_0.00948 b
2773,2773,doll_0.00541 b
2774,2774,doll_0.0020499999999999997 b
2775,2775,doll_0.00329 b
2776,2776,doll_0.07039 b
2777,2777,doll_0.01045 b
2778,2778,doll_0.00315 b
2779,2779,doll_0.00871 b
2780,2780,doll_0.0022 b
2781,2781,doll_0.01473 b
2782,2782,doll_0.00383 b
2783,2783,doll_0.005889999999999999 b
2784,2784,doll_0.00479 b
2785,2785,doll_0.00827 b
2786,2786,doll_0.00262 b
2787,2787,doll_0.00257 b
2788,2788,doll_0.00354 b
2789,2789,doll_0.0017800000000000001 b
2790,2790,doll_0.0166 b
2791,2791,doll_0.02411 b
2792,2792,doll_0.00342 b
2793,2793,doll_0.00636 b
2794,2794,doll_0.00323 b
2795,2795,doll_0.00233 b
2796,2796,doll_0.0119 b
2797,2797,doll_0.00618 b
2798,2798,doll_0.00331 b
2799,2799,doll_0.0725 b
2800,2800,doll_0.02545 b
2801,2801,doll_0.04562 b
2802,2802,doll_0.00707 b
2803,2803,doll_0.00225 b
2804,2804,doll_0.011529999999999999 b
2805,2805,doll_0.0024 b
2806,2806,doll_0.009980000000000001 b
2807,2807,doll_0.0339 b
2808,2808,doll_0.00232 b
2809,2809,doll_0.01514 b
2810,2810,doll_0.0055899999999999995 b
2811,2811,doll_0.00311 b
2812,2812,doll_0.01247 b
2813,2813,doll_0.00429 b
2814,2814,doll_0.0038900000000000002 b
2815,2815,doll_0.00212 b
2816,2816,doll_0.00532 b
2817,2817,doll_0.00283 b
2818,2818,doll_0.02256 b
2819,2819,doll_0.02048 b
2820,2820,doll_0.0019 b
2821,2821,doll_0.0024100000000000002 b
2822,2822,doll_0.0034100000000000003 b
2823,2823,doll_0.04253 b
2824,2824,doll_0.00405 b
2825,2825,doll_0.01026 b
2826,2826,doll_0.14044 b
2827,2827,doll_0.0181 b
2828,2828,doll_0.04201 b
2829,2829,doll_0.00209 b
2830,2830,doll_0.03622 b
2831,2831,doll_0.00931 b
2832,2832,doll_0.00166 b
2833,2833,doll_0.10876000000000001 b
2834,2834,doll_0.0020099999999999996 b
2835,2835,doll_0.018760000000000002 b
2836,2836,doll_0.0081 b
2837,2837,doll_0.055560000000000005 b
2838,2838,doll_0.00195 b
2839,2839,doll_0.00304 b
2840,2840,doll_0.00663 b
2841,2841,doll_0.00151 b
2842,2842,doll_0.10515000000000001 b
2843,2843,doll_0.00663 b
2844,2844,doll_0.01051 b
2845,2845,doll_0.0018700000000000001 b
2846,2846,doll_0.007 b
2847,2847,doll_0.00404 b
2848,2848,doll_0.01675 b
2849,2849,doll_0.01126 b
2850,2850,doll_0.0045 b
2851,2851,doll_0.00289 b
2852,2852,doll_0.00181 b
2853,2853,doll_0.00644 b
2854,2854,doll_0.01789 b
2855,2855,doll_0.00164 b
2856,2856,doll_0.00504 b
2857,2857,doll_0.08006999999999999 b
2858,2858,doll_0.00547 b
2859,2859,doll_0.0033900000000000002 b
2860,2860,doll_0.08304 b
2861,2861,doll_0.00408 b
2862,2862,doll_0.00244 b
2863,2863,doll_0.01183 b
2864,2864,doll_0.00636 b
2865,2865,doll_0.0049900000000000005 b
2866,2866,doll_0.00879 b
2867,2867,doll_0.00151 b
2868,2868,doll_0.00387 b
2869,2869,doll_0.01128 b
2870,2870,doll_0.00784 b
2871,2871,doll_0.00449 b
