,revenue_2020_eu
4743,doll_16.88 m
4744,doll_4.9 m
4745,doll_44.39 m
4746,doll_17.96 m
4747,doll_496.98 m
4748,doll_1.64 m
4749,doll_3.42 m
4750,doll_323.00 m
4751,doll_2.38 m
4752,doll_2.57 m
4753,doll_2.42 m
4754,doll_2.72 m
4755,doll_5.6 m
4756,doll_4.92 m
4757,doll_3.01 m
4758,doll_4.85 m
4759,doll_17.66 m
4760,doll_25.56 m
4761,doll_549.45 m
4762,doll_854.04 m
4763,doll_75.99 m
4764,doll_2.99 m
4765,doll_7.43 m
4766,doll_18.3 m
4767,doll_5.48 m
4768,doll_2.07 m
4769,doll_2.87 m
4770,doll_14.26 m
4771,doll_86.82 m
4772,doll_139.01 m
4773,doll_32.21 m
4774,doll_192.41 m
4775,doll_14.94 m
4776,doll_12.21 m
4777,doll_1.9 m
4778,doll_5.70 m
4779,doll_10.01 m
4780,doll_31.02 m
4781,doll_20.29 m
4782,doll_51.15 m
4783,doll_39.10 m
4784,doll_28.30 m
4785,doll_3.68 m
4786,doll_4.8 m
4787,doll_4.88 m
4788,doll_8.71 m
4789,doll_6.4 m
4790,doll_19.90 m
4791,doll_62.23 m
4792,doll_1.26 m
4793,doll_5.78 m
4794,doll_1.98 m
4795,doll_147.10 m
4796,doll_322.34 m
4797,doll_1.85 m
4798,doll_24.58 m
4799,doll_2.85 m
4800,doll_240.0 m
4801,doll_7.02 m
4802,doll_5.24 m
4803,doll_2.50 m
4804,doll_8.42 m
4805,doll_883.72 m
4806,doll_61.84 m
4807,doll_71.55 m
4808,doll_61.87 m
4809,doll_2.64 m
4810,doll_111.54 m
4811,doll_10.99 m
4812,doll_5.03 m
4813,doll_2.0 m
4814,doll_7.26 m
4815,doll_2.67 m
4816,doll_46.40 m
4817,doll_6.26 m
4818,doll_56.05 m
4819,doll_7.30 m
4820,doll_6.79 m
4821,doll_4.96 m
4822,doll_3.4 m
4823,doll_21.70 m
4824,doll_496.95 m
4825,doll_1.35 m
4826,doll_20.87 m
4827,doll_57.38 m
4828,doll_1.26 m
4829,doll_827.06 m
4830,doll_352.88 m
4831,doll_18.77 m
4832,doll_35.27 m
4833,doll_1.67 m
4834,doll_21.5 m
4835,doll_4.97 m
4836,doll_3.22 m
4837,doll_132.00 m
4838,doll_15.18 m
4839,doll_344.65 m
4840,doll_2.0 m
4841,doll_6.52 m
4842,doll_15.5 m
4843,doll_1.9 m
4844,doll_2.12 m
4845,doll_0.0 m
4846,doll_2.70 m
4847,doll_9.55 m
4848,doll_2.39 m
4849,doll_8.66 m
4850,doll_2.2 m
4851,doll_125.69 m
4852,doll_2.37 m
4853,doll_2.47 m
4854,doll_4.61 m
4855,doll_24.33 m
4856,doll_2.34 m
4857,doll_25.67 m
4858,doll_45.31 m
4859,doll_1.6 m
4860,doll_1.70 m
4861,doll_2.20 m
4862,doll_227.80 m
4863,doll_6.38 m
4864,doll_15.95 m
4865,doll_1.81 m
4866,doll_2.59 m
4867,doll_5.2 m
4868,doll_16.20 m
4869,doll_9.82 m
4870,doll_3.57 m
4871,doll_1.51 m
4872,doll_1.9 m
4873,doll_2.52 m
4874,doll_7.02 m
4875,doll_16.4 m
4876,doll_1.7 m
4877,doll_63.36 m
4878,doll_475.78 m
4879,doll_29.18 m
4880,doll_4.48 m
4881,doll_115.79 m
4882,doll_4.3 m
4883,doll_17.37 m
4884,doll_16.7 m
4885,doll_4.42 m
4886,doll_173.48 m
4887,doll_2151.39 m
4888,doll_151.21 m
4889,doll_32.61 m
4890,doll_4.68 m
4891,doll_1.84 m
4892,doll_5.9 m
4893,doll_13.2 m
4894,doll_4.68 m
4895,doll_3.32 m
4896,doll_0.0 m
4897,doll_44.78 m
4898,doll_27.22 m
4899,doll_19.58 m
4900,doll_4.53 m
4901,doll_82.82 m
4902,doll_43.6 m
4903,doll_1.76 m
4904,doll_6.10 m
4905,doll_259.23 m
4906,doll_4.16 m
4907,doll_176.69 m
4908,doll_146.45 m
4909,doll_2.4 m
4910,doll_6.37 m
4911,doll_43.5 m
4912,doll_3.7 m
4913,doll_4.50 m
4914,doll_2.60 m
4915,doll_5.49 m
4916,doll_15.25 m
4917,doll_1.53 m
4918,doll_6.53 m
4919,doll_8.56 m
4920,doll_8.26 m
4921,doll_49.0 m
4922,doll_1.62 m
4923,doll_56.00 m
4924,doll_7.98 m
4925,doll_2.61 m
4926,doll_1.79 m
4927,doll_5.83 m
4928,doll_5.3 m
4929,doll_6.51 m
4930,doll_157.19 m
4931,doll_65.11 m
4932,doll_2.07 m
4933,doll_2.15 m
4934,doll_1.7 m
4935,doll_4.88 m
4936,doll_6.98 m
4937,doll_104.76 m
4938,doll_13.44 m
4939,doll_30.44 m
4940,doll_5.11 m
4941,doll_17.7 m
4942,doll_3.33 m
4943,doll_55.70 m
4944,doll_3.21 m
4945,doll_5.54 m
4946,doll_191.36 m
4947,doll_9.38 m
4948,doll_2.11 m
4949,doll_5.0 m
4950,doll_17.8 m
4951,doll_3.92 m
4952,doll_2.27 m
4953,doll_10.54 m
4954,doll_6.55 m
4955,doll_2.0 m
4956,doll_5.94 m
4957,doll_2.68 m
4958,doll_7.55 m
4959,doll_2.4 m
4960,doll_2.94 m
4961,doll_1.65 m
4962,doll_10.38 m
4963,doll_3.5 m
4964,doll_4.18 m
4965,doll_32.27 m
4966,doll_174.36 m
4967,doll_2.4 m
4968,doll_1.77 m
4969,doll_21.25 m
4970,doll_9.25 m
4971,doll_5.5 m
4972,doll_10.85 m
4973,doll_2.86 m
4974,doll_10.55 m
4975,doll_9.6 m
4976,doll_5.65 m
4977,doll_45.23 m
4978,doll_3.77 m
4979,doll_2.2 m
4980,doll_2.83 m
4981,doll_3.0 m
4982,doll_8.33 m
4983,doll_3.1 m
4984,doll_3.82 m
4985,doll_4.11 m
4986,doll_6.34 m
4987,doll_9.0 m
4988,doll_44.21 m
4989,doll_6.69 m
4990,doll_3.51 m
4991,doll_1.8 m
4992,doll_4.97 m
4993,doll_2.91 m
4994,doll_9.17 m
4995,doll_42.9 m
4996,doll_23.96 m
4997,doll_32.04 m
4998,doll_11.63 m
4999,doll_2.8 m
5000,doll_6.39 m
5001,doll_32.17 m
5002,doll_2.8 m
5003,doll_14.7 m
5004,doll_3.67 m
5005,doll_2.7 m
5006,doll_34.79 m
5007,doll_6.4 m
5008,doll_2.50 m
5009,doll_2.0 m
5010,doll_1.96 m
5011,doll_4.5 m
5012,doll_16.27 m
5013,doll_1.95 m
5014,doll_16.2 m
5015,doll_21.6 m
5016,doll_3.50 m
5017,doll_4.97 m
5018,doll_1.62 m
5019,doll_3.6 m
5020,doll_4.03 m
5021,doll_33.65 m
5022,doll_20.84 m
5023,doll_2.3 m
5024,doll_2.73 m
5025,doll_28.99 m
5026,doll_13.8 m
5027,doll_4.0 m
5028,doll_2.19 m
5029,doll_1.53 m
5030,doll_3.18 m
5031,doll_3.7 m
5032,doll_2.12 m
5033,doll_73.51 m
5034,doll_20.01 m
5035,doll_6.9 m
5036,doll_3.00 m
5037,doll_11.03 m
5038,doll_6.04 m
5039,doll_1.6 m
5040,doll_3.12 m
5041,doll_1.99 m
5042,doll_1.28 m
5043,doll_1.8 m
5044,doll_2.08 m
5045,doll_2.39 m
5046,doll_2.19 m
5047,doll_2.0 m
5048,doll_4.02 m
5049,doll_22.89 m
5050,doll_2.76 m
5051,doll_12.6 m
5052,doll_1.82 m
5053,doll_5.7 m
5054,doll_3.64 m
5055,doll_2.4 m
5056,doll_3.34 m
5057,doll_3.69 m
5058,doll_2.21 m
5059,doll_2.2 m
5060,doll_3.90 m
5061,doll_25.0 m
5062,doll_6.22 m
5063,doll_8.4 m
5064,doll_2.56 m
5065,doll_4.53 m
5066,doll_1.68 m
5067,doll_2.1 m
5068,doll_13.93 m
5069,doll_4.28 m
5070,doll_2.46 m
5071,doll_3.2 m
5072,doll_1.53 m
5073,doll_3.38 m
5074,doll_90.0 m
5075,doll_2.8 m
5076,doll_5.80 m
5077,doll_7.79 m
5078,doll_2.28 m
5079,doll_3.6 m
5080,doll_2.97 m
5081,doll_10.0 m
5082,doll_1.99 m
5083,doll_21.2 m
5084,doll_6.29 m
5085,doll_33.9 m
5086,doll_8.21 m
5087,doll_20.7 m
5088,doll_4.97 m
5089,doll_4.13 m
5090,doll_6.04 m
5091,doll_2.24 m
5092,doll_3.2 m
5093,doll_7.02 m
5094,doll_6.26 m
5095,doll_13.55 m
5096,doll_6.0 m
5097,doll_13.01 m
5098,doll_6.31 m
5099,doll_3.39 m
5100,doll_3.8 m
5101,doll_11.49 m
5102,doll_6.48 m
5103,doll_2.92 m
5104,doll_14.68 m
5105,doll_8.6 m
5106,doll_4.81 m
5107,doll_5.36 m
5108,doll_7.1 m
5109,doll_26.76 m
5110,doll_3.3 m
5111,doll_5.73 m
5112,doll_8.21 m
5113,doll_6.75 m
5114,doll_1.9 m
5115,doll_21.52 m
5116,doll_14.6 m
5117,doll_4.13 m
5118,doll_4.9 m
5119,doll_284.4 m
5120,doll_4.43 m
5121,doll_9.39 m
5122,doll_3.06 m
5123,doll_8.4 m
5124,doll_2.8 m
5125,doll_42.36 m
5126,doll_12.17 m
5127,doll_6.18 m
5128,doll_12.5 m
5129,doll_38.97 m
5130,doll_3.07 m
5131,doll_3.4 m
5132,doll_9.0 m
5133,doll_7.78 m
5134,doll_3.4 m
5135,doll_19.26 m
5136,doll_6.45 m
5137,doll_19.8 m
5138,doll_4.98 m
5139,doll_3.64 m
5140,doll_254.0 m
5141,doll_2.10 m
5142,doll_2.05 m
5143,doll_10.68 m
5144,doll_22.2 m
5145,doll_9.78 m
5146,doll_1.67 m
5147,doll_6.34 m
5148,doll_2.9 m
5149,doll_3.52 m
5150,doll_5.09 m
5151,doll_3.93 m
5152,doll_4.36 m
5153,doll_8.0 m
5154,doll_13.71 m
5155,doll_2.56 m
5156,doll_2.72 m
5157,doll_6.4 m
5158,doll_4.2 m
5159,doll_5.65 m
5160,doll_40.55 m
5161,doll_3.67 m
5162,doll_27.25 m
5163,doll_3.8 m
5164,doll_2.00 m
5165,doll_1.99 m
5166,doll_7.19 m
5167,doll_9.3 m
5168,doll_3.55 m
5169,doll_2.0 m
5170,doll_7.24 m
5171,doll_2.8 m
5172,doll_6.99 m
5173,doll_1.9 m
5174,doll_2.82 m
5175,doll_2.73 m
5176,doll_1.6 m
5177,doll_27.64 m
5178,doll_18.17 m
5179,doll_13.82 m
5180,doll_1.85 m
5181,doll_49.6 m
5182,doll_11.74 m
5183,doll_3.6 m
5184,doll_3.66 m
5185,doll_6.8 m
5186,doll_20.32 m
5187,doll_12.82 m
5188,doll_2.31 m
5189,doll_4.09 m
5190,doll_19.3 m
5191,doll_4.7 m
5192,doll_17.45 m
5193,doll_18.92 m
5194,doll_16.39 m
5195,doll_4.89 m
5196,doll_4.9 m
5197,doll_4.48 m
5198,doll_3.17 m
5199,doll_1.91 m
5200,doll_3.68 m
5201,doll_5.1 m
5202,doll_14.16 m
5203,doll_9.24 m
5204,doll_4.18 m
5205,doll_7.0 m
5206,doll_2.18 m
5207,doll_21.82 m
5208,doll_54.15 m
5209,doll_10.74 m
5210,doll_21.7 m
5211,doll_2.52 m
5212,doll_10.19 m
5213,doll_14.64 m
5214,doll_2.34 m
5215,doll_4.85 m
5216,doll_94.56 m
5217,doll_3.2 m
5218,doll_3.35 m
5219,doll_15.05 m
5220,doll_5.51 m
5221,doll_16.2 m
5222,doll_3.71 m
5223,doll_8.9 m
5224,doll_4.06 m
5225,doll_56.39 m
5226,doll_4.9 m
5227,doll_15.65 m
5228,doll_2.94 m
5229,doll_4.71 m
5230,doll_63.3 m
5231,doll_3.42 m
5232,doll_70.18 m
5233,doll_1.6 m
5234,doll_4.99 m
5235,doll_30.93 m
5236,doll_7.9 m
5237,doll_54.97 m
5238,doll_2.94 m
5239,doll_2.06 m
5240,doll_13.0 m
5241,doll_6.92 m
5242,doll_1.64 m
5243,doll_4.99 m
5244,doll_8.58 m
5245,doll_3.9 m
5246,doll_8.63 m
5247,doll_1.74 m
5248,doll_1.88 m
5249,doll_2.01 m
5250,doll_9.47 m
5251,doll_2.6 m
5252,doll_3.40 m
5253,doll_4.35 m
5254,doll_7.05 m
5255,doll_16.07 m
5256,doll_2.6 m
5257,doll_2.47 m
5258,doll_71.7 m
5259,doll_2.67 m
5260,doll_4.64 m
5261,doll_22.95 m
5262,doll_2.05 m
5263,doll_3.1 m
5264,doll_15.12 m
5265,doll_3.00 m
5266,doll_26.2 m
5267,doll_7.26 m
5268,doll_10.46 m
5269,doll_4.93 m
5270,doll_1.7 m
5271,doll_20.80 m
5272,doll_3.4 m
5273,doll_9.7 m
5274,doll_5.9 m
5275,doll_29.02 m
5276,doll_5.4 m
5277,doll_7.83 m
5278,doll_10.07 m
5279,doll_4.5 m
5280,doll_1.57 m
5281,doll_1.96 m
5282,doll_3.0 m
5283,doll_108.5 m
5284,doll_9.47 m
5285,doll_2.9 m
5286,doll_9.38 m
5287,doll_11.22 m
5288,doll_7.51 m
5289,doll_6.3 m
5290,doll_5.04 m
5291,doll_38.43 m
5292,doll_2.41 m
5293,doll_2.06 m
5294,doll_8.63 m
5295,doll_3.7 m
5296,doll_5.04 m
5297,doll_21.79 m
5298,doll_2.7 m
5299,doll_16.4 m
5300,doll_5.19 m
5301,doll_2.97 m
5302,doll_1.77 m
5303,doll_15.4 m
5304,doll_6.09 m
5305,doll_2.04 m
5306,doll_8.26 m
5307,doll_2.7 m
5308,doll_3.72 m
5309,doll_2.58 m
5310,doll_31.4 m
5311,doll_4.28 m
5312,doll_11.7 m
5313,doll_2.70 m
5314,doll_4.3 m
5315,doll_15.64 m
5316,doll_3.2 m
5317,doll_6.04 m
5318,doll_3.8 m
5319,doll_3.50 m
5320,doll_2.31 m
5321,doll_3.4 m
5322,doll_3.5 m
5323,doll_17.0 m
5324,doll_2.25 m
5325,doll_8.73 m
5326,doll_12.47 m
5327,doll_7.34 m
5328,doll_4.83 m
5329,doll_2.7 m
5330,doll_1.60 m
5331,doll_11.07 m
5332,doll_6.67 m
5333,doll_44.21 m
5334,doll_2.4 m
5335,doll_4.22 m
5336,doll_1.49 m
5337,doll_5.58 m
5338,doll_13.09 m
5339,doll_10.3 m
5340,doll_28.28 m
5341,doll_12.0 m
5342,doll_7.66 m
5343,doll_22.07 m
5344,doll_2.28 m
5345,doll_8.3 m
5346,doll_7.31 m
5347,doll_1.72 m
5348,doll_4.27 m
5349,doll_12.29 m
5350,doll_2.5 m
5351,doll_7.17 m
5352,doll_5.34 m
5353,doll_1.76 m
5354,doll_8.5 m
5355,doll_13.95 m
5356,doll_3.98 m
5357,doll_3.05 m
5358,doll_17.3 m
5359,doll_5.18 m
5360,doll_22.44 m
5361,doll_12.06 m
5362,doll_3.62 m
5363,doll_1.8 m
5364,doll_3.08 m
5365,doll_28.14 m
5366,doll_10.8 m
5367,doll_13.8 m
5368,doll_17.4 m
5369,doll_3.65 m
5370,doll_38.0 m
5371,doll_3.81 m
5372,doll_8.78 m
5373,doll_543.7 m
5374,doll_2.42 m
5375,doll_1.51 m
5376,doll_24.49 m
5377,doll_5.3 m
5378,doll_3.7 m
5379,doll_7.72 m
5380,doll_58.42 m
5381,doll_1.7 m
5382,doll_9.44 m
5383,doll_7.5 m
5384,doll_4.32 m
5385,doll_3.02 m
5386,doll_5.93 m
5387,doll_9.5 m
5388,doll_2.10 m
5389,doll_2.58 m
5390,doll_5.28 m
5391,doll_12.2 m
5392,doll_4.78 m
5393,doll_31.85 m
5394,doll_3.06 m
5395,doll_117.7 m
5396,doll_11.56 m
5397,doll_9.69 m
5398,doll_32.26 m
5399,doll_21.4 m
5400,doll_9.48 m
5401,doll_7.52 m
5402,doll_9.04 m
5403,doll_5.3 m
5404,doll_12.66 m
5405,doll_2.28 m
5406,doll_94.7 m
5407,doll_2.4 m
5408,doll_3.90 m
5409,doll_16.09 m
5410,doll_3.68 m
5411,doll_63.2 m
5412,doll_2.04 m
5413,doll_3.43 m
5414,doll_18.18 m
5415,doll_9.0 m
5416,doll_20.76 m
5417,doll_19.17 m
5418,doll_11.75 m
5419,doll_2.6 m
5420,doll_79.21 m
5421,doll_5.51 m
5422,doll_1.66 m
5423,doll_1.6 m
5424,doll_3.48 m
5425,doll_6.81 m
5426,doll_10.74 m
5427,doll_17.8 m
5428,doll_6.76 m
5429,doll_3.31 m
5430,doll_3.04 m
5431,doll_65.5 m
5432,doll_8.05 m
5433,doll_14.67 m
5434,doll_30.06 m
5435,doll_277.9 m
5436,doll_2.63 m
5437,doll_7.06 m
5438,doll_12.81 m
5439,doll_5.49 m
5440,doll_2.5 m
5441,doll_35.72 m
5442,doll_12.49 m
5443,doll_4.51 m
5444,doll_7.5 m
5445,doll_1.58 m
5446,doll_1.58 m
5447,doll_2.41 m
5448,doll_5.8 m
5449,doll_1.58 m
5450,doll_10.17 m
5451,doll_8.12 m
5452,doll_1.8 m
5453,doll_2.82 m
5454,doll_26.45 m
5455,doll_3.29 m
5456,doll_1.8 m
5457,doll_8.15 m
5458,doll_6.94 m
5459,doll_104.71 m
5460,doll_5.4 m
5461,doll_3.22 m
5462,doll_1.95 m
5463,doll_10.63 m
5464,doll_3.9 m
5465,doll_46.72 m
5466,doll_5.21 m
5467,doll_8.98 m
5468,doll_4.9 m
5469,doll_4.74 m
5470,doll_18.36 m
5471,doll_44.72 m
5472,doll_3.5 m
5473,doll_6.04 m
5474,doll_9.02 m
5475,doll_1.8 m
5476,doll_4.1 m
5477,doll_16.35 m
5478,doll_2.06 m
5479,doll_2.69 m
5480,doll_58.6 m
5481,doll_12.20 m
5482,doll_2.8 m
5483,doll_27.16 m
5484,doll_2.2 m
5485,doll_2.64 m
5486,doll_7.16 m
5487,doll_7.85 m
5488,doll_6.5 m
5489,doll_8.93 m
5490,doll_19.46 m
5491,doll_4.61 m
5492,doll_6.2 m
5493,doll_1.96 m
5494,doll_3.58 m
5495,doll_26.91 m
5496,doll_5.6 m
5497,doll_3.23 m
5498,doll_17.08 m
5499,doll_2.68 m
5500,doll_5.4 m
5501,doll_2.11 m
5502,doll_11.6 m
5503,doll_21.65 m
5504,doll_8.8 m
5505,doll_30.70 m
5506,doll_9.22 m
5507,doll_3.89 m
5508,doll_17.3 m
5509,doll_2.17 m
5510,doll_25.34 m
5511,doll_25.68 m
5512,doll_6.2 m
5513,doll_10.31 m
5514,doll_2.06 m
5515,doll_3.33 m
5516,doll_1.8 m
5517,doll_15.76 m
5518,doll_5.0 m
5519,doll_740.0 m
5520,doll_2.3 m
5521,doll_3.04 m
5522,doll_2.3 m
5523,doll_94.66 m
5524,doll_2.3 m
5525,doll_25.59 m
5526,doll_468.26 m
5527,doll_5.71 m
5528,doll_4.7 m
5529,doll_2.34 m
5530,doll_2.64 m
5531,doll_2.21 m
5532,doll_3.6 m
5533,doll_2.58 m
5534,doll_3.65 m
5535,doll_2.89 m
5536,doll_1.9 m
5537,doll_5.52 m
5538,doll_101.73 m
5539,doll_32.24 m
5540,doll_37.5 m
5541,doll_2.09 m
5542,doll_56.12 m
5543,doll_35.19 m
5544,doll_25.5 m
5545,doll_8.28 m
5546,doll_3.21 m
5547,doll_5.92 m
5548,doll_3.33 m
5549,doll_10.6 m
5550,doll_13.16 m
5551,doll_2.72 m
5552,doll_4.83 m
5553,doll_83.63 m
5554,doll_4.95 m
5555,doll_5.6 m
5556,doll_1.51 m
5557,doll_4.29 m
5558,doll_3.07 m
5559,doll_42.3 m
5560,doll_2.79 m
5561,doll_3.37 m
5562,doll_20.57 m
5563,doll_14.0 m
5564,doll_5.76 m
5565,doll_4.84 m
5566,doll_4.09 m
5567,doll_3.7 m
5568,doll_10.99 m
5569,doll_5.08 m
5570,doll_1.73 m
5571,doll_2.1 m
5572,doll_6.05 m
5573,doll_148.51 m
5574,doll_7.02 m
5575,doll_26.3 m
5576,doll_17.04 m
5577,doll_1.82 m
5578,doll_2.55 m
5579,doll_2.9 m
5580,doll_3.82 m
5581,doll_191.6 m
5582,doll_35.03 m
5583,doll_2.7 m
5584,doll_18.26 m
5585,doll_15.38 m
5586,doll_4.64 m
5587,doll_6.0 m
5588,doll_1.64 m
5589,doll_15.9 m
5590,doll_14.56 m
5591,doll_2.9 m
5592,doll_3.11 m
5593,doll_7.01 m
5594,doll_3.8 m
5595,doll_6.5 m
5596,doll_2.28 m
5597,doll_2.91 m
5598,doll_1.71 m
5599,doll_9.7 m
5600,doll_18.16 m
5601,doll_5.08 m
5602,doll_2.2 m
5603,doll_23.6 m
5604,doll_6.04 m
5605,doll_2.26 m
5606,doll_3.39 m
5607,doll_6.0 m
5608,doll_26.85 m
5609,doll_2.31 m
5610,doll_46.22 m
5611,doll_2.1 m
5612,doll_2.60 m
5613,doll_3.45 m
5614,doll_4.97 m
5615,doll_4.6 m
5616,doll_7.30 m
5617,doll_3.39 m
5618,doll_11.08 m
5619,doll_1.9 m
5620,doll_5.27 m
5621,doll_6.61 m
5622,doll_2.96 m
5623,doll_3.3 m
5624,doll_3.84 m
5625,doll_1.6 m
5626,doll_4.82 m
5627,doll_3.0 m
5628,doll_6.06 m
5629,doll_39.36 m
5630,doll_16.41 m
5631,doll_2.2 m
5632,doll_2.96 m
5633,doll_6.11 m
5634,doll_3.11 m
5635,doll_3.1 m
5636,doll_3.66 m
5637,doll_21.90 m
5638,doll_3.77 m
5639,doll_45.62 m
5640,doll_13.5 m
5641,doll_3.16 m
5642,doll_2.39 m
5643,doll_6.8 m
5644,doll_4.6 m
5645,doll_13.54 m
5646,doll_6.98 m
5647,doll_2.41 m
5648,doll_10.6 m
5649,doll_10.70 m
5650,doll_9.09 m
5651,doll_2.43 m
5652,doll_2.4 m
5653,doll_16.64 m
5654,doll_40.39 m
5655,doll_4.58 m
5656,doll_1.8 m
5657,doll_95.31 m
5658,doll_5.12 m
5659,doll_3.25 m
5660,doll_4.85 m
5661,doll_1.72 m
5662,doll_4.9 m
5663,doll_4.07 m
5664,doll_4.6 m
5665,doll_23.44 m
5666,doll_3.4 m
5667,doll_3.25 m
5668,doll_1.72 m
5669,doll_9.5 m
5670,doll_2.22 m
5671,doll_6.0 m
5672,doll_3.1 m
5673,doll_4.90 m
5674,doll_1.95 m
5675,doll_10.83 m
5676,doll_2.8 m
5677,doll_2.2 m
5678,doll_39.00 m
5679,doll_21.12 m
5680,doll_2.72 m
5681,doll_4.17 m
5682,doll_8.78 m
5683,doll_1.8 m
5684,doll_2.03 m
5685,doll_25.30 m
5686,doll_2.13 m
5687,doll_2.84 m
5688,doll_12.97 m
5689,doll_2.8 m
5690,doll_6.48 m
5691,doll_18.98 m
5692,doll_2.96 m
5693,doll_6.43 m
5694,doll_2.5 m
5695,doll_7.9 m
5696,doll_18.45 m
5697,doll_1.89 m
5698,doll_3.93 m
5699,doll_14.16 m
5700,doll_13.7 m
5701,doll_15.13 m
5702,doll_4.85 m
5703,doll_5.52 m
5704,doll_1.8 m
5705,doll_42.50 m
5706,doll_7.26 m
5707,doll_18.08 m
5708,doll_25.5 m
5709,doll_23.00 m
5710,doll_13.48 m
5711,doll_15.29 m
5712,doll_13.6 m
5713,doll_8.41 m
5714,doll_4.01 m
5715,doll_4.89 m
5716,doll_3.2 m
5717,doll_2.20 m
5718,doll_85.09 m
5719,doll_93.44 m
5720,doll_17.45 m
5721,doll_78.92 m
5722,doll_2.3 m
5723,doll_3.28 m
5724,doll_3.64 m
5725,doll_9.72 m
5726,doll_82.24 m
5727,doll_1.89 m
5728,doll_25.4 m
5729,doll_6.63 m
5730,doll_11.74 m
5731,doll_34.68 m
5732,doll_2.43 m
5733,doll_6.6 m
5734,doll_2.10 m
5735,doll_3.38 m
5736,doll_5.95 m
5737,doll_3.1 m
5738,doll_2.46 m
5739,doll_38.6 m
5740,doll_7.39 m
5741,doll_11.5 m
5742,doll_3.95 m
5743,doll_5.15 m
5744,doll_22.7 m
5745,doll_119.16 m
5746,doll_10.79 m
5747,doll_4.5 m
5748,doll_7.71 m
5749,doll_1.53 m
5750,doll_4.55 m
5751,doll_2.86 m
5752,doll_34.5 m
5753,doll_1.91 m
5754,doll_10.69 m
5755,doll_2.79 m
5756,doll_9.05 m
5757,doll_4.1 m
5758,doll_8.55 m
5759,doll_89.33 m
5760,doll_11.32 m
5761,doll_15.82 m
5762,doll_48.7 m
5763,doll_2.62 m
5764,doll_10.26 m
5765,doll_1.57 m
5766,doll_1.98 m
5767,doll_3.51 m
5768,doll_3.6 m
5769,doll_4.87 m
5770,doll_11.37 m
5771,doll_10.81 m
5772,doll_6.49 m
5773,doll_8.3 m
5774,doll_2.0 m
5775,doll_31.34 m
5776,doll_23.5 m
5777,doll_4.56 m
5778,doll_2.4 m
5779,doll_10.05 m
5780,doll_8.36 m
5781,doll_4.72 m
5782,doll_3.46 m
5783,doll_2.3 m
5784,doll_9.80 m
5785,doll_5.3 m
5786,doll_1.86 m
5787,doll_11.51 m
5788,doll_156.6 m
5789,doll_1.6 m
5790,doll_6.00 m
5791,doll_3.27 m
5792,doll_3.13 m
5793,doll_8.89 m
5794,doll_2.1 m
5795,doll_29.04 m
5796,doll_26.39 m
5797,doll_4.32 m
5798,doll_61.3 m
5799,doll_8.3 m
5800,doll_5.59 m
5801,doll_3.33 m
5802,doll_8.78 m
5803,doll_8.8 m
5804,doll_2.5 m
5805,doll_7.56 m
5806,doll_21.97 m
5807,doll_3.19 m
5808,doll_3.5 m
5809,doll_2.30 m
5810,doll_4.9 m
5811,doll_4.43 m
5812,doll_25.31 m
5813,doll_2.0 m
5814,doll_4.73 m
5815,doll_3.96 m
5816,doll_4.13 m
5817,doll_3.8 m
5818,doll_7.2 m
5819,doll_26.53 m
5820,doll_2.30 m
5821,doll_4.79 m
5822,doll_3.85 m
5823,doll_3.6 m
5824,doll_22.53 m
5825,doll_8.05 m
5826,doll_2.44 m
5827,doll_14.0 m
5828,doll_16.48 m
5829,doll_5.1 m
5830,doll_2.06 m
5831,doll_411.39 m
5832,doll_6.3 m
5833,doll_8.2 m
5834,doll_16.4 m
5835,doll_1.79 m
5836,doll_37.10 m
5837,doll_6.77 m
5838,doll_5.89 m
5839,doll_10.26 m
5840,doll_14.1 m
5841,doll_14.95 m
5842,doll_12.61 m
5843,doll_7.53 m
5844,doll_118.53 m
5845,doll_3.84 m
5846,doll_2.2 m
5847,doll_2.99 m
5848,doll_25.80 m
5849,doll_1.82 m
5850,doll_15.63 m
5851,doll_2.4 m
5852,doll_1.64 m
5853,doll_4.36 m
5854,doll_133.28 m
5855,doll_26.4 m
5856,doll_13.36 m
5857,doll_2.24 m
5858,doll_1.73 m
5859,doll_4.4 m
5860,doll_2.55 m
5861,doll_9.49 m
5862,doll_13.11 m
5863,doll_51.5 m
5864,doll_6.46 m
5865,doll_2.73 m
5866,doll_16.19 m
5867,doll_3.0 m
5868,doll_29.83 m
5869,doll_2.64 m
5870,doll_3.5 m
5871,doll_3.06 m
5872,doll_20.9 m
5873,doll_3.5 m
5874,doll_1.59 m
5875,doll_2.81 m
5876,doll_5.99 m
5877,doll_20.7 m
5878,doll_6.4 m
5879,doll_7.65 m
5880,doll_2.67 m
5881,doll_4.71 m
5882,doll_12.12 m
5883,doll_2.58 m
5884,doll_8.1 m
5885,doll_3.15 m
5886,doll_5.03 m
5887,doll_46.75 m
5888,doll_274.5 m
5889,doll_5.30 m
5890,doll_2.28 m
5891,doll_118.0 m
5892,doll_6.23 m
5893,doll_3.1 m
5894,doll_1.79 m
5895,doll_2.25 m
5896,doll_3.37 m
5897,doll_1.88 m
5898,doll_5.1 m
5899,doll_11.14 m
5900,doll_2.9 m
5901,doll_2.63 m
5902,doll_39.63 m
5903,doll_7.48 m
5904,doll_21.9 m
5905,doll_1.84 m
5906,doll_1.58 m
5907,doll_5.25 m
