ft-revenue_2020_eu,companiesmarketcap-share_price,forbes-profit,companiesmarketcap-pricecap,disfold-market_cap,globaldata-market_cap,valuetoday-annual_net_income_usd,ft-revenue_2017_eu,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,forbes-sales,companiesmarketcap-earnings,forbes-market_value,valuetoday-annual_revenue_usd
,doll_71.02,,doll_2.04 b,,,doll_8.0 m,,,,,,,,,doll_417.0 m
,doll_64.37,,doll_2.04 b,,,doll_231.0 m,,,,,,,,,doll_233.0 m
,doll_9.11,,doll_2.04 b,,,doll_41.0 m,,,,,,,,,doll_677.0 m
,doll_13.47,,doll_2.04 b,,,0.0,,,,,,,,,0.0
,doll_40.52,,doll_2.04 b,,,doll_30.0 m,,,,,,,,,doll_541.0 m
,doll_50.20,,doll_2.05 b,,,doll_45.0 m,,,,,,,,,doll_757.0 m
,doll_25.45,,doll_2.05 b,,,doll_-72.0 m,,,,,,,,,doll_81.0 m
,doll_3.97,,doll_2.03 b,,,0.0,,,,,,,,,0.0
,doll_13.20,,doll_2.05 b,,,0.0,,,,,,,,,0.0
,doll_66.51,,doll_2.05 b,,,doll_21.0 m,,,,,,,,,doll_780.0 m
,doll_23.96,,doll_2.05 b,,,doll_96.0 m,,,,,,,,,doll_448.0 m
,doll_38.49,,doll_2.06 b,,,doll_23.0 m,,,,,,,,,doll_1.76 b
,doll_34.70,,doll_2.06 b,,,doll_19.0 m,,,,,,,,,doll_287.0 m
,doll_16.10,,doll_2.06 b,,,doll_181.0 m,,,,,,,,,doll_182.0 m
,doll_82.37,,doll_2.07 b,,,doll_76.0 m,,,,,,,,,doll_2.37 b
,doll_26.98,,doll_2.06 b,,,doll_178.0 m,,,,,,,,,doll_411.0 m
,doll_31.82,,doll_2.07 b,,,0.0,,,,,,,,,0.0
,doll_71.00,,doll_2.07 b,,,0.0,,,,,,,,,0.0
,doll_16.98,,doll_2.08 b,,,0.0,,,,,,,,,0.0
,doll_35.69,,doll_2.08 b,,,doll_5.0 m,,,,,,,,,doll_210.0 m
,doll_4.91,,doll_2.08 b,,,doll_-234.0 m,,,,,,,,,0.0
,doll_34.70,,doll_2.08 b,,,0.0,,,,,,,,,0.0
,doll_40.03,,doll_2.08 b,,,0.0,,,,,,,,,0.0
,doll_8.86,,doll_2.09 b,,,doll_-57.0 m,,,,,,,,,doll_63.0 m
,doll_6.41,,doll_2.09 b,,,0.0,,,,,,,,,0.0
,doll_4.19,,doll_2.09 b,,,0.0,,,,,,,,,0.0
,doll_2.14,,doll_2.10 b,,,0.0,,,,,,,,,0.0
,doll_858.34,,doll_2.09 b,,,0.0,,,,,,,,,0.0
,doll_3.24,,doll_2.10 b,,,0.0,,,,,,,,,0.0
,doll_1.28,,doll_2.10 b,,,0.0,,,,,,,,,0.0
,doll_9.30,,doll_2.10 b,,,doll_4.0 m,,,,,,,,,doll_74.0 m
,doll_39.43,,doll_2.10 b,,,doll_-220.0 m,,,,,,,,,doll_556.0 m
,doll_11.83,,doll_2.10 b,,,doll_174.0 m,,,,,,,,,doll_1.69 b
,doll_17.44,,doll_2.10 b,,,0.0,,,,,,,,,0.0
,doll_49.38,,doll_2.11 b,,,0.0,,,,,,,,,0.0
,doll_64.00,,doll_2.11 b,,,doll_-203.0 m,,,,,,,,,doll_12.0 m
,doll_6.47,,doll_2.11 b,,,0.0,,,,,,,,,0.0
,doll_14.61,,doll_2.11 b,,,doll_329.0 m,,,,,,,,,doll_524.0 m
,doll_2.08,,doll_2.11 b,,,0.0,,,,,,,,,0.0
,doll_551.92,,doll_2.11 b,,,0.0,,,,,,,,,0.0
,doll_17.69,,doll_2.12 b,,,0.0,,,,,,,,,0.0
,doll_12.83,,doll_2.12 b,,,0.0,,,,,,,,,0.0
,doll_41.34,,doll_2.12 b,,,0.0,,,,,,,,,0.0
,doll_1.63,,doll_2.12 b,,,doll_80.0 m,,,,,,,,,doll_1.54 b
,doll_2.31,,doll_2.13 b,,,doll_26.0 m,,,,,,,,,doll_189.0 m
,doll_35.81,,doll_2.13 b,,,doll_53.0 m,,,,,,,,,doll_1.53 b
,doll_182.62,,doll_2.13 b,,,doll_51.0 m,,,,,,,,,doll_994.0 m
,doll_99.54,,doll_2.13 b,,,doll_82.0 m,,,,,,,,,doll_2.8 b
,doll_120.28,,doll_2.13 b,,,0.0,,,,,,,,,0.0
,doll_95.67,,doll_2.13 b,,,doll_49.0 m,,,,,,,,,doll_834.0 m
,doll_1.09,,doll_2.13 b,,,0.0,,,,,,,,,0.0
,doll_98.51,,doll_2.13 b,,,doll_37.0 m,,,,,,,,,doll_576.0 m
,doll_5.69,,doll_2.13 b,,,doll_94.0 m,,,,,,,,,doll_477.0 m
,doll_0.99,,doll_2.13 b,,,doll_-182.0 m,,,,,,,,,doll_1.24 b
,doll_46.71,,doll_2.14 b,,,0.0,,,,,,,,,0.0
,doll_12.04,,doll_2.14 b,,,"94,680 million usd",,,,,,,,,"365,820 million usd"
,doll_33.28,,doll_2.17 b,,,"72,738 million usd",,,,,,,,,"198,270 million usd"
,doll_35.65,,doll_2.17 b,,,"105,380 million usd",,,,,,,,,"400,460 million usd"
,doll_244.05,,doll_2.17 b,,,"76,003 million usd",,,,,,,,,"257,640 million usd"
,doll_3.50,,doll_2.17 b,,,"33,364 million usd",,,,,,,,,"469,820 million usd"
,doll_17.42,,doll_2.17 b,,,"5,519 million usd",,,,,,,,,"53,823 million usd"
,doll_47.48,,doll_2.17 b,,,"39,370 million usd",,,,,,,,,"117,930 million usd"
,doll_0.36,,doll_2.17 b,,,"89,795 million usd",,,,,,,,,"354,640 million usd"
,doll_235.83,,doll_2.17 b,,,"9,752 million usd",,,,,,,,,"26,914 million usd"
,doll_11.94,,doll_2.18 b,,,"20,783 million usd",,,,,,,,,"55,306 million usd"
,doll_17.63,,doll_2.18 b,,,"35,320 million usd",,,,,,,,,"87,995 million usd"
,doll_25.51,,doll_2.18 b,,,"46,500 million usd",,,,,,,,,"121,640 million usd"
,doll_193.49,,doll_2.18 b,,,"12,310 million usd",,,,,,,,,"24,100 million usd"
,doll_2.77,,doll_2.20 b,,,"20,870 million usd",,,,,,,,,"93,770 million usd"
,doll_6.29,,doll_2.19 b,,,"32,180 million usd",,,,,,,,,"229,280 million usd"
,doll_14.69,,doll_2.20 b,,,"17,280 million usd",,,,,,,,,"285,270 million usd"
,doll_65.36,,doll_2.20 b,,,"16,433 million usd",,,,,,,,,"151,160 million usd"
,doll_6.32,,doll_2.20 b,,,"13,264 million usd",,,,,,,,,"70,765 million usd"
,doll_4.41,,doll_2.20 b,,,"30,550 million usd",,,,,,,,,"89,110 million usd"
,doll_22.00,,doll_2.20 b,,,"13,673 million usd",,,,,,,,,"572,750 million usd"
,doll_40.98,,doll_2.20 b,,,"14,461 million usd",,,,,,,,,"80,187 million usd"
,doll_16.05,,doll_2.21 b,,,"7,634 million usd",,,,,,,,,"15,929 million usd"
,doll_31.17,,doll_2.20 b,,,"17,970 million usd",,,,,,,,,"92,575 million usd"
,doll_9.07,,doll_2.21 b,,,"8,680 million usd",,,,,,,,,"18,880 million usd"
,doll_3.49,,doll_2.21 b,,,"14,808 million usd",,,,,,,,,"66,757 million usd"
,doll_5.55,,doll_2.21 b,,,"9,016 million usd",,,,,,,,,"124,140 million usd"
,doll_15.12,,doll_2.21 b,,,"21,980 million usd",,,,,,,,,"81,288 million usd"
,doll_51.57,,doll_2.21 b,,,"6,760 million usd",,,,,,,,,"20,509 million usd"
,doll_17.52,,doll_2.21 b,,,"23,040 million usd",,,,,,,,,"285,640 million usd"
,doll_5.84,,doll_2.22 b,,,"1,990 million usd",,,,,,,,,"67,410 million usd"
,doll_13.93,,doll_2.22 b,,,"20,797 million usd",,,,,,,,,"228,980 million usd"
,doll_20.42,,doll_2.22 b,,,"9,771 million usd",,,,,,,,,"38,655 million usd"
,doll_39.73,,doll_2.22 b,,,"11,812 million usd",,,,,,,,,"51,557 million usd"
,doll_8.15,,doll_2.23 b,,,"6,437 million usd",,,,,,,,,"27,450 million usd"
,doll_4.02,,doll_2.23 b,,,"18,733 million usd",,,,,,,,,"6,866 million usd"
,doll_137.59,,doll_2.23 b,,,"51,206 million usd",,,,,,,,,"138,160 million usd"
,doll_13.07,,doll_2.23 b,,,"5,066 million usd",,,,,,,,,"35,580 million usd"
,doll_19.65,,doll_2.23 b,,,"6,046 million usd",,,,,,,,,"46,710 million usd"
,doll_34.64,,doll_2.23 b,,,"5,581 million usd",,,,,,,,,"28,318 million usd"
,doll_33.55,,doll_2.23 b,,,"4,822 million usd",,,,,,,,,"15,785 million usd"
,doll_73.12,,doll_2.24 b,,,"15,620 million usd",,,,,,,,,"155,600 million usd"
,doll_10.17,,doll_2.24 b,,,"7,610 million usd",,,,,,,,,"79,470 million usd"
,doll_2.04,,doll_2.25 b,,,"7,071 million usd",,,,,,,,,"43,075 million usd"
,doll_22.18,,doll_2.25 b,,,"5,116 million usd",,,,,,,,,"29,697 million usd"
,doll_26.80,,doll_2.25 b,,,,,,,,,,,,"103,000 million usd"
,doll_36.02,,doll_2.25 b,,,"7,725 million usd",,,,,,,,,"39,211 million usd"
,doll_67.26,,doll_2.24 b,,,"11,542 million usd",,,,,,,,,"56,197 million usd"
,doll_12.15,,doll_2.25 b,,,"5,007 million usd",,,,,,,,,"195,920 million usd"
,doll_9.18,,doll_2.25 b,,,"5,906 million usd",,,,,,,,,"50,533 million usd"
,doll_36.59,,doll_2.25 b,,,"6,717 million usd",,,,,,,,,"42,440 million usd"
,doll_65.94,,doll_2.25 b,,,"7,068 million usd",,,,,,,,,"20,838 million usd"
,doll_12.06,,doll_2.25 b,,,"14,160 million usd",,,,,,,,,"116,380 million usd"
,doll_20.51,,doll_2.26 b,,,"22,060 million usd",,,,,,,,,"133,610 million usd"
,doll_97.17,,doll_2.26 b,,,"1,444 million usd",,,,,,,,,"26,492 million usd"
,doll_16.70,,doll_2.26 b,,,"7,598 million usd",,,,,,,,,"87,614 million usd"
,doll_7.25,,doll_2.26 b,,,"4,169 million usd",,,,,,,,,"25,371 million usd"
,doll_166.85,,doll_2.26 b,,,"21,548 million usd",,,,,,,,,"78,492 million usd"
,doll_120.49,,doll_2.26 b,,,"19,860 million usd",,,,,,,,,"79,020 million usd"
,doll_3.71,,doll_2.26 b,,,"7,465 million usd",,,,,,,,,"29,453 million usd"
,doll_14.69,,doll_2.26 b,,,"13,040 million usd",,,,,,,,,"48,700 million usd"
,doll_30.04,,doll_2.27 b,,,"9,040 million usd",,,,,,,,,"33,560 million usd"
,doll_12.39,,doll_2.27 b,,,"24,021 million usd",,,,,,,,,"52,877 million usd"
,doll_15.58,,doll_2.27 b,,,"17,790 million usd",,,,,,,,,"48,553 million usd"
,doll_1.80,,doll_2.27 b,,,"7,545 million usd",,,,,,,,,"23,222 million usd"
,doll_31.44,,doll_2.27 b,,,"2,318 million usd",,,,,,,,,"18,970 million usd"
,doll_17.40,,doll_2.27 b,,,"4,797 million usd",,,,,,,,,"24,002 million usd"
,doll_38.02,,doll_2.28 b,,,"12,890 million usd",,,,,,,,,"97,287 million usd"
,doll_8.92,,doll_2.28 b,,,"19,870 million usd",,,,,,,,,"168,860 million usd"
,doll_5.83,,doll_2.28 b,,,"14,566 million usd",,,,,,,,,"56,414 million usd"
,doll_15.20,,doll_2.28 b,,,"44,469 million usd",,,,,,,,,"120,930 million usd"
,doll_60.53,,doll_2.28 b,,,"-21,680 million usd",,,,,,,,,"180,640 million usd"
,doll_85.08,,doll_2.28 b,,,112 million usd,,,,,,,,,"37,417 million usd"
,doll_45.72,,doll_2.29 b,,,"5,855 million usd",,,,,,,,,"18,996 million usd"
,doll_5.11,,doll_2.29 b,,,"2,695 million usd",,,,,,,,,"9,898 million usd"
,doll_13.43,,doll_2.29 b,,,"3,826 million usd",,,,,,,,,"30,793 million usd"
,doll_44.13,,doll_2.29 b,,,"3,573 million usd",,,,,,,,,"17,069 million usd"
,doll_147.75,,doll_2.29 b,,,"8,409 million usd",,,,,,,,,"96,250 million usd"
,doll_15.00,,doll_2.29 b,,,"7,769 million usd",,,,,,,,,"18,344 million usd"
,doll_1.43,,doll_2.30 b,,,"6,523 million usd",,,,,,,,,"21,804 million usd"
,doll_12.38,,doll_2.30 b,,,"21,391 million usd",,,,,,,,,"45,066 million usd"
,doll_179.53,,doll_2.30 b,,,"5,791 million usd",,,,,,,,,"30,682 million usd"
,doll_3.33,,doll_2.30 b,,,"35,097 million usd",,,,,,,,,"104,700 million usd"
,doll_21.12,,doll_2.30 b,,,"2,066 million usd",,,,,,,,,"12,726 million usd"
,doll_4.31,,doll_2.30 b,,,"-3,698 million usd",,,,,,,,,"28,141 million usd"
,doll_31.39,,doll_2.29 b,,,"12,230 million usd",,,,,,,,,"35,376 million usd"
,doll_38.84,,doll_2.32 b,,,"3,162 million usd",,,,,,,,,"16,434 million usd"
,doll_7.37,,doll_2.32 b,,,"6,437 million usd",,,,,,,,,"72,397 million usd"
,doll_5.21,,doll_2.32 b,,,"9,109 million usd",,,,,,,,,"31,405 million usd"
,doll_16.38,,doll_2.32 b,,,"15,964 million usd",,,,,,,,,"202,290 million usd"
,doll_16.85,,doll_2.33 b,,,"5,542 million usd",,,,,,,,,"34,392 million usd"
,doll_34.36,,doll_2.33 b,,,"10,803 million usd",,,,,,,,,"32,501 million usd"
,"doll_1,143",,doll_2.33 b,,,"13,413 million usd",,,,,,,,,"380,440 million usd"
,doll_16.29,,doll_2.33 b,,,"5,450 million usd",,,,,,,,,"70,765 million usd"
,doll_112.35,,doll_2.33 b,,,"2,914 million usd",,,,,,,,,"4,611 million usd"
,doll_51.77,,doll_2.33 b,,,"2,214 million usd",,,,,,,,,"5,511 million usd"
,doll_16.24,,doll_2.34 b,,,"5,038 million usd",,,,,,,,,"31,677 million usd"
,doll_15.76,,doll_2.34 b,,,"6,994 million usd",,,,,,,,,"46,385 million usd"
,doll_9.80,,doll_2.34 b,,,"6,788 million usd",,,,,,,,,"68,616 million usd"
,doll_0.60,,doll_2.34 b,,,"16,032 million usd",,,,,,,,,"184,630 million usd"
,doll_21.15,,doll_2.34 b,,,"7,910 million usd",,,,,,,,,"292,110 million usd"
,doll_35.58,,doll_2.34 b,,,"6,666 million usd",,,,,,,,,"57,793 million usd"
,doll_658.96,,doll_2.34 b,,,"3,024 million usd",,,,,,,,,"80,118 million usd"
,doll_18.49,,doll_2.34 b,,,"33,270 million usd",,,,,,,,,"76,991 million usd"
,doll_1.64,,doll_2.34 b,,,"5,901 million usd",,,,,,,,,"19,374 million usd"
,doll_8.33,,doll_2.35 b,,,,,,,,,,,,"123,070 million usd"
,doll_34.73,,doll_2.34 b,,,"3,864 million usd",,,,,,,,,"64,388 million usd"
,doll_22.38,,doll_2.35 b,,,"8,060 million usd",,,,,,,,,"42,838 million usd"
,doll_10.74,,doll_2.35 b,,,"14,839 million usd",,,,,,,,,"250,120 million usd"
,doll_18.63,,doll_2.35 b,,,"5,888 million usd",,,,,,,,,"23,063 million usd"
,doll_5.88,,doll_2.35 b,,,"12,607 million usd",,,,,,,,,"63,644 million usd"
,doll_58.90,,doll_2.35 b,,,"21,635 million usd",,,,,,,,,"64,989 million usd"
,doll_7.11,,doll_2.35 b,,,"3,402 million usd",,,,,,,,,"9,635 million usd"
,doll_77.98,,doll_2.36 b,,,"20,758 million usd",,,,,,,,,"71,887 million usd"
,doll_96.90,,doll_2.36 b,,,"18,247 million usd",,,,,,,,,"133,260 million usd"
,doll_1.21,,doll_2.36 b,,,"5,893 million usd",,,,,,,,,"25,979 million usd"
,doll_78.88,,doll_2.36 b,,,,,,,,,,,,
,doll_1.12,,doll_2.36 b,,,"2,390 million usd",,,,,,,,,"17,737 million usd"
,doll_71.36,,doll_2.36 b,,,"-4,202 million usd",,,,,,,,,"62,286 million usd"
,doll_16.45,,doll_2.36 b,,,"6,858 million usd",,,,,,,,,"43,171 million usd"
,doll_14.66,,doll_2.37 b,,,"4,199 million usd",,,,,,,,,"29,060 million usd"
,doll_29.98,,doll_2.37 b,,,"7,456 million usd",,,,,,,,,"16,562 million usd"
,doll_11.79,,doll_2.37 b,,,"7,427 million usd",,,,,,,,,"47,525 million usd"
,doll_25.02,,doll_2.37 b,,,"3,827 million usd",,,,,,,,,"18,200 million usd"
,doll_6.03,,doll_2.37 b,,,"2,567 million usd",,,,,,,,,"9,356 million usd"
,doll_25.08,,doll_2.37 b,,,"6,489 million usd",,,,,,,,,"50,971 million usd"
,doll_36.19,,doll_2.38 b,,,"5,743 million usd",,,,,,,,,"57,350 million usd"
,doll_79.45,,doll_2.38 b,,,"21,094 million usd",,,,,,,,,"63,495 million usd"
,doll_71.85,,doll_2.38 b,,,"5,963 million usd",,,,,,,,,"43,932 million usd"
,doll_29.38,,doll_2.39 b,,,"1,704 million usd",,,,,,,,,"5,710 million usd"
,doll_8.67,,doll_2.39 b,,,"4,825 million usd",,,,,,,,,"12,743 million usd"
,doll_13.96,,doll_2.39 b,,,"2,939 million usd",,,,,,,,,"4,759 million usd"
,doll_2.13,,doll_2.39 b,,,230 million usd,,,,,,,,,"5,896 million usd"
,doll_1.20,,doll_2.39 b,,,"-6,520 million usd",,,,,,,,,"74,196 million usd"
,doll_43.18,,doll_2.39 b,,,"6,946 million usd",,,,,,,,,"106,000 million usd"
,doll_42.80,,doll_2.39 b,,,"5,740 million usd",,,,,,,,,"44,655 million usd"
,doll_11.16,,doll_2.39 b,,,"8,000 million usd",,,,,,,,,"133,170 million usd"
,doll_46.55,,doll_2.40 b,,,"4,669 million usd",,,,,,,,,"54,304 million usd"
,doll_10.34,,doll_2.40 b,,,"4,654 million usd",,,,,,,,,"51,682 million usd"
,doll_10.60,,doll_2.40 b,,,"34,221 million usd",,,,,,,,,"168,300 million usd"
,doll_100.33,,doll_2.40 b,,,"3,024 million usd",,,,,,,,,"8,297 million usd"
,doll_93.02,,doll_2.40 b,,,"3,531 million usd",,,,,,,,,"31,853 million usd"
,doll_18.92,,doll_2.40 b,,,,,,,,,,,,"49,100 million usd"
,doll_10.66,,doll_2.41 b,,,,,,,,,,,,"6,936 million usd"
,doll_83.94,,doll_2.40 b,,,"8,079 million usd",,,,,,,,,"45,828 million usd"
,doll_21.00,,doll_2.41 b,,,-559 million usd,,,,,,,,,"149,500 million usd"
,doll_34.89,,doll_2.41 b,,,"5,861 million usd",,,,,,,,,"27,705 million usd"
,doll_14.43,,doll_2.41 b,,,"6,104 million usd",,,,,,,,,
,doll_48.21,,doll_2.41 b,,,-352 million usd,,,,,,,,,"5,991 million usd"
,doll_2.04,,doll_2.41 b,,,"4,643 million usd",,,,,,,,,"57,468 million usd"
,doll_40.64,,doll_2.41 b,,,,,,,,,,,,"110,000 million usd"
,doll_11.04,,doll_2.41 b,,,,,,,,,,,,"17,000 million usd"
,doll_55.76,,doll_2.41 b,,,"-2,046 million usd",,,,,,,,,"9,955 million usd"
,doll_10.31,,doll_2.42 b,,,"5,921 million usd",,,,,,,,,"35,355 million usd"
,doll_59.33,,doll_2.41 b,,,"7,284 million usd",,,,,,,,,"114,040 million usd"
,doll_54.97,,doll_2.42 b,,,"2,968 million usd",,,,,,,,,"16,311 million usd"
,doll_5.51,,doll_2.43 b,,,"3,367 million usd",,,,,,,,,"21,695 million usd"
,doll_11.16,,doll_2.42 b,,,"8,618 million usd",,,,,,,,,"88,706 million usd"
,doll_48.79,,doll_2.43 b,,,"4,677 million usd",,,,,,,,,"34,022 million usd"
,doll_37.38,,doll_2.43 b,,,"3,499 million usd",,,,,,,,,"19,445 million usd"
,doll_19.59,,doll_2.43 b,,,"2,948 million usd",,,,,,,,,"16,046 million usd"
,doll_3.85,,doll_2.44 b,,,"1,165 million usd",,,,,,,,,"10,958 million usd"
,doll_15.22,,doll_2.44 b,,,"2,037 million usd",,,,,,,,,"7,776 million usd"
,doll_13.09,,doll_2.44 b,,,"1,994 million usd",,,,,,,,,"17,108 million usd"
,doll_21.56,,doll_2.43 b,,,"6,315 million usd",,,,,,,,,"67,044 million usd"
,doll_34.31,,doll_2.44 b,,,"3,242 million usd",,,,,,,,,"27,708 million usd"
,doll_4.47,,doll_2.44 b,,,"17,937 million usd",,,,,,,,,"136,340 million usd"
,doll_9.65,,doll_2.45 b,,,"7,565 million usd",,,,,,,,,"157,740 million usd"
,doll_23.82,,doll_2.45 b,,,"2,254 million usd",,,,,,,,,"10,493 million usd"
,doll_1.82,,doll_2.48 b,,,"3,931 million usd",,,,,,,,,"6,835 million usd"
,doll_5.00,,doll_2.48 b,,,,,,,,,,,,"91,686 million usd"
,doll_41.71,,doll_2.48 b,,,"5,409 million usd",,,,,,,,,"19,135 million usd"
,doll_6.21,,doll_2.48 b,,,"6,151 million usd",,,,,,,,,"46,634 million usd"
,doll_37.52,,doll_2.48 b,,,"4,605 million usd",,,,,,,,,"17,227 million usd"
,doll_71.31,,doll_2.48 b,,,"4,300 million usd",,,,,,,,,"28,720 million usd"
,doll_42.87,,doll_2.48 b,,,443 million usd,,,,,,,,,"31,453 million usd"
,doll_4.20,,doll_2.48 b,,,"4,602 million usd",,,,,,,,,"119,890 million usd"
,doll_59.81,,doll_2.48 b,,,-679 million usd,,,,,,,,,"1,219 million usd"
,doll_7.69,,doll_2.49 b,,,"2,464 million usd",,,,,,,,,"21,111 million usd"
,doll_49.94,,doll_2.49 b,,,,,,,,,,,,"212,870 million usd"
,doll_4.25,,doll_2.49 b,,,,,,,,,,,,"47,600 million usd"
,doll_12.25,,doll_2.49 b,,,"10,456 million usd",,,,,,,,,0 million usd
,doll_12.88,,doll_2.50 b,,,"7,605 million usd",,,,,,,,,"22,721 million usd"
,doll_19.52,,doll_2.49 b,,,"10,019 million usd",,,,,,,,,"127,000 million usd"
,doll_17.80,,doll_2.50 b,,,,,,,,,,,,"114,700 million usd"
,doll_0.07000,,doll_2.50 b,,,"2,166 million usd",,,,,,,,,"20,955 million usd"
,doll_9.28,,doll_2.50 b,,,"3,966 million usd",,,,,,,,,"75,731 million usd"
,doll_29.90,,doll_2.50 b,,,"8,562 million usd",,,,,,,,,"88,744 million usd"
,doll_17.83,,doll_2.50 b,,,"8,903 million usd",,,,,,,,,"33,620 million usd"
,doll_54.94,,doll_2.50 b,,,"2,773 million usd",,,,,,,,,"203,830 million usd"
,doll_14.18,,doll_2.51 b,,,"6,225 million usd",,,,,,,,,"27,305 million usd"
,doll_16.20,,doll_2.51 b,,,"1,612 million usd",,,,,,,,,"21,842 million usd"
,doll_10.57,,doll_2.52 b,,,"3,282 million usd",,,,,,,,,"48,549 million usd"
,doll_62.37,,doll_2.52 b,,,"1,390 million usd",,,,,,,,,"7,318 million usd"
,doll_152.33,,doll_2.51 b,,,"7,221 million usd",,,,,,,,,"23,771 million usd"
,doll_37.74,,doll_2.52 b,,,"3,189 million usd",,,,,,,,,"14,622 million usd"
,doll_23.52,,doll_2.53 b,,,"3,908 million usd",,,,,,,,,"11,564 million usd"
,doll_4.37,,doll_2.52 b,,,"6,033 million usd",,,,,,,,,"22,259 million usd"
,doll_11.87,,doll_2.53 b,,,"12,202 million usd",,,,,,,,,"18,471 million usd"
,doll_70.06,,doll_2.53 b,,,"8,539 million usd",,,,,,,,,"40,963 million usd"
,doll_13.75,,doll_2.53 b,,,813 million usd,,,,,,,,,"7,774 million usd"
,doll_24.87,,doll_2.53 b,,,"4,158 million usd",,,,,,,,,"49,966 million usd"
,doll_9.98,,doll_2.53 b,,,"1,864 million usd",,,,,,,,,"19,944 million usd"
,doll_82.81,,doll_2.53 b,,,,,,,,,,,,"43,000 million usd"
,doll_20.90,,doll_2.53 b,,,"2,153 million usd",,,,,,,,,"19,915 million usd"
,doll_1.61,,doll_2.53 b,,,"2,834 million usd",,,,,,,,,"25,714 million usd"
,doll_34.83,,doll_2.54 b,,,"1,096 million usd",,,,,,,,,"6,340 million usd"
,doll_132.09,,doll_2.54 b,,,"11,256 million usd",,,,,,,,,0 million usd
,doll_11.93,,doll_2.56 b,,,"3,781 million usd",,,,,,,,,"12,522 million usd"
,doll_9.87,,doll_2.56 b,,,"5,857 million usd",,,,,,,,,"22,577 million usd"
,doll_147.59,,doll_2.54 b,,,,,,,,,,,,"16,080 million usd"
,doll_8.98,,doll_2.55 b,,,"3,143 million usd",,,,,,,,,"19,820 million usd"
,doll_35.35,,doll_2.55 b,,,,,,,,,,,,"38,100 million usd"
,doll_116.50,,doll_2.56 b,,,"4,944 million usd",,,,,,,,,"37,600 million usd"
,doll_18.93,,doll_2.56 b,,,"-12,463 million usd",,,,,,,,,"45,399 million usd"
,doll_45.19,,doll_2.56 b,,,"1,904 million usd",,,,,,,,,"19,833 million usd"
,doll_78.11,,doll_2.56 b,,,"2,636 million usd",,,,,,,,,"4,689 million usd"
,doll_11.43,,doll_2.56 b,,,-496 million usd,,,,,,,,,"17,455 million usd"
,doll_2.85,,doll_2.55 b,,,"3,908 million usd",,,,,,,,,"25,097 million usd"
,doll_19.55,,doll_2.56 b,,,"3,378 million usd",,,,,,,,,
,doll_5.30,,doll_2.56 b,,,572 million usd,,,,,,,,,"85,803 million usd"
,doll_76.06,,doll_2.57 b,,,"3,117 million usd",,,,,,,,,"94,862 million usd"
,doll_23.24,,doll_2.57 b,,,"10,855 million usd",,,,,,,,,"31,817 million usd"
,doll_18.50,,doll_2.57 b,,,"3,823 million usd",,,,,,,,,"8,098 million usd"
,doll_15.57,,doll_2.57 b,,,"8,470 million usd",,,,,,,,,"38,535 million usd"
,doll_161.76,,doll_2.57 b,,,"5,568 million usd",,,,,,,,,"90,085 million usd"
,doll_1.66,,doll_2.57 b,,,"1,691 million usd",,,,,,,,,"12,184 million usd"
,doll_22.58,,doll_2.58 b,,,"6,956 million usd",,,,,,,,,"58,752 million usd"
,doll_9.90,,doll_2.58 b,,,"1,904 million usd",,,,,,,,,"11,646 million usd"
,doll_2.59,,doll_2.58 b,,,"10,474 million usd",,,,,,,,,"398,860 million usd"
,doll_22.63,,doll_2.58 b,,,"23,947 million usd",,,,,,,,,"5,459 million usd"
,doll_3.43,,doll_2.58 b,,,"5,365 million usd",,,,,,,,,"174,270 million usd"
,doll_7.15,,doll_2.59 b,,,"2,694 million usd",,,,,,,,,"14,455 million usd"
,doll_8.77,,doll_2.59 b,,,-425 million usd,,,,,,,,,"1,940 million usd"
,doll_0.98,,doll_2.59 b,,,"1,503 million usd",,,,,,,,,"5,232 million usd"
,doll_63.00,,doll_2.59 b,,,"1,111 million usd",,,,,,,,,"6,528 million usd"
,doll_24.14,,doll_2.59 b,,,"-4,688 million usd",,,,,,,,,55 million usd
,doll_0.52,,doll_2.58 b,,,"4,546 million usd",,,,,,,,,"28,945 million usd"
,doll_26.85,,doll_2.59 b,,,"7,947 million usd",,,,,,,,,"78,849 million usd"
,doll_141.54,,doll_2.59 b,,,517 million usd,,,,,,,,,"6,606 million usd"
,doll_25.68,,doll_2.59 b,,,"4,058 million usd",,,,,,,,,"9,168 million usd"
,doll_7.21,,doll_2.60 b,,,"7,098 million usd",,,,,,,,,"111,660 million usd"
,doll_58.03,,doll_2.60 b,,,"5,775 million usd",,,,,,,,,"20,692 million usd"
,doll_20.34,,doll_2.61 b,,,"3,139 million usd",,,,,,,,,"14,545 million usd"
,doll_7.15,,doll_2.61 b,,,"1,599 million usd",,,,,,,,,"2,484 million usd"
,doll_0.38,,doll_2.61 b,,,"2,445 million usd",,,,,,,,,"11,848 million usd"
,doll_78.82,,doll_2.61 b,,,"7,874 million usd",,,,,,,,,"35,258 million usd"
,doll_10.33,,doll_2.62 b,,,"2,408 million usd",,,,,,,,,"23,113 million usd"
,doll_26.15,,doll_2.62 b,,,"2,092 million usd",,,,,,,,,"20,248 million usd"
,doll_5.01,,doll_2.69 b,,,"3,005 million usd",,,,,,,,,"11,142 million usd"
