,foundation_year,headquarter,industry,name,ownership
foundation_year,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07692307692307693
headquarter,0.08333333333333333,0.0,0.125,0.1111111111111111,0.09090909090909091
industry,0.08333333333333333,0.125,0.0,0.14285714285714285,0.14285714285714285
name,0.08333333333333333,0.1111111111111111,0.14285714285714285,0.0,0.125
ownership,0.07692307692307693,0.09090909090909091,0.14285714285714285,0.125,0.0
