,address,est_of_ownership,hhid,id,industry,name,nation,sic_code,type
address,0.0,0.07142857142857142,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.125,0.16666666666666666
est_of_ownership,0.07142857142857142,0.0,0.07142857142857142,0.06666666666666667,0.07142857142857142,0.06666666666666667,0.07692307692307693,0.07692307692307693,0.07142857142857142
hhid,0.14285714285714285,0.07142857142857142,0.0,0.5,0.125,0.25,0.2,0.14285714285714285,0.25
id,0.16666666666666666,0.06666666666666667,0.5,0.0,0.16666666666666666,0.25,0.2,0.16666666666666666,0.25
industry,0.14285714285714285,0.07142857142857142,0.125,0.16666666666666666,0.0,0.14285714285714285,0.14285714285714285,0.125,0.125
name,0.16666666666666666,0.06666666666666667,0.25,0.25,0.14285714285714285,0.0,0.25,0.14285714285714285,0.3333333333333333
nation,0.14285714285714285,0.07692307692307693,0.2,0.2,0.14285714285714285,0.25,0.0,0.14285714285714285,0.2
sic_code,0.125,0.07692307692307693,0.14285714285714285,0.16666666666666666,0.125,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
type,0.16666666666666666,0.07142857142857142,0.25,0.25,0.125,0.3333333333333333,0.2,0.14285714285714285,0.0
