07-silvestri-market_value_jan_2020,03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,03-gren-annual_revenue_usd
,doll_11.0 m,doll_0.46 m,doll_1.51 b
,doll_35.0 m,doll_2.73 m,doll_1.46 b
,doll_97.0 m,doll_5.07 m,doll_1.08 b
,doll_133.0 m,doll_2.84 m,doll_1.47 b
,doll_-30.0 m,doll_3.76 m,doll_1.21 b
,doll_-53.0 m,doll_0.09 m,doll_874.0 m
,doll_113.0 m,doll_2.23 m,doll_2.4 b
,doll_144.0 m,doll_3.02 m,doll_806.0 m
,doll_238.0 m,doll_11.71 m,doll_679.0 m
,doll_473.0 m,doll_3.83 m,doll_3.69 b
,doll_-44.0 m,doll_2.61 m,doll_756.0 m
,doll_303.0 m,doll_2.06 m,0.0
,doll_211.0 m,doll_3.17 m,doll_2.98 b
,doll_211.0 m,doll_5.06 m,doll_2.98 b
,doll_113.0 m,doll_2.91 m,doll_1.06 b
,doll_255.0 m,0,doll_6.76 b
,doll_-108.0 m,doll_2.34 m,doll_12.82 b
,doll_802.0 m,doll_1.84 m,doll_4.9 b
,0.0,doll_0.31 m,0.0
,doll_255.0 m,doll_1.17 m,doll_861.0 m
,doll_197.0 m,doll_0.56 m,doll_3.12 b
,doll_180.0 m,doll_3.96 m,doll_1.09 b
,doll_24.0 m,0,doll_3.37 b
,doll_-338.0 m,doll_4.69 m,doll_111.0 m
,doll_663.0 m,doll_2.7 m,doll_7.5 b
,doll_171.0 m,doll_1.48 m,doll_851.0 m
,doll_133.0 m,doll_3.91 m,doll_352.0 m
,doll_-56.0 m,doll_7.52 m,doll_502.0 m
,doll_104.0 m,doll_5.5 m,doll_612.0 m
,doll_479.0 m,0,doll_296.0 m
,doll_-111.0 m,doll_3.84 m,doll_492.0 m
,doll_389.0 m,doll_2.94 m,doll_698.0 m
,doll_40.0 m,doll_2.51 m,doll_1.0 b
,doll_100.0 m,0,doll_1.12 b
,doll_834.0 m,doll_3.29 m,doll_11.07 b
,doll_297.0 m,doll_3.13 m,doll_7.17 b
,doll_28.0 m,doll_3.55 m,doll_297.0 m
,doll_93.0 m,doll_0.99 m,doll_2.26 b
,doll_105.0 m,doll_3.8 m,doll_1.5 b
,doll_376.0 m,doll_3.81 m,doll_990.0 m
,doll_249.0 m,0,doll_2.86 b
,doll_159.0 m,0,doll_889.0 m
,doll_343.0 m,doll_0.57 m,doll_1.16 b
,doll_402.0 m,doll_3.31 m,doll_6.2 b
,doll_96.0 m,doll_2.8 m,doll_805.0 m
,doll_-30.0 m,doll_1.07 m,doll_567.0 m
,doll_521.0 m,doll_3.37 m,doll_129.0 m
,doll_129.0 m,doll_1.74 m,doll_1.5 b
,doll_-98.0 m,0,doll_1.0 m
,0.0,doll_1.52 m,0.0
,0.0,doll_2.93 m,0.0
,doll_-724.0 m,doll_4.31 m,doll_1.85 b
,doll_420.0 m,doll_2.12 m,doll_1.29 b
,doll_28.0 m,doll_3.82 m,doll_127.0 m
,doll_538.0 m,doll_1.23 m,doll_2.44 b
,doll_126.0 m,doll_3.1 m,doll_2.6 b
,doll_601.0 m,doll_2.82 m,doll_11.12 b
,doll_94.0 m,doll_3.35 m,doll_1.68 b
,doll_-266.0 m,doll_3.51 m,0.0
,doll_308.0 m,0,doll_1.93 b
,doll_72.0 m,doll_3.51 m,doll_673.0 m
,doll_113.0 m,doll_3.72 m,doll_1.4 b
,doll_52.0 m,doll_2.88 m,doll_221.0 m
,doll_151.0 m,doll_2.09 m,doll_1.57 b
,doll_161.0 m,doll_3.79 m,doll_9.23 b
,doll_270.0 m,doll_3.32 m,doll_1.3 b
,doll_333.0 m,doll_2.61 m,doll_1.05 b
,doll_385.0 m,doll_2.3 m,doll_1.53 b
,doll_75.0 m,0,doll_1.13 b
,doll_473.0 m,doll_7.65 m,doll_2.19 b
,doll_231.0 m,doll_5.82 m,doll_583.0 m
,doll_32.0 m,doll_2.02 m,doll_3.9 b
,doll_185.0 m,doll_3.33 m,doll_1.32 b
,doll_188.0 m,doll_2.04 m,doll_2.29 b
,doll_33.0 m,doll_3.23 m,doll_1.74 b
,doll_-188.0 m,doll_6.32 m,doll_3.6 b
,doll_-250.0 m,doll_1.61 m,doll_784.0 m
,doll_134.0 m,doll_2.39 m,doll_848.0 m
,doll_727.0 m,0,doll_4.64 b
,doll_111.0 m,doll_4.48 m,doll_722.0 m
,doll_108.0 m,doll_3.28 m,doll_305.0 m
,doll_121.0 m,doll_3.58 m,doll_968.0 m
,doll_263.0 m,doll_4.4 m,doll_1.66 b
,doll_73.0 m,doll_1.96 m,doll_1.1 b
,doll_286.0 m,doll_1.92 m,doll_3.57 b
,doll_148.0 m,doll_1.94 m,doll_737.0 m
,doll_-149.0 m,doll_0.81 m,doll_281.0 m
,doll_130.0 m,doll_3.66 m,doll_747.0 m
,doll_141.0 m,doll_1.82 m,doll_4.56 b
,doll_495.0 m,doll_0.79 m,doll_4.96 b
,doll_258.0 m,doll_6.29 m,doll_1.27 b
,doll_118.0 m,doll_3.12 m,doll_613.0 m
,doll_-143.0 m,doll_3.39 m,doll_36.0 m
,doll_57.0 m,doll_1.99 m,doll_1.76 b
,doll_43.0 m,doll_4.27 m,doll_653.0 m
,doll_149.0 m,doll_1.7 m,doll_2.38 b
,doll_-128.0 m,doll_1.12 m,doll_472.0 m
,doll_-181.0 m,doll_2.06 m,doll_130.0 m
,doll_178.0 m,doll_3.58 m,doll_14.79 b
,doll_96.0 m,doll_2.31 m,doll_633.0 m
,doll_363.0 m,doll_2.0 m,doll_1.24 b
,doll_-736.0 m,doll_3.81 m,doll_8.0 b
,doll_351.0 m,doll_5.64 m,doll_8.57 b
,doll_76.0 m,doll_3.29 m,doll_628.0 m
,doll_-397.0 m,doll_1.73 m,doll_7.5 b
,doll_10.0 m,doll_3.33 m,doll_1.8 b
,doll_187.0 m,doll_3.43 m,doll_1.86 b
,doll_386.0 m,doll_1.52 m,doll_1.24 b
,doll_115.0 m,0,doll_2.17 b
,doll_151.0 m,doll_2.77 m,doll_1.83 b
,doll_146.0 m,0,doll_3.59 b
,doll_117.0 m,doll_6.95 m,doll_581.0 m
,doll_927.0 m,doll_3.09 m,doll_3.92 b
,doll_2.1 b,doll_2.91 m,doll_7.16 b
,doll_270.0 m,0,doll_2.34 b
,doll_47.0 m,doll_3.11 m,doll_402.0 m
,doll_29.0 m,doll_3.05 m,doll_85.0 m
,0.0,doll_1.41 m,0.0
,doll_-9.0 m,doll_4.67 m,doll_419.0 m
,doll_-528.0 m,doll_5.84 m,doll_751.0 m
,doll_146.0 m,doll_1.5 m,doll_367.0 m
,doll_117.0 m,doll_3.15 m,doll_901.0 m
,doll_189.0 m,doll_3.38 m,doll_3.3 b
,doll_630.0 m,doll_2.95 m,doll_7.4 b
,doll_271.0 m,doll_2.43 m,doll_766.0 m
,doll_57.0 m,doll_2.5 m,doll_586.0 m
,doll_48.0 m,doll_2.67 m,doll_417.0 m
,doll_125.0 m,doll_2.32 m,doll_343.0 m
,doll_52.0 m,doll_5.42 m,doll_761.0 m
,doll_198.0 m,doll_3.63 m,doll_2.04 b
,doll_301.0 m,doll_3.92 m,doll_231.0 m
,doll_231.0 m,doll_3.03 m,doll_214.0 m
,doll_178.0 m,doll_3.87 m,doll_2.15 b
,doll_219.0 m,doll_2.49 m,doll_9.44 b
,doll_210.0 m,doll_3.09 m,doll_536.0 m
,doll_754.0 m,doll_1.07 m,doll_1.95 b
,doll_99.0 m,doll_1.6 m,doll_3.83 b
,doll_474.0 m,doll_2.11 m,doll_1.79 b
,doll_72.0 m,0,doll_844.0 m
,doll_179.0 m,doll_1.73 m,doll_4.1 b
,doll_237.0 m,doll_4.55 m,doll_597.0 m
,doll_322.0 m,doll_1.59 m,doll_2.3 b
,doll_252.0 m,doll_6.12 m,doll_6.25 b
,doll_45.0 m,doll_3.8 m,doll_294.0 m
,doll_127.0 m,doll_2.9 m,doll_599.0 m
,doll_94.0 m,doll_1.64 m,doll_416.0 m
,doll_-16.0 m,doll_0.34 m,doll_260.0 m
,doll_158.0 m,doll_1.38 m,doll_1.72 b
,doll_-184.0 m,0,doll_416.0 m
,doll_-191.0 m,doll_2.73 m,doll_46.0 m
,doll_98.0 m,doll_1.32 m,doll_531.0 m
,doll_250.0 m,doll_3.24 m,doll_663.0 m
,doll_143.0 m,0,doll_1.26 b
,doll_494.0 m,doll_5.58 m,doll_7.83 b
,doll_-13.0 m,doll_2.39 m,doll_2.0 m
,0.0,doll_1.71 m,0.0
,doll_-11.0 m,doll_2.42 m,doll_246.0 m
,doll_91.0 m,doll_1.51 m,doll_2.14 b
,doll_86.0 m,doll_4.24 m,doll_981.0 m
,doll_94.0 m,doll_3.27 m,doll_498.0 m
,doll_865.0 m,doll_4.07 m,doll_157.0 m
,doll_96.0 m,doll_6.33 m,doll_1.96 b
,doll_321.0 m,doll_1.39 m,doll_3.11 b
,doll_367.0 m,doll_0.81 m,doll_1.52 b
,0.0,doll_0.48 m,0.0
,doll_91.0 m,0,doll_773.0 m
,doll_34.0 m,doll_4.5 m,doll_846.0 m
,doll_150.0 m,doll_3.23 m,doll_864.0 m
,doll_439.0 m,doll_2.42 m,doll_3.59 b
,doll_-167.0 m,doll_2.95 m,doll_484.0 m
,doll_56.0 m,doll_5.82 m,doll_185.0 m
,0.0,doll_3.28 m,0.0
,doll_104.0 m,doll_2.4 m,doll_802.0 m
,doll_-163.0 m,doll_7.56 m,doll_2.57 b
,doll_137.0 m,0,doll_385.0 m
,doll_352.0 m,doll_4.1 m,doll_5.15 b
,doll_328.0 m,doll_1.06 m,doll_6.51 b
,doll_376.0 m,doll_2.23 m,doll_3.74 b
,doll_106.0 m,doll_2.76 m,doll_713.0 m
,doll_417.0 m,doll_1.77 m,doll_1.08 b
,doll_573.0 m,doll_3.0 m,doll_5.25 b
,doll_-147.0 m,doll_2.29 m,doll_213.0 m
,doll_26.0 m,0,doll_99.0 m
,doll_401.0 m,0,doll_1.72 b
,doll_126.0 m,doll_3.94 m,doll_1.48 b
,doll_-221.0 m,doll_1.87 m,doll_99.0 m
,doll_150.0 m,doll_4.02 m,doll_1.12 b
,doll_29.0 m,doll_3.69 m,doll_60.0 m
,doll_22.0 m,doll_4.97 m,doll_6.68 b
,doll_271.0 m,0,doll_619.0 m
,doll_-39.0 m,doll_3.4 m,doll_15.0 m
,doll_546.0 m,doll_3.95 m,doll_1.12 b
,doll_105.0 m,doll_4.54 m,doll_1.05 b
,doll_179.0 m,doll_1.33 m,doll_334.0 m
,doll_1.26 b,doll_0.71 m,doll_2.05 b
,doll_321.0 m,0,doll_3.11 b
,doll_121.0 m,doll_5.44 m,doll_6.25 b
,doll_117.0 m,0,doll_7.46 b
,doll_-371.0 m,doll_2.17 m,doll_1.45 b
,doll_5.0 m,doll_2.37 m,doll_927.0 m
,doll_159.0 m,doll_2.11 m,doll_970.0 m
,doll_192.0 m,0,doll_1.49 b
,doll_-20.0 m,doll_1.86 m,doll_91.0 m
,doll_239.0 m,doll_0.96 m,doll_719.0 m
,doll_837.0 m,doll_2.27 m,doll_71.29 b
,doll_671.0 m,0,doll_6.77 b
,doll_109.0 m,doll_1.52 m,doll_5.04 b
,doll_85.0 m,doll_3.48 m,doll_1.33 b
,doll_66.0 m,doll_3.01 m,doll_1.53 b
,0.0,doll_5.65 m,0.0
,doll_240.0 m,0,doll_705.0 m
,doll_66.0 m,doll_2.08 m,doll_1.94 b
,doll_66.0 m,doll_4.83 m,doll_2.75 b
,doll_152.0 m,doll_2.72 m,doll_592.0 m
,doll_242.0 m,doll_1.87 m,doll_5.85 b
,doll_265.0 m,doll_5.49 m,doll_4.83 b
,doll_717.0 m,doll_2.47 m,doll_1.87 b
,doll_322.0 m,doll_2.91 m,doll_1.32 b
,doll_337.0 m,doll_3.45 m,doll_3.13 b
,doll_118.0 m,doll_3.39 m,doll_1.97 b
,doll_452.0 m,doll_3.66 m,doll_1.57 b
,doll_40.0 m,doll_3.65 m,doll_642.0 m
,doll_134.0 m,doll_3.15 m,doll_2.12 b
,doll_190.0 m,doll_3.04 m,doll_2.36 b
,doll_362.0 m,doll_1.81 m,doll_979.0 m
,doll_289.0 m,doll_5.34 m,doll_4.35 b
,doll_124.0 m,doll_3.29 m,doll_1.7 b
,doll_258.0 m,doll_3.28 m,doll_46.59 b
,doll_143.0 m,doll_4.1 m,doll_2.19 b
,doll_190.0 m,doll_3.84 m,doll_1.87 b
,doll_34.0 m,0,doll_493.0 m
,doll_298.0 m,doll_2.48 m,doll_652.0 m
,doll_16.0 m,doll_2.44 m,doll_1.55 b
,doll_86.0 m,doll_2.43 m,doll_1.3 b
,doll_206.0 m,0,doll_5.16 b
,doll_94.0 m,doll_8.05 m,doll_18.49 b
,doll_203.0 m,doll_3.0 m,doll_2.28 b
,doll_670.0 m,doll_5.65 m,doll_982.0 m
,doll_134.0 m,doll_1.89 m,doll_843.0 m
,doll_129.0 m,doll_1.34 m,doll_790.0 m
,doll_5.0 m,doll_4.28 m,doll_113.0 m
,doll_750.0 m,doll_0.74 m,doll_2.91 b
,doll_-8.0 m,doll_2.52 m,doll_252.0 m
,doll_712.0 m,doll_2.57 m,doll_3.39 b
,doll_259.0 m,doll_4.56 m,doll_5.26 b
,doll_127.0 m,doll_3.4 m,doll_1.78 b
,doll_83.0 m,doll_3.66 m,doll_664.0 m
,doll_-120.0 m,doll_1.58 m,doll_425.0 m
,doll_169.0 m,0,doll_1.42 b
,doll_5.0 m,doll_4.59 m,doll_461.0 m
,doll_1.82 b,doll_2.64 m,doll_2.17 b
,doll_128.0 m,doll_1.21 m,doll_2.08 b
,doll_91.0 m,doll_2.17 m,doll_10.56 b
,doll_101.0 m,doll_1.37 m,doll_4.8 b
,doll_1.12 b,doll_2.05 m,doll_1.22 b
,doll_80.0 m,doll_2.48 m,doll_871.0 m
,doll_22.0 m,0,doll_2.25 b
,doll_43.0 m,doll_4.04 m,doll_1.51 b
,0.0,doll_3.61 m,0.0
,doll_135.0 m,doll_1.73 m,doll_771.0 m
,doll_61.0 m,doll_3.67 m,doll_219.0 m
,doll_71.0 m,doll_1.62 m,doll_175.0 m
,doll_317.0 m,doll_4.05 m,doll_11.74 b
,doll_45.0 m,doll_1.68 m,doll_2.61 b
,doll_12.0 m,doll_2.82 m,doll_10.62 b
,doll_601.0 m,0,doll_15.33 b
,doll_18.0 m,doll_3.68 m,doll_241.0 m
,doll_154.0 m,doll_2.26 m,doll_971.0 m
,doll_190.0 m,doll_2.32 m,doll_475.0 m
,doll_88.0 m,doll_0.94 m,doll_6.96 b
,doll_-678.0 m,doll_2.01 m,doll_37.0 m
,doll_116.0 m,doll_2.46 m,doll_945.0 m
,doll_75.0 m,doll_4.27 m,doll_1.35 b
,doll_43.0 m,doll_2.54 m,doll_210.0 m
,doll_395.0 m,doll_2.54 m,doll_1.78 b
,doll_11.0 m,doll_1.21 m,doll_1.7 b
,doll_137.0 m,doll_0.83 m,doll_1.17 b
,doll_11.0 m,doll_3.13 m,doll_586.0 m
,doll_1.66 b,doll_1.77 m,doll_65.34 b
,doll_3.29 b,doll_18.27 m,doll_3.54 b
,doll_1.19 b,doll_1.97 m,doll_24.79 b
,doll_147.0 m,doll_5.24 m,doll_352.0 m
,doll_524.0 m,doll_4.65 m,doll_17.6 b
,doll_10.0 m,doll_2.21 m,doll_517.0 m
,doll_70.0 m,0,doll_1.22 b
,doll_111.0 m,doll_4.97 m,doll_743.0 m
,doll_-284.0 m,doll_2.23 m,doll_81.0 m
,doll_-901.0 m,doll_3.82 m,doll_4.45 b
,doll_-109.0 m,doll_3.87 m,doll_1.92 b
,doll_801.0 m,doll_4.24 m,doll_3.65 b
,doll_204.0 m,doll_3.17 m,doll_4.15 b
,doll_117.0 m,doll_3.4 m,doll_758.0 m
,doll_53.0 m,doll_1.47 m,doll_540.0 m
,doll_-791.0 m,0,doll_15.36 b
,doll_48.0 m,doll_3.57 m,doll_3.28 b
,doll_234.0 m,doll_4.65 m,doll_23.06 b
,doll_477.0 m,doll_3.87 m,doll_7.93 b
,doll_206.0 m,doll_3.01 m,doll_15.46 b
,doll_333.0 m,doll_4.12 m,doll_259.0 m
,doll_35.0 m,0,doll_926.0 m
,doll_321.0 m,0,doll_554.0 m
,doll_1.99 b,doll_3.05 m,doll_12.39 b
,doll_193.0 m,doll_3.15 m,doll_1.76 b
,doll_260.0 m,doll_2.19 m,doll_896.0 m
,doll_480.0 m,doll_1.81 m,doll_754.0 m
,doll_315.0 m,0,doll_6.49 b
,doll_50.0 m,doll_4.22 m,doll_12.72 b
,doll_346.0 m,0,doll_3.36 b
,doll_-343.0 m,doll_4.36 m,doll_667.0 m
,doll_564.0 m,doll_0.77 m,doll_5.72 b
,doll_195.0 m,doll_2.68 m,doll_598.0 m
,doll_144.0 m,doll_0.45 m,doll_2.04 b
,doll_-88.0 m,doll_2.46 m,doll_80.0 m
,doll_-28.0 m,doll_0.59 m,doll_201.0 m
,doll_-288.0 m,doll_3.65 m,doll_684.0 m
,doll_134.0 m,doll_2.39 m,doll_1.46 b
,doll_319.0 m,doll_2.47 m,doll_5.12 b
,doll_127.0 m,doll_2.12 m,doll_1.18 b
,doll_64.0 m,doll_1.87 m,doll_554.0 m
,doll_612.0 m,0,doll_1.89 b
,doll_281.0 m,doll_1.81 m,doll_2.77 b
,doll_24.0 m,doll_1.29 m,doll_133.0 m
,doll_72.0 m,doll_3.04 m,doll_1.16 b
,doll_283.0 m,doll_3.3 m,doll_1.13 b
,doll_161.0 m,doll_4.5 m,doll_589.0 m
,doll_107.0 m,doll_2.2 m,doll_707.0 m
,doll_552.0 m,doll_2.67 m,doll_13.48 b
,doll_60.0 m,doll_0.65 m,doll_220.0 m
,doll_143.0 m,doll_2.24 m,doll_3.07 b
,doll_76.0 m,doll_0.62 m,doll_499.0 m
,doll_-8.0 m,doll_1.5 m,doll_484.0 m
,doll_221.0 m,doll_2.04 m,doll_4.77 b
,doll_-15.0 m,doll_2.85 m,doll_2.79 b
,doll_206.0 m,doll_0.82 m,doll_1.86 b
,doll_197.0 m,doll_1.49 m,doll_8.95 b
,doll_106.0 m,doll_4.04 m,doll_252.0 m
,doll_118.0 m,doll_1.99 m,doll_3.36 b
,doll_184.0 m,doll_1.51 m,doll_1.69 b
,doll_165.0 m,doll_4.63 m,doll_2.68 b
,doll_-1.0 m,doll_1.48 m,doll_250.0 m
,doll_1.18 b,doll_2.14 m,doll_18.65 b
,0.0,doll_3.82 m,0.0
,doll_176.0 m,doll_2.15 m,doll_1.72 b
,doll_398.0 m,0,doll_6.64 b
,doll_95.0 m,doll_1.25 m,doll_230.0 m
,doll_23.0 m,doll_1.45 m,doll_60.0 m
,doll_-19.0 m,doll_2.31 m,doll_43.0 m
,doll_90.0 m,doll_2.39 m,doll_1.01 b
,doll_153.0 m,doll_4.06 m,doll_874.0 m
,doll_-4.0 m,doll_3.71 m,doll_874.0 m
,doll_775.0 m,doll_2.76 m,doll_2.76 b
,doll_111.0 m,doll_7.44 m,doll_761.0 m
,doll_82.0 m,doll_5.02 m,doll_2.04 b
,doll_471.0 m,doll_1.92 m,doll_5.01 b
,doll_30.0 m,doll_1.23 m,doll_446.0 m
,doll_60.0 m,doll_2.48 m,doll_171.0 m
,doll_204.0 m,0,doll_6.22 b
,doll_306.0 m,0,doll_949.0 m
,doll_80.0 m,0,doll_481.0 m
,doll_288.0 m,0,doll_7.5 b
,doll_446.0 m,doll_3.52 m,doll_1.5 b
,doll_70.0 m,doll_1.76 m,doll_1.24 b
,doll_114.0 m,doll_3.82 m,doll_1.65 b
,doll_131.0 m,doll_3.22 m,doll_1.34 b
,doll_-8.0 m,doll_1.13 m,doll_216.0 m
,doll_-113.0 m,0,doll_126.0 m
,doll_-494.0 m,doll_2.98 m,doll_6.42 b
,doll_65.0 m,doll_2.55 m,doll_340.0 m
,doll_-415.0 m,doll_2.37 m,doll_5.82 b
,doll_223.0 m,0,doll_1.98 b
,doll_216.0 m,doll_1.85 m,doll_2.24 b
,doll_137.0 m,doll_2.92 m,doll_1.86 b
,doll_141.0 m,doll_1.53 m,doll_6.67 b
,doll_194.0 m,0,doll_1.68 b
,doll_198.0 m,doll_3.21 m,doll_2.56 b
,doll_73.0 m,doll_13.76 m,doll_575.0 m
,doll_-88.0 m,doll_3.96 m,doll_1.61 b
,doll_288.0 m,doll_3.28 m,doll_336.0 m
,doll_468.0 m,doll_6.0 m,doll_3.77 b
,doll_464.0 m,doll_1.04 m,doll_641.0 m
,doll_-24.0 m,doll_2.52 m,doll_1.0 m
,doll_89.0 m,doll_1.5 m,doll_2.13 b
,doll_54.0 m,doll_2.75 m,doll_759.0 m
,doll_-114.0 m,doll_2.49 m,doll_593.0 m
,doll_175.0 m,doll_0.32 m,doll_2.83 b
,doll_80.0 m,doll_0.54 m,doll_1.88 b
,doll_480.0 m,doll_2.72 m,doll_30.18 b
,doll_72.0 m,doll_0.69 m,doll_258.0 m
,0.0,doll_4.23 m,0.0
,doll_182.0 m,0,doll_5.79 b
,doll_106.0 m,doll_1.88 m,doll_1.72 b
,doll_31.0 m,doll_2.75 m,doll_425.0 m
,doll_221.0 m,doll_2.17 m,doll_9.79 b
,doll_48.0 m,doll_1.01 m,doll_792.0 m
,doll_18.0 m,0,doll_1.51 b
,doll_-152.0 m,doll_2.21 m,doll_132.0 m
,doll_64.0 m,doll_1.06 m,doll_3.66 b
,doll_139.0 m,0,doll_1.24 b
,doll_50.0 m,doll_4.15 m,doll_314.0 m
,doll_124.0 m,doll_3.1 m,doll_532.0 m
,doll_70.0 m,doll_0.98 m,doll_1.55 b
,doll_749.0 m,0,doll_2.9 b
,doll_9.0 m,doll_5.44 m,doll_395.0 m
,doll_244.0 m,doll_2.38 m,doll_6.1 b
,doll_92.0 m,doll_1.59 m,doll_887.0 m
,doll_122.0 m,doll_2.13 m,doll_190.0 m
,doll_51.0 m,doll_1.57 m,doll_1.43 b
,doll_246.0 m,0,doll_5.34 b
,doll_-164.0 m,doll_2.61 m,doll_972.0 m
,doll_122.0 m,doll_1.05 m,doll_360.0 m
,doll_183.0 m,doll_2.29 m,doll_8.31 b
,doll_556.0 m,0,doll_622.0 m
,doll_1.0 m,doll_3.25 m,doll_8.0 m
,doll_125.0 m,doll_1.92 m,doll_1.2 b
,doll_125.0 m,doll_1.58 m,doll_1.51 b
,0.0,0,doll_1.0 b
,doll_-14.0 m,doll_0.7 m,doll_1.01 b
,doll_441.0 m,doll_2.69 m,doll_4.03 b
,doll_271.0 m,0,doll_3.66 b
,doll_333.0 m,doll_4.73 m,doll_1.05 b
,doll_330.0 m,doll_2.62 m,doll_453.0 m
,doll_80.0 m,doll_2.43 m,doll_515.0 m
,doll_27.0 m,doll_2.23 m,doll_118.0 m
,doll_550.0 m,doll_7.11 m,doll_2.78 b
,0.0,doll_3.06 m,0.0
,doll_-440.0 m,0,doll_12.43 b
,0.0,0,0.0
,doll_417.0 m,0,doll_2.3 b
,doll_132.0 m,0,doll_5.73 b
,doll_141.0 m,0,doll_3.63 b
,doll_30.0 m,0,doll_315.0 m
,doll_-246.0 m,0,doll_400.0 m
,doll_476.0 m,doll_0.86 m,doll_2.81 b
,0.0,doll_4.55 m,0.0
,0.0,doll_1.31 m,0.0
,0.0,doll_2.61 m,0.0
,0.0,0,0.0
,0.0,doll_2.5 m,0.0
,0.0,doll_3.67 m,0.0
,0.0,0,0.0
,doll_120.0 m,0,doll_804.0 m
,doll_105.0 m,doll_1.7 m,doll_4.2 b
,doll_-37.0 m,0,doll_1.32 b
,doll_-24.0 m,doll_3.49 m,doll_294.0 m
,0.0,doll_4.09 m,0.0
,doll_458.0 m,doll_3.01 m,0.0
,doll_148.0 m,doll_0.63 m,doll_347.0 m
,0.0,0,0.0
,0.0,doll_4.53 m,0.0
,doll_48.0 m,doll_4.75 m,doll_1.07 b
,doll_-39.0 m,doll_2.24 m,doll_2.12 b
,doll_181.0 m,0,doll_7.76 b
,doll_-312.0 m,0,doll_6.08 b
,doll_253.0 m,0,0.0
,doll_73.0 m,0,doll_767.0 m
,0.0,doll_4.05 m,0.0
,doll_42.0 m,doll_2.78 m,doll_3.83 b
,doll_54.0 m,doll_4.01 m,doll_2.88 b
,doll_134.0 m,doll_3.35 m,doll_1.19 b
,doll_118.0 m,doll_1.18 m,doll_288.0 m
,0.0,doll_3.93 m,0.0
,doll_173.0 m,doll_3.09 m,doll_403.0 m
,doll_23.0 m,doll_4.71 m,doll_1.87 b
,doll_178.0 m,doll_2.85 m,doll_3.81 b
,doll_250.0 m,doll_2.11 m,doll_3.41 b
,doll_192.0 m,doll_2.02 m,doll_434.0 m
,doll_1.0 m,doll_2.91 m,doll_42.0 m
,0.0,doll_0.14 m,0.0
,doll_104.0 m,0,doll_4.75 b
,doll_23.0 m,doll_0.48 m,doll_1.87 b
,doll_-460.0 m,doll_2.98 m,doll_828.0 m
,doll_168.0 m,doll_2.36 m,doll_2.07 b
,doll_-165.0 m,doll_3.15 m,doll_375.0 m
,doll_83.0 m,doll_3.16 m,doll_769.0 m
,doll_371.0 m,doll_2.66 m,doll_3.39 b
,0.0,doll_1.66 m,0.0
,doll_67.0 m,doll_2.36 m,doll_401.0 m
,0.0,doll_3.37 m,0.0
,doll_355.0 m,doll_2.75 m,doll_324.0 m
,doll_27.0 m,doll_1.54 m,doll_1.9 b
,doll_143.0 m,doll_2.77 m,doll_3.36 b
,doll_48.0 m,0,doll_589.0 m
,doll_70.0 m,0,doll_488.0 m
,doll_39.0 m,doll_6.02 m,doll_3.29 b
,doll_2.24 b,doll_3.1 m,0.0
,doll_165.0 m,doll_3.69 m,doll_1.75 b
,doll_477.0 m,doll_1.45 m,doll_385.0 m
,0.0,doll_2.96 m,0.0
,0.0,doll_3.12 m,0.0
,doll_-5.0 m,doll_3.48 m,doll_138.0 m
,doll_36.0 m,doll_3.44 m,doll_2.38 b
,doll_299.0 m,doll_2.86 m,doll_6.27 b
,doll_148.0 m,doll_3.71 m,doll_3.44 b
,doll_611.0 m,doll_2.04 m,doll_2.76 b
,doll_182.0 m,doll_3.32 m,doll_1.27 b
,0.0,doll_2.43 m,doll_3.24 b
,doll_50.0 m,doll_1.79 m,doll_404.0 m
,doll_153.0 m,doll_2.77 m,doll_1.46 b
,doll_299.0 m,doll_2.72 m,doll_2.28 b
,doll_87.0 m,0,doll_1.1 b
,doll_81.0 m,doll_3.61 m,doll_3.29 b
,doll_503.0 m,0,doll_1.76 b
,doll_76.0 m,doll_4.15 m,doll_664.0 m
,0.0,doll_2.06 m,0.0
,doll_94.0 m,doll_5.16 m,doll_2.6 b
,doll_259.0 m,doll_3.42 m,doll_335.0 m
,doll_357.0 m,doll_2.48 m,doll_1.82 b
,doll_278.0 m,doll_4.32 m,doll_2.04 b
,doll_-207.0 m,doll_1.06 m,doll_154.0 m
,doll_2.0 m,doll_1.53 m,doll_35.0 m
,doll_-99.0 m,doll_2.3 m,doll_21.06 b
,doll_13.0 m,doll_1.42 m,doll_296.0 m
,doll_459.0 m,doll_7.8 m,doll_19.5 b
,doll_199.0 m,doll_3.27 m,doll_1.64 b
,doll_161.0 m,doll_4.18 m,doll_3.51 b
,doll_-113.0 m,doll_1.78 m,doll_569.0 m
,doll_-422.0 m,0,doll_-418.0 m
,doll_283.0 m,0,doll_4.26 b
,doll_80.0 m,doll_3.79 m,doll_2.33 b
,0.0,doll_0.67 m,0.0
,doll_561.0 m,doll_4.37 m,doll_25.6 b
,doll_98.0 m,doll_2.4 m,doll_290.0 m
,doll_152.0 m,doll_4.88 m,doll_505.0 m
,0.0,doll_3.0 m,0.0
,0.0,doll_2.41 m,doll_1.32 b
,doll_-145.0 m,doll_2.54 m,doll_415.0 m
,doll_1.51 b,doll_3.12 m,doll_3.38 b
,0.0,0,0.0
