,link,rank,name,ceo,founded,revenue,country,industry
0,https://www.value.today/company/apple,1,apple,tim cook,1976,doll_365.820 m,usa,"['technology', 'mobiles & accessories', 'electronics', 'consumer electronics', 'computers hardware', 'software and it', 'music', 'tablets', 'technology hardware and instruments', 'retail', 'artificial intelligence', 'laptops', 'software products']"
1,https://www.value.today/company/taiwan-semiconductor-manufacturing-company,10,taiwan semiconductor manufacturing company (tsmc),mark liu,1987,doll_55.306 m,taiwan,"['technology', 'semiconductors', 'electronics', 'technology hardware and instruments', 'processors / chips']"
2,https://www.value.today/company/microsoft-corporation,2,microsoft corporation,satya nadella,1975,doll_198.270 m,usa,"['technology', 'software and it', 'laptops', 'video games / mobile games / tech games / casino games', 'gaming', 'internet or mobile app based business', 'computers hardware', 'tablets', 'cloud services', 'artificial intelligence', 'internet of things', 'media', 'electronics', 'consumer electronics', 'advertising']"
3,https://www.value.today/company/nvidia-corporation,9,nvidia corporation,jensen huang,1993,doll_26.914 m,usa,"['technology', 'semiconductors', 'electronics', 'technology hardware and instruments', 'computers hardware', 'video games / mobile games / tech games / casino games', 'artificial intelligence']"
4,https://www.value.today/company/amazon.com,5,amazon.com,andy jassy,1994,doll_469.820 m,usa,"['ecommerce', 'internet or mobile app based business', 'cloud services', 'software and it', 'artificial intelligence', 'technology', 'consulting services', 'consumer services', 'software products', 'retail']"
5,https://www.value.today/company/saudi-arabian-oil-company,3,saudi arabian oil company (saudi aramco),h.e. yasir othman al-rumayyan,1933,doll_400.460 m,saudi arabia,"['energy', 'oil and gas', 'chemicals', 'oil refining', 'oil and gas pipeline transport', 'integrated oil and gas companies']"
6,https://www.value.today/company/berkshire-hathaway,8,berkshire hathaway,warren buffett,1839,doll_354.640 m,usa,"['financial services', 'investments', 'insurance']"
7,https://www.value.today/company/alphabet,4,alphabet,john l. hennessy,2015,doll_257.640 m,usa,"['technology', 'internet or mobile app based business', 'software and it', 'software products', 'cloud services', 'artificial intelligence', 'internet of things', 'gaming', 'video games / mobile games / tech games / casino games', 'advertising', 'media']"
8,https://www.value.today/company/tesla,6,tesla,elon musk,2003,doll_53.823 m,usa,"['electric vehicles', 'cars', 'automobile', 'solar power devices', 'capital goods', 'power equipment', 'technology', 'passenger vehicles', 'batteries', 'electric vehicle charging station']"
9,https://www.value.today/company/facebook,7,meta platforms,mark zuckerberg,2004,doll_117.930 m,usa,"['communication services', 'internet or mobile app based business', 'social media', 'artificial intelligence', 'internet of things', 'advertising', 'technology', 'media', 'software and it', 'software products']"
10,https://www.value.today/company/samsung-electronics,15,samsung electronics,lee kun-hee,1969,doll_229.280 m,south korea,"['technology', 'electronics', 'semiconductors', 'mobiles & accessories', 'cameras & accessories', 'tablets', 'home appliances', 'refrigerators', 'air conditioners', 'washing machines', ""tv's"", 'consumer electronics']"
11,https://www.value.today/company/walmart,20,walmart,doug mcmillon,1962,doll_572.750 m,usa,"['retail', 'super markets', 'ecommerce', 'hypermarkets', 'consumer services']"
12,https://www.value.today/company/home-depot,17,home depot,frank blake,1978,doll_151.160 m,usa,"['retail', 'ecommerce', 'construction materials', 'consumer services']"
13,https://www.value.today/company/lvmh,18,lvmh,bernard arnault,1987,doll_70.765 m,france,"['fashion and luxury goods', 'non-alcoholic beverages', 'clothing', 'jewellery', 'watches', 'fmcg', 'luxury goods', 'consumer goods', 'beverages']"
14,https://www.value.today/company/unitedhealth-group,16,unitedhealth group,andrew witty,1977,doll_285.270 m,usa,"['healthcare', 'healthcare service', 'insurance', 'healthcare products']"
15,https://www.value.today/company/johnson-johnson,14,johnson & johnson,william c. weldon,1886,doll_93.770 m,usa,"['healthcare', 'medical equipment', 'pharmaceutical', 'fmcg', 'biotechnology', 'technology', 'healthcare products']"
16,https://www.value.today/company/j-p-morgan-chase-co,12,j p morgan chase & co,william b. harrison jr.,2000,doll_121.640 m,usa,"['financial services', 'banking services', 'credit cards', 'asset management']"
17,https://www.value.today/company/bank-america-corporation,19,bank of america corporation,brian moynihan,1998,doll_89.110 m,usa,"['financial services', 'banking services', 'investment banking', 'insurance', 'credit cards', 'wealth management', 'asset management', 'mortgage']"
18,https://www.value.today/company/visa,13,visa,alfred f kelly jr,1958,doll_24.100 m,usa,"['financial services', 'technology', 'software and it', 'credit cards', 'digital payment solution services', 'business services', 'software products', 'artificial intelligence']"
19,https://www.value.today/company/tencent,11,tencent,ma huateng,1998,doll_87.995 m,china,"['communication services', 'investments', 'internet or mobile app based business', 'advertising', 'media', 'gaming', 'video games / mobile games / tech games / casino games', 'artificial intelligence', 'software and it', 'software products', 'technology']"
20,https://www.value.today/company/pfizer,27,pfizer,albert bourla,1849,doll_81.288 m,usa,"['healthcare', 'pharmaceutical', 'healthcare products', 'biotechnology', 'technology']"
21,https://www.value.today/company/mastercard,24,mastercard,michael miebach,1966,doll_18.880 m,usa,"['digital payment solution services', 'financial services', 'credit cards', 'technology', 'business services', 'artificial intelligence']"
22,https://www.value.today/company/alibaba-group-holding,26,alibaba group holding,daniel zhang,1999,doll_124.140 m,china,"['ecommerce', 'internet or mobile app based business', 'technology', 'software and it', 'business services', 'software products', 'retail', 'b2b services']"
23,https://www.value.today/company/kweichow-moutai,22,kweichow moutai,li bao fang,1999,doll_15.929 m,china,"['consumer defensive', 'beverages', 'alcoholic beverages', 'food products', 'fmcg', 'food and beverage']"
24,https://www.value.today/company/roche-holding-ag,25,roche holding ag,christoph franz,1896,doll_66.757 m,switzerland,"['healthcare', 'pharmaceutical', 'medical equipment', 'biotechnology', 'healthcare service', 'technology', 'healthcare products']"
25,https://www.value.today/company/asml-holding,28,asml holding,gerard kleisterlee,1984,doll_20.509 m,netherlands,"['technology', 'semiconductors', 'electronics', 'technology hardware and instruments']"
26,https://www.value.today/company/nestle-ag,23,nestle ag,suresh narayanan,1866,doll_92.575 m,switzerland,"['consumer defensive', 'fmcg', 'food products', 'beverages', 'dairy products', 'non-alcoholic beverages', 'chocolate & confectionery', 'coffee', 'consumer non durables', 'food and beverage', 'package foods']"
27,https://www.value.today/company/procter-gamble-company,21,procter & gamble company,jon r. moeller,1837,doll_80.187 m,usa,"['consumer defensive', 'fmcg', 'consumer non durables', 'beauty and personal care', 'personal care products', 'healthcare products']"
28,https://www.value.today/company/walt-disney-company,30,the walt disney company,susan arnold,1923,doll_67.410 m,usa,"['communication services', 'broadcasting', 'television services', 'media', 'advertising', 'consumer services', ""tv's"", 'entertainment']"
29,https://www.value.today/company/exxon-mobil-corporation,29,exxon mobil corporation,darren w. woods,1999,doll_285.640 m,usa,"['energy', 'oil and gas', 'petrochemicals', 'natural gas generation', 'electricity generation', 'chemicals', 'plastics / plastic products']"
30,https://www.value.today/company/broadcom,34,broadcom,henry samueli,1991,doll_27.450 m,usa,"['technology', 'electronics', 'semiconductors', 'processors / chips', 'networking products / solutions', 'network hardware and software', 'software products', 'software and it']"
31,https://www.value.today/company/loreal,37,l'oreal,jean paul agon,1909,doll_35.580 m,france,"['consumer defensive', 'cosmetics', 'beauty and personal care', 'fmcg', 'consumer non durables', 'consumer goods']"
32,https://www.value.today/company/adobe,40,adobe,shantanu narayen,1982,doll_15.785 m,usa,"['technology', 'software and it', 'software products', 'software and it infrastructure', 'artificial intelligence']"
33,https://www.value.today/company/coca-cola-company,32,coca-cola company,james quincey,1892,doll_38.655 m,usa,"['consumer defensive', 'beverages', 'non-alcoholic beverages', 'fmcg', 'consumer non durables']"
34,https://www.value.today/company/prosus,35,prosus,koos bekker,1997,doll_6.866 m,netherlands,"['communication services', 'internet or mobile app based business', 'ecommerce', 'technology', 'investments']"
35,https://www.value.today/company/icbc,36,icbc,chen siqing,1984,doll_138.160 m,china,"['financial services', 'banking services', 'investment banking']"
36,https://www.value.today/company/eli-lilly-and-company,39,eli lilly and company,juan r. luciano,1876,doll_28.318 m,usa,"['healthcare', 'pharmaceutical', 'biotechnology', 'healthcare products', 'healthcare service', 'technology']"
37,https://www.value.today/company/cisco-systems,33,cisco systems,chuck robbins,1984,doll_51.557 m,usa,"['technology', 'network hardware and software', 'telecom equipment', 'internet of things', 'computers hardware', 'software and it', 'communications equipment']"
38,https://www.value.today/company/toyota-motor-corporation,31,toyota motor corporation,takeshi uchiyamada,1937,doll_228.980 m,japan,"['automobile', 'cars', 'capital goods', 'passenger vehicles']"
39,https://www.value.today/company/nike,38,nike,mark parker,1964,doll_46.710 m,usa,"['consumer cyclical', 'shoes', 'footwear', 'sports goods', 'consumer non durables']"
40,https://www.value.today/company/netflix,44,netflix,reed hastings,1997,doll_29.697 m,usa,"['communication services', 'electronics', 'internet or mobile app based business', 'media', 'advertising', 'television services', ""tv's"", 'entertainment', 'artificial intelligence']"
41,https://www.value.today/company/oracle-corporation,49,oracle corporation,larry ellison,1977,doll_42.440 m,usa,"['technology', 'software and it', 'software products', 'cloud services', 'software and it infrastructure']"
42,https://www.value.today/company/thermo-fisher-scientific,45,thermo fisher scientific,marc n. casper,2006,doll_39.211 m,usa,"['healthcare', 'medical equipment', 'pharmaceutical', 'technology hardware and instruments', 'electronics', 'software products', 'biotechnology', 'capital goods', 'machinery manufacturing', 'software and it', 'technology', 'manufacturing', 'health care diagnostics']"
43,https://www.value.today/company/abbott-laboratories,43,abbott laboratories,robert ford,1888,doll_43.075 m,usa,"['healthcare', 'pharmaceutical', 'biotechnology', 'healthcare products', 'healthcare service', 'technology', 'medical equipment']"
44,https://www.value.today/company/tata-group,44,tata group,ratan n tata,not found,doll_103.000 m,india,not found
45,https://www.value.today/company/pepsico,42,pepsico,ramon l. laguarta,1898,doll_79.470 m,usa,"['consumer defensive', 'beverages', 'food products', 'fmcg', 'consumer non durables', 'food and beverage', 'non-alcoholic beverages']"
46,https://www.value.today/company/accenture,48,accenture,pierre nanterme,1989,doll_50.533 m,ireland,"['technology', 'software and it', 'software products', 'software consulting services', 'software outsourcing services', 'business services', 'consulting services', 'outsourcing and staffing', 'artificial intelligence']"
47,https://www.value.today/company/chevron-corporation,41,chevron corporation,mike wirth,1879,doll_155.600 m,usa,"['energy', 'oil and gas', 'chemicals', 'natural gas generation', 'petrochemicals', 'electricity generation']"
48,https://www.value.today/company/costco-wholesale-corporation,47,costco wholesale corporation,hamilton e. james,1983,doll_195.920 m,usa,"['consumer defensive', 'retail', 'ecommerce', 'food service', 'hypermarkets', 'consumer services', 'travel and transport']"
49,https://www.value.today/company/abbvie,46,abbvie,richard a. gonzalez,2013,doll_56.197 m,usa,"['healthcare', 'pharmaceutical', 'biotechnology', 'healthcare products', 'healthcare service', 'technology']"
50,https://www.value.today/company/novo-nordisk,50,novo nordisk a/s,helge lund,1923,doll_20.838 m,denmark,"['healthcare', 'pharmaceutical', 'biotechnology', 'healthcare products', 'healthcare service', 'technology']"
51,https://www.value.today/company/danaher-corporation,58,danaher corporation,rainer m. blair,1969,doll_29.453 m,usa,"['healthcare', 'medical equipment', 'healthcare products', 'machinery manufacturing', 'capital goods', 'technology', 'manufacturing', 'health care diagnostics']"
52,https://www.value.today/company/comcast-corporation,51,comcast corporation,brian l. roberts,1963,doll_116.380 m,usa,"['communication services', 'television services', 'broadcasting', 'telecom', 'internet providers', 'media', 'advertising', 'consumer services', 'entertainment', 'cable operator']"
53,https://www.value.today/company/wells-fargo-company,56,wells fargo & company,steven black,1852,doll_78.492 m,usa,"['financial services', 'banking services', 'insurance', 'credit cards', 'asset management']"
54,https://www.value.today/company/merck-company,59,merck & co,kenneth c. frazier,1970,doll_48.700 m,usa,"['healthcare', 'pharmaceutical', 'animal healthcare companies', 'animal health medicine', 'biotechnology', 'healthcare products', 'healthcare service', 'technology']"
55,https://www.value.today/company/reliance-industries,54,reliance industries,mukesh ambani,1973,doll_87.614 m,india,"['energy', 'conglomerate', 'oil and gas', 'chemicals', 'telecom', 'retail', 'petrochemicals', 'textile', 'ecommerce', 'super markets', 'technology']"
56,https://www.value.today/company/paypal-holdings,55,paypal holdings,john j. donahoe,1998,doll_25.371 m,usa,"['financial services', 'digital payment solution services', 'internet or mobile app based business', 'software products', 'business services', 'software and it']"
57,https://www.value.today/company/verizon-communications,52,verizon communications,hans vestberg,1983,doll_133.610 m,usa,"['communication services', 'telecom', 'fixed line service', 'mobile services', 'internet providers', 'television services', 'media', 'advertising', 'utilities', 'telecom equipment']"
58,https://www.value.today/company/salesforce.com,53,salesforce.com,marc benioff,1999,doll_26.492 m,usa,"['technology', 'cloud services', 'artificial intelligence', 'software products', 'software and it']"
59,https://www.value.today/company/intel-corporation,57,intel corporation,patrick p. gelsinger,1968,doll_79.020 m,usa,"['technology', 'software and it', 'technology hardware and instruments', 'processors / chips', 'computers hardware', 'semiconductors', 'mobiles & accessories', 'memory products', 'artificial intelligence', 'internet of things', 'electronics', 'consumer electronics', 'software products']"
60,https://www.value.today/company/contemporary-amperex-technology,64,contemporary amperex technology,ying ming wu,2011,doll_18.970 m,china,"['industries', 'batteries', 'automobile parts', 'electronics', 'technology', 'electric vehicles', 'electrical products']"
61,https://www.value.today/company/china-merchants-bank,62,china merchants bank,miao jianmin,1987,doll_48.553 m,china,"['financial services', 'banking services', 'asset management', 'credit cards']"
62,https://www.value.today/company/united-parcel-service,66,united parcel service (ups),william r. johnson,1907,doll_97.287 m,usa,"['industries', 'courier', 'logistics', 'transportation', 'freight transport']"
63,https://www.value.today/company/novartis-ag,61,novartis ag,joerg reinhardt,1996,doll_52.877 m,switzerland,"['healthcare', 'pharmaceutical', 'biotechnology', 'healthcare products', 'healthcare service', 'technology']"
64,https://www.value.today/company/mcdonalds-corporation,63,mcdonald's corporation,enrique hernandez,1940,doll_23.222 m,usa,"['consumer cyclical', 'restaurants', 'food products', 'non-alcoholic beverages', 'consumer services', 'entertainment', 'beverages']"
65,https://www.value.today/company/china-construction-bank-corporation,69,china construction bank corporation,tian guoli,1954,doll_120.930 m,china,"['financial services', 'banking services']"
66,https://www.value.today/company/morgan-stanley,68,morgan stanley,james p. gorman,1931,doll_56.414 m,usa,"['financial services', 'banking services', 'trading', 'brokerage services', 'wealth management', 'investments', 'asset management', 'stock markets, trading, capital markets']"
67,https://www.value.today/company/tata-consultancy-services-tcs,65,tata consultancy services (tcs),n. chandrasekaran,1968,doll_24.002 m,india,"['technology', 'software and it', 'software consulting services', 'software outsourcing services', 'software products', 'consulting services', 'outsourcing and staffing']"
68,https://www.value.today/company/qualcomm,60,qualcomm,paul e. jacobs,1985,doll_33.560 m,usa,"['technology', 'semiconductors', 'electronics', 'technology hardware and instruments', 'telecom equipment', 'processors / chips', 'connectivity technology', 'artificial intelligence', 'internet of things', 'software products', 'software and it']"
69,https://www.value.today/company/att,67,at&t,edward whitacre jr.,1983,doll_168.860 m,usa,"['telecom', 'communication services', 'internet providers', 'mobile services', 'fixed line service', 'television services', 'media', 'advertising', 'utilities', 'telecom equipment']"
70,https://www.value.today/company/bhp-group,79,bhp group,ken mackenzie,1885,doll_45.066 m,australia,"['basic materials', 'metals', 'mining', 'iron and steel', 'oil and gas', 'coal mining', 'copper mining', 'nickel', 'natural gas generation', 'precious metals']"
71,https://www.value.today/company/charles-schwab-corporation,72,the charles schwab corporation,charles r. schwab,1971,doll_18.996 m,usa,"['financial services', 'banking services', 'brokerage services', 'asset management', 'investments', 'stock markets, trading, capital markets']"
72,https://www.value.today/company/linde-ag,74,linde ag,steve angel,1879,doll_30.793 m,uk,"['basic materials', 'chemicals', 'industrial gases']"
73,https://www.value.today/company/astrazeneca,71,astrazeneca,leif johansson,1999,doll_37.417 m,uk,"['healthcare', 'pharmaceutical', 'biopharmaceutical', 'biotechnology', 'healthcare products', 'technology']"
74,https://www.value.today/company/hermes-international,73,hermes international,axel dumas,1837,doll_9.898 m,france,"['consumer cyclical', 'luxury goods', 'retail', 'fashion and luxury goods', 'beauty and personal care', 'home & furniture', 'home furnishing', 'shoes', 'jewellery', 'watches', 'leather products', 'fmcg', 'consumer goods']"
75,https://www.value.today/company/nextera-energy,75,nextera energy,james l robo,1984,doll_17.069 m,usa,"['utilities', 'electricity generation', 'electric utilities', 'utilities', 'renewable energy', 'solar power', 'wind power', 'power generation', 'energy']"
76,https://www.value.today/company/royal-dutch-shell,70,royal dutch shell,andrew mackenzie,1907,doll_180.640 m,netherlands,"['energy', 'oil and gas', 'chemicals', 'natural gas generation', 'electricity generation', 'petrochemicals', 'electric vehicle charging station']"
77,https://www.value.today/company/union-pacific-corporation,78,union pacific corporation,lance m. fritz,1862,doll_21.804 m,usa,"['industries', 'freight transport', 'transportation', 'railway', 'railway vehicles and railway components', 'infrastructure']"
78,https://www.value.today/company/texas-instruments,77,texas instruments,thomas j engibous,1951,doll_18.344 m,usa,"['technology', 'semiconductors', 'electronics', 'processors / chips', 'sensors']"
79,https://www.value.today/company/lowes-companies,76,lowe's companies,marvin ellison,1921,doll_96.250 m,usa,"['consumer cyclical', 'retail', 'home furnishing', 'home & furniture', 'consumer services']"
80,https://www.value.today/company/meituan-dianping,83,meituan dianping,wang xing,2010,doll_28.141 m,china,"['consumer cyclical', 'internet or mobile app based business', 'software and it', 'retail', 'ecommerce']"
81,https://www.value.today/company/sony-corporation,86,sony corporation,kenichiro yoshida,1946,doll_72.397 m,japan,"['technology', 'electronics', 'mobiles', 'gaming', 'video games / mobile games / tech games / casino games', 'cameras & accessories', 'technology hardware and instruments', ""tv's"", 'consumer electronics', 'mobiles & accessories']"
82,https://www.value.today/company/advanced-micro-devices,85,advanced micro devices (amd),hector de j. ruiz,1969,doll_16.434 m,usa,"['technology', 'technology hardware and instruments', 'processors / chips', 'semiconductors', 'electronics']"
83,https://www.value.today/company/honeywell-international,89,honeywell international,darius adamczyk,1906,doll_34.392 m,usa,"['industries', 'software products', 'technology hardware and instruments', 'aerospace products', 'building automation', 'engineering products', 'automobile parts', 'electronics', 'robotics', 'automation', 'automobile', 'software and it', 'aerospace and defense', 'technology', 'space products']"
84,https://www.value.today/company/ping-insurance-group-company-china,88,ping an insurance (group) company of china,peter ma,1988,doll_202.290 m,china,"['financial services', 'banking services', 'insurance']"
85,https://www.value.today/company/royal-bank-canada,84,royal bank of canada,david i. mckay,1864,doll_35.376 m,canada,"['financial services', 'banking services', 'wealth management', 'asset management', 'credit cards', 'mortgage', 'insurance']"
86,https://www.value.today/company/philip-morris-international,87,philip morris international,jacek olczak,1847,doll_31.405 m,usa,"['consumer defensive', 'tobacco products', 'cigarettes', 'agriculture products', 'fmcg', 'consumer non durables', 'tobacco and cigarette']"
87,https://www.value.today/company/agricultural-bank-china,81,agricultural bank of china,gu shu,1979,doll_104.700 m,china,"['financial services', 'banking services']"
88,https://www.value.today/company/sap-se,80,sap se,hasso plattner,1972,doll_30.682 m,germany,"['technology', 'software and it', 'software products', 'internet of things', 'cloud services']"
89,https://www.value.today/company/intuit,82,intuit,suzanne nora johnson,1983,doll_12.726 m,usa,"['technology', 'software and it', 'software products']"
90,https://www.value.today/company/shopify,93,shopify,tobias albin lutke,2004,doll_4.611 m,canada,"['technology', 'software and it', 'software products', 'cloud services', 'ecommerce', 'internet or mobile app based business']"
91,https://www.value.today/company/keyence-corporation,94,keyence corporation,yu nakata,1974,doll_5.511 m,japan,"['technology', 'sensors', 'machinery manufacturing', 'technology hardware and instruments', 'electronics', 'manufacturing']"
92,https://www.value.today/company/petrochina-company,91,petrochina company,dai houliang,1999,doll_380.440 m,china,"['energy', 'oil and gas', 'petrochemicals', 'natural gas generation', 'chemicals']"
93,https://www.value.today/company/christian-dior,92,christian dior,pietro beccari,1946,doll_70.765 m,france,"['consumer cyclical', 'retail', 'luxury goods', 'fashion and luxury goods', 'watches', 'beauty and personal care', 'leather products', 'jewellery', 'fmcg', 'consumer non durables', 'consumer goods']"
94,https://www.value.today/company/total,98,totalenergies se,mr. pouyanne,1924,doll_184.630 m,france,"['energy', 'oil and gas', 'chemicals', 'natural gas generation', 'power generation', 'electricity generation', 'oil refining']"
95,https://www.value.today/company/bristol-myers-squibb-company,96,bristol-myers squibb company,dr. caforio,1887,doll_46.385 m,usa,"['healthcare', 'pharmaceutical', 'biopharmaceutical', 'biotechnology', 'healthcare products', 'technology']"
96,https://www.value.today/company/cvs-health-corporation,99,cvs health corporation,david w. dorman,1996,doll_292.110 m,usa,"['healthcare', 'pharmacy', 'healthcare service', 'retail', 'healthcare products', 'insurance']"
97,https://www.value.today/company/medtronic,95,medtronic,geoff martha,1949,doll_31.677 m,ireland,"['healthcare', 'medical equipment', 'biotechnology', 'electronics', 'healthcare products', 'healthcare service', 'technology']"
98,https://www.value.today/company/toronto-dominion-bank,90,toronto-dominion bank,brian m. levitt,1955,doll_32.501 m,canada,"['financial services', 'banking services', 'insurance']"
99,https://www.value.today/company/siemens,97,siemens,jim hagemann snabe,1847,doll_68.616 m,germany,"['industries', 'infrastructure', 'technology hardware and instruments', 'software and it', 'railway vehicles and railway components', 'engineering products', 'medical equipment', 'software products', 'security systems and solutions', 'artificial intelligence', 'machinery manufacturing', 'conglomerate', 'railway', 'technology', 'electric vehicle charging station']"
100,https://www.value.today/company/bank-china,102,bank of china,liu liange,1912,doll_76.991 m,china,"['financial services', 'banking services', 'insurance', 'asset management']"
101,https://www.value.today/company/volkswagen,106,volkswagen,hans dieter potsch,1937,doll_250.120 m,germany,"['consumer cyclical', 'automobile', 'cars', 'commercial vehicles', 'sports vehicles', 'passenger vehicles']"
102,https://www.value.today/company/american-express-company,105,american express company,stephen j. squeri,1850,doll_42.838 m,usa,"['financial services', 'banking services', 'credit cards', 'technology', 'digital payment solution services']"
103,https://www.value.today/company/hsbc-holdings,108,hsbc holdings,noel quinn,1865,doll_63.644 m,uk,"['financial services', 'banking services', 'insurance', 'asset management']"
104,https://www.value.today/company/schwarz-group,103,schwarz group,dieter schwarz,not found,doll_123.070 m,germany,"['retail', 'super markets', 'hypermarkets']"
105,https://www.value.today/company/t-mobile-us,101,t-mobile us,timotheus hottges,1994,doll_80.118 m,usa,"['communication services', 'telecom', 'mobile services', 'internet providers', 'utilities', 'telecom equipment']"
106,https://www.value.today/company/unilever-group,100,unilever group,sanjiv mehta,1929,doll_57.793 m,netherlands,"['consumer defensive', 'fmcg', 'beauty and personal care', 'food products', 'home care products', 'consumer non durables']"
107,https://www.value.today/company/applied-materials,107,applied materials,thomas j. iannotti,1967,doll_23.063 m,usa,"['power equipment', 'mobiles & accessories', 'semiconductors']"
108,https://www.value.today/company/united-technologies-corporation,104,raytheon technologies corporation,gregory j. hayes,1934,doll_64.388 m,usa,"['industries', 'aerospace and defense', 'aerospace products', 'aircraft parts', 'defense products', 'elevators', 'escalators', 'building automation', 'security systems and solutions', 'capital goods', 'automation', 'space products']"
109,https://www.value.today/company/blackrock,103,blackrock,laurence d,1988,doll_19.374 m,usa,"['financial services', 'asset management', 'investments']"
110,https://www.value.today/company/goldman-sachs-group,109,the goldman sachs group,david solomon,1869,doll_64.989 m,usa,"['financial services', 'banking services', 'asset management', 'investments', 'brokerage services', 'securities', 'stock markets, trading, capital markets']"
111,https://www.value.today/company/wuliangye-yibin,110,wuliangye yibin,zeng congqin,1998,doll_9.635 m,china,"['consumer defensive', 'alcoholic beverages', 'beverages']"
112,https://www.value.today/company/amgen,113,amgen,robert a. bradway,1980,doll_25.979 m,usa,"['healthcare', 'pharmaceutical', 'biopharmaceutical', 'biotechnology', 'healthcare products', 'technology']"
113,https://www.value.today/company/citigroup,111,citi group,john c. dugan,1998,doll_71.887 m,usa,"['financial services', 'banking services', 'asset management']"
114,https://www.value.today/company/sanofi,116,sanofi,serge weinberg,1973,doll_43.171 m,france,"['healthcare', 'pharmaceutical', 'healthcare products']"
115,https://www.value.today/company/china-mobile,112,china mobile,yang jie,1997,doll_133.260 m,china,"['communication services', 'telecom', 'internet providers', 'mobile services', 'fixed line service', 'television services', 'utilities', 'telecom equipment']"
116,https://www.value.today/company/youtube,113,youtube,susan wojcicki,2005,not found,usa,"['social media', 'internet or mobile app based business', 'technology', 'artificial intelligence']"
117,https://www.value.today/company/starbucks-corporation,117,starbucks corporation,howard schultz,1971,doll_29.060 m,usa,"['consumer cyclical', 'restaurants', 'retail', 'non-alcoholic beverages', 'coffee', 'beverages', 'consumer services']"
118,https://www.value.today/company/estee-lauder-companies,114,estee lauder companies,william p. lauder,1946,doll_17.737 m,usa,"['consumer defensive', 'fmcg', 'personal care products', 'beauty and personal care', 'cosmetics', 'consumer non durables']"
119,https://www.value.today/company/boeing-company,115,boeing company,dave calhoun,1916,doll_62.286 m,usa,"['industries', 'aeroplane', 'defense products', 'rockets', 'missiles', 'satellites', 'space products', 'aerospace products', 'aircrafts', 'capital goods', 'aerospace and defense', 'technology']"
120,https://www.value.today/company/commonwealth-bank-australia,118,commonwealth bank of australia,catherine livingstone ao,1911,doll_16.562 m,australia,"['financial services', 'banking services']"
121,https://www.value.today/company/diageo,120,diageo,javier ferran,1997,doll_18.200 m,uk,"['consumer defensive', 'beverages', 'alcoholic beverages', 'fmcg', 'consumer non durables']"
122,https://www.value.today/company/aia-group,119,aia group,lee yuan siong,1919,doll_47.525 m,hong kong,"['financial services', 'insurance']"
123,https://www.value.today/company/hdfc-bank,127,hdfc bank,atanu chakraborty,1994,doll_12.743 m,india,"['financial services', 'banking services']"
124,https://www.value.today/company/intuitive-surgical,126,intuitive surgical,craig h. barratt ,1995,doll_5.710 m,usa,"['healthcare', 'medical equipment', 'healthcare products', 'robotics']"
125,https://www.value.today/company/caterpillar,122,caterpillar,jim umpleby,1925,doll_50.971 m,usa,"['industries', 'agriculture machinery', 'machinery manufacturing', 'construction equipment', 'commercial vehicles', 'heavy vehicles', 'mining equipment', 'engines manufacturing', 'engineering products', 'capital goods', 'construction materials', 'mining', 'manufacturing', 'heavy machinery']"
126,https://www.value.today/company/deere-company,125,deere & company,john c. may,1837,doll_43.932 m,usa,"['industries', 'agriculture machinery', 'construction equipment', 'commercial vehicles', 'engineering products', 'automobile', 'machinery manufacturing', 'capital goods', 'manufacturing', 'heavy machinery']"
127,https://www.value.today/company/ibm,123,ibm,arvind krishna,1911,doll_57.350 m,usa,"['technology', 'software and it', 'software products', 'computers hardware', 'laptops', 'cloud services', 'artificial intelligence', 'internet of things', 'electronics', 'consumer electronics']"
128,https://www.value.today/company/rio-tinto-group,124,rio tinto group,dominic barton bmm,1873,doll_63.495 m,uk,"['basic materials', 'metals', 'mining', 'aluminum', 'iron and steel', 'copper mining', 'gold mining', 'diamonds', 'coal mining', 'molybdenum', 'precious metals']"
129,https://www.value.today/company/american-tower-corporation-reit,121,american tower corporation (reit),james d. taiclet jr.,1995,doll_9.356 m,usa,"['real estate', 'cell towers infrastructure', 'infrastructure', 'consumer services', 'property investments']"
130,https://www.value.today/company/anheuser-busch-inbev,134,anheuser-busch inbev,martin barrington,2008,doll_54.304 m,belgium,"['consumer defensive', 'beverages', 'non-alcoholic beverages', 'fmcg', 'consumer non durables', 'alcoholic beverages']"
131,https://www.value.today/company/prologis,128,prologis,hamid moghadam,1983,doll_4.759 m,usa,"['real estate', 'property investments', 'investments', 'consumer services']"
132,https://www.value.today/company/china-life-insurance-company,133,china life insurance company,yang mingsheng,1949,doll_133.170 m,china,"['financial services', 'banking services', 'insurance']"
133,https://www.value.today/company/target-corporation,131,target corporation,navneet kapoor,1902,doll_106.000 m,usa,"['consumer defensive', 'retail', 'ecommerce', 'consumer services']"
134,https://www.value.today/company/gazprom,136,gazprom,viktor zubkov,1989,doll_168.300 m,russia,"['energy', 'oil and gas', 'natural gas generation', 'petrochemicals', 'oil and gas pipeline transport', 'chemicals']"
135,https://www.value.today/company/charter-communications,135,charter communications,thomas m. rutledge,1993,doll_51.682 m,usa,"['communication services', 'telecom', 'internet providers', 'fixed line service', 'television services', 'consumer services', 'media', 'advertising', 'entertainment']"
