03-gren-market_capitalization_2022,02-GioPonSpiz-marketcap
1525000000.0,1.264 billion usd
1532000000.0,1.225 billion usd
1529000000.0,1.092 billion usd
1534000000.0,0.762 billion usd
1522000000.0,2.751 billion usd
1519000000.0,2.283 billion usd
1516000000.0,1.912 billion usd
1517000000.0,1.772 billion usd
1524000000.0,1.762 billion usd
1518000000.0,1.734 billion usd
1518000000.0,1.732 billion usd
1517000000.0,1.686 billion usd
1515000000.0,1.597 billion usd
,"7,377"
1524000000.0,1.548 billion usd
1519000000.0,1.543 billion usd
1517000000.0,1.517 billion usd
1520000000.0,1.516 billion usd
1524000000.0,1.497 billion usd
1516000000.0,1.489 billion usd
1515000000.0,1.485 billion usd
1521000000.0,1.474 billion usd
1520000000.0,1.442 billion usd
1516000000.0,1.381 billion usd
1523000000.0,1.376 billion usd
1522000000.0,1.358 billion usd
1515000000.0,1.311 billion usd
1517000000.0,1.300 billion usd
1517000000.0,1.110 billion usd
1517000000.0,0.998 billion usd
1507000000.0,2.828 billion usd
1511000000.0,2.545 billion usd
1506000000.0,2.137 billion usd
1508000000.0,1.638 billion usd
1510000000.0,1.595 billion usd
1511000000.0,1.566 billion usd
1505000000.0,1.529 billion usd
1512000000.0,1.512 billion usd
1507000000.0,1.464 billion usd
1509000000.0,1.381 billion usd
1510000000.0,1.372 billion usd
1514000000.0,1.283 billion usd
1506000000.0,1.238 billion usd
1507000000.0,1.222 billion usd
1506000000.0,1.216 billion usd
1512000000.0,1.148 billion usd
1506000000.0,1.088 billion usd
1513000000.0,1.077 billion usd
1505000000.0,1.064 billion usd
1512000000.0,0.975 billion usd
1503000000.0,3.605 billion usd
1504000000.0,3.034 billion usd
1503000000.0,2.358 billion usd
1502000000.0,2.284 billion usd
1501000000.0,2.239 billion usd
1496000000.0,1.969 billion usd
1502000000.0,1.836 billion usd
1502000000.0,1.810 billion usd
1502000000.0,1.800 billion usd
1497000000.0,1.797 billion usd
1503000000.0,1.779 billion usd
1497000000.0,1.750 billion usd
1504000000.0,1.720 billion usd
1497000000.0,1.655 billion usd
1495000000.0,1.462 billion usd
1495000000.0,1.434 billion usd
1504000000.0,1.434 billion usd
1495000000.0,1.414 billion usd
1504000000.0,1.407 billion usd
1500000000.0,1.332 billion usd
1499000000.0,1.273 billion usd
1498000000.0,1.257 billion usd
1497000000.0,1.008 billion usd
1496000000.0,0.824 billion usd
1501000000.0,"23,922"
1485000000.0,2.420 billion usd
1491000000.0,2.293 billion usd
1494000000.0,1.923 billion usd
1489000000.0,1.812 billion usd
1490000000.0,1.805 billion usd
1486000000.0,1.776 billion usd
1491000000.0,1.613 billion usd
1489000000.0,1.592 billion usd
1494000000.0,1.590 billion usd
1488000000.0,1.584 billion usd
1491000000.0,1.578 billion usd
1488000000.0,1.532 billion usd
1486000000.0,1.483 billion usd
1488000000.0,1.476 billion usd
1493000000.0,1.467 billion usd
1485000000.0,1.455 billion usd
1485000000.0,1.437 billion usd
1492000000.0,1.421 billion usd
1494000000.0,1.394 billion usd
1488000000.0,1.366 billion usd
1486000000.0,1.363 billion usd
1489000000.0,1.358 billion usd
1487000000.0,1.352 billion usd
1490000000.0,1.329 billion usd
1486000000.0,1.295 billion usd
1485000000.0,1.254 billion usd
1486000000.0,1.222 billion usd
1485000000.0,1.204 billion usd
1492000000.0,1.168 billion usd
1487000000.0,1.044 billion usd
1486000000.0,1.022 billion usd
1492000000.0,
1475000000.0,2.543 billion usd
1475000000.0,2.536 billion usd
1475000000.0,1.867 billion usd
1484000000.0,1.799 billion usd
1484000000.0,1.776 billion usd
1475000000.0,1.664 billion usd
1477000000.0,1.579 billion usd
1484000000.0,1.573 billion usd
1478000000.0,1.573 billion usd
1477000000.0,1.566 billion usd
1475000000.0,1.513 billion usd
1480000000.0,1.477 billion usd
1480000000.0,1.474 billion usd
1481000000.0,1.461 billion usd
1482000000.0,1.453 billion usd
1483000000.0,1.443 billion usd
1483000000.0,1.421 billion usd
1482000000.0,1.416 billion usd
1484000000.0,1.405 billion usd
1475000000.0,1.328 billion usd
,"7,493"
1484000000.0,1.324 billion usd
,1.123 billion usd
1478000000.0,1.322 billion usd
1483000000.0,1.320 billion usd
1481000000.0,1.275 billion usd
1484000000.0,1.225 billion usd
1478000000.0,1.209 billion usd
1478000000.0,1.201 billion usd
1480000000.0,1.177 billion usd
1475000000.0,1.177 billion usd
1482000000.0,1.084 billion usd
1476000000.0,0.941 billion usd
1482000000.0,0.916 billion usd
1480000000.0,0.813 billion usd
1484000000.0,
1474000000.0,2.081 billion usd
1466000000.0,2.010 billion usd
1465000000.0,1.744 billion usd
1468000000.0,1.710 billion usd
1466000000.0,1.707 billion usd
1474000000.0,1.689 billion usd
1472000000.0,1.683 billion usd
1471000000.0,1.647 billion usd
1470000000.0,1.571 billion usd
1467000000.0,1.541 billion usd
1474000000.0,1.536 billion usd
1465000000.0,1.526 billion usd
,"7,519"
1469000000.0,1.493 billion usd
1469000000.0,1.482 billion usd
1473000000.0,1.458 billion usd
,1.115 billion usd
1465000000.0,1.449 billion usd
1466000000.0,1.441 billion usd
1468000000.0,1.370 billion usd
1466000000.0,1.366 billion usd
1465000000.0,1.365 billion usd
1465000000.0,1.237 billion usd
1468000000.0,1.232 billion usd
1474000000.0,1.188 billion usd
1471000000.0,1.074 billion usd
,"7,531"
1470000000.0,1.012 billion usd
1469000000.0,0.688 billion usd
1474000000.0,0.593 billion usd
1473000000.0,
1456000000.0,2.186 billion usd
1457000000.0,2.180 billion usd
1458000000.0,1.837 billion usd
1464000000.0,1.751 billion usd
1462000000.0,1.689 billion usd
1457000000.0,1.657 billion usd
1460000000.0,1.637 billion usd
1462000000.0,1.611 billion usd
1456000000.0,1.524 billion usd
1462000000.0,1.503 billion usd
1462000000.0,1.482 billion usd
1457000000.0,1.464 billion usd
1458000000.0,1.464 billion usd
1456000000.0,1.428 billion usd
1459000000.0,1.329 billion usd
1458000000.0,1.307 billion usd
1464000000.0,1.218 billion usd
1462000000.0,1.207 billion usd
1455000000.0,1.200 billion usd
1463000000.0,1.155 billion usd
1456000000.0,1.143 billion usd
1455000000.0,0.980 billion usd
1455000000.0,0.946 billion usd
1450000000.0,2.458 billion usd
1448000000.0,2.210 billion usd
1454000000.0,2.013 billion usd
1453000000.0,1.863 billion usd
1452000000.0,1.827 billion usd
1451000000.0,1.827 billion usd
1450000000.0,1.759 billion usd
1445000000.0,1.664 billion usd
1450000000.0,1.646 billion usd
1452000000.0,1.637 billion usd
1453000000.0,1.572 billion usd
1449000000.0,1.541 billion usd
1450000000.0,1.531 billion usd
1446000000.0,1.519 billion usd
1453000000.0,1.495 billion usd
1453000000.0,1.486 billion usd
1451000000.0,1.467 billion usd
1447000000.0,1.443 billion usd
1445000000.0,1.439 billion usd
1454000000.0,1.428 billion usd
1454000000.0,1.424 billion usd
1452000000.0,1.389 billion usd
1448000000.0,1.379 billion usd
1450000000.0,1.371 billion usd
1448000000.0,1.361 billion usd
,1.098 billion usd
1446000000.0,1.312 billion usd
,1.098 billion usd
1449000000.0,1.287 billion usd
1446000000.0,1.270 billion usd
1445000000.0,1.243 billion usd
1450000000.0,1.174 billion usd
1451000000.0,1.150 billion usd
1450000000.0,1.117 billion usd
1449000000.0,1.104 billion usd
1451000000.0,1.067 billion usd
1453000000.0,0.997 billion usd
1453000000.0,0.983 billion usd
1451000000.0,0.739 billion usd
1444000000.0,3.238 billion usd
1439000000.0,2.059 billion usd
1443000000.0,2.056 billion usd
1442000000.0,1.927 billion usd
1443000000.0,1.720 billion usd
1442000000.0,1.709 billion usd
1435000000.0,1.670 billion usd
1439000000.0,
1435000000.0,1.635 billion usd
1439000000.0,1.616 billion usd
1441000000.0,1.615 billion usd
,1.091 billion usd
1442000000.0,1.572 billion usd
,"7,606"
1444000000.0,1.516 billion usd
1442000000.0,1.489 billion usd
1437000000.0,1.485 billion usd
1441000000.0,1.466 billion usd
1441000000.0,1.466 billion usd
1439000000.0,1.441 billion usd
1440000000.0,1.440 billion usd
1438000000.0,1.415 billion usd
1439000000.0,1.353 billion usd
1444000000.0,1.353 billion usd
1442000000.0,1.348 billion usd
1443000000.0,1.285 billion usd
1436000000.0,1.155 billion usd
1444000000.0,1.082 billion usd
1427000000.0,2.081 billion usd
1428000000.0,1.915 billion usd
1433000000.0,1.822 billion usd
1432000000.0,1.762 billion usd
1432000000.0,1.689 billion usd
,1.085 billion usd
1425000000.0,1.669 billion usd
1432000000.0,1.593 billion usd
1425000000.0,1.580 billion usd
1432000000.0,1.516 billion usd
1431000000.0,1.506 billion usd
1433000000.0,1.462 billion usd
1429000000.0,1.430 billion usd
1432000000.0,1.416 billion usd
1433000000.0,1.393 billion usd
1433000000.0,1.328 billion usd
1433000000.0,1.295 billion usd
1430000000.0,1.284 billion usd
1428000000.0,1.264 billion usd
1430000000.0,1.236 billion usd
1427000000.0,1.189 billion usd
1426000000.0,1.159 billion usd
1427000000.0,1.104 billion usd
1429000000.0,1.080 billion usd
,"7,644"
1426000000.0,1.069 billion usd
1427000000.0,1.069 billion usd
1431000000.0,1.054 billion usd
1428000000.0,1.036 billion usd
1433000000.0,0.765 billion usd
1426000000.0,0.718 billion usd
1416000000.0,4.525 billion usd
1419000000.0,2.763 billion usd
1415000000.0,2.029 billion usd
1419000000.0,1.757 billion usd
1424000000.0,1.643 billion usd
1423000000.0,1.637 billion usd
1421000000.0,1.606 billion usd
1423000000.0,1.605 billion usd
1421000000.0,1.602 billion usd
1418000000.0,1.584 billion usd
1415000000.0,1.574 billion usd
1424000000.0,1.531 billion usd
1415000000.0,1.506 billion usd
1422000000.0,1.492 billion usd
1419000000.0,1.433 billion usd
1424000000.0,1.417 billion usd
1419000000.0,1.342 billion usd
1417000000.0,1.328 billion usd
1416000000.0,1.308 billion usd
1424000000.0,1.280 billion usd
1420000000.0,1.210 billion usd
1424000000.0,1.210 billion usd
1416000000.0,1.185 billion usd
1416000000.0,1.055 billion usd
1421000000.0,1.004 billion usd
1417000000.0,0.870 billion usd
1424000000.0,0.822 billion usd
1417000000.0,"7,861"
1405000000.0,3.928 billion usd
1406000000.0,2.160 billion usd
1405000000.0,1.919 billion usd
1407000000.0,1.866 billion usd
1405000000.0,1.848 billion usd
1406000000.0,1.676 billion usd
1409000000.0,1.659 billion usd
1413000000.0,1.615 billion usd
1410000000.0,1.610 billion usd
1409000000.0,1.598 billion usd
1412000000.0,1.565 billion usd
1409000000.0,1.524 billion usd
1413000000.0,1.501 billion usd
1411000000.0,1.466 billion usd
1406000000.0,1.465 billion usd
1412000000.0,1.461 billion usd
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
,"7,693"
1405000000.0,1.419 billion usd
1411000000.0,1.416 billion usd
1405000000.0,1.409 billion usd
1408000000.0,1.404 billion usd
1410000000.0,1.404 billion usd
1409000000.0,1.378 billion usd
1412000000.0,1.371 billion usd
1408000000.0,1.272 billion usd
1412000000.0,1.271 billion usd
1413000000.0,1.270 billion usd
1407000000.0,1.263 billion usd
1408000000.0,1.258 billion usd
1408000000.0,1.231 billion usd
1408000000.0,1.223 billion usd
1413000000.0,1.174 billion usd
1406000000.0,1.143 billion usd
1408000000.0,1.139 billion usd
1405000000.0,1.123 billion usd
1413000000.0,0.999 billion usd
1410000000.0,0.609 billion usd
1395000000.0,3.131 billion usd
1395000000.0,2.878 billion usd
1401000000.0,1.902 billion usd
1403000000.0,1.786 billion usd
1399000000.0,1.744 billion usd
1399000000.0,1.683 billion usd
1404000000.0,1.679 billion usd
,"7,720"
1398000000.0,1.636 billion usd
1403000000.0,1.634 billion usd
1398000000.0,1.626 billion usd
1396000000.0,1.559 billion usd
1402000000.0,1.546 billion usd
,1.055 billion usd
1403000000.0,1.515 billion usd
1396000000.0,1.514 billion usd
,"7,727"
1398000000.0,1.493 billion usd
1399000000.0,1.490 billion usd
1403000000.0,1.466 billion usd
1397000000.0,1.466 billion usd
1401000000.0,1.462 billion usd
1402000000.0,1.462 billion usd
1396000000.0,1.451 billion usd
1403000000.0,1.446 billion usd
1396000000.0,1.442 billion usd
1404000000.0,1.438 billion usd
,"7,738"
1397000000.0,1.381 billion usd
1395000000.0,1.371 billion usd
1403000000.0,1.356 billion usd
1402000000.0,1.353 billion usd
1399000000.0,1.287 billion usd
1398000000.0,1.257 billion usd
1402000000.0,1.232 billion usd
1396000000.0,1.212 billion usd
1396000000.0,1.211 billion usd
1401000000.0,1.209 billion usd
1403000000.0,1.158 billion usd
1398000000.0,1.156 billion usd
1403000000.0,1.152 billion usd
1398000000.0,0.897 billion usd
1401000000.0,0.655 billion usd
1390000000.0,3.809 billion usd
1390000000.0,2.952 billion usd
1390000000.0,2.789 billion usd
1388000000.0,2.683 billion usd
1386000000.0,2.072 billion usd
1390000000.0,1.772 billion usd
1390000000.0,1.727 billion usd
1391000000.0,1.696 billion usd
1392000000.0,1.646 billion usd
1391000000.0,1.643 billion usd
1386000000.0,1.621 billion usd
1390000000.0,1.598 billion usd
1392000000.0,1.588 billion usd
1394000000.0,1.575 billion usd
1394000000.0,1.469 billion usd
1393000000.0,1.461 billion usd
1391000000.0,1.430 billion usd
1390000000.0,1.403 billion usd
1387000000.0,1.378 billion usd
1388000000.0,1.372 billion usd
1388000000.0,1.342 billion usd
1387000000.0,1.334 billion usd
1390000000.0,1.320 billion usd
1386000000.0,1.309 billion usd
1394000000.0,1.308 billion usd
1387000000.0,1.266 billion usd
1388000000.0,1.210 billion usd
1386000000.0,1.199 billion usd
1391000000.0,1.184 billion usd
1393000000.0,1.149 billion usd
1386000000.0,1.148 billion usd
1386000000.0,1.039 billion usd
,1.040 billion usd
1393000000.0,1.017 billion usd
1391000000.0,0.900 billion usd
1387000000.0,0.881 billion usd
1386000000.0,0.873 billion usd
1392000000.0,0.584 billion usd
1392000000.0,0.502 billion usd
1383000000.0,3.271 billion usd
1380000000.0,2.145 billion usd
1382000000.0,2.056 billion usd
1383000000.0,1.768 billion usd
1378000000.0,1.650 billion usd
1378000000.0,1.646 billion usd
1382000000.0,1.573 billion usd
1382000000.0,1.563 billion usd
1377000000.0,1.451 billion usd
1378000000.0,1.441 billion usd
1379000000.0,1.430 billion usd
1378000000.0,1.414 billion usd
1379000000.0,1.407 billion usd
1384000000.0,1.381 billion usd
1383000000.0,1.373 billion usd
1380000000.0,1.360 billion usd
1382000000.0,1.350 billion usd
1380000000.0,1.309 billion usd
1383000000.0,1.303 billion usd
1380000000.0,1.292 billion usd
1384000000.0,1.244 billion usd
1377000000.0,1.214 billion usd
1381000000.0,1.196 billion usd
1376000000.0,1.152 billion usd
1375000000.0,1.133 billion usd
1379000000.0,1.116 billion usd
1379000000.0,1.023 billion usd
1384000000.0,0.883 billion usd
1381000000.0,0.848 billion usd
1372000000.0,1.930 billion usd
1368000000.0,1.898 billion usd
1365000000.0,1.820 billion usd
1374000000.0,1.694 billion usd
1372000000.0,1.678 billion usd
1370000000.0,1.604 billion usd
1373000000.0,1.584 billion usd
1368000000.0,1.555 billion usd
1366000000.0,1.540 billion usd
1367000000.0,1.524 billion usd
1365000000.0,1.503 billion usd
1368000000.0,1.487 billion usd
1369000000.0,1.478 billion usd
1374000000.0,1.468 billion usd
1369000000.0,1.463 billion usd
1372000000.0,1.444 billion usd
1366000000.0,1.431 billion usd
1371000000.0,1.424 billion usd
1368000000.0,1.412 billion usd
1370000000.0,1.409 billion usd
1366000000.0,1.397 billion usd
1367000000.0,1.387 billion usd
1372000000.0,1.387 billion usd
1370000000.0,1.381 billion usd
1367000000.0,1.381 billion usd
1367000000.0,1.348 billion usd
1365000000.0,1.343 billion usd
1367000000.0,1.322 billion usd
1370000000.0,1.314 billion usd
1374000000.0,1.312 billion usd
1370000000.0,1.303 billion usd
1370000000.0,1.292 billion usd
1370000000.0,1.250 billion usd
1365000000.0,1.217 billion usd
1373000000.0,1.207 billion usd
1369000000.0,1.205 billion usd
1366000000.0,1.202 billion usd
1373000000.0,1.197 billion usd
1368000000.0,1.167 billion usd
,1.023 billion usd
1367000000.0,1.155 billion usd
1371000000.0,1.104 billion usd
1365000000.0,1.088 billion usd
1373000000.0,1.065 billion usd
1374000000.0,1.062 billion usd
1368000000.0,1.055 billion usd
1365000000.0,0.975 billion usd
1367000000.0,0.969 billion usd
1366000000.0,0.775 billion usd
1357000000.0,2.920 billion usd
1363000000.0,2.261 billion usd
1360000000.0,2.252 billion usd
1358000000.0,1.806 billion usd
1360000000.0,1.753 billion usd
1364000000.0,1.632 billion usd
1362000000.0,1.575 billion usd
1360000000.0,1.567 billion usd
1355000000.0,1.559 billion usd
1356000000.0,1.485 billion usd
1362000000.0,1.484 billion usd
1358000000.0,1.474 billion usd
1363000000.0,1.470 billion usd
1364000000.0,1.452 billion usd
1364000000.0,1.440 billion usd
1355000000.0,1.378 billion usd
1356000000.0,1.377 billion usd
1363000000.0,1.369 billion usd
1362000000.0,1.344 billion usd
1359000000.0,1.338 billion usd
1355000000.0,1.329 billion usd
1362000000.0,1.307 billion usd
1357000000.0,1.302 billion usd
1356000000.0,1.292 billion usd
1361000000.0,1.253 billion usd
1360000000.0,1.252 billion usd
1362000000.0,1.220 billion usd
1362000000.0,1.205 billion usd
1363000000.0,1.189 billion usd
1359000000.0,1.175 billion usd
1357000000.0,1.171 billion usd
1359000000.0,1.159 billion usd
1363000000.0,1.146 billion usd
1363000000.0,1.108 billion usd
1360000000.0,1.057 billion usd
1357000000.0,1.008 billion usd
1355000000.0,0.487 billion usd
1351000000.0,1.995 billion usd
1346000000.0,1.993 billion usd
1346000000.0,1.936 billion usd
1347000000.0,1.900 billion usd
1347000000.0,1.788 billion usd
1353000000.0,1.756 billion usd
1351000000.0,1.569 billion usd
1354000000.0,1.530 billion usd
1354000000.0,1.486 billion usd
1351000000.0,1.472 billion usd
,"7,914"
1354000000.0,1.432 billion usd
1349000000.0,1.424 billion usd
1351000000.0,1.421 billion usd
1352000000.0,1.380 billion usd
1353000000.0,1.377 billion usd
1351000000.0,1.375 billion usd
1349000000.0,1.370 billion usd
1350000000.0,1.332 billion usd
1352000000.0,1.323 billion usd
1348000000.0,1.212 billion usd
1353000000.0,1.188 billion usd
1352000000.0,1.123 billion usd
1345000000.0,1.112 billion usd
1354000000.0,1.069 billion usd
1345000000.0,1.037 billion usd
1353000000.0,1.001 billion usd
1347000000.0,0.922 billion usd
1345000000.0,0.921 billion usd
1351000000.0,0.915 billion usd
1352000000.0,0.895 billion usd
1350000000.0,0.659 billion usd
1339000000.0,2.491 billion usd
1336000000.0,2.055 billion usd
1335000000.0,1.717 billion usd
1343000000.0,1.715 billion usd
1343000000.0,1.713 billion usd
1344000000.0,1.707 billion usd
1336000000.0,1.654 billion usd
1336000000.0,1.619 billion usd
1343000000.0,1.618 billion usd
1335000000.0,1.575 billion usd
1338000000.0,1.539 billion usd
1343000000.0,1.433 billion usd
1339000000.0,1.432 billion usd
1338000000.0,1.431 billion usd
1341000000.0,1.404 billion usd
1342000000.0,1.391 billion usd
1341000000.0,1.377 billion usd
1339000000.0,1.346 billion usd
,"7,953"
1338000000.0,1.304 billion usd
1344000000.0,1.288 billion usd
1336000000.0,1.256 billion usd
1339000000.0,1.246 billion usd
1343000000.0,1.242 billion usd
1336000000.0,1.222 billion usd
1337000000.0,1.193 billion usd
1339000000.0,1.183 billion usd
,"7,961"
1341000000.0,1.179 billion usd
1338000000.0,1.175 billion usd
1341000000.0,1.159 billion usd
,0.995 billion usd
1341000000.0,1.145 billion usd
1336000000.0,1.109 billion usd
1339000000.0,1.096 billion usd
1337000000.0,1.083 billion usd
1336000000.0,1.011 billion usd
1335000000.0,1.008 billion usd
1340000000.0,0.976 billion usd
1337000000.0,0.879 billion usd
1339000000.0,0.510 billion usd
1332000000.0,3.672 billion usd
1330000000.0,2.242 billion usd
1331000000.0,1.782 billion usd
1330000000.0,1.755 billion usd
1332000000.0,1.738 billion usd
1329000000.0,1.726 billion usd
1333000000.0,1.625 billion usd
1331000000.0,1.617 billion usd
1333000000.0,1.576 billion usd
1330000000.0,1.563 billion usd
1332000000.0,1.542 billion usd
1333000000.0,1.538 billion usd
1329000000.0,1.525 billion usd
1325000000.0,1.496 billion usd
1325000000.0,1.442 billion usd
1326000000.0,1.411 billion usd
1334000000.0,1.409 billion usd
1331000000.0,1.407 billion usd
1330000000.0,1.389 billion usd
1327000000.0,1.373 billion usd
1327000000.0,1.347 billion usd
1325000000.0,1.347 billion usd
1326000000.0,1.309 billion usd
1332000000.0,1.309 billion usd
1331000000.0,1.290 billion usd
1332000000.0,1.286 billion usd
1334000000.0,1.251 billion usd
1327000000.0,1.251 billion usd
,"8,001"
1332000000.0,1.220 billion usd
,"8,003"
1331000000.0,1.208 billion usd
1325000000.0,1.204 billion usd
1332000000.0,1.172 billion usd
1334000000.0,1.151 billion usd
1325000000.0,1.122 billion usd
1328000000.0,1.070 billion usd
1331000000.0,0.932 billion usd
1329000000.0,0.910 billion usd
1333000000.0,0.897 billion usd
1333000000.0,0.815 billion usd
1326000000.0,0.777 billion usd
1334000000.0,0.592 billion usd
1334000000.0,0.323 billion usd
1324000000.0,2.176 billion usd
1320000000.0,2.056 billion usd
1316000000.0,1.986 billion usd
1317000000.0,1.958 billion usd
1318000000.0,1.944 billion usd
1315000000.0,1.730 billion usd
1320000000.0,1.688 billion usd
1320000000.0,1.561 billion usd
1319000000.0,1.547 billion usd
1320000000.0,1.505 billion usd
1317000000.0,1.497 billion usd
1320000000.0,1.490 billion usd
1318000000.0,1.481 billion usd
1319000000.0,1.432 billion usd
1322000000.0,1.421 billion usd
1320000000.0,1.415 billion usd
1324000000.0,1.399 billion usd
1318000000.0,1.382 billion usd
1321000000.0,1.379 billion usd
1318000000.0,1.371 billion usd
1323000000.0,1.366 billion usd
1315000000.0,1.353 billion usd
1324000000.0,1.346 billion usd
1317000000.0,1.340 billion usd
1320000000.0,1.336 billion usd
1318000000.0,1.333 billion usd
,"8,041"
1320000000.0,1.304 billion usd
1323000000.0,1.286 billion usd
1316000000.0,1.239 billion usd
1324000000.0,1.239 billion usd
1319000000.0,1.192 billion usd
1319000000.0,1.141 billion usd
1316000000.0,1.077 billion usd
1321000000.0,1.052 billion usd
1315000000.0,1.011 billion usd
1321000000.0,0.993 billion usd
1318000000.0,0.992 billion usd
1316000000.0,0.963 billion usd
1316000000.0,0.878 billion usd
1311000000.0,1.652 billion usd
1310000000.0,1.550 billion usd
1308000000.0,1.550 billion usd
1309000000.0,1.440 billion usd
1309000000.0,1.394 billion usd
1305000000.0,1.380 billion usd
1313000000.0,1.372 billion usd
1310000000.0,1.304 billion usd
1308000000.0,1.304 billion usd
1305000000.0,1.291 billion usd
1305000000.0,1.278 billion usd
1313000000.0,1.276 billion usd
1309000000.0,1.268 billion usd
1310000000.0,1.242 billion usd
1307000000.0,1.186 billion usd
1307000000.0,1.177 billion usd
1312000000.0,1.143 billion usd
1314000000.0,1.125 billion usd
1308000000.0,1.121 billion usd
1309000000.0,1.112 billion usd
1307000000.0,1.102 billion usd
1311000000.0,1.097 billion usd
1311000000.0,1.070 billion usd
1314000000.0,1.054 billion usd
1309000000.0,0.940 billion usd
1312000000.0,0.866 billion usd
1305000000.0,0.802 billion usd
1297000000.0,2.245 billion usd
1295000000.0,1.646 billion usd
1296000000.0,1.560 billion usd
1304000000.0,1.512 billion usd
1295000000.0,1.490 billion usd
1298000000.0,1.477 billion usd
1295000000.0,1.444 billion usd
1302000000.0,1.438 billion usd
1302000000.0,1.421 billion usd
1302000000.0,1.417 billion usd
1302000000.0,1.412 billion usd
1297000000.0,1.395 billion usd
,0.964 billion usd
1295000000.0,1.393 billion usd
1300000000.0,1.391 billion usd
1296000000.0,1.354 billion usd
1301000000.0,1.343 billion usd
1301000000.0,1.340 billion usd
1304000000.0,1.308 billion usd
1302000000.0,1.295 billion usd
1295000000.0,1.265 billion usd
1302000000.0,1.265 billion usd
1296000000.0,1.236 billion usd
1298000000.0,1.234 billion usd
1299000000.0,1.218 billion usd
1302000000.0,1.208 billion usd
1302000000.0,1.202 billion usd
1304000000.0,1.200 billion usd
1300000000.0,1.198 billion usd
1297000000.0,1.187 billion usd
,0.960 billion usd
1300000000.0,1.182 billion usd
1295000000.0,1.175 billion usd
1296000000.0,1.145 billion usd
1299000000.0,1.101 billion usd
1301000000.0,1.035 billion usd
1303000000.0,1.029 billion usd
1303000000.0,0.939 billion usd
1303000000.0,0.837 billion usd
1301000000.0,"6,968"
1291000000.0,2.241 billion usd
1286000000.0,2.150 billion usd
1287000000.0,1.768 billion usd
1293000000.0,1.692 billion usd
1289000000.0,1.668 billion usd
1290000000.0,1.567 billion usd
1290000000.0,1.543 billion usd
1290000000.0,1.475 billion usd
1286000000.0,1.386 billion usd
1286000000.0,1.324 billion usd
1287000000.0,1.304 billion usd
1291000000.0,1.291 billion usd
1291000000.0,1.287 billion usd
1288000000.0,1.185 billion usd
1285000000.0,1.145 billion usd
1287000000.0,1.124 billion usd
1286000000.0,1.082 billion usd
1294000000.0,1.081 billion usd
1292000000.0,1.041 billion usd
1294000000.0,1.034 billion usd
1286000000.0,1.016 billion usd
1290000000.0,1.013 billion usd
1293000000.0,0.983 billion usd
1292000000.0,0.974 billion usd
1291000000.0,0.959 billion usd
1285000000.0,0.911 billion usd
1288000000.0,0.879 billion usd
1291000000.0,0.620 billion usd
