03-gren-market_capitalization_2022,02-GioPonSpiz-marketcap
13132000000.0,13.781 billion usd
13131000000.0,13.741 billion usd
13126000000.0,12.245 billion usd
13120000000.0,15.708 billion usd
13109000000.0,11.557 billion usd
13104000000.0,15.132 billion usd
13096000000.0,13.377 billion usd
13094000000.0,14.540 billion usd
13088000000.0,11.036 billion usd
13078000000.0,14.266 billion usd
13049000000.0,12.145 billion usd
13052000000.0,9.910 billion usd
13038000000.0,17.948 billion usd
13026000000.0,12.543 billion usd
,"1,523"
,"1,523"
13023000000.0,13.964 billion usd
,"1,524"
13014000000.0,13.614 billion usd
12999000000.0,13.345 billion usd
13002000000.0,12.327 billion usd
13003000000.0,11.809 billion usd
12977000000.0,10.824 billion usd
12968000000.0,12.452 billion usd
12968000000.0,11.694 billion usd
12955000000.0,12.475 billion usd
12923000000.0,13.154 billion usd
12896000000.0,14.868 billion usd
12875000000.0,14.169 billion usd
12876000000.0,12.393 billion usd
12842000000.0,13.889 billion usd
12839000000.0,
12833000000.0,12.616 billion usd
12808000000.0,12.773 billion usd
12797000000.0,15.789 billion usd
12800000000.0,
12802000000.0,10.043 billion usd
12777000000.0,13.030 billion usd
12777000000.0,10.657 billion usd
12768000000.0,12.405 billion usd
12763000000.0,13.553 billion usd
12749000000.0,15.459 billion usd
,"1,547"
12748000000.0,15.041 billion usd
12743000000.0,13.697 billion usd
12731000000.0,9.898 billion usd
12727000000.0,7.403 billion usd
12714000000.0,13.598 billion usd
12712000000.0,9.153 billion usd
12703000000.0,10.032 billion usd
12678000000.0,12.321 billion usd
12683000000.0,12.035 billion usd
12676000000.0,9.542 billion usd
12668000000.0,15.031 billion usd
12638000000.0,15.660 billion usd
12637000000.0,13.426 billion usd
12615000000.0,12.568 billion usd
12609000000.0,13.839 billion usd
12604000000.0,12.340 billion usd
12576000000.0,17.305 billion usd
12580000000.0,15.770 billion usd
12579000000.0,11.706 billion usd
12568000000.0,13.055 billion usd
12569000000.0,11.064 billion usd
12546000000.0,14.912 billion usd
12533000000.0,14.900 billion usd
12533000000.0,14.341 billion usd
,"1,572"
12519000000.0,11.569 billion usd
12489000000.0,10.985 billion usd
12484000000.0,12.910 billion usd
12465000000.0,13.448 billion usd
12474000000.0,12.286 billion usd
12469000000.0,12.069 billion usd
12455000000.0,13.827 billion usd
12455000000.0,13.575 billion usd
,10.930 billion usd
12455000000.0,12.640 billion usd
12463000000.0,10.183 billion usd
12446000000.0,13.159 billion usd
12435000000.0,11.556 billion usd
12417000000.0,13.121 billion usd
12424000000.0,10.168 billion usd
12365000000.0,14.337 billion usd
12359000000.0,14.733 billion usd
12349000000.0,13.895 billion usd
12333000000.0,14.029 billion usd
12329000000.0,13.485 billion usd
12326000000.0,11.675 billion usd
12318000000.0,11.983 billion usd
12319000000.0,10.405 billion usd
12313000000.0,12.907 billion usd
12312000000.0,11.360 billion usd
12291000000.0,11.852 billion usd
12256000000.0,13.891 billion usd
12264000000.0,12.183 billion usd
12246000000.0,11.578 billion usd
12230000000.0,12.732 billion usd
12169000000.0,11.286 billion usd
12164000000.0,14.976 billion usd
12136000000.0,11.788 billion usd
12140000000.0,11.444 billion usd
12121000000.0,12.983 billion usd
12110000000.0,16.235 billion usd
12103000000.0,14.217 billion usd
12096000000.0,12.976 billion usd
12078000000.0,11.159 billion usd
12074000000.0,13.841 billion usd
12056000000.0,18.165 billion usd
12047000000.0,13.531 billion usd
12039000000.0,13.051 billion usd
12006000000.0,13.087 billion usd
,10.584 billion usd
11995000000.0,6.953 billion usd
11976000000.0,23.916 billion usd
11980000000.0,11.433 billion usd
11958000000.0,13.956 billion usd
11938000000.0,12.780 billion usd
11925000000.0,10.852 billion usd
11924000000.0,7.724 billion usd
11907000000.0,14.834 billion usd
11908000000.0,10.326 billion usd
11901000000.0,30.502 billion usd
11897000000.0,8.210 billion usd
11841000000.0,14.821 billion usd
11832000000.0,16.390 billion usd
11831000000.0,12.194 billion usd
11812000000.0,12.404 billion usd
11832000000.0,"4,290"
11806000000.0,11.634 billion usd
11801000000.0,24.193 billion usd
11784000000.0,11.597 billion usd
11767000000.0,12.621 billion usd
,
11769000000.0,11.599 billion usd
11763000000.0,11.530 billion usd
11762000000.0,9.604 billion usd
11748000000.0,30.107 billion usd
11754000000.0,11.783 billion usd
11744000000.0,10.373 billion usd
11726000000.0,12.141 billion usd
11733000000.0,10.664 billion usd
11727000000.0,9.592 billion usd
11707000000.0,18.829 billion usd
11714000000.0,14.840 billion usd
11704000000.0,11.073 billion usd
11701000000.0,8.285 billion usd
11687000000.0,13.854 billion usd
11683000000.0,13.667 billion usd
11681000000.0,11.690 billion usd
11668000000.0,16.554 billion usd
11672000000.0,11.729 billion usd
11670000000.0,8.291 billion usd
11656000000.0,14.633 billion usd
11661000000.0,10.766 billion usd
11658000000.0,10.234 billion usd
11615000000.0,12.572 billion usd
11615000000.0,9.343 billion usd
11615000000.0,7.840 billion usd
11619000000.0,
11612000000.0,7.277 billion usd
11604000000.0,11.719 billion usd
11584000000.0,12.310 billion usd
11568000000.0,13.314 billion usd
11572000000.0,9.492 billion usd
11554000000.0,11.393 billion usd
11546000000.0,9.306 billion usd
11537000000.0,12.685 billion usd
11525000000.0,11.633 billion usd
11518000000.0,14.490 billion usd
11511000000.0,11.079 billion usd
11504000000.0,10.387 billion usd
11486000000.0,11.853 billion usd
11484000000.0,12.815 billion usd
11475000000.0,11.784 billion usd
11469000000.0,12.963 billion usd
11462000000.0,12.763 billion usd
,"1,677"
11456000000.0,12.097 billion usd
11445000000.0,10.874 billion usd
11454000000.0,10.437 billion usd
,"1,679"
11433000000.0,15.557 billion usd
11425000000.0,14.962 billion usd
,
11430000000.0,11.556 billion usd
11413000000.0,13.648 billion usd
11410000000.0,9.778 billion usd
11410000000.0,8.552 billion usd
11390000000.0,11.234 billion usd
11378000000.0,9.813 billion usd
11371000000.0,13.696 billion usd
11373000000.0,9.508 billion usd
11357000000.0,14.699 billion usd
11361000000.0,14.658 billion usd
11358000000.0,12.915 billion usd
11355000000.0,12.658 billion usd
11338000000.0,15.716 billion usd
11329000000.0,11.276 billion usd
11320000000.0,11.990 billion usd
11318000000.0,11.682 billion usd
11322000000.0,1.307 billion usd
11314000000.0,10.880 billion usd
11314000000.0,8.842 billion usd
11292000000.0,11.280 billion usd
11287000000.0,10.647 billion usd
11270000000.0,10.949 billion usd
11269000000.0,7.966 billion usd
11259000000.0,
11247000000.0,13.337 billion usd
11237000000.0,9.957 billion usd
11233000000.0,13.254 billion usd
11214000000.0,11.682 billion usd
11201000000.0,15.137 billion usd
11203000000.0,10.807 billion usd
11189000000.0,11.647 billion usd
11192000000.0,8.055 billion usd
11173000000.0,12.062 billion usd
11168000000.0,10.143 billion usd
11161000000.0,12.477 billion usd
11160000000.0,9.555 billion usd
11152000000.0,16.793 billion usd
11153000000.0,10.754 billion usd
11152000000.0,10.030 billion usd
11136000000.0,3.730 billion usd
11131000000.0,11.809 billion usd
11134000000.0,11.378 billion usd
11134000000.0,9.423 billion usd
11121000000.0,8.351 billion usd
11124000000.0,6.039 billion usd
11101000000.0,12.032 billion usd
11092000000.0,11.421 billion usd
11074000000.0,23.919 billion usd
11071000000.0,12.572 billion usd
11052000000.0,13.350 billion usd
11044000000.0,10.647 billion usd
11044000000.0,10.538 billion usd
11040000000.0,10.516 billion usd
11020000000.0,14.181 billion usd
11021000000.0,12.942 billion usd
11018000000.0,10.274 billion usd
11006000000.0,14.025 billion usd
11009000000.0,10.177 billion usd
11009000000.0,9.200 billion usd
11010000000.0,8.329 billion usd
,
10987000000.0,11.339 billion usd
10989000000.0,11.000 billion usd
10991000000.0,10.562 billion usd
10980000000.0,12.444 billion usd
10975000000.0,10.501 billion usd
10977000000.0,10.226 billion usd
10976000000.0,9.581 billion usd
10966000000.0,9.384 billion usd
10958000000.0,16.209 billion usd
10961000000.0,11.576 billion usd
10960000000.0,9.211 billion usd
10958000000.0,6.785 billion usd
10948000000.0,10.559 billion usd
10945000000.0,9.673 billion usd
10936000000.0,9.854 billion usd
10907000000.0,14.762 billion usd
10907000000.0,10.649 billion usd
10909000000.0,9.767 billion usd
10884000000.0,11.208 billion usd
10892000000.0,"1,285"
10880000000.0,11.111 billion usd
10861000000.0,22.654 billion usd
10860000000.0,11.822 billion usd
10860000000.0,11.398 billion usd
10857000000.0,11.066 billion usd
10854000000.0,8.564 billion usd
10837000000.0,10.332 billion usd
10831000000.0,11.665 billion usd
10827000000.0,10.565 billion usd
10824000000.0,11.272 billion usd
10821000000.0,9.841 billion usd
10813000000.0,12.104 billion usd
10812000000.0,11.196 billion usd
10799000000.0,10.681 billion usd
10778000000.0,7.364 billion usd
10768000000.0,14.642 billion usd
10768000000.0,13.861 billion usd
10755000000.0,10.335 billion usd
10746000000.0,7.516 billion usd
10736000000.0,16.233 billion usd
10715000000.0,11.502 billion usd
10712000000.0,19.817 billion usd
10680000000.0,12.476 billion usd
10675000000.0,9.750 billion usd
10667000000.0,11.430 billion usd
10665000000.0,8.479 billion usd
10661000000.0,11.281 billion usd
10658000000.0,10.662 billion usd
10659000000.0,7.491 billion usd
10647000000.0,11.144 billion usd
,
10645000000.0,"21,700"
10623000000.0,14.735 billion usd
10607000000.0,12.948 billion usd
10603000000.0,12.426 billion usd
10598000000.0,12.074 billion usd
10593000000.0,9.445 billion usd
10586000000.0,1.840 billion usd
10571000000.0,11.721 billion usd
10565000000.0,11.308 billion usd
10557000000.0,19.253 billion usd
10560000000.0,9.531 billion usd
10560000000.0,9.059 billion usd
10539000000.0,10.145 billion usd
10518000000.0,15.042 billion usd
10516000000.0,11.924 billion usd
10524000000.0,10.646 billion usd
,"1,807"
10503000000.0,10.376 billion usd
10489000000.0,11.451 billion usd
10489000000.0,6.717 billion usd
10483000000.0,9.462 billion usd
10467000000.0,11.065 billion usd
10453000000.0,12.649 billion usd
10453000000.0,9.486 billion usd
10440000000.0,13.535 billion usd
10437000000.0,12.308 billion usd
10432000000.0,11.916 billion usd
10433000000.0,9.605 billion usd
10434000000.0,9.525 billion usd
10428000000.0,9.224 billion usd
10433000000.0,8.766 billion usd
10413000000.0,10.615 billion usd
10395000000.0,9.911 billion usd
10390000000.0,12.866 billion usd
10388000000.0,12.329 billion usd
10389000000.0,12.145 billion usd
10388000000.0,8.412 billion usd
10378000000.0,16.586 billion usd
10375000000.0,12.510 billion usd
10384000000.0,11.363 billion usd
10360000000.0,11.202 billion usd
10362000000.0,8.488 billion usd
10351000000.0,13.276 billion usd
10353000000.0,10.558 billion usd
10345000000.0,10.325 billion usd
10334000000.0,10.307 billion usd
10318000000.0,9.550 billion usd
10317000000.0,9.533 billion usd
10305000000.0,10.267 billion usd
10287000000.0,11.252 billion usd
10294000000.0,10.681 billion usd
10277000000.0,18.000 billion usd
10265000000.0,10.956 billion usd
10263000000.0,11.289 billion usd
10260000000.0,10.608 billion usd
10260000000.0,9.455 billion usd
10253000000.0,10.474 billion usd
10236000000.0,12.649 billion usd
10238000000.0,8.982 billion usd
10236000000.0,"3,958"
10218000000.0,10.405 billion usd
10219000000.0,9.720 billion usd
10215000000.0,
10197000000.0,11.470 billion usd
10187000000.0,11.955 billion usd
10175000000.0,18.457 billion usd
10176000000.0,10.163 billion usd
10175000000.0,9.224 billion usd
10171000000.0,9.772 billion usd
10149000000.0,10.988 billion usd
,"1,859"
10150000000.0,8.583 billion usd
10153000000.0,8.359 billion usd
10153000000.0,8.301 billion usd
10146000000.0,5.852 billion usd
,"1,863"
,"1,863"
10144000000.0,12.097 billion usd
10139000000.0,10.667 billion usd
10135000000.0,10.029 billion usd
10124000000.0,8.268 billion usd
10098000000.0,9.609 billion usd
10090000000.0,12.677 billion usd
10077000000.0,10.470 billion usd
10083000000.0,10.456 billion usd
10070000000.0,11.943 billion usd
10059000000.0,11.087 billion usd
10063000000.0,8.784 billion usd
10048000000.0,9.510 billion usd
10038000000.0,8.349 billion usd
10044000000.0,8.011 billion usd
10032000000.0,10.537 billion usd
10033000000.0,10.260 billion usd
10028000000.0,8.924 billion usd
10023000000.0,14.642 billion usd
10002000000.0,9.009 billion usd
9995000000.0,8.968 billion usd
9992000000.0,9.234 billion usd
9973000000.0,10.113 billion usd
9970000000.0,9.373 billion usd
9971000000.0,6.241 billion usd
9963000000.0,10.181 billion usd
9958000000.0,9.124 billion usd
9941000000.0,11.944 billion usd
9944000000.0,9.004 billion usd
9931000000.0,11.179 billion usd
9927000000.0,9.088 billion usd
9916000000.0,9.570 billion usd
9916000000.0,9.130 billion usd
9917000000.0,8.845 billion usd
9913000000.0,10.513 billion usd
9912000000.0,9.967 billion usd
9908000000.0,9.661 billion usd
9902000000.0,10.630 billion usd
9903000000.0,10.032 billion usd
9900000000.0,7.374 billion usd
9888000000.0,10.429 billion usd
9893000000.0,7.380 billion usd
9870000000.0,11.475 billion usd
9868000000.0,11.098 billion usd
9866000000.0,8.686 billion usd
9870000000.0,7.085 billion usd
9855000000.0,11.444 billion usd
9857000000.0,10.287 billion usd
9857000000.0,8.620 billion usd
9851000000.0,11.258 billion usd
,"1,962"
9848000000.0,9.876 billion usd
9846000000.0,5.270 billion usd
9844000000.0,10.809 billion usd
9835000000.0,5.968 billion usd
9832000000.0,9.740 billion usd
9831000000.0,7.873 billion usd
9813000000.0,10.245 billion usd
9777000000.0,12.230 billion usd
9779000000.0,11.763 billion usd
9777000000.0,9.121 billion usd
9771000000.0,10.920 billion usd
9772000000.0,7.882 billion usd
9774000000.0,5.459 billion usd
9761000000.0,10.541 billion usd
9762000000.0,9.545 billion usd
9749000000.0,18.587 billion usd
9748000000.0,14.275 billion usd
9748000000.0,10.527 billion usd
9741000000.0,8.541 billion usd
,"1,931"
9734000000.0,9.160 billion usd
9715000000.0,8.619 billion usd
9709000000.0,10.452 billion usd
9699000000.0,12.212 billion usd
,"1,936"
9704000000.0,11.182 billion usd
9699000000.0,8.849 billion usd
9694000000.0,10.456 billion usd
9680000000.0,8.555 billion usd
9663000000.0,11.798 billion usd
9659000000.0,11.402 billion usd
9648000000.0,15.879 billion usd
9647000000.0,12.078 billion usd
9647000000.0,11.892 billion usd
9652000000.0,11.286 billion usd
9648000000.0,11.008 billion usd
9642000000.0,11.889 billion usd
9625000000.0,12.702 billion usd
9624000000.0,16.370 billion usd
9619000000.0,12.165 billion usd
9618000000.0,11.359 billion usd
9597000000.0,6.006 billion usd
9585000000.0,17.818 billion usd
9592000000.0,11.642 billion usd
,
9580000000.0,17.767 billion usd
9570000000.0,10.655 billion usd
9567000000.0,10.475 billion usd
9565000000.0,9.375 billion usd
9555000000.0,10.683 billion usd
9552000000.0,10.358 billion usd
9529000000.0,10.738 billion usd
9527000000.0,9.619 billion usd
9529000000.0,7.378 billion usd
9519000000.0,9.601 billion usd
9518000000.0,8.899 billion usd
9512000000.0,10.583 billion usd
9508000000.0,10.058 billion usd
9512000000.0,9.173 billion usd
9497000000.0,8.456 billion usd
9499000000.0,8.154 billion usd
9497000000.0,7.981 billion usd
9493000000.0,15.511 billion usd
9494000000.0,7.774 billion usd
9476000000.0,6.976 billion usd
9467000000.0,12.474 billion usd
9466000000.0,7.610 billion usd
9459000000.0,11.893 billion usd
9458000000.0,10.340 billion usd
9425000000.0,9.582 billion usd
9431000000.0,8.146 billion usd
9423000000.0,8.560 billion usd
9420000000.0,7.366 billion usd
9389000000.0,8.163 billion usd
9383000000.0,11.141 billion usd
9375000000.0,9.752 billion usd
9380000000.0,9.683 billion usd
9373000000.0,8.161 billion usd
9355000000.0,10.332 billion usd
9356000000.0,8.914 billion usd
9351000000.0,10.577 billion usd
9344000000.0,11.031 billion usd
9338000000.0,9.892 billion usd
9343000000.0,9.805 billion usd
9343000000.0,8.880 billion usd
9333000000.0,11.559 billion usd
9328000000.0,10.048 billion usd
9322000000.0,9.143 billion usd
9304000000.0,8.590 billion usd
9300000000.0,6.355 billion usd
9287000000.0,9.227 billion usd
9280000000.0,11.575 billion usd
9255000000.0,9.562 billion usd
9259000000.0,8.706 billion usd
9237000000.0,9.386 billion usd
9243000000.0,7.732 billion usd
9229000000.0,6.152 billion usd
9217000000.0,8.214 billion usd
9209000000.0,11.274 billion usd
9205000000.0,8.396 billion usd
9214000000.0,6.937 billion usd
9196000000.0,10.369 billion usd
9203000000.0,9.085 billion usd
9185000000.0,9.294 billion usd
9175000000.0,18.747 billion usd
9168000000.0,10.468 billion usd
9171000000.0,8.660 billion usd
9156000000.0,13.681 billion usd
9127000000.0,12.785 billion usd
9127000000.0,8.900 billion usd
9120000000.0,10.712 billion usd
9117000000.0,9.950 billion usd
9114000000.0,9.381 billion usd
9107000000.0,9.158 billion usd
9113000000.0,4.740 billion usd
9095000000.0,10.416 billion usd
9101000000.0,8.684 billion usd
9094000000.0,11.192 billion usd
9092000000.0,10.375 billion usd
9089000000.0,10.088 billion usd
9090000000.0,8.739 billion usd
9079000000.0,9.993 billion usd
9082000000.0,9.303 billion usd
9065000000.0,9.633 billion usd
9059000000.0,18.037 billion usd
9046000000.0,9.421 billion usd
9038000000.0,12.635 billion usd
9044000000.0,10.005 billion usd
,"2,037"
9039000000.0,8.106 billion usd
9037000000.0,7.998 billion usd
9031000000.0,10.135 billion usd
9013000000.0,17.460 billion usd
9007000000.0,10.130 billion usd
9012000000.0,9.530 billion usd
9004000000.0,9.994 billion usd
8999000000.0,9.543 billion usd
8972000000.0,8.055 billion usd
8958000000.0,9.837 billion usd
8960000000.0,9.653 billion usd
8958000000.0,9.191 billion usd
8951000000.0,11.185 billion usd
8950000000.0,8.260 billion usd
8945000000.0,6.799 billion usd
8933000000.0,17.082 billion usd
8928000000.0,12.892 billion usd
8934000000.0,8.179 billion usd
,"3,527"
8932000000.0,7.737 billion usd
8915000000.0,8.928 billion usd
8922000000.0,8.683 billion usd
8911000000.0,11.383 billion usd
8907000000.0,6.963 billion usd
8899000000.0,7.635 billion usd
8900000000.0,7.443 billion usd
8889000000.0,9.855 billion usd
8889000000.0,9.419 billion usd
8881000000.0,9.469 billion usd
8879000000.0,7.492 billion usd
8856000000.0,10.316 billion usd
8863000000.0,9.851 billion usd
8863000000.0,9.071 billion usd
,7.735 billion usd
,"2,069"
,"2,069"
,"2,069"
,"2,069"
,"2,069"
,"2,069"
,"2,069"
8847000000.0,8.751 billion usd
8843000000.0,11.253 billion usd
8838000000.0,9.890 billion usd
8832000000.0,8.861 billion usd
8832000000.0,8.108 billion usd
8827000000.0,7.879 billion usd
8823000000.0,10.334 billion usd
8818000000.0,9.127 billion usd
8817000000.0,8.350 billion usd
8818000000.0,7.668 billion usd
8809000000.0,8.597 billion usd
8805000000.0,8.439 billion usd
,"2,081"
8811000000.0,7.523 billion usd
8802000000.0,10.884 billion usd
8803000000.0,10.385 billion usd
8793000000.0,10.064 billion usd
8793000000.0,8.837 billion usd
8792000000.0,8.785 billion usd
8783000000.0,6.667 billion usd
8776000000.0,6.651 billion usd
8773000000.0,8.674 billion usd
8759000000.0,11.375 billion usd
8764000000.0,10.081 billion usd
8757000000.0,8.868 billion usd
8747000000.0,16.973 billion usd
8741000000.0,8.375 billion usd
8725000000.0,9.791 billion usd
8727000000.0,7.031 billion usd
8719000000.0,9.880 billion usd
8724000000.0,8.888 billion usd
8724000000.0,8.258 billion usd
8707000000.0,8.767 billion usd
8697000000.0,7.900 billion usd
8688000000.0,9.043 billion usd
8691000000.0,8.603 billion usd
8669000000.0,9.131 billion usd
8661000000.0,9.812 billion usd
8664000000.0,7.956 billion usd
8653000000.0,8.744 billion usd
8649000000.0,7.316 billion usd
8638000000.0,7.270 billion usd
8632000000.0,10.147 billion usd
8632000000.0,9.628 billion usd
8632000000.0,8.783 billion usd
8624000000.0,10.360 billion usd
8617000000.0,9.022 billion usd
8619000000.0,8.969 billion usd
8616000000.0,8.813 billion usd
8621000000.0,6.929 billion usd
8611000000.0,9.669 billion usd
8605000000.0,9.054 billion usd
8608000000.0,8.386 billion usd
8609000000.0,8.237 billion usd
8600000000.0,8.501 billion usd
8603000000.0,8.445 billion usd
8594000000.0,9.191 billion usd
8585000000.0,9.050 billion usd
8590000000.0,7.997 billion usd
8591000000.0,5.344 billion usd
8577000000.0,9.330 billion usd
8575000000.0,9.264 billion usd
8582000000.0,6.640 billion usd
8572000000.0,7.495 billion usd
8573000000.0,7.302 billion usd
8570000000.0,7.194 billion usd
8556000000.0,6.650 billion usd
8513000000.0,9.922 billion usd
8506000000.0,7.753 billion usd
8495000000.0,9.001 billion usd
8475000000.0,9.147 billion usd
8481000000.0,7.902 billion usd
8457000000.0,11.532 billion usd
8462000000.0,9.065 billion usd
8455000000.0,8.956 billion usd
8455000000.0,8.909 billion usd
8460000000.0,5.687 billion usd
8450000000.0,11.944 billion usd
8441000000.0,8.583 billion usd
8440000000.0,8.468 billion usd
8440000000.0,8.411 billion usd
8426000000.0,9.197 billion usd
8434000000.0,9.146 billion usd
8417000000.0,8.364 billion usd
8416000000.0,8.174 billion usd
8410000000.0,15.557 billion usd
8410000000.0,9.250 billion usd
8414000000.0,7.314 billion usd
8397000000.0,9.284 billion usd
8392000000.0,9.636 billion usd
8376000000.0,10.121 billion usd
8379000000.0,
8361000000.0,8.547 billion usd
8364000000.0,7.953 billion usd
8356000000.0,7.183 billion usd
8341000000.0,7.158 billion usd
8329000000.0,9.412 billion usd
8330000000.0,9.370 billion usd
8323000000.0,7.360 billion usd
8323000000.0,7.224 billion usd
8317000000.0,6.620 billion usd
8306000000.0,9.244 billion usd
8312000000.0,7.120 billion usd
8301000000.0,10.051 billion usd
8290000000.0,12.747 billion usd
8285000000.0,10.865 billion usd
8283000000.0,9.571 billion usd
8281000000.0,8.452 billion usd
8275000000.0,7.689 billion usd
8270000000.0,9.616 billion usd
8263000000.0,8.082 billion usd
8262000000.0,7.577 billion usd
8249000000.0,12.527 billion usd
8254000000.0,8.291 billion usd
8251000000.0,6.996 billion usd
8241000000.0,8.998 billion usd
8241000000.0,7.778 billion usd
8242000000.0,7.677 billion usd
8244000000.0,6.799 billion usd
8236000000.0,6.079 billion usd
8231000000.0,9.305 billion usd
8226000000.0,9.117 billion usd
8225000000.0,3.698 billion usd
8217000000.0,9.071 billion usd
8217000000.0,7.485 billion usd
8210000000.0,8.573 billion usd
8206000000.0,8.497 billion usd
8205000000.0,7.022 billion usd
8214000000.0,6.656 billion usd
8195000000.0,8.842 billion usd
8200000000.0,8.564 billion usd
8190000000.0,10.073 billion usd
8190000000.0,7.566 billion usd
8192000000.0,7.318 billion usd
8180000000.0,9.532 billion usd
8176000000.0,8.054 billion usd
8166000000.0,9.318 billion usd
,"2,205"
8172000000.0,8.266 billion usd
8159000000.0,10.010 billion usd
8164000000.0,8.494 billion usd
,"2,209"
8162000000.0,6.881 billion usd
8164000000.0,5.557 billion usd
8141000000.0,8.891 billion usd
8138000000.0,7.312 billion usd
8125000000.0,9.601 billion usd
8134000000.0,7.974 billion usd
8131000000.0,7.376 billion usd
8126000000.0,5.732 billion usd
8120000000.0,10.742 billion usd
8115000000.0,7.405 billion usd
8107000000.0,12.376 billion usd
,"2,219"
8105000000.0,10.998 billion usd
8103000000.0,11.211 billion usd
8097000000.0,9.491 billion usd
,"2,222"
8101000000.0,7.661 billion usd
8097000000.0,5.967 billion usd
8088000000.0,8.014 billion usd
8085000000.0,7.653 billion usd
8078000000.0,9.135 billion usd
8077000000.0,7.487 billion usd
8068000000.0,7.928 billion usd
8067000000.0,7.633 billion usd
8072000000.0,7.105 billion usd
8052000000.0,8.622 billion usd
8049000000.0,8.619 billion usd
8052000000.0,7.371 billion usd
8037000000.0,9.154 billion usd
,"2,235"
8042000000.0,8.199 billion usd
8031000000.0,8.551 billion usd
8027000000.0,7.198 billion usd
8015000000.0,12.716 billion usd
8023000000.0,12.122 billion usd
8018000000.0,10.930 billion usd
8018000000.0,9.131 billion usd
8020000000.0,8.142 billion usd
8022000000.0,8.067 billion usd
8015000000.0,6.569 billion usd
8010000000.0,8.669 billion usd
8007000000.0,7.416 billion usd
8009000000.0,7.260 billion usd
7998000000.0,9.246 billion usd
7996000000.0,8.696 billion usd
8004000000.0,8.594 billion usd
8002000000.0,7.864 billion usd
7995000000.0,7.576 billion usd
8003000000.0,7.565 billion usd
7993000000.0,9.298 billion usd
,"2,510"
7991000000.0,8.956 billion usd
7988000000.0,8.673 billion usd
7990000000.0,5.607 billion usd
7980000000.0,9.955 billion usd
7967000000.0,8.377 billion usd
7973000000.0,8.284 billion usd
7973000000.0,8.241 billion usd
7968000000.0,8.224 billion usd
7965000000.0,8.137 billion usd
7974000000.0,7.559 billion usd
7971000000.0,6.957 billion usd
7962000000.0,7.206 billion usd
7945000000.0,7.654 billion usd
7949000000.0,7.347 billion usd
7949000000.0,6.770 billion usd
7937000000.0,8.956 billion usd
7927000000.0,9.419 billion usd
7930000000.0,8.276 billion usd
,"2,273"
7919000000.0,9.155 billion usd
7902000000.0,10.283 billion usd
7901000000.0,8.762 billion usd
7894000000.0,9.650 billion usd
7888000000.0,7.903 billion usd
7889000000.0,7.270 billion usd
7894000000.0,7.241 billion usd
7889000000.0,7.019 billion usd
7893000000.0,5.879 billion usd
7885000000.0,9.071 billion usd
7883000000.0,8.005 billion usd
7869000000.0,11.797 billion usd
7861000000.0,9.361 billion usd
7845000000.0,8.729 billion usd
7845000000.0,
7842000000.0,11.511 billion usd
7836000000.0,7.875 billion usd
7837000000.0,6.859 billion usd
7842000000.0,6.414 billion usd
7835000000.0,6.044 billion usd
7826000000.0,7.949 billion usd
7827000000.0,7.948 billion usd
7827000000.0,7.563 billion usd
7833000000.0,7.445 billion usd
7827000000.0,6.346 billion usd
7817000000.0,8.568 billion usd
7821000000.0,7.363 billion usd
7807000000.0,6.368 billion usd
7800000000.0,8.793 billion usd
7795000000.0,8.406 billion usd
7795000000.0,7.573 billion usd
7799000000.0,7.391 billion usd
7800000000.0,7.185 billion usd
7799000000.0,5.866 billion usd
7794000000.0,19.557 billion usd
7794000000.0,8.186 billion usd
7787000000.0,6.230 billion usd
7776000000.0,7.089 billion usd
7769000000.0,6.774 billion usd
7767000000.0,6.600 billion usd
7756000000.0,7.412 billion usd
7740000000.0,9.626 billion usd
7735000000.0,8.171 billion usd
7733000000.0,8.534 billion usd
7734000000.0,8.495 billion usd
7730000000.0,8.196 billion usd
7730000000.0,7.935 billion usd
7726000000.0,7.507 billion usd
7722000000.0,8.984 billion usd
7710000000.0,10.525 billion usd
7713000000.0,7.088 billion usd
7710000000.0,6.760 billion usd
7695000000.0,8.223 billion usd
7703000000.0,8.181 billion usd
7685000000.0,9.539 billion usd
7677000000.0,6.988 billion usd
7681000000.0,6.577 billion usd
7668000000.0,7.559 billion usd
7648000000.0,7.383 billion usd
7653000000.0,6.337 billion usd
7652000000.0,6.312 billion usd
7647000000.0,6.082 billion usd
7642000000.0,8.793 billion usd
7639000000.0,7.499 billion usd
7630000000.0,8.827 billion usd
7627000000.0,6.983 billion usd
7624000000.0,9.789 billion usd
7623000000.0,8.425 billion usd
7620000000.0,6.658 billion usd
7606000000.0,10.279 billion usd
7612000000.0,9.409 billion usd
7613000000.0,9.320 billion usd
7611000000.0,8.962 billion usd
7609000000.0,8.529 billion usd
7612000000.0,7.771 billion usd
7607000000.0,7.469 billion usd
7606000000.0,7.040 billion usd
7613000000.0,6.325 billion usd
7595000000.0,7.605 billion usd
7604000000.0,6.973 billion usd
7597000000.0,6.875 billion usd
7604000000.0,6.188 billion usd
7604000000.0,6.163 billion usd
7586000000.0,7.953 billion usd
7587000000.0,7.354 billion usd
7592000000.0,6.839 billion usd
7594000000.0,6.595 billion usd
,"2,358"
,"2,358"
,"2,358"
,"2,358"
,"2,358"
,"2,358"
7578000000.0,9.420 billion usd
7577000000.0,7.919 billion usd
7579000000.0,7.726 billion usd
7576000000.0,7.438 billion usd
