07-silvestri-market_value_jan_2021
313.500 billion usd
336.110 billion usd
295.780 billion usd
205.120 billion usd
176.280 billion usd
211.890 billion usd
173.070 billion usd
163.070 billion usd
217.770 billion usd
136.150 billion usd
130.990 billion usd
112.040 billion usd
136.550 billion usd
155.850 billion usd
99.873 billion usd
157.670 billion usd
114.390 billion usd
114.130 billion usd
157.180 billion usd
99.864 billion usd
105.160 billion usd
120.410 billion usd
91.733 billion usd
93.792 billion usd
91.765 billion usd
136.860 billion usd
69.570 billion usd
79.856 billion usd
85.683 billion usd
100.760 billion usd
74.308 billion usd
90.434 billion usd
99.765 billion usd
70.503 billion usd
87.242 billion usd
65.494 billion usd
54.549 billion usd
84.670 billion usd
75.286 billion usd
67.824 billion usd
69.474 billion usd
14.068 billion usd
51.795 billion usd
77.178 billion usd
78.877 billion usd
55.393 billion usd
102.430 billion usd
61.106 billion usd
59.441 billion usd
55.421 billion usd
58.228 billion usd
56.470 billion usd
70.244 billion usd
56.640 billion usd
86.565 billion usd
53.310 billion usd
42.453 billion usd
56.772 billion usd
51.530 billion usd
72.387 billion usd
41.974 billion usd
61.899 billion usd
47.888 billion usd
51.211 billion usd
47.530 billion usd
57.566 billion usd
63.484 billion usd
54.044 billion usd
48.101 billion usd
55.686 billion usd
49.849 billion usd
45.192 billion usd
49.718 billion usd
45.541 billion usd
44.483 billion usd
47.199 billion usd
47.276 billion usd
36.659 billion usd
19.669 billion usd
29.551 billion usd
38.362 billion usd
""
70.751 billion usd
57.610 billion usd
60.282 billion usd
45.193 billion usd
43.305 billion usd
37.874 billion usd
41.826 billion usd
40.043 billion usd
37.260 billion usd
19.629 billion usd
35.299 billion usd
37.882 billion usd
32.835 billion usd
47.903 billion usd
24.261 billion usd
5.823 billion usd
34.698 billion usd
27.376 billion usd
51.115 billion usd
85.753 billion usd
36.631 billion usd
38.532 billion usd
35.182 billion usd
33.637 billion usd
34.427 billion usd
41.423 billion usd
44.228 billion usd
59.655 billion usd
34.833 billion usd
41.167 billion usd
33.030 billion usd
33.248 billion usd
32.392 billion usd
42.539 billion usd
33.334 billion usd
31.213 billion usd
32.946 billion usd
55.316 billion usd
25.017 billion usd
28.673 billion usd
24.203 billion usd
27.339 billion usd
27.533 billion usd
29.064 billion usd
27.807 billion usd
39.838 billion usd
29.568 billion usd
48.662 billion usd
41.954 billion usd
21.123 billion usd
30.189 billion usd
36.848 billion usd
44.557 billion usd
20.837 billion usd
21.769 billion usd
30.542 billion usd
29.466 billion usd
28.779 billion usd
32.457 billion usd
29.097 billion usd
27.207 billion usd
48.973 billion usd
27.258 billion usd
30.607 billion usd
""
33.813 billion usd
38.477 billion usd
32.656 billion usd
24.556 billion usd
18.350 billion usd
21.034 billion usd
17.460 billion usd
22.387 billion usd
22.792 billion usd
23.764 billion usd
23.241 billion usd
22.339 billion usd
31.104 billion usd
30.989 billion usd
16.710 billion usd
26.019 billion usd
22.724 billion usd
21.320 billion usd
27.664 billion usd
27.148 billion usd
22.682 billion usd
22.070 billion usd
31.509 billion usd
46.277 billion usd
29.319 billion usd
21.440 billion usd
23.379 billion usd
28.633 billion usd
