00-avengers-headquarters_continent
americas
asia
americas
americas
americas
americas
asia
americas
americas
americas
asia
europe
asia
asia
europe
americas
europe
europe
americas
americas
americas
asia
americas
americas
europe
americas
europe
europe
asia
asia
americas
asia
asia
europe
asia
africa
americas
asia
asia
americas
americas
asia
asia
americas
europe
europe
americas
europe
asia
americas
asia
americas
europe
europe
americas
asia
europe
asia
asia
asia
europe
asia
asia
asia
asia
asia
europe
asia
asia
asia
americas
asia
americas
asia
europe
asia
asia
americas
asia
europe
europe
europe
americas
oceania
americas
asia
europe
asia
americas
europe
americas
americas
americas
americas
americas
europe
asia
americas
americas
asia
europe
americas
americas
asia
europe
europe
asia
americas
americas
americas
americas
americas
asia
americas
americas
americas
asia
americas
asia
asia
americas
asia
europe
europe
americas
asia
americas
americas
asia
europe
americas
europe
asia
americas
asia
americas
americas
americas
americas
americas
americas
americas
asia
europe
americas
asia
europe
americas
asia
asia
asia
asia
asia
asia
americas
asia
asia
europe
asia
asia
americas
americas
americas
europe
europe
asia
asia
americas
asia
europe
americas
asia
asia
asia
europe
americas
americas
asia
americas
asia
americas
americas
europe
americas
oceania
europe
americas
europe
asia
asia
asia
asia
americas
americas
americas
asia
asia
americas
europe
asia
asia
europe
asia
asia
americas
asia
americas
americas
americas
americas
americas
americas
americas
americas
asia
asia
europe
oceania
europe
asia
asia
europe
asia
americas
americas
asia
americas
asia
americas
europe
europe
europe
americas
europe
asia
asia
asia
europe
asia
asia
asia
americas
europe
europe
americas
asia
europe
americas
europe
europe
asia
americas
americas
asia
europe
europe
asia
americas
asia
americas
asia
asia
americas
asia
europe
europe
europe
americas
asia
asia
asia
asia
asia
europe
asia
americas
asia
americas
americas
americas
asia
europe
asia
asia
americas
americas
americas
americas
americas
americas
europe
asia
africa
americas
americas
americas
asia
europe
asia
americas
asia
asia
americas
europe
americas
americas
asia
americas
asia
europe
europe
americas
europe
asia
americas
americas
americas
americas
europe
europe
europe
europe
asia
europe
europe
asia
europe
americas
asia
asia
americas
asia
asia
asia
asia
asia
europe
europe
americas
asia
asia
americas
americas
americas
americas
americas
americas
americas
europe
americas
americas
asia
asia
oceania
asia
asia
americas
asia
americas
europe
americas
asia
europe
americas
americas
asia
americas
asia
americas
europe
europe
americas
americas
europe
asia
americas
americas
asia
americas
europe
asia
asia
americas
americas
americas
asia
asia
americas
americas
americas
europe
americas
americas
europe
europe
asia
asia
asia
americas
asia
americas
asia
asia
asia
asia
europe
asia
europe
americas
americas
europe
americas
europe
asia
asia
asia
europe
asia
americas
asia
asia
oceania
americas
americas
americas
americas
americas
americas
americas
asia
asia
asia
asia
asia
americas
europe
asia
americas
asia
asia
europe
asia
asia
africa
americas
asia
americas
asia
asia
asia
asia
europe
americas
asia
americas
americas
asia
americas
asia
americas
asia
asia
americas
americas
americas
americas
americas
asia
asia
asia
americas
asia
europe
europe
asia
americas
europe
asia
americas
europe
americas
asia
asia
asia
europe
europe
asia
americas
asia
europe
asia
americas
asia
europe
asia
oceania
europe
europe
asia
americas
americas
americas
asia
asia
americas
americas
europe
americas
americas
asia
americas
americas
americas
asia
americas
asia
americas
asia
americas
asia
americas
asia
asia
asia
asia
asia
americas
americas
americas
americas
americas
asia
asia
americas
americas
americas
americas
americas
asia
asia
asia
asia
europe
americas
asia
europe
americas
americas
americas
americas
americas
americas
europe
asia
americas
americas
europe
asia
europe
europe
asia
americas
asia
asia
americas
asia
asia
americas
americas
europe
americas
europe
americas
asia
americas
asia
asia
asia
asia
asia
asia
asia
americas
asia
asia
europe
americas
asia
americas
americas
europe
europe
americas
americas
asia
americas
oceania
americas
asia
asia
europe
europe
americas
americas
americas
asia
asia
europe
europe
americas
asia
asia
europe
oceania
europe
asia
asia
asia
asia
asia
americas
asia
americas
americas
europe
asia
asia
asia
asia
europe
europe
asia
asia
americas
asia
americas
asia
europe
asia
asia
asia
asia
asia
europe
asia
americas
americas
asia
americas
asia
asia
asia
asia
europe
asia
europe
europe
oceania
asia
asia
americas
oceania
asia
asia
africa
oceania
europe
asia
asia
asia
europe
europe
europe
asia
oceania
europe
asia
oceania
americas
americas
americas
americas
europe
europe
americas
americas
asia
asia
europe
americas
americas
asia
europe
americas
americas
europe
americas
americas
asia
asia
asia
europe
europe
americas
americas
europe
asia
americas
asia
asia
oceania
americas
europe
americas
asia
asia
europe
europe
asia
americas
europe
americas
asia
asia
americas
europe
europe
americas
africa
asia
asia
americas
asia
americas
asia
asia
americas
asia
europe
americas
asia
americas
americas
asia
americas
americas
asia
asia
asia
asia
europe
europe
americas
asia
asia
europe
asia
asia
asia
americas
americas
americas
americas
asia
europe
asia
africa
europe
europe
asia
europe
americas
americas
americas
americas
asia
europe
americas
americas
americas
asia
asia
americas
americas
americas
americas
asia
asia
americas
europe
asia
asia
americas
americas
americas
asia
asia
europe
americas
asia
americas
asia
americas
americas
asia
americas
oceania
asia
americas
europe
europe
oceania
americas
asia
americas
europe
americas
europe
asia
asia
americas
asia
europe
asia
asia
asia
americas
americas
americas
americas
asia
europe
asia
asia
asia
europe
americas
asia
europe
americas
europe
americas
europe
asia
americas
asia
asia
asia
asia
asia
americas
asia
asia
asia
europe
americas
asia
americas
asia
asia
asia
asia
americas
americas
europe
americas
americas
americas
asia
americas
asia
asia
americas
asia
asia
europe
asia
europe
europe
americas
americas
americas
asia
americas
asia
europe
americas
africa
europe
asia
asia
americas
europe
americas
americas
asia
oceania
asia
europe
asia
americas
asia
oceania
americas
americas
asia
americas
americas
europe
europe
americas
europe
asia
asia
asia
americas
americas
asia
asia
americas
americas
americas
asia
europe
oceania
asia
americas
asia
europe
americas
asia
europe
americas
asia
americas
americas
asia
americas
europe
asia
europe
americas
europe
asia
asia
europe
europe
europe
europe
oceania
europe
europe
oceania
americas
asia
oceania
asia
americas
europe
americas
americas
asia
americas
asia
americas
europe
asia
europe
europe
americas
americas
asia
europe
asia
asia
asia
americas
asia
americas
europe
asia
americas
americas
americas
asia
americas
asia
europe
americas
asia
asia
americas
europe
europe
americas
europe
europe
asia
americas
asia
americas
europe
europe
americas
europe
americas
asia
europe
americas
asia
americas
americas
americas
asia
asia
asia
asia
americas
americas
asia
americas
europe
asia
americas
asia
asia
asia
asia
americas
asia
americas
americas
asia
asia
americas
americas
asia
americas
asia
americas
asia
asia
asia
americas
asia
europe
americas
europe
asia
americas
asia
europe
americas
americas
americas
asia
europe
asia
asia
asia
americas
asia
europe
asia
americas
asia
asia
asia
asia
europe
americas
americas
europe
asia
asia
americas
americas
americas
asia
europe
americas
americas
americas
africa
americas
asia
asia
europe
americas
asia
europe
asia
asia
europe
europe
americas
asia
asia
europe
americas
americas
americas
asia
europe
asia
americas
asia
americas
americas
asia
asia
europe
americas
americas
asia
oceania
asia
europe
americas
americas
asia
americas
americas
americas
europe
europe
americas
americas
asia
oceania
europe
asia
asia
asia
asia
europe
americas
americas
asia
europe
americas
europe
americas
europe
asia
europe
asia
europe
europe
americas
americas
asia
americas
europe
asia
americas
americas
asia
europe
asia
asia
asia
asia
asia
americas
asia
americas
asia
americas
asia
europe
europe
europe
americas
asia
europe
asia
americas
asia
africa
asia
europe
asia
americas
asia
asia
europe
americas
europe
americas
americas
americas
asia
asia
americas
asia
americas
oceania
americas
asia
europe
europe
americas
asia
asia
asia
americas
asia
americas
asia
asia
asia
americas
europe
asia
americas
europe
europe
asia
asia
americas
asia
asia
americas
asia
americas
europe
asia
asia
europe
asia
asia
americas
asia
asia
asia
asia
asia
asia
asia
americas
asia
asia
asia
asia
asia
americas
americas
europe
europe
americas
asia
americas
europe
asia
europe
asia
asia
asia
europe
asia
asia
americas
americas
americas
europe
americas
asia
asia
americas
asia
asia
asia
asia
europe
asia
asia
americas
asia
europe
asia
europe
americas
asia
asia
europe
americas
americas
americas
asia
asia
asia
europe
asia
asia
europe
americas
europe
europe
europe
europe
asia
asia
americas
americas
americas
americas
europe
europe
asia
americas
asia
americas
asia
asia
asia
oceania
europe
europe
asia
americas
asia
americas
europe
asia
americas
americas
europe
africa
europe
europe
americas
asia
asia
asia
americas
europe
asia
europe
asia
europe
asia
americas
americas
americas
americas
europe
europe
asia
asia
asia
americas
asia
asia
americas
asia
americas
europe
americas
americas
americas
americas
europe
asia
americas
asia
americas
americas
asia
asia
americas
asia
americas
asia
asia
asia
asia
americas
asia
americas
asia
asia
americas
asia
americas
europe
americas
americas
americas
americas
americas
americas
americas
asia
asia
asia
americas
asia
americas
europe
asia
americas
asia
americas
asia
americas
americas
europe
asia
europe
americas
americas
americas
americas
asia
asia
africa
americas
asia
asia
americas
americas
americas
asia
asia
europe
asia
asia
europe
asia
asia
europe
asia
americas
americas
asia
americas
americas
americas
americas
americas
asia
asia
asia
asia
americas
europe
americas
europe
americas
asia
europe
asia
americas
africa
asia
asia
europe
europe
americas
americas
americas
americas
asia
americas
americas
americas
asia
asia
asia
oceania
asia
asia
asia
americas
asia
americas
asia
asia
europe
asia
americas
europe
asia
americas
europe
asia
asia
americas
europe
americas
americas
europe
asia
americas
asia
europe
americas
europe
asia
asia
asia
europe
europe
europe
asia
africa
europe
asia
europe
asia
americas
asia
americas
asia
americas
americas
americas
americas
americas
europe
americas
europe
asia
asia
asia
asia
asia
europe
asia
americas
asia
asia
americas
americas
europe
asia
asia
asia
oceania
europe
americas
europe
americas
europe
americas
americas
americas
europe
asia
americas
asia
americas
europe
oceania
asia
americas
asia
asia
asia
asia
asia
americas
americas
europe
asia
asia
americas
americas
asia
americas
asia
europe
europe
europe
americas
asia
asia
americas
asia
americas
asia
americas
europe
asia
asia
americas
europe
europe
asia
asia
asia
americas
asia
asia
americas
americas
europe
americas
europe
asia
americas
asia
asia
europe
americas
americas
europe
europe
europe
americas
asia
asia
asia
europe
asia
asia
americas
asia
asia
oceania
europe
asia
americas
asia
americas
asia
oceania
europe
asia
americas
asia
asia
europe
europe
asia
americas
europe
asia
americas
europe
europe
asia
asia
europe
asia
asia
americas
asia
americas
europe
asia
americas
asia
asia
americas
asia
asia
asia
americas
asia
americas
europe
americas
africa
americas
asia
asia
oceania
asia
americas
oceania
europe
asia
americas
asia
americas
asia
americas
americas
americas
americas
asia
europe
americas
europe
asia
asia
asia
asia
americas
africa
asia
europe
asia
asia
europe
asia
americas
oceania
asia
asia
asia
americas
asia
asia
americas
asia
europe
asia
asia
americas
asia
europe
asia
americas
americas
oceania
asia
europe
asia
europe
americas
asia
asia
americas
europe
asia
americas
americas
asia
oceania
americas
americas
europe
oceania
asia
americas
asia
asia
americas
asia
asia
asia
asia
americas
asia
asia
asia
europe
europe
asia
americas
asia
asia
americas
asia
americas
americas
americas
americas
americas
americas
asia
americas
oceania
europe
asia
asia
oceania
europe
oceania
asia
asia
americas
asia
americas
africa
asia
americas
asia
asia
americas
europe
americas
americas
asia
asia
asia
asia
asia
americas
europe
asia
americas
americas
americas
americas
americas
americas
asia
asia
asia
europe
europe
americas
asia
oceania
asia
asia
americas
americas
americas
asia
asia
europe
europe
asia
asia
americas
europe
asia
americas
europe
asia
americas
asia
americas
europe
oceania
oceania
americas
europe
europe
asia
americas
americas
europe
americas
americas
europe
americas
asia
asia
americas
europe
europe
europe
asia
americas
asia
oceania
americas
americas
asia
americas
europe
asia
americas
americas
americas
americas
europe
americas
americas
asia
europe
europe
europe
europe
americas
europe
americas
europe
europe
americas
asia
asia
americas
asia
asia
asia
europe
asia
asia
americas
europe
asia
americas
europe
asia
americas
europe
asia
asia
asia
asia
asia
americas
asia
americas
europe
europe
oceania
asia
asia
asia
americas
asia
americas
europe
asia
americas
americas
asia
asia
asia
americas
asia
africa
oceania
asia
americas
asia
europe
asia
americas
oceania
asia
asia
europe
europe
europe
oceania
asia
americas
americas
asia
europe
europe
americas
europe
asia
asia
asia
oceania
americas
asia
asia
americas
asia
americas
asia
asia
asia
europe
americas
americas
asia
asia
asia
americas
oceania
americas
europe
europe
asia
americas
asia
asia
asia
asia
asia
asia
asia
europe
asia
asia
americas
europe
asia
americas
europe
asia
oceania
asia
asia
asia
asia
europe
europe
americas
asia
americas
asia
asia
americas
asia
americas
asia
asia
americas
asia
oceania
europe
americas
asia
oceania
americas
asia
americas
americas
africa
americas
europe
asia
asia
americas
asia
americas
americas
americas
asia
asia
asia
europe
europe
europe
asia
asia
europe
europe
americas
asia
americas
europe
asia
asia
europe
europe
asia
americas
asia
americas
americas
asia
asia
americas
americas
americas
americas
americas
asia
europe
asia
asia
oceania
americas
americas
europe
europe
asia
asia
asia
americas
americas
americas
americas
asia
americas
europe
asia
asia
asia
americas
asia
europe
europe
europe
asia
americas
americas
asia
asia
asia
americas
europe
asia
asia
asia
americas
americas
asia
americas
europe
europe
asia
asia
asia
americas
americas
europe
americas
americas
americas
americas
europe
americas
asia
americas
asia
africa
americas
asia
americas
asia
asia
europe
americas
asia
oceania
asia
americas
americas
asia
asia
europe
asia
americas
asia
americas
americas
asia
asia
oceania
asia
europe
americas
europe
americas
asia
asia
asia
oceania
europe
asia
americas
americas
asia
americas
americas
asia
americas
americas
americas
asia
americas
asia
asia
americas
asia
americas
americas
americas
asia
europe
asia
""
asia
asia
asia
asia
asia
asia
asia
americas
asia
americas
asia
americas
americas
europe
americas
asia
europe
europe
americas
asia
americas
americas
europe
americas
asia
asia
asia
asia
asia
asia
americas
europe
asia
asia
europe
europe
europe
asia
asia
asia
asia
asia
asia
asia
asia
americas
americas
asia
asia
asia
asia
asia
asia
asia
asia
europe
asia
asia
asia
europe
americas
asia
europe
americas
europe
europe
asia
asia
americas
americas
asia
europe
asia
asia
europe
americas
americas
asia
asia
europe
asia
americas
asia
americas
asia
americas
americas
americas
asia
asia
americas
asia
asia
asia
asia
asia
asia
africa
americas
asia
americas
asia
asia
asia
asia
americas
asia
asia
asia
americas
americas
europe
europe
asia
asia
asia
asia
asia
asia
americas
americas
asia
europe
asia
americas
americas
asia
americas
asia
americas
europe
americas
asia
americas
americas
europe
asia
asia
asia
asia
americas
americas
americas
asia
americas
asia
asia
asia
americas
asia
americas
americas
asia
asia
americas
americas
asia
asia
europe
europe
americas
europe
asia
americas
americas
asia
asia
americas
asia
asia
asia
europe
asia
americas
europe
asia
europe
oceania
asia
asia
asia
asia
asia
asia
asia
asia
americas
europe
asia
americas
asia
americas
americas
americas
asia
asia
europe
europe
oceania
asia
americas
americas
asia
asia
americas
europe
asia
asia
africa
europe
asia
asia
asia
asia
americas
asia
asia
europe
europe
europe
europe
asia
asia
europe
americas
asia
asia
oceania
asia
americas
europe
europe
americas
asia
americas
asia
asia
asia
americas
americas
europe
oceania
asia
asia
europe
americas
americas
europe
americas
americas
europe
asia
asia
oceania
americas
europe
asia
asia
europe
oceania
europe
americas
europe
americas
europe
asia
asia
americas
asia
asia
asia
americas
asia
asia
asia
asia
oceania
americas
asia
americas
americas
americas
europe
asia
americas
asia
asia
asia
americas
asia
asia
americas
asia
asia
americas
europe
americas
asia
asia
europe
europe
asia
asia
asia
americas
americas
europe
americas
americas
europe
asia
americas
asia
asia
asia
asia
americas
europe
americas
americas
americas
asia
europe
asia
asia
europe
asia
asia
asia
asia
europe
asia
asia
asia
americas
asia
asia
asia
europe
asia
americas
asia
europe
asia
americas
asia
europe
asia
asia
europe
asia
americas
americas
americas
americas
asia
europe
asia
europe
asia
asia
europe
europe
asia
asia
americas
asia
europe
asia
americas
americas
asia
americas
americas
europe
americas
americas
americas
asia
americas
americas
europe
asia
asia
asia
asia
europe
asia
americas
asia
asia
asia
asia
europe
asia
americas
asia
asia
asia
americas
europe
asia
asia
asia
africa
asia
asia
americas
asia
asia
americas
asia
asia
americas
asia
oceania
asia
asia
asia
americas
americas
americas
asia
asia
asia
americas
europe
americas
americas
americas
europe
americas
europe
asia
asia
europe
asia
asia
americas
asia
europe
americas
europe
asia
asia
americas
asia
asia
europe
asia
americas
europe
americas
asia
asia
asia
asia
asia
americas
asia
asia
asia
americas
europe
asia
americas
asia
americas
asia
asia
americas
asia
americas
americas
asia
americas
asia
europe
asia
asia
asia
americas
asia
europe
asia
americas
oceania
europe
americas
americas
americas
americas
americas
asia
asia
europe
americas
asia
americas
asia
asia
asia
asia
americas
americas
asia
americas
americas
asia
americas
europe
europe
americas
oceania
asia
asia
europe
asia
asia
asia
americas
americas
americas
europe
asia
europe
americas
oceania
asia
asia
europe
asia
asia
americas
europe
americas
asia
americas
asia
europe
americas
europe
europe
asia
americas
europe
asia
americas
asia
asia
americas
asia
americas
asia
americas
americas
asia
asia
asia
asia
americas
americas
americas
asia
asia
americas
europe
americas
americas
europe
asia
africa
americas
europe
asia
americas
asia
americas
asia
asia
americas
americas
americas
asia
europe
asia
asia
americas
americas
asia
asia
asia
asia
europe
americas
americas
americas
europe
americas
asia
americas
asia
americas
americas
asia
asia
asia
americas
americas
asia
americas
asia
asia
oceania
europe
asia
asia
asia
americas
asia
europe
americas
asia
europe
americas
americas
asia
europe
asia
americas
oceania
europe
asia
asia
europe
americas
americas
asia
asia
americas
europe
europe
americas
americas
asia
asia
asia
asia
europe
americas
europe
asia
asia
asia
asia
americas
asia
oceania
europe
europe
asia
asia
asia
americas
europe
americas
americas
americas
asia
asia
asia
asia
europe
americas
asia
americas
americas
americas
asia
americas
americas
asia
americas
americas
asia
asia
asia
americas
europe
americas
asia
asia
asia
americas
asia
asia
americas
europe
europe
oceania
asia
americas
europe
oceania
americas
asia
asia
asia
americas
europe
americas
americas
europe
asia
americas
americas
asia
asia
americas
asia
asia
americas
asia
americas
americas
asia
asia
americas
americas
americas
americas
europe
asia
asia
americas
americas
europe
americas
asia
americas
asia
oceania
asia
americas
asia
asia
europe
americas
asia
asia
americas
europe
europe
americas
asia
asia
europe
americas
americas
europe
asia
europe
asia
asia
europe
americas
europe
europe
europe
asia
americas
asia
europe
americas
americas
asia
asia
asia
americas
americas
americas
americas
europe
americas
europe
asia
americas
asia
europe
americas
americas
asia
asia
asia
oceania
europe
asia
americas
asia
asia
europe
americas
asia
oceania
asia
americas
europe
asia
americas
asia
americas
americas
americas
asia
europe
europe
asia
asia
asia
asia
asia
asia
asia
asia
asia
europe
americas
asia
europe
americas
asia
asia
americas
asia
asia
asia
americas
asia
asia
europe
asia
asia
americas
americas
asia
asia
oceania
oceania
asia
europe
asia
americas
americas
asia
oceania
americas
asia
americas
asia
europe
americas
americas
europe
americas
europe
americas
asia
asia
asia
asia
asia
asia
asia
asia
europe
europe
asia
europe
asia
asia
asia
americas
americas
europe
asia
americas
americas
asia
americas
asia
americas
americas
americas
americas
asia
asia
europe
americas
americas
americas
africa
americas
asia
americas
americas
asia
asia
asia
americas
asia
asia
europe
asia
asia
asia
asia
americas
asia
asia
americas
europe
asia
europe
europe
asia
asia
americas
asia
asia
asia
europe
africa
americas
asia
europe
asia
africa
europe
asia
americas
asia
asia
oceania
americas
europe
americas
oceania
europe
asia
asia
asia
asia
asia
asia
asia
europe
europe
asia
europe
asia
asia
europe
asia
europe
europe
americas
americas
asia
americas
asia
americas
asia
americas
oceania
europe
asia
asia
asia
oceania
europe
americas
asia
asia
asia
asia
americas
americas
asia
asia
americas
europe
asia
europe
europe
europe
asia
americas
asia
americas
asia
asia
asia
asia
asia
americas
europe
americas
asia
asia
asia
europe
asia
asia
americas
asia
europe
americas
americas
asia
americas
asia
asia
asia
europe
americas
americas
asia
europe
americas
asia
americas
europe
europe
americas
asia
americas
oceania
asia
europe
americas
europe
americas
asia
americas
asia
asia
americas
asia
americas
europe
americas
americas
asia
americas
asia
americas
europe
asia
americas
americas
europe
americas
asia
europe
asia
asia
asia
asia
americas
europe
europe
europe
asia
asia
americas
americas
europe
americas
europe
americas
asia
asia
asia
americas
europe
asia
asia
europe
americas
europe
asia
asia
asia
americas
asia
asia
asia
asia
americas
americas
americas
europe
americas
americas
europe
americas
asia
asia
asia
americas
europe
americas
oceania
europe
asia
asia
asia
americas
asia
asia
europe
europe
asia
europe
asia
asia
asia
asia
americas
americas
americas
asia
americas
asia
americas
americas
asia
asia
asia
americas
americas
americas
americas
asia
europe
americas
asia
asia
oceania
europe
europe
asia
europe
africa
europe
asia
europe
americas
asia
americas
americas
asia
americas
asia
europe
asia
americas
asia
americas
asia
asia
europe
americas
asia
americas
americas
asia
americas
americas
americas
europe
americas
americas
americas
americas
asia
asia
asia
asia
asia
asia
oceania
americas
americas
americas
asia
asia
americas
oceania
americas
asia
europe
americas
asia
europe
americas
asia
africa
europe
americas
europe
americas
asia
asia
americas
americas
asia
americas
americas
europe
asia
asia
asia
asia
americas
americas
europe
americas
europe
asia
asia
asia
asia
asia
asia
americas
americas
asia
americas
europe
americas
asia
oceania
americas
asia
asia
europe
asia
asia
europe
americas
asia
asia
asia
americas
asia
asia
americas
asia
americas
asia
asia
europe
americas
asia
asia
americas
europe
americas
americas
asia
asia
europe
asia
americas
oceania
asia
americas
asia
europe
americas
europe
asia
europe
americas
asia
americas
asia
asia
americas
europe
asia
asia
europe
europe
americas
asia
americas
asia
oceania
europe
europe
asia
asia
americas
europe
asia
europe
asia
americas
asia
asia
europe
europe
europe
americas
asia
americas
asia
americas
americas
asia
asia
asia
asia
asia
asia
asia
europe
asia
asia
asia
asia
asia
asia
asia
asia
americas
asia
americas
europe
asia
europe
europe
asia
asia
asia
asia
oceania
europe
americas
asia
asia
americas
americas
asia
americas
americas
asia
americas
europe
americas
americas
asia
asia
asia
europe
europe
asia
americas
asia
asia
europe
americas
asia
asia
europe
americas
asia
americas
asia
asia
asia
americas
asia
asia
europe
asia
asia
asia
asia
asia
europe
asia
asia
americas
oceania
asia
asia
americas
europe
americas
europe
asia
europe
europe
europe
asia
asia
asia
europe
asia
asia
europe
asia
americas
americas
europe
americas
asia
oceania
asia
americas
asia
oceania
asia
americas
americas
americas
asia
americas
americas
europe
europe
asia
americas
asia
americas
americas
americas
americas
americas
americas
asia
americas
europe
asia
asia
asia
asia
oceania
americas
asia
asia
asia
europe
europe
europe
americas
americas
europe
asia
americas
asia
asia
americas
americas
asia
americas
americas
americas
asia
europe
asia
oceania
europe
asia
americas
europe
asia
europe
americas
americas
americas
americas
asia
americas
asia
asia
asia
americas
americas
americas
asia
asia
asia
asia
europe
americas
asia
asia
europe
asia
americas
americas
asia
europe
asia
asia
asia
asia
americas
asia
americas
americas
asia
asia
asia
asia
americas
europe
asia
europe
europe
asia
americas
asia
europe
oceania
oceania
asia
americas
americas
asia
asia
asia
asia
americas
asia
asia
americas
asia
americas
asia
americas
americas
asia
asia
asia
americas
asia
americas
americas
asia
asia
asia
americas
americas
asia
americas
americas
americas
asia
asia
asia
americas
europe
americas
americas
europe
europe
americas
europe
asia
africa
asia
americas
americas
europe
americas
americas
asia
americas
asia
americas
asia
asia
europe
americas
europe
americas
asia
europe
americas
asia
asia
asia
americas
asia
asia
americas
asia
asia
asia
americas
americas
asia
europe
asia
americas
americas
asia
europe
asia
asia
asia
europe
asia
asia
americas
americas
americas
asia
europe
asia
asia
asia
europe
americas
asia
americas
europe
asia
asia
europe
asia
asia
asia
americas
americas
europe
americas
asia
asia
americas
asia
asia
asia
asia
asia
americas
europe
asia
americas
europe
americas
oceania
asia
asia
asia
americas
americas
americas
americas
asia
asia
americas
asia
americas
asia
americas
asia
americas
asia
asia
europe
asia
asia
americas
americas
asia
americas
asia
europe
asia
europe
asia
americas
americas
asia
asia
americas
americas
asia
asia
europe
asia
europe
asia
europe
asia
asia
asia
asia
asia
asia
asia
asia
europe
americas
europe
asia
asia
americas
asia
asia
asia
americas
asia
europe
americas
americas
asia
americas
asia
americas
asia
americas
asia
asia
asia
europe
americas
asia
asia
asia
asia
asia
europe
europe
americas
americas
asia
asia
asia
americas
americas
asia
asia
asia
americas
asia
asia
americas
americas
asia
americas
americas
europe
americas
asia
americas
asia
americas
asia
americas
americas
asia
africa
asia
americas
asia
asia
americas
europe
americas
oceania
