10-DeBiGa-market_cap,10-DeBiGa-revenue
doll_2.6 b,doll_2.2 b
doll_3.0 b,doll_2.2 b
doll_1.2 b,doll_2.2 b
doll_2.5 b,doll_2.2 b
doll_2.1 b,doll_2.2 b
doll_17.0 b,doll_2.2 b
doll_4.4 b,doll_2.2 b
doll_42.4 m,doll_2.2 b
doll_12.9 b,doll_2.2 b
doll_2.7 b,doll_2.2 b
doll_2.1 b,doll_2.2 b
doll_8.1 b,doll_2.2 b
doll_1.1 b,doll_2.2 b
doll_1.5 b,doll_2.2 b
doll_5.2 b,doll_2.2 b
doll_7.2 b,doll_2.2 b
doll_1.6 b,doll_2.2 b
doll_3.0 b,doll_2.2 b
doll_1.3 b,doll_2.2 b
doll_725.8 m,doll_2.2 b
doll_13.4 b,doll_2.2 b
doll_5.3 b,doll_2.2 b
doll_5.4 b,doll_2.2 b
doll_4.5 b,doll_2.2 b
doll_7.1 b,doll_2.2 b
doll_2.6 b,doll_2.2 b
doll_3.2 b,doll_2.2 b
doll_5.7 b,doll_2.2 b
doll_2.1 b,doll_2.2 b
doll_9.9 b,doll_2.2 b
doll_3.2 b,doll_2.2 b
doll_390.2 m,doll_2.2 b
doll_3.7 b,doll_2.2 b
doll_3.1 b,doll_2.2 b
doll_5.0 b,doll_2.2 b
doll_1.4 b,doll_2.2 b
doll_3.2 b,doll_2.2 b
doll_600.4 m,doll_2.2 b
doll_1.2 b,doll_2.2 b
doll_2.5 b,doll_2.2 b
doll_19.4 b,doll_2.2 b
doll_83.2 m,doll_2.2 b
doll_149.5 m,doll_2.2 b
doll_21.4 b,doll_2.2 b
doll_971.9 m,doll_2.2 b
0,doll_2.2 b
doll_3.0 b,doll_2.2 b
doll_1.2 b,doll_2.2 b
doll_2.6 b,doll_2.2 b
doll_4.4 b,doll_2.2 b
doll_1.7 b,doll_2.2 b
doll_5.1 b,doll_2.2 b
doll_4.3 b,doll_2.2 b
doll_7.1 b,doll_2.2 b
doll_2.5 b,doll_2.2 b
doll_2.5 b,doll_2.2 b
doll_480.6 m,doll_2.2 b
doll_735.6 m,doll_2.2 b
doll_3.5 b,doll_2.2 b
doll_3.7 b,doll_2.2 b
0,doll_2.2 b
doll_2.3 b,doll_2.2 b
doll_1.2 b,doll_2.2 b
doll_2.5 b,doll_2.2 b
doll_846.3 m,doll_2.2 b
doll_4.4 b,doll_2.2 b
doll_2.6 b,doll_2.2 b
doll_811.8 m,doll_2.2 b
doll_3.6 b,doll_2.2 b
doll_1.2 b,doll_2.2 b
doll_1.7 b,doll_2.2 b
doll_13.1 b,doll_2.3 b
doll_1.5 b,doll_2.3 b
doll_11.4 b,doll_2.3 b
doll_1.7 b,doll_2.3 b
doll_1.0 b,doll_2.3 b
doll_2.1 b,doll_2.3 b
doll_1.7 b,doll_2.3 b
doll_2.3 b,doll_2.3 b
doll_4.2 b,doll_2.3 b
doll_3.9 b,doll_2.3 b
doll_1.7 b,doll_2.3 b
doll_2.6 b,doll_2.3 b
doll_11.1 b,doll_2.3 b
doll_1.4 b,doll_2.3 b
doll_857.8 m,doll_2.3 b
doll_1.9 b,doll_2.3 b
doll_11.5 b,doll_2.3 b
0,doll_2.3 b
doll_1.8 b,doll_2.3 b
doll_4.9 b,doll_2.3 b
doll_4.7 b,doll_2.3 b
doll_4.8 b,doll_2.3 b
doll_2.0 b,doll_2.3 b
doll_948.6 m,doll_2.3 b
doll_4.4 b,doll_2.3 b
doll_6.6 b,doll_2.3 b
doll_6.7 b,doll_2.3 b
doll_2.3 b,doll_2.3 b
doll_18.3 b,doll_2.3 b
doll_679.1 m,doll_2.3 b
doll_3.8 b,doll_2.3 b
doll_7.7 b,doll_2.3 b
doll_6.4 b,doll_2.3 b
doll_6.1 b,doll_2.3 b
0,doll_2.3 b
doll_9.3 b,doll_2.3 b
doll_1.1 b,doll_2.3 b
doll_3.9 b,doll_2.3 b
doll_2.9 b,doll_2.3 b
doll_4.7 b,doll_2.3 b
doll_1.3 b,doll_2.3 b
doll_4.8 b,doll_2.3 b
doll_6.4 b,doll_2.3 b
doll_1.9 b,doll_2.3 b
doll_8.8 b,doll_2.3 b
doll_681.8 m,doll_2.3 b
doll_2.0 b,doll_2.3 b
doll_23.6 b,doll_2.3 b
doll_2.2 b,doll_2.3 b
doll_3.0 b,doll_2.3 b
doll_11.8 b,doll_2.3 b
doll_14.5 b,doll_2.3 b
doll_2.2 b,doll_2.3 b
doll_6.6 b,doll_2.3 b
doll_1.9 b,doll_2.3 b
doll_11.9 b,doll_2.3 b
doll_4.5 b,doll_2.3 b
doll_3.2 b,doll_2.3 b
doll_3.4 b,doll_2.3 b
doll_4.9 b,doll_2.3 b
doll_4.4 b,doll_2.3 b
doll_725.5 m,doll_2.3 b
doll_31.6 b,doll_2.3 b
doll_9.7 b,doll_2.3 b
doll_1.0 b,doll_2.3 b
doll_2.3 b,doll_2.3 b
doll_7.4 b,doll_2.3 b
doll_2.3 b,doll_2.3 b
doll_436.9 m,doll_2.3 b
doll_3.0 b,doll_2.3 b
doll_4.0 b,doll_2.3 b
doll_2.9 b,doll_2.3 b
doll_2.3 b,doll_2.3 b
doll_454.2 m,doll_2.3 b
doll_7.9 b,doll_2.3 b
doll_5.1 b,doll_2.3 b
doll_20.8 b,doll_2.3 b
doll_6.1 b,doll_2.3 b
doll_36.1 b,doll_2.3 b
doll_1.7 b,doll_2.3 b
doll_1.2 b,doll_2.3 b
doll_447.2 m,doll_2.3 b
doll_16.5 b,doll_2.3 b
doll_579.7 m,doll_2.3 b
doll_2.4 b,doll_2.3 b
0,doll_2.3 b
doll_14.6 b,doll_2.3 b
doll_227.7 m,doll_2.3 b
doll_786.3 m,doll_2.3 b
doll_1.2 b,doll_2.3 b
doll_3.8 b,doll_2.3 b
doll_9.5 b,doll_2.3 b
doll_5.0 b,doll_2.3 b
doll_624.2 m,doll_2.3 b
0,doll_2.3 b
0,doll_2.3 b
doll_5.8 b,doll_2.3 b
doll_841.6 m,doll_2.3 b
doll_515.6 m,doll_2.3 b
doll_7.4 b,doll_2.3 b
doll_2.0 b,doll_2.3 b
doll_648.0 m,doll_2.3 b
doll_6.2 b,doll_2.3 b
doll_521.8 m,doll_2.3 b
doll_2.4 b,doll_2.3 b
doll_10.2 b,doll_2.3 b
0,doll_2.4 b
doll_2.8 b,doll_2.4 b
doll_2.7 b,doll_2.4 b
doll_3.4 b,doll_2.4 b
doll_994.7 m,doll_2.4 b
doll_1.1 b,doll_2.4 b
doll_2.8 b,doll_2.4 b
doll_623.4 m,doll_2.4 b
doll_9.3 b,doll_2.4 b
doll_1.4 b,doll_2.4 b
doll_3.1 b,doll_2.4 b
doll_1.7 b,doll_2.4 b
doll_6.9 b,doll_2.4 b
doll_5.7 b,doll_2.4 b
0,doll_2.4 b
doll_11.5 b,doll_2.4 b
doll_6.3 b,doll_2.4 b
doll_10.6 b,doll_2.4 b
doll_2.4 b,doll_2.4 b
doll_3.6 b,doll_2.4 b
doll_2.2 b,doll_2.4 b
doll_604.0 m,doll_2.4 b
doll_6.1 b,doll_2.4 b
doll_463.0 m,doll_2.4 b
doll_1.5 b,doll_2.4 b
doll_752.5 m,doll_2.4 b
0,doll_2.4 b
doll_4.2 b,doll_2.4 b
doll_614.5 m,doll_2.4 b
0,doll_2.4 b
doll_3.9 b,doll_2.4 b
doll_138.9 m,doll_2.4 b
doll_3.7 b,doll_2.4 b
doll_2.5 b,doll_2.4 b
doll_2.3 b,doll_2.4 b
0,doll_2.4 b
doll_1.1 b,doll_2.4 b
doll_4.2 b,doll_2.4 b
doll_3.3 b,doll_2.4 b
doll_3.7 b,doll_2.4 b
doll_6.3 b,doll_2.4 b
doll_297.7 m,doll_2.4 b
doll_1.1 b,doll_2.4 b
doll_1.1 b,doll_2.4 b
doll_9.9 b,doll_2.4 b
doll_3.9 b,doll_2.4 b
doll_16.6 b,doll_2.4 b
doll_578.4 m,doll_2.4 b
doll_18.1 b,doll_2.4 b
doll_4.8 b,doll_2.4 b
doll_1.3 b,doll_2.4 b
doll_9.5 b,doll_2.4 b
doll_1.6 b,doll_2.4 b
doll_1.8 b,doll_2.4 b
doll_5.0 b,doll_2.4 b
doll_19.7 b,doll_2.4 b
doll_3.4 b,doll_2.4 b
doll_3.1 b,doll_2.4 b
doll_41.2 b,doll_2.4 b
doll_4.5 b,doll_2.4 b
doll_12.9 b,doll_2.5 b
doll_54.9 b,doll_2.5 b
0,doll_2.5 b
doll_6.5 b,doll_2.5 b
0,doll_2.5 b
doll_23.0 b,doll_2.5 b
doll_3.3 b,doll_2.5 b
doll_1.5 b,doll_2.5 b
doll_3.0 b,doll_2.5 b
doll_17.2 b,doll_2.5 b
doll_3.3 b,doll_2.5 b
doll_2.7 b,doll_2.5 b
doll_2.1 b,doll_2.5 b
0,doll_2.5 b
doll_7.3 m,doll_2.5 b
doll_2.6 b,doll_2.5 b
doll_4.3 b,doll_2.5 b
doll_4.8 b,doll_2.5 b
doll_13.2 b,doll_2.5 b
0,doll_2.5 b
doll_1.6 b,doll_2.5 b
doll_6.2 b,doll_2.5 b
doll_4.5 b,doll_2.5 b
doll_2.6 b,doll_2.5 b
doll_1.8 b,doll_2.5 b
doll_1.9 b,doll_2.5 b
doll_2.7 b,doll_2.5 b
doll_5.6 b,doll_2.5 b
doll_58.2 b,doll_2.5 b
doll_6.1 b,doll_2.5 b
doll_1.4 b,doll_2.5 b
doll_2.3 b,doll_2.5 b
doll_3.6 b,doll_2.5 b
doll_2.4 b,doll_2.5 b
doll_458.2 m,doll_2.5 b
0,doll_2.5 b
doll_2.7 b,doll_2.5 b
doll_6.1 b,doll_2.5 b
doll_2.3 b,doll_2.5 b
doll_1.3 b,doll_2.5 b
doll_1.1 b,doll_2.5 b
doll_244.5 m,doll_2.5 b
0,doll_2.5 b
doll_3.6 b,doll_2.5 b
doll_1.7 b,doll_2.5 b
doll_1.1 b,doll_2.5 b
doll_10.0 b,doll_2.5 b
doll_3.0 b,doll_2.5 b
doll_1.2 b,doll_2.5 b
doll_8.3 b,doll_2.5 b
doll_30.7 b,doll_2.5 b
doll_5.0 b,doll_2.5 b
doll_327.5 m,doll_2.5 b
doll_4.1 b,doll_2.5 b
doll_5.3 b,doll_2.5 b
doll_168.9 m,doll_2.5 b
doll_2.9 b,doll_2.5 b
doll_3.5 b,doll_2.5 b
doll_5.4 b,doll_2.5 b
doll_2.2 b,doll_2.6 b
doll_169.3 m,doll_2.6 b
doll_4.1 b,doll_2.6 b
doll_2.6 b,doll_2.6 b
doll_4.7 b,doll_2.6 b
0,doll_2.6 b
doll_29.1 b,doll_2.6 b
doll_17.6 b,doll_2.6 b
doll_654.9 m,doll_2.6 b
doll_1.2 b,doll_2.6 b
doll_813.8 m,doll_2.6 b
doll_8.6 b,doll_2.6 b
doll_11.4 b,doll_2.6 b
doll_10.0 b,doll_2.6 b
doll_11.6 b,doll_2.6 b
doll_1.7 b,doll_2.6 b
doll_5.3 b,doll_2.6 b
doll_4.6 b,doll_2.6 b
doll_1.2 b,doll_2.6 b
doll_12.4 b,doll_2.6 b
doll_393.6 m,doll_2.6 b
doll_779.7 m,doll_2.6 b
doll_17.7 b,doll_2.6 b
doll_7.6 b,doll_2.6 b
doll_13.4 b,doll_2.6 b
doll_3.8 b,doll_2.6 b
doll_4.9 b,doll_2.6 b
doll_2.8 b,doll_2.6 b
doll_12.5 b,doll_2.6 b
doll_1.1 b,doll_2.6 b
doll_13.6 b,doll_2.6 b
doll_3.7 b,doll_2.6 b
doll_1.2 b,doll_2.6 b
doll_2.6 b,doll_2.6 b
doll_1.2 b,doll_2.6 b
doll_4.2 b,doll_2.6 b
doll_377.3 m,doll_2.6 b
doll_1.9 b,doll_2.6 b
doll_1.9 b,doll_2.6 b
doll_5.7 b,doll_2.6 b
doll_12.2 b,doll_2.6 b
doll_3.7 b,doll_2.6 b
doll_1.9 b,doll_2.6 b
0,doll_2.6 b
doll_488.1 m,doll_2.6 b
doll_8.1 b,doll_2.6 b
doll_5.9 b,doll_2.6 b
doll_3.9 b,doll_2.6 b
doll_6.3 b,doll_2.6 b
doll_1.0 b,doll_2.6 b
doll_4.7 b,doll_2.6 b
doll_8.6 b,doll_2.6 b
doll_2.6 b,doll_2.6 b
doll_1.4 b,doll_2.6 b
doll_957.5 m,doll_2.6 b
doll_3.5 b,doll_2.6 b
doll_4.1 b,doll_2.6 b
doll_808.6 m,doll_2.6 b
doll_1.0 b,doll_2.6 b
doll_5.2 b,doll_2.6 b
doll_1.3 b,doll_2.6 b
0,doll_2.6 b
doll_1.8 b,doll_2.6 b
doll_1.9 b,doll_2.6 b
doll_11.4 b,doll_2.6 b
doll_435.0 m,doll_2.6 b
doll_32.5 b,doll_2.6 b
doll_14.7 b,doll_2.6 b
doll_2.8 b,doll_2.6 b
doll_4.9 b,doll_2.6 b
doll_10.2 b,doll_2.7 b
doll_6.8 b,doll_2.7 b
doll_1.1 b,doll_2.7 b
doll_7.3 b,doll_2.7 b
doll_1.8 b,doll_2.7 b
doll_5.8 b,doll_2.7 b
doll_1.2 b,doll_2.7 b
doll_973.0 m,doll_2.7 b
doll_288.1 m,doll_2.7 b
doll_980.7 m,doll_2.7 b
doll_2.0 b,doll_2.7 b
doll_6.8 b,doll_2.7 b
doll_19.5 b,doll_2.7 b
doll_8.2 b,doll_2.7 b
doll_3.4 b,doll_2.7 b
doll_4.6 b,doll_2.7 b
doll_1.0 b,doll_2.7 b
0,doll_2.7 b
doll_8.5 b,doll_2.7 b
doll_14.3 b,doll_2.7 b
0,doll_2.7 b
doll_5.8 b,doll_2.7 b
doll_9.8 b,doll_2.7 b
doll_4.0 b,doll_2.7 b
doll_1.6 b,doll_2.7 b
doll_701.2 m,doll_2.7 b
doll_5.3 b,doll_2.7 b
doll_3.4 b,doll_2.7 b
0,doll_2.7 b
doll_3.6 b,doll_2.7 b
doll_324.1 m,doll_2.7 b
doll_6.7 b,doll_2.7 b
doll_961.5 m,doll_2.7 b
doll_2.0 b,doll_2.7 b
doll_1.8 b,doll_2.7 b
doll_4.6 b,doll_2.7 b
doll_8.6 b,doll_2.7 b
doll_2.7 b,doll_2.7 b
doll_4.1 b,doll_2.7 b
doll_985.7 m,doll_2.7 b
doll_5.5 b,doll_2.7 b
doll_1.3 b,doll_2.7 b
doll_10.0 b,doll_2.7 b
0,doll_2.7 b
doll_1.1 b,doll_2.7 b
doll_871.0 m,doll_2.7 b
0,doll_2.7 b
doll_1.8 b,doll_2.7 b
doll_741.7 m,doll_2.7 b
doll_5.1 b,doll_2.7 b
doll_309.3 m,doll_2.7 b
doll_4.7 b,doll_2.7 b
doll_10.7 b,doll_2.7 b
doll_3.2 b,doll_2.7 b
doll_2.8 b,doll_2.7 b
doll_1.9 b,doll_2.7 b
doll_6.7 b,doll_2.7 b
0,doll_2.7 b
0,doll_2.7 b
doll_5.3 b,doll_2.7 b
doll_10.3 b,doll_2.8 b
0,doll_2.8 b
doll_1.6 b,doll_2.8 b
doll_919.8 m,doll_2.8 b
doll_457.7 m,doll_2.8 b
doll_2.1 b,doll_2.8 b
doll_322.5 m,doll_2.8 b
doll_7.0 b,doll_2.8 b
doll_2.0 b,doll_2.8 b
doll_4.8 b,doll_2.8 b
doll_17.6 b,doll_2.8 b
doll_12.1 b,doll_2.8 b
doll_7.1 b,doll_2.8 b
doll_4.3 b,doll_2.8 b
doll_4.4 b,doll_2.8 b
doll_7.4 b,doll_2.8 b
0,doll_2.8 b
doll_1.5 b,doll_2.8 b
doll_784.2 m,doll_2.8 b
doll_4.0 b,doll_2.8 b
doll_850.8 m,doll_2.8 b
doll_6.0 b,doll_2.8 b
doll_723.5 m,doll_2.8 b
doll_800.3 m,doll_2.8 b
doll_2.1 b,doll_2.8 b
doll_5.3 b,doll_2.8 b
doll_26.2 b,doll_2.8 b
doll_3.2 b,doll_2.8 b
doll_4.6 b,doll_2.8 b
0,doll_2.8 b
doll_19.5 b,doll_2.8 b
0,doll_2.8 b
doll_2.7 b,doll_2.8 b
doll_4.6 b,doll_2.8 b
doll_4.0 b,doll_2.8 b
doll_2.3 b,doll_2.8 b
doll_2.4 b,doll_2.8 b
doll_14.9 b,doll_2.8 b
doll_11.1 b,doll_2.8 b
doll_4.5 b,doll_2.8 b
doll_9.7 b,doll_2.8 b
doll_3.4 b,doll_2.8 b
doll_7.7 b,doll_2.8 b
doll_3.5 b,doll_2.8 b
doll_3.3 b,doll_2.8 b
doll_129.4 m,doll_2.8 b
doll_1.6 b,doll_2.8 b
doll_9.9 b,doll_2.8 b
doll_3.1 b,doll_2.8 b
doll_2.8 b,doll_2.8 b
doll_6.3 b,doll_2.8 b
doll_5.8 b,doll_2.8 b
doll_2.7 b,doll_2.8 b
doll_1.2 b,doll_2.8 b
doll_982.9 m,doll_2.8 b
doll_1.7 b,doll_2.8 b
doll_1.6 b,doll_2.8 b
doll_25.9 b,doll_2.8 b
doll_14.1 b,doll_2.8 b
doll_18.8 b,doll_2.8 b
doll_2.5 b,doll_2.8 b
doll_9.9 b,doll_2.8 b
doll_2.3 b,doll_2.8 b
doll_32.4 b,doll_2.8 b
doll_12.1 b,doll_2.8 b
doll_2.1 b,doll_2.8 b
doll_7.9 b,doll_2.8 b
doll_2.2 b,doll_2.8 b
doll_6.8 b,doll_2.8 b
doll_2.2 b,doll_2.8 b
doll_3.0 b,doll_2.8 b
doll_10.3 b,doll_2.8 b
doll_1.8 b,doll_2.9 b
doll_4.5 b,doll_2.9 b
doll_2.7 b,doll_2.9 b
doll_44.1 b,doll_2.9 b
0,doll_2.9 b
doll_3.6 b,doll_2.9 b
doll_7.3 b,doll_2.9 b
doll_981.2 m,doll_2.9 b
0,doll_2.9 b
doll_2.7 b,doll_2.9 b
doll_23.4 b,doll_2.9 b
doll_9.7 b,doll_2.9 b
doll_1.6 b,doll_2.9 b
doll_3.4 b,doll_2.9 b
doll_1.6 b,doll_2.9 b
doll_7.8 b,doll_2.9 b
doll_30.0 b,doll_2.9 b
doll_10.6 b,doll_2.9 b
doll_8.2 b,doll_2.9 b
0,doll_2.9 b
doll_4.8 b,doll_2.9 b
doll_4.6 b,doll_2.9 b
doll_1.7 b,doll_2.9 b
doll_817.7 m,doll_2.9 b
doll_2.8 b,doll_2.9 b
doll_2.4 b,doll_2.9 b
doll_12.3 b,doll_2.9 b
doll_11.1 b,doll_2.9 b
doll_2.0 b,doll_2.9 b
doll_1.3 b,doll_2.9 b
doll_1.1 b,doll_2.9 b
doll_7.0 b,doll_2.9 b
doll_537.9 m,doll_2.9 b
doll_2.4 b,doll_2.9 b
doll_2.2 b,doll_2.9 b
doll_5.7 b,doll_2.9 b
doll_2.5 b,doll_2.9 b
doll_2.0 b,doll_2.9 b
doll_4.8 b,doll_2.9 b
doll_2.1 b,doll_2.9 b
doll_1.5 b,doll_2.9 b
doll_3.0 b,doll_2.9 b
doll_11.7 b,doll_2.9 b
doll_12.1 b,doll_2.9 b
doll_10.4 b,doll_2.9 b
0,doll_2.9 b
doll_279.7 m,doll_2.9 b
doll_5.6 b,doll_2.9 b
doll_8.9 b,doll_2.9 b
doll_2.0 b,doll_2.9 b
doll_4.6 b,doll_2.9 b
doll_415.6 m,doll_2.9 b
doll_5.5 b,doll_2.9 b
doll_13.2 b,doll_2.9 b
doll_18.9 b,doll_2.9 b
doll_1.9 b,doll_2.9 b
doll_7.2 b,doll_2.9 b
doll_2.8 b,doll_2.9 b
doll_2.2 b,doll_2.9 b
doll_34.2 b,doll_2.9 b
doll_559.3 m,doll_2.9 b
doll_3.1 b,doll_2.9 b
doll_2.2 b,doll_2.9 b
doll_10.5 b,doll_2.9 b
doll_35.1 b,doll_2.9 b
doll_2.4 b,doll_3.0 b
doll_6.6 b,doll_2.9 b
doll_2.5 b,doll_3.0 b
doll_1.7 b,doll_3.0 b
doll_1.2 b,doll_3.0 b
doll_12.9 b,doll_3.0 b
doll_232.9 m,doll_3.0 b
doll_680.9 m,doll_3.0 b
doll_49.4 m,doll_3.0 b
doll_2.9 b,doll_3.0 b
doll_7.2 b,doll_3.0 b
doll_284.1 m,doll_3.0 b
doll_24.0 m,doll_3.0 b
doll_5.1 b,doll_3.0 b
doll_10.6 b,doll_3.0 b
0,doll_3.0 b
doll_947.8 m,doll_3.0 b
0,doll_3.0 b
doll_8.5 b,doll_3.0 b
doll_1.0 b,doll_3.0 b
doll_4.7 b,doll_3.0 b
doll_13.2 b,doll_3.0 b
doll_15.1 b,doll_3.0 b
doll_1.1 b,doll_3.0 b
doll_18.3 b,doll_3.0 b
doll_47.3 b,doll_3.0 b
doll_4.4 b,doll_3.0 b
doll_5.1 b,doll_3.0 b
doll_4.5 b,doll_3.0 b
doll_5.4 b,doll_3.0 b
doll_6.2 b,doll_3.0 b
doll_29.0 m,doll_3.0 b
doll_25.8 b,doll_3.0 b
doll_1.5 b,doll_3.0 b
doll_5.2 b,doll_3.0 b
0,doll_3.0 b
doll_16.0 b,doll_3.0 b
doll_835.8 m,doll_3.0 b
doll_28.3 b,doll_3.0 b
doll_2.0 b,doll_3.0 b
doll_8.9 b,doll_3.0 b
doll_603.8 m,doll_3.0 b
doll_1.8 b,doll_3.0 b
doll_2.5 b,doll_3.0 b
doll_5.5 b,doll_3.0 b
doll_1.7 b,doll_3.0 b
doll_1.9 b,doll_3.0 b
doll_10.9 b,doll_3.0 b
doll_1.7 b,doll_3.0 b
0,doll_3.0 b
doll_725.8 m,doll_3.0 b
doll_1.5 b,doll_3.0 b
doll_2.9 b,doll_3.0 b
doll_4.7 b,doll_3.0 b
doll_8.6 b,doll_3.0 b
doll_18.1 b,doll_3.0 b
doll_11.2 b,doll_3.0 b
doll_426.3 m,doll_3.0 b
doll_1.2 b,doll_3.0 b
doll_1.3 b,doll_3.0 b
doll_4.0 b,doll_3.0 b
doll_2.6 b,doll_3.0 b
doll_4.7 b,doll_3.0 b
doll_2.9 b,doll_3.0 b
doll_2.5 b,doll_3.0 b
doll_7.2 b,doll_3.0 b
doll_1.2 b,doll_3.0 b
doll_437.7 m,doll_3.0 b
doll_1.5 b,doll_3.0 b
doll_1.1 b,doll_3.0 b
doll_2.6 b,doll_3.1 b
doll_2.5 b,doll_3.1 b
doll_17.4 b,doll_3.1 b
0,doll_3.1 b
doll_4.4 b,doll_3.1 b
doll_7.3 b,doll_3.1 b
doll_3.2 b,doll_3.1 b
doll_1.4 b,doll_3.1 b
doll_7.2 b,doll_3.1 b
doll_1.0 b,doll_3.1 b
doll_532.1 m,doll_3.1 b
doll_5.9 b,doll_3.1 b
doll_12.4 b,doll_3.1 b
doll_2.3 b,doll_3.1 b
doll_1.0 b,doll_3.1 b
doll_779.1 m,doll_3.1 b
doll_879.8 m,doll_3.1 b
doll_2.0 b,doll_3.1 b
0,doll_3.1 b
doll_1.8 b,doll_3.1 b
doll_4.3 b,doll_3.1 b
0,doll_3.1 b
doll_310.3 m,doll_3.1 b
doll_739.3 m,doll_3.1 b
doll_2.9 b,doll_3.1 b
0,doll_3.1 b
doll_2.1 b,doll_3.1 b
0,doll_3.1 b
doll_4.4 b,doll_3.1 b
doll_1.9 b,doll_3.1 b
doll_9.8 b,doll_3.1 b
doll_1.2 b,doll_3.1 b
doll_4.7 b,doll_3.1 b
doll_1.5 b,doll_3.1 b
doll_6.4 b,doll_3.1 b
doll_2.0 b,doll_3.1 b
doll_24.8 b,doll_3.1 b
doll_1.9 b,doll_3.1 b
doll_4.6 b,doll_3.1 b
doll_1.6 b,doll_3.1 b
doll_1.6 b,doll_3.1 b
doll_5.1 b,doll_3.1 b
doll_1.2 b,doll_3.1 b
doll_6.3 b,doll_3.1 b
doll_5.6 b,doll_3.1 b
doll_12.6 b,doll_3.1 b
doll_568.1 m,doll_3.1 b
doll_3.4 b,doll_3.1 b
doll_2.9 b,doll_3.1 b
doll_17.9 b,doll_3.1 b
doll_2.5 b,doll_3.1 b
doll_2.1 b,doll_3.1 b
doll_4.2 b,doll_3.1 b
doll_3.3 b,doll_3.1 b
doll_12.2 b,doll_3.1 b
doll_483.3 m,doll_3.1 b
doll_3.0 b,doll_3.1 b
doll_2.8 b,doll_3.1 b
doll_997.8 m,doll_3.1 b
doll_63.3 m,doll_3.1 b
doll_1.8 b,doll_3.1 b
0,doll_3.1 b
doll_7.2 b,doll_3.1 b
0,doll_3.1 b
doll_3.3 b,doll_3.2 b
doll_1.3 b,doll_3.1 b
doll_491.6 m,doll_3.2 b
doll_11.1 b,doll_3.2 b
0,doll_3.2 b
doll_1.3 b,doll_3.2 b
doll_147.4 m,doll_3.2 b
doll_5.7 b,doll_3.2 b
doll_668.0 m,doll_3.2 b
doll_27.8 b,doll_3.2 b
doll_4.5 b,doll_3.2 b
doll_2.5 b,doll_3.2 b
doll_6.4 b,doll_3.2 b
doll_484.4 m,doll_3.2 b
0,doll_3.2 b
doll_1.5 b,doll_3.2 b
doll_364.3 m,doll_3.2 b
doll_3.2 b,doll_3.2 b
doll_6.0 b,doll_3.2 b
0,doll_3.2 b
doll_6.7 b,doll_3.2 b
doll_2.9 b,doll_3.2 b
doll_2.0 b,doll_3.2 b
doll_12.6 b,doll_3.2 b
doll_471.0 m,doll_3.2 b
doll_4.7 b,doll_3.2 b
doll_7.1 b,doll_3.2 b
doll_716.7 m,doll_3.2 b
doll_592.4 m,doll_3.2 b
doll_264.1 m,doll_3.2 b
doll_1.1 b,doll_3.2 b
0,doll_3.2 b
doll_53.6 b,doll_3.2 b
doll_3.9 b,doll_3.2 b
doll_3.3 b,doll_3.2 b
doll_7.8 b,doll_3.2 b
doll_5.0 b,doll_3.2 b
doll_318.5 m,doll_3.2 b
0,doll_3.2 b
doll_5.2 b,doll_3.2 b
doll_11.1 b,doll_3.2 b
doll_39.9 b,doll_3.2 b
doll_11.7 b,doll_3.2 b
doll_2.3 b,doll_3.2 b
0,doll_3.2 b
doll_4.5 b,doll_3.2 b
doll_4.3 b,doll_3.2 b
doll_1.4 b,doll_3.2 b
doll_2.8 b,doll_3.2 b
doll_25.6 b,doll_3.2 b
doll_7.3 b,doll_3.2 b
doll_1.7 b,doll_3.2 b
doll_2.4 b,doll_3.2 b
doll_5.8 b,doll_3.2 b
doll_2.3 b,doll_3.2 b
doll_13.2 b,doll_3.2 b
doll_9.0 b,doll_3.2 b
doll_3.2 b,doll_3.2 b
doll_13.8 b,doll_3.2 b
doll_1.5 b,doll_3.2 b
doll_1.6 b,doll_3.2 b
doll_3.2 b,doll_3.2 b
0,doll_3.2 b
doll_6.1 b,doll_3.2 b
doll_8.0 b,doll_3.3 b
doll_5.9 b,doll_3.3 b
doll_3.4 b,doll_3.3 b
doll_4.7 b,doll_3.3 b
doll_6.9 b,doll_3.3 b
doll_3.8 b,doll_3.3 b
doll_816.0 m,doll_3.3 b
doll_3.2 b,doll_3.3 b
doll_4.4 b,doll_3.3 b
doll_2.4 b,doll_3.3 b
doll_8.7 b,doll_3.3 b
doll_2.6 b,doll_3.3 b
0,doll_3.3 b
doll_5.3 b,doll_3.3 b
doll_3.8 b,doll_3.3 b
doll_4.2 b,doll_3.3 b
doll_4.4 b,doll_3.3 b
doll_1.6 b,doll_3.3 b
doll_15.1 b,doll_3.3 b
doll_1.7 b,doll_3.3 b
doll_336.8 m,doll_3.3 b
doll_5.3 b,doll_3.3 b
doll_5.8 b,doll_3.3 b
doll_2.7 b,doll_3.3 b
doll_4.4 b,doll_3.3 b
doll_383.6 m,doll_3.3 b
doll_892.8 m,doll_3.3 b
doll_3.4 b,doll_3.3 b
doll_7.4 b,doll_3.3 b
doll_1.2 b,doll_3.3 b
doll_3.3 b,doll_3.3 b
doll_2.9 b,doll_3.3 b
doll_16.8 b,doll_3.3 b
doll_3.1 b,doll_3.3 b
doll_4.8 b,doll_3.3 b
0,doll_3.3 b
doll_5.9 b,doll_3.3 b
