10-DeBiGa-number_of_employees
"3,600"
"2,386"
"1,892"
"2,046"
"7,174"
"8,860"
"2,897"
"5,052"
"5,160"
"1,952"
"3,440"
"3,709"
"5,358"
"26,231"
"4,419"
697
"3,800"
833
12
"7,168"
645
"1,750"
"6,150"
"2,821"
"4,063"
"10,030"
624
"3,240"
"3,200"
"6,392"
"1,278"
"2,953"
"3,665"
"1,609"
"2,563"
"1,623"
"14,048"
"2,635"
"1,576"
"5,360"
"3,220"
"5,200"
"1,256"
864
"4,191"
"5,709"
"7,184"
661
"3,800"
"2,845"
"8,071"
"6,700"
"4,797"
""
"1,751"
"6,540"
"4,004"
"27,760"
"1,818"
421
"1,847"
"4,564"
"3,037"
""
"6,652"
"5,003"
"1,380"
"3,186"
"1,587"
810
"1,463"
"5,300"
"33,169"
"2,493"
"3,636"
350
"3,200"
"7,019"
"8,888"
"7,796"
924
298
"2,003"
"4,400"
"8,066"
"8,968"
"4,668"
"7,487"
"10,903"
"3,000"
"3,291"
"23,773"
"1,359"
"8,679"
"2,358"
"2,257"
"2,299"
"4,235"
"7,664"
"3,028"
"1,196"
"1,139"
"2,588"
"3,439"
323
"4,500"
"10,474"
"3,969"
"5,200"
"4,353"
"3,676"
"4,333"
"3,353"
"3,658"
"5,700"
"2,122"
"1,452"
"2,095"
"2,754"
"5,228"
"3,768"
"4,213"
"4,786"
"5,385"
"8,890"
""
"1,826"
"4,363"
"11,500"
"11,154"
"7,869"
"1,330"
"32,222"
"8,049"
"2,004"
"3,014"
"3,312"
70
"6,449"
"1,480"
"6,755"
"12,219"
"19,193"
"2,878"
"3,943"
610
841
"1,086"
"2,486"
"4,712"
"2,865"
"6,440"
"13,309"
"1,500"
"2,200"
"2,784"
"3,077"
"2,966"
"3,103"
"5,000"
"1,243"
"2,800"
"12,965"
"8,343"
"6,446"
"1,021"
"10,127"
"1,046"
"7,652"
"11,500"
317
"5,484"
"2,454"
683
"3,941"
"5,340"
"4,608"
"1,100"
"3,250"
"14,000"
535
"21,000"
"1,859"
"2,636"
"11,340"
"4,784"
"4,020"
"4,975"
"4,263"
"8,735"
"3,831"
"10,572"
"16,643"
"1,465"
"2,300"
"1,520"
"2,740"
444
870
"3,361"
"6,300"
"1,956"
"1,850"
"4,041"
"1,407"
"2,300"
"3,155"
"1,429"
"11,089"
"7,678"
"1,943"
"9,000"
754
"3,228"
"24,818"
572
"1,863"
"2,258"
"9,373"
"1,155"
"6,000"
"3,000"
"1,110"
340
"1,603"
"9,649"
