03-gren-revenue_2017_eu,01-DDD-revenue_2020_euro,03-gren-revenue_2020_eu,07-silvestri-revenue_2020,08-slytherin-revenue
1030000.0,doll_3.52 m,doll_3.52 m,doll_3.52 m,doll_3.80 m
15241075.0,doll_51.64 m,doll_51.64 m,doll_51.64 m,doll_4.24 m
1451770.0,doll_4.95 m,doll_4.95 m,doll_4.95 m,doll_2.16 m
13309441.0,doll_42.51 m,doll_42.51 m,doll_42.51 m,doll_4.76 m
22730529.0,doll_77.36 m,doll_77.36 m,doll_77.36 m,doll_35.21 m
3842670.0,doll_13.07 m,doll_13.07 m,doll_13.07 m,doll_75.81 m
7381686.0,doll_25.04 m,doll_25.04 m,doll_25.04 m,doll_1.40 m
687958.0,doll_2.33 m,doll_2.33 m,doll_2.33 m,doll_17.93 m
9987236.0,doll_29.1 m,doll_29.1 m,doll_29.1 m,doll_1.88 m
943718.0,doll_3.19 m,doll_3.19 m,doll_3.19 m,doll_3.06 m
973460.0,doll_3.29 m,doll_3.29 m,doll_3.29 m,doll_4.56 m
2543343.0,doll_8.52 m,doll_8.52 m,doll_8.52 m,doll_2.1 m
616520.0,doll_2.08 m,doll_2.08 m,doll_2.08 m,doll_6.8 m
10247832.0,doll_34.49 m,doll_34.49 m,doll_34.49 m,doll_6.10 m
3044054.0,doll_10.24 m,doll_10.24 m,doll_10.24 m,doll_9.08 m
947000.0,doll_3.18 m,doll_3.18 m,doll_3.18 m,doll_61.02 m
1351164.0,doll_4.53 m,doll_4.53 m,doll_4.53 m,doll_5.02 m
2410212.0,doll_8.07 m,doll_8.07 m,doll_8.07 m,doll_10.31 m
700960.0,doll_2.35 m,doll_2.35 m,doll_2.35 m,doll_7.80 m
3811838.0,doll_12.76 m,doll_12.76 m,doll_12.76 m,doll_9.19 m
881275.0,doll_2.95 m,doll_2.95 m,doll_2.95 m,doll_2.27 m
1385662.0,doll_4.53 m,doll_4.53 m,doll_4.53 m,doll_3.92 m
4476517.0,doll_14.85 m,doll_14.85 m,doll_14.85 m,doll_6.9 m
17203160.0,doll_57.45 m,doll_57.45 m,doll_57.45 m,doll_25.54 m
2618069.0,doll_8.74 m,doll_8.74 m,doll_8.74 m,doll_4.82 m
2002982.0,doll_6.69 m,doll_6.69 m,doll_6.69 m,doll_57.30 m
10518963.0,doll_35.11 m,doll_35.11 m,doll_35.11 m,doll_11.83 m
793957.0,doll_2.65 m,doll_2.65 m,doll_2.65 m,doll_1.38 m
1058063.0,doll_3.23 m,doll_3.23 m,doll_3.23 m,doll_12.24 m
1862272.0,doll_6.21 m,doll_6.21 m,doll_6.21 m,doll_8.54 m
4461170.0,doll_14.86 m,doll_14.86 m,doll_14.86 m,doll_102.29 m
772943.0,doll_2.55 m,doll_2.55 m,doll_2.55 m,doll_3.86 m
1414501.0,doll_4.69 m,doll_4.69 m,doll_4.69 m,doll_40.1 m
660767.0,doll_2.18 m,doll_2.18 m,doll_2.18 m,doll_3.7 m
4180523.0,doll_13.86 m,doll_13.86 m,doll_13.86 m,doll_1.99 m
1926967.0,doll_6.39 m,doll_6.39 m,doll_6.39 m,doll_77.76 m
1271353.0,doll_4.21 m,doll_4.21 m,doll_4.21 m,doll_122.44 m
4587687.0,doll_15.08 m,doll_15.08 m,doll_15.08 m,doll_15.64 m
7265350.0,doll_24.05 m,doll_24.05 m,doll_24.05 m,doll_3.67 m
8110160.0,doll_26.82 m,doll_26.82 m,doll_26.82 m,doll_38.43 m
1020690.0,doll_3.37 m,doll_3.37 m,doll_3.37 m,doll_4.61 m
1163241.0,doll_3.51 m,doll_3.51 m,doll_3.51 m,doll_8.74 m
810750.0,doll_2.68 m,doll_2.68 m,doll_2.68 m,doll_11.53 m
694501.0,doll_2.27 m,doll_2.27 m,doll_2.27 m,doll_2.77 m
1001740.0,doll_3.3 m,doll_3.3 m,doll_3.3 m,doll_5.82 m
9915609.0,doll_32.39 m,doll_32.39 m,doll_32.39 m,doll_4.2 m
1226000.0,doll_4.03 m,doll_4.03 m,doll_4.03 m,doll_1.89 m
17515305.0,doll_57.09 m,doll_57.09 m,doll_57.09 m,doll_12.87 m
1222870.0,doll_4.01 m,doll_4.01 m,doll_4.01 m,doll_6.39 m
1825769.0,doll_5.99 m,doll_5.99 m,doll_5.99 m,doll_5.28 m
5602279.0,doll_18.18 m,doll_18.18 m,doll_18.18 m,doll_5.91 m
2384156.0,doll_7.78 m,doll_7.78 m,doll_7.78 m,doll_127.47 m
1794120.0,doll_5.86 m,doll_5.86 m,doll_5.86 m,doll_8.73 m
8075796.0,doll_26.14 m,doll_26.14 m,doll_26.14 m,doll_2.85 m
3128700.0,doll_10.19 m,doll_10.19 m,doll_10.19 m,doll_1.72 m
5244000.0,doll_17.05 m,doll_17.05 m,doll_17.05 m,doll_7.0 m
906341.0,doll_2.95 m,doll_2.95 m,doll_2.95 m,doll_32.15 m
63207258.0,doll_205.31 m,doll_205.31 m,doll_205.31 m,doll_31.98 m
10300000.0,doll_33.4 m,doll_33.4 m,doll_33.4 m,doll_1.35 m
48580102.0,doll_156.23 m,doll_156.23 m,doll_156.23 m,doll_1.09 m
556159.0,doll_1.8 m,doll_1.8 m,doll_1.8 m,doll_14.22 m
1300000.0,doll_4.2 m,doll_4.2 m,doll_4.2 m,doll_92.78 m
834708.0,doll_2.6 m,doll_2.6 m,doll_2.6 m,doll_2.47 m
1602458.0,doll_5.17 m,doll_5.17 m,doll_5.17 m,doll_68.75 m
622800.0,doll_2.01 m,doll_2.01 m,doll_2.01 m,doll_6.89 m
6882489.0,doll_22.02 m,doll_22.02 m,doll_22.02 m,doll_5.47 m
17727950.0,doll_57.06 m,doll_57.06 m,doll_57.06 m,doll_35.21 m
2250946.0,doll_7.19 m,doll_7.19 m,doll_7.19 m,doll_12.5 m
4020469.0,doll_12.93 m,doll_12.93 m,doll_12.93 m,doll_6.78 m
1703819.0,doll_5.48 m,doll_5.48 m,doll_5.48 m,doll_18.80 m
10393680.0,doll_33.37 m,doll_33.37 m,doll_33.37 m,doll_54.64 m
1172617.0,doll_3.76 m,doll_3.76 m,doll_3.76 m,doll_10.40 m
1206770.0,doll_3.87 m,doll_3.87 m,doll_3.87 m,doll_82.39 m
5322238.0,doll_16.92 m,doll_16.92 m,doll_16.92 m,doll_1.10 m
719638.0,doll_2.3 m,doll_2.3 m,doll_2.3 m,doll_5.31 m
1094666.0,doll_3.5 m,doll_3.5 m,doll_3.5 m,doll_24.57 m
2171492.0,doll_6.93 m,doll_6.93 m,doll_6.93 m,doll_3.79 m
1111687.0,doll_3.54 m,doll_3.54 m,doll_3.54 m,doll_1.72 m
805029.0,doll_2.55 m,doll_2.55 m,doll_2.55 m,doll_74.99 m
12127395.0,doll_38.37 m,doll_38.37 m,doll_38.37 m,doll_7.1 m
9762332.0,doll_30.89 m,doll_30.89 m,doll_30.89 m,doll_4.19 m
879670.0,doll_2.8 m,doll_2.8 m,doll_2.8 m,doll_11.29 m
1674690.0,doll_5.31 m,doll_5.31 m,doll_5.31 m,doll_42.45 m
1344240.0,doll_4.26 m,doll_4.26 m,doll_4.26 m,doll_43.53 m
516164.0,doll_1.64 m,doll_1.64 m,doll_1.64 m,doll_15.89 m
12867410.0,doll_40.78 m,doll_40.78 m,doll_40.78 m,doll_1.15 m
3363800.0,doll_9.73 m,doll_9.73 m,doll_9.73 m,doll_205.97 m
10181000.0,doll_32.17 m,doll_32.17 m,doll_32.17 m,doll_11.64 m
809450.0,doll_2.55 m,doll_2.55 m,doll_2.55 m,doll_79.3 m
3033150.0,doll_9.57 m,doll_9.57 m,doll_9.57 m,doll_3.03 m
16075963.0,doll_49.58 m,doll_49.58 m,doll_49.58 m,doll_3.99 m
573070.0,doll_1.81 m,doll_1.81 m,doll_1.81 m,doll_2.0 m
1484883.0,doll_4.39 m,doll_4.39 m,doll_4.39 m,doll_4.0 m
676000.0,doll_2.13 m,doll_2.13 m,doll_2.13 m,doll_2.94 m
15610826.0,doll_49.19 m,doll_49.19 m,doll_49.19 m,doll_59.33 m
8271702.0,doll_26.01 m,doll_26.01 m,doll_26.01 m,doll_4.50 m
6615000.0,doll_20.75 m,doll_20.75 m,doll_20.75 m,doll_21.19 m
859960.0,doll_2.7 m,doll_2.7 m,doll_2.7 m,doll_5.71 m
666210.0,doll_2.09 m,doll_2.09 m,doll_2.09 m,doll_34.29 m
5229000.0,doll_16.37 m,doll_16.37 m,doll_16.37 m,doll_15.88 m
2031522.0,doll_6.36 m,doll_6.36 m,doll_6.36 m,doll_3.65 m
3342120.0,doll_10.46 m,doll_10.46 m,doll_10.46 m,doll_1.8 m
5105700.0,doll_15.85 m,doll_15.85 m,doll_15.85 m,doll_11.25 m
3264000.0,doll_10.2 m,doll_10.2 m,doll_10.2 m,doll_2.85 m
2601485.0,doll_8.12 m,doll_8.12 m,doll_8.12 m,doll_4.31 m
1171373.0,doll_3.66 m,doll_3.66 m,doll_3.66 m,doll_4.82 m
18649681.0,doll_57.77 m,doll_57.77 m,doll_57.77 m,doll_91.54 m
2531055.0,doll_7.88 m,doll_7.88 m,doll_7.88 m,doll_3.92 m
633990.0,doll_1.97 m,doll_1.97 m,doll_1.97 m,doll_2.51 m
1009846.0,doll_3.14 m,doll_3.14 m,doll_3.14 m,doll_2.63 m
1815835.0,doll_5.63 m,doll_5.63 m,doll_5.63 m,doll_1.63 m
2177950.0,doll_6.74 m,doll_6.74 m,doll_6.74 m,doll_12.47 m
2124990.0,doll_6.57 m,doll_6.57 m,doll_6.57 m,doll_6.3 m
4693330.0,doll_13.26 m,doll_13.26 m,doll_13.26 m,doll_1.65 m
1290312.0,doll_3.98 m,doll_3.98 m,doll_3.98 m,doll_1.51 m
1087520.0,doll_3.35 m,doll_3.35 m,doll_3.35 m,doll_14.00 m
2498792.0,doll_7.7 m,doll_7.7 m,doll_7.7 m,doll_6.99 m
3080610.0,doll_9.48 m,doll_9.48 m,doll_9.48 m,doll_9.05 m
1759490.0,doll_5.41 m,doll_5.41 m,doll_5.41 m,doll_179.53 m
667837.0,doll_2.05 m,doll_2.05 m,doll_2.05 m,doll_4.83 m
1072117.0,doll_3.29 m,doll_3.29 m,doll_3.29 m,doll_380.27 m
23141358.0,doll_70.39 m,doll_70.39 m,doll_70.39 m,doll_7.66 m
3730405.0,doll_10.45 m,doll_10.45 m,doll_10.45 m,doll_2.68 m
1031988.0,doll_3.15 m,doll_3.15 m,doll_3.15 m,doll_2.93 m
2850000.0,doll_8.71 m,doll_8.71 m,doll_8.71 m,doll_12.7 m
720650.0,doll_2.2 m,doll_2.2 m,doll_2.2 m,doll_2.3 m
4832212.0,doll_14.73 m,doll_14.73 m,doll_14.73 m,doll_5.40 m
1263420.0,doll_3.83 m,doll_3.83 m,doll_3.83 m,doll_2.08 m
1944720.0,doll_5.89 m,doll_5.89 m,doll_5.89 m,doll_5.88 m
1585727.0,doll_4.79 m,doll_4.79 m,doll_4.79 m,doll_1.15 m
2737704.0,doll_8.27 m,doll_8.27 m,doll_8.27 m,doll_3.22 m
868406.0,doll_2.62 m,doll_2.62 m,doll_2.62 m,doll_2.93 m
989785.0,doll_2.57 m,doll_2.57 m,doll_2.57 m,doll_118.63 m
1173908.0,doll_3.54 m,doll_3.54 m,doll_3.54 m,doll_10.05 m
590642.0,doll_1.78 m,doll_1.78 m,doll_1.78 m,doll_1.6 m
5561585.0,doll_16.6 m,doll_16.6 m,doll_16.6 m,doll_4.74 m
8022358.0,doll_24.11 m,doll_24.11 m,doll_24.11 m,doll_2.4 m
1140000.0,doll_3.42 m,doll_3.42 m,doll_3.42 m,doll_7.07 m
2119022.0,doll_6.36 m,doll_6.36 m,doll_6.36 m,doll_14.55 m
1078808.0,doll_3.23 m,doll_3.23 m,doll_3.23 m,doll_46.67 m
777849.0,doll_2.33 m,doll_2.33 m,doll_2.33 m,doll_7.18 m
3973460.0,doll_11.9 m,doll_11.9 m,doll_11.9 m,doll_17.49 m
2065220.0,doll_6.18 m,doll_6.18 m,doll_6.18 m,doll_26.89 m
1105569.0,doll_3.31 m,doll_3.31 m,doll_3.31 m,doll_2.51 m
24429686.0,doll_72.5 m,doll_72.5 m,doll_72.5 m,doll_1.67 m
8527777.0,doll_25.45 m,doll_25.45 m,doll_25.45 m,doll_3.0 m
15292051.0,doll_45.62 m,doll_45.62 m,doll_45.62 m,doll_29.73 m
2370645.0,doll_7.07 m,doll_7.07 m,doll_7.07 m,doll_2.48 m
753352.0,doll_2.25 m,doll_2.25 m,doll_2.25 m,doll_452.36 m
3880663.0,doll_11.53 m,doll_11.53 m,doll_11.53 m,doll_3.87 m
808700.0,doll_2.4 m,doll_2.4 m,doll_2.4 m,doll_6.28 m
3450305.0,doll_9.98 m,doll_9.98 m,doll_9.98 m,doll_26.86 m
11484801.0,doll_33.9 m,doll_33.9 m,doll_33.9 m,doll_290.96 m
787160.0,doll_2.32 m,doll_2.32 m,doll_2.32 m,doll_250.93 m
5137900.0,doll_15.14 m,doll_15.14 m,doll_15.14 m,doll_1.61 m
1897650.0,doll_5.59 m,doll_5.59 m,doll_5.59 m,doll_2.91 m
1126971.0,doll_3.11 m,doll_3.11 m,doll_3.11 m,doll_47.72 m
4245861.0,doll_12.47 m,doll_12.47 m,doll_12.47 m,doll_19.1 m
1461226.0,doll_4.29 m,doll_4.29 m,doll_4.29 m,doll_6.58 m
1326082.0,doll_3.89 m,doll_3.89 m,doll_3.89 m,doll_11.10 m
722795.0,doll_2.12 m,doll_2.12 m,doll_2.12 m,doll_226.37 m
1818032.0,doll_5.32 m,doll_5.32 m,doll_5.32 m,doll_268.91 m
964998.0,doll_2.83 m,doll_2.83 m,doll_2.83 m,doll_5.41 m
7709375.0,doll_22.56 m,doll_22.56 m,doll_22.56 m,doll_5.13 m
7000063.0,doll_20.48 m,doll_20.48 m,doll_20.48 m,doll_36.79 m
650000.0,doll_1.9 m,doll_1.9 m,doll_1.9 m,doll_6.71 m
828820.0,doll_2.41 m,doll_2.41 m,doll_2.41 m,doll_8.47 m
1181642.0,doll_3.41 m,doll_3.41 m,doll_3.41 m,doll_3.93 m
14649568.0,doll_42.53 m,doll_42.53 m,doll_42.53 m,doll_2.8 m
1395607.0,doll_4.05 m,doll_4.05 m,doll_4.05 m,doll_8.40 m
3868483.0,doll_10.26 m,doll_10.26 m,doll_10.26 m,doll_1.59 m
48449141.0,doll_140.44 m,doll_140.44 m,doll_140.44 m,doll_31.40 m
6246592.0,doll_18.1 m,doll_18.1 m,doll_18.1 m,doll_2.28 m
14500000.0,doll_42.01 m,doll_42.01 m,doll_42.01 m,doll_27.99 m
723064.0,doll_2.09 m,doll_2.09 m,doll_2.09 m,doll_10.08 m
12554325.0,doll_36.22 m,doll_36.22 m,doll_36.22 m,doll_13.50 m
3226280.0,doll_9.31 m,doll_9.31 m,doll_9.31 m,doll_2.12 m
575120.0,doll_1.66 m,doll_1.66 m,doll_1.66 m,doll_6.69 m
37992902.0,doll_108.76 m,doll_108.76 m,doll_108.76 m,doll_3.3 m
698300.0,doll_2.01 m,doll_2.01 m,doll_2.01 m,doll_6.2 m
6564162.0,doll_18.76 m,doll_18.76 m,doll_18.76 m,doll_23.62 m
2818652.0,doll_8.1 m,doll_8.1 m,doll_8.1 m,doll_9.02 m
19351090.0,doll_55.56 m,doll_55.56 m,doll_55.56 m,doll_31.41 m
685567.0,doll_1.95 m,doll_1.95 m,doll_1.95 m,doll_3.00 m
1060000.0,doll_3.04 m,doll_3.04 m,doll_3.04 m,doll_11.29 m
2329522.0,doll_6.63 m,doll_6.63 m,doll_6.63 m,doll_16.96 m
527910.0,doll_1.51 m,doll_1.51 m,doll_1.51 m,doll_138.94 m
36995102.0,doll_105.15 m,doll_105.15 m,doll_105.15 m,doll_1.83 m
2322241.0,doll_6.63 m,doll_6.63 m,doll_6.63 m,doll_9.92 m
3686000.0,doll_10.51 m,doll_10.51 m,doll_10.51 m,doll_1.62 m
659402.0,doll_1.87 m,doll_1.87 m,doll_1.87 m,doll_42.0 m
2462478.0,doll_7.0 m,doll_7.0 m,doll_7.0 m,doll_11.63 m
1424633.0,doll_4.04 m,doll_4.04 m,doll_4.04 m,doll_3.10 m
5915499.0,doll_16.75 m,doll_16.75 m,doll_16.75 m,doll_1.82 m
3977562.0,doll_11.26 m,doll_11.26 m,doll_11.26 m,doll_4.78 m
1592170.0,doll_4.5 m,doll_4.5 m,doll_4.5 m,doll_44.86 m
1022714.0,doll_2.89 m,doll_2.89 m,doll_2.89 m,doll_119.83 m
647020.0,doll_1.81 m,doll_1.81 m,doll_1.81 m,doll_42.35 m
2281929.0,doll_6.44 m,doll_6.44 m,doll_6.44 m,doll_19.37 m
6381674.0,doll_17.89 m,doll_17.89 m,doll_17.89 m,doll_3.33 m
581520.0,doll_1.64 m,doll_1.64 m,doll_1.64 m,doll_3.57 m
1799189.0,doll_5.04 m,doll_5.04 m,doll_5.04 m,doll_1.5 m
28668484.0,doll_80.07 m,doll_80.07 m,doll_80.07 m,doll_1.91 m
1944000.0,doll_5.47 m,doll_5.47 m,doll_5.47 m,doll_3.45 m
1207009.0,doll_3.39 m,doll_3.39 m,doll_3.39 m,doll_1.47 m
29564866.0,doll_83.04 m,doll_83.04 m,doll_83.04 m,doll_3.45 m
1586246.0,doll_4.08 m,doll_4.08 m,doll_4.08 m,doll_1.89 m
867960.0,doll_2.44 m,doll_2.44 m,doll_2.44 m,doll_6.80 m
4608343.0,doll_11.83 m,doll_11.83 m,doll_11.83 m,doll_214.87 m
2269510.0,doll_6.36 m,doll_6.36 m,doll_6.36 m,doll_6.59 m
1778890.0,doll_4.99 m,doll_4.99 m,doll_4.99 m,doll_24.72 m
3137630.0,doll_8.79 m,doll_8.79 m,doll_8.79 m,doll_1.6 m
554004.0,doll_1.51 m,doll_1.51 m,doll_1.51 m,doll_2.6 m
1386701.0,doll_3.87 m,doll_3.87 m,doll_3.87 m,doll_37.51 m
4040060.0,doll_11.28 m,doll_11.28 m,doll_11.28 m,doll_1.77 m
2809036.0,doll_7.84 m,doll_7.84 m,doll_7.84 m,doll_67.32 m
1610149.0,doll_4.49 m,doll_4.49 m,doll_4.49 m,doll_6.20 m
1083821.0,doll_3.02 m,doll_3.02 m,doll_3.02 m,doll_31.12 m
1241760.0,doll_3.45 m,doll_3.45 m,doll_3.45 m,doll_27.99 m
5547537.0,doll_15.08 m,doll_15.08 m,doll_15.08 m,doll_33.53 m
1006280.0,doll_2.79 m,doll_2.79 m,doll_2.79 m,doll_38.02 m
10925375.0,doll_30.27 m,doll_30.27 m,doll_30.27 m,doll_16.01 m
11207566.0,doll_31.04 m,doll_31.04 m,doll_31.04 m,doll_3.23 m
838200.0,doll_2.32 m,doll_2.32 m,doll_2.32 m,doll_2.43 m
3372820.0,doll_9.32 m,doll_9.32 m,doll_9.32 m,doll_1.6 m
12479120.0,doll_34.41 m,doll_34.41 m,doll_34.41 m,doll_2.01 m
574487.0,doll_1.58 m,doll_1.58 m,doll_1.58 m,doll_17.87 m
1028730.0,doll_2.84 m,doll_2.84 m,doll_2.84 m,doll_657.91 m
8362568.0,doll_22.42 m,doll_22.42 m,doll_22.42 m,doll_1.88 m
5908517.0,doll_16.26 m,doll_16.26 m,doll_16.26 m,doll_2.15 m
1438184.0,doll_3.96 m,doll_3.96 m,doll_3.96 m,doll_36.66 m
800000.0,doll_2.2 m,doll_2.2 m,doll_2.2 m,doll_8.87 m
4788000.0,doll_13.17 m,doll_13.17 m,doll_13.17 m,doll_28.0 m
2003540.0,doll_5.5 m,doll_5.5 m,doll_5.5 m,doll_3.37 m
944107.0,doll_2.23 m,doll_2.23 m,doll_2.23 m,doll_87.0 m
783460.0,doll_2.15 m,doll_2.15 m,doll_2.15 m,doll_6.03 m
31477723.0,doll_83.98 m,doll_83.98 m,doll_83.98 m,doll_36.56 m
3517519.0,doll_9.64 m,doll_9.64 m,doll_9.64 m,doll_2.27 m
12074454.0,doll_33.08 m,doll_33.08 m,doll_33.08 m,doll_13.97 m
6024830.0,doll_16.5 m,doll_16.5 m,doll_16.5 m,doll_1.12 m
1488875.0,doll_4.07 m,doll_4.07 m,doll_4.07 m,doll_22.66 m
2550263.0,doll_6.97 m,doll_6.97 m,doll_6.97 m,doll_11.03 m
9283620.0,doll_25.36 m,doll_25.36 m,doll_25.36 m,doll_5.74 m
1699234.0,doll_4.54 m,doll_4.54 m,doll_4.54 m,doll_3.73 m
579436.0,doll_1.58 m,doll_1.58 m,doll_1.58 m,doll_1.8 m
1010498.0,doll_2.73 m,doll_2.73 m,doll_2.73 m,doll_10.3 m
3811605.0,doll_10.37 m,doll_10.37 m,doll_10.37 m,doll_8.26 m
1632988.0,doll_4.06 m,doll_4.06 m,doll_4.06 m,doll_0.0 m
25003047.0,doll_68.01 m,doll_68.01 m,doll_68.01 m,doll_157.75 m
2210651.0,doll_6.01 m,doll_6.01 m,doll_6.01 m,doll_10.84 m
823381.0,doll_2.24 m,doll_2.24 m,doll_2.24 m,doll_6.35 m
2287420.0,doll_6.2 m,doll_6.2 m,doll_6.2 m,doll_18.11 m
1314806.0,doll_3.56 m,doll_3.56 m,doll_3.56 m,doll_309.31 m
870070.0,doll_2.36 m,doll_2.36 m,doll_2.36 m,doll_5.80 m
1178653.0,doll_3.19 m,doll_3.19 m,doll_3.19 m,doll_7.64 m
5376347.0,doll_14.55 m,doll_14.55 m,doll_14.55 m,doll_1.62 m
34291000.0,doll_92.8 m,doll_92.8 m,doll_92.8 m,doll_30.3 m
1838120.0,doll_4.97 m,doll_4.97 m,doll_4.97 m,doll_4.5 m
6170577.0,doll_16.69 m,doll_16.69 m,doll_16.69 m,doll_2.20 m
1238210.0,doll_3.35 m,doll_3.35 m,doll_3.35 m,doll_4.02 m
1490280.0,doll_4.02 m,doll_4.02 m,doll_4.02 m,doll_2.04 m
29247774.0,doll_78.77 m,doll_78.77 m,doll_78.77 m,doll_14.09 m
2006100.0,doll_5.39 m,doll_5.39 m,doll_5.39 m,doll_96.82 m
1932580.0,doll_5.19 m,doll_5.19 m,doll_5.19 m,doll_31.08 m
7576080.0,doll_18.62 m,doll_18.62 m,doll_18.62 m,doll_37.21 m
13997000.0,doll_37.61 m,doll_37.61 m,doll_37.61 m,doll_6.01 m
3620585.0,doll_9.51 m,doll_9.51 m,doll_9.51 m,doll_3.15 m
2009719.0,doll_4.65 m,doll_4.65 m,doll_4.65 m,doll_2.9 m
7606472.0,doll_20.39 m,doll_20.39 m,doll_20.39 m,doll_9.50 m
655366.0,doll_1.76 m,doll_1.76 m,doll_1.76 m,doll_31.48 m
5268390.0,doll_14.11 m,doll_14.11 m,doll_14.11 m,doll_25.94 m
888395.0,doll_2.38 m,doll_2.38 m,doll_2.38 m,doll_3.63 m
794770.0,doll_2.13 m,doll_2.13 m,doll_2.13 m,doll_65.50 m
702609.0,doll_1.88 m,doll_1.88 m,doll_1.88 m,doll_14.98 m
5023015.0,doll_13.44 m,doll_13.44 m,doll_13.44 m,doll_35.44 m
703190.0,doll_1.88 m,doll_1.88 m,doll_1.88 m,doll_3.6 m
8552857.0,doll_22.84 m,doll_22.84 m,doll_22.84 m,doll_4.89 m
2500644.0,doll_6.67 m,doll_6.67 m,doll_6.67 m,doll_3.26 m
5851000.0,doll_15.6 m,doll_15.6 m,doll_15.6 m,doll_904.9 m
986286.0,doll_2.63 m,doll_2.63 m,doll_2.63 m,doll_6.39 m
1741112.0,doll_4.64 m,doll_4.64 m,doll_4.64 m,doll_21.00 m
676431.0,doll_1.8 m,doll_1.8 m,doll_1.8 m,doll_5.06 m
1467195.0,doll_3.91 m,doll_3.91 m,doll_3.91 m,doll_6.62 m
3477788.0,doll_9.25 m,doll_9.25 m,doll_9.25 m,doll_31.14 m
10944325.0,doll_29.08 m,doll_29.08 m,doll_29.08 m,doll_148.82 m
4794822.0,doll_12.73 m,doll_12.73 m,doll_12.73 m,doll_24.89 m
14683064.0,doll_38.96 m,doll_38.96 m,doll_38.96 m,doll_20.62 m
6801966.0,doll_18.04 m,doll_18.04 m,doll_18.04 m,doll_17.58 m
14051407.0,doll_36.96 m,doll_36.96 m,doll_36.96 m,doll_3.8 m
1729707.0,doll_4.41 m,doll_4.41 m,doll_4.41 m,doll_3.4 m
2395445.0,doll_6.3 m,doll_6.3 m,doll_6.3 m,doll_6.92 m
1236098.0,doll_3.25 m,doll_3.25 m,doll_3.25 m,doll_2.22 m
910386.0,doll_2.41 m,doll_2.41 m,doll_2.41 m,doll_5.92 m
1017320.0,doll_2.69 m,doll_2.69 m,doll_2.69 m,doll_7.37 m
2199126.0,doll_5.76 m,doll_5.76 m,doll_5.76 m,doll_2.43 m
2826571.0,doll_7.45 m,doll_7.45 m,doll_7.45 m,doll_1.74 m
1749794.0,doll_4.61 m,doll_4.61 m,doll_4.61 m,doll_6.32 m
6398583.0,doll_16.85 m,doll_16.85 m,doll_16.85 m,doll_2.2 m
1167000.0,doll_3.07 m,doll_3.07 m,doll_3.07 m,doll_3.13 m
2429230.0,doll_6.38 m,doll_6.38 m,doll_6.38 m,doll_5.4 m
16000000.0,doll_42.0 m,doll_42.0 m,doll_42.0 m,doll_57.0 m
4443710.0,doll_11.65 m,doll_11.65 m,doll_11.65 m,doll_11.65 m
1071090.0,doll_2.8 m,doll_2.8 m,doll_2.8 m,doll_2.89 m
675645.0,doll_1.77 m,doll_1.77 m,doll_1.77 m,doll_2.29 m
9009270.0,doll_23.58 m,doll_23.58 m,doll_23.58 m,doll_1.31 m
2409730.0,doll_6.3 m,doll_6.3 m,doll_6.3 m,doll_4.63 m
1900000.0,doll_4.97 m,doll_4.97 m,doll_4.97 m,doll_28.67 m
1897113.0,doll_4.85 m,doll_4.85 m,doll_4.85 m,doll_2.01 m
639410.0,doll_1.67 m,doll_1.67 m,doll_1.67 m,doll_26.24 m
9515000.0,doll_24.87 m,doll_24.87 m,doll_24.87 m,doll_6.84 m
12686177.0,doll_33.14 m,doll_33.14 m,doll_33.14 m,doll_6.62 m
4117340.0,doll_10.75 m,doll_10.75 m,doll_10.75 m,doll_2.82 m
14327610.0,doll_37.39 m,doll_37.39 m,doll_37.39 m,doll_9.27 m
28939861.0,doll_74.72 m,doll_74.72 m,doll_74.72 m,doll_15.6 m
2233448.0,doll_5.68 m,doll_5.68 m,doll_5.68 m,doll_2.82 m
596906.0,doll_1.55 m,doll_1.55 m,doll_1.55 m,doll_7.27 m
6278456.0,doll_16.2 m,doll_16.2 m,doll_16.2 m,doll_1.85 m
2968892.0,doll_7.7 m,doll_7.7 m,doll_7.7 m,doll_20.92 m
997518.0,doll_2.59 m,doll_2.59 m,doll_2.59 m,doll_23.62 m
3417536.0,doll_8.86 m,doll_8.86 m,doll_8.86 m,doll_153.02 m
24320734.0,doll_62.95 m,doll_62.95 m,doll_62.95 m,doll_221.39 m
661860.0,doll_1.71 m,doll_1.71 m,doll_1.71 m,doll_1.67 m
1005658.0,doll_2.6 m,doll_2.6 m,doll_2.6 m,doll_20.05 m
9161867.0,doll_23.67 m,doll_23.67 m,doll_23.67 m,doll_3.4 m
3647000.0,doll_9.41 m,doll_9.41 m,doll_9.41 m,doll_43.4 m
4526000.0,doll_11.67 m,doll_11.67 m,doll_11.67 m,doll_1.88 m
900686.0,doll_2.7 m,doll_2.7 m,doll_2.7 m,doll_99.59 m
1302640.0,doll_3.36 m,doll_3.36 m,doll_3.36 m,doll_10.48 m
6712146.0,doll_17.29 m,doll_17.29 m,doll_17.29 m,doll_26.70 m
2059190.0,doll_5.3 m,doll_5.3 m,doll_5.3 m,doll_7.40 m
5144442.0,doll_13.22 m,doll_13.22 m,doll_13.22 m,doll_2.50 m
19753150.0,doll_50.74 m,doll_50.74 m,doll_50.74 m,doll_22.14 m
916000.0,doll_2.35 m,doll_2.35 m,doll_2.35 m,doll_6.24 m
