03-gren-revenue_2017_eu,01-DDD-revenue_2020_euro,03-gren-revenue_2020_eu,07-silvestri-revenue_2020,08-slytherin-revenue
521250.0,doll_3.06 m,doll_3.06 m,doll_3.06 m,doll_4.68 m
2076139.0,doll_12.17 m,doll_12.17 m,doll_12.17 m,doll_7.51 m
580644.0,doll_3.4 m,doll_3.4 m,doll_3.4 m,doll_355.88 m
3380420.0,doll_19.8 m,doll_19.8 m,doll_19.8 m,doll_4.66 m
853561.0,doll_4.98 m,doll_4.98 m,doll_4.98 m,doll_16.48 m
352000.0,doll_2.05 m,doll_2.05 m,doll_2.05 m,doll_8.59 m
287985.0,doll_1.67 m,doll_1.67 m,doll_1.67 m,doll_3.55 m
877275.0,doll_5.09 m,doll_5.09 m,doll_5.09 m,doll_3.37 m
441260.0,doll_2.56 m,doll_2.56 m,doll_2.56 m,doll_4.7 m
473344.0,doll_2.72 m,doll_2.72 m,doll_2.72 m,doll_19.51 m
7007000.0,doll_40.55 m,doll_40.55 m,doll_40.55 m,doll_2.09 m
638739.0,doll_3.67 m,doll_3.67 m,doll_3.67 m,doll_5.07 m
347190.0,doll_1.99 m,doll_1.99 m,doll_1.99 m,doll_2.94 m
349641.0,doll_2.0 m,doll_2.0 m,doll_2.0 m,doll_25.53 m
332372.0,doll_1.9 m,doll_1.9 m,doll_1.9 m,doll_7.30 m
493000.0,doll_2.82 m,doll_2.82 m,doll_2.82 m,doll_3.84 m
3185180.0,doll_18.17 m,doll_18.17 m,doll_18.17 m,doll_8.04 m
2423113.0,doll_13.82 m,doll_13.82 m,doll_13.82 m,doll_8.9 m
631500.0,doll_3.6 m,doll_3.6 m,doll_3.6 m,doll_18.79 m
2267165.0,doll_12.82 m,doll_12.82 m,doll_12.82 m,doll_8.72 m
408336.0,doll_2.31 m,doll_2.31 m,doll_2.31 m,doll_10.11 m
2884392.0,doll_16.39 m,doll_16.39 m,doll_16.39 m,doll_18.62 m
558820.0,doll_3.17 m,doll_3.17 m,doll_3.17 m,doll_9.96 m
338300.0,doll_1.91 m,doll_1.91 m,doll_1.91 m,doll_413.91 m
1644134.0,doll_9.24 m,doll_9.24 m,doll_9.24 m,doll_2.39 m
3878370.0,doll_21.82 m,doll_21.82 m,doll_21.82 m,doll_7.78 m
9719653.0,doll_54.15 m,doll_54.15 m,doll_54.15 m,doll_25.9 m
2610679.0,doll_14.64 m,doll_14.64 m,doll_14.64 m,doll_14.93 m
419240.0,doll_2.34 m,doll_2.34 m,doll_2.34 m,doll_10.34 m
2696485.0,doll_15.05 m,doll_15.05 m,doll_15.05 m,doll_14.4 m
1600000.0,doll_8.9 m,doll_8.9 m,doll_8.9 m,doll_20.53 m
751071.0,doll_4.06 m,doll_4.06 m,doll_4.06 m,doll_11.67 m
532690.0,doll_2.94 m,doll_2.94 m,doll_2.94 m,doll_32.75 m
12709000.0,doll_70.18 m,doll_70.18 m,doll_70.18 m,doll_2.02 m
289766.0,doll_1.6 m,doll_1.6 m,doll_1.6 m,doll_1.07 m
539486.0,doll_2.94 m,doll_2.94 m,doll_2.94 m,doll_31.80 m
910963.0,doll_4.99 m,doll_4.99 m,doll_4.99 m,doll_9.81 m
318370.0,doll_1.74 m,doll_1.74 m,doll_1.74 m,doll_19.63 m
348129.0,doll_1.88 m,doll_1.88 m,doll_1.88 m,doll_13.31 m
1418769.0,doll_7.05 m,doll_7.05 m,doll_7.05 m,doll_7.76 m
2982238.0,doll_16.07 m,doll_16.07 m,doll_16.07 m,doll_16.4 m
856790.0,doll_4.64 m,doll_4.64 m,doll_4.64 m,doll_18.40 m
4253600.0,doll_22.95 m,doll_22.95 m,doll_22.95 m,doll_4.67 m
4893654.0,doll_26.2 m,doll_26.2 m,doll_26.2 m,doll_2.11 m
1349250.0,doll_7.26 m,doll_7.26 m,doll_7.26 m,doll_3.22 m
635400.0,doll_3.4 m,doll_3.4 m,doll_3.4 m,doll_4.43 m
1013181.0,doll_5.4 m,doll_5.4 m,doll_5.4 m,doll_28.14 m
1481398.0,doll_7.83 m,doll_7.83 m,doll_7.83 m,doll_2.15 m
564910.0,doll_3.0 m,doll_3.0 m,doll_3.0 m,doll_2.13 m
20436426.0,doll_108.5 m,doll_108.5 m,doll_108.5 m,doll_64.22 m
2127151.0,doll_11.22 m,doll_11.22 m,doll_11.22 m,doll_22.53 m
7339330.0,doll_38.43 m,doll_38.43 m,doll_38.43 m,doll_3.1 m
461671.0,doll_2.41 m,doll_2.41 m,doll_2.41 m,doll_7.17 m
4176347.0,doll_21.79 m,doll_21.79 m,doll_21.79 m,doll_3.29 m
569646.0,doll_2.97 m,doll_2.97 m,doll_2.97 m,doll_140.50 m
391540.0,doll_2.04 m,doll_2.04 m,doll_2.04 m,doll_3.23 m
6035116.0,doll_31.4 m,doll_31.4 m,doll_31.4 m,doll_2.66 m
826430.0,doll_4.3 m,doll_4.3 m,doll_4.3 m,doll_95.11 m
3013629.0,doll_15.64 m,doll_15.64 m,doll_15.64 m,doll_1.11 m
655000.0,doll_3.4 m,doll_3.4 m,doll_3.4 m,doll_72.60 m
2635420.0,doll_12.47 m,doll_12.47 m,doll_12.47 m,doll_4.75 m
1454711.0,doll_7.34 m,doll_7.34 m,doll_7.34 m,doll_11.66 m
2148122.0,doll_11.07 m,doll_11.07 m,doll_11.07 m,doll_4.96 m
1304060.0,doll_6.67 m,doll_6.67 m,doll_6.67 m,doll_12.2 m
1090920.0,doll_5.58 m,doll_5.58 m,doll_5.58 m,doll_9.00 m
2577297.0,doll_13.09 m,doll_13.09 m,doll_13.09 m,doll_9.09 m
4356500.0,doll_22.07 m,doll_22.07 m,doll_22.07 m,doll_5.08 m
340309.0,doll_1.72 m,doll_1.72 m,doll_1.72 m,doll_13.53 m
846360.0,doll_4.27 m,doll_4.27 m,doll_4.27 m,doll_34.99 m
1061327.0,doll_5.34 m,doll_5.34 m,doll_5.34 m,doll_1.14 m
792093.0,doll_3.98 m,doll_3.98 m,doll_3.98 m,doll_7.96 m
4641712.0,doll_22.44 m,doll_22.44 m,doll_22.44 m,doll_7.44 m
2408187.0,doll_12.06 m,doll_12.06 m,doll_12.06 m,doll_4.01 m
5629906.0,doll_28.14 m,doll_28.14 m,doll_28.14 m,doll_13.66 m
2163006.0,doll_10.8 m,doll_10.8 m,doll_10.8 m,doll_8.6 m
7671961.0,doll_38.0 m,doll_38.0 m,doll_38.0 m,doll_54.42 m
770031.0,doll_3.81 m,doll_3.81 m,doll_3.81 m,doll_4.47 m
303615.0,doll_1.51 m,doll_1.51 m,doll_1.51 m,doll_70.47 m
11728040.0,doll_58.42 m,doll_58.42 m,doll_58.42 m,doll_14.61 m
341370.0,doll_1.7 m,doll_1.7 m,doll_1.7 m,doll_33.79 m
608053.0,doll_3.02 m,doll_3.02 m,doll_3.02 m,doll_33.07 m
520998.0,doll_2.58 m,doll_2.58 m,doll_2.58 m,doll_418.72 m
6863940.0,doll_31.85 m,doll_31.85 m,doll_31.85 m,doll_5.14 m
1965560.0,doll_9.69 m,doll_9.69 m,doll_9.69 m,doll_6.95 m
1543824.0,doll_7.52 m,doll_7.52 m,doll_7.52 m,doll_29.26 m
464354.0,doll_2.28 m,doll_2.28 m,doll_2.28 m,doll_7.6 m
3284400.0,doll_16.09 m,doll_16.09 m,doll_16.09 m,doll_27.00 m
700007.0,doll_3.43 m,doll_3.43 m,doll_3.43 m,doll_80.59 m
3915724.0,doll_19.17 m,doll_19.17 m,doll_19.17 m,doll_570.89 m
1127652.0,doll_5.51 m,doll_5.51 m,doll_5.51 m,doll_13.90 m
1401463.0,doll_6.81 m,doll_6.81 m,doll_6.81 m,doll_1.57 m
681460.0,doll_3.31 m,doll_3.31 m,doll_3.31 m,doll_3.62 m
3035269.0,doll_14.67 m,doll_14.67 m,doll_14.67 m,doll_4.25 m
1468200.0,doll_7.06 m,doll_7.06 m,doll_7.06 m,doll_16.64 m
2663699.0,doll_12.81 m,doll_12.81 m,doll_12.81 m,doll_9.79 m
2601157.0,doll_12.49 m,doll_12.49 m,doll_12.49 m,doll_15.37 m
329298.0,doll_1.58 m,doll_1.58 m,doll_1.58 m,doll_19.1 m
2136626.0,doll_10.17 m,doll_10.17 m,doll_10.17 m,doll_3.53 m
5602132.0,doll_26.45 m,doll_26.45 m,doll_26.45 m,doll_24.8 m
1459655.0,doll_6.94 m,doll_6.94 m,doll_6.94 m,doll_97.51 m
411858.0,doll_1.95 m,doll_1.95 m,doll_1.95 m,doll_4.07 m
1201964.0,doll_5.21 m,doll_5.21 m,doll_5.21 m,doll_22.46 m
3954351.0,doll_18.36 m,doll_18.36 m,doll_18.36 m,doll_6.85 m
1906790.0,doll_9.02 m,doll_9.02 m,doll_9.02 m,doll_15.55 m
437747.0,doll_2.06 m,doll_2.06 m,doll_2.06 m,doll_249.93 m
595800.0,doll_2.8 m,doll_2.8 m,doll_2.8 m,doll_80.62 m
1541070.0,doll_7.16 m,doll_7.16 m,doll_7.16 m,doll_4.63 m
4163750.0,doll_19.46 m,doll_19.46 m,doll_19.46 m,doll_35.94 m
766510.0,doll_3.58 m,doll_3.58 m,doll_3.58 m,doll_6.63 m
3688264.0,doll_17.08 m,doll_17.08 m,doll_17.08 m,doll_4.38 m
2508842.0,doll_11.6 m,doll_11.6 m,doll_11.6 m,doll_4.4 m
1982251.0,doll_9.22 m,doll_9.22 m,doll_9.22 m,doll_25.0 m
6328462.0,doll_25.34 m,doll_25.34 m,doll_25.34 m,doll_67.11 m
443694.0,doll_2.06 m,doll_2.06 m,doll_2.06 m,doll_33.96 m
1081079.0,doll_5.0 m,doll_5.0 m,doll_5.0 m,doll_7.36 m
496790.0,doll_2.3 m,doll_2.3 m,doll_2.3 m,doll_2.48 m
110835763.0,doll_468.26 m,doll_468.26 m,doll_468.26 m,doll_27.27 m
573145.0,doll_2.64 m,doll_2.64 m,doll_2.64 m,doll_0.0 m
790712.0,doll_3.65 m,doll_3.65 m,doll_3.65 m,doll_6.39 m
22060642.0,doll_101.73 m,doll_101.73 m,doll_101.73 m,doll_14.18 m
12200275.0,doll_56.12 m,doll_56.12 m,doll_56.12 m,doll_4.33 m
699907.0,doll_3.21 m,doll_3.21 m,doll_3.21 m,doll_2.6 m
1297717.0,doll_5.92 m,doll_5.92 m,doll_5.92 m,doll_2.72 m
1050660.0,doll_4.83 m,doll_4.83 m,doll_4.83 m,doll_2.35 m
16861349.0,doll_83.63 m,doll_83.63 m,doll_83.63 m,doll_3.49 m
934994.0,doll_4.29 m,doll_4.29 m,doll_4.29 m,doll_6.50 m
736000.0,doll_3.37 m,doll_3.37 m,doll_3.37 m,doll_6.81 m
1061360.0,doll_4.84 m,doll_4.84 m,doll_4.84 m,doll_5.64 m
1114200.0,doll_5.08 m,doll_5.08 m,doll_5.08 m,doll_68.44 m
32824451.0,doll_148.51 m,doll_148.51 m,doll_148.51 m,doll_42.55 m
398676.0,doll_1.82 m,doll_1.82 m,doll_1.82 m,doll_57.67 m
45981552.0,doll_191.6 m,doll_191.6 m,doll_191.6 m,doll_66.01 m
3389300.0,doll_15.38 m,doll_15.38 m,doll_15.38 m,doll_2.8 m
3525720.0,doll_15.9 m,doll_15.9 m,doll_15.9 m,doll_129.11 m
1698358.0,doll_7.01 m,doll_7.01 m,doll_7.01 m,doll_21.24 m
645633.0,doll_2.91 m,doll_2.91 m,doll_2.91 m,doll_26.51 m
1128243.0,doll_5.08 m,doll_5.08 m,doll_5.08 m,doll_2.20 m
505520.0,doll_2.26 m,doll_2.26 m,doll_2.26 m,doll_3.03 m
516640.0,doll_2.31 m,doll_2.31 m,doll_2.31 m,doll_9.72 m
775341.0,doll_3.45 m,doll_3.45 m,doll_3.45 m,doll_109.25 m
771504.0,doll_3.39 m,doll_3.39 m,doll_3.39 m,doll_2.18 m
1492190.0,doll_6.61 m,doll_6.61 m,doll_6.61 m,doll_54.4 m
361790.0,doll_1.6 m,doll_1.6 m,doll_1.6 m,doll_17.26 m
8935361.0,doll_39.36 m,doll_39.36 m,doll_39.36 m,doll_4.39 m
1389534.0,doll_6.11 m,doll_6.11 m,doll_6.11 m,doll_10.41 m
857590.0,doll_3.77 m,doll_3.77 m,doll_3.77 m,doll_40.07 m
544943.0,doll_2.39 m,doll_2.39 m,doll_2.39 m,doll_13.35 m
1593667.0,doll_6.98 m,doll_6.98 m,doll_6.98 m,doll_10.30 m
2091995.0,doll_9.09 m,doll_9.09 m,doll_9.09 m,doll_399.20 m
9235130.0,doll_40.39 m,doll_40.39 m,doll_40.39 m,doll_2.21 m
743130.0,doll_3.25 m,doll_3.25 m,doll_3.25 m,doll_3.06 m
1119494.0,doll_4.85 m,doll_4.85 m,doll_4.85 m,doll_6.0 m
1062010.0,doll_4.6 m,doll_4.6 m,doll_4.6 m,doll_2.79 m
2199640.0,doll_9.5 m,doll_9.5 m,doll_9.5 m,doll_29.05 m
452091.0,doll_1.95 m,doll_1.95 m,doll_1.95 m,doll_1.45 m
2510930.0,doll_10.83 m,doll_10.83 m,doll_10.83 m,doll_5.50 m
630660.0,doll_2.72 m,doll_2.72 m,doll_2.72 m,doll_49.45 m
969930.0,doll_4.17 m,doll_4.17 m,doll_4.17 m,doll_3.30 m
499815.0,doll_2.13 m,doll_2.13 m,doll_2.13 m,doll_4.0 m
667467.0,doll_2.84 m,doll_2.84 m,doll_2.84 m,doll_5.16 m
691140.0,doll_2.96 m,doll_2.96 m,doll_2.96 m,doll_9.58 m
441271.0,doll_1.89 m,doll_1.89 m,doll_1.89 m,doll_5.1 m
917735.0,doll_3.93 m,doll_3.93 m,doll_3.93 m,doll_28.12 m
1134256.0,doll_4.85 m,doll_4.85 m,doll_4.85 m,doll_4.11 m
1702165.0,doll_7.26 m,doll_7.26 m,doll_7.26 m,doll_315.42 m
3163540.0,doll_13.48 m,doll_13.48 m,doll_13.48 m,doll_9.92 m
948813.0,doll_4.01 m,doll_4.01 m,doll_4.01 m,doll_10.88 m
20298288.0,doll_93.44 m,doll_93.44 m,doll_93.44 m,doll_1.83 m
4195789.0,doll_17.45 m,doll_17.45 m,doll_17.45 m,doll_2.21 m
2286000.0,doll_9.72 m,doll_9.72 m,doll_9.72 m,doll_3.51 m
19489369.0,doll_82.24 m,doll_82.24 m,doll_82.24 m,doll_7.2 m
8933769.0,doll_34.68 m,doll_34.68 m,doll_34.68 m,doll_3.97 m
799170.0,doll_3.38 m,doll_3.38 m,doll_3.38 m,doll_6.72 m
9145411.0,doll_38.6 m,doll_38.6 m,doll_38.6 m,doll_5.66 m
5394020.0,doll_22.7 m,doll_22.7 m,doll_22.7 m,doll_6.32 m
28378990.0,doll_119.16 m,doll_119.16 m,doll_119.16 m,doll_6.44 m
1084812.0,doll_4.55 m,doll_4.55 m,doll_4.55 m,doll_1.33 m
666118.0,doll_2.79 m,doll_2.79 m,doll_2.79 m,doll_17.04 m
21841341.0,doll_89.33 m,doll_89.33 m,doll_89.33 m,doll_24.28 m
2708258.0,doll_11.32 m,doll_11.32 m,doll_11.32 m,doll_20.15 m
376440.0,doll_1.57 m,doll_1.57 m,doll_1.57 m,doll_40.81 m
473640.0,doll_1.98 m,doll_1.98 m,doll_1.98 m,doll_2.61 m
2606296.0,doll_10.81 m,doll_10.81 m,doll_10.81 m,doll_3.4 m
5688822.0,doll_23.5 m,doll_23.5 m,doll_23.5 m,doll_2.92 m
2013403.0,doll_8.36 m,doll_8.36 m,doll_8.36 m,doll_8.98 m
1137450.0,doll_4.72 m,doll_4.72 m,doll_4.72 m,doll_13.42 m
1280989.0,doll_5.3 m,doll_5.3 m,doll_5.3 m,doll_11.84 m
451196.0,doll_1.86 m,doll_1.86 m,doll_1.86 m,doll_8.02 m
815449.0,doll_3.27 m,doll_3.27 m,doll_3.27 m,doll_8.18 m
6450759.0,doll_26.39 m,doll_26.39 m,doll_26.39 m,doll_5.00 m
1064498.0,doll_4.32 m,doll_4.32 m,doll_4.32 m,doll_11.03 m
868552.0,doll_3.33 m,doll_3.33 m,doll_3.33 m,doll_4.46 m
5381108.0,doll_21.97 m,doll_21.97 m,doll_21.97 m,doll_11.76 m
1201900.0,doll_4.9 m,doll_4.9 m,doll_4.9 m,doll_6.82 m
1016480.0,doll_4.13 m,doll_4.13 m,doll_4.13 m,doll_5.3 m
1177860.0,doll_4.79 m,doll_4.79 m,doll_4.79 m,doll_36.30 m
657377.0,doll_2.44 m,doll_2.44 m,doll_2.44 m,doll_2.37 m
3450000.0,doll_14.0 m,doll_14.0 m,doll_14.0 m,doll_18.09 m
102139979.0,doll_411.39 m,doll_411.39 m,doll_411.39 m,doll_25.03 m
1685348.0,doll_6.77 m,doll_6.77 m,doll_6.77 m,doll_4.9 m
3119000.0,doll_12.61 m,doll_12.61 m,doll_12.61 m,doll_2.13 m
1865319.0,doll_7.53 m,doll_7.53 m,doll_7.53 m,doll_3.0 m
524552.0,doll_1.82 m,doll_1.82 m,doll_1.82 m,doll_13.64 m
1081844.0,doll_4.36 m,doll_4.36 m,doll_4.36 m,doll_3.82 m
572798.0,doll_2.24 m,doll_2.24 m,doll_2.24 m,doll_1.77 m
2357096.0,doll_9.49 m,doll_9.49 m,doll_9.49 m,doll_237.77 m
679247.0,doll_2.73 m,doll_2.73 m,doll_2.73 m,doll_113.47 m
871779.0,doll_3.5 m,doll_3.5 m,doll_3.5 m,doll_180.58 m
762200.0,doll_3.06 m,doll_3.06 m,doll_3.06 m,doll_3.50 m
700823.0,doll_2.81 m,doll_2.81 m,doll_2.81 m,doll_3.87 m
1518678.0,doll_5.99 m,doll_5.99 m,doll_5.99 m,doll_4.84 m
1184000.0,doll_4.71 m,doll_4.71 m,doll_4.71 m,doll_108.41 m
3118698.0,doll_12.12 m,doll_12.12 m,doll_12.12 m,doll_2.9 m
1267224.0,doll_5.03 m,doll_5.03 m,doll_5.03 m,doll_4.38 m
574323.0,doll_2.28 m,doll_2.28 m,doll_2.28 m,doll_4.92 m
29718000.0,doll_118.0 m,doll_118.0 m,doll_118.0 m,doll_108.03 m
571513.0,doll_2.25 m,doll_2.25 m,doll_2.25 m,doll_3.92 m
855283.0,doll_3.37 m,doll_3.37 m,doll_3.37 m,doll_2.98 m
732924.0,doll_2.9 m,doll_2.9 m,doll_2.9 m,doll_145.60 m
663100.0,doll_2.63 m,doll_2.63 m,doll_2.63 m,doll_2.54 m
1334213.0,doll_5.25 m,doll_5.25 m,doll_5.25 m,doll_10.02 m
2492730.0,doll_9.75 m,doll_9.75 m,doll_9.75 m,doll_9.59 m
842600.0,doll_3.29 m,doll_3.29 m,doll_3.29 m,doll_13.7 m
2189720.0,doll_8.56 m,doll_8.56 m,doll_8.56 m,doll_4.53 m
621500.0,doll_2.42 m,doll_2.42 m,doll_2.42 m,doll_15.15 m
21052232.0,doll_81.78 m,doll_81.78 m,doll_81.78 m,doll_500.51 m
488940.0,doll_1.9 m,doll_1.9 m,doll_1.9 m,doll_1.50 m
8605113.0,doll_32.1 m,doll_32.1 m,doll_32.1 m,doll_77.39 m
721090.0,doll_2.79 m,doll_2.79 m,doll_2.79 m,doll_236.87 m
3847000.0,doll_14.9 m,doll_14.9 m,doll_14.9 m,doll_12.39 m
3465675.0,doll_13.31 m,doll_13.31 m,doll_13.31 m,doll_2120.07 m
531960.0,doll_2.05 m,doll_2.05 m,doll_2.05 m,doll_2.02 m
3386414.0,doll_13.03 m,doll_13.03 m,doll_13.03 m,doll_2.1 m
30862156.0,doll_117.82 m,doll_117.82 m,doll_117.82 m,doll_3.73 m
2159010.0,doll_8.23 m,doll_8.23 m,doll_8.23 m,doll_1.36 m
1190000.0,doll_4.57 m,doll_4.57 m,doll_4.57 m,doll_5.10 m
5923571.0,doll_22.7 m,doll_22.7 m,doll_22.7 m,doll_11.40 m
5422583.0,doll_20.78 m,doll_20.78 m,doll_20.78 m,doll_10.78 m
2593649.0,doll_9.93 m,doll_9.93 m,doll_9.93 m,doll_4.02 m
1293181.0,doll_4.53 m,doll_4.53 m,doll_4.53 m,doll_6.92 m
628388.0,doll_2.4 m,doll_2.4 m,doll_2.4 m,doll_5.64 m
3848262.0,doll_14.69 m,doll_14.69 m,doll_14.69 m,doll_2.15 m
2295632.0,doll_8.75 m,doll_8.75 m,doll_8.75 m,doll_21.1 m
2202906.0,doll_8.38 m,doll_8.38 m,doll_8.38 m,doll_4.68 m
5924389.0,doll_22.37 m,doll_22.37 m,doll_22.37 m,doll_4.45 m
416960.0,doll_1.58 m,doll_1.58 m,doll_1.58 m,doll_11.18 m
9838779.0,doll_37.25 m,doll_37.25 m,doll_37.25 m,doll_3.51 m
4985758.0,doll_18.74 m,doll_18.74 m,doll_18.74 m,doll_4.31 m
499484.0,doll_1.86 m,doll_1.86 m,doll_1.86 m,doll_2.21 m
8392541.0,doll_31.46 m,doll_31.46 m,doll_31.46 m,doll_515.33 m
10982110.0,doll_41.13 m,doll_41.13 m,doll_41.13 m,doll_22.48 m
2229273.0,doll_8.34 m,doll_8.34 m,doll_8.34 m,doll_3.5 m
19088830.0,doll_71.29 m,doll_71.29 m,doll_71.29 m,doll_41.23 m
1174770.0,doll_4.38 m,doll_4.38 m,doll_4.38 m,doll_2.8 m
1061642.0,doll_3.96 m,doll_3.96 m,doll_3.96 m,doll_18.00 m
5428300.0,doll_20.22 m,doll_20.22 m,doll_20.22 m,doll_7.76 m
824450.0,doll_3.07 m,doll_3.07 m,doll_3.07 m,doll_2.21 m
5772716.0,doll_20.68 m,doll_20.68 m,doll_20.68 m,doll_2.11 m
1771758.0,doll_6.59 m,doll_6.59 m,doll_6.59 m,doll_9.30 m
6955394.0,doll_25.86 m,doll_25.86 m,doll_25.86 m,doll_27.62 m
1627160.0,doll_6.54 m,doll_6.54 m,doll_6.54 m,doll_237.93 m
599612.0,doll_2.22 m,doll_2.22 m,doll_2.22 m,doll_7.29 m
749940.0,doll_2.78 m,doll_2.78 m,doll_2.78 m,doll_7.97 m
2716240.0,doll_10.06 m,doll_10.06 m,doll_10.06 m,doll_1.8 m
1310532.0,doll_4.42 m,doll_4.42 m,doll_4.42 m,doll_6.45 m
410775.0,doll_1.52 m,doll_1.52 m,doll_1.52 m,doll_2.98 m
2191733.0,doll_8.07 m,doll_8.07 m,doll_8.07 m,doll_2.23 m
910392.0,doll_3.35 m,doll_3.35 m,doll_3.35 m,doll_50.97 m
691110.0,doll_2.54 m,doll_2.54 m,doll_2.54 m,doll_2.59 m
3336600.0,doll_12.28 m,doll_12.28 m,doll_12.28 m,doll_76.59 m
3743740.0,doll_13.77 m,doll_13.77 m,doll_13.77 m,doll_3.69 m
5233937.0,doll_17.59 m,doll_17.59 m,doll_17.59 m,doll_32.65 m
1304073.0,doll_4.78 m,doll_4.78 m,doll_4.78 m,doll_3.0 m
5474802.0,doll_19.65 m,doll_19.65 m,doll_19.65 m,doll_13.59 m
1375943.0,doll_5.01 m,doll_5.01 m,doll_5.01 m,doll_6.50 m
54990779.0,doll_199.82 m,doll_199.82 m,doll_199.82 m,doll_59.30 m
1158042.0,doll_4.21 m,doll_4.21 m,doll_4.21 m,doll_4.83 m
558480.0,doll_2.03 m,doll_2.03 m,doll_2.03 m,doll_19.86 m
1156596.0,doll_4.18 m,doll_4.18 m,doll_4.18 m,doll_7.85 m
419430.0,doll_1.51 m,doll_1.51 m,doll_1.51 m,doll_15.56 m
1276483.0,doll_4.6 m,doll_4.6 m,doll_4.6 m,doll_23.8 m
674560.0,doll_2.43 m,doll_2.43 m,doll_2.43 m,doll_2.61 m
1272558.0,doll_4.58 m,doll_4.58 m,doll_4.58 m,doll_6.02 m
4656191.0,doll_16.75 m,doll_16.75 m,doll_16.75 m,doll_12.5 m
2257390.0,doll_8.11 m,doll_8.11 m,doll_8.11 m,doll_8.92 m
6549376.0,doll_21.52 m,doll_21.52 m,doll_21.52 m,doll_2.82 m
15711602.0,doll_55.14 m,doll_55.14 m,doll_55.14 m,doll_9.59 m
5642145.0,doll_20.25 m,doll_20.25 m,doll_20.25 m,doll_9.41 m
1650756.0,doll_5.91 m,doll_5.91 m,doll_5.91 m,doll_10.59 m
910070.0,doll_3.06 m,doll_3.06 m,doll_3.06 m,doll_605.37 m
3904618.0,doll_13.86 m,doll_13.86 m,doll_13.86 m,doll_40.69 m
622989.0,doll_2.23 m,doll_2.23 m,doll_2.23 m,doll_7.29 m
580537.0,doll_2.07 m,doll_2.07 m,doll_2.07 m,doll_107.86 m
1018843.0,doll_3.64 m,doll_3.64 m,doll_3.64 m,doll_6.55 m
5573000.0,doll_19.89 m,doll_19.89 m,doll_19.89 m,doll_29.8 m
1127170.0,doll_4.01 m,doll_4.01 m,doll_4.01 m,doll_3.36 m
433540.0,doll_1.54 m,doll_1.54 m,doll_1.54 m,doll_3.41 m
3266703.0,doll_11.59 m,doll_11.59 m,doll_11.59 m,doll_20.19 m
644440.0,doll_2.28 m,doll_2.28 m,doll_2.28 m,doll_9.49 m
1778274.0,doll_6.3 m,doll_6.3 m,doll_6.3 m,doll_2.28 m
3498275.0,doll_12.3 m,doll_12.3 m,doll_12.3 m,doll_2.30 m
7477852.0,doll_26.27 m,doll_26.27 m,doll_26.27 m,doll_2.32 m
6242232.0,doll_22.08 m,doll_22.08 m,doll_22.08 m,doll_12.57 m
1646307.0,doll_5.82 m,doll_5.82 m,doll_5.82 m,doll_4.96 m
12259540.0,doll_43.36 m,doll_43.36 m,doll_43.36 m,doll_2.0 m
1031733.0,doll_3.65 m,doll_3.65 m,doll_3.65 m,doll_14.23 m
681652.0,doll_2.41 m,doll_2.41 m,doll_2.41 m,doll_2.62 m
1055100.0,doll_3.73 m,doll_3.73 m,doll_3.73 m,doll_237.11 m
3350270.0,doll_11.79 m,doll_11.79 m,doll_11.79 m,doll_49.99 m
32428296.0,doll_114.04 m,doll_114.04 m,doll_114.04 m,doll_1.63 m
1084616.0,doll_3.79 m,doll_3.79 m,doll_3.79 m,doll_5.76 m
1482100.0,doll_5.21 m,doll_5.21 m,doll_5.21 m,doll_3.6 m
5031697.0,doll_17.56 m,doll_17.56 m,doll_17.56 m,doll_3.4 m
2178629.0,doll_7.57 m,doll_7.57 m,doll_7.57 m,doll_3.10 m
2363526.0,doll_8.2 m,doll_8.2 m,doll_8.2 m,doll_2.87 m
1809858.0,doll_6.33 m,doll_6.33 m,doll_6.33 m,doll_1.45 m
9100083.0,doll_31.76 m,doll_31.76 m,doll_31.76 m,doll_20.57 m
547084.0,doll_1.91 m,doll_1.91 m,doll_1.91 m,doll_10.01 m
1568506.0,doll_5.47 m,doll_5.47 m,doll_5.47 m,doll_5.39 m
910973.0,doll_2.72 m,doll_2.72 m,doll_2.72 m,doll_1.86 m
2195780.0,doll_7.62 m,doll_7.62 m,doll_7.62 m,doll_2.18 m
5325214.0,doll_18.48 m,doll_18.48 m,doll_18.48 m,doll_74.07 m
1954609.0,doll_6.73 m,doll_6.73 m,doll_6.73 m,doll_20.08 m
658317.0,doll_2.28 m,doll_2.28 m,doll_2.28 m,doll_10.9 m
1079340.0,doll_3.73 m,doll_3.73 m,doll_3.73 m,doll_27.80 m
6137755.0,doll_20.41 m,doll_20.41 m,doll_20.41 m,doll_1.75 m
541582.0,doll_1.87 m,doll_1.87 m,doll_1.87 m,doll_17.73 m
2608093.0,doll_8.99 m,doll_8.99 m,doll_8.99 m,doll_18.10 m
452557.0,doll_1.56 m,doll_1.56 m,doll_1.56 m,doll_99.94 m
5283415.0,doll_18.14 m,doll_18.14 m,doll_18.14 m,doll_20.04 m
776268.0,doll_2.66 m,doll_2.66 m,doll_2.66 m,doll_1.53 m
25858983.0,doll_88.59 m,doll_88.59 m,doll_88.59 m,doll_3.32 m
12106480.0,doll_41.47 m,doll_41.47 m,doll_41.47 m,doll_35.5 m
1808710.0,doll_6.19 m,doll_6.19 m,doll_6.19 m,doll_3.9 m
