01-DDD-valuation,04-iGMM-valuation
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4b,doll_1
doll_4.1b,doll_1
doll_4.2b,doll_1.5
doll_4.2b,doll_1.5
doll_4.1b,doll_1
doll_4.2b,doll_1
doll_4.2b,doll_1.1
doll_4.11b,doll_1
doll_4.3b,doll_1
doll_4.3b,doll_1
doll_4.4b,doll_1
doll_4.25b,doll_1.73
doll_4.4b,doll_1
doll_4.5b,doll_1
doll_4.58b,doll_1
doll_4.4b,doll_1
doll_4.5b,doll_1.05
doll_4.5b,doll_1
doll_4.7b,doll_1
doll_4.73b,doll_1
doll_4.7b,doll_1
doll_4.5b,doll_1
doll_4.5b,doll_1
doll_4.53b,doll_1
doll_4.7b,doll_1
doll_4.58b,doll_1
doll_4.8b,doll_1
doll_4.6b,doll_1
doll_4.6b,doll_1
doll_4.8b,doll_1
doll_4.8b,doll_1
doll_5.85b,doll_1
doll_4.9b,doll_1
doll_4.15b,doll_1.06
doll_4.93b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5.5b,doll_1
doll_5.1b,doll_1
doll_5.25b,doll_1
doll_5b,doll_1
doll_5b,doll_1
doll_5.25b,doll_1
doll_5b,doll_1
doll_5.5b,doll_1.2
doll_5.7b,doll_1
doll_5.6b,doll_1
doll_5.36b,doll_1
doll_5.1b,doll_1
doll_5.7b,doll_1
doll_5.6b,doll_1
doll_5.6b,doll_1
doll_5.7b,doll_1
doll_5.99b,doll_1
doll_5.77b,doll_1
doll_5.2b,doll_1
doll_6b,doll_1
doll_6.1b,doll_1
doll_6b,doll_1
doll_5.7b,doll_1
doll_5.78b,doll_1
doll_5.7b,doll_1
doll_6b,doll_1
doll_6b,doll_1
doll_6.1b,doll_1
doll_6.28b,doll_1
doll_5.7b,doll_1
doll_6.2b,doll_1
doll_6.5b,doll_1
doll_6.4b,doll_1
doll_6.4b,doll_1
doll_6.51b,doll_1
doll_6.8b,doll_1
doll_7.5b,doll_1
doll_6.6b,doll_1
doll_5.05b,doll_1
doll_6.7b,doll_1
doll_6.3b,doll_1
doll_7b,doll_1.1
doll_6.5b,doll_1
doll_7b,doll_1
doll_7b,doll_1
doll_6.8b,doll_1
doll_7b,doll_1
doll_7.25b,doll_1
doll_7.1b,doll_1
doll_7.25b,doll_1
doll_7.3b,doll_1
doll_7.4b,doll_1
doll_7.75b,doll_1
doll_7.6b,doll_1
doll_8b,doll_1
doll_7.4b,doll_1
doll_7.83b,doll_1
doll_7.5b,doll_1
doll_7.5b,doll_1
doll_8b,doll_1
doll_8b,doll_1
doll_10.88b,doll_1
doll_10.2b,doll_1
doll_10.7b,doll_1
doll_8b,doll_1
doll_8.1b,doll_1
doll_11.1b,doll_1
doll_11b,doll_1
doll_12b,doll_1
doll_11.8b,doll_1
doll_12b,doll_1
doll_11.25b,doll_1
doll_12b,doll_1
doll_12b,doll_1
doll_11.4b,doll_1
doll_11.7b,doll_1
doll_12.3b,doll_1
doll_12.6b,doll_1
doll_12b,doll_1
doll_12.59b,doll_1
doll_12b,doll_1
doll_13b,doll_1
doll_13b,doll_1
doll_15.5b,doll_1
doll_15b,doll_1
doll_15b,doll_1
doll_13.5b,doll_1
doll_13.3b,doll_1
doll_15b,doll_1
doll_14b,doll_1
doll_15b,doll_1
doll_15b,doll_1
doll_20b,doll_1
doll_22b,doll_1
doll_17.5b,doll_1
doll_20b,doll_1
doll_100b,doll_1
doll_33b,doll_1
doll_40b,doll_1
doll_40b,doll_1
doll_31.5b,doll_1
doll_25b,doll_1
doll_127b,doll_1
doll_31b,doll_1
doll_39b,doll_1
doll_38b,doll_1
doll_95b,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
,doll_1
