01-DDD-totalraised
doll_1.907b
doll_556m
doll_1.345b
doll_2.309b
doll_1.971b
doll_7.44b
doll_770m
doll_3.114b
doll_2.702b
doll_724.83m
doll_778.5m
doll_775m
doll_2.132b
doll_1.171b
doll_1.093b
doll_2.03b
doll_536.72m
doll_1.722b
doll_579.23m
doll_1.099b
doll_180m
doll_3.396b
doll_4.304b
doll_1.326b
doll_1.644b
doll_600m
doll_355m
doll_504.77m
doll_464.12m
doll_7.262b
doll_189.2m
doll_71.84m
doll_119m
doll_155.3m
doll_180m
doll_242.9m
doll_572.01m
doll_25m
doll_199.83m
doll_396.8m
doll_220.4m
doll_342m
doll_330.36m
doll_259.5m
doll_428m
doll_2.475b
doll_746.12m
doll_362.05m
doll_143.3m
doll_212.15m
doll_2.293b
doll_200m
doll_296m
doll_187.4m
doll_266.26m
doll_224.2m
doll_195.5m
doll_350m
doll_525.5m
doll_44.94m
none
doll_379.64m
none
doll_216.15m
doll_167.35m
doll_449.72m
doll_610.85m
doll_272.73m
doll_177.36m
none
doll_63.75m
doll_236.5m
doll_79.42m
doll_315.43m
doll_727m
doll_273m
doll_10m
doll_144.43m
doll_212.5m
doll_136.51m
doll_181.06m
doll_115.37m
doll_688m
doll_501.64m
doll_517.9m
doll_601.59m
doll_486m
doll_126.3m
doll_185m
doll_192.85m
doll_220m
doll_517.24m
doll_397.86m
doll_126.35m
doll_233m
doll_766.7m
doll_141m
doll_330m
doll_513.24m
doll_260.33m
none
doll_203.91m
doll_268.5m
doll_371.4m
doll_492.05m
doll_259.6m
doll_705m
doll_100m
doll_126m
doll_288.8m
doll_361.53m
doll_1.033b
doll_110m
doll_228.58m
doll_56.9m
doll_334.1m
doll_6.62m
doll_130.6m
none
doll_269m
doll_377.93m
doll_671.93m
doll_294m
doll_171.85m
doll_260.07m
doll_200m
doll_111.25m
doll_310m
doll_328.43m
doll_370.34m
doll_142.27m
doll_488m
doll_245.22m
doll_64.5m
doll_210.08m
doll_238.3m
doll_308.38m
none
doll_515.01m
doll_976.5m
doll_100m
none
doll_131.46m
doll_289.47m
doll_228.79m
doll_271.8m
doll_380m
doll_98.96m
doll_293.61m
doll_303.75m
doll_335.02m
none
doll_132.35m
doll_244.1m
doll_938.71m
doll_108.03m
doll_175m
doll_135m
doll_264.1m
doll_238.12m
doll_150k
doll_217.3m
doll_331.1m
doll_91m
doll_97.27m
doll_157.62m
doll_216.5m
doll_91.5m
doll_184.5m
doll_632m
doll_138.82m
doll_684.52m
doll_119.83m
doll_110.59m
doll_138.4m
doll_18.54m
doll_283m
doll_100m
doll_126.55m
doll_154.03m
doll_221.03m
doll_319.72m
doll_910m
doll_64.08m
none
doll_223.2m
doll_25m
doll_206.32m
doll_175.25m
doll_200m
doll_173.92m
doll_225.63m
none
doll_570m
doll_521m
doll_53.1m
doll_362.55m
doll_255.08m
doll_460m
doll_249m
doll_170.72m
doll_265m
doll_352.32m
doll_230.31m
doll_280m
doll_259.18m
doll_391m
doll_163m
doll_397.28m
doll_807m
doll_236.32m
doll_344m
doll_432.82m
doll_111.5m
doll_304.58m
doll_178.6m
doll_251m
doll_156.52m
doll_277.8m
doll_315m
doll_100m
doll_597m
doll_62m
none
doll_140.23m
doll_370m
doll_247.61m
doll_361m
doll_800m
doll_192m
doll_479m
doll_588.61m
doll_130.3m
doll_127.6m
doll_297.5m
doll_306.16m
doll_539.68m
none
none
doll_310.3m
doll_393.4m
doll_614.44m
doll_2.036b
doll_460m
doll_95.91m
doll_287.85m
doll_696.76m
doll_629.58m
doll_170m
doll_339m
doll_368.6m
doll_522.8m
doll_394m
doll_82m
doll_63m
doll_253.02m
doll_138.53m
doll_896m
doll_15.4m
doll_1.283b
doll_546.97m
doll_361.25m
doll_649m
doll_182.05m
doll_51.93m
doll_476m
doll_255m
none
doll_259.64m
doll_199m
doll_300m
doll_315m
doll_672m
doll_320m
doll_613.16m
doll_324.65m
doll_308m
doll_300m
doll_330m
doll_393.79m
doll_990m
doll_223.29m
doll_131m
doll_120m
doll_1.05b
doll_510.6m
doll_33.83m
doll_300m
doll_231.6m
doll_348.5m
doll_52m
doll_281m
doll_224.4m
doll_129.89m
doll_1.776b
doll_159.5m
doll_375m
doll_80m
doll_101m
doll_732m
doll_223.06m
doll_234.47m
none
doll_487.81m
doll_101m
doll_59.23m
doll_215.6m
doll_466.54m
doll_1.761b
doll_330.88m
doll_77.4m
doll_271.3m
doll_221.47m
doll_284.52m
doll_217.2m
doll_219.64m
doll_249.21m
doll_62.12m
doll_111.72m
doll_321.89m
doll_187.82m
doll_53.05m
doll_200.11m
doll_131.94m
doll_398m
doll_85.01m
doll_154.3m
doll_160.3m
doll_295.71m
doll_171.12m
doll_173.8m
doll_100m
doll_155m
doll_215.3m
doll_100m
doll_140m
doll_205m
doll_190.24m
doll_294.2m
doll_287.88m
doll_291.5m
doll_553.63m
doll_136.05m
doll_90m
doll_120.98m
doll_239.55m
doll_192.5m
doll_265.07m
doll_447.67m
doll_188.64m
doll_428m
doll_151.6m
doll_443m
doll_163.7m
doll_1.836b
none
doll_217m
doll_329.9m
doll_130m
doll_1.243b
doll_476m
doll_310.02m
doll_136.05m
doll_133m
doll_558.36m
doll_278m
doll_884.79m
doll_203.25m
doll_262.55m
doll_292m
doll_193.24m
doll_554.5m
doll_373.44m
doll_369.13m
doll_546.47m
doll_10k
doll_174m
doll_150m
doll_444.63m
doll_197m
doll_233.12m
doll_580.45m
doll_553.61m
doll_188.15m
doll_508.9m
doll_343.7m
doll_168.06m
doll_1.003b
doll_339m
doll_118.64m
none
doll_279.18m
doll_169.6m
doll_215.6m
doll_118.5m
doll_368.96m
doll_371.69m
doll_251m
doll_404.5m
doll_472.94m
doll_307.5m
doll_249.55m
doll_445m
doll_430m
doll_188.2m
doll_176.67m
doll_111.1m
doll_281.3m
doll_181.5m
doll_276.05m
doll_352.48m
doll_300m
doll_578.79m
none
doll_190.73m
doll_175.31m
doll_267.73m
doll_345.5m
doll_800m
doll_263.9m
doll_20m
doll_11.3m
doll_68.13m
doll_479m
doll_911.62m
doll_166.2m
doll_283.88m
doll_123.7m
doll_146m
doll_678.35m
doll_817.5m
doll_536.1m
doll_267.4m
none
doll_405.65m
doll_470.52m
doll_280.4m
doll_171.5m
doll_260m
doll_255m
doll_136.64m
doll_595m
doll_116.88m
doll_159.12m
doll_157.15m
doll_221.12m
doll_156.34m
doll_300m
doll_296.77m
doll_377.75m
doll_227.34m
doll_165m
doll_700m
doll_321.14m
doll_622.12m
doll_306.98m
doll_256m
doll_240.25m
doll_85.69m
doll_80m
doll_155.9m
doll_246.1m
doll_345.2m
doll_461.85m
doll_227m
doll_101.62m
doll_207.3m
doll_260m
doll_131.2m
doll_171.05m
none
doll_290m
doll_11.54m
doll_200m
doll_399.7m
doll_165.7m
doll_659.05m
doll_435m
doll_542.41m
doll_834.59m
doll_255.55m
doll_310m
doll_157.5m
doll_408.58m
doll_141.97m
doll_320.5m
doll_361.44m
doll_66.16m
doll_235.51m
doll_339.11m
doll_115m
doll_331.23m
doll_497.19m
doll_291.62m
none
doll_411.2m
doll_274.59m
doll_79.28m
doll_721.19m
none
none
doll_43.25m
doll_97.56m
doll_202m
doll_314.28m
doll_437.1m
doll_270.74m
doll_358.07m
doll_385.92m
doll_163.02m
doll_491.85m
doll_224.62m
none
doll_236.04m
doll_329.32m
doll_292.76m
doll_523.18m
doll_389.94m
doll_256.56m
doll_436m
none
doll_264m
doll_523.6m
doll_770k
doll_362m
doll_170.5m
doll_181.1m
doll_461m
doll_1.24b
doll_20.55m
doll_476.14m
doll_235.89m
doll_242.05m
doll_336.69m
doll_290.88m
doll_182.5m
doll_163.84m
doll_433.72m
doll_328.17m
doll_143m
doll_452.18m
doll_228m
doll_658.49m
doll_133m
doll_361m
doll_247.65m
doll_569.91m
