01-DDD-totalraised
doll_280m
doll_45m
doll_299.28m
doll_165m
doll_121.75m
doll_432.11m
doll_281.38m
doll_210m
doll_226.6m
doll_150k
doll_650.82m
doll_300m
doll_292.58m
doll_62.67m
doll_192.32m
doll_303m
doll_300.34m
doll_29m
none
doll_206m
doll_136.08m
doll_318.75m
doll_679.4m
doll_245m
doll_169.2m
doll_100m
doll_253.46m
doll_291.74m
doll_150m
doll_374.61m
doll_126.5m
doll_310.32m
doll_217.5m
doll_258.3m
doll_235.75m
doll_1.482b
doll_274.15m
doll_342.37m
doll_465.84m
doll_226.6m
doll_250m
doll_214.55m
doll_302.6m
doll_273.07m
doll_72.31m
doll_278m
doll_179.85m
doll_341.68m
doll_466.38m
doll_714m
doll_547.27m
doll_260.35m
doll_502.5m
doll_500m
doll_100.12m
doll_188m
none
doll_208m
doll_1.057b
doll_710m
doll_321m
doll_208.5m
doll_186m
doll_383m
doll_946.49m
none
doll_210.3m
doll_92.44m
doll_92.61m
doll_224.35m
doll_198.58m
doll_500.22m
doll_70.59m
none
doll_185.52m
doll_207.92m
doll_556m
doll_100m
doll_162.98m
doll_802.2m
doll_203m
doll_256.06m
doll_889.2m
doll_150.93m
doll_312.57m
doll_370m
doll_164.06m
doll_420.16m
doll_654.6m
doll_222.34m
doll_233.8m
doll_151m
none
doll_415.79m
doll_222.81m
doll_236m
doll_281.84m
doll_496m
doll_968.86m
doll_327.2m
doll_325m
doll_431.4m
doll_391.52m
doll_298m
doll_402.46m
doll_137.13m
doll_179.18m
doll_229.99m
doll_278.21m
none
doll_240.5m
doll_312.5m
doll_364.2m
doll_551m
doll_315m
doll_414m
doll_429.6m
doll_203.12m
doll_195.3m
doll_98.08m
doll_544.93m
doll_740.96m
none
doll_659.1m
doll_497.36m
doll_747.5m
doll_632m
none
doll_178.83m
doll_261.3m
doll_530m
doll_469.74m
doll_743.55m
doll_515.9m
doll_164.75m
doll_330.93m
doll_342.27m
doll_195.2m
doll_370k
doll_660.35m
doll_310.19m
doll_300m
doll_383.02m
doll_563.82m
doll_300m
doll_1m
none
doll_320m
doll_420.89m
doll_643.07m
doll_533.61m
doll_917.18m
doll_163.92m
doll_420m
doll_796.23m
doll_250.83m
none
doll_354.14m
doll_172.5m
doll_116.3m
doll_480.34m
doll_1.333b
doll_335m
doll_405m
doll_365.25m
doll_390m
doll_725.21m
doll_271.71m
doll_446.7m
doll_1.013b
doll_481m
doll_296.85m
doll_452.6m
doll_665m
doll_315m
doll_532m
doll_314.61m
doll_667.38m
doll_211.87m
doll_322.16m
doll_267.7m
none
doll_300m
doll_183.12m
doll_526.5m
doll_536m
doll_3.934b
doll_296.2m
doll_615m
doll_475m
doll_409.6m
doll_640m
doll_5.6m
doll_570m
doll_5m
doll_783.81m
doll_489.32m
doll_340m
doll_1.127b
doll_342.4m
doll_421.18m
doll_378.12m
doll_228m
doll_497.24m
doll_447.36m
doll_550m
doll_730.99m
doll_98.5m
doll_935.01m
none
doll_376.5m
doll_953.5m
doll_475m
none
doll_423.44m
doll_614.49m
doll_85m
doll_355m
doll_303.1m
doll_367.17m
doll_312m
doll_488m
doll_930m
doll_286m
doll_579.3m
doll_216.48m
doll_152.19m
doll_681.65m
doll_2.23b
doll_217.98m
doll_519.63m
doll_336m
doll_328.2m
doll_373.25m
doll_261.25m
doll_72.47m
doll_370.66m
doll_200m
doll_168m
doll_516.06m
doll_615.83m
doll_417.65m
none
doll_731m
doll_529.32m
doll_305m
doll_441.24m
doll_533.75m
doll_397m
doll_244.4m
doll_345m
doll_717.29m
none
doll_385.12m
doll_200.18m
doll_581.1m
none
none
doll_425.96m
doll_314.66m
doll_286.36m
doll_343.5m
doll_529.16m
doll_452m
doll_513.93m
none
doll_334.34m
doll_277m
doll_300.03m
doll_445.69m
doll_433.7m
doll_630.9m
doll_1.322b
doll_276.35m
doll_567.3m
doll_569.95m
doll_556.5m
doll_486.65m
doll_570.6m
doll_317m
doll_288.22m
doll_477.27m
doll_1.009b
doll_743.68m
doll_1.099b
doll_483.5m
doll_480.34m
none
doll_711.73m
doll_390m
doll_125.58m
doll_2.464b
doll_633.78m
doll_535.86m
doll_692m
doll_713.62m
doll_715.2m
doll_581.51m
doll_75m
doll_377.7m
doll_587m
doll_626.63m
doll_365.56m
doll_415m
doll_225m
doll_686.67m
doll_608m
doll_272.74m
doll_465m
doll_728.2m
doll_488.5m
none
doll_431.4m
none
doll_561.82m
doll_392.41m
doll_991.33m
doll_169.41m
doll_731.6m
doll_335.94m
doll_512m
doll_1.208b
doll_1.33b
doll_395m
doll_262.82m
doll_418.45m
doll_145.49m
doll_470.71m
doll_359.17m
doll_712.93m
doll_420m
doll_557.15m
doll_467.2m
doll_508.05m
doll_3.563b
doll_708.73m
doll_1.103b
doll_115.68m
doll_223m
doll_461.4m
doll_583m
doll_127.83m
doll_3.5m
doll_207.5m
doll_487.16m
doll_682m
doll_310k
doll_550.8m
doll_752.5m
doll_651.6m
none
doll_20.07m
doll_616.17m
doll_1.053b
doll_628m
doll_556.1m
doll_486.5m
doll_487m
doll_3b
doll_474.71m
doll_329.32m
doll_422.22m
doll_339.37m
doll_331m
doll_311m
doll_426.5m
doll_240.02m
doll_330.34m
doll_399.89m
doll_697.06m
doll_623.18m
doll_481.5m
doll_1.335b
doll_166m
doll_360m
doll_762.75m
doll_986.3m
doll_1.211b
doll_180m
doll_479.91m
doll_344.64m
doll_3.435b
doll_475m
doll_1.282b
doll_1.632b
doll_1.113b
doll_350.55m
doll_728.5m
doll_394m
doll_331.12m
doll_943.46m
doll_665.8m
doll_350.81m
doll_698.85m
doll_419.93m
doll_401.54m
doll_900m
doll_1.47b
doll_154m
doll_998.5m
doll_628.3m
doll_232.35m
doll_515m
doll_18.58m
doll_775m
doll_769.86m
doll_1.031b
doll_508.67m
doll_525m
doll_311m
doll_375.68m
doll_1.296b
doll_1.326b
doll_905.62m
doll_507.25m
doll_414m
doll_865.95m
doll_677.51m
doll_555m
doll_875.73m
doll_319m
doll_54m
doll_512.11m
doll_382.14m
none
none
doll_468.65m
doll_400m
doll_684.79m
doll_783.8m
doll_948m
doll_652.85m
doll_263.12m
doll_815.49m
doll_743.89m
doll_294.82m
doll_475.68m
doll_340m
doll_900m
doll_404.38m
doll_125m
doll_205m
doll_484.15m
doll_425m
doll_1.134b
doll_263m
doll_603m
doll_846.6m
doll_438m
doll_491.62m
doll_991.2m
doll_520m
doll_1.085b
doll_1.1b
doll_660m
doll_520.4m
doll_764.74m
doll_284m
doll_334.92m
doll_450m
doll_478.85m
doll_1.487b
doll_535m
doll_739.6m
doll_542m
doll_627.8m
doll_250m
none
doll_553m
doll_858.8m
doll_718m
none
doll_1.705b
doll_412.1m
doll_2.006b
doll_1.347b
doll_881m
doll_86.88m
doll_1.358b
doll_2.58m
doll_613.6m
doll_216.07m
doll_2.475b
doll_836.3m
doll_353.5m
doll_415.9m
doll_1.044b
doll_1.385b
doll_673.7m
doll_497.43m
doll_737.08m
doll_899.25m
doll_641.17m
doll_971.14m
doll_489.78m
doll_1.081b
doll_645.6m
doll_1.189b
doll_1.324b
none
doll_428.8m
doll_1.024b
doll_457m
doll_975.49m
doll_648.25m
doll_562.23m
doll_566.9m
doll_527.41m
doll_477.64m
doll_496.04m
doll_679m
doll_462m
doll_917.44m
doll_906.13m
doll_1.061b
none
doll_570.23m
doll_855.55m
doll_1.655b
doll_822.29m
doll_1.674b
doll_990.52m
doll_708.82m
doll_1.127b
doll_692m
doll_770m
doll_710.2m
doll_1.132b
doll_521.5m
doll_632.85m
doll_187.26m
doll_902m
doll_755.74m
none
doll_3.2b
doll_2.701b
doll_595.9m
doll_1.11b
doll_445.51m
doll_907.52m
doll_1.412b
doll_1.255b
doll_943.65m
doll_792.36m
doll_728.02m
doll_433m
doll_1.021b
doll_864.52m
doll_1.701b
doll_424m
doll_1.42m
doll_412m
doll_1.414b
doll_415m
doll_2.085b
doll_1.555b
doll_729.22m
doll_600m
doll_645m
none
doll_891.3m
doll_853.85m
doll_149.5m
doll_815.98m
none
doll_3.207b
doll_920.14m
none
doll_2.121b
none
doll_4.272b
doll_1.089b
doll_732.5m
doll_934.32m
doll_1.936b
doll_1.027b
doll_1.04b
doll_1.653b
doll_500m
doll_400m
doll_583m
none
doll_1.158b
none
doll_676.96m
doll_2.437b
doll_1.222b
doll_1.314b
doll_741.62m
doll_861.69m
doll_427m
doll_1.039b
doll_559.74m
doll_545m
doll_3.571b
doll_1.165b
doll_1.377b
doll_6.255b
doll_963m
doll_5.04b
doll_1.94b
doll_1.8b
doll_697.12m
doll_675.15m
doll_561.5m
doll_367.83m
doll_1.353b
doll_1.49b
doll_1.969b
doll_450m
doll_1.692b
doll_15.372b
doll_400m
doll_2.368b
doll_4.044b
doll_293.9m
doll_979.3m
doll_734.8m
doll_425.12m
doll_3.397b
doll_490.5m
doll_721.31m
doll_1.135b
doll_917.5m
doll_5.833b
doll_475m
doll_4.653b
doll_1.553b
doll_1.716b
doll_571.26m
doll_1.83b
doll_6.377b
doll_2.599b
doll_9.704b
doll_4.89b
doll_2.686b
doll_3.497b
doll_2.901b
