08-slytherin-revenue,07-silvestri-revenue_2020,03-gren-revenue_2020_eu,01-DDD-revenue_2020_euro
3.92,"2,252,358",2252358.0,"2,252,358"
2.98,"3,368,822",3368822.0,"3,368,822"
145.60,"2,902,148",2902148.0,"2,902,148"
2.54,"2,625,660",2625660.0,"2,625,660"
"10,019,903","5,248,908",5248908.0,"5,248,908"
"9,585,483","9,752,760",9752760.0,"9,752,760"
13.7,"3,293,860",3293860.0,"3,293,860"
4.53,"8,559,263",8559263.0,"8,559,263"
15.15,"2,415,110",2415110.0,"2,415,110"
500.51,"81,775,452",81775452.0,"81,775,452"
1.50,"1,898,000",1898000.0,"1,898,000"
77.39,"32,103,084",32103084.0,"32,103,084"
236.87,"2,793,340",2793340.0,"2,793,340"
12.39,"14,896,000",14896000.0,"14,896,000"
"2,120,071,949","13,309,945",13309945.0,"13,309,945"
"2,019,870","2,050,130",2050130.0,"2,050,130"
2.1,"13,028,856",13028856.0,"13,028,856"
3.73,"117,817,156",117817156.0,"117,817,156"
1.36,"8,233,616",8233616.0,"8,233,616"
5.10,"4,570,000",4570000.0,"4,570,000"
11.40,"22,704,275",22704275.0,"22,704,275"
10.78,"20,779,890",20779890.0,"20,779,890"
4.02,"9,933,867",9933867.0,"9,933,867"
6.92,"4,527,970",4527970.0,"4,527,970"
"5,639,335","2,404,398",2404398.0,"2,404,398"
"2,145,400","14,690,408",14690408.0,"14,690,408"
21.1,"8,750,671",8750671.0,"8,750,671"
4.68,"8,383,859",8383859.0,"8,383,859"
4.45,"22,373,295",22373295.0,"22,373,295"
11.18,"1,580,450",1580450.0,"1,580,450"
3.51,"37,248,117",37248117.0,"37,248,117"
4.31,"18,743,704",18743704.0,"18,743,704"
2.21,"1,863,819",1863819.0,"1,863,819"
515.33,"31,463,692",31463692.0,"31,463,692"
22.48,"41,130,000",41130000.0,"41,130,000"
"3,500,000","8,340,824",8340824.0,"8,340,824"
"41,233,280","71,290,680",71290680.0,"71,290,680"
2.8,"4,383,254",4383254.0,"4,383,254"
18.00,"3,960,200",3960200.0,"3,960,200"
7.76,"20,222,750",20222750.0,"20,222,750"
2.21,"3,068,430",3068430.0,"3,068,430"
2.11,"20,679,155",20679155.0,"20,679,155"
9.30,"6,590,434",6590434.0,"6,590,434"
27.62,"25,860,664",25860664.0,"25,860,664"
237.93,"6,540,543",6540543.0,"6,540,543"
"7,294,549","2,223,308",2223308.0,"2,223,308"
"7,970,980","2,779,910",2779910.0,"2,779,910"
1.8,"10,060,550",10060550.0,"10,060,550"
6.45,"4,424,063",4424063.0,"4,424,063"
2.98,"1,515,414",1515414.0,"1,515,414"
2.23,"8,070,059",8070059.0,"8,070,059"
50.97,"3,351,671",3351671.0,"3,351,671"
2.59,"2,543,820",2543820.0,"2,543,820"
76.59,"12,280,490",12280490.0,"12,280,490"
"3,686,617","13,767,602",13767602.0,"13,767,602"
"32,652,980","17,589,082",17589082.0,"17,589,082"
3.0,"4,783,846",4783846.0,"4,783,846"
13.59,"19,651,446",19651446.0,"19,651,446"
6.50,"5,012,841",5012841.0,"5,012,841"
59.30,"199,822,150",199822150.0,"199,822,150"
4.83,"4,207,672",4207672.0,"4,207,672"
19.86,"2,025,040",2025040.0,"2,025,040"
7.85,"4,180,122",4180122.0,"4,180,122"
15.56,"1,513,710",1513710.0,"1,513,710"
"23,803,000","4,598,207",4598207.0,"4,598,207"
"2,610,700","2,429,590",2429590.0,"2,429,590"
"6,015,702","4,579,102",4579102.0,"4,579,102"
12.5,"16,746,545",16746545.0,"16,746,545"
8.92,"8,111,269",8111269.0,"8,111,269"
2.82,"21,520,495",21520495.0,"21,520,495"
9.59,"55,139,984",55139984.0,"55,139,984"
9.41,"20,248,436",20248436.0,"20,248,436"
10.59,"5,914,732",5914732.0,"5,914,732"
605.37,"3,057,807",3057807.0,"3,057,807"
40.69,"13,863,431",13863431.0,"13,863,431"
7.29,"2,226,659",2226659.0,"2,226,659"
"107,860,442","2,074,577",2074577.0,"2,074,577"
"6,545,058","3,640,511",3640511.0,"3,640,511"
29.8,"19,890,000",19890000.0,"19,890,000"
3.36,"4,010,560",4010560.0,"4,010,560"
3.41,"1,539,360",1539360.0,"1,539,360"
20.19,"11,594,389",11594389.0,"11,594,389"
9.49,"2,283,970",2283970.0,"2,283,970"
2.28,"6,298,606",6298606.0,"6,298,606"
2.30,"12,298,843",12298843.0,"12,298,843"
2.32,"26,273,556",26273556.0,"26,273,556"
"12,571,314","22,077,678",22077678.0,"22,077,678"
"4,956,408","5,822,692",5822692.0,"5,822,692"
2.0,"43,355,980",43355980.0,"43,355,980"
14.23,"3,647,652",3647652.0,"3,647,652"
2.62,"2,408,586",2408586.0,"2,408,586"
237.11,"3,725,665",3725665.0,"3,725,665"
49.99,"11,789,870",11789870.0,"11,789,870"
1.63,"114,037,838",114037838.0,"114,037,838"
"5,764,870","3,786,036",3786036.0,"3,786,036"
"3,600,080","5,210,500",5210500.0,"5,210,500"
3.4,"17,559,447",17559447.0,"17,559,447"
3.10,"7,572,128",7572128.0,"7,572,128"
2.87,"8,204,844",8204844.0,"8,204,844"
1.45,"6,326,861",6326861.0,"6,326,861"
20.57,"31,757,362",31757362.0,"31,757,362"
10.01,"1,908,640",1908640.0,"1,908,640"
5.39,"5,465,080",5465080.0,"5,465,080"
1.86,"2,724,073",2724073.0,"2,724,073"
"2,176,136","7,623,730",7623730.0,"7,623,730"
"74,065,413","18,481,247",18481247.0,"18,481,247"
"20,082,000","6,731,831",6731831.0,"6,731,831"
10.9,"2,281,929",2281929.0,"2,281,929"
27.80,"3,728,920",3728920.0,"3,728,920"
1.75,"20,410,511",20410511.0,"20,410,511"
17.73,"1,870,845",1870845.0,"1,870,845"
18.10,"8,988,475",8988475.0,"8,988,475"
99.94,"1,556,521",1556521.0,"1,556,521"
20.04,"18,141,216",18141216.0,"18,141,216"
"1,531,358","2,663,110",2663110.0,"2,663,110"
"3,320,479","88,590,000",88590000.0,"88,590,000"
"35,500,000","41,474,660",41474660.0,"41,474,660"
3.9,"6,188,900",6188900.0,"6,188,900"
3.80,"3,515,000",3515000.0,"3,515,000"
4.24,"51,640,733",51640733.0,"51,640,733"
2.16,"4,952,255",4952255.0,"4,952,255"
4.76,"42,514,150",42514150.0,"42,514,150"
35.21,"77,358,225",77358225.0,"77,358,225"
75.81,"13,067,279",13067279.0,"13,067,279"
1.40,"25,040,954",25040954.0,"25,040,954"
17.93,"2,333,452",2333452.0,"2,333,452"
"1,880,460","29,099,679",29099679.0,"29,099,679"
"3,061,854","3,189,298",3189298.0,"3,189,298"
"4,564,000","3,286,187",3286187.0,"3,286,187"
2.1,"8,520,830",8520830.0,"8,520,830"
6.8,"2,075,110",2075110.0,"2,075,110"
6.10,"34,488,971",34488971.0,"34,488,971"
9.08,"10,242,075",10242075.0,"10,242,075"
61.02,"3,179,000",3179000.0,"3,179,000"
5.02,"4,527,093",4527093.0,"4,527,093"
10.31,"8,073,458",8073458.0,"8,073,458"
7.80,"2,347,320",2347320.0,"2,347,320"
"9,187,050","12,763,524",12763524.0,"12,763,524"
"2,266,155","2,950,010",2950010.0,"2,950,010"
"3,922,045","4,526,309",4526309.0,"4,526,309"
6.9,"14,845,073",14845073.0,"14,845,073"
25.54,"57,451,279",57451279.0,"57,451,279"
4.82,"8,743,069",8743069.0,"8,743,069"
57.30,"6,687,402",6687402.0,"6,687,402"
11.83,"35,107,348",35107348.0,"35,107,348"
1.38,"2,649,288",2649288.0,"2,649,288"
12.24,"3,226,645",3226645.0,"3,226,645"
8.54,"6,205,559",6205559.0,"6,205,559"
102.29,"14,863,628",14863628.0,"14,863,628"
"3,864,176","2,552,248",2552248.0,"2,552,248"
"40,101,000","4,692,660",4692660.0,"4,692,660"
3.7,"2,176,368",2176368.0,"2,176,368"
1.99,"13,856,500",13856500.0,"13,856,500"
77.76,"6,385,196",6385196.0,"6,385,196"
122.44,"4,209,975",4209975.0,"4,209,975"
15.64,"15,079,425",15079425.0,"15,079,425"
3.67,"24,048,302",24048302.0,"24,048,302"
38.43,"26,824,140",26824140.0,"26,824,140"
4.61,"3,370,490",3370490.0,"3,370,490"
8.74,"3,513,741",3513741.0,"3,513,741"
"11,527,860","2,675,750",2675750.0,"2,675,750"
"2,770,000","2,272,847",2272847.0,"2,272,847"
"5,821,129","3,299,330",3299330.0,"3,299,330"
4.2,"32,392,546",32392546.0,"32,392,546"
1.89,"4,028,000",4028000.0,"4,028,000"
12.87,"57,093,437",57093437.0,"57,093,437"
6.39,"4,014,220",4014220.0,"4,014,220"
5.28,"5,986,199",5986199.0,"5,986,199"
5.91,"18,178,322",18178322.0,"18,178,322"
127.47,"7,781,600",7781600.0,"7,781,600"
"8,730,000","5,855,040",5855040.0,"5,855,040"
"2,851,840","26,143,857",26143857.0,"26,143,857"
"1,716,107","10,189,790",10189790.0,"10,189,790"
7.0,"17,048,000",17048000.0,"17,048,000"
32.15,"2,946,126",2946126.0,"2,946,126"
31.98,"205,312,456",205312456.0,"205,312,456"
1.35,"33,400,000",33400000.0,"33,400,000"
1.09,"156,232,906",156232906.0,"156,232,906"
14.22,"1,797,294",1797294.0,"1,797,294"
92.78,"4,200,000",4200000.0,"4,200,000"
2.47,"2,595,034",2595034.0,"2,595,034"
68.75,"5,172,479",5172479.0,"5,172,479"
"6,890,000","2,009,090",2009090.0,"2,009,090"
"5,465,756","22,020,382",22020382.0,"22,020,382"
"35,207,328","57,057,180",57057180.0,"57,057,180"
12.5,"7,191,249",7191249.0,"7,191,249"
6.78,"12,934,943",12934943.0,"12,934,943"
18.80,"5,480,946",5480946.0,"5,480,946"
54.64,"33,371,870",33371870.0,"33,371,870"
10.40,"3,762,160",3762160.0,"3,762,160"
82.39,"3,868,940",3868940.0,"3,868,940"
1.10,"16,923,940",16923940.0,"16,923,940"
5.31,"2,302,685",2302685.0,"2,302,685"
24.57,"3,495,981",3495981.0,"3,495,981"
"3,785,340","6,934,182",6934182.0,"6,934,182"
"1,721,315","3,544,255",3544255.0,"3,544,255"
"74,989,531","2,547,992",2547992.0,"2,547,992"
7.1,"38,373,430",38373430.0,"38,373,430"
4.19,"30,887,883",30887883.0,"30,887,883"
11.29,"2,803,150",2803150.0,"2,803,150"
42.45,"5,313,290",5313290.0,"5,313,290"
43.53,"4,264,120",4264120.0,"4,264,120"
15.89,"1,636,674",1636674.0,"1,636,674"
1.15,"40,777,823",40777823.0,"40,777,823"
205.97,"9,729,642",9729642.0,"9,729,642"
11.64,"32,175,000",32175000.0,"32,175,000"
"79,302,201","2,554,140",2554140.0,"2,554,140"
"3,031,099","9,569,120",9569120.0,"9,569,120"
"3,993,782","49,576,899",49576899.0,"49,576,899"
2.0,"1,807,173",1807173.0,"1,807,173"
4.0,"4,392,988",4392988.0,"4,392,988"
2.94,"2,131,000",2131000.0,"2,131,000"
59.33,"49,190,436",49190436.0,"49,190,436"
4.50,"26,010,474",26010474.0,"26,010,474"
21.19,"20,745,690",20745690.0,"20,745,690"
5.71,"2,696,270",2696270.0,"2,696,270"
34.29,"2,087,000",2087000.0,"2,087,000"
"15,880,745","16,367,000",16367000.0,"16,367,000"
"3,654,520","6,356,404",6356404.0,"6,356,404"
1.8,"10,456,300",10456300.0,"10,456,300"
11.25,"15,846,632",15846632.0,"15,846,632"
2.85,"10,203,000",10203000.0,"10,203,000"
4.31,"8,122,686",8122686.0,"8,122,686"
4.82,"3,655,345",3655345.0,"3,655,345"
91.54,"57,766,084",57766084.0,"57,766,084"
3.92,"7,879,983",7879983.0,"7,879,983"
2.51,"1,970,000",1970000.0,"1,970,000"
2.63,"3,136,947",3136947.0,"3,136,947"
"1,629,099","5,626,849",5626849.0,"5,626,849"
"12,470,754","6,737,600",6737600.0,"6,737,600"
6.3,"6,566,530",6566530.0,"6,566,530"
1.65,"13,256,472",13256472.0,"13,256,472"
1.51,"3,981,300",3981300.0,"3,981,300"
14.00,"3,352,210",3352210.0,"3,352,210"
6.99,"7,701,275",7701275.0,"7,701,275"
9.05,"9,481,040",9481040.0,"9,481,040"
179.53,"5,411,160",5411160.0,"5,411,160"
4.83,"2,049,365",2049365.0,"2,049,365"
380.27,"3,289,892",3289892.0,"3,289,892"
"7,664,825","70,393,894",70393894.0,"70,393,894"
"2,683,264","10,446,862",10446862.0,"10,446,862"
"2,925,893","3,154,795",3154795.0,"3,154,795"
12.7,"8,707,000",8707000.0,"8,707,000"
2.3,"2,201,160",2201160.0,"2,201,160"
5.40,"14,725,853",14725853.0,"14,725,853"
2.08,"3,834,910",3834910.0,"3,834,910"
5.88,"5,889,890",5889890.0,"5,889,890"
1.15,"4,794,423",4794423.0,"4,794,423"
3.22,"8,274,214",8274214.0,"8,274,214"
2.93,"2,622,506",2622506.0,"2,622,506"
118.63,"2,571,079",2571079.0,"2,571,079"
"10,049,610","3,537,769",3537769.0,"3,537,769"
"1,603,990","1,778,249",1778249.0,"1,778,249"
"4,737,550","16,601,337",16601337.0,"16,601,337"
2.4,"24,114,000",24114000.0,"24,114,000"
7.07,"3,424,863",3424863.0,"3,424,863"
14.55,"6,358,307",6358307.0,"6,358,307"
46.67,"3,233,968",3233968.0,"3,233,968"
7.18,"2,331,579",2331579.0,"2,331,579"
17.49,"11,897,820",11897820.0,"11,897,820"
"26,894,501","6,182,419",6182419.0,"6,182,419"
"2,512,300","3,308,224",3308224.0,"3,308,224"
"1,665,958","72,503,245",72503245.0,"72,503,245"
3.0,"25,448,057",25448057.0,"25,448,057"
29.73,"45,616,000",45616000.0,"45,616,000"
2.48,"7,066,208",7066208.0,"7,066,208"
452.36,"2,245,423",2245423.0,"2,245,423"
3.87,"11,530,000",11530000.0,"11,530,000"
6.28,"2,400,550",2400550.0,"2,400,550"
26.86,"9,983,094",9983094.0,"9,983,094"
290.96,"33,903,865",33903865.0,"33,903,865"
250.93,"2,320,653",2320653.0,"2,320,653"
"1,612,837","15,140,480",15140480.0,"15,140,480"
"2,906,133","5,590,450",5590450.0,"5,590,450"
"47,719,777","3,113,197",3113197.0,"3,113,197"
19.1,"12,472,561",12472561.0,"12,472,561"
6.58,"4,288,024",4288024.0,"4,288,024"
11.10,"3,890,690",3890690.0,"3,890,690"
226.37,"2,117,442",2117442.0,"2,117,442"
268.91,"5,324,116",5324116.0,"5,324,116"
5.41,"2,825,876",2825876.0,"2,825,876"
5.13,"22,559,217",22559217.0,"22,559,217"
36.79,"20,479,764",20479764.0,"20,479,764"
"6,709,720","1,900,000",1900000.0,"1,900,000"
"8,466,121","2,411,600",2411600.0,"2,411,600"
"3,929,767","3,407,930",3407930.0,"3,407,930"
2.8,"42,525,086",42525086.0,"42,525,086"
8.40,"4,049,655",4049655.0,"4,049,655"
1.59,"10,264,611",10264611.0,"10,264,611"
31.40,"140,442,673",140442673.0,"140,442,673"
2.28,"18,101,114",18101114.0,"18,101,114"
27.99,"42,006,000",42006000.0,"42,006,000"
10.08,"2,089,215",2089215.0,"2,089,215"
13.50,"36,223,730",36223730.0,"36,223,730"
"2,124,763","9,307,640",9307640.0,"9,307,640"
"6,689,503","1,658,750",1658750.0,"1,658,750"
"3,304,686","108,758,853",108758853.0,"108,758,853"
6.2,"2,012,427",2012427.0,"2,012,427"
23.62,"18,757,685",18757685.0,"18,757,685"
9.02,"8,102,218",8102218.0,"8,102,218"
31.41,"55,564,420",55564420.0,"55,564,420"
3.00,"1,952,800",1952800.0,"1,952,800"
11.29,"3,040,000",3040000.0,"3,040,000"
16.96,"6,631,496",6631496.0,"6,631,496"
138.94,"1,512,680",1512680.0,"1,512,680"
"1,830,610","105,149,602",105149602.0,"105,149,602"
"9,923,965","6,626,713",6626713.0,"6,626,713"
"1,615,104","10,514,000",10514000.0,"10,514,000"
42.0,"1,874,438",1874438.0,"1,874,438"
11.63,"6,996,880",6996880.0,"6,996,880"
3.10,"4,039,340",4039340.0,"4,039,340"
1.82,"16,754,654",16754654.0,"16,754,654"
4.78,"11,263,318",11263318.0,"11,263,318"
44.86,"4,503,670",4503670.0,"4,503,670"
119.83,"2,888,273",2888273.0,"2,888,273"
42.35,"1,814,237",1814237.0,"1,814,237"
19.37,"6,444,045",6444045.0,"6,444,045"
"3,332,661","17,890,928",17890928.0,"17,890,928"
"3,566,734","1,640,000",1640000.0,"1,640,000"
1.5,"5,037,087",5037087.0,"5,037,087"
1.91,"80,066,074",80066074.0,"80,066,074"
3.45,"5,467,910",5467910.0,"5,467,910"
1.47,"3,391,041",3391041.0,"3,391,041"
3.45,"83,044,963",83044963.0,"83,044,963"
1.89,"4,076,348",4076348.0,"4,076,348"
6.80,"2,436,000",2436000.0,"2,436,000"
214.87,"11,828,515",11828515.0,"11,828,515"
6.59,"6,364,000",6364000.0,"6,364,000"
"24,721,755","4,987,860",4987860.0,"4,987,860"
"1,600,000","8,792,400",8792400.0,"8,792,400"
2.6,"1,507,867",1507867.0,"1,507,867"
37.51,"3,873,750",3873750.0,"3,873,750"
1.77,"11,281,040",11281040.0,"11,281,040"
67.32,"7,843,183",7843183.0,"7,843,183"
6.20,"4,491,888",4491888.0,"4,491,888"
31.12,"3,018,684",3018684.0,"3,018,684"
27.99,"3,453,730",3453730.0,"3,453,730"
33.53,"15,082,088",15082088.0,"15,082,088"
38.02,"2,790,680",2790680.0,"2,790,680"
"16,006,537","30,270,074",30270074.0,"30,270,074"
"3,230,000","31,038,460",31038460.0,"31,038,460"
"2,432,329","2,317,903",2317903.0,"2,317,903"
1.6,"9,318,626",9318626.0,"9,318,626"
2.01,"34,410,600",34410600.0,"34,410,600"
17.87,"1,580,154",1580154.0,"1,580,154"
657.91,"2,835,330",2835330.0,"2,835,330"
1.88,"22,419,033",22419033.0,"22,419,033"
2.15,"16,264,645",16264645.0,"16,264,645"
36.66,"3,956,061",3956061.0,"3,956,061"
"8,873,180","2,200,000",2200000.0,"2,200,000"
"28,004,684","13,166,000",13166000.0,"13,166,000"
"3,371,670","5,502,450",5502450.0,"5,502,450"
87.0,"2,232,347",2232347.0,"2,232,347"
6.03,"2,151,050",2151050.0,"2,151,050"
36.56,"83,981,636",83981636.0,"83,981,636"
2.27,"9,637,845",9637845.0,"9,637,845"
13.97,"33,080,096",33080096.0,"33,080,096"
1.12,"16,504,780",16504780.0,"16,504,780"
22.66,"4,071,600",4071600.0,"4,071,600"
11.03,"6,970,679",6970679.0,"6,970,679"
"5,743,440","25,355,630",25355630.0,"25,355,630"
"3,729,920","4,535,769",4535769.0,"4,535,769"
"1,798,051","1,578,677",1578677.0,"1,578,677"
10.3,"2,730,677",2730677.0,"2,730,677"
8.26,"10,371,094",10371094.0,"10,371,094"
"1,079.10","4,064,038",4064038.0,"4,064,038"
157.75,"68,009,314",68009314.0,"68,009,314"
10.84,"6,010,130",6010130.0,"6,010,130"
6.35,"2,237,180",2237180.0,"2,237,180"
18.11,"6,202,068",6202068.0,"6,202,068"
309.31,"3,561,298",3561298.0,"3,561,298"
5.80,"2,356,570",2356570.0,"2,356,570"
"7,638,731","3,192,139",3192139.0,"3,192,139"
"1,619,349","14,550,131",14550131.0,"14,550,131"
"30,300,000","92,800,000",92800000.0,"92,800,000"
4.5,"4,972,658",4972658.0,"4,972,658"
2.20,"16,692,390",16692390.0,"16,692,390"
4.02,"3,347,950",3347950.0,"3,347,950"
2.04,"4,021,010",4021010.0,"4,021,010"
14.09,"78,765,693",78765693.0,"78,765,693"
96.82,"5,393,690",5393690.0,"5,393,690"
31.08,"5,194,630",5194630.0,"5,194,630"
37.21,"18,624,755",18624755.0,"18,624,755"
"6,013,000","37,607,000",37607000.0,"37,607,000"
"3,153,809","9,506,903",9506903.0,"9,506,903"
2.9,"4,646,080",4646080.0,"4,646,080"
9.50,"20,387,729",20387729.0,"20,387,729"
31.48,"1,756,470",1756470.0,"1,756,470"
25.94,"14,113,040",14113040.0,"14,113,040"
3.63,"2,378,517",2378517.0,"2,378,517"
65.50,"2,126,840",2126840.0,"2,126,840"
14.98,"1,879,824",1879824.0,"1,879,824"
35.44,"13,438,347",13438347.0,"13,438,347"
"3,597,000","1,879,520",1879520.0,"1,879,520"
"4,892,000","22,841,800",22841800.0,"22,841,800"
"3,263,058","6,671,500",6671500.0,"6,671,500"
904.9,"15,603,000",15603000.0,"15,603,000"
6.39,"2,629,044",2629044.0,"2,629,044"
21.00,"4,637,943",4637943.0,"4,637,943"
5.06,"1,800,494",1800494.0,"1,800,494"
6.62,"3,905,042",3905042.0,"3,905,042"
31.14,"9,253,546",9253546.0,"9,253,546"
148.82,"29,080,296",29080296.0,"29,080,296"
24.89,"12,727,043",12727043.0,"12,727,043"
20.62,"38,960,985",38960985.0,"38,960,985"
"17,575,388","18,044,631",18044631.0,"18,044,631"
"3,801,000","36,960,953",36960953.0,"36,960,953"
3.4,"4,409,476",4409476.0,"4,409,476"
6.92,"6,297,471",6297471.0,"6,297,471"
2.22,"3,249,493",3249493.0,"3,249,493"
5.92,"2,406,917",2406917.0,"2,406,917"
7.37,"2,685,440",2685440.0,"2,685,440"
2.43,"5,762,891",5762891.0,"5,762,891"
1.74,"7,445,865",7445865.0,"7,445,865"
6.32,"4,609,256",4609256.0,"4,609,256"
"2,196,424","16,845,354",16845354.0,"16,845,354"
"3,133,067","3,065,165",3065165.0,"3,065,165"
5.4,"6,376,910",6376910.0,"6,376,910"
57.0,"42,000,000",42000000.0,"42,000,000"
11.65,"11,650,138",11650138.0,"11,650,138"
2.89,"2,804,580",2804580.0,"2,804,580"
2.29,"1,768,886",1768886.0,"1,768,886"
1.31,"23,579,000",23579000.0,"23,579,000"
4.63,"6,304,690",6304690.0,"6,304,690"
28.67,"4,970,000",4970000.0,"4,970,000"
2.01,"4,851,538",4851538.0,"4,851,538"
26.24,"1,671,730",1671730.0,"1,671,730"
"6,844,818","24,869,602",24869602.0,"24,869,602"
"6,624,660","33,137,857",33137857.0,"33,137,857"
"2,819,643","10,750,866",10750866.0,"10,750,866"
"9,268,038","37,386,150",37386150.0,"37,386,150"
15.6,"74,719,260",74719260.0,"74,719,260"
2.82,"5,677,639",5677639.0,"5,677,639"
7.27,"1,551,468",1551468.0,"1,551,468"
1.85,"16,196,046",16196046.0,"16,196,046"
20.92,"7,704,000",7704000.0,"7,704,000"
23.62,"2,587,718",2587718.0,"2,587,718"
153.02,"8,862,818",8862818.0,"8,862,818"
"221,393,889","62,951,353",62951353.0,"62,951,353"
"1,671,984","1,711,470",1711470.0,"1,711,470"
"20,047,184","2,598,585",2598585.0,"2,598,585"
3.4,"23,673,728",23673728.0,"23,673,728"
43.4,"9,409,000",9409000.0,"9,409,000"
1.88,"11,671,000",11671000.0,"11,671,000"
99.59,"2,696,785",2696785.0,"2,696,785"
10.48,"3,355,870",3355870.0,"3,355,870"
26.70,"17,286,985",17286985.0,"17,286,985"
7.40,"5,300,370",5300370.0,"5,300,370"
2.50,"13,224,865",13224865.0,"13,224,865"
"22,137,000","50,740,841",50740841.0,"50,740,841"
"6,244,875","2,349,000",2349000.0,"2,349,000"
"3,517,357","56,054,130",56054130.0,"56,054,130"
9.4,"3,407,310",3407310.0,"3,407,310"
18.93,"19,295,429",19295429.0,"19,295,429"
2.74,"21,900,903",21900903.0,"21,900,903"
6.80,"3,529,454",3529454.0,"3,529,454"
2.31,"2,739,230",2739230.0,"2,739,230"
5.70,"58,139,933",58139933.0,"58,139,933"
16.31,"2,086,411",2086411.0,"2,086,411"
16.78,"1,731,340",1731340.0,"1,731,340"
9.55,"30,967,000",30967000.0,"30,967,000"
"15,486,451","18,854,708",18854708.0,"18,854,708"
"1,900,153","24,741,510",24741510.0,"24,741,510"
6.0,,,
4.90,,,
66.53,,,
9.12,,,
1.66,,,
45.03,,,
60.21,,,
53.29,,,
"2,016,300",,,
"2,996,770",,,
"1,884,000",,,
"2,813,947",,,
3.9,,,
14.61,,,
5.45,,,
3.18,,,
20.07,,,
91.45,,,
48.12,,,
10.00,,,
"1,715,334",,,
"5,639,953",,,
"2,393,459",,,
1.5,,,
5.72,,,
3.83,,,
237.48,,,
3.82,,,
18.29,,,
31.45,,,
68.24,,,
111.76,,,
"12,789,098",,,
"22,498,000",,,
"118,823,758",,,
6.2,,,
11.16,,,
7.10,,,
2.92,,,
72.95,,,
37.77,,,
2.70,,,
124.89,,,
4.85,,,
"43,812,068",,,
"2,520,013",,,
"3,961,380",,,
"11,801,999",,,
6.6,,,
16.45,,,
2.04,,,
1.36,,,
3.07,,,
15.33,,,
8.44,,,
44.02,,,
1.88,,,
"1,569,480",,,
"2,027,170",,,
"16,502,575",,,
15.3,,,
9.66,,,
81.01,,,
3.78,,,
20.05,,,
5.09,,,
1.79,,,
85.73,,,
"26,633,230",,,
"29,615,571",,,
"24,720,000",,,
"36,499,759",,,
14.7,,,
20.40,,,
22.66,,,
5.14,,,
22.94,,,
65.13,,,
15.21,,,
6.43,,,
"20,825,934",,,
"1,625,797",,,
"22,064,333",,,
9.7,,,
1.68,,,
3.36,,,
3.45,,,
8.87,,,
16.98,,,
23.41,,,
1.18,,,
"2,267,760",,,
"2,224,272",,,
3.4,,,
8.40,,,
9.49,,,
5.05,,,
219.01,,,
4.63,,,
1.72,,,
8.80,,,
1.31,,,
"18,196,451",,,
"72,044,361",,,
"1,570,649",,,
2.5,,,
1.8,,,
1.68,,,
236.10,,,
6.34,,,
2.58,,,
391.32,,,
8.77,,,
3.01,,,
"2,709,000",,,
"1,606,000",,,
"12,237,885",,,
4.8,,,
3.89,,,
3.43,,,
3.93,,,
84.73,,,
238.35,,,
29.99,,,
11.83,,,
"11,499,031",,,
"9,264,354",,,
25.7,,,
8.00,,,
11.15,,,
49.92,,,
8.70,,,
499.96,,,
18.24,,,
23.58,,,
"5,016,731",,,
"1,954,961",,,
3.0,,,
4.48,,,
2.39,,,
6.67,,,
22.94,,,
3.83,,,
75.84,,,
154.32,,,
160.24,,,
"66,146,911",,,
"4,046,859",,,
"3,141,077",,,
"2,822,154",,,
36.3,,,
5.86,,,
5.63,,,
16.97,,,
924.35,,,
67.27,,,
5.20,,,
213.46,,,
"19,446,429",,,
"1,628,120",,,
5.9,,,
12.60,,,
1.27,,,
242.77,,,
5.76,,,
"10,838.01",,,
5.30,,,
"4,436,220",,,
"3,590,541",,,
15.4,,,
3.32,,,
3.32,,,
2.08,,,
5.98,,,
6.84,,,
54.70,,,
2.73,,,
48.82,,,
"6,801,734",,,
"3,362,524",,,
41.8,,,
8.03,,,
5.92,,,
208.63,,,
46.92,,,
53.50,,,
136.48,,,
90.71,,,
"3,457,203",,,
"8,365,450",,,
10.9,,,
12.35,,,
67.03,,,
3.22,,,
2.50,,,
36.17,,,
2.15,,,
394.51,,,
"4,710,733",,,
"2,064,254",,,
13.7,,,
7.78,,,
19.77,,,
2.30,,,
25.77,,,
57.77,,,
1.31,,,
52.13,,,
"4,857,817",,,
"2,192,902",,,
40.1,,,
1.70,,,
3.03,,,
47.56,,,
13.20,,,
"4,967.02",,,
"2,805,850",,,
"7,533,171",,,
2.4,,,
2.42,,,
10.94,,,
3.57,,,
102.88,,,
255.51,,,
"2,269,276",,,
"1,933,469",,,
12.9,,,
9.80,,,
4.42,,,
16.91,,,
60.15,,,
44.79,,,
"9,391,760",,,
"7,132,969",,,
2.9,,,
26.74,,,
8.64,,,
4.48,,,
7.29,,,
34.46,,,
133.95,,,
33.06,,,
"26,534,087",,,
"4,409,054",,,
11.1,,,
9.88,,,
17.26,,,
2.56,,,
1.69,,,
199.41,,,
"8,609,941",,,
"2,607,322",,,
1.8,,,
11.03,,,
40.87,,,
2.87,,,
12.02,,,
8.16,,,
"2,108,040",,,
"3,186,832",,,
2.3,,,
37.21,,,
37.11,,,
2.07,,,
4.43,,,
114.04,,,
"2,026.59",,,
"11,124,512",,,
"1,981,717",,,
3.4,,,
70.42,,,
1.70,,,
11.40,,,
9.01,,,
6.73,,,
46.57,,,
