08-slytherin-revenue,07-silvestri-revenue_2020,03-gren-revenue_2020_eu,01-DDD-revenue_2020_euro
4.0,,,
2.40,,,
2.16,,,
"20,779,890",,,
"9,933,867",,,
"4,654,250",,,
2.8,,,
8.81,,,
"4,527,970",,,
"26,158,008",,,
8.9,,,
1.22,,,
"2,404,398",,,
"44,664,290",,,
11.8,,,
1.80,,,
"14,690,408",,,
"11,823,959",,,
"1,825,646",,,
7.6,,,
1.71,,,
5.69,,,
"8,750,671",,,
"2,114,000",,,
"2,417,287",,,
4.7,,,
4.40,,,
"8,383,859",,,
"22,373,295",,,
"2,232,864",,,
2.1,,,
3.00,,,
2.16,,,
"1,580,450",,,
"37,248,117",,,
"37,731,950",,,
"4,405,138",,,
2.6,,,
5.56,,,
"18,743,704",,,
"6,135,880",,,
3.4,,,
1.87,,,
1.50,,,
"1,863,819",,,
"31,463,692",,,
"44,083,257",,,
4.6,,,
6.30,,,
"41,130,000",,,
"8,340,824",,,
"2,273,393",,,
1.6,,,
8.08,,,
1.68,,,
"71,290,680",,,
"4,383,254",,,
"1,994,500",,,
3.6,,,
9.84,,,
6.35,,,
"3,960,200",,,
"14,500,000",,,
3.1,,,
48.81,,,
"20,222,750",,,
"10,795,350",,,
6.4,,,
3.82,,,
"3,068,430",,,
"3,924,302",,,
13.8,,,
4.4,,,
6.19,,,
11.37,,,
"20,679,155",,,
"6,590,434",,,
"1,995,873",,,
12.1,,,
11.6,,,
3.92,,,
"25,860,664",,,
"6,540,543",,,
"2,140,000",,,
"19,441,982",,,
5.3,,,
5.31,,,
5.44,,,
"2,223,308",,,
"5,310,814",,,
10.1,,,
75.43,,,
"2,779,910",,,
"10,060,550",,,
"4,901,031",,,
4.7,,,
8.31,,,
"4,424,063",,,
"127,786,715",,,
19.3,,,
2.3,,,
58.87,,,
7.45,,,
"1,515,414",,,
"2,932,498",,,
4.5,,,
1.65,,,
6.86,,,
"8,070,059",,,
"11,877,500",,,
31.0,,,
2.90,,,
8.10,,,
"3,351,671",,,
"4,061,130",,,
3.7,,,
4.94,,,
4.23,,,
"2,543,820",,,
"8,132,888",,,
3.2,,,
23.68,,,
"12,280,490",,,
"13,767,602",,,
"9,793,280",,,
"5,571,000",,,
6.5,,,
104.35,,,
5.44,,,
"17,589,082",,,
"4,783,846",,,
"18,000,000",,,
2.4,,,
3.94,,,
"19,651,446",,,
"11,079,137",,,
99.2,,,
7.17,,,
62.30,,,
"5,012,841",,,
"199,822,150",,,
"1,969,579",,,
4.8,,,
3.2,,,
5.50,,,
"4,207,672",,,
"2,025,040",,,
"2,760,830",,,
3.7,,,
2.22,,,
"4,180,122",,,
"1,513,710",,,
"19,192,605",,,
1.6,,,
3.90,,,
14.46,,,
"4,598,207",,,
"2,429,590",,,
"7,026,618",,,
4.9,,,
8.70,,,
268.31,,,
"4,579,102",,,
"16,746,545",,,
"10,653,323",,,
1.5,,,
4.46,,,
"8,111,269",,,
"21,520,495",,,
"18,091,928",,,
"14,942,000",,,
9.3,,,
2.43,,,
6.19,,,
"55,139,984",,,
"20,248,436",,,
"8,299,712",,,
27.2,,,
2.89,,,
3.28,,,
"5,914,732",,,
"10,500,000",,,
"8,286,266",,,
5.4,,,
6.36,,,
"3,057,807",,,
"13,863,431",,,
"11,483,283",,,
4.3,,,
71.39,,,
"2,226,659",,,
"2,074,577",,,
"7,071,729",,,
64.8,,,
2.06,,,
3.88,,,
"3,640,511",,,
"19,890,000",,,
"63,494,481",,,
2.7,,,
2.31,,,
"4,010,560",,,
"1,539,360",,,
"13,000,580",,,
12.4,,,
7.85,,,
2.42,,,
"11,594,389",,,
"2,283,970",,,
"11,387,284",,,
9.8,,,
6.96,,,
"6,298,606",,,
"12,298,843",,,
"3,463,134",,,
1.5,,,
28.27,,,
2.25,,,
"26,273,556",,,
"22,077,678",,,
"2,710,870",,,
"3,515,264",,,
6.9,,,
5.22,,,
"5,822,692",,,
"4,281,600",,,
38.4,,,
3.0,,,
2.73,,,
"43,355,980",,,
"3,647,652",,,
"2,283,133",,,
1.5,,,
7.28,,,
"2,408,586",,,
"3,725,665",,,
"12,575,790",,,
"5,523,482",,,
1.8,,,
19.5,,,
5.07,,,
19.58,,,
"11,789,870",,,
"114,037,838",,,
"2,599,950",,,
2.4,,,
21.64,,,
24.53,,,
"3,786,036",,,
"5,210,500",,,
"58,633,352",,,
2.6,,,
8.30,,,
2.56,,,
"17,559,447",,,
"7,572,128",,,
"7,466,298",,,
6.4,,,
2.0,,,
14.50,,,
"8,204,844",,,
"6,326,861",,,
"15,467,644",,,
"19,746,273",,,
8.0,,,
2.38,,,
10.98,,,
"31,757,362",,,
"11,002,917",,,
2.1,,,
3.88,,,
3.57,,,
"1,908,640",,,
"3,439,310",,,
"102,745,000",,,
49.0,,,
33.59,,,
9.19,,,
"5,465,080",,,
"2,724,073",,,
"3,160,563",,,
6.1,,,
11.03,,,
"7,623,730",,,
"18,481,247",,,
"25,119,649",,,
"1,980,327",,,
1.7,,,
5.42,,,
6.46,,,
"6,731,831",,,
"2,449,370",,,
65.1,,,
23.79,,,
"2,281,929",,,
"3,728,920",,,
"4,368,393",,,
6.2,,,
8.19,,,
9.79,,,
"20,410,511",,,
"1,870,845",,,
"12,147,009",,,
"40,000,000",,,
8.0,,,
21.97,,,
4.62,,,
"8,988,475",,,
"1,556,521",,,
"4,400,000",,,
2.3,,,
141.28,,,
4.83,,,
"18,141,216",,,
"22,784,997",,,
1.7,,,
22.18,,,
"2,663,110",,,
"88,590,000",,,
"4,400,000",,,
2.3,,,
24.5,,,
7.00,,,
"41,474,660",,,
"6,188,900",,,
"2,179,455",,,
6.2,,,
16.37,,,
"3,515,000",,,
"51,640,733",,,
"137,377,976",,,
"7,557,162",,,
3.8,,,
3.00,,,
"4,952,255",,,
"2,121,030",,,
"17,379,727",,,
4.4,,,
2.05,,,
123.63,,,
"42,514,150",,,
"1,959,050",,,
"3,863,576",,,
12.0,,,
15.1,,,
6.04,,,
2.13,,,
"77,358,225",,,
"13,067,279",,,
"4,598,410",,,
7.7,,,
34.8,,,
2.23,,,
"25,040,954",,,
"2,333,452",,,
"2,222,200",,,
"40,550,828",,,
4.4,,,
3.20,,,
2.32,,,
"29,099,679",,,
"2,210,376",,,
"9,570,852",,,
3.1,,,
6.64,,,
2.87,,,
"3,189,298",,,
"3,286,187",,,
"10,706,853",,,
34.7,,,
1.69,,,
2.59,,,
"8,520,830",,,
"15,578,442",,,
2.2,,,
3.44,,,
4.37,,,
"2,075,110",,,
"34,488,971",,,
"4,044,747",,,
3.2,,,
24.00,,,
"10,242,075",,,
"3,300,000",,,
"4,118,028",,,
2.9,,,
5.59,,,
"3,179,000",,,
"516,804,830",,,
"6,206,422",,,
8.3,,,
2.04,,,
5.58,,,
"4,527,093",,,
"6,810,671",,,
"8,341,583",,,
11.1,,,
10.25,,,
9.20,,,
"8,073,458",,,
"2,347,320",,,
"7,607,000",,,
5.0,,,
15.0,,,
10.99,,,
4.24,,,
"12,763,524",,,
"2,950,010",,,
"6,451,551",,,
3.6,,,
5.88,,,
"4,526,309",,,
"14,845,073",,,
"2,700,000",,,
15.0,,,
2.90,,,
2.74,,,
"57,451,279",,,
"8,743,069",,,
"3,006,511",,,
"4,451,000",,,
4.4,,,
5.49,,,
"6,687,402",,,
"35,107,348",,,
"7,721,386",,,
"16,130,661",,,
2.8,,,
3.7,,,
7.29,,,
2.95,,,
"2,649,288",,,
"3,226,645",,,
"33,023,223",,,
"15,762,321",,,
2.2,,,
10.54,,,
16.60,,,
"6,205,559",,,
"14,863,628",,,
"8,739,723",,,
4.1,,,
2.03,,,
3.59,,,
"2,552,248",,,
"4,692,660",,,
"4,341,936",,,
118.5,,,
12.71,,,
"2,176,368",,,
"13,856,500",,,
"3,208,074",,,
"5,333,350",,,
6.5,,,
7.38,,,
5.60,,,
"6,385,196",,,
"4,209,975",,,
"3,232,543",,,
3.1,,,
2.2,,,
19.27,,,
"15,079,425",,,
"24,048,302",,,
"1,995,100",,,
24.5,,,
2.01,,,
3.83,,,
"26,824,140",,,
"3,370,490",,,
"3,147,330",,,
6.3,,,
111.1,,,
21.97,,,
"3,513,741",,,
"2,675,750",,,
"2,885,700",,,
6.0,,,
1.64,,,
3.05,,,
"2,272,847",,,
"26,965,551",,,
"3,126,200",,,
1.9,,,
3.6,,,
5.64,,,
"3,299,330",,,
"42,710,551",,,
"22,741,213",,,
1.8,,,
4.91,,,
18.23,,,
"32,392,546",,,
"4,028,000",,,
"21,459,039",,,
"39,465,863",,,
26.5,,,
10.30,,,
"57,093,437",,,
"4,014,220",,,
"4,867,175",,,
2.3,,,
16.6,,,
152.63,,,
1.89,,,
"5,986,199",,,
"18,178,322",,,
"3,583,000",,,
"1,515,357",,,
7.5,,,
9.61,,,
"7,781,600",,,
"5,855,040",,,
"5,658,000",,,
4.1,,,
3.34,,,
4.37,,,
"26,143,857",,,
"10,189,790",,,
"4,158,035",,,
"3,481,186",,,
3.5,,,
13.72,,,
9.58,,,
"17,048,000",,,
"2,946,126",,,
"2,971,014",,,
2.6,,,
4.18,,,
3.97,,,
"205,312,456",,,
"33,400,000",,,
"7,535,071",,,
3.2,,,
10.06,,,
"156,232,906",,,
"1,797,294",,,
"12,770,410",,,
"40,006,822",,,
3.7,,,
30.03,,,
2.90,,,
"4,200,000",,,
"2,595,034",,,
"44,293,025",,,
"5,800,000",,,
3.8,,,
5.00,,,
2.22,,,
"5,172,479",,,
"2,009,090",,,
"1,888,545",,,
"7,400,000",,,
8.1,,,
29.00,,,
"22,020,382",,,
"57,057,180",,,
"6,105,989",,,
2.1,,,
5.82,,,
"7,191,249",,,
"2,211,186",,,
114.8,,,
16.00,,,
"12,934,943",,,
"16,701,698",,,
7.2,,,
7.15,,,
5.98,,,
"5,480,946",,,
"1,970,000",,,
8.1,,,
6.08,,,
"33,371,870",,,
"3,762,160",,,
"2,655,394",,,
3.3,,,
4.71,,,
"3,868,940",,,
"16,923,940",,,
"4,563,873",,,
1.6,,,
4.83,,,
"2,302,685",,,
"3,495,981",,,
"4,978,870",,,
"2,318,840",,,
8.1,,,
1.68,,,
5.90,,,
"6,934,182",,,
"50,840,000",,,
2.0,,,
7.72,,,
"3,544,255",,,
"4,494,700",,,
2.7,,,
4.26,,,
"2,547,992",,,
"2,556,000",,,
3.1,,,
2.94,,,
"38,373,430",,,
"3,690,963",,,
"5,778,075",,,
3.5,,,
11.01,,,
"30,887,883",,,
"2,803,150",,,
"75,500,000",,,
"3,688,108",,,
680.3,,,
3.09,,,
3.19,,,
"5,313,290",,,
"4,264,120",,,
"9,736,000",,,
6.9,,,
43.68,,,
"1,636,674",,,
"9,803,800",,,
"3,647,530",,,
12.3,,,
31.50,,,
"40,777,823",,,
"10,015,145",,,
3.3,,,
9.79,,,
"9,729,642",,,
"32,175,000",,,
"7,905,028",,,
13.3,,,
4.48,,,
9.32,,,
"2,554,140",,,
"9,569,120",,,
"4,799,686",,,
"13,534,802",,,
9.7,,,
4.18,,,
3.89,,,
"49,576,899",,,
"4,887,526",,,
2.0,,,
5.08,,,
2.18,,,
"1,807,173",,,
"4,392,988",,,
"24,150,746",,,
"8,020,152",,,
14.0,,,
13.10,,,
"2,131,000",,,
"4,145,830",,,
3.4,,,
32.24,,,
"49,190,436",,,
"26,010,474",,,
"1,830,067",,,
2.0,,,
8.50,,,
"20,745,690",,,
"2,696,270",,,
"2,070,000",,,
5.1,,,
1.70,,,
"2,087,000",,,
"15,524,000",,,
12.6,,,
10.99,,,
28.30,,,
"16,367,000",,,
"6,356,404",,,
"3,095,599",,,
2.0,,,
46.86,,,
"10,456,300",,,
"15,846,632",,,
"8,917,903",,,
2.7,,,
8.70,,,
"10,203,000",,,
"3,002,164",,,
19.7,,,
7.84,,,
"8,122,686",,,
"6,066,870",,,
21.2,,,
16.82,,,
2.71,,,
"3,655,345",,,
"57,766,084",,,
"1,811,873",,,
10.3,,,
1.96,,,
"7,879,983",,,
"4,318,670",,,
68.0,,,
4.71,,,
"1,970,000",,,
"3,136,947",,,
"4,320,000",,,
2.3,,,
12.31,,,
8.40,,,
"5,626,849",,,
"3,010,838",,,
2.0,,,
6.39,,,
5.50,,,
"6,737,600",,,
"6,566,530",,,
"2,253,362",,,
4.0,,,
9.29,,,
3.56,,,
"13,256,472",,,
"2,484,612",,,
2.2,,,
5.02,,,
"3,981,300",,,
"10,374,630",,,
54.6,,,
3.93,,,
3.05,,,
"3,352,210",,,
"7,701,275",,,
"6,971,993",,,
32.1,,,
2.10,,,
"9,481,040",,,
"5,411,160",,,
"1,831,481",,,
2.8,,,
4.43,,,
2.22,,,
"2,049,365",,,
"3,289,892",,,
"2,023,615",,,
2.8,,,
2.33,,,
2.34,,,
"70,393,894",,,
"10,710,474",,,
3.2,,,
4.86,,,
"10,446,862",,,
"3,154,795",,,
"8,951,706",,,
"3,174,972",,,
41.0,,,
2.91,,,
"8,707,000",,,
"2,201,160",,,
"12,673,390",,,
2.8,,,
3.70,,,
4.00,,,
"14,725,853",,,
"3,835,324",,,
9.0,,,
3.3,,,
7.22,,,
"3,834,910",,,
"4,429,091",,,
3.7,,,
74.21,,,
24.68,,,
"5,889,890",,,
"4,794,423",,,
"45,767,438",,,
5.2,,,
11.51,,,
27.64,,,
"8,274,214",,,
"2,622,506",,,
"32,031,000",,,
4.9,,,
3.16,,,
"2,571,079",,,
"3,530,336",,,
9.4,,,
4.38,,,
"3,537,769",,,
"24,541,401",,,
10.4,,,
5.51,,,
"1,778,249",,,
"6,195,374",,,
2.4,,,
2.96,,,
"16,601,337",,,
"2,250,000",,,
2.0,,,
2.32,,,
"24,114,000",,,
"27,709,610",,,
2.0,,,
13.37,,,
34.30,,,
"3,424,863",,,
"3,950,874",,,
15.1,,,
4.55,,,
"6,358,307",,,
"7,017,570",,,
4.2,,,
1.82,,,
12.53,,,
"3,233,968",,,
"2,331,579",,,
"18,289,530",,,
"5,913,977",,,
2.6,,,
12.03,,,
2.04,,,
"11,897,820",,,
"1,831,000",,,
2.3,,,
23.00,,,
"6,182,419",,,
"54,144,098",,,
1.9,,,
12.42,,,
3.18,,,
"3,308,224",,,
"9,783,581",,,
65.7,,,
12.15,,,
28.91,,,
"72,503,245",,,
"2,159,457",,,
"4,582,653",,,
3.9,,,
3.09,,,
31.33,,,
"25,448,057",,,
"8,838,560",,,
"2,730,000",,,
4.0,,,
5.21,,,
22.00,,,
"45,616,000",,,
"6,331,469",,,
1.9,,,
36.88,,,
7.80,,,
"7,066,208",,,
"2,245,423",,,
"10,900,000",,,
3.4,,,
5.78,,,
5.72,,,
"11,530,000",,,
"45,835,716",,,
"4,016,889",,,
48.1,,,
14.83,,,
2.09,,,
"2,400,550",,,
"9,983,094",,,
"7,284,230",,,
"2,045,840",,,
5.0,,,
2.96,,,
"33,903,865",,,
"4,019,480",,,
5.5,,,
3.18,,,
21.98,,,
"2,320,653",,,
"15,140,480",,,
"44,196,471",,,
5.9,,,
8.6,,,
3.16,,,
2.99,,,
"5,590,450",,,
"9,085,513",,,
3.9,,,
16.12,,,
"3,113,197",,,
"3,818,950",,,
37.5,,,
48.91,,,
"12,472,561",,,
"28,637,302",,,
1.6,,,
9.66,,,
"4,288,024",,,
"3,890,690",,,
"8,207,060",,,
25.1,,,
7.58,,,
"2,117,442",,,
"5,324,116",,,
"1,668,119",,,
2.4,,,
5.85,,,
"2,825,876",,,
"22,559,217",,,
"1,614,019",,,
2.7,,,
2.5,,,
3.22,,,
16.91,,,
"20,479,764",,,
"4,264,178",,,
5.4,,,
2.51,,,
"1,900,000",,,
"1,842,780",,,
3.2,,,
8.61,,,
6.55,,,
"2,411,600",,,
"3,407,930",,,
"10,363,000",,,
2.0,,,
2.84,,,
29.51,,,
"42,525,086",,,
"2,435,319",,,
"3,692,767",,,
20.5,,,
3.01,,,
1.65,,,
"4,049,655",,,
"10,264,611",,,
"11,021,814",,,
2.0,,,
1.5,,,
32.31,,,
"140,442,673",,,
"18,101,114",,,
"50,479,221",,,
12.0,,,
4.34,,,
"42,006,000",,,
"2,089,215",,,
"7,005,966",,,
22.0,,,
1.85,,,
6.64,,,
"36,223,730",,,
"9,307,640",,,
"2,958,705",,,
3.6,,,
2.85,,,
3.96,,,
"1,658,750",,,
"108,758,853",,,
"3,871,840",,,
3.2,,,
21.67,,,
"2,012,427",,,
"18,757,685",,,
"21,102,431",,,
"30,373,360",,,
2.6,,,
880.81,,,
"8,102,218",,,
"3,041,039",,,
1.8,,,
13.80,,,
"55,564,420",,,
"26,061,898",,,
5.9,,,
4.8,,,
4.13,,,
"1,952,800",,,
"17,183,190",,,
1.8,,,
2.30,,,
"3,040,000",,,
"6,440,975",,,
"25,354,503",,,
6.0,,,
1.69,,,
25.90,,,
"6,631,496",,,
"5,705,620",,,
"10,208,200",,,
1.7,,,
6.0,,,
56.36,,,
2.90,,,
"1,512,680",,,
"105,149,602",,,
"5,968,096",,,
7.9,,,
3.29,,,
"6,626,713",,,
"10,514,000",,,
"11,132,276",,,
"4,528,417",,,
2.4,,,
5.02,,,
4.49,,,
"1,874,438",,,
"5,095,591",,,
"3,590,000",,,
21.1,,,
1.72,,,
7.13,,,
"6,996,880",,,
"4,039,340",,,
"8,536,929",,,
"2,406,680",,,
8.0,,,
1.64,,,
25.29,,,
"16,754,654",,,
"11,453,161",,,
11.4,,,
59.07,,,
2.22,,,
"11,263,318",,,
"11,841,129",,,
1.6,,,
8.52,,,
4.65,,,
"4,503,670",,,
"23,500,000",,,
"35,580,368",,,
8.6,,,
13.76,,,
"2,888,273",,,
"11,207,520",,,
2.6,,,
2.81,,,
"1,814,237",,,
"6,444,045",,,
"9,850,512",,,
10.7,,,
17.41,,,
15.03,,,
"17,890,928",,,
"1,640,000",,,
"64,754,333",,,
2.1,,,
4.81,,,
"5,037,087",,,
"16,295,312",,,
15.0,,,
13.00,,,
2.23,,,
"80,066,074",,,
"5,467,910",,,
"4,646,684",,,
2.1,,,
2.80,,,
1.90,,,
"3,391,041",,,
"83,044,963",,,
"10,465,736",,,
1.7,,,
2.49,,,
3.82,,,
"4,076,348",,,
"2,436,000",,,
"2,032,022",,,
"5,230,761",,,
118.6,,,
1.6,,,
2.71,,,
121.91,,,
"11,828,515",,,
"6,364,000",,,
"9,915,750",,,
4.7,,,
4.30,,,
19.13,,,
"4,987,860",,,
"8,792,400",,,
"6,537,133",,,
6.6,,,
2.3,,,
13.85,,,
64.20,,,
"1,507,867",,,
"11,412,179",,,
24.5,,,
22.04,,,
"3,873,750",,,
"3,012,724",,,
25.6,,,
6.41,,,
5.41,,,
"11,281,040",,,
"12,856,936",,,
17.5,,,
5.69,,,
"7,843,183",,,
"2,298,750",,,
21.2,,,
19.64,,,
"4,491,888",,,
"8,040,000",,,
4.7,,,
1.77,,,
2.05,,,
"3,018,684",,,
"3,453,730",,,
"8,564,877",,,
"2,831,100",,,
27.3,,,
1.58,,,
"15,082,088",,,
"2,790,680",,,
"4,500,000",,,
5.1,,,
92.79,,,
2.82,,,
"30,270,074",,,
"31,038,460",,,
"4,393,601",,,
11.8,,,
4.20,,,
3.53,,,
"2,317,903",,,
"9,318,626",,,
"23,562,064",,,
25.6,,,
1.50,,,
"34,410,600",,,
"1,580,154",,,
"8,660,000",,,
"9,528,344",,,
8.9,,,
29.63,,,
8.82,,,
"2,835,330",,,
"22,419,033",,,
"5,100,000",,,
2.7,,,
31.6,,,
3.09,,,
"16,264,645",,,
"3,956,061",,,
"3,455,990",,,
"27,566,990",,,
8.6,,,
4.30,,,
"2,200,000",,,
"13,166,000",,,
"10,340,000",,,
13.9,,,
54.92,,,
"5,502,450",,,
"2,756,656",,,
4.1,,,
30.17,,,
"2,232,347",,,
"8,711,339",,,
7.0,,,
3.61,,,
"2,151,050",,,
"2,791,380",,,
13.6,,,
17.06,,,
"83,981,636",,,
"215,509,027",,,
2.3,,,
24.89,,,
6.00,,,
"9,637,845",,,
"33,080,096",,,
"8,097,625",,,
54.0,,,
2.92,,,
2.13,,,
"16,504,780",,,
"4,071,600",,,
"110,658,110",,,
39.0,,,
46.00,,,
"6,970,679",,,
"3,941,407",,,
2.0,,,
3.32,,,
12.16,,,
"25,355,630",,,
"4,535,769",,,
"10,931,620",,,
"1,777,238",,,
50.1,,,
34.81,,,
3.84,,,
"1,578,677",,,
"7,033,252",,,
1.6,,,
9.1,,,
4.40,,,
3.41,,,
"2,730,677",,,
"10,371,094",,,
"3,200,000",,,
17.5,,,
1.65,,,
"4,064,038",,,
"68,009,314",,,
"6,778,537",,,
3.7,,,
33.80,,,
12.45,,,
"6,010,130",,,
"2,237,180",,,
"3,062,000",,,
"3,573,700",,,
9.0,,,
5.98,,,
18.52,,,
"6,202,068",,,
"3,561,298",,,
"15,744,330",,,
6.7,,,
357.76,,,
9.78,,,
"2,356,570",,,
"3,192,139",,,
"55,941,938",,,
54.1,,,
6.3,,,
3.79,,,
"14,550,131",,,
"92,800,000",,,
"2,428,552",,,
319.3,,,
311.69,,,
"4,972,658",,,
"16,692,390",,,
"3,085,566",,,
4.8,,,
17.01,,,
"3,347,950",,,
"4,021,010",,,
"2,604,838",,,
5.7,,,
4.44,,,
"78,765,693",,,
"5,393,690",,,
"3,531,440",,,
5.9,,,
3.1,,,
13.21,,,
5.54,,,
"5,194,630",,,
"18,624,755",,,
"24,336,753",,,
"28,063,191",,,
16.3,,,
19.65,,,
6.97,,,
"37,607,000",,,
"9,506,903",,,
"2,490,745",,,
1.6,,,
7.60,,,
"4,646,080",,,
"3,068,850",,,
2.5,,,
7.54,,,
"20,387,729",,,
"1,756,470",,,
"2,775,000",,,
"9,330,563",,,
10.9,,,
4.55,,,
2.73,,,
"14,113,040",,,
"2,378,517",,,
"8,333,500",,,
"14,812,973",,,
101.6,,,
3.78,,,
8.70,,,
"2,126,840",,,
"1,879,824",,,
"3,074,621",,,
13.9,,,
2.34,,,
"13,438,347",,,
"13,625,000",,,
"5,529,578",,,
9.5,,,
6.40,,,
2.00,,,
"1,879,520",,,
"3,200,000",,,
2.7,,,
2.05,,,
2.36,,,
"22,841,800",,,
"6,671,500",,,
"39,506,000",,,
4.6,,,
8.9,,,
1.51,,,
"15,603,000",,,
"2,629,044",,,
"23,040,066",,,
3.5,,,
11.6,,,
32.09,,,
"4,637,943",,,
"1,800,494",,,
"5,056,954",,,
6.3,,,
4.42,,,
"3,905,042",,,
"9,253,546",,,
"3,513,841",,,
"22,508,568",,,
19.5,,,
1.66,,,
5.74,,,
"29,080,296",,,
"9,700,000",,,
17.0,,,
1.69,,,
"12,727,043",,,
"38,960,985",,,
"89,499,878",,,
39.8,,,
1.75,,,
3.09,,,
"18,044,631",,,
"25,201,997",,,
21.3,,,
2.8,,,
8.07,,,
23.95,,,
"36,960,953",,,
"10,980,000",,,
2.8,,,
4.58,,,
"4,409,476",,,
"6,297,471",,,
"7,467,059",,,
13.6,,,
3.79,,,
"3,249,493",,,
"2,668,000",,,
3.5,,,
2.62,,,
"2,406,917",,,
"2,147,012",,,
7.2,,,
5.33,,,
"2,685,440",,,
"31,515,008",,,
61.1,,,
4.21,,,
"5,762,891",,,
"1,758,000",,,
4.5,,,
2.37,,,
"7,445,865",,,
"2,636,600",,,
3.0,,,
5.29,,,
"4,609,256",,,
"16,845,354",,,
"34,600,000",,,
23.3,,,
3.33,,,
2.06,,,
"3,065,165",,,
"20,500,000",,,
7.9,,,
11.59,,,
"6,376,910",,,
"38,984,070",,,
19.1,,,
5.90,,,
"42,000,000",,,
"11,650,138",,,
"7,981,047",,,
"3,440,419",,,
4.7,,,
224.93,,,
13.38,,,
"2,804,580",,,
"1,768,886",,,
"2,562,510",,,
5.0,,,
1.69,,,
"23,579,000",,,
"6,304,690",,,
"22,767,817",,,
2.7,,,
3.91,,,
2.83,,,
"4,970,000",,,
"4,851,538",,,
"9,787,167",,,
1.9,,,
6.02,,,
3.91,,,
"1,671,730",,,
"24,869,602",,,
"3,914,295",,,
34.5,,,
6.42,,,
"33,137,857",,,
"44,526,560",,,
2.7,,,
54.00,,,
10.70,,,
"10,750,866",,,
"194,059,817",,,
"15,101,937",,,
10.0,,,
2.37,,,
2.63,,,
"37,386,150",,,
"2,825,866",,,
3.3,,,
24.53,,,
16.06,,,
"74,719,260",,,
"23,831,150",,,
14.5,,,
6.00,,,
"5,677,639",,,
"5,607,249",,,
6.7,,,
12.12,,,
"1,551,468",,,
"3,980,000",,,
3.4,,,
16.04,,,
"16,196,046",,,
"7,800,356",,,
3.3,,,
30.32,,,
"7,704,000",,,
"4,316,000",,,
3.0,,,
3.52,,,
3.40,,,
"2,587,718",,,
"4,315,510",,,
5.6,,,
4.05,,,
4.59,,,
"8,862,818",,,
"5,076,510",,,
3.4,,,
1.99,,,
3.00,,,
"62,951,353",,,
"1,711,470",,,
"13,534,225",,,
74.3,,,
30.68,,,
3.18,,,
"2,598,585",,,
"23,673,728",,,
"2,386,675",,,
2.4,,,
21.62,,,
4.63,,,
"9,409,000",,,
"11,671,000",,,
"5,258,239",,,
11.4,,,
27.45,,,
"2,696,785",,,
"23,454,000",,,
"27,911,314",,,
2.4,,,
30.74,,,
36.84,,,
"3,355,870",,,
"17,286,985",,,
"44,465,404",,,
"18,557,277",,,
4.9,,,
2.50,,,
"5,300,370",,,
"13,224,865",,,
"12,494,059",,,
29.0,,,
3.82,,,
"50,740,841",,,
"2,349,000",,,
"2,955,450",,,
32.3,,,
2.17,,,
"56,054,130",,,
"14,862,980",,,
2.1,,,
60.5,,,
9.01,,,
"3,407,310",,,
"19,295,429",,,
"5,053,947",,,
"2,948,700",,,
4.1,,,
130.06,,,
11.04,,,
"21,900,903",,,
"2,323,240",,,
2.0,,,
31.22,,,
"3,529,454",,,
"113,997,834",,,
2.1,,,
5.55,,,
"2,739,230",,,
"7,600,000",,,
10.5,,,
2.79,,,
"58,139,933",,,
"1,626,200",,,
1.8,,,
5.35,,,
"2,086,411",,,
"9,270,859",,,
3.9,,,
11.16,,,
"1,731,340",,,
"18,531,369",,,
1.8,,,
2.74,,,
"30,967,000",,,
"3,997,455",,,
9.7,,,
6.79,,,
"18,854,708",,,
"24,741,510",,,
"18,637,957",,,
14.4,,,
7.62,,,
6.02,,,
"5,366,768",,,
2.1,,,
27.3,,,
33.24,,,
"4,912,621",,,
"2,271,260",,,
11.0,,,
3.38,,,
2.04,,,
"9,838,906",,,
12.8,,,
23.64,,,
"1,724,144",,,
3.3,,,
19.38,,,
39.85,,,
"7,002,530",,,
"1,848,127",,,
55.1,,,
16.0,,,
3.35,,,
"10,867,776",,,
3.8,,,
1.74,,,
18.38,,,
"10,921,686",,,
"54,683,545",,,
2.3,,,
24.30,,,
72.95,,,
"9,231,690",,,
"2,541,366",,,
6.4,,,
1.8,,,
4.80,,,
"2,934,982",,,
"3,747,255",,,
1.9,,,
15.93,,,
66.62,,,
"4,957,670",,,
19.3,,,
20.40,,,
86.30,,,
"2,656,800",,,
7.0,,,
1.52,,,
12.23,,,
"2,810,530",,,
"12,881,940",,,
2.0,,,
13.27,,,
7.76,,,
"129,807,793",,,
"8,788,260",,,
25.8,,,
5.7,,,
31.96,,,
11.68,,,
"31,308,380",,,
"5,961,694",,,
4.6,,,
4.35,,,
5.25,,,
"2,641,711",,,
"4,336,860",,,
3.7,,,
141.63,,,
5.39,,,
"7,533,114",,,
4.3,,,
16.6,,,
2.01,,,
3.96,,,
"16,238,309",,,
17.3,,,
3.39,,,
14.42,,,
"4,555,292",,,
"35,212,267",,,
6.6,,,
2.32,,,
"69,427,546",,,
2.1,,,
6.20,,,
"16,140,000",,,
6.5,,,
47.40,,,
2.85,,,
"12,326,441",,,
"28,943,850",,,
3.3,,,
3.41,,,
45.91,,,
"13,437,000",,,
10.0,,,
20.42,,,
5.90,,,
"4,905,768",,,
