08-slytherin-founded,01-DDD-founding_year,03-gren-founding_year,07-silvestri-founding_year
2015,,,
2015,,,
2012,,,
2008,,,
2014,,,
2012,,,
2011,,,
2013,,,
2014,,,
2008,,,
2013,,,
2014,,,
2008,,,
2015,,,
2011,,,
1982,,,
2011,,,
2012,,,
2011,,,
2011,,,
2011,,,
2010,,,
2012,,,
2013,,,
2015,,,
2010,,,
2015,,,
2010,,,
2009,,,
1998,,,
2012,,,
1977,,,
2010,,,
1979,,,
2012,,,
2014,,,
2010,,,
2009,,,
2016,,,
2016,,,
2015,,,
2006,,,
2012,,,
1952,,,
2011,,,
2014,,,
2013,,,
2015,,,
2008,,,
2014,,,
2005,,,
2009,,,
1997,,,
2016,,,
2015,,,
2016,,,
2009,,,
2005,,,
2004,,,
2016,,,
2012,,,
2016,,,
2011,,,
2015,,,
2009,,,
2014,,,
2017,,,
2015,,,
2013,,,
2012,,,
2012,,,
2009,,,
2010,,,
2014,,,
2013,,,
2011,,,
2014,,,
2001,,,
2008,,,
2012,,,
2010,,,
2010,,,
2005,,,
2013,,,
2014,,,
2002,,,
2013,,,
2000,,,
2012,,,
1999,,,
2013,,,
2012,,,
2012,,,
2008,,,
2015,,,
2013,,,
2013,,,
2010,,,
2009,,,
2011,,,
2015,,,
2011,,,
2015,,,
2012,,,
2006,,,
2012,,,
2013,,,
1998,,,
2004,,,
2013,,,
2008,,,
2015,,,
2012,,,
2013,,,
2014,,,
2012,,,
2014,,,
2013,,,
2010,,,
2014,,,
2006,,,
2011,,,
2012,,,
2017,,,
2013,,,
2013,,,
2009,,,
2005,,,
2013,,,
2013,,,
2011,,,
2011,,,
2015,,,
2012,,,
2014,,,
2010,,,
2006,,,
2013,,,
2013,,,
2009,,,
2011,,,
2010,,,
2013,,,
2008,,,
2011,,,
2015,,,
2010,,,
2012,,,
2000,,,
2014,,,
2012,,,
2009,,,
2011,,,
2009,,,
2014,,,
2005,,,
2014,,,
2010,,,
2013,,,
2016,,,
2015,,,
2014,,,
2000,,,
2014,,,
2010,,,
2012,,,
2015,,,
2012,,,
2009,,,
2014,,,
2014,,,
2016,,,
2009,,,
2013,,,
2015,,,
2011,,,
2015,,,
2011,,,
2012,,,
2012,,,
2010,,,
2009,,,
1990,,,
2012,,,
2009,,,
2014,,,
2013,,,
1991,,,
2003,,,
2014,,,
2013,,,
2009,,,
2014,,,
2006,,,
2012,,,
2016,,,
2013,,,
2010,,,
2009,,,
2014,,,
2004,,,
2002,,,
2010,,,
2000,,,
2014,,,
2012,,,
2013,,,
2014,,,
2005,,,
2015,,,
2000,,,
2014,,,
2013,,,
2010,,,
2015,,,
2000,,,
2016,,,
2004,,,
2009,,,
2012,,,
2015,,,
2016,,,
2016,,,
2008,,,
1994,,,
2010,,,
2011,,,
2012,,,
2010,,,
2012,,,
2012,,,
2004,,,
2011,,,
2008,,,
2010,,,
2011,,,
2015,,,
1984,,,
2012,,,
2014,,,
2012,,,
2005,,,
2013,,,
2012,,,
2006,,,
2013,,,
2009,,,
2012,,,
2015,,,
2015,,,
2011,,,
2014,,,
2010,,,
2015,,,
2011,,,
2013,,,
2015,,,
2008,,,
2010,,,
2014,,,
2013,,,
2012,,,
2010,,,
2013,,,
2011,,,
2013,,,
2009,,,
2007,,,
2013,,,
2011,,,
2013,,,
2014,,,
2014,,,
2015,,,
2015,,,
2010,,,
2011,,,
2014,,,
2013,,,
2016,,,
2014,,,
2011,,,
2014,,,
2011,,,
2009,,,
2011,,,
2014,,,
2015,,,
2001,,,
2012,,,
2013,,,
2014,,,
2005,,,
2007,,,
2016,,,
2012,,,
2015,,,
2011,,,
2015,,,
2016,,,
2012,,,
2011,,,
2005,,,
2012,,,
2012,,,
2011,,,
2014,,,
2008,,,
2013,,,
2012,,,
2010,,,
2015,,,
2016,,,
2014,,,
2004,,,
2012,,,
2013,,,
2013,,,
2013,,,
2014,,,
1995,,,
1983,,,
2010,,,
2008,,,
2007,,,
2012,,,
2000,,,
2014,,,
2010,,,
2012,,,
2011,,,
2006,,,
2008,,,
2008,,,
2017,,,
2014,,,
2011,,,
2010,,,
2014,,,
2013,,,
2011,,,
2008,,,
2014,,,
2012,,,
2013,,,
2013,,,
2008,,,
2014,,,
2009,,,
2010,,,
2015,,,
2012,,,
2015,,,
2013,,,
2010,,,
2009,,,
2012,,,
2007,,,
1999,,,
2015,,,
2010,,,
2014,,,
2013,,,
2017,,,
2015,,,
2014,,,
2012,,,
2001,,,
2007,,,
1997,,,
2009,,,
2013,,,
2004,,,
2007,,,
2010,,,
2014,,,
2013,,,
2014,,,
1998,,,
2010,,,
2014,,,
2010,,,
2012,,,
2008,,,
2013,,,
2013,,,
2015,,,
2012,,,
2013,,,
2011,,,
1983,,,
2012,,,
2014,,,
2006,,,
2011,,,
2007,,,
2001,,,
2017,,,
2016,,,
2002,,,
2010,,,
2013,,,
2015,,,
2015,,,
1989,,,
1990,,,
2015,,,
2012,,,
2006,,,
2008,,,
2009,,,
2015,,,
2012,,,
2010,,,
2013,,,
2013,,,
2005,,,
2010,,,
2004,,,
2008,,,
2013,,,
2011,,,
2004,,,
2013,,,
2011,,,
2013,,,
2012,,,
2013,,,
2008,,,
2016,,,
2013,,,
2011,,,
2006,,,
2014,,,
2012,,,
2015,,,
2011,,,
2013,,,
2012,,,
2010,,,
2012,,,
2010,,,
2012,,,
2009,,,
2006,,,
2014,,,
2012,,,
2012,,,
2011,,,
2006,,,
2010,,,
2010,,,
2012,,,
2005,,,
2015,,,
2012,,,
2008,,,
2008,,,
2010,,,
2016,,,
2012,,,
2013,,,
2010,,,
1984,,,
2012,,,
2013,,,
2013,,,
2009,,,
2004,,,
2014,,,
2009,,,
2009,,,
2009,,,
2012,,,
2013,,,
1997,,,
2010,,,
1989,,,
2012,,,
2007,,,
2009,,,
1996,,,
2016,,,
2013,,,
2012,,,
2010,,,
2011,,,
2017,,,
2012,,,
2013,,,
2014,,,
2016,,,
2015,,,
1994,,,
2012,,,
2012,,,
2014,,,
2016,,,
2015,,,
2015,,,
2007,,,
2006,,,
2005,,,
2004,,,
2010,,,
2011,,,
2010,,,
2010,,,
2013,,,
2004,,,
2013,,,
2016,,,
2007,,,
2013,,,
2013,,,
2011,,,
2015,,,
2006,,,
2010,,,
2015,,,
2012,,,
2014,,,
2014,,,
2013,,,
2011,,,
2011,,,
1999,,,
2013,,,
2009,,,
2012,,,
2002,,,
2012,,,
2009,,,
2008,,,
2010,,,
2012,,,
2011,,,
2015,,,
2010,,,
2015,,,
2007,,,
2013,,,
2010,,,
2015,,,
2014,,,
2014,,,
2012,,,
2007,,,
2010,,,
2017,,,
2013,,,
1979,,,
2013,,,
2011,,,
2005,,,
2008,,,
2014,,,
2010,,,
2012,,,
2015,,,
2010,,,
2011,,,
2011,,,
2007,,,
2010,,,
2011,,,
2013,,,
2012,,,
2013,,,
2012,,,
2008,,,
2009,,,
2013,,,
2002,,,
2005,,,
2015,,,
2011,,,
2014,,,
2015,,,
2014,,,
2009,,,
2011,,,
2011,,,
1977,,,
2009,,,
2014,,,
1998,,,
2011,,,
2002,,,
2014,,,
2016,,,
2015,,,
1995,,,
2013,,,
2013,,,
2011,,,
2002,,,
2013,,,
2011,,,
2013,,,
1979,,,
2012,,,
2014,,,
2012,,,
2001,,,
2001,,,
2014,,,
2007,,,
2012,,,
2005,,,
2011,,,
2015,,,
2011,,,
2017,,,
2015,,,
1983,,,
2008,,,
1997,,,
2005,,,
2012,,,
1996,,,
2014,,,
2011,,,
2013,,,
2008,,,
2014,,,
2013,,,
2014,,,
2012,,,
2005,,,
2011,,,
2014,,,
2009,,,
2010,,,
2007,,,
2010,,,
2016,,,
2014,,,
2008,,,
2010,,,
2011,,,
2007,,,
2016,,,
1985,,,
2005,,,
2002,,,
2013,,,
2013,,,
2015,,,
2006,,,
2004,,,
2011,,,
2001,,,
2007,,,
2017,,,
2014,,,
2005,,,
1987,,,
2013,,,
2010,,,
2014,,,
2014,,,
2011,,,
2006,,,
2010,,,
2009,,,
2013,,,
2008,,,
2008,,,
2005,,,
2009,,,
1963,,,
2014,,,
2012,,,
2013,,,
2012,,,
2015,,,
2013,,,
2014,,,
1997,,,
2008,,,
2007,,,
2016,,,
1515,,,
2011,,,
2013,,,
2010,,,
2014,,,
1965,,,
2001,,,
2015,,,
2009,,,
2011,,,
2008,,,
2015,,,
2014,,,
2010,,,
2002,,,
2008,,,
2011,,,
2013,,,
2007,,,
2012,,,
2012,,,
2013,,,
2012,,,
2014,,,
2015,,,
2013,,,
2013,,,
1990,,,
2015,,,
2012,,,
2016,,,
2008,,,
2006,,,
2013,,,
2013,,,
2013,,,
2011,,,
2013,,,
2011,,,
2010,,,
2009,,,
2009,,,
2012,,,
2011,,,
2011,,,
2016,,,
2008,,,
2015,,,
2013,,,
2012,,,
2010,,,
2015,,,
2012,,,
2013,,,
2010,,,
2012,,,
2012,,,
2016,,,
2005,,,
2010,,,
2009,,,
2005,,,
2012,,,
2012,,,
2014,,,
2015,,,
2007,,,
2011,,,
2012,,,
2013,,,
2011,,,
2012,,,
1999,,,
2012,,,
2011,,,
2013,,,
2011,,,
2002,,,
2001,,,
2012,,,
2000,,,
2012,,,
2004,,,
2012,,,
2013,,,
2012,,,
2013,,,
1998,,,
2010,,,
2008,,,
2015,,,
2012,,,
2009,,,
2004,,,
1996,,,
2009,,,
2012,,,
2011,,,
2015,,,
2013,,,
2007,,,
2013,,,
2015,,,
2011,,,
2015,,,
2001,,,
2009,,,
2015,,,
2005,,,
2015,,,
2010,,,
2010,,,
2013,,,
2014,,,
2010,,,
2015,,,
2014,,,
2006,,,
2012,,,
2009,,,
2013,,,
2003,,,
2015,,,
2007,,,
2012,,,
1996,,,
2013,,,
2001,,,
2010,,,
2010,,,
2002,,,
2004,,,
2016,,,
2016,,,
2007,,,
2004,,,
2014,,,
2005,,,
2016,,,
2004,,,
2000,,,
2009,,,
1998,,,
2006,,,
2010,,,
2002,,,
2011,,,
2010,,,
2013,,,
2014,,,
2013,,,
2011,,,
1805,,,
2012,,,
2012,,,
2010,,,
2016,,,
2010,,,
2015,,,
2009,,,
2013,,,
2005,,,
2007,,,
2005,,,
2013,,,
2012,,,
2003,,,
2010,,,
2009,,,
2014,,,
2010,,,
2010,,,
2009,,,
2010,,,
2011,,,
2003,,,
2013,,,
1999,,,
2012,,,
2013,,,
2013,,,
2013,,,
2003,,,
2013,,,
2013,,,
2013,,,
2006,,,
2009,,,
2007,,,
2010,,,
2011,,,
2001,,,
2012,,,
1999,,,
2011,,,
2013,,,
2002,,,
1998,,,
2005,,,
2012,,,
2016,,,
2003,,,
2008,,,
2013,,,
2010,,,
2009,,,
2015,,,
2015,,,
2015,,,
2010,,,
2009,,,
2013,,,
2009,,,
2011,,,
2014,,,
2009,,,
2011,,,
2004,,,
2015,,,
2011,,,
1997,,,
2006,,,
2015,,,
2009,,,
2011,,,
2013,,,
2006,,,
2015,,,
2016,,,
2011,,,
2011,,,
1975,,,
2010,,,
2015,,,
2006,,,
2010,,,
2011,,,
2014,,,
2015,,,
2012,,,
2007,,,
2016,,,
2014,,,
2014,,,
2016,,,
2013,,,
2015,,,
2009,,,
2010,,,
2014,,,
2013,,,
2009,,,
2014,,,
2005,,,
2010,,,
2013,,,
2016,,,
2011,,,
2007,,,
2015,,,
2017,,,
2014,,,
2013,,,
2005,,,
2010,,,
2010,,,
2014,,,
2007,,,
1999,,,
2006,,,
2011,,,
2014,,,
2017,,,
2012,,,
2008,,,
2010,,,
2010,,,
2014,,,
2013,,,
2015,,,
2011,,,
2013,,,
2013,,,
2012,,,
2013,,,
2009,,,
2010,,,
2000,,,
2010,,,
2011,,,
2011,,,
1999,,,
2015,,,
2012,,,
2013,,,
2011,,,
2013,,,
2014,,,
2000,,,
2013,,,
2014,,,
2011,,,
2008,,,
2003,,,
2016,,,
2015,,,
2012,,,
2014,,,
1996,,,
1979,,,
2016,,,
2016,,,
2002,,,
2012,,,
2016,,,
2013,,,
2005,,,
2010,,,
2014,,,
2008,,,
2006,,,
2009,,,
2010,,,
2015,,,
2013,,,
2012,,,
2006,,,
2011,,,
2009,,,
2006,,,
2010,,,
2012,,,
2014,,,
2008,,,
2013,,,
2016,,,
2013,,,
2008,,,
2010,,,
2010,,,
2010,,,
2011,,,
2013,,,
2003,,,
2013,,,
2007,,,
2002,,,
2005,,,
2009,,,
2010,,,
2002,,,
2012,,,
2013,,,
2009,,,
2007,,,
2002,,,
2010,,,
2005,,,
2014,,,
2014,,,
2004,,,
2009,,,
2001,,,
2011,,,
2014,,,
2012,,,
2007,,,
2012,,,
2013,,,
1956,,,
2014,,,
2010,,,
2011,,,
2015,,,
2011,,,
2004,,,
2011,,,
2004,,,
2010,,,
2007,,,
2004,,,
2007,,,
2012,,,
2011,,,
2012,,,
2013,,,
2007,,,
2005,,,
2014,,,
2013,,,
2014,,,
2012,,,
2012,,,
2008,,,
2016,,,
2014,,,
2015,,,
2012,,,
2014,,,
2011,,,
2005,,,
2009,,,
2012,,,
2010,,,
2012,,,
2015,,,
2009,,,
2012,,,
1996,,,
2010,,,
2010,,,
1984,,,
2016,,,
2009,,,
2013,,,
2012,,,
2012,,,
2013,,,
2010,,,
2011,,,
2008,,,
2016,,,
2015,,,
2013,,,
1998,,,
2012,,,
2016,,,
2012,,,
2008,,,
2010,,,
2014,,,
2011,,,
2013,,,
2015,,,
2010,,,
2012,,,
2006,,,
2004,,,
2013,,,
2002,,,
2012,,,
2014,,,
2012,,,
2010,,,
2013,,,
2007,,,
2012,,,
2007,,,
2011,,,
2016,,,
2011,,,
2010,,,
2004,,,
2009,,,
1986,,,
2001,,,
2013,,,
2012,,,
2013,,,
2015,,,
2003,,,
2011,,,
2014,,,
2010,,,
2013,,,
2012,,,
1996,,,
2013,,,
2013,,,
1997,,,
2001,,,
2011,,,
2009,,,
2012,,,
1999,,,
2015,,,
2008,,,
2013,,,
2015,,,
2007,,,
2013,,,
2010,,,
2012,,,
2014,,,
2014,,,
2012,,,
2012,,,
2013,,,
2011,,,
2014,,,
2002,,,
2011,,,
2010,,,
2011,,,
2016,,,
2009,,,
2012,,,
2012,,,
2009,,,
2007,,,
2012,,,
2009,,,
2010,,,
2005,,,
2003,,,
2009,,,
2009,,,
2006,,,
2008,,,
2012,,,
1968,,,
2011,,,
2013,,,
2012,,,
2011,,,
1986,,,
2008,,,
2014,,,
2012,,,
2004,,,
2008,,,
2008,,,
2015,,,
2012,,,
2007,,,
2010,,,
2004,,,
2013,,,
2012,,,
2016,,,
2006,,,
2013,,,
2010,,,
1996,,,
1943,,,
2013,,,
2012,,,
2011,,,
2008,,,
2012,,,
2013,,,
2011,,,
2013,,,
2011,,,
2015,,,
2012,,,
2012,,,
2016,,,
2014,,,
2001,,,
2014,,,
2009,,,
2013,,,
2011,,,
2016,,,
2013,,,
2012,,,
2009,,,
2011,,,
2014,,,
2010,,,
2010,,,
2011,,,
2011,,,
2011,,,
2013,,,
2009,,,
2010,,,
2006,,,
2015,,,
2006,,,
2012,,,
2001,,,
2017,,,
2014,,,
2006,,,
2012,,,
2001,,,
2002,,,
2008,,,
2015,,,
2012,,,
2007,,,
2008,,,
2015,,,
2014,,,
2010,,,
2014,,,
2011,,,
2005,,,
2006,,,
2016,,,
2013,,,
2011,,,
2012,,,
2014,,,
2011,,,
2017,,,
2010,,,
2007,,,
2013,,,
2015,,,
2013,,,
2001,,,
2014,,,
2008,,,
2003,,,
2012,,,
2015,,,
2014,,,
2014,,,
2011,,,
1997,,,
2017,,,
2001,,,
2010,,,
1202,,,
1996,,,
2001,,,
2012,,,
2014,,,
2011,,,
2012,,,
2009,,,
2010,,,
2011,,,
2008,,,
2011,,,
2016,,,
2012,,,
2014,,,
2014,,,
2014,,,
2012,,,
2008,,,
2008,,,
2007,,,
1989,,,
2009,,,
2011,,,
2015,,,
2001,,,
2013,,,
2008,,,
2010,,,
1999,,,
2012,,,
2009,,,
2010,,,
2012,,,
2002,,,
2009,,,
2010,,,
2001,,,
2012,,,
2014,,,
2008,,,
2002,,,
2005,,,
2013,,,
1995,,,
2008,,,
2011,,,
2008,,,
2007,,,
1987,,,
1977,,,
2012,,,
2012,,,
2008,,,
2009,,,
2008,,,
2011,,,
1981,,,
2014,,,
2012,,,
2005,,,
2014,,,
2013,,,
2004,,,
2000,,,
2010,,,
2011,,,
2009,,,
2010,,,
2013,,,
2014,,,
2002,,,
2013,,,
2009,,,
2016,,,
2013,,,
2010,,,
2010,,,
2011,,,
2012,,,
1993,,,
2015,,,
2010,,,
2013,,,
1994,,,
2004,,,
2010,,,
1990,,,
2014,,,
2012,,,
2010,,,
2014,,,
2013,,,
2010,,,
2003,,,
2016,,,
2012,,,
2006,,,
2003,,,
2003,,,
2012,,,
2011,,,
2017,,,
1994,,,
2014,,,
2009,,,
2010,,,
2010,,,
1995,,,
2014,,,
2015,,,
2012,,,
1995,,,
2012,,,
1989,,,
2013,,,
2014,,,
2011,,,
2008,,,
1997,,,
2001,,,
2010,,,
2013,,,
2011,,,
2004,,,
2005,,,
2015,,,
2015,,,
2010,,,
2006,,,
2005,,,
2010,,,
2006,,,
2004,,,
2013,,,
2003,,,
2014,,,
2004,,,
2010,,,
1995,,,
2015,,,
2012,,,
2014,,,
1992,,,
2017,,,
2009,,,
2010,,,
2011,,,
2010,,,
2013,,,
2010,,,
2015,,,
2014,,,
2012,,,
2001,,,
2014,,,
2011,,,
2013,,,
2014,,,
2013,,,
2009,,,
2004,,,
2015,,,
2010,,,
1991,,,
2011,,,
2008,,,
1994,,,
2013,,,
1992,,,
2014,,,
2014,,,
2008,,,
2010,,,
2015,,,
2009,,,
2013,,,
2012,,,
1999,,,
2012,,,
2007,,,
2015,,,
2014,,,
2013,,,
2002,,,
2011,,,
2016,,,
2009,,,
2005,,,
2009,,,
2013,,,
2016,,,
2011,,,
1995,,,
2009,,,
2012,,,
1999,,,
2014,,,
2014,,,
2001,,,
2011,,,
1996,,,
2012,,,
2010,,,
2014,,,
2008,,,
2009,,,
2012,,,
2009,,,
1991,,,
1998,,,
2009,,,
2012,,,
2013,,,
2012,,,
2011,,,
1998,,,
2011,,,
2003,,,
2012,,,
2004,,,
2010,,,
1998,,,
2004,,,
2007,,,
2013,,,
2014,,,
2015,,,
1996,,,
2008,,,
2013,,,
2014,,,
2015,,,
2012,,,
2004,,,
2002,,,
2012,,,
2010,,,
2012,,,
2014,,,
2014,,,
2006,,,
2014,,,
2010,,,
2014,,,
2009,,,
1974,,,
2014,,,
1999,,,
2005,,,
2014,,,
2007,,,
2008,,,
2014,,,
2010,,,
2008,,,
2016,,,
2010,,,
2011,,,
2004,,,
2007,,,
2016,,,
2016,,,
2005,,,
1990,,,
2009,,,
2014,,,
2012,,,
2003,,,
2009,,,
2008,,,
1900,,,
1938,,,
2013,,,
2009,,,
2010,,,
2003,,,
2011,,,
2009,,,
2015,,,
2006,,,
2013,,,
2014,,,
2012,,,
1991,,,
1985,,,
2013,,,
2007,,,
2010,,,
2000,,,
2014,,,
2012,,,
2011,,,
2003,,,
1999,,,
2008,,,
2009,,,
2011,,,
2013,,,
2011,,,
2012,,,
2008,,,
2013,,,
2011,,,
2009,,,
2014,,,
2016,,,
1995,,,
2009,,,
2012,,,
2010,,,
2014,,,
2015,,,
2008,,,
2014,,,
2009,,,
2012,,,
2012,,,
1996,,,
2017,,,
2016,,,
2008,,,
2010,,,
2013,,,
2003,,,
2010,,,
2012,,,
2012,,,
2012,,,
2012,,,
2016,,,
2013,,,
2007,,,
2011,,,
2011,,,
2013,,,
2004,,,
2009,,,
2010,,,
2008,,,
2011,,,
2013,,,
2010,,,
2002,,,
2011,,,
2006,,,
2003,,,
1996,,,
2008,,,
1956,,,
2014,,,
2014,,,
1992,,,
2016,,,
2012,,,
1989,,,
2012,,,
2012,,,
2006,,,
2012,,,
2005,,,
2012,,,
2012,,,
2011,,,
2004,,,
1999,,,
2004,,,
2013,,,
2003,,,
2009,,,
2014,,,
2005,,,
2010,,,
2009,,,
2014,,,
2010,,,
2009,,,
2010,,,
2006,,,
2012,,,
2016,,,
2007,,,
2008,,,
2008,,,
2014,,,
2014,,,
2009,,,
1990,,,
2016,,,
2011,,,
2005,,,
2008,,,
2011,,,
2013,,,
2013,,,
2011,,,
2010,,,
2011,,,
2009,,,
2014,,,
2009,,,
2014,,,
1997,,,
2012,,,
2016,,,
2010,,,
2011,,,
2011,,,
2014,,,
1996,,,
2010,,,
2013,,,
2010,,,
2012,,,
2013,,,
2009,,,
2013,,,
2003,,,
2014,,,
2011,,,
2015,,,
2015,,,
2011,,,
2008,,,
2000,,,
2015,,,
2013,,,
2014,,,
2000,,,
2010,,,
2009,,,
2007,,,
2003,,,
2013,,,
2011,,,
2012,,,
2013,,,
2007,,,
2015,,,
2008,,,
2014,,,
1999,,,
2016,,,
2011,,,
2010,,,
2006,,,
2009,,,
2012,,,
2000,,,
2006,,,
2012,,,
1998,,,
2014,,,
2002,,,
2005,,,
2002,,,
2011,,,
2013,,,
2002,,,
2015,,,
2000,,,
2014,,,
2010,,,
2003,,,
2006,,,
2011,,,
2011,,,
2002,,,
2011,,,
2010,,,
2011,,,
2016,,,
2011,,,
2010,,,
2014,,,
2003,,,
2012,,,
2005,,,
2010,,,
2000,,,
2011,,,
2009,,,
2014,,,
2014,,,
2016,,,
2013,,,
2011,,,
2007,,,
2009,,,
2012,,,
2013,,,
2013,,,
2011,,,
2011,,,
2007,,,
2010,,,
2006,,,
2006,,,
1998,,,
2012,,,
2007,,,
2013,,,
2009,,,
2014,,,
2006,,,
1993,,,
2008,,,
2010,,,
2009,,,
2010,,,
2012,,,
2011,,,
2014,,,
2004,,,
2010,,,
2009,,,
1995,,,
2015,,,
1998,,,
2013,,,
2013,,,
2011,,,
2011,,,
2011,,,
1994,,,
2012,,,
2007,,,
2012,,,
1996,,,
2016,,,
1992,,,
2009,,,
2010,,,
2009,,,
2013,,,
2010,,,
2005,,,
2014,,,
2016,,,
2021,,,
2011,,,
2005,,,
2011,,,
2015,,,
1994,,,
1898,,,
2000,,,
2012,,,
1991,,,
1993,,,
6386,,,
2006,,,
2012,,,
2013,,,
2011,,,
2010,,,
2010,,,
2006,,,
2003,,,
2012,,,
2013,,,
2014,,,
2012,,,
2006,,,
2008,,,
2014,,,
1994,,,
2011,,,
2008,,,
2003,,,
2007,,,
2002,,,
2008,,,
2012,,,
2013,,,
1979,,,
2010,,,
2012,,,
1997,,,
2009,,,
2010,,,
2002,,,
2012,,,
2012,,,
2010,,,
2009,,,
1997,,,
2012,,,
2012,,,
2011,,,
2015,,,
2012,,,
2012,,,
2005,,,
1991,,,
2013,,,
2014,,,
2002,,,
2011,,,
2012,,,
2010,,,
2008,,,
2007,,,
1998,,,
1999,,,
1978,,,
2003,,,
2008,,,
2009,,,
2014,,,
2007,,,
2013,,,
2014,,,
2013,,,
2012,,,
2011,,,
2007,,,
1996,,,
1963,,,
2014,,,
2007,,,
2011,,,
2002,,,
2002,,,
2010,,,
2005,,,
2012,,,
2009,,,
2014,,,
2003,,,
2007,,,
2010,,,
2009,,,
2014,,,
1984,,,
2012,,,
2011,,,
2000,,,
2007,,,
2007,,,
2010,,,
2010,,,
1999,,,
2012,,,
2009,,,
2010,,,
2012,,,
2000,,,
2007,,,
1997,,,
2011,,,
2005,,,
1995,,,
2010,,,
2011,,,
2009,,,
2006,,,
2011,,,
2010,,,
2006,,,
2015,,,
2012,,,
2012,,,
2009,,,
2009,,,
2006,,,
2000,,,
2006,,,
2003,,,
2008,,,
2003,,,
2001,,,
1996,,,
2013,,,
2007,,,
2011,,,
2011,,,
2008,,,
2011,,,
2009,,,
2012,,,
2011,,,
2010,,,
2000,,,
2011,,,
2010,,,
2004,,,
2007,,,
2010,,,
1997,,,
2013,,,
2013,,,
2009,,,
2006,,,
2011,,,
1998,,,
2010,,,
2010,,,
2009,,,
2012,,,
2000,,,
2014,,,
2002,,,
2012,,,
2012,,,
2012,,,
2002,,,
2011,,,
2013,,,
2015,,,
2010,,,
2000,,,
2007,,,
2013,,,
2006,,,
2006,,,
2012,,,
2002,,,
2010,,,
2008,,,
1989,,,
2009,,,
2000,,,
2008,,,
2012,,,
2010,,,
2014,,,
2009,,,
2011,,,
2007,,,
2002,,,
1996,,,
2008,,,
2008,,,
1994,,,
2010,,,
2005,,,
1993,,,
2015,,,
2012,,,
2012,,,
2011,,,
2014,,,
2014,,,
2010,,,
2014,,,
2006,,,
1988,,,
2007,,,
2010,,,
2011,,,
2013,,,
2012,,,
2011,,,
1999,,,
2012,,,
2011,,,
2010,,,
2011,,,
2014,,,
2009,,,
1998,,,
2014,,,
2012,,,
2006,,,
2013,,,
2013,,,
2011,,,
2000,,,
2007,,,
2011,,,
2007,,,
2010,,,
2011,,,
2013,,,
2012,,,
2004,,,
2009,,,
2007,,,
2010,,,
2011,,,
2006,,,
2009,,,
2004,,,
2008,,,
2005,,,
2003,,,
2012,,,
2009,,,
2005,,,
2012,,,
1975,,,
2015,,,
2010,,,
2006,,,
1991,,,
2014,,,
2012,,,
2012,,,
2013,,,
2013,,,
2006,,,
1996,,,
2010,,,
2010,,,
2011,,,
2011,,,
2011,,,
2011,,,
2011,,,
2012,,,
2008,,,
2014,,,
2001,,,
2014,,,
2005,,,
2010,,,
2009,,,
2011,,,
2010,,,
2012,,,
2010,,,
1998,,,
2011,,,
2008,,,
2011,,,
2012,,,
2008,,,
2007,,,
2008,,,
1975,,,
2010,,,
2003,,,
2010,,,
2005,,,
2008,,,
1988,,,
2012,,,
2011,,,
2010,,,
2014,,,
2007,,,
2009,,,
2012,,,
2012,,,
2012,,,
2011,,,
2006,,,
2014,,,
2010,,,
2014,,,
2008,,,
2010,,,
2013,,,
1940,,,
2012,,,
2015,,,
2006,,,
2016,,,
2011,,,
2013,,,
2013,,,
2012,,,
2010,,,
2007,,,
2009,,,
2004,,,
2009,,,
2012,,,
2007,,,
2006,,,
2006,,,
2015,,,
2013,,,
2011,,,
2011,,,
2012,,,
2010,,,
2012,,,
2011,,,
2007,,,
2014,,,
2006,,,
2012,,,
2011,,,
2010,,,
2010,,,
2012,,,
2010,,,
2013,,,
2008,,,
2009,,,
2005,,,
2012,,,
2007,,,
2012,,,
2003,,,
2010,,,
2006,,,
1997,,,
2009,,,
2007,,,
2007,,,
2008,,,
2014,,,
2013,,,
2006,,,
2009,,,
2005,,,
2008,,,
2010,,,
2011,,,
2012,,,
2014,,,
2012,,,
2015,,,
2005,,,
2009,,,
2012,,,
2009,,,
2011,,,
2009,,,
2009,,,
2012,,,
2012,,,
2013,,,
2008,,,
2009,,,
2012,,,
2014,,,
2008,,,
2001,,,
2014,,,
2011,,,
2005,,,
2010,,,
2011,,,
2014,,,
2007,,,
2015,,,
2011,,,
2007,,,
1968,,,
2010,,,
2010,,,
2011,,,
2007,,,
2014,,,
2013,,,
2012,,,
2013,,,
2011,,,
2013,,,
1987,,,
1989,,,
2009,,,
2014,,,
2004,,,
2008,,,
2010,,,
2012,,,
2010,,,
2012,,,
1963,,,
1998,,,
2012,,,
2000,,,
2011,,,
2009,,,
2007,,,
2011,,,
2009,,,
2015,,,
2005,,,
2012,,,
2010,,,
2014,,,
2008,,,
2014,,,
2011,,,
2011,,,
2002,,,
2005,,,
2009,,,
2009,,,
2009,,,
2000,,,
2012,,,
2012,,,
2004,,,
2012,,,
2010,,,
2009,,,
2004,,,
2001,,,
2010,,,
2005,,,
2011,,,
1999,,,
2012,,,
2014,,,
2011,,,
2007,,,
2011,,,
2011,,,
2011,,,
2012,,,
2013,,,
2010,,,
2011,,,
2011,,,
2011,,,
2011,,,
2012,,,
2012,,,
2011,,,
2012,,,
2011,,,
2012,,,
2010,,,
1998,,,
1993,,,
2011,,,
2010,,,
2010,,,
2009,,,
2003,,,
