08-slytherin-founded,01-DDD-founding_year,03-gren-founding_year,07-silvestri-founding_year
2017,2011.0,2011.0,2011.0
2012,2013.0,2013.0,2013.0
2011,1956.0,1956.0,1956.0
2013,2011.0,2011.0,2011.0
2012,2010.0,2010.0,2010.0
2013,2011.0,2011.0,2011.0
2015,2012.0,2012.0,2012.0
2015,2014.0,2014.0,2014.0
2005,2013.0,2013.0,2013.0
2013,2016.0,2016.0,2016.0
2013,2014.0,2014.0,2014.0
2014,2005.0,2005.0,2005.0
2011,2012.0,2012.0,2012.0
2015,2015.0,2015.0,2015.0
2011,2010.0,2010.0,2010.0
2010,1984.0,1984.0,1984.0
2013,2012.0,2012.0,2012.0
2014,2016.0,2016.0,2016.0
2009,2016.0,2016.0,2016.0
2015,2012.0,2012.0,2012.0
2014,2013.0,2013.0,2013.0
1995,2015.0,2015.0,2015.0
2005,2004.0,2004.0,2004.0
2014,2014.0,2014.0,2014.0
2014,2007.0,2007.0,2007.0
2011,2016.0,2016.0,2016.0
2013,2009.0,2009.0,2009.0
2011,2013.0,2013.0,2013.0
2017,2014.0,2014.0,2014.0
2015,2013.0,2013.0,2013.0
1981,2013.0,2013.0,2013.0
2011,1999.0,1999.0,1999.0
2014,2015.0,2015.0,2015.0
2016,2014.0,2014.0,2014.0
2016,2011.0,2011.0,2011.0
2013,2016.0,2016.0,2016.0
2013,2012.0,2012.0,2012.0
2007,2009.0,2009.0,2009.0
2006,2009.0,2009.0,2009.0
2015,2011.0,2011.0,2011.0
2012,2014.0,2014.0,2014.0
2010,2012.0,2012.0,2012.0
1964,2012.0,2012.0,2012.0
2004,2012.0,2012.0,2012.0
2014,2016.0,2016.0,2016.0
2016,2013.0,2013.0,2013.0
1997,2012.0,2012.0,2012.0
2014,2011.0,2011.0,2011.0
2012,2016.0,2016.0,2016.0
1985,2014.0,2014.0,2014.0
2004,2013.0,2013.0,2013.0
2005,2011.0,2011.0,2011.0
2011,2009.0,2009.0,2009.0
2011,2011.0,2011.0,2011.0
2014,2011.0,2011.0,2011.0
2010,2006.0,2006.0,2006.0
2016,2017.0,2017.0,2017.0
2008,2014.0,2014.0,2014.0
2013,2008.0,2008.0,2008.0
2012,2014.0,2014.0,2014.0
2016,2010.0,2010.0,2010.0
2007,2016.0,2016.0,2016.0
2015,2013.0,2013.0,2013.0
2005,2011.0,2011.0,2011.0
2014,2017.0,2017.0,2017.0
2008,2013.0,2013.0,2013.0
2017,2001.0,2001.0,2001.0
2013,2015.0,2015.0,2015.0
2015,2014.0,2014.0,2014.0
2014,2017.0,2017.0,2017.0
2014,2001.0,2001.0,2001.0
2011,2012.0,2012.0,2012.0
1996,2009.0,2009.0,2009.0
2014,2016.0,2016.0,2016.0
2012,2014.0,2014.0,2014.0
2005,2009.0,2009.0,2009.0
2012,1999.0,1999.0,1999.0
2017,2012.0,2012.0,2012.0
2014,2002.0,2002.0,2002.0
2013,2009.0,2009.0,2009.0
2012,2002.0,2002.0,2002.0
2012,2008.0,2008.0,2008.0
2015,2007.0,2007.0,2007.0
2013,2009.0,2009.0,2009.0
2005,2012.0,2012.0,2012.0
2008,2000.0,2000.0,2000.0
1991,2013.0,2013.0,2013.0
2014,2009.0,2009.0,2009.0
1995,2016.0,2016.0,2016.0
2015,2012.0,2012.0,2012.0
2003,1993.0,1993.0,1993.0
2014,1994.0,1994.0,1994.0
2014,2012.0,2012.0,2012.0
2013,2010.0,2010.0,2010.0
2016,2016.0,2016.0,2016.0
2013,2012.0,2012.0,2012.0
2014,2011.0,2011.0,2011.0
2012,2017.0,2017.0,2017.0
2005,2014.0,2014.0,2014.0
2014,2015.0,2015.0,2015.0
2016,2013.0,2013.0,2013.0
2016,2014.0,2014.0,2014.0
2014,2013.0,2013.0,2013.0
2012,2015.0,2015.0,2015.0
2013,2010.0,2010.0,2010.0
2014,2003.0,2003.0,2003.0
2012,1995.0,1995.0,1995.0
2016,2017.0,2017.0,2017.0
2004,2009.0,2009.0,2009.0
2002,2010.0,2010.0,2010.0
2009,2015.0,2015.0,2015.0
2014,2011.0,2011.0,2011.0
2015,2013.0,2013.0,2013.0
2013,2015.0,2015.0,2015.0
2009,2010.0,2010.0,2010.0
2009,1994.0,1994.0,1994.0
2015,2013.0,2013.0,2013.0
1960,2015.0,2015.0,2015.0
2016,2009.0,2009.0,2009.0
2014,2007.0,2007.0,2007.0
2000,2015.0,2015.0,2015.0
2016,2016.0,2016.0,2016.0
2015,2009.0,2009.0,2009.0
2009,2016.0,2016.0,2016.0
2012,2012.0,2012.0,2012.0
2006,2001.0,2001.0,2001.0
2014,2010.0,2010.0,2010.0
2013,2009.0,2009.0,2009.0
2008,1991.0,1991.0,1991.0
2015,2012.0,2012.0,2012.0
2015,2011.0,2011.0,2011.0
2003,2012.0,2012.0,2012.0
2012,2007.0,2007.0,2007.0
2014,2013.0,2013.0,2013.0
2011,2014.0,2014.0,2014.0
2008,2010.0,2010.0,2010.0
2015,2012.0,2012.0,2012.0
2012,2014.0,2014.0,2014.0
1975,2010.0,2010.0,2010.0
2010,1999.0,1999.0,1999.0
2014,2005.0,2005.0,2005.0
2004,2008.0,2008.0,2008.0
1980,2016.0,2016.0,2016.0
2014,2016.0,2016.0,2016.0
2016,2016.0,2016.0,2016.0
2015,2012.0,2012.0,2012.0
2015,2003.0,2003.0,2003.0
2008,1938.0,1938.0,1938.0
2012,2013.0,2013.0,2013.0
2014,2011.0,2011.0,2011.0
2011,2009.0,2009.0,2009.0
2010,2014.0,2014.0,2014.0
1997,2012.0,2012.0,2012.0
1962,2000.0,2000.0,2000.0
2002,2014.0,2014.0,2014.0
2007,2009.0,2009.0,2009.0
2015,2011.0,2011.0,2011.0
2013,2008.0,2008.0,2008.0
2011,2014.0,2014.0,2014.0
2009,2016.0,2016.0,2016.0
2010,2015.0,2015.0,2015.0
2014,2008.0,2008.0,2008.0
2012,2017.0,2017.0,2017.0
1998,2016.0,2016.0,2016.0
2013,2003.0,2003.0,2003.0
2014,2016.0,2016.0,2016.0
2015,2013.0,2013.0,2013.0
2016,2004.0,2004.0,2004.0
2011,2013.0,2013.0,2013.0
2014,2010.0,2010.0,2010.0
2013,1996.0,1996.0,1996.0
2008,2008.0,2008.0,2008.0
2005,1992.0,1992.0,1992.0
2012,2016.0,2016.0,2016.0
2010,2012.0,2012.0,2012.0
2006,2011.0,2011.0,2011.0
2014,2004.0,2004.0,2004.0
2013,2009.0,2009.0,2009.0
2015,2010.0,2010.0,2010.0
2012,2012.0,2012.0,2012.0
2015,2016.0,2016.0,2016.0
2012,2014.0,2014.0,2014.0
2013,2016.0,2016.0,2016.0
1972,2011.0,2011.0,2011.0
2011,2010.0,2010.0,2010.0
2013,2009.0,2009.0,2009.0
2014,2016.0,2016.0,2016.0
2014,2010.0,2010.0,2010.0
2016,2010.0,2010.0,2010.0
2013,2013.0,2013.0,2013.0
2010,2014.0,2014.0,2014.0
2012,2011.0,2011.0,2011.0
2013,2015.0,2015.0,2015.0
2015,2013.0,2013.0,2013.0
2015,2009.0,2009.0,2009.0
2005,2007.0,2007.0,2007.0
2008,2013.0,2013.0,2013.0
2011,2007.0,2007.0,2007.0
2007,2016.0,2016.0,2016.0
2016,2011.0,2011.0,2011.0
2016,2012.0,2012.0,2012.0
2013,2014.0,2014.0,2014.0
2011,2002.0,2002.0,2002.0
2012,2003.0,2003.0,2003.0
2014,2002.0,2002.0,2002.0
2014,2016.0,2016.0,2016.0
2016,2003.0,2003.0,2003.0
2016,2000.0,2000.0,2000.0
2008,2016.0,2016.0,2016.0
2006,2012.0,2012.0,2012.0
2013,2007.0,2007.0,2007.0
2014,2010.0,2010.0,2010.0
2016,2007.0,2007.0,2007.0
2014,2013.0,2013.0,2013.0
2008,2008.0,2008.0,2008.0
2011,2010.0,2010.0,2010.0
2013,2011.0,2011.0,2011.0
1979,2015.0,2015.0,2015.0
2003,1998.0,1998.0,1998.0
2010,2011.0,2011.0,2011.0
2014,1994.0,1994.0,1994.0
2006,1996.0,1996.0,1996.0
2013,2016.0,2016.0,2016.0
1994,2009.0,2009.0,2009.0
2014,2016.0,2016.0,2016.0
2013,2021.0,2021.0,2021.0
2014,1898.0,1898.0,1898.0
2011,1993.0,1993.0,1993.0
2014,2013.0,2013.0,2013.0
2016,2006.0,2006.0,2006.0
2011,2014.0,2014.0,2014.0
2013,2014.0,2014.0,2014.0
2013,2003.0,2003.0,2003.0
2014,2012.0,2012.0,2012.0
2014,2013.0,2013.0,2013.0
2014,,,
2013,,,
2007,,,
2009,,,
2015,,,
2013,,,
2010,,,
2008,,,
2014,,,
2017,,,
2009,,,
2010,,,
2014,,,
1993,,,
2004,,,
1994,,,
2011,,,
1990,,,
2010,,,
2005,,,
2017,,,
2013,,,
2016,,,
2011,,,
2011,,,
2013,,,
2013,,,
2014,,,
2012,,,
2013,,,
2000,,,
1995,,,
2015,,,
2015,,,
2015,,,
2013,,,
2008,,,
2013,,,
2013,,,
2010,,,
1962,,,
2010,,,
2002,,,
2010,,,
2012,,,
2015,,,
2016,,,
2011,,,
2014,,,
2012,,,
2013,,,
2008,,,
2015,,,
2014,,,
2014,,,
2011,,,
2013,,,
2011,,,
2016,,,
2015,,,
2006,,,
2011,,,
2008,,,
2015,,,
2015,,,
2010,,,
2014,,,
2009,,,
2013,,,
2016,,,
2014,,,
2005,,,
2013,,,
2014,,,
2016,,,
2011,,,
2015,,,
2011,,,
1999,,,
2014,,,
2012,,,
2015,,,
2015,,,
1991,,,
2015,,,
2014,,,
2008,,,
2011,,,
2013,,,
2002,,,
2015,,,
2016,,,
2012,,,
2012,,,
2015,,,
2013,,,
2016,,,
2013,,,
2014,,,
2015,,,
2008,,,
2014,,,
2013,,,
2005,,,
2014,,,
2012,,,
2014,,,
2014,,,
2005,,,
2015,,,
2015,,,
1960,,,
2008,,,
2014,,,
2013,,,
2016,,,
2013,,,
2007,,,
2014,,,
2012,,,
2013,,,
1985,,,
1990,,,
1984,,,
2004,,,
2014,,,
2014,,,
2012,,,
2006,,,
2008,,,
2000,,,
2011,,,
2006,,,
2014,,,
2004,,,
2015,,,
2012,,,
2014,,,
2012,,,
2012,,,
2010,,,
2005,,,
2014,,,
1997,,,
2007,,,
2004,,,
2013,,,
2016,,,
2004,,,
2013,,,
2012,,,
2013,,,
2011,,,
2015,,,
1979,,,
2001,,,
2014,,,
2016,,,
2013,,,
2016,,,
2014,,,
2013,,,
2014,,,
2005,,,
2015,,,
1993,,,
2005,,,
2014,,,
2016,,,
2004,,,
2015,,,
2014,,,
2016,,,
2012,,,
2013,,,
2011,,,
2013,,,
1985,,,
2013,,,
2013,,,
2008,,,
2014,,,
2008,,,
2012,,,
1997,,,
1999,,,
1977,,,
1980,,,
2007,,,
2015,,,
2007,,,
2013,,,
2005,,,
2013,,,
2000,,,
2002,,,
2013,,,
2004,,,
2013,,,
2016,,,
2013,,,
2012,,,
2003,,,
2012,,,
2006,,,
2016,,,
2011,,,
2004,,,
2016,,,
2015,,,
2011,,,
2015,,,
2014,,,
2002,,,
2006,,,
1997,,,
2017,,,
2009,,,
2012,,,
2014,,,
2008,,,
2010,,,
2008,,,
1972,,,
2006,,,
2014,,,
2013,,,
2013,,,
2012,,,
2007,,,
2013,,,
1997,,,
2014,,,
2001,,,
2014,,,
2014,,,
2010,,,
2007,,,
2012,,,
2011,,,
1996,,,
2012,,,
2015,,,
2014,,,
2011,,,
2014,,,
2015,,,
2012,,,
2015,,,
2009,,,
2016,,,
2016,,,
2010,,,
2014,,,
2005,,,
2009,,,
2014,,,
1996,,,
2015,,,
2011,,,
2013,,,
1998,,,
2012,,,
2017,,,
2012,,,
2005,,,
1981,,,
2015,,,
2016,,,
2013,,,
2014,,,
2011,,,
2013,,,
2015,,,
2010,,,
1995,,,
2012,,,
2012,,,
2015,,,
2012,,,
2009,,,
2013,,,
2015,,,
2013,,,
2008,,,
2014,,,
2007,,,
2003,,,
2015,,,
2016,,,
2016,,,
2016,,,
2013,,,
2010,,,
2013,,,
2009,,,
2005,,,
2008,,,
2009,,,
2004,,,
2003,,,
2015,,,
2015,,,
2014,,,
2013,,,
2006,,,
2014,,,
1996,,,
2007,,,
2006,,,
2009,,,
2016,,,
2015,,,
2013,,,
2002,,,
2014,,,
2003,,,
2004,,,
2011,,,
1999,,,
2013,,,
2013,,,
2016,,,
2009,,,
2013,,,
2013,,,
2016,,,
2013,,,
2000,,,
1992,,,
2010,,,
2015,,,
2012,,,
2009,,,
2007,,,
2010,,,
2008,,,
2004,,,
2012,,,
2000,,,
2016,,,
2015,,,
2014,,,
2015,,,
2013,,,
2012,,,
2006,,,
2011,,,
2007,,,
2008,,,
1994,,,
2011,,,
2010,,,
2014,,,
2014,,,
2007,,,
2002,,,
2012,,,
2011,,,
2015,,,
2013,,,
2012,,,
2011,,,
2013,,,
2016,,,
2012,,,
2001,,,
2012,,,
2014,,,
2007,,,
2014,,,
2012,,,
2002,,,
2010,,,
1991,,,
2016,,,
2002,,,
2008,,,
2015,,,
2012,,,
1997,,,
1992,,,
2016,,,
2010,,,
2001,,,
2016,,,
2011,,,
2016,,,
2012,,,
2016,,,
2013,,,
2013,,,
2012,,,
2015,,,
2014,,,
2006,,,
2000,,,
1995,,,
2003,,,
1989,,,
1984,,,
2008,,,
2013,,,
2013,,,
2004,,,
2012,,,
2011,,,
1988,,,
1997,,,
2014,,,
2015,,,
2015,,,
2011,,,
2012,,,
2010,,,
2015,,,
2014,,,
2010,,,
2008,,,
2012,,,
2004,,,
2012,,,
2007,,,
2015,,,
2012,,,
2015,,,
2014,,,
2009,,,
2010,,,
1986,,,
2011,,,
1995,,,
2012,,,
2010,,,
2016,,,
2013,,,
2006,,,
1981,,,
2011,,,
2007,,,
1988,,,
2004,,,
2007,,,
2016,,,
2016,,,
2012,,,
2012,,,
2016,,,
2001,,,
2007,,,
2004,,,
1985,,,
1997,,,
2013,,,
2013,,,
2012,,,
2014,,,
2015,,,
2016,,,
2016,,,
2013,,,
2009,,,
2012,,,
2015,,,
2008,,,
2012,,,
2013,,,
2012,,,
2014,,,
2007,,,
2008,,,
2013,,,
2016,,,
2013,,,
2011,,,
2014,,,
2015,,,
2015,,,
2015,,,
2015,,,
2005,,,
2006,,,
2014,,,
2014,,,
2014,,,
2014,,,
2004,,,
2015,,,
2015,,,
2009,,,
1998,,,
1998,,,
2007,,,
2012,,,
2013,,,
2004,,,
2013,,,
2011,,,
2014,,,
2000,,,
1989,,,
2012,,,
2011,,,
2016,,,
2010,,,
2014,,,
2013,,,
2017,,,
2005,,,
1954,,,
1996,,,
2014,,,
2013,,,
2015,,,
2010,,,
2005,,,
1999,,,
1975,,,
2009,,,
2013,,,
2015,,,
2014,,,
2014,,,
1982,,,
2014,,,
2011,,,
2012,,,
2009,,,
1975,,,
2016,,,
2006,,,
2004,,,
2010,,,
2014,,,
2003,,,
2012,,,
2009,,,
1986,,,
2011,,,
2015,,,
2014,,,
2012,,,
2014,,,
2005,,,
2006,,,
1995,,,
2011,,,
1977,,,
2011,,,
2014,,,
2015,,,
2007,,,
2014,,,
2012,,,
2007,,,
2013,,,
2012,,,
2015,,,
1990,,,
2000,,,
2011,,,
2014,,,
2016,,,
2015,,,
2013,,,
2015,,,
2009,,,
2013,,,
2005,,,
1986,,,
2009,,,
2015,,,
2016,,,
2008,,,
2012,,,
2014,,,
2011,,,
2011,,,
2009,,,
2014,,,
2013,,,
2011,,,
1991,,,
2010,,,
2015,,,
2015,,,
2014,,,
2013,,,
2014,,,
2012,,,
2014,,,
1998,,,
1962,,,
2005,,,
1994,,,
2003,,,
2004,,,
2017,,,
2005,,,
2011,,,
2015,,,
2014,,,
2005,,,
2011,,,
1990,,,
1967,,,
1991,,,
2013,,,
2016,,,
2016,,,
2013,,,
2013,,,
2011,,,
2012,,,
2009,,,
1996,,,
2005,,,
2013,,,
1994,,,
1828,,,
2014,,,
2012,,,
2012,,,
2012,,,
2011,,,
2015,,,
2015,,,
2005,,,
1988,,,
1995,,,
2008,,,
2017,,,
2015,,,
2012,,,
2015,,,
2014,,,
2014,,,
2005,,,
2012,,,
2006,,,
1995,,,
2014,,,
2015,,,
2012,,,
2007,,,
2015,,,
2010,,,
2014,,,
2012,,,
2005,,,
2011,,,
2014,,,
1969,,,
2007,,,
2012,,,
2015,,,
2013,,,
2005,,,
2014,,,
2009,,,
1990,,,
2011,,,
2016,,,
2004,,,
2009,,,
2012,,,
2000,,,
2012,,,
2013,,,
2012,,,
2013,,,
2014,,,
2007,,,
2008,,,
2013,,,
1994,,,
1987,,,
2003,,,
2003,,,
2007,,,
2015,,,
2012,,,
2013,,,
2010,,,
2015,,,
2012,,,
1999,,,
2014,,,
2012,,,
2008,,,
2012,,,
2012,,,
2014,,,
2008,,,
2015,,,
2016,,,
1995,,,
2004,,,
1989,,,
2016,,,
2015,,,
2015,,,
2014,,,
2016,,,
2012,,,
2012,,,
2014,,,
2014,,,
2006,,,
2003,,,
2010,,,
2008,,,
2010,,,
2016,,,
2014,,,
2014,,,
2010,,,
2013,,,
1985,,,
1996,,,
2013,,,
1991,,,
2000,,,
2016,,,
2015,,,
2010,,,
2014,,,
2011,,,
1995,,,
2007,,,
2012,,,
1992,,,
2010,,,
2014,,,
2011,,,
2011,,,
2004,,,
1991,,,
2010,,,
2016,,,
2006,,,
2016,,,
2013,,,
2014,,,
2012,,,
2012,,,
2011,,,
1828,,,
2016,,,
2000,,,
2003,,,
2015,,,
2013,,,
2017,,,
2015,,,
2009,,,
2013,,,
2015,,,
2012,,,
2015,,,
1988,,,
1995,,,
2013,,,
1978,,,
2015,,,
2009,,,
2011,,,
2015,,,
2009,,,
2006,,,
1999,,,
2000,,,
2001,,,
2009,,,
1985,,,
2012,,,
2012,,,
2014,,,
2012,,,
2009,,,
2009,,,
2000,,,
2000,,,
1999,,,
2004,,,
2010,,,
2012,,,
2012,,,
2012,,,
2007,,,
2006,,,
2000,,,
2011,,,
2009,,,
2015,,,
2008,,,
2007,,,
2017,,,
2010,,,
2012,,,
1999,,,
2012,,,
2013,,,
2008,,,
1997,,,
1920,,,
1995,,,
1992,,,
2000,,,
2017,,,
2013,,,
2014,,,
2013,,,
2013,,,
2004,,,
2011,,,
1990,,,
2006,,,
2004,,,
2005,,,
2011,,,
2015,,,
2006,,,
2015,,,
1999,,,
2001,,,
2013,,,
1972,,,
1998,,,
1978,,,
2008,,,
2016,,,
2011,,,
2016,,,
2008,,,
2015,,,
2014,,,
1995,,,
2000,,,
1943,,,
2013,,,
2016,,,
2013,,,
2014,,,
2015,,,
1989,,,
2013,,,
1976,,,
2015,,,
2013,,,
2013,,,
2014,,,
2012,,,
2012,,,
2013,,,
1984,,,
2015,,,
2015,,,
2011,,,
2011,,,
2015,,,
2012,,,
1990,,,
2006,,,
1989,,,
2016,,,
2013,,,
2011,,,
2012,,,
2009,,,
2004,,,
2016,,,
2012,,,
2011,,,
2008,,,
2012,,,
2013,,,
2012,,,
1981,,,
2011,,,
2012,,,
2016,,,
2012,,,
2011,,,
2011,,,
2015,,,
1975,,,
1998,,,
1987,,,
2016,,,
2012,,,
2015,,,
2013,,,
2012,,,
2011,,,
2014,,,
1998,,,
2009,,,
1995,,,
2008,,,
2017,,,
2012,,,
2013,,,
2014,,,
2009,,,
1990,,,
2012,,,
1980,,,
2014,,,
2013,,,
2015,,,
2013,,,
2011,,,
2012,,,
2014,,,
2003,,,
1995,,,
2013,,,
2015,,,
2014,,,
2015,,,
2014,,,
2012,,,
2013,,,
1981,,,
2015,,,
2015,,,
2008,,,
2010,,,
2015,,,
1995,,,
1992,,,
2015,,,
2014,,,
2011,,,
2012,,,
1990,,,
2005,,,
2001,,,
2015,,,
2012,,,
2009,,,
2012,,,
2012,,,
2012,,,
2004,,,
2002,,,
2014,,,
2016,,,
2011,,,
2011,,,
2015,,,
2014,,,
2015,,,
2014,,,
2013,,,
2012,,,
2013,,,
2012,,,
2009,,,
2013,,,
2016,,,
2012,,,
2014,,,
2013,,,
2015,,,
2007,,,
2012,,,
2009,,,
1999,,,
2010,,,
2012,,,
2011,,,
2008,,,
2012,,,
2008,,,
2014,,,
2005,,,
2014,,,
2014,,,
2014,,,
2017,,,
2013,,,
1993,,,
2010,,,
2014,,,
2015,,,
2013,,,
2015,,,
2013,,,
2011,,,
2014,,,
2013,,,
2015,,,
2006,,,
2009,,,
2013,,,
2012,,,
2014,,,
2014,,,
2012,,,
2014,,,
2016,,,
2011,,,
2010,,,
2015,,,
2009,,,
2013,,,
2015,,,
2016,,,
2013,,,
2011,,,
2006,,,
2012,,,
2008,,,
2011,,,
2012,,,
2010,,,
2013,,,
1980,,,
2013,,,
2012,,,
2012,,,
2012,,,
2014,,,
2013,,,
2012,,,
2012,,,
2014,,,
2016,,,
2014,,,
2011,,,
2011,,,
1990,,,
2005,,,
2014,,,
2014,,,
2013,,,
2011,,,
2013,,,
1992,,,
2015,,,
2016,,,
2013,,,
2014,,,
2015,,,
2014,,,
2013,,,
2013,,,
2001,,,
2016,,,
2011,,,
2014,,,
2016,,,
2015,,,
2012,,,
2012,,,
2010,,,
2015,,,
2012,,,
1972,,,
2016,,,
2013,,,
2012,,,
2013,,,
2016,,,
2015,,,
2014,,,
2011,,,
2016,,,
2014,,,
2012,,,
2004,,,
2015,,,
2013,,,
2014,,,
2015,,,
2013,,,
2015,,,
2012,,,
2012,,,
1999,,,
2010,,,
2009,,,
2012,,,
2016,,,
2012,,,
2012,,,
2002,,,
2014,,,
2013,,,
1997,,,
2008,,,
2013,,,
1982,,,
2014,,,
2011,,,
2013,,,
2013,,,
2016,,,
2010,,,
2003,,,
2017,,,
2017,,,
2015,,,
2013,,,
2013,,,
2010,,,
2017,,,
2013,,,
2012,,,
2010,,,
2016,,,
2010,,,
2012,,,
2009,,,
2015,,,
2014,,,
2014,,,
2010,,,
2014,,,
2009,,,
2007,,,
2011,,,
2012,,,
2006,,,
2016,,,
2012,,,
2013,,,
1991,,,
2009,,,
2013,,,
2010,,,
2015,,,
2013,,,
2012,,,
2014,,,
2016,,,
2012,,,
2014,,,
2008,,,
2012,,,
2014,,,
2015,,,
2011,,,
2012,,,
2013,,,
2016,,,
2014,,,
2010,,,
2011,,,
1982,,,
2014,,,
1994,,,
2003,,,
2013,,,
2014,,,
2015,,,
2012,,,
2012,,,
2015,,,
2016,,,
2013,,,
2013,,,
2015,,,
2016,,,
2012,,,
2012,,,
2012,,,
2016,,,
2013,,,
2012,,,
2008,,,
2013,,,
2016,,,
2013,,,
2013,,,
2014,,,
2010,,,
2014,,,
2016,,,
2014,,,
2012,,,
2014,,,
2014,,,
2010,,,
2001,,,
2012,,,
2015,,,
2012,,,
2008,,,
2010,,,
1995,,,
2012,,,
2016,,,
2013,,,
2011,,,
2011,,,
2011,,,
2012,,,
2010,,,
2012,,,
2001,,,
2013,,,
2011,,,
2013,,,
2009,,,
2004,,,
2011,,,
2012,,,
2009,,,
2011,,,
2010,,,
2016,,,
2017,,,
2013,,,
2012,,,
2013,,,
2014,,,
1996,,,
1986,,,
2011,,,
2015,,,
2016,,,
2013,,,
2012,,,
2012,,,
1998,,,
2015,,,
2015,,,
2011,,,
2012,,,
2000,,,
2016,,,
2014,,,
2011,,,
2011,,,
2000,,,
2013,,,
2015,,,
2012,,,
2013,,,
2012,,,
2015,,,
2015,,,
2013,,,
2014,,,
2011,,,
2010,,,
2003,,,
2012,,,
2013,,,
2013,,,
2012,,,
2013,,,
2014,,,
2016,,,
2010,,,
2001,,,
2013,,,
2012,,,
2010,,,
2015,,,
2012,,,
2008,,,
2008,,,
2015,,,
2009,,,
2015,,,
2012,,,
1997,,,
2009,,,
2015,,,
2010,,,
2012,,,
2003,,,
2014,,,
2012,,,
2011,,,
2004,,,
2012,,,
2014,,,
2016,,,
2012,,,
2013,,,
2014,,,
2010,,,
2014,,,
2012,,,
2008,,,
2013,,,
2010,,,
2016,,,
2014,,,
2013,,,
2012,,,
2015,,,
2008,,,
2015,,,
2009,,,
2015,,,
2012,,,
2016,,,
2014,,,
2015,,,
2013,,,
2012,,,
2012,,,
2014,,,
2008,,,
2015,,,
2012,,,
2012,,,
2012,,,
2016,,,
2004,,,
2007,,,
2002,,,
2012,,,
2013,,,
2013,,,
2013,,,
2014,,,
2008,,,
2014,,,
2015,,,
2010,,,
2012,,,
1964,,,
2013,,,
2010,,,
2013,,,
2015,,,
2014,,,
1994,,,
2011,,,
2011,,,
2016,,,
2014,,,
2007,,,
2013,,,
2012,,,
2009,,,
2014,,,
2010,,,
2013,,,
2011,,,
2015,,,
2016,,,
2015,,,
2006,,,
2013,,,
2016,,,
2015,,,
2008,,,
2013,,,
2014,,,
2015,,,
2011,,,
2013,,,
2007,,,
2013,,,
2016,,,
2010,,,
2012,,,
2013,,,
2015,,,
2012,,,
2011,,,
2011,,,
2009,,,
2016,,,
2012,,,
2011,,,
2011,,,
2016,,,
2007,,,
2011,,,
2012,,,
2008,,,
2010,,,
2016,,,
2012,,,
2013,,,
2012,,,
2016,,,
2012,,,
2011,,,
2013,,,
2017,,,
2013,,,
2010,,,
2011,,,
2002,,,
2008,,,
2012,,,
2013,,,
2016,,,
2015,,,
2012,,,
2012,,,
2017,,,
2010,,,
2012,,,
2013,,,
2017,,,
2016,,,
2013,,,
2013,,,
2012,,,
2016,,,
2007,,,
2014,,,
2016,,,
2014,,,
2011,,,
2011,,,
2002,,,
2000,,,
2014,,,
2007,,,
2016,,,
2014,,,
2012,,,
2013,,,
2013,,,
2010,,,
2012,,,
2013,,,
2011,,,
2011,,,
2009,,,
2014,,,
2013,,,
2011,,,
2012,,,
2010,,,
2011,,,
2011,,,
2010,,,
2013,,,
2015,,,
2000,,,
2014,,,
2002,,,
2015,,,
2015,,,
2015,,,
2010,,,
2014,,,
2013,,,
2012,,,
2013,,,
2014,,,
2011,,,
2015,,,
2012,,,
2012,,,
2014,,,
1996,,,
2011,,,
2009,,,
2013,,,
2012,,,
2014,,,
2015,,,
2014,,,
2013,,,
2013,,,
2012,,,
2007,,,
2011,,,
2006,,,
2012,,,
2001,,,
2014,,,
2008,,,
2012,,,
2015,,,
2011,,,
2008,,,
2010,,,
1986,,,
2008,,,
2011,,,
2003,,,
2006,,,
2012,,,
2011,,,
2011,,,
2012,,,
2013,,,
2012,,,
2010,,,
2006,,,
2014,,,
2011,,,
2013,,,
2015,,,
2011,,,
2011,,,
2011,,,
2009,,,
2003,,,
2010,,,
2012,,,
2009,,,
2004,,,
2010,,,
2014,,,
2011,,,
2009,,,
2008,,,
2015,,,
2017,,,
2016,,,
2012,,,
2012,,,
2011,,,
1999,,,
2009,,,
2011,,,
1984,,,
2015,,,
2012,,,
2011,,,
1994,,,
2009,,,
2011,,,
2012,,,
2015,,,
2015,,,
2012,,,
2013,,,
2014,,,
2012,,,
2013,,,
2010,,,
2015,,,
2015,,,
2012,,,
2010,,,
2006,,,
2012,,,
1991,,,
2006,,,
2013,,,
2011,,,
2012,,,
2012,,,
2008,,,
2011,,,
2014,,,
2008,,,
2006,,,
2011,,,
2004,,,
2016,,,
2012,,,
2013,,,
2007,,,
2002,,,
2011,,,
2012,,,
2014,,,
2015,,,
2014,,,
2012,,,
2007,,,
2016,,,
2016,,,
2012,,,
2013,,,
1993,,,
2012,,,
2011,,,
2015,,,
2015,,,
2015,,,
2013,,,
2014,,,
2013,,,
2014,,,
2008,,,
2015,,,
2010,,,
2010,,,
2007,,,
2014,,,
2012,,,
2009,,,
2002,,,
2012,,,
2009,,,
2015,,,
2011,,,
2012,,,
2011,,,
2014,,,
2013,,,
2012,,,
2014,,,
2014,,,
2012,,,
2010,,,
2012,,,
2015,,,
2003,,,
2012,,,
2017,,,
2012,,,
2010,,,
2015,,,
2013,,,
2013,,,
2010,,,
2014,,,
2013,,,
2013,,,
2013,,,
2010,,,
