,column_name,type_of_data,type_of_string,avg_length_of_field,var_length,std_dev_length,ratio_white_space_length,ratio_num_val,min_val(int),max_val(int),avg(int),variance,std_dev,cluster
0,09-wissel-index,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1
1,09-wissel-url,0.0,1.0,1.0,1.0,1.0,0.0,0.046245336290582105,0.0,0.0,0.0,0.0,0.0,5
2,09-wissel-name,0.0,1.0,0.2683425512591959,0.872785632916375,0.9342299678967566,0.2881898649274427,0.00395652300793279,0.0,0.0,0.0,0.0,0.0,2
3,09-wissel-trade_name,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,09-wissel-address_name,0.0,1.0,0.25102230081351595,0.652714432423269,0.8079074405049561,0.39206107465840423,0.22999819940625268,0.0,0.0,0.0,0.0,0.0,2
5,09-wissel-postalcode,0.0,1.0,0.16146346385788216,0.3792331446965341,0.6158190843880482,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4
6,09-wissel-city,0.0,1.0,0.09853730496999169,0.18086234639199825,0.42527913938024076,0.06498851798939563,0.000544977148183178,0.0,0.0,0.0,0.0,0.0,0
7,09-wissel-state,0.0,1.0,0.11502145510285475,0.11874584798719762,0.34459519437623853,0.07611422338562772,0.0,0.0,0.0,0.0,0.0,0.0,0
8,09-wissel-country,0.0,1.0,0.11657833154741025,0.11010306814256829,0.3318178237264664,0.12365775988908595,0.0,0.0,0.0,0.0,0.0,0.0,0
9,09-wissel-location_type,0.0,1.0,0.13099073518728602,0.011189624797522467,0.10578102286101448,0.04528270436924248,0.0,0.0,0.0,0.0,0.0,0.0,0
