08-slytherin-employees
"372,000"
"434,089"
"68,493"
"270,000"
"349,671"
"1,608,000"
"154,000"
"455,174"
"166,400"
"366,283"
"156,500"
"103,000"
"306,322"
"266,673"
"63,000"
"82,000"
"355,982"
"247,848"
"118,400"
"203,000"
"476,223"
"360,000"
"2,300,000"
"103,669"
"672,789"
"23,729"
"223,400"
"112,771"
"101,309"
"193,946"
"449,934"
"132,300"
"251,462"
"71,970"
"155,411"
"74,814"
"43,900"
"220,000"
"205,771"
"130,000"
"172,425"
"300,000"
"29,000"
"58,786"
"385,691"
"89,000"
"276,000"
"110,477"
"477,600"
"65,900"
"121,100"
"90,000"
"324,667"
"236,334"
"62,537"
"109,700"
"200,651"
"138,161"
"65,152"
"183,000"
"175,000"
"90,238"
"26,000"
"118,909"
"45,532"
"217,000"
"50,000"
"108,000"
"94,448"
"21,126"
"103,262"
"100,920"
"23,000"
"43,000"
"80,000"
"490,600"
"22,000"
"303,000"
"281,595"
"56,000"
not found
"49,000"
"150,000"
"73,700"
"15,364"
"309,000"
"27,000"
"98,200"
"89,488"
"36,600"
"135,000"
"38,000"
"169,000"
"190,000"
"31,000"
"310,000"
"57,955"
"282,100"
"95,000"
"534,000"
"55,981"
"71,385"
"211,374"
"82,997"
"335,038"
"245,652"
"44,375"
"61,686"
"174,000"
"66,279"
"30,775"
"50,767"
"32,200"
"79,000"
"133,000"
"287,866"
"43,863"
"72,266"
"165,790"
"130,000"
"147,000"
"126,495"
"192,000"
not found
"148,000"
"93,700"
"86,781"
"9,400"
"90,096"
"108,043"
"38,000"
"68,796"
"111,047"
"19,086"
"113,000"
"45,000"
"77,872"
"99,600"
"107,700"
"44,509"
"125,944"
"33,000"
"52,641"
"13,000"
"368,247"
"47,320"
"71,982"
"55,419"
"21,500"
"450,000"
"110,432"
"99,290"
"75,600"
"141,579"
"83,500"
"39,281"
"243,612"
"315,000"
"80,000"
"75,000"
"2,852"
"340,000"
"600,000"
"592,263"
"59,426"
"20,000"
not found
"90,000"
"105,000"
"30,135"
"171,474"
"106,020"
"18,400"
"40,143"
"27,605"
"42,560"
"219,299"
"43,257"
"181,205"
"72,000"
"63,698"
"87,274"
"56,000"
"624,000"
"99,000"
"54,492"
"72,327"
"157,909"
"45,282"
"61,854"
"43,000"
"40,211"
"45,174"
"278,922"
"284,000"
"35,700"
"104,150"
"139,494"
"33,275"
"57,100"
"45,000"
"85,252"
"54,700"
"204,815"
"98,750"
"46,175"
"14,000"
"107,000"
"22,473"
"24,200"
"29,905"
"64,823"
"73,300"
"47,099"
"69,600"
"30,900"
"49,478"
"30,809"
"166,000"
"30,000"
"36,000"
"79,000"
"200,000"
"168,000"
"117,000"
"128,000"
"38,000"
"12,447"
"51,280"
"27,300"
"82,969"
not found
"300,000"
"9,735"
"50,000"
"90,000"
"41,000"
"17,700"
"60,232"
"15,104"
"11,300"
"49,000"
"44,065"
"33,000"
"26,852"
"135,813"
"57,800"
"31,518"
"96,900"
"89,775"
"33,700"
not found
"99,637"
"3,238"
"131,387"
"15,000"
164
"294,013"
"51,000"
"26,894"
not found
"16,922"
"40,447"
"66,436"
"168,391"
"49,100"
"24,000"
"84,597"
"72,500"
"5,490"
"24,700"
"60,334"
"49,762"
"105,000"
"95,850"
"11,678"
"23,683"
"76,000"
"20,000"
"29,861"
"23,500"
"20,054"
"35,501"
"167,816"
"47,792"
"18,247"
"27,987"
"259,000"
"184,364"
"17,100"
"420,000"
"47,710"
"29,971"
"33,427"
"24,177"
"15,000"
"19,100"
"49,295"
"87,165"
"42,000"
"182,684"
"165,042"
"383,000"
"28,800"
"8,858"
"340,000"
"37,194"
"345,000"
"79,461"
"3,795"
"16,688"
"16,459"
"45,470"
"14,000"
"2,800"
"5,591"
"56,000"
"14,000"
"137,000"
"23,900"
"74,920"
"69,672"
"6,000"
"27,000"
not found
"43,876"
"16,113"
"35,000"
"42,800"
not found
"98,105"
"106,226"
"12,561"
"16,700"
"124,000"
"39,748"
"15,417"
"7,400"
"316,078"
"83,000"
"12,000"
"72,000"
"243,540"
"41,501"
"33,153"
"23,696"
not found
"49,781"
"92,000"
"31,000"
"79,398"
"81,957"
"73,000"
"15,490"
"22,965"
"15,363"
"28,000"
"83,952"
"31,648"
"163,000"
"36,000"
"100,000"
"7,318"
"60,400"
"55,381"
"122,665"
"24,346"
"242,497"
"9,813"
"20,900"
"21,754"
"10,164"
"267,760"
"2,700"
"210,067"
"46,714"
"25,988"
"18,100"
