09-wissel-company_status,10-DeBiGa-company_status
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,dissolved
,active
,dissolved
,liquidation
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,dissolved
,active
,active
,active
,dissolved
,active
,dissolved
,active
,dissolved
,dissolved
,dissolved
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,dissolved
,dissolved
,active
,dissolved
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,liquidation
,dissolved
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,liquidation
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,dissolved
,active
,active
,liquidation
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,liquidation
,liquidation
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,liquidation
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,dissolved
,active
,active
,active
,dissolved
,dissolved
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,dissolved
,dissolved
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,liquidation
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,liquidation
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,liquidation
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,liquidation
,active
,active
,in administration
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,dissolved
,dissolved
,active
,liquidation
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,liquidation
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,dissolved
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,liquidation
,active
,active
,active
,active
,dissolved
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,liquidation
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,dissolved
,active
,liquidation
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,dissolved
,dissolved
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,dissolved
,dissolved
,dissolved
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,liquidation
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,dissolved
,dissolved
,active
,active
,active
,active
,active
,liquidation
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,liquidation
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,dissolved
,active
,liquidation
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,liquidation
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,dissolved
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
,active
