,column_name,cluster
0,01-DDD-name,5
1,01-DDD-valuation,1
2,01-DDD-datejoined,4
3,01-DDD-country,2
4,01-DDD-city,2
5,01-DDD-industry,3
6,01-DDD-investors,1
7,01-DDD-founded,0
8,01-DDD-stage,1
9,01-DDD-totalraised,1
10,04-iGMM-company,5
11,04-iGMM-valuation,1
12,04-iGMM-datejoined,4
13,04-iGMM-country,2
14,04-iGMM-city,2
15,04-iGMM-industry,3
16,04-iGMM-selectinvestors,1
