,column_name,cluster
0,05-MalPatSaj-name,1
1,05-MalPatSaj-country,2
2,05-MalPatSaj-sales,0
3,05-MalPatSaj-profit,0
4,05-MalPatSaj-assets,0
5,05-MalPatSaj-market_value,0
6,07-silvestri-country,2
7,07-silvestri-market_value_apr_2022,0
8,07-silvestri-name,1
9,07-silvestri-revenue_2022,0
10,08-slytherin-link,3
11,08-slytherin-name,1
12,08-slytherin-industry,4
13,08-slytherin-founded,0
14,08-slytherin-country,2
15,08-slytherin-ceo,5
16,08-slytherin-employees,0
17,08-slytherin-revenue,0
