name,headquarters,founded,industry,sector,notes,founders,key_people,number_of_employees,operating_income,revenue,services,total_assets,type,website,area_served
banco popular español,madrid,1926,financials,banks,banking,,,,,,,,,,
banco sabadell,sabadell,1881,financials,banks,banking,,,,,,,,,,
banco santander,santander,1857,financials,banks,"banking, largest bank in europe as of fall 2008[4]",,,,,,,,,,
banesto,madrid,1902,financials,banks,"banking, part of banco santander",,,,,,,,,,
bankinter,madrid,1965,financials,banks,banking,,,,,,,,,,
bassols 1790,vic,1790,consumer goods,textiles,textiles,,,,,,,,,,
bolsas y mercados españoles (bme),madrid,1831,financials,banks,"bolsas y mercados españoles, exchange",,,,,,,,,,
brb internacional,alcobendas,1972,consumer services,broadcasting & entertainment,media,,,,,,,,,,
budgetplaces,barcelona,2003,consumer services,travel & tourism,hospitality,,,,,,,,,,
calidad pascual,madrid,1969,consumer goods,food & beverage,"dairy, water",,,,,,,,,,
catuav,moià,2007,industrials,aerospace,drone manufacturer,,,,,,,,,,
chupa chups,barcelona,1958,consumer goods,food products,"confectionery, part of perfetti van melle (italy)",,,,,,,,,,
cie automotive,bilbao,2002,consumer goods,auto parts,"automotive components, alternative propulsion, biodiesel",,,,,,,,,,
cintra,madrid,1998,industrials,heavy construction,infrastructure,,,,,,,,,,
cepsa,madrid,1929,oil & gas,exploration & production,"petroleum, owned by mubadala investment company (uae)",,,,,,,,,,
compañía logística de hidrocarburos (clh),madrid,1927,utilities,oil & gas distribution,"pipelines, transportation and storage of oil products",,,,,,,,,,
construcciones aeronáuticas sa (casa),madrid,1923,industrials,aerospace,"aeronautics, defunct 1999, absorbed into eads/airbus",,,,,,,,,,
construcciones y auxiliar de ferrocarriles (caf),beasain,1917,industrials,commercial vehicles & trucks,railway vehicles & equipment manufacturing,,,,,,,,,,
copisa,barcelona,1959,industrials,heavy construction,construction contracting,,,,,,,,,,
correos,madrid,1716,industrials,delivery services,postal service,,,,,,,,,,
cortefiel,madrid,1880,consumer services,apparel retailers,clothing retailer,,,,,,,,,,
cupra,martorell,2018,consumer goods,automobiles,part of seat,,,,,,,,,,
curaxys,cádiz,2009,health care,biotechnology,biopharmaceutical,,,,,,,,,,
deoleo,córdoba,1955,consumer goods,food products,food processing,,,,,,,,,,
dia,las rozas,1979,consumer services,food retailers & wholesalers,groceries,,,,,,,,,,
ebro foods,madrid,1998,consumer goods,food products,food processing,,,,,,,,,,
ebro trucks,barcelona,1954,consumer goods,automobiles,"manufacturing; nissan motors took complete control of motors iberica, ebro trucks umbrella company, in 1987",,,,,,,,,,
el corte inglés,madrid,1940,consumer services,food retailers & wholesalers,groceries,,,,,,,,,,
enagás,madrid,1972,utilities,oil & gas distribution,natural gas distribution & transportation,,,,,,,,,,
endesa,madrid,1944,utilities,conventional electricity,"energy, part of enel (italy)",,,,,,,,,,
eroski,elorrio,1969,consumer services,food retailers & wholesalers,"groceries, part of mondragon corporation",,,,,,,,,,
euskaltel,derio,1995,telecommunications,fixed line telecommunications,fibre optics,,,,,,,,,,
fagor,mondragón,1956,consumer goods,durable household products,"appliances, defunct 2013, owns the brands edesa, aspes, mastercook, brandt and de dietrich, part of mondragon corporation",,,,,,,,,,
ferrovial,madrid,1952,industrials,heavy construction,construction,,,,,,,,,,
festina,barcelona,1902,consumer goods,clothing & accessories,watches,,,,,,,,,,
fierro group,madrid[5],1961,conglomerates,-,"industrials, financials",,,,,,,,,,
fomento de construcciones y contratas,barcelona,1900,industrials,heavy construction,construction,,,,,,,,,,
gamesa,zamudio,1976,oil & gas,renewable energy equipment,renewable energy,,,,,,,,,,
naturgy,madrid,1991,utilities,oil & gas distribution,"natural gas distribution & transportation, power generation",,,,,,,,,,
gmv innovating solutions,tres cantos,1984,conglomerates,-,"aeronautics, financials, defense & security, health care, information security, transportation, telecommunications",,,,,,,,,,
grundig mobile,málaga,2005,technology,telecommunications equipment,"manufacturing, defunct 2008",,,,,,,,,,
grupo agbar,barcelona,1867,utilities,water,"water services, distribution, treatment",,,,,,,,,,
grupo antolin,burgos,1950,consumer goods,auto parts,automotive interiors,,,,,,,,,,
grupo calvo,carballo,1940,consumer goods,food products,"food, fishing",,,,,,,,,,
grupo gea perona,murcia,1927,utilities,oil & gas distribution,oil & gas distribution,,,,,,,,,,
grupo lo monaco,granada,1996,consumer goods,furnishings,mattresses,,,,,,,,,,
grupo puma,madrid,1985,industrials,building materials & fixtures,mortars and adhesives,,,,,,,,,,
hijos de rivera,a coruña,1906,consumer goods,brewers,brewery,,,,,,,,,,
hipercor,madrid,1979,consumer services,food retailers & wholesalers,groceries,,,,,,,,,,
iberdrola,bilbao,1992,utilities,conventional electricity,energy,,,,,,,,,,
iberia,madrid,1927,consumer services,airlines,flag carrier airline,,,,,,,,,,
idapt,barcelona,2006,technology,telecommunications equipment,mobile phone chargers,,,,,,,,,,
idilia foods,barcelona,1940,consumer goods,food products,food processing,,,,,,,,,,
inditex,arteixo,1985,consumer services,apparel retailers,"world's largest clothing retailer[6] and owns brands like zara, massimo dutti, bershka, pull and bear, oysho, zara home, often and stradivarius",,,,,,,,,,
indra sistemas,madrid,1993,industrials,aerospace,"aeronautics, defence",,,,,,,,,,
inmobiliaria colonial,madrid,1946,financials,real estate holding & development,real estate,,,,,,,,,,
irizar,ormaiztegi,1889,industrials,commercial vehicles & trucks,bus manufacturing,,,,,,,,,,
joma,portillo de toledo,1965,consumer goods,clothing & accessories,clothing,,,,,,,,,,
kelme,elche,1977,consumer services,apparel retailers,retail,,,,,,,,,,
la caixa,valencia,1990,financials,banks,banking,,,,,,,,,,
la casera,madrid,1949,consumer services,food retailers & wholesalers,"groceries, part of cadbury (uk)",,,,,,,,,,
lacasa,zaragoza,1852,consumer goods,food products,confectionery,,,,,,,,,,
lladró,tavernes blanques,1953,consumer goods,recreational products,handcraft,,,,,,,,,,
llaollao,murcia,2009,consumer goods,food products,food,,,,,,,,,,
mahou san miguel,madrid,1890,consumer goods,brewers,brewery,,,,,,,,,,
majorica,palma,1890,consumer goods,clothing & accessories,pearls,,,,,,,,,,
mango,palau-solità i plegamans,1984,consumer services,apparel retailers,clothing retail,,,,,,,,,,
mapfre,majadahonda,1933,financials,full line insurance,insurance,,,,,,,,,,
marfeel,barcelona,2011,technology,software,cloud services,,,,,,,,,,
mediaset españa comunicación,madrid,1989,consumer services,broadcasting & entertainment,broadcasting,,,,,,,,,,
meliá hotels international,palma,1956,consumer services,hotels,hotels,,,,,,,,,,
mercadona,tavernes blanques,1977,consumer services,food retailers & wholesalers,groceries,,,,,,,,,,
mondragon corporation,mondragón,1956,conglomerates,-,"includes orbea, eroski, fagor and irizar",,,,,,,,,,
mutua madrileña,madrid,1930,financials,full line insurance,insurance non-profit,,,,,,,,,,
naipes heraclio fournier,vitoria-gasteiz,1868,industrials,recreational products,"manufacturing, part of newell brands (us)",,,,,,,,,,
natra,valencia,1943,conglomerates,-,"consumer goods, pharmaceuticals",,,,,,,,,,
navantia,madrid,2005,industrials,shipbuilding,"shipbuilding, defence ships",,,,,,,,,,
nh hotel group,madrid,1978,consumer services,hotels,hotel chain,,,,,,,,,,
nodosa shipyard,bueu,1982,industrials,shipbuilding,"shipbuilding, ship repair",,,,,,,,,,
obrascón huarte lain,madrid,1999,industrials,heavy construction,construction,,,,,,,,,,
orbea,mallabia,1931,consumer goods,recreational products,bicycles,,,,,,,,,,
pacha group,ibiza,1967,consumer services,travel & tourism,entertainment,,,,,,,,,,
pescanova,redondela,1960,consumer goods,food products,"food, fishing",,,,,,,,,,
planeta group,barcelona,1949,consumer services,publishing,publishing,,,,,,,,,,
porcelanosa,villarreal,1973,industrials,building materials & fixtures,manufacturing,,,,,,,,,,
prisa tv,tres cantos,1989,consumer services,broadcasting & entertainment,broadcasting,,,,,,,,,,
private media group,barcelona,1965,consumer services,broadcasting & entertainment,media,,,,,,,,,,
prosegur,madrid,1976,industrials,business support services,multinational security,,,,,,,,,,
pyro studios,alcobendas,1996,technology,software,video game developer,,,,,,,,,,
red eléctrica de españa,alcobendas,1985,utilities,conventional electricity,energy grid,,,,,,,,,,
renfe,madrid,2005,consumer services,travel & tourism,passenger rail,,,,,,,,,,
repsol,madrid,1987,oil & gas,integrated oil & gas,petroleum,,,,,,,,,,
rtve,madrid,2007,consumer services,broadcasting & entertainment,state media,,,,,,,,,,
riu hotels,majorca,1953,consumer services,hotels,hotels,,,,,,,,,,
sacyr,madrid,1999,industrials,heavy construction,construction,,,,,,,,,,
santana motor,linares,1956,consumer goods,automobiles,"automotive, defunct 2011",,,,,,,,,,
seat,martorell,1950,consumer goods,automobiles,"automotive, part of volkswagen group (germany)",,,,,,,,,,
sener,getxo,1956,industrials,heavy construction,construction and engineering,,,,,,,,,,
sener aeronáutica,getxo,1956,industrials,aerospace,"aeronautics, part of sener",,,,,,,,,,
talgo,las rozas de madrid,1942,industrials,commercial vehicles & trucks,railway vehicles engineering,,,,,,,,,,
técnicas reunidas,madrid,1959,oil & gas,oil equipment & services,oil and gas infrastructure,,,,,,,,,,
telefónica,madrid,1924,telecommunications,fixed line telecommunications,"telecom, broadband",,,,,,,,,,
telepizza,madrid,1987,consumer services,restaurants & bars,pizza chain,,,,,,,,,,
terra,madrid,1999,technology,internet,internet,,,,,,,,,,
uralita group,madrid,1907,industrials,building materials & fixtures,building materials,,,,,,,,,,
vidal,molina de segura,1963,consumer goods,food products,confectionery,,,,,,,,,,
vitelcom,málaga,2001,consumer goods,consumer electronics,"electronics, defunct 2008",,,,,,,,,,
vodafone spain,madrid,2000,telecommunications,mobile telecommunications,"mobile network, part of vodafone (uk)",,,,,,,,,,
vueling,barcelona,2004,consumer services,airlines,low-cost airline,,,,,,,,,,
zara,arteixo,1974,consumer services,apparel retailers,"retailer, part of inditex",,,,,,,,,,
zinkia entertainment,madrid,2001,consumer services,broadcasting & entertainment,entertainment,,,,,,,,,,
3h biomedical,uppsala,2004,health care,biotechnology,cell-based biotech,,,,,,,,,,
aarhuskarlshamn,malmö,2005,consumer goods,food products,"vegetable oils, fats",,,,,,,,,,
abba seafood,gothenburg,1883,consumer goods,food products,seafood,,,,,,,,,,
abu garcia,svängsta[5],1921,consumer goods,recreational products,"fishing reels, part of newell brands (us)",,,,,,,,,,
acando,stockholm,2001,technology,software,it consulting,,,,,,,,,,
acast,stockholm,2014,technology,software,podcast streaming software,,,,,,,,,,
acne studios,stockholm,1997,consumer goods,clothing & accessories,fashion,,,,,,,,,,
åf,stockholm,1895,industrials,business support services,consulting,,,,,,,,,,
aga,luleå,1904,oil & gas,exploration & production,"defunct natural gas, now part of linde ag",,,,,,,,,,
åhléns,stockholm,1899,consumer services,broadline retailers,retail department stores,,,,,,,,,,
alfa laval,lund,1883,industrials,industrial machinery,heavy industry,,,,,,,,,,
alfdex,landskrona,2002,industrials,industrial machinery,industrial separators,,,,,,,,,,
ap&t,ulricehamn,1989,industrials,industrial machinery,metal forming machinery,,,,,,,,,,
apoteket,stockholm,1970,health care,pharmaceuticals,state pharma,,,,,,,,,,
aptilo networks,stockholm,2001,telecommunications,mobile telecommunications,mobile services,,,,,,,,,,
arcam,mölndal,1997,industrials,industrial suppliers,3d printing,,,,,,,,,,
asea,västerås,1883,industrials,diversified industrials,"manufacturer, defunct 1988",,,,,,,,,,
abb,västerås/zürich,1988,industrials,industrial machinery,"robotics, automation",,,,,,,,,,
assa abloy,stockholm,1994,industrials,industrial suppliers,locks,,,,,,,,,,
astra ab,södertälje,1913,health care,pharmaceuticals,"defunct 1999, now merged into astrazeneca (uk)",,,,,,,,,,
atlas copco,nacka,1873,industrials,diversified industrials,industrials,,,,,,,,,,
atlet,mölnlycke,1958,industrials,commercial vehicles & trucks,"trucks, part of nissan (japan)",,,,,,,,,,
autoliv,stockholm,1997,industrials,business support services,automotive safety,,,,,,,,,,
avalanche studios,stockholm,2003,technology,software,video games,,,,,,,,,,
avanza,stockholm,1999,financials,investment services,stock broker,,,,,,,,,,
axel johnson,stockholm,1873[6],conglomerates,-,"retail holdings, part of axel johnson group",,,,,,,,,,
axel johnson group,stockholm,1873,conglomerates,-,diversified holdings,,,,,,,,,,
axfood,stockholm,1964,consumer services,food retailers & wholesalers,"grocery chain, part of axel johnson ab",,,,,,,,,,
axis communications,lund,1984,technology,computer hardware,"network cameras, part of canon inc. (japan)",,,,,,,,,,
bae systems,örnsköldsvik,2006[7],industrials,defense,"defence, part of bae systems (uk)",,,,,,,,,,
bahco,enköping,1886,industrials,diversified industrials,part of snap-on (us),,,,,,,,,,
bahnhof,stockholm,1994,telecommunications,fixed line telecommunications,internet service provider,,,,,,,,,,
ballograf,gothenburg,1945,consumer goods,nondurable household products,ballpoint pens and pencils,,,,,,,,,,
berg propulsion,gothenburg,1912,industrials,industrial machinery,controllable pitch propellers,,,,,,,,,,
betsson,stockholm,1963,consumer services,gambling,online gambling,,,,,,,,,,
biacore,uppsala,1984,health care,biotechnology,part of ge healthcare (us),,,,,,,,,,
billerudkorsnäs,solna,2012,basic materials,paper,paper,,,,,,,,,,
bindomatic,stockholm,1974,industrials,industrial suppliers,office supplies,,,,,,,,,,
biogaia,stockholm,1990,health care,pharmaceuticals,probiotic,,,,,,,,,,
björn borg,stockholm,2004,consumer goods,clothing & accessories,fashion,,,,,,,,,,
bofors,karlskoga,1873,industrials,defense,arms,,,,,,,,,,
boghammar marin ab,lidingö,1906,industrials,commercial vehicles & trucks,shipyard,,,,,,,,,,
boliden,stockholm,1931,basic materials,general mining,mining,,,,,,,,,,
bolinder-munktell,eskilstuna,1932,industrials,commercial vehicles & trucks,"defunct, now a part of volvo construction equipment",,,,,,,,,,
bona ab,malmö,1919,industrials,building materials & fixtures,flooring,,,,,,,,,,
bonnier group,stockholm,1804,consumer services,broadcasting & entertainment,media group,,,,,,,,,,
braathens regional aviation,malmö,1981,consumer services,airlines,airline,,,,,,,,,,
bredbandsbolaget,stockholm[8],1998,telecommunications,fixed line telecommunications,"triple play services, part of telenor (norway)",,,,,,,,,,
brio,malmö,1884,consumer goods,toys,toys,,,,,,,,,,
bure equity,stockholm,1992,financials,investment services,investments,,,,,,,,,,
camfil,stockholm,1963,industrials,industrial machinery,air filtration,,,,,,,,,,
carnegie investment bank,stockholm,1803,financials,investment services,financial services,,,,,,,,,,
casino cosmopol,stockholm,1999,consumer services,gambling,state gambling operator,,,,,,,,,,
cederroth,upplands väsby,1895,health care,health care providers,personal health care,,,,,,,,,,
cheap monday,stockholm,2000,consumer goods,clothing & accessories,clothing,,,,,,,,,,
clas ohlson,insjön,1918,consumer services,home improvement retailers,hardware stores,,,,,,,,,,
clavia,stockholm,1983,consumer goods,recreational products,musical instruments,,,,,,,,,,
cloetta,stockholm,1862,consumer goods,food products,chocolate,,,,,,,,,,
columbitech,stockholm,2000,technology,software,wireless security,,,,,,,,,,
