,market_cap,revenue,net_income,gbp
4061,doll_18.567 b,0,0,0
4062,doll_18.419 b,0,0,0
4063,doll_17.588 b,0,0,0
4064,doll_17.225 b,0,0,0
4065,doll_17.128 b,0,0,0
4066,doll_17.056 b,0,0,0
4067,doll_17.0 b,0,0,0
4068,doll_16.607 b,0,0,0
4069,doll_16.553 b,0,0,0
4070,doll_16.5 b,0,0,0
4071,doll_16.431 b,0,0,0
4072,doll_16.405 b,0,0,0
4073,doll_16.319 b,0,0,0
4074,doll_15.974 b,0,0,0
4075,doll_15.806000000000001 b,0,0,0
4076,doll_15.471 b,0,0,0
4077,doll_15.106 b,0,0,0
4078,doll_15.096 b,0,0,0
4079,doll_15.075999999999999 b,0,0,0
4080,doll_14.898 b,0,0,0
4081,doll_14.541 b,0,0,0
4082,doll_14.45 b,0,0,0
4083,doll_14.431999999999999 b,0,0,0
4084,doll_14.377 b,0,0,0
4085,doll_14.172 b,0,0,0
4086,doll_14.122 b,0,0,0
4087,doll_14.015 b,0,0,0
4088,doll_13.930000000000001 b,0,0,0
4089,doll_13.75 b,0,0,0
4090,doll_13.648 b,0,0,0
4091,doll_13.632 b,0,0,0
4092,doll_13.527000000000001 b,0,0,0
4093,doll_13.425 b,0,0,0
4094,doll_13.419 b,0,0,0
4095,doll_13.392 b,0,0,0
4096,doll_13.229 b,0,0,0
4097,doll_13.031 b,0,0,0
4098,doll_12.828999999999999 b,0,0,0
4099,doll_12.677 b,0,0,0
4100,doll_12.664 b,0,0,0
4101,doll_12.584 b,0,0,0
4102,doll_12.516 b,0,0,0
4103,doll_12.498000000000001 b,0,0,0
4104,doll_12.413 b,0,0,0
4105,doll_12.359 b,0,0,0
4106,doll_12.274 b,0,0,0
4107,doll_12.211 b,0,0,0
4108,doll_12.120000000000001 b,0,0,0
4109,doll_12.112 b,0,0,0
4110,doll_11.98 b,0,0,0
4111,doll_11.92 b,0,0,0
4112,doll_11.784 b,0,0,0
4113,doll_11.598 b,0,0,0
4114,doll_11.568000000000001 b,0,0,0
4115,doll_11.558 b,0,0,0
4116,doll_11.511 b,0,0,0
4117,doll_11.466 b,0,0,0
4118,doll_11.428 b,0,0,0
4119,doll_11.32 b,0,0,0
4120,doll_11.270999999999999 b,0,0,0
4121,doll_11.079 b,0,0,0
4122,doll_11.065000000000001 b,0,0,0
4123,doll_11.046 b,0,0,0
4124,doll_10.998000000000001 b,0,0,0
4125,doll_10.956 b,0,0,0
4126,doll_10.863 b,0,0,0
4127,doll_10.818999999999999 b,0,0,0
4128,doll_10.799 b,0,0,0
4129,doll_10.799 b,0,0,0
4130,doll_10.689 b,0,0,0
4131,doll_10.677 b,0,0,0
4132,doll_10.637 b,0,0,0
4133,doll_10.507 b,0,0,0
4134,doll_10.497 b,0,0,0
4135,doll_10.442 b,0,0,0
4136,doll_10.4 b,0,0,0
4137,doll_10.375 b,0,0,0
4138,doll_10.298 b,0,0,0
4139,doll_10.144 b,0,0,0
4140,doll_10.141 b,0,0,0
4141,doll_10.084 b,0,0,0
4142,doll_10.016 b,0,0,0
4143,doll_9.922 b,0,0,0
4144,doll_9.879000000000001 b,0,0,0
4145,doll_9.857 b,0,0,0
4146,doll_9.847 b,0,0,0
4147,doll_9.837 b,0,0,0
4148,doll_9.741 b,0,0,0
4149,doll_9.731 b,0,0,0
4150,doll_9.698 b,0,0,0
4151,doll_9.623999999999999 b,0,0,0
4152,doll_9.534 b,0,0,0
4153,doll_9.501999999999999 b,0,0,0
4154,doll_9.495999999999999 b,0,0,0
4155,doll_9.494 b,0,0,0
4156,doll_9.434000000000001 b,0,0,0
4157,doll_9.301 b,0,0,0
4158,doll_9.074 b,0,0,0
4159,doll_9.067 b,0,0,0
4160,doll_9.046 b,0,0,0
4161,doll_9.034 b,0,0,0
4162,doll_8.982 b,0,0,0
4163,doll_8.969 b,0,0,0
4164,doll_8.876999999999999 b,0,0,0
4165,doll_8.876000000000001 b,0,0,0
4166,doll_8.776 b,0,0,0
4167,doll_8.764 b,0,0,0
4168,doll_8.745999999999999 b,0,0,0
4169,doll_8.731 b,0,0,0
4170,doll_8.717 b,0,0,0
4171,doll_8.716 b,0,0,0
4172,doll_8.649 b,0,0,0
4173,doll_8.503 b,0,0,0
4174,doll_8.467 b,0,0,0
4175,doll_8.379999999999999 b,0,0,0
4176,doll_8.324 b,0,0,0
4177,doll_8.26 b,0,0,0
4178,doll_8.103 b,0,0,0
4179,doll_8.092 b,0,0,0
4180,doll_8.049 b,0,0,0
4181,doll_8.016 b,0,0,0
4182,doll_7.962000000000001 b,0,0,0
4183,doll_7.922 b,0,0,0
4184,doll_7.866 b,0,0,0
4185,doll_7.8420000000000005 b,0,0,0
4186,doll_7.839 b,0,0,0
4187,doll_7.837999999999999 b,0,0,0
4188,doll_7.76 b,0,0,0
4189,doll_7.709999999999999 b,0,0,0
4190,doll_7.698 b,0,0,0
4191,doll_7.615 b,0,0,0
4192,doll_7.491 b,0,0,0
4193,doll_7.479000000000001 b,0,0,0
4194,doll_7.478 b,0,0,0
4195,doll_7.417 b,0,0,0
4196,doll_7.398999999999999 b,0,0,0
4197,doll_7.372 b,0,0,0
4198,doll_7.358 b,0,0,0
4199,doll_7.337999999999999 b,0,0,0
4200,doll_7.333 b,0,0,0
4201,doll_7.325 b,0,0,0
4202,doll_7.312 b,0,0,0
4203,doll_7.231 b,0,0,0
4204,doll_7.215999999999999 b,0,0,0
4205,doll_7.196 b,0,0,0
4206,doll_7.191 b,0,0,0
4207,doll_7.19 b,0,0,0
4208,doll_7.15 b,0,0,0
4209,doll_7.148000000000001 b,0,0,0
4210,doll_7.081 b,0,0,0
4211,doll_7.055 b,0,0,0
4212,doll_7.0200000000000005 b,0,0,0
4213,doll_7.0200000000000005 b,0,0,0
4214,doll_7.015000000000001 b,0,0,0
4215,doll_6.99 b,0,0,0
4216,doll_6.945 b,0,0,0
4217,doll_6.931 b,0,0,0
4218,doll_6.893000000000001 b,0,0,0
4219,doll_6.869 b,0,0,0
4220,doll_6.868 b,0,0,0
4221,doll_6.823 b,0,0,0
4222,doll_6.811 b,0,0,0
4223,doll_6.809 b,0,0,0
4224,doll_6.7540000000000004 b,0,0,0
4225,doll_6.749 b,0,0,0
4226,doll_6.749 b,0,0,0
4227,doll_6.731 b,0,0,0
4228,doll_6.720000000000001 b,0,0,0
4229,doll_6.718999999999999 b,0,0,0
4230,doll_6.695 b,0,0,0
4231,doll_6.687 b,0,0,0
4232,doll_6.6739999999999995 b,0,0,0
4233,doll_6.662000000000001 b,0,0,0
4234,doll_6.635 b,0,0,0
4235,doll_6.589 b,0,0,0
4236,doll_6.574 b,0,0,0
4237,doll_6.564 b,0,0,0
4238,doll_6.553 b,0,0,0
4239,doll_6.5040000000000004 b,0,0,0
4240,doll_6.465999999999999 b,0,0,0
4241,doll_6.459999999999999 b,0,0,0
4242,doll_6.44 b,0,0,0
4243,doll_6.343 b,0,0,0
4244,doll_6.325 b,0,0,0
4245,doll_6.308 b,0,0,0
4246,doll_6.287 b,0,0,0
4247,doll_6.275 b,0,0,0
4248,doll_6.269 b,0,0,0
4249,doll_6.269 b,0,0,0
4250,doll_6.266 b,0,0,0
4251,doll_6.266 b,0,0,0
4252,doll_6.258 b,0,0,0
4253,doll_6.220000000000001 b,0,0,0
4254,doll_6.218999999999999 b,0,0,0
4255,doll_6.2170000000000005 b,0,0,0
4256,doll_6.2 b,0,0,0
4257,doll_6.173 b,0,0,0
4258,doll_6.167 b,0,0,0
4259,doll_6.146 b,0,0,0
4260,doll_6.111 b,0,0,0
4261,doll_6.0969999999999995 b,0,0,0
4262,doll_6.019 b,0,0,0
4263,doll_6.006 b,0,0,0
4264,doll_5.995 b,0,0,0
4265,doll_5.9799999999999995 b,0,0,0
4266,doll_5.976 b,0,0,0
4267,doll_5.975 b,0,0,0
4268,doll_5.9670000000000005 b,0,0,0
4269,doll_5.965999999999999 b,0,0,0
4270,doll_5.965 b,0,0,0
4271,doll_5.955 b,0,0,0
4272,doll_5.953 b,0,0,0
4273,doll_5.95 b,0,0,0
4274,doll_5.947 b,0,0,0
4275,doll_5.946 b,0,0,0
4276,doll_5.926 b,0,0,0
4277,doll_5.901 b,0,0,0
4278,doll_5.87 b,0,0,0
4279,doll_5.853 b,0,0,0
4280,doll_5.836 b,0,0,0
4281,doll_5.782 b,0,0,0
4282,doll_5.775 b,0,0,0
4283,doll_5.763 b,0,0,0
4284,doll_5.762 b,0,0,0
4285,doll_5.745 b,0,0,0
4286,doll_5.743 b,0,0,0
4287,doll_5.74 b,0,0,0
4288,doll_5.723 b,0,0,0
4289,doll_5.720000000000001 b,0,0,0
4290,doll_5.718 b,0,0,0
4291,doll_5.7090000000000005 b,0,0,0
4292,doll_5.694 b,0,0,0
4293,doll_5.689 b,0,0,0
4294,doll_5.6770000000000005 b,0,0,0
4295,doll_5.654999999999999 b,0,0,0
4296,doll_5.648 b,0,0,0
4297,doll_5.638 b,0,0,0
4298,doll_5.617 b,0,0,0
4299,doll_5.599 b,0,0,0
4300,doll_5.588 b,0,0,0
4301,doll_5.558 b,0,0,0
4302,doll_5.531000000000001 b,0,0,0
4303,doll_5.5280000000000005 b,0,0,0
4304,doll_5.523 b,0,0,0
4305,doll_5.493 b,0,0,0
4306,doll_5.487 b,0,0,0
4307,doll_5.468999999999999 b,0,0,0
4308,doll_5.4590000000000005 b,0,0,0
4309,doll_5.454 b,0,0,0
4310,doll_5.431 b,0,0,0
4311,doll_5.43 b,0,0,0
4312,doll_5.386 b,0,0,0
4313,doll_5.386 b,0,0,0
4314,doll_5.378 b,0,0,0
4315,doll_5.3759999999999994 b,0,0,0
4316,doll_5.333 b,0,0,0
4317,doll_5.33 b,0,0,0
4318,doll_5.276 b,0,0,0
4319,doll_5.247 b,0,0,0
4320,doll_5.2299999999999995 b,0,0,0
4321,doll_5.2299999999999995 b,0,0,0
4322,doll_5.229 b,0,0,0
4323,doll_5.228 b,0,0,0
4324,doll_5.218999999999999 b,0,0,0
4325,doll_5.218999999999999 b,0,0,0
4326,doll_5.2 b,0,0,0
4327,doll_5.18 b,0,0,0
4328,doll_5.171 b,0,0,0
4329,doll_5.1579999999999995 b,0,0,0
4330,doll_5.154999999999999 b,0,0,0
4331,doll_5.151 b,0,0,0
4332,doll_5.149 b,0,0,0
4333,doll_5.143 b,0,0,0
4334,doll_5.103 b,0,0,0
4335,doll_5.095000000000001 b,0,0,0
4336,doll_5.076 b,0,0,0
4337,doll_5.075 b,0,0,0
4338,doll_5.046 b,0,0,0
4339,doll_5.029 b,0,0,0
4340,doll_5.019 b,0,0,0
4341,doll_5.018 b,0,0,0
4342,doll_5.002000000000001 b,0,0,0
4343,doll_4.991 b,0,0,0
4344,doll_4.983 b,0,0,0
4345,doll_4.965999999999999 b,0,0,0
4346,doll_4.942 b,0,0,0
4347,doll_4.932 b,0,0,0
4348,doll_4.923 b,0,0,0
4349,doll_4.911 b,0,0,0
4350,doll_4.892 b,0,0,0
4351,doll_4.883 b,0,0,0
4352,doll_4.8740000000000006 b,0,0,0
4353,doll_4.852 b,0,0,0
4354,doll_4.85 b,0,0,0
4355,doll_4.85 b,0,0,0
4356,doll_4.846 b,0,0,0
4357,doll_4.827 b,0,0,0
4358,doll_4.817 b,0,0,0
4359,doll_4.8149999999999995 b,0,0,0
4360,doll_4.814 b,0,0,0
4361,doll_4.8 b,0,0,0
4362,doll_4.789 b,0,0,0
4363,doll_4.773 b,0,0,0
4364,doll_4.769 b,0,0,0
4365,doll_4.7170000000000005 b,0,0,0
4366,doll_4.715 b,0,0,0
4367,doll_4.707 b,0,0,0
4368,doll_4.686 b,0,0,0
4369,doll_4.686 b,0,0,0
4370,doll_4.671 b,0,0,0
4371,doll_4.633 b,0,0,0
4372,doll_4.613 b,0,0,0
4373,doll_4.601 b,0,0,0
4374,doll_4.598 b,0,0,0
4375,doll_4.589 b,0,0,0
4376,doll_4.583 b,0,0,0
4377,doll_4.577 b,0,0,0
4378,doll_4.574 b,0,0,0
4379,doll_4.574 b,0,0,0
4380,doll_4.564 b,0,0,0
4381,doll_4.556 b,0,0,0
4382,doll_4.535 b,0,0,0
4383,doll_4.521 b,0,0,0
4384,doll_4.513 b,0,0,0
4385,doll_4.509 b,0,0,0
4386,doll_4.5 b,0,0,0
4387,doll_4.496 b,0,0,0
4388,doll_4.495 b,0,0,0
4389,doll_4.478 b,0,0,0
4390,doll_4.439 b,0,0,0
4391,doll_4.432 b,0,0,0
4392,doll_4.432 b,0,0,0
4393,doll_4.423 b,0,0,0
4394,doll_4.411 b,0,0,0
4395,doll_4.406000000000001 b,0,0,0
4396,doll_4.401 b,0,0,0
4397,doll_4.398 b,0,0,0
4398,doll_4.393 b,0,0,0
4399,doll_4.39 b,0,0,0
4400,doll_4.37 b,0,0,0
4401,doll_4.369 b,0,0,0
4402,doll_4.359 b,0,0,0
4403,doll_4.35 b,0,0,0
4404,doll_4.340999999999999 b,0,0,0
4405,doll_4.338 b,0,0,0
4406,doll_4.321 b,0,0,0
4407,doll_4.3100000000000005 b,0,0,0
4408,doll_4.309 b,0,0,0
4409,doll_4.2909999999999995 b,0,0,0
4410,doll_4.288 b,0,0,0
4411,doll_4.284000000000001 b,0,0,0
4412,doll_4.281000000000001 b,0,0,0
4413,doll_4.268 b,0,0,0
4414,doll_4.266 b,0,0,0
4415,doll_4.265 b,0,0,0
4416,doll_4.253 b,0,0,0
4417,doll_4.2490000000000006 b,0,0,0
4418,doll_4.239 b,0,0,0
4419,doll_4.225 b,0,0,0
4420,doll_4.2219999999999995 b,0,0,0
4421,doll_4.203 b,0,0,0
4422,doll_4.1979999999999995 b,0,0,0
4423,doll_4.193 b,0,0,0
4424,doll_4.191 b,0,0,0
4425,doll_4.182 b,0,0,0
4426,doll_4.16 b,0,0,0
4427,doll_4.154 b,0,0,0
4428,doll_4.147 b,0,0,0
4429,doll_4.127000000000001 b,0,0,0
4430,doll_4.125 b,0,0,0
4431,doll_4.116 b,0,0,0
4432,doll_4.087 b,0,0,0
4433,doll_4.083 b,0,0,0
4434,doll_4.083 b,0,0,0
4435,doll_4.079 b,0,0,0
4436,doll_4.077 b,0,0,0
4437,doll_4.064 b,0,0,0
4438,doll_4.055 b,0,0,0
4439,doll_4.049 b,0,0,0
4440,doll_4.035 b,0,0,0
4441,doll_4.017 b,0,0,0
4442,doll_4.013 b,0,0,0
4443,doll_3.999 b,0,0,0
4444,doll_3.997 b,0,0,0
4445,doll_3.996 b,0,0,0
4446,doll_3.976 b,0,0,0
4447,doll_3.973 b,0,0,0
4448,doll_3.973 b,0,0,0
4449,doll_3.972 b,0,0,0
4450,doll_3.971 b,0,0,0
4451,doll_3.9560000000000004 b,0,0,0
4452,doll_3.934 b,0,0,0
4453,doll_3.929 b,0,0,0
4454,doll_3.903 b,0,0,0
4455,doll_3.9 b,0,0,0
4456,doll_3.8899999999999997 b,0,0,0
4457,doll_3.8689999999999998 b,0,0,0
4458,doll_3.839 b,0,0,0
4459,doll_3.825 b,0,0,0
4460,doll_3.816 b,0,0,0
4461,doll_3.815 b,0,0,0
4462,doll_3.813 b,0,0,0
4463,doll_3.8009999999999997 b,0,0,0
4464,doll_3.8 b,0,0,0
4465,doll_3.793 b,0,0,0
4466,doll_3.782 b,0,0,0
4467,doll_3.779 b,0,0,0
4468,doll_3.7729999999999997 b,0,0,0
4469,doll_3.755 b,0,0,0
4470,doll_3.751 b,0,0,0
4471,doll_3.751 b,0,0,0
4472,doll_3.7380000000000004 b,0,0,0
4473,doll_3.7359999999999998 b,0,0,0
4474,doll_3.7079999999999997 b,0,0,0
4475,doll_3.7049999999999996 b,0,0,0
4476,doll_3.6990000000000003 b,0,0,0
4477,doll_3.69 b,0,0,0
4478,doll_3.69 b,0,0,0
4479,doll_3.689 b,0,0,0
4480,doll_3.6740000000000004 b,0,0,0
4481,doll_3.6719999999999997 b,0,0,0
4482,doll_3.6670000000000003 b,0,0,0
4483,doll_3.661 b,0,0,0
4484,doll_3.6369999999999996 b,0,0,0
4485,doll_3.628 b,0,0,0
4486,doll_3.614 b,0,0,0
4487,doll_3.614 b,0,0,0
4488,doll_3.596 b,0,0,0
4489,doll_3.593 b,0,0,0
4490,doll_3.592 b,0,0,0
4491,doll_3.586 b,0,0,0
4492,doll_3.586 b,0,0,0
4493,doll_3.5840000000000005 b,0,0,0
4494,doll_3.557 b,0,0,0
4495,doll_3.5439999999999996 b,0,0,0
4496,doll_3.54 b,0,0,0
4497,doll_3.537 b,0,0,0
4498,doll_3.533 b,0,0,0
4499,doll_3.527 b,0,0,0
4500,doll_3.524 b,0,0,0
4501,doll_3.521 b,0,0,0
4502,doll_3.5200000000000005 b,0,0,0
4503,doll_3.5189999999999997 b,0,0,0
4504,doll_3.5130000000000003 b,0,0,0
4505,doll_3.5119999999999996 b,0,0,0
4506,doll_3.504 b,0,0,0
4507,doll_3.4939999999999998 b,0,0,0
4508,doll_3.492 b,0,0,0
4509,doll_3.489 b,0,0,0
4510,doll_3.4840000000000004 b,0,0,0
4511,doll_3.473 b,0,0,0
4512,doll_3.4659999999999997 b,0,0,0
4513,doll_3.464 b,0,0,0
4514,doll_3.4579999999999997 b,0,0,0
4515,doll_3.4490000000000003 b,0,0,0
4516,doll_3.444 b,0,0,0
4517,doll_3.44 b,0,0,0
4518,doll_3.439 b,0,0,0
4519,doll_3.4240000000000004 b,0,0,0
4520,doll_3.4219999999999997 b,0,0,0
4521,doll_3.4130000000000003 b,0,0,0
4522,doll_3.411 b,0,0,0
4523,doll_3.406 b,0,0,0
4524,doll_3.401 b,0,0,0
4525,doll_3.3950000000000005 b,0,0,0
4526,doll_3.3729999999999998 b,0,0,0
4527,doll_3.3729999999999998 b,0,0,0
4528,doll_3.3689999999999998 b,0,0,0
4529,doll_3.368 b,0,0,0
4530,doll_3.3659999999999997 b,0,0,0
4531,doll_3.364 b,0,0,0
4532,doll_3.349 b,0,0,0
4533,doll_3.347 b,0,0,0
4534,doll_3.346 b,0,0,0
4535,doll_3.343 b,0,0,0
4536,doll_3.335 b,0,0,0
4537,doll_3.332 b,0,0,0
4538,doll_3.3289999999999997 b,0,0,0
4539,doll_3.3259999999999996 b,0,0,0
4540,doll_3.322 b,0,0,0
4541,doll_3.309 b,0,0,0
4542,doll_3.308 b,0,0,0
4543,doll_3.3049999999999997 b,0,0,0
4544,doll_3.3020000000000005 b,0,0,0
4545,doll_3.3020000000000005 b,0,0,0
4546,doll_3.2990000000000004 b,0,0,0
4547,doll_3.2840000000000003 b,0,0,0
4548,doll_3.281 b,0,0,0
4549,doll_3.272 b,0,0,0
4550,doll_3.271 b,0,0,0
4551,doll_3.254 b,0,0,0
4552,doll_3.251 b,0,0,0
4553,doll_3.249 b,0,0,0
4554,doll_3.2409999999999997 b,0,0,0
4555,doll_3.2329999999999997 b,0,0,0
4556,doll_3.232 b,0,0,0
4557,doll_3.2310000000000003 b,0,0,0
4558,doll_3.223 b,0,0,0
4559,doll_3.22 b,0,0,0
4560,doll_3.219 b,0,0,0
4561,doll_3.207 b,0,0,0
4562,doll_3.2049999999999996 b,0,0,0
4563,doll_3.2039999999999997 b,0,0,0
4564,doll_3.2009999999999996 b,0,0,0
4565,doll_3.198 b,0,0,0
4566,doll_3.193 b,0,0,0
4567,doll_3.189 b,0,0,0
4568,doll_3.178 b,0,0,0
4569,doll_3.178 b,0,0,0
4570,doll_3.166 b,0,0,0
4571,doll_3.164 b,0,0,0
4572,doll_3.16 b,0,0,0
4573,doll_3.159 b,0,0,0
4574,doll_3.158 b,0,0,0
4575,doll_3.1559999999999997 b,0,0,0
4576,doll_3.149 b,0,0,0
4577,doll_3.145 b,0,0,0
4578,doll_3.141 b,0,0,0
4579,doll_3.1350000000000002 b,0,0,0
4580,doll_3.1260000000000003 b,0,0,0
4581,doll_3.125 b,0,0,0
4582,doll_3.122 b,0,0,0
4583,doll_3.117 b,0,0,0
4584,doll_3.1149999999999998 b,0,0,0
4585,doll_3.112 b,0,0,0
4586,doll_3.104 b,0,0,0
4587,doll_3.103 b,0,0,0
4588,doll_3.102 b,0,0,0
4589,doll_3.1 b,0,0,0
4590,doll_3.1 b,0,0,0
4591,doll_3.0949999999999998 b,0,0,0
4592,doll_3.093 b,0,0,0
4593,doll_3.091 b,0,0,0
4594,doll_3.0829999999999997 b,0,0,0
4595,doll_3.076 b,0,0,0
4596,doll_3.07 b,0,0,0
4597,doll_3.069 b,0,0,0
4598,doll_3.053 b,0,0,0
4599,doll_3.053 b,0,0,0
4600,doll_3.052 b,0,0,0
4601,doll_3.051 b,0,0,0
4602,doll_3.0460000000000003 b,0,0,0
4603,doll_3.045 b,0,0,0
4604,doll_3.043 b,0,0,0
4605,doll_3.028 b,0,0,0
4606,doll_3.023 b,0,0,0
4607,doll_3.016 b,0,0,0
4608,doll_3.0100000000000002 b,0,0,0
4609,doll_3.005 b,0,0,0
4610,doll_2.994 b,0,0,0
4611,doll_2.993 b,0,0,0
4612,doll_2.9859999999999998 b,0,0,0
4613,doll_2.9850000000000003 b,0,0,0
4614,doll_2.982 b,0,0,0
4615,doll_2.981 b,0,0,0
4616,doll_2.965 b,0,0,0
4617,doll_2.9579999999999997 b,0,0,0
4618,doll_2.9579999999999997 b,0,0,0
4619,doll_2.956 b,0,0,0
4620,doll_2.952 b,0,0,0
4621,doll_2.942 b,0,0,0
4622,doll_2.942 b,0,0,0
4623,doll_2.94 b,0,0,0
4624,doll_2.94 b,0,0,0
4625,doll_2.9219999999999997 b,0,0,0
4626,doll_2.919 b,0,0,0
4627,doll_2.9170000000000003 b,0,0,0
4628,doll_2.913 b,0,0,0
4629,doll_2.91 b,0,0,0
4630,doll_2.907 b,0,0,0
4631,doll_2.9059999999999997 b,0,0,0
4632,doll_2.893 b,0,0,0
4633,doll_2.891 b,0,0,0
4634,doll_2.8899999999999997 b,0,0,0
4635,doll_2.875 b,0,0,0
4636,doll_2.871 b,0,0,0
4637,doll_2.855 b,0,0,0
4638,doll_2.852 b,0,0,0
4639,doll_2.831 b,0,0,0
4640,doll_2.8280000000000003 b,0,0,0
4641,doll_2.824 b,0,0,0
4642,doll_2.824 b,0,0,0
4643,doll_2.815 b,0,0,0
4644,doll_2.811 b,0,0,0
4645,doll_2.805 b,0,0,0
4646,doll_2.8 b,0,0,0
4647,doll_2.794 b,0,0,0
4648,doll_2.793 b,0,0,0
4649,doll_2.791 b,0,0,0
4650,doll_2.79 b,0,0,0
4651,doll_2.789 b,0,0,0
4652,doll_2.785 b,0,0,0
4653,doll_2.7809999999999997 b,0,0,0
4654,doll_2.7800000000000002 b,0,0,0
4655,doll_2.7670000000000003 b,0,0,0
4656,doll_2.7649999999999997 b,0,0,0
4657,doll_2.763 b,0,0,0
4658,doll_2.758 b,0,0,0
4659,doll_2.746 b,0,0,0
4660,doll_2.737 b,0,0,0
4661,doll_2.7350000000000003 b,0,0,0
4662,doll_2.734 b,0,0,0
4663,doll_2.7329999999999997 b,0,0,0
4664,doll_2.7329999999999997 b,0,0,0
4665,doll_2.729 b,0,0,0
4666,doll_2.729 b,0,0,0
4667,doll_2.726 b,0,0,0
4668,doll_2.725 b,0,0,0
4669,doll_2.7239999999999998 b,0,0,0
4670,doll_2.722 b,0,0,0
4671,doll_2.714 b,0,0,0
4672,doll_2.713 b,0,0,0
4673,doll_2.709 b,0,0,0
4674,doll_2.7079999999999997 b,0,0,0
4675,doll_2.698 b,0,0,0
4676,doll_2.695 b,0,0,0
4677,doll_2.695 b,0,0,0
4678,doll_2.694 b,0,0,0
4679,doll_2.6879999999999997 b,0,0,0
4680,doll_2.682 b,0,0,0
4681,doll_2.68 b,0,0,0
4682,doll_2.678 b,0,0,0
4683,doll_2.6710000000000003 b,0,0,0
4684,doll_2.668 b,0,0,0
4685,doll_2.666 b,0,0,0
4686,doll_2.659 b,0,0,0
4687,doll_2.6559999999999997 b,0,0,0
4688,doll_2.6550000000000002 b,0,0,0
4689,doll_2.652 b,0,0,0
4690,doll_2.641 b,0,0,0
4691,doll_2.6399999999999997 b,0,0,0
4692,doll_2.638 b,0,0,0
4693,doll_2.638 b,0,0,0
4694,doll_2.638 b,0,0,0
4695,doll_2.629 b,0,0,0
4696,doll_2.622 b,0,0,0
4697,doll_2.618 b,0,0,0
4698,doll_2.613 b,0,0,0
4699,doll_2.609 b,0,0,0
4700,doll_2.605 b,0,0,0
4701,doll_2.604 b,0,0,0
4702,doll_2.6 b,0,0,0
4703,doll_2.5829999999999997 b,0,0,0
4704,doll_2.582 b,0,0,0
4705,doll_2.576 b,0,0,0
4706,doll_2.575 b,0,0,0
4707,doll_2.573 b,0,0,0
4708,doll_2.561 b,0,0,0
4709,doll_2.559 b,0,0,0
4710,doll_2.554 b,0,0,0
4711,doll_2.5460000000000003 b,0,0,0
4712,doll_2.541 b,0,0,0
4713,doll_2.534 b,0,0,0
4714,doll_2.5309999999999997 b,0,0,0
4715,doll_2.529 b,0,0,0
4716,doll_2.5260000000000002 b,0,0,0
4717,doll_2.5260000000000002 b,0,0,0
4718,doll_2.525 b,0,0,0
4719,doll_2.521 b,0,0,0
4720,doll_2.52 b,0,0,0
4721,doll_2.519 b,0,0,0
4722,doll_2.5170000000000003 b,0,0,0
4723,doll_2.5149999999999997 b,0,0,0
4724,doll_2.509 b,0,0,0
4725,doll_2.504 b,0,0,0
4726,doll_2.503 b,0,0,0
4727,doll_2.5010000000000003 b,0,0,0
4728,doll_2.492 b,0,0,0
4729,doll_2.491 b,0,0,0
4730,doll_2.487 b,0,0,0
4731,doll_2.484 b,0,0,0
4732,doll_2.481 b,0,0,0
4733,doll_2.481 b,0,0,0
4734,doll_2.479 b,0,0,0
4735,doll_2.465 b,0,0,0
4736,doll_2.461 b,0,0,0
4737,doll_2.46 b,0,0,0
4738,doll_2.449 b,0,0,0
4739,doll_2.445 b,0,0,0
4740,doll_2.444 b,0,0,0
4741,doll_2.442 b,0,0,0
4742,doll_2.43 b,0,0,0
4743,doll_2.418 b,0,0,0
4744,doll_2.412 b,0,0,0
4745,doll_2.412 b,0,0,0
4746,doll_2.409 b,0,0,0
4747,doll_2.408 b,0,0,0
4748,doll_2.408 b,0,0,0
4749,doll_2.4050000000000002 b,0,0,0
4750,doll_2.402 b,0,0,0
4751,doll_2.402 b,0,0,0
4752,doll_2.397 b,0,0,0
4753,doll_2.394 b,0,0,0
4754,doll_2.394 b,0,0,0
4755,doll_2.393 b,0,0,0
4756,doll_2.393 b,0,0,0
4757,doll_2.3920000000000003 b,0,0,0
4758,doll_2.3890000000000002 b,0,0,0
4759,doll_2.384 b,0,0,0
4760,doll_2.382 b,0,0,0
4761,doll_2.381 b,0,0,0
4762,doll_2.378 b,0,0,0
4763,doll_2.373 b,0,0,0
4764,doll_2.3649999999999998 b,0,0,0
4765,doll_2.364 b,0,0,0
4766,doll_2.359 b,0,0,0
4767,doll_2.357 b,0,0,0
4768,doll_2.355 b,0,0,0
4769,doll_2.351 b,0,0,0
4770,doll_2.351 b,0,0,0
4771,doll_2.347 b,0,0,0
4772,doll_2.346 b,0,0,0
4773,doll_2.3449999999999998 b,0,0,0
4774,doll_2.3440000000000003 b,0,0,0
4775,doll_2.3440000000000003 b,0,0,0
4776,doll_2.343 b,0,0,0
4777,doll_2.342 b,0,0,0
4778,doll_2.34 b,0,0,0
4779,doll_2.335 b,0,0,0
4780,doll_2.335 b,0,0,0
4781,doll_2.334 b,0,0,0
4782,doll_2.3289999999999997 b,0,0,0
4783,doll_2.327 b,0,0,0
4784,doll_2.326 b,0,0,0
4785,doll_2.32 b,0,0,0
4786,doll_2.318 b,0,0,0
4787,doll_2.316 b,0,0,0
4788,doll_2.3129999999999997 b,0,0,0
4789,doll_2.309 b,0,0,0
4790,doll_2.304 b,0,0,0
4791,doll_2.3 b,0,0,0
