,market_value_jan_2020,market_value_jan_2021,annual_revenue_usd,annual_net_income_usd,revenue,market_capitalization_2022,total_assets_in_usd,total_equity_in_usd,total_liabilities_in_usd
12031,doll_15.54 m,,,,,doll_18.1 m,,,
12032,doll_15.53 m,,,,,doll_22.41 m,,,
12033,doll_15.53 m,,,,,doll_13.4 m,,,
12034,doll_15.52 m,,,,,doll_27.2 m,,,
12035,doll_15.52 m,,,,,doll_20.78 m,,,
12036,doll_15.49 m,,,,,doll_24.73 m,,,
12037,doll_15.49 m,,,,,doll_15.7 m,,,
12038,doll_15.48 m,,,,,doll_15.44 m,,,
12039,doll_15.47 m,,,,,doll_15.44 m,,,
12040,doll_15.44 m,,,,,doll_17.86 m,,,
12041,doll_15.44 m,,,,,doll_15.32 m,,,
12042,doll_15.43 m,,,,,doll_22.28 m,,,
12043,doll_15.42 m,,,,,doll_15.59 m,,,
12044,doll_15.42 m,,,,,doll_14.37 m,,,
12045,doll_15.41 m,,,,,doll_19.54 m,,,
12046,doll_15.41 m,,,,,doll_14.62 m,,,
12047,doll_15.4 m,,,,,doll_21.7 m,,,
12048,doll_15.4 m,,,,,doll_15.91 m,,,
12049,doll_15.32 m,,,,,doll_15.05 m,,,
12050,doll_15.31 m,,,,,doll_16.06 m,,,
12051,doll_15.3 m,,,,,doll_15.64 m,,,
12052,doll_15.28 m,,,,,doll_15.24 m,,,
12053,doll_15.28 m,,,,,doll_14.69 m,,,
12054,doll_15.27 m,,,,,doll_15.21 m,,,
12055,doll_15.26 m,,,,,doll_13.31 m,,,
12056,doll_15.25 m,,,,,doll_21.3 m,,,
12057,doll_15.25 m,,,,,doll_16.48 m,,,
12058,doll_15.25 m,,,,,doll_10.94 m,,,
12059,doll_15.24 m,,,,,doll_16.38 m,,,
12060,doll_15.21 m,,,,,doll_17.32 m,,,
12061,doll_15.2 m,,,,,doll_14.21 m,,,
12062,doll_15.19 m,,,,,doll_16.5 m,,,
12063,doll_15.19 m,,,,,doll_15.39 m,,,
12064,doll_15.17 m,,,,,doll_13.8 m,,,
12065,doll_15.15 m,,,,,doll_13.93 m,,,
12066,doll_15.14 m,,,,,doll_15.72 m,,,
12067,doll_15.13 m,,,,,doll_14.84 m,,,
12068,doll_15.13 m,,,,,doll_15.1 m,,,
12069,doll_15.1 m,,,,,doll_15.07 m,,,
12070,doll_15.1 m,,,,,doll_12.56 m,,,
12071,doll_15.07 m,,,,,doll_14.69 m,,,
12072,doll_15.06 m,,,,,doll_16.03 m,,,
12073,doll_15.06 m,,,,,doll_13.35 m,,,
12074,doll_15.06 m,,,,,doll_11.04 m,,,
12075,doll_15.04 m,,,,,doll_17.29 m,,,
12076,doll_15.04 m,,,,,doll_15.7 m,,,
12077,doll_15.03 m,,,,,doll_14.83 m,,,
12078,doll_15.02 m,,,,,doll_16.02 m,,,
12079,doll_15.02 m,,,,,doll_13.87 m,,,
12080,doll_15.01 m,,,,,doll_13.92 m,,,
12081,doll_15.0 m,,,,,doll_14.8 m,,,
12082,doll_14.98 m,,,,,doll_16.75 m,,,
12083,doll_14.98 m,,,,,doll_15.87 m,,,
12084,doll_14.98 m,,,,,doll_14.7 m,,,
12085,doll_14.97 m,,,,,doll_11.52 m,,,
12086,doll_14.95 m,,,,,doll_18.85 m,,,
12087,doll_14.95 m,,,,,doll_14.6 m,,,
12088,doll_14.94 m,,,,,doll_13.37 m,,,
12089,doll_14.93 m,,,,,doll_15.35 m,,,
12090,doll_14.89 m,,,,,doll_15.74 m,,,
12091,doll_14.88 m,,,,,doll_14.39 m,,,
12092,doll_14.88 m,,,,,doll_12.22 m,,,
12093,doll_14.85 m,,,,,doll_12.78 m,,,
12094,doll_14.84 m,,,,,doll_14.87 m,,,
12095,doll_14.83 m,,,,,doll_22.95 m,,,
12096,doll_14.83 m,,,,,doll_9.77 m,,,
12097,doll_14.82 m,,,,,doll_18.51 m,,,
12098,doll_14.79 m,,,,,doll_13.42 m,,,
12099,doll_14.78 m,,,,,doll_14.65 m,,,
12100,doll_14.75 m,,,,,doll_16.71 m,,,
12101,doll_14.75 m,,,,,doll_13.09 m,,,
12102,doll_14.74 m,,,,,doll_14.41 m,,,
12103,doll_14.73 m,,,,,doll_14.72 m,,,
12104,doll_14.72 m,,,,,doll_30.72 m,,,
12105,doll_14.69 m,,,,,doll_15.96 m,,,
12106,doll_14.69 m,,,,,doll_15.22 m,,,
12107,doll_14.68 m,,,,,doll_13.35 m,,,
12108,doll_0.001377 t,,,,,doll_12.66 m,,,
12109,doll_14.67 m,,,,,doll_25.37 m,,,
12110,doll_14.64 m,,,,,doll_14.4 m,,,
12111,doll_14.62 m,,,,,doll_18.87 m,,,
12112,doll_14.62 m,,,,,doll_14.61 m,,,
12113,doll_14.62 m,,,,,doll_13.48 m,,,
12114,doll_14.6 m,,,,,doll_15.03 m,,,
12115,doll_0.001383 t,,,,,doll_0.001383 t,,,
12116,doll_0.001383 t,,,,,doll_0.001383 t,,,
12117,doll_0.001383 t,,,,,doll_0.001383 t,,,
12118,doll_14.58 m,,,,,doll_14.16 m,,,
12119,doll_14.57 m,,,,,doll_13.96 m,,,
12120,doll_14.55 m,,,,,doll_13.66 m,,,
12121,doll_14.54 m,,,,,doll_17.6 m,,,
12122,doll_14.54 m,,,,,doll_16.4 m,,,
12123,doll_14.54 m,,,,,doll_14.44 m,,,
12124,doll_14.53 m,,,,,doll_16.52 m,,,
12125,doll_14.53 m,,,,,doll_13.62 m,,,
12126,doll_14.49 m,,,,,doll_16.5 m,,,
12127,doll_14.48 m,,,,,doll_18.49 m,,,
12128,doll_14.48 m,,,,,doll_14.18 m,,,
12129,doll_14.48 m,,,,,doll_11.56 m,,,
12130,doll_14.46 m,,,,,doll_13.43 m,,,
12131,doll_14.43 m,,,,,doll_15.1 m,,,
12132,doll_14.42 m,,,,,doll_14.82 m,,,
12133,doll_14.4 m,,,,,doll_18.09 m,,,
12134,doll_14.39 m,,,,,doll_17.24 m,,,
12135,doll_14.39 m,,,,,doll_14.97 m,,,
12136,doll_14.39 m,,,,,doll_11.57 m,,,
12137,doll_14.38 m,,,,,doll_12.86 m,,,
12138,doll_14.37 m,,,,,doll_17.36 m,,,
12139,doll_14.37 m,,,,,doll_12.79 m,,,
12140,doll_14.36 m,,,,,doll_8.67 m,,,
12141,doll_14.35 m,,,,,doll_24.27 m,,,
12142,doll_14.35 m,,,,,doll_15.71 m,,,
12143,doll_14.35 m,,,,,doll_14.45 m,,,
12144,doll_14.34 m,,,,,doll_0.002707 t,,,
12145,doll_14.28 m,,,,,doll_19.51 m,,,
12146,doll_14.27 m,,,,,doll_14.9 m,,,
12147,doll_14.25 m,,,,,doll_18.09 m,,,
12148,doll_14.25 m,,,,,doll_12.42 m,,,
12149,doll_14.24 m,,,,,doll_15.36 m,,,
12150,doll_14.22 m,,,,,doll_15.95 m,,,
12151,doll_0.001415 t,,,,,doll_12.34 m,,,
12152,doll_14.22 m,,,,,doll_12.95 m,,,
12153,doll_14.22 m,,,,,doll_11.86 m,,,
12154,doll_14.21 m,,,,,doll_12.9 m,,,
12155,doll_14.2 m,,,,,doll_12.28 m,,,
12156,doll_14.2 m,,,,,doll_9.26 m,,,
12157,doll_14.18 m,,,,,doll_14.86 m,,,
12158,doll_14.18 m,,,,,doll_13.54 m,,,
12159,doll_14.15 m,,,,,doll_16.44 m,,,
12160,doll_14.14 m,,,,,doll_11.37 m,,,
12161,doll_14.13 m,,,,,doll_41.74 m,,,
12162,doll_14.11 m,,,,,doll_15.19 m,,,
12163,doll_14.11 m,,,,,doll_14.07 m,,,
12164,doll_14.1 m,,,,,doll_13.59 m,,,
12165,doll_0.001428 t,,,,,doll_0.001428 t,,,
12166,doll_14.09 m,,,,,doll_11.86 m,,,
12167,doll_14.08 m,,,,,doll_16.75 m,,,
12168,doll_14.07 m,,,,,doll_14.74 m,,,
12169,doll_14.04 m,,,,,doll_17.29 m,,,
12170,doll_14.03 m,,,,,doll_14.95 m,,,
12171,doll_14.02 m,,,,,doll_13.52 m,,,
12172,doll_14.01 m,,,,,doll_14.42 m,,,
12173,doll_14.01 m,,,,,doll_13.91 m,,,
12174,doll_14.01 m,,,,,doll_13.62 m,,,
12175,doll_13.99 m,,,,,doll_12.51 m,,,
12176,0,,,,,0,,,
12177,doll_13.99 m,,,,,doll_14.61 m,,,
12178,doll_13.97 m,,,,,doll_12.75 m,,,
12179,doll_13.96 m,,,,,doll_15.13 m,,,
12180,doll_13.93 m,,,,,doll_17.67 m,,,
12181,doll_13.93 m,,,,,doll_15.38 m,,,
12182,doll_13.92 m,,,,,doll_14.25 m,,,
12183,doll_13.91 m,,,,,doll_16.21 m,,,
12184,doll_13.91 m,,,,,doll_15.48 m,,,
12185,doll_13.91 m,,,,,doll_13.6 m,,,
12186,doll_13.87 m,,,,,doll_15.28 m,,,
12187,doll_13.86 m,,,,,doll_15.97 m,,,
12188,doll_13.86 m,,,,,doll_13.34 m,,,
12189,doll_13.86 m,,,,,doll_12.48 m,,,
12190,doll_13.85 m,,,,,doll_13.87 m,,,
12191,doll_13.84 m,,,,,doll_13.55 m,,,
12192,doll_13.84 m,,,,,doll_12.65 m,,,
12193,doll_13.81 m,,,,,doll_13.39 m,,,
12194,doll_13.79 m,,,,,doll_13.89 m,,,
12195,doll_13.79 m,,,,,doll_11.24 m,,,
12196,doll_13.77 m,,,,,doll_17.28 m,,,
12197,doll_13.76 m,,,,,doll_12.96 m,,,
12198,doll_13.76 m,,,,,doll_12.53 m,,,
12199,doll_13.75 m,,,,,doll_13.43 m,,,
12200,doll_13.74 m,,,,,doll_14.95 m,,,
12201,doll_13.74 m,,,,,doll_13.09 m,,,
12202,doll_13.73 m,,,,,doll_15.67 m,,,
12203,doll_13.72 m,,,,,doll_20.64 m,,,
12204,doll_13.72 m,,,,,doll_12.05 m,,,
12205,doll_13.7 m,,,,,doll_16.35 m,,,
12206,doll_13.64 m,,,,,doll_15.24 m,,,
12207,doll_13.64 m,,,,,doll_14.52 m,,,
12208,doll_13.63 m,,,,,doll_13.39 m,,,
12209,doll_13.63 m,,,,,doll_10.73 m,,,
12210,doll_13.63 m,,,,,doll_10.11 m,,,
12211,doll_13.59 m,,,,,doll_20.3 m,,,
12212,doll_13.59 m,,,,,doll_16.78 m,,,
12213,doll_13.56 m,,,,,doll_15.46 m,,,
12214,doll_13.57 m,,,,,doll_12.0 m,,,
12215,doll_13.55 m,,,,,doll_16.84 m,,,
12216,doll_13.55 m,,,,,doll_13.77 m,,,
12217,doll_13.55 m,,,,,doll_12.44 m,,,
12218,doll_13.54 m,,,,,doll_15.92 m,,,
12219,doll_13.54 m,,,,,doll_15.41 m,,,
12220,doll_13.47 m,,,,,doll_14.45 m,,,
12221,0,,,,,0,,,
12222,doll_13.46 m,,,,,doll_12.66 m,,,
12223,doll_13.45 m,,,,,doll_16.64 m,,,
12224,doll_13.43 m,,,,,doll_15.63 m,,,
12225,doll_13.41 m,,,,,doll_9.16 m,,,
12226,doll_0.001487 t,,,,,doll_0.001487 t,,,
12227,doll_13.4 m,,,,,doll_14.15 m,,,
12228,doll_13.38 m,,,,,doll_10.53 m,,,
12229,doll_13.37 m,,,,,doll_13.19 m,,,
12230,doll_13.37 m,,,,,doll_12.51 m,,,
12231,doll_13.32 m,,,,,doll_11.54 m,,,
12232,doll_13.31 m,,,,,doll_13.62 m,,,
12233,doll_13.31 m,,,,,doll_12.23 m,,,
12234,doll_13.29 m,,,,,doll_11.54 m,,,
12235,doll_13.28 m,,,,,doll_37.04 m,,,
12236,doll_13.27 m,,,,,doll_13.06 m,,,
12237,doll_13.27 m,,,,,doll_11.79 m,,,
12238,doll_13.24 m,,,,,doll_14.05 m,,,
12239,doll_13.24 m,,,,,doll_13.45 m,,,
12240,doll_13.23 m,,,,,doll_15.95 m,,,
12241,doll_13.23 m,,,,,doll_11.89 m,,,
12242,doll_13.23 m,,,,,doll_11.54 m,,,
12243,doll_13.22 m,,,,,doll_21.35 m,,,
12244,doll_13.21 m,,,,,doll_12.9 m,,,
12245,doll_13.21 m,,,,,doll_11.19 m,,,
12246,doll_13.17 m,,,,,doll_13.88 m,,,
12247,doll_13.16 m,,,,,doll_23.0 m,,,
12248,doll_13.14 m,,,,,doll_15.22 m,,,
12249,doll_13.14 m,,,,,doll_13.59 m,,,
12250,doll_13.13 m,,,,,doll_13.78 m,,,
12251,doll_13.13 m,,,,,doll_13.74 m,,,
12252,doll_13.13 m,,,,,doll_12.24 m,,,
12253,doll_13.12 m,,,,,doll_15.71 m,,,
12254,doll_13.11 m,,,,,doll_11.56 m,,,
12255,doll_13.1 m,,,,,doll_15.13 m,,,
12256,doll_13.1 m,,,,,doll_13.38 m,,,
12257,doll_13.09 m,,,,,doll_14.54 m,,,
12258,doll_13.09 m,,,,,doll_11.04 m,,,
12259,doll_13.08 m,,,,,doll_14.27 m,,,
12260,doll_13.05 m,,,,,doll_12.14 m,,,
12261,doll_13.05 m,,,,,doll_9.91 m,,,
12262,doll_13.04 m,,,,,doll_17.95 m,,,
12263,doll_13.03 m,,,,,doll_12.54 m,,,
12264,doll_0.001523 t,,,,,doll_0.001523 t,,,
12265,doll_0.001523 t,,,,,doll_0.001523 t,,,
12266,doll_13.02 m,,,,,doll_13.96 m,,,
12267,doll_0.001524 t,,,,,doll_0.001524 t,,,
12268,doll_13.01 m,,,,,doll_13.61 m,,,
12269,doll_13.0 m,,,,,doll_13.35 m,,,
12270,doll_13.0 m,,,,,doll_12.33 m,,,
12271,doll_13.0 m,,,,,doll_11.81 m,,,
12272,doll_12.98 m,,,,,doll_10.82 m,,,
12273,doll_12.97 m,,,,,doll_12.45 m,,,
12274,doll_12.97 m,,,,,doll_11.69 m,,,
12275,doll_12.96 m,,,,,doll_12.47 m,,,
12276,doll_12.92 m,,,,,doll_13.15 m,,,
12277,doll_12.9 m,,,,,doll_14.87 m,,,
12278,doll_12.88 m,,,,,doll_14.17 m,,,
12279,doll_12.88 m,,,,,doll_12.39 m,,,
12280,doll_12.84 m,,,,,doll_13.89 m,,,
12281,doll_12.84 m,,,,,0,,,
12282,doll_12.83 m,,,,,doll_12.62 m,,,
12283,doll_12.81 m,,,,,doll_12.77 m,,,
12284,doll_12.8 m,,,,,doll_15.79 m,,,
12285,doll_12.8 m,,,,,0,,,
12286,doll_12.8 m,,,,,doll_10.04 m,,,
12287,doll_12.78 m,,,,,doll_13.03 m,,,
12288,doll_12.78 m,,,,,doll_10.66 m,,,
12289,doll_12.77 m,,,,,doll_12.4 m,,,
12290,doll_12.76 m,,,,,doll_13.55 m,,,
12291,doll_12.75 m,,,,,doll_15.46 m,,,
12292,doll_0.001547 t,,,,,doll_0.001547 t,,,
12293,doll_12.75 m,,,,,doll_15.04 m,,,
12294,doll_12.74 m,,,,,doll_13.7 m,,,
12295,doll_12.73 m,,,,,doll_9.9 m,,,
12296,doll_12.73 m,,,,,doll_7.4 m,,,
12297,doll_12.71 m,,,,,doll_13.6 m,,,
12298,doll_12.71 m,,,,,doll_9.15 m,,,
12299,doll_12.7 m,,,,,doll_10.03 m,,,
12300,doll_12.68 m,,,,,doll_12.32 m,,,
12301,doll_12.68 m,,,,,doll_12.04 m,,,
12302,doll_12.68 m,,,,,doll_9.54 m,,,
12303,doll_12.67 m,,,,,doll_15.03 m,,,
12304,doll_12.64 m,,,,,doll_15.66 m,,,
12305,doll_12.64 m,,,,,doll_13.43 m,,,
12306,doll_12.62 m,,,,,doll_12.57 m,,,
12307,doll_12.61 m,,,,,doll_13.84 m,,,
12308,doll_12.6 m,,,,,doll_12.34 m,,,
12309,doll_12.58 m,,,,,doll_17.3 m,,,
12310,doll_12.58 m,,,,,doll_15.77 m,,,
12311,doll_12.58 m,,,,,doll_11.71 m,,,
12312,doll_12.57 m,,,,,doll_13.05 m,,,
12313,doll_12.57 m,,,,,doll_11.06 m,,,
12314,doll_12.55 m,,,,,doll_14.91 m,,,
12315,doll_12.53 m,,,,,doll_14.9 m,,,
12316,doll_12.53 m,,,,,doll_14.34 m,,,
12317,doll_0.001572 t,,,,,doll_0.001572 t,,,
12318,doll_12.52 m,,,,,doll_11.57 m,,,
12319,doll_12.49 m,,,,,doll_10.98 m,,,
12320,doll_12.48 m,,,,,doll_12.91 m,,,
12321,doll_12.46 m,,,,,doll_13.45 m,,,
12322,doll_12.47 m,,,,,doll_12.29 m,,,
12323,doll_12.47 m,,,,,doll_12.07 m,,,
12324,doll_12.46 m,,,,,doll_13.83 m,,,
12325,doll_12.46 m,,,,,doll_13.57 m,,,
12326,doll_0.001579 t,,,,,doll_10.93 m,,,
12327,doll_12.46 m,,,,,doll_12.64 m,,,
12328,doll_12.46 m,,,,,doll_10.18 m,,,
12329,doll_12.45 m,,,,,doll_13.16 m,,,
12330,doll_12.44 m,,,,,doll_11.56 m,,,
12331,doll_12.42 m,,,,,doll_13.12 m,,,
12332,doll_12.42 m,,,,,doll_10.17 m,,,
12333,doll_12.37 m,,,,,doll_14.34 m,,,
12334,doll_12.36 m,,,,,doll_14.73 m,,,
12335,doll_12.35 m,,,,,doll_13.89 m,,,
12336,doll_12.33 m,,,,,doll_14.03 m,,,
12337,doll_12.33 m,,,,,doll_13.48 m,,,
12338,doll_12.33 m,,,,,doll_11.68 m,,,
12339,doll_12.32 m,,,,,doll_11.98 m,,,
12340,doll_12.32 m,,,,,doll_10.4 m,,,
12341,doll_12.31 m,,,,,doll_12.91 m,,,
12342,doll_12.31 m,,,,,doll_11.36 m,,,
12343,doll_12.29 m,,,,,doll_11.85 m,,,
12344,doll_12.26 m,,,,,doll_13.89 m,,,
12345,doll_12.26 m,,,,,doll_12.18 m,,,
12346,doll_12.25 m,,,,,doll_11.58 m,,,
12347,doll_12.23 m,,,,,doll_12.73 m,,,
12348,doll_12.17 m,,,,,doll_11.29 m,,,
12349,doll_12.16 m,,,,,doll_14.98 m,,,
12350,doll_12.14 m,,,,,doll_11.79 m,,,
12351,doll_12.14 m,,,,,doll_11.44 m,,,
12352,doll_12.12 m,,,,,doll_12.98 m,,,
12353,doll_12.11 m,,,,,doll_16.23 m,,,
12354,doll_12.1 m,,,,,doll_14.22 m,,,
12355,doll_12.1 m,,,,,doll_12.98 m,,,
12356,doll_12.08 m,,,,,doll_11.16 m,,,
12357,doll_12.07 m,,,,,doll_13.84 m,,,
12358,doll_12.06 m,,,,,doll_18.16 m,,,
12359,doll_12.05 m,,,,,doll_13.53 m,,,
12360,doll_12.04 m,,,,,doll_13.05 m,,,
12361,doll_12.01 m,,,,,doll_13.09 m,,,
12362,doll_0.001614 t,,,,,doll_10.58 m,,,
12363,doll_11.99 m,,,,,doll_6.95 m,,,
12364,doll_11.98 m,,,,,doll_23.92 m,,,
12365,doll_11.98 m,,,,,doll_11.43 m,,,
12366,doll_11.96 m,,,,,doll_13.96 m,,,
12367,doll_11.94 m,,,,,doll_12.78 m,,,
12368,doll_11.93 m,,,,,doll_10.85 m,,,
12369,doll_11.92 m,,,,,doll_7.72 m,,,
12370,doll_11.91 m,,,,,doll_14.83 m,,,
12371,doll_11.91 m,,,,,doll_10.33 m,,,
12372,doll_11.9 m,,,,,doll_30.5 m,,,
12373,doll_11.9 m,,,,,doll_8.21 m,,,
12374,doll_11.84 m,,,,,doll_14.82 m,,,
12375,doll_11.83 m,,,,,doll_16.39 m,,,
12376,doll_11.83 m,,,,,doll_12.19 m,,,
12377,doll_11.81 m,,,,,doll_12.4 m,,,
12378,doll_11.83 m,,,,,doll_0.00429 t,,,
12379,doll_11.81 m,,,,,doll_11.63 m,,,
12380,doll_11.8 m,,,,,doll_24.19 m,,,
12381,doll_11.78 m,,,,,doll_11.6 m,,,
12382,doll_11.77 m,,,,,doll_12.62 m,,,
12383,doll_0.001633 t,,,,,0,,,
12384,doll_11.77 m,,,,,doll_11.6 m,,,
12385,doll_11.76 m,,,,,doll_11.53 m,,,
12386,doll_11.76 m,,,,,doll_9.6 m,,,
12387,doll_11.75 m,,,,,doll_30.11 m,,,
12388,doll_11.75 m,,,,,doll_11.78 m,,,
12389,doll_11.74 m,,,,,doll_10.37 m,,,
12390,doll_11.73 m,,,,,doll_12.14 m,,,
12391,doll_11.73 m,,,,,doll_10.66 m,,,
12392,doll_11.73 m,,,,,doll_9.59 m,,,
12393,doll_11.71 m,,,,,doll_18.83 m,,,
12394,doll_11.71 m,,,,,doll_14.84 m,,,
12395,doll_11.7 m,,,,,doll_11.07 m,,,
12396,doll_11.7 m,,,,,doll_8.29 m,,,
12397,doll_11.69 m,,,,,doll_13.85 m,,,
12398,doll_11.68 m,,,,,doll_13.67 m,,,
12399,doll_11.68 m,,,,,doll_11.69 m,,,
12400,doll_11.67 m,,,,,doll_16.55 m,,,
12401,doll_11.67 m,,,,,doll_11.73 m,,,
12402,doll_11.67 m,,,,,doll_8.29 m,,,
12403,doll_11.66 m,,,,,doll_14.63 m,,,
12404,doll_11.66 m,,,,,doll_10.77 m,,,
12405,doll_11.66 m,,,,,doll_10.23 m,,,
12406,doll_11.62 m,,,,,doll_12.57 m,,,
12407,doll_11.62 m,,,,,doll_9.34 m,,,
12408,doll_11.62 m,,,,,doll_7.84 m,,,
12409,doll_11.62 m,,,,,0,,,
12410,doll_11.61 m,,,,,doll_7.28 m,,,
12411,doll_11.6 m,,,,,doll_11.72 m,,,
12412,doll_11.58 m,,,,,doll_12.31 m,,,
12413,doll_11.57 m,,,,,doll_13.31 m,,,
12414,doll_11.57 m,,,,,doll_9.49 m,,,
12415,doll_11.55 m,,,,,doll_11.39 m,,,
12416,doll_11.55 m,,,,,doll_9.31 m,,,
12417,doll_11.54 m,,,,,doll_12.69 m,,,
12418,doll_11.53 m,,,,,doll_11.63 m,,,
12419,doll_11.52 m,,,,,doll_14.49 m,,,
12420,doll_11.51 m,,,,,doll_11.08 m,,,
12421,doll_11.5 m,,,,,doll_10.39 m,,,
12422,doll_11.49 m,,,,,doll_11.85 m,,,
12423,doll_11.48 m,,,,,doll_12.81 m,,,
12424,doll_11.47 m,,,,,doll_11.78 m,,,
12425,doll_11.47 m,,,,,doll_12.96 m,,,
12426,doll_11.46 m,,,,,doll_12.76 m,,,
12427,doll_0.001677 t,,,,,doll_0.001677 t,,,
12428,doll_11.46 m,,,,,doll_12.1 m,,,
12429,doll_11.45 m,,,,,doll_10.87 m,,,
12430,doll_11.45 m,,,,,doll_10.44 m,,,
12431,doll_0.001679 t,,,,,doll_0.001679 t,,,
12432,doll_11.43 m,,,,,doll_15.56 m,,,
12433,doll_11.43 m,,,,,doll_14.96 m,,,
12434,doll_0.001681 t,,,,,0,,,
12435,doll_11.43 m,,,,,doll_11.56 m,,,
12436,doll_11.41 m,,,,,doll_13.65 m,,,
12437,doll_11.41 m,,,,,doll_9.78 m,,,
12438,doll_11.41 m,,,,,doll_8.55 m,,,
12439,doll_11.39 m,,,,,doll_11.23 m,,,
12440,doll_11.38 m,,,,,doll_9.81 m,,,
12441,doll_11.37 m,,,,,doll_13.7 m,,,
12442,doll_11.37 m,,,,,doll_9.51 m,,,
12443,doll_11.36 m,,,,,doll_14.7 m,,,
12444,doll_11.36 m,,,,,doll_14.66 m,,,
12445,doll_11.36 m,,,,,doll_12.91 m,,,
12446,doll_11.36 m,,,,,doll_12.66 m,,,
12447,doll_11.34 m,,,,,doll_15.72 m,,,
12448,doll_11.33 m,,,,,doll_11.28 m,,,
12449,doll_11.32 m,,,,,doll_11.99 m,,,
12450,doll_11.32 m,,,,,doll_11.68 m,,,
12451,doll_11.32 m,,,,,doll_1.31 m,,,
12452,doll_11.31 m,,,,,doll_10.88 m,,,
12453,doll_11.31 m,,,,,doll_8.84 m,,,
12454,doll_11.29 m,,,,,doll_11.28 m,,,
12455,doll_11.29 m,,,,,doll_10.65 m,,,
12456,doll_11.27 m,,,,,doll_10.95 m,,,
12457,doll_11.27 m,,,,,doll_7.97 m,,,
12458,doll_11.26 m,,,,,0,,,
12459,doll_11.25 m,,,,,doll_13.34 m,,,
12460,doll_11.24 m,,,,,doll_9.96 m,,,
12461,doll_11.23 m,,,,,doll_13.25 m,,,
12462,doll_11.21 m,,,,,doll_11.68 m,,,
12463,doll_11.2 m,,,,,doll_15.14 m,,,
12464,doll_11.2 m,,,,,doll_10.81 m,,,
12465,doll_11.19 m,,,,,doll_11.65 m,,,
12466,doll_11.19 m,,,,,doll_8.05 m,,,
12467,doll_11.17 m,,,,,doll_12.06 m,,,
12468,doll_11.17 m,,,,,doll_10.14 m,,,
12469,doll_11.16 m,,,,,doll_12.48 m,,,
12470,doll_11.16 m,,,,,doll_9.55 m,,,
12471,doll_11.15 m,,,,,doll_16.79 m,,,
12472,doll_11.15 m,,,,,doll_10.75 m,,,
12473,doll_11.15 m,,,,,doll_10.03 m,,,
12474,doll_11.14 m,,,,,doll_3.73 m,,,
12475,doll_11.13 m,,,,,doll_11.81 m,,,
12476,doll_11.13 m,,,,,doll_11.38 m,,,
12477,doll_11.13 m,,,,,doll_9.42 m,,,
12478,doll_11.12 m,,,,,doll_8.35 m,,,
12479,doll_11.12 m,,,,,doll_6.04 m,,,
12480,doll_11.1 m,,,,,doll_12.03 m,,,
12481,doll_11.09 m,,,,,doll_11.42 m,,,
12482,doll_11.07 m,,,,,doll_23.92 m,,,
12483,doll_11.07 m,,,,,doll_12.57 m,,,
12484,doll_11.05 m,,,,,doll_13.35 m,,,
12485,doll_11.04 m,,,,,doll_10.65 m,,,
12486,doll_11.04 m,,,,,doll_10.54 m,,,
12487,doll_11.04 m,,,,,doll_10.52 m,,,
12488,doll_11.02 m,,,,,doll_14.18 m,,,
12489,doll_11.02 m,,,,,doll_12.94 m,,,
12490,doll_11.02 m,,,,,doll_10.27 m,,,
12491,doll_11.01 m,,,,,doll_14.03 m,,,
12492,doll_11.01 m,,,,,doll_10.18 m,,,
12493,doll_11.01 m,,,,,doll_9.2 m,,,
12494,doll_11.01 m,,,,,doll_8.33 m,,,
12495,doll_0.002014 t,,,,,0,,,
12496,doll_10.99 m,,,,,doll_11.34 m,,,
12497,doll_10.99 m,,,,,doll_11.0 m,,,
12498,doll_10.99 m,,,,,doll_10.56 m,,,
12499,doll_10.98 m,,,,,doll_12.44 m,,,
12500,doll_10.97 m,,,,,doll_10.5 m,,,
12501,doll_10.98 m,,,,,doll_10.23 m,,,
12502,doll_10.98 m,,,,,doll_9.58 m,,,
12503,doll_10.97 m,,,,,doll_9.38 m,,,
12504,doll_10.96 m,,,,,doll_16.21 m,,,
12505,doll_10.96 m,,,,,doll_11.58 m,,,
12506,doll_10.96 m,,,,,doll_9.21 m,,,
12507,doll_10.96 m,,,,,doll_6.79 m,,,
12508,doll_10.95 m,,,,,doll_10.56 m,,,
12509,doll_10.95 m,,,,,doll_9.67 m,,,
12510,doll_10.94 m,,,,,doll_9.85 m,,,
12511,doll_10.91 m,,,,,doll_14.76 m,,,
12512,doll_10.91 m,,,,,doll_10.65 m,,,
12513,doll_10.91 m,,,,,doll_9.77 m,,,
12514,doll_10.88 m,,,,,doll_11.21 m,,,
12515,doll_10.89 m,,,,,doll_0.001285 t,,,
12516,doll_10.88 m,,,,,doll_11.11 m,,,
12517,doll_10.86 m,,,,,doll_22.65 m,,,
12518,doll_10.86 m,,,,,doll_11.82 m,,,
12519,doll_10.86 m,,,,,doll_11.4 m,,,
12520,doll_10.86 m,,,,,doll_11.07 m,,,
12521,doll_10.85 m,,,,,doll_8.56 m,,,
12522,doll_10.84 m,,,,,doll_10.33 m,,,
12523,doll_10.83 m,,,,,doll_11.66 m,,,
12524,doll_10.83 m,,,,,doll_10.56 m,,,
12525,doll_10.82 m,,,,,doll_11.27 m,,,
12526,doll_10.82 m,,,,,doll_9.84 m,,,
12527,doll_10.81 m,,,,,doll_12.1 m,,,
12528,doll_10.81 m,,,,,doll_11.2 m,,,
