,market_cap,revenue
1414,doll_5.3 b,doll_2.0 b
1415,doll_11.6 b,doll_2.0 b
1416,doll_7.6 b,doll_2.0 b
1417,0,doll_2.0 b
1418,doll_4.4 b,doll_2.0 b
1419,doll_226.7 m,doll_2.0 b
1420,doll_1.5 b,doll_2.0 b
1421,doll_3.4 b,doll_2.0 b
1422,doll_23.4 b,doll_2.0 b
1423,0,doll_2.0 b
1424,0,doll_2.0 b
1425,doll_621.5 m,doll_2.0 b
1426,doll_14.5 b,doll_2.0 b
1427,doll_805.7 m,doll_2.0 b
1428,doll_13.6 b,doll_2.0 b
1429,doll_947.1 m,doll_2.0 b
1430,doll_18.9 b,doll_2.0 b
1431,doll_1.9 b,doll_2.0 b
1432,doll_3.6 b,doll_2.0 b
1433,doll_10.5 b,doll_2.0 b
1434,0,doll_2.0 b
1435,doll_1.4 b,doll_2.0 b
1436,doll_1.9 b,doll_2.0 b
1437,doll_1.6 b,doll_2.0 b
1438,doll_1.8 b,doll_2.0 b
1439,doll_2.2 b,doll_2.0 b
1440,doll_5.7 b,doll_2.0 b
1441,doll_882.8 m,doll_2.0 b
1442,doll_537.5 m,doll_2.0 b
1443,doll_109.0 m,doll_2.0 b
1444,doll_924.2 m,doll_2.0 b
1445,doll_2.1 b,doll_2.0 b
1446,doll_1.1 b,doll_2.0 b
1447,doll_2.2 b,doll_2.0 b
1448,doll_1.5 b,doll_2.0 b
1449,doll_3.4 b,doll_2.0 b
1450,doll_5.7 b,doll_2.0 b
1451,doll_1.6 b,doll_2.0 b
1452,doll_8.4 b,doll_2.0 b
1453,doll_2.3 b,doll_2.0 b
1454,doll_67.9 m,doll_2.0 b
1455,doll_4.1 b,doll_2.0 b
1456,doll_11.0 b,doll_2.0 b
1457,doll_1.8 b,doll_2.0 b
1458,doll_834.3 m,doll_2.0 b
1459,doll_119.4 m,doll_2.0 b
1460,doll_564.6 m,doll_2.0 b
1461,doll_1.7 b,doll_2.0 b
1462,doll_1.2 b,doll_2.0 b
1463,doll_768.0 m,doll_2.0 b
1464,doll_7.1 b,doll_2.0 b
1465,doll_4.3 b,doll_2.0 b
1466,doll_8.6 b,doll_2.0 b
1467,doll_10.6 b,doll_2.0 b
1468,doll_6.7 b,doll_2.0 b
1469,doll_4.1 b,doll_2.0 b
1470,doll_895.2 m,doll_2.0 b
1471,doll_763.5 m,doll_2.0 b
1472,doll_2.7 b,doll_2.0 b
1473,doll_6.2 b,doll_2.0 b
1474,doll_2.6 b,doll_2.0 b
1475,doll_1.5 b,doll_2.0 b
1476,doll_7.9 b,doll_2.0 b
1477,doll_303.6 m,doll_2.0 b
1478,doll_552.0 m,doll_2.0 b
1479,doll_564.4 m,doll_2.0 b
1480,0,doll_2.0 b
1481,doll_1.0 b,doll_2.0 b
1482,doll_2.5 b,doll_2.0 b
1483,doll_2.7 b,doll_2.0 b
1484,doll_40.5 b,doll_2.0 b
1485,doll_16.4 b,doll_2.0 b
1486,doll_2.5 b,doll_2.0 b
1487,doll_4.6 b,doll_2.0 b
1488,doll_5.1 b,doll_2.0 b
1489,doll_16.7 b,doll_2.0 b
1490,doll_1.5 b,doll_2.0 b
1491,doll_2.6 b,doll_2.0 b
1492,0,doll_2.0 b
1493,doll_17.0 b,doll_2.0 b
1494,doll_1.2 b,doll_2.1 b
1495,doll_2.5 b,doll_2.1 b
1496,doll_1.7 b,doll_2.1 b
1497,0,doll_2.1 b
1498,doll_352.5 m,doll_2.1 b
1499,doll_2.5 b,doll_2.1 b
1500,doll_1.5 b,doll_2.1 b
1501,doll_1.0 b,doll_2.1 b
1502,0,doll_2.1 b
1503,doll_5.0 b,doll_2.1 b
1504,doll_4.3 b,doll_2.1 b
1505,doll_740.2 m,doll_2.1 b
1506,doll_1.2 b,doll_2.1 b
1507,doll_331.9 m,doll_2.1 b
1508,doll_6.9 b,doll_2.1 b
1509,doll_6.7 b,doll_2.1 b
1510,doll_17.8 b,doll_2.1 b
1511,doll_11.3 b,doll_2.1 b
1512,doll_1.4 b,doll_2.1 b
1513,doll_5.5 b,doll_2.1 b
1514,doll_287.7 m,doll_2.1 b
1515,doll_821.5 m,doll_2.1 b
1516,doll_3.0 b,doll_2.1 b
1517,doll_475.4 m,doll_2.1 b
1518,doll_2.5 b,doll_2.1 b
1519,doll_1.6 b,doll_2.1 b
1520,doll_5.6 b,doll_2.1 b
1521,doll_4.2 b,doll_2.1 b
1522,doll_4.7 b,doll_2.1 b
1523,doll_1.3 b,doll_2.1 b
1524,doll_2.7 b,doll_2.1 b
1525,doll_22.0 b,doll_2.1 b
1526,doll_46.2 m,doll_2.1 b
1527,doll_2.6 b,doll_2.1 b
1528,doll_3.1 b,doll_2.1 b
1529,doll_310.9 m,doll_2.1 b
1530,doll_41.4 b,doll_2.1 b
1531,doll_6.1 b,doll_2.1 b
1532,doll_4.3 b,doll_2.1 b
1533,doll_491.2 m,doll_2.1 b
1534,doll_9.2 b,doll_2.1 b
1535,doll_1.1 b,doll_2.1 b
1536,doll_2.4 b,doll_2.1 b
1537,doll_422.4 m,doll_2.1 b
1538,doll_6.2 b,doll_2.1 b
1539,doll_1.2 b,doll_2.1 b
1540,doll_4.8 b,doll_2.1 b
1541,doll_732.1 m,doll_2.1 b
1542,doll_8.7 b,doll_2.1 b
1543,doll_7.2 b,doll_2.1 b
1544,doll_691.8 m,doll_2.1 b
1545,doll_1.8 b,doll_2.1 b
1546,doll_658.8 m,doll_2.1 b
1547,doll_10.1 b,doll_2.1 b
1548,doll_8.7 b,doll_2.1 b
1549,doll_5.4 b,doll_2.1 b
1550,doll_1.3 b,doll_2.1 b
1551,doll_4.3 b,doll_2.1 b
1552,doll_3.4 b,doll_2.1 b
1553,doll_2.6 b,doll_2.1 b
1554,doll_1.3 b,doll_2.1 b
1555,doll_756.9 m,doll_2.1 b
1556,doll_1.1 b,doll_2.1 b
1557,doll_25.5 b,doll_2.1 b
1558,doll_929.4 m,doll_2.1 b
1559,doll_450.0 m,doll_2.1 b
1560,doll_2.6 b,doll_2.1 b
1561,doll_15.6 b,doll_2.1 b
1562,doll_854.3 m,doll_2.1 b
1563,doll_357.2 m,doll_2.1 b
1564,doll_2.6 b,doll_2.1 b
1565,doll_5.1 b,doll_2.1 b
1566,doll_10.4 b,doll_2.1 b
1567,doll_4.0 b,doll_2.1 b
1568,doll_1.3 b,doll_2.1 b
1569,doll_1.0 b,doll_2.1 b
1570,doll_950.7 m,doll_2.1 b
1571,doll_2.3 b,doll_2.1 b
1572,doll_8.0 b,doll_2.1 b
1573,doll_4.7 b,doll_2.1 b
1574,doll_7.4 b,doll_2.1 b
1575,doll_6.4 b,doll_2.1 b
1576,doll_3.9 b,doll_2.1 b
1577,doll_1.7 b,doll_2.1 b
1578,doll_91.6 m,doll_2.1 b
1579,doll_2.3 b,doll_2.1 b
1580,doll_3.2 b,doll_2.1 b
1581,doll_2.2 b,doll_2.1 b
1582,doll_380.9 m,doll_2.2 b
1583,doll_5.2 b,doll_2.2 b
1584,0,doll_2.2 b
1585,0,doll_2.2 b
1586,doll_8.3 b,doll_2.2 b
1587,doll_5.8 b,doll_2.2 b
1588,doll_889.0 m,doll_2.2 b
1589,doll_2.6 b,doll_2.2 b
1590,0,doll_2.2 b
1591,doll_5.8 b,doll_2.2 b
1592,doll_12.9 b,doll_2.2 b
1593,doll_1.9 b,doll_2.2 b
1594,doll_2.6 b,doll_2.2 b
1595,doll_3.0 b,doll_2.2 b
1596,doll_1.2 b,doll_2.2 b
1597,doll_2.5 b,doll_2.2 b
1598,doll_2.1 b,doll_2.2 b
1599,doll_17.0 b,doll_2.2 b
1600,doll_4.4 b,doll_2.2 b
1601,doll_42.4 m,doll_2.2 b
1602,doll_12.9 b,doll_2.2 b
1603,doll_2.7 b,doll_2.2 b
1604,doll_2.1 b,doll_2.2 b
1605,doll_8.1 b,doll_2.2 b
1606,doll_1.1 b,doll_2.2 b
1607,doll_1.5 b,doll_2.2 b
1608,doll_5.2 b,doll_2.2 b
1609,doll_7.2 b,doll_2.2 b
1610,doll_1.6 b,doll_2.2 b
1611,doll_3.0 b,doll_2.2 b
1612,doll_1.3 b,doll_2.2 b
1613,doll_725.8 m,doll_2.2 b
1614,doll_13.4 b,doll_2.2 b
1615,doll_5.3 b,doll_2.2 b
1616,doll_5.4 b,doll_2.2 b
1617,doll_4.5 b,doll_2.2 b
1618,doll_7.1 b,doll_2.2 b
1619,doll_2.6 b,doll_2.2 b
1620,doll_3.2 b,doll_2.2 b
1621,doll_5.7 b,doll_2.2 b
1622,doll_2.1 b,doll_2.2 b
1623,doll_9.9 b,doll_2.2 b
1624,doll_3.2 b,doll_2.2 b
1625,doll_390.2 m,doll_2.2 b
1626,doll_3.7 b,doll_2.2 b
1627,doll_3.1 b,doll_2.2 b
1628,doll_5.0 b,doll_2.2 b
1629,doll_1.4 b,doll_2.2 b
1630,doll_3.2 b,doll_2.2 b
1631,doll_600.4 m,doll_2.2 b
1632,doll_1.2 b,doll_2.2 b
1633,doll_2.5 b,doll_2.2 b
1634,doll_19.4 b,doll_2.2 b
1635,doll_83.2 m,doll_2.2 b
1636,doll_149.5 m,doll_2.2 b
1637,doll_21.4 b,doll_2.2 b
1638,doll_971.9 m,doll_2.2 b
1639,0,doll_2.2 b
1640,doll_3.0 b,doll_2.2 b
1641,doll_1.2 b,doll_2.2 b
1642,doll_2.6 b,doll_2.2 b
1643,doll_4.4 b,doll_2.2 b
1644,doll_1.7 b,doll_2.2 b
1645,doll_5.1 b,doll_2.2 b
1646,doll_4.3 b,doll_2.2 b
1647,doll_7.1 b,doll_2.2 b
1648,doll_2.5 b,doll_2.2 b
1649,doll_2.5 b,doll_2.2 b
1650,doll_480.6 m,doll_2.2 b
1651,doll_735.6 m,doll_2.2 b
1652,doll_3.5 b,doll_2.2 b
1653,doll_3.7 b,doll_2.2 b
1654,0,doll_2.2 b
1655,doll_2.3 b,doll_2.2 b
1656,doll_1.2 b,doll_2.2 b
1657,doll_2.5 b,doll_2.2 b
1658,doll_846.3 m,doll_2.2 b
1659,doll_4.4 b,doll_2.2 b
1660,doll_2.6 b,doll_2.2 b
1661,doll_811.8 m,doll_2.2 b
1662,doll_3.6 b,doll_2.2 b
1663,doll_1.2 b,doll_2.2 b
1664,doll_1.7 b,doll_2.2 b
1665,doll_13.1 b,doll_2.3 b
1666,doll_1.5 b,doll_2.3 b
1667,doll_11.4 b,doll_2.3 b
1668,doll_1.7 b,doll_2.3 b
1669,doll_1.0 b,doll_2.3 b
1670,doll_2.1 b,doll_2.3 b
1671,doll_1.7 b,doll_2.3 b
1672,doll_2.3 b,doll_2.3 b
1673,doll_4.2 b,doll_2.3 b
1674,doll_3.9 b,doll_2.3 b
1675,doll_1.7 b,doll_2.3 b
1676,doll_2.6 b,doll_2.3 b
1677,doll_11.1 b,doll_2.3 b
1678,doll_1.4 b,doll_2.3 b
1679,doll_857.8 m,doll_2.3 b
1680,doll_1.9 b,doll_2.3 b
1681,doll_11.5 b,doll_2.3 b
1682,0,doll_2.3 b
1683,doll_1.8 b,doll_2.3 b
1684,doll_4.9 b,doll_2.3 b
1685,doll_4.7 b,doll_2.3 b
1686,doll_4.8 b,doll_2.3 b
1687,doll_2.0 b,doll_2.3 b
1688,doll_948.6 m,doll_2.3 b
1689,doll_4.4 b,doll_2.3 b
1690,doll_6.6 b,doll_2.3 b
1691,doll_6.7 b,doll_2.3 b
1692,doll_2.3 b,doll_2.3 b
1693,doll_18.3 b,doll_2.3 b
1694,doll_679.1 m,doll_2.3 b
1695,doll_3.8 b,doll_2.3 b
1696,doll_7.7 b,doll_2.3 b
1697,doll_6.4 b,doll_2.3 b
1698,doll_6.1 b,doll_2.3 b
1699,0,doll_2.3 b
1700,doll_9.3 b,doll_2.3 b
1701,doll_1.1 b,doll_2.3 b
1702,doll_3.9 b,doll_2.3 b
1703,doll_2.9 b,doll_2.3 b
1704,doll_4.7 b,doll_2.3 b
1705,doll_1.3 b,doll_2.3 b
1706,doll_4.8 b,doll_2.3 b
1707,doll_6.4 b,doll_2.3 b
1708,doll_1.9 b,doll_2.3 b
1709,doll_8.8 b,doll_2.3 b
1710,doll_681.8 m,doll_2.3 b
1711,doll_2.0 b,doll_2.3 b
1712,doll_23.6 b,doll_2.3 b
1713,doll_2.2 b,doll_2.3 b
1714,doll_3.0 b,doll_2.3 b
1715,doll_11.8 b,doll_2.3 b
1716,doll_14.5 b,doll_2.3 b
1717,doll_2.2 b,doll_2.3 b
1718,doll_6.6 b,doll_2.3 b
1719,doll_1.9 b,doll_2.3 b
1720,doll_11.9 b,doll_2.3 b
1721,doll_4.5 b,doll_2.3 b
1722,doll_3.2 b,doll_2.3 b
1723,doll_3.4 b,doll_2.3 b
1724,doll_4.9 b,doll_2.3 b
1725,doll_4.4 b,doll_2.3 b
1726,doll_725.5 m,doll_2.3 b
1727,doll_31.6 b,doll_2.3 b
1728,doll_9.7 b,doll_2.3 b
1729,doll_1.0 b,doll_2.3 b
1730,doll_2.3 b,doll_2.3 b
1731,doll_7.4 b,doll_2.3 b
1732,doll_2.3 b,doll_2.3 b
1733,doll_436.9 m,doll_2.3 b
1734,doll_3.0 b,doll_2.3 b
1735,doll_4.0 b,doll_2.3 b
1736,doll_2.9 b,doll_2.3 b
1737,doll_2.3 b,doll_2.3 b
1738,doll_454.2 m,doll_2.3 b
1739,doll_7.9 b,doll_2.3 b
1740,doll_5.1 b,doll_2.3 b
1741,doll_20.8 b,doll_2.3 b
1742,doll_6.1 b,doll_2.3 b
1743,doll_36.1 b,doll_2.3 b
1744,doll_1.7 b,doll_2.3 b
1745,doll_1.2 b,doll_2.3 b
1746,doll_447.2 m,doll_2.3 b
1747,doll_16.5 b,doll_2.3 b
1748,doll_579.7 m,doll_2.3 b
1749,doll_2.4 b,doll_2.3 b
1750,0,doll_2.3 b
1751,doll_14.6 b,doll_2.3 b
1752,doll_227.7 m,doll_2.3 b
1753,doll_786.3 m,doll_2.3 b
1754,doll_1.2 b,doll_2.3 b
1755,doll_3.8 b,doll_2.3 b
1756,doll_9.5 b,doll_2.3 b
1757,doll_5.0 b,doll_2.3 b
1758,doll_624.2 m,doll_2.3 b
1759,0,doll_2.3 b
1760,0,doll_2.3 b
1761,doll_5.8 b,doll_2.3 b
1762,doll_841.6 m,doll_2.3 b
1763,doll_515.6 m,doll_2.3 b
1764,doll_7.4 b,doll_2.3 b
1765,doll_2.0 b,doll_2.3 b
1766,doll_648.0 m,doll_2.3 b
1767,doll_6.2 b,doll_2.3 b
1768,doll_521.8 m,doll_2.3 b
1769,doll_2.4 b,doll_2.3 b
1770,doll_10.2 b,doll_2.3 b
1771,0,doll_2.4 b
1772,doll_2.8 b,doll_2.4 b
1773,doll_2.7 b,doll_2.4 b
1774,doll_3.4 b,doll_2.4 b
1775,doll_994.7 m,doll_2.4 b
1776,doll_1.1 b,doll_2.4 b
1777,doll_2.8 b,doll_2.4 b
1778,doll_623.4 m,doll_2.4 b
1779,doll_9.3 b,doll_2.4 b
1780,doll_1.4 b,doll_2.4 b
1781,doll_3.1 b,doll_2.4 b
1782,doll_1.7 b,doll_2.4 b
1783,doll_6.9 b,doll_2.4 b
1784,doll_5.7 b,doll_2.4 b
1785,0,doll_2.4 b
1786,doll_11.5 b,doll_2.4 b
1787,doll_6.3 b,doll_2.4 b
1788,doll_10.6 b,doll_2.4 b
1789,doll_2.4 b,doll_2.4 b
1790,doll_3.6 b,doll_2.4 b
1791,doll_2.2 b,doll_2.4 b
1792,doll_604.0 m,doll_2.4 b
1793,doll_6.1 b,doll_2.4 b
1794,doll_463.0 m,doll_2.4 b
1795,doll_1.5 b,doll_2.4 b
1796,doll_752.5 m,doll_2.4 b
1797,0,doll_2.4 b
1798,doll_4.2 b,doll_2.4 b
1799,doll_614.5 m,doll_2.4 b
1800,0,doll_2.4 b
1801,doll_3.9 b,doll_2.4 b
1802,doll_138.9 m,doll_2.4 b
1803,doll_3.7 b,doll_2.4 b
1804,doll_2.5 b,doll_2.4 b
1805,doll_2.3 b,doll_2.4 b
1806,0,doll_2.4 b
1807,doll_1.1 b,doll_2.4 b
1808,doll_4.2 b,doll_2.4 b
1809,doll_3.3 b,doll_2.4 b
1810,doll_3.7 b,doll_2.4 b
1811,doll_6.3 b,doll_2.4 b
1812,doll_297.7 m,doll_2.4 b
1813,doll_1.1 b,doll_2.4 b
1814,doll_1.1 b,doll_2.4 b
1815,doll_9.9 b,doll_2.4 b
1816,doll_3.9 b,doll_2.4 b
1817,doll_16.6 b,doll_2.4 b
1818,doll_578.4 m,doll_2.4 b
1819,doll_18.1 b,doll_2.4 b
1820,doll_4.8 b,doll_2.4 b
1821,doll_1.3 b,doll_2.4 b
1822,doll_9.5 b,doll_2.4 b
1823,doll_1.6 b,doll_2.4 b
1824,doll_1.8 b,doll_2.4 b
1825,doll_5.0 b,doll_2.4 b
1826,doll_19.7 b,doll_2.4 b
1827,doll_3.4 b,doll_2.4 b
1828,doll_3.1 b,doll_2.4 b
1829,doll_41.2 b,doll_2.4 b
1830,doll_4.5 b,doll_2.4 b
1831,doll_12.9 b,doll_2.5 b
1832,doll_54.9 b,doll_2.5 b
1833,0,doll_2.5 b
1834,doll_6.5 b,doll_2.5 b
1835,0,doll_2.5 b
1836,doll_23.0 b,doll_2.5 b
1837,doll_3.3 b,doll_2.5 b
1838,doll_1.5 b,doll_2.5 b
1839,doll_3.0 b,doll_2.5 b
1840,doll_17.2 b,doll_2.5 b
1841,doll_3.3 b,doll_2.5 b
1842,doll_2.7 b,doll_2.5 b
1843,doll_2.1 b,doll_2.5 b
1844,0,doll_2.5 b
1845,doll_7.3 m,doll_2.5 b
1846,doll_2.6 b,doll_2.5 b
1847,doll_4.3 b,doll_2.5 b
1848,doll_4.8 b,doll_2.5 b
1849,doll_13.2 b,doll_2.5 b
1850,0,doll_2.5 b
1851,doll_1.6 b,doll_2.5 b
1852,doll_6.2 b,doll_2.5 b
1853,doll_4.5 b,doll_2.5 b
1854,doll_2.6 b,doll_2.5 b
1855,doll_1.8 b,doll_2.5 b
1856,doll_1.9 b,doll_2.5 b
1857,doll_2.7 b,doll_2.5 b
1858,doll_5.6 b,doll_2.5 b
1859,doll_58.2 b,doll_2.5 b
1860,doll_6.1 b,doll_2.5 b
1861,doll_1.4 b,doll_2.5 b
1862,doll_2.3 b,doll_2.5 b
1863,doll_3.6 b,doll_2.5 b
1864,doll_2.4 b,doll_2.5 b
1865,doll_458.2 m,doll_2.5 b
1866,0,doll_2.5 b
1867,doll_2.7 b,doll_2.5 b
1868,doll_6.1 b,doll_2.5 b
1869,doll_2.3 b,doll_2.5 b
1870,doll_1.3 b,doll_2.5 b
1871,doll_1.1 b,doll_2.5 b
1872,doll_244.5 m,doll_2.5 b
1873,0,doll_2.5 b
1874,doll_3.6 b,doll_2.5 b
1875,doll_1.7 b,doll_2.5 b
1876,doll_1.1 b,doll_2.5 b
1877,doll_10.0 b,doll_2.5 b
1878,doll_3.0 b,doll_2.5 b
1879,doll_1.2 b,doll_2.5 b
1880,doll_8.3 b,doll_2.5 b
1881,doll_30.7 b,doll_2.5 b
1882,doll_5.0 b,doll_2.5 b
1883,doll_327.5 m,doll_2.5 b
1884,doll_4.1 b,doll_2.5 b
1885,doll_5.3 b,doll_2.5 b
1886,doll_168.9 m,doll_2.5 b
1887,doll_2.9 b,doll_2.5 b
1888,doll_3.5 b,doll_2.5 b
1889,doll_5.4 b,doll_2.5 b
1890,doll_2.2 b,doll_2.6 b
1891,doll_169.3 m,doll_2.6 b
1892,doll_4.1 b,doll_2.6 b
1893,doll_2.6 b,doll_2.6 b
1894,doll_4.7 b,doll_2.6 b
1895,0,doll_2.6 b
1896,doll_29.1 b,doll_2.6 b
1897,doll_17.6 b,doll_2.6 b
1898,doll_654.9 m,doll_2.6 b
1899,doll_1.2 b,doll_2.6 b
1900,doll_813.8 m,doll_2.6 b
1901,doll_8.6 b,doll_2.6 b
1902,doll_11.4 b,doll_2.6 b
1903,doll_10.0 b,doll_2.6 b
1904,doll_11.6 b,doll_2.6 b
1905,doll_1.7 b,doll_2.6 b
1906,doll_5.3 b,doll_2.6 b
1907,doll_4.6 b,doll_2.6 b
1908,doll_1.2 b,doll_2.6 b
1909,doll_12.4 b,doll_2.6 b
1910,doll_393.6 m,doll_2.6 b
1911,doll_779.7 m,doll_2.6 b
1912,doll_17.7 b,doll_2.6 b
1913,doll_7.6 b,doll_2.6 b
1914,doll_13.4 b,doll_2.6 b
1915,doll_3.8 b,doll_2.6 b
1916,doll_4.9 b,doll_2.6 b
1917,doll_2.8 b,doll_2.6 b
1918,doll_12.5 b,doll_2.6 b
1919,doll_1.1 b,doll_2.6 b
1920,doll_13.6 b,doll_2.6 b
1921,doll_3.7 b,doll_2.6 b
1922,doll_1.2 b,doll_2.6 b
1923,doll_2.6 b,doll_2.6 b
1924,doll_1.2 b,doll_2.6 b
1925,doll_4.2 b,doll_2.6 b
1926,doll_377.3 m,doll_2.6 b
1927,doll_1.9 b,doll_2.6 b
1928,doll_1.9 b,doll_2.6 b
1929,doll_5.7 b,doll_2.6 b
1930,doll_12.2 b,doll_2.6 b
1931,doll_3.7 b,doll_2.6 b
1932,doll_1.9 b,doll_2.6 b
1933,0,doll_2.6 b
1934,doll_488.1 m,doll_2.6 b
1935,doll_8.1 b,doll_2.6 b
1936,doll_5.9 b,doll_2.6 b
1937,doll_3.9 b,doll_2.6 b
1938,doll_6.3 b,doll_2.6 b
1939,doll_1.0 b,doll_2.6 b
1940,doll_4.7 b,doll_2.6 b
1941,doll_8.6 b,doll_2.6 b
1942,doll_2.6 b,doll_2.6 b
1943,doll_1.4 b,doll_2.6 b
1944,doll_957.5 m,doll_2.6 b
1945,doll_3.5 b,doll_2.6 b
1946,doll_4.1 b,doll_2.6 b
1947,doll_808.6 m,doll_2.6 b
1948,doll_1.0 b,doll_2.6 b
1949,doll_5.2 b,doll_2.6 b
1950,doll_1.3 b,doll_2.6 b
1951,0,doll_2.6 b
1952,doll_1.8 b,doll_2.6 b
1953,doll_1.9 b,doll_2.6 b
1954,doll_11.4 b,doll_2.6 b
1955,doll_435.0 m,doll_2.6 b
1956,doll_32.5 b,doll_2.6 b
1957,doll_14.7 b,doll_2.6 b
1958,doll_2.8 b,doll_2.6 b
1959,doll_4.9 b,doll_2.6 b
1960,doll_10.2 b,doll_2.7 b
1961,doll_6.8 b,doll_2.7 b
1962,doll_1.1 b,doll_2.7 b
1963,doll_7.3 b,doll_2.7 b
1964,doll_1.8 b,doll_2.7 b
1965,doll_5.8 b,doll_2.7 b
1966,doll_1.2 b,doll_2.7 b
1967,doll_973.0 m,doll_2.7 b
1968,doll_288.1 m,doll_2.7 b
1969,doll_980.7 m,doll_2.7 b
1970,doll_2.0 b,doll_2.7 b
1971,doll_6.8 b,doll_2.7 b
1972,doll_19.5 b,doll_2.7 b
1973,doll_8.2 b,doll_2.7 b
1974,doll_3.4 b,doll_2.7 b
1975,doll_4.6 b,doll_2.7 b
1976,doll_1.0 b,doll_2.7 b
1977,0,doll_2.7 b
1978,doll_8.5 b,doll_2.7 b
1979,doll_14.3 b,doll_2.7 b
1980,0,doll_2.7 b
1981,doll_5.8 b,doll_2.7 b
1982,doll_9.8 b,doll_2.7 b
1983,doll_4.0 b,doll_2.7 b
1984,doll_1.6 b,doll_2.7 b
1985,doll_701.2 m,doll_2.7 b
1986,doll_5.3 b,doll_2.7 b
1987,doll_3.4 b,doll_2.7 b
1988,0,doll_2.7 b
1989,doll_3.6 b,doll_2.7 b
1990,doll_324.1 m,doll_2.7 b
1991,doll_6.7 b,doll_2.7 b
1992,doll_961.5 m,doll_2.7 b
1993,doll_2.0 b,doll_2.7 b
1994,doll_1.8 b,doll_2.7 b
1995,doll_4.6 b,doll_2.7 b
1996,doll_8.6 b,doll_2.7 b
1997,doll_2.7 b,doll_2.7 b
1998,doll_4.1 b,doll_2.7 b
1999,doll_985.7 m,doll_2.7 b
2000,doll_5.5 b,doll_2.7 b
2001,doll_1.3 b,doll_2.7 b
2002,doll_10.0 b,doll_2.7 b
2003,0,doll_2.7 b
2004,doll_1.1 b,doll_2.7 b
2005,doll_871.0 m,doll_2.7 b
2006,0,doll_2.7 b
2007,doll_1.8 b,doll_2.7 b
2008,doll_741.7 m,doll_2.7 b
2009,doll_5.1 b,doll_2.7 b
2010,doll_309.3 m,doll_2.7 b
2011,doll_4.7 b,doll_2.7 b
2012,doll_10.7 b,doll_2.7 b
2013,doll_3.2 b,doll_2.7 b
2014,doll_2.8 b,doll_2.7 b
2015,doll_1.9 b,doll_2.7 b
2016,doll_6.7 b,doll_2.7 b
2017,0,doll_2.7 b
2018,0,doll_2.7 b
2019,doll_5.3 b,doll_2.7 b
2020,doll_10.3 b,doll_2.8 b
2021,0,doll_2.8 b
2022,doll_1.6 b,doll_2.8 b
2023,doll_919.8 m,doll_2.8 b
2024,doll_457.7 m,doll_2.8 b
2025,doll_2.1 b,doll_2.8 b
2026,doll_322.5 m,doll_2.8 b
2027,doll_7.0 b,doll_2.8 b
2028,doll_2.0 b,doll_2.8 b
2029,doll_4.8 b,doll_2.8 b
2030,doll_17.6 b,doll_2.8 b
2031,doll_12.1 b,doll_2.8 b
2032,doll_7.1 b,doll_2.8 b
2033,doll_4.3 b,doll_2.8 b
2034,doll_4.4 b,doll_2.8 b
2035,doll_7.4 b,doll_2.8 b
2036,0,doll_2.8 b
2037,doll_1.5 b,doll_2.8 b
2038,doll_784.2 m,doll_2.8 b
2039,doll_4.0 b,doll_2.8 b
2040,doll_850.8 m,doll_2.8 b
2041,doll_6.0 b,doll_2.8 b
2042,doll_723.5 m,doll_2.8 b
2043,doll_800.3 m,doll_2.8 b
2044,doll_2.1 b,doll_2.8 b
2045,doll_5.3 b,doll_2.8 b
2046,doll_26.2 b,doll_2.8 b
2047,doll_3.2 b,doll_2.8 b
2048,doll_4.6 b,doll_2.8 b
2049,0,doll_2.8 b
2050,doll_19.5 b,doll_2.8 b
2051,0,doll_2.8 b
2052,doll_2.7 b,doll_2.8 b
2053,doll_4.6 b,doll_2.8 b
2054,doll_4.0 b,doll_2.8 b
2055,doll_2.3 b,doll_2.8 b
2056,doll_2.4 b,doll_2.8 b
2057,doll_14.9 b,doll_2.8 b
2058,doll_11.1 b,doll_2.8 b
2059,doll_4.5 b,doll_2.8 b
2060,doll_9.7 b,doll_2.8 b
2061,doll_3.4 b,doll_2.8 b
2062,doll_7.7 b,doll_2.8 b
2063,doll_3.5 b,doll_2.8 b
2064,doll_3.3 b,doll_2.8 b
2065,doll_129.4 m,doll_2.8 b
2066,doll_1.6 b,doll_2.8 b
2067,doll_9.9 b,doll_2.8 b
2068,doll_3.1 b,doll_2.8 b
2069,doll_2.8 b,doll_2.8 b
2070,doll_6.3 b,doll_2.8 b
2071,doll_5.8 b,doll_2.8 b
2072,doll_2.7 b,doll_2.8 b
2073,doll_1.2 b,doll_2.8 b
2074,doll_982.9 m,doll_2.8 b
2075,doll_1.7 b,doll_2.8 b
2076,doll_1.6 b,doll_2.8 b
2077,doll_25.9 b,doll_2.8 b
2078,doll_14.1 b,doll_2.8 b
2079,doll_18.8 b,doll_2.8 b
2080,doll_2.5 b,doll_2.8 b
2081,doll_9.9 b,doll_2.8 b
2082,doll_2.3 b,doll_2.8 b
2083,doll_32.4 b,doll_2.8 b
2084,doll_12.1 b,doll_2.8 b
2085,doll_2.1 b,doll_2.8 b
2086,doll_7.9 b,doll_2.8 b
2087,doll_2.2 b,doll_2.8 b
2088,doll_6.8 b,doll_2.8 b
2089,doll_2.2 b,doll_2.8 b
2090,doll_3.0 b,doll_2.8 b
2091,doll_10.3 b,doll_2.8 b
2092,doll_1.8 b,doll_2.9 b
2093,doll_4.5 b,doll_2.9 b
