,market_cap,revenue
714,doll_3.3 b,doll_1.4 b
715,doll_3.6 b,doll_1.4 b
716,0,doll_1.4 b
717,doll_7.6 b,doll_1.4 b
718,doll_4.3 b,doll_1.4 b
719,doll_3.6 b,doll_1.4 b
720,doll_2.8 b,doll_1.4 b
721,doll_55.8 m,doll_1.4 b
722,0,doll_1.4 b
723,doll_1.2 b,doll_1.4 b
724,doll_1.1 b,doll_1.4 b
725,doll_1.7 b,doll_1.4 b
726,doll_805.5 m,doll_1.4 b
727,doll_4.9 b,doll_1.4 b
728,doll_3.9 b,doll_1.4 b
729,doll_549.9 m,doll_1.4 b
730,doll_6.6 b,doll_1.4 b
731,0,doll_1.4 b
732,doll_3.4 b,doll_1.4 b
733,doll_3.7 b,doll_1.4 b
734,doll_1.3 b,doll_1.4 b
735,doll_2.2 b,doll_1.4 b
736,doll_2.0 b,doll_1.4 b
737,doll_1.6 b,doll_1.4 b
738,doll_2.0 b,doll_1.4 b
739,0,doll_1.4 b
740,0,doll_1.4 b
741,doll_5.3 b,doll_1.4 b
742,doll_2.2 b,doll_1.4 b
743,doll_4.0 b,doll_1.4 b
744,doll_4.1 b,doll_1.4 b
745,doll_894.2 m,doll_1.4 b
746,0,doll_1.4 b
747,doll_5.3 b,doll_1.4 b
748,doll_638.2 m,doll_1.4 b
749,doll_1.8 b,doll_1.4 b
750,doll_7.1 b,doll_1.4 b
751,doll_174.4 m,doll_1.4 b
752,doll_8.3 b,doll_1.4 b
753,doll_3.1 b,doll_1.4 b
754,doll_5.8 b,doll_1.4 b
755,doll_1.9 b,doll_1.4 b
756,doll_9.5 b,doll_1.4 b
757,doll_1.5 b,doll_1.4 b
758,doll_4.5 b,doll_1.4 b
759,doll_1.6 b,doll_1.4 b
760,doll_13.9 b,doll_1.4 b
761,doll_1.2 b,doll_1.4 b
762,0,doll_1.4 b
763,doll_13.5 b,doll_1.4 b
764,doll_3.1 b,doll_1.4 b
765,doll_383.7 m,doll_1.4 b
766,doll_2.1 b,doll_1.4 b
767,doll_397.9 m,doll_1.4 b
768,doll_751.3 m,doll_1.4 b
769,doll_1.8 b,doll_1.4 b
770,doll_591.6 m,doll_1.4 b
771,doll_2.4 b,doll_1.4 b
772,doll_386.7 m,doll_1.5 b
773,doll_853.9 m,doll_1.5 b
774,doll_3.8 b,doll_1.5 b
775,doll_2.3 b,doll_1.5 b
776,doll_4.0 b,doll_1.5 b
777,0,doll_1.5 b
778,doll_1.2 b,doll_1.5 b
779,doll_561.2 m,doll_1.5 b
780,doll_4.8 b,doll_1.5 b
781,doll_3.5 b,doll_1.5 b
782,doll_3.1 b,doll_1.5 b
783,doll_5.3 b,doll_1.5 b
784,doll_6.0 b,doll_1.5 b
785,doll_2.0 b,doll_1.5 b
786,doll_323.7 m,doll_1.5 b
787,doll_3.3 b,doll_1.5 b
788,doll_636.4 m,doll_1.5 b
789,doll_1.1 b,doll_1.5 b
790,doll_799.7 m,doll_1.5 b
791,doll_5.2 b,doll_1.5 b
792,doll_3.7 b,doll_1.5 b
793,doll_2.3 b,doll_1.5 b
794,doll_7.8 b,doll_1.5 b
795,doll_2.5 b,doll_1.5 b
796,doll_1.3 b,doll_1.5 b
797,doll_1.3 b,doll_1.5 b
798,doll_1.5 b,doll_1.5 b
799,doll_6.9 b,doll_1.5 b
800,doll_1.5 b,doll_1.5 b
801,doll_4.1 b,doll_1.5 b
802,doll_3.4 b,doll_1.5 b
803,doll_9.1 b,doll_1.5 b
804,doll_5.5 b,doll_1.5 b
805,doll_820.6 m,doll_1.5 b
806,doll_12.1 b,doll_1.5 b
807,doll_3.3 b,doll_1.5 b
808,0,doll_1.5 b
809,doll_2.7 b,doll_1.5 b
810,doll_626.0 m,doll_1.5 b
811,doll_7.7 b,doll_1.5 b
812,doll_6.9 b,doll_1.5 b
813,doll_1.2 b,doll_1.5 b
814,doll_1.7 b,doll_1.5 b
815,doll_2.5 b,doll_1.5 b
816,doll_3.7 b,doll_1.5 b
817,0,doll_1.5 b
818,doll_3.0 b,doll_1.5 b
819,doll_1.5 b,doll_1.5 b
820,doll_10.1 b,doll_1.5 b
821,doll_2.8 b,doll_1.5 b
822,doll_1.9 b,doll_1.5 b
823,doll_19.1 b,doll_1.5 b
824,doll_3.3 b,doll_1.5 b
825,0,doll_1.5 b
826,doll_2.2 b,doll_1.5 b
827,doll_1.3 b,doll_1.5 b
828,doll_614.4 m,doll_1.5 b
829,doll_5.5 b,doll_1.5 b
830,doll_17.0 b,doll_1.5 b
831,doll_1.4 b,doll_1.5 b
832,doll_2.1 b,doll_1.5 b
833,doll_2.3 b,doll_1.5 b
834,doll_168.2 m,doll_1.5 b
835,doll_1.3 b,doll_1.5 b
836,doll_6.3 b,doll_1.5 b
837,doll_1.6 b,doll_1.5 b
838,doll_2.8 b,doll_1.5 b
839,doll_2.0 b,doll_1.5 b
840,doll_3.7 b,doll_1.5 b
841,doll_1.4 b,doll_1.5 b
842,doll_1.2 b,doll_1.5 b
843,doll_216.6 m,doll_1.5 b
844,doll_347.2 m,doll_1.5 b
845,0,doll_1.5 b
846,doll_1.5 b,doll_1.5 b
847,doll_4.8 b,doll_1.5 b
848,doll_1.3 b,doll_1.5 b
849,doll_709.9 m,doll_1.5 b
850,doll_4.1 b,doll_1.5 b
851,doll_2.1 b,doll_1.5 b
852,doll_591.4 m,doll_1.5 b
853,doll_2.0 b,doll_1.5 b
854,doll_1.3 b,doll_1.5 b
855,doll_1.9 b,doll_1.5 b
856,doll_1.2 b,doll_1.5 b
857,doll_16.5 b,doll_1.5 b
858,doll_1.1 b,doll_1.5 b
859,doll_1.2 b,doll_1.5 b
860,doll_2.3 b,doll_1.5 b
861,doll_763.0 m,doll_1.5 b
862,doll_4.6 b,doll_1.5 b
863,doll_821.3 m,doll_1.5 b
864,doll_5.0 b,doll_1.5 b
865,doll_1.4 b,doll_1.5 b
866,0,doll_1.5 b
867,doll_4.2 b,doll_1.5 b
868,doll_5.7 b,doll_1.5 b
869,doll_3.5 b,doll_1.5 b
870,doll_37.0 b,doll_1.5 b
871,doll_849.0 m,doll_1.5 b
872,doll_4.7 b,doll_1.5 b
873,doll_1.3 b,doll_1.5 b
874,doll_463.7 m,doll_1.5 b
875,doll_4.3 b,doll_1.5 b
876,doll_11.3 b,doll_1.5 b
877,0,doll_1.5 b
878,doll_105.2 m,doll_1.5 b
879,doll_15.9 b,doll_1.5 b
880,0,doll_1.5 b
881,doll_3.5 b,doll_1.5 b
882,doll_2.7 b,doll_1.5 b
883,doll_587.8 m,doll_1.5 b
884,0,doll_1.5 b
885,doll_4.0 b,doll_1.5 b
886,doll_124.5 m,doll_1.5 b
887,doll_8.7 b,doll_1.5 b
888,doll_24.8 m,doll_1.5 b
889,0,doll_1.5 b
890,doll_562.6 m,doll_1.5 b
891,doll_1.3 b,doll_1.5 b
892,doll_1.2 b,doll_1.5 b
893,doll_13.0 b,doll_1.5 b
894,doll_782.2 m,doll_1.5 b
895,doll_14.4 b,doll_1.5 b
896,doll_3.1 b,doll_1.5 b
897,doll_4.6 b,doll_1.5 b
898,doll_1.3 b,doll_1.5 b
899,doll_919.0 m,doll_1.5 b
900,doll_1.7 b,doll_1.5 b
901,doll_746.8 m,doll_1.5 b
902,doll_8.1 b,doll_1.5 b
903,doll_1.3 b,doll_1.5 b
904,doll_5.2 b,doll_1.5 b
905,doll_3.4 b,doll_1.5 b
906,doll_1.6 b,doll_1.5 b
907,doll_4.2 b,doll_1.6 b
908,doll_3.3 b,doll_1.6 b
909,doll_9.5 b,doll_1.6 b
910,doll_1.3 b,doll_1.6 b
911,doll_1.8 b,doll_1.6 b
912,doll_1.9 b,doll_1.6 b
913,doll_3.9 b,doll_1.6 b
914,doll_1.2 b,doll_1.6 b
915,doll_791.9 m,doll_1.6 b
916,doll_142.6 m,doll_1.6 b
917,doll_2.5 b,doll_1.6 b
918,doll_1.2 b,doll_1.6 b
919,doll_1.4 b,doll_1.6 b
920,doll_2.0 b,doll_1.6 b
921,doll_6.4 b,doll_1.6 b
922,doll_1.3 b,doll_1.6 b
923,doll_334.6 m,doll_1.6 b
924,doll_7.1 b,doll_1.6 b
925,doll_450.1 m,doll_1.6 b
926,doll_2.6 b,doll_1.6 b
927,doll_25.1 b,doll_1.6 b
928,doll_1.3 b,doll_1.6 b
929,doll_675.8 m,doll_1.6 b
930,doll_4.4 b,doll_1.6 b
931,doll_4.1 b,doll_1.6 b
932,doll_5.0 b,doll_1.6 b
933,doll_6.5 b,doll_1.6 b
934,doll_24.2 b,doll_1.6 b
935,doll_5.7 b,doll_1.6 b
936,doll_3.3 b,doll_1.6 b
937,doll_7.7 b,doll_1.6 b
938,doll_20.2 b,doll_1.6 b
939,doll_6.1 b,doll_1.6 b
940,doll_472.1 m,doll_1.6 b
941,doll_966.0 m,doll_1.6 b
942,doll_4.4 b,doll_1.6 b
943,doll_1.3 b,doll_1.6 b
944,doll_4.0 b,doll_1.6 b
945,doll_189.3 m,doll_1.6 b
946,doll_253.1 m,doll_1.6 b
947,doll_4.4 b,doll_1.6 b
948,doll_3.1 b,doll_1.6 b
949,doll_12.7 b,doll_1.6 b
950,doll_2.3 b,doll_1.6 b
951,doll_41.2 m,doll_1.6 b
952,doll_8.2 b,doll_1.6 b
953,doll_3.5 b,doll_1.6 b
954,doll_37.5 b,doll_1.6 b
955,doll_626.7 m,doll_1.6 b
956,doll_6.2 b,doll_1.6 b
957,doll_8.6 b,doll_1.6 b
958,doll_656.9 m,doll_1.6 b
959,0,doll_1.6 b
960,doll_379.4 m,doll_1.6 b
961,doll_638.7 m,doll_1.6 b
962,doll_4.2 b,doll_1.6 b
963,doll_583.7 m,doll_1.6 b
964,doll_1.9 b,doll_1.6 b
965,doll_6.4 b,doll_1.6 b
966,doll_193.0 m,doll_1.6 b
967,doll_4.4 b,doll_1.6 b
968,doll_3.3 b,doll_1.6 b
969,doll_10.9 b,doll_1.6 b
970,0,doll_1.6 b
971,doll_1.1 b,doll_1.6 b
972,doll_654.1 m,doll_1.6 b
973,doll_3.1 b,doll_1.6 b
974,0,doll_1.6 b
975,doll_6.1 b,doll_1.6 b
976,doll_1.3 b,doll_1.6 b
977,doll_1.0 b,doll_1.6 b
978,doll_1.0 b,doll_1.6 b
979,doll_1.6 b,doll_1.6 b
980,doll_1.4 b,doll_1.6 b
981,doll_500.0 m,doll_1.6 b
982,doll_5.1 b,doll_1.6 b
983,doll_4.5 b,doll_1.6 b
984,doll_997.0 m,doll_1.6 b
985,doll_1.4 b,doll_1.6 b
986,doll_1.7 b,doll_1.6 b
987,doll_1.8 b,doll_1.6 b
988,doll_96.0 m,doll_1.6 b
989,0,doll_1.6 b
990,doll_4.7 b,doll_1.6 b
991,doll_1.5 b,doll_1.6 b
992,doll_549.3 m,doll_1.6 b
993,doll_279.0 m,doll_1.6 b
994,0,doll_1.6 b
995,doll_636.2 m,doll_1.6 b
996,doll_7.9 b,doll_1.6 b
997,doll_2.3 b,doll_1.6 b
998,doll_2.5 b,doll_1.6 b
999,0,doll_1.6 b
1000,doll_3.1 b,doll_1.6 b
1001,doll_3.8 b,doll_1.6 b
1002,doll_828.7 m,doll_1.6 b
1003,doll_11.9 b,doll_1.6 b
1004,doll_2.2 b,doll_1.6 b
1005,doll_4.1 b,doll_1.6 b
1006,doll_265.0 m,doll_1.6 b
1007,0,doll_1.6 b
1008,doll_869.4 m,doll_1.6 b
1009,doll_1.5 b,doll_1.6 b
1010,doll_992.8 m,doll_1.6 b
1011,0,doll_1.6 b
1012,0,doll_1.6 b
1013,doll_1.9 b,doll_1.6 b
1014,doll_1.4 b,doll_1.6 b
1015,doll_5.2 b,doll_1.6 b
1016,doll_723.7 m,doll_1.6 b
1017,doll_2.1 b,doll_1.6 b
1018,doll_338.2 m,doll_1.7 b
1019,doll_1.5 b,doll_1.6 b
1020,0,doll_1.6 b
1021,doll_116.7 m,doll_1.7 b
1022,doll_1.4 b,doll_1.7 b
1023,0,doll_1.7 b
1024,0,doll_1.7 b
1025,doll_235.5 m,doll_1.7 b
1026,doll_1.1 b,doll_1.7 b
1027,doll_1.1 b,doll_1.7 b
1028,doll_10.7 b,doll_1.7 b
1029,doll_2.6 b,doll_1.7 b
1030,doll_3.9 b,doll_1.7 b
1031,doll_2.7 b,doll_1.7 b
1032,doll_11.6 b,doll_1.7 b
1033,doll_2.0 b,doll_1.7 b
1034,doll_1.4 b,doll_1.7 b
1035,doll_7.0 b,doll_1.7 b
1036,doll_2.9 b,doll_1.7 b
1037,doll_7.1 b,doll_1.7 b
1038,doll_19.4 b,doll_1.7 b
1039,doll_631.0 m,doll_1.7 b
1040,doll_20.1 b,doll_1.7 b
1041,doll_1.7 b,doll_1.7 b
1042,doll_4.2 b,doll_1.7 b
1043,doll_2.2 b,doll_1.7 b
1044,doll_5.3 b,doll_1.7 b
1045,doll_2.3 b,doll_1.7 b
1046,doll_661.6 m,doll_1.7 b
1047,doll_493.6 m,doll_1.7 b
1048,doll_930.5 m,doll_1.7 b
1049,doll_15.4 b,doll_1.7 b
1050,doll_736.5 m,doll_1.7 b
1051,0,doll_1.7 b
1052,doll_9.2 b,doll_1.7 b
1053,doll_8.5 b,doll_1.7 b
1054,doll_7.9 b,doll_1.7 b
1055,doll_1.2 b,doll_1.7 b
1056,doll_11.8 b,doll_1.7 b
1057,doll_2.6 b,doll_1.7 b
1058,doll_1.4 b,doll_1.7 b
1059,doll_2.9 b,doll_1.7 b
1060,doll_7.3 b,doll_1.7 b
1061,doll_4.0 b,doll_1.7 b
1062,doll_272.0 m,doll_1.7 b
1063,doll_2.2 b,doll_1.7 b
1064,doll_1.8 b,doll_1.7 b
1065,doll_2.2 b,doll_1.7 b
1066,doll_7.8 b,doll_1.7 b
1067,doll_17.4 b,doll_1.7 b
1068,doll_2.2 b,doll_1.7 b
1069,doll_855.2 m,doll_1.7 b
1070,doll_3.6 b,doll_1.7 b
1071,0,doll_1.7 b
1072,doll_176.3 m,doll_1.7 b
1073,doll_2.8 b,doll_1.7 b
1074,doll_6.8 b,doll_1.7 b
1075,doll_1.3 b,doll_1.7 b
1076,doll_2.6 b,doll_1.7 b
1077,doll_942.0 m,doll_1.7 b
1078,0,doll_1.7 b
1079,doll_4.0 b,doll_1.7 b
1080,doll_1.2 b,doll_1.7 b
1081,doll_800.1 m,doll_1.7 b
1082,doll_10.2 b,doll_1.7 b
1083,doll_4.9 b,doll_1.7 b
1084,doll_2.9 b,doll_1.7 b
1085,doll_615.2 m,doll_1.7 b
1086,doll_223.8 m,doll_1.7 b
1087,doll_10.6 b,doll_1.7 b
1088,0,doll_1.7 b
1089,doll_2.4 b,doll_1.7 b
1090,doll_1.5 b,doll_1.7 b
1091,0,doll_1.7 b
1092,0,doll_1.7 b
1093,doll_1.2 b,doll_1.7 b
1094,0,doll_1.7 b
1095,doll_1.7 b,doll_1.7 b
1096,doll_3.8 m,doll_1.7 b
1097,doll_926.7 m,doll_1.7 b
1098,doll_21.4 b,doll_1.7 b
1099,doll_3.7 b,doll_1.7 b
1100,doll_10.9 b,doll_1.7 b
1101,doll_4.0 b,doll_1.7 b
1102,doll_2.2 b,doll_1.7 b
1103,doll_38.5 m,doll_1.7 b
1104,doll_359.2 m,doll_1.7 b
1105,doll_3.5 b,doll_1.7 b
1106,doll_4.6 b,doll_1.7 b
1107,doll_13.4 b,doll_1.7 b
1108,doll_433.1 m,doll_1.7 b
1109,doll_971.4 m,doll_1.7 b
1110,doll_2.6 b,doll_1.7 b
1111,0,doll_1.7 b
1112,doll_5.5 b,doll_1.7 b
1113,doll_1.4 b,doll_1.7 b
1114,0,doll_1.7 b
1115,doll_23.6 b,doll_1.7 b
1116,doll_6.7 b,doll_1.7 b
1117,doll_1.9 b,doll_1.7 b
1118,doll_6.2 b,doll_1.7 b
1119,doll_576.4 m,doll_1.7 b
1120,doll_2.2 b,doll_1.7 b
1121,doll_1.0 b,doll_1.7 b
1122,doll_2.0 b,doll_1.7 b
1123,doll_7.6 b,doll_1.7 b
1124,doll_5.1 b,doll_1.7 b
1125,doll_1.7 b,doll_1.7 b
1126,0,doll_1.7 b
1127,doll_5.0 b,doll_1.7 b
1128,doll_12.1 b,doll_1.7 b
1129,doll_4.5 b,doll_1.7 b
1130,doll_549.7 m,doll_1.7 b
1131,doll_3.5 b,doll_1.7 b
1132,doll_2.3 b,doll_1.7 b
1133,doll_2.8 b,doll_1.7 b
1134,doll_1.4 b,doll_1.7 b
1135,doll_114.1 m,doll_1.7 b
1136,doll_403.9 m,doll_1.7 b
1137,doll_887.8 m,doll_1.7 b
1138,doll_6.5 b,doll_1.8 b
1139,doll_6.1 b,doll_1.8 b
1140,doll_1.0 b,doll_1.8 b
1141,0,doll_1.8 b
1142,doll_922.6 m,doll_1.8 b
1143,doll_2.7 b,doll_1.8 b
1144,doll_3.3 b,doll_1.8 b
1145,doll_2.3 b,doll_1.8 b
1146,doll_1.3 b,doll_1.8 b
1147,doll_4.4 b,doll_1.8 b
1148,doll_151.5 m,doll_1.8 b
1149,doll_4.9 b,doll_1.8 b
1150,0,doll_1.8 b
1151,doll_1.1 b,doll_1.8 b
1152,doll_3.7 b,doll_1.8 b
1153,doll_3.3 b,doll_1.8 b
1154,doll_4.4 b,doll_1.8 b
1155,doll_1.2 b,doll_1.8 b
1156,doll_301.9 m,doll_1.8 b
1157,doll_535.6 m,doll_1.8 b
1158,doll_558.7 m,doll_1.8 b
1159,doll_12.1 b,doll_1.8 b
1160,doll_974.5 m,doll_1.8 b
1161,doll_4.0 b,doll_1.8 b
1162,doll_3.8 b,doll_1.8 b
1163,doll_688.9 m,doll_1.8 b
1164,doll_341.9 m,doll_1.8 b
1165,doll_405.0 m,doll_1.8 b
1166,doll_591.1 m,doll_1.8 b
1167,doll_1.5 b,doll_1.8 b
1168,doll_1.2 b,doll_1.8 b
1169,doll_5.2 b,doll_1.8 b
1170,doll_4.1 b,doll_1.8 b
1171,doll_18.2 b,doll_1.8 b
1172,doll_3.1 b,doll_1.8 b
1173,doll_503.4 m,doll_1.8 b
1174,doll_2.0 b,doll_1.8 b
1175,doll_897.2 m,doll_1.8 b
1176,doll_4.2 b,doll_1.8 b
1177,doll_1.0 b,doll_1.8 b
1178,doll_4.7 b,doll_1.8 b
1179,doll_727.6 m,doll_1.8 b
1180,doll_1.8 b,doll_1.8 b
1181,doll_1.3 b,doll_1.8 b
1182,doll_947.8 m,doll_1.8 b
1183,doll_9.1 b,doll_1.8 b
1184,doll_10.3 b,doll_1.8 b
1185,doll_1.3 b,doll_1.8 b
1186,doll_662.5 m,doll_1.8 b
1187,doll_1.3 b,doll_1.8 b
1188,doll_1.9 b,doll_1.8 b
1189,doll_2.5 b,doll_1.8 b
1190,doll_2.5 b,doll_1.8 b
1191,doll_1.2 b,doll_1.8 b
1192,doll_59.4 m,doll_1.8 b
1193,doll_3.9 b,doll_1.8 b
1194,doll_356.0 m,doll_1.8 b
1195,doll_1.2 b,doll_1.8 b
1196,doll_174.5 m,doll_1.8 b
1197,doll_5.1 b,doll_1.8 b
1198,doll_3.2 b,doll_1.8 b
1199,doll_7.0 b,doll_1.8 b
1200,doll_549.1 m,doll_1.8 b
1201,doll_2.1 b,doll_1.8 b
1202,doll_3.2 b,doll_1.8 b
1203,doll_5.7 b,doll_1.8 b
1204,doll_2.5 b,doll_1.8 b
1205,doll_2.0 b,doll_1.8 b
1206,doll_154.8 m,doll_1.8 b
1207,doll_4.9 b,doll_1.8 b
1208,doll_531.5 m,doll_1.8 b
1209,doll_1.0 b,doll_1.8 b
1210,doll_819.3 m,doll_1.8 b
1211,doll_5.2 b,doll_1.8 b
1212,doll_1.7 b,doll_1.8 b
1213,doll_1.3 b,doll_1.8 b
1214,doll_9.8 b,doll_1.8 b
1215,0,doll_1.8 b
1216,doll_2.3 b,doll_1.8 b
1217,doll_201.4 m,doll_1.8 b
1218,doll_1.4 b,doll_1.8 b
1219,0,doll_1.8 b
1220,doll_2.3 b,doll_1.8 b
1221,doll_630.6 m,doll_1.8 b
1222,doll_898.3 m,doll_1.8 b
1223,doll_929.8 m,doll_1.8 b
1224,0,doll_1.8 b
1225,doll_6.5 b,doll_1.8 b
1226,doll_2.1 b,doll_1.8 b
1227,doll_397.1 m,doll_1.8 b
1228,doll_326.5 m,doll_1.8 b
1229,doll_315.2 m,doll_1.8 b
1230,0,doll_1.8 b
1231,doll_5.3 b,doll_1.8 b
1232,doll_1.5 b,doll_1.8 b
1233,doll_377.3 m,doll_1.8 b
1234,doll_16.4 b,doll_1.8 b
1235,0,doll_1.8 b
1236,doll_427.2 m,doll_1.8 b
1237,doll_56.5 m,doll_1.8 b
1238,doll_20.6 b,doll_1.8 b
1239,doll_557.9 m,doll_1.8 b
1240,doll_744.8 m,doll_1.8 b
1241,doll_10.7 b,doll_1.8 b
1242,doll_7.6 b,doll_1.9 b
1243,doll_3.5 b,doll_1.9 b
1244,doll_25.0 b,doll_1.9 b
1245,doll_2.0 b,doll_1.9 b
1246,doll_3.4 b,doll_1.9 b
1247,doll_6.5 b,doll_1.9 b
1248,doll_5.8 b,doll_1.9 b
1249,doll_1.7 b,doll_1.9 b
1250,doll_19.6 b,doll_1.9 b
1251,doll_2.0 b,doll_1.9 b
1252,0,doll_1.9 b
1253,doll_6.1 b,doll_1.9 b
1254,doll_5.1 b,doll_1.9 b
1255,doll_65.7 m,doll_1.9 b
1256,doll_897.7 m,doll_1.9 b
1257,0,doll_1.9 b
1258,doll_2.1 b,doll_1.9 b
1259,doll_8.7 b,doll_1.9 b
1260,doll_617.3 m,doll_1.9 b
1261,doll_1.5 b,doll_1.9 b
1262,doll_3.2 b,doll_1.9 b
1263,doll_5.2 b,doll_1.9 b
1264,doll_5.0 b,doll_1.9 b
1265,doll_2.6 b,doll_1.9 b
1266,doll_925.4 m,doll_1.9 b
1267,doll_3.5 b,doll_1.9 b
1268,doll_3.6 b,doll_1.9 b
1269,doll_5.9 b,doll_1.9 b
1270,doll_8.2 b,doll_1.9 b
1271,doll_2.6 b,doll_1.9 b
1272,0,doll_1.9 b
1273,doll_3.1 b,doll_1.9 b
1274,doll_9.5 b,doll_1.9 b
1275,doll_1.8 b,doll_1.9 b
1276,doll_69.7 m,doll_1.9 b
1277,doll_4.2 b,doll_1.9 b
1278,doll_278.4 m,doll_1.9 b
1279,doll_5.0 b,doll_1.9 b
1280,doll_2.0 b,doll_1.9 b
1281,doll_2.4 b,doll_1.9 b
1282,doll_3.5 b,doll_1.9 b
1283,0,doll_1.9 b
1284,doll_572.0 m,doll_1.9 b
1285,doll_1.6 b,doll_1.9 b
1286,doll_4.2 b,doll_1.9 b
1287,doll_921.2 m,doll_1.9 b
1288,doll_1.2 b,doll_1.9 b
1289,doll_7.1 b,doll_1.9 b
1290,doll_12.3 b,doll_1.9 b
1291,doll_441.9 m,doll_1.9 b
1292,doll_2.0 b,doll_1.9 b
1293,0,doll_1.9 b
1294,doll_2.8 b,doll_1.9 b
1295,doll_479.4 m,doll_1.9 b
1296,doll_2.0 b,doll_1.9 b
1297,doll_3.1 b,doll_1.9 b
1298,doll_777.9 m,doll_1.9 b
1299,doll_438.2 m,doll_1.9 b
1300,doll_2.6 b,doll_1.9 b
1301,0,doll_1.9 b
1302,doll_9.2 b,doll_1.9 b
1303,doll_4.0 b,doll_1.9 b
1304,doll_486.5 m,doll_1.9 b
1305,doll_11.2 b,doll_1.9 b
1306,doll_2.4 b,doll_1.9 b
1307,doll_27.6 b,doll_1.9 b
1308,doll_3.3 b,doll_1.9 b
1309,doll_486.4 m,doll_1.9 b
1310,doll_3.8 b,doll_1.9 b
1311,doll_9.6 b,doll_1.9 b
1312,doll_2.4 b,doll_1.9 b
1313,doll_14.4 b,doll_1.9 b
1314,doll_5.9 b,doll_1.9 b
1315,doll_1.6 b,doll_1.9 b
1316,doll_4.8 b,doll_1.9 b
1317,0,doll_1.9 b
1318,doll_1.3 b,doll_1.9 b
1319,doll_906.5 m,doll_1.9 b
1320,doll_2.9 b,doll_1.9 b
1321,doll_1.5 b,doll_1.9 b
1322,doll_3.9 b,doll_1.9 b
1323,doll_3.0 b,doll_1.9 b
1324,doll_1.7 b,doll_1.9 b
1325,doll_1.2 b,doll_1.9 b
1326,doll_2.7 b,doll_1.9 b
1327,doll_9.3 b,doll_1.9 b
1328,doll_4.8 b,doll_1.9 b
1329,doll_1.6 b,doll_1.9 b
1330,doll_21.9 b,doll_1.9 b
1331,doll_1.6 b,doll_1.9 b
1332,doll_657.1 m,doll_1.9 b
1333,doll_1.7 b,doll_1.9 b
1334,doll_1.6 b,doll_1.9 b
1335,doll_1.3 b,doll_1.9 b
1336,doll_8.5 b,doll_1.9 b
1337,doll_512.9 m,doll_1.9 b
1338,0,doll_1.9 b
1339,doll_1.8 b,doll_1.9 b
1340,doll_4.9 b,doll_1.9 b
1341,doll_1.2 b,doll_1.9 b
1342,doll_13.0 b,doll_1.9 b
1343,doll_471.3 m,doll_1.9 b
1344,doll_1.0 b,doll_1.9 b
1345,doll_4.0 b,doll_1.9 b
1346,doll_3.3 b,doll_1.9 b
1347,doll_678.2 m,doll_1.9 b
1348,0,doll_1.9 b
1349,doll_1.3 b,doll_1.9 b
1350,0,doll_1.9 b
1351,doll_8.3 b,doll_1.9 b
1352,doll_545.3 m,doll_1.9 b
1353,doll_1.9 b,doll_1.9 b
1354,0,doll_1.9 b
1355,doll_906.8 m,doll_1.9 b
1356,doll_936.8 m,doll_1.9 b
1357,doll_13.5 b,doll_1.9 b
1358,doll_13.2 b,doll_1.9 b
1359,0,doll_1.9 b
1360,doll_625.3 m,doll_1.9 b
1361,doll_1.3 b,doll_1.9 b
1362,doll_3.0 b,doll_1.9 b
1363,doll_2.5 b,doll_1.9 b
1364,doll_1.4 b,doll_1.9 b
1365,doll_1.7 b,doll_1.9 b
1366,doll_3.2 b,doll_1.9 b
1367,doll_2.8 b,doll_1.9 b
1368,doll_1.3 b,doll_1.9 b
1369,0,doll_1.9 b
1370,doll_14.4 b,doll_1.9 b
1371,doll_1.7 b,doll_1.9 b
1372,doll_5.9 b,doll_1.9 b
1373,doll_1.6 b,doll_1.9 b
1374,doll_6.5 b,doll_1.9 b
1375,doll_1.9 b,doll_1.9 b
1376,0,doll_1.9 b
1377,doll_1.3 b,doll_1.9 b
1378,doll_4.3 b,doll_1.9 b
1379,doll_194.5 m,doll_1.9 b
1380,0,doll_1.9 b
1381,doll_8.4 b,doll_1.9 b
1382,doll_31.8 b,doll_1.9 b
1383,doll_1.2 b,doll_1.9 b
1384,doll_149.7 m,doll_1.9 b
1385,doll_13.1 b,doll_1.9 b
1386,doll_4.7 b,doll_1.9 b
1387,doll_973.8 m,doll_2.0 b
1388,doll_3.4 b,doll_2.0 b
1389,doll_530.2 m,doll_2.0 b
1390,doll_465.9 m,doll_2.0 b
1391,doll_3.9 b,doll_2.0 b
1392,doll_2.6 b,doll_2.0 b
1393,doll_12.6 b,doll_2.0 b
1394,doll_5.5 b,doll_2.0 b
1395,doll_8.5 b,doll_2.0 b
1396,doll_3.0 b,doll_2.0 b
1397,doll_17.9 b,doll_2.0 b
1398,0,doll_2.0 b
1399,doll_3.7 b,doll_2.0 b
1400,doll_3.5 b,doll_2.0 b
1401,doll_740.0 m,doll_2.0 b
1402,doll_3.0 b,doll_2.0 b
1403,doll_461.8 m,doll_2.0 b
1404,doll_782.9 m,doll_2.0 b
1405,doll_5.6 b,doll_2.0 b
1406,doll_5.1 b,doll_2.0 b
1407,doll_15.0 b,doll_2.0 b
1408,doll_6.3 b,doll_2.0 b
1409,doll_3.5 b,doll_2.0 b
1410,doll_2.6 b,doll_2.0 b
1411,doll_1.2 b,doll_2.0 b
1412,doll_3.4 b,doll_2.0 b
1413,doll_1.1 b,doll_2.0 b
