,index,foundation_year,headquarter,industry,name,ownership
410,410,1999,"ahmedabad, gujrat, india",fmcg,adani wilmar,public
411,411,1940,"bangalore/bengaluru, karnataka, india",defence & aerospace,hindustan aeronautics,private
412,412,2007,"chennai, tamil nadu,",automobile,renault nissan technology & business centre india,
413,413,1964,"mumbai, maharashtra, india",banking,idbi bank,public
414,414,2008,"hyderabad/secunderabad, telangana, india",analytics & kpo,karvy data management services,private
415,415,2011,"jaipur, rajasthan, india",financial services,aavas financiers,public
416,416,1934,"delhi/ncr, delhi, india",hospitality,oberoi group of hotels,private
417,417,2003,"hyderabad/secunderabad, telangana, india",pharma,msn laboratories,private
418,418,2008,"new york, united states (usa)",it services & consulting,metlife,private
419,419,1980,"new delhi, delhi, india",hospitality,hyatt regency,private
420,420,2015,"bangalore,karnataka, india",logistics,ninjacart,private
421,421,1949,"gurgaon/gurugram, haryana, india",healthcare,dr lal pathlabs,public
422,422,1993,"mumbai, maharashtra, india",aviation,jet airways,public
423,423,1980,"mumbai, india",financial services,piramal group,private
424,424,1984,"san jose,california, united states",hardware & networking,cisco,public
425,425,1917,"new york city,new york, united states",it services & consulting,s&p global,public
426,426,2000,"bangalore/bengaluru, karnataka, india",healthcare,narayana health,
427,427,1935,"bangalore/bengaluru, karnataka, india",it services & consulting,fujitsu,private
428,428,1972,"walldorf, baden-württemberg, germany",it services & consulting,sap,private
429,429,2006,"mumbai, maharashtra, india",media & entertainment,tata play,public
430,430,2008,"mumbai,maharashtra, india",it services & consulting,cms infosystems,private
431,431,2008,"gurgaon/gurugram, haryana, india",insurance,canara hsbc life insurance,government
432,432,1964,"bangalore/bengaluru, karnataka, india",retail,metro,private
433,433,1995,"chennai,tamil nadu, india",telecom,sify technologies,private
434,434,0,,fashion & textile,vardhman fabrics,
435,435,1903,"mumbai, maharashtra, india",hospitality,taj hotels resorts and palaces,
436,436,2004,"delhi/ncr, new delhi, india",pharma,akums drugs & pharmaceuticals,private
437,437,2000,"hyderabad/secunderabad, telangana, india",pharma,aragen life sciences,private
438,438,1985,"eindhoven, north brabant, netherlands",it services & consulting,here technologies,private
439,439,1974,"taipei, taiwan",electronics manufacturing,foxconn,private
440,440,1990,"dallas, usa",engineering & construction,aecom,private
441,441,1995,"noida, uttar pradesh, india",retail,jubilant foods works,public
442,442,2011,"bangalore,karnataka, india",edtech,vedantu,private
443,443,1906,"morris plains, new jersey, united states (usa)",consumer electronics & appliances,honeywell automation,public
444,444,0,,,suzuki motor gujarat,
445,445,2012,"gurgaon, haryana, india",internet,care health insurance,public
446,446,1995,"udaipur, rajasthan, india",engineering & construction,g r infraprojects,public
447,447,1878,"geneva, geneva, switzerland",facility management services,sgs,private
448,448,1969,"berne, switzerland",auto components,wabco,public
449,449,2006,"chennai, tamil nadu, india",insurance,star health & allied insurance,private
450,450,2002,"navi mumbai, india",accounting & auditing,xl dynamics,private
451,451,2005,"hyderabad/secunderabad, telangana, india",pharma,laurus labs,public
452,452,1812,"new york, new york, united states (usa)",banking,citibank,private
453,453,1970,"delhi/ncr, new delhi, india",iron & steel,jindal stainless,public
454,454,1999,"slough,slough, united kingdom",fmcg,reckitt benckiser,private
455,455,1990,"hyderabad/secunderabad, telangana, india",healthcare,divi's laboratories,public
456,456,1989,"bangalore/bengaluru, karnataka, india",it services & consulting,tata elxsi,public
457,457,1940,"london, united kingdom (uk)",financial services,aon,private
458,458,2000,"mumbai, maharashtra, india",insurance,reliance general insurance,private
459,459,1990,"sunnyvale, california, united states (usa)",it services & consulting,xoriant,private
460,460,1837,"cincinnati, ohio, united states (usa)",fmcg,procter & gamble,public
461,461,2014,"chennai, tamil nadu, india",fintech,intellect design arena,public
462,462,2000,"chennai, tamil nadu, india",recruitment,allsec technologies,public
463,463,1989,"bangalore, india",it services & consulting,microland,public
464,464,1985,"noida, uttar pradesh, india",packaging,uflex,public
465,465,1983,"chennai, tamil nadu, india",fmcg,cavinkare,private
466,466,1994,"mumbai, maharashtra, india",financial services,kotak securities,private
467,467,2012,"seattle, washington, united states (usa)",logistics,amazon transportation services,private
468,468,2001,"mountain view, california, united states (usa)",it services & consulting,harman connected services,private
469,469,1971,"moon township, united states (usa)",logistics,fedex express,private
470,470,1979,"hopkinton, unitedstates",it services & consulting,dell emc,private
471,471,1999,"zurich,zurich, switzerland",recruitment,adecco group,private
472,472,1910,"chennai, tamil nadu, india",engineering & construction,kone,private
473,473,1974,"noida, uttar pradesh, india",food processing,mother dairy fruit & vegetable,private
474,474,1930,"amsterdam, netherlands",healthcare,philips,private
475,475,2014,"abu dhabi, united arab emirates (uae)",healthcare,max fashion,private
476,476,1908,"vadodara/baroda, gujrat, india",banking,bank of baroda,private
477,477,1997,"mumbai, maharashtra, india",financial services,citicorp,private
478,478,1997,"singapore, singapore",it services & consulting,quest global,private
479,479,0,,consumer electronics & appliances,samsung india electronics,
480,480,1987,"mumbai, maharashtra, india",financial services,motilal oswal financial services,public
481,481,1975,"kolkata, west bengal, india",hospitality,itc hotels,public
482,482,2007,"bangalore, india",nbfc,fincare small finance bank,
483,483,2004,"mumbai, maharashtra, india",recruitment,innovsource services,private
484,484,1999,"gurgaon/gurugram, haryana, india",telecom,aircel,private
485,485,0,,financial services,angel one,
486,486,1958,"bhopal, madhya pradesh, india",printing & publishing,dainik bhaskar group of publication,public
487,487,1978,"marseille, marseille, france",other,cma cgm,private
488,488,2000,"new york city,new york, united states",telecom,verizon,private
489,489,1957,"new delhi, india",it services & consulting,exl india,
490,490,1977,"kochi/cochin, kerala, india",electrical equipment,v-guard industries,public
491,491,1997,"delhi/ncr, delhi, india",logistics,safexpress,private
492,492,2007,"london, united kingdom (uk)",it services & consulting,barclays shared services,private
493,493,1884,"atlanta,georgia, united states",software product,ncr corporation,private
494,494,1996,"east moline, illinois, united states (usa)",it services & consulting,yash technologies,private
495,495,1987,"mumbai,maharashtra, india",analytics & kpo,crisil,public
496,496,2000,"noida, uttar pradesh, india",it services & consulting,aforeserve,private
497,497,1957,"new brunswick, new jersey, united states (usa)",pharma,johnson & johnson,private
498,498,2015,"hyderabad/secunderabad, telangana, india",banking,dbs bank,private
499,499,1926,"mumbai, maharashtra, india",engineering & construction,hindustan construction company,public
500,500,1979,"bonn, germany",logistics,dhl express,private
501,501,0,,pharma,novartis,
502,502,1994,"bangalore/bengaluru, karnataka, india",defence & aerospace,honeywell technology solutions,private
503,503,1934,"gurgaon/gurugram, haryana, india",consumer electronics & appliances,usha international,public
504,504,1961,"mumbai, maharashtra, india",pharma,usv,private
505,505,1953,"hyderabad/secunderabad, telangana, india",pharma,biological e,private
506,506,2007,"mumbai, india",financial services,aditya birla capital,public
507,507,2000,"london, united kingdom (uk)",it services & consulting,bt global services,private
508,508,1995,"mumbai, india",healthcare,srl diagnostics,private
509,509,1999,"mumbai, maharashtra, india",media & entertainment,inox leisure,public
510,510,1994,"delhi/ncr, delhi, india",consumer electronics & appliances,sony,public
511,511,1991,"delhi, india",nbfc,hero fincorp,private
512,512,2009,"gurgaon, india",healthcare,medanta the medicity,private
513,513,1999,"noida, uttar pradesh, india",consumer electronics & appliances,kent ro systems,private
514,514,2015,"bangalore,karnataka, india",it services & consulting,phonepe,private
515,515,1962,"mumbai, maharashtra, india",engineering & construction,tce,private
516,516,1983,"evanston, illinois, united states (usa)",management consulting,zs,private
517,517,1997,"noida, india",auto components,motherson automotive technologies and engineering,private
518,518,2000,"bangalore,karnataka, india",healthcare,medi assist india,private
519,519,2006,"paris, france",it services & consulting,orange business services,private
520,520,2015,"bangalore,karnataka, india",edtech,unacademy,private
521,521,2009,"chennai, tamil nadu, india",it services & consulting,iopex technologies,private
522,522,2000,"noida, india",bpo,hcl technologies bpo services,private
523,523,2000,"mumbai, maharashtra, india",financial services,hdfc securities,public
524,524,1918,"kadoma, osaka, japan",consumer electronics & appliances,panasonic,private
525,525,1978,"norwalk,connecticut, united states",analytics & kpo,factset,private
526,526,1996,"bengaluru/bangalore, karnataka, india",automobile,mercedes-benz research & development india,public
527,527,1996,"aurangabad, maharashtra, india",auto components,badve engineering,private
528,528,1985,"miami, florida, united states (usa)",bpo,sitel,private
529,529,1919,"hertfordshire, england",it services & consulting,tesco,private
530,530,1996,"ahmedabad, gujrat, india",power,torrent power,public
531,531,1952,"louisville, kentucky, united states (usa)",hospitality,kfc,private
532,532,1889,"santa ana, california, united states (usa)",it services & consulting,first american corporation,private
533,533,1985,"hyderabad/secunderabad, telangana, india",education & training,narayana educational society,private
534,534,1974,"mumbai, maharashtra, india",oil & gas,hindustan petroleum,government
535,535,1988,"west palm beach, florida, united states (usa)",financial services,ocwen financial solutions,private
536,536,1927,"bethesda, maryland, united states (usa)",hospitality,marriott international,private
537,537,1988,"aurangabad, india",auto components,varroc group,public
538,538,1980,"singapore, singapore",edtech,straive,private
539,539,1975,"delhi/ncr, delhi, india",power,ntpc,private
540,540,1997,"nanterre, france",auto components,faurecia,private
541,541,1974,"kolkata, west bengal, india",fmcg,emami,public
542,542,1937,"coimbatore, tamil nadu, india",industrial machinery,l.g.balakrishnan & bros,public
543,543,2014,"bangalore,karnataka, india",internet,nobroker,private
544,544,1990,"gurgaon/gurugram, haryana, india",nbfc,satin creditcare network,public
545,545,1933,"noida, uttar pradesh, india",industrial machinery,isgec,public
546,546,2007,"mumbai, maharashtra, india",it services & consulting,iksula,llp
547,547,1969,"bonn, germany",logistics,dhl supply chain,private
548,548,1981,,education & training,niit,public
549,549,1989,"mumbai, maharashtra, india",oil & gas,nayara energy,private
550,550,1997,"bangalore/bengaluru, karnataka, india",automobile,toyota kirloskar motor,private
551,551,2005,"copenhagen, denmark",facility management services,iss facility services,private
552,552,1985,"delhi/ncr, delhi, india",bpo,security and intelligence services (india),public
553,553,1989,"delhi/ncr, new delhi, india",fmcg,vlcc,private
554,554,1980,"mumbai, maharashtra, india",engineering & construction,j. kumar infraprojects,public
555,555,2009,"mumbai, maharashtra, india",oil & gas,l&t energy hydrocarbon,private
556,556,1998,"mumbai, maharashtra, india",retail,trent,public
557,557,2005,"santa clara,california, united states",it services & consulting,chegg,private
558,558,2001,"winnipeg, manitoba, canada",bpo,24-7 intouch,private
559,559,2009,"mumbai, india",internet,videocon d2h,public
560,560,1945,"new york, new york, united states (usa)",analytics & kpo,mercer,private
