00-avengers-market_cap,06-MarScoToc-master_cap,09-wissel-earnings,02-GioPonSpiz-pricecap,03-gren-market_capitalization_usd,09-wissel-revenue,01-DDD-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,09-wissel-marketcap
doll_122.12 b,doll_91.90 b,-doll_16.51 m,doll_94.20 b,doll_89.93 b,doll_1.94 b,doll_2.95 b,doll_29.48 b,doll_89.05 b,doll_74.45 m
doll_122.88 b,doll_91.54 b,-doll_6.49 m,doll_94.03 b,doll_89.73 b,doll_1.58 b,doll_2.95 b,doll_29.52 b,doll_89.01 b,doll_0.28 b
doll_123.07 b,doll_91.48 b,doll_0.34 b,doll_93.01 b,doll_89.72 b,doll_1.11 b,doll_2.93 b,doll_29.57 b,doll_88.92 b,doll_12.69 b
doll_122.92 b,doll_90.93 b,doll_0.16 b,doll_92.83 b,doll_88.01 b,doll_0.89 b,doll_2.95 b,doll_29.63 b,doll_87.43 b,doll_2.34 b
doll_75.56 b,doll_90.73 b,doll_0.19 b,doll_91.57 b,doll_87.18 b,doll_0.99 b,doll_2.94 b,doll_29.81 b,doll_87.30 b,doll_5.14 b
doll_76.63 b,doll_90.36 b,-doll_3.26 b,doll_91.49 b,doll_85.66 b,doll_0.51 b,doll_2.94 b,doll_29.66 b,doll_87.09 b,doll_0.60 b
doll_77.08 b,doll_90.16 b,-doll_85.82 m,doll_90.87 b,doll_84.79 b,doll_1.54 b,doll_2.93 b,doll_29.70 b,doll_86.89 b,doll_0.11 b
doll_77.51 b,doll_89.24 b,doll_1.37 b,doll_90.60 b,doll_84.53 b,doll_8.23 b,doll_2.95 b,doll_29.72 b,doll_86.20 b,doll_3.59 b
doll_77.98 b,doll_88.79 b,doll_0.15 b,doll_89.68 b,doll_84.29 b,doll_1.21 b,doll_2.95 b,doll_29.74 b,doll_85.49 b,doll_0.49 b
doll_78.78 b,doll_88.48 b,doll_1.36 b,doll_89.26 b,doll_83.63 b,doll_3.93 b,doll_2.95 b,doll_29.83 b,doll_85.47 b,doll_35.33 b
doll_79.02 b,doll_87.45 b,doll_0.44 b,doll_87.63 b,doll_83.55 b,doll_0.99 b,doll_2.95 b,doll_29.90 b,doll_85.30 b,doll_5.50 b
doll_80.89 b,doll_86.77 b,doll_5.33 b,doll_87.42 b,doll_83.53 b,doll_11.11 b,doll_2.93 b,doll_30.02 b,doll_84.51 b,doll_17.05 b
doll_80.89 b,doll_86.68 b,doll_22.05 m,doll_86.38 b,doll_83.24 b,doll_0.96 b,doll_2.95 b,doll_30.07 b,doll_84.46 b,doll_2.36 b
doll_81.20 b,doll_85.86 b,doll_0.24 b,doll_86.06 b,doll_82.67 b,doll_1.21 b,doll_2.95 b,doll_29.99 b,doll_84.11 b,doll_3.42 b
doll_82.49 b,doll_85.03 b,-doll_0.72 b,doll_85.85 b,doll_82.47 b,doll_0.61 b,doll_2.96 b,doll_29.91 b,doll_84.09 b,doll_0.33 b
doll_81.62 b,doll_84.87 b,doll_64.13 m,doll_85.43 b,doll_82.36 b,doll_0.59 b,doll_2.95 b,doll_29.85 b,doll_82.80 b,doll_0.42 b
doll_82.91 b,doll_84.75 b,doll_6.73 m,doll_85.34 b,doll_81.54 b,doll_0.68 b,doll_2.96 b,doll_30.05 b,doll_81.84 b,doll_0.48 b
doll_82.78 b,doll_84.28 b,doll_26.3 m,doll_84.62 b,doll_80.99 b,doll_1.19 b,doll_2.96 b,doll_30.16 b,doll_81.67 b,doll_0.81 b
doll_83.39 b,doll_84.12 b,-doll_9.94 m,doll_84.48 b,doll_80.71 b,doll_0.55 b,doll_2.98 b,doll_30.17 b,doll_81.53 b,doll_4.13 b
doll_83.46 b,doll_83.59 b,doll_0.22 b,doll_83.84 b,doll_80.61 b,doll_3.12 b,doll_2.96 b,doll_28.66 b,doll_80.40 b,doll_0.73 b
doll_83.97 b,doll_82.79 b,doll_0.12 b,doll_83.80 b,doll_80.27 b,doll_1.87 b,doll_2.95 b,doll_24.19 b,doll_80.27 b,doll_1.02 b
doll_84.02 b,doll_82.14 b,doll_94.58 m,doll_83.11 b,doll_80.25 b,doll_1.05 b,doll_2.97 b,doll_24.28 b,doll_80.11 b,doll_4.01 b
doll_84.69 b,doll_81.62 b,doll_3.84 m,doll_82.64 b,doll_78.74 b,doll_1.19 b,doll_2.98 b,doll_24.20 b,doll_79.54 b,doll_2.31 b
doll_85.11 b,doll_81.43 b,doll_60.11 m,doll_82.56 b,doll_78.6 b,doll_1.48 b,doll_2.97 b,doll_24.29 b,doll_79.38 b,doll_0.48 b
doll_85.28 b,doll_80.91 b,-doll_90.65 m,doll_81.75 b,doll_78.06 b,doll_0.28 b,doll_2.98 b,doll_24.36 b,doll_78.52 b,doll_0.19 b
doll_85.28 b,doll_80.54 b,doll_0.25 b,doll_81.09 b,doll_77.98 b,doll_0.97 b,doll_2.98 b,doll_24.42 b,doll_77.84 b,doll_9.43 b
doll_85.36 b,doll_79.53 b,doll_0.42 b,doll_80.84 b,doll_77.72 b,doll_2.75 b,doll_2.97 b,doll_24.45 b,doll_77.63 b,doll_5.56 b
doll_85.88 b,doll_78.68 b,-doll_0.29 b,doll_80.18 b,doll_77.28 b,doll_0.66 b,doll_2.96 b,doll_24.55 b,doll_77.63 b,doll_7.11 b
doll_86.00 b,doll_78.62 b,doll_0.28 b,doll_80.00 b,doll_76.77 b,doll_2.32 b,doll_2.96 b,doll_24.68 b,doll_77.41 b,doll_4.73 b
doll_86.06 b,doll_78.62 b,doll_84.11 m,doll_78.64 b,doll_76.12 b,doll_0.77 b,doll_2.97 b,doll_24.88 b,doll_76.38 b,doll_4.14 b
doll_86.26 b,doll_78.40 b,doll_0.12 b,doll_78.18 b,doll_75.41 b,doll_1.16 b,doll_3.01 b,doll_24.49 b,doll_76.35 b,doll_0.49 b
doll_70.05 b,doll_77.97 b,doll_0.45 b,doll_77.97 b,doll_74.87 b,doll_1.00 b,doll_3.01 b,doll_24.47 b,doll_75.69 b,doll_3.42 b
doll_70.12 b,doll_77.86 b,doll_35 m,doll_77.58 b,doll_74.85 b,doll_1.37 b,doll_2.98 b,doll_24.57 b,doll_74.70 b,doll_3.00 b
doll_70.19 b,doll_76.43 b,doll_0.33 b,doll_77.24 b,doll_74.49 b,doll_2.50 b,doll_3.02 b,doll_24.93 b,doll_74.04 b,doll_0.69 b
doll_70.21 b,doll_76.34 b,doll_2.13 b,doll_76.56 b,doll_74.44 b,doll_22.77 b,doll_3.02 b,doll_24.84 b,doll_73.97 b,doll_31.65 b
doll_70.65 b,doll_75.52 b,doll_26.55 m,doll_76.55 b,doll_74.03 b,doll_0.66 b,doll_3.02 b,doll_24.96 b,doll_73.53 b,doll_0.65 b
doll_71.13 b,doll_75.07 b,doll_0.37 b,doll_76.04 b,doll_73.72 b,doll_2.11 b,doll_3.00 b,doll_25.02 b,doll_73.26 b,doll_2.64 b
doll_71.48 b,doll_74.74 b,doll_0.11 b,doll_76.00 b,doll_73.71 b,doll_1.03 b,doll_2.99 b,doll_25.07 b,doll_73.20 b,doll_0.54 b
doll_71.25 b,doll_74.66 b,doll_1.24 b,doll_75.76 b,doll_73.33 b,doll_2.52 b,doll_3.00 b,doll_25.27 b,doll_72.92 b,doll_23.48 b
doll_71.51 b,doll_74.66 b,doll_0.23 b,doll_75.59 b,doll_72.94 b,doll_0.67 b,doll_3.00 b,doll_25.21 b,doll_72.39 b,doll_2.28 b
doll_71.89 b,doll_74.52 b,doll_0.13 b,doll_75.10 b,doll_72.11 b,doll_1.08 b,doll_3.01 b,doll_25.28 b,doll_72.17 b,doll_4.33 b
doll_72.18 b,doll_73.90 b,doll_62.82 m,doll_75.00 b,doll_72.04 b,doll_0.16 b,doll_3.02 b,doll_25.12 b,doll_71.98 b,doll_0.36 b
doll_72.20 b,doll_73.71 b,-doll_1.15 b,doll_74.48 b,doll_71.95 b,doll_16.53 b,doll_3.02 b,doll_25.37 b,doll_71.88 b,doll_1.05 b
doll_73.00 b,doll_73.67 b,doll_0.84 b,doll_73.76 b,doll_71.84 b,doll_1.40 b,doll_3.00 b,doll_25.35 b,doll_71.50 b,doll_6.58 b
doll_73.36 b,doll_73.07 b,-doll_42 m,doll_73.66 b,doll_70.86 b,doll_0.74 b,doll_3.00 b,doll_23.73 b,doll_71.40 b,doll_0.22 b
doll_73.31 b,doll_72.42 b,doll_0.49 b,doll_73.18 b,doll_70.36 b,doll_1.71 b,doll_3.01 b,doll_20.70 b,doll_70.74 b,doll_3.72 b
doll_73.26 b,doll_72.30 b,doll_42.41 m,doll_72.72 b,doll_70.18 b,doll_0.79 b,doll_3.02 b,doll_20.77 b,doll_70.74 b,doll_2.45 b
doll_74.35 b,doll_72.15 b,doll_32.97 m,doll_72.42 b,doll_70.04 b,doll_0.64 b,doll_3.02 b,doll_20.78 b,doll_70.20 b,doll_0.22 b
doll_74.37 b,doll_71.73 b,doll_9.71 b,doll_72.42 b,doll_69.71 b,doll_28.90 b,doll_3.03 b,doll_20.81 b,doll_69.69 b,doll_76.04 b
doll_74.85 b,doll_71.37 b,-doll_31.2 m,doll_72.22 b,doll_69.28 b,doll_1.04 b,doll_3.03 b,doll_20.88 b,doll_69.54 b,doll_0.85 b
doll_75.47 b,doll_71.28 b,doll_0.33 b,doll_71.64 b,doll_69.05 b,doll_1.32 b,doll_3.04 b,doll_20.87 b,doll_69.18 b,doll_2.25 b
doll_69.84 b,doll_71.17 b,doll_8.90 b,doll_71.58 b,doll_68.85 b,doll_16.53 b,doll_3.04 b,doll_20.88 b,doll_68.87 b,doll_2.98 b
doll_69.70 b,doll_71.09 b,-doll_15.11 m,doll_71.45 b,doll_68.81 b,doll_0.54 b,doll_3.03 b,doll_20.88 b,doll_68.68 b,doll_1.55 b
doll_57.48 b,doll_70.91 b,-doll_0.18 b,doll_71.17 b,doll_68.46 b,doll_0.66 b,doll_3.04 b,doll_20.90 b,doll_68.36 b,doll_1.54 b
doll_57.33 b,doll_70.60 b,doll_0.46 b,doll_71.01 b,doll_68.15 b,doll_1.67 b,doll_3.02 b,doll_20.95 b,doll_68.36 b,doll_18.70 b
doll_58.31 b,doll_69.52 b,doll_47.6 m,doll_70.81 b,doll_67.89 b,doll_0.82 b,doll_3.02 b,doll_20.99 b,doll_67.57 b,doll_0.95 b
doll_58.36 b,doll_69.51 b,doll_0.19 b,doll_70.78 b,doll_67.69 b,doll_1.01 b,doll_3.03 b,doll_21.01 b,doll_67.51 b,doll_11.45 b
doll_58.33 b,doll_69.41 b,doll_0.22 b,doll_70.69 b,doll_67.44 b,doll_0.66 b,doll_3.04 b,doll_21.04 b,doll_67.49 b,doll_3.45 b
doll_58.64 b,doll_69.37 b,doll_77.66 m,doll_70.46 b,doll_67.36 b,doll_0.88 b,doll_3.03 b,doll_21.07 b,doll_67.10 b,doll_0.90 b
doll_58.79 b,doll_68.88 b,-doll_0.65 b,doll_69.52 b,doll_67.04 b,doll_2.47 b,doll_3.02 b,doll_21.08 b,doll_67.01 b,doll_16.92 b
doll_59.00 b,doll_67.58 b,doll_0.15 b,doll_69.25 b,doll_66.8 b,doll_0.55 b,doll_3.03 b,doll_21.12 b,doll_66.97 b,doll_2.14 b
doll_58.82 b,doll_67.57 b,doll_48.02 m,doll_69.12 b,doll_66.35 b,doll_2.38 b,doll_3.04 b,doll_21.16 b,doll_66.26 b,doll_1.40 b
doll_59.09 b,doll_67.37 b,-doll_0.15 b,doll_68.95 b,doll_66.22 b,doll_0.94 b,doll_3.05 b,doll_21.16 b,doll_66.24 b,doll_0.23 b
doll_59.29 b,doll_67.30 b,doll_0.11 b,doll_68.16 b,doll_65.96 b,doll_0.85 b,doll_3.05 b,doll_21.19 b,doll_66.02 b,doll_2.44 b
doll_59.69 b,doll_67.29 b,-doll_0.35 b,doll_67.85 b,doll_65.57 b,doll_1.51 b,doll_3.07 b,doll_21.17 b,doll_66.00 b,doll_0.36 b
doll_59.64 b,doll_67.23 b,doll_0.10 b,doll_66.99 b,doll_65.46 b,doll_0.84 b,doll_3.07 b,doll_21.30 b,doll_65.09 b,doll_5.37 b
doll_59.44 b,doll_67.10 b,doll_0.12 b,doll_66.80 b,doll_65.02 b,doll_3.61 b,doll_3.05 b,doll_21.23 b,doll_64.96 b,doll_0.82 b
doll_59.78 b,doll_67.03 b,doll_81 m,doll_66.64 b,doll_64.93 b,doll_1.37 b,doll_3.06 b,doll_20.42 b,doll_64.71 b,doll_0.17 b
doll_60.01 b,doll_67.01 b,-doll_0.64 b,doll_66.36 b,doll_64.88 b,doll_1.86 b,doll_3.06 b,doll_21.31 b,doll_64.68 b,doll_24.53 b
doll_60.53 b,doll_66.80 b,-doll_0.55 b,doll_66.23 b,doll_64.77 b,doll_0.77 b,doll_3.08 b,doll_19.46 b,doll_64.62 b,doll_4.55 b
doll_60.34 b,doll_66.68 b,doll_0.36 b,doll_66.18 b,doll_64.06 b,doll_2.29 b,doll_3.08 b,doll_18.28 b,doll_64.44 b,doll_8.36 b
doll_61.02 b,doll_66.65 b,doll_0.26 b,doll_66.14 b,doll_63.79 b,doll_2.30 b,doll_3.05 b,doll_18.29 b,doll_64.36 b,doll_0.75 b
doll_60.70 b,doll_66.63 b,doll_31.75 m,doll_66.12 b,doll_63.7 b,doll_0.49 b,doll_3.06 b,doll_18.32 b,doll_64.17 b,doll_0.74 b
doll_61.13 b,doll_66.58 b,doll_31.74 m,doll_65.97 b,doll_63.57 b,doll_0.61 b,doll_3.07 b,doll_18.33 b,doll_64.09 b,doll_1.21 b
doll_61.19 b,doll_66.07 b,doll_0.10 b,doll_65.92 b,doll_63.42 b,doll_0.46 b,doll_3.06 b,doll_18.36 b,doll_63.85 b,doll_1.53 b
doll_61.48 b,doll_65.34 b,doll_51.76 m,doll_65.62 b,doll_63.36 b,doll_1.14 b,doll_3.07 b,doll_18.42 b,doll_63.42 b,doll_2.51 b
doll_61.41 b,doll_65.04 b,-doll_64.9 m,doll_65.60 b,doll_63.19 b,doll_0.36 b,doll_3.05 b,doll_18.35 b,doll_63.38 b,doll_0.45 b
doll_61.92 b,doll_64.90 b,-doll_0.57 b,doll_65.40 b,doll_63.12 b,doll_3.60 b,doll_3.06 b,doll_18.37 b,doll_63.32 b,doll_0.64 b
doll_61.78 b,doll_64.43 b,-doll_16.46 m,doll_65.32 b,doll_63.09 b,doll_0.17 b,doll_3.09 b,doll_18.42 b,doll_63.26 b,doll_0.20 b
doll_62.28 b,doll_64.34 b,doll_0.14 b,doll_65.12 b,doll_62.98 b,doll_1.16 b,doll_3.08 b,doll_18.34 b,doll_62.92 b,doll_0.68 b
doll_61.99 b,doll_64.27 b,doll_0.25 b,doll_65.02 b,doll_62.36 b,doll_1.31 b,doll_3.09 b,doll_18.48 b,doll_61.97 b,doll_3.07 b
doll_62.70 b,doll_64.14 b,doll_96 m,doll_64.92 b,doll_62.35 b,doll_3.18 b,doll_3.08 b,doll_18.52 b,doll_61.82 b,doll_1.01 b
doll_62.88 b,doll_64.12 b,doll_43.84 m,doll_64.80 b,doll_62.0 b,doll_0.35 b,doll_3.09 b,doll_18.50 b,doll_61.55 b,doll_0.56 b
doll_62.41 b,doll_63.91 b,doll_0.25 b,doll_64.59 b,doll_61.94 b,doll_1.38 b,doll_3.09 b,doll_18.43 b,doll_61.44 b,doll_3.99 b
doll_63.45 b,doll_63.79 b,doll_0.14 b,doll_64.56 b,doll_61.21 b,doll_1.28 b,doll_3.08 b,doll_18.52 b,doll_61.02 b,doll_0.69 b
doll_63.67 b,doll_63.58 b,-doll_0.24 b,doll_64.39 b,doll_61.1 b,doll_0.53 b,doll_3.09 b,doll_18.58 b,doll_60.65 b,doll_88.03 m
doll_63.67 b,doll_63.57 b,-doll_0.32 b,doll_63.71 b,doll_60.96 b,doll_0.72 b,doll_3.08 b,doll_18.60 b,doll_60.58 b,doll_3.50 b
doll_63.53 b,doll_63.38 b,doll_29.93 m,doll_63.64 b,doll_60.96 b,doll_0.60 b,doll_3.08 b,doll_18.54 b,doll_60.34 b,doll_0.24 b
doll_63.98 b,doll_63.00 b,-doll_0.14 b,doll_63.56 b,doll_60.84 b,doll_0.52 b,doll_3.09 b,doll_18.60 b,doll_60.29 b,doll_0.32 b
doll_63.95 b,doll_62.97 b,doll_10.76 m,doll_63.55 b,doll_60.78 b,doll_0.40 b,doll_3.09 b,doll_18.68 b,doll_59.82 b,doll_0.19 b
doll_64.94 b,doll_62.95 b,doll_1.84 b,doll_63.29 b,doll_60.72 b,doll_3.43 b,doll_3.10 b,doll_18.68 b,doll_59.63 b,doll_32.18 b
doll_65.19 b,doll_62.44 b,doll_0.31 b,doll_63.17 b,doll_60.72 b,doll_0.80 b,doll_3.10 b,doll_18.69 b,doll_59.61 b,doll_4.03 b
doll_65.61 b,doll_62.41 b,-doll_0.91 b,doll_63.11 b,doll_60.43 b,doll_1.44 b,doll_3.10 b,doll_18.68 b,doll_59.56 b,doll_3.73 b
doll_65.28 b,doll_62.41 b,doll_0.11 b,doll_62.67 b,doll_60.04 b,doll_1.99 b,doll_3.10 b,doll_17.91 b,doll_59.55 b,doll_4.39 b
doll_66.23 b,doll_62.30 b,doll_0.70 b,doll_62.20 b,doll_60.0 b,doll_1.18 b,doll_3.12 b,doll_17.93 b,doll_59.54 b,doll_4.89 b
doll_66.07 b,doll_62.10 b,doll_0.12 b,doll_62.12 b,doll_59.21 b,doll_3.19 b,doll_3.12 b,doll_16.61 b,doll_59.53 b,doll_1.30 b
doll_66.60 b,doll_61.85 b,-doll_0.22 b,doll_61.90 b,doll_58.8 b,doll_1.58 b,doll_3.10 b,doll_16.26 b,doll_59.47 b,doll_2.32 b
doll_66.74 b,doll_61.84 b,doll_60.13 m,doll_61.86 b,doll_58.72 b,doll_0.26 b,doll_3.12 b,doll_16.30 b,doll_59.45 b,doll_0.87 b
doll_66.79 b,doll_61.71 b,doll_0.26 b,doll_61.79 b,doll_58.59 b,doll_2.90 b,doll_3.11 b,doll_16.31 b,doll_59.41 b,doll_0.91 b
doll_66.79 b,doll_61.66 b,-doll_0.39 b,doll_61.61 b,doll_58.44 b,doll_1.40 b,doll_3.11 b,doll_16.31 b,doll_58.62 b,doll_4.34 b
doll_66.97 b,doll_61.55 b,doll_1.08 b,doll_61.44 b,doll_58.43 b,doll_7.22 b,doll_3.12 b,doll_16.35 b,doll_58.61 b,doll_2.65 b
doll_67.07 b,doll_61.42 b,doll_0.28 b,doll_61.39 b,doll_57.94 b,doll_0.61 b,doll_3.10 b,doll_16.32 b,doll_58.60 b,doll_2.25 b
doll_67.23 b,doll_61.37 b,doll_7.71 m,doll_61.01 b,doll_57.73 b,doll_1.59 b,doll_3.10 b,doll_16.36 b,doll_58.56 b,doll_0.42 b
doll_67.38 b,doll_61.06 b,doll_0.22 b,doll_60.88 b,doll_57.49 b,doll_3.20 b,doll_3.12 b,doll_16.42 b,doll_58.19 b,doll_12.88 b
doll_67.28 b,doll_60.81 b,doll_67.62 m,doll_60.70 b,doll_57.44 b,doll_1.02 b,doll_3.12 b,doll_16.43 b,doll_58.19 b,doll_0.47 b
doll_67.39 b,doll_60.71 b,doll_92.83 m,doll_60.60 b,doll_57.24 b,doll_1.99 b,doll_3.11 b,doll_16.44 b,doll_58.05 b,doll_1.50 b
doll_67.57 b,doll_60.59 b,doll_29.99 m,doll_60.47 b,doll_57.19 b,doll_0.29 b,doll_3.11 b,doll_16.47 b,doll_57.87 b,doll_99.15 m
doll_67.69 b,doll_60.55 b,doll_0.41 b,doll_60.25 b,doll_57.03 b,doll_1.13 b,doll_3.13 b,doll_16.47 b,doll_57.56 b,doll_0.76 b
doll_67.77 b,doll_60.53 b,doll_38.18 m,doll_60.23 b,doll_56.89 b,doll_0.92 b,doll_3.13 b,doll_16.47 b,doll_57.30 b,doll_0.65 b
doll_68.52 b,doll_60.15 b,-doll_36.83 m,doll_60.11 b,doll_56.74 b,doll_0.50 b,doll_3.14 b,doll_16.49 b,doll_57.15 b,doll_0.16 b
doll_67.81 b,doll_60.05 b,-doll_43.16 m,doll_59.99 b,doll_56.5 b,doll_1.48 b,doll_3.13 b,doll_16.49 b,doll_56.90 b,doll_1.49 b
doll_69.22 b,doll_59.94 b,doll_55.24 m,doll_59.57 b,doll_56.32 b,doll_1.36 b,doll_3.13 b,doll_16.49 b,doll_56.54 b,doll_0.56 b
doll_69.23 b,doll_59.81 b,doll_0.40 b,doll_59.52 b,doll_56.15 b,doll_1.49 b,doll_3.14 b,doll_16.51 b,doll_56.35 b,doll_2.62 b
doll_52.15 b,doll_59.68 b,doll_0.17 b,doll_59.36 b,doll_56.05 b,doll_0.68 b,doll_3.13 b,doll_16.54 b,doll_56.01 b,doll_0.69 b
doll_52.21 b,doll_59.68 b,doll_0.23 b,doll_59.23 b,doll_56.04 b,doll_0.56 b,doll_3.15 b,doll_16.57 b,doll_55.94 b,doll_2.21 b
doll_52.21 b,doll_59.60 b,doll_0.12 b,doll_59.06 b,doll_55.91 b,doll_0.76 b,doll_3.14 b,doll_16.57 b,doll_55.86 b,doll_3.08 b
doll_52.42 b,doll_59.32 b,doll_0.89 b,doll_59.00 b,doll_55.71 b,doll_0.79 b,doll_3.15 b,doll_16.56 b,doll_55.77 b,doll_0.86 b
doll_52.53 b,doll_58.92 b,-doll_15.93 m,doll_58.92 b,doll_55.64 b,doll_0.71 b,doll_3.13 b,doll_16.64 b,doll_55.40 b,doll_92.63 m
doll_52.82 b,doll_58.72 b,doll_0.29 b,doll_58.83 b,doll_55.62 b,doll_3.49 b,doll_3.13 b,doll_16.60 b,doll_55.38 b,doll_5.75 b
doll_52.61 b,doll_58.71 b,doll_0.22 b,doll_58.71 b,doll_55.57 b,doll_2.75 b,doll_3.13 b,doll_16.65 b,doll_55.33 b,doll_2.52 b
doll_53.23 b,doll_58.64 b,doll_0.33 b,doll_58.68 b,doll_55.46 b,doll_18.54 b,doll_3.14 b,doll_15.97 b,doll_54.78 b,doll_1.14 b
doll_53.13 b,doll_58.51 b,doll_0.99 b,doll_58.33 b,doll_55.32 b,doll_21.81 b,doll_3.14 b,doll_14.63 b,doll_54.77 b,doll_17.06 b
doll_53.58 b,doll_58.46 b,doll_0.64 b,doll_58.29 b,doll_55.25 b,doll_1.95 b,doll_3.14 b,doll_14.62 b,doll_54.63 b,doll_18.97 b
doll_53.71 b,doll_58.38 b,doll_0.62 b,doll_58.17 b,doll_55.08 b,doll_2.08 b,doll_2.48 b,doll_14.26 b,doll_54.54 b,doll_8.35 b
doll_54.06 b,doll_58.02 b,doll_0.15 b,doll_58.05 b,doll_55.05 b,doll_1.51 b,doll_2.50 b,doll_14.24 b,doll_54.52 b,doll_0.66 b
doll_54.20 b,doll_57.78 b,-doll_0.05 m,doll_58.03 b,doll_55.01 b,doll_0.68 b,doll_2.49 b,doll_14.28 b,doll_54.50 b,doll_0.26 b
doll_54.28 b,doll_57.61 b,doll_0.20 b,doll_57.62 b,doll_54.92 b,doll_0.60 b,doll_2.47 b,doll_14.27 b,doll_54.49 b,doll_2.12 b
doll_54.21 b,doll_56.88 b,doll_0.28 b,doll_57.54 b,doll_54.74 b,doll_1.40 b,doll_3.15 b,doll_14.30 b,doll_54.22 b,doll_2.60 b
doll_54.77 b,doll_56.81 b,doll_3.08 b,doll_57.26 b,doll_54.73 b,doll_5.21 b,doll_3.15 b,doll_14.32 b,doll_54.19 b,doll_46.99 b
doll_54.85 b,doll_56.73 b,doll_0.32 b,doll_57.14 b,doll_54.65 b,doll_2.22 b,doll_2.50 b,doll_14.32 b,doll_53.84 b,doll_2.61 b
doll_54.86 b,doll_56.55 b,doll_37.4 m,doll_57.01 b,doll_54.5 b,doll_0.69 b,doll_2.49 b,doll_14.34 b,doll_53.58 b,doll_0.45 b
doll_54.93 b,doll_56.51 b,doll_0.20 b,doll_56.99 b,doll_54.38 b,doll_0.99 b,doll_2.49 b,doll_14.40 b,doll_53.48 b,doll_7.42 b
doll_55.03 b,doll_56.33 b,doll_28.06 m,doll_56.78 b,doll_54.2 b,doll_0.31 b,doll_3.15 b,doll_14.41 b,doll_53.42 b,doll_0.41 b
doll_55.20 b,doll_56.09 b,doll_57.54 m,doll_56.75 b,doll_53.66 b,doll_1.03 b,doll_2.49 b,doll_14.35 b,doll_53.28 b,doll_0.22 b
doll_55.27 b,doll_55.99 b,doll_15.55 m,doll_56.52 b,doll_53.58 b,doll_1.13 b,doll_2.48 b,doll_14.42 b,doll_53.28 b,doll_0.18 b
doll_55.40 b,doll_55.68 b,doll_59.63 m,doll_56.47 b,doll_53.53 b,doll_0.97 b,doll_2.49 b,doll_14.46 b,doll_53.20 b,doll_0.40 b
doll_55.60 b,doll_55.22 b,doll_1.20 b,doll_56.42 b,doll_53.48 b,doll_2.68 b,doll_2.50 b,doll_14.48 b,doll_53.13 b,doll_23.76 b
doll_55.77 b,doll_55.14 b,doll_0.11 b,doll_56.02 b,doll_53.41 b,doll_0.70 b,doll_3.15 b,doll_14.48 b,doll_52.98 b,doll_2.02 b
doll_55.72 b,doll_55.07 b,-doll_0.13 b,doll_55.76 b,doll_53.07 b,doll_0.66 b,doll_2.49 b,doll_14.48 b,doll_52.95 b,doll_1.51 b
doll_56.35 b,doll_55.02 b,doll_10.61 m,doll_55.70 b,doll_52.81 b,doll_0.99 b,doll_2.52 b,doll_14.50 b,doll_52.88 b,doll_2.74 b
doll_56.45 b,doll_54.39 b,-doll_0.11 b,doll_55.40 b,doll_52.72 b,doll_0.45 b,doll_2.51 b,doll_14.50 b,doll_52.86 b,doll_0.17 b
doll_56.68 b,doll_53.60 b,doll_6 m,doll_55.21 b,doll_52.65 b,doll_0.45 b,doll_2.51 b,doll_14.57 b,doll_52.79 b,doll_86.04 m
doll_56.65 b,doll_53.59 b,-doll_83.03 m,doll_54.46 b,doll_52.2 b,doll_0.51 b,doll_2.52 b,doll_14.58 b,doll_52.69 b,doll_4.70 b
doll_56.88 b,doll_53.58 b,-doll_15.88 m,doll_54.25 b,doll_52.16 b,doll_0.69 b,doll_2.52 b,doll_14.54 b,doll_52.63 b,doll_0.53 b
doll_56.89 b,doll_53.49 b,doll_0.29 b,doll_54.13 b,doll_52.1 b,doll_16.43 b,doll_2.52 b,doll_14.53 b,doll_52.38 b,doll_1.20 b
doll_57.10 b,doll_53.35 b,doll_0.21 b,doll_53.58 b,doll_51.98 b,doll_1.25 b,doll_2.51 b,doll_14.64 b,doll_52.35 b,doll_7.21 b
doll_56.98 b,doll_53.22 b,doll_0.21 b,doll_53.41 b,doll_51.96 b,doll_0.96 b,doll_2.50 b,doll_14.70 b,doll_52.21 b,doll_4.11 b
doll_57.28 b,doll_53.04 b,-doll_0.15 b,doll_53.29 b,doll_51.55 b,doll_0.65 b,doll_2.53 b,doll_14.17 b,doll_51.99 b,doll_2.00 b
doll_51.91 b,doll_52.83 b,-doll_0.11 b,doll_53.07 b,doll_51.35 b,doll_0.47 b,doll_2.52 b,doll_14.17 b,doll_51.83 b,doll_0.60 b
doll_52.09 b,doll_52.76 b,doll_0.14 b,doll_52.95 b,doll_51.06 b,doll_0.90 b,doll_2.51 b,doll_14.70 b,doll_51.47 b,doll_1.95 b
doll_52.11 b,doll_52.65 b,-doll_0.4 b,doll_52.50 b,doll_51.01 b,doll_0.35 b,doll_2.52 b,doll_13.39 b,doll_51.27 b,doll_0.67 b
doll_51.82 b,doll_52.61 b,doll_59.38 m,doll_52.48 b,doll_50.81 b,doll_0.45 b,doll_2.52 b,doll_12.80 b,doll_51.24 b,doll_0.13 b
doll_46.65 b,doll_52.21 b,doll_62.63 m,doll_52.42 b,doll_50.68 b,doll_0.89 b,doll_2.52 b,doll_12.84 b,doll_51.19 b,doll_2.28 b
