00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,07-silvestri-market_value_apr_2022,03-gren-market_capitalization_usd,06-MarScoToc-mastercap,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap
doll_chf28.94 b,"doll_221,387",doll_21.93 b,doll_31.78 b,doll_31.78 b,doll_421.3 m,doll_31.78 b,doll_27.67 b,doll_31.78 b
doll_31.35 b,"doll_221,065",doll_21.93 b,doll_31.78 b,doll_31.78 b,doll_421.1 m,doll_31.78 b,doll_27.80 b,doll_31.78 b
doll_¥3.849 t,"doll_102,558",doll_21.93 b,doll_31.66 b,doll_31.66 b,doll_420.8 m,doll_31.66 b,doll_27.81 b,doll_31.66 b
doll_£23.98 b,"doll_234,733",doll_21.95 b,doll_31.64 b,doll_31.64 b,doll_417.0 m,doll_31.64 b,doll_27.85 b,doll_31.64 b
hkdoll_246.68 b,"doll_224,130",doll_21.99 b,doll_31.60 b,doll_31.6 b,doll_415.4 m,doll_31.60 b,doll_27.89 b,doll_31.60 b
doll_31.56 b,"doll_276,659",doll_21.99 b,doll_31.59 b,doll_31.59 b,doll_406.7 m,doll_31.59 b,doll_27.90 b,doll_31.59 b
doll_cn¥200.96 b,"doll_284,094",doll_22.03 b,doll_31.58 b,doll_31.58 b,doll_406.3 m,doll_31.58 b,doll_28.91 b,doll_31.58 b
doll_¥3.870 t,"doll_304,146",doll_22.05 b,doll_31.56 b,doll_31.56 b,doll_405.3 m,doll_31.56 b,doll_28.93 b,doll_31.56 b
doll_31.60 b,"doll_319,171",doll_22.08 b,doll_31.49 b,doll_31.49 b,doll_402.8 m,doll_31.49 b,doll_29.06 b,doll_31.49 b
adoll_42.19 b,"doll_104,495",doll_22.16 b,doll_31.45 b,doll_31.45 b,doll_399.0 m,doll_31.45 b,doll_29.07 b,doll_31.45 b
doll_31.66 b,"doll_323,227",doll_22.17 b,doll_31.41 b,doll_31.41 b,doll_397.8 m,doll_31.41 b,doll_29.10 b,doll_31.41 b
doll_31.78 b,"doll_348,796",doll_22.21 b,doll_31.35 b,doll_31.35 b,doll_392.8 m,doll_31.35 b,doll_29.13 b,doll_31.35 b
doll_31.78 b,"doll_112,593",doll_22.25 b,doll_31.26 b,doll_31.26 b,doll_391.4 m,doll_31.26 b,doll_29.17 b,doll_31.26 b
doll_31.89 b,"doll_383,751",doll_22.26 b,doll_31.25 b,doll_31.25 b,doll_391.2 m,doll_31.25 b,doll_29.19 b,doll_31.25 b
doll_¥3.911 t,"doll_353,799",doll_22.28 b,doll_31.22 b,doll_31.22 b,doll_390.9 m,doll_31.22 b,doll_29.22 b,doll_31.22 b
hkdoll_250.55 b,doll_33.4 m,doll_22.30 b,doll_31.17 b,doll_31.17 b,doll_390.7 m,doll_31.17 b,doll_29.40 b,doll_31.17 b
doll_cn¥203.69 b,doll_33.5 m,doll_22.32 b,doll_31.15 b,doll_31.15 b,doll_385.7 m,doll_31.15 b,doll_29.40 b,doll_31.15 b
doll_32.04 b,doll_33.6 m,doll_22.33 b,doll_31.12 b,doll_31.12 b,doll_385.4 m,doll_31.12 b,doll_29.42 b,doll_31.12 b
rdoll_149.30 b,doll_35.2 m,doll_22.36 b,doll_31.04 b,doll_31.04 b,doll_384.6 m,doll_31.04 b,doll_29.42 b,doll_31.04 b
doll_32.07 b,doll_32.9 m,doll_22.38 b,doll_31.03 b,doll_31.03 b,doll_379.9 m,doll_31.03 b,doll_29.52 b,doll_31.03 b
doll_£24.55 b,doll_35.0 m,doll_22.42 b,doll_31.02 b,doll_31.02 b,doll_378.8 m,doll_31.02 b,doll_29.56 b,doll_31.02 b
hkdoll_252.23 b,doll_34.7 m,doll_22.42 b,doll_31.00 b,doll_31.0 b,doll_377.9 m,doll_31.00 b,doll_29.58 b,doll_31.00 b
sdoll_43.73 b,doll_35.9 m,doll_22.45 b,doll_31.00 b,doll_31.0 b,doll_377.6 m,doll_31.00 b,doll_29.58 b,doll_31.00 b
doll_cn¥205.57 b,doll_37.5 m,doll_22.48 b,doll_30.95 b,doll_30.95 b,0,doll_30.95 b,doll_29.65 b,doll_30.95 b
doll_€29.26 b,doll_38.3 m,doll_22.51 b,doll_30.93 b,doll_30.93 b,doll_373.9 m,doll_30.93 b,doll_29.81 b,doll_30.93 b
hkdoll_253.25 b,doll_37.6 m,doll_22.53 b,doll_30.91 b,doll_30.91 b,doll_373.8 m,doll_30.91 b,doll_29.82 b,doll_30.91 b
hkdoll_253.87 b,doll_38.0 m,doll_22.54 b,doll_30.83 b,doll_30.83 b,0,doll_30.83 b,doll_29.85 b,doll_30.83 b
hkdoll_254.52 b,doll_38.9 m,doll_22.56 b,doll_30.76 b,doll_30.76 b,doll_372.5 m,doll_30.76 b,doll_29.86 b,doll_30.76 b
doll_32.51 b,doll_38.5 m,doll_22.60 b,doll_30.70 b,doll_30.7 b,0,doll_30.70 b,doll_29.93 b,doll_30.70 b
doll_32.54 b,doll_41.8 m,doll_22.62 b,doll_30.69 b,doll_30.69 b,doll_368.9 m,doll_30.69 b,doll_29.94 b,doll_30.69 b
doll_32.71 b,doll_43.2 m,doll_22.63 b,doll_30.53 b,doll_30.53 b,doll_368.2 m,doll_30.53 b,doll_30.05 b,doll_30.53 b
doll_30.53 b,doll_44.5 m,doll_22.65 b,doll_30.53 b,doll_30.53 b,doll_367.8 m,doll_30.53 b,doll_30.10 b,doll_30.53 b
doll_cn¥177.70 b,doll_44.6 m,doll_22.65 b,doll_30.52 b,doll_30.52 b,0,doll_30.52 b,doll_30.16 b,doll_30.52 b
hkdoll_218.91 b,doll_44.3 m,doll_22.71 b,doll_30.51 b,doll_30.51 b,doll_365.0 m,doll_30.51 b,doll_30.23 b,doll_30.51 b
doll_฿938.89 b,doll_45.1 m,doll_22.73 b,doll_30.46 b,doll_30.46 b,doll_362.5 m,doll_30.46 b,doll_30.28 b,doll_30.46 b
doll_28.05 b,doll_46.2 m,doll_22.75 b,doll_30.45 b,doll_30.45 b,0,doll_30.45 b,doll_30.43 b,doll_30.45 b
doll_£21.44 b,doll_47.0 m,doll_22.77 b,doll_30.43 b,doll_30.43 b,0,doll_30.43 b,doll_30.45 b,doll_30.43 b
doll_€25.48 b,doll_45.2 m,doll_24.08 b,doll_30.28 b,doll_30.28 b,doll_359.7 m,doll_30.28 b,doll_30.46 b,doll_30.28 b
doll_cn¥179.68 b,doll_46.3 m,doll_24.08 b,doll_30.23 b,doll_30.23 b,doll_358.6 m,doll_30.23 b,doll_30.51 b,doll_30.23 b
doll_28.24 b,doll_26.54 b,doll_24.09 b,doll_30.16 b,doll_30.16 b,doll_358.4 m,doll_30.16 b,doll_30.52 b,doll_30.16 b
doll_£21.57 b,doll_26.56 b,doll_24.12 b,doll_30.10 b,doll_30.1 b,0,doll_30.10 b,doll_31.17 b,doll_30.10 b
doll_28.31 b,doll_26.66 b,doll_24.12 b,doll_30.05 b,doll_30.05 b,doll_355.9 m,doll_30.05 b,doll_31.22 b,doll_30.05 b
doll_28.52 b,doll_26.64 b,doll_24.18 b,doll_29.94 b,doll_29.94 b,doll_352.9 m,doll_29.94 b,doll_31.25 b,doll_29.94 b
adoll_38.06 b,doll_26.80 b,doll_24.30 b,doll_29.93 b,doll_29.93 b,0,doll_29.93 b,doll_31.26 b,doll_29.93 b
doll_€25.99 b,doll_26.72 b,doll_24.42 b,doll_29.86 b,doll_29.86 b,doll_350.0 m,doll_29.86 b,doll_31.35 b,doll_29.86 b
hkdoll_225.23 b,doll_26.91 b,doll_24.44 b,,doll_29.85 b,doll_347.2 m,,doll_31.41 b,doll_29.85 b
doll_28.90 b,doll_4.26 b,doll_24.45 b,doll_29.82 b,doll_29.82 b,doll_346.8 m,doll_29.82 b,doll_31.45 b,doll_29.82 b
doll_28.91 b,doll_26.92 b,doll_24.49 b,doll_29.81 b,doll_29.81 b,doll_346.3 m,doll_29.81 b,doll_31.49 b,doll_29.81 b
doll_cn¥184.09 b,doll_27.03 b,doll_24.60 b,,doll_29.65 b,doll_345.6 m,,doll_31.56 b,doll_29.65 b
doll_€26.30 b,doll_27.14 b,doll_24.61 b,doll_29.58 b,doll_29.58 b,doll_344.9 m,doll_29.58 b,doll_31.58 b,doll_29.58 b
doll_29.07 b,doll_27.26 b,doll_24.65 b,doll_29.58 b,doll_29.58 b,doll_344.1 m,doll_29.58 b,doll_31.59 b,doll_29.58 b
doll_cn¥185.15 b,doll_27.26 b,doll_24.79 b,doll_29.56 b,doll_29.56 b,doll_343.4 m,doll_29.56 b,doll_31.60 b,doll_29.56 b
cdoll_36.47 b,doll_27.26 b,doll_24.81 b,doll_29.52 b,doll_29.52 b,doll_343.4 m,doll_29.52 b,doll_31.64 b,doll_29.52 b
doll_€26.40 b,doll_27.30 b,doll_24.81 b,doll_29.42 b,doll_29.42 b,doll_341.2 m,doll_29.42 b,doll_31.66 b,doll_29.42 b
doll_€26.42 b,doll_3.89 b,doll_24.84 b,doll_29.42 b,doll_29.42 b,doll_341.0 m,doll_29.42 b,doll_31.78 b,doll_29.42 b
doll_¥3.579 t,doll_27.34 b,doll_24.87 b,doll_29.40 b,doll_29.4 b,doll_339.2 m,doll_29.40 b,doll_31.78 b,doll_29.40 b
doll_29.40 b,doll_27.49 b,doll_24.91 b,doll_29.40 b,doll_29.4 b,doll_336.4 m,doll_29.40 b,doll_31.89 b,doll_29.40 b
doll_29.40 b,doll_27.52 b,doll_24.92 b,doll_29.22 b,doll_29.22 b,doll_336.3 m,doll_29.22 b,doll_31.93 b,doll_29.22 b
doll_sr110.34 b,doll_27.45 b,doll_25.01 b,doll_29.19 b,doll_29.19 b,doll_336.1 m,doll_29.19 b,doll_31.98 b,doll_29.19 b
doll_29.42 b,doll_27.53 b,doll_25.03 b,doll_29.17 b,doll_29.17 b,0,doll_29.17 b,doll_32.01 b,doll_29.17 b
doll_29.52 b,doll_27.65 b,doll_25.04 b,doll_29.13 b,doll_29.13 b,doll_335.0 m,doll_29.13 b,doll_32.04 b,doll_29.13 b
doll_29.56 b,doll_34.31 b,doll_25.09 b,doll_29.10 b,doll_29.1 b,doll_333.4 m,doll_29.10 b,doll_32.05 b,doll_29.10 b
doll_29.58 b,doll_27.57 b,doll_25.15 b,doll_29.07 b,doll_29.07 b,doll_332.9 m,doll_29.07 b,doll_32.07 b,doll_29.07 b
twdoll_848.49 b,doll_27.99 b,doll_25.17 b,doll_29.06 b,doll_29.06 b,doll_330.3 m,doll_29.06 b,doll_32.19 b,doll_29.06 b
doll_€25.56 b,doll_34.18 b,doll_25.19 b,doll_28.93 b,doll_28.93 b,doll_328.7 m,doll_28.93 b,doll_32.20 b,doll_28.93 b
doll_€26.98 b,doll_34.50 b,doll_25.20 b,doll_28.91 b,doll_28.91 b,doll_325.6 m,doll_28.91 b,doll_32.23 b,doll_28.91 b
doll_29.82 b,doll_34.77 b,doll_25.21 b,doll_28.90 b,doll_28.9 b,doll_324.3 m,doll_28.90 b,doll_32.31 b,doll_28.90 b
doll_29.85 b,doll_28.06 b,doll_25.25 b,doll_28.75 b,doll_28.75 b,doll_322.6 m,doll_28.75 b,doll_32.32 b,doll_28.75 b
doll_sr112.01 b,doll_28.27 b,doll_25.26 b,doll_28.71 b,doll_28.71 b,doll_322.0 m,doll_28.71 b,doll_32.33 b,doll_28.71 b
doll_kr.201.43 b,doll_28.26 b,doll_25.26 b,doll_28.55 b,doll_28.55 b,doll_321.3 m,doll_28.55 b,doll_32.41 b,doll_28.55 b
doll_29.94 b,doll_28.28 b,doll_25.29 b,doll_28.52 b,doll_28.52 b,doll_320.1 m,doll_28.52 b,doll_32.49 b,doll_28.52 b
doll_€27.19 b,doll_28.53 b,doll_25.31 b,doll_28.31 b,doll_28.31 b,doll_315.8 m,doll_28.31 b,doll_32.51 b,doll_28.31 b
doll_30.10 b,doll_28.67 b,doll_25.34 b,doll_28.28 b,doll_28.28 b,doll_315.3 m,doll_28.28 b,doll_32.54 b,doll_28.28 b
doll_€27.30 b,doll_28.42 b,doll_25.41 b,doll_28.24 b,doll_28.24 b,doll_314.9 m,doll_28.24 b,doll_32.71 b,doll_28.24 b
doll_30.23 b,doll_28.47 b,doll_25.46 b,doll_28.24 b,doll_28.24 b,doll_312.9 m,doll_28.24 b,doll_33.47 b,doll_28.24 b
doll_¥3.709 t,doll_28.71 b,doll_25.54 b,doll_28.15 b,doll_28.15 b,doll_311.8 m,doll_28.15 b,doll_33.49 b,doll_28.15 b
doll_30.43 b,doll_28.85 b,doll_25.59 b,doll_28.11 b,doll_28.11 b,doll_311.3 m,doll_28.11 b,doll_33.64 b,doll_28.11 b
doll_30.45 b,doll_23.25 b,doll_25.73 b,doll_28.05 b,doll_28.05 b,doll_309.2 m,doll_28.05 b,doll_33.66 b,doll_28.05 b
doll_30.46 b,doll_23.22 b,doll_25.61 b,doll_28.00 b,doll_28.0 b,doll_307.5 m,doll_28.00 b,doll_33.68 b,doll_28.00 b
doll_£23.27 b,doll_28.64 b,doll_25.75 b,doll_27.94 b,doll_27.94 b,doll_307.5 m,doll_27.94 b,doll_33.69 b,doll_27.94 b
doll_£23.27 b,doll_23.38 b,doll_25.76 b,doll_27.93 b,doll_27.93 b,doll_307.5 m,doll_27.93 b,doll_33.73 b,doll_27.93 b
doll_27.91 b,doll_23.37 b,doll_25.82 b,doll_27.91 b,doll_27.91 b,doll_307.3 m,doll_27.91 b,doll_33.73 b,doll_27.91 b
doll_26.09 b,doll_23.38 b,doll_25.83 b,doll_27.90 b,doll_27.9 b,doll_306.4 m,doll_27.90 b,doll_33.95 b,doll_27.90 b
doll_cn¥166.26 b,doll_23.41 b,doll_26.00 b,doll_27.89 b,doll_27.89 b,doll_305.4 m,doll_27.89 b,doll_34.01 b,doll_27.89 b
doll_26.18 b,doll_23.62 b,doll_26.04 b,doll_27.85 b,doll_27.85 b,doll_304.3 m,doll_27.85 b,doll_34.06 b,doll_27.85 b
doll_chf24.27 b,doll_23.58 b,doll_26.05 b,doll_27.81 b,doll_27.81 b,doll_304.1 m,doll_27.81 b,doll_34.11 b,doll_27.81 b
cdoll_32.92 b,doll_23.44 b,doll_26.13 b,doll_27.80 b,doll_27.8 b,0,doll_27.80 b,doll_34.13 b,doll_27.80 b
doll_26.38 b,doll_23.80 b,doll_26.18 b,doll_27.67 b,doll_27.67 b,doll_302.2 m,doll_27.67 b,doll_34.22 b,doll_27.67 b
doll_¥3.232 t,doll_23.84 b,doll_26.22 b,doll_27.65 b,doll_27.65 b,doll_300.5 m,doll_27.65 b,doll_34.24 b,doll_27.65 b
doll_€23.88 b,doll_23.73 b,doll_26.29 b,doll_27.63 b,doll_27.63 b,0,doll_27.63 b,doll_34.39 b,doll_27.63 b
cdoll_33.05 b,doll_23.87 b,doll_26.38 b,doll_27.58 b,doll_27.58 b,doll_294.4 m,doll_27.58 b,doll_34.40 b,doll_27.58 b
doll_26.41 b,doll_23.84 b,doll_26.38 b,doll_27.46 b,doll_27.46 b,doll_292.5 m,doll_27.46 b,doll_34.44 b,doll_27.46 b
doll_26.52 b,doll_24.36 b,doll_26.38 b,doll_27.37 b,doll_27.37 b,doll_291.7 m,doll_27.37 b,doll_34.49 b,doll_27.37 b
doll_€24.03 b,doll_24.31 b,doll_26.40 b,doll_27.35 b,doll_27.35 b,doll_291.5 m,doll_27.35 b,doll_34.58 b,doll_27.35 b
doll_26.56 b,doll_24.47 b,doll_26.41 b,doll_27.34 b,doll_27.34 b,doll_290.7 m,doll_27.34 b,doll_34.64 b,doll_27.34 b
doll_26.59 b,doll_24.60 b,doll_26.52 b,doll_27.33 b,doll_27.33 b,doll_290.0 m,doll_27.33 b,doll_34.66 b,doll_27.33 b
doll_26.66 b,doll_24.58 b,doll_26.55 b,doll_27.33 b,doll_27.33 b,doll_288.7 m,doll_27.33 b,doll_34.73 b,doll_27.33 b
doll_26.68 b,doll_24.58 b,doll_26.56 b,doll_27.29 b,doll_27.29 b,doll_286.6 m,doll_27.29 b,doll_34.84 b,doll_27.29 b
doll_kr250.38 b,doll_30.46 b,doll_26.59 b,doll_27.29 b,doll_27.29 b,doll_286.5 m,doll_27.29 b,doll_34.89 b,doll_27.29 b
doll_€24.24 b,doll_24.69 b,doll_26.66 b,doll_27.26 b,doll_27.26 b,doll_285.6 m,doll_27.26 b,doll_34.92 b,doll_27.26 b
doll_cn¥170.54 b,doll_30.59 b,doll_26.68 b,doll_27.25 b,doll_27.25 b,doll_285.5 m,doll_27.25 b,doll_34.94 b,doll_27.25 b
doll_kr251.36 b,doll_24.96 b,doll_26.71 b,doll_27.24 b,doll_27.24 b,0,doll_27.24 b,doll_35.04 b,doll_27.24 b
doll_¥3.293 t,doll_25.44 b,doll_26.78 b,doll_27.22 b,doll_27.22 b,doll_284.3 m,doll_27.22 b,doll_35.12 b,doll_27.22 b
doll_26.94 b,doll_31.27 b,doll_26.80 b,doll_27.14 b,doll_27.14 b,doll_281.1 m,doll_27.14 b,doll_35.13 b,doll_27.14 b
doll_cn¥171.46 b,doll_4.00 b,doll_26.82 b,doll_27.13 b,doll_27.13 b,doll_276.8 m,doll_27.13 b,doll_35.19 b,doll_27.13 b
doll_cn¥171.48 b,doll_25.56 b,doll_26.88 b,doll_27.09 b,doll_27.09 b,doll_276.8 m,doll_27.09 b,doll_35.20 b,doll_27.09 b
doll_26.98 b,doll_31.68 b,doll_26.94 b,doll_27.08 b,doll_27.08 b,doll_275.4 m,doll_27.08 b,doll_35.21 b,doll_27.08 b
doll_chf25.06 b,doll_25.82 b,doll_26.95 b,doll_26.98 b,doll_26.98 b,0,doll_26.98 b,doll_35.24 b,doll_26.98 b
doll_27.09 b,doll_25.60 b,doll_26.95 b,doll_26.95 b,doll_26.95 b,doll_274.0 m,doll_26.95 b,doll_36.61 b,doll_26.95 b
twdoll_778.17 b,doll_25.84 b,doll_26.98 b,doll_26.95 b,doll_26.95 b,doll_272.8 m,doll_26.95 b,doll_36.67 b,doll_26.95 b
doll_₽2.327 t,doll_26.01 b,doll_27.08 b,doll_26.94 b,doll_26.94 b,doll_272.1 m,doll_26.94 b,doll_36.72 b,doll_26.94 b
doll_27.22 b,doll_25.89 b,doll_27.09 b,doll_26.88 b,doll_26.88 b,doll_271.7 m,doll_26.88 b,doll_36.74 b,doll_26.88 b
doll_cn¥173.31 b,doll_31.93 b,doll_27.13 b,doll_26.82 b,doll_26.82 b,doll_267.5 m,doll_26.82 b,doll_36.89 b,doll_26.82 b
doll_cn¥173.38 b,doll_26.13 b,doll_27.14 b,doll_26.80 b,doll_26.8 b,0,doll_26.80 b,doll_36.90 b,doll_26.80 b
doll_¥3.340 t,doll_3.72 b,doll_27.22 b,doll_26.78 b,doll_26.78 b,doll_266.2 m,doll_26.78 b,doll_36.90 b,doll_26.78 b
doll_27.29 b,doll_26.10 b,doll_27.24 b,doll_26.71 b,doll_26.71 b,doll_265.8 m,doll_26.71 b,doll_36.99 b,doll_26.71 b
doll_€24.70 b,doll_4.11 b,doll_27.25 b,doll_26.68 b,doll_26.68 b,doll_265.7 m,doll_26.68 b,doll_37.05 b,doll_26.68 b
doll_cn¥173.87 b,doll_26.15 b,doll_27.26 b,doll_26.66 b,doll_26.66 b,doll_265.6 m,doll_26.66 b,doll_37.08 b,doll_26.66 b
doll_27.33 b,doll_26.23 b,doll_27.29 b,,doll_26.59 b,doll_265.1 m,,doll_37.36 b,doll_26.59 b
doll_27.34 b,doll_20.80 b,doll_27.29 b,doll_26.56 b,doll_26.56 b,doll_264.8 m,doll_26.56 b,doll_37.38 b,doll_26.56 b
doll_€24.75 b,doll_20.82 b,doll_27.33 b,doll_26.55 b,doll_26.55 b,doll_264.7 m,doll_26.55 b,doll_37.51 b,doll_26.55 b
doll_27.37 b,doll_20.85 b,doll_27.33 b,doll_26.52 b,doll_26.52 b,doll_264.5 m,doll_26.52 b,doll_37.51 b,doll_26.52 b
doll_€24.85 b,doll_20.99 b,doll_27.34 b,doll_26.41 b,doll_26.41 b,doll_263.9 m,doll_26.41 b,doll_37.55 b,doll_26.41 b
doll_€24.96 b,doll_21.00 b,doll_27.35 b,doll_26.40 b,doll_26.4 b,doll_262.6 m,doll_26.40 b,doll_37.73 b,doll_26.40 b
doll_27.63 b,doll_20.99 b,doll_27.37 b,doll_26.38 b,doll_26.38 b,doll_261.1 m,doll_26.38 b,doll_37.79 b,doll_26.38 b
doll_€25.03 b,doll_21.03 b,doll_27.46 b,doll_26.38 b,doll_26.38 b,doll_260.5 m,doll_26.38 b,doll_37.82 b,doll_26.38 b
doll_27.67 b,doll_21.05 b,doll_27.58 b,doll_26.38 b,doll_26.38 b,doll_258.3 m,doll_26.38 b,doll_37.93 b,doll_26.38 b
doll_chf25.73 b,doll_21.05 b,doll_27.63 b,doll_26.29 b,doll_26.29 b,doll_257.4 m,doll_26.29 b,doll_38.00 b,doll_26.29 b
sdoll_37.73 b,doll_21.11 b,doll_27.65 b,doll_26.22 b,doll_26.22 b,0,doll_26.22 b,doll_38.01 b,doll_26.22 b
cdoll_34.87 b,doll_21.17 b,doll_27.67 b,doll_26.18 b,doll_26.18 b,doll_253.7 m,doll_26.18 b,doll_38.13 b,doll_26.18 b
doll_€25.25 b,doll_21.17 b,doll_27.80 b,doll_26.13 b,doll_26.13 b,doll_253.1 m,doll_26.13 b,doll_38.15 b,doll_26.13 b
doll_27.90 b,doll_21.23 b,doll_27.81 b,doll_26.09 b,doll_26.09 b,0,doll_26.09 b,doll_38.16 b,doll_26.09 b
doll_cn¥156.84 b,doll_21.44 b,doll_27.85 b,doll_26.05 b,doll_26.05 b,doll_249.6 m,doll_26.05 b,doll_38.25 b,doll_26.05 b
doll_24.79 b,doll_26.29 b,doll_27.89 b,doll_26.04 b,doll_26.04 b,doll_248.4 m,doll_26.04 b,doll_38.39 b,doll_26.04 b
doll_24.81 b,doll_21.47 b,doll_27.90 b,doll_26.00 b,doll_26.0 b,doll_247.5 m,doll_26.00 b,doll_38.69 b,doll_26.00 b
doll_24.81 b,doll_21.47 b,doll_22.78 b,doll_25.83 b,doll_25.83 b,doll_247.5 m,doll_25.83 b,doll_38.90 b,doll_25.83 b
doll_24.84 b,doll_21.54 b,doll_22.78 b,doll_25.82 b,doll_25.82 b,doll_247.3 m,doll_25.82 b,doll_39.00 b,doll_25.82 b
doll_24.87 b,doll_21.62 b,doll_22.83 b,doll_25.76 b,doll_25.76 b,doll_246.9 m,doll_25.76 b,doll_39.03 b,doll_25.76 b
doll_24.91 b,doll_21.60 b,doll_22.86 b,doll_25.75 b,doll_25.75 b,doll_246.6 m,doll_25.75 b,doll_39.29 b,doll_25.75 b
doll_24.92 b,doll_21.64 b,doll_22.87 b,doll_25.73 b,doll_25.73 b,doll_245.5 m,doll_25.73 b,doll_39.34 b,doll_25.73 b
doll_€21.57 b,doll_21.65 b,doll_22.94 b,doll_25.61 b,doll_25.61 b,doll_245.5 m,doll_25.61 b,doll_39.56 b,doll_25.61 b
doll_25.03 b,doll_21.82 b,doll_22.96 b,doll_25.59 b,doll_25.59 b,doll_245.0 m,doll_25.59 b,doll_39.71 b,doll_25.59 b
doll_25.04 b,doll_21.72 b,doll_23.00 b,doll_25.54 b,doll_25.54 b,doll_244.3 m,doll_25.54 b,doll_40.83 b,doll_25.54 b
doll_25.09 b,doll_22.00 b,doll_23.04 b,doll_25.46 b,doll_25.46 b,doll_244.2 m,doll_25.46 b,doll_40.87 b,doll_25.46 b
doll_kr235.73 b,doll_21.71 b,doll_23.09 b,doll_25.41 b,doll_25.41 b,doll_243.9 m,doll_25.41 b,doll_41.16 b,doll_25.41 b
hkdoll_197.20 b,doll_3.47 b,doll_23.13 b,doll_25.34 b,doll_25.34 b,doll_243.8 m,doll_25.34 b,doll_41.25 b,doll_25.34 b
doll_€22.80 b,doll_21.88 b,doll_23.16 b,doll_25.31 b,doll_25.31 b,doll_243.4 m,doll_25.31 b,doll_41.27 b,doll_25.31 b
doll_25.20 b,doll_22.05 b,doll_23.18 b,doll_25.29 b,doll_25.29 b,doll_240.2 m,doll_25.29 b,doll_41.47 b,doll_25.29 b
hkdoll_197.49 b,doll_22.14 b,doll_23.20 b,doll_25.26 b,doll_25.26 b,doll_239.9 m,doll_25.26 b,doll_41.54 b,doll_25.26 b
doll_25.25 b,doll_22.17 b,doll_23.26 b,doll_25.26 b,doll_25.26 b,doll_238.2 m,doll_25.26 b,doll_41.60 b,doll_25.26 b
doll_25.26 b,doll_22.16 b,doll_23.27 b,doll_25.25 b,doll_25.25 b,doll_238.0 m,doll_25.25 b,doll_41.82 b,doll_25.25 b
doll_cn¥160.76 b,doll_22.15 b,doll_23.29 b,doll_25.21 b,doll_25.21 b,doll_237.2 m,doll_25.21 b,doll_41.91 b,doll_25.21 b
hkdoll_198.12 b,doll_27.46 b,doll_23.34 b,doll_25.20 b,doll_25.2 b,doll_232.9 m,doll_25.20 b,doll_41.93 b,doll_25.20 b
doll_chf23.43 b,doll_3.21 b,doll_23.35 b,doll_25.19 b,doll_25.19 b,doll_232.6 m,doll_25.19 b,doll_41.98 b,doll_25.19 b
doll_25.34 b,doll_22.46 b,doll_23.35 b,doll_25.17 b,doll_25.17 b,doll_231.8 m,doll_25.17 b,doll_42.03 b,doll_25.17 b
twdoll_728.69 b,doll_22.54 b,doll_23.40 b,doll_25.15 b,doll_25.15 b,doll_230.6 m,doll_25.15 b,doll_42.22 b,doll_25.15 b
doll_25.46 b,doll_22.55 b,doll_23.42 b,doll_25.09 b,doll_25.09 b,doll_230.4 m,doll_25.09 b,doll_42.25 b,doll_25.09 b
doll_₹1.940 t,doll_19.05 b,doll_23.43 b,doll_25.04 b,doll_25.04 b,doll_229.9 m,doll_25.04 b,doll_42.39 b,doll_25.04 b
rdoll_119.22 b,doll_19.09 b,doll_23.44 b,doll_25.03 b,doll_25.03 b,doll_228.9 m,doll_25.03 b,doll_42.49 b,doll_25.03 b
doll_¥3.137 t,doll_19.30 b,doll_23.44 b,,doll_25.01 b,doll_228.8 m,,doll_42.53 b,doll_25.01 b
doll_25.73 b,doll_19.31 b,doll_23.45 b,doll_24.92 b,doll_24.92 b,doll_228.7 m,doll_24.92 b,doll_42.65 b,doll_24.92 b
doll_25.75 b,doll_19.31 b,doll_23.46 b,doll_24.91 b,doll_24.91 b,doll_228.4 m,doll_24.91 b,doll_42.66 b,doll_24.91 b
doll_25.76 b,doll_19.32 b,doll_23.47 b,doll_24.87 b,doll_24.87 b,doll_225.7 m,doll_24.87 b,doll_42.68 b,doll_24.87 b
doll_€23.37 b,doll_19.37 b,doll_23.51 b,doll_24.84 b,doll_24.84 b,doll_225.2 m,doll_24.84 b,doll_42.81 b,doll_24.84 b
doll_25.83 b,doll_19.34 b,doll_23.51 b,doll_24.81 b,doll_24.81 b,doll_224.6 m,doll_24.81 b,doll_42.84 b,doll_24.81 b
doll_¥3.185 t,doll_19.33 b,doll_23.55 b,doll_24.81 b,doll_24.81 b,doll_224.5 m,doll_24.81 b,doll_42.88 b,doll_24.81 b
doll_€23.56 b,doll_19.40 b,doll_23.57 b,doll_24.79 b,doll_24.79 b,doll_223.1 m,doll_24.79 b,doll_42.91 b,doll_24.79 b
doll_26.05 b,doll_23.94 b,doll_23.59 b,doll_24.65 b,doll_24.65 b,doll_222.6 m,doll_24.65 b,doll_43.09 b,doll_24.65 b
twdoll_689.65 b,doll_19.54 b,doll_23.64 b,doll_24.61 b,doll_24.61 b,0,doll_24.61 b,doll_43.10 b,doll_24.61 b
doll_€21.79 b,doll_19.60 b,doll_23.65 b,doll_24.60 b,doll_24.6 b,doll_220.5 m,doll_24.60 b,doll_43.21 b,doll_24.60 b
doll_24.08 b,doll_19.61 b,doll_23.73 b,doll_24.49 b,doll_24.49 b,doll_220.3 m,doll_24.49 b,doll_43.38 b,doll_24.49 b
