link,name,industry,founded,country,ceo,employees,revenue
https://www.forbes.com/companies/moderna,Moderna,Drugs & Biotechnology,2010,United States,Stéphane Bancel,"2,700",$18.4B
https://www.forbes.com/companies/woolworths,Woolworths,Food Markets,1924,Australia,Bradford Banducci,"210,067",$38.8B
https://www.forbes.com/companies/anhui-conch-cement,Anhui Conch Cement,Construction,1997,China,Qun Feng Li,"46,714",$26B
https://www.forbes.com/companies/adobe,Adobe,"IT, Internet, Software & Services",1982,United States,Shantanu Narayen,"25,988",$16.1B
https://www.forbes.com/companies/hartford-financial-services,Hartford Financial Services,Insurance,1810,United States,Christopher J. Swift,"18,100",$22.4B
https://www.forbes.com/companies/state-street,State Street,Diversified Financials,1792,United States,Ronald Philip O'Hanley III,"38,784",$11.5B
https://www.forbes.com/companies/al-rajhi-bank,Al Rajhi Bank,Banking,1957,Saudi Arabia,Walid bin Abdullah Al-Moqbel,"9,300",$6.7B
https://www.forbes.com/companies/power-construction-corporation-of-china,Power Construction Corporation of China,Construction,2009,China,Hong Shui Sun,"132,125",$70.3B
https://www.forbes.com/companies/shin-etsu-chemical,Shin-Etsu Chemical,Chemicals,1926,Japan,Chihiro Kanagawa,"24,069",$17.2B
https://www.forbes.com/companies/fiserv,Fiserv,Business Services & Supplies,1984,United States,Frank J. Bisignano,"26,000",$16.2B
https://www.forbes.com/companies/regeneron-pharmaceuticals,Regeneron Pharmaceuticals,Drugs & Biotechnology,1988,United States,Leonard S. Schleifer,"10,000",$16.1B
https://www.forbes.com/companies/eneos-holdings,ENEOS Holdings,Oil & Gas Operations,2010,Japan,Tsutomu Sugimori,"40,753",$90.3B
https://www.forbes.com/companies/tata-consultancy-services,Tata Consultancy Services,IT Software & Services,1968,India,Rajesh Gopinathan,"592,195",$25.7B
https://www.forbes.com/companies/sompo,Sompo,Insurance,2010,Japan,Kengo Sakurada,"48,115",$35.7B
https://www.forbes.com/companies/omv-group,OMV Group,Oil & Gas Operations,1956,Austria,Alfred Stern,"22,434",$42B
https://www.forbes.com/companies/swiss-life-holding,Swiss Life Holding,Insurance,1857,Switzerland,Patrick Frost,"10,000",$23.5B
https://www.forbes.com/companies/bank-of-shanghai,Bank Of Shanghai,Banking,1995,China,Youlian Hu,"12,932",$15.9B
https://www.forbes.com/companies/american-tower,American Tower,"Telecommunications Services, Cable Supplier",1995,United States,Thomas A. Bartlett,"2,291",$9.4B
https://www.forbes.com/companies/pioneer-natural-resources,Pioneer Natural Resources,Oil & Gas Operations,1997,United States,Scott Douglas Sheffield,"1,932",$17.9B
https://www.forbes.com/companies/sun-hung-kai-properties,Sun Hung Kai Properties,Construction,1963,Hong Kong,Ping Luen Kwok,"38,500",$10.3B
https://www.forbes.com/companies/wanhua-chemical-group,Wanhua Chemical Group,Chemicals,1998,China,Guang Wu Kou,"19,692",$22.4B
https://www.forbes.com/companies/sampo,Sampo,Insurance,1909,Finland,Torbjörn Magnusson,"13,340",$15.9B
https://www.forbes.com/companies/china-merchants-shekou-industrial-zone-holdings,China Merchants Shekou Industrial Zone Holdings,Construction,Not found,China,Tie Feng Jiang,"54,735",$23.4B
https://www.forbes.com/companies/haier-smart-home,Haier Smart Home,Consumer Durables,1984,China,Hua Gang Li,"104,874",$35.2B
https://www.forbes.com/companies/eaton,Eaton,Capital Goods,1911,Ireland,Craig Arnold,"85,947",$19.6B
https://www.forbes.com/companies/sk,SK,Oil & Gas Operations,1962,South Korea,"Tae-Won Chey, Dong-Hyun Jang","4,448",$85.9B
https://www.forbes.com/companies/johnson-controls-international,Johnson Controls International,Business Services & Supplies,1885,Ireland,George R. Oliver,"101,000",$24.2B
https://www.forbes.com/companies/jbs,JBS,"Food, Drink & Tobacco",1953,Brazil,Gilberto Tomazoni,"250,000",$65B
https://www.forbes.com/companies/saudi-telecom,Saudi Telecom,Telecommunications Services,1998,Saudi Arabia,Olayan Mohammed Al-Wetaid,"23,780",$16.9B
https://www.forbes.com/companies/jardine-matheson,Jardine Matheson,Conglomerates,1832,Bermuda,John Raymond Witt,"400,000",$35.9B
https://www.forbes.com/companies/canadian-national-railway,Canadian National Railway,Transportation,1832,Canada,Tracy A. Robinson,"22,604",$11.5B
https://www.forbes.com/companies/stryker,Stryker,Health Care Equipment & Services,1941,United States,Kevin A. Lobo,"25,000",$17.1B
https://www.forbes.com/companies/nokia,Nokia,"Telecommunications Services, Cable Supplier",1865,Finland,Pekka Ilmari Lundmark,"87,900",$26.2B
https://www.forbes.com/companies/mitsubishi-electric,Mitsubishi Electric,Capital Goods,1921,Japan,Takeshi Sugiyama,"145,653",$40.3B
https://www.forbes.com/companies/nissan-motor,Nissan Motor,Consumer Durables,1933,Japan,Makoto Uchida,"132,324",$79.2B
https://www.forbes.com/companies/tata-steel,Tata Steel,Materials,1907,India,Thachat Viswanath Narendran,"73,962",$31.1B
https://www.forbes.com/companies/heineken,Heineken,"Food, Drink & Tobacco",1864,Netherlands,Jean-François M. L. van Boxmeer,"82,257",$25.9B
https://www.forbes.com/companies/bae-systems,BAE Systems,Aerospace & Defense,1999,United Kingdom,Charles Nicolas Woodburn,"34,000",$26.8B
https://www.forbes.com/companies/etisalat,Etisalat,Telecommunications Services,2004,United Arab Emirates,Hatem Mohamed Galal Ahmed Dowidar,"19,588",$14.5B
https://www.forbes.com/companies/bt-group,BT Group,"Telecommunications Services, Cable Supplier",1980,United Kingdom,Philip Eric Rene,"100,000",$28.8B
https://www.forbes.com/companies/ctbc-financial,CTBC Financial,Banking,1966,Taiwan,Yi Kuei Wu,"21,159",$14.9B
https://www.forbes.com/companies/novatek,Novatek,Oil & Gas Operations,1994,Russia,Leonid Viktorovich Mikhelson,Not found,$15.4B
https://www.forbes.com/companies/greenland-holdings-group,Greenland Holdings Group,Construction,Not found,China,Xin She Lu,"86,251",$84.5B
https://www.forbes.com/companies/rwe-group,RWE Group,Utilities,1898,Germany,Markus Krebber,"18,246",$29B
https://www.forbes.com/companies/daikin-industries,Daikin Industries,"Engineering, Manufacturing",1924,Japan,Masanori Togawa,"88,000",$26.9B
https://www.forbes.com/companies/aegon,Aegon,Insurance,1844,Netherlands,Eilard Friese,"22,271",$26.3B
https://www.forbes.com/companies/baidu,Baidu,IT Software & Services,2000,China,Yan Hong Li,"45,500",$19.3B
https://www.forbes.com/companies/ericsson,Ericsson,Technology Hardware & Equipment,1876,Sweden,Erik Börje Ekholm,"101,322",$27B
https://www.forbes.com/companies/canon,Canon,Business Services & Supplies,1937,Japan,Fujio Mitarai,"184,034",$32B
https://www.forbes.com/companies/lennar,Lennar,Construction,1954,United States,Rick Beckwitt Jon Jaffe,"10,753",$28.4B
https://www.forbes.com/companies/bank-of-nanjing,Bank of Nanjing,Banking,1996,China,Sheng Rong Hu,"13,592",$12.2B
https://www.forbes.com/companies/philips,Philips,Health Care Equipment & Services,1891,Netherlands,Frans van Houten,"78,189",$20.3B
https://www.forbes.com/companies/keurig-dr-pepper,Keurig Dr Pepper,"Food, Drink & Tobacco",2018,United States,Robert James Gamgort,"27,500",$12.7B
https://www.forbes.com/companies/china-yangtze-power,China Yangtze Power,Utilities,2002,China,Guo Qing Chen,"4,036",$8.5B
https://www.forbes.com/companies/dnb-bank,DNB Bank,Banking,2003,Norway,Kjerstin Elisabeth Braathen,"9,659",$7.8B
https://www.forbes.com/companies/emerson-electric,Emerson Electric,Capital Goods,1890,United States,Lal Karsanbhai,"86,700",$18.5B
https://www.forbes.com/companies/imperial-brands,Imperial Brands,"Food, Drink & Tobacco",1901,United Kingdom,Stefan Bomhard,"30,300",$22.7B
https://www.forbes.com/companies/boeing,Boeing,Aerospace & Defense,1916,United States,David L. Calhoun,"142,000",$62.3B
https://www.forbes.com/companies/general-mills,General Mills,"Food, Soft Beverages, Alcohol & Tobacco",1866,United States,Jeffrey L. Harmening,"15,000",$18.6B
https://www.forbes.com/companies/axis-bank,Axis Bank,Banking,1993,India,Amitabh Chaudhry MBA,"78,307",$11.4B
https://www.forbes.com/companies/national-bank-of-canada,National Bank of Canada,Banking and Financial Services,1979,Canada,Laurent Ferreira,"21,000",$9B
https://www.forbes.com/companies/estee-lauder,The Estée Lauder Companies,Media & Advertising,1946,United States,Fabrizio Freda,"63,000",$17.8B
https://www.forbes.com/companies/cnh-industrial,CNH Industrial,Capital Goods,1996,United Kingdom,Scott Wellington Wine,"71,895",$33.4B
https://www.forbes.com/companies/fairfax-financial,Fairfax Financial,Insurance,1951,Canada,Vivian Prem Watsa,"39,040",$23.6B
https://www.forbes.com/companies/adidas,Adidas,"Clothing, Shoes, Sports Equipment",1949,Germany,Kasper Bo Rørsted,"61,401",$25.1B
https://www.forbes.com/companies/michelin-group,Michelin Group,Automotive (Automotive and Suppliers),1889,France,Florent Menegaux,"124,000",$28.1B
https://www.forbes.com/companies/norfolk-southern,Norfolk Southern,Transportation,1883,United States,Alan H. Shaw,"18,100",$11.1B
https://www.forbes.com/companies/principal-financial-group,Principal Financial Group,Banking and Financial Services,1879,United States,Daniel J. Houston,"18,500",$14.3B
https://www.forbes.com/companies/sempra,Sempra,Oil & Gas Operations,1998,United States,Jeffrey W. Martin,"15,390",$13.1B
https://www.forbes.com/companies/fortum,Fortum,Utilities,1998,Finland,Markus Erdem Rauramo,"19,140",$132.9B
https://www.forbes.com/companies/grupo-mexico,Grupo Mexico,Materials,1942,Mexico,Germán Larrea Mota-Velasco,"29,707",$14.8B
https://www.forbes.com/companies/dr-horton,D.R. Horton,Construction,1978,United States,David V. Auld,"11,788",$28.9B
https://www.forbes.com/companies/l3harris-technologies,L3Harris Technologies,Aerospace & Defense,2019,United States,Christopher Eugene Kubasik,"42,240",$17.8B
https://www.forbes.com/companies/naspers,Naspers,Media,1915,South Africa,Robert van Dijk,"28,445",$7B
https://www.forbes.com/companies/standard-bank-group,Standard Bank Group,Banking,1862,South Africa,Simpiwe Kenneth Tshabalala,"49,224",$15.9B
https://www.forbes.com/companies/tc-energy,TC Energy,Oil & Gas Operations,1951,Canada,Francois L. Poirier,"7,017",$10.5B
https://www.forbes.com/companies/norilsk-nickel,Norilsk Nickel,Materials,1993,Russia,Vladimir Olegovich Potanin,Not found,$17.8B
https://www.forbes.com/companies/naturgy-energy-group,Naturgy Energy Group,Oil & Gas Operations,1843,Spain,Francisco Miguel Reynés Massanet,"7,366",$26.2B
https://www.forbes.com/companies/waste-management,Waste Management,Utilities,1971,Canada,Jim Fish,"48,500",$17.9B
https://www.forbes.com/companies/henkel,Henkel,Household & Personal Products,1876,Germany,Carsten Knobel,"52,450",$23.7B
https://www.forbes.com/companies/mediatek,MediaTek,Semiconductors,1997,Taiwan,Li Hsing Tsai,Not found,$17.7B
https://www.forbes.com/companies/recruit-holdings,Recruit Holdings ,Business Services & Supplies,1960,Japan,Hisayuki Idekoba,"46,800",$24.8B
https://www.forbes.com/companies/hengli-petrochemical,Hengli Petrochemical,Capital Goods,1999,China,Hong Wei Fan,"35,650",$30.2B
https://www.forbes.com/companies/xcel-energy,Xcel Energy,Utilities,1909,United States,Robert Frenzel,"11,321",$13.4B
https://www.forbes.com/companies/corteva,Corteva,Chemicals,2019,United States,Chuck Magro,"21,000",$15.7B
https://www.forbes.com/companies/synchrony-financial,Synchrony Financial,Business Services & Supplies,2003,United States,Brian Doubles,"18,000",$11.4B
https://www.forbes.com/companies/toyota-tsusho,Toyota Tsusho,Trading Companies,1948,Japan,Ichiro Kashitani,"64,402",$69.5B
https://www.forbes.com/companies/toyota-industries,Toyota Industries,Consumer Durables,1926,Japan,Tetsuro Toyoda,"66,947",$23.3B
https://www.forbes.com/companies/astrazeneca,AstraZeneca,Drugs & Biotechnology,1999,United Kingdom,Pascal Soriot MBA,"83,100",$38.7B
https://www.forbes.com/companies/sunac-china-holdings,Sunac China Holdings,Construction,2003,China,Meng De Wang,"64,436",$38.5B
https://www.forbes.com/companies/china-evergrande-group,China Evergrande Group,Construction,2006,China,Hai Jun Xia,"123,276",$70.4B
https://www.forbes.com/companies/bridgestone,Bridgestone,Consumer Durables,1931,Japan,Shuichi Ishibashi,"135,636",$29.5B
https://www.forbes.com/companies/emirates-nbd,Emirates NBD,Banking,1963,United Arab Emirates,Shayne Kieth Nelson,"9,825",$8.6B
https://www.forbes.com/companies/daiwa-house-industry,Daiwa House Industry,Construction,1947,Japan,Keiichi Yoshii,"48,807",$38.9B
https://www.forbes.com/companies/jd,JD.com,Retailing,1998,China,Lei Xu,"298,717",$147.6B
https://www.forbes.com/companies/kinder-morgan,Kinder Morgan,"Construction, Oil & Gas Operations, Mining and Chemicals",1997,United States,Steven J. Kean,"11,000",$16.6B
https://www.forbes.com/companies/china-national-building,China National Building,Construction,2005,China,Zhi Ping Song,"153,109",$42.6B
https://www.forbes.com/companies/fifth-third-bank,Fifth Third Bank,Banking,1858,United States,Greg D. Carmichael,"19,112",$8.3B
https://www.forbes.com/companies/firstrand,FirstRand,Diversified Financials,1966,South Africa,Alan Patrick Pullinger,"47,771",$10.2B
https://www.forbes.com/companies/carrefour,Carrefour,Retail and Wholesale,1959,France,Alexandre Bompard,"321,000",$87.8B
https://www.forbes.com/companies/fujitsu,Fujitsu,Technology Hardware & Equipment,1935,Japan,Takahito Tokita,"126,371",$32.8B
https://www.forbes.com/companies/seb-ab,SEB AB,Banking,1972,Sweden,Johan Torgeby,"15,500",$7.6B
https://www.forbes.com/companies/surgutneftegas,Surgutneftegas,Oil & Gas Operations,1990,Russia,Vladimir Leonidovich Bogdanov,"116,000",$19.3B
https://www.forbes.com/companies/new-china-life-insurance,New China Life Insurance,Insurance,1996,China,Quan Li,"34,434",$34.4B
https://www.forbes.com/companies/barrick-gold,Barrick Gold,Materials,1983,Canada,Dennis Mark Bristow,"21,869",$11.9B
https://www.forbes.com/companies/dsv-panalpina,DSV Panalpina,Transportation,1976,Denmark,Jens Bjørn Andersen,"77,958",$29B
https://www.forbes.com/companies/talanx,Talanx,Insurance,1990,Germany,Torsten Leue,"23,954",$51.7B
https://www.forbes.com/companies/vodafone,Vodafone,"Telecommunications Services, Cable Supplier",1984,United Kingdom,Nicholas Jonathan Read,"104,000",$53.6B
https://www.forbes.com/companies/nintendo,Nintendo,Consumer Durables,1889,Japan,Shuntaro Furukawa,"6,574",$15.2B
https://www.forbes.com/companies/hana-financial,Hana Financial Group,Banking,2005,South Korea,Ham Young-Joo,"21,997",$13.7B
https://www.forbes.com/companies/hyundai-mobis,Hyundai Mobis,Capital Goods,1977,South Korea,Eui-Sun Chung,"10,835",$36.4B
https://www.forbes.com/companies/ntpc,NTPC,Utilities,1975,India,Gurdeep Singh,"119,383",$17B
https://www.forbes.com/companies/maybank,Maybank,Banking and Financial Services,1960,Malaysia,Khairussaleh Ramli,"46,000",$9.2B
https://www.forbes.com/companies/cme-group,CME Group,Diversified Financials,1898,United States,Terrence A. Duffy,"3,480",$4.7B
https://www.forbes.com/companies/taqa,TAQA,Utilities,2005,United Arab Emirates,Jasim Husain Ahmed Thabet,Not found,$12.4B
https://www.forbes.com/companies/pernod-ricard,Pernod Ricard,"Food, Soft Beverages, Alcohol & Tobacco",1975,France,Alexandre Ricard,"18,500",$11.6B
https://www.forbes.com/companies/bank-mandiri,Bank Mandiri,Banking,1824,Indonesia,Darmawan Junaidi,"37,840",$9.5B
https://www.forbes.com/companies/femsa,Femsa,"Food, Drink & Tobacco",1890,Mexico,Daniel Alberto Rodríguez Cofré,"320,752",$27.4B
https://www.forbes.com/companies/paccar,Paccar,Automotive (Automotive and Suppliers),1972,United States,Preston Feight,"10,545",$23.5B
https://www.forbes.com/companies/consolidated-edison,Consolidated Edison,Utilities,1823,United States,Timothy P. Cawley,"13,871",$13.7B
https://www.forbes.com/companies/mitsui-fudosan,Mitsui Fudosan,Construction,1941,Japan,"Hiromichi Iwasa, Masanobu Komoda","23,992",$18.3B
https://www.forbes.com/companies/evergreen-marine-corp-taiwan,Evergreen Marine Corp. (Taiwan),Transportation,Not found,Taiwan,Huey Chuan Hsieh,Not found,$17.5B
https://www.forbes.com/companies/komatsu,Komatsu,Capital Goods,1921,Japan,Hiroyuki Ogawa,"61,564",$24.5B
https://www.forbes.com/companies/shaanxi-coal-industry,Shaanxi Coal Industry,Materials,2008,China,Shi Bin Wang,"36,344",$22.3B
https://www.forbes.com/companies/lenovo-group,Lenovo Group,Technology Hardware & Equipment,1984,Hong Kong,Yuan Qing Yang,"71,500",$70.6B
https://www.forbes.com/companies/fast-retailing,Fast Retailing,Retailing,1963,Japan,Tadashi Yanai,"55,589",$19.3B
https://www.forbes.com/companies/london-stock-exchange,London Stock Exchange,Diversified Financials,1802,United Kingdom,David Adam Schwimmer,"23,261",$9.3B
https://www.forbes.com/companies/vonovia,Vonovia,Construction,1998,Germany,Rolf Buch,"15,871",$6.6B
https://www.forbes.com/companies/aviva,Aviva,Insurance,2000,United Kingdom,Amanda Blanc,"27,463",$45.1B
https://www.forbes.com/companies/sherwin-williams,Sherwin-Williams,"Construction, Oil & Gas Operations, Mining and Chemicals",1866,United States,John G. Morikis,"60,000",$19.9B
https://www.forbes.com/companies/fujifilm-holdings,Fujifilm Holdings,Consumer Durables,1934,Japan,Teiichi Goto,"73,275",$22.6B
https://www.forbes.com/companies/intuit,Intuit,IT Software & Services,1983,United States,Sasan Goodarzi,"13,500",$11.4B
https://www.forbes.com/companies/lam-research,Lam Research,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1980,United States,Tim Archer,"16,300",$16.7B
https://www.forbes.com/companies/erste-group-bank,Erste Group Bank,Banking and Financial Services,2008,Austria,Bernhard Spalt,"44,773",$11.4B
https://www.forbes.com/companies/lincoln-national,Lincoln National,Insurance,1968,United States,Dennis R. Glass,"10,848",$19.2B
https://www.forbes.com/companies/carrier-global,Carrier Global,Capital Goods,1915,United States,David L. Gitlin,"58,000",$20.6B
https://www.forbes.com/companies/dish-network,DISH Network,Media,1980,United States,W. Erik Carlson,"14,500",$17.9B
https://www.forbes.com/companies/china-coal-energy,China Coal Energy,Materials,2006,China,Yan Jiang Li,"44,356",$35.9B
https://www.forbes.com/companies/continental,Continental,Automotive (Automotive and Suppliers),1871,Germany,Nikolai Setzer,"193,000",$39.9B
https://www.forbes.com/companies/vtb-bank,VTB Bank,Banking,1990,Russia,Andrey Leonidovich Kostin,Not found,$21.3B
https://www.forbes.com/companies/murata-manufacturing,Murata Manufacturing,Technology Hardware & Equipment,1944,Japan,Tsuneo Murata,"75,184",$16.3B
https://www.forbes.com/companies/larsen-toubro,Larsen & Toubro,Construction,1938,India,Sekharipuram Narayan Subrahmanyan,"360,826",$20.5B
https://www.forbes.com/companies/ally-financial,Ally Financial,Banking and Financial Services,1919,United States,Jeffrey J. Brown,"10,500",$10.8B
https://www.forbes.com/companies/netease,NetEase,IT Software & Services,1997,China,Lei Ding,"32,064",$13.6B
https://www.forbes.com/companies/bank-central-asia,Bank Central Asia,Banking,1955,Indonesia,Jahja Setiaatmadja,"25,370",$6.1B
https://www.forbes.com/companies/volvo-car,Volvo Car,Consumer Durables,2010,Sweden,James Rowan,Not found,$32.9B
https://www.forbes.com/companies/intact-financial,Intact Financial,Insurance,1809,Canada,Charles J. G. Brindamour,"28,149",$14.6B
https://www.forbes.com/companies/orsted,Orsted,Oil & Gas Operations,1972,Denmark,Mads Nipper,"6,836",$11B
https://www.forbes.com/companies/cummins,Cummins,"Engineering, Manufacturing",1919,United States,Tom Linebarger,"58,000",$24B
https://www.forbes.com/companies/williams,Williams,Oil & Gas Operations,1908,United States,Alan S. Armstrong,"4,783",$10.6B
https://www.forbes.com/companies/capgemini,Capgemini,IT Software & Services,1967,France,Aiman Ezzat,"324,684",$21.5B
https://www.forbes.com/companies/prologis,Prologis,Real Estate,1993,United States,Not found,Not found,$4.8B
https://www.forbes.com/companies/thales,Thales,Aerospace & Defense,1949,France,Patrice Caine,"81,000",$19.1B
https://www.forbes.com/companies/bouygues,Bouygues,Construction,1952,France,Olivier Roussat,"124,651",$44.4B
https://www.forbes.com/companies/banorte,Banorte,Banking,1899,Mexico,Jose Marcos Ramírez Miguel,"21,878",$10.6B
https://www.forbes.com/companies/ck-asset-holdings,CK Asset Holdings,Construction,2015,Hong Kong,Tzar Kuoi Li,"54,000",$8.3B
https://www.forbes.com/companies/orange,Orange,Telecommunications Services,1988,France,Christel Heydemann,"132,002",$50.3B
https://www.forbes.com/companies/kuehne-nagel-international,Kuehne & Nagel International,Transportation,1890,Switzerland,Detlef A. Trefzger,"78,087",$35.9B
https://www.forbes.com/companies/bunge,Bunge,"Food, Drink & Tobacco",1818,United States,Gregory A. Heckman,"22,000",$59.2B
https://www.forbes.com/companies/samsung-life-insurance,Samsung Life Insurance,Insurance,1957,South Korea,Young-Muk Jeon,"5,250",$25.4B
https://www.forbes.com/companies/vmware,VMware,IT Software & Services,1998,United States,Rangarajan Govind Raghuram,"37,500",$12.9B
https://www.forbes.com/companies/albertsons,Albertsons,Food Markets,1939,United States,Vivek Sankaran,"300,000",$71.9B
https://www.forbes.com/companies/crrc,CRRC,Capital Goods,2007,China,Yong Cai Sun,"160,656",$34.8B
https://www.forbes.com/companies/cbre-group,CBRE Group,Construction,1906,United States,Bob Sulentic ,"105,000",$27.7B
https://www.forbes.com/companies/toshiba,Toshiba,Conglomerate,1875,Japan,Taro Shimada,"125,648",$30.1B
https://www.forbes.com/companies/samsung-ct,Samsung C&T,Trading Companies,1963,South Korea,"Keum-Yong Chung, Jung-Suk Koh","8,819",$30.1B
https://www.forbes.com/companies/infosys,Infosys,IT Software & Services,1981,India,Salil S. Parekh,"335,000",$16.3B
https://www.forbes.com/companies/prudential,Prudential,Banking and Financial Services,1848,United Kingdom,Mark Thomas FitzPatrick,"14,486",$26.5B
https://www.forbes.com/companies/yankuang-energy-group,Yankuang Energy Group,Materials,1997,China,Yao Meng Xiao,"63,869",$16.9B
https://www.forbes.com/companies/canadian-pacific-railway,Canadian Pacific Railway,Transportation,1881,Canada,Keith Edward Creel,"11,834",$6.4B
https://www.forbes.com/companies/loews,Loews,Insurance,1954,United States,James S. Tisch,"10,340",$14.7B
https://www.forbes.com/companies/tokyo-electron,Tokyo Electron,Semiconductors,1963,Japan,Toshiki Kawai,"14,479",$17.1B
https://www.forbes.com/companies/lg-electronics,LG Electronics,Consumer Durables,1958,South Korea,Joo-wan Cho,"36,499",$66.1B
https://www.forbes.com/companies/csl,CSL,Drugs & Biotechnology,1916,Australia,Paul Roger Perreault,"25,000",$10.6B
https://www.forbes.com/companies/magna-international,Magna International,Consumer Durables,1957,Canada,Seetarama Kotagiri,"158,000",$36.2B
https://www.forbes.com/companies/analog-devices,Analog Devices,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1965,United States,Vincent T. Roche,"24,700",$8.4B
https://www.forbes.com/companies/kubota,Kubota,Capital Goods,1890,Japan,Masatoshi Kimata,"43,293",$20B
https://www.forbes.com/companies/air-products-chemicals,Air Products & Chemicals,Chemicals,1940,United States,Seifi Ghasemi,"20,875",$10.9B
https://www.forbes.com/companies/newmont-mining,Newmont Mining,Materials,1921,United States,Thomas R. Palmer,"31,000",$12.2B
https://www.forbes.com/companies/te-connectivity,TE Connectivity,Technology Hardware & Equipment,2007,Switzerland,Terrence R. Curtin,"89,000",$15.2B
https://www.forbes.com/companies/aon,Aon,Insurance,1982,Ireland,Gregory C. Case,"50,000",$12.2B
https://www.forbes.com/companies/telus,TELUS,Business Services & Supplies,1990,Canada,Darren Entwistle,"90,800",$13.4B
https://www.forbes.com/companies/dollar-tree,Dollar Tree,Retailing,1986,United States,Michael A. Witynski,"210,565",$26.3B
https://www.forbes.com/companies/keycorp,KeyCorp,Banking,1958,United States,Christopher M. Gorman,"18,180",$7.4B
https://www.forbes.com/companies/wtw,WTW,Insurance,1828,United Kingdom,Carl Aaron Hess,"44,200",$9.6B
https://www.forbes.com/companies/china-zheshang-bank,China Zheshang Bank,Banking,1993,China,Ren Kang Shen,"17,288",$16B
https://www.forbes.com/companies/wesfarmers,Wesfarmers,Food Markets,1914,Australia,Robert Scott,"114,000",$25.4B
https://www.forbes.com/companies/suzuki-motor,Suzuki Motor,Consumer Durables,1909,Japan,Osamu Suzuki,"68,739",$32.6B
https://www.forbes.com/companies/best-buy,Best Buy,Retail and Wholesale,1966,United States,Corie Barry,"105,000",$51.8B
https://www.forbes.com/companies/svb-financial-group,SVB Financial Group,Banking,1983,United States,Gregory W. Becker,"6,567",$6.1B
https://www.forbes.com/companies/advanced-micro-devices,Advanced Micro Devices,Semiconductors,1969,United States,Lisa T. Su,"15,500",$16.4B
https://www.forbes.com/companies/markel,Markel,Banking and Financial Services,1930,United States,Richard R. Whitt III Thomas S. Gayner,"20,300",$12.8B
https://www.forbes.com/companies/muyuan-foodstuff,Muyuan Foodstuff,"Food, Drink & Tobacco",2000,China,Ying Lin Qin,"121,995",$11.3B
https://www.forbes.com/companies/kimberly-clark,Kimberly-Clark,Packaged Goods,1872,United States,Michael D. Hsu,"45,000",$19.8B
https://www.forbes.com/companies/swedbank,Swedbank,Banking,1991,Sweden,Jens Olof Henriksson,"17,700",$6.7B
https://www.forbes.com/companies/cognizant,Cognizant,IT Software & Services,1994,United States,Brian J. Humphries,"330,600",$18.5B
https://www.forbes.com/companies/corning,Corning,"Engineering, Manufacturing",1851,United States,Wendell P. Weeks,"61,000",$14.1B
https://www.forbes.com/companies/infineon-technologies,Infineon Technologies,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1999,Germany,Jochen Hanebeck,"50,280",$13.7B
https://www.forbes.com/companies/citizens-financial-group,Citizens Financial Group,Banking,1828,United States,Bruce Winfield van,"17,463",$6.9B
https://www.forbes.com/companies/devon-energy,Devon Energy,Oil & Gas Operations,1971,United States,Rick Muncrief,"1,600",$13.7B
https://www.forbes.com/companies/asahi-group-holdings,Asahi Group Holdings,"Food, Drink & Tobacco",1949,Japan,Atsushi Katsuki,"30,020",$20.4B
https://www.forbes.com/companies/jsw-steel,JSW Steel,Materials,1994,India,Sharad Mahendra,"35,585",$17.1B
https://www.forbes.com/companies/lumen-technologies,Lumen Technologies,"Telecommunications Services, Cable Supplier",1968,United States,Jeffrey K. Storey,"36,000",$19.7B
https://www.forbes.com/companies/regions-financial,Regions Financial,Banking and Financial Services,1971,United States,"John M. Turner, Jr.","19,626",$6.6B
https://www.forbes.com/companies/svenska-handelsbanken,Svenska Handelsbanken,Banking and Financial Services,1871,Sweden,Carina Åkerström,"10,791",$6.3B
https://www.forbes.com/companies/raymond-james-financial,Raymond James Financial,Diversified Financials,1962,United States,Paul C. Reilly,"20,021",$10.4B
https://www.forbes.com/companies/byd,BYD,Consumer Durables,1995,China,Chuan Fu Wang,"288,200",$32.8B
https://www.forbes.com/companies/illinois-tool-works,Illinois Tool Works,Capital Goods,1912,United States,Ernest Scott Santi,"45,000",$14.5B
https://www.forbes.com/companies/pinduoduo,Pinduoduo,Retailing,Not found,China,Lei Chen,Not found,$14.6B
https://www.forbes.com/companies/activision-blizzard,Activision Blizzard,Consumer Durables,2008,United States,Robert A. Kotick,"9,800",$8.8B
https://www.forbes.com/companies/liberty-global,Liberty Global,Media,2005,United Kingdom,Michael Thomas Fries,"11,200",$10.5B
https://www.forbes.com/companies/colgate-palmolive,Colgate-Palmolive,Household & Personal Products,1806,United States,Not found,"33,800",$17.4B
https://www.forbes.com/companies/sse,SSE,Utilities,1989,United Kingdom,Alistair Phillips-Davies,"12,512",$10.3B
https://www.forbes.com/companies/nan-ya-plastics,Nan Ya Plastics,Chemicals,1958,Taiwan,Ming Tsou,Not found,$14.7B
https://www.forbes.com/companies/vivendi,Vivendi,Telecommunications Services,1853,France,Arnaud Roy de Puyfontaine,"33,200",$11.3B
https://www.forbes.com/companies/baxter-international,Baxter International,Health Care Equipment & Services,1931,United States,José E. Almeida,"60,000",$12.8B
