link,name,industry,founded,country,ceo,employees,revenue
https://www.forbes.com/companies/ashtead-group,Ashtead Group,Business Services & Supplies,1984,United Kingdom,Brendan Horgan,"18,826",$7.6B
https://www.forbes.com/companies/punjab-national-bank,Punjab National Bank,Banking,1895,India,Atul Kumar Goel,"101,802",$12.1B
https://www.forbes.com/companies/delta-electronics,Delta Electronics,Technology Hardware & Equipment,1975,Taiwan,Ping Cheng,Not found,$11.3B
https://www.forbes.com/companies/alcon,Alcon,Health Care Equipment & Services,1945,Switzerland,David J. Endicott,"24,389",$8.3B
https://www.forbes.com/companies/td-synnex,TD SYNNEX,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1980,United States,Richard T. Hume,"22,000",$42.1B
https://www.forbes.com/companies/antofagasta,Antofagasta,Materials,1888,United Kingdom,Iván Arriagada Herrera,"27,000",$7.5B
https://www.forbes.com/companies/pultegroup,PulteGroup,Construction,1950,United States,Ryan R. Marshall,"6,182",$13.9B
https://www.forbes.com/companies/wan-hai-lines,Wan Hai Lines,Transportation,Not found,Taiwan,Fu Lung Hsieh,Not found,$8.2B
https://www.forbes.com/companies/equinix,Equinix,Diversified Financials,1998,United States,Charles J. Meyers,"10,944",$6.6B
https://www.forbes.com/companies/reliance-steel,Reliance Steel,Materials,1939,United States,James Donald Hoffman,"13,700",$14.1B
https://www.forbes.com/companies/ptt-global-chemical,PTT Global Chemical,Chemicals,1978,Thailand,Kongkrapan Intarajang,Not found,$14.6B
https://www.forbes.com/companies/bankinter,Bankinter,Banking,1965,Spain,María Dolores Dancausa Treviño,"6,138",$2.8B
https://www.forbes.com/companies/teva-pharmaceutical,Teva Pharmaceutical,Drugs & Biotechnology,1944,Israel,Kåre Schultz,"37,537",$15.8B
https://www.forbes.com/companies/ch-robinson,C.H. Robinson,Transportation,1905,United States,Robert Biesterfeld,"16,877",$23.1B
https://www.forbes.com/companies/verbund,Verbund,Utilities,1947,Austria,Michael Strugl,"3,497",$5.6B
https://www.forbes.com/companies/zions-bancorp,Zions Bancorp,Banking,1955,United States,Harris H. Simmons,"9,685",$3B
https://www.forbes.com/companies/bank-of-chengdu,Bank Of Chengdu,Banking,1996,China,Hui Wang,"6,461",$4.7B
https://www.forbes.com/companies/3i-group,3i Group,Diversified Financials,Not found,United Kingdom,Simon Alexander Borrows,234,$331M
https://www.forbes.com/companies/alinma-bank,Alinma Bank,Banking,2006,Saudi Arabia,Abdullah Ali Al Khalifa,"2,592",$1.9B
https://www.forbes.com/companies/jde-peets,JDE Peet's,Food & Drink,2018,Netherlands,Fabien Jacques Simon,"19,621",$8.3B
https://www.forbes.com/companies/cosmo-energy-holdings,Cosmo Energy Holdings,Oil & Gas Operations,2015,Japan,Hiroshi Kiriyama,"7,086",$21.9B
https://www.forbes.com/companies/risesun-real-estate-development,RiseSun Real Estate Development,Construction,1996,China,Shan Liu,"24,778",$10.9B
https://www.forbes.com/companies/uni-president,Uni-President,"Food, Drink & Tobacco",1967,Taiwan,"Chao Kai Huang, Ching Tien Li",Not found,$17B
https://www.forbes.com/companies/mahindra-mahindra,Mahindra & Mahindra,Consumer Durables,1945,India,Anish Dilip Shah,"61,297",$11.6B
https://www.forbes.com/companies/telenor,Telenor,Telecommunications Services,1855,Norway,Sigve Brekke,"18,000",$13B
https://www.forbes.com/companies/ucb,UCB,Drugs & Biotechnology,1928,Belgium,Jean-Christophe Tellier,"8,561",$6.8B
https://www.forbes.com/companies/interpublic-group,Interpublic Group,Business Services & Supplies,1930,United States,Philippe Krakowsky,"55,600",$10.2B
https://www.forbes.com/companies/akzo-nobel,Akzo Nobel,Chemicals,1969,Netherlands,Thierry F. J. Vanlancker,"32,800",$11.4B
https://www.forbes.com/companies/celanese,Celanese,Chemicals,1918,United States,Lori J. Ryerkerk,"8,529",$8.5B
https://www.forbes.com/companies/avalonbay-communities,AvalonBay Communities,Diversified Financials,1978,United States,Benjamin W. Schall,"2,927",$2.3B
https://www.forbes.com/companies/randstad-nv,Randstad N.V.,Business Services & Supplies,1960,Netherlands,Alexander M. van Noordende,"37,930",$29.1B
https://www.forbes.com/companies/sibanye-stillwater,Sibanye Stillwater,Materials,2002,South Africa,Neal John Froneman,"84,521",$11.6B
https://www.forbes.com/companies/first-financial-holding,First Financial Holding,Banking,2003,Taiwan,Ying Wu,"9,925",$2.9B
https://www.forbes.com/companies/microchip-technology,Microchip Technology,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1989,United States,Ganesh Moorthy,"21,000",$6.4B
https://www.forbes.com/companies/flex,Flex,Technology Hardware & Equipment,1969,Singapore,Revathi Advaithi,"167,201",$25.5B
https://www.forbes.com/companies/liberty-media-corporation-series-a-liberty-formula-one,Liberty Media Corporation Series A Liberty Formula One,Media,1991,United States,Gregory Ben Maffei,"6,800",$11.4B
https://www.forbes.com/companies/agilent-technologies,Agilent Technologies,Health Care Equipment & Services,1999,United States,Michael R. McMullen,"16,000",$6.4B
https://www.forbes.com/companies/guangzhou-automobile-group,Guangzhou Automobile Group,Consumer Durables,1997,China,Xing Ya Feng,"94,856",$11.7B
https://www.forbes.com/companies/rosseti,Rosseti,Utilities,Not found,Russia,Andrey Valerievich Ryumin,652,$14.5B
https://www.forbes.com/companies/beijing-shougang,Beijing Shougang,Materials,Not found,China,Jian Hui Liu,"15,970",$20.6B
https://www.forbes.com/companies/cgi,CGI,IT Software & Services,1976,Canada,George D. Schindler,"80,000",$9.7B
https://www.forbes.com/companies/csc-financial,Csc Financial,Diversified Financials,2005,China,Ge Ping Li,"11,778",$6.1B
https://www.forbes.com/companies/thyssenkrupp-group,ThyssenKrupp Group,Conglomerates,1999,Germany,Martina Merz,"101,275",$42.2B
https://www.forbes.com/companies/shenzhen-mindray-bio-medical-electronics,Shenzhen Mindray Bio-Medical Electronics,Health Care Equipment & Services,1991,China,Ming He Cheng,"14,684",$4.1B
https://www.forbes.com/companies/hoya,Hoya,Technology Hardware & Equipment,1944,Japan,Eiichiro Ikeda,"37,245",$5.9B
https://www.forbes.com/companies/tongwei,Tongwei,"Food, Drink & Tobacco",1995,China,Yi Zhong Guo,"25,549",$9.1B
https://www.forbes.com/companies/kuwait-finance-house,Kuwait Finance House,Banking,1977,Kuwait,Abdulwahab Essa Abdulwahab Al-Rushoud,"15,000",$3.5B
https://www.forbes.com/companies/grupo-bimbo,Grupo Bimbo,"Food, Drink & Tobacco",1945,Mexico,Daniel Javier Servitje Montull,"137,542",$17.2B
https://www.forbes.com/companies/lkq,LKQ,Consumer Durables,1998,United States,Dominick Paul Zarcone,"46,000",$13.1B
https://www.forbes.com/companies/chubu-electric-power,Chubu Electric Power,Utilities,1951,Japan,Akihisa Mizuno,"28,238",$24.1B
https://www.forbes.com/companies/lithia-motors,Lithia Motors,Retailing,1946,United States,Bryan B. DeBoer,"21,150",$25.2B
https://www.forbes.com/companies/swire-pacific,Swire Pacific,Conglomerates,1816,Hong Kong,Merlin Bingham Swire,"32,560",$11.7B
https://www.forbes.com/companies/unicaja-banco,Unicaja Banco,Banking,2011,Spain,Manuel Menéndez Menéndez,"7,200",$1.7B
https://www.forbes.com/companies/mazda-motor,Mazda Motor,Automotive (Automotive and Suppliers),1920,Japan,Akira Marumoto,"49,786",$28.1B
https://www.forbes.com/companies/telecom-italia,Telecom Italia,Telecommunications Services,1994,Italy,Pietro Labriola,"51,929",$18.2B
https://www.forbes.com/companies/china-galaxy-securities,China Galaxy Securities,Diversified Financials,2007,China,Liang Chen,"12,661",$5B
https://www.forbes.com/companies/cnpc-capital,CNPC Capital,Capital Goods,1920,China,Shang Jun Jiang,"4,292",$5.3B
https://www.forbes.com/companies/china-southern-airlines,China Southern Airlines,Transportation,1988,China,Xu Lun Ma,"100,431",$15.8B
https://www.forbes.com/companies/dassault-systemes,Dassault Systemes,IT Software & Services,1981,France,Bernard Charlès,"20,496",$5.7B
https://www.forbes.com/companies/gd-power-development,GD Power Development,Utilities,1992,China,Yan Bing Jia,"32,913",$23.2B
https://www.forbes.com/companies/paychex,Paychex,Business Services & Supplies,1971,United States,Martin Mucci,"16,000",$4.5B
https://www.forbes.com/companies/genworth-financial,Genworth Financial,Insurance,1871,United States,Thomas J. McInerney,"2,500",$7.8B
https://www.forbes.com/companies/monster-beverage,Monster Beverage,"Food, Drink & Tobacco",1985,United States,Rodney Cyril Sacks,"4,092",$5.5B
https://www.forbes.com/companies/china-longyuan-power,China Longyuan Power,Utilities,1993,China,Jian Tang,"8,053",$5.7B
https://www.forbes.com/companies/ovintiv,Ovintiv,Oil & Gas Operations,1881,United States,Brendan M. McCracken,"1,713",$10.5B
https://www.forbes.com/companies/bdo-unibank,BDO Unibank,Banking,1967,Philippines,Nestor V. Tan,"38,756",$4.3B
https://www.forbes.com/companies/autonation,AutoNation,Retailing,1991,United States,Michael Mark Manley,"22,200",$26.7B
https://www.forbes.com/companies/china-aoyuan-group,China Aoyuan Group,Construction,2007,China,Zi Ning Guo,"23,773",$10.9B
https://www.forbes.com/companies/chesapeake-energy,Chesapeake Energy,Oil & Gas Operations,1989,United States,Domenic J. Dell’Osso Jr.,"1,300",$7.3B
https://www.forbes.com/companies/jb-hunt-transport-services,J.B. Hunt Transport Services,Transportation,1961,United States,John N. Roberts,"33,045",$13B
https://www.forbes.com/companies/mediobanca,Mediobanca,Banking,1946,Italy,Alberto Nicola Nagel,"4,576",$3.7B
https://www.forbes.com/companies/credicorp,Credicorp,Banking,1995,Peru,Gianfranco Piero Ferrari de las Casas,"33,636",$4.9B
https://www.forbes.com/companies/realty-income,Realty Income,Diversified Financials,1969,United States,Sumit Roy,371,$2.1B
https://www.forbes.com/companies/beijing-enterprises,Beijing Enterprises,Conglomerates,1997,Hong Kong,Bin Xiong,"37,000",$10.3B
https://www.forbes.com/companies/coterra-energy,Coterra Energy ,Oil & Gas Operations,1989,United States,Thomas E. Jorden,936,$3.7B
https://www.forbes.com/companies/siam-commercial-bank,Siam Commercial Bank,Banking,1907,Thailand,Arthid Nanthawithaya,Not found,$5.4B
https://www.forbes.com/companies/nongfu-spring,Nongfu Spring,Food & Drink,1996,China,Shan Shan Zhong,"20,000",$4.6B
https://www.forbes.com/companies/finatis,Finatis,Trading Companies,1971,France,Didier Lévêque,"218,544",$36.1B
https://www.forbes.com/companies/greentown-china-holdings,Greentown China Holdings,Construction,1995,China,Jia Feng Guo,"10,120",$15.7B
https://www.forbes.com/companies/meritz-financial-group,Meritz Financial Group,Insurance,2007,South Korea,Yong-Beom Kim,20,$11B
https://www.forbes.com/companies/tbea,TBEA,Capital Goods,Not found,China,Han Jie Huang,"18,619",$9.4B
https://www.forbes.com/companies/rockwell-automation,Rockwell Automation,Capital Goods,1903,United States,Blake Moret,"24,500",$7.3B
https://www.forbes.com/companies/west-fraser-timber-co,West Fraser Timber Co.,Materials,Not found,Canada,Raymond W. Ferris,"11,000",$10.5B
https://www.forbes.com/companies/helvetia-holding,Helvetia Holding,Insurance,1996,Switzerland,Philipp Robert Gmür,"12,128",$13.8B
https://www.forbes.com/companies/chow-tai-fook-jewellery,Chow Tai Fook Jewellery,Consumer Durables,1929,Hong Kong,Siu Kee Wong,"27,900",$11.6B
https://www.forbes.com/companies/givaudan,Givaudan,"Construction, Oil & Gas Operations, Mining and Chemicals",1895,Switzerland,Gilles Andrier,"16,800",$7.3B
https://www.forbes.com/companies/polyus,Polyus,Materials,2006,Russia,Alexey Vostokov,"20,000",$5B
https://www.forbes.com/companies/lululemon-athletica,Lululemon Athletica,Retailing,1998,United States,Calvin McDonald,"29,000",$6.3B
https://www.forbes.com/companies/bath-body-works,Bath & Body Works,Retailing,1990,United States,Andrew Meslow,"56,900",$11.1B
https://www.forbes.com/companies/jabil-circuit,Jabil Circuit,Technology Hardware & Equipment,1966,United States,Mark T. Mondello,"238,000",$30.7B
https://www.forbes.com/companies/innolux,Innolux,Technology Hardware & Equipment,2003,Taiwan,Jim Hung,Not found,$12.5B
https://www.forbes.com/companies/partners-group-holding,Partners Group Holding,Diversified Financials,1996,Switzerland,David Layton,"1,573",$3.2B
https://www.forbes.com/companies/luzhou-lao-jiao,Luzhou Lao Jiao,"Food, Drink & Tobacco",1573,China,Feng Lin,"3,330",$2.9B
https://www.forbes.com/companies/scor,Scor,Insurance,1855,France,Laurent Rousseau,"3,590",$17.2B
https://www.forbes.com/companies/dover,Dover,Conglomerates,1955,United States,Richard Joseph Tobin,"25,000",$8.1B
https://www.forbes.com/companies/east-west-bancorp,East West Bancorp,Banking,1998,United States,Dominic Ng,"3,100",$1.9B
https://www.forbes.com/companies/j-sainsbury,J Sainsbury,Retail and Wholesale,1869,United Kingdom,Simon John Roberts,"171,000",$40.8B
https://www.forbes.com/companies/kaisa-group-holdings,Kaisa Group Holdings,Construction,1999,China,Fan Mai,"17,100",$9.5B
https://www.forbes.com/companies/china-huarong-asset-management,China Huarong Asset Management,Diversified Financials,1999,China,Keki M. Mistry,"10,904",$11.2B
https://www.forbes.com/companies/au-optronics,AU Optronics,Technology Hardware & Equipment,1996,Taiwan,Shuang Lang Peng,"52,241",$13.3B
https://www.forbes.com/companies/ulta-beauty,Ulta Beauty,Retailing,1990,United States,Dave Kimbell,"40,500",$8.6B
https://www.forbes.com/companies/korea-investment-holdings,Korea Investment Holdings,Diversified Financials,1968,South Korea,Nam-Goo Kim,51,$3.1B
https://www.forbes.com/companies/itausa,Itaúsa,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",1966,Brazil,Alfredo Egydio Setubal,"97,000",$1.5B
https://www.forbes.com/companies/baic-motor,BAIC Motor,Consumer Durables,1958,China,Wen Bing Huang,"18,694",$27.3B
https://www.forbes.com/companies/cellnex-telecom,Cellnex Telecom,Telecommunications Services,2008,Spain,Tobías Martínez-Gimeno,"2,877",$3B
https://www.forbes.com/companies/aes,AES,Utilities,1981,United States,Andrés Ricardo Gluski Weilert,"8,450",$11.1B
https://www.forbes.com/companies/evraz-group,Evraz Group,Materials,1992,United Kingdom,Aleksey Ivanov,"71,591",$13.5B
https://www.forbes.com/companies/leonardo,Leonardo,Aerospace & Defense,1948,Italy,Alessandro Profumo,"50,413",$16.7B
https://www.forbes.com/companies/impala-platinum-holdings,Impala Platinum Holdings,Materials,1967,South Africa,Nicolaas Johannes Muller,"59,908",$8.6B
https://www.forbes.com/companies/lotte-chemical,Lotte Chemical,Chemicals,1976,South Korea,"Gyo-Hyeon Kim, Byung-Yeon Lim","4,644",$15.8B
https://www.forbes.com/companies/foshan-haitian-flavouring-and-food,Foshan Haitian Flavouring and Food,"Food, Drink & Tobacco",1995,China,Pang Kang,"6,678",$3.8B
https://www.forbes.com/companies/rolls-royce-holdings,Rolls-Royce Holdings,"Engineering, Manufacturing",1906,United Kingdom,David Warren Arthur East,"44,000",$15.4B
https://www.forbes.com/companies/sodexo,Sodexo,Business Services & Supplies,1966,France,Sophie Clamens Bellon,"412,000",$22.3B
https://www.forbes.com/companies/altice-usa,Altice USA,Media,2001,United States,Dexter G. Goei,"9,000",$10.1B
https://www.forbes.com/companies/bank-negara-indonesia,Bank Negara Indonesia,Banking,1946,Indonesia,Royke Tumilaar,"27,177",$4.8B
https://www.forbes.com/companies/davita,DaVita,Health Care Equipment & Services,2000,United States,Javier J. Rodriguez,"69,000",$11.6B
https://www.forbes.com/companies/old-mutual,Old Mutual,Diversified Financials,2017,South Africa,Iain George Williamson,"29,861",$16.8B
https://www.forbes.com/companies/yum-china-holdings,Yum China Holdings,"Hotels, Restaurants & Leisure",1987,China,Joey Wat,"450,000",$9.9B
https://www.forbes.com/companies/penske-automotive,Penske Automotive,Retail and Wholesale,1992,United States,Roger S. Penske Sr.,"26,891",$25.6B
https://www.forbes.com/companies/yamaha-motor,Yamaha Motor,Consumer Durables,1918,Japan,Yoshihiro Hidaka,"51,249",$16.5B
https://www.forbes.com/companies/kingfisher,Kingfisher,Retailing,1982,United Kingdom,Thierry Garnier,"82,019",$18.1B
https://www.forbes.com/companies/storebrand,Storebrand,Insurance,1982,Norway,Odd Arild Grefstad,"1,901",$13.8B
https://www.forbes.com/companies/darden-restaurants,Darden Restaurants,"Hotels, Restaurants & Leisure",1968,United States,Gene Lee,"156,883",$9.3B
https://www.forbes.com/companies/hess,Hess,Oil & Gas Operations,1920,United States,John B. Hess,"1,545",$7.7B
https://www.forbes.com/companies/cj-corporation,CJ Corporation,"Food, Drink & Tobacco",1953,South Korea,"Hong-Gi Kim, Keun-Hee Park",59,$30.1B
https://www.forbes.com/companies/falabella,Falabella,Retailing,1937,Chile,Gastón Bottazzini,"103,926",$15.1B
https://www.forbes.com/companies/coupang,Coupang,Retailing,2010,South Korea,Not found,"68,000",$18.4B
https://www.forbes.com/companies/capitaland-investment,CapitaLand Investment,Construction,2000,Singapore,Chee Koon Lee,"10,000",$1.8B
https://www.forbes.com/companies/fastighets-balder,Fastighets Balder,Construction,2005,Sweden,Kjell Erik Torne Torne,"1,040",$1B
https://www.forbes.com/companies/welltower,Welltower,Diversified Financials,1970,United States,Shankh Mitra,464,$4.7B
https://www.forbes.com/companies/kajima,Kajima,Construction,1840,Japan,Mitsuyoshi Nakamura,"18,905",$18.2B
https://www.forbes.com/companies/steel-authority-of-india,Steel Authority of India,Materials,1954,India,Anirban Dasgupta,"130,999",$13B
https://www.forbes.com/companies/caesars-entertainment,Caesars Entertainment,Travel & Leisure,1937,United States,Tom Reeg,"10,000",$9.5B
https://www.forbes.com/companies/new-world-development,New World Development,Construction,1970,Hong Kong,"Chi Kong Cheng, Kar-Shun Cheng","30,000",$8.9B
https://www.forbes.com/companies/textron,Textron,Aerospace & Defense,1923,United States,Scott C. Donnelly,"33,000",$12.4B
https://www.forbes.com/companies/cemex,Cemex,Construction,1906,Mexico,Fernando Angel González Olivieri,"46,206",$14.6B
https://www.forbes.com/companies/hexagon,Hexagon ,Conglomerates,1969,Sweden,Ola Rollén,"22,097",$5.1B
https://www.forbes.com/companies/zim-integrated-shipping-services,ZIM Integrated Shipping Services,Transportation,1945,Israel,Eliyahu Glickman,"5,931",$10.7B
https://www.forbes.com/companies/china-national-chemical,China National Chemical,Construction,1953,China,Gang Wen,"44,173",$20.5B
https://www.forbes.com/companies/fastenal,Fastenal,Trading Companies,1967,United States,Daniel L. Florness,"20,507",$6.3B
https://www.forbes.com/companies/chongqing-zhifei-biological-products,Chongqing Zhifei Biological Products,Drugs & Biotechnology,1995,China,Ren Sheng Jiang,"2,972",$4.7B
https://www.forbes.com/companies/secom,Secom,Business Services & Supplies,1962,Japan,Not found,"59,436",$9.5B
https://www.forbes.com/companies/angang-steel,Angang Steel,Materials,1997,China,Shi Shuai Xu,"30,412",$21B
https://www.forbes.com/companies/sto-express,STO Express,Construction,2001,China,Wen Bin Wang,Not found,$39.2B
https://www.forbes.com/companies/zoom-video-communications,Zoom Video Communications,IT Software & Services,2011,United States,Eric S. Yuan,"6,787",$4.1B
https://www.forbes.com/companies/magnitogorsk-iron,Magnitogorsk Iron & Steel,Materials,1932,Russia,Pavel Vladimirovich Shilyaev,Not found,$11.9B
https://www.forbes.com/companies/nvr,NVR,Construction,Not found,United States,Eugene James Bredow,"6,600",$8.7B
https://www.forbes.com/companies/evergy,Evergy,Utilities,1909,United States,David A. Campbell,"4,930",$5.6B
https://www.forbes.com/companies/alpha-dhabi-holding,Alpha Dhabi Holding,Construction,2013,United Arab Emirates,Hamad Salem Mohamed Al-Ameri,Not found,$5.1B
https://www.forbes.com/companies/kirin-holdings,Kirin Holdings,"Food, Drink & Tobacco",1907,Japan,Yoshinori Isozaki,"29,515",$16.6B
https://www.forbes.com/companies/bank-of-changsha,Bank of Changsha,Banking,1997,China,Xiao Zhong Zhao,"7,618",$5.7B
https://www.forbes.com/companies/voestalpine,Voestalpine,Materials,1938,Austria,Herbert Eibensteiner,"47,357",$16.8B
https://www.forbes.com/companies/china-resources-pharmaceutical-group,China Resources Pharmaceutical Group,Drugs & Biotechnology,1938,Hong Kong,Xiao Song Bai,"62,000",$30.5B
https://www.forbes.com/companies/kuaishou-technology,Kuaishou Technology,IT Software & Services,2014,China,Yi Xiao Cheng,"28,098",$12.6B
https://www.forbes.com/companies/bbmg,BBMG,Construction,2005,China,Ying Wu Jiang,"46,447",$18.9B
https://www.forbes.com/companies/suning,Suning.com,Retailing,1996,China,Xiao Ling Wang,"45,598",$28.6B
https://www.forbes.com/companies/national-bank-of-greece,National Bank of Greece,Banking,1841,Greece,Paul K. Mylonas,"7,346",$2.7B
https://www.forbes.com/companies/targa-resources,Targa Resources,Oil & Gas Operations,2005,United States,Matthew J. Meloy,"2,430",$17.4B
https://www.forbes.com/companies/olympus,Olympus,Technology Hardware & Equipment,1968,Japan,Yasuo Takeuchi,"31,653",$7.7B
https://www.forbes.com/companies/umicore,Umicore,Materials,1904,Belgium,Mathias Miedreich,"11,050",$28.4B
https://www.forbes.com/companies/expedia-group,Expedia Group,Business Services & Supplies,1996,United States,Peter M. Kern,"14,800",$8.6B
https://www.forbes.com/companies/hua-nan-financial,Hua Nan Financial,Diversified Financials,1919,Taiwan,Pau Chu Lo,"10,782",$2.5B
https://www.forbes.com/companies/jiangsu-yanghe-brewery,Jiangsu Yanghe Brewery,"Food, Drink & Tobacco",2002,China,Yu Zhong,"15,831",$3.1B
https://www.forbes.com/companies/kerry-group,Kerry Group,"Food, Drink & Tobacco",1972,Ireland,Edmond Scanlon,"22,000",$8.7B
https://www.forbes.com/companies/beiersdorf,Beiersdorf,Household & Personal Products,1882,Germany,Vincent Warnery,"20,567",$9B
https://www.forbes.com/companies/leidos,Leidos,"IT, Internet, Software & Services",1969,United States,Roger Krone,"39,000",$13.7B
https://www.forbes.com/companies/eastman,Eastman,Chemicals,1920,United States,Mark J. Costa,"14,000",$10.5B
https://www.forbes.com/companies/vistra-energy,Vistra Energy,Utilities,Not found,United States,Curtis A. Morgan,"5,060",$13.3B
https://www.forbes.com/companies/tohoku-electric-power,Tohoku Electric Power,Utilities,1951,Japan,Makoto Kaiwa,"24,717",$19.5B
https://www.forbes.com/companies/banca-mediolanum,Banca Mediolanum,Insurance,1997,Italy,Massimo Antonio Doris,"3,318",$6.4B
https://www.forbes.com/companies/pge-polska-grupa-energetyczna,PGE Polska Grupa Energetyczna,Utilities,1990,Poland,Wojciech Dabrowski,"40,141",$12B
https://www.forbes.com/companies/transdigm-group,TransDigm Group,Aerospace & Defense,2003,United States,Kevin M. Stein,"13,300",$4.9B
https://www.forbes.com/companies/experian,Experian,Business Services & Supplies,1996,Ireland,Brian Jude Cassin,"20,600",$5.9B
https://www.forbes.com/companies/mirae-asset-financial-group,Mirae Asset Financial Group,Diversified Financials,1999,South Korea,"Ung-Kee Cho, Hyun-Man Choi","3,809",$3.5B
https://www.forbes.com/companies/eqt-ab,EQT AB,Diversified Financials,2011,Sweden,Christian Otto Sinding,"1,160",$1.8B
https://www.forbes.com/companies/gail-india,GAIL India,Oil & Gas Operations,1984,India,Manoj Jain,"18,084",$11B
https://www.forbes.com/companies/inner-mongolia-baotou-steel,Inner Mongolia Baotou Steel,Materials,1999,China,Xiao Li,"27,018",$13.2B
https://www.forbes.com/companies/towngas,Towngas,Oil & Gas Operations,1982,Hong Kong,Wing Kin Chan,"2,106",$6.9B
https://www.forbes.com/companies/on-semiconductor,ON Semiconductor Corp.,Semiconductors,1999,United States,Hassane El-Khoury,"30,000",$6.7B
https://www.forbes.com/companies/terna,Terna,Utilities,1999,Italy,Stefano Antonio Donnarumma,"5,000",$3.1B
https://www.forbes.com/companies/carnival-corporation,Carnival Corporation,Travel & Leisure      ,1972,United States,Arnold W. Donald,"120,000",$3.5B
https://www.forbes.com/companies/vici-properties,VICI Properties,Diversified Financials,2016,United States,Edward Baltazar Pitoniak,152,$1.5B
https://www.forbes.com/companies/chipotle-mexican-grill,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",1993,United States,Brian R. Niccol,"97,660",$7.5B
https://www.forbes.com/companies/toppan-printing,Toppan Printing,Business Services & Supplies,1900,Japan,Naoki Adachi,"52,401",$13.8B
https://www.forbes.com/companies/shanghai-electric-group,Shanghai Electric Group,Capital Goods,2004,China,Wei Qing Leng,"39,015",$19.9B
https://www.forbes.com/companies/turkish-airlines,Turkish Airlines,Transportation,1933,Turkey,Bilal Eksi,"37,670",$10.9B
https://www.forbes.com/companies/ferrari,Ferrari,Consumer Durables,1947,Italy,Benedetto Vigna,"4,609",$5B
https://www.forbes.com/companies/old-republic-international,Old Republic International,Insurance,1887,United States,Craig R. Smiddy,"9,600",$9.3B
https://www.forbes.com/companies/jeronimo-martins,Jeronimo Martins,Food Markets,1792,Portugal,Pedro Manuel de Castro Soares dos Santos,"123,458",$24.7B
https://www.forbes.com/companies/zimmer-biomet,Zimmer Biomet,Health Care Equipment & Services,1927,United States,Bryan C. Hanson,"19,500",$7.8B
https://www.forbes.com/companies/alcoa,Alcoa,Materials,1888,United States,Roy Harvey,"12,200",$12.8B
https://www.forbes.com/companies/santos,Santos,Oil & Gas Operations,1954,Australia,Kevin Thomas Gallagher,"3,786",$4.8B
https://www.forbes.com/companies/alstom,Alstom,Capital Goods,1928,France,S?awomir Cyza,"71,692",$15.2B
https://www.forbes.com/companies/kyushu-electric-power,Kyushu Electric Power,Utilities,1951,Japan,Masayoshi Nuki,"21,273",$16.2B
https://www.forbes.com/companies/goodyear,Goodyear,Automotive (Automotive and Suppliers),1898,United States,Richard J. Richard J. Kramer,"72,000",$17.5B
https://www.forbes.com/companies/tenaris,Tenaris,Materials,2001,Luxembourg,Paolo Rocca,"22,776",$6.5B
https://www.forbes.com/companies/bluescope-steel,Bluescope Steel,Materials,2002,Australia,Mark Royce Vassella,"6,000",$12.4B
https://www.forbes.com/companies/petronas-chemicals,Petronas Chemicals,Chemicals,1998,Malaysia,Yusri bin Mohamed Yusof,"4,585",$5.6B
https://www.forbes.com/companies/illumina,Illumina,Drugs & Biotechnology,1998,United States,Francis A. deSouza,"7,800",$4.5B
https://www.forbes.com/companies/synopsys,Synopsys,IT Software & Services,1986,United States,Dr. Aart de Geus,"16,361",$4.5B
https://www.forbes.com/companies/datang-international-power,Datang International Power,Utilities,1994,China,Yong Pan Liang,"33,483",$15.8B
https://www.forbes.com/companies/top-frontier-investment-holdings,Top Frontier Investment Holdings,Oil & Gas Operations,2008,Philippines,Ramon S. Ang,"28,651",$17.3B
https://www.forbes.com/companies/arkema,Arkema,Chemicals,2004,France,Thierry le Hénaff,"20,030",$11.3B
https://www.forbes.com/companies/nippon-paint,Nippon Paint,Chemicals,1881,Japan,Masaaki Tanaka,"30,247",$9.2B
https://www.forbes.com/companies/kobe-steel,Kobe Steel,Materials,1905,Japan,Mitsugu Yamaguchi,"40,517",$18B
https://www.forbes.com/companies/bank-of-greece,Bank of Greece,Banking,1927,Greece,Konstantinos Panteli Michalidis,"1,882",$1.1B
https://www.forbes.com/companies/bank-of-guiyang,Bank Of Guiyang,Banking,1997,China,Zong Quan Chen,"6,594",$4.7B
https://www.forbes.com/companies/hd-hyundai,HD HYUNDAI,Capital Goods,1972,South Korea,Oh-Gap Kwon,39,$24.9B
https://www.forbes.com/companies/royal-mail,Royal Mail,Transportation and Logistics,1516,United Kingdom,Simon Thompson,"140,000",$17.8B
https://www.forbes.com/companies/eurofins-scientific-societe-europeenne,Eurofins Scientific Societe Europeenne,Health Care Equipment & Services,2012,Luxembourg,Gilles G. Martin,"57,992",$7.9B
https://www.forbes.com/companies/lundbergs,Lundbergs,Diversified Financials,1944,Sweden,Lars Fredrik Elis Lundberg,"3,259",$3.4B
https://www.forbes.com/companies/guangzhou-rf,Guangzhou R&F,Construction,1994,China,Li Zhang,"60,325",$12.4B
https://www.forbes.com/companies/china-gas-holdings,China Gas Holdings,Utilities,1995,Hong Kong,Ming Hui Liu,"59,462",$10.5B
