,earnings,team
4358,$5.34 B,09-wissel
4359,$0.51 B,09-wissel
4360,$5.12 B,09-wissel
4361,$7.59 B,09-wissel
4362,$7.61 B,09-wissel
4363,$3.86 B,09-wissel
4364,$31.42 B,09-wissel
4365,$0.43 B,09-wissel
4366,-$0.12 B,09-wissel
4367,$1.44 B,09-wissel
4368,$0.55 B,09-wissel
4369,-$0.4 B,09-wissel
4370,$3.74 B,09-wissel
4371,$0.24 B,09-wissel
4372,-$0.62 B,09-wissel
4373,$2.78 B,09-wissel
4374,$77.83 M,09-wissel
4375,-$80.6 M,09-wissel
4376,$2.59 B,09-wissel
4377,$2.84 B,09-wissel
4378,$0.38 B,09-wissel
4379,$0.47 B,09-wissel
4380,$2.75 B,09-wissel
4381,-$0.89 B,09-wissel
4382,$0.34 B,09-wissel
4383,$1.11 B,09-wissel
4384,$1.10 B,09-wissel
4385,$0.19 B,09-wissel
4386,$0.11 B,09-wissel
4387,$0.41 B,09-wissel
4388,$28.14 M,09-wissel
4389,$1.96 B,09-wissel
4390,$0.75 B,09-wissel
4391,$1.50 B,09-wissel
4392,$1.56 B,09-wissel
4393,-$1.25 B,09-wissel
4394,$2.71 B,09-wissel
4395,$14.98 B,09-wissel
4396,$0.86 B,09-wissel
4397,$1.12 B,09-wissel
4398,$8.07 B,09-wissel
4399,$1.20 B,09-wissel
4400,-$3.21 B,09-wissel
4401,$17.62 B,09-wissel
4402,-$7.81 B,09-wissel
4403,$4.47 B,09-wissel
4404,$2.84 B,09-wissel
4405,$6.58 B,09-wissel
4406,$2.38 B,09-wissel
4407,$64.64 B,09-wissel
4408,$3.95 B,09-wissel
4409,$1.54 B,09-wissel
4410,$8.94 B,09-wissel
4411,$0.87 B,09-wissel
4412,$2.15 B,09-wissel
4413,$5.02 B,09-wissel
4414,$5.34 B,09-wissel
4415,$0.51 B,09-wissel
4416,$5.12 B,09-wissel
4417,$7.59 B,09-wissel
4418,$7.61 B,09-wissel
4419,$3.86 B,09-wissel
4420,$31.42 B,09-wissel
4421,$0.43 B,09-wissel
4422,-$0.12 B,09-wissel
4423,$1.44 B,09-wissel
4424,$0.55 B,09-wissel
4425,-$0.4 B,09-wissel
4426,$3.74 B,09-wissel
4427,$0.24 B,09-wissel
4428,-$0.62 B,09-wissel
4429,$2.78 B,09-wissel
4430,$77.83 M,09-wissel
4431,-$80.6 M,09-wissel
4432,$2.59 B,09-wissel
4433,$2.84 B,09-wissel
4434,$0.38 B,09-wissel
4435,$0.47 B,09-wissel
4436,$2.75 B,09-wissel
4437,-$0.89 B,09-wissel
4438,$0.34 B,09-wissel
4439,$1.11 B,09-wissel
4440,$1.10 B,09-wissel
4441,$0.19 B,09-wissel
4442,$0.11 B,09-wissel
4443,$0.41 B,09-wissel
4444,$28.14 M,09-wissel
4445,$1.96 B,09-wissel
4446,$0.75 B,09-wissel
4447,$1.50 B,09-wissel
4448,$1.56 B,09-wissel
4449,-$1.25 B,09-wissel
4450,$2.71 B,09-wissel
4451,$14.98 B,09-wissel
4452,$0.86 B,09-wissel
4453,$1.12 B,09-wissel
4454,$8.07 B,09-wissel
4455,$1.20 B,09-wissel
4456,-$3.21 B,09-wissel
4457,$17.62 B,09-wissel
4458,-$7.81 B,09-wissel
4459,$4.47 B,09-wissel
4460,$2.84 B,09-wissel
4461,$6.58 B,09-wissel
4462,$2.38 B,09-wissel
4463,$64.64 B,09-wissel
4464,$3.95 B,09-wissel
4465,$1.54 B,09-wissel
4466,$8.94 B,09-wissel
4467,$0.87 B,09-wissel
4468,$2.15 B,09-wissel
4469,$5.02 B,09-wissel
4470,$5.34 B,09-wissel
4471,$0.51 B,09-wissel
4472,$5.12 B,09-wissel
4473,$7.59 B,09-wissel
4474,$7.61 B,09-wissel
4475,$3.86 B,09-wissel
4476,$31.42 B,09-wissel
4477,$0.43 B,09-wissel
4478,-$0.12 B,09-wissel
4479,$1.44 B,09-wissel
4480,$0.55 B,09-wissel
4481,-$0.4 B,09-wissel
4482,$3.74 B,09-wissel
4483,$0.24 B,09-wissel
4484,-$0.62 B,09-wissel
4485,$2.78 B,09-wissel
4486,$77.83 M,09-wissel
4487,-$80.6 M,09-wissel
4488,$2.59 B,09-wissel
4489,$2.84 B,09-wissel
4490,$0.38 B,09-wissel
4491,$0.47 B,09-wissel
4492,$2.75 B,09-wissel
4493,-$0.89 B,09-wissel
4494,$0.34 B,09-wissel
4495,$1.11 B,09-wissel
4496,$1.10 B,09-wissel
4497,$0.19 B,09-wissel
4498,$0.11 B,09-wissel
4499,$0.41 B,09-wissel
4500,$28.14 M,09-wissel
4501,$1.96 B,09-wissel
4502,$0.75 B,09-wissel
4503,$1.50 B,09-wissel
4504,$1.56 B,09-wissel
4505,-$1.25 B,09-wissel
4506,$2.71 B,09-wissel
4507,$14.98 B,09-wissel
4508,$0.86 B,09-wissel
4509,$1.12 B,09-wissel
4510,$8.07 B,09-wissel
4511,$1.20 B,09-wissel
4512,-$3.21 B,09-wissel
4513,$17.62 B,09-wissel
4514,-$7.81 B,09-wissel
4515,$4.47 B,09-wissel
4516,$2.84 B,09-wissel
4517,$6.58 B,09-wissel
4518,$2.38 B,09-wissel
4519,$64.64 B,09-wissel
4520,$3.95 B,09-wissel
4521,$1.54 B,09-wissel
4522,$8.94 B,09-wissel
4523,$0.87 B,09-wissel
4524,$2.15 B,09-wissel
4525,$5.02 B,09-wissel
4526,$5.34 B,09-wissel
4527,$0.51 B,09-wissel
4528,$5.12 B,09-wissel
4529,$7.59 B,09-wissel
4530,$7.61 B,09-wissel
4531,$3.86 B,09-wissel
4532,$31.42 B,09-wissel
4533,$0.43 B,09-wissel
4534,-$0.12 B,09-wissel
4535,$1.44 B,09-wissel
4536,$0.55 B,09-wissel
4537,-$0.4 B,09-wissel
4538,$3.74 B,09-wissel
4539,$0.24 B,09-wissel
4540,-$0.62 B,09-wissel
4541,$2.78 B,09-wissel
4542,$77.83 M,09-wissel
4543,-$80.6 M,09-wissel
4544,$2.59 B,09-wissel
4545,$2.84 B,09-wissel
4546,$0.38 B,09-wissel
4547,$0.47 B,09-wissel
4548,$2.75 B,09-wissel
4549,-$0.89 B,09-wissel
4550,$0.34 B,09-wissel
4551,$1.11 B,09-wissel
4552,$1.10 B,09-wissel
4553,$0.19 B,09-wissel
4554,$0.11 B,09-wissel
4555,$0.41 B,09-wissel
4556,$28.14 M,09-wissel
4557,$1.96 B,09-wissel
4558,$0.75 B,09-wissel
4559,$1.50 B,09-wissel
4560,$1.56 B,09-wissel
4561,-$1.25 B,09-wissel
4562,$2.71 B,09-wissel
4563,$14.98 B,09-wissel
4564,$0.86 B,09-wissel
4565,$1.12 B,09-wissel
4566,$8.07 B,09-wissel
4567,$1.20 B,09-wissel
4568,-$3.21 B,09-wissel
4569,$17.62 B,09-wissel
4570,-$7.81 B,09-wissel
4571,$4.47 B,09-wissel
4572,$2.84 B,09-wissel
4573,$6.58 B,09-wissel
4574,$2.38 B,09-wissel
4575,$64.64 B,09-wissel
4576,$3.95 B,09-wissel
4577,$1.54 B,09-wissel
4578,$8.94 B,09-wissel
4579,$0.87 B,09-wissel
4580,$2.15 B,09-wissel
4581,$5.02 B,09-wissel
4582,$5.34 B,09-wissel
4583,$0.51 B,09-wissel
4584,$5.12 B,09-wissel
4585,$7.59 B,09-wissel
4586,$7.61 B,09-wissel
4587,$3.86 B,09-wissel
4588,$31.42 B,09-wissel
4589,$0.43 B,09-wissel
4590,-$0.12 B,09-wissel
4591,$1.44 B,09-wissel
4592,$0.55 B,09-wissel
4593,-$0.4 B,09-wissel
4594,$3.74 B,09-wissel
4595,$0.24 B,09-wissel
4596,-$0.62 B,09-wissel
4597,$2.78 B,09-wissel
4598,$77.83 M,09-wissel
4599,-$80.6 M,09-wissel
4600,$2.59 B,09-wissel
4601,$2.84 B,09-wissel
4602,$0.38 B,09-wissel
4603,$0.47 B,09-wissel
4604,$2.75 B,09-wissel
4605,-$0.89 B,09-wissel
4606,$0.34 B,09-wissel
4607,$1.11 B,09-wissel
4608,$1.10 B,09-wissel
4609,$0.19 B,09-wissel
4610,$0.11 B,09-wissel
4611,$0.41 B,09-wissel
4612,$28.14 M,09-wissel
4613,$1.96 B,09-wissel
4614,$0.75 B,09-wissel
4615,$1.50 B,09-wissel
4616,$1.56 B,09-wissel
4617,-$1.25 B,09-wissel
4618,$2.71 B,09-wissel
4619,$14.98 B,09-wissel
4620,$0.86 B,09-wissel
4621,$1.12 B,09-wissel
4622,$8.07 B,09-wissel
4623,$1.20 B,09-wissel
4624,-$3.21 B,09-wissel
4625,$17.62 B,09-wissel
4626,-$7.81 B,09-wissel
4627,$4.47 B,09-wissel
4628,$2.84 B,09-wissel
4629,$6.58 B,09-wissel
4630,$2.38 B,09-wissel
4631,$64.64 B,09-wissel
4632,$3.95 B,09-wissel
4633,$1.54 B,09-wissel
4634,$8.94 B,09-wissel
4635,$0.87 B,09-wissel
4636,$2.15 B,09-wissel
4637,$5.02 B,09-wissel
4638,$5.34 B,09-wissel
4639,$0.51 B,09-wissel
4640,$5.12 B,09-wissel
4641,$7.59 B,09-wissel
4642,$7.61 B,09-wissel
4643,$3.86 B,09-wissel
4644,$31.42 B,09-wissel
4645,$0.43 B,09-wissel
4646,-$0.12 B,09-wissel
4647,$1.44 B,09-wissel
4648,$0.55 B,09-wissel
4649,-$0.4 B,09-wissel
4650,$3.74 B,09-wissel
4651,$0.24 B,09-wissel
4652,-$0.62 B,09-wissel
4653,$2.78 B,09-wissel
4654,$77.83 M,09-wissel
4655,-$80.6 M,09-wissel
4656,$2.59 B,09-wissel
4657,$2.84 B,09-wissel
4658,$0.38 B,09-wissel
4659,$0.47 B,09-wissel
4660,$2.75 B,09-wissel
4661,-$0.89 B,09-wissel
4662,$0.34 B,09-wissel
4663,$1.11 B,09-wissel
4664,$1.10 B,09-wissel
4665,$0.19 B,09-wissel
4666,$0.11 B,09-wissel
4667,$0.41 B,09-wissel
4668,$28.14 M,09-wissel
4669,$1.96 B,09-wissel
4670,$0.75 B,09-wissel
4671,$1.50 B,09-wissel
4672,$1.56 B,09-wissel
4673,-$1.25 B,09-wissel
4674,$2.71 B,09-wissel
4675,$14.98 B,09-wissel
4676,$0.86 B,09-wissel
4677,$1.12 B,09-wissel
4678,$8.07 B,09-wissel
4679,$1.20 B,09-wissel
4680,-$3.21 B,09-wissel
4681,$17.62 B,09-wissel
4682,-$7.81 B,09-wissel
4683,$4.47 B,09-wissel
4684,$2.84 B,09-wissel
4685,$6.58 B,09-wissel
4686,$2.38 B,09-wissel
4687,$64.64 B,09-wissel
4688,$3.95 B,09-wissel
4689,$1.54 B,09-wissel
4690,$8.94 B,09-wissel
4691,$0.87 B,09-wissel
4692,$2.15 B,09-wissel
4693,$5.02 B,09-wissel
4694,$5.34 B,09-wissel
4695,$0.51 B,09-wissel
4696,$5.12 B,09-wissel
4697,$7.59 B,09-wissel
4698,$7.61 B,09-wissel
4699,$3.86 B,09-wissel
4700,$31.42 B,09-wissel
4701,$0.43 B,09-wissel
4702,-$0.12 B,09-wissel
4703,$1.44 B,09-wissel
4704,$0.55 B,09-wissel
4705,-$0.4 B,09-wissel
4706,$3.74 B,09-wissel
4707,$0.24 B,09-wissel
4708,-$0.62 B,09-wissel
4709,$2.78 B,09-wissel
4710,$77.83 M,09-wissel
4711,-$80.6 M,09-wissel
4712,$2.59 B,09-wissel
4713,$2.84 B,09-wissel
4714,$0.38 B,09-wissel
4715,$0.47 B,09-wissel
4716,$2.75 B,09-wissel
4717,-$0.89 B,09-wissel
4718,$0.34 B,09-wissel
4719,$1.11 B,09-wissel
4720,$1.10 B,09-wissel
4721,$0.19 B,09-wissel
4722,$0.11 B,09-wissel
4723,$0.41 B,09-wissel
4724,$28.14 M,09-wissel
4725,$1.96 B,09-wissel
4726,$0.75 B,09-wissel
4727,$1.50 B,09-wissel
4728,$1.56 B,09-wissel
4729,-$1.25 B,09-wissel
4730,$2.71 B,09-wissel
4731,$14.98 B,09-wissel
4732,$0.86 B,09-wissel
4733,$1.12 B,09-wissel
4734,$8.07 B,09-wissel
4735,$1.20 B,09-wissel
4736,-$3.21 B,09-wissel
4737,$17.62 B,09-wissel
4738,-$7.81 B,09-wissel
4739,$4.47 B,09-wissel
4740,$2.84 B,09-wissel
4741,$6.58 B,09-wissel
4742,$2.38 B,09-wissel
4743,$64.64 B,09-wissel
4744,$3.95 B,09-wissel
4745,$1.54 B,09-wissel
4746,$8.94 B,09-wissel
4747,$0.87 B,09-wissel
4748,$2.15 B,09-wissel
4749,$5.02 B,09-wissel
4750,$5.34 B,09-wissel
4751,$0.51 B,09-wissel
4752,$5.12 B,09-wissel
4753,$7.59 B,09-wissel
4754,$7.61 B,09-wissel
4755,$3.86 B,09-wissel
4756,$31.42 B,09-wissel
4757,$0.43 B,09-wissel
4758,-$0.12 B,09-wissel
4759,$1.44 B,09-wissel
4760,$0.55 B,09-wissel
4761,-$0.4 B,09-wissel
4762,$3.74 B,09-wissel
4763,$0.24 B,09-wissel
4764,-$0.62 B,09-wissel
4765,$2.78 B,09-wissel
4766,$77.83 M,09-wissel
4767,-$80.6 M,09-wissel
4768,$2.59 B,09-wissel
4769,$2.84 B,09-wissel
4770,$0.38 B,09-wissel
4771,$0.47 B,09-wissel
4772,$2.75 B,09-wissel
4773,-$0.89 B,09-wissel
4774,$0.34 B,09-wissel
4775,$1.11 B,09-wissel
4776,$1.10 B,09-wissel
4777,$0.19 B,09-wissel
4778,$0.11 B,09-wissel
4779,$0.41 B,09-wissel
4780,$28.14 M,09-wissel
4781,$1.96 B,09-wissel
4782,$0.75 B,09-wissel
4783,$1.50 B,09-wissel
4784,$1.56 B,09-wissel
4785,-$1.25 B,09-wissel
4786,$2.71 B,09-wissel
4787,$14.98 B,09-wissel
4788,$0.86 B,09-wissel
4789,$1.12 B,09-wissel
4790,$8.07 B,09-wissel
4791,$1.20 B,09-wissel
4792,-$3.21 B,09-wissel
4793,$17.62 B,09-wissel
4794,-$7.81 B,09-wissel
4795,$4.47 B,09-wissel
4796,$2.84 B,09-wissel
4797,$6.58 B,09-wissel
4798,$2.38 B,09-wissel
4799,$64.64 B,09-wissel
4800,$3.95 B,09-wissel
4801,$1.54 B,09-wissel
4802,$8.94 B,09-wissel
4803,$0.87 B,09-wissel
4804,$2.15 B,09-wissel
4805,$5.02 B,09-wissel
4806,$5.34 B,09-wissel
4807,$0.51 B,09-wissel
4808,$5.12 B,09-wissel
4809,$7.59 B,09-wissel
4810,$7.61 B,09-wissel
4811,$3.86 B,09-wissel
4812,$31.42 B,09-wissel
4813,$0.43 B,09-wissel
4814,-$0.12 B,09-wissel
4815,$1.44 B,09-wissel
4816,$0.55 B,09-wissel
4817,-$0.4 B,09-wissel
4818,$3.74 B,09-wissel
4819,$0.24 B,09-wissel
4820,-$0.62 B,09-wissel
4821,$2.78 B,09-wissel
4822,$77.83 M,09-wissel
4823,-$80.6 M,09-wissel
4824,$2.59 B,09-wissel
4825,$2.84 B,09-wissel
4826,$0.38 B,09-wissel
4827,$0.47 B,09-wissel
4828,$2.75 B,09-wissel
4829,-$0.89 B,09-wissel
4830,$0.34 B,09-wissel
4831,$1.11 B,09-wissel
4832,$1.10 B,09-wissel
4833,$0.19 B,09-wissel
4834,$0.11 B,09-wissel
4835,$0.41 B,09-wissel
4836,$28.14 M,09-wissel
4837,$1.96 B,09-wissel
4838,$0.75 B,09-wissel
4839,$1.50 B,09-wissel
4840,$1.56 B,09-wissel
4841,-$1.25 B,09-wissel
4842,$2.71 B,09-wissel
4843,$14.98 B,09-wissel
4844,$0.86 B,09-wissel
4845,$1.12 B,09-wissel
4846,$8.07 B,09-wissel
4847,$1.20 B,09-wissel
4848,-$3.21 B,09-wissel
4849,$17.62 B,09-wissel
4850,-$7.81 B,09-wissel
4851,$4.47 B,09-wissel
4852,$2.84 B,09-wissel
4853,$6.58 B,09-wissel
4854,$2.38 B,09-wissel
4855,$64.64 B,09-wissel
4856,$3.95 B,09-wissel
4857,$1.54 B,09-wissel
4858,$8.94 B,09-wissel
4859,$0.87 B,09-wissel
4860,$2.15 B,09-wissel
4861,$5.02 B,09-wissel
4862,$5.34 B,09-wissel
4863,$0.51 B,09-wissel
4864,$5.12 B,09-wissel
4865,$7.59 B,09-wissel
4866,$7.61 B,09-wissel
4867,$3.86 B,09-wissel
4868,$31.42 B,09-wissel
4869,$0.43 B,09-wissel
4870,-$0.12 B,09-wissel
4871,$1.44 B,09-wissel
4872,$0.55 B,09-wissel
4873,-$0.4 B,09-wissel
4874,$3.74 B,09-wissel
4875,$0.24 B,09-wissel
4876,-$0.62 B,09-wissel
4877,$2.78 B,09-wissel
4878,$77.83 M,09-wissel
4879,-$80.6 M,09-wissel
4880,$2.59 B,09-wissel
4881,$2.84 B,09-wissel
4882,$0.38 B,09-wissel
4883,$0.47 B,09-wissel
4884,$2.75 B,09-wissel
4885,-$0.89 B,09-wissel
4886,$0.34 B,09-wissel
4887,$1.11 B,09-wissel
4888,$1.10 B,09-wissel
4889,$0.19 B,09-wissel
4890,$0.11 B,09-wissel
4891,$0.41 B,09-wissel
4892,$28.14 M,09-wissel
4893,$1.96 B,09-wissel
4894,$0.75 B,09-wissel
4895,$1.50 B,09-wissel
4896,$1.56 B,09-wissel
4897,-$1.25 B,09-wissel
4898,$2.71 B,09-wissel
4899,$14.98 B,09-wissel
4900,$0.86 B,09-wissel
4901,$1.12 B,09-wissel
4902,$8.07 B,09-wissel
4903,$1.20 B,09-wissel
4904,-$3.21 B,09-wissel
4905,$17.62 B,09-wissel
4906,-$7.81 B,09-wissel
4907,$4.47 B,09-wissel
4908,$2.84 B,09-wissel
4909,$6.58 B,09-wissel
4910,$2.38 B,09-wissel
4911,$64.64 B,09-wissel
4912,$3.95 B,09-wissel
4913,$1.54 B,09-wissel
4914,$8.94 B,09-wissel
4915,$0.87 B,09-wissel
4916,$2.15 B,09-wissel
4917,$5.02 B,09-wissel
4918,$5.34 B,09-wissel
4919,$0.51 B,09-wissel
4920,$5.12 B,09-wissel
4921,$7.59 B,09-wissel
4922,$7.61 B,09-wissel
4923,$3.86 B,09-wissel
4924,$31.42 B,09-wissel
4925,$0.43 B,09-wissel
4926,-$0.12 B,09-wissel
4927,$1.44 B,09-wissel
4928,$0.55 B,09-wissel
4929,-$0.4 B,09-wissel
4930,$3.74 B,09-wissel
4931,$0.24 B,09-wissel
4932,-$0.62 B,09-wissel
4933,$2.78 B,09-wissel
4934,$77.83 M,09-wissel
4935,-$80.6 M,09-wissel
4936,$2.59 B,09-wissel
4937,$2.84 B,09-wissel
4938,$0.38 B,09-wissel
4939,$0.47 B,09-wissel
4940,$2.75 B,09-wissel
4941,-$0.89 B,09-wissel
4942,$0.34 B,09-wissel
4943,$1.11 B,09-wissel
4944,$1.10 B,09-wissel
4945,$0.19 B,09-wissel
4946,$0.11 B,09-wissel
4947,$0.41 B,09-wissel
4948,$28.14 M,09-wissel
4949,$1.96 B,09-wissel
4950,$0.75 B,09-wissel
4951,$1.50 B,09-wissel
4952,$1.56 B,09-wissel
4953,-$1.25 B,09-wissel
4954,$2.71 B,09-wissel
4955,$14.98 B,09-wissel
4956,$0.86 B,09-wissel
4957,$1.12 B,09-wissel
4958,$8.07 B,09-wissel
4959,$1.20 B,09-wissel
4960,-$3.21 B,09-wissel
4961,$17.62 B,09-wissel
4962,-$7.81 B,09-wissel
4963,$4.47 B,09-wissel
4964,$2.84 B,09-wissel
4965,$6.58 B,09-wissel
4966,$2.38 B,09-wissel
4967,$64.64 B,09-wissel
4968,$3.95 B,09-wissel
4969,$1.54 B,09-wissel
4970,$8.94 B,09-wissel
4971,$0.87 B,09-wissel
4972,$2.15 B,09-wissel
4973,$5.02 B,09-wissel
4974,$5.34 B,09-wissel
4975,$0.51 B,09-wissel
4976,$5.12 B,09-wissel
4977,$7.59 B,09-wissel
4978,$7.61 B,09-wissel
4979,$3.86 B,09-wissel
4980,$31.42 B,09-wissel
4981,$0.43 B,09-wissel
4982,-$0.12 B,09-wissel
4983,$1.44 B,09-wissel
4984,$0.55 B,09-wissel
4985,-$0.4 B,09-wissel
4986,$3.74 B,09-wissel
4987,$0.24 B,09-wissel
4988,-$0.62 B,09-wissel
4989,$2.78 B,09-wissel
4990,$77.83 M,09-wissel
4991,-$80.6 M,09-wissel
4992,$2.59 B,09-wissel
4993,$2.84 B,09-wissel
4994,$0.38 B,09-wissel
4995,$0.47 B,09-wissel
4996,$2.75 B,09-wissel
4997,-$0.89 B,09-wissel
4998,$0.34 B,09-wissel
4999,$1.11 B,09-wissel
5000,$1.10 B,09-wissel
5001,$0.19 B,09-wissel
5002,$0.11 B,09-wissel
5003,$0.41 B,09-wissel
5004,$28.14 M,09-wissel
5005,$1.96 B,09-wissel
5006,$0.75 B,09-wissel
5007,$1.50 B,09-wissel
5008,$1.56 B,09-wissel
5009,-$1.25 B,09-wissel
5010,$2.71 B,09-wissel
5011,$14.98 B,09-wissel
5012,$0.86 B,09-wissel
5013,$1.12 B,09-wissel
5014,$8.07 B,09-wissel
5015,$1.20 B,09-wissel
5016,-$3.21 B,09-wissel
5017,$17.62 B,09-wissel
5018,-$7.81 B,09-wissel
5019,$4.47 B,09-wissel
5020,$2.84 B,09-wissel
5021,$6.58 B,09-wissel
5022,$2.38 B,09-wissel
5023,$64.64 B,09-wissel
5024,$3.95 B,09-wissel
5025,$1.54 B,09-wissel
5026,$8.94 B,09-wissel
5027,$0.87 B,09-wissel
5028,$2.15 B,09-wissel
5029,$5.02 B,09-wissel
5030,$5.34 B,09-wissel
5031,$0.51 B,09-wissel
5032,$5.12 B,09-wissel
5033,$7.59 B,09-wissel
5034,$7.61 B,09-wissel
5035,$3.86 B,09-wissel
5036,$31.42 B,09-wissel
5037,$0.43 B,09-wissel
5038,-$0.12 B,09-wissel
5039,$1.44 B,09-wissel
5040,$0.55 B,09-wissel
5041,-$0.4 B,09-wissel
5042,$3.74 B,09-wissel
5043,$0.24 B,09-wissel
5044,-$0.62 B,09-wissel
5045,$2.78 B,09-wissel
5046,$77.83 M,09-wissel
5047,-$80.6 M,09-wissel
5048,$2.59 B,09-wissel
5049,$2.84 B,09-wissel
5050,$0.38 B,09-wissel
5051,$0.47 B,09-wissel
5052,$2.75 B,09-wissel
5053,-$0.89 B,09-wissel
5054,$0.34 B,09-wissel
5055,$1.11 B,09-wissel
5056,$1.10 B,09-wissel
5057,$0.19 B,09-wissel
5058,$0.11 B,09-wissel
5059,$0.41 B,09-wissel
5060,$28.14 M,09-wissel
5061,$1.96 B,09-wissel
5062,$0.75 B,09-wissel
5063,$1.50 B,09-wissel
5064,$1.56 B,09-wissel
5065,-$1.25 B,09-wissel
5066,$2.71 B,09-wissel
5067,$14.98 B,09-wissel
5068,$0.86 B,09-wissel
5069,$1.12 B,09-wissel
5070,$8.07 B,09-wissel
5071,$1.20 B,09-wissel
5072,-$3.21 B,09-wissel
5073,$17.62 B,09-wissel
5074,-$7.81 B,09-wissel
5075,$4.47 B,09-wissel
5076,$2.84 B,09-wissel
5077,$6.58 B,09-wissel
5078,$2.38 B,09-wissel
5079,$64.64 B,09-wissel
5080,$3.95 B,09-wissel
5081,$1.54 B,09-wissel
5082,$8.94 B,09-wissel
5083,$0.87 B,09-wissel
5084,$2.15 B,09-wissel
5085,$5.02 B,09-wissel
5086,$5.34 B,09-wissel
5087,$0.51 B,09-wissel
5088,$5.12 B,09-wissel
5089,$7.59 B,09-wissel
5090,$7.61 B,09-wissel
5091,$3.86 B,09-wissel
5092,$31.42 B,09-wissel
5093,$0.43 B,09-wissel
5094,-$0.12 B,09-wissel
5095,$1.44 B,09-wissel
5096,$0.55 B,09-wissel
5097,-$0.4 B,09-wissel
5098,$3.74 B,09-wissel
5099,$0.24 B,09-wissel
5100,-$0.62 B,09-wissel
5101,$2.78 B,09-wissel
5102,$77.83 M,09-wissel
5103,-$80.6 M,09-wissel
5104,$2.59 B,09-wissel
5105,$2.84 B,09-wissel
5106,$0.38 B,09-wissel
5107,$0.47 B,09-wissel
5108,$2.75 B,09-wissel
5109,-$0.89 B,09-wissel
5110,$0.34 B,09-wissel
5111,$1.11 B,09-wissel
5112,$1.10 B,09-wissel
5113,$0.19 B,09-wissel
5114,$0.11 B,09-wissel
5115,$0.41 B,09-wissel
5116,$28.14 M,09-wissel
5117,$1.96 B,09-wissel
5118,$0.75 B,09-wissel
5119,$1.50 B,09-wissel
5120,$1.56 B,09-wissel
5121,-$1.25 B,09-wissel
5122,$2.71 B,09-wissel
5123,$14.98 B,09-wissel
5124,$0.86 B,09-wissel
5125,$1.12 B,09-wissel
5126,$8.07 B,09-wissel
5127,$1.20 B,09-wissel
5128,-$3.21 B,09-wissel
5129,$17.62 B,09-wissel
5130,-$7.81 B,09-wissel
5131,$4.47 B,09-wissel
5132,$2.84 B,09-wissel
5133,$6.58 B,09-wissel
5134,$2.38 B,09-wissel
5135,$64.64 B,09-wissel
5136,$3.95 B,09-wissel
5137,$1.54 B,09-wissel
5138,$8.94 B,09-wissel
5139,$0.87 B,09-wissel
5140,$2.15 B,09-wissel
5141,$5.02 B,09-wissel
5142,$5.34 B,09-wissel
5143,$0.51 B,09-wissel
5144,$5.12 B,09-wissel
5145,$7.59 B,09-wissel
5146,$7.61 B,09-wissel
5147,$3.86 B,09-wissel
5148,$31.42 B,09-wissel
5149,$0.43 B,09-wissel
5150,-$0.12 B,09-wissel
5151,$1.44 B,09-wissel
5152,$0.55 B,09-wissel
5153,-$0.4 B,09-wissel
5154,$3.74 B,09-wissel
5155,$0.24 B,09-wissel
5156,-$0.62 B,09-wissel
5157,$2.78 B,09-wissel
5158,$77.83 M,09-wissel
5159,-$80.6 M,09-wissel
5160,$14.84 B,09-wissel
5161,$12.11 B,09-wissel
5162,$14.32 B,09-wissel
5163,$3.03 B,09-wissel
5164,$24.14 B,09-wissel
5165,$4.39 B,09-wissel
5166,$4.71 B,09-wissel
5167,$0.36 B,09-wissel
5168,$25.23 B,09-wissel
5169,$5.34 B,09-wissel
5170,$3.03 B,09-wissel
5171,$4.60 B,09-wissel
5172,$13.58 B,09-wissel
5173,$8.12 B,09-wissel
5174,$10.31 B,09-wissel
5175,$0.64 B,09-wissel
5176,$45.58 B,09-wissel
5177,-$1.1 B,09-wissel
5178,$1.23 B,09-wissel
5179,$0.63 B,09-wissel
5180,$20.57 B,09-wissel
5181,$19.58 B,09-wissel
5182,$84.76 B,09-wissel
5183,$6.43 B,09-wissel
5184,$30.89 B,09-wissel
5185,$9.55 B,09-wissel
5186,$26.56 B,09-wissel
5187,$4.38 B,09-wissel
5188,$9.49 B,09-wissel
5189,$78.96 B,09-wissel
5190,$14.12 B,09-wissel
5191,$1.12 B,09-wissel
5192,$6.50 B,09-wissel
5193,-$2.55 B,09-wissel
5194,$122.03 B,09-wissel
5195,$2.96 B,09-wissel
5196,$0.49 B,09-wissel
5197,$11.24 B,09-wissel
5198,$6.83 B,09-wissel
5199,$9.46 B,09-wissel
5200,$1.95 B,09-wissel
5201,-$9.08 B,09-wissel
5202,$22.51 B,09-wissel
5203,$4.51 B,09-wissel
5204,$3.37 B,09-wissel
5205,$1.30 B,09-wissel
5206,$7.92 B,09-wissel
5207,-$0.12 B,09-wissel
5208,$0.32 B,09-wissel
5209,$63.78 M,09-wissel
5210,$14.23 B,09-wissel
5211,$0.29 B,09-wissel
5212,$3.15 B,09-wissel
5213,$25.60 B,09-wissel
5214,$6.98 B,09-wissel
5215,$9.31 B,09-wissel
5216,$9.65 B,09-wissel
5217,$18.41 B,09-wissel
5218,$2.58 B,09-wissel
5219,$4.35 B,09-wissel
5220,$2.21 B,09-wissel
5221,$1.93 B,09-wissel
5222,$1.05 B,09-wissel
5223,$7.59 B,09-wissel
5224,$12.60 B,09-wissel
