,employees,team
2228,9.0,09-wissel
2229,9.0,09-wissel
2230,9.0,09-wissel
2231,9.0,09-wissel
2232,8.0,09-wissel
2233,8.0,09-wissel
2234,7.0,09-wissel
2235,7.0,09-wissel
2236,7.0,09-wissel
2237,6.0,09-wissel
2238,6.0,09-wissel
2239,6.0,09-wissel
2240,6.0,09-wissel
2241,6.0,09-wissel
2242,5.0,09-wissel
2243,5.0,09-wissel
2244,5.0,09-wissel
2245,5.0,09-wissel
2246,5.0,09-wissel
2247,5.0,09-wissel
2248,5.0,09-wissel
2249,5.0,09-wissel
2250,4.0,09-wissel
2251,4.0,09-wissel
2252,4.0,09-wissel
2253,4.0,09-wissel
2254,4.0,09-wissel
2255,3.0,09-wissel
2256,2.0,09-wissel
2257,2.0,09-wissel
2258,2.0,09-wissel
2259,1.0,09-wissel
2260,1.0,09-wissel
2261,1.0,09-wissel
2262,1.0,09-wissel
2263,1.0,09-wissel
2264,,09-wissel
2265,,09-wissel
2266,,09-wissel
2267,,09-wissel
2268,,09-wissel
2269,,09-wissel
2270,,09-wissel
2271,,09-wissel
2272,,09-wissel
2273,,09-wissel
2274,,09-wissel
2275,,09-wissel
2276,,09-wissel
2277,,09-wissel
2278,,09-wissel
2279,,09-wissel
2280,,09-wissel
2281,,09-wissel
2282,,09-wissel
2283,,09-wissel
2284,,09-wissel
2285,,09-wissel
2286,,09-wissel
2287,,09-wissel
2288,,09-wissel
2289,,09-wissel
2290,,09-wissel
2291,,09-wissel
2292,,09-wissel
2293,,09-wissel
2294,,09-wissel
2295,,09-wissel
2296,,09-wissel
2297,,09-wissel
2298,,09-wissel
2299,,09-wissel
2300,,09-wissel
2301,,09-wissel
2302,,09-wissel
2303,,09-wissel
2304,,09-wissel
2305,,09-wissel
2306,,09-wissel
2307,,09-wissel
2308,,09-wissel
2309,,09-wissel
2310,,09-wissel
2311,,09-wissel
2312,,09-wissel
2313,,09-wissel
2314,,09-wissel
2315,,09-wissel
2316,,09-wissel
2317,,09-wissel
2318,,09-wissel
2319,,09-wissel
2320,,09-wissel
2321,,09-wissel
2322,,09-wissel
2323,,09-wissel
2324,,09-wissel
2325,,09-wissel
2326,,09-wissel
2327,,09-wissel
2328,,09-wissel
2329,,09-wissel
2330,,09-wissel
2331,,09-wissel
2332,,09-wissel
2333,,09-wissel
2334,,09-wissel
2335,,09-wissel
2336,,09-wissel
2337,,09-wissel
2338,,09-wissel
2339,,09-wissel
2340,,09-wissel
2341,,09-wissel
2342,,09-wissel
2343,,09-wissel
2344,,09-wissel
2345,,09-wissel
2346,,09-wissel
2347,,09-wissel
2348,,09-wissel
2349,,09-wissel
2350,,09-wissel
2351,,09-wissel
2352,,09-wissel
2353,,09-wissel
2354,,09-wissel
2355,,09-wissel
2356,,09-wissel
2357,,09-wissel
2358,,09-wissel
2359,,09-wissel
2360,,09-wissel
2361,,09-wissel
2362,,09-wissel
2363,,09-wissel
2364,,09-wissel
2365,,09-wissel
2366,,09-wissel
2367,,09-wissel
2368,,09-wissel
2369,,09-wissel
2370,,09-wissel
2371,,09-wissel
2372,,09-wissel
2373,,09-wissel
2374,,09-wissel
2375,,09-wissel
2376,,09-wissel
2377,,09-wissel
2378,,09-wissel
2379,,09-wissel
2380,,09-wissel
2381,,09-wissel
2382,,09-wissel
2383,,09-wissel
2384,,09-wissel
2385,,09-wissel
2386,215.298,09-wissel
2387,180.0,09-wissel
2388,161.0,09-wissel
2389,130.0,09-wissel
2390,122.0,09-wissel
2391,94.945,09-wissel
2392,91.427,09-wissel
2393,90.979,09-wissel
2394,90.8,09-wissel
2395,90.0,09-wissel
2396,88.5,09-wissel
2397,69.218,09-wissel
2398,57.5,09-wissel
2399,51.0,09-wissel
2400,49.781,09-wissel
2401,49.505,09-wissel
2402,46.722,09-wissel
2403,38.0,09-wissel
2404,30.989,09-wissel
2405,29.0,09-wissel
2406,28.903,09-wissel
2407,28.4,09-wissel
2408,28.4,09-wissel
2409,28.286,09-wissel
2410,28.0,09-wissel
2411,26.796,09-wissel
2412,26.0,09-wissel
2413,25.1,09-wissel
2414,25.0,09-wissel
2415,25.0,09-wissel
2416,24.4,09-wissel
2417,23.828,09-wissel
2418,23.5,09-wissel
2419,23.0,09-wissel
2420,20.0,09-wissel
2421,19.6,09-wissel
2422,19.0,09-wissel
2423,18.643,09-wissel
2424,18.6,09-wissel
2425,17.0,09-wissel
2426,16.922,09-wissel
2427,15.891,09-wissel
2428,15.589,09-wissel
2429,14.8,09-wissel
2430,13.535,09-wissel
2431,13.5,09-wissel
2432,13.435,09-wissel
2433,13.4,09-wissel
2434,13.087,09-wissel
2435,13.0,09-wissel
2436,12.5,09-wissel
2437,11.0,09-wissel
2438,10.9,09-wissel
2439,10.6,09-wissel
2440,10.145,09-wissel
2441,10.0,09-wissel
2442,9.735,09-wissel
2443,9.4,09-wissel
2444,9.1,09-wissel
2445,8.4,09-wissel
2446,8.3,09-wissel
2447,7.524,09-wissel
2448,7.391,09-wissel
2449,7.202,09-wissel
2450,7.1,09-wissel
2451,7.017,09-wissel
2452,6.9,09-wissel
2453,6.81,09-wissel
2454,6.569,09-wissel
2455,6.4,09-wissel
2456,6.358,09-wissel
2457,6.26,09-wissel
2458,6.2,09-wissel
2459,6.0,09-wissel
2460,5.938,09-wissel
2461,5.7,09-wissel
2462,5.4,09-wissel
2463,5.0,09-wissel
2464,5.0,09-wissel
2465,4.796,09-wissel
2466,4.567,09-wissel
2467,4.353,09-wissel
2468,3.9,09-wissel
2469,3.488,09-wissel
2470,3.478,09-wissel
2471,3.445,09-wissel
2472,3.35,09-wissel
2473,3.325,09-wissel
2474,3.3,09-wissel
2475,3.151,09-wissel
2476,3.0,09-wissel
2477,2.926,09-wissel
2478,2.8,09-wissel
2479,2.734,09-wissel
2480,2.7,09-wissel
2481,2.674,09-wissel
2482,2.65,09-wissel
2483,2.563,09-wissel
2484,2.5,09-wissel
2485,2.5,09-wissel
2486,2.49,09-wissel
2487,2.457,09-wissel
2488,2.429,09-wissel
2489,2.416,09-wissel
2490,2.415,09-wissel
2491,2.349,09-wissel
2492,2.3,09-wissel
2493,2.285,09-wissel
2494,2.119,09-wissel
2495,2.09,09-wissel
2496,2.05,09-wissel
2497,2.0,09-wissel
2498,2.0,09-wissel
2499,2.0,09-wissel
2500,1.978,09-wissel
2501,1.9,09-wissel
2502,1.9,09-wissel
2503,1.813,09-wissel
2504,1.8,09-wissel
2505,1.8,09-wissel
2506,1.797,09-wissel
2507,1.729,09-wissel
2508,1.7,09-wissel
2509,1.658,09-wissel
2510,1.624,09-wissel
2511,1.622,09-wissel
2512,1.576,09-wissel
2513,1.56,09-wissel
2514,1.44,09-wissel
2515,1.38,09-wissel
2516,1.368,09-wissel
2517,1.352,09-wissel
2518,1.338,09-wissel
2519,1.3,09-wissel
2520,1.3,09-wissel
2521,1.282,09-wissel
2522,1.24,09-wissel
2523,1.097,09-wissel
2524,1.007,09-wissel
2525,1.005,09-wissel
2526,1.0,09-wissel
2527,996.0,09-wissel
2528,989.0,09-wissel
2529,968.0,09-wissel
2530,865.0,09-wissel
2531,838.0,09-wissel
2532,822.0,09-wissel
2533,773.0,09-wissel
2534,748.0,09-wissel
2535,742.0,09-wissel
2536,726.0,09-wissel
2537,716.0,09-wissel
2538,700.0,09-wissel
2539,670.0,09-wissel
2540,670.0,09-wissel
2541,665.0,09-wissel
2542,626.0,09-wissel
2543,582.0,09-wissel
2544,580.0,09-wissel
2545,562.0,09-wissel
2546,560.0,09-wissel
2547,488.0,09-wissel
2548,478.0,09-wissel
2549,475.0,09-wissel
2550,471.0,09-wissel
2551,460.0,09-wissel
2552,453.0,09-wissel
2553,450.0,09-wissel
2554,435.0,09-wissel
2555,435.0,09-wissel
2556,430.0,09-wissel
2557,411.0,09-wissel
2558,388.0,09-wissel
2559,371.0,09-wissel
2560,361.0,09-wissel
2561,355.0,09-wissel
2562,347.0,09-wissel
2563,344.0,09-wissel
2564,322.0,09-wissel
2565,319.0,09-wissel
2566,300.0,09-wissel
2567,298.0,09-wissel
2568,294.0,09-wissel
2569,284.0,09-wissel
2570,259.0,09-wissel
2571,232.0,09-wissel
2572,216.0,09-wissel
2573,206.0,09-wissel
2574,204.0,09-wissel
2575,200.0,09-wissel
2576,197.0,09-wissel
2577,190.0,09-wissel
2578,176.0,09-wissel
2579,173.0,09-wissel
2580,173.0,09-wissel
2581,163.0,09-wissel
2582,155.0,09-wissel
2583,149.0,09-wissel
2584,145.0,09-wissel
2585,130.0,09-wissel
2586,126.0,09-wissel
2587,123.0,09-wissel
2588,107.0,09-wissel
2589,106.0,09-wissel
2590,97.0,09-wissel
2591,92.0,09-wissel
2592,89.0,09-wissel
2593,74.0,09-wissel
2594,69.0,09-wissel
2595,58.0,09-wissel
2596,55.0,09-wissel
2597,55.0,09-wissel
2598,49.0,09-wissel
2599,49.0,09-wissel
2600,44.0,09-wissel
2601,43.0,09-wissel
2602,43.0,09-wissel
2603,42.0,09-wissel
2604,41.0,09-wissel
2605,40.0,09-wissel
2606,40.0,09-wissel
2607,34.0,09-wissel
2608,31.0,09-wissel
2609,29.0,09-wissel
2610,26.0,09-wissel
2611,26.0,09-wissel
2612,25.0,09-wissel
2613,19.0,09-wissel
2614,18.0,09-wissel
2615,16.0,09-wissel
2616,14.0,09-wissel
2617,13.0,09-wissel
2618,10.0,09-wissel
2619,10.0,09-wissel
2620,9.0,09-wissel
2621,9.0,09-wissel
2622,8.0,09-wissel
2623,8.0,09-wissel
2624,8.0,09-wissel
2625,7.0,09-wissel
2626,6.0,09-wissel
2627,4.0,09-wissel
2628,4.0,09-wissel
2629,3.0,09-wissel
2630,1.0,09-wissel
2631,,09-wissel
2632,,09-wissel
2633,,09-wissel
2634,,09-wissel
2635,,09-wissel
2636,,09-wissel
2637,,09-wissel
2638,,09-wissel
2639,,09-wissel
2640,,09-wissel
2641,,09-wissel
2642,,09-wissel
2643,,09-wissel
2644,,09-wissel
2645,,09-wissel
2646,,09-wissel
2647,,09-wissel
2648,,09-wissel
2649,,09-wissel
2650,,09-wissel
2651,,09-wissel
2652,,09-wissel
2653,,09-wissel
2654,,09-wissel
2655,,09-wissel
2656,,09-wissel
2657,,09-wissel
2658,,09-wissel
2659,,09-wissel
2660,,09-wissel
2661,,09-wissel
2662,,09-wissel
2663,,09-wissel
2664,,09-wissel
2665,,09-wissel
2666,,09-wissel
2667,,09-wissel
2668,,09-wissel
2669,,09-wissel
2670,,09-wissel
2671,,09-wissel
2672,,09-wissel
2673,,09-wissel
2674,,09-wissel
2675,,09-wissel
2676,,09-wissel
2677,,09-wissel
2678,,09-wissel
2679,,09-wissel
2680,,09-wissel
2681,,09-wissel
2682,,09-wissel
2683,,09-wissel
2684,,09-wissel
2685,,09-wissel
2686,,09-wissel
2687,,09-wissel
2688,,09-wissel
2689,,09-wissel
2690,,09-wissel
2691,,09-wissel
2692,,09-wissel
2693,,09-wissel
2694,,09-wissel
2695,,09-wissel
2696,,09-wissel
2697,,09-wissel
2698,,09-wissel
2699,,09-wissel
2700,,09-wissel
2701,,09-wissel
2702,,09-wissel
2703,,09-wissel
2704,,09-wissel
2705,,09-wissel
2706,,09-wissel
2707,,09-wissel
2708,,09-wissel
2709,,09-wissel
2710,,09-wissel
2711,,09-wissel
2712,,09-wissel
2713,,09-wissel
2714,,09-wissel
2715,,09-wissel
2716,,09-wissel
2717,,09-wissel
2718,,09-wissel
2719,,09-wissel
2720,,09-wissel
2721,,09-wissel
2722,,09-wissel
2723,,09-wissel
2724,,09-wissel
2725,,09-wissel
2726,,09-wissel
2727,,09-wissel
2728,,09-wissel
2729,,09-wissel
2730,,09-wissel
2731,,09-wissel
2732,,09-wissel
2733,,09-wissel
2734,,09-wissel
2735,,09-wissel
2736,,09-wissel
2737,,09-wissel
2738,,09-wissel
2739,,09-wissel
2740,,09-wissel
2741,,09-wissel
2742,,09-wissel
2743,,09-wissel
2744,,09-wissel
2745,,09-wissel
2746,,09-wissel
2747,,09-wissel
2748,342.363,09-wissel
2749,231.927,09-wissel
2750,178.399,09-wissel
2751,141.824,09-wissel
2752,80.0,09-wissel
2753,72.87,09-wissel
2754,65.129,09-wissel
2755,47.324,09-wissel
2756,37.191,09-wissel
2757,32.0,09-wissel
2758,31.0,09-wissel
2759,30.015,09-wissel
2760,25.627,09-wissel
2761,23.98,09-wissel
2762,23.5,09-wissel
2763,8.694,09-wissel
2764,7.871,09-wissel
2765,6.714,09-wissel
2766,5.29,09-wissel
2767,2.556,09-wissel
2768,2.241,09-wissel
2769,1.777,09-wissel
2770,1.081,09-wissel
2771,,09-wissel
2772,,09-wissel
2773,641.9,09-wissel
2774,583.816,09-wissel
2775,318.647,09-wissel
2776,308.0,09-wissel
2777,210.595,09-wissel
2778,194.577,09-wissel
2779,172.425,09-wissel
2780,155.411,09-wissel
2781,123.153,09-wissel
2782,118.909,09-wissel
2783,112.632,09-wissel
2784,110.725,09-wissel
2785,106.296,09-wissel
2786,103.386,09-wissel
2787,102.296,09-wissel
2788,99.865,09-wissel
2789,97.152,09-wissel
2790,92.0,09-wissel
2791,86.527,09-wissel
2792,82.915,09-wissel
2793,82.79,09-wissel
2794,70.298,09-wissel
2795,68.7,09-wissel
2796,62.77,09-wissel
2797,60.661,09-wissel
2798,60.058,09-wissel
2799,54.946,09-wissel
2800,52.35,09-wissel
2801,51.8,09-wissel
2802,49.417,09-wissel
2803,40.804,09-wissel
2804,40.177,09-wissel
2805,38.465,09-wissel
2806,37.664,09-wissel
2807,35.687,09-wissel
2808,35.643,09-wissel
2809,33.235,09-wissel
2810,30.655,09-wissel
2811,30.0,09-wissel
2812,25.036,09-wissel
2813,24.771,09-wissel
2814,24.71,09-wissel
2815,24.049,09-wissel
2816,23.6,09-wissel
2817,22.25,09-wissel
2818,21.597,09-wissel
2819,21.3,09-wissel
2820,21.002,09-wissel
2821,19.4,09-wissel
2822,19.049,09-wissel
2823,18.677,09-wissel
2824,18.201,09-wissel
2825,18.137,09-wissel
2826,18.126,09-wissel
2827,18.123,09-wissel
2828,17.909,09-wissel
2829,17.221,09-wissel
2830,17.069,09-wissel
2831,16.819,09-wissel
2832,16.437,09-wissel
2833,16.043,09-wissel
2834,16.0,09-wissel
2835,15.845,09-wissel
2836,15.411,09-wissel
2837,15.25,09-wissel
2838,14.635,09-wissel
2839,14.321,09-wissel
2840,13.832,09-wissel
2841,13.199,09-wissel
2842,12.95,09-wissel
2843,11.627,09-wissel
2844,11.249,09-wissel
2845,11.057,09-wissel
2846,10.937,09-wissel
2847,10.833,09-wissel
2848,10.802,09-wissel
2849,10.617,09-wissel
2850,10.167,09-wissel
2851,9.897,09-wissel
2852,9.492,09-wissel
2853,9.046,09-wissel
2854,8.855,09-wissel
2855,8.734,09-wissel
2856,7.8,09-wissel
2857,7.4,09-wissel
2858,7.163,09-wissel
2859,6.726,09-wissel
2860,6.593,09-wissel
2861,6.5,09-wissel
2862,6.399,09-wissel
2863,6.364,09-wissel
2864,6.329,09-wissel
2865,6.307,09-wissel
2866,6.23,09-wissel
2867,6.214,09-wissel
2868,6.058,09-wissel
2869,5.059,09-wissel
2870,4.747,09-wissel
2871,4.712,09-wissel
2872,4.521,09-wissel
2873,4.484,09-wissel
2874,4.357,09-wissel
2875,4.321,09-wissel
2876,4.316,09-wissel
2877,3.73,09-wissel
2878,3.698,09-wissel
2879,3.65,09-wissel
2880,3.639,09-wissel
2881,3.6,09-wissel
2882,3.54,09-wissel
2883,3.531,09-wissel
2884,3.435,09-wissel
2885,3.268,09-wissel
2886,3.19,09-wissel
2887,3.145,09-wissel
2888,3.082,09-wissel
2889,2.957,09-wissel
2890,2.905,09-wissel
2891,2.61,09-wissel
2892,2.573,09-wissel
2893,2.492,09-wissel
2894,2.479,09-wissel
2895,2.341,09-wissel
2896,2.074,09-wissel
2897,1.863,09-wissel
2898,1.8,09-wissel
2899,1.77,09-wissel
2900,1.754,09-wissel
2901,1.675,09-wissel
2902,,09-wissel
2903,1.427,09-wissel
2904,1.35,09-wissel
2905,1.322,09-wissel
2906,1.313,09-wissel
2907,1.247,09-wissel
2908,1.196,09-wissel
2909,1.175,09-wissel
2910,1.162,09-wissel
2911,1.112,09-wissel
2912,1.009,09-wissel
2913,964.0,09-wissel
2914,961.0,09-wissel
2915,957.0,09-wissel
2916,934.0,09-wissel
2917,827.0,09-wissel
2918,821.0,09-wissel
2919,777.0,09-wissel
2920,772.0,09-wissel
2921,764.0,09-wissel
2922,650.0,09-wissel
2923,648.0,09-wissel
2924,596.0,09-wissel
2925,533.0,09-wissel
2926,477.0,09-wissel
2927,467.0,09-wissel
2928,388.0,09-wissel
2929,355.0,09-wissel
2930,350.0,09-wissel
2931,333.0,09-wissel
2932,299.0,09-wissel
2933,269.0,09-wissel
2934,248.0,09-wissel
2935,197.0,09-wissel
2936,162.0,09-wissel
2937,153.0,09-wissel
2938,87.0,09-wissel
2939,55.0,09-wissel
2940,38.0,09-wissel
2941,35.0,09-wissel
2942,22.0,09-wissel
2943,13.0,09-wissel
2944,5.0,09-wissel
2945,,09-wissel
2946,,09-wissel
2947,,09-wissel
2948,420.0,09-wissel
2949,412.0,09-wissel
2950,352.148,09-wissel
2951,319.565,09-wissel
2952,260.0,09-wissel
2953,220.0,09-wissel
2954,196.307,09-wissel
2955,190.0,09-wissel
2956,186.374,09-wissel
2957,167.816,09-wissel
2958,163.423,09-wissel
2959,160.0,09-wissel
2960,157.953,09-wissel
2961,154.364,09-wissel
2962,154.171,09-wissel
2963,136.566,09-wissel
2964,132.778,09-wissel
2965,128.0,09-wissel
2966,127.304,09-wissel
2967,117.54,09-wissel
2968,117.0,09-wissel
2969,112.18,09-wissel
2970,106.128,09-wissel
2971,104.4,09-wissel
2972,101.309,09-wissel
2973,98.105,09-wissel
2974,95.801,09-wissel
2975,95.442,09-wissel
2976,90.266,09-wissel
2977,85.412,09-wissel
2978,80.0,09-wissel
2979,77.008,09-wissel
2980,76.135,09-wissel
2981,75.975,09-wissel
2982,73.5,09-wissel
2983,71.984,09-wissel
2984,71.0,09-wissel
2985,70.917,09-wissel
2986,69.317,09-wissel
2987,66.4,09-wissel
2988,55.411,09-wissel
2989,49.6,09-wissel
2990,45.803,09-wissel
2991,45.0,09-wissel
2992,41.519,09-wissel
2993,38.051,09-wissel
2994,34.3,09-wissel
2995,33.0,09-wissel
2996,27.0,09-wissel
2997,26.294,09-wissel
2998,25.72,09-wissel
2999,25.0,09-wissel
3000,21.927,09-wissel
3001,21.648,09-wissel
3002,21.363,09-wissel
3003,21.0,09-wissel
3004,20.872,09-wissel
3005,20.665,09-wissel
3006,19.832,09-wissel
3007,19.48,09-wissel
3008,19.441,09-wissel
3009,,09-wissel
3010,17.0,09-wissel
3011,14.466,09-wissel
3012,12.371,09-wissel
3013,12.084,09-wissel
3014,10.8,09-wissel
3015,10.72,09-wissel
3016,10.471,09-wissel
3017,8.847,09-wissel
3018,8.361,09-wissel
3019,7.636,09-wissel
3020,7.58,09-wissel
3021,6.627,09-wissel
3022,5.4,09-wissel
3023,4.5,09-wissel
3024,4.275,09-wissel
3025,3.667,09-wissel
3026,3.59,09-wissel
3027,3.247,09-wissel
3028,3.143,09-wissel
3029,2.8,09-wissel
3030,2.785,09-wissel
3031,2.781,09-wissel
3032,2.678,09-wissel
3033,2.5,09-wissel
3034,1.95,09-wissel
3035,1.924,09-wissel
3036,1.885,09-wissel
3037,1.87,09-wissel
3038,1.444,09-wissel
3039,1.178,09-wissel
3040,1.093,09-wissel
3041,1.012,09-wissel
3042,997.0,09-wissel
3043,820.0,09-wissel
3044,700.0,09-wissel
3045,683.0,09-wissel
3046,552.0,09-wissel
3047,500.0,09-wissel
3048,308.0,09-wissel
3049,294.0,09-wissel
3050,119.0,09-wissel
3051,96.723,09-wissel
3052,76.985,09-wissel
3053,76.671,09-wissel
3054,67.117,09-wissel
3055,52.003,09-wissel
3056,50.441,09-wissel
3057,34.0,09-wissel
3058,32.689,09-wissel
3059,31.247,09-wissel
3060,30.862,09-wissel
3061,20.11,09-wissel
3062,20.0,09-wissel
3063,18.6,09-wissel
3064,12.985,09-wissel
3065,11.606,09-wissel
3066,11.593,09-wissel
3067,10.197,09-wissel
3068,9.706,09-wissel
3069,9.674,09-wissel
3070,9.358,09-wissel
3071,9.345,09-wissel
3072,9.083,09-wissel
3073,6.098,09-wissel
3074,5.315,09-wissel
3075,5.033,09-wissel
3076,5.016,09-wissel
3077,4.918,09-wissel
3078,4.652,09-wissel
3079,4.625,09-wissel
3080,4.3,09-wissel
3081,4.0,09-wissel
3082,3.785,09-wissel
3083,3.526,09-wissel
3084,3.448,09-wissel
3085,3.35,09-wissel
3086,3.104,09-wissel
3087,2.993,09-wissel
3088,2.5,09-wissel
3089,1.316,09-wissel
3090,710.0,09-wissel
3091,507.0,09-wissel
3092,456.0,09-wissel
3093,379.0,09-wissel
3094,258.0,09-wissel
3095,249.0,09-wissel
3096,455.174,09-wissel
3097,449.934,09-wissel
3098,425.0,09-wissel
3099,417.173,09-wissel
3100,385.691,09-wissel
3101,385.357,09-wissel
3102,375.531,09-wissel
3103,368.327,09-wissel
3104,355.982,09-wissel
3105,306.322,09-wissel
3106,288.186,09-wissel
3107,278.922,09-wissel
3108,267.76,09-wissel
3109,243.903,09-wissel
3110,228.152,09-wissel
3111,191.97,09-wissel
3112,184.364,09-wissel
3113,184.364,09-wissel
3114,180.0,09-wissel
3115,177.129,09-wissel
3116,175.009,09-wissel
3117,163.119,09-wissel
3118,160.48,09-wissel
3119,160.0,09-wissel
3120,147.0,09-wissel
3121,139.494,09-wissel
3122,137.52,09-wissel
3123,136.637,09-wissel
3124,122.061,09-wissel
3125,112.859,09-wissel
3126,108.836,09-wissel
3127,107.0,09-wissel
3128,106.0,09-wissel
3129,104.874,09-wissel
3130,103.904,09-wissel
3131,103.262,09-wissel
3132,102.803,09-wissel
3133,101.041,09-wissel
3134,97.709,09-wissel
3135,96.856,09-wissel
3136,92.38,09-wissel
3137,90.654,09-wissel
3138,90.472,09-wissel
3139,88.118,09-wissel
3140,86.624,09-wissel
3141,83.601,09-wissel
3142,81.884,09-wissel
3143,80.321,09-wissel
3144,80.168,09-wissel
3145,79.461,09-wissel
3146,78.533,09-wissel
3147,77.934,09-wissel
3148,77.872,09-wissel
3149,73.191,09-wissel
3150,64.124,09-wissel
3151,63.361,09-wissel
3152,61.864,09-wissel
3153,61.598,09-wissel
3154,60.759,09-wissel
3155,60.278,09-wissel
3156,60.056,09-wissel
3157,58.329,09-wissel
3158,57.513,09-wissel
3159,57.0,09-wissel
3160,52.752,09-wissel
3161,49.967,09-wissel
3162,47.0,09-wissel
3163,46.714,09-wissel
3164,46.653,09-wissel
3165,45.68,09-wissel
3166,45.5,09-wissel
3167,44.277,09-wissel
3168,43.876,09-wissel
3169,42.444,09-wissel
3170,40.651,09-wissel
3171,40.1,09-wissel
3172,37.172,09-wissel
3173,36.892,09-wissel
3174,35.048,09-wissel
3175,34.912,09-wissel
3176,33.732,09-wissel
3177,33.384,09-wissel
3178,32.947,09-wissel
3179,32.869,09-wissel
3180,32.064,09-wissel
3181,31.03,09-wissel
3182,30.98,09-wissel
3183,29.971,09-wissel
3184,28.992,09-wissel
3185,26.97,09-wissel
3186,26.036,09-wissel
3187,25.803,09-wissel
3188,25.552,09-wissel
3189,25.022,09-wissel
3190,24.876,09-wissel
3191,24.491,09-wissel
3192,24.396,09-wissel
3193,24.384,09-wissel
3194,24.177,09-wissel
3195,23.865,09-wissel
3196,23.696,09-wissel
3197,23.695,09-wissel
3198,20.998,09-wissel
3199,20.684,09-wissel
3200,20.5,09-wissel
3201,20.0,09-wissel
3202,19.947,09-wissel
3203,19.692,09-wissel
3204,19.417,09-wissel
3205,18.887,09-wissel
3206,18.412,09-wissel
3207,18.385,09-wissel
3208,18.093,09-wissel
3209,17.956,09-wissel
3210,16.938,09-wissel
3211,16.844,09-wissel
3212,16.2,09-wissel
3213,16.012,09-wissel
3214,15.204,09-wissel
3215,15.157,09-wissel
3216,15.156,09-wissel
3217,15.108,09-wissel
3218,15.059,09-wissel
3219,14.85,09-wissel
3220,14.767,09-wissel
3221,14.72,09-wissel
3222,13.955,09-wissel
3223,13.787,09-wissel
3224,13.661,09-wissel
3225,13.474,09-wissel
3226,12.336,09-wissel
3227,12.281,09-wissel
3228,12.232,09-wissel
3229,11.748,09-wissel
3230,10.783,09-wissel
3231,10.593,09-wissel
3232,10.209,09-wissel
3233,9.762,09-wissel
3234,9.015,09-wissel
3235,8.893,09-wissel
3236,8.821,09-wissel
3237,8.6,09-wissel
3238,8.122,09-wissel
3239,8.013,09-wissel
3240,7.707,09-wissel
3241,7.449,09-wissel
3242,7.33,09-wissel
3243,7.174,09-wissel
3244,7.103,09-wissel
3245,6.678,09-wissel
3246,6.147,09-wissel
3247,6.096,09-wissel
3248,5.966,09-wissel
3249,5.856,09-wissel
3250,5.723,09-wissel
3251,5.696,09-wissel
3252,5.631,09-wissel
3253,5.573,09-wissel
3254,5.379,09-wissel
3255,4.9,09-wissel
3256,4.784,09-wissel
3257,4.398,09-wissel
3258,4.26,09-wissel
3259,4.239,09-wissel
3260,4.237,09-wissel
3261,4.005,09-wissel
3262,3.996,09-wissel
3263,3.896,09-wissel
3264,3.797,09-wissel
3265,3.497,09-wissel
3266,3.444,09-wissel
3267,3.372,09-wissel
3268,3.132,09-wissel
3269,2.936,09-wissel
3270,2.927,09-wissel
3271,2.892,09-wissel
3272,2.54,09-wissel
3273,2.53,09-wissel
3274,2.422,09-wissel
3275,2.399,09-wissel
3276,2.252,09-wissel
3277,2.155,09-wissel
3278,2.129,09-wissel
3279,2.085,09-wissel
3280,2.067,09-wissel
3281,2.051,09-wissel
3282,1.951,09-wissel
3283,1.89,09-wissel
3284,1.878,09-wissel
3285,1.771,09-wissel
3286,1.726,09-wissel
3287,1.555,09-wissel
3288,1.47,09-wissel
3289,1.469,09-wissel
3290,1.415,09-wissel
3291,1.413,09-wissel
3292,1.394,09-wissel
3293,1.384,09-wissel
3294,1.382,09-wissel
3295,1.335,09-wissel
3296,1.315,09-wissel
3297,1.311,09-wissel
3298,1.235,09-wissel
3299,1.229,09-wissel
3300,1.208,09-wissel
3301,1.134,09-wissel
3302,1.124,09-wissel
3303,1.116,09-wissel
3304,1.081,09-wissel
3305,1.054,09-wissel
3306,1.048,09-wissel
3307,1.036,09-wissel
3308,1.01,09-wissel
3309,945.0,09-wissel
3310,940.0,09-wissel
3311,940.0,09-wissel
3312,918.0,09-wissel
3313,855.0,09-wissel
3314,851.0,09-wissel
3315,837.0,09-wissel
3316,702.0,09-wissel
3317,694.0,09-wissel
3318,655.0,09-wissel
3319,584.0,09-wissel
3320,560.0,09-wissel
3321,538.0,09-wissel
3322,510.0,09-wissel
3323,502.0,09-wissel
3324,498.0,09-wissel
3325,494.0,09-wissel
3326,453.0,09-wissel
3327,451.0,09-wissel
3328,409.0,09-wissel
3329,378.0,09-wissel
3330,365.0,09-wissel
3331,358.0,09-wissel
3332,348.0,09-wissel
3333,346.0,09-wissel
3334,330.0,09-wissel
3335,326.0,09-wissel
3336,300.0,09-wissel
3337,285.0,09-wissel
3338,271.0,09-wissel
3339,266.0,09-wissel
3340,184.0,09-wissel
3341,168.0,09-wissel
3342,167.0,09-wissel
3343,153.0,09-wissel
3344,152.0,09-wissel
3345,126.0,09-wissel
3346,124.0,09-wissel
3347,122.0,09-wissel
3348,111.0,09-wissel
3349,95.0,09-wissel
3350,80.0,09-wissel
3351,76.0,09-wissel
3352,74.0,09-wissel
3353,67.0,09-wissel
3354,50.0,09-wissel
3355,36.0,09-wissel
3356,35.0,09-wissel
3357,31.0,09-wissel
3358,,09-wissel
3359,,09-wissel
3360,,09-wissel
3361,,09-wissel
