,employees,team
1152,496.0,09-wissel
1153,495.0,09-wissel
1154,495.0,09-wissel
1155,493.0,09-wissel
1156,493.0,09-wissel
1157,492.0,09-wissel
1158,491.0,09-wissel
1159,491.0,09-wissel
1160,489.0,09-wissel
1161,485.0,09-wissel
1162,485.0,09-wissel
1163,485.0,09-wissel
1164,485.0,09-wissel
1165,484.0,09-wissel
1166,482.0,09-wissel
1167,482.0,09-wissel
1168,481.0,09-wissel
1169,476.0,09-wissel
1170,476.0,09-wissel
1171,476.0,09-wissel
1172,472.0,09-wissel
1173,472.0,09-wissel
1174,471.0,09-wissel
1175,470.0,09-wissel
1176,470.0,09-wissel
1177,470.0,09-wissel
1178,468.0,09-wissel
1179,467.0,09-wissel
1180,467.0,09-wissel
1181,467.0,09-wissel
1182,465.0,09-wissel
1183,464.0,09-wissel
1184,463.0,09-wissel
1185,463.0,09-wissel
1186,463.0,09-wissel
1187,461.0,09-wissel
1188,461.0,09-wissel
1189,461.0,09-wissel
1190,460.0,09-wissel
1191,459.0,09-wissel
1192,458.0,09-wissel
1193,456.0,09-wissel
1194,454.0,09-wissel
1195,454.0,09-wissel
1196,451.0,09-wissel
1197,450.0,09-wissel
1198,450.0,09-wissel
1199,450.0,09-wissel
1200,450.0,09-wissel
1201,444.0,09-wissel
1202,444.0,09-wissel
1203,443.0,09-wissel
1204,442.0,09-wissel
1205,441.0,09-wissel
1206,441.0,09-wissel
1207,441.0,09-wissel
1208,440.0,09-wissel
1209,440.0,09-wissel
1210,439.0,09-wissel
1211,439.0,09-wissel
1212,438.0,09-wissel
1213,437.0,09-wissel
1214,437.0,09-wissel
1215,436.0,09-wissel
1216,436.0,09-wissel
1217,435.0,09-wissel
1218,434.0,09-wissel
1219,434.0,09-wissel
1220,432.0,09-wissel
1221,432.0,09-wissel
1222,431.0,09-wissel
1223,430.0,09-wissel
1224,430.0,09-wissel
1225,428.0,09-wissel
1226,428.0,09-wissel
1227,428.0,09-wissel
1228,426.0,09-wissel
1229,426.0,09-wissel
1230,426.0,09-wissel
1231,421.0,09-wissel
1232,421.0,09-wissel
1233,419.0,09-wissel
1234,418.0,09-wissel
1235,416.0,09-wissel
1236,415.0,09-wissel
1237,415.0,09-wissel
1238,413.0,09-wissel
1239,413.0,09-wissel
1240,412.0,09-wissel
1241,412.0,09-wissel
1242,411.0,09-wissel
1243,409.0,09-wissel
1244,407.0,09-wissel
1245,407.0,09-wissel
1246,406.0,09-wissel
1247,406.0,09-wissel
1248,406.0,09-wissel
1249,405.0,09-wissel
1250,400.0,09-wissel
1251,400.0,09-wissel
1252,400.0,09-wissel
1253,400.0,09-wissel
1254,398.0,09-wissel
1255,397.0,09-wissel
1256,396.0,09-wissel
1257,395.0,09-wissel
1258,394.0,09-wissel
1259,394.0,09-wissel
1260,394.0,09-wissel
1261,392.0,09-wissel
1262,392.0,09-wissel
1263,390.0,09-wissel
1264,389.0,09-wissel
1265,387.0,09-wissel
1266,386.0,09-wissel
1267,385.0,09-wissel
1268,383.0,09-wissel
1269,382.0,09-wissel
1270,382.0,09-wissel
1271,380.0,09-wissel
1272,380.0,09-wissel
1273,380.0,09-wissel
1274,379.0,09-wissel
1275,378.0,09-wissel
1276,378.0,09-wissel
1277,377.0,09-wissel
1278,376.0,09-wissel
1279,376.0,09-wissel
1280,375.0,09-wissel
1281,375.0,09-wissel
1282,374.0,09-wissel
1283,373.0,09-wissel
1284,372.0,09-wissel
1285,372.0,09-wissel
1286,371.0,09-wissel
1287,370.0,09-wissel
1288,368.0,09-wissel
1289,366.0,09-wissel
1290,365.0,09-wissel
1291,365.0,09-wissel
1292,365.0,09-wissel
1293,364.0,09-wissel
1294,364.0,09-wissel
1295,363.0,09-wissel
1296,362.0,09-wissel
1297,359.0,09-wissel
1298,358.0,09-wissel
1299,356.0,09-wissel
1300,355.0,09-wissel
1301,355.0,09-wissel
1302,354.0,09-wissel
1303,354.0,09-wissel
1304,352.0,09-wissel
1305,352.0,09-wissel
1306,352.0,09-wissel
1307,350.0,09-wissel
1308,350.0,09-wissel
1309,348.0,09-wissel
1310,348.0,09-wissel
1311,348.0,09-wissel
1312,347.0,09-wissel
1313,346.0,09-wissel
1314,345.0,09-wissel
1315,344.0,09-wissel
1316,344.0,09-wissel
1317,343.0,09-wissel
1318,341.0,09-wissel
1319,340.0,09-wissel
1320,338.0,09-wissel
1321,338.0,09-wissel
1322,337.0,09-wissel
1323,335.0,09-wissel
1324,335.0,09-wissel
1325,335.0,09-wissel
1326,334.0,09-wissel
1327,334.0,09-wissel
1328,333.0,09-wissel
1329,333.0,09-wissel
1330,333.0,09-wissel
1331,333.0,09-wissel
1332,332.0,09-wissel
1333,332.0,09-wissel
1334,330.0,09-wissel
1335,329.0,09-wissel
1336,329.0,09-wissel
1337,329.0,09-wissel
1338,329.0,09-wissel
1339,328.0,09-wissel
1340,327.0,09-wissel
1341,327.0,09-wissel
1342,326.0,09-wissel
1343,326.0,09-wissel
1344,324.0,09-wissel
1345,324.0,09-wissel
1346,323.0,09-wissel
1347,322.0,09-wissel
1348,322.0,09-wissel
1349,322.0,09-wissel
1350,321.0,09-wissel
1351,320.0,09-wissel
1352,320.0,09-wissel
1353,319.0,09-wissel
1354,319.0,09-wissel
1355,319.0,09-wissel
1356,318.0,09-wissel
1357,317.0,09-wissel
1358,316.0,09-wissel
1359,316.0,09-wissel
1360,314.0,09-wissel
1361,313.0,09-wissel
1362,313.0,09-wissel
1363,312.0,09-wissel
1364,311.0,09-wissel
1365,311.0,09-wissel
1366,310.0,09-wissel
1367,310.0,09-wissel
1368,310.0,09-wissel
1369,310.0,09-wissel
1370,307.0,09-wissel
1371,304.0,09-wissel
1372,303.0,09-wissel
1373,303.0,09-wissel
1374,302.0,09-wissel
1375,302.0,09-wissel
1376,302.0,09-wissel
1377,300.0,09-wissel
1378,300.0,09-wissel
1379,300.0,09-wissel
1380,300.0,09-wissel
1381,300.0,09-wissel
1382,299.0,09-wissel
1383,298.0,09-wissel
1384,298.0,09-wissel
1385,298.0,09-wissel
1386,298.0,09-wissel
1387,297.0,09-wissel
1388,296.0,09-wissel
1389,295.0,09-wissel
1390,294.0,09-wissel
1391,294.0,09-wissel
1392,293.0,09-wissel
1393,293.0,09-wissel
1394,292.0,09-wissel
1395,292.0,09-wissel
1396,290.0,09-wissel
1397,290.0,09-wissel
1398,290.0,09-wissel
1399,290.0,09-wissel
1400,289.0,09-wissel
1401,289.0,09-wissel
1402,288.0,09-wissel
1403,288.0,09-wissel
1404,288.0,09-wissel
1405,287.0,09-wissel
1406,287.0,09-wissel
1407,286.0,09-wissel
1408,282.0,09-wissel
1409,282.0,09-wissel
1410,281.0,09-wissel
1411,281.0,09-wissel
1412,281.0,09-wissel
1413,280.0,09-wissel
1414,280.0,09-wissel
1415,280.0,09-wissel
1416,280.0,09-wissel
1417,279.0,09-wissel
1418,279.0,09-wissel
1419,279.0,09-wissel
1420,279.0,09-wissel
1421,278.0,09-wissel
1422,278.0,09-wissel
1423,277.0,09-wissel
1424,276.0,09-wissel
1425,276.0,09-wissel
1426,273.0,09-wissel
1427,273.0,09-wissel
1428,273.0,09-wissel
1429,272.0,09-wissel
1430,272.0,09-wissel
1431,270.0,09-wissel
1432,269.0,09-wissel
1433,268.0,09-wissel
1434,267.0,09-wissel
1435,267.0,09-wissel
1436,266.0,09-wissel
1437,264.0,09-wissel
1438,264.0,09-wissel
1439,264.0,09-wissel
1440,261.0,09-wissel
1441,261.0,09-wissel
1442,261.0,09-wissel
1443,260.0,09-wissel
1444,260.0,09-wissel
1445,260.0,09-wissel
1446,258.0,09-wissel
1447,258.0,09-wissel
1448,257.0,09-wissel
1449,256.0,09-wissel
1450,255.0,09-wissel
1451,255.0,09-wissel
1452,255.0,09-wissel
1453,254.0,09-wissel
1454,253.0,09-wissel
1455,253.0,09-wissel
1456,253.0,09-wissel
1457,252.0,09-wissel
1458,251.0,09-wissel
1459,250.0,09-wissel
1460,249.0,09-wissel
1461,249.0,09-wissel
1462,249.0,09-wissel
1463,248.0,09-wissel
1464,248.0,09-wissel
1465,248.0,09-wissel
1466,246.0,09-wissel
1467,245.0,09-wissel
1468,244.0,09-wissel
1469,242.0,09-wissel
1470,242.0,09-wissel
1471,241.0,09-wissel
1472,240.0,09-wissel
1473,240.0,09-wissel
1474,240.0,09-wissel
1475,240.0,09-wissel
1476,239.0,09-wissel
1477,238.0,09-wissel
1478,237.0,09-wissel
1479,236.0,09-wissel
1480,235.0,09-wissel
1481,234.0,09-wissel
1482,234.0,09-wissel
1483,234.0,09-wissel
1484,234.0,09-wissel
1485,232.0,09-wissel
1486,231.0,09-wissel
1487,231.0,09-wissel
1488,229.0,09-wissel
1489,228.0,09-wissel
1490,228.0,09-wissel
1491,228.0,09-wissel
1492,227.0,09-wissel
1493,226.0,09-wissel
1494,226.0,09-wissel
1495,226.0,09-wissel
1496,225.0,09-wissel
1497,225.0,09-wissel
1498,225.0,09-wissel
1499,225.0,09-wissel
1500,225.0,09-wissel
1501,224.0,09-wissel
1502,224.0,09-wissel
1503,222.0,09-wissel
1504,222.0,09-wissel
1505,222.0,09-wissel
1506,221.0,09-wissel
1507,221.0,09-wissel
1508,221.0,09-wissel
1509,220.0,09-wissel
1510,219.0,09-wissel
1511,219.0,09-wissel
1512,219.0,09-wissel
1513,219.0,09-wissel
1514,218.0,09-wissel
1515,218.0,09-wissel
1516,217.0,09-wissel
1517,217.0,09-wissel
1518,217.0,09-wissel
1519,216.0,09-wissel
1520,215.0,09-wissel
1521,215.0,09-wissel
1522,215.0,09-wissel
1523,215.0,09-wissel
1524,214.0,09-wissel
1525,213.0,09-wissel
1526,213.0,09-wissel
1527,213.0,09-wissel
1528,213.0,09-wissel
1529,212.0,09-wissel
1530,212.0,09-wissel
1531,212.0,09-wissel
1532,212.0,09-wissel
1533,212.0,09-wissel
1534,211.0,09-wissel
1535,210.0,09-wissel
1536,210.0,09-wissel
1537,210.0,09-wissel
1538,209.0,09-wissel
1539,209.0,09-wissel
1540,208.0,09-wissel
1541,207.0,09-wissel
1542,207.0,09-wissel
1543,206.0,09-wissel
1544,205.0,09-wissel
1545,205.0,09-wissel
1546,205.0,09-wissel
1547,205.0,09-wissel
1548,204.0,09-wissel
1549,204.0,09-wissel
1550,202.0,09-wissel
1551,202.0,09-wissel
1552,202.0,09-wissel
1553,202.0,09-wissel
1554,201.0,09-wissel
1555,201.0,09-wissel
1556,200.0,09-wissel
1557,200.0,09-wissel
1558,200.0,09-wissel
1559,200.0,09-wissel
1560,200.0,09-wissel
1561,200.0,09-wissel
1562,200.0,09-wissel
1563,200.0,09-wissel
1564,199.0,09-wissel
1565,199.0,09-wissel
1566,198.0,09-wissel
1567,197.0,09-wissel
1568,196.0,09-wissel
1569,196.0,09-wissel
1570,194.0,09-wissel
1571,193.0,09-wissel
1572,193.0,09-wissel
1573,192.0,09-wissel
1574,192.0,09-wissel
1575,192.0,09-wissel
1576,192.0,09-wissel
1577,191.0,09-wissel
1578,191.0,09-wissel
1579,189.0,09-wissel
1580,189.0,09-wissel
1581,188.0,09-wissel
1582,187.0,09-wissel
1583,186.0,09-wissel
1584,186.0,09-wissel
1585,185.0,09-wissel
1586,185.0,09-wissel
1587,185.0,09-wissel
1588,184.0,09-wissel
1589,184.0,09-wissel
1590,183.0,09-wissel
1591,183.0,09-wissel
1592,183.0,09-wissel
1593,182.0,09-wissel
1594,182.0,09-wissel
1595,181.0,09-wissel
1596,180.0,09-wissel
1597,180.0,09-wissel
1598,178.0,09-wissel
1599,178.0,09-wissel
1600,177.0,09-wissel
1601,177.0,09-wissel
1602,177.0,09-wissel
1603,177.0,09-wissel
1604,177.0,09-wissel
1605,177.0,09-wissel
1606,175.0,09-wissel
1607,174.0,09-wissel
1608,174.0,09-wissel
1609,173.0,09-wissel
1610,173.0,09-wissel
1611,171.0,09-wissel
1612,171.0,09-wissel
1613,170.0,09-wissel
1614,170.0,09-wissel
1615,169.0,09-wissel
1616,169.0,09-wissel
1617,168.0,09-wissel
1618,167.0,09-wissel
1619,166.0,09-wissel
1620,166.0,09-wissel
1621,165.0,09-wissel
1622,165.0,09-wissel
1623,164.0,09-wissel
1624,164.0,09-wissel
1625,163.0,09-wissel
1626,163.0,09-wissel
1627,162.0,09-wissel
1628,161.0,09-wissel
1629,160.0,09-wissel
1630,160.0,09-wissel
1631,160.0,09-wissel
1632,160.0,09-wissel
1633,158.0,09-wissel
1634,158.0,09-wissel
1635,158.0,09-wissel
1636,157.0,09-wissel
1637,157.0,09-wissel
1638,157.0,09-wissel
1639,156.0,09-wissel
1640,156.0,09-wissel
1641,156.0,09-wissel
1642,155.0,09-wissel
1643,155.0,09-wissel
1644,154.0,09-wissel
1645,154.0,09-wissel
1646,153.0,09-wissel
1647,153.0,09-wissel
1648,153.0,09-wissel
1649,152.0,09-wissel
1650,152.0,09-wissel
1651,151.0,09-wissel
1652,151.0,09-wissel
1653,150.0,09-wissel
1654,150.0,09-wissel
1655,150.0,09-wissel
1656,150.0,09-wissel
1657,149.0,09-wissel
1658,149.0,09-wissel
1659,148.0,09-wissel
1660,148.0,09-wissel
1661,148.0,09-wissel
1662,148.0,09-wissel
1663,148.0,09-wissel
1664,147.0,09-wissel
1665,147.0,09-wissel
1666,146.0,09-wissel
1667,146.0,09-wissel
1668,146.0,09-wissel
1669,145.0,09-wissel
1670,145.0,09-wissel
1671,145.0,09-wissel
1672,144.0,09-wissel
1673,144.0,09-wissel
1674,144.0,09-wissel
1675,144.0,09-wissel
1676,143.0,09-wissel
1677,142.0,09-wissel
1678,141.0,09-wissel
1679,140.0,09-wissel
1680,140.0,09-wissel
1681,139.0,09-wissel
1682,139.0,09-wissel
1683,139.0,09-wissel
1684,139.0,09-wissel
1685,138.0,09-wissel
1686,138.0,09-wissel
1687,138.0,09-wissel
1688,138.0,09-wissel
1689,137.0,09-wissel
1690,136.0,09-wissel
1691,136.0,09-wissel
1692,136.0,09-wissel
1693,136.0,09-wissel
1694,135.0,09-wissel
1695,134.0,09-wissel
1696,133.0,09-wissel
1697,133.0,09-wissel
1698,133.0,09-wissel
1699,132.0,09-wissel
1700,132.0,09-wissel
1701,132.0,09-wissel
1702,132.0,09-wissel
1703,132.0,09-wissel
1704,131.0,09-wissel
1705,131.0,09-wissel
1706,131.0,09-wissel
1707,131.0,09-wissel
1708,130.0,09-wissel
1709,130.0,09-wissel
1710,130.0,09-wissel
1711,129.0,09-wissel
1712,129.0,09-wissel
1713,128.0,09-wissel
1714,128.0,09-wissel
1715,127.0,09-wissel
1716,127.0,09-wissel
1717,127.0,09-wissel
1718,127.0,09-wissel
1719,126.0,09-wissel
1720,125.0,09-wissel
1721,125.0,09-wissel
1722,124.0,09-wissel
1723,124.0,09-wissel
1724,124.0,09-wissel
1725,124.0,09-wissel
1726,124.0,09-wissel
1727,124.0,09-wissel
1728,124.0,09-wissel
1729,123.0,09-wissel
1730,123.0,09-wissel
1731,123.0,09-wissel
1732,123.0,09-wissel
1733,122.0,09-wissel
1734,122.0,09-wissel
1735,122.0,09-wissel
1736,122.0,09-wissel
1737,121.0,09-wissel
1738,121.0,09-wissel
1739,121.0,09-wissel
1740,120.0,09-wissel
1741,119.0,09-wissel
1742,119.0,09-wissel
1743,119.0,09-wissel
1744,119.0,09-wissel
1745,119.0,09-wissel
1746,118.0,09-wissel
1747,118.0,09-wissel
1748,118.0,09-wissel
1749,118.0,09-wissel
1750,117.0,09-wissel
1751,117.0,09-wissel
1752,116.0,09-wissel
1753,116.0,09-wissel
1754,115.0,09-wissel
1755,115.0,09-wissel
1756,115.0,09-wissel
1757,114.0,09-wissel
1758,114.0,09-wissel
1759,113.0,09-wissel
1760,113.0,09-wissel
1761,113.0,09-wissel
1762,113.0,09-wissel
1763,112.0,09-wissel
1764,112.0,09-wissel
1765,112.0,09-wissel
1766,111.0,09-wissel
1767,111.0,09-wissel
1768,110.0,09-wissel
1769,110.0,09-wissel
1770,110.0,09-wissel
1771,110.0,09-wissel
1772,110.0,09-wissel
1773,110.0,09-wissel
1774,110.0,09-wissel
1775,109.0,09-wissel
1776,109.0,09-wissel
1777,109.0,09-wissel
1778,108.0,09-wissel
1779,108.0,09-wissel
1780,107.0,09-wissel
1781,107.0,09-wissel
1782,107.0,09-wissel
1783,107.0,09-wissel
1784,106.0,09-wissel
1785,106.0,09-wissel
1786,106.0,09-wissel
1787,106.0,09-wissel
1788,105.0,09-wissel
1789,105.0,09-wissel
1790,105.0,09-wissel
1791,105.0,09-wissel
1792,105.0,09-wissel
1793,104.0,09-wissel
1794,104.0,09-wissel
1795,104.0,09-wissel
1796,104.0,09-wissel
1797,103.0,09-wissel
1798,103.0,09-wissel
1799,103.0,09-wissel
1800,103.0,09-wissel
1801,103.0,09-wissel
1802,102.0,09-wissel
1803,102.0,09-wissel
1804,102.0,09-wissel
1805,102.0,09-wissel
1806,102.0,09-wissel
1807,101.0,09-wissel
1808,101.0,09-wissel
1809,101.0,09-wissel
1810,101.0,09-wissel
1811,101.0,09-wissel
1812,101.0,09-wissel
1813,101.0,09-wissel
1814,101.0,09-wissel
1815,101.0,09-wissel
1816,101.0,09-wissel
1817,100.0,09-wissel
1818,100.0,09-wissel
1819,99.0,09-wissel
1820,98.0,09-wissel
1821,97.0,09-wissel
1822,97.0,09-wissel
1823,97.0,09-wissel
1824,97.0,09-wissel
1825,97.0,09-wissel
1826,97.0,09-wissel
1827,96.0,09-wissel
1828,96.0,09-wissel
1829,95.0,09-wissel
1830,95.0,09-wissel
1831,94.0,09-wissel
1832,94.0,09-wissel
1833,,09-wissel
1834,91.0,09-wissel
1835,91.0,09-wissel
1836,91.0,09-wissel
1837,91.0,09-wissel
1838,91.0,09-wissel
1839,90.0,09-wissel
1840,90.0,09-wissel
1841,90.0,09-wissel
1842,90.0,09-wissel
1843,89.0,09-wissel
1844,89.0,09-wissel
1845,89.0,09-wissel
1846,89.0,09-wissel
1847,89.0,09-wissel
1848,89.0,09-wissel
1849,89.0,09-wissel
1850,89.0,09-wissel
1851,89.0,09-wissel
1852,89.0,09-wissel
1853,88.0,09-wissel
1854,88.0,09-wissel
1855,88.0,09-wissel
1856,87.0,09-wissel
1857,87.0,09-wissel
1858,87.0,09-wissel
1859,87.0,09-wissel
1860,87.0,09-wissel
1861,86.0,09-wissel
1862,86.0,09-wissel
1863,86.0,09-wissel
1864,86.0,09-wissel
1865,86.0,09-wissel
1866,85.0,09-wissel
1867,85.0,09-wissel
1868,85.0,09-wissel
1869,85.0,09-wissel
1870,84.0,09-wissel
1871,84.0,09-wissel
1872,84.0,09-wissel
1873,84.0,09-wissel
1874,83.0,09-wissel
1875,83.0,09-wissel
1876,83.0,09-wissel
1877,82.0,09-wissel
1878,82.0,09-wissel
1879,82.0,09-wissel
1880,81.0,09-wissel
1881,81.0,09-wissel
1882,80.0,09-wissel
1883,80.0,09-wissel
1884,80.0,09-wissel
1885,80.0,09-wissel
1886,79.0,09-wissel
1887,79.0,09-wissel
1888,78.0,09-wissel
1889,78.0,09-wissel
1890,78.0,09-wissel
1891,77.0,09-wissel
1892,77.0,09-wissel
1893,77.0,09-wissel
1894,77.0,09-wissel
1895,76.0,09-wissel
1896,76.0,09-wissel
1897,76.0,09-wissel
1898,76.0,09-wissel
1899,76.0,09-wissel
1900,75.0,09-wissel
1901,75.0,09-wissel
1902,74.0,09-wissel
1903,74.0,09-wissel
1904,74.0,09-wissel
1905,74.0,09-wissel
1906,73.0,09-wissel
1907,73.0,09-wissel
1908,73.0,09-wissel
1909,72.0,09-wissel
1910,72.0,09-wissel
1911,72.0,09-wissel
1912,72.0,09-wissel
1913,72.0,09-wissel
1914,72.0,09-wissel
1915,71.0,09-wissel
1916,70.0,09-wissel
1917,70.0,09-wissel
1918,70.0,09-wissel
1919,70.0,09-wissel
1920,70.0,09-wissel
1921,70.0,09-wissel
1922,69.0,09-wissel
1923,69.0,09-wissel
1924,69.0,09-wissel
1925,69.0,09-wissel
1926,68.0,09-wissel
1927,68.0,09-wissel
1928,68.0,09-wissel
1929,68.0,09-wissel
1930,67.0,09-wissel
1931,67.0,09-wissel
1932,67.0,09-wissel
1933,66.0,09-wissel
1934,65.0,09-wissel
1935,64.0,09-wissel
1936,64.0,09-wissel
1937,63.0,09-wissel
1938,63.0,09-wissel
1939,63.0,09-wissel
1940,63.0,09-wissel
1941,63.0,09-wissel
1942,63.0,09-wissel
1943,62.0,09-wissel
1944,62.0,09-wissel
1945,62.0,09-wissel
1946,62.0,09-wissel
1947,62.0,09-wissel
1948,61.0,09-wissel
1949,61.0,09-wissel
1950,61.0,09-wissel
1951,60.0,09-wissel
1952,60.0,09-wissel
1953,60.0,09-wissel
1954,60.0,09-wissel
1955,60.0,09-wissel
1956,60.0,09-wissel
1957,59.0,09-wissel
1958,59.0,09-wissel
1959,59.0,09-wissel
1960,59.0,09-wissel
1961,59.0,09-wissel
1962,58.0,09-wissel
1963,58.0,09-wissel
1964,58.0,09-wissel
1965,58.0,09-wissel
1966,58.0,09-wissel
1967,57.0,09-wissel
1968,57.0,09-wissel
1969,57.0,09-wissel
1970,57.0,09-wissel
1971,57.0,09-wissel
1972,57.0,09-wissel
1973,57.0,09-wissel
1974,56.0,09-wissel
1975,56.0,09-wissel
1976,56.0,09-wissel
1977,56.0,09-wissel
1978,56.0,09-wissel
1979,56.0,09-wissel
1980,55.0,09-wissel
1981,55.0,09-wissel
1982,55.0,09-wissel
1983,55.0,09-wissel
1984,55.0,09-wissel
1985,55.0,09-wissel
1986,55.0,09-wissel
1987,54.0,09-wissel
1988,54.0,09-wissel
1989,54.0,09-wissel
1990,54.0,09-wissel
1991,53.0,09-wissel
1992,53.0,09-wissel
1993,53.0,09-wissel
1994,53.0,09-wissel
1995,53.0,09-wissel
1996,52.0,09-wissel
1997,52.0,09-wissel
1998,52.0,09-wissel
1999,52.0,09-wissel
2000,52.0,09-wissel
2001,52.0,09-wissel
2002,52.0,09-wissel
2003,52.0,09-wissel
2004,51.0,09-wissel
2005,51.0,09-wissel
2006,51.0,09-wissel
2007,51.0,09-wissel
2008,51.0,09-wissel
2009,50.0,09-wissel
2010,50.0,09-wissel
2011,50.0,09-wissel
2012,49.0,09-wissel
2013,49.0,09-wissel
2014,49.0,09-wissel
2015,48.0,09-wissel
2016,48.0,09-wissel
2017,48.0,09-wissel
2018,48.0,09-wissel
2019,48.0,09-wissel
2020,48.0,09-wissel
2021,47.0,09-wissel
2022,47.0,09-wissel
2023,47.0,09-wissel
2024,47.0,09-wissel
2025,47.0,09-wissel
2026,46.0,09-wissel
2027,45.0,09-wissel
2028,45.0,09-wissel
2029,45.0,09-wissel
2030,44.0,09-wissel
2031,44.0,09-wissel
2032,44.0,09-wissel
2033,44.0,09-wissel
2034,44.0,09-wissel
2035,43.0,09-wissel
2036,43.0,09-wissel
2037,43.0,09-wissel
2038,42.0,09-wissel
2039,42.0,09-wissel
2040,42.0,09-wissel
2041,42.0,09-wissel
2042,41.0,09-wissel
2043,41.0,09-wissel
2044,41.0,09-wissel
2045,41.0,09-wissel
2046,41.0,09-wissel
2047,40.0,09-wissel
2048,40.0,09-wissel
2049,40.0,09-wissel
2050,40.0,09-wissel
2051,40.0,09-wissel
2052,39.0,09-wissel
2053,39.0,09-wissel
2054,39.0,09-wissel
2055,39.0,09-wissel
2056,38.0,09-wissel
2057,38.0,09-wissel
2058,38.0,09-wissel
2059,38.0,09-wissel
2060,37.0,09-wissel
2061,37.0,09-wissel
2062,37.0,09-wissel
2063,37.0,09-wissel
2064,36.0,09-wissel
2065,36.0,09-wissel
2066,36.0,09-wissel
2067,36.0,09-wissel
2068,36.0,09-wissel
2069,35.0,09-wissel
2070,34.0,09-wissel
2071,34.0,09-wissel
2072,34.0,09-wissel
2073,34.0,09-wissel
2074,34.0,09-wissel
2075,34.0,09-wissel
2076,33.0,09-wissel
2077,33.0,09-wissel
2078,32.0,09-wissel
2079,32.0,09-wissel
2080,32.0,09-wissel
2081,32.0,09-wissel
2082,31.0,09-wissel
2083,31.0,09-wissel
2084,31.0,09-wissel
2085,31.0,09-wissel
2086,31.0,09-wissel
2087,31.0,09-wissel
2088,31.0,09-wissel
2089,31.0,09-wissel
2090,30.0,09-wissel
2091,30.0,09-wissel
2092,30.0,09-wissel
2093,30.0,09-wissel
2094,30.0,09-wissel
2095,29.0,09-wissel
2096,29.0,09-wissel
2097,29.0,09-wissel
2098,29.0,09-wissel
2099,29.0,09-wissel
2100,28.0,09-wissel
2101,28.0,09-wissel
2102,28.0,09-wissel
2103,28.0,09-wissel
2104,28.0,09-wissel
2105,26.0,09-wissel
2106,26.0,09-wissel
2107,26.0,09-wissel
2108,26.0,09-wissel
2109,26.0,09-wissel
2110,26.0,09-wissel
2111,25.0,09-wissel
2112,25.0,09-wissel
2113,25.0,09-wissel
2114,25.0,09-wissel
2115,25.0,09-wissel
2116,25.0,09-wissel
2117,25.0,09-wissel
2118,25.0,09-wissel
2119,25.0,09-wissel
2120,24.0,09-wissel
2121,24.0,09-wissel
2122,24.0,09-wissel
2123,24.0,09-wissel
2124,24.0,09-wissel
2125,24.0,09-wissel
2126,24.0,09-wissel
2127,24.0,09-wissel
2128,24.0,09-wissel
2129,23.0,09-wissel
2130,22.0,09-wissel
2131,22.0,09-wissel
2132,22.0,09-wissel
2133,22.0,09-wissel
2134,22.0,09-wissel
2135,21.0,09-wissel
2136,21.0,09-wissel
2137,21.0,09-wissel
2138,21.0,09-wissel
2139,21.0,09-wissel
2140,20.0,09-wissel
2141,20.0,09-wissel
2142,20.0,09-wissel
2143,20.0,09-wissel
2144,20.0,09-wissel
2145,19.0,09-wissel
2146,19.0,09-wissel
2147,19.0,09-wissel
2148,19.0,09-wissel
2149,19.0,09-wissel
2150,19.0,09-wissel
2151,19.0,09-wissel
2152,18.0,09-wissel
2153,18.0,09-wissel
2154,18.0,09-wissel
2155,18.0,09-wissel
2156,18.0,09-wissel
2157,18.0,09-wissel
2158,18.0,09-wissel
2159,17.0,09-wissel
2160,17.0,09-wissel
2161,17.0,09-wissel
2162,17.0,09-wissel
2163,17.0,09-wissel
2164,17.0,09-wissel
2165,17.0,09-wissel
2166,17.0,09-wissel
2167,17.0,09-wissel
2168,16.0,09-wissel
2169,16.0,09-wissel
2170,16.0,09-wissel
2171,16.0,09-wissel
2172,16.0,09-wissel
2173,16.0,09-wissel
2174,16.0,09-wissel
2175,15.0,09-wissel
2176,15.0,09-wissel
2177,15.0,09-wissel
2178,15.0,09-wissel
2179,15.0,09-wissel
2180,15.0,09-wissel
2181,15.0,09-wissel
2182,14.0,09-wissel
2183,14.0,09-wissel
2184,14.0,09-wissel
2185,14.0,09-wissel
2186,14.0,09-wissel
2187,14.0,09-wissel
2188,14.0,09-wissel
2189,14.0,09-wissel
2190,14.0,09-wissel
2191,14.0,09-wissel
2192,13.0,09-wissel
2193,13.0,09-wissel
2194,13.0,09-wissel
2195,12.0,09-wissel
2196,12.0,09-wissel
2197,12.0,09-wissel
2198,12.0,09-wissel
2199,12.0,09-wissel
2200,12.0,09-wissel
2201,12.0,09-wissel
2202,12.0,09-wissel
2203,11.0,09-wissel
2204,11.0,09-wissel
2205,11.0,09-wissel
2206,11.0,09-wissel
2207,11.0,09-wissel
2208,11.0,09-wissel
2209,11.0,09-wissel
2210,11.0,09-wissel
2211,10.0,09-wissel
2212,10.0,09-wissel
2213,10.0,09-wissel
2214,10.0,09-wissel
2215,10.0,09-wissel
2216,10.0,09-wissel
2217,9.0,09-wissel
2218,9.0,09-wissel
2219,9.0,09-wissel
2220,9.0,09-wissel
2221,9.0,09-wissel
2222,9.0,09-wissel
2223,9.0,09-wissel
2224,9.0,09-wissel
2225,9.0,09-wissel
2226,9.0,09-wissel
2227,9.0,09-wissel
