,link,rank,name,ceo,founded,revenue,country,industry
2592,https://www.value.today/company/prosperity-bancshares,2491,PROSPERITY BANCSHARES,Not found,1983,"1,098 Million USD",USA,"['Financial Services', 'Banking Services']"
2593,https://www.value.today/company/opendoor-technologies-inc.,2492,OPENDOOR TECHNOLOGIES INC.,Not found,2014,"8,021 Million USD",USA,"['Real Estate', 'Internet or Mobile App Based Business', 'Technology']"
2594,https://www.value.today/company/growthpoint-properties-australia,2494,GROWTHPOINT PROPERTIES AUSTRALIA,Not found,2009,179 Million USD,Australia,"['Real Estate', 'Property Investments']"
2595,https://www.value.today/company/china-merchants-port-holdings-company,2488,CHINA MERCHANTS PORT HOLDINGS COMPANY,Not found,1991,"1,511 Million USD",Hong Kong,"['Industries', 'Conglomerate', 'Transportation', 'Freight Transport', 'Marine Transportation', 'Shipping']"
2596,https://www.value.today/company/natera,2489,NATERA,Not found,2004,625 Million USD,USA,"['Healthcare', 'HealthCare Products', 'Health Care Diagnostics']"
2597,https://www.value.today/company/medibank-private,2486,MEDIBANK PRIVATE,Not found,1997,"4,910 Million USD",Australia,"['Financial Services', 'Insurance']"
2598,https://www.value.today/company/bid-corporation,2487,BID CORPORATION,Not found,1988,"8,758 Million USD",South Africa,"['Consumer Defensive', 'Food Chains / Distributor', 'Food Service']"
2599,https://www.value.today/company/itochu-techno-solutions-corporation,2490,ITOCHU TECHNO-SOLUTIONS CORPORATION,Not found,1979,"3,811 Million USD",Japan,"['Technology', 'Software and IT', 'Computers and Components', 'Computers Hardware', 'Network Hardware and Software', 'Networking Products / Solutions']"
2600,https://www.value.today/company/aroundtown-sa,2497,AROUNDTOWN SA,Not found,2004,"1,085 Million USD",Luxembourg,"['Real Estate', 'Financial Services', 'Property Investments']"
2601,https://www.value.today/company/pt-charoen-pokphand-indonesia-tbk,2503,PT CHAROEN POKPHAND INDONESIA TBK,Not found,Not found,"3,598 Million USD",Indonesia,"['Consumer Defensive', 'Meat / Poultry / Fish / Chicken', 'Food Products', 'Farming / Seeds / Milling']"
2602,https://www.value.today/company/shopping-centres-australasia-property-group,2500,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP,Not found,Not found,240 Million USD,Australia,"['Real Estate', 'Retail', 'Property Investments', 'Commercial Properties']"
2603,https://www.value.today/company/sinopharm-group,2498,SINOPHARM GROUP,Not found,2003,"81,784 Million USD",China,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products']"
2604,https://www.value.today/company/airtel-africa,2496,AIRTEL AFRICA,Not found,2010,"4,714 Million USD",UK,"['Telecom', 'Communication Services']"
2605,https://www.value.today/company/bangkok-bank-public-company,2504,BANGKOK BANK PUBLIC COMPANY,Not found,1944,"3,921 Million USD",Thailand,"['Financial Services', 'Banking Services']"
2606,https://www.value.today/company/woodward,2501,WOODWARD,Not found,1870,"2,245 Million USD",USA,"['Industries', 'Aerospace and Defense', 'Aircraft Parts', 'Weapons']"
2607,https://www.value.today/company/ausnet-services-ltd,2502,AUSNET SERVICES LTD,Not found,2014,"1,410 Million USD",Australia,"['Utilities', 'Energy', 'Gas Utilities', 'Electric Utilities']"
2608,https://www.value.today/company/global-power-synergy-public-company,2499,GLOBAL POWER SYNERGY PUBLIC COMPANY,Not found,2013,"2,224 Million USD",Thailand,"['Utilities', 'Electric Utilities', 'Power Generation', 'Electricity Generation']"
2609,https://www.value.today/company/british-land-company,2495,BRITISH LAND COMPANY,Not found,1856,483 Million USD,UK,"['Real Estate', 'Property Investments', 'Commercial Properties']"
2610,https://www.value.today/company/vitrolife-ab-publ,2512,VITROLIFE AB (PUBL),Not found,Not found,178 Million USD,Sweden,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products', 'Medical Equipment']"
2611,https://www.value.today/company/xiamen-faratronic,2505,XIAMEN FARATRONIC,Not found,1955,441 Million USD,China,"['Technology', 'Electronics', 'Capital Goods']"
2612,https://www.value.today/company/public-stock-company-vsmpo-avisma-corporation,2509,VSMPO-AVISMA CORPORATION,Not found,1933,"1,463 Million USD",Russia,"['Basic Materials', 'Metals', 'Titanium', 'Aluminum', 'Magnesium', 'Mining']"
2613,https://www.value.today/company/aker-asa,2508,AKER ASA,Not found,1841,668 Million USD,Norway,"['Energy', 'Oil and Gas']"
2614,https://www.value.today/company/bb-seguridade-participacoes,2511,BB SEGURIDADE PARTICIPACOES,Not found,2012,"1,165 Million USD",Brazil,"['Financial Services', 'Insurance']"
2615,https://www.value.today/company/ironsource,2513,IRONSOURCE,Not found,2010,553 Million USD,Israel,"['Software and IT', 'Technology']"
2616,https://www.value.today/company/royal-mail,2506,ROYAL MAIL,Not found,1516,"14,973 Million USD",UK,"['Industries', 'Logistics', 'Courier']"
2617,https://www.value.today/company/autek-china,2514,AUTEK CHINA,Not found,Not found,188 Million USD,China,"['Healthcare', 'Medical Equipment']"
2618,https://www.value.today/company/gmexico-transportes,2507,GMEXICO TRANSPORTES,Not found,2014,"2,564 Million USD",Mexico,"['Rail Transport', 'Railway Operating Company', 'Transportation', 'Mining']"
2619,https://www.value.today/company/osaka-gas,2510,OSAKA GAS,Not found,1897,"11,579 Million USD",Japan,"['Utilities', 'Oil and Gas', 'Gas Utilities']"
2620,https://www.value.today/company/hdfc-asset-management-company-limited,2519,HDFC ASSET MANAGEMENT COMPANY LIMITED,Not found,1999,265 Million USD,India,"['Financial Services', 'Asset Management', 'Investments']"
2621,https://www.value.today/company/central-pattana-public-company,2515,CENTRAL PATTANA PUBLIC COMPANY,Not found,1980,708 Million USD,Thailand,"['Real Estate', 'Property Investments', 'Construction', 'Commercial Properties', 'Investments', 'Hotels']"
2622,https://www.value.today/company/polaris,2520,POLARIS,Not found,1954,"8,198 Million USD",USA,"['Consumer Cyclical', 'Bikes', 'Cars', 'Heavy Vehicles', 'Automobile', 'Boats', 'Commercial Vehicles', 'Recreational Vehicles']"
2623,https://www.value.today/company/alaska-air-group,2516,ALASKA AIR GROUP,Not found,1985,"6,176 Million USD",USA,"['Industries', 'Aviation', 'Airlines', 'Transportation']"
2624,https://www.value.today/company/clariant-ag,2521,CLARIANT AG,Not found,1995,"4,539 Million USD",Switzerland,"['Basic Materials', 'Chemicals']"
2625,https://www.value.today/company/mastec,2518,MASTEC,Not found,1994,"7,951 Million USD",USA,"['Industries', 'Utilities', 'Construction', 'Infrastructure']"
2626,https://www.value.today/company/idbi-bank,2517,IDBI BANK,Not found,1964,"1,658 Million USD",India,"['Financial Services', 'Banking Services']"
2627,https://www.value.today/company/wex,2522,WEX Inc,Not found,1983,"1,850 Million USD",USA,"['Technology', 'Business Services', 'Software and IT Infrastructure']"
2628,https://www.value.today/company/klarna,2520,KLARNA,Not found,2005,Not found,Sweden,"['Technology', 'Financial Services', 'Banking Services']"
2629,https://www.value.today/company/phonepe,2518,PhonePe,Not found,2015,Not found,India,"['Digital Payment Solution Services', 'Internet or Mobile App Based Business', 'Technology']"
2630,https://www.value.today/company/suzhou-dongshan-precision-manufacturing,2532,SUZHOU DONGSHAN PRECISION MANUFACTURING,Not found,1998,"4,627 Million USD",China,"['Technology', 'Electronics', 'Metal Products Manufacturing', 'Capital Goods']"
2631,https://www.value.today/company/shenzhen-capchem-technology,2525,SHENZHEN CAPCHEM TECHNOLOGY,Not found,2002,"1,091 Million USD",China,"['Basic Materials', 'Chemicals', 'Electronics']"
2632,https://www.value.today/company/pilgrims-pride-corporation,2524,PILGRIM'S PRIDE CORPORATION,Not found,1946,"14,777 Million USD",USA,"['Consumer Defensive', 'Meat / Poultry / Fish / Chicken', 'Food Products', 'Consumer Non Durables', 'FMCG', 'Package Foods']"
2633,https://www.value.today/company/mobile-telesystems,2530,MOBILE TELESYSTEMS,Not found,1993,"4,847 Million USD",Russia,"['Communication Services', 'Telecom', 'Utilities', 'Mobile Services', 'Telecom Equipment', 'Television Services']"
2634,https://www.value.today/company/suzhou-taa-ultra-clean-technology,2526,SUZHOU TA&A ULTRA CLEAN TECHNOLOGY,Not found,1997,494 Million USD,China,"['Industries', 'Home Cleaning Accessories', 'Pollution Control Equipment']"
2635,https://www.value.today/company/daiwa-house-reit-investment-corporation,2531,DAIWA HOUSE REIT INVESTMENT CORPORATION,Not found,2005,456 Million USD,Japan,"['Real Estate', 'Property Investments']"
2636,https://www.value.today/company/japan-post-insurance,2527,JAPAN POST INSURANCE,Not found,2006,"25,421 Million USD",Japan,"['Financial Services', 'Insurance']"
2637,https://www.value.today/company/hikari-tsushin,2529,HIKARI TSUSHIN,Not found,1988,"4,219 Million USD",Japan,"['Industries', 'Networking Products / Solutions', 'Network Hardware and Software', 'Business Services', 'Office Equipment', 'Conglomerate']"
2638,https://www.value.today/company/colfax-corporation,2528,COLFAX CORPORATION,Not found,1995,"3,854 Million USD",USA,"['Industries', 'Capital Goods', 'Industry Machinery']"
2639,https://www.value.today/company/oz-minerals,2523,OZ MINERALS,Not found,1932,"1,450 Million USD",Australia,"['Basic Materials', 'Mining', 'Gold Mining', 'Metals', 'Copper Mining']"
2640,https://www.value.today/company/origin-energy,2540,ORIGIN ENERGY,Not found,2000,"9,958 Million USD",Australia,"['Energy', 'Utilities', 'Gas Utilities', 'Electric Utilities', 'Electricity Generation', 'Power Generation', 'Oil and Gas']"
2641,https://www.value.today/company/corelogic,2537,CORELOGIC,Not found,2010,Not found,USA,"['Technology', 'Software and IT', 'Software Products']"
2642,https://www.value.today/company/soochow-securities,2538,SOOCHOW SECURITIES,Not found,1993,"1,619 Million USD",China,"['Financial Services', 'Stock Markets, Trading, Capital Markets']"
2643,https://www.value.today/company/inner-mongolia-junzheng-energy-chemical-group-co.ltd.,2537,"INNER MONGOLIA JUNZHENG ENERGY & CHEMICAL GROUP CO.,LTD.",Not found,2003,"2,808 Million USD",China,"['Basic Materials', 'Chemicals']"
2644,https://www.value.today/company/avic-aviation-high-technology,2534,AVIC AVIATION HIGH-TECHNOLOGY,Not found,1988,554 Million USD,China,"['Industries', 'Industry Machinery', 'Rent / Lease Services']"
2645,https://www.value.today/company/saudi-kayan-petrochemical-company,2539,SAUDI KAYAN PETROCHEMICAL COMPANY,Not found,2007,"3,375 Million USD",Saudi Arabia,"['Basic Materials', 'Chemicals', 'Petrochemicals']"
2646,https://www.value.today/company/kangmei-pharmaceutical,2541,KANGMEI PHARMACEUTICAL,Not found,1997,604 Million USD,China,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']"
2647,https://www.value.today/company/playtika-holding-corp.,2535,PLAYTIKA HOLDING CORP.,Not found,2010,"2,583 Million USD",Israel,"['Video Games / Mobile Games / Tech Games / Casino Games', 'Gaming', 'Software and IT', 'Technology', 'Leisure', 'Entertainment']"
2648,https://www.value.today/company/levima-advanced-materials-corporation,2536,LEVIMA ADVANCED MATERIALS CORPORATION,Not found,2009,"77,103 Million USD",China,"['Basic Materials', 'Chemicals']"
2649,https://www.value.today/company/tata-teleservices-maharashtra,2533,TATA TELESERVICES (MAHARASHTRA),Not found,1996,135 Million USD,India,"['Communication Services', 'Telecom']"
2650,https://www.value.today/company/novocure,2542,NOVOCURE,Not found,2000,535 Million USD,UK,"['Healthcare', 'Medical Equipment', 'HealthCare Products']"
2651,https://www.value.today/company/united-states-steel-corporation,2546,UNITED STATES STEEL CORPORATION,Not found,1901,"20,275 Million USD",USA,"['Basic Materials', 'Iron and Steel', 'Metals', 'Mining']"
2652,https://www.value.today/company/kinross-gold-corporation,2551,KINROSS GOLD CORPORATION,Not found,1993,"3,729 Million USD",Canada,"['Basic Materials', 'Mining', 'Gold Mining', 'Metals', 'Precious Metals', 'Silver Mining']"
2653,https://www.value.today/company/voestalpine-ag-0,2545,VOESTALPINE AG,Not found,1938,"14,923 Million USD",Austria,"['Basic Materials', 'Iron and Steel', 'Capital Goods', 'Engineering Products']"
2654,https://www.value.today/company/sunac-china-holdings,2544,SUNAC CHINA HOLDINGS,Not found,2003,"33,555 Million USD",China,"['Real Estate', 'Construction', 'Property Investments', 'Infrastructure', 'Construction', 'Investments']"
2655,https://www.value.today/company/china-energy-engineering-corporation-limited,2549,CHINA ENERGY ENGINEERING CORPORATION LIMITED,Not found,2011,"46,904 Million USD",China,"['Industries', 'Engineering Services']"
2656,https://www.value.today/company/datang-international-power-generation,2550,DATANG INTERNATIONAL POWER GENERATION,Not found,1994,"16,231 Million USD",China,"['Utilities', 'Electricity Generation', 'Power Generation']"
2657,https://www.value.today/company/genting-singapore,2548,GENTING SINGAPORE,Not found,1984,783 Million USD,Singapore,"['Consumer Cyclical', 'Casinos', 'Resorts', 'Entertainment', 'Hotels', 'Restaurants']"
2658,https://www.value.today/company/keppel-corporation,2547,KEPPEL CORPORATION,Not found,1968,"6,330 Million USD",Singapore,"['Industries', 'Infrastructure', 'Conglomerate']"
2659,https://www.value.today/company/onemain-holdings,2543,ONEMAIN HOLDINGS,Not found,1912,"4,973 Million USD",USA,"['Financial Services', 'Banking Services', 'Insurance']"
2660,https://www.value.today/company/tis,2552,TIS,Not found,2008,6 Million USD,Japan,"['Technology', 'Software and IT']"
2661,https://www.value.today/company/arc-resources,2558,ARC RESOURCES,Not found,1996,"4,064 Million USD",Canada,"['Energy', 'Oil and Gas']"
2662,https://www.value.today/company/marks-and-spencer-group,2554,MARKS AND SPENCER GROUP,Not found,1884,"12,821 Million USD",UK,"['Consumer Cyclical', 'Retail']"
2663,https://www.value.today/company/hapvida-participacoes-e-investimentos,2559,HAPVIDA PARTICIPACOES E INVESTIMENTOS,Not found,1979,"2,104 Million USD",Brazil,"['Healthcare', 'Healthcare Service', 'Hospitals']"
2664,https://www.value.today/company/qantas-airways,2561,QANTAS AIRWAYS,Not found,1920,"6,023 Million USD",Australia,"['Industries', 'Airlines', 'Aviation', 'Transportation']"
2665,https://www.value.today/company/reply,2560,REPLY,Not found,1996,"1,636 Million USD",Italy,"['Technology', 'Software and IT']"
2666,https://www.value.today/company/zhejiang-weiming-environment-protection,2557,ZHEJIANG WEIMING ENVIRONMENT PROTECTION,Not found,2001,609 Million USD,China,"['Industries', 'Waste and Trash Management']"
2667,https://www.value.today/company/ab-electrolux-publ,2555,AB ELECTROLUX (PUBL),Not found,1919,"13,317 Million USD",Sweden,"['Technology', 'Consumer Electronics', 'Electronics', 'Home Appliances', 'Refrigerators', 'Air Conditioners', 'Heating Equipment']"
2668,https://www.value.today/company/legend-biotech-corp,2553,LEGEND BIOTECH CORP,Not found,2014,89 Million USD,USA,"['Biopharmaceutical', 'Biotechnology', 'Healthcare']"
2669,https://www.value.today/company/guangdong-weihua-corporation,2556,GUANGDONG WEIHUA CORPORATION,Not found,Not found,Not found,China,"['Basic Materials', 'Wood Products']"
2670,https://www.value.today/company/jafron-biomedical,2562,JAFRON BIOMEDICAL,Not found,1989,420 Million USD,China,"['Healthcare', 'Medical Equipment']"
2671,https://www.value.today/company/onex-corporation,2570,ONEX CORPORATION,Not found,1984,"2,034 Million USD",Canada,"['Industries', 'Asset Management']"
2672,https://www.value.today/company/guanghui-energy,2567,GUANGHUI ENERGY,Not found,1994,"3,903 Million USD",China,"['Energy', 'Oil and Gas']"
2673,https://www.value.today/company/bharat-electronics,2564,BHARAT ELECTRONICS,Not found,1954,"1,888 Million USD",India,"['Industries', 'Electronics', 'Aerospace and Defense', 'Weapons', 'Defense Products', 'Communications Equipment']"
2674,https://www.value.today/company/jsw-energy,2568,JSW ENERGY,Not found,1994,"1,022 Million USD",India,"['Utilities', 'Electricity Generation', 'Power Generation']"
2675,https://www.value.today/company/iida-group-holdings,2563,IIDA GROUP HOLDINGS,Not found,2013,"10,121 Million USD",Japan,"['Real Estate', 'Construction']"
2676,https://www.value.today/company/procter-gamble-hygiene-and-health-care,2566,PROCTER & GAMBLE HYGIENE AND HEALTH CARE,Not found,1964,475 Million USD,India,"['Consumer Defensive', 'FMCG']"
2677,https://www.value.today/company/hunter-douglas,2569,HUNTER DOUGLAS,Not found,1919,"4,606 Million USD",Netherlands,"['Consumer Cyclical', 'Furniture', 'Home Furnishing', 'Home Improvement']"
2678,https://www.value.today/company/brp,2565,BRP,Not found,2003,567 Million USD,Canada,"['Consumer Cyclical', 'Automobile', 'Bikes', 'Boats', 'Commercial Vehicles', 'Entertainment', 'Marine Systems', 'Recreational Vehicles']"
2679,https://www.value.today/company/samsara-networks,2562,SAMSARA NETWORKS,Not found,2015,250 Million USD,USA,"['Technology', 'Internet of Things', 'Technology Hardware and Instruments']"
2680,https://www.value.today/company/medpace-holdings,2575,MEDPACE HOLDINGS,Not found,1992,"1,142 Million USD",USA,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products', 'Health Care Diagnostics']"
2681,https://www.value.today/company/commercial-international-bank-egypt,2571,COMMERCIAL INTERNATIONAL BANK -EGYPT,Not found,1994,Not found,Egypt,"['Financial Services', 'Banking Services']"
2682,https://www.value.today/company/gap,2572,GAP,Not found,1969,"16,670 Million USD",USA,"['Consumer Cyclical', 'Apparels and Accessories', 'Textile', 'Consumer Services', 'Retail']"
2683,https://www.value.today/company/hankyu-hanshin-holdings,2574,HANKYU HANSHIN HOLDINGS,Not found,1907,"5,445 Million USD",Japan,"['Industries', 'Conglomerate', 'Railway', 'Real Estate', 'Hotels', 'Transportation']"
2684,https://www.value.today/company/sinopac-financial-holdings-company,2579,SINOPAC FINANCIAL HOLDINGS COMPANY,Not found,1992,"1,513 Million USD",Taiwan,"['Financial Services', 'Banking Services']"
2685,https://www.value.today/company/faurecia-s.e,2578,FAURECIA S.E,Not found,1997,"17,226 Million USD",France,"['Consumer Cyclical', 'Automobile', 'Automobile Parts']"
2686,https://www.value.today/company/bosch,2577,BOSCH,Not found,1886,"1,446 Million USD",India,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Electronics', 'Engineering Products', 'Security Systems and Solutions', 'Sensors']"
2687,https://www.value.today/company/chang-hwa-commercial-bank,2580,CHANG HWA COMMERCIAL BANK,Not found,1905,"1,498 Million USD",Taiwan,"['Financial Services', 'Banking Services']"
2688,https://www.value.today/company/national-storage-reit,2576,NATIONAL STORAGE REIT,Not found,2000,186 Million USD,Australia,"['Real Estate', 'Property Investments']"
2689,https://www.value.today/company/grupo-carso,2573,GRUPO CARSO,Not found,1980,"6,260 Million USD",Mexico,"['Industries', 'Conglomerate', 'Infrastructure', 'Construction', 'Energy', 'Retail', 'Restaurants', 'Oil and Gas']"
2690,https://www.value.today/company/avicopter,2585,AVICOPTER,Not found,1999,"3,420 Million USD",China,"['Industries', 'Aerospace and Defense']"
2691,https://www.value.today/company/wiwynn-corporation,2581,WIWYNN CORPORATION,Not found,2012,"6,605 Million USD",Taiwan,"['Technology', 'Computers Hardware', 'Technology Hardware and Instruments', 'Cloud Services', 'Data Centers']"
2692,https://www.value.today/company/fox-factory-holding,2582,FOX FACTORY HOLDING,Not found,2007,"1,299 Million USD",USA,"['Consumer Cyclical', 'Automobile Parts', 'Recreational Vehicles']"
2693,https://www.value.today/company/zim-integrated-shipping-services-ltd.,2590,ZIM INTEGRATED SHIPPING SERVICES LTD.,Not found,1945,"10,728 Million USD",Israel,['Shipping']
2694,https://www.value.today/company/hikma-pharmaceuticals,2587,HIKMA PHARMACEUTICALS,Not found,1978,"2,553 Million USD",UK,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']"
2695,https://www.value.today/company/kohls-corporation,2586,KOHL'S CORPORATION,Not found,1962,"19,433 Million USD",USA,"['Consumer Cyclical', 'Retail', 'Consumer Services']"
2696,https://www.value.today/company/zynga,2584,ZYNGA,Not found,2007,"2,800 Million USD",USA,"['Communication Services', 'Technology', 'Gaming']"
2697,https://www.value.today/company/reynolds-consumer-products-inc.,2583,REYNOLDS CONSUMER PRODUCTS INC.,Not found,1947,"3,556 Million USD",USA,"['Kitchen Appliances', 'Packaging Materials', 'Packaging']"
2698,https://www.value.today/company/onex-corporation-0,2589,ONEX CORPORATION,Not found,1984,"2,034 Million USD",Canada,"['Financial Services', 'Asset Management']"
2699,https://www.value.today/company/somfy-sa,2588,SOMFY SA,Not found,1969,"1,477 Million USD",France,"['Consumer Cyclical', 'Home & Furniture', 'Building Automation', 'Home Furnishing']"
2700,https://www.value.today/company/china-greatwall-technology-group,2597,CHINA GREATWALL TECHNOLOGY GROUP,Not found,1987,"2,589 Million USD",China,"['Technology', 'Computers and Components', 'Computers Hardware', 'Technology Hardware and Instruments']"
2701,https://www.value.today/company/emcor-group,2591,EMCOR GROUP,Not found,1994,"9,903 Million USD",USA,"['Industries', 'Capital Goods', 'Engineering Products', 'Construction']"
2702,https://www.value.today/company/banque-cantonale-vaudoise,2593,BANQUE CANTONALE VAUDOISE,Not found,1845,"1,023 Million USD",Switzerland,"['Financial Services', 'Banking Services']"
2703,https://www.value.today/company/iaa,2599,IAA,Not found,1982,"1,837 Million USD",USA,"['Industries', 'Business Services']"
2704,https://www.value.today/company/cpi-property-group,2596,CPI PROPERTY GROUP,Not found,1991,663 Million USD,Luxembourg,"['Real Estate', 'Financial Services']"
2705,https://www.value.today/company/pegatron-corporation,2598,PEGATRON CORPORATION,Not found,2008,"43,333 Million USD",Taiwan,"['Technology', 'Electronics', 'Computers Hardware']"
2706,https://www.value.today/company/guangzhou-kingmed-diagnostics-group,2595,GUANGZHOU KINGMED DIAGNOSTICS GROUP,Not found,Not found,"1,738 Million USD",China,"['Healthcare', 'Medical Laboratory', 'Health Care Diagnostics']"
2707,https://www.value.today/company/hero-motocorp,2594,HERO MOTOCORP,Not found,1984,"3,627 Million USD",India,"['Consumer Cyclical', 'Bikes', 'Automobile', 'Scooters']"
2708,https://www.value.today/company/bkw-ag,2592,BKW AG,Not found,1898,"3,617 Million USD",Switzerland,"['Utilities', 'Electric Utilities', 'Gas Utilities', 'Renewable Energy']"
2709,https://www.value.today/company/affiliated-managers-group,2600,AFFILIATED MANAGERS GROUP,Not found,1993,"2,412 Million USD",USA,"['Financial Services', 'Asset Management', 'Investments']"
2710,https://www.value.today/company/pepco-group-n.v.,2610,PEPCO GROUP N.V.,Not found,2014,"4,191 Million USD",UK,"['Consumer Defensive', 'Retail']"
2711,https://www.value.today/company/jubilant-foodworks,2606,JUBILANT FOODWORKS,Not found,1995,548 Million USD,India,"['Consumer Cyclical', 'Restaurants']"
2712,https://www.value.today/company/odakyu-electric-railway,2609,ODAKYU ELECTRIC RAILWAY,Not found,1948,"2,618 Million USD",Japan,"['Industries', 'Railway']"
2713,https://www.value.today/company/eurazeo-se,2605,EURAZEO SE,Not found,2001,"6,147 Million USD",France,"['Financial Services', 'Investments', 'Asset Management']"
2714,https://www.value.today/company/ascendis-pharma,2604,ASCENDIS PHARMA A/S,Not found,2006,8 Million USD,Denmark,"['Healthcare', 'HealthCare Products', 'Biopharmaceutical', 'Biotechnology']"
2715,https://www.value.today/company/shanghai-zhixin-electric,2603,SHANGHAI ZHIXIN ELECTRIC,Not found,Not found,874 Million USD,China,"['Industries', 'Electrical Products']"
2716,https://www.value.today/company/lg-innotek,2607,LG INNOTEK,Not found,1970,"12,164 Million USD",South Korea,"['Technology', 'Electronics', 'Semiconductors', 'Electrical Products', 'Processors / Chips', 'Capital Goods', 'Lighting Products', 'Sensors']"
2717,https://www.value.today/company/new-relic,2602,NEW RELIC,Not found,2008,785 Million USD,USA,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure']"
2718,https://www.value.today/company/wuxi-shangji-automation,2608,WUXI SHANGJI AUTOMATION,Not found,2002,"1,588 Million USD",China,"['Industries', 'Industry Machinery', 'Solar Power Devices', 'Semiconductors']"
2719,https://www.value.today/company/dai-nippon-printing,2601,DAI NIPPON PRINTING,Not found,1876,"9,808 Million USD",Japan,"['Industries', 'Printing', 'News Papers / Magazines', 'Books', 'Education', 'Business Services']"
2720,https://www.value.today/company/localiza-rent-car,2618,LOCALIZA RENT A CAR,Not found,1973,"2,321 Million USD",Brazil,"['Industries', 'Cars', 'Rent / Lease Services', 'Consumer Services', 'Business Services']"
2721,https://www.value.today/company/el-puerto-de-liverpool,2613,EL PUERTO DE LIVERPOOL,Not found,1847,"7,568 Million USD",Mexico,"['Consumer Cyclical', 'Retail']"
2722,https://www.value.today/company/shenzhen-dynanonic-co.-ltd,2620,SHENZHEN DYNANONIC CO. LTD,Not found,2007,760 Million USD,China,"['Basic Materials', 'Chemicals']"
2723,https://www.value.today/company/idp-education,2617,IDP EDUCATION,Not found,1969,549 Million USD,Australia,"['Consumer Defensive', 'Consumer Durables', 'Education']"
2724,https://www.value.today/company/ritchie-bros.-auctioneers,2616,RITCHIE BROS. AUCTIONEERS,Not found,1958,"1,416 Million USD",Canada,"['Industries', 'Business Services']"
2725,https://www.value.today/company/ingredion,2615,INGREDION,Not found,1906,"6,894 Million USD",USA,"['Consumer Defensive', 'FMCG', 'Food Products', 'Consumer Non Durables', 'Package Foods']"
2726,https://www.value.today/company/nutanix,2614,NUTANIX,Not found,2009,"1,580 Million USD",USA,"['Technology', 'Software and IT', 'Cloud Services', 'Software Products', 'Software and IT Infrastructure']"
2727,https://www.value.today/company/stamps.com,2619,STAMPS.COM,Not found,1996,758 Million USD,USA,"['Technology', 'Business Services', 'Software and IT']"
2728,https://www.value.today/company/lotte-chemical-corporation,2611,LOTTE CHEMICAL CORPORATION,Not found,1976,"14,748 Million USD",South Korea,"['Basic Materials', 'Chemicals']"
2729,https://www.value.today/company/nextera-energy-partners-lp,2612,NEXTERA ENERGY PARTNERS LP,Not found,2014,982 Million USD,USA,"['Utilities', 'Electric Utilities', 'Renewable Energy']"
2730,https://www.value.today/company/changjiang-securities-company,2621,CHANGJIANG SECURITIES COMPANY,Not found,1988,"1,240 Million USD",China,"['Financial Services', 'Asset Management', 'Stock Markets, Trading, Capital Markets']"
2731,https://www.value.today/company/zhejiang-longsheng-group,2629,ZHEJIANG LONGSHENG GROUP,Not found,1970,"2,424 Million USD",China,"['Basic Materials', 'Chemicals']"
2732,https://www.value.today/company/eidos-therapeutics,2624,EIDOS THERAPEUTICS,Not found,2013,Not found,USA,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical', 'HealthCare Products', 'Biotechnology']"
2733,https://www.value.today/company/change-healthcare,2628,CHANGE HEALTHCARE,Not found,2005,"3,480 Million USD",USA,"['Healthcare', 'Software and IT', 'Healthcare Technology and Information']"
2734,https://www.value.today/company/centre-testing-international-group,2627,CENTRE TESTING INTERNATIONAL GROUP,Not found,2003,630 Million USD,China,"['Industries', 'Consulting Services']"
2735,https://www.value.today/company/sunrun,2626,SUNRUN,Not found,2007,"1,609 Million USD",USA,"['Technology', 'Capital Goods', 'Solar Power Devices']"
2736,https://www.value.today/company/glacier-bancorp,2625,GLACIER BANCORP,Not found,1990,794 Million USD,USA,"['Financial Services', 'Banking Services']"
2737,https://www.value.today/company/tecan-group,2624,TECAN GROUP,Not found,1980,"1,012 Million USD",Switzerland,"['Healthcare', 'Medical Equipment']"
2738,https://www.value.today/company/dechra-pharmaceuticals,2623,DECHRA PHARMACEUTICALS,Not found,1997,716 Million USD,UK,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Animal Healthcare Companies', 'Animal Health Medicine']"
2739,https://www.value.today/company/page-industries,2622,PAGE INDUSTRIES,Not found,1994,466 Million USD,India,"['Consumer Cyclical', 'Apparels and Accessories']"
2740,https://www.value.today/company/open-house,2630,OPEN HOUSE,Not found,Not found,"6,416 Million USD",Japan,['Real Estate']
2741,https://www.value.today/company/ald,2632,ALD SA,Not found,1946,"11,536 Million USD",France,"['Industries', 'Cars', 'Rent / Lease Services']"
2742,https://www.value.today/company/shanxi-taigang-stainless-steel-co.-ltd.,2639,"SHANXI TAIGANG STAINLESS STEEL CO., LTD.",Not found,1998,"14,761 Million USD",China,"['Basic Materials', 'Iron and Steel']"
