name,codice,pricecap,price,country
InfuSystem,INFU,$0.20 B,$9.69,USA
Rottneros,RROS.ST,$0.20 B,$1.31,Sweden
Tethys Oil,TETY.ST,$0.19 B,$6.18,Sweden
WM Technology,MAPS,$0.19 B,$1.11,USA
Verrica Pharmaceuticals,VRCA,$0.19 B,$4.85,USA
Oportun Financial,OPRT,$0.19 B,$6.00,USA
Asure Software,ASUR,$0.19 B,$9.83,USA
Kingsway Financial Services,KFS,$0.19 B,$8.17,Canada
Alpine Summit Energy Partners,ALPS,$0.19 B,$5.20,USA
UroGen Pharma,URGN,$0.19 B,$8.56,USA
KLX Energy Services,KLXE,$0.19 B,$16.09,USA
Thorne HealthTech,THRN,$0.19 B,$3.69,USA
MPS Limited,MPSLTD.NS,$0.19 B,$11.53,India
Kamux,KAMUX.HE,$0.19 B,$4.92,Finland
Mahanagar Telephone Nigam,MTNL.NS,$0.19 B,$0.31,India
Great Ajax,AJX,$0.19 B,$8.58,USA
Rite Aid,RAD,$0.19 B,$3.47,USA
California BanCorp,CALB,$0.19 B,$23.50,USA
ThredUp,TDUP,$0.19 B,$1.94,USA
I.g. Petrochemicals,IGPL.NS,$0.19 B,$6.33,India
PlayAGS,AGS,$0.19 B,$5.15,USA
Kingfa Science & Technology,KINGFA.NS,$0.19 B,$16.03,India
Hill International,HIL,$0.19 B,$3.40,USA
Penns Woods Bancorp,PWOD,$0.19 B,$27.50,USA
ReconAfrica,0XD.F,$0.19 B,$0.93,Canada
Cepton,CPTN,$0.19 B,$1.23,USA
Virginia National Bankshares,VABK,$0.19 B,$36.07,USA
Alaunos Therapeutics,TCRT,$0.19 B,$0.80,USA
Nature's Sunshine Products,NATR,$0.19 B,$9.99,USA
Identiv,INVE,$0.19 B,$8.50,USA
Biodesix,BDSX,$0.19 B,$2.50,USA
Angel Oak REIT,AOMR,$0.19 B,$7.67,USA
Dhampur Sugar Mills,DHAMPURSUG.NS,$0.19 B,$2.88,India
Alico,ALCO,$0.19 B,$25.14,USA
KemPharm,KMPH,$0.19 B,$5.52,USA
Méliuz,CASH3.SA,$0.19 B,$0.22,Brazil
Cadiz,CDZI,$0.18 B,$3.40,USA
So-Young International,SY,$0.18 B,$1.79,China
CSI Compressco,CCLP,$0.18 B,$1.34,USA
CytomX Therapeutics,CTMX,$0.18 B,$2.86,USA
Acacia Research,ACTG,$0.18 B,$4.34,USA
Avita Medical,RCEL,$0.18 B,$7.52,USA
Indian Metals & Ferro Alloys,IMFA.NS,$0.18 B,$3.48,India
Ashiana Housing,ASHIANA.NS,$0.18 B,$1.83,India
D-Wave Quantum,QBTS,$0.18 B,$1.68,Canada
Battalion Oil,BATL,$0.18 B,$11.46,USA
Vera Therapeutics,VERA,$0.18 B,$6.74,USA
a.k.a. Brands,AKA,$0.18 B,$1.45,USA
FingerMotion,FNGR,$0.18 B,$4.03,USA
Summit Midstream,SMLP,$0.18 B,$18.29,USA
GTPL Hathway,GTPL.NS,$0.18 B,$1.65,India
Nelco,NELCO.NS,$0.18 B,$8.12,India
CalAmp,CAMP,$0.18 B,$5.01,USA
Wendt India,WENDT.NS,$0.18 B,$92.60,India
AFC Energy,AFC.L,$0.18 B,$0.25,UK
CleanSpark,CLSK,$0.18 B,$2.58,USA
Whole Earth Brands,FREE,$0.18 B,$4.40,USA
BAIOO Family Interactive,2100.HK,$0.18 B,$0.07000,China
Salisbury Bancorp,SAL,$0.18 B,$31.83,USA
GTL Infrastructure,GTLINFRA.NS,$0.18 B,$0.01000,India
Southern Petrochemical Industries Corp,SPIC.NS,$0.18 B,$0.90,India
Peoples Bancorp of North Carolina,PEBK,$0.18 B,$32.60,USA
Aptech,APTECHT.NS,$0.18 B,$4.43,India
Cigniti Technologies,CIGNITITEC.NS,$0.18 B,$6.75,India
LL Flooring,LL,$0.18 B,$6.26,USA
CURO Group,CURO,$0.18 B,$4.53,USA
Hester Biosciences,HESTERBIO.NS,$0.18 B,$21.55,India
Olympique Lyonnais Groupe,OLG.PA,$0.18 B,$3.23,France
Cormedix,CRMD,$0.18 B,$4.43,USA
Sandhar,SANDHAR.NS,$0.18 B,$3.03,India
Huhtamaki India,HUHTAMAKI.NS,$0.18 B,$2.42,India
Indorama Synthetics,INDORAMA.NS,$0.18 B,$0.70,India
Park-Ohio Holdings,PKOH,$0.18 B,$14.15,USA
UNITED,2497.T,$0.18 B,$9.26,Japan
Hurco Companies,HURC,$0.18 B,$27.50,USA
Immutep,IMMP,$0.18 B,$2.01,Australia
Shankara Building,SHANKARA.NS,$0.18 B,$7.87,India
Drecom,3793.T,$0.18 B,$6.33,Japan
Digital Domain,0547.HK,$0.18 B,$0.04000,Hong Kong
Silvercrest Asset Management Group,SAMG,$0.17 B,$18.68,USA
INEOS Styrolution,INEOSSTYRO.NS,$0.17 B,$10.21,India
Ceragon Networks,CRNT,$0.17 B,$2.13,Israel
Remark Holdings,MARK,$0.17 B,$1.60,USA
Doma,DOMA,$0.17 B,$0.55,USA
eHealth,EHTH,$0.17 B,$6.51,USA
Third Harmonic Bio,THRD,$0.17 B,$4.40,USA
Repco Home Finance,REPCOHOME.NS,$0.17 B,$2.85,India
Stratus Properties,STRS,$0.17 B,$21.57,USA
Spire Global,SPIR,$0.17 B,$1.26,USA
Offerpad,OPAD,$0.17 B,$0.71,USA
RPG Life Sciences,RPGLIFE.NS,$0.17 B,$10.58,India
Cellectis,CLLS,$0.17 B,$3.84,France
KCP Limited,KCP.NS,$0.17 B,$1.36,India
Andrew Peller,ADW-A.TO,$0.17 B,$3.75,Canada
Excel Industries,EXCELINDUS.NS,$0.17 B,$13.87,India
Oxford Square Capital,OXSQ,$0.17 B,$3.50,USA
GreenLight Biosciences,GRNA,$0.17 B,$1.15,USA
Intevac,IVAC,$0.17 B,$6.85,USA
Liberty TripAdvisor Holdings,LTRPA,$0.17 B,$1.09,USA
AlphaPolis,9467.T,$0.17 B,$17.97,Japan
Xeris Pharmaceuticals,XERS,$0.17 B,$1.28,USA
InterCure,INCR,$0.17 B,$3.81,Israel
Westport Fuel Systems,WPRT,$0.17 B,$1.01,Canada
Sunlight Financial,SUNL,$0.17 B,$1.33,USA
Pear Therapeutics,PEAR,$0.17 B,$1.23,USA
Arteris,AIP,$0.17 B,$5.15,USA
Atomera,ATOM,$0.17 B,$7.21,USA
Lifetime Brands,LCUT,$0.17 B,$7.81,USA
EyePoint Pharmaceuticals,EYPT,$0.17 B,$5.04,USA
Berkeley Lights,BLI,$0.17 B,$2.48,USA
William Penn Bancorp,WMPN,$0.17 B,$11.88,USA
Wheels India,WHEELS.NS,$0.17 B,$7.06,India
Affimed,AFMD,$0.17 B,$1.14,Germany
PlaySide Studios,PLY.AX,$0.17 B,$0.42,Australia
Oriental Aromatics,OAL.NS,$0.17 B,$5.05,India
Bassett Furniture,BSET,$0.16 B,$18.56,USA
"View, Inc.",VIEW,$0.16 B,$0.77,USA
Redwire,RDW,$0.16 B,$2.65,USA
Platinum Group Metals,PLG,$0.16 B,$1.69,Canada
G5 Entertainment,G5EN.ST,$0.16 B,$19.37,Sweden
StarTek,SRT,$0.16 B,$4.19,USA
Vera Bradley,VRA,$0.16 B,$5.45,USA
Riverview Bancorp,RVSB,$0.16 B,$7.82,USA
Olema Pharmaceuticals,OLMA,$0.16 B,$4.15,USA
Praxis Precision Medicines,PRAX,$0.16 B,$3.56,USA
Ovid Therapeutics,OVID,$0.16 B,$2.38,USA
Sasken Technologies,SASKEN.NS,$0.16 B,$11.14,India
Real Good Food plc,RGF,$0.16 B,$6.50,UK
Paysign,PAYS,$0.16 B,$3.20,USA
XOS,XOS,$0.16 B,$0.99,USA
Cardlytics,CDLX,$0.16 B,$5.02,USA
Unifi,UFI,$0.16 B,$9.22,USA
BG Staffing,BGSF,$0.16 B,$15.82,USA
Alithya Group,ALYA,$0.16 B,$1.78,Canada
Nam Tai Property,NTP,$0.16 B,$4.22,China
ADS-TEC Energy,ADSE,$0.16 B,$3.39,Ireland
Softstar Entertainment,6111.TWO,$0.16 B,$2.06,Taiwan
E INC (E Automotive),EINC.TO,$0.16 B,$3.11,Canada
XL Fleet,XL,$0.16 B,$1.14,USA
Hawthorn Bancshares,HWBK,$0.16 B,$24.25,USA
Quantum,QMCO,$0.16 B,$1.58,USA
Mister Spex,MRX.F,$0.16 B,$4.84,Germany
Citius Pharmaceuticals,CTXR,$0.16 B,$1.12,USA
BioAtla,BCAB,$0.16 B,$3.46,USA
Spok Holdings,SPOK,$0.16 B,$8.30,USA
Astra Space,ASTR,$0.16 B,$0.61,USA
Merrimack Pharmaceuticals,MACK,$0.16 B,$12.10,USA
Smith Micro Software,SMSI,$0.16 B,$2.88,USA
Kopin Corporation,KOPN,$0.16 B,$1.70,USA
Bakkt Holdings,BKKT,$0.16 B,$2.05,USA
Frequency Therapeutics,FREQ,$0.16 B,$4.55,USA
RADCOM,RDCM,$0.16 B,$11.07,Israel
Escalade Sports,ESCA,$0.16 B,$11.80,USA
Nusantara Pelabuhan Handal,PORT.JK,$0.15 B,$0.06000,Indonesia
Gencor Industries,GENC,$0.15 B,$10.84,USA
İşbir Holding,ISBIR.IS,$0.15 B,$4.90,Turkey
Partners Bancorp,PTRS,$0.15 B,$8.82,USA
GlycoMimetics,GLYC,$0.15 B,$3.02,USA
AdTheorent,ADTH,$0.15 B,$1.82,USA
Lantronix,LTRX,$0.15 B,$4.36,USA
JOANN,JOAN,$0.15 B,$3.87,USA
RumbleON,RMBL,$0.15 B,$9.72,USA
Yatra,YTRA,$0.15 B,$2.51,India
Vinco Ventures,BBIG,$0.15 B,$0.67,USA
Omaxe,OMAXE.NS,$0.15 B,$0.86,India
Igarashi Motors India,IGARASHI.NS,$0.15 B,$4.99,India
AgroFresh,AGFS,$0.15 B,$2.96,USA
Glatfelter,GLT,$0.15 B,$3.50,USA
Pkp Cargo,PKP.WA,$0.15 B,$3.49,Poland
Republic First Bancorp,FRBK,$0.15 B,$2.45,USA
Foseco India,FOSECOIND.NS,$0.15 B,$24.43,India
Richmond Mutual Bancorporation,RMBI,$0.15 B,$13.22,USA
Sequans Communications,SQNS,$0.15 B,$3.24,France
Kossan Rubber Industries,7153.KL,$0.15 B,$0.24,Malaysia
Serverworks,4434.T,$0.15 B,$19.98,Japan
Anixa Biosciences,ANIX,$0.15 B,$5.00,USA
Kuantum Papers,KUANTUM.NS,$0.15 B,$1.77,India
Aemetis,AMTX,$0.15 B,$4.39,USA
Rane Holdings,RANEHOLDIN.NS,$0.15 B,$10.77,India
Vaxart,VXRT,$0.15 B,$1.17,USA
Kitex Garments,KITEX.NS,$0.15 B,$2.31,India
Buzzfeed,BZFD,$0.15 B,$1.10,USA
Sachem Capital,SACH,$0.15 B,$3.75,USA
The Arena Group,AREN,$0.15 B,$8.38,USA
ARC Document Solutions,ARC,$0.15 B,$3.55,USA
First Northwest Bancorp,FNWB,$0.15 B,$15.33,USA
ProPhase Labs,PRPH,$0.15 B,$9.36,USA
Precision BioSciences,DTIL,$0.15 B,$1.37,USA
SelectQuote,SLQT,$0.15 B,$0.91,USA
KULR Technology,KULR,$0.15 B,$1.34,USA
Gracell Biotechnologies,GRCL,$0.15 B,$2.23,China
MISTRAS Group,MG,$0.15 B,$5.04,USA
Singular Genomics Systems,OMIC,$0.15 B,$2.11,USA
X-Legend Entertainment,4994.TW,$0.14 B,$1.36,Taiwan
Skipper Limited,SKIPPER.NS,$0.14 B,$1.46,India
Celularity,CELU,$0.14 B,$1.03,USA
Kronos Bio,KRON,$0.14 B,$2.62,USA
Rico Auto Industries,RICOAUTO.NS,$0.14 B,$1.10,India
Iteris,ITI,$0.14 B,$3.49,USA
Xunlei,XNET,$0.14 B,$2.22,China
BBX Capital Corporation,BBXIA,$0.14 B,$9.10,USA
ECB Bancorp,ECBK,$0.14 B,$16.06,USA
The RealReal,REAL,$0.14 B,$1.50,USA
Diebold Nixdorf,DBD,$0.14 B,$1.86,USA
X4 Pharmaceuticals,XFOR,$0.14 B,$1.21,USA
Turtle Beach Corp,HEAR,$0.14 B,$8.86,USA
Daktronics,DAKT,$0.14 B,$3.21,USA
Athira Pharma,ATHA,$0.14 B,$3.85,USA
PyroGenesis Canada,PYR,$0.14 B,$0.82,Canada
Prakash Industries,PRAKASH.NS,$0.14 B,$0.81,India
Vroom,VRM,$0.14 B,$1.05,USA
DermTech,DMTK,$0.14 B,$4.80,USA
Nyxoah,NYXH,$0.14 B,$5.50,Belgium
Pulse Biosciences,PLSE,$0.14 B,$3.88,USA
Geojit Financial Services,GEOJITFSL.NS,$0.14 B,$0.60,India
ShiftPixy,PIXY,$0.14 B,$14.88,USA
SML Isuzu,SMLISUZU.NS,$0.14 B,$9.91,India
kneat.com,FOBK.F,$0.14 B,$1.80,Ireland
Parag Milk Foods,PARAGMILK.NS,$0.14 B,$1.22,India
Taysha Gene Therapies,TSHA,$0.14 B,$2.30,USA
VBI Vaccines,VBIV,$0.14 B,$0.56,USA
Benessere Capital Acquisition,BENE,$0.14 B,$10.44,USA
Northern Dynasty Minerals,NAK,$0.14 B,$0.27,Canada
MariMed,MRMD,$0.14 B,$0.42,USA
Twin Disc,TWIN,$0.14 B,$10.32,USA
Asensus Surgical,ASXC,$0.14 B,$0.60,USA
Yellow Corporation,YELL,$0.14 B,$2.75,USA
XBiotech,XBIT,$0.14 B,$4.66,USA
Sterling Tools,STERTOOLS.NS,$0.14 B,$3.93,India
AG Mortgage Investment Trust,MITT,$0.14 B,$6.41,USA
Zentek,ZTEK,$0.14 B,$1.42,Canada
Red Robin,RRGB,$0.14 B,$8.87,USA
Oconee Federal Financial,OFED,$0.14 B,$25.00,USA
Peninsula Energy,PEN.AX,$0.14 B,$0.11,Australia
Village Farms International,VFF,$0.13 B,$1.54,Canada
Hanover Bancorp,HNVR,$0.13 B,$19.52,USA
Cenntro Electric Group,CENN,$0.13 B,$0.53,USA
Lazydays Holdings,LAZY,$0.13 B,$13.23,USA
Euroseas,ESEA,$0.13 B,$19.57,Greece
MICT,MICT,$0.13 B,$0.88,USA
Hycroft Mining,HYMC,$0.13 B,$0.69,USA
Eos Energy Enterprises,EOSE,$0.13 B,$1.66,USA
Malvern Bancorp,MLVF,$0.13 B,$17.86,USA
Superior Industries International,SUP,$0.13 B,$5.02,USA
KLab,3656.T,$0.13 B,$3.35,Japan
Chinese Gamer International,3083.TWO,$0.13 B,$1.57,Taiwan
Townsquare Media,TSQ,$0.13 B,$7.85,USA
Milestone Pharmaceuticals,MIST,$0.13 B,$3.93,Canada
Latch,LTCH,$0.13 B,$0.93,USA
Jianzhi Education Technology Group,JZ,$0.13 B,$2.22,China
BankFinancial,BFIN,$0.13 B,$10.38,USA
Paratek Pharmaceuticals,PRTK,$0.13 B,$2.40,USA
Starbox Group,STBX,$0.13 B,$2.96,Malaysia
Americas Gold and Silver Corp,USAS,$0.13 B,$0.70,Canada
Tabula Rasa HealthCare,TRHC,$0.13 B,$4.91,USA
Knights Group,KGH.L,$0.13 B,$1.49,UK
Pexip,PEXIP.OL,$0.13 B,$1.31,Norway
Heliogen,HLGN,$0.13 B,$0.69,USA
PTC Financial Services,PFS.NS,$0.13 B,$0.21,India
Solid Biosciences,SLDB,$0.13 B,$6.75,USA
Provident Bancorp,PVBC,$0.13 B,$7.43,USA
KAP AG,IUR.F,$0.13 B,$16.94,Germany
O2Micro,OIIM,$0.13 B,$4.49,Cayman Islands
Supermax Corporation Berhad,7106.KL,$0.13 B,$0.19,Malaysia
PLBY Group (Playboy),PLBY,$0.12 B,$2.78,USA
Comscore,SCOR,$0.12 B,$1.40,USA
Allot,ALLT,$0.12 B,$3.44,Israel
Sesen Bio,SESN,$0.12 B,$0.63,USA
TeraWulf,WULF,$0.12 B,$0.88,USA
Capacit'e Infraprojects,CAPACITE.NS,$0.12 B,$1.88,India
Akebia Therapeutics,AKBA,$0.12 B,$0.70,USA
Verastem Oncology,VSTM,$0.12 B,$0.61,USA
Nucleus Software Exports,NUCLEUS.NS,$0.12 B,$4.76,India
L.B. Foster,FSTR,$0.12 B,$11.64,USA
The Oncology Institute,TOI,$0.12 B,$1.70,USA
Yunji,YJ,$0.12 B,$0.59,China
Martin Midstream Partners,MMLP,$0.12 B,$3.25,USA
Creepy Jar,CRJ.WA,$0.12 B,$184.89,Poland
Naked Wines,WINE.L,$0.12 B,$1.66,UK
Cel-Sci,CVM,$0.12 B,$2.86,USA
Electra Meccanica,SOLO,$0.12 B,$1.05,Canada
Altisource Portfolio,ASPS,$0.12 B,$7.74,Luxembourg
Mangalore Chemicals and Fertilizers,MANGCHEFER.NS,$0.12 B,$1.05,India
Pardes Biosciences,PRDS,$0.12 B,$2.00,USA
Fonar Corporation,FONR,$0.12 B,$18.67,USA
Ohio Valley Banc Corp,OVBC,$0.12 B,$26.04,USA
Srikalahasthi Pipes,SRIPIPES.NS,$0.12 B,$2.65,India
Relmada Therapeutics,RLMD,$0.12 B,$4.12,USA
RVL Pharmaceuticals,RVLP,$0.12 B,$1.25,USA
Citizens Inc,CIA,$0.12 B,$2.46,USA
Inseego,INSG,$0.12 B,$1.14,USA
Mind Medicine,MNMD,$0.12 B,$3.27,USA
Anup Engineering,ANUP.NS,$0.12 B,$12.33,India
Loop Industries,LOOP,$0.12 B,$2.57,Canada
Spectrum Pharmaceuticals,SPPI,$0.12 B,$0.60,USA
MediciNova,MNOV,$0.12 B,$2.48,USA
Tattooed Chef,TTCF,$0.12 B,$1.45,USA
Coffee Day Enterprises,COFFEEDAY.NS,$0.12 B,$0.57,India
Matinas BioPharma,MTNB,$0.12 B,$0.56,USA
Sonendo,SONX,$0.12 B,$2.42,USA
FaZe Clan,FAZE,$0.12 B,$1.66,USA
Old Point Financial,OPOF,$0.12 B,$24.06,USA
Sema4,SMFR,$0.12 B,$0.31,USA
Sarcos Technology and Robotics,STRC,$0.11 B,$0.78,USA
Talkspace,TALK,$0.11 B,$0.75,USA
Local Bounti,LOCL,$0.11 B,$1.15,USA
Nok Air,NOK.BK,$0.11 B,$0.03000,Thailand
KORE,KORE,$0.11 B,$1.55,USA
USD Partners,USDP,$0.11 B,$3.54,USA
Bodal Chemicals,BODALCHEM.NS,$0.11 B,$0.94,India
Tanzanian Gold Corporation,TRX,$0.11 B,$0.43,Canada
Aiming Inc,3911.T,$0.11 B,$2.93,Japan
Immuneering,IMRX,$0.11 B,$4.43,USA
Graphite Bio,GRPH,$0.11 B,$2.01,USA
MDxHealth,MDXH,$0.11 B,$6.99,Belgium
Userjoy Technology,3546.TWO,$0.11 B,$2.42,Taiwan
InflaRx,IFRX,$0.11 B,$2.63,Germany
Ideanomics,IDEX,$0.11 B,$0.20,USA
Volta,VLTA,$0.11 B,$0.67,USA
Broadwind,BWEN,$0.11 B,$5.60,USA
FinWise Bancorp,FINW,$0.11 B,$8.99,USA
Akili,AKLI,$0.11 B,$1.48,USA
Pixelworks,PXLW,$0.11 B,$2.10,USA
Quick Heal,QUICKHEAL.NS,$0.11 B,$2.16,India
Aura Energy,AURA.L,$0.11 B,$0.21,Australia
GE Power India,GEPIL.NS,$0.11 B,$1.70,India
Navkar Corp,NAVKARCORP.NS,$0.11 B,$0.76,India
Orient Paper Mills,ORIENTPPR.NS,$0.11 B,$0.54,India
Bergs Timber,BRG-B.ST,$0.11 B,$3.27,Sweden
Rigetti Computing,RGTI,$0.11 B,$0.92,USA
U.S. Xpress Enterprises,USX,$0.11 B,$2.18,USA
Westwood Holdings Group,WHG,$0.11 B,$13.32,USA
Starbreeze,STAR-B.ST,$0.11 B,$0.16,Sweden
Pieris Pharmaceuticals,PIRS,$0.11 B,$1.50,USA
Societal CDMO,SCTL,$0.11 B,$1.32,USA
Allied Tecnologia,ALLD3.SA,$0.11 B,$1.20,Brazil
Fluent,FLNT,$0.11 B,$1.39,USA
Barnes & Noble Education,BNED,$0.11 B,$2.11,USA
Capricor Therapeutics,CAPR,$0.11 B,$4.38,USA
Infinities Tech (Jiu Zun Digital),1961.HK,$0.11 B,$0.20,China
Lee Enterprises,LEE,$0.11 B,$18.46,USA
Union Bankshares,UNB,$0.11 B,$24.50,USA
REE Automotive,REE,$0.10 B,$0.45,Israel
India Motor Parts and Accessories,IMPAL.NS,$0.10 B,$8.76,India
Lulu's Fashion Lounge,LVLU,$0.10 B,$2.80,USA
Phunware,PHUN,$0.10 B,$1.06,USA
Sylogist,SYZ.TO,$0.10 B,$4.55,Canada
Rekor Systems,REKR,$0.10 B,$2.00,USA
Carrols Restaurant Group,TAST,$0.10 B,$2.04,USA
American Resources Corp,AREC,$0.10 B,$1.58,USA
Nuvectis Pharma,NVCT,$0.10 B,$7.41,USA
Parken Sport (F.C. Copenhagen),PARKEN.CO,$0.10 B,$11.10,Denmark
Sangoma Technologies,SANG,$0.10 B,$4.90,Canada
Atossa Therapeutics,ATOS,$0.10 B,$0.85,USA
Pollux Properti Indonesia,POLL.JK,$0.10 B,$0.01000,Indonesia
Dave Inc.,DAVE,$0.10 B,$9.02,USA
High Tide,HITI,$0.10 B,$1.51,Canada
Lakeland Industries,LAKE,$0.10 B,$14.46,USA
India Nippon Electricals,INDNIPPON.NS,$0.10 B,$4.67,India
CI Games,CI7.F,$0.10 B,$0.54,Poland
Ateam,3662.T,$0.10 B,$5.67,Japan
Graham Corporation,GHM,$0.10 B,$9.90,USA
Lument Finance Trust,LFT,$0.10 B,$2.01,USA
Mangalam Cement,MANGLMCEM.NS,$0.10 B,$3.81,India
Wag! Group,PET,$0.10 B,$2.84,USA
Provident Financial Holdings,PROV,$0.10 B,$14.49,USA
Seanergy Maritime,SHIP,$0.10 B,$0.57,Greece
Kaixin Auto,KXIN,$0.10 B,$0.53,China
Titan Medical,TMDI,$0.10 B,$0.92,Canada
Spero Therapeutics,SPRO,$0.10 B,$2.00,USA
Grove Collaborative,GROV,$0.10 B,$0.56,USA
Sonida Senior Living,SNDA,$0.10 B,$15.44,USA
Mallinckrodt Pharmaceuticals,MNK,$0.10 B,$7.80,UK
CBAK Energy,CBAT,$0.10 B,$1.15,China
Park City Group,PCYG,$0.10 B,$5.56,USA
Ellington Residential Mortgage REIT,EARN,$0.10 B,$7.71,USA
Sono,SEV,$0.10 B,$1.09,Germany
Dare Bioscience,DARE,$0.10 B,$1.20,USA
Instil Bio,TIL,$0.10 B,$0.78,USA
AEye,LIDR,$0.10 B,$0.63,USA
Iris Energy,IREN,$0.10 B,$1.83,Australia
Advent Technologies,ADN,$99.81 M,$1.93,USA
Momentus,MNTS,$99.29 M,$1.18,USA
Alligator Energy,AGE.AX,$99.21 M,$0.03000,Australia
Harte Hanks,HHS,$99.15 M,$13.55,USA
Cytosorbents,CTSO,$99.05 M,$2.27,USA
Reading International,RDI,$98.92 M,$3.36,USA
Kokuyo Camlin,KOKUYOCMLN.NS,$98.75 M,$0.98,India
Farmer Brothers,FARM,$98.7 M,$5.05,USA
Sport Lisboa e Benfica,SLBEN.LS,$98.41 M,$4.28,Portugal
Embark Technology,EMBK,$97.9 M,$4.18,USA
Seelos Therapeutics,SEEL,$97.52 M,$0.91,USA
Kayak Inc,3904.T,$97.44 M,$6.17,Japan
Oncolytics Biotech,ONCY,$97.39 M,$1.65,Canada
Bit Digital,BTBT,$97.32 M,$1.18,USA
Mynaric,MYNA,$97.21 M,$4.30,Germany
Viomi Technology,VIOT,$97.04 M,$1.40,China
Smart Sand,SND,$96.89 M,$2.14,USA
Syros Pharmaceuticals,SYRS,$96.47 M,$4.77,USA
Nihon Falcom,3723.T,$96.45 M,$9.38,Japan
Flotek Industries,FTK,$96.1 M,$1.24,USA
Mainz Biomed,MYNZ,$95.94 M,$6.62,Germany
Himatsingka Seide,HIMATSEIDE.NS,$95.85 M,$0.97,India
Fortress Biotech,FBIO,$95.77 M,$0.88,USA
Scienjoy,SJ,$95.31 M,$2.41,China
PEDEVCO,PED,$95.22 M,$1.11,USA
NRx Pharmaceuticals,NRXP,$94.76 M,$1.40,USA
Hour Loop,HOUR,$94.61 M,$2.70,USA
Clearside Biomedical,CLSD,$94.49 M,$1.57,USA
Gala Incorporated,4777.T,$94.15 M,$3.76,Japan
Apex Frozen Foods,APEX.NS,$93.97 M,$3.00,India
PowerFleet,PWFL,$93.68 M,$2.59,USA
Avino Silver & Gold Mines,ASM,$93.23 M,$0.79,Canada
Flexsteel Industries,FLXS,$92.96 M,$17.63,USA
MacroWell OMG Digital Entertainment,3687.TWO,$92.82 M,$3.09,Taiwan
Thunderful Group,THUNDR.ST,$92.81 M,$1.32,Sweden
orion-group-holdings,ORN,$92.63 M,$2.89,USA
Lifeway Foods,LWAY,$92.53 M,$5.97,USA
Wrap Technologies,WRAP,$92.52 M,$2.25,USA
Don't Nod Entertainment,ALDNE.PA,$92.48 M,$10.97,France
Vince Holding,VNCE,$92.36 M,$7.49,USA
Stabilis Solutions,SLNG,$91.93 M,$5.00,USA
Co-Diagnostics,CODX,$91.82 M,$2.97,USA
Compugen,CGEN,$91.82 M,$1.06,Israel
Bloober Team,6BO.SG,$91.68 M,$4.20,Poland
Bliss GVS Pharma,BLISSGVS.NS,$91.46 M,$0.88,India
Akumin,AKU,$90.55 M,$1.01,Canada
"NN, Inc.",NNBR,$89.93 M,$2.05,USA
Apyx Medical,APYX,$89.6 M,$2.59,USA
Delta Apparel,DLA,$89.26 M,$12.75,USA
AirAsia,2630.TW,$88.92 M,$0.55,Malaysia
ATI Physical Therapy,ATIP,$88.51 M,$0.43,USA
Velan,VLN.TO,$88.34 M,$4.09,Canada
Modiv,MDV,$88.25 M,$11.79,USA
Lyra Therapeutics,LYRA,$88.16 M,$2.77,USA
Mesa Air,MESA,$88.03 M,$2.42,USA
CAVE Interactive,3760.T,$87.76 M,$14.40,Japan
Trilogy Metals,TMQ,$87.73 M,$0.60,Canada
NeoVolta,NEOV,$86.71 M,$2.64,USA
Viracta Therapeutics,VIRX,$86.32 M,$2.26,USA
Ayr Wellness,AYRWF,$86.04 M,$1.25,USA
Bird Global,BRDS,$85.37 M,$0.27,USA
Bragg Gaming Group,BRAG,$85.19 M,$4.04,Canada
ACRES Commercial Realty,ACR,$84.78 M,$9.68,USA
CROOZ,2138.T,$84.38 M,$7.59,Japan
Jay Bharat Maruti,JAYBARMARU.NS,$84.01 M,$1.94,India
Akatsuki Corp.,8737.T,$83.34 M,$2.45,Japan
BeyondSpring,BYSI,$83.3 M,$2.14,USA
3i Infotech,3IINFOLTD.NS,$83.21 M,$0.49,India
Senti Biosciences,SNTI,$82.88 M,$1.89,USA
Charlotte's Web,CWEB.TO,$82.66 M,$0.55,USA
GAN,GAN,$82.62 M,$1.94,UK
Elevate Uranium,EL8.AX,$82.54 M,$0.30,Australia
Quicklogic,QUIK,$82.21 M,$6.27,USA
Protalix BioTherapeutics,PLX,$82.07 M,$1.62,Israel
LMP Automotive Holdings,LMPX,$81.81 M,$7.50,USA
Ebixcash India,EBIXFOREX.NS,$81.5 M,$7.31,India
WeTrade Group,WETG,$80.24 M,$0.41,China
Armata Pharmaceuticals,ARMP,$79.51 M,$2.20,USA
Superior Resources,SPQ.AX,$79.42 M,$0.05000,Australia
KINS Technology Group,KINZ,$79.25 M,$10.11,USA
Gaia,GAIA,$79.06 M,$3.80,USA
Gulf Island Fabrication,GIFI,$78.97 M,$4.96,USA
Aterian,ATER,$78.3 M,$0.97,USA
Björn Borg,BORG.ST,$78.06 M,$3.10,Sweden
Nano Labs,NA,$78.04 M,$1.40,China
Laramide Resources,LAM.TO,$77.82 M,$0.37,Canada
Longeveron,LGVN,$77.76 M,$3.70,USA
Yuke's,4334.T,$77.76 M,$9.26,Japan
ATARI,ALATA.PA,$77.72 M,$0.20,France
Vista Gold,VGZ,$77.1 M,$0.65,USA
Orchard Therapeutics,ORTX,$77.07 M,$0.61,UK
Sunworks,SUNW,$77.06 M,$2.19,USA
