07-silvestri-revenue_2017,03-gren-revenue_2017_eu,01-DDD-revenue_2017_euro,01-DDD-absolute_growth_rate_pct,01-DDD-revenue_2020_euro
"452,091",452091,"452,091",331.77,doll_1.95 m
"2,510,930",2510930,"2,510,930",331.20,doll_10.83 m
"630,660",630660,"630,660",331.08,doll_2.72 m
"969,930",969930,"969,930",329.74,doll_4.17 m
"499,815",499815,"499,815",329.62,doll_2.13 m
"667,467",667467,"667,467",329.00,doll_2.84 m
"691,140",691140,"691,140",328.98,doll_2.96 m
"441,271",441271,"441,271",328.62,doll_1.89 m
"917,735",917735,"917,735",328.53,doll_3.93 m
"1,134,256",1134256,"1,134,256",327.77,doll_4.85 m
"1,702,165",1702165,"1,702,165",326.52,doll_7.26 m
"3,163,540",3163540,"3,163,540",326.09,doll_13.48 m
"948,813",948813,"948,813",325.82,doll_4.01 m
"20,298,288",20298288,"20,298,288",325.61,doll_93.44 m
"4,195,789",4195789,"4,195,789",325.42,doll_17.45 m
"2,286,000",2286000,"2,286,000",325.19,doll_9.72 m
"19,489,369",19489369,"19,489,369",324.99,doll_82.24 m
"8,933,769",8933769,"8,933,769",324.26,doll_34.68 m
"799,170",799170,"799,170",322.41,doll_3.38 m
"9,145,411",9145411,"9,145,411",322.06,doll_38.6 m
"5,394,020",5394020,"5,394,020",320.92,doll_22.7 m
"28,378,990",28378990,"28,378,990",319.89,doll_119.16 m
"1,084,812",1084812,"1,084,812",319.07,doll_4.55 m
"666,118",666118,"666,118",318.77,doll_2.79 m
"21,841,341",21841341,"21,841,341",318.30,doll_89.33 m
"2,708,258",2708258,"2,708,258",318.01,doll_11.32 m
"376,440",376440,"376,440",317.99,doll_1.57 m
"473,640",473640,"473,640",317.84,doll_1.98 m
"2,606,296",2606296,"2,606,296",317.63,doll_10.81 m
"5,688,822",5688822,"5,688,822",316.08,doll_23.5 m
"2,013,403",2013403,"2,013,403",315.16,doll_8.36 m
"1,137,450",1137450,"1,137,450",314.56,doll_4.72 m
"1,280,989",1280989,"1,280,989",313.98,doll_5.3 m
"451,196",451196,"451,196",312.82,doll_1.86 m
"815,449",815449,"815,449",309.97,doll_3.27 m
"6,450,759",6450759,"6,450,759",309.05,doll_26.39 m
"1,064,498",1064498,"1,064,498",308.66,doll_4.32 m
"868,552",868552,"868,552",308.41,doll_3.33 m
"5,381,108",5381108,"5,381,108",308.37,doll_21.97 m
"1,201,900",1201900,"1,201,900",307.62,doll_4.9 m
"1,016,480",1016480,"1,016,480",306.70,doll_4.13 m
"1,177,860",1177860,"1,177,860",306.29,doll_4.79 m
"657,377",657377,"657,377",306.22,doll_2.44 m
"3,450,000",3450000,"3,450,000",305.80,doll_14.0 m
"102,139,979",102139979,"102,139,979",305.66,doll_411.39 m
"1,685,348",1685348,"1,685,348",304.87,doll_6.77 m
"3,119,000",3119000,"3,119,000",304.26,doll_12.61 m
"1,865,319",1865319,"1,865,319",303.81,doll_7.53 m
"524,552",524552,"524,552",303.44,doll_1.82 m
"1,081,844",1081844,"1,081,844",303.38,doll_4.36 m
"572,798",572798,"572,798",302.65,doll_2.24 m
"2,357,096",2357096,"2,357,096",302.41,doll_9.49 m
"679,247",679247,"679,247",301.53,doll_2.73 m
"871,779",871779,"871,779",301.43,doll_3.5 m
"762,200",762200,"762,200",301.40,doll_3.06 m
"700,823",700823,"700,823",300.97,doll_2.81 m
"1,518,678",1518678,"1,518,678",297.51,doll_5.99 m
"1,184,000",1184000,"1,184,000",297.47,doll_4.71 m
"3,118,698",3118698,"3,118,698",297.46,doll_12.12 m
"1,267,224",1267224,"1,267,224",297.29,doll_5.03 m
"574,323",574323,"574,323",297.08,doll_2.28 m
"29,718,000",29718000,"29,718,000",297.06,doll_118.0 m
"571,513",571513,"571,513",296.93,doll_2.25 m
"855,283",855283,"855,283",296.71,doll_3.37 m
"732,924",732924,"732,924",295.97,doll_2.9 m
"663,100",663100,"663,100",295.97,doll_2.63 m
"1,334,213",1334213,"1,334,213",293.41,doll_5.25 m
"2,492,730",2492730,"2,492,730",291.25,doll_9.75 m
"842,600",842600,"842,600",290.92,doll_3.29 m
"2,189,720",2189720,"2,189,720",290.88,doll_8.56 m
"621,500",621500,"621,500",288.59,doll_2.42 m
"21,052,232",21052232,"21,052,232",288.44,doll_81.78 m
"488,940",488940,"488,940",288.19,doll_1.9 m
"8,605,113",8605113,"8,605,113",287.56,doll_32.1 m
"721,090",721090,"721,090",287.38,doll_2.79 m
"3,847,000",3847000,"3,847,000",287.21,doll_14.9 m
"3,465,675",3465675,"3,465,675",286.81,doll_13.31 m
"531,960",531960,"531,960",285.39,doll_2.05 m
"3,386,414",3386414,"3,386,414",284.74,doll_13.03 m
"30,862,156",30862156,"30,862,156",284.49,doll_117.82 m
"2,159,010",2159010,"2,159,010",284.10,doll_8.23 m
"1,190,000",1190000,"1,190,000",284.03,doll_4.57 m
"5,923,571",5923571,"5,923,571",283.29,doll_22.7 m
"5,422,583",5422583,"5,422,583",283.21,doll_20.78 m
"2,593,649",2593649,"2,593,649",283.01,doll_9.93 m
"1,293,181",1293181,"1,293,181",282.71,doll_4.53 m
"628,388",628388,"628,388",282.63,doll_2.4 m
"3,848,262",3848262,"3,848,262",281.74,doll_14.69 m
"2,295,632",2295632,"2,295,632",281.19,doll_8.75 m
"2,202,906",2202906,"2,202,906",280.58,doll_8.38 m
"5,924,389",5924389,"5,924,389",280.36,doll_22.37 m
"416,960",416960,"416,960",279.04,doll_1.58 m
"9,838,779",9838779,"9,838,779",278.58,doll_37.25 m
"4,985,758",4985758,"4,985,758",275.94,doll_18.74 m
"499,484",499484,"499,484",275.83,doll_1.86 m
"8,392,541",8392541,"8,392,541",274.90,doll_31.46 m
"10,982,110",10982110,"10,982,110",274.52,doll_41.13 m
"2,229,273",2229273,"2,229,273",274.15,doll_8.34 m
"19,088,830",19088830,"19,088,830",273.47,doll_71.29 m
"1,174,770",1174770,"1,174,770",273.12,doll_4.38 m
"1,061,642",1061642,"1,061,642",273.03,doll_3.96 m
"5,428,300",5428300,"5,428,300",272.54,doll_20.22 m
"824,450",824450,"824,450",272.18,doll_3.07 m
"5,772,716",5772716,"5,772,716",272.13,doll_20.68 m
"1,771,758",1771758,"1,771,758",271.97,doll_6.59 m
"6,955,394",6955394,"6,955,394",271.81,doll_25.86 m
"1,627,160",1627160,"1,627,160",271.64,doll_6.54 m
"599,612",599612,"599,612",270.79,doll_2.22 m
"749,940",749940,"749,940",270.68,doll_2.78 m
"2,716,240",2716240,"2,716,240",270.39,doll_10.06 m
"1,310,532",1310532,"1,310,532",268.98,doll_4.42 m
"410,775",410775,"410,775",268.92,doll_1.52 m
"2,191,733",2191733,"2,191,733",268.20,doll_8.07 m
"910,392",910392,"910,392",268.16,doll_3.35 m
"691,110",691110,"691,110",268.08,doll_2.54 m
"3,336,600",3336600,"3,336,600",268.05,doll_12.28 m
"3,743,740",3743740,"3,743,740",267.75,doll_13.77 m
"5,233,937",5233937,"5,233,937",267.32,doll_17.59 m
"1,304,073",1304073,"1,304,073",266.84,doll_4.78 m
"5,474,802",5474802,"5,474,802",265.81,doll_19.65 m
"1,375,943",1375943,"1,375,943",264.32,doll_5.01 m
"54,990,779",54990779,"54,990,779",263.37,doll_199.82 m
"1,158,042",1158042,"1,158,042",263.34,doll_4.21 m
"558,480",558480,"558,480",262.60,doll_2.03 m
"1,156,596",1156596,"1,156,596",261.42,doll_4.18 m
"419,430",419430,"419,430",260.90,doll_1.51 m
"1,276,483",1276483,"1,276,483",260.22,doll_4.6 m
"674,560",674560,"674,560",260.17,doll_2.43 m
"1,272,558",1272558,"1,272,558",259.83,doll_4.58 m
"4,656,191",4656191,"4,656,191",259.66,doll_16.75 m
"2,257,390",2257390,"2,257,390",259.32,doll_8.11 m
"6,549,376",6549376,"6,549,376",259.15,doll_21.52 m
"15,711,602",15711602,"15,711,602",258.92,doll_55.14 m
"5,642,145",5642145,"5,642,145",258.88,doll_20.25 m
"1,650,756",1650756,"1,650,756",258.30,doll_5.91 m
"910,070",910070,"910,070",258.05,doll_3.06 m
"3,904,618",3904618,"3,904,618",257.60,doll_13.86 m
"622,989",622989,"622,989",257.42,doll_2.23 m
"580,537",580537,"580,537",257.35,doll_2.07 m
"1,018,843",1018843,"1,018,843",257.32,doll_3.64 m
"5,573,000",5573000,"5,573,000",256.90,doll_19.89 m
"1,127,170",1127170,"1,127,170",255.81,doll_4.01 m
"433,540",433540,"433,540",255.07,doll_1.54 m
"3,266,703",3266703,"3,266,703",254.93,doll_11.59 m
"644,440",644440,"644,440",254.41,doll_2.28 m
"1,778,274",1778274,"1,778,274",254.20,doll_6.3 m
"3,498,275",3498275,"3,498,275",254.09,doll_12.3 m
"7,477,852",7477852,"7,477,852",253.87,doll_26.27 m
"6,242,232",6242232,"6,242,232",253.68,doll_22.08 m
"1,646,307",1646307,"1,646,307",253.68,doll_5.82 m
"12,259,540",12259540,"12,259,540",253.65,doll_43.36 m
"1,031,733",1031733,"1,031,733",253.55,doll_3.65 m
"681,652",681652,"681,652",253.35,doll_2.41 m
"1,055,100",1055100,"1,055,100",253.11,doll_3.73 m
"3,350,270",3350270,"3,350,270",251.91,doll_11.79 m
"32,428,296",32428296,"32,428,296",251.66,doll_114.04 m
"1,084,616",1084616,"1,084,616",251.57,doll_3.79 m
"1,482,100",1482100,"1,482,100",251.56,doll_5.21 m
"5,031,697",5031697,"5,031,697",251.48,doll_17.56 m
"2,178,629",2178629,"2,178,629",250.06,doll_7.57 m
"2,363,526",2363526,"2,363,526",249.64,doll_8.2 m
"1,809,858",1809858,"1,809,858",249.58,doll_6.33 m
"9,100,083",9100083,"9,100,083",248.98,doll_31.76 m
"547,084",547084,"547,084",248.88,doll_1.91 m
"1,568,506",1568506,"1,568,506",248.43,doll_5.47 m
"910,973",910973,"910,973",247.28,doll_2.72 m
"2,195,780",2195780,"2,195,780",247.20,doll_7.62 m
"5,325,214",5325214,"5,325,214",247.05,doll_18.48 m
"1,954,609",1954609,"1,954,609",246.88,doll_6.73 m
"658,317",658317,"658,317",246.63,doll_2.28 m
"1,079,340",1079340,"1,079,340",245.48,doll_3.73 m
"6,137,755",6137755,"6,137,755",245.45,doll_20.41 m
"541,582",541582,"541,582",245.44,doll_1.87 m
"2,608,093",2608093,"2,608,093",244.64,doll_8.99 m
"452,557",452557,"452,557",243.94,doll_1.56 m
"5,283,415",5283415,"5,283,415",243.36,doll_18.14 m
"776,268",776268,"776,268",243.07,doll_2.66 m
"25,858,983",25858983,"25,858,983",242.59,doll_88.59 m
"12,106,480",12106480,"12,106,480",242.58,doll_41.47 m
"1,808,710",1808710,"1,808,710",242.17,doll_6.19 m
"1,030,000",1030000,"1,030,000",241.26,doll_3.52 m
"15,241,075",15241075,"15,241,075",241.26,doll_51.64 m
"1,451,770",1451770,"1,451,770",241.12,doll_4.95 m
"13,309,441",13309441,"13,309,441",240.39,doll_42.51 m
"22,730,529",22730529,"22,730,529",240.33,doll_77.36 m
"3,842,670",3842670,"3,842,670",240.06,doll_13.07 m
"7,381,686",7381686,"7,381,686",239.23,doll_25.04 m
"687,958",687958,"687,958",239.19,doll_2.33 m
"9,987,236",9987236,"9,987,236",238.38,doll_29.1 m
"943,718",943718,"943,718",237.95,doll_3.19 m
"973,460",973460,"973,460",237.58,doll_3.29 m
"2,543,343",2543343,"2,543,343",237.43,doll_8.52 m
"616,520",616520,"616,520",236.58,doll_2.08 m
"10,247,832",10247832,"10,247,832",236.55,doll_34.49 m
"3,044,054",3044054,"3,044,054",236.46,doll_10.24 m
"947,000",947000,"947,000",235.69,doll_3.18 m
"1,351,164",1351164,"1,351,164",235.05,doll_4.53 m
"2,410,212",2410212,"2,410,212",234.97,doll_8.07 m
"700,960",700960,"700,960",234.87,doll_2.35 m
"3,811,838",3811838,"3,811,838",234.84,doll_12.76 m
"881,275",881275,"881,275",234.74,doll_2.95 m
"1,385,662",1385662,"1,385,662",234.07,doll_4.53 m
"4,476,517",4476517,"4,476,517",234.00,doll_14.85 m
"17,203,160",17203160,"17,203,160",233.96,doll_57.45 m
"2,618,069",2618069,"2,618,069",233.95,doll_8.74 m
"2,002,982",2002982,"2,002,982",233.87,doll_6.69 m
"10,518,963",10518963,"10,518,963",233.75,doll_35.11 m
"793,957",793957,"793,957",233.68,doll_2.65 m
"1,058,063",1058063,"1,058,063",233.32,doll_3.23 m
"1,862,272",1862272,"1,862,272",233.23,doll_6.21 m
"4,461,170",4461170,"4,461,170",233.18,doll_14.86 m
"772,943",772943,"772,943",232.57,doll_2.55 m
"1,414,501",1414501,"1,414,501",231.75,doll_4.69 m
"660,767",660767,"660,767",231.73,doll_2.18 m
"4,180,523",4180523,"4,180,523",231.45,doll_13.86 m
"1,926,967",1926967,"1,926,967",231.36,doll_6.39 m
"1,271,353",1271353,"1,271,353",231.14,doll_4.21 m
"4,587,687",4587687,"4,587,687",231.05,doll_15.08 m
"7,265,350",7265350,"7,265,350",231.00,doll_24.05 m
"8,110,160",8110160,"8,110,160",230.75,doll_26.82 m
"1,020,690",1020690,"1,020,690",230.22,doll_3.37 m
"1,163,241",1163241,"1,163,241",230.16,doll_3.51 m
"810,750",810750,"810,750",230.03,doll_2.68 m
"694,501",694501,"694,501",229.61,doll_2.27 m
"1,001,740",1001740,"1,001,740",229.36,doll_3.3 m
"9,915,609",9915609,"9,915,609",229.03,doll_32.39 m
"1,226,000",1226000,"1,226,000",228.55,doll_4.03 m
"17,515,305",17515305,"17,515,305",228.30,doll_57.09 m
"1,222,870",1222870,"1,222,870",228.26,doll_4.01 m
"1,825,769",1825769,"1,825,769",227.87,doll_5.99 m
"5,602,279",5602279,"5,602,279",226.81,doll_18.18 m
"2,384,156",2384156,"2,384,156",226.39,doll_7.78 m
"1,794,120",1794120,"1,794,120",226.35,doll_5.86 m
"8,075,796",8075796,"8,075,796",226.05,doll_26.14 m
"3,128,700",3128700,"3,128,700",225.69,doll_10.19 m
"5,244,000",5244000,"5,244,000",225.10,doll_17.05 m
"906,341",906341,"906,341",225.06,doll_2.95 m
"63,207,258",63207258,"63,207,258",224.82,doll_205.31 m
"10,300,000",10300000,"10,300,000",224.27,doll_33.4 m
"48,580,102",48580102,"48,580,102",223.91,doll_156.23 m
"556,159",556159,"556,159",223.16,doll_1.8 m
"1,300,000",1300000,"1,300,000",223.08,doll_4.2 m
"834,708",834708,"834,708",222.96,doll_2.6 m
"1,602,458",1602458,"1,602,458",222.78,doll_5.17 m
"622,800",622800,"622,800",222.59,doll_2.01 m
"6,882,489",6882489,"6,882,489",222.24,doll_22.02 m
"17,727,950",17727950,"17,727,950",221.85,doll_57.06 m
"2,250,946",2250946,"2,250,946",221.77,doll_7.19 m
"4,020,469",4020469,"4,020,469",221.73,doll_12.93 m
"1,703,819",1703819,"1,703,819",221.69,doll_5.48 m
"10,393,680",10393680,"10,393,680",221.08,doll_33.37 m
"1,172,617",1172617,"1,172,617",220.83,doll_3.76 m
"1,206,770",1206770,"1,206,770",220.60,doll_3.87 m
"5,322,238",5322238,"5,322,238",220.27,doll_16.92 m
"719,638",719638,"719,638",219.98,doll_2.3 m
"1,094,666",1094666,"1,094,666",219.37,doll_3.5 m
"2,171,492",2171492,"2,171,492",219.33,doll_6.93 m
"1,111,687",1111687,"1,111,687",218.82,doll_3.54 m
"805,029",805029,"805,029",218.78,doll_2.55 m
"12,127,395",12127395,"12,127,395",218.69,doll_38.37 m
"9,762,332",9762332,"9,762,332",218.67,doll_30.89 m
"879,670",879670,"879,670",218.66,doll_2.8 m
"1,674,690",1674690,"1,674,690",217.27,doll_5.31 m
"1,344,240",1344240,"1,344,240",217.21,doll_4.26 m
"516,164",516164,"516,164",217.08,doll_1.64 m
"12,867,410",12867410,"12,867,410",216.91,doll_40.78 m
"3,363,800",3363800,"3,363,800",216.15,doll_9.73 m
"10,181,000",10181000,"10,181,000",216.03,doll_32.17 m
"809,450",809450,"809,450",215.54,doll_2.55 m
"3,033,150",3033150,"3,033,150",215.48,doll_9.57 m
"16,075,963",16075963,"16,075,963",215.40,doll_49.58 m
"573,070",573070,"573,070",215.35,doll_1.81 m
"1,484,883",1484883,"1,484,883",215.26,doll_4.39 m
"676,000",676000,"676,000",215.24,doll_2.13 m
"15,610,826",15610826,"15,610,826",215.10,doll_49.19 m
"8,271,702",8271702,"8,271,702",214.45,doll_26.01 m
"6,615,000",6615000,"6,615,000",213.62,doll_20.75 m
"859,960",859960,"859,960",213.53,doll_2.7 m
"666,210",666210,"666,210",213.26,doll_2.09 m
"5,229,000",5229000,"5,229,000",213.00,doll_16.37 m
"2,031,522",2031522,"2,031,522",212.89,doll_6.36 m
"3,342,120",3342120,"3,342,120",212.86,doll_10.46 m
"5,105,700",5105700,"5,105,700",212.60,doll_15.85 m
"3,264,000",3264000,"3,264,000",212.59,doll_10.2 m
"2,601,485",2601485,"2,601,485",212.23,doll_8.12 m
"1,171,373",1171373,"1,171,373",212.06,doll_3.66 m
"18,649,681",18649681,"18,649,681",211.97,doll_57.77 m
"2,531,055",2531055,"2,531,055",211.33,doll_7.88 m
"633,990",633990,"633,990",210.73,doll_1.97 m
"1,009,846",1009846,"1,009,846",210.64,doll_3.14 m
"1,815,835",1815835,"1,815,835",209.88,doll_5.63 m
"2,177,950",2177950,"2,177,950",209.36,doll_6.74 m
"2,124,990",2124990,"2,124,990",209.01,doll_6.57 m
"4,693,330",4693330,"4,693,330",208.73,doll_13.26 m
"1,290,312",1290312,"1,290,312",208.55,doll_3.98 m
"1,087,520",1087520,"1,087,520",208.24,doll_3.35 m
"2,498,792",2498792,"2,498,792",208.20,doll_7.7 m
"3,080,610",3080610,"3,080,610",207.77,doll_9.48 m
"1,759,490",1759490,"1,759,490",207.54,doll_5.41 m
"667,837",667837,"667,837",206.87,doll_2.05 m
"1,072,117",1072117,"1,072,117",206.86,doll_3.29 m
"23,141,358",23141358,"23,141,358",206.37,doll_70.39 m
"3,730,405",3730405,"3,730,405",206.10,doll_10.45 m
"1,031,988",1031988,"1,031,988",205.70,doll_3.15 m
"2,850,000",2850000,"2,850,000",205.51,doll_8.71 m
"720,650",720650,"720,650",205.44,doll_2.2 m
"4,832,212",4832212,"4,832,212",204.74,doll_14.73 m
"1,263,420",1263420,"1,263,420",203.53,doll_3.83 m
"1,944,720",1944720,"1,944,720",202.87,doll_5.89 m
"1,585,727",1585727,"1,585,727",202.35,doll_4.79 m
"2,737,704",2737704,"2,737,704",202.23,doll_8.27 m
"868,406",868406,"868,406",201.99,doll_2.62 m
"989,785",989785,"989,785",201.67,doll_2.57 m
"1,173,908",1173908,"1,173,908",201.37,doll_3.54 m
"590,642",590642,"590,642",201.07,doll_1.78 m
"5,561,585",5561585,"5,561,585",200.64,doll_16.6 m
"8,022,358",8022358,"8,022,358",200.58,doll_24.11 m
"1,140,000",1140000,"1,140,000",200.43,doll_3.42 m
"2,119,022",2119022,"2,119,022",200.06,doll_6.36 m
"1,078,808",1078808,"1,078,808",199.77,doll_3.23 m
"777,849",777849,"777,849",199.75,doll_2.33 m
"3,973,460",3973460,"3,973,460",199.43,doll_11.9 m
"2,065,220",2065220,"2,065,220",199.36,doll_6.18 m
"1,105,569",1105569,"1,105,569",199.23,doll_3.31 m
"24,429,686",24429686,"24,429,686",198.91,doll_72.5 m
"8,527,777",8527777,"8,527,777",198.41,doll_25.45 m
"15,292,051",15292051,"15,292,051",198.30,doll_45.62 m
"2,370,645",2370645,"2,370,645",198.07,doll_7.07 m
"753,352",753352,"753,352",198.06,doll_2.25 m
"3,880,663",3880663,"3,880,663",197.11,doll_11.53 m
"808,700",808700,"808,700",196.84,doll_2.4 m
"3,450,305",3450305,"3,450,305",195.91,doll_9.98 m
"11,484,801",11484801,"11,484,801",195.21,doll_33.9 m
"787,160",787160,"787,160",194.81,doll_2.32 m
"5,137,900",5137900,"5,137,900",194.68,doll_15.14 m
"1,897,650",1897650,"1,897,650",194.60,doll_5.59 m
"1,126,971",1126971,"1,126,971",194.37,doll_3.11 m
"4,245,861",4245861,"4,245,861",193.76,doll_12.47 m
"1,461,226",1461226,"1,461,226",193.45,doll_4.29 m
"1,326,082",1326082,"1,326,082",193.40,doll_3.89 m
"722,795",722795,"722,795",192.95,doll_2.12 m
"1,818,032",1818032,"1,818,032",192.85,doll_5.32 m
"964,998",964998,"964,998",192.84,doll_2.83 m
"7,709,375",7709375,"7,709,375",192.62,doll_22.56 m
"7,000,063",7000063,"7,000,063",192.57,doll_20.48 m
"650,000",650000,"650,000",192.31,doll_1.9 m
"828,820",828820,"828,820",190.97,doll_2.41 m
"1,181,642",1181642,"1,181,642",190.48,doll_3.41 m
"14,649,568",14649568,"14,649,568",190.28,doll_42.53 m
"1,395,607",1395607,"1,395,607",190.17,doll_4.05 m
"3,868,483",3868483,"3,868,483",190.02,doll_10.26 m
"48,449,141",48449141,"48,449,141",189.88,doll_140.44 m
"6,246,592",6246592,"6,246,592",189.78,doll_18.1 m
"14,500,000",14500000,"14,500,000",189.70,doll_42.01 m
"723,064",723064,"723,064",188.94,doll_2.09 m
"12,554,325",12554325,"12,554,325",188.54,doll_36.22 m
"3,226,280",3226280,"3,226,280",188.49,doll_9.31 m
"575,120",575120,"575,120",188.42,doll_1.66 m
"37,992,902",37992902,"37,992,902",188.32,doll_108.76 m
"698,300",698300,"698,300",188.19,doll_2.01 m
"6,564,162",6564162,"6,564,162",187.81,doll_18.76 m
"2,818,652",2818652,"2,818,652",187.45,doll_8.1 m
"19,351,090",19351090,"19,351,090",187.14,doll_55.56 m
"685,567",685567,"685,567",186.89,doll_1.95 m
"1,060,000",1060000,"1,060,000",186.79,doll_3.04 m
"2,329,522",2329522,"2,329,522",186.71,doll_6.63 m
"527,910",527910,"527,910",186.54,doll_1.51 m
"36,995,102",36995102,"36,995,102",186.27,doll_105.15 m
"2,322,241",2322241,"2,322,241",185.36,doll_6.63 m
"3,686,000",3686000,"3,686,000",185.24,doll_10.51 m
"659,402",659402,"659,402",184.26,doll_1.87 m
"2,462,478",2462478,"2,462,478",184.14,doll_7.0 m
"1,424,633",1424633,"1,424,633",183.54,doll_4.04 m
"5,915,499",5915499,"5,915,499",183.23,doll_16.75 m
"3,977,562",3977562,"3,977,562",183.17,doll_11.26 m
"1,592,170",1592170,"1,592,170",182.86,doll_4.5 m
"1,022,714",1022714,"1,022,714",182.41,doll_2.89 m
"647,020",647020,"647,020",182.41,doll_1.81 m
"2,281,929",2281929,"2,281,929",182.39,doll_6.44 m
"6,381,674",6381674,"6,381,674",182.36,doll_17.89 m
"581,520",581520,"581,520",182.02,doll_1.64 m
"1,799,189",1799189,"1,799,189",181.97,doll_5.04 m
"28,668,484",28668484,"28,668,484",181.29,doll_80.07 m
"1,944,000",1944000,"1,944,000",181.27,doll_5.47 m
"1,207,009",1207009,"1,207,009",180.95,doll_3.39 m
"29,564,866",29564866,"29,564,866",180.89,doll_83.04 m
"1,586,246",1586246,"1,586,246",180.88,doll_4.08 m
"867,960",867960,"867,960",180.66,doll_2.44 m
"4,608,343",4608343,"4,608,343",180.55,doll_11.83 m
"2,269,510",2269510,"2,269,510",180.41,doll_6.36 m
"1,778,890",1778890,"1,778,890",180.39,doll_4.99 m
"3,137,630",3137630,"3,137,630",180.22,doll_8.79 m
"554,004",554004,"554,004",179.79,doll_1.51 m
"1,386,701",1386701,"1,386,701",179.35,doll_3.87 m
"4,040,060",4040060,"4,040,060",179.23,doll_11.28 m
"2,809,036",2809036,"2,809,036",179.21,doll_7.84 m
"1,610,149",1610149,"1,610,149",178.97,doll_4.49 m
"1,083,821",1083821,"1,083,821",178.52,doll_3.02 m
"1,241,760",1241760,"1,241,760",178.13,doll_3.45 m
"5,547,537",5547537,"5,547,537",178.05,doll_15.08 m
"1,006,280",1006280,"1,006,280",177.33,doll_2.79 m
"10,925,375",10925375,"10,925,375",177.06,doll_30.27 m
"11,207,566",11207566,"11,207,566",176.94,doll_31.04 m
"838,200",838200,"838,200",176.53,doll_2.32 m
"3,372,820",3372820,"3,372,820",176.29,doll_9.32 m
"12,479,120",12479120,"12,479,120",175.75,doll_34.41 m
"574,487",574487,"574,487",175.70,doll_1.58 m
"1,028,730",1028730,"1,028,730",175.61,doll_2.84 m
"8,362,568",8362568,"8,362,568",175.59,doll_22.42 m
"5,908,517",5908517,"5,908,517",175.27,doll_16.26 m
"1,438,184",1438184,"1,438,184",175.07,doll_3.96 m
"800,000",800000,"800,000",175.00,doll_2.2 m
"4,788,000",4788000,"4,788,000",174.98,doll_13.17 m
"2,003,540",2003540,"2,003,540",174.64,doll_5.5 m
"944,107",944107,"944,107",174.60,doll_2.23 m
"783,460",783460,"783,460",174.56,doll_2.15 m
"31,477,723",31477723,"31,477,723",174.26,doll_83.98 m
"3,517,519",3517519,"3,517,519",174.00,doll_9.64 m
"12,074,454",12074454,"12,074,454",173.97,doll_33.08 m
"6,024,830",6024830,"6,024,830",173.95,doll_16.5 m
"1,488,875",1488875,"1,488,875",173.47,doll_4.07 m
"2,550,263",2550263,"2,550,263",173.33,doll_6.97 m
"9,283,620",9283620,"9,283,620",173.12,doll_25.36 m
"1,699,234",1699234,"1,699,234",172.99,doll_4.54 m
"579,436",579436,"579,436",172.45,doll_1.58 m
"1,010,498",1010498,"1,010,498",172.17,doll_2.73 m
"3,811,605",3811605,"3,811,605",172.09,doll_10.37 m
"1,632,988",1632988,"1,632,988",172.02,doll_4.06 m
"25,003,047",25003047,"25,003,047",172.00,doll_68.01 m
"2,210,651",2210651,"2,210,651",171.87,doll_6.01 m
"823,381",823381,"823,381",171.71,doll_2.24 m
"2,287,420",2287420,"2,287,420",171.14,doll_6.2 m
"1,314,806",1314806,"1,314,806",170.86,doll_3.56 m
"870,070",870070,"870,070",170.85,doll_2.36 m
"1,178,653",1178653,"1,178,653",170.83,doll_3.19 m
"5,376,347",5376347,"5,376,347",170.63,doll_14.55 m
"34,291,000",34291000,"34,291,000",170.62,doll_92.8 m
"1,838,120",1838120,"1,838,120",170.53,doll_4.97 m
"6,170,577",6170577,"6,170,577",170.52,doll_16.69 m
"1,238,210",1238210,"1,238,210",170.39,doll_3.35 m
"1,490,280",1490280,"1,490,280",169.82,doll_4.02 m
"29,247,774",29247774,"29,247,774",169.30,doll_78.77 m
"2,006,100",2006100,"2,006,100",168.86,doll_5.39 m
"1,932,580",1932580,"1,932,580",168.79,doll_5.19 m
"7,576,080",7576080,"7,576,080",168.70,doll_18.62 m
"13,997,000",13997000,"13,997,000",168.68,doll_37.61 m
"3,620,585",3620585,"3,620,585",168.54,doll_9.51 m
"2,009,719",2009719,"2,009,719",168.48,doll_4.65 m
"7,606,472",7606472,"7,606,472",168.03,doll_20.39 m
"655,366",655366,"655,366",168.01,doll_1.76 m
"5,268,390",5268390,"5,268,390",167.88,doll_14.11 m
"888,395",888395,"888,395",167.73,doll_2.38 m
"794,770",794770,"794,770",167.60,doll_2.13 m
"702,609",702609,"702,609",167.55,doll_1.88 m
"5,023,015",5023015,"5,023,015",167.54,doll_13.44 m
"703,190",703190,"703,190",167.28,doll_1.88 m
"8,552,857",8552857,"8,552,857",167.07,doll_22.84 m
"2,500,644",2500644,"2,500,644",166.79,doll_6.67 m
"5,851,000",5851000,"5,851,000",166.67,doll_15.6 m
"986,286",986286,"986,286",166.56,doll_2.63 m
"1,741,112",1741112,"1,741,112",166.38,doll_4.64 m
"676,431",676431,"676,431",166.18,doll_1.8 m
"1,467,195",1467195,"1,467,195",166.16,doll_3.91 m
"3,477,788",3477788,"3,477,788",166.08,doll_9.25 m
"10,944,325",10944325,"10,944,325",165.71,doll_29.08 m
"4,794,822",4794822,"4,794,822",165.43,doll_12.73 m
"14,683,064",14683064,"14,683,064",165.35,doll_38.96 m
"6,801,966",6801966,"6,801,966",165.29,doll_18.04 m
