,id,name,official_name,headquarters_country,headquarters_continent,founded,employees,ceo,market_cap,categories,gbp
194,c8f0c46f69f64a6dbea4ec528c78450a,Lam Research Corporation,,Fremont,CA,1980,"16,300",Mr. Timothy M. Archer,$77.60 Billion,"['UnitedStates', 'Technology', 'SemiconductorEquipment&Materials', 'UnitedStatesTechnology', 'UnitedStatesSemiconductorEquipment&Materials']",
195,50b191f62e21414a8666c497a343684e,The Southern Company,,Atlanta,GA,1945,"27,027",Mr. Thomas A. Fanning,$78.38 Billion,"['UnitedStates', 'Utilities', 'Utilities—RegulatedElectric', 'UnitedStatesUtilities', 'UnitedStatesUtilities—RegulatedElectric']",
196,d0d3a90fed2e48b3a8d2fd9b01561355,China Petroleum & Chemical Corporation,,,,,,,CN¥498.77 Billion,"['China', 'Energy', 'Oil&GasIntegrated', 'ChinaEnergy', 'ChinaOil&GasIntegrated']",$78.39 Billion
197,cfe26413a8d2494c9c39317f72b72f0a,China Yangtze Power Co. Ltd,,Beijing,China,,"3,985",,CN¥498.96 Billion,"['China', 'Utilities', 'Utilities—IndependentPowerProducers', 'ChinaUtilities', 'ChinaUtilities—IndependentPowerProducers']",$78.42 Billion
198,7759472f0b8d406f98a349daeb4e2579,Kering Sa,,Paris,France,,"42,811",Mr. FranÃ§ois-Henri  Pinault,€71.19 Billion,"['France', 'ConsumerDiscretionary', 'LuxuryGoods', 'FranceConsumerDiscretionary', 'FranceLuxuryGoods']",$78.66 Billion
199,139ee4376acc4975b31f8ca684830018,Bank Of Montreal,,Montreal,QC,Montreal Bank 23 June 1817,"43,863",Mr. William Darryl White,C$99.16 Billion,"['Canada', 'Financials', 'Banks', 'CanadaFinancials', 'CanadaBanks']",$79.22 Billion
200,7d2d991fdf704805bfe33a0e1e5846f4,General Motors Company,,Detroit,MI,"September 16, 1908","157,000",Ms. Mary T. Barra,$62.69 Billion,"['UnitedStates', 'ConsumerDiscretionary', 'AutoManufacturers', 'UnitedStatesConsumerDiscretionary', 'UnitedStatesAutoManufacturers']",
201,d33c03fb54454a6fa6103bccd380c102,"Metlife, Inc.",,NewYork,NY,"March 24, 1868","49,000",Mr. Michel Abbas Khalaf,$62.69 Billion,"['UnitedStates', 'Financials', 'Insurance—Life', 'UnitedStatesFinancials', 'UnitedStatesInsurance—Life']",
202,476f5379d49a45aeb6f80fb0e5f9710a,Dassault Systèmes Se,,Velizy-Villacoublay,France,,"20,496",Mr. Bernard S. Charles,€56.79 Billion,"['France', 'Technology', 'Software—Application', 'FranceTechnology', 'FranceSoftware—Application']",$62.75 Billion
203,217abdcfc3f0449b8524b05979e38e53,Pacificorp,,Portland,OR,,"4,800",Mr. William J. Fehrman,$62.87 Billion,"['UnitedStates', 'Utilities', 'Utilities—Diversified', 'UnitedStatesUtilities', 'UnitedStatesUtilities—Diversified']",
204,9b93bf599f114134a0a99ce942c9b723,Boston Scientific Corporation,,,,,,,$63.08 Billion,"['UnitedStates', 'Healthcare', 'MedicalDevices', 'UnitedStatesHealthcare', 'UnitedStatesMedicalDevices']",
205,142fb196a44941208651798ffa46109b,Fedex Corporation,,Memphis,TN,"May 5, 1971","384,000",Mr. Frederick W. Smith,$63.25 Billion,"['UnitedStates', 'Industrials', 'IntegratedFreight&Logistics', 'UnitedStatesIndustrials', 'UnitedStatesIntegratedFreight&Logistics']",
206,a0b2a409e4744258abf536fd0c47c5c4,Shin-etsu Chemical Co Ltd,,Tokyo,Japan,,"24,629",,¥7.770 Trillion,"['Japan', 'BasicMaterials', 'Chemicals', 'JapanBasicMaterials', 'JapanChemicals']",$63.43 Billion
207,506ee7010c3a48129a91039675cbb942,Ap Moller - Maersk A-s,,Copenhagen,Denmark,,"95,000",Mr. Soren  Skou,kr.433.49 Billion,"['Denmark', 'Industrials', 'MarineShipping', 'DenmarkIndustrials', 'DenmarkMarineShipping']",$64.40 Billion
208,eaee7a69da5742a0a2907d4aa0a9dfca,"Sk Hynix, Inc.",,,,,,,₩76.082 Trillion,"['SouthKorea', 'Technology', 'Semiconductors', 'SouthKoreaTechnology', 'SouthKoreaSemiconductors']",$64.60 Billion
209,ec50de383c8544d5b890f83ab50f5d09,Oriental Land Co. Ltd,,Urayasu,Japan,,"8,782",Mr. Toshio  Kagami,¥7.922 Trillion,"['Japan', 'ConsumerDiscretionary', 'Leisure', 'JapanConsumerDiscretionary', 'JapanLeisure']",$64.66 Billion
210,9d217dfc07c2485dbd4e9c3c0893af8b,Snowflake Inc.,,SanMateo,CA,"July 23, 2012","2,495",Mr. Frank  Slootman,$65.04 Billion,"['UnitedStates', 'Technology', 'Software—Application', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Application']",
211,524926d78f2545f7b3a27459734183b1,Exelon Corporation,,Chicago,IL,"October 20, 2000","31,518",Mr. Christopher Mark Crane,$65.53 Billion,"['UnitedStates', 'Utilities', 'Utilities—Diversified', 'UnitedStatesUtilities', 'UnitedStatesUtilities—Diversified']",
212,094fba5d22134f7aa1274214532b1e08,Colgate-palmolive Company,,NewYork,NY,1806,"33,800",Mr. Noel R. Wallace,$65.64 Billion,"['UnitedStates', 'ConsumerStaples', 'Household&PersonalProducts', 'UnitedStatesConsumerStaples', 'UnitedStatesHousehold&PersonalProducts']",
213,ba26ba4d9d044235b5a61dac63bbf06f,Ford Motor Company,,Dearborn,MI,"June 16, 1903","183,000",Mr. James D. Farley Jr.,$65.74 Billion,"['UnitedStates', 'ConsumerDiscretionary', 'AutoManufacturers', 'UnitedStatesConsumerDiscretionary', 'UnitedStatesAutoManufacturers']",
214,5d7e5d53d2024e958019a4b2d910ab36,Newmont Corporation,,Denver,CO,1921,"14,400",Mr. Thomas Ronald Palmer,$65.89 Billion,"['UnitedStates', 'BasicMaterials', 'Gold', 'UnitedStatesBasicMaterials', 'UnitedStatesGold']",
215,72a469ffa4ed4821876a2389a635304b,"Equinix, Inc. (reit)",,RedwoodCity,CA,1998,"10,944",Mr. Charles J. Meyers,$66.35 Billion,"['UnitedStates', 'RealEstate', 'REIT—Specialty', 'UnitedStatesRealEstate', 'UnitedStatesREIT—Specialty']",
216,27a45dba6ab54643a5fbdaef27c8c821,Icici Bank Limited,,Mumbai,India,5 January 1994,"98,750",Mr. Sandeep  Bakhshi B.E.,$66.62 Billion,"['India', 'Financials', 'Banks', 'IndiaFinancials', 'IndiaBanks']",
217,139330de64b54349a0c7323005e16484,Dbs Group Holdings Ltd,,Singapore,Singapore,,"33,000",Mr. Piyush  Gupta,S$90.55 Billion,"['Singapore', 'Financials', 'Banks', 'SingaporeFinancials', 'SingaporeBanks']",$66.74 Billion
218,681d41fc0735430fb0dc717556e74c1a,Industrial Bank Co. Ltd,,,,,,,CN¥425.49 Billion,"['China', 'Financials', 'Banks', 'ChinaFinancials', 'ChinaBanks']",$66.87 Billion
219,ae483c88494449668b81c84f7d4426f1,"Waste Management, Inc.",,Houston,TX,"January 1, 1968","48,500",Mr. James C. Fish Jr.,$66.95 Billion,"['UnitedStates', 'Industrials', 'WasteManagement', 'UnitedStatesIndustrials', 'UnitedStatesWasteManagement']",
220,04f221d9a9e84a47a10a337e6e7e69f2,Abb Ltd,,Zurich,Switzerland,1988,"104,400",,CHF62.20 Billion,"['Switzerland', 'Industrials', 'ElectricalEquipment&Parts', 'SwitzerlandIndustrials', 'SwitzerlandElectricalEquipment&Parts']",$67.19 Billion
221,809a7d2de6584d40b867541f061fbc9b,Westpac Banking Corporation,,Sydney,NSW,,"40,143","Mr. Peter Francis King F.C.A., BEc, FCA",A$89.59 Billion,"['Australia', 'Financials', 'Banks', 'AustraliaFinancials', 'AustraliaBanks']",$67.20 Billion
222,4c160e98df4c413ca170cea8fb503d92,The Progressive Corporation,,Mayfield,OH,"March 10, 1937","49,077",Ms. Susan Patricia Griffith,$67.31 Billion,"['UnitedStates', 'Financials', 'Insurance—Property&Casualty', 'UnitedStatesFinancials', 'UnitedStatesInsurance—Property&Casualty']",
223,7cd4c7fc616948b5b0ceb8037a02f43a,Illinois Tool Works Inc.,,Glenview,IL,1912,"45,000",Mr. E. Scott Santi,$67.49 Billion,"['UnitedStates', 'Industrials', 'SpecialtyIndustrialMachinery', 'UnitedStatesIndustrials', 'UnitedStatesSpecialtyIndustrialMachinery']",
224,1738161082eb4bb38da331a23d27614d,Vertex Pharmaceuticals Incorporated,,Boston,MA,1989,"3,900","Dr. Reshma  Kewalramani FASN, M.D.",$67.49 Billion,"['UnitedStates', 'Healthcare', 'Biotechnology', 'UnitedStatesHealthcare', 'UnitedStatesBiotechnology']",
225,09e38d0ada5743bcb9fef86f52cd4d43,The Sherwin-williams Company,,Cleveland,OH,"Cleveland, Ohio, U.S. 1866","61,000",Mr. John G. Morikis,$67.54 Billion,"['UnitedStates', 'BasicMaterials', 'SpecialtyChemicals', 'UnitedStatesBasicMaterials', 'UnitedStatesSpecialtyChemicals']",
226,a2b9a98646514809a0d49f139814ebb1,Bayer Ag,,Leverkusen,Germany,,"95,950",Mr. Werner  Baumann,€61.63 Billion,"['Germany', 'Healthcare', 'DrugManufacturers—General', 'GermanyHealthcare', 'GermanyDrugManufacturers—General']",$68.09 Billion
227,518078d5115c405b8e656a319eb9a404,Recruit Holdings Co Ltd,,Tokyo,Japan,,"46,800",Mr. Hisayuki  Idekoba,¥8.345 Trillion,"['Japan', 'Industrials', 'Staffing&EmploymentServices', 'JapanIndustrials', 'JapanStaffing&EmploymentServices']",$68.11 Billion
228,3682e32b649041cda66d4879515883e4,"Iberdrola, Sa",,Bilbao,Spain,,"38,702",Mr. Jose Ignacio  Sanchez Galan,€61.75 Billion,"['Spain', 'Utilities', 'Utilities—Diversified', 'SpainUtilities', 'SpainUtilities—Diversified']",$68.23 Billion
229,93ec764335bd49d984a5223bd6b8655c,"Fiserv, Inc.",,Brookfield,WI,1984,"44,000",Mr. Frank J. Bisignano,$68.68 Billion,"['UnitedStates', 'Technology', 'InformationTechnologyServices', 'UnitedStatesTechnology', 'UnitedStatesInformationTechnologyServices']",
230,b40323e82cf54285884715758ccf107c,Sberbank,Sberbank of Russia PJSC,Moscow,Russia,,"287,866",Mr. Herman Oskarovich Gref,₽5.890 Trillion,"['Russia', 'Financials', 'Banks', 'RussiaFinancials', 'RussiaBanks']",$68.69 Billion
231,eeef9943e2bc4b0280ea4ed2a3c817ed,Ubs Group Ag,,Zurich,Switzerland,29 June 1998,"71,385",Mr. Ralph A. J. G. Hamers,CHF63.80 Billion,"['Switzerland', 'Financials', 'Banks', 'SwitzerlandFinancials', 'SwitzerlandBanks']",$68.93 Billion
232,c2acdea7e1af4ff8bcc4c9cd98adf471,Public Storage,,Glendale,CA,1972,"5,800",Mr. Joseph D. Russell Jr.,$69.31 Billion,"['UnitedStates', 'RealEstate', 'REIT—Industrial', 'UnitedStatesRealEstate', 'UnitedStatesREIT—Industrial']",
233,3690a1de3b494f7da1a2cb56b80a002c,"América Móvil, S.a.b. De C.v.",,MexicoCity,DF,1986,"181,205",Mr. Daniel Hajj Aboumrad,MX$1.423 Trillion,"['Mexico', 'CommunicationServices', 'TelecomServices', 'MexicoCommunicationServices', 'MexicoTelecomServices']",$69.45 Billion
234,a84724a542ac429b816e439e443855f5,Bnp Paribas Sa,,Paris,France,,"190,000",Mr. Jean-Laurent  Bonnafe,€63.26 Billion,"['France', 'Financials', 'Banks', 'FranceFinancials', 'FranceBanks']",$69.90 Billion
235,c75fa645da0945249c59f3c7f4cd9cf5,Enel Spa,,Rome,RM,,"66,279",Mr. Francesco  Starace,€63.49 Billion,"['Italy', 'Utilities', 'Utilities—Diversified', 'ItalyUtilities', 'ItalyUtilities—Diversified']",$70.15 Billion
236,9d6c130db7cf4246bb4931e7586cf4f6,"Dominion Energy, Inc.",,Richmond,VA,"Virginia, U.S. 1983","17,100",Mr. Robert M. Blue,$70.20 Billion,"['UnitedStates', 'Utilities', 'Utilities—Diversified', 'UnitedStatesUtilities', 'UnitedStatesUtilities—Diversified']",
237,60c40be59e774baa9b2cf96bfc21a3f1,Axa Sa,,Paris,France,,"106,128",Dr. Thomas  Buberl,€63.54 Billion,"['France', 'Financials', 'Insurance—Diversified', 'FranceFinancials', 'FranceInsurance—Diversified']",$70.20 Billion
238,41b755f0b9b240eb9e647cb107c9f437,General Dynamics Corporation,,,,,,,$70.55 Billion,"['UnitedStates', 'Industrials', 'Aerospace&Defense', 'UnitedStatesIndustrials', 'UnitedStatesAerospace&Defense']",
239,a0cd49de2b6a498eb903899899914335,"Moderna, Inc.",,Cambridge,MA,September 2010,"2,700",Mr. Stephane  Bancel,$70.81 Billion,"['UnitedStates', 'Healthcare', 'Biotechnology', 'UnitedStatesHealthcare', 'UnitedStatesBiotechnology']",
240,1a77cc55657348d8992ca6e81af1aa27,Anglo American Plc,,London,UnitedKingdom,1917,"106,000","Mr. Mark  Cutifani B.E., BEng (Mining), Fellow AusIMM, CEngFIMMM, DBA",£54.51 Billion,"['UnitedKingdom', 'BasicMaterials', 'OtherIndustrialMetals&Mining', 'UnitedKingdomBasicMaterials', 'UnitedKingdomOtherIndustrialMetals&Mining']",$71.48 Billion
241,bd9857c39bba4dfaa0c0527384e20b1a,Siemens Healthineers Ag,,Erlangen,Germany,,"66,800",Dr. Bernhard  Montag,€64.71 Billion,"['Germany', 'Healthcare', 'Diagnostics&Research', 'GermanyHealthcare', 'GermanyDiagnostics&Research']",$71.50 Billion
242,447a947fe8c647409a109cf0efd259cc,"Eog Resources, Inc.",,Houston,TX,1999,"2,800",Mr. Ezra Y. Yacob,$71.90 Billion,"['UnitedStates', 'Energy', 'Oil&GasE&P', 'UnitedStatesEnergy', 'UnitedStatesOil&GasE&P']",
243,8e48d096858840739234b6d13b96a70f,Pt Bank Central Asia Tbk,,Jakarta,Indonesia,,"25,370",,Rp1033.450 Trillion,"['Indonesia', 'Financials', 'Banks', 'IndonesiaFinancials', 'IndonesiaBanks']",$71.91 Billion
244,4f21074f407e4654b520630ad222ba22,Wal-mart De Mexico Sab De Cv,,MexicoCity,DF,,"231,259",Mr. Guilherme  De Souza Macedo Loureiro,MX$1.429 Trillion,"['Mexico', 'ConsumerStaples', 'DiscountStores', 'MexicoConsumerStaples', 'MexicoDiscountStores']",$71.96 Billion
245,3d9b051883e044e0ace7550bec156a5c,Freeport-mcmoran Inc.,,Phoenix,AZ,1912,"24,700",Mr. Richard C. Adkerson,$72.16 Billion,"['UnitedStates', 'BasicMaterials', 'Copper', 'UnitedStatesBasicMaterials', 'UnitedStatesCopper']",
246,feabc19752a6476a97d90c20a51bdedd,Norfolk Southern Corporation,,Norfolk,VA,"July 23, 1980 in Norfolk, Virginia, United States","18,100",Mr. James A. Squires,$72.31 Billion,"['UnitedStates', 'Industrials', 'Railroads', 'UnitedStatesIndustrials', 'UnitedStatesRailroads']",
247,891899ecde1e449db5880aff7518768d,Kddi Corp,,Tokyo,Japan,,"47,320",,¥8.958 Trillion,"['Japan', 'CommunicationServices', 'TelecomServices', 'JapanCommunicationServices', 'JapanTelecomServices']",$73.12 Billion
248,3c7f78071d854044942bfcd8b2fc9a75,Northrop Grumman Corporation,,FallsChurch,VA,1994,"88,000",Ms. Kathy J. Warden,$73.25 Billion,"['UnitedStates', 'Industrials', 'Aerospace&Defense', 'UnitedStatesIndustrials', 'UnitedStatesAerospace&Defense']",
249,078d2a354b7f493ba0744beff2f64c72,Aon Plc,,London,UnitedKingdom,1982,"50,000",Mr. Gregory Clarence Case,$73.33 Billion,"['UnitedKingdom', 'Financials', 'InsuranceBrokers', 'UnitedKingdomFinancials', 'UnitedKingdomInsuranceBrokers']",
250,7e2e8b05d15444cca33f875cfe59f453,Relx Plc,,London,UnitedKingdom,1993,"33,500",Mr. Erik  Engstrom,£44.63 Billion,"['UnitedKingdom', 'CommunicationServices', 'Publishing', 'UnitedKingdomCommunicationServices', 'UnitedKingdomPublishing']",$58.53 Billion
251,31afaf64f23242298661215f38840f7f,"Workday, Inc.",,Pleasanton,CA,March 2005,"15,200",Mr. Aneel  Bhusri,$58.70 Billion,"['UnitedStates', 'Technology', 'Software—Application', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Application']",
252,bfb85c4797164363b56e858df142354f,Vinci Sa,,Rueil-Malmaison,France,,"218,569",Mr. Xavier M. P. Huillard,€53.40 Billion,"['France', 'Industrials', 'Engineering&Construction', 'FranceIndustrials', 'FranceEngineering&Construction']",$59.01 Billion
253,1829beb4807e4e68bfb434be50b06015,Shenzhen Mindray Bio-medical Electronics Co. Ltd,,Shenzhen,China,,"11,833",,CN¥377.08 Billion,"['China', 'Healthcare', 'MedicalDevices', 'ChinaHealthcare', 'ChinaMedicalDevices']",$59.26 Billion
254,d6df737719de4448898d2aee6ee1a29c,Southern Copper Corporation,,Phoenix,AZ,1952,"14,700",Mr. Oscar  Gonzalez Rocha,$59.46 Billion,"['UnitedStates', 'BasicMaterials', 'Copper', 'UnitedStatesBasicMaterials', 'UnitedStatesCopper']",
255,5b55bd6556744cbeb6cc288856d388d4,Saudi Telecom Company,,Riyadh,SaudiArabia,,,,SR223.07 Billion,"['SaudiArabia', 'CommunicationServices', 'TelecomServices', 'SaudiArabiaCommunicationServices', 'SaudiArabiaTelecomServices']",$59.47 Billion
256,81e5795438ec43f0a629761086bdaed3,Nongfu Spring Co. Ltd,,Hangzhou,China,,"20,773",,HK$466.10 Billion,"['China', 'ConsumerStaples', 'Beverages—Non-Alcoholic', 'ChinaConsumerStaples', 'ChinaBeverages—Non-Alcoholic']",$59.50 Billion
257,c8f3638b8daf4c7f929c0374b0cab970,Reckitt Benckiser Group Plc,,Slough,UnitedKingdom,1814,"43,000",,£42.77 Billion,"['UnitedKingdom', 'ConsumerStaples', 'Household&PersonalProducts', 'UnitedKingdomConsumerStaples', 'UnitedKingdomHousehold&PersonalProducts']",$59.53 Billion
258,0e5861918ed64a0990ac1733c1053d6b,Australia And New Zealand Banking Group Limited,,Melbourne,VIC,1 October 1970,"39,684","Mr. Shayne Cary Elliott B.Com, B.Com.",A$79.39 Billion,"['Australia', 'Financials', 'Banks', 'AustraliaFinancials', 'AustraliaBanks']",$59.55 Billion
259,8deb397b6aa04297a5f1ae47265ab66d,"Palo Alto Networks, Inc.",,SantaClara,CA,2005,"11,527",Mr. Nikesh  Arora C.F.A.,$59.65 Billion,"['UnitedStates', 'Technology', 'Software—Infrastructure', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Infrastructure']",
260,e4d613a5ae744152aaea13196c5d486f,Emerson Electric Co.,,SaintLouis,MO,1890,"86,700",Mr. Surendralal Lanca Karsanbhai,$59.66 Billion,"['UnitedStates', 'Industrials', 'SpecialtyIndustrialMachinery', 'UnitedStatesIndustrials', 'UnitedStatesSpecialtyIndustrialMachinery']",
261,df2e90326ea24635a42d2b317594e79f,Capital One Financial Corporation,,McLean,VA,"July 21, 1994","50,767",Mr. Richard D. Fairbank,$59.67 Billion,"['UnitedStates', 'Financials', 'CreditServices', 'UnitedStatesFinancials', 'UnitedStatesCreditServices']",
262,7b98ce1eb2244f49ba5b1b8a2d96fc3f,Hong Kong Exchanges & Clearing Ltd,,,,,,,HK$468.08 Billion,"['HongKong', 'Financials', 'FinancialData&StockExchanges', 'HongKongFinancials', 'HongKongFinancialData&StockExchanges']",$59.75 Billion
263,080ce6775d07446ba5f7a76a30f8c05a,"Netease, Inc.",,,,,,,HK$468.16 Billion,"['China', 'CommunicationServices', 'InternetContent&Information', 'ChinaCommunicationServices', 'ChinaInternetContent&Information']",$59.76 Billion
264,be2cb12df8af4eedb0d530774b178f76,Deutsche Post Ag,,Bonn,Germany,,"548,042",Dr. Frank  Appel,€54.12 Billion,"['Germany', 'Industrials', 'IntegratedFreight&Logistics', 'GermanyIndustrials', 'GermanyIntegratedFreight&Logistics']",$59.80 Billion
265,302e293e2f8c41ddae6c25ff8e9638f6,"Block, Inc.",,SanFrancisco,CA,"February 14, 2009","8,521",Mr. Jack  Dorsey,$59.95 Billion,"['UnitedStates', 'Technology', 'Software—Infrastructure', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Infrastructure']",
266,8d1e578f83294a05ac197c2eeb72ed6c,Nutrien Ltd.,,Saskatoon,SK,,"23,500",Mr. Kenneth A. Seitz,C$75.18 Billion,"['Canada', 'BasicMaterials', 'AgriculturalInputs', 'CanadaBasicMaterials', 'CanadaAgriculturalInputs']",$60.06 Billion
267,d2572f37482646c89f23d6163645134a,Cnooc Limited,,Central,HongKong,August 1999,"18,151",Mr. Keqiang  Xu,HK$471.48 Billion,"['HongKong', 'Energy', 'Oil&GasE&P', 'HongKongEnergy', 'HongKongOil&GasE&P']",$60.19 Billion
268,2a5432ec87d244d8871ca385fdafcd13,Atlas Copco Ab,,Nacka,Sweden,,"42,862",Mr. Mats  RahmstrÃ¶m,kr571.47 Billion,"['Sweden', 'Industrials', 'SpecialtyIndustrialMachinery', 'SwedenIndustrials', 'SwedenSpecialtyIndustrialMachinery']",$60.97 Billion
269,31ea607e6bd84b229a337fecb0ae61be,Adyen N.v.,,Amsterdam,Netherlands,,"2,180",Mr. Pieter Willem van der Does,€55.31 Billion,"['Netherlands', 'Technology', 'Software—Infrastructure', 'NetherlandsTechnology', 'NetherlandsSoftware—Infrastructure']",$61.11 Billion
270,15d7747e10b041f6af008dcb75cd17e4,Hapag-lloyd Ag,,Hamburg,Germany,,"14,106",Mr. Rolf Habben Jansen,€55.62 Billion,"['Germany', 'Industrials', 'MarineShipping', 'GermanyIndustrials', 'GermanyMarineShipping']",$61.46 Billion
271,81cd1d5426374912b92f256760a3ffe1,"Banco Santander, Sa",,Madrid,Spain,15 May 1857,"177,033",Mr. Jose Antonio  Alvarez Alvarez,£47.02 Billion,"['Spain', 'Financials', 'Banks', 'SpainFinancials', 'SpainBanks']",$61.67 Billion
272,9cb4653f653245d782e209210345ef2d,"Fidelity National Information Services, Inc.",,Jacksonville,FL,1968,"65,000",Mr. Gary Adam Norcross,$61.73 Billion,"['UnitedStates', 'Technology', 'InformationTechnologyServices', 'UnitedStatesTechnology', 'UnitedStatesInformationTechnologyServices']",
273,c8089b67cdef4821860b0f3fd2ad76ea,"Analog Devices, Inc.",,Norwood,MA,"Cambridge, Massachusetts, United States 1965","24,700",Mr. Vincent T. Roche,$62.00 Billion,"['UnitedStates', 'Technology', 'Semiconductors', 'UnitedStatesTechnology', 'UnitedStatesSemiconductors']",
274,1b5d252a47e34422bada9470d1895d72,Eaton Corporation Plc,,Dublin,Ireland,1911,"85,947",Mr. Craig  Arnold,$62.17 Billion,"['Ireland', 'Industrials', 'SpecialtyIndustrialMachinery', 'IrelandIndustrials', 'IrelandSpecialtyIndustrialMachinery']",
275,dbd95dd96c2540479e949295781603a3,Pioneer Natural Resources Company,,Irving,TX,1997,"1,932",Mr. Scott Douglas Sheffield,$62.19 Billion,"['UnitedStates', 'Energy', 'Oil&GasE&P', 'UnitedStatesEnergy', 'UnitedStatesOil&GasE&P']",
276,38d801eee480499bb815560714e0888d,Nintendo Co Ltd,,Kyoto,Japan,,"6,574",,¥7.621 Trillion,"['Japan', 'CommunicationServices', 'ElectronicGaming&Multimedia', 'JapanCommunicationServices', 'JapanElectronicGaming&Multimedia']",$62.20 Billion
277,55867087b6164b9eb473d53ac4865931,Moody's Corporation,,NewYork,NY,1909 ,"13,460",Mr. Robert Scott Fauber,$62.58 Billion,"['UnitedStates', 'Financials', 'FinancialData&StockExchanges', 'UnitedStatesFinancials', 'UnitedStatesFinancialData&StockExchanges']",
278,2d78584f31ba4c5d9054d6e7b664b75f,"Uber Technologies, Inc.",,SanFrancisco,CA,March 2009,"29,300",Mr. Dara  Khosrowshahi,$62.66 Billion,"['UnitedStates', 'Technology', 'Software—Application', 'UnitedStatesTechnology', 'UnitedStatesSoftware—Application']",
279,a976896008434017bd98dc0c901f2dee,Sea Limited,,Singapore,Singapore,,"29,800",Mr. Xiaodong  Li,$62.66 Billion,"['Singapore', 'CommunicationServices', 'ElectronicGaming&Multimedia', 'SingaporeCommunicationServices', 'SingaporeElectronicGaming&Multimedia']",
280,831861db23694dc0bfcaf25e5a248efe,Macquarie Group Limited,,Sydney,NSW,1969,"17,209","Ms. Shemara R. Wikramanayake B.Com., L.L.B., LLB, BCom (UNSW)",A$74.65 Billion,"['Australia', 'Financials', 'CapitalMarkets', 'AustraliaFinancials', 'AustraliaCapitalMarkets']",$55.99 Billion
281,f62ce05b47284f7d932d5bde0838df4b,Bayerische Motoren Werke Ag,,Munich,Germany,,"118,909",Mr. Oliver  Zipse,€50.83 Billion,"['Germany', 'ConsumerDiscretionary', 'AutoManufacturers', 'GermanyConsumerDiscretionary', 'GermanyAutoManufacturers']",$56.17 Billion
282,8d111003c8f442c1ac1c656b99aeda40,Bank Of Communications Co. Ltd,,Shanghai,China,,"90,238",,CN¥358.78 Billion,"['China', 'Financials', 'Banks', 'ChinaFinancials', 'ChinaBanks']",$56.38 Billion
283,2820ff1b634844839b42bd0f23e01ced,Kla Corporation,,Milpitas,CA,1997,"11,300",Mr. Richard P. Wallace,$56.48 Billion,"['UnitedStates', 'Technology', 'SemiconductorEquipment&Materials', 'UnitedStatesTechnology', 'UnitedStatesSemiconductorEquipment&Materials']",
284,dfb23898e8e34bc1ac39e7121a510dad,Humana Inc.,,Louisville,KY,"August 18, 1961","95,500",Mr. Bruce Dale Broussard,$56.55 Billion,"['UnitedStates', 'Healthcare', 'HealthcarePlans', 'UnitedStatesHealthcare', 'UnitedStatesHealthcarePlans']",
285,a5c09962c9974fee8ddf81a471e0a1f4,Tc Energy Corporation,,Calgary,AB,,"7,017",Mr. Francois Lionel Poirier,C$71.07 Billion,"['Canada', 'Energy', 'Oil&GasMidstream', 'CanadaEnergy', 'CanadaOil&GasMidstream']",$56.77 Billion
286,2a872ab28d9446bea4a8798f1545d78a,The Saudi National Bank,,Riyadh,SaudiArabia,,"16,113",Mr. Saeed  Bin Mohammed A. Al-Ghamdi,SR213.38 Billion,"['SaudiArabia', 'Financials', 'Banks', 'SaudiArabiaFinancials', 'SaudiArabiaBanks']",$56.89 Billion
287,81c2edbbb95c4786b010092b47a54b83,Ihs Markit Ltd.,,London,UnitedKingdom,1959,"16,000",,$56.94 Billion,"['UnitedKingdom', 'Industrials', 'ConsultingServices', 'UnitedKingdomIndustrials', 'UnitedKingdomConsultingServices']",
288,4672b732a9bf47b4a585750b3e4a62c0,Pinduoduo,Pinduoduo Inc.,Shanghai,China,,"7,986",Mr. Lei  Chen,$57.09 Billion,"['China', 'ConsumerDiscretionary', 'InternetRetail', 'ChinaConsumerDiscretionary', 'ChinaInternetRetail']",
289,d6d028c1c11e4d4eb3ae4cf54b2403ac,"Marriott International, Inc.",,Bethesda,MD,"March 5, 1927","120,000",Mr. Anthony G. Capuano Jr.,$57.18 Billion,"['UnitedStates', 'ConsumerDiscretionary', 'Lodging', 'UnitedStatesConsumerDiscretionary', 'UnitedStatesLodging']",
290,473999c2e9554de5b100d24ae3bf5a62,Canadian Imperial Bank Of Commerce,,Toronto,ON,"June 1, 1961","46,030",Mr. Victor G. Dodig,C$71.61 Billion,"['Canada', 'Financials', 'Banks', 'CanadaFinancials', 'CanadaBanks']",$57.20 Billion
291,8bf24517f54e43c4964daa93e0fa12f0,Mitsubishi Corp,,,,,,,¥7.011 Trillion,"['Japan', 'Industrials', 'Conglomerates', 'JapanIndustrials', 'JapanConglomerates']",$57.23 Billion
292,9e598c9a1e2f4992a18d0fec2e904306,Foshan Haitian Flavouring And Food Company Ltd,,,,,,,CN¥365.26 Billion,"['China', 'ConsumerStaples', 'PackagedFoods', 'ChinaConsumerStaples', 'ChinaPackagedFoods']",$57.40 Billion
