,name,code,rank,ceo,country,sector,industry,headquarters,employees,founded,marketcap,revenue,net_income,link
"0,Apple,AAPL,1,Mr. Timothy D. Cook,United States,Technology,Consumer Electronics,""Cupertino, CA, United States"",""100,000"",""April 1, 1976"",$2.825 Trillion,US$365.82 billion (2021),US$94.68 billion (2021),""['https://www.apple.com', 'https://www.facebook.com/apple/', 'https://twitter.com/apple', 'https://www.linkedin.com/company/apple', 'https://en.wikipedia.org/wiki/Apple_Inc.']"""
"1,ExxonMobil,XOM,23,Mr. Darren W. Woods,United States,Energy,Oil & Gas Integrated,""Irving, TX, United States"",""63,000"",""November 30, 1999"",$348.72 Billion,US$276.692 billion (2021),US$23.040 billion (2021),""['https://corporate.exxonmobil.com', 'https://en.wikipedia.org/wiki/Exxon_Mobil_Corp.']"""
"2,Roche,ROG,22,Dr. Severin Schwan Ph.D.,Switzerland,Healthcare,Drug Manufacturers—General,""Basel, Switzerland"",""100,920"",,US$349.50 Billion,,,['https://www.roche.com']"
"3,Home Depot,HD,25,Mr. Edward P. Decker,United States,Consumer Discretionary,Home Improvement Retail,""Atlanta, GA, United States"",""490,600"",""February 6, 1978"",$321.47 Billion,US$110.2 billion (2019),US$11.24 billion (2019),""['https://www.homedepot.com', 'https://en.wikipedia.org/wiki/Home_Depot']"""
"4,Pfizer,PFE,27,""Dr. Albert Bourla D.V.M., DVM, Ph.D."",United States,Healthcare,Drug Manufacturers—General,""New York, NY, United States"",""79,000"",1849,$300.79 Billion,$41.908 billion (2020),$9.616 billion (2020),""['https://www.pfizer.com', 'https://www.facebook.com/pfizer', 'https://twitter.com/pfizer', 'https://www.linkedin.com/company/pfizer', 'https://en.wikipedia.org/wiki/Pfizer']"""
"5,Kweichow Moutai,600519,24,,China,Consumer Staples,Beverages—Wineries & Distilleries,""Renhuai, China"",""29,031"",,US$348.22 Billion,,,['https://www.moutaichina.com']"
"6,Bank of America,BAC,21,Mr. Brian Thomas Moynihan,United States,Financials,Banks,""Charlotte, NC, United States"",""208,000"",1998,$350.84 Billion,US$89.11 billion (2021),US$30.56 billion (2021),""['https://www.bankofamerica.com', 'https://www.facebook.com/BankofAmerica', 'https://twitter.com/BofA_Help', 'https://www.linkedin.com/company/bank-of-america', 'https://en.wikipedia.org/wiki/Bank_of_America']"""
"7,Chevron,CVX,26,Mr. Michael K. Wirth,United States,Energy,Oil & Gas Integrated,""San Ramon, CA, United States"",""42,595"",""September 10, 1879"",$315.13 Billion,US$162.47 billion (2021),US$15.63 billion (2021),""['https://www.chevron.com', 'https://www.facebook.com/Chevron', 'https://twitter.com/Chevron', 'https://www.linkedin.com/company/chevron', 'https://en.wikipedia.org/wiki/Chevron_Corp.']"""
"8,Mastercard,MA,20,Mr. Michael Miebach,United States,Financials,Credit Services,""Purchase, NY, United States"",""24,000"",1966,$358.60 Billion,US$18.88 billion (2021),US$8.69 billion (2021),""['https://www.mastercard.com', 'https://en.wikipedia.org/wiki/Mastercard']"""
"9,LVMH,MC,19,Mr. Bernard Arnault,France,Consumer Discretionary,Luxury Goods,""Paris, France"",""148,343"",,US$359.26 Billion,,,""['https://www.lvmh.com', 'https://twitter.com/LVMH']"""
"10,Samsung,005930,18,Mr. Jong-Hee Han,South Korea,Technology,Consumer Electronics,""Suwon-si, South Korea"",,,US$378.35 Billion,,,""['https://www.samsung.com', 'https://www.facebook.com/samsungelectronics/', 'https://twitter.com/samsung', 'https://www.linkedin.com/company/samsung-electronics/']"""
"11,Procter & Gamble,PG,17,Mr. Jon R. Moeller,United States,Consumer Staples,Household & Personal Products,""Cincinnati, OH, United States"",""101,000"",""October 31, 1837"",$384.60 Billion,US$76.12 billion (2021),US$14.31 billion (2021),""['https://www.pginvestor.com', 'https://en.wikipedia.org/wiki/Procter_%26_Gamble']"""
"12,JPMorgan,JPM,16,Mr. James Dimon,United States,Financials,Banks,""New York, NY, United States"",""271,025"",""December 1, 2000"",$410.84 Billion,US$121.65 billion (2021),US$48.3 billion (2021),""['https://www.jpmorganchase.com', 'https://en.wikipedia.org/wiki/JPMorgan_Chase']"""
"13,Walmart,WMT,15,Mr. C. Douglas McMillon,United States,Consumer Staples,Discount Stores,""Bentonville, AR, United States"",""2,300,000"",""July 2, 1962"",$429.05 Billion,US$572.8 billion (2022),US$13.67 billion (2022),""['https://www.stock.walmart.com', 'https://en.wikipedia.org/wiki/Walmart']"""
"14,Tencent,0700,14,Mr. Huateng Pony Ma,China,Communication Services,Internet Content & Information,""Shenzhen, China"",""112,771"",,US$441.17 Billion,,,['https://www.tencent.com']"
"15,Johnson & Johnson,JNJ,13,Mr. Joaquin Duato,United States,Healthcare,Drug Manufacturers—General,""New Brunswick, NJ, United States"",""141,700"",January 1886,$475.93 Billion,US$82.584 billion (2020),US$14.714 billion (2020),""['https://www.jnj.com', 'https://twitter.com/jnjnews', 'https://en.wikipedia.org/wiki/Johnson_%26_Johnson']"""
"16,Danaher,DHR,50,Mr. Rainer M. Blair,United States,Healthcare,Diagnostics & Research,""Washington, DC, United States"",""78,000"",1969,$208.03 Billion,US$29.453 billion (2021),US$2.49 billion (2017),""['https://www.danaher.com', 'https://en.wikipedia.org/wiki/Danaher_Corp.']"""
"17,Merck,MRK,49,Mr. Robert M. Davis J.D.,United States,Healthcare,Drug Manufacturers—General,""Kenilworth, NJ, United States"",""67,000"",1891,$210.38 Billion,US$47.994 billion (2020),US$7.067 billion (2020),""['https://www.merck.com', 'https://en.wikipedia.org/wiki/Merck_%26_Co']"""
"18,BHP,BHP,48,""Mr. Mike P. Henry B.Sc., BSc (Chem)"",Australia,Basic Materials,Other Industrial Metals & Mining,""Melbourne, VIC, Australia"",""40,110"",1885,US$211.25 Billion,US$60.817 billion (2021),US$13.451 billion (2021),""['https://www.bhp.com', 'https://www.facebook.com/BHP/', 'https://www.twitter.com/bhp', 'https://www.linkedin.com/company/bhp', 'https://en.wikipedia.org/wiki/BHP']"""
"19,Nike,NKE,47,Mr. John J. Donahoe II,United States,Consumer Discretionary,Footwear & Accessories,""Beaverton, OR, United States"",""73,300"",""January 25, 1964"",$213.60 Billion,US$37.40 billion (2020),US$2.54 billion (2020),""['https://www.nike.com', 'https://www.facebook.com/nike', 'https://twitter.com/Nike', 'https://www.linkedin.com/company/nike', 'https://en.wikipedia.org/wiki/Nike,_Inc.']"""
"20,Abbott,ABT,46,Mr. Robert B. Ford,United States,Healthcare,Medical Devices,""North Chicago, IL, United States"",""113,000"",1888,$215.02 Billion,US$34.608 billion (2020),US$4.495 billion (2020),""['https://www.abbott.com', 'https://www.facebook.com/abbott/', 'https://www.twitter.com/abbottglobal', 'https://www.linkedin.com/company/abbott-/', 'https://en.wikipedia.org/wiki/Abbott_Laboratories']"""
"21,Verizon,VZ,45,Mr. Hans E. Vestberg,United States,Communication Services,Telecom Services,""New York, NY, United States"",""118,400"",""October 7, 1983"",$216.68 Billion,""US$133.613  Billion (Fiscal Year Ended December 31, 2021)"",""US$22.618  Billion (Fiscal Year Ended December 31, 2021)"",""['https://www.verizon.com', 'https://www.facebook.com/verizon', 'https://twitter.com/verizon', 'https://www.linkedin.com/company/verizon', 'https://en.wikipedia.org/wiki/Verizon_Communications']"""
"22,Comcast,CMCSA,44,Mr. Brian L. Roberts,United States,Communication Services,Entertainment,""Philadelphia, PA, United States"",""189,000"",""June 28, 1963"",$218.90 Billion,US$103.56 billion (2020),US$10.53 billion (2020),""['https://corporate.comcast.com', 'https://en.wikipedia.org/wiki/Comcast']"""
"23,Accenture,ACN,43,Ms. Julie T. Spellman Sweet,Ireland,Technology,Information Technology Services,""Dublin, Ireland"",""699,000"",1989,$219.03 Billion,US$50.53 billion (2021),US$5.91 billion (2021),""['https://www.accenture.com', 'https://www.facebook.com/accenture', 'https://twitter.com/accenture', 'https://www.linkedin.com/company/accenture', 'https://en.wikipedia.org/wiki/Accenture']"""
"24,L'Oréal,OR,42,Mr. Nicolas Hieronimus,France,Consumer Staples,Household & Personal Products,""Clichy, France"",""85,400"",,US$225.24 Billion,,,['https://www.loreal.com']"
"25,Oracle,ORCL,41,Ms. Safra Ada Catz,United States,Technology,Software—Infrastructure,""Redwood City, CA, United States"",""132,000"",""June 16, 1977"",$228.18 Billion,US$40.47 billion (2021),US$13.74 billion (2021),""['https://www.oracle.com', 'https://twitter.com/crowdtwist', 'https://www.linkedin.com/company/crowdtwist-inc-/', 'https://en.wikipedia.org/wiki/Oracle_Corp.']"""
