,name,symbol,marketcap,price,country
1637,dentsu,4324.t,doll_8.35 b,doll_31.56,japan
1638,dish network,dish,doll_8.35 b,doll_15.74,usa
1639,jardine cycle & carriage,c07.si,doll_8.34 b,doll_21.13,singapore
1640,signify health,sgfy,doll_8.34 b,doll_28.54,usa
1641,genpact,g,doll_8.34 b,doll_45.54,bermuda
1642,anglogold ashanti,au,doll_8.32 b,doll_19.51,south africa
1643,catalent,ctlt,doll_8.32 b,doll_46.26,usa
1644,tōkyō gas,9531.t,doll_8.31 b,doll_19.18,japan
1645,tetra tech,ttek,doll_8.30 b,doll_156.71,usa
1646,jefferies financial group,jef,doll_8.29 b,doll_36.24,usa
1647,commerce bancshares,cbsh,doll_8.28 b,doll_66.12,usa
1648,hasbro,has,doll_8.28 b,doll_59.96,usa
1649,switch,swch,doll_8.27 b,doll_34.25,usa
1650,genting singapore,g13.si,doll_8.25 b,doll_0.68,singapore
1651,national retail properties,nnn,doll_8.24 b,doll_46.13,usa
1652,xp inc.,xp,doll_8.23 b,doll_14.70,brazil
1653,yamaha motor,7272.t,doll_8.22 b,doll_24.33,japan
1654,plains all american pipeline,paa,doll_8.20 b,doll_11.75,usa
1655,mediobanca,mb.mi,doll_8.20 b,doll_9.78,italy
1656,robert half,rhi,doll_8.20 b,doll_75.59,usa
1657,sei investments,seic,doll_8.19 b,doll_60.78,usa
1658,banco santander méxico,bsmx,doll_8.19 b,doll_6.04,mexico
1659,international consolidated airlines,babwf,doll_8.17 b,doll_1.63,spain
1660,pearson,pso,doll_8.16 b,doll_11.27,uk
1661,sinopharm,1099.hk,doll_8.14 b,doll_2.61,china
1662,dcp midstream,dcp,doll_8.14 b,doll_39.09,usa
1663,ugi corporation,ugi,doll_8.14 b,doll_38.84,usa
1664,marico,marico.ns,doll_8.12 b,doll_6.29,india
1665,indian overseas bank,iob.ns,doll_8.11 b,doll_0.43,india
1666,oge energy,oge,doll_8.11 b,doll_40.53,usa
1667,ford otosan,froto.is,doll_8.11 b,doll_23.11,turkey
1668,metso outotec (mo group),mocorp.he,doll_8.09 b,doll_9.81,finland
1669,arabian internet and communications services,7202.sr,doll_8.09 b,doll_68.15,s. arabia
1670,doosan enerbility,034020.ks,doll_8.09 b,doll_12.68,s. korea
1671,exact sciences,exas,doll_8.09 b,doll_45.54,usa
1672,vipshop,vips,doll_8.09 b,doll_13.26,china
1673,oci,oci.as,doll_8.08 b,doll_38.23,netherlands
1674,apollo hospitals,apollohosp.ns,doll_8.08 b,doll_56.25,india
1675,united spirits,unitdspr.bo,doll_8.07 b,doll_11.38,india
1676,lifco,lifco-b.st,doll_8.07 b,doll_17.50,sweden
1677,cleveland-cliffs,clf,doll_8.06 b,doll_15.66,usa
1678,intertek,itrk.l,doll_8.06 b,doll_49.97,uk
1679,euronext,enx.pa,doll_8.05 b,doll_75.61,netherlands
1680,alcoa,aa,doll_8.05 b,doll_45.50,usa
1681,regal rexnord,rrx,doll_8.03 b,doll_121.52,usa
1682,hmm,011200.ks,doll_8.03 b,doll_16.43,s. korea
1683,punjab national bank,pnb.ns,doll_8.02 b,doll_0.73,india
1684,hamamatsu,6965.t,doll_8.02 b,doll_51.81,japan
1685,choice properties reit,chp-un.to,doll_8.02 b,doll_11.09,canada
1686,us foods,usfd,doll_8.01 b,doll_35.64,usa
1687,novocure,nvcr,doll_7.99 b,doll_76.16,rsey
1688,want want china,0151.hk,doll_7.97 b,doll_0.67,hong kong
1689,samsung electro-mechanics,009155.ks,doll_7.97 b,doll_53.03,s. korea
1690,shockwave medical,swav,doll_7.97 b,doll_220.55,usa
1691,nov,nov,doll_7.95 b,doll_20.25,usa
1692,whirlpool,whr,doll_7.95 b,doll_146.00,usa
1693,opentext,otex,doll_7.95 b,doll_29.43,canada
1694,avis budget group,car,doll_7.94 b,doll_191.63,usa
1695,jones lang lasalle,jll,doll_7.93 b,doll_167.13,usa
1696,renaissancere,rnr,doll_7.92 b,doll_181.39,bermuda
1697,fortune brands home & security,fbhs,doll_7.92 b,doll_61.90,usa
1698,icici prulife,icicipruli.ns,doll_7.92 b,doll_5.51,india
1699,française des jeux,fdj.vi,doll_7.91 b,doll_41.51,france
1700,sofina,sof.vi,doll_7.91 b,doll_235.63,belgium
1701,enka,enkai.is,doll_7.91 b,doll_1.35,turkey
1702,halozyme therapeutics,halo,doll_7.91 b,doll_58.52,usa
1703,insurance australia group,iag.ax,doll_7.87 b,doll_3.21,australia
1704,americold,cold,doll_7.87 b,doll_29.23,usa
1705,unum,unm,doll_7.87 b,doll_39.57,usa
1706,bangkok bank,bbl.bk,doll_7.86 b,doll_4.12,thailand
1707,becle,cuervo.mx,doll_7.86 b,doll_2.19,mexico
1708,indutrade,indt.st,doll_7.86 b,doll_21.59,sweden
1709,webster financial,wbs,doll_7.85 b,doll_45.17,usa
1710,diasorin,dia.mi,doll_7.85 b,doll_145.91,italy
1711,oracle corp japan,4716.t,doll_7.85 b,doll_61.21,japan
1712,nissin foods,2897.t,doll_7.85 b,doll_77.43,japan
1713,yes bank,yesbank.ns,doll_7.83 b,doll_0.27,india
1714,st engineering,sjx.f,doll_7.81 b,doll_2.47,singapore
1715,xero,xro.ax,doll_7.81 b,doll_51.55,new zealand
1716,lg household & health care,051905.ks,doll_7.80 b,doll_233.06,s. korea
1717,sagax,saga-b.st,doll_7.80 b,doll_24.45,sweden
1718,adaro energy,adro.jk,doll_7.79 b,doll_0.25,indonesia
1719,unibail-rodamco-westfield,urw.as,doll_7.77 b,doll_56.06,france
1720,fresnillo,fnlpf,doll_7.77 b,doll_10.55,mexico
1721,grupo aeroportuario del pacífico,pac,doll_7.76 b,doll_153.71,mexico
1722,gail,gail.ns,doll_7.76 b,doll_1.18,india
1723,s-oil,010950.ks,doll_7.75 b,doll_67.32,s. korea
1724,acadia healthcare,achc,doll_7.75 b,doll_85.23,usa
1725,ccl industries,ccl-b.to,doll_7.74 b,doll_43.65,canada
1726,china gas,0384.hk,doll_7.74 b,doll_1.42,china
1727,williams-sonoma,wsm,doll_7.73 b,doll_116.25,usa
1728,nippon building fund,8951.t,doll_7.72 b,"doll_4,543",japan
1729,admiral group,adm.l,doll_7.72 b,doll_25.51,uk
1730,traton,8tra.de,doll_7.72 b,doll_15.44,germany
1731,sibanye-stillwater,sbsw,doll_7.71 b,doll_10.71,south africa
1732,rohm,6963.t,doll_7.71 b,doll_78.60,japan
1733,manhattan associates,manh,doll_7.71 b,doll_123.60,usa
1734,chemed,che,doll_7.70 b,doll_518.35,usa
1735,pershing square holdings,pshzf,doll_7.70 b,doll_35.72,usa
1736,kepco,9503.t,doll_7.70 b,doll_8.63,japan
1737,idbi bank,idbi.ns,doll_7.70 b,doll_0.72,india
1738,erdemir,eregl.is,doll_7.69 b,doll_2.27,turkey
1739,indofood cbp,icbp.jk,doll_7.69 b,doll_0.66,indonesia
1740,st. james's place,stj.l,doll_7.67 b,doll_14.10,uk
1741,nutanix,ntnx,doll_7.66 b,doll_33.32,usa
1742,lear corporation,lea,doll_7.66 b,doll_129.62,usa
1743,gecina,gfc.pa,doll_7.65 b,doll_103.71,france
1744,tokyu,9005.t,doll_7.65 b,doll_12.70,japan
1745,globant,glob,doll_7.62 b,doll_182.50,luxembourg
1746,masimo,masi,doll_7.62 b,doll_145.00,usa
1747,jd sports fashion,jd.l,doll_7.61 b,doll_1.47,uk
1748,sealed air,see,doll_7.61 b,doll_52.61,usa
1749,ally,ally,doll_7.60 b,doll_25.48,usa
1750,berry global,bery,doll_7.60 b,doll_61.29,usa
1751,sinopac financial holdings,2890.tw,doll_7.60 b,doll_0.57,taiwan
1752,auckland airport,aia.ax,doll_7.60 b,doll_5.16,new zealand
1753,qantas airways,qan.ax,doll_7.59 b,doll_4.18,australia
1754,robinhood,hood,doll_7.59 b,doll_9.09,usa
1755,shanghai commercial and savings bank,5876.tw,doll_7.57 b,doll_1.56,taiwan
1756,union bank of india,unionbank.ns,doll_7.57 b,doll_1.11,india
1757,capri holdings,cpri,doll_7.57 b,doll_58.78,uk
1758,agc,5201.t,doll_7.56 b,doll_34.13,japan
1759,shoprite,shp.jo,doll_7.56 b,doll_13.53,south africa
1760,middleby,midd,doll_7.55 b,doll_140.27,usa
1761,phoenix group,phnx.l,doll_7.55 b,doll_7.55,uk
1762,grupo acs,acs.mc,doll_7.55 b,doll_28.64,spain
1763,petgas (petronas gas),6033.kl,doll_7.55 b,doll_3.82,malaysia
1764,abb india,abb.ns,doll_7.54 b,doll_35.61,india
1765,orion corporation,ornav.he,doll_7.54 b,doll_53.64,finland
1766,gea group,g1a.f,doll_7.54 b,doll_41.91,germany
1767,pentair,pnr,doll_7.54 b,doll_45.84,uk
1768,mitsubishi chemical holdings,4188.t,doll_7.53 b,doll_5.30,japan
1769,ciena,cien,doll_7.53 b,doll_50.77,usa
1770,grupo aeroportuario del sureste,asr,doll_7.53 b,doll_246.69,mexico
1771,cholamandalam investment and finance,cholafin.ns,doll_7.52 b,doll_9.16,india
1772,canadian utilities,cu.to,doll_7.51 b,doll_27.85,canada
1773,elbit systems,eslt,doll_7.49 b,doll_168.17,israel
1774,nrg energy,nrg,doll_7.48 b,doll_32.47,usa
1775,gitlab,gtlb,doll_7.44 b,doll_49.70,usa
1776,mobile telesystems,mtss.me,doll_7.43 b,doll_4.30,russia
1777,olin,oln,doll_7.42 b,doll_54.24,usa
1778,globus medical,gmed,doll_7.42 b,doll_74.40,usa
1779,wh group,0288.hk,doll_7.42 b,doll_0.58,hong kong
1780,skf (svenska kullagerfabriken),skf-b.st,doll_7.42 b,doll_16.27,sweden
1781,covestro,1cov.f,doll_7.41 b,doll_38.40,germany
1782,advanced drainage systems,wms,doll_7.41 b,doll_89.51,usa
1783,orkla,orklf,doll_7.40 b,doll_7.30,norway
1784,banco santander-chile,bsac,doll_7.40 b,doll_15.56,chile
1785,otp bank,otp.f,doll_7.39 b,doll_26.46,ngary
1786,healthcare realty,hr,doll_7.39 b,doll_19.44,usa
1787,kingdom holding,4280.sr,doll_7.39 b,doll_2.00,s. arabia
1788,inspire medical systems,insp,doll_7.39 b,doll_255.87,usa
1789,bkw ag ,bkw.sw,doll_7.37 b,doll_139.76,switzerland
1790,icici lombard,icicigi.ns,doll_7.37 b,doll_15.00,india
1791,taiwan cement,1101.tw,doll_7.35 b,doll_1.09,taiwan
1792,nestle malaysia,4707.kl,doll_7.35 b,doll_31.35,malaysia
1793,japan exchange group,8697.t,doll_7.34 b,doll_13.92,japan
1794,signature bank,sbny,doll_7.34 b,doll_116.65,usa
1795,kt corporation,kt,doll_7.33 b,doll_14.28,s. korea
1796,kongsberg gruppen,kog.ol,doll_7.33 b,doll_41.49,norway
1797,hankyu hanshin holdings,9042.t,doll_7.32 b,doll_30.42,japan
1798,royal gold,rgld,doll_7.32 b,doll_111.56,usa
1799,wex,wex,doll_7.31 b,doll_167.79,usa
1800,zozo,3092.t,doll_7.30 b,doll_24.37,japan
1801,old republic international,ori,doll_7.30 b,doll_24.00,usa
1802,procore,pcor,doll_7.29 b,doll_52.88,usa
1803,monotaro,3064.t,doll_7.29 b,doll_14.68,japan
1804,rakuten,4755.t,doll_7.29 b,doll_4.59,japan
1805,ralph lauren,rl,doll_7.28 b,doll_110.47,usa
1806,edison,ednr.mi,doll_7.28 b,doll_1.52,italy
1807,donaldson,dci,doll_7.28 b,doll_59.86,usa
1808,organon,ogn,doll_7.27 b,doll_28.62,usa
1809,misc berhad,3816.kl,doll_7.27 b,doll_1.63,malaysia
1810,elm company,7203.sr,doll_7.26 b,doll_90.87,s. arabia
1811,sabesp,sbs,doll_7.26 b,doll_10.38,brazil
1812,rational ag,raa.f,doll_7.25 b,doll_636.44,germany
1813,agilon health,agl,doll_7.25 b,doll_17.62,usa
1814,uipath,path,doll_7.23 b,doll_13.09,usa
1815,chubu electric power,9502.t,doll_7.23 b,doll_9.57,japan
1816,aselsan,asels.is,doll_7.23 b,doll_3.17,turkey
1817,aisin seiki,7259.t,doll_7.22 b,doll_26.82,japan
1818,uwm holdings,uwmc,doll_7.22 b,doll_4.50,usa
1819,woori financial group,wf,doll_7.22 b,doll_29.10,s. korea
1820,berger paints,bergepaint.ns,doll_7.20 b,doll_7.38,india
1821,caci,caci,doll_7.20 b,doll_304.70,usa
1822,unimicron,3037.tw,doll_7.17 b,doll_4.85,taiwan
1823,singapore exchange,s68.si,doll_7.15 b,doll_6.69,singapore
1824,yang ming,2609.tw,doll_7.13 b,doll_2.04,taiwan
1825,valmont industries,vmi,doll_7.13 b,doll_334.44,usa
1826,daito trust construction,1878.t,doll_7.12 b,doll_104.44,japan
1827,israel discount bank,isday,doll_7.12 b,doll_57.51,israel
1828,canara bank,canbk.ns,doll_7.11 b,doll_3.92,india
1829,zions bancorporation,zion,doll_7.11 b,doll_47.54,usa
1830,unipolsai,us.mi,doll_7.11 b,doll_2.51,italy
1831,kbr,kbr,doll_7.10 b,doll_51.82,usa
1832,new world development company,0017.hk,doll_7.10 b,doll_2.82,hong kong
1833,omega healthcare,ohi,doll_7.09 b,doll_29.44,usa
1834,medical properties trust,mpw,doll_7.09 b,doll_11.86,usa
1835,hess midstream,hesm,doll_7.08 b,doll_29.56,usa
1836,cathay pacific,0293.hk,doll_7.08 b,doll_1.10,hong kong
1837,accor,ac.pa,doll_7.08 b,doll_26.70,france
1838,far eastone,4904.tw,doll_7.08 b,doll_2.17,taiwan
1839,magnit,mgnt.me,doll_7.07 b,doll_69.47,russia
1840,telefónica deutschland (o2),o2d.de,doll_7.06 b,doll_2.38,germany
1841,aptargroup,atr,doll_7.06 b,doll_108.24,usa
1842,china development financial,2883.tw,doll_7.04 b,doll_0.42,taiwan
1843,northland power,npi.to,doll_7.03 b,doll_28.68,canada
1844,roku,roku,doll_7.03 b,doll_50.50,usa
1845,emcor,eme,doll_7.03 b,doll_147.56,usa
1846,karuna therapeutics,krtx,doll_7.02 b,doll_204.57,usa
1847,sampoerna,hsz.f,doll_7.02 b,doll_0.06000,indonesia
1848,dolby,dlb,doll_7.02 b,doll_73.17,usa
1849,upl,upl.ns,doll_7.00 b,doll_9.34,india
1850,hanwha solutions,009830.ks,doll_7.00 b,doll_36.98,s. korea
1851,empire company,emp-a.to,doll_7.00 b,doll_26.89,canada
1852,samsara,iot,doll_6.99 b,doll_13.49,usa
1853,doximity,docs,doll_6.99 b,doll_36.33,usa
1854,planet fitness,plnt,doll_6.98 b,doll_78.00,usa
1855,autoliv,alv,doll_6.98 b,doll_80.41,sweden
1856,sunrun,run,doll_6.97 b,doll_32.73,usa
1857,mastec,mtz,doll_6.97 b,doll_89.15,usa
1858,grifols,grfs,doll_6.97 b,doll_8.26,spain
1859,copenhagen airport,klh.f,doll_6.96 b,doll_870.58,denmark
1860,range resources,rrc,doll_6.95 b,doll_26.45,usa
1861,coty,coty,doll_6.93 b,doll_8.16,usa
1862,ocado,ocdo.l,doll_6.93 b,doll_8.39,uk
1863,ascendis pharma,asnd,doll_6.92 b,doll_121.47,denmark
1864,korean air lines,003495.ks,doll_6.91 b,doll_23.50,s. korea
1865,raiadrogasil,radl3.sa,doll_6.90 b,doll_4.19,brazil
1866,southwestern energy,swn,doll_6.89 b,doll_6.25,usa
1867,bâloise,baln.sw,doll_6.89 b,doll_152.61,switzerland
1868,dentsply sirona,xray,doll_6.88 b,doll_32.05,usa
1869,meiji holdings,2269.t,doll_6.88 b,doll_49.10,japan
1870,nissan chemical,4021.t,doll_6.88 b,doll_49.10,japan
1871,brixmor property group,brx,doll_6.88 b,doll_22.95,usa
1872,mindtree,mindtree.ns,doll_6.87 b,doll_41.69,india
1873,türkiye petrol rafinerileri,tuprs.is,doll_6.86 b,doll_24.95,turkey
1874,nippon sanso,4091.t,doll_6.85 b,doll_15.84,japan
1875,graphic packaging,gpk,doll_6.85 b,doll_22.31,usa
1876,idemitsu kosan,5019.t,doll_6.85 b,doll_23.04,japan
1877,nexstar media group,nxst,doll_6.84 b,doll_181.54,usa
1878,yamaha,7951.t,doll_6.83 b,doll_39.85,japan
1879,alfamart,amrt.jk,doll_6.83 b,doll_0.16,indonesia
1880,hitachi metals,5486.t,doll_6.83 b,doll_15.98,japan
1881,toho co.,9602.t,doll_6.82 b,doll_39.04,japan
1882,atlas arteria,alx.ax,doll_6.82 b,doll_4.71,australia
1883,matador resources,mtdr,doll_6.81 b,doll_57.68,usa
1884,tube investments of india,tiindia.ns,doll_6.81 b,doll_35.29,india
1885,first industrial realty trust,fr,doll_6.81 b,doll_50.36,usa
1886,confluent,cflt,doll_6.81 b,doll_23.78,usa
1887,bachem,banb.sw,doll_6.80 b,doll_92.34,switzerland
1888,megacable holdings,megacpo.mx,doll_6.80 b,doll_2.65,mexico
1889,eastgroup properties,egp,doll_6.79 b,doll_156.02,usa
1890,ote group,ote.f,doll_6.79 b,doll_15.53,greece
1891,igm financial,igm.to,doll_6.79 b,doll_28.59,canada
1892,amplifon,amp.mi,doll_6.79 b,doll_30.24,italy
1893,swiss prime site,spsn.sw,doll_6.78 b,doll_88.51,switzerland
1894,asr nederland,asrnl.as,doll_6.78 b,doll_45.29,netherlands
1895,washington h. soul pattinson and company (whsp),sol.ax,doll_6.77 b,doll_18.78,australia
1896,klépierre,li.pa,doll_6.77 b,doll_23.74,france
1897,capcom,9697.t,doll_6.76 b,doll_31.74,japan
1898,gmo payment gateway,3769.t,doll_6.76 b,doll_89.17,japan
1899,jindal steel & power,jindalstel.ns,doll_6.75 b,doll_6.62,india
1900,arkema,ake.pa,doll_6.74 b,doll_90.12,france
1901,harley-davidson,hog,doll_6.74 b,doll_46.13,usa
1902,jfe holdings,5411.t,doll_6.74 b,doll_11.71,japan
1903,itt,itt,doll_6.73 b,doll_81.44,usa
1904,ncsoft,036570.ks,doll_6.73 b,doll_331.63,s. korea
1905,davita,dva,doll_6.73 b,doll_74.71,usa
1906,hero motocorp,heromotoco.ns,doll_6.73 b,doll_33.68,india
1907,indian railway catering & tourism,irctc.ns,doll_6.72 b,doll_8.40,india
1908,arrow electronics,arw,doll_6.72 b,doll_109.28,usa
1909,holmen,holm-b.st,doll_6.71 b,doll_39.95,sweden
1910,t&d holdings,8795.t,doll_6.71 b,doll_12.04,japan
1911,trend micro,4704.t,doll_6.70 b,doll_48.22,japan
1912,pgnig,7gg.f,doll_6.70 b,doll_1.12,poland
1913,bok financial,bokf,doll_6.70 b,doll_99.65,usa
1914,minebeamitsumi,6479.t,doll_6.69 b,doll_16.49,japan
1915,texas roadhouse,txrh,doll_6.69 b,doll_100.04,usa
1916,centrica,cna.l,doll_6.68 b,doll_1.13,uk
1917,zomato,zomato.ns,doll_6.68 b,doll_0.78,india
1918,globalwafers,6488.two,doll_6.68 b,doll_15.35,taiwan
1919,skanska,ska-b.st,doll_6.66 b,doll_16.42,sweden
1920,symbotic,sym,doll_6.66 b,doll_11.98,usa
1921,treasury wine estates,twe.ax,doll_6.66 b,doll_9.23,australia
1922,türkiye is bankasi,isctr.is,doll_6.65 b,doll_0.64,turkey
1923,merdeka copper gold,mdka.jk,doll_6.65 b,doll_0.28,indonesia
1924,clearway energy,cwen,doll_6.65 b,doll_33.81,usa
1925,şişecam,sise.is,doll_6.64 b,doll_2.17,turkey
1926,assurant,aiz,doll_6.63 b,doll_125.64,usa
1927,whitbread,wtb.l,doll_6.63 b,doll_32.85,uk
1928,hunter douglas,hdg.as,doll_6.63 b,doll_190.72,netherlands
1929,pandora,3p7.f,doll_6.63 b,doll_73.41,denmark
1930,wan hai lines,2615.tw,doll_6.62 b,doll_2.36,taiwan
1931,cae,cae,doll_6.61 b,doll_20.82,canada
1932,tis,3626.t,doll_6.61 b,doll_27.34,japan
1933,levi strauss,levi,doll_6.61 b,doll_16.77,usa
1934,torrent pharmaceuticals,torntpharm.ns,doll_6.61 b,doll_19.54,india
1935,canadian tire,ctc.to,doll_6.58 b,doll_195.33,canada
1936,zoomlion,1157.hk,doll_6.58 b,doll_0.48,china
1937,reynolds consumer,reyn,doll_6.58 b,doll_31.36,usa
1938,nextera energy partners,nep,doll_6.57 b,doll_75.99,usa
1939,murphy oil,mur,doll_6.57 b,doll_42.30,usa
1940,skechers,skx,doll_6.57 b,doll_42.39,usa
1941,cpfl energia,cpfe3.sa,doll_6.57 b,doll_5.70,brazil
1942,sensata technologies,st,doll_6.56 b,doll_42.94,usa
1943,ingredion,ingr,doll_6.55 b,doll_99.99,usa
1944,medpace,medp,doll_6.54 b,doll_210.60,usa
1945,osaka gas,9532.t,doll_6.54 b,doll_15.74,japan
1946,indus towers,industower.ns,doll_6.53 b,doll_2.43,india
1947,mitsubishi motors,7211.t,doll_6.52 b,doll_4.39,japan
1948,western alliance bancorporation,wal,doll_6.50 b,doll_59.77,usa
1949,nippon prologis reit,3283.t,doll_6.50 b,"doll_2,437",japan
1950,etihad etisalat (mobily),7020.sr,doll_6.50 b,doll_8.45,s. arabia
1951,curtiss-wright,cw,doll_6.49 b,doll_169.62,usa
1952,h&r block,hrb,doll_6.49 b,doll_41.78,usa
1953,garantibank,garan.is,doll_6.48 b,doll_1.54,turkey
1954,info edge,naukri.ns,doll_6.48 b,doll_50.21,india
1955,concentrix,cnxc,doll_6.48 b,doll_125.49,usa
1956,amkor technology,amkr,doll_6.48 b,doll_26.46,usa
1957,iridium communications,irdm,doll_6.48 b,doll_51.59,usa
1958,nvent electric,nvt,doll_6.48 b,doll_38.91,uk
1959,gentex,gntx,doll_6.47 b,doll_27.61,usa
1960,mohawk industries,mhk,doll_6.47 b,doll_101.94,usa
1961,bid corp,bid.jo,doll_6.47 b,doll_19.39,south africa
1962,great eastern,g07.si,doll_6.46 b,doll_13.67,singapore
1963,mapletree commercial trust,n2iu.si,doll_6.46 b,doll_1.23,singapore
1964,asus,2357.tw,doll_6.45 b,doll_8.69,taiwan
1965,silergy,6415.tw,doll_6.44 b,doll_16.93,china
1966,demant,wdh1.f,doll_6.44 b,doll_27.87,denmark
1967,nemetschek,nem.f,doll_6.44 b,doll_53.01,germany
1968,wesco international,wcc,doll_6.43 b,doll_126.55,usa
1969,krafton,259960.ks,doll_6.43 b,doll_137.16,s. korea
1970,houlihan lokey,hli,doll_6.42 b,doll_93.61,usa
1971,indorama ventures,i93a.f,doll_6.42 b,doll_1.13,thailand
1972,clean harbors,clh,doll_6.42 b,doll_118.76,usa
1973,wacker chemie,wch.f,doll_6.41 b,doll_129.20,germany
1974,dws group,dws.f,doll_6.41 b,doll_32.08,germany
1975,sainsbury's,sbry.l,doll_6.41 b,doll_2.71,uk
1976,rtl group,rrtl.f,doll_6.41 b,doll_41.44,luxembourg
1977,gamestop,gme,doll_6.41 b,doll_21.05,usa
1978,daifuku,6383.t,doll_6.40 b,doll_50.86,japan
1979,generac power systems,gnrc,doll_6.40 b,doll_101.15,usa
1980,starwood property trust,stwd,doll_6.40 b,doll_20.04,usa
1981,pi industries,piind.ns,doll_6.39 b,doll_42.14,india
1982,goto,goto.jk,doll_6.39 b,doll_0.01000,indonesia
1983,hulic,3003.t,doll_6.38 b,doll_8.38,japan
1984,kintetsu ghd,9041.t,doll_6.38 b,doll_33.58,japan
1985,rbc bearings,rbc,doll_6.38 b,doll_220.01,usa
1986,turquoise hill resources,trq,doll_6.37 b,doll_31.70,canada
1987,melrose industries,mro.l,doll_6.37 b,doll_1.57,uk
1988,fosun,0656.hk,doll_6.37 b,doll_0.78,china
1989,stifel,sf,doll_6.37 b,doll_59.99,usa
1990,murphy usa,musa,doll_6.37 b,doll_281.94,usa
1991,soitec,soi.pa,doll_6.36 b,doll_178.75,france
1992,cts eventim,evd.f,doll_6.35 b,doll_66.25,germany
1993,norwegian cruise line,nclh,doll_6.35 b,doll_15.08,usa
1994,reece group,reh.ax,doll_6.33 b,doll_9.81,australia
1995,makita,6586.t,doll_6.33 b,doll_23.34,japan
1996,agree realty,adc,doll_6.33 b,doll_71.23,usa
1997,swedish orphan biovitrum,sobi.st,doll_6.33 b,doll_21.40,sweden
1998,qualtrics,xm,doll_6.33 b,doll_10.72,usa
1999,ritchie bros. auctioneers,rba,doll_6.32 b,doll_57.07,canada
2000,west fraser timber,wfg,doll_6.32 b,doll_75.62,canada
2001,bosch india,boschltd.ns,doll_6.32 b,doll_214.38,india
2002,saia,saia,doll_6.32 b,doll_238.89,usa
2003,united tractors,uty.f,doll_6.32 b,doll_1.65,indonesia
2004,kinsale capital group,knsl,doll_6.31 b,doll_273.64,usa
2005,spark new zealand,nztcf,doll_6.31 b,doll_3.37,new zealand
2006,sanlam,slm.jo,doll_6.30 b,doll_2.75,south africa
2007,tele2,tel2-a.st,doll_6.30 b,doll_9.38,sweden
2008,prosperity bancshares,pb,doll_6.30 b,doll_69.00,usa
2009,wyndham hotels & resorts,wh,doll_6.30 b,doll_71.33,usa
2010,magnolia oil & gas,mgy,doll_6.29 b,doll_23.21,usa
2011,pldt,phi,doll_6.28 b,doll_28.67,ilippines
2012,choice hotels international,chh,doll_6.27 b,doll_117.82,usa
2013,dxc technology,dxc,doll_6.27 b,doll_27.29,usa
2014,shriram transport finance,srtransfin.ns,doll_6.27 b,doll_16.75,india
2015,santander polska,bzi.f,doll_6.26 b,doll_60.19,poland
2016,industrial bank of korea (ibk),024110.ks,doll_6.25 b,doll_8.41,s. korea
2017,japan post insurance,7181.t,doll_6.25 b,doll_16.17,japan
2018,stockland,sgp.ax,doll_6.24 b,doll_2.62,australia
2019,polaris,pii,doll_6.24 b,doll_107.77,usa
2020,mdu resources,mdu,doll_6.24 b,doll_30.69,usa
