,name,code,rank,marketcap,country,shareprice,change_1day,change_1year,categories
2498,Excel Industries,EXCELINDUS.NS,6142.0,doll_0.18 B,India,doll_14.67,-0.82_perc,27.68_perc,['Chemicals']
2499,Ellomay Capital,ELLO,6141.0,doll_0.18 B,Israel,doll_14.38,-4.15_perc,-52.78_perc,['Renewableenergy']
2500,Indorama Synthetics,INDORAMA.NS,6140.0,doll_0.18 B,India,doll_0.71,5.32_perc,-1.39_perc,[]
2501,,,,,,,,,
2502,Accuray,ARAY,6138.0,doll_0.18 B,USA,doll_1.98,-1.98_perc,-60.79_perc,['Medicaldevices']
2503,,,,,,,,,
2504,,,,,,,,,
2505,Quad,QUAD,6134.0,doll_0.18 B,USA,doll_3.54,1.43_perc,-8.29_perc,['Advertising']
2506,,,,,,,,,
2507,,,,,,,,,
2508,,,,,,,,,
2509,Oriental Aromatics,OAL.NS,6129.0,doll_0.18 B,India,doll_5.56,0.81_perc,-44.95_perc,['Chemicals']
2510,,,,,,,,,
2511,,,,,,,,,
2512,,,,,,,,,
2513,Stratus Properties,STRS,6126.0,doll_0.18 B,USA,doll_23.00,1.86_perc,-37.06_perc,['Realestate']
2514,,,,,,,,,
2515,,,,,,,,,
2516,FingerMotion,FNGR,6123.0,doll_0.18 B,USA,doll_4.13,0.24_perc,-24.64_perc,['Financialservices']
2517,JOANN,JOAN,6122.0,doll_0.18 B,USA,doll_4.65,-2.92_perc,-52.70_perc,['Retail']
2518,Platinum Group Metals,PLG,6139.0,doll_0.18 B,Canada,doll_1.81,4.02_perc,-13.81_perc,['Mining']
2519,,,,,,,,,
2520,,,,,,,,,
2521,,,,,,,,,
2522,LL Flooring,LL,6118.0,doll_0.19 B,USA,doll_6.51,-0.15_perc,-61.62_perc,['Retail']
2523,,,,,,,,,
2524,KCP Limited,KCP.NS,6116.0,doll_0.19 B,India,doll_1.49,0.41_perc,-12.35_perc,[]
2525,,,,,,,,,
2526,GreenLight Biosciences,GRNA,6114.0,doll_0.19 B,USA,doll_1.27,-2.31_perc,-87.22_perc,['Biotech']
2527,,,,,,,,,
2528,,,,,,,,,
2529,Kingfa Science & Technology,KINGFA.NS,6111.0,doll_0.19 B,India,doll_15.82,-1.19_perc,28.72_perc,[]
2530,Wendt India,WENDT.NS,6110.0,doll_0.19 B,India,doll_96.82,0.64_perc,40.54_perc,[]
2531,,,,,,,,,
2532,SmileDirectClub,SDC,6107.0,doll_0.19 B,USA,doll_0.50,0.70_perc,-83.92_perc,[]
2533,China Automotive Systems,CAAS,6108.0,doll_0.19 B,China,doll_6.43,14.01_perc,120.21_perc,['AutomotiveSuppliers']
2534,,,,,,,,,
2535,Danimer Scientific,DNMR,6104.0,doll_0.19 B,USA,doll_1.93,-3.98_perc,-84.83_perc,['Chemicals']
2536,,,,,,,,,
2537,Shalby,SHALBY.NS,6102.0,doll_0.19 B,India,doll_1.82,0.84_perc,-1.09_perc,['Healthcare']
2538,,,,,,,,,
2539,,,,,,,,,
2540,,,,,,,,,
2541,,,,,,,,,
2542,Shankara Building,SHANKARA.NS,6078.0,doll_0.20 B,India,doll_8.94,1.76_perc,35.25_perc,[]
2543,Immutep,IMMP,6077.0,doll_0.20 B,Australia,doll_2.23,-2.19_perc,-32.42_perc,['Pharmaceuticals']
2544,Lifetime Brands,LCUT,6076.0,doll_0.20 B,USA,doll_9.31,-2.21_perc,-44.45_perc,['HomeKitchenAppliances']
2545,MPS Limited,MPSLTD.NS,6075.0,doll_0.20 B,India,doll_11.97,3.43_perc,28.30_perc,['Education']
2546,,,,,,,,,
2547,,,,,,,,,
2548,Kamada,KMDA,6073.0,doll_0.20 B,Israel,doll_4.57,0.44_perc,-28.37_perc,[]
2549,,,,,,,,,
2550,,,,,,,,,
2551,Caesarstone,CSTE,6069.0,doll_0.20 B,Israel,doll_6.00,-1.64_perc,-47.87_perc,[]
2552,,,,,,,,,
2553,,,,,,,,,
2554,,,,,,,,,
2555,,,,,,,,,
2556,Tactile Medical,TCMD,6063.0,doll_0.20 B,USA,doll_10.34,-1.34_perc,-50.67_perc,['Medicaldevices']
2557,,,,,,,,,
2558,Semler Scientific,SMLR,6061.0,doll_0.20 B,USA,doll_30.55,0.79_perc,-68.42_perc,['DiagnosticsandTesting']
2559,,,,,,,,,
2560,Tamil Nadu Newsprint and Papers Limited,TNPL.NS,6060.0,doll_0.20 B,India,doll_3.02,0.67_perc,81.93_perc,[]
2561,,,,,,,,,
2562,,,,,,,,,
2563,EMX Royalty,EMX,6056.0,doll_0.21 B,Canada,doll_1.90,1.06_perc,-24.90_perc,[]
2564,Genius Brands,GNUS,6055.0,doll_0.21 B,USA,doll_0.66,-3.62_perc,-45.90_perc,['Entertainment']
2565,The Joint Corp.,JYNT,6053.0,doll_0.21 B,USA,doll_14.57,-0.55_perc,-80.06_perc,[]
2566,Portman Ridge,PTMN,6052.0,doll_0.21 B,USA,doll_22.05,-0.54_perc,-9.93_perc,['Investment']
2567,,,,,,,,,
2568,,,,,,,,,
2569,,,,,,,,,
2570,,,,,,,,,
2571,Maruzen,5982.T,6047.0,doll_0.21 B,Japan,doll_13.13,0.00_perc,-28.17_perc,['Retail']
2572,,,,,,,,,
2573,,,,,,,,,
2574,Motorcar Parts of America,MPAA,6044.0,doll_0.21 B,USA,doll_10.98,-4.19_perc,-43.61_perc,['autoparts']
2575,Nordic Paper,NPAPER.ST,6045.0,doll_0.21 B,Sweden,doll_3.14,1.71_perc,-23.60_perc,['Pulpandpaper']
2576,,,,,,,,,
2577,,,,,,,,,
2578,,,,,,,,,
2579,,,,,,,,,
2580,TMC the metals company,TMC,6039.0,doll_0.21 B,Canada,doll_0.81,0.00_perc,-66.11_perc,['Mining']
2581,,,,,,,,,
2582,,,,,,,,,
2583,,,,,,,,,
2584,,,,,,,,,
2585,,,,,,,,,
2586,,,,,,,,,
2587,Brightcove,BCOV,6033.0,doll_0.21 B,USA,doll_5.14,-1.15_perc,-47.82_perc,['Internet']
2588,,,,,,,,,
2589,Nelco,NELCO.NS,6031.0,doll_0.21 B,India,doll_9.50,-1.02_perc,-4.14_perc,['Telecommunication']
2590,,,,,,,,,
2591,,,,,,,,,
2592,,,,,,,,,
2593,AXT Inc,AXTI,6026.0,doll_0.21 B,USA,doll_5.00,-2.34_perc,-41.11_perc,['Semiconductors']
2594,,,,,,,,,
2595,,,,,,,,,
2596,,,,,,,,,
2597,,,,,,,,,
2598,,,,,,,,,
2599,,,,,,,,,
2600,,,,,,,,,
2601,Lumax Industries,LUMAXIND.NS,6019.0,doll_0.21 B,India,doll_23.46,4.35_perc,27.50_perc,['AutomotiveSuppliers']
2602,,,,,,,,,
2603,UBM Development,UBS.VI,6016.0,doll_0.22 B,Austria,doll_29.53,-1.75_perc,-39.44_perc,['Realestate']
2604,,,,,,,,,
2605,Tide Water Oil,TIDEWATER.NS,6013.0,doll_0.22 B,India,doll_12.67,-0.26_perc,-37.22_perc,[]
2606,,,,,,,,,
2607,Lineage Cell Therapeutics,LCTX,6014.0,doll_0.22 B,USA,doll_1.30,-6.47_perc,-43.48_perc,['Pharmaceuticals']
2608,,,,,,,,,
2609,,,,,,,,,
2610,Vidhi Specialty Food,VIDHIING.NS,6008.0,doll_0.22 B,India,doll_4.44,-1.25_perc,0.45_perc,['Food']
2611,Gallantt Ispat,GALLISPAT.NS,6007.0,doll_0.22 B,India,doll_0.79,1.17_perc,21.54_perc,[]
2612,,,,,,,,,
2613,,,,,,,,,
2614,,,,,,,,,
2615,ADC Therapeutics,ADCT,6004.0,doll_0.22 B,Switzerland,doll_2.87,-15.84_perc,-86.54_perc,[]
2616,TrueCar,TRUE,6002.0,doll_0.22 B,USA,doll_2.53,-8.00_perc,-30.87_perc,[]
2617,Pulmonx,LUNG,5982.0,doll_0.23 B,USA,doll_6.16,1.32_perc,-81.81_perc,['Medicaldevices']
2618,HF Foods Group,HFFG,6003.0,doll_0.22 B,USA,doll_4.15,-0.72_perc,-45.75_perc,['Food']
2619,,,,,,,,,
2620,,,,,,,,,
2621,,,,,,,,,
2622,Voxx International,VOXX,5979.0,doll_0.23 B,USA,doll_9.65,-0.62_perc,-11.55_perc,['Electronics']
2623,Texmaco Rail & Engineering,TEXRAIL.NS,5978.0,doll_0.23 B,India,doll_0.70,-1.37_perc,89.19_perc,['Engineering']
2624,Commercial Vehicle Group (CVG),CVGI,5977.0,doll_0.23 B,USA,doll_6.97,2.05_perc,-21.86_perc,[]
2625,,,,,,,,,
2626,Urban One,UONE,5975.0,doll_0.23 B,USA,doll_5.22,1.16_perc,3.37_perc,['MediaPress']
2627,,,,,,,,,
2628,,,,,,,,,
2629,Consolidated Water,CWCO,5972.0,doll_0.23 B,Cayman Islands,doll_14.76,1.65_perc,31.43_perc,[]
2630,,,,,,,,,
2631,,,,,,,,,
2632,Thorne HealthTech,THRN,5968.0,doll_0.23 B,USA,doll_4.46,-3.04_perc,-38.06_perc,['Dietarysupplements']
2633,,,,,,,,,
2634,,,,,,,,,
2635,,,,,,,,,
2636,,,,,,,,,
2637,Alto Ingredients,ALTO,5965.0,doll_0.23 B,USA,doll_3.14,-2.18_perc,-37.70_perc,['Food']
2638,,,,,,,,,
2639,,,,,,,,,
2640,The Beachbody Company,BODY,5961.0,doll_0.23 B,USA,doll_0.76,-4.42_perc,-68.72_perc,[]
2641,,,,,,,,,
2642,CompX International,CIX,5957.0,doll_0.23 B,USA,doll_19.50,3.78_perc,-10.84_perc,[]
2643,Kimball International,KBAL,5959.0,doll_0.23 B,USA,doll_6.53,-4.11_perc,-38.16_perc,['Furniture']
2644,Jagran Prakashan,JAGRAN.NS,5956.0,doll_0.24 B,India,doll_0.91,0.67_perc,8.33_perc,['MediaPress']
2645,Greenply,GREENPLY.NS,5958.0,doll_0.23 B,India,doll_1.95,0.03_perc,-31.34_perc,[]
2646,,,,,,,,,
2647,,,,,,,,,
2648,,,,,,,,,
2649,,,,,,,,,
2650,,,,,,,,,
2651,,,,,,,,,
2652,First Internet Bancorp,INBK,5951.0,doll_0.24 B,USA,doll_26.19,-0.34_perc,-40.22_perc,['Financialservices']
2653,Oil-Dri Corporation Of America,ODC,5946.0,doll_0.24 B,USA,doll_34.12,4.86_perc,3.58_perc,[]
2654,,,,,,,,,
2655,,,,,,,,,
2656,Hindustan Sanitaryware & Industries,HSIL.NS,5942.0,doll_0.24 B,India,doll_3.77,-0.91_perc,32.75_perc,[]
2657,The Arena Group,AREN,5943.0,doll_0.24 B,USA,doll_13.37,-0.52_perc,-6.50_perc,['MediaPress']
2658,Apollo Pipes,APOLLOPIPE.NS,5940.0,doll_0.24 B,India,doll_6.22,1.65_perc,-18.80_perc,[]
2659,,,,,,,,,
2660,,,,,,,,,
2661,Luna Innovations,LUNA,5941.0,doll_0.24 B,USA,doll_7.41,1.37_perc,-15.02_perc,['Aerospace']
2662,,,,,,,,,
2663,Jain Irrigation Systems,JISLDVREQS.NS,5936.0,doll_0.24 B,India,doll_0.23,0.00_perc,-34.29_perc,[]
2664,DHI Group,DHX,5934.0,doll_0.24 B,USA,doll_5.13,-3.39_perc,-7.23_perc,['Financialservices']
2665,Vst Tillers Tractors,VSTTILLERS.NS,5933.0,doll_0.24 B,India,doll_28.39,0.36_perc,-27.43_perc,[]
2666,Casa Systems,CASA,5935.0,doll_0.24 B,USA,doll_2.59,-3.36_perc,-49.71_perc,['Telecommunicationsequipment']
2667,Information Services Group,III,5932.0,doll_0.24 B,USA,doll_5.13,-1.91_perc,-35.96_perc,['Professionalservices']
2668,Force Motors,FORCEMOT.NS,5930.0,doll_0.24 B,India,doll_18.75,1.80_perc,9.91_perc,[]
2669,Pure Cycle (water),PCYO,5931.0,doll_0.24 B,USA,doll_10.27,-1.34_perc,-31.07_perc,['Utilitycompanies']
2670,,,,,,,,,
2671,,,,,,,,,
2672,Subros,SUBROS.NS,5927.0,doll_0.24 B,India,doll_3.79,1.35_perc,-18.84_perc,['AutomotiveSuppliers']
2673,,,,,,,,,
2674,,,,,,,,,
2675,,,,,,,,,
2676,,,,,,,,,
2677,,,,,,,,,
2678,,,,,,,,,
2679,Ocwen,OCN,5921.0,doll_0.25 B,USA,doll_33.15,0.79_perc,-8.40_perc,['Financialservices']
2680,,,,,,,,,
2681,Immersion Corporation,IMMR,5916.0,doll_0.25 B,USA,doll_7.82,2.49_perc,35.06_perc,[]
2682,,,,,,,,,
2683,,,,,,,,,
2684,,,,,,,,,
2685,Emerald Holding,EEX,5914.0,doll_0.25 B,USA,doll_3.75,-6.25_perc,-5.30_perc,[]
2686,,,,,,,,,
2687,Terran Orbital,LLAP,5915.0,doll_0.25 B,USA,doll_1.78,-8.72_perc,-82.02_perc,['Aerospace']
2688,Gati,GATI.NS,5913.0,doll_0.25 B,India,doll_1.95,-0.16_perc,-3.94_perc,['Courier']
2689,,,,,,,,,
2690,Nouveau Monde Graphite,NMG,5910.0,doll_0.25 B,Canada,doll_4.53,0.00_perc,-35.10_perc,['Mining']
2691,Big 5 Sporting Goods,BGFV,5908.0,doll_0.25 B,USA,doll_11.51,-1.29_perc,-45.11_perc,['Sportsgoods']
2692,,,,,,,,,
2693,,,,,,,,,
2694,,,,,,,,,
2695,Time Technoplast,TIMETECHNO.NS,5907.0,doll_0.25 B,India,doll_1.13,0.16_perc,16.49_perc,[]
2696,Alpha Tau Medical,DRTS,5903.0,doll_0.25 B,Israel,doll_3.72,-3.38_perc,-62.35_perc,['Biotech']
2697,Neuland Laboratories,NEULANDLAB.NS,5901.0,doll_0.25 B,India,doll_20.07,-3.03_perc,-13.34_perc,['Pharmaceuticals']
2698,Park Aerospace,PKE,5882.0,doll_0.26 B,USA,doll_12.87,-2.28_perc,-4.88_perc,['Aerospace']
2699,VA Tech Wabag,WABAG.NS,5902.0,doll_0.25 B,India,doll_4.13,2.56_perc,-6.77_perc,[]
2700,,,,,,,,,
2701,,,,,,,,,
2702,American Public Education,APEI,5880.0,doll_0.26 B,USA,doll_14.07,-0.14_perc,-36.25_perc,['Education']
2703,,,,,,,,,
2704,,,,,,,,,
2705,,,,,,,,,
2706,Mammoth Energy Services,TUSK,5874.0,doll_0.26 B,USA,doll_5.65,2.73_perc,160.37_perc,[]
2707,Wheels Up,UP,5875.0,doll_0.26 B,USA,doll_1.08,-8.47_perc,-75.40_perc,[]
2708,,,,,,,,,
2709,,,,,,,,,
2710,,,,,,,,,
2711,SeaSpine,SPNE,5871.0,doll_0.26 B,USA,doll_7.09,-2.34_perc,-48.96_perc,['Medicaldevices']
2712,Planet13,PLTH.CN,5870.0,doll_0.26 B,USA,doll_1.22,-7.26_perc,-66.67_perc,['Cannabis']
2713,Sundaram Finance,SUNDARMHLD.NS,5868.0,doll_0.26 B,India,doll_1.21,1.17_perc,13.08_perc,['Financialservices']
2714,Greenlight Reinsurance,GLRE,5869.0,doll_0.26 B,Cayman Islands,doll_7.69,-1.91_perc,7.85_perc,['Insurance']
2715,,,,,,,,,
2716,908 Devices,MASS,5864.0,doll_0.26 B,USA,doll_8.48,-4.18_perc,-69.80_perc,['Medicaldevices']
2717,,,,,,,,,
2718,,,,,,,,,
2719,Viemed Healthcare,VMD,5862.0,doll_0.26 B,USA,doll_7.05,-0.56_perc,26.12_perc,['Medicalequipment']
2720,LoveSac,LOVE,5863.0,doll_0.26 B,USA,doll_17.71,-21.25_perc,-72.56_perc,['Furniture']
2721,,,,,,,,,
2722,Zevia,ZVIA,5861.0,doll_0.26 B,USA,doll_4.18,1.46_perc,-46.48_perc,['Beverages']
2723,,,,,,,,,
2724,,,,,,,,,
2725,Solo Brands,DTC,5858.0,doll_0.27 B,USA,doll_4.27,-0.23_perc,-75.50_perc,[]
2726,,,,,,,,,
2727,,,,,,,,,
2728,,,,,,,,,
2729,,,,,,,,,
2730,Hovnanian Enterprises,HOV,5852.0,doll_0.27 B,USA,doll_48.14,1.16_perc,-54.07_perc,['Construction']
2731,J.Jill,JILL,5851.0,doll_0.27 B,USA,doll_27.04,14.14_perc,72.45_perc,['Clothing']
2732,,,,,,,,,
2733,,,,,,,,,
2734,PolyMet,PLM,5849.0,doll_0.27 B,Canada,doll_2.70,-3.91_perc,-10.60_perc,['Mining']
2735,,,,,,,,,
2736,F45 Training,FXLV,5847.0,doll_0.27 B,USA,doll_2.83,12.30_perc,-75.77_perc,[]
2737,,,,,,,,,
2738,SRA Holdings,3817.T,5844.0,doll_0.27 B,Japan,doll_22.39,-0.65_perc,-11.89_perc,[]
2739,,,,,,,,,
2740,,,,,,,,,
2741,Karat Packaging,KRT,5840.0,doll_0.27 B,USA,doll_13.93,-1.35_perc,-35.18_perc,['Packaging']
2742,,,,,,,,,
2743,,,,,,,,,
2744,Stoke Therapeutics,STOK,5838.0,doll_0.27 B,USA,doll_7.07,-1.12_perc,-65.93_perc,[]
2745,,,,,,,,,
2746,Gulf Oil Lubricants,GULFOILLUB.NS,5836.0,doll_0.27 B,India,doll_5.56,2.12_perc,-15.76_perc,[]
2747,,,,,,,,,
2748,Somany Ceramics,SOMANYCERA.NS,5832.0,doll_0.28 B,India,doll_6.61,0.37_perc,-39.02_perc,[]
2749,,,,,,,,,
2750,,,,,,,,,
2751,,,,,,,,,
2752,Regional Management,RM,5830.0,doll_0.28 B,USA,doll_29.37,-2.20_perc,-48.95_perc,['Insurance']
2753,,,,,,,,,
2754,,,,,,,,,
2755,,,,,,,,,
2756,,,,,,,,,
2757,,,,,,,,,
2758,Weight Watchers,WW,5823.0,doll_0.28 B,USA,doll_4.03,2.03_perc,-78.22_perc,[]
2759,Kyokuyo,1301.T,5822.0,doll_0.28 B,Japan,doll_26.41,-1.09_perc,-2.22_perc,['Food']
2760,India Glycols,INDIAGLYCO.NS,5821.0,doll_0.28 B,India,doll_9.18,0.54_perc,-20.59_perc,[]
2761,Affimed,AFMD,5820.0,doll_0.28 B,Germany,doll_1.91,-4.02_perc,-70.39_perc,['Pharmaceuticals']
2762,Electrosteel Castings,ELECTCAST.NS,5819.0,doll_0.28 B,India,doll_0.48,0.13_perc,9.09_perc,[]
2763,Ashoka Buildcon,ASHOKA.NS,5818.0,doll_0.28 B,India,doll_1.02,-0.18_perc,-20.31_perc,['Construction']
2764,Investors Title Company,ITIC,5817.0,doll_0.28 B,USA,doll_150.70,0.47_perc,-28.32_perc,['Insurance']
2765,,,,,,,,,
2766,,,,,,,,,
2767,,,,,,,,,
2768,,,,,,,,,
2769,,,,,,,,,
2770,,,,,,,,,
2771,,,,,,,,,
2772,,,,,,,,,
2773,,,,,,,,,
2774,NI Holdings,NODK,5807.0,doll_0.29 B,USA,doll_13.74,-1.72_perc,-29.57_perc,['Insurance']
2775,Sequent Scientific,SEQUENT.NS,5808.0,doll_0.28 B,India,doll_1.16,-1.64_perc,-43.96_perc,['Pharmaceuticals']
2776,,,,,,,,,
2777,,,,,,,,,
2778,,,,,,,,,
2779,MBM Resources,5983.KL,5802.0,doll_0.29 B,Malaysia,doll_0.75,0.61_perc,1.35_perc,[]
2780,,,,,,,,,
2781,,,,,,,,,
2782,,,,,,,,,
2783,,,,,,,,,
2784,,,,,,,,,
2785,Quotient Technology,QUOT,5779.0,doll_0.30 B,USA,doll_3.13,1.29_perc,-57.24_perc,['Advertising']
2786,Eargo,EAR,5780.0,doll_0.30 B,USA,doll_0.73,27.48_perc,-86.65_perc,['Medicaldevices']
2787,,,,,,,,,
2788,,,,,,,,,
2789,,,,,,,,,
2790,Humacyte,HUMA,5774.0,doll_0.30 B,USA,doll_2.97,-1.66_perc,-71.85_perc,['Biotech']
2791,,,,,,,,,
2792,,,,,,,,,
2793,,,,,,,,,
2794,,,,,,,,,
2795,,,,,,,,,
2796,,,,,,,,,
2797,Eastman Kodak Company,KODK,5768.0,doll_0.30 B,USA,doll_3.89,-2.02_perc,-32.47_perc,[]
2798,,,,,,,,,
2799,PTC India,PTC.NS,5765.0,doll_0.30 B,India,doll_1.04,-4.98_perc,-28.77_perc,[]
2800,,,,,,,,,
2801,Marksans Pharma,MARKSANS.NS,5764.0,doll_0.30 B,India,doll_0.77,-0.55_perc,-1.28_perc,['Pharmaceuticals']
2802,Qiwi,QIWI.ME,5763.0,doll_0.30 B,Cyprus,doll_4.95,5.69_perc,-40.29_perc,['Financialservices']
2803,Safe Bulkers,SB,5762.0,doll_0.30 B,Monaco,doll_2.60,-7.14_perc,-36.43_perc,['Transportation']
2804,,,,,,,,,
2805,,,,,,,,,
2806,OrganiGram Holdings,OGI,5759.0,doll_0.31 B,Canada,doll_0.99,-1.97_perc,-50.50_perc,['Cannabis']
2807,,,,,,,,,
2808,,,,,,,,,
2809,Holley,HLLY,5757.0,doll_0.31 B,USA,doll_2.64,-0.75_perc,-78.25_perc,[]
2810,,,,,,,,,
2811,Jaypee Group,JPASSOCIAT.NS,5754.0,doll_0.31 B,India,doll_0.13,0.48_perc,8.33_perc,[]
2812,Workhorse Group,WKHS,5753.0,doll_0.31 B,USA,doll_1.91,-8.61_perc,-64.37_perc,[]
2813,Miller Industries,MLR,5751.0,doll_0.31 B,USA,doll_27.52,0.66_perc,-17.70_perc,['SpecialtyVehicles']
2814,,,,,,,,,
2815,Puravankara,PURVA.NS,5750.0,doll_0.31 B,India,doll_1.33,6.07_perc,-25.28_perc,['Realestate']
2816,,,,,,,,,
2817,,,,,,,,,
2818,Black Rifle Coffee (BRC),BRCC,5747.0,doll_0.31 B,USA,doll_5.78,-2.36_perc,,['Beverages']
2819,Vasta Platform,VSTA,5745.0,doll_0.31 B,Brazil,doll_3.82,-5.21_perc,28.19_perc,['Education']
2820,,,,,,,,,
2821,,,,,,,,,
2822,HCI Group,HCI,5742.0,doll_0.31 B,USA,doll_36.12,-4.67_perc,-67.74_perc,[]
2823,Arvind,ARVIND.NS,5740.0,doll_0.31 B,India,doll_1.21,-0.75_perc,-21.94_perc,['Clothing']
2824,,,,,,,,,
2825,,,,,,,,,
2826,,,,,,,,,
2827,,,,,,,,,
2828,,,,,,,,,
2829,,,,,,,,,
2830,Honda Siel Power Products,HONDAPOWER.NS,5734.0,doll_0.31 B,India,doll_31.34,0.36_perc,76.17_perc,[]
2831,,,,,,,,,
2832,Gilat Telecom,GILT,5733.0,doll_0.31 B,Israel,doll_5.63,-0.71_perc,-24.63_perc,['Telecommunication']
2833,,,,,,,,,
2834,,,,,,,,,
2835,,,,,,,,,
2836,Innovid,CTV,5728.0,doll_0.32 B,USA,doll_2.40,-4.00_perc,-71.08_perc,['Advertising']
2837,,,,,,,,,
2838,Siyaram Silk Mills,SIYSIL.NS,5727.0,doll_0.32 B,India,doll_6.85,2.13_perc,14.93_perc,[]
2839,,,,,,,,,
2840,Arctic Paper,ARP.ST,5725.0,doll_0.32 B,Poland,doll_4.66,-0.21_perc,143.98_perc,['Pulpandpaper']
2841,,,,,,,,,
2842,,,,,,,,,
2843,Largo,LGO,5719.0,doll_0.32 B,Canada,doll_5.02,-0.40_perc,-47.71_perc,['Batteries']
2844,Sudarshan Chemical,SUDARSCHEM.NS,5721.0,doll_0.32 B,India,doll_4.67,-0.93_perc,-37.48_perc,['Chemicals']
2845,,,,,,,,,
2846,Gabriel India,GABRIEL.NS,5718.0,doll_0.32 B,India,doll_2.26,-0.37_perc,22.83_perc,[]
2847,,,,,,,,,
2848,Cosmo Films,COSMOFILMS.NS,5714.0,doll_0.32 B,India,doll_12.01,0.00_perc,-35.95_perc,[]
2849,,,,,,,,,
2850,Dynamic Materials Corporation,BOOM,5713.0,doll_0.32 B,USA,doll_16.80,-0.94_perc,-56.14_perc,[]
2851,,,,,,,,,
2852,NL Industries,NL,5711.0,doll_0.32 B,USA,doll_6.73,-0.30_perc,-3.86_perc,[]
2853,,,,,,,,,
2854,,,,,,,,,
2855,,,,,,,,,
2856,NanoString Technologies,NSTG,5707.0,doll_0.32 B,USA,doll_7.06,-0.56_perc,-82.67_perc,[]
2857,,,,,,,,,
2858,,,,,,,,,
2859,Precigen,PGEN,5702.0,doll_0.33 B,USA,doll_1.59,0.63_perc,-59.64_perc,['Pharmaceuticals']
2860,LexinFintech Holdings,LX,5705.0,doll_0.33 B,China,doll_1.79,-5.29_perc,-57.78_perc,['Financialservices']
2861,,,,,,,,,
2862,,,,,,,,,
2863,Belpointe OZ,OZ,5679.0,doll_0.34 B,USA,doll_100.05,0.05_perc,-0.02_perc,['Realestate']
2864,The Manitowoc Company,MTW,5704.0,doll_0.33 B,USA,doll_9.39,-0.95_perc,-53.00_perc,['Manufacturing']
2865,Astra Microwave,ASTRAMICRO.NS,5680.0,doll_0.34 B,India,doll_3.91,2.04_perc,15.34_perc,[]
2866,LumiraDx,LMDX,5677.0,doll_0.34 B,UK,doll_1.09,-10.66_perc,-88.02_perc,['DiagnosticsandTesting']
2867,Nilkamal,NILKAMAL.NS,5678.0,doll_0.34 B,India,doll_23.20,-0.23_perc,-24.01_perc,[]
2868,,,,,,,,,
2869,,,,,,,,,
2870,Blade Air Mobility,BLDE,5674.0,doll_0.34 B,USA,doll_4.84,-0.21_perc,-41.26_perc,['Transportation']
2871,Richardson Electronics,RELL,5673.0,doll_0.34 B,USA,doll_24.95,-2.35_perc,123.37_perc,['Electronics']
2872,,,,,,,,,
2873,,,,,,,,,
2874,,,,,,,,,
2875,North American Construction Group,NOA,5668.0,doll_0.34 B,Canada,doll_13.13,2.58_perc,-11.34_perc,['Construction']
2876,,,,,,,,,
2877,Kaveri Seed,KSCL.NS,5666.0,doll_0.35 B,India,doll_6.34,0.60_perc,-3.94_perc,['Agriculture']
2878,,,,,,,,,
2879,,,,,,,,,
2880,,,,,,,,,
2881,Summit Financial Group,SMMF,5662.0,doll_0.35 B,USA,doll_27.43,-1.40_perc,1.55_perc,['Financialservices']
2882,,,,,,,,,
2883,Arizona Metals,AMC.V,5660.0,doll_0.35 B,Canada,doll_2.92,3.10_perc,-27.72_perc,['Mining']
2884,Prime Focus,PFOCUS.NS,5661.0,doll_0.35 B,India,doll_1.17,7.95_perc,11.43_perc,[]
2885,,,,,,,,,
2886,,,,,,,,,
2887,Ooma,OOMA,5657.0,doll_0.35 B,USA,doll_14.55,-1.09_perc,-25.73_perc,['Telecommunication']
2888,NIU,NIU,5654.0,doll_0.35 B,China,doll_4.61,-8.71_perc,-76.24_perc,['ElectricVehicles']
2889,Aldeyra Therapeutics,ALDX,5656.0,doll_0.35 B,USA,doll_6.04,-2.58_perc,-17.60_perc,['Pharmaceuticals']
2890,,,,,,,,,
2891,,,,,,,,,
2892,,,,,,,,,
2893,,,,,,,,,
2894,,,,,,,,,
2895,iRadimed,IRMD,5649.0,doll_0.35 B,USA,doll_28.56,-0.76_perc,-40.83_perc,['Medicaldevices']
2896,,,,,,,,,
2897,,,,,,,,,
2898,,,,,,,,,
2899,,,,,,,,,
2900,Trinity Capital,TRIN,5644.0,doll_0.36 B,USA,doll_10.24,-1.25_perc,-37.25_perc,['Financialservices']
2901,,,,,,,,,
2902,,,,,,,,,
2903,,,,,,,,,
2904,National Fertilizers,NFL.NS,5641.0,doll_0.36 B,India,doll_0.73,-0.49_perc,8.96_perc,['Fertilizercompanies']
2905,,,,,,,,,
2906,Tredegar,TG,5638.0,doll_0.36 B,USA,doll_10.64,1.33_perc,-10.44_perc,[]
2907,GreenTree Hospitality,GHG,5637.0,doll_0.36 B,China,doll_3.53,-1.12_perc,-55.93_perc,[]
2908,Automotive Axles,AUTOAXLES.NS,5636.0,doll_0.36 B,India,doll_24.14,1.32_perc,40.02_perc,['AutomotiveSuppliers']
2909,Daily Journal,DJCO,5634.0,doll_0.36 B,USA,doll_264.43,-2.06_perc,-24.49_perc,['MediaPress']
2910,Taseko Mines,TGB,5635.0,doll_0.36 B,Canada,doll_1.27,-3.79_perc,-41.20_perc,['Mining']
2911,,,,,,,,,
2912,,,,,,,,,
