ID,name,country,headquarters,address,founded,employees,market_cap,revenue,profit,industry,sector,categories,ceo;
360,xpressbees,,,,2015,,,,,logistics,,,;
450,xl dynamics,,,,2002,,,,,accounting & auditing,,,;
459,xoriant,,,,1990,,,,,it services & consulting,,,;
617,xcelserv solutions,,,,2011,,,,,it services & consulting,,,;
702,xiaomi,,,,2010,,,,,consumer electronics & appliances,,,;
935,xebia,,,,2001,,,,,it services & consulting,,,;
1210,xyz company,,,,0,,,,,financial services,,,;
1414,xceedance,,,,2013,,,,,insurance,,,;
1486,xerox,,,,0,,,,,it services & consulting,,,;
1660,xavient digital - powered by telus international,,,,2002,,,,,it services & consulting,,,;
2042,xdbs,,,,2012,,,,,marketing & advertising,,,;
2217,xl health,,,,1997,,,,,insurance,,,;
2226,xchanging,,,,1998,,,,,it services & consulting,,,;
4016,xplore-tech services,,,,2004,,,,,bpo,,,;
4132,xrbia developers,,,,2012,,,,,real estate,,,;
4373,xpo logistics,,,,2011,,,,,logistics,,,;
4405,xylem water solutions,,,,2011,,,,,waste management,,,;
4588,xeam ventures,,,,2004,,,,,recruitment,,,;
4603,xeam ventures,,,,2004,,,,,recruitment,,,;
4752,xome,,,,2012,,,,,internet,,,;
4851,xalta food and beverages,,,,2015,,,,,beverage,,,;
5060,xseed education,,,,2008,,,,,edtech,,,;
5152,xenonstack,,,,2012,,,,,it services & consulting,,,;
5635,xylem resource management,,,,2007,,,,,recruitment,,,;
7662,xpitax solutions,,,,2006,,,,,accounting & auditing,,,;
7811,xpheno,,,,2016,,,,,recruitment,,,;
7917,xoxoday,,,,2012,,,,,software product,,,;
8163,xotik frujus,,,,2007,,,,,beverage,,,;
8559,xl catlin,,,,1986,,,,,insurance,,,;
8706,xl laboratories,,,,2001,,,,,pharma,,,;
8788,xiaomi service center,,,,0,,,,,,,,;
9466,xl india business services,,,,2003,,,,,financial services,,,;
11360,xpresspathconsultingoãå(16113568),,,                        Harju maakond Tallinn Kesklinna linnaosa Sakala tn 7-2 10141                            ,,,,,,,,,;
11506,xendit,indonesia,,,2014,,,,,fintech,,,;
11538,xiaoe tech,china,,,2015,,,,,internet software & services,,,;
11542,xiaoice,china,,,2020,,,,,e-commerce & direct-to-consumer,,,;
11557,xforceplus,china,,,2015,,,,,internet software & services,,,;
11669,xanadu,canada,,,2016,,,,,hardware,,,;
11968,xiaozhu,china,,,2012,,,,,travel,,,;
11987,ximalaya fm,china,,,2012,,,,,mobile & telecommunications,,,;
12110,xtalpi,china,,,2014,,,,,artificial intelligence,,,;
12126,xingyun group,china,,,2015,,,,,e-commerce & direct-to-consumer,,,;
12237,xinchao media,china,,,2007,,,,,internet software & services,,,;
12514,xingsheng selected,china,,,2009,,,,,e-commerce & direct-to-consumer,,,;
12538,xiaohongshu,china,,,2013,,,,,e-commerce & direct-to-consumer,,,;
12567,xiaohongshu,china,,,,,,,,e-commerce & direct-to-consumer,,,;
12588,xingsheng selected,china,,,,,,,,e-commerce & direct-to-consumer,,,;
12901,xinchao media,china,,,,,,,,internet software & services,,,;
13008,xingyun group,china,,,,,,,,e-commerce & direct-to-consumer,,,;
