valuetoday-annual_net_income_usd,forbes-assets,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,companiesmarketcap-pricecap,forbes-sales,disfold-market_cap,globaldata-market_cap,cbinsights-valuation,forbes-market_value,companiesmarketcap-share_price,ft-revenue_2020_eu,valuetoday-annual_revenue_usd,forbes-profit,ft-revenue_2017_eu,companiesmarketcap-earnings
doll_0.0029140000000000004 b,doll_1200.75 b,0,0,doll_1.0 b,0,doll_163.8 b,doll_58.48 b,doll_18.202 b,doll_0.7442000000000001 b,doll_1 b,doll_41.34 b,doll_189.39,doll_0.0030600000000000002 b,doll_0.004611 b,doll_7.36 b,"228,076",0
doll_0.00545 b,doll_133.28 b,0,0,doll_1.0 b,0,doll_167.38 b,doll_67.25 b,doll_13.484 b,doll_0.6197999999999999 b,doll_1 b,doll_124.33 b,"doll_1,601",doll_0.00919 b,doll_0.070765 b,doll_5.52 b,"684,874",0
doll_0.013413 b,doll_136.74 b,0,0,doll_1.0 b,0,doll_169.3 b,doll_44.63 b,doll_15.075999999999999 b,doll_3.1 b,doll_1 b,doll_136.86 b,doll_85.20,doll_0.00227 b,doll_0.38044 b,doll_7.36 b,"171,057",0
doll_0.010803 b,doll_69.41 b,0,0,doll_1.0 b,0,doll_87.16 b,doll_97.2 b,doll_15.096 b,doll_2.7 b,doll_1 b,doll_163.03 b,doll_146.40,doll_0.0038599999999999997 b,doll_0.032500999999999995 b,doll_12.89 b,"291,481",0
doll_0.006666 b,doll_186.05 b,0,0,doll_1.0 b,0,doll_123.17 b,doll_35.32 b,doll_9.731 b,doll_3.2 b,doll_1 b,doll_97.49 b,doll_4.94,doll_0.011529999999999999 b,doll_0.057793 b,doll_9.34 b,"882,099",0
doll_0.012607 b,doll_1117.18 b,0,0,doll_1.0 b,0,doll_88.1 b,doll_35.22 b,doll_8.815999999999999 b,doll_6.0 b,doll_1 b,doll_56.17 b,doll_6.84,doll_0.00873 b,doll_0.06364399999999999 b,doll_7.45 b,"664,000",0
doll_0.005888 b,doll_193.22 b,0,0,doll_1.0 b,0,doll_87.19 b,doll_130.16 b,doll_9.837 b,doll_1.3 b,doll_1 b,doll_44.99 b,doll_127.83,doll_0.00285 b,doll_0.023063 b,doll_7.24 b,"217,460",0
doll_0.014839 b,doll_178.13 b,0,0,doll_1.0 b,0,doll_90.17 b,doll_146.94 b,doll_8.912 b,0,doll_1 b,doll_50.87 b,doll_23.23,doll_0.006889999999999999 b,doll_0.25012 b,doll_5.9 b,"530,667",0
doll_0.008060000000000001 b,doll_374.72 b,0,0,doll_1.0 b,0,doll_90.96 b,doll_205.79 b,doll_9.857 b,doll_0.151 b,doll_1 b,doll_36.91 b,doll_219.16,doll_0.00547 b,doll_0.042838 b,doll_5.87 b,"427,339",0
doll_0.003864 b,doll_696.51 b,0,0,doll_1.0 b,0,doll_91.8 b,doll_54.42 b,doll_8.686 b,doll_0.4869 b,doll_1 b,doll_58.39 b,doll_106.71,doll_0.00379 b,doll_0.064388 b,doll_4.32 b,"299,598",0
0,doll_835.97 b,0,0,doll_1.0 b,0,doll_91.49 b,doll_21.85 b,doll_9.922 b,doll_2.4 b,doll_1 b,doll_130.34 b,doll_47.24,doll_0.00172 b,doll_0.12307 b,doll_8.39 b,"159,128",0
doll_0.005901 b,doll_1247.94 b,0,0,doll_1.0 b,0,doll_92.0 b,doll_54.77 b,doll_10.016 b,0,doll_1 b,doll_36.6 b,doll_243.11,doll_0.0793 b,doll_0.019374 b,doll_8.47 b,"6,753,191",0
doll_0.03327 b,doll_161.4 b,0,0,doll_1.0 b,0,doll_93.28 b,doll_64.36 b,doll_10.084 b,doll_1.8 b,doll_1 b,doll_149.76 b,doll_68.31,doll_0.0030299999999999997 b,doll_0.076991 b,doll_3.86 b,"242,368",0
doll_0.003024 b,doll_235.33 b,0,0,doll_1.0 b,0,doll_93.1 b,doll_99.41 b,doll_10.141 b,doll_0.9697 b,doll_1 b,doll_65.84 b,doll_80.19,doll_0.015880000000000002 b,doll_0.080118 b,doll_3.77 b,"1,281,462",0
doll_0.004199 b,doll_156.99 b,0,0,doll_1.0 b,0,doll_92.04 b,doll_90.5 b,doll_7.734999999999999 b,doll_3.9 b,doll_1.1 b,doll_52.28 b,doll_116.87,doll_0.00163 b,doll_0.02906 b,doll_7.24 b,"131,691",0
doll_0.0068579999999999995 b,doll_432.38 b,0,0,doll_1.0 b,0,doll_94.93 b,doll_32.12 b,doll_10.298 b,doll_3.3 b,doll_1 b,doll_54.88 b,doll_86.88,doll_0.00766 b,doll_0.043171 b,doll_12.29 b,"620,283",0
doll_-0.004202 b,doll_109.31 b,0,0,doll_1.0 b,0,doll_94.57 b,doll_46.38 b,doll_12711.0 b,doll_0.9529 b,doll_1 b,doll_160.98 b,doll_27.25,doll_0.00268 b,doll_0.062286 b,doll_6.99 b,"252,713",0
doll_0.00239 b,doll_94.35 b,0,0,doll_1.1 b,0,doll_94.99 b,doll_38.73 b,doll_39.012 b,0,doll_1 b,doll_282.86 b,doll_42.31,doll_0.01005 b,doll_0.017737 b,doll_9.77 b,"815,690",0
0,doll_108.64 b,0,0,doll_1.1 b,0,doll_95.45 b,doll_41.83 b,doll_66.44500000000001 b,doll_0.26230000000000003 b,doll_1 b,doll_203.34 b,doll_37.34,doll_0.0016 b,0,doll_7.56 b,"130,290",0
doll_0.005893 b,doll_548.83 b,0,0,doll_1.1 b,0,doll_98.93 b,doll_57.37 b,doll_10.497 b,doll_0.371 b,doll_1 b,doll_33.98 b,doll_205.17,doll_0.02689 b,doll_0.025979 b,doll_16.97 b,"2,201,178",0
doll_0.018247 b,doll_804.51 b,0,0,doll_1.1 b,0,doll_96.2 b,doll_26.53 b,doll_10.507 b,doll_1.5 b,doll_1 b,doll_72.74 b,doll_272.25,doll_0.0025099999999999996 b,doll_0.13326 b,doll_6.92 b,"207,327",0
doll_0.020758 b,doll_89.61 b,0,0,doll_1.1 b,0,doll_102.13 b,doll_54.4 b,doll_39.900999999999996 b,doll_2.6 b,doll_1 b,doll_82.03 b,doll_219.37,doll_0.00161 b,doll_0.071887 b,doll_22.47 b,"133,200",0
doll_0.003402 b,doll_410.49 b,0,0,doll_1.1 b,0,doll_100.03 b,doll_99.83 b,doll_10.677 b,doll_1.3 b,doll_1 b,doll_35.09 b,doll_327.20,doll_0.0029100000000000003 b,doll_0.009635 b,doll_6.04 b,"241,411",0
doll_0.021635 b,doll_95.12 b,0,0,doll_1.1 b,0,doll_102.65 b,doll_39.21 b,doll_10.689 b,doll_3.7 b,doll_1 b,doll_219.71 b,doll_112.68,doll_0.00671 b,doll_0.064989 b,doll_7.72 b,"560,150",0
doll_0.004825 b,doll_2358.5 b,0,0,doll_1.1 b,0,doll_102.68 b,doll_73.61 b,doll_10.799 b,doll_1.8 b,doll_1 b,doll_31.42 b,doll_423.40,doll_0.00847 b,doll_0.012743 b,doll_6.49 b,"712,855",0
doll_0.001704 b,doll_129.16 b,0,0,doll_1.1 b,0,doll_103.02 b,doll_61.64 b,doll_50.313 b,doll_0.399 b,doll_1 b,doll_88.6 b,doll_82.79,doll_0.00212 b,doll_0.00571 b,doll_4.98 b,"180,824",0
doll_0.005963 b,doll_63.08 b,0,0,doll_1.1 b,0,doll_102.87 b,doll_210.22 b,doll_10.818999999999999 b,doll_1.4 b,doll_1 b,doll_253.39 b,doll_20.69,doll_0.006690000000000001 b,doll_0.043932 b,doll_5.51 b,"570,012",0
doll_0.021094 b,doll_141.28 b,0,0,doll_1.1 b,0,doll_105.9 b,doll_214.6 b,doll_9.831999999999999 b,doll_18.0 b,doll_1 b,doll_49.04 b,doll_79.62,doll_0.00183 b,doll_0.063495 b,doll_4.99 b,"156,130",0
doll_0.005743000000000001 b,doll_85.4 b,0,0,doll_1.1 b,0,doll_105.29 b,doll_62.0 b,doll_10.956 b,doll_2.5 b,doll_1 b,doll_116.16 b,doll_449.97,doll_0.00992 b,doll_0.05735 b,doll_7.15 b,"855,321",0
doll_0.006489 b,doll_143.39 b,0,0,doll_1.1 b,0,doll_105.71 b,doll_51.68 b,doll_8.387 b,doll_4.5 b,doll_1 b,doll_97.92 b,doll_58.64,doll_0.00333 b,doll_0.050970999999999995 b,doll_4.65 b,"288,095",0
doll_0.0025670000000000003 b,doll_2176.62 b,0,0,doll_1.1 b,0,doll_107.07 b,doll_35.5 b,doll_11.046 b,doll_2.7 b,doll_1 b,doll_42.33 b,doll_35.36,doll_0.02472 b,doll_0.009356 b,doll_6.4 b,"2,326,082",0
doll_0.003827 b,doll_90.66 b,0,0,doll_1.1 b,0,doll_108.84 b,doll_46.06 b,doll_9.541 b,doll_0.6547000000000001 b,doll_1 b,doll_124.43 b,doll_191.39,doll_0.01601 b,doll_0.0182 b,doll_8.08 b,"1,383,205",0
doll_0.007427 b,doll_107.14 b,0,0,doll_1.1 b,0,doll_107.08 b,doll_46.92 b,doll_14.772 b,0,doll_1 b,doll_112.09 b,doll_712.98,doll_0.00323 b,doll_0.047525 b,doll_6.03 b,"281,000",0
doll_0.007456000000000001 b,doll_1215.67 b,0,0,doll_1.1 b,0,doll_107.94 b,doll_47.84 b,doll_11.270999999999999 b,doll_0.44189999999999996 b,doll_1 b,doll_41.42 b,doll_116.94,doll_0.00887 b,doll_0.016562 b,doll_4.95 b,"777,410",0
doll_0.003024 b,doll_691.18 b,0,0,doll_1.1 b,0,doll_108.98 b,doll_47.17 b,doll_13868.0 b,doll_1.6 b,doll_1 b,doll_39.76 b,doll_182.87,doll_0.028 b,doll_0.008297 b,doll_5.67 b,"2,527,006",0
doll_0.034220999999999994 b,doll_586.52 b,0,0,doll_1.1 b,0,doll_109.16 b,doll_23.12 b,doll_89.527 b,0,doll_1 b,doll_75.48 b,doll_86.34,doll_0.00574 b,doll_0.1683 b,doll_7.21 b,"522,712",0
doll_0.004654 b,doll_102.41 b,0,0,doll_1.1 b,0,doll_111.66 b,doll_92.9 b,doll_10.376999999999999 b,doll_2.6 b,doll_1 b,doll_51.78 b,doll_89.03,doll_0.00373 b,doll_0.051682 b,doll_6.53 b,"337,525",0
doll_0.0046689999999999995 b,doll_123.42 b,0,0,doll_1.1 b,0,doll_111.96 b,doll_37.77 b,doll_11.511 b,doll_1.5 b,doll_1 b,doll_62.6 b,doll_269.90,doll_0.00764 b,doll_0.054304000000000005 b,doll_10.91 b,"692,440",0
doll_0.008 b,doll_75.2 b,0,0,doll_1.1 b,0,doll_113.15 b,doll_44.51 b,doll_8.812999999999999 b,doll_1.5 b,doll_1 b,doll_210.98 b,doll_69.82,doll_0.00601 b,doll_0.13316999999999998 b,doll_7.7 b,"551,000",0
doll_0.00574 b,doll_161.2 b,0,0,doll_1.1 b,0,doll_113.81 b,doll_46.23 b,doll_11.568000000000001 b,doll_0.83 b,doll_1 b,doll_70.26 b,doll_141.85,doll_0.0036 b,doll_0.044655 b,doll_4.63 b,"330,500",0
doll_0.006946 b,doll_95.81 b,0,0,doll_1.1 b,0,doll_114.09 b,doll_52.02 b,doll_11.598 b,doll_0.605 b,doll_1 b,doll_62.81 b,doll_45.01,doll_0.004889999999999999 b,doll_0.106 b,doll_8.0 b,"455,000",0
doll_-0.00652 b,doll_372.3 b,0,0,doll_1.1 b,0,doll_115.0 b,doll_35.96 b,doll_8.986 b,doll_6.6 b,doll_1 b,doll_52.89 b,doll_6.36,doll_0.01758 b,doll_0.074196 b,doll_4.96 b,"1,643,572",0
doll_0.23 b,doll_82.79 b,0,0,doll_1.1 b,0,doll_114.59 b,doll_50.98 b,doll_11.92 b,doll_0.355 b,doll_1 b,doll_115.91 b,doll_407.92,doll_0.0022 b,doll_0.005896 b,doll_6.49 b,"205,554",0
doll_0.002939 b,doll_119.73 b,0,0,doll_1.1 b,0,doll_115.97 b,doll_108.31 b,doll_11.98 b,doll_0.9524 b,doll_1 b,doll_40.83 b,doll_5.03,doll_0.00684 b,doll_0.004759 b,doll_7.01 b,"643,299",0
0,doll_102.18 b,0,0,doll_1.1 b,0,doll_115.89 b,doll_107.99 b,doll_12.112 b,doll_3.8 b,doll_1 b,doll_45.95 b,doll_36.87,doll_0.00662 b,doll_0.11 b,doll_6.52 b,"628,384",0
doll_0.0046429999999999996 b,doll_681.0 b,0,0,doll_1.1 b,0,doll_117.12 b,doll_18.98 b,doll_12.120000000000001 b,doll_0.5502 b,doll_1 b,doll_127.6 b,doll_156.75,doll_0.22138999999999998 b,doll_0.057468000000000005 b,doll_5.77 b,"21,098,843",0
doll_-0.352 b,doll_544.34 b,0,0,doll_1.1 b,0,doll_117.22 b,doll_23.19 b,doll_11.051 b,doll_0.5614 b,doll_1 b,doll_67.64 b,doll_359.80,doll_0.0016699999999999998 b,doll_0.005991 b,doll_6.44 b,"160,539",0
doll_0.006104 b,doll_133.69 b,0,0,doll_1.1 b,0,doll_120.11 b,doll_37.55 b,doll_1074.0 b,doll_1.3 b,doll_1 b,doll_90.92 b,doll_60.35,doll_0.02214 b,0,doll_4.94 b,"2,131,000",0
doll_0.005861 b,doll_116.57 b,0,0,doll_1.1 b,0,doll_120.5 b,doll_91.9 b,doll_12.359 b,doll_2.7 b,doll_1 b,doll_45.78 b,doll_10.23,doll_0.01549 b,doll_0.027704999999999997 b,doll_5.87 b,"1,521,010",0
doll_-0.559 b,doll_94.14 b,0,0,doll_1.1 b,0,doll_120.57 b,doll_49.17 b,doll_12.413 b,doll_2.1 b,doll_1 b,doll_74.12 b,doll_105.05,doll_0.00202 b,doll_0.1495 b,doll_5.98 b,"194,780",0
doll_0.008079000000000001 b,doll_196.8 b,0,0,doll_1.1 b,0,doll_121.37 b,doll_102.7 b,doll_12.498000000000001 b,doll_1.1 b,doll_1 b,doll_37.61 b,doll_29.41,doll_0.003 b,doll_0.045828 b,doll_4.32 b,"291,720",0
0,doll_1261.96 b,0,0,doll_1.1 b,0,doll_120.89 b,doll_56.99 b,doll_98.048 b,doll_0.7562000000000001 b,doll_1 b,doll_25.26 b,doll_74.98,doll_0.00172 b,doll_0.006936 b,doll_8.63 b,"167,000",0
0,doll_81.93 b,0,0,doll_1.1 b,0,doll_122.12 b,doll_25.48 b,doll_9.596 b,doll_2.0 b,doll_1 b,doll_436.49 b,doll_30.58,doll_0.00564 b,doll_0.049100000000000005 b,doll_12.84 b,"552,355",0
doll_0.0035310000000000003 b,doll_53.81 b,0,0,doll_1.1 b,0,doll_122.88 b,doll_106.0 b,doll_15514.0 b,doll_1.2 b,doll_1 b,doll_111.76 b,doll_236.13,doll_0.01279 b,doll_0.031853 b,doll_6.95 b,"1,269,382",0
doll_0.002948 b,doll_753.83 b,0,0,doll_1.1 b,0,doll_123.07 b,doll_41.98 b,doll_9754.0 b,doll_3.3 b,doll_1 b,doll_35.28 b,doll_0.44,doll_0.04381 b,doll_0.016045999999999998 b,doll_5.04 b,"4,340,517",0
doll_0.003499 b,doll_62.13 b,0,0,doll_1.1 b,0,doll_122.92 b,doll_53.82 b,doll_8.016 b,doll_4.6 b,doll_1 b,doll_1038.73 b,doll_72.69,doll_0.00252 b,doll_0.019445 b,doll_5.52 b,"249,975",0
doll_0.004677 b,doll_79.61 b,0,0,doll_1.1 b,0,doll_75.56 b,doll_44.45 b,doll_7.284999999999999 b,doll_1.7 b,doll_1 b,doll_123.81 b,doll_164.16,doll_0.00157 b,doll_0.034022 b,doll_5.64 b,"156,300",0
doll_0.008618 b,doll_280.16 b,0,0,doll_1.1 b,0,doll_76.63 b,doll_22.51 b,doll_8.092 b,doll_6.4 b,doll_1 b,doll_98.28 b,doll_99.52,doll_0.0020299999999999997 b,doll_0.08870600000000001 b,doll_5.11 b,"204,620",0
doll_0.003367 b,doll_1874.94 b,0,0,doll_1.1 b,0,doll_77.08 b,doll_30.17 b,doll_10.803 b,doll_0.2897 b,doll_1 b,doll_31.55 b,doll_82.35,doll_0.026629999999999997 b,doll_0.021695 b,doll_8.77 b,"2,693,390",0
doll_0.002968 b,doll_358.97 b,0,0,doll_1.1 b,0,doll_77.51 b,doll_84.88 b,doll_8.26 b,doll_2.6 b,doll_1.06 b,doll_35.48 b,doll_132.51,doll_0.02962 b,doll_0.016311 b,doll_3.47 b,"3,058,141",0
doll_0.007284 b,doll_2614.33 b,0,0,doll_1.1 b,0,doll_77.98 b,doll_103.58 b,doll_7.534000000000001 b,doll_0.6427999999999999 b,doll_1 b,doll_26.56 b,doll_16.72,doll_0.020829999999999998 b,doll_0.11404 b,doll_3.93 b,"2,456,563",0
doll_0.005921 b,doll_92.68 b,0,0,doll_1.1 b,0,doll_78.78 b,doll_135.95 b,doll_10.49 b,doll_5.2 b,doll_1 b,doll_39.34 b,doll_147.96,doll_0.00227 b,doll_0.035355 b,doll_6.29 b,"230,800",0
doll_-0.0020459999999999996 b,doll_83.39 b,0,0,doll_1.1 b,0,doll_79.02 b,doll_30.28 b,doll_8.467 b,doll_11.4 b,doll_1 b,doll_189.4 b,doll_4.19,doll_0.0182 b,doll_0.009955 b,doll_6.46 b,"1,870,109",0
0,doll_664.52 b,0,0,doll_1.1 b,0,doll_80.89 b,doll_102.13 b,doll_8.503 b,doll_0.452 b,doll_1 b,doll_31.36 b,"doll_2,085",doll_0.07204 b,doll_0.017 b,doll_3.37 b,"7,450,099",0
doll_0.001165 b,doll_72.27 b,0,0,doll_1.1 b,0,doll_80.89 b,doll_61.95 b,doll_8.649 b,0,doll_1 b,doll_51.41 b,doll_23.20,doll_0.00271 b,doll_0.010958 b,doll_18.04 b,"280,390",0
0,doll_46.33 b,0,0,doll_1.1 b,0,doll_81.2 b,doll_96.25 b,doll_8.716 b,doll_1.5 b,doll_1 b,doll_130.37 b,doll_186.76,doll_0.0115 b,doll_0.091686 b,doll_8.41 b,"1,217,338",0
doll_0.0039310000000000005 b,doll_84.11 b,0,0,doll_1.1 b,0,doll_82.49 b,doll_91.55 b,doll_8.717 b,doll_0.8927 b,doll_1 b,doll_53.19 b,doll_321.37,doll_0.005019999999999999 b,doll_0.006835 b,doll_5.13 b,"529,371",0
doll_0.002254 b,doll_75.14 b,0,0,doll_1.1 b,0,doll_81.62 b,doll_96.62 b,doll_6.656999999999999 b,doll_3.3 b,doll_1 b,doll_55.04 b,doll_138.97,doll_0.06615 b,doll_0.010493 b,doll_5.97 b,"7,177,912",0
doll_0.0075650000000000005 b,doll_541.25 b,0,0,doll_1.1 b,0,doll_82.91 b,doll_19.93 b,doll_10.948 b,doll_4.0 b,doll_1 b,doll_71.9 b,doll_13.32,doll_0.00405 b,doll_0.15774000000000002 b,doll_5.25 b,"429,505",0
doll_0.017937 b,doll_73.22 b,0,0,doll_1.1 b,0,doll_82.78 b,doll_28.5 b,doll_8.764 b,doll_1.0 b,doll_1 b,doll_239.64 b,doll_40.61,doll_0.01945 b,doll_0.13634000000000002 b,doll_7.83 b,"2,096,570",0
doll_0.003242 b,doll_92.49 b,0,0,doll_1.1 b,0,doll_83.39 b,doll_125.11 b,doll_10.986 b,doll_0.1997 b,doll_1 b,doll_32.17 b,doll_412.87,doll_0.00444 b,doll_0.027708 b,doll_10.49 b,"479,290",0
doll_0.006315 b,doll_91.8 b,0,0,doll_1.1 b,0,doll_83.46 b,doll_31.79 b,doll_8.876000000000001 b,doll_17.1 b,doll_1 b,doll_144.62 b,doll_766.39,doll_0.0068 b,doll_0.06704399999999999 b,doll_4.91 b,"735,758",0
doll_0.001994 b,doll_80.93 b,0,0,doll_1.1 b,0,doll_83.97 b,doll_33.18 b,doll_8.876999999999999 b,doll_2.3 b,doll_1 b,doll_124.02 b,doll_545.60,doll_0.00346 b,doll_0.017108 b,doll_5.64 b,"374,200",0
doll_0.0020369999999999997 b,doll_81.08 b,0,0,doll_1.1 b,0,doll_84.02 b,doll_37.55 b,doll_11.958 b,doll_0.8977 b,doll_1 b,doll_61.31 b,doll_147.94,doll_0.00471 b,doll_0.007776 b,doll_8.39 b,"530,785",0
0,doll_256.25 b,0,0,doll_1.1 b,0,doll_84.69 b,doll_68.4 b,doll_8.982 b,doll_5.0 b,doll_1 b,doll_31.5 b,doll_190.13,doll_0.004860000000000001 b,doll_0.0476 b,doll_4.33 b,"533,144",0
0,doll_51.51 b,0,0,doll_1.1 b,0,doll_85.11 b,doll_65.75 b,doll_9.034 b,doll_1.8 b,doll_1 b,doll_118.82 b,doll_74.66,doll_0.00281 b,doll_0.21287 b,doll_6.21 b,"308,810",0
doll_0.002464 b,doll_152.65 b,0,0,doll_1.1 b,0,doll_85.28 b,doll_20.3 b,doll_70.863 b,doll_2.0 b,doll_1 b,doll_100.8 b,doll_21.32,doll_0.00227 b,doll_0.021111 b,doll_6.14 b,"252,871",0
doll_-0.679 b,doll_677.03 b,0,0,doll_1.1 b,0,doll_85.28 b,doll_20.46 b,doll_9.067 b,doll_1.2 b,doll_1 b,doll_61.42 b,doll_239.01,doll_0.00939 b,doll_0.001219 b,doll_4.1 b,"1,052,796",0
doll_0.004602 b,doll_174.18 b,0,0,doll_1.1 b,0,doll_85.36 b,doll_25.1 b,doll_8.213 b,doll_2.8 b,doll_1 b,doll_87.98 b,doll_47.63,doll_0.02653 b,doll_0.11989 b,doll_3.91 b,"3,046,667",0
doll_0.443 b,doll_92.73 b,0,0,doll_1.1 b,0,doll_85.88 b,doll_106.84 b,doll_8.418000000000001 b,doll_0.7741 b,doll_1 b,doll_35.64 b,doll_168.63,doll_0.00861 b,doll_0.031453 b,doll_5.56 b,"1,057,443",0
doll_0.0043 b,doll_113.75 b,0,0,doll_1.1 b,0,doll_86.0 b,doll_59.08 b,doll_8.538 b,doll_5.4 b,doll_1 b,doll_56.87 b,doll_20.19,doll_0.00211 b,doll_0.02872 b,doll_3.07 b,"237,410",0
doll_0.004605000000000001 b,doll_234.91 b,0,0,doll_1.1 b,0,doll_86.06 b,doll_50.57 b,doll_11.885 b,doll_0.0886 b,doll_1.05 b,doll_35.19 b,doll_213.41,doll_0.01112 b,doll_0.017227 b,doll_3.85 b,"1,255,372",0
doll_0.006151 b,doll_82.45 b,0,0,doll_1.1 b,0,doll_86.26 b,doll_48.37 b,doll_11.887 b,doll_0.14959999999999998 b,doll_1 b,doll_67.84 b,doll_173.91,doll_0.15662 b,doll_0.046634 b,doll_4.11 b,"18,035,029",0
doll_0.005409 b,doll_151.17 b,0,0,doll_1.1 b,0,doll_70.05 b,doll_91.44 b,doll_9.501999999999999 b,doll_1.7 b,doll_1 b,doll_28.52 b,doll_182.35,doll_0.02239 b,doll_0.019135000000000003 b,doll_5.54 b,"2,531,000",0
doll_0.006225 b,doll_65.98 b,0,0,doll_1.1 b,0,doll_70.12 b,doll_41.52 b,doll_60.662 b,doll_3.3 b,doll_1 b,doll_59.44 b,doll_228.29,doll_0.00487 b,doll_0.027305 b,doll_8.54 b,"551,128",0
doll_0.0027730000000000003 b,doll_296.89 b,0,0,doll_1.1 b,0,doll_70.19 b,doll_28.33 b,doll_7.339 b,doll_0.7305 b,doll_1 b,doll_43.16 b,doll_126.99,doll_0.0024100000000000002 b,doll_0.20383 b,doll_4.07 b,"273,552",0
doll_0.008903000000000001 b,doll_1081.81 b,0,0,doll_1.1 b,0,doll_70.21 b,doll_21.49 b,doll_9.698 b,doll_4.4 b,doll_1.73 b,doll_39.03 b,doll_255.74,doll_0.0026 b,doll_0.03362 b,doll_5.65 b,"299,988",0
doll_0.008562 b,doll_44.32 b,0,0,doll_1.1 b,0,doll_70.65 b,doll_56.7 b,doll_7.337999999999999 b,doll_3.0 b,doll_1 b,doll_196.86 b,doll_318.44,doll_0.01159 b,doll_0.088744 b,doll_6.39 b,"1,340,430",0
doll_0.003966 b,doll_64.47 b,0,0,doll_1.1 b,0,doll_71.13 b,doll_34.39 b,doll_6.811 b,doll_2.1 b,doll_1 b,doll_130.67 b,doll_0.58,doll_0.00198 b,doll_0.07573099999999999 b,doll_5.54 b,"228,982",0
doll_0.002166 b,doll_1957.58 b,0,0,doll_1.1 b,0,doll_71.48 b,doll_26.76 b,doll_7.372 b,doll_1.2 b,doll_1 b,doll_31.38 b,doll_45.13,doll_0.00488 b,doll_0.020954999999999998 b,doll_5.42 b,"570,564",0
0,doll_81.61 b,0,0,doll_1.1 b,0,doll_71.25 b,doll_30.79 b,doll_7.398999999999999 b,doll_0.8227000000000001 b,doll_1 b,doll_157.26 b,doll_480.52,doll_0.0055899999999999995 b,doll_0.1147 b,doll_3.83 b,"651,170",0
doll_0.010019 b,doll_90.51 b,0,0,doll_1.1 b,0,doll_71.51 b,doll_76.65 b,doll_7.417 b,doll_16.3 b,doll_1 b,doll_28.98 b,doll_252.38,doll_0.0022400000000000002 b,doll_0.127 b,doll_14.99 b,"262,280",0
doll_0.007605000000000001 b,doll_677.51 b,0,0,doll_1.1 b,0,doll_71.89 b,doll_18.66 b,doll_9.361 b,doll_1.2 b,doll_1.1 b,doll_51.21 b,doll_35.35,doll_0.0034 b,doll_0.022721 b,doll_5.33 b,"400,000",0
doll_0.010456 b,doll_219.65 b,0,0,doll_1.1 b,0,doll_72.18 b,doll_42.94 b,doll_7.479000000000001 b,doll_2.6 b,doll_1 b,doll_32.81 b,doll_589.41,doll_0.01803 b,doll_0.0 b,doll_4.25 b,"2,133,310",0
doll_0.012202 b,doll_63.7 b,0,0,doll_1.1 b,0,doll_72.2 b,doll_31.17 b,doll_7.491 b,doll_0.9454 b,doll_1 b,doll_77.51 b,doll_67.49,doll_0.01706 b,doll_0.018471 b,doll_9.02 b,"2,025,879",0
doll_0.006033 b,doll_707.08 b,0,0,doll_1.1 b,0,doll_73.0 b,doll_18.38 b,doll_7.615 b,doll_1.1 b,doll_1 b,doll_56.23 b,doll_0.64,doll_0.01525 b,doll_0.022259 b,doll_4.63 b,"1,815,680",0
doll_0.003908 b,doll_378.81 b,0,0,doll_1.1 b,0,doll_73.36 b,doll_33.23 b,doll_7.698 b,doll_1.3 b,doll_1.5 b,doll_30.63 b,doll_157.42,doll_0.018940000000000002 b,doll_0.011564 b,doll_5.18 b,"2,264,940",0
doll_0.003189 b,doll_121.1 b,0,0,doll_1.1 b,0,doll_73.31 b,doll_68.15 b,doll_7.709999999999999 b,doll_2.6 b,doll_1 b,doll_35.23 b,doll_67.34,doll_0.00246 b,doll_0.014622 b,doll_4.02 b,"295,731",0
doll_0.007221 b,doll_52.21 b,0,0,doll_1.1 b,0,doll_73.26 b,doll_59.72 b,doll_7.76 b,doll_0.2506 b,doll_1.5 b,doll_63.62 b,doll_3.10,doll_0.00218 b,doll_0.023771 b,doll_6.81 b,"305,268",0
doll_0.00139 b,doll_63.34 b,0,0,doll_1.1 b,0,doll_74.35 b,doll_58.35 b,doll_7.837999999999999 b,doll_0.5542 b,doll_1 b,doll_50.35 b,doll_11.40,doll_0.00263 b,doll_0.007318 b,doll_6.85 b,"327,218",0
doll_0.003282 b,doll_124.2 b,0,0,doll_1.1 b,0,doll_74.37 b,doll_46.42 b,doll_49.876999999999995 b,doll_1.1 b,doll_1 b,doll_29.44 b,doll_131.07,doll_0.00158 b,doll_0.048549 b,doll_9.4 b,"191,679",0
doll_0.0016120000000000002 b,doll_304.19 b,0,0,doll_1.1 b,0,doll_74.85 b,doll_71.42 b,doll_49.896 b,doll_3.5 b,doll_1 b,doll_27.92 b,doll_52.79,doll_0.01109 b,doll_0.021842 b,doll_3.5 b,"1,349,733",0
doll_0.813 b,doll_669.03 b,0,0,doll_1.1 b,0,doll_75.47 b,doll_15.76 b,doll_7.119 b,doll_6.6 b,doll_1 b,doll_77.24 b,doll_32.12,doll_0.00394 b,doll_0.007774 b,doll_4.78 b,"481,510",0
doll_0.008539 b,doll_418.7 b,0,0,doll_1.1 b,0,doll_69.84 b,doll_34.46 b,doll_9.916 b,doll_1.4 b,doll_1 b,doll_28.9 b,doll_11.43,doll_0.00664 b,doll_0.040963 b,doll_4.99 b,"812,371",0
