,name,type,industry,founded,founders,headquarters,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
264,ecopetrol s.a.,['sociedad anónima'],['oil and gas'],['1921 (tropical oil company - mares concession)'],['1951 (ecopetrol - created in 1948 by means of law 165 of that year)'],"['bogotá', 'colombia']",[],[],['coldoll_'],['coldoll_29.698\xa0trillion\xa0(2021)'],['coldoll_244.250\xa0trillion\xa0(2021)'],"['9,315']","['www', '.ecopetrol', '.com', '.co']"
265,glavkino,['corporation'],['motion pictures'],['2008'],[],"['krasnogorsk', 'moscow oblast', 'russia']",[],[],[],[],[],"['1,500']",['glavkino.ru']
266,enjoy movies,[],['cinema'],['2010'],"['sarik andreasyan', 'gevond andreasyan', 'georgiy malkov']","['moscow, (russian hq)']",[],['movie production'],[],[],[],[],['enjoy-movies.ru']
267,empresas copec s.a.,['sociedad anónima'],['energy'],['1934'],[],"['santiago', 'chile']",[],[],['usdoll_'],[],[],"['8,644']",['www.ec.cl']
268,lennauchfilm,['corporation'],['motion pictures'],['1933'],[],['st. petersburg'],[],[],[],[],[],[],['http://www.lennauchfilm.ru']
269,bazelevs,['subsidiary'],['cinema'],['1991'],['timur bekmambetov'],"['moscow, russia (russian hq)', 'new york, us (international hq)']",[],"['movie production', 'special effects']",[],[],[],[],"['bazelevs', '.ru']"
270,central partnership,"['federal state unitary enterprise', 'subsidiary']",['motion pictures'],['1995'],[],"['moscow, russia']",[],[],[],[],[],[],"['centpart.ru', 'centpart.ru/en']"
271,yacimientos petrolíferos fiscales bolivianos,['state-owned enterprise'],['oil and gas'],"['december\xa021, 1936']",[],"['la paz', 'bolivia']",[],[],[],[],[],[],"['ypfb', '.gob', '.bo']"
272,ypf s.a.,['sociedad anónima'],['petroleum and natural gas'],"['june\xa03, 1922', ' ']","['government of argentina', 'hipólito yrigoyen']","['buenos aires', 'argentina']",[],"['fuel stations', 'lng', 'oil refining']",[' usdoll_17.5\xa0billion '],[],"['usdoll_24.4\xa0billion ', '(12/2014)', '[5]']","['14,000', '[6]']",['ypf.com']
273,bridas,['private'],"['petroleum', 'energy']",['1948'],['bulgheroni family'],"['buenos aires', 'argentina']",[],[],[' usdoll_600 million (1997)'],[],[],[],[]
274,russian world studios,[],[],[],[],[],[],[],[],[],[],[],[]
275,petróleo brasileiro s.a. — petrobras,"['public', 'mixed economy']","['energy', 'oil and gas']",['3 october 1953'],['government of brazil'],['rio de janeiro'],[],[],['usdoll_'],"[' ', 'usdoll_', ' 37.5 billion ', '(2021)', '[5]']","[' ', 'usdoll_', ' 174.3 billion ', '(2021)', '[5]']","['45,532 ', '(2021)', '[7]']",['www.petrobras.com.br']
276,oil search,['dual-listed public company'],['petroleum'],['1929'],[],['port morseby'],[],['oil & gas exploration'],['usdoll_'],"['(', 'usdoll_', ' 175 million)\xa0(2020)']",[],[],['www.oilsearch.com']
277,kinostudiya mosfilm,['federal state unitary enterprise'],['motion pictures'],['30\xa0january 1924'],[],"['moscow', 'russia']",[],[],"['doll_20.1\xa0million', '\xa0(2017)']","['doll_1.89\xa0million', '[1]', '\xa0(2017)']","['doll_63.2\xa0million', '[1]', '\xa0(2017)']","['1,500']","['en', '.mosfilm', '.ru']"
278,melnitsa animation studio,[],"['animation', 'motion pictures']","['march 26, 1999']",[],"['saint petersburg', 'russia']",[],[],"['doll_1.57\xa0million', '\xa0(2017)']","['doll_207,909', '[1]', '\xa0(2017)']","['doll_12.9\xa0million', '[1]', '\xa0(2017)']",['325 (2014)'],"['www', '.melnitsa', '.com']"
279,animaccord animation studio,['private'],"['animation', 'motion pictures']",['may 2008'],[],"['miami', 'florida', 'united states']",[],[],[],[],[],[],"['www', '.animaccord', '.com']"
280,non-stop production,[],['motion pictures'],['2005'],[],"['moscow', 'russia']",[],[],[],[],[],[],['nonstopkino.ru']
281,wizart animation,['animation studio'],"['motion pictures', 'television']",['2007'],"['vladimir nikolaev', 'yuri moskvin']","['\n', '\n']",[],['television'],[],[],[],['200 (2021)'],"['www', '.wizartanimation', '.com']"
282,"computer animation studio, petersburg",[],"['animation', 'motion pictures']",['march\xa02003'],[],"['saint petersburg', 'russia']",[],[],[],[],[],['150+'],"['skapetersburg', '.ru']"
283,bhp group limited,['public limited company'],"['metals', 'mining']",['1885'],[],"['melbourne', 'victoria, australia']",[],[],"[' ', ' (2021)']","[' ', 'usdoll_25.906 billion', ' (2021)', '[1]']","[' ', 'usdoll_108.927 billion', ' (2021)', '[1]']","['80,000 (2021)', '[2]']","['www', '.bhp', '.com']"
284,the todd corporation limited,"['limited company', 'private', 'private']","['conglomerate', 'natural gas wholesaling', 'lpg wholesaling', 'electricity generation', 'electricity retailing', 'natural gas retailing']","['otago', 'new zealand']",['charles todd snr.'],"['wellington', 'wellington', 'new zealand', 'wellington', 'new zealand']",[],[],[],[],[],['450'],"['toddcorporation.com', 'www.toddenergy.co.nz']"
285,woodside energy group ltd,['public'],['oil and gas'],['26\xa0july\xa01954'],[],['perth'],[],[],['adoll_ 6.96 billion (2021)'],[],[],"['≈5,000 (2022)']","['www', '.woodside', '.com', '.au']"
286,santos ltd.,['public'],['energy'],['18 march 1954'],[],"['flinders street, adelaide', 'south australia']",[],[],['usdoll_3.660\xa0billion (2018)'],[],[],"['2,190 (2018)']","['santos', '.com']"
287,origin energy ltd,['public'],['energy'],"['february 2000, but parts of the business date from the 20th century']",[],"['barangaroo', 'sydney', 'new south wales']",[],[],['adoll_'],[],[],[],"['originenergy', '.com', '.au']"
288,awe limited,['public'],['energy'],['1997-2018'],[],"['perth, australia']",[],[],[],[],[],[],['https://mitsuiepmidwest.com.au']
289,xto energy inc.,['subsidiary'],['petroleum industry'],['1986'],['bob r. simpson'],"['spring', 'texas', 'united states']",[],[],[],[],[],[],['xtoenergy.com']
290,wizart animation,['animation studio'],"['motion pictures', 'television']",['2007'],"['vladimir nikolaev', 'yuri moskvin']","['\n', '\n']",[],['television'],[],[],[],['200 (2021)'],"['www', '.wizartanimation', '.com']"
291,"vaalco energy, inc.",['public company'],['petroleum industry'],['1985'],[],['houston'],[],[],[' doll_199 million (2021)'],[],[' doll_263 million (2021)'],"['117, including 80 in ', 'gabon', ' (2021)']","['www', '.vaalco', '.com']"
292,valero energy corporation,['public'],['oil and gas'],"['january\xa01, 1980']",['william greehey'],"['san antonio', 'texas', 'united states']",[],[],"[' ', ' ']","[' ', 'usdoll_4.572 billion', ' ', '(2018)', '[1]']","[' ', 'usdoll_50.158 billion', ' ', '(2018)', '[1]']","['10,015 ', '(january 2018)', '[1]']","['www', '.valero', '.com']"
293,se-ma-for,[],['licensing'],['1947'],[],['lodz'],[],[],[],[],[],[],"['www', '.se-ma-for', '.com']"
294,star cinema,['subsidiary'],"['broadcast media', 'television production']","['may\xa08,\xa01993', '1997']",[],"['abs-cbn broadcasting center', 'abs-cbn broadcasting center', 'diliman', 'quezon city', 'philippines']",[],['film and television post-production'],"['₱', 'fy']",[],[],[],"['starcinema', '.abs-cbn', '.com']"
295,viva films,['subsidiary'],['motion pictures'],"['quezon city', 'philippines']",['vicente del rosario jr.'],"['pasig', 'philippines']",[],[],[],[],[],[],[]
296,"sampaguita pictures, inc.",['film production'],['motion pictures'],['1937'],[],"['granada street', 'new manila', 'quezon city', 'philippines']",[],[],[],[],[],[],[]
297,southwestern energy company,['public company'],['petroleum industry'],"['1929', ' (as arkansas western gas company)']",[],"['spring, texas']",[],[],"[' ', ' (2021)']",[],[' usdoll_11.848 billion (2021)'],['938 (2020)'],"['www', '.swn', '.com']"
298,sm energy company,['public company'],['petroleum industry'],['1908'],[],['denver'],[],[],[' doll_2.622 billion (2021)'],[],[' doll_5.233 billion (2021)'],['506 (2021)'],"['sm-energy', '.com']"
299,"shell usa, inc.",['subsidiary'],['oil and gas'],['u.s.'],[],"['houston', 'texas', 'united states']",[],[],['usdoll_'],[],[],"['12,100+ (2021)', '[3]']","['www', '.shell', '.us']"
300,"sandridge energy, inc.",['public company'],['petroleum industry'],['2006'],['tom l. ward'],"[' ', 'sandridge center', 'oklahoma city', ', ', 'oklahoma', 'united states']",[],[],[' doll_168 million (2021)'],[],[' doll_352 million (2021)'],['101 (2021)'],"['sandridgeenergy', '.com']"
301,lvn pictures,['private'],[],['1938'],[],"['quezon city, metro manila']",[],"['film studio', 'post-production']",[],[],[],[],[]
302,octoarts films,['subsidiary'],"['theatrical distribution', 'film production', 'marketing']",['1989'],['orlando r. ilacad'],"['quezon city', 'philippines']",[],[],[],[],[],[],[]
303,sf norge,['film distribution'],[],['1989'],[],['norway'],[],[],[],[],[],[],[]
304,range resources corporation,['public company'],['petroleum industry'],['1976'],[],"['fort worth, texas']",[],[],"[' ', ' (2021)']",[],[' usdoll_6.660 billion (2021)'],['527 (2021)'],"['rangeresources', '.com']"
305,gma pictures,['subsidiary'],"['film distribution', 'film production', 'television production']",['1995'],['felipe gozon'],"['gma network center', 'edsa', 'timog avenue', 'quezon city', 'philippines']",[],[],[],[],[],[],"['gmanetwork', '.com', '/films']"
306,storm studios,[],['entertainment'],"['november 1, 2001']",[],"['oslo', 'norway']",[],[],[],[],[],[],[]
307,pioneer natural resources company,['public company'],['petroleum industry'],['1997'],[],"['irving, texas']",[],[],[' doll_14.643 billion (2021)'],[],[' doll_36.811 billion (2021)'],"['1,932 (2021)']","['pxd', '.com']"
308,ovintiv inc.,['public company'],['petroleum industry'],"['calgary', 'alberta']",[],"['denver, colorado']",[],[],"[' ', ' (2021)']",[],[' usdoll_14.055 billion (2021)'],"['1,713 (2021)']","['www', '.ovintiv', '.com']"
309,occidental petroleum corporation,['public company'],['chemical industry'],['june\xa01909'],[],"['houston, texas']",[],[],['usdoll_'],"[' ', 'usdoll_', '2.790 billion (', 'fiscal year ended december 31, 2021', ')', '[1]']","[' ', 'usdoll_', '75.036 billion (', 'fiscal year ended december 31, 2021', ')', '[1]']","[' 11,618 (', 'fiscal year ended december 31, 2021', ')', '[1]']","['oxy', '.com']"
310,murphy oil corporation,['public company'],['petroleum industry'],['1944'],['charles h. murphy sr.'],"['houston, texas', 'united states']",[],[],[' doll_2.801 billion (2021)'],[],[' doll_10.305 billion (2021)'],['696 (2021)'],"['www', '.murphyoilcorp', '.com']"
311,marathon oil corporation,['public company'],['petroleum'],"['1887', ' as ""the ohio oil company""']",[],"['marathon oil tower', 'houston']",[],[],[' doll_3.086 billion (2020)'],[],[' doll_17.956 billion (2020)'],"['1,672 (2020)']",['marathonoil.com']
312,"laredo petroleum, inc.",['public company'],['petroleum industry'],['2006'],['randy a. foutch'],"['tulsa, oklahoma']",[],[],[' doll_677 million (2020)'],[],[' doll_1.442 billion (2020)'],['257 (2020)'],"['laredopetro', '.com']"
313,"koch industries, inc.",['private'],['conglomerate'],"['february\xa08, 1940']",['fred c. koch'],"['wichita, kansas']",[],[],['usdoll_'],[],[],"['120,000 (2022)', '[4]']","['www', '.kochind', '.com']"
314,"wingnut films, inc.",['public'],['motion picture'],"['14 february 1987', ' (as an independent film company)', '17 march 2003', ' (as an incorporated company)']",['michael stephens'],['wellington'],[],[],[],[],[],[],[]
315,"hkn, inc.",['public company'],['petroleum industry'],['1973'],[],"['southlake, texas']",[],[],[' doll_385 thousand (2016)'],[],[' doll_11 million (2016)'],['18'],"['www', '.hkninc', '.com']"
316,new zealand film commission,['incentive'],[],[],[],[],[],[],[],[],[],[],[]
317,kru studios,['private limited company'],[],"['kuala lumpur', 'malaysia']",[],"['bukit jalil', 'kuala lumpur', 'malaysia']",[],[],[],[],[],[],"['www', '.krustudios', '.com']"
318,astro shaw sdn bhd,['private limited company'],['film'],['2005'],[],['malaysia'],[],"['film production, distribution and marketing']",[],[],[],[],"['www', '.astroshaw', '.com', '.my']"
319,"toei company, ltd.","['public', 'kk']","['film and television', 'video games']",['tokyu'],['keita goto'],"['ginza', 'chūō, tokyo']",[],['film and tv distribution and marketing'],"['¥ 66,300,000,000', '(as of march 2006)']",[],[],"['343', '(as of march 1, 2019)', '[1]']","['www', '.toei', '.co', '.jp']"
320,hess corporation,['public'],['oil and gas'],"['december\xa011, 1919']",['leon hess'],"['new york city', 'new york']",[],[],"[' ', '\xa0(2020)']","[' −', 'usdoll_', '393', ' million', '[1]', '\xa0(2020)']","[' ', 'usdoll_18.821 billion', '[1]', '\xa0(2020)']","['1621', '[1]', '\xa0(2020)']","['hess', '.com']"
321,"toho company, ltd.","['public', 'kk']","['motion picture, theatre, television, video games']","['tokyo', 'japan']",['ichizō kobayashi'],"['yūrakuchō', 'chiyoda']",[],"['film distribution', 'film production', 'movie theatres']",[],[],[],"['3,305', '[2]']","['www', '.toho', '.co', '.jp']"
322,"diamondback energy, inc.",['public company'],['petroleum industry'],[],[],"['midland, texas']",[],[],"[' ', ' (2021)']",[],"[' ', 'usdoll_22.898 billion', ' (2021)']",['870 (2021)'],"['www', '.diamondbackenergy', '.com']"
323,eqt corporation,['public company'],['petroleum industry'],['1888'],['michael and obediah haymaker'],"['eqt plaza', 'pittsburgh, pennsylvania']",[],[],"[' ', ' (2020)']",[],[' usdoll_18.113 billion (2020)'],['693 (dec. 2021)'],"['www', '.eqt', '.com']"
324,"eog resources, inc.",['public company'],['petroleum industry'],['1999'],['mark g. papa'],"['heritage plaza', 'houston']",[],[],[' doll_11.032 billion (2020)'],[],[' doll_35.804 billion (2020)'],"['2,900 (2020)']","['www', '.eogresources', '.com']"
325,devon energy corporation,['public company'],['petroleum industry'],['1971'],['j. larry nichols'],"['devon energy center', 'oklahoma city']",[],[],[' doll_12.206 billion (2021)'],[],[' doll_21.025 billion (2021)'],"['1,600 (2021)']","['www', '.devonenergy', '.com']"
326,"continental resources, inc.",['public company'],['petroleum'],[],['harold hamm'],['oklahoma city'],[],[],[' doll_5.719 billion (2021)'],[],[' doll_18.591 billion (2021)'],"['1,254 (2021)']","['clr', '.com']"
327,coterra energy inc.,['public company'],['petroleum industry'],['1989'],[],"['houston, texas']",[],[],"[' ', ' (2021)']",[],[' usdoll_19.900 billion (2021)'],['936 (2021)'],"['coterra', '.com']"
328,denbury inc.,['public company'],['petroleum industry'],['1951'],[],"['plano, texas']",[],[],[' doll_1.258 billion (2021)'],[],[' doll_1.902 billion (2021)'],['716 (2021)'],"['www', '.denbury', '.com']"
329,conocophillips company,['public'],['oil and gas'],"['30\xa0august 2002', ' (as conocophillips co.)']",['frank phillips'],"['houston energy corridor', 'houston, texas']",[],[],"[' ', ' (2021)']","[' ', 'usdoll_11.16 billion', ' (2021)']","[' ', 'usdoll_90.66 billion', ' (2021)']","['c.', '\u20099,900', ' (december 2021)']",['conocophillips.com']
330,"shochiku co., ltd.",['public'],['entertainment (movie)'],"['tokyo', 'japan', 'kabuki']","['大谷竹次郎', '白井松次郎']",['tsukiji'],[],[],['5.4 billion yen\xa0(2021)'],[],[],['1427\xa0(2021)'],"['www', '.shochiku', '.co', '.jp']"
331,nikkatsu,['private'],"['television production', 'film']",['1912'],[],['japan'],[],[],[],[],[],[],"['www', '.nikkatsu', '.com']"
332,cnx resources corporation,['public company'],['natural gas'],[],[],[],[],[],[' doll_756 million (2021)'],[],[' doll_8.100 billion (2021)'],['441 (2021)'],"['www', '.cnx', '.com']"
333,kadokawa daiei studio,"['private', 'kk']",['film'],['november 2002'],[],"['1-8-19 fujimi, chiyoda-ku, tokyo 102-8078']",[],[],[],[],[],[],"['kd-st', '.co', '.jp']"
334,chord energy corporation,['public company'],['petroleum industry'],"['july\xa01, 2022']",[],"['houston, texas']",[],[],[],[],[],[],"['www', '.chordenergy', '.com']"
335,"eiken co., ltd.",['kabushiki-gaisha'],['japanese animation'],"['march\xa010, 1969']",['hidenori murata'],['arakawa-ku'],[],[],[],[],"['823,679,000 yen\xa0(december 31, 2020)']",['50'],[]
336,hvi cat canyon inc.,['privately held company'],"['petroleum industry', 'mining']","['1999', '(saba; horizontal ventures)']",[],"['santa maria', 'california', 'u.s.']",[],[],[],[],[],['200'],"['www', '.greka', '.com']"
337,enoki films,[],"['film, anime']","['london, england']",[],"['shinjuku, tokyo']",[],[],[],[],[],[],['enoki-films.co.jp']
338,titanus,['production company'],[],['1904'],['gustavo lombardo'],"['rome, italy']",[],[],[],[],[],[],[]
339,blacksands pacific,['private'],['oil and gas'],[],[],"['los angeles', 'houston', 'united states']",[],[],[],[],[],['51-200'],"['www', '.blacksandspacific', '.com']"
340,chesapeake energy corporation,['public company'],['petroleum industry'],['1989'],"['aubrey mcclendon', 'tom l. ward']","['oklahoma city, oklahoma', ', u.s.']",[],[],"[' ', ' (2021)']",[],"[' ', 'usdoll_11.009 billion', ' (2021)']","['1,300 (2022)']","['chk', '.com']"
341,california resources corporation,['public company'],['petroleum industry'],['april\xa02014'],[],"['los angeles, california']",[],[],[' doll_1.889 billion (2021)'],[],[' doll_3.846 billion (2021)'],['970 (2021)'],"['crc', '.com']"
342,berry corporation,['public company'],['petroleum industry'],['1909'],['clarence berry'],"['dallas, tx']",[],[],[' doll_544 million (2021)'],[],[' doll_1.456 billion (2021)'],"['1,224 (2021)']","['bry', '.com']"
343,apa corporation,['public company'],['petroleum industry'],['1954'],['raymond plank'],"['post oak central', 'houston, texas']",[],[],"[' ', ' (2021)']","[' ', 'usdoll_1.891 billion', ' (2021)']","[' ', 'usdoll_13.303 billion', ' (2021)']","['2,253 (2021)']","['apacorp', '.com']"
344,antero resources corporation,['public company'],['petroleum industry'],['2002'],"['paul m. rady', 'glen c. warren, jr.']","['denver, colorado']",[],[],"[' ', ' (2021)']",[],[' usdoll_13.896 billion (2021)'],"['519 (december 31, 2021)']","['www', '.anteroresources', '.com']"
345,petrotrin,['public'],['oil and gas industry'],['january\xa01993'],[],"['pointe-a-pierre', 'trinidad and tobago']",[],[],[],[],['ttdoll_40.5 billion'],"['5,500', '[2]']","['www', '.petrotrin', '.com']"
346,petróleos mexicanos,['state-owned enterprise'],['oil and gas'],"['june\xa07, 1938']",['lázaro cárdenas'],['mexico city'],[],[],[' usdoll_74.394 billion (2019)'],"[' usdoll_1.965 billion (2019)', '[1]']","[' usdoll_101.800 billion (2019)', '[1]']","['124,818 (2018)']","['www', '.pemex', '.com']"
347,gasolineras uno,[],['oil and gas'],[],[],['tegucigalpa'],[],[],[],[],[],[],"['www', '.uno-terra', '.com']"
348,vermilion energy inc.,['public'],['petroleum'],['1994'],[],"['calgary, alberta', 'canada']",[],[],['usdoll_'],[],"['usdoll_', '8.271\xa0billion ', 'dec18', '[1]']","['1,053', '[2]']","['vermilionenergy', '.com']"
349,cuba oil union,['state'],['oil and gas'],"['august\xa06, 1960']",[],['havana'],[],[],[],[],[],"['24,000 (march 2016)', '[1]']","['www', '.cupet', '.cu', '/es']"
350,tc energy corporation,['public'],['energy'],['1951'],[],"['calgary', 'alberta']",[],"['pipeline transport', 'natural gas storage', 'electricity generation']",['cadoll_'],"[' ', 'cadoll_', '2.166 billion (', 'fiscal year ended december 31, 2021', ')', '[1]']","[' ', 'cadoll_', '104.218 billion (', 'fiscal year ended december 31, 2021', ')', '[1]']","['7,000', '[2]']","['www', '.tcenergy', '.com']"
351,shamaran petroleum corp.,['public'],['oil and gas'],"['october\xa03,\xa01991']",[],"['vancouver', 'canada']",[],[],[],[],[],[],"['www', '.shamaranpetroleum', '.com']"
352,syncrude canada ltd.,['joint venture'],['petroleum'],['december\xa01964'],[],"['fort mcmurray', 'alberta']",[],[],[],[],[],"['5,600 ', '(2009)']",['syncrude.ca']
353,yash raj films,['privately held company'],[],['1970'],['yash chopra'],['mumbai'],[],[],[],[],[],[],[' ']
354,vishesh films,[],['motion pictures'],['1986'],[],"['mumbai', 'india']",[],[],[],[],[],[],"['www', '.visheshfilms', '.com']"
355,vinod chopra films,['private limited company'],['motion pictures'],['1985'],['vidhu vinod chopra'],"['mumbai', 'india']",[],[],[],[],[],[],['https://www.vinodchoprafilms.com/']
356,vijaya vauhini studios,[],['motion picture'],['1948'],"['moola narayana swamy', 'b. n. reddy']","['chennai', 'tamil nadu', 'india']",[],[],[],[],[],[],[]
357,utv motion pictures,['division'],"['film production', 'film distribution']",['1996'],"['ronnie screwvala', 'zarina screwvala']","['mumbai', 'india']",[],"['film production, marketing and distribution']",[],[],[],[],"['corporate', '.disney', '.in', '/disney-companies', '/studios']"
358,trimurti films pvt. ltd.,[],['motion pictures'],"['mumbai', 'maharashtra', 'india']",[],"['mumbai', 'maharashtra', 'india']",[],[],[],[],[],[],[]
359,tips industries,['public'],"['entertainment', 'music', 'film production']",['1975'],"['kumar s. taurani', 'ramesh s. taurani']","['mumbai', 'maharashtra', 'india']",[],"['music records label', 'film production', 'film promotion', 'film distribution']",[],[],[],[],"['tips', '.in']"
360,viacom18 studios,['subsidiary'],['film'],"['2006', ' in mumbai']",[],"['mumbai', 'india']",[],[],[],[],[],[],"['www', '.viacom18studios', '.com']"
361,suresh productions,['private'],['entertainment'],['1964'],['d. ramanaidu'],"['hyderabad', 'telangana']",[],"['film production', 'film distribution']",[],[],[],[],['suresh productions']
362,suncor energy inc.,['public'],['oil and gas'],['22\xa0august\xa01979'],[],"['calgary', 'alberta']",[],[],['can'],[],"['can', 'doll_83.739 billion (2021)', '[2]']","['16,922 (2021)', '[3]']","['suncor', '.com']"
363,super cassette industries private limited,['private'],"['music', 'entertainment']",['delhi'],['gulshan kumar'],"['noida', 'india']",[],"['music record label', 'film production']",[],[],[],[],['tseries.com']
364,questerre energy corporation,"['publicly traded', 'corporation']",['petroleum industry'],['2000'],[],"['calgary', 'canada', 'oslo', 'norway']",[],[],['cdoll_'],"[' (cdoll_18.3 million) ', '(2010)', '[2]']","['cdoll_269.0 million ', '(end 2010)', '[2]']","['20 ', '(end 2010)', '[3]']","['www', '.questerre', '.com']"
365,surinder films,['private'],['entertainment(2001-present)'],[],['surinder singh'],"['kolkata', 'west bengal']",[],[],[],[],[],[],['surinder films']
366,nalcor energy,['crown corporation'],['energy'],"[""st. john's, newfoundland and labrador""]",[],"[""st. john's, newfoundland and labrador"", 'canada']",[],[],['candoll_'],"['candoll_132 million ', '(2018)', '[3]']","['candoll_19.3 billion ', '(2018)', '[3]']",[],"['www', '.nalcorenergy', '.com']"
367,imperial oil limited,['public'],['petroleum'],['1880'],[],"['calgary', 'alberta', 'canada']",[],[],['cad'],[],"['doll_43.170 billion ', 'cad', ' (2015)', '[2]']","['5,263 (2012)', '[2]']",['imperialoil.ca']
368,meg energy corp.,['public'],['oil and gas industry'],['1999 by william j mccaffery as  mccaffery energy group inc'],[],['calgary'],[],[],"['doll_3,931 million ']",[],"['cdoll_7,866 million ', '(2019)', '[3]', '6_perc']",['485 (june 2013)'],"['www', '.megenergy', '.com']"
369,irving oil ltd.,['private'],['oil and petroleum'],['1924'],['k. c. irving'],"['saint john, new brunswick']",[],[],[],[],[],[],"['www', '.irvingoil', '.com']"
370,ridgeback resources inc.,['private company'],"['petroleum and natural gas exploration, development and production']",[],[],"['calgary', 'alberta']",[],[],[],[],[],[],"['www', '.ridgeback', '.com']"
371,obsidian energy ltd.,['public'],['oil and natural gas'],"['calgary', 'alberta', 'canada']",[],['headquarters in calgary; oil and gas wells throughout western canada'],[],[],[],[],[],"['300 (2017)', '[1]']","['www', '.obsidianenergy', '.com']"
372,first calgary petroleums ltd.,[],['oil & gas drilling & exploration'],[],[],"['calgary, alberta', 'canada']",[],[],[],[],[],"['64 (2008)', '[1]']","['www', '.fcpl', '.ca']"
373,studio green,['private'],"['film, producer']",['2005'],[],"['chennai', 'tamil nadu']",[],[],[],[],[],[],['http://studiogreen.in']
374,frontera energy,['public'],['oil and gas'],['2009'],[],"['toronto', 'ontario']",[],[],['usdoll_'],"[' ', 'usdoll_', ' 1.1 billion ', '(2013)']",[],"['2,506']",['www.fronteraenergy.ca']
375,enerplus corporation,['public'],['oil & gas drilling & exploration'],[],"['marcel tremblay', 'john brussa']","['calgary, alberta', 'canada']",[],[],['doll_1.29 billion (2018)'],[],[],"['~400', '[2]']","['www', '.enerplus', '.com']"
376,enbridge inc.,['public'],['oil and gas'],"['april\xa030,\xa01949', '(as interprovincial pipe line company)']",['imperial oil'],"['calgary', 'alberta']",[],"['pipeline transport', 'oil storage', 'renewable energy']",['cdoll_50.069\xa0billion(2019)'],['cdoll_8.260\xa0billion(2019)'],"['cdoll_163.269\xa0billion(2019)', '[1]']","['11,000+']",[' ']
377,crescent point energy corp.,['public company'],['oil and gas industry'],['2001 as crescent point energy ltd.'],[],['calgary'],[],[],['caddoll_1.7 billion (2020)'],[],[],[],"['www', '.crescentpointenergy', '.com']"
378,cenovus energy inc.,['public'],"['oil', 'natural gas']",['2009'],[],"['calgary', 'alberta']",[],[],['cad'],[],[],"['~2,300 (2019)']","['www', '.cenovus', '.com']"
379,sivaji productions,"['film production', 'film distribution']","['entertainment', 'software']",['1956'],[],['chennai'],[],[],[],[],[],[],[]
380,shree venkatesh films,['media and entertainment company'],[],['1995'],"['shrikant mohta', 'mahendra soni']",['kolkata'],[],[],[],[],[],[],['svf']
381,shree ashtavinayak cine vision ltd,['public'],['motion picture'],['2001'],[],"['mumbai', 'maharashtra', 'india']",[],[],[],[],[],[],[]
382,sahara one,[],[],[],[],"['mumbai, maharastra']",[],[],[],[],[],[],[]
383,canadian natural resources limited,['public company'],['petroleum industry'],['7\xa0november 1973'],[],"['calgary, alberta']",[],[],[' doll_17.491 billion (2020)'],[],[' doll_75.276 billion (2020)'],"['9,709 (2021)']","['www', '.cnrl', '.com']"
384,baytex energy corp.,['public'],['petroleum industry'],['1993'],[],['calgary'],[],[],['cdoll_'],[],"['cdoll_', '2.047\xa0billion dec 2010']",[],"['www', '.baytexenergy', '.com']"
385,arc resources ltd.,['public'],['oil and gas'],['1996'],[],"['calgary', 'alberta']",[],[],['cad'],[],[],['500 (2021)'],"['www', '.arcresources', '.com']"
386,tullow oil plc,['public limited company'],['oil and gas exploration'],"['tullow', 'ireland']",[],"['london, united kingdom']",[],[],['doll_'],"[' doll_514.5\xa0million (2021)', '[1]']",[],[],"['www', '.tullowoil', '.com']"
387,regal petroleum plc,['public limited company'],['oil and gas industry'],[],[],['london'],[],[],[],[],[],[],"['www', '.regalpetroleum', '.com']"
388,rajshri productions,['private'],['entertainment'],['1947'],['tarachand barjatya'],['mumbai'],[],[],[],[],[],[],"['www', '.rajshri', '.com']"
389,pvr pictures limited,['subsidiary'],[],['1997'],[],"['gurgaon', 'india']",[],[],[],[],[],[],"['www', '.pvrpictures', '.com']"
390,padmalaya studios,['private'],['entertainment'],['1970'],['ghattamaneni krishna'],"['jubilee hills', 'hyderabad']",[],"['film production', 'film distribution']",[],[],[],[],[]
391,nadiadwala grandson entertainment pvt. ltd,['private'],['entertainment'],"['mumbai, maharashtra']",['abdul karim nadiadwala'],"['mumbai, maharashtra', 'india']",[],[],[],[],[],[],"['www', '.nadiadwalagrandson', '.com']"
392,mukta arts ltd.,['public'],['entertainment'],['subhash ghai'],[],"['mumbai', 'india']",[],[],[],[],[],[],['mukta arts']
393,madras talkies,['private'],['entertainment'],"['chennai', 'tamil nadu']","['mani ratnam', 'g. srinivasan']","['chennai', 'india']",[],[],[],[],[],[],"['www', '.madrastalkies', '.com']"
394,lyca productions,['private'],['entertainment'],"['chennai', 'tamil nadu', 'india']",['subaskaran allirajah'],"['chennai', 'india']",[],[],[],[],[],[],"['www', '.lycaproductions', '.in']"
395,kavithalayaa productions private limited,"['film production', 'film distribution']",['entertainment'],['1981'],['k.balachander'],['chennai'],[],[],[],[],[],[],[]
396,premier oil plc,['public'],['oil'],['1934'],[],"['london', 'uk']",[],[],['doll_'],"['doll_455.0 million (2019)', '[1]']",[],[],['www.premier-oil.com']
397,dana petroleum,[],['oil and gas industry'],[],[],['aberdeen'],[],[],[' (2013)'],[],"['£1.37 billion', ' (2013)', '[1]']",['580'],"['dana-petroleum', '.com']"
