,name,type,industry,founded,founders,headquarters,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
587,heyi pictures,[],['film'],[],[],['china'],[],[],[],[],[],[],[]
588,hengdian world studios,[],[],[],[],[],[],[],[],[],[],[],"['www', '.hengdianworld', '.com', '/en', '/']"
589,matthew algie,[],[],['1864'],['matthew algie'],"['glasgow', 'scotland']",[],[],[],[],[],[],['http://www.matthewalgie.com/']
590,golden princess film production ltd.,['production company'],['hong kong cinema'],[],[],['hong kong'],[],[],[],[],[],[],[]
591,fundamental films,[],['film'],['2008'],[],"['shanghai', 'china']",[],[],[],[],[],[],['http://www.fundamentalfilms.cn']
592,film workshop co. ltd.,['production company'],['hong kong cinema'],['april 1984'],[],"['kowloon tong', 'hong kong', 'china']",[],[],[],[],[],[],['http://www.filmworkshop.net']
593,dmg entertainment,['production company'],['entertainment'],['1994'],['dan mintz'],"['beverly hills, ca']",[],[],[],[],[],[],"['www', '.dmg-entertainment', '.com']"
594,china film group corporation,['party'],['cinema'],['february 1999'],[],"['beijing', 'china']",[],[],[],[],[],[],['http://www.zgdygf.com/']
595,delek group ltd.,['public'],['conglomerate'],['1951'],[],['netanya'],[],[],"['₪', 'billion']",[],"['  ', '₪', ' 91.896 ', 'billion', ' ', '(2010)']",[],"['www', '.delek-group', '.com']"
596,fly films,[],[],[],[],[],[],[],[],[],[],[],['http://www.flyfilms.com.cn']
597,fantasy pictures entertainment,"['production company', 'film distributor']",['chinese cinema'],['2005'],[],"['beijing', 'china']",[],[],[],[],[],[],[]
598,diantong film company,[],['film'],['1933'],[],"['shanghai', 'china']",[],[],[],[],[],[],[]
599,cinema popular,[],[],['february\xa02009'],"['peter chan', 'huang jianxin']",[],[],[],['homepage ='],[],[],[],[]
600,pt pertamina (persero),"['state-owned', 'perseroan terbatas']",['oil and gas'],['august\xa01968'],['government of indonesia'],"['gambir', 'central jakarta']",[],[],[' usdoll_ 57 billion (2021)'],"[' usdoll_ 4.1 billion (2020)', '[1]']","[' usdoll_ 69.14 billion (2020)', '[1]']","['13,526 (2020)', '[1]']","['www', '.pertamina', '.com']"
601,pt medco energi internasional tbk,['public'],"['oil', 'gas', 'power generation', 'coal mining']",['9\xa0june 1980'],[],"['jakarta', 'indonesia']",[],[],['us doll_'],"[' ', 'us doll_', ' 660\xa0million (2019)', '[1]']",[' usdoll_ 6.006 billion (2019)'],"['4,000 (2019)']","['www', '.medcoenergi', '.com']"
602,cairn oil & gas,['private'],['oil and gas'],['2006'],[],"['asf center tower a, 62-363, jwala mill road, phase iv, udyog vihar, sector 18, gurugram, haryana, 122016, india']",[],[],"[' ', ' (usdoll_1.3\xa0billion) ', '\xa0(2016)']","[' ', '₹', '−9,434.63 crore', ' (usdoll_−1.2\xa0billion) ', '[2]', '\xa0(2016)']","[' ', '₹', '56,495.57 crore', ' (usdoll_7.1\xa0billion) ', '[3]', '\xa0(2016)']",['1001–5000'],"['www', '.cairnindia', '.com']"
603,national iranian oil company,['state-owned enterprise'],['oil and gas'],['20\xa0march 1951'],[],"['tehran', 'iran']",[],[],['oil and gas'],[],"[' usdoll_200\xa0billion (2012)', '[3]']","['87,500 ', '(2018)', '[4]']","['en', '.nioc', '.ir']"
604,nayara energy ltd.,['private'],['oil and gas'],[],[],"['bandra', 'mumbai', 'maharashtra']",[],[],"[' ₹87,371 crore (usdoll_11.93 billion) (2020)']",[],"[' ₹49,061 crore (usdoll_6.70 billion) (2020)']",[],"['www', '.nayaraenergy', '.com']"
605,indian oil corporation limited,[' central public sector undertaking'],"['energy', 'oil and gas']",['30 june 1959'],[],"[', india (headquarters)', ', ', ', india (registered office)']",[],[],"[' ', ' (usdoll_92\xa0billion) (2022)']","[' ', '₹', '33,053 crore', ' (usdoll_4.1\xa0billion) (2022)', '[2]']","[' ', '₹', '410,624 crore', ' (usdoll_51\xa0billion) (2022)', '[2]']","['33,498 (2021)', '[2]']","['www', '.iocl', '.com']"
606,gujarat state petroleum corporation ltd,['state government agency'],['oil and gas'],['1979'],['government of gujarat'],['gandhinagar'],[],[],[' (usdoll_2.3\xa0billion)(fy2022)'],"['₹', '2,920.63 crore', ' (usdoll_370\xa0million)(fy2022)']",[],[],"['www', '.gspcgroup', '.com']"
607,united energy group,[],['oil & gas'],[],[],[],[],[],[],[],[],[],"['uegl', '.com', '.hk']"
608,système u,['private'],['retailing'],['1894'],[],"['rungis', 'france']",[],[],['billion'],[],[],[],['http://www.magasins-u.com/']
609,reliance industries limited,['public'],['conglomerate'],['8 may 1973'],['dhirubhai ambani'],"['mumbai', 'maharashtra']",[],[],"[' ', ' (usdoll_99\xa0billion)', '\xa0(2022)']","[' ', '₹', '98,446 crore', ' (usdoll_12\xa0billion) ', '[1]', '\xa0(2022)']","[' ', '₹', '1,770,665 crore', ' (usdoll_220\xa0billion)', '[1]', '\xa0(2022)']","['3,42,982 (2022)', '[1]']","['www', '.ril', '.com']"
610,oil and natural gas corporation ltd,['central public sector undertaking'],"['energy', 'oil and gas']",['14 august 1956'],[],"['dehradun', 'uttarakhand']",[],[],"[' ', ' (usdoll_68\xa0billion) (2022)']","[' ', '₹', '54,732 crore', ' (usdoll_6.9\xa0billion) (2022)', '[2]']","[' ', '₹', '585,449 crore', ' (usdoll_73\xa0billion) (2022)', '[2]']","['27,165 (31.03.2022)', '[4]']","['www', '.ongcindia', '.com']"
611,federation of migros cooperatives,['cooperative'],['retail'],['1925'],['gottlieb duttweiler'],"['zürich', 'switzerland']",[],[],['chf'],['668 million chf\xa0(2021)'],[],"['97,541 (2021)']",['www.migros.ch']
612,"dollar tree, inc.","['public', 'subsidiary']","['retail', 'variety', 'discount', 'retail']","['sumter, south carolina', 'vancouver, british columbia']",['joseph calvano (co-founder)'],"['burnaby, british columbia']",[],[],['usdoll_'],"[' ', 'usdoll_', '1.887 billion (', 'fiscal year ended january 30, 2021', ')', '[2]']","[' ', 'usdoll_', '20.696 billion (', 'fiscal year ended january 30, 2021', ')', '[2]']","['193,100 ', '[1]']","['dollartree', '.com', 'www', '.dollartreecanada', '.com']"
613,coop genossenschaft,['cooperative'],['wholesale distribution'],['1969'],[],"['basel', 'switzerland']",[],[],['30.7 billion chf '],[],[],"['90,307 ', '(2019)', '[1]']",['coop.ch']
614,x5 group,[],['retail'],['2006'],[],['moscow'],[],[],"['doll_27.4\xa0billion', ' (2020)']","['doll_1.47\xa0billion', '[1]', ' (2020)']","['doll_16.3\xa0billion', '[1]', ' (2020)']","['339,716 (2020)\xa0']","['x5', '.ru', '/en', '/']"
615,"mercadona, s.a.",['sociedad anónima'],['retail'],['1977'],['francisco roig ballester'],"['tavernes blanques', 'valencian community']",[],[],"['€', 'usdoll_']",[],"['8,194,637,000 ±1000 euro (2016)\xa0']","['85,800', '[1]']","['www', '.mercadona', '.com']"
616,alibaba group holding limited,['public'],['technology company'],"['hangzhou', 'zhejiang']",['jack ma'],"['\n', '\n']",[],"['alibaba.com', 'daraz']","[' ', ' (usdoll_134.567 billion, 2022)']","[' ', '¥69.638 billion\xa0rmb', '[5]', ' (usdoll_10.985 billion, 2022)']","[' ', '¥1.696 trillion\xa0rmb', '[5]', ' (usdoll_267.467 billion, 2022)']","['254,941', '[5]', ' (31 march 2022)']",[' ']
617,coles group,['public'],['consumer staples'],"['collingwood', 'victoria']",[],"['hawthorn east', 'victoria']",[],[],['adoll_'],[],"[' ', 'adoll_', '9.777 billion (2019)', '[2]']",[],[]
618,"h-e-b grocery company, lp",['private'],['grocery retail'],"['kerrville', 'texas', 'united states']",['florence butt'],['san antonio'],[],"['auto, health, fuel, ticket sales, utilities, and licenses']",[' doll_38 billion+ (2022)'],[],[],"['100,000 (2018)']","['heb', '.com']"
619,"the tjx companies, inc.",['public'],['retail'],['1987'],['bernard cammarata'],"['framingham, massachusetts', ', u.s.']",[],[],"[' ', '\xa0(2018)']",[' usdoll_4.17 billion\xa0(2018)'],[' usdoll_14.326 billion\xa0(2018)'],"['270,000\xa0(2018)']","['tjx', '.com']"
620,massimo zanetti beverage group,['private'],['coffee'],['1973'],[],"['bologna', 'italy']",[],[],[],[],[],[],"['www', '.mzb-group', '.com']"
621,w. machwitz gmbh,[],['food processing'],"['danzig, the kingdom of prussia']",['wilhelm machwitz'],"['hannover, germany']",[],[],[],[],[],['fewer than 25'],"['www', '.machwitz-kaffee', '.de']"
622,louisa coffee,['public'],['coffee shop'],['2006'],['chris huang'],['taiwan'],[],[],[],[],[],[],"['www', '.louisacoffee', '.co']"
623,luigi lavazza s.p.a.,['private'],['coffee'],['turin'],['luigi lavazza'],"['turin, italy']",[],[],['€'],[],[],"['3,800\xa0(2018', '[2]', ')']","['www', '.lavazza', '.com']"
624,landwer coffee ltd.,['private'],['beverages'],['1919'],['moshe landwer'],"['holon', 'israel']",[],[],[],[],[],[],['www.landwer.com']
625,la colombe coffee roasters,['private'],['coffee'],['1994'],['todd carmichael'],"['philadelphia, pennsylvania', 'united states']",[],[],[],[],[],[],"['www', '.lacolombe', '.com']"
626,"kraft foods group, inc.",['division'],['food processing'],"['october 1, 2012']",[],"['chicago, illinois', 'united states']",[],[],[],[],[],"['22,500 (2015)\xa0']",['kraftheinzcompany.com']
627,keurig dr pepper inc.,['public company'],['appliance manufacturing'],"['waitsfield, vermont']",['robert stiller'],"['burlington, massachusetts', ', u.s.']",[],[],"[' ', ' (2020)']",[],[],"['27,500 (2021)']","['keurigdrpepper', '.com']"
628,julius meinl,['private'],['coffee roasting'],['1862'],['julius meinl i'],"['vienna', 'austria']",[],[],['€'],[],[],['845'],[' ']
629,juan valdez café,['public'],"['retail ', ' & ']","['bogotá, colombia']",['federación nacional de cafeteros de colombia'],"['bogotá', 'colombia']",[],['coffee'],[],[],[],"['5,000+']","['juanvaldezcafe', '.com']"
630,the j.m. smucker company,['public'],"['food', 'beverage']","['orrville, ohio']",['jerome monroe smucker'],"['orrville, ohio']",[],[],"[' ', ' (2020)']",[],[],"['7,300\xa0(2020)']","['jmsmucker', '.com']"
631,"elevance health, inc.",['public company'],"['managed healthcare', 'insurance']","['2004', ' from anthem and wellpoint health networks merger']",[],"['indianapolis, indiana']",[],[],"[' ', '\xa0(2021)']","[' ', 'usdoll_7.93 billion', '[1]', '\xa0(2021)']","[' ', 'usdoll_97.46 billion', '[1]', '\xa0(2021)']","['98,200', '[1]', '\xa0(2021)']","['www', '.elevancehealth', '.com']"
632,marathon petroleum corporation,['public'],['petroleum'],"['november\xa09, 2009']",[],"['findlay', 'ohio', 'united states']",[],"['pipeline transport', 'oil refining', 'marketing']","[' ', '69.032 billion (', ')']","[' −', 'usdoll_', '12.247 billion (', 'fiscal year ended december 31, 2020', ')', '[1]']","[' ', 'usdoll_', '85.158 billion (', 'fiscal year ended december 31, 2020', ')', '[1]']","['~43,800\xa0(december 2017)']",['marathonpetroleum.com']
633,china baowu steel group,['state-owned enterprise'],['steel'],['1978'],[],['shanghai'],[],[],"['doll_79.93 billion\n', '\n']",[],[],"['195 434 (2019) ', '[2]']",['www.baowugroup.com']
634,jittery joe's,['private'],['coffee roasting and coffee shops'],['1994'],[],"['athens, ga', 'usa']",[],[],[],[],[],[],"['www', '.jitteryjoes', '.com']"
635,cipla limited,[],['pharmaceuticals'],['1935'],['khwaja abdul hamied'],"['mumbai, maharashtra']",[],[],"[' ', ' (usdoll_2.7\xa0billion)', '\xa0(2022)']","[' ', '₹', '3,496.05 crore', ' (usdoll_440\xa0million)', '[2]', '\xa0(2022)']","[' ', '₹', '23,662.56 crore', ' (usdoll_3.0\xa0billion)', '[3]', '\xa0(2020)']","['22,036', '[4]']",['www.cipla.com']
636,dr. reddy’s laboratories ltd,['public'],['pharmaceuticals'],['1984'],['dr. anji reddy'],"['hyderabad', 'telangana']",[],[],"[' ', ' (usdoll_2.2\xa0billion) (2020)']","[' ', '₹', '1,599 crore', ' (usdoll_200\xa0million) (2020)', '[1]']","[' ', '₹', '23,156 crore', ' (usdoll_2.9\xa0billion) (2020)', '[1]']","['21,650 (march 2020)', '[1]']","['www', '.drreddys', '.com']"
637,divi's laboratories limited,['public'],['pharmaceuticals'],['12\xa0october 1990'],[],"['hyderabad', 'telangana', 'india']",[],['custom synthesis'],"[' ', ' (usdoll_1.1\xa0billion) ', '\xa0(2022)']","[' ', '₹', '3,683 crore', ' (usdoll_460\xa0million) ', '[1]', '\xa0(2022)']","[' ', '₹', '13,374 crore', ' (usdoll_1.7\xa0billion) ', '[1]', '\xa0(2022)']","['13,884\xa0(2020)']","['divislabs', '.com']"
638,sun pharmaceutical industries limited,['public'],['pharmaceuticals'],['1983'],['dilip shanghvi'],['mumbai'],[],[],"[' ', ' (usdoll_5.0\xa0billion)\xa0(2022)']","[' ', '₹', '4,481 crore', ' (usdoll_560\xa0million)\xa0(2022)']","[' ', '₹', '69,799 crore', ' (usdoll_8.7\xa0billion)\xa0(2022)']","['37,000+\xa0(2021)']","['sunpharma', '.com']"
639,viatris inc.,['public'],"['pharmaceuticals', 'healthcare']","['november\xa016, 2020']",[],"['canonsburg, pennsylvania']",[],[],"[' ', ' (2021)']",[],[' usdoll_54.84 billion (2021)'],"['c.', '\u200937,000', ' (december 2021)']","['viatris', '.com']"
640,petróleos mexicanos,['state-owned enterprise'],['oil and gas'],"['june\xa07, 1938']",['lázaro cárdenas'],['mexico city'],[],[],[' usdoll_74.394 billion (2019)'],"[' usdoll_1.965 billion (2019)', '[1]']","[' usdoll_101.800 billion (2019)', '[1]']","['124,818 (2018)']","['www', '.pemex', '.com']"
641,"the home depot, inc.",['public'],['retailing'],"['marietta, georgia']","['bernard marcus', 'arthur blank', 'ron brill', 'pat farrah', 'ken langone']","['atlanta, georgia']",[],[],"[' ', ' (2021)']",[' usdoll_23.04 billion (2021)'],[' usdoll_71.88 billion (2021)'],"['490,600 (dec 2021)']",['homedepot.com']
642,celltrion,['public'],['biopharmaceutical'],['2002'],['jung jin seo'],"['yeonsu-gu', 'incheon', 'south korea']",[],[],"[' ₩828,917 million (2017)']","[' ₩517,385 million (2017)', '[1]']","[' ₩3,255,319 million (2017)', '[1]']",[],"['www', '.celltrion', '.com', '/en']"
643,virtusa corporation,['private'],['information technology'],['sri lanka'],"['kris canekeratne ', ' tushara canekeratne', 'john gillis', 'sandy gillis']","['southborough, massachusetts']",[],"['it consulting, business consulting, application development, product development, legacy asset management']",['usdoll_'],[],"[' usdoll_ 1.337 billion (2020)', '[2]']","[' 45,000 (2022)', '[2]']","['www', '.virtusa', '.com']"
644,elanco animal health incorporated,['public'],['pharmaceutical (animal)'],['1954\xa0'],[],"['greenfield, indiana']",[],[],['usdoll_'],"[' –', 'usdoll_', '0.672 billion (', 'fiscal year ended december 31, 2020', ')', '[1]']","[' ', 'usdoll_', '17.692 billion (', 'fiscal year ended december 31, 2020', ')', '[1]']","['10,200 (2021)', '[2]']","['elanco', '.com']"
645,jiangsu hengrui pharmaceuticals co. ltd,['public company'],['pharmaceuticals'],['1997'],[],"['lianyungang, jiangsu']",[],[],[],[],[],"['24,500 (2020)']","['www', '.hrs', '.com', '.cn']"
646,totvs,['public'],['software'],['1983'],['laércio cosentino and ernesto haberkorn'],"['são paulo', 'são paulo', 'brazil']",[],[],"[' rdoll_ 6,357\xa0billion ']",[],[],"['12,000']",['totvs.com']
647,algar telecom,['private'],['telecommunications'],"['february\xa015, 1954']",['alexandrino garcia'],"['uberlândia', 'brazil']",[],[],"[' rdoll_ 2,2 billion (2015)']",[],[],"['3,700 (2015)']",['algartelecom.com.br']
648,unisys corporation,['public'],"['information technology', 'consulting', 'outsourcing']",['1986'],[],"['blue bell, pennsylvania']",[],[],[' doll_2.054 billion (2021)'],"[' doll_154 million (2021)', '[1]']","[' doll_2.41 billion (2021)', '[1]']","['16,300 (2021)', '[2]']","['www', '.unisys', '.com']"
649,ust,['private'],"['professional services', 'information technology', 'digital engineering', 'product development']",['1999'],['stephen ross'],"['orange county, california', 'usa']",[],"['digital transformation', 'technology and digital consulting', 'nextgen cloud infrastructure (private, public, hybrid cloud)', 'human-centered design', 'cybersecurity']",['usd doll_1.4b+ (2021)'],[],[],"['30,000+ ', '[6]']",['www.ust.com']
650,telus international,['public'],['digital it services software services\nbusiness process outsourcing'],['2005'],[],"['vancouver', 'canada']",[],[],['usdoll_'],[],[],"['68,000', '[2]']","['www', '.telusinternational', '.com']"
651,"science applications international corporation, inc.",['public company'],['information technology and engineering'],"['original', 'leidos']",[],"['reston', 'fairfax', 'virginia']",[],[],"[' ', '\xa0(2021)']","[' ', 'usdoll_462 million', '\xa0(2021)']","[' ', 'usdoll_5.75 billion', ' (2021)']","['c.', '\u200926,000', '\xa0(january 2022)']","['saic', '.com']"
652,softtek,['privately held'],['information technology'],"['1982', ' in monterrey, nuevo león, mexico']",['blanca treviño'],"['monterrey', 'nuevo león', 'mexico']",[],[],[],[],[],"['15,000 (2019)']",['www.softtek.com']
653,ibm ,['ibm'],"['information technology', 'consulting', 'outsourcing']","['june\xa016, 1991']",[],"['armonk, new york']",[],[],[],[],[],[],"['ibm', '.com', '/consulting']"
654,genpact ltd.,['public'],"['professional services', 'information technology', 'consulting']",['new delhi'],[],"['new york city, new york']",[],[],[' doll_3.71 billion '],"[' doll_589 million ', '(2021)']","[' doll_4.87 billion ', '(2021)']","['109,600 ', '(2021)']","['www', '.genpact', '.com']"
655,"exlservice holdings, inc.",['public company'],[],['april\xa01999'],['rohit kapoor'],['new york city'],[],"['business process management, operations management and analytics']","[' ', ' (2021)']",[],[],"['37,000+']","['www', '.exlservice', '.com']"
656,"datadog, inc.",['public company'],['system monitoring'],"['2010', ' in new york city']","['olivier pomel', 'alexis lê-quôc']","['new york city, new york', ', u.s.']",[],[],"[' ', ' (2021)']","[' ', 'usdoll_−19.16 million', ' (2021)', '[1]']","[' ', 'usdoll_2.38 billion', ' (2021)', '[1]']","['3,200 (dec 2021)', '[1]']",[' ']
657,"okta, inc.",['public company'],['software'],['january\xa02009'],"['todd mckinnon', 'frederic kerrest']","[', u.s.']",[],[],['fy'],[' usdoll_-676.64 million (fy2022)'],[' usdoll_9.21 billion (fy2022)'],"['5,030 (january 2022)']","['okta', '.com']"
658,palantir technologies inc.,['public company'],['software'],['2003'],"['peter thiel', 'stephen cohen', 'alex karp']","['denver, colorado']",[],[],"[' ', 'usdoll_', '1.541 billion', ' (2021)', 'a']","[' usdoll_-488.494 million (2021)', 'a']","[' usdoll_3.247 billion (2021)', 'a']","[' 2,920 (2021)', 'a']","['palantir', '.com']"
659,beijing enlight pictures,['subsidiary'],['film'],['2004'],[],['beijing'],[],[],[],[],[],[],[]
660,alibaba pictures,[],['film'],[],[],"['zhejiang', 'china', 'shanghai', 'china', 'hong kong']",[],[],[],[],[],[],"['www', '.alibabapictures', '.com']"
661,changchun film studio group corporation,['state-owned enterprise'],"['film production', 'documentary']",['1950'],[],"['changchun', 'jilin']",[],[],[],[],[],['3000'],['cfs-cn.com']
662,the hong kong & china gas co ltd.,['public'],['public utility'],"['hong kong', '(1862', ')']",[],"['north point, hong kong']",[],[],['hkd'],[],[],"['2,495 (2020)']","['towngas', '.com']"
663,sisu production,[],['media and digital production'],['2013'],['robin ingle'],"['toronto', 'ontario']",[],[],[],[],[],[],['sisu production']
664,sinochem group,['state owned'],[],['1950'],[],"['xicheng district, beijing']",[],[],"['581,076,200,000 renminbi (2018)\xa0']",[],[],"['50,000 (2013) ', '[1]']","['english', '.sinochem', '.com']"
665,shaanxi yanchang petroleum group co. ltd.,['government owned entity'],['oil and gas'],['1905'],[],"[""xi'an"", 'shaanxi', 'china']",[],['petroleum and natural gas'],[],[],[],[],"['www', '.sxycpc', '.com']"
666,geo-jade petroleum,[],['oil and gas industry'],[],[],[],[],[],[],[],[],[],['www.geojade.com/']
667,citic resources holdings limited ,"['state-owned enterprise', 'red chip']",['natural resources'],['1997'],[],['hong kong'],[],[],[],[],[],[],"['resources', '.citic']"
668,intermarché,['public'],"['hypermarkets', 'supermarkets', 'grocery stores']",['1969'],[],"['bondoufle', 'france']",[],[],"[' ', ' 36.4 billion (2010)', ' 36.0 billion (2009)']",[],[],[],['intermarche.com']
669,illycaffè s.p.a.,['s.p.a.'],['coffee'],['1933'],['francesco illy'],"['trieste', 'italy']",[],[],['€460 million (in 2016)'],[],[],['2700+ (in 2016)'],"['www', '.illy', '.com']"
670,shavick entertainment,[],"['film production', 'television production']",['1993'],[],"['vancouver', 'british columbia']",[],[],[],[],[],[],"['shavickentertainment', '.com']"
671,j sainsbury plc,['public limited company'],['retailing'],"['holborn', 'london']",['john james sainsbury'],['london'],[],[],['£'],"[' £709\xa0million (2021)', '[1]']",[],"['180,000 (2021)', '[1]']","['corporate', 'consumer']"
672,gloria jean's gourmet coffee pty. ltd.,['subsidiary'],[],"['long grove, illinois']",['ed & gloria jean kvetko'],"['castle hill, new south wales']",[],[],[],[],[],[],"['www', '.gloriajeanscoffees', '.com']"
673,franck,['coffee'],[],"['zagreb', 'croatia']",[],"['zagreb', 'croatia']",[],[],[],[],[],[],"['www', '.franck', '.eu']"
674,equal exchange,['cooperative'],[],['1986'],[],"['west bridgewater', 'massachusetts', 'united states']",[],[],"['usdoll_70,079,000', '\xa0(2016)']",[],"['usdoll_36,935,863\xa0(2016)']",['126'],['equalexchange.coop']
675,figaro coffee company,['public'],['coffee shop'],"['glorietta', 'makati', 'philippines']",[],[],[],[],[],[],[],[],"['www', '.figarocoffee', '.com']"
676,ellis coffee company,['private'],['coffee'],['1854'],['allen cuthbert'],"['philadelphia', 'pennsylvania', 'united states']",[],[],[],[],[],[],"['www', '.elliscoffee', '.com']"
677,dutch bros. coffee,['public'],"[' restaurants', 'restaurants', 'retail coffee']","['grants pass, oregon']","['dane boersma', 'travis boersma']","['grants pass, oregon']",[],[],"[' ', 'usdoll_', '497.9 million', ' (2021)', '[2]']","[' usdoll_−113.3 million (2021)', '[2]']","[' usdoll_553.7 million (2021)', '[2]']","[' 19,000 (2021)', '[2]']","['www', '.dutchbros', '.com']"
678,nakheel properties,['government owned'],['real estate'],['2003'],[],"['dubai', 'united arab emirates']",[],['property development'],['aed'],[],[],"['1,500', '[2]']",['www.nakheel.com']
679,bank of china limited,"['public', 'state-owned', 'subsidiary']","['financial services', 'bank']","['1912', 'may 18, 1993']",['chen jintao'],"['beijing', 'china', 'markham', 'ontario', 'canada']",[],[],"[' ', '\xa0(2018)', '473,912,000,000 renminbi (2015)\xa0']","[' ', '¥227.53 billion\xa0rmb', 'doll_33.07 billion', '[2]', '\xa0(2018)', '229,237,000,000 renminbi (2015)\xa0']","[' ', '¥21.267 trillion\xa0rmb', 'doll_3.091 trillion', '[2]', '[3]', '\xa0(2018)', '16,815,597,000,000 renminbi (2015)\xa0']","['306,322', '[4]', '\xa0(2021)', '310,042 (2015)\xa0']","['boc.cn', 'bankofchina.com', 'bank-of-china.com', 'bocusa.com', 'www', '.bankofchina', '.com', '/ca']"
680,china life insurance company limited ,"['public', 'state-owned enterprise']",['financial services'],"['1949', ' (as picc)']",[],"['beijing', 'china']",[],[],"['768,438,310,000 renminbi (2018)\xa0']",[],"['doll_362.1 billion (2015)', '[1]']","['99,739\xa0']",['chinalife.com.cn']
681,dunn brothers coffee,[],"['food and beverage', 'coffeehouse']","['st. paul, minnesota']",['ed and dan dunn'],[],[],[],[],[],[],[],[]
682,ubs group ag,['public'],"['banking', 'financial services']","['29\xa0june 1998', ' (through the merger of union bank of switzerland and swiss bank\n corporation)']",[],"['bahnhofstrasse', 'zürich']",[],[],['usdoll_'],"[' usdoll_9.48 billion (2021)', '[2]']","[' usdoll_1.12 trillion (2021)', '[2]']","['71,385 (end 2021)', '[3]']","['ubs', '.com']"
683,"united airlines, inc.",[],[],"['varney air lines', 'boise, idaho']",[],"['willis tower', 'chicago']","[' (', ')', ""edward 'ted' philip (non-executive chairman)"", ' (chairwoman)', 'brett hart (president)', 'gerry laderman (', ')', ' (', ')']",[],[],[],[],[],"['united', '.com', '/en', '/us']"
684,china railway construction corporation limited,['state-owned enterprise'],['construction'],"['1948', '1990 (holding company)', '2007 (listed company)']",[],['beijing'],[],"['railway', 'infrastructure']",[' (2017)'],"['¥20.91 billion\xa0rmb', ' (2017)', '[2]']","['¥821.89 billion\xa0rmb', ' (2017)', '[2]']","['261,333 (2017)', '[2]']",['crcc.cn']
685,china railway engineering corporation,['state-owned enterprise'],['holding company'],"['1958', '1990 (company)']",[],['beijing'],[],[],"['741,722,810,000 renminbi (2018)\xa0']",[],[],[],[]
686,"10x genomics, inc.",['public company'],[],['2012'],"['serge saxonov', 'ben hindson', 'kevin ness']","['pleasanton, california', ', u.s.']",[],[],"[' ', ' (2021) ']","[' ', 'usdoll_−52.3 million', ' (2021)', '[1]']","[' ', 'usdoll_1.02 billion', ' (2021)', '[1]']","['417 (2021)', '[1]']","['10xgenomics', '.com']"
687,"cardinal health, inc.",['public'],['healthcare'],['1971'],['robert d. walter'],"['dublin, ohio']",[],[],['usdoll_'],"[' usdoll_1.9 billion ', '(2021)', '[2]']","[' usdoll_44.45 billion ', '(2021)', '[1]']","['48,000 ', '(2021)', '[3]']","['www', '.cardinalhealth', '.com']"
688,mitsubishi group,"['private', 'conglomerate']","['automotive', 'chemical', 'electronics', 'food', 'financial', 'metallurgy', 'mining', 'petroleum']",['1870'],['yatarō iwasaki'],['tokyo'],[],"['\n', '\n']",[],[],[],[],['mitsubishi.com']
689,mercedes-benz group,['public'],['automotive'],"['1926 (original foundation of daimler-benz)', '2007 (foundation of daimler ag)']",[],"['stuttgart', 'germany']",[],[],"[' €133,9 billion (2021)']","[' €16.0 billion (2021)', '[1]']","[' €258.8 billion (2021)', '[1]']","[' 172,425 (2021)', '[1]']","['group', '.mercedes-benz', '.com']"
690,chevron corporation,"[' (1876–1906)', ' (1906–1911)']","['energy', 'oil and gas']","['september\xa010, 1879', ' as ""pacific coast oil co.""']",[],"['san ramon, california']",[],[],"[' ', ' ', 'usdoll_', '162.47 billion', ' ', '(2021)', '[5]', ' ']","[' ', 'usdoll_21.64 billion', ' ', '(2021)', '[5]']","[' ', 'usdoll_239.54 billion', ' ', '(2021)', '[5]']","['42,595 ', '(march 2021)', '[5]']",['chevron.com']
691,incyte corporation,['public company'],['pharmaceutical company'],['2002'],[],"['wilmington, delaware']",[],[],"[' ', ' (2021)']",[' usdoll_586 million (2021)'],[' usdoll_4.93 billion (2021)'],"['2,094\xa0(december 2021)']","['incyte', '.com']"
692,horizon therapeutics public ltd co,['public limited company'],['pharmaceutical'],['2005'],[],"['\n', '\n']",[],[],"[' ', ' (2021)']",[' usdoll_543 million (2021)'],[' usdoll_8.68 billion (2021)'],"['1,890 (2021)']","['horizontherapeutics', '.com']"
693,"alnylam pharmaceuticals, inc.",['public company'],['pharmaceutical'],['2002'],[],"['cambridge, massachusetts', ', u.s.']",[],[],"[' ', ' (2019)', '\n', ' usdoll_74.91 million (2018)']",[],[],"['1,323 (2019)', '[2]']","['alnylam', '.com']"
694,"eisai co., ltd.","['public', 'kk']",['pharmaceuticals'],"['december\xa06, 1941']",['toyoji naito'],"['4-6-10 koishikawa, bunkyo-ku, tokyo 112-8088, japan']",[],[],['¥'],"[' ', '¥', ' 103 billion ', '(2019)', '[1]']","[' ', '¥', ' 1,071 billion ', '(2019)', '[1]']","[' 1,864 ', '(2019)', '[1]']",['official website']
695,bp p.l.c.,['public limited company'],['oil and gas'],"['14\xa0april\xa01909', ' ', '10\xa0january\xa01870', ' ', '16\xa0december 1954', ' ']","[""william knox d'arcy"", 'charles greenway']",['london'],[],['service stations'],"[' ', 'usdoll_', '164.19 billion ', '(2021)', '[2]']","[' usdoll_18.08 billion ', '(2021)', '[2]']","[' usdoll_287.27 billion ', '(2021)', '[2]']","['60,000 ', '(2021)', '[3]']",['bp.com']
